Orthogroup	ASTMX	DROME
OG0006245	ASTMX05448	DROME02108, DROME02107
OG0006246	ASTMX13362	DROME19004
OG0006247	ASTMX04057	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	ASTMX11835	DROME03264
OG0006249	ASTMX13840	DROME20245
OG0006250	ASTMX17884	DROME17023
OG0006251	ASTMX02311	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	ASTMX17345	DROME10801
OG0006258	ASTMX07763	DROME18180, DROME18181, DROME18179
OG0006259	ASTMX10232	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	ASTMX00800	DROME16552
OG0006262	ASTMX07419	DROME05994
OG0006263	ASTMX09582	DROME01003
OG0006264	ASTMX18801	DROME01178
OG0006265	ASTMX00661, ASTMX00660	DROME08925, DROME08926
OG0006267	ASTMX10007	DROME04482
OG0006268	ASTMX22171, ASTMX17106	DROME16986
OG0006270	ASTMX17198	DROME07884
OG0006271	ASTMX19101	DROME13584
OG0006273	ASTMX11927, ASTMX18357	DROME19288, DROME09384, DROME20348
OG0006275	ASTMX11336	DROME11545
OG0006277	ASTMX04405	DROME15668
OG0006278	ASTMX15116, ASTMX20655	DROME09293
OG0006279	ASTMX00059	DROME05154
OG0006280	ASTMX08931	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	ASTMX09240	DROME21723, DROME21724
OG0006283	ASTMX21521	DROME18093
OG0006284	ASTMX07872	DROME06978
OG0006285	ASTMX03323	DROME05155
OG0006286	ASTMX19660	DROME20409
OG0006288	ASTMX07795	DROME00223
OG0006289	ASTMX06413	DROME05895
OG0006290	ASTMX17617	DROME15754
OG0006291	ASTMX17063	DROME16421
OG0006293	ASTMX05973, ASTMX05974	DROME15892
OG0006294	ASTMX01270	DROME17637
OG0006295	ASTMX09386	DROME09339
OG0006296	ASTMX18579	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	ASTMX09427	DROME14064
OG0006298	ASTMX05352	DROME10104, DROME10103
OG0006301	ASTMX01384	DROME14417, DROME14418
OG0006302	ASTMX08308	DROME11859
OG0006305	ASTMX10505, ASTMX21775	DROME20608
OG0006306	ASTMX07488	DROME06607
OG0006308	ASTMX09635	DROME01926
OG0006309	ASTMX17488, ASTMX21821	DROME22059, DROME22060
OG0006311	ASTMX15780	DROME09053
OG0006313	ASTMX07483	DROME09638
OG0006315	ASTMX14142	DROME12826
OG0006318	ASTMX09099, ASTMX09535	DROME09391
OG0006319	ASTMX08869	DROME00483, DROME00484
OG0006321	ASTMX00205	DROME00074
OG0006322	ASTMX22209, ASTMX09224	DROME19674
OG0006323	ASTMX00548	DROME00186
OG0006328	ASTMX00841	DROME04072
OG0006329	ASTMX05107	DROME06117
OG0006330	ASTMX01722	DROME21856, DROME21857
OG0006331	ASTMX13932	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	ASTMX20059	DROME01006
OG0006333	ASTMX07559, ASTMX19920, ASTMX01196	DROME05697
OG0006334	ASTMX04134	DROME04357
OG0006339	ASTMX03417	DROME19031, DROME19030
OG0006340	ASTMX02502	DROME02471
OG0006341	ASTMX08564	DROME06095
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	DROME11878
OG0006345	ASTMX18765	DROME01528
OG0006346	ASTMX12353	DROME16623
OG0006347	ASTMX02893	DROME18372, DROME18373
OG0006350	ASTMX10119	DROME10882
OG0006351	ASTMX00069, ASTMX11619	DROME17575
OG0006352	ASTMX18568, ASTMX00324	DROME15718
OG0006353	ASTMX20203	DROME00751
OG0006356	ASTMX13066	DROME02890
OG0006358	ASTMX03055	DROME03318, DROME03317
OG0006359	ASTMX06500	DROME01311
OG0006360	ASTMX14422	DROME19840
OG0006362	ASTMX07490	DROME11093
OG0006363	ASTMX18537	DROME07012
OG0006364	ASTMX12481	DROME14912
OG0006365	ASTMX02702, ASTMX04108	DROME21616, DROME21617
OG0006367	ASTMX20819, ASTMX04562	DROME09374
OG0006370	ASTMX17423	DROME08234
OG0006372	ASTMX09546	DROME08788
OG0006375	ASTMX07697	DROME19928
OG0006376	ASTMX13354, ASTMX13353	DROME13198
OG0006377	ASTMX03390	DROME08417
OG0006378	ASTMX20075	DROME17931
OG0006379	ASTMX03283	DROME02858, DROME04856
OG0006381	ASTMX07268	DROME02707, DROME20650
OG0006382	ASTMX04600	DROME15024
OG0006383	ASTMX03733	DROME12394
OG0006385	ASTMX03955, ASTMX10459	DROME09556
OG0006387	ASTMX02531	DROME09390
OG0006388	ASTMX03637, ASTMX01564	DROME20388, DROME20387
OG0006392	ASTMX09822	DROME11920
OG0006393	ASTMX10085, ASTMX03992, ASTMX03991	DROME03463, DROME03462
OG0006395	ASTMX16987	DROME00130
OG0006402	ASTMX21779	DROME17310
OG0006405	ASTMX04722, ASTMX02186	DROME13750, DROME13751
OG0006406	ASTMX21683, ASTMX16175	DROME19952, DROME19616
OG0006408	ASTMX14791	DROME17398, DROME17397
OG0006443	ASTMX17383	DROME16038
OG0006447	ASTMX03343	DROME10748
OG0006448	ASTMX06552	DROME21414
OG0006449	ASTMX00867	DROME03272
OG0006454	ASTMX09892, ASTMX15753	DROME19164
OG0006456	ASTMX13571	DROME00779
OG0006458	ASTMX14899	DROME10373
OG0006459	ASTMX05149	DROME10282
OG0006460	ASTMX10934	DROME15064
OG0006461	ASTMX20285	DROME01188
OG0006462	ASTMX07745, ASTMX16027	DROME01832
OG0006463	ASTMX03382	DROME10850
OG0006464	ASTMX07158	DROME15553
OG0006465	ASTMX04889	DROME04025
OG0006469	ASTMX04166	DROME02304
OG0006470	ASTMX19812	DROME05726, DROME05725
OG0006471	ASTMX10543	DROME03198
OG0006472	ASTMX03121	DROME01113
OG0006474	ASTMX05105	DROME18594
OG0006475	ASTMX06213	DROME11340, DROME11339
OG0006476	ASTMX03680	DROME02188
OG0006477	ASTMX01733	DROME16299
OG0006478	ASTMX19975	DROME10803
OG0006479	ASTMX05244	DROME03631
OG0006480	ASTMX10507	DROME15425, DROME15426
OG0006481	ASTMX12810	DROME02142, DROME01455
OG0006482	ASTMX15100	DROME21719
OG0006483	ASTMX12268	DROME04426
OG0006485	ASTMX05625	DROME17756
OG0006487	ASTMX19663	DROME20891
OG0006488	ASTMX20556	DROME14000
OG0006490	ASTMX07123	DROME17521
OG0006491	ASTMX09131	DROME09727
OG0006492	ASTMX06268	DROME19565, DROME19566
OG0006497	ASTMX04148	DROME11986
OG0006498	ASTMX09105	DROME00774
OG0006500	ASTMX01354	DROME02408
OG0006501	ASTMX20489	DROME07620
OG0006504	ASTMX09346	DROME01726
OG0006505	ASTMX14118	DROME19279
OG0006507	ASTMX06390	DROME11241, DROME13160
OG0006509	ASTMX17571	DROME06735
OG0006510	ASTMX21327	DROME21078
OG0006511	ASTMX07468	DROME02030
OG0006512	ASTMX17346	DROME14203
OG0006514	ASTMX14865	DROME04973
OG0006515	ASTMX02761	DROME17220
OG0006516	ASTMX04545	DROME07746
OG0006517	ASTMX11934	DROME16077, DROME16076
OG0006518	ASTMX04564	DROME12457
OG0006519	ASTMX01289	DROME10463
OG0006520	ASTMX13980	DROME01601
OG0006522	ASTMX12222, ASTMX05880	DROME21565, DROME21563, DROME21564
OG0006523	ASTMX06331	DROME13324
OG0006524	ASTMX08327	DROME08322
OG0006525	ASTMX04027	DROME16242
OG0006526	ASTMX12578	DROME10066
OG0006528	ASTMX16747	DROME03901, DROME03902, DROME03900
OG0006530	ASTMX01859	DROME02632
OG0006532	ASTMX02900	DROME18743
OG0006535	ASTMX21623	DROME21449, DROME21448
OG0006536	ASTMX04129	DROME00110
OG0006537	ASTMX08262	DROME17569
OG0006538	ASTMX18870	DROME00930
OG0006540	ASTMX04121	DROME04024
OG0006543	ASTMX20456	DROME19675
OG0006544	ASTMX18699	DROME08098
OG0006545	ASTMX12257	DROME14793
OG0006546	ASTMX21843	DROME03836
OG0006547	ASTMX12162	DROME21566
OG0006549	ASTMX13289	DROME08226
OG0006550	ASTMX02023	DROME12314
OG0006551	ASTMX09829	DROME01560
OG0006552	ASTMX10359	DROME02022
OG0006553	ASTMX04960	DROME06750
OG0006554	ASTMX07799	DROME13465
OG0006556	ASTMX22485, ASTMX04835	DROME10784
OG0006557	ASTMX00610	DROME08144
OG0006560	ASTMX10786	DROME17786
OG0006561	ASTMX15649	DROME15269
OG0006567	ASTMX00688	DROME01202
OG0006568	ASTMX11588	DROME05220
OG0006569	ASTMX04216	DROME20993
OG0006570	ASTMX00900	DROME20261
OG0006571	ASTMX18330	DROME05601
OG0006573	ASTMX15993	DROME14640
OG0006574	ASTMX02442	DROME19778
OG0006577	ASTMX02962	DROME16628
OG0006578	ASTMX20623, ASTMX20624	DROME15457
OG0006583	ASTMX09907	DROME16903
OG0006584	ASTMX01917	DROME07289
OG0006585	ASTMX03264	DROME00295, DROME00294
OG0006586	ASTMX00582	DROME11738, DROME02891
OG0006587	ASTMX17293	DROME02493
OG0006588	ASTMX22543	DROME21457
OG0006590	ASTMX01101	DROME17574
OG0006591	ASTMX01816	DROME11557, DROME11556
OG0006593	ASTMX13747	DROME11713
OG0006594	ASTMX10490	DROME12981
OG0006595	ASTMX17451	DROME20933
OG0006596	ASTMX15703	DROME13730, DROME13731
OG0006597	ASTMX08816	DROME19349
OG0006598	ASTMX03337	DROME15235
OG0006599	ASTMX20311, ASTMX05087	DROME13830, DROME13829
OG0006602	ASTMX13176	DROME18117
OG0006603	ASTMX16596	DROME08268, DROME08267
OG0006604	ASTMX04380	DROME10779
OG0006607	ASTMX07493	DROME06763
OG0006608	ASTMX16691, ASTMX06296	DROME15074
OG0006609	ASTMX17421	DROME08965
OG0006610	ASTMX19699	DROME00685
OG0006611	ASTMX17727	DROME04706, DROME04707
OG0006612	ASTMX02924	DROME07454
OG0006613	ASTMX21383	DROME02162, DROME02161
OG0006614	ASTMX01993	DROME03471
OG0006615	ASTMX12256	DROME05191
OG0006616	ASTMX13105	DROME04436, DROME04435
OG0006619	ASTMX17174	DROME20837, DROME20836
OG0006621	ASTMX03527	DROME01854
OG0006622	ASTMX01144	DROME13807
OG0006623	ASTMX00578	DROME03084
OG0006625	ASTMX17003, ASTMX17004	DROME13491
OG0006628	ASTMX02213, ASTMX00249	DROME04083, DROME04082
OG0006630	ASTMX22622	DROME13179
OG0006631	ASTMX13615	DROME06287
OG0006633	ASTMX18345	DROME10769
OG0006635	ASTMX19723	DROME12947
OG0006636	ASTMX06791	DROME02119
OG0006637	ASTMX01565	DROME01008
OG0006638	ASTMX05476	DROME10155
OG0006640	ASTMX09650	DROME00615
OG0006642	ASTMX03226	DROME08951
OG0006646	ASTMX04908	DROME15373
OG0006649	ASTMX22278	DROME00086
OG0006650	ASTMX22454	DROME04683, DROME04682
OG0006651	ASTMX03710	DROME04694
OG0006653	ASTMX11926	DROME10989, DROME10990
OG0006654	ASTMX10252	DROME20173
OG0006655	ASTMX02610	DROME18847
OG0006657	ASTMX13430	DROME19456, DROME19455
OG0006658	ASTMX01278	DROME21096
OG0006662	ASTMX10852	DROME19864
OG0006663	ASTMX20793	DROME13134
OG0006664	ASTMX18894	DROME04463
OG0006666	ASTMX14266	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	ASTMX06457	DROME06736
OG0006668	ASTMX08555	DROME09203, DROME09202, DROME09204
OG0006669	ASTMX07762	DROME09383
OG0006670	ASTMX08852	DROME03282
OG0006673	ASTMX18034, ASTMX05111	DROME03524
OG0006676	ASTMX10262	DROME04549
OG0006677	ASTMX10112	DROME21382
OG0006678	ASTMX21609	DROME02009
OG0006679	ASTMX01521	DROME03949, DROME03948
OG0006681	ASTMX10798	DROME07359, DROME07360
OG0006684	ASTMX19788	DROME10607
OG0006686	ASTMX07806	DROME10194
OG0006689	ASTMX02612	DROME16220, DROME06540
OG0006690	ASTMX15458	DROME00556
OG0006691	ASTMX01429	DROME16256
OG0006692	ASTMX15358	DROME03538
OG0006694	ASTMX03870	DROME08808
OG0006695	ASTMX21264	DROME15570
OG0006697	ASTMX19949, ASTMX09481	DROME13987
OG0006698	ASTMX14552	DROME10462, DROME10461
OG0006702	ASTMX04300	DROME02407
OG0006703	ASTMX15261	DROME12345
OG0006705	ASTMX18210	DROME10883
OG0006706	ASTMX06498	DROME18775
OG0006707	ASTMX05711	DROME19785
OG0006708	ASTMX11423	DROME07913
OG0006709	ASTMX12695	DROME12082
OG0006710	ASTMX16956	DROME13063, DROME13065, DROME13064
OG0006712	ASTMX19601	DROME09518, DROME09519
OG0006714	ASTMX07976	DROME13246
OG0006717	ASTMX04689	DROME10030
OG0006721	ASTMX18174	DROME06897
OG0006722	ASTMX12405	DROME04394
OG0006723	ASTMX13335	DROME17509
OG0006724	ASTMX17753	DROME13169
OG0006725	ASTMX09476	DROME01185
OG0006726	ASTMX03873	DROME11357
OG0006727	ASTMX20841	DROME13434
OG0006728	ASTMX14617	DROME19775
OG0006731	ASTMX19985	DROME07141
OG0006732	ASTMX22779	DROME16398
OG0006733	ASTMX09373, ASTMX11811	DROME12191, DROME12192
OG0006734	ASTMX04829	DROME14590
OG0006735	ASTMX05292	DROME21577
OG0006736	ASTMX03650	DROME10186
OG0006737	ASTMX11682	DROME08119
OG0006739	ASTMX02177	DROME14549
OG0006741	ASTMX00781	DROME13025
OG0006742	ASTMX08794, ASTMX20354	DROME17425
OG0006745	ASTMX16122	DROME12660
OG0006748	ASTMX18321	DROME00422
OG0006749	ASTMX10213	DROME18950
OG0006750	ASTMX03816	DROME09705
OG0006753	ASTMX08486	DROME16826
OG0006754	ASTMX06832, ASTMX21894	DROME03000
OG0006755	ASTMX00482	DROME13740
OG0006757	ASTMX13935	DROME14155
OG0006758	ASTMX00799	DROME17868, DROME17867
OG0006760	ASTMX10010	DROME19427
OG0006762	ASTMX19374, ASTMX06557	DROME14028
OG0006765	ASTMX03547, ASTMX03548	DROME10592, DROME10591
OG0006766	ASTMX03906	DROME03426
OG0006768	ASTMX01848	DROME02900
OG0006769	ASTMX00239	DROME06420
OG0006770	ASTMX05163, ASTMX17797	DROME13620
OG0006772	ASTMX17412	DROME15798, DROME09251
OG0006777	ASTMX09376	DROME18870, DROME18871
OG0006780	ASTMX04854	DROME20962
OG0006791	ASTMX08046	DROME09378, DROME09358, DROME12573
OG0006828	ASTMX06916	DROME08100, DROME08101, DROME21318
OG0006830	ASTMX12230	DROME11906
OG0006832	ASTMX05805	DROME16492, DROME16493
OG0006833	ASTMX16981	DROME06375
OG0006835	ASTMX09545	DROME02280, DROME02306
OG0006838	ASTMX04988	DROME08307
OG0006842	ASTMX18470	DROME20782
OG0006843	ASTMX15344, ASTMX15343	DROME06952
OG0006844	ASTMX05150	DROME01743
OG0006845	ASTMX22497, ASTMX18536	DROME17007
OG0006846	ASTMX04852	DROME08329
OG0006849	ASTMX10597	DROME03499
OG0006851	ASTMX10431	DROME10053
OG0006852	ASTMX21034, ASTMX05169, ASTMX05168	DROME13239
OG0006856	ASTMX15975	DROME17826
OG0006857	ASTMX10533	DROME13855
OG0006860	ASTMX08893	DROME20680, DROME20679
OG0006862	ASTMX04586	DROME15144
OG0006864	ASTMX14844	DROME02889
OG0006865	ASTMX00544	DROME12006
OG0006870	ASTMX19219	DROME14456
OG0006871	ASTMX18202	DROME13968
OG0006874	ASTMX10745	DROME19509
OG0006875	ASTMX06127	DROME18909
OG0006876	ASTMX11416	DROME04074
OG0006877	ASTMX13244	DROME14060
OG0006878	ASTMX16892	DROME10685, DROME10684
OG0006880	ASTMX10742	DROME13822
OG0006881	ASTMX18811	DROME07121
OG0006882	ASTMX02554	DROME09123
OG0006885	ASTMX15506	DROME10284
OG0006886	ASTMX09095, ASTMX01120	DROME21253
OG0006887	ASTMX11439	DROME13817
OG0006888	ASTMX09251	DROME19638
OG0006889	ASTMX07203	DROME21560, DROME21559
OG0006890	ASTMX17391	DROME08143
OG0006891	ASTMX19493	DROME18748
OG0006892	ASTMX00090	DROME00140
OG0006893	ASTMX07824	DROME12133
OG0006894	ASTMX19536	DROME05303
OG0006895	ASTMX01494	DROME01866
OG0006897	ASTMX03361	DROME19217
OG0006898	ASTMX06272	DROME10588, DROME10587
OG0006901	ASTMX00087	DROME11048, DROME14826
OG0006902	ASTMX14454	DROME14332
OG0006905	ASTMX21329	DROME14624, DROME14623
OG0006906	ASTMX11180	DROME15670
OG0006907	ASTMX21343	DROME02137, DROME02136
OG0006909	ASTMX01775	DROME06225
OG0006911	ASTMX04692	DROME14763
OG0006914	ASTMX15342	DROME08141
OG0006918	ASTMX16285	DROME03248
OG0006919	ASTMX19164	DROME06069
OG0006920	ASTMX09808	DROME01129
OG0006923	ASTMX08705	DROME11746
OG0006924	ASTMX15741	DROME14721
OG0006925	ASTMX08108	DROME11109
OG0006926	ASTMX04276	DROME00053
OG0006931	ASTMX01266	DROME11546
OG0006932	ASTMX01417	DROME16429
OG0006934	ASTMX00024, ASTMX00025	DROME00627
OG0006935	ASTMX18496	DROME17600
OG0006936	ASTMX10953	DROME12923
OG0006937	ASTMX14042	DROME00527
OG0006938	ASTMX05289	DROME14949
OG0006942	ASTMX13442	DROME17406
OG0006943	ASTMX16314	DROME05311, DROME05310, DROME05312
OG0006944	ASTMX02091	DROME07597
OG0006945	ASTMX00086, ASTMX21538	DROME04092, DROME04093
OG0006946	ASTMX14240	DROME06810
OG0006948	ASTMX02465	DROME10887
OG0006949	ASTMX06229	DROME17510
OG0006951	ASTMX12012	DROME19073
OG0006952	ASTMX00883	DROME11379
OG0006953	ASTMX13999	DROME15970
OG0006954	ASTMX20718	DROME13996, DROME13995
OG0006957	ASTMX04737	DROME16961
OG0006958	ASTMX14580	DROME12297
OG0006959	ASTMX03957, ASTMX19214	DROME10650
OG0006960	ASTMX00079	DROME21228
OG0006962	ASTMX00716	DROME03277
OG0006964	ASTMX21391	DROME19570
OG0006965	ASTMX06957	DROME01022, DROME14680, DROME01021
OG0006966	ASTMX09198	DROME12638, DROME12639
OG0006967	ASTMX07737	DROME01193
OG0006968	ASTMX20101	DROME19323
OG0006969	ASTMX15725	DROME16910
OG0006970	ASTMX10956, ASTMX17588	DROME11918
OG0006971	ASTMX14444	DROME11799, DROME11798
OG0006975	ASTMX05767	DROME07368
OG0006977	ASTMX13939	DROME16367
OG0006979	ASTMX20387	DROME08887
OG0006980	ASTMX08911	DROME12138
OG0006982	ASTMX06903	DROME16125
OG0006983	ASTMX04803	DROME07189
OG0006984	ASTMX00621	DROME08885
OG0006985	ASTMX08374	DROME14217
OG0006988	ASTMX04994	DROME01608
OG0006989	ASTMX13258	DROME21716, DROME21715, DROME01750
OG0006990	ASTMX12780	DROME10642
OG0006991	ASTMX17290	DROME04692
OG0006992	ASTMX01520	DROME13157
OG0006994	ASTMX16722	DROME04632
OG0006995	ASTMX13568	DROME04021
OG0006996	ASTMX17714	DROME01798
OG0006997	ASTMX16081	DROME06801
OG0006998	ASTMX20511	DROME01960
OG0006999	ASTMX01835	DROME11377
OG0007000	ASTMX15934	DROME11064, DROME16292
OG0007001	ASTMX14381	DROME08011
OG0007002	ASTMX16784	DROME07791
OG0007003	ASTMX07209, ASTMX15526	DROME00287
OG0007005	ASTMX22123	DROME09757
OG0007007	ASTMX02970	DROME00847
OG0007009	ASTMX19873	DROME17681
OG0007010	ASTMX11111	DROME01605
OG0007011	ASTMX05849	DROME20885
OG0007012	ASTMX09660	DROME22023
OG0007013	ASTMX04505	DROME01987
OG0007014	ASTMX08585	DROME08628
OG0007015	ASTMX17285	DROME19728
OG0007017	ASTMX21710	DROME16395
OG0007018	ASTMX14959	DROME04944
OG0007022	ASTMX05294	DROME14811
OG0007023	ASTMX16844	DROME06431
OG0007024	ASTMX00414	DROME17667, DROME19376
OG0007025	ASTMX02047	DROME04842
OG0007027	ASTMX19969	DROME20714
OG0007029	ASTMX00701	DROME01489
OG0007032	ASTMX00154	DROME01322
OG0007033	ASTMX01258	DROME18841
OG0007034	ASTMX14249	DROME06058
OG0007035	ASTMX03494, ASTMX12369	DROME00441, DROME00440
OG0007036	ASTMX13788	DROME10185
OG0007037	ASTMX12701	DROME13026
OG0007039	ASTMX01368, ASTMX11134	DROME20966, DROME20965
OG0007040	ASTMX09108	DROME02611
OG0007041	ASTMX12415, ASTMX17229	DROME00583, DROME00582
OG0007042	ASTMX10661	DROME08739
OG0007043	ASTMX12586	DROME02534
OG0007044	ASTMX08265	DROME05564
OG0007045	ASTMX05785	DROME14367, DROME14366
OG0007046	ASTMX11335	DROME15728
OG0007047	ASTMX00903	DROME00193, DROME00194
OG0007048	ASTMX04983, ASTMX07732	DROME01791, DROME19143
OG0007049	ASTMX02583	DROME16917
OG0007050	ASTMX11641	DROME06887
OG0007053	ASTMX17068	DROME16115
OG0007054	ASTMX07334	DROME10899
OG0007055	ASTMX13195	DROME01836
OG0007056	ASTMX05882	DROME21912
OG0007057	ASTMX12425	DROME16884
OG0007058	ASTMX07059	DROME16980
OG0007059	ASTMX01512	DROME17512, DROME17511, DROME17513
OG0007061	ASTMX10503	DROME21168
OG0007062	ASTMX15159	DROME01875
OG0007063	ASTMX10117	DROME04000
OG0007068	ASTMX10090	DROME19884
OG0007073	ASTMX19088	DROME16763
OG0007074	ASTMX18317	DROME01655
OG0007075	ASTMX15828, ASTMX07345	DROME11946
OG0007081	ASTMX07386	DROME01767, DROME01766
OG0007082	ASTMX10303	DROME01955, DROME01957, DROME01956, DROME01954
OG0007083	ASTMX00902	DROME03474
OG0007084	ASTMX21153	DROME17683, DROME09532
OG0007088	ASTMX15682	DROME22014
OG0007089	ASTMX02285	DROME12957
OG0007090	ASTMX06534, ASTMX02841	DROME20794
OG0007091	ASTMX11325	DROME06753
OG0007092	ASTMX01277	DROME18902, DROME06271
OG0007093	ASTMX22411, ASTMX21833	DROME16944
OG0007095	ASTMX09063	DROME11360
OG0007097	ASTMX19019	DROME14761
OG0007098	ASTMX01065	DROME02756
OG0007099	ASTMX18631	DROME16425
OG0007100	ASTMX09252	DROME01519, DROME01520
OG0007102	ASTMX09794	DROME07635, DROME09291, DROME09290
OG0007103	ASTMX15827	DROME15968, DROME15969
OG0007105	ASTMX19209	DROME03967
OG0007106	ASTMX00806	DROME13665
OG0007107	ASTMX19243	DROME06221
OG0007112	ASTMX05122	DROME21664, DROME21665
OG0007113	ASTMX02092, ASTMX16843	DROME08212
OG0007114	ASTMX13798	DROME08700
OG0007116	ASTMX19526	DROME18939
OG0007117	ASTMX15880	DROME09414
OG0007118	ASTMX14472	DROME16742
OG0007119	ASTMX05484	DROME02006
OG0007120	ASTMX06093	DROME12932
OG0007121	ASTMX18720	DROME14887
OG0007124	ASTMX09795	DROME19157
OG0007125	ASTMX16475	DROME00216
OG0007126	ASTMX14075	DROME01679
OG0007127	ASTMX12250, ASTMX01819	DROME14552
OG0007128	ASTMX15167	DROME09591
OG0007129	ASTMX09310, ASTMX13495	DROME09207, DROME09208
OG0007130	ASTMX16072	DROME03247
OG0007131	ASTMX13441	DROME17642
OG0007132	ASTMX04322	DROME04510
OG0007134	ASTMX16982	DROME13786, DROME13787
OG0007136	ASTMX05160	DROME06497
OG0007137	ASTMX18044	DROME08116
OG0007138	ASTMX13115	DROME13828
OG0007139	ASTMX04012	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	ASTMX06549, ASTMX15484	DROME15375, DROME15374
OG0007143	ASTMX01334	DROME02690
OG0007144	ASTMX14074	DROME12565, DROME12567, DROME12566
OG0007145	ASTMX08637	DROME13245
OG0007147	ASTMX13962	DROME17710
OG0007148	ASTMX17772	DROME15555
OG0007150	ASTMX03541	DROME13333
OG0007153	ASTMX01581	DROME14766
OG0007154	ASTMX04579	DROME05203
OG0007158	ASTMX13778, ASTMX13779	DROME10619
OG0007160	ASTMX19280	DROME04948
OG0007163	ASTMX14930	DROME03396
OG0007164	ASTMX04180	DROME07185, DROME07184
OG0007165	ASTMX02974	DROME14270
OG0007166	ASTMX12427	DROME05148, DROME04552
OG0007171	ASTMX19376	DROME12461
OG0007173	ASTMX08040	DROME02748
OG0007174	ASTMX15803	DROME04393
OG0007175	ASTMX08991	DROME21360
OG0007176	ASTMX19988	DROME06904
OG0007177	ASTMX13669	DROME20944
OG0007178	ASTMX03848	DROME03988
OG0007180	ASTMX07909	DROME20745
OG0007181	ASTMX06406, ASTMX09641	DROME05345
OG0007183	ASTMX05746	DROME07166
OG0007184	ASTMX04306	DROME21036, DROME17546
OG0007186	ASTMX01462	DROME00062
OG0007187	ASTMX05320	DROME15404
OG0007188	ASTMX06664	DROME20960
OG0007189	ASTMX20543	DROME05467
OG0007190	ASTMX05931	DROME16734
OG0007191	ASTMX21840	DROME03633
OG0007192	ASTMX07871	DROME21735
OG0007198	ASTMX09261	DROME19511, DROME19512
OG0007199	ASTMX12249, ASTMX15392	DROME11470, DROME11469
OG0007200	ASTMX15610	DROME00880, DROME00879
OG0007201	ASTMX04910	DROME18595
OG0007209	ASTMX11363, ASTMX15404	DROME20678
OG0007213	ASTMX14168	DROME01745, DROME01746
OG0007248	ASTMX11925	DROME21365
OG0007251	ASTMX21422	DROME21854
OG0007253	ASTMX10666, ASTMX22135	DROME00305
OG0007254	ASTMX14077	DROME17212, DROME17211
OG0007256	ASTMX11396	DROME15121
OG0007258	ASTMX15166	DROME03306
OG0007260	ASTMX05630	DROME22107
OG0007261	ASTMX18822, ASTMX21778	DROME07070
OG0007264	ASTMX01064	DROME04401
OG0007266	ASTMX02148	DROME03348
OG0007267	ASTMX06471	DROME07785
OG0007269	ASTMX01325	DROME10599
OG0007271	ASTMX06578	DROME10780, DROME10781
OG0007274	ASTMX02966	DROME13219
OG0007279	ASTMX12215	DROME12978, DROME12980, DROME12979
OG0007280	ASTMX21182	DROME20512
OG0007281	ASTMX19835	DROME11415, DROME11416
OG0007282	ASTMX13185	DROME02027
OG0007288	ASTMX03770	DROME07470
OG0007289	ASTMX13263	DROME03667
OG0007291	ASTMX18522	DROME13803
OG0007292	ASTMX06760	DROME04984
OG0007296	ASTMX12421	DROME06821
OG0007298	ASTMX13876	DROME03253
OG0007299	ASTMX19667	DROME20621
OG0007300	ASTMX11999	DROME05437
OG0007301	ASTMX00922	DROME00949
OG0007302	ASTMX06041	DROME10695
OG0007303	ASTMX10541	DROME16338
OG0007304	ASTMX20413	DROME05565
OG0007305	ASTMX03479	DROME06380
OG0007306	ASTMX03689	DROME09353
OG0007307	ASTMX04207	DROME21844
OG0007309	ASTMX11583	DROME00052
OG0007312	ASTMX04996	DROME15097
OG0007316	ASTMX02720	DROME03218
OG0007317	ASTMX22022	DROME05767
OG0007319	ASTMX07462	DROME02096
OG0007321	ASTMX11807	DROME14886
OG0007322	ASTMX11199	DROME01656
OG0007323	ASTMX17924	DROME06979
OG0007325	ASTMX02559	DROME00772
OG0007327	ASTMX16928	DROME08891
OG0007329	ASTMX09140	DROME03540
OG0007330	ASTMX02261	DROME06616
OG0007331	ASTMX20704	DROME00081
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	DROME16724
OG0007334	ASTMX00823	DROME14550
OG0007335	ASTMX08086	DROME20744
OG0007336	ASTMX07496	DROME19792
OG0007339	ASTMX02641	DROME15967
OG0007340	ASTMX08732	DROME01190
OG0007341	ASTMX04204	DROME11695
OG0007342	ASTMX19872	DROME20920, DROME20921
OG0007343	ASTMX18185	DROME05240
OG0007344	ASTMX01305, ASTMX02473	DROME20098
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	DROME03586
OG0007347	ASTMX19348	DROME13215
OG0007349	ASTMX13465	DROME04078
OG0007351	ASTMX16249	DROME10598
OG0007352	ASTMX15445	DROME21703
OG0007354	ASTMX09586	DROME05477, DROME05476
OG0007355	ASTMX20506	DROME17231
OG0007356	ASTMX09436	DROME08592
OG0007357	ASTMX00212	DROME00169
