Orthogroup	CAPO3	MOUSE
OG0005155	CAPO304712	MOUSE13083
OG0005156	CAPO305254	MOUSE22165, MOUSE22167, MOUSE22166, MOUSE22164
OG0005157	CAPO301711	MOUSE05669, MOUSE05668
OG0005158	CAPO300547	MOUSE22571
OG0005160	CAPO300741	MOUSE35962, MOUSE35963
OG0005163	CAPO305704	MOUSE31915
OG0005164	CAPO307846	MOUSE17528, MOUSE17206, MOUSE17526
OG0005167	CAPO303298	MOUSE43529, MOUSE43528, MOUSE42260, MOUSE42259, MOUSE42264, MOUSE42263, MOUSE42262, MOUSE42261
OG0005168	CAPO306745	MOUSE28087, MOUSE28083, MOUSE28082, MOUSE28086, MOUSE28084
OG0005169	CAPO303904	MOUSE07869
OG0005169	CAPO303886	MOUSE07868
OG0005172	CAPO306565	MOUSE28846, MOUSE28847
OG0005175	CAPO305645	MOUSE20206, MOUSE20205, MOUSE20208, MOUSE20207
OG0005176	CAPO300767	MOUSE15373
OG0005178	CAPO300199	MOUSE48038, MOUSE48039, MOUSE48037
OG0005179	CAPO306190	MOUSE36304, MOUSE36303, MOUSE36302
OG0005180	CAPO308188	MOUSE36158, MOUSE36156, MOUSE36157, MOUSE36155
OG0005181	CAPO300793	MOUSE24101, MOUSE24100
OG0005182	CAPO300394	MOUSE50395, MOUSE50397, MOUSE50396
OG0005183	CAPO304256	MOUSE45876
OG0005184	CAPO307619	MOUSE55373, MOUSE03431, MOUSE55374
OG0005185	CAPO305409	MOUSE53143, MOUSE53140, MOUSE53142, MOUSE53141, MOUSE53139
OG0005187	CAPO300108	MOUSE14400, MOUSE14399, MOUSE14398
OG0005188	CAPO307366, CAPO308331	MOUSE19130
OG0005191	CAPO301264	MOUSE10524, MOUSE10523, MOUSE10519, MOUSE10520, MOUSE10522, MOUSE10521
OG0005192	CAPO302320	MOUSE33625, MOUSE33627, MOUSE33626
OG0005193	CAPO300973	MOUSE36760, MOUSE36758, MOUSE36759
OG0005194	CAPO306243	MOUSE09520
OG0005196	CAPO306636	MOUSE47214, MOUSE47213, MOUSE47212
OG0005200	CAPO307301	MOUSE41422, MOUSE41421
OG0005201	CAPO300421	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492
OG0005202	CAPO300013	MOUSE05596, MOUSE05595, MOUSE05597
OG0005203	CAPO304416	MOUSE20991
OG0005205	CAPO302576	MOUSE08733
OG0005206	CAPO301965	MOUSE48398
OG0005208	CAPO303001	MOUSE04739
OG0005209	CAPO300492	MOUSE14096, MOUSE14095
OG0005210	CAPO301315	MOUSE52454, MOUSE52456
OG0005212	CAPO300331	MOUSE51363
OG0005214	CAPO304556	MOUSE12908, MOUSE54008, MOUSE12907, MOUSE54007, MOUSE54009, MOUSE54006
OG0005215	CAPO308114	MOUSE24351
OG0005216	CAPO304567	MOUSE46216, MOUSE46217, MOUSE46215, MOUSE46212, MOUSE46213
OG0005217	CAPO303096, CAPO306650	MOUSE09058, MOUSE02888
OG0005221	CAPO306723	MOUSE40508, MOUSE40506, MOUSE40507
OG0005222	CAPO305567	MOUSE49492, MOUSE49490, MOUSE49491
OG0005223	CAPO302922	MOUSE38903, MOUSE38905, MOUSE38904
OG0005224	CAPO300521	MOUSE07209, MOUSE07208
OG0005228	CAPO300902	MOUSE54695, MOUSE54694
OG0005229	CAPO300950	MOUSE10424, MOUSE10427, MOUSE10426, MOUSE10428, MOUSE54725, MOUSE54726, MOUSE54727
OG0005230	CAPO305306	MOUSE49013, MOUSE49014
OG0005231	CAPO307526	MOUSE18474
OG0005233	CAPO307259	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529
OG0005234	CAPO306586, CAPO305435	MOUSE04256, MOUSE04255
OG0005237	CAPO300405	MOUSE20097
OG0005238	CAPO307942	MOUSE25520, MOUSE25519, MOUSE25518
OG0005239	CAPO305851	MOUSE07685, MOUSE07686
OG0005240	CAPO302162	MOUSE02463
OG0005241	CAPO301367	MOUSE29404, MOUSE29405, MOUSE29403
OG0005243	CAPO302946	MOUSE46022, MOUSE46021, MOUSE46020, MOUSE46019, MOUSE46017, MOUSE46018
OG0005244	CAPO301413	MOUSE17812
OG0005245	CAPO305774	MOUSE08596, MOUSE08595, MOUSE08599, MOUSE08598, MOUSE08594, MOUSE08597
OG0005247	CAPO305218	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968
OG0005249	CAPO306769	MOUSE25308, MOUSE25309
OG0005250	CAPO304032	MOUSE34236, MOUSE34235
OG0005251	CAPO306449	MOUSE52134, MOUSE52132, MOUSE52133
OG0005253	CAPO307867	MOUSE03197
OG0005254	CAPO304356	MOUSE05935, MOUSE05936, MOUSE05934
OG0005255	CAPO303838, CAPO300416, CAPO307726	MOUSE35890, MOUSE35889
OG0005257	CAPO302797	MOUSE31617
OG0005258	CAPO301990	MOUSE40636, MOUSE40638, MOUSE40633, MOUSE40634, MOUSE40635, MOUSE40637
OG0005259	CAPO303873	MOUSE40641, MOUSE24933, MOUSE24932
OG0005261	CAPO305240	MOUSE21672
OG0005262	CAPO301884	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803
OG0005264	CAPO300033	MOUSE35186
OG0005265	CAPO305767	MOUSE18510, MOUSE18511
OG0005267	CAPO300315	MOUSE32627, MOUSE02945
OG0005268	CAPO302457	MOUSE27268, MOUSE27267
OG0005269	CAPO303868	MOUSE40627
OG0005271	CAPO303459	MOUSE49904, MOUSE49905
OG0005272	CAPO300142	MOUSE02367, MOUSE02366, MOUSE02368
OG0005273	CAPO302742	MOUSE54103, MOUSE54104
OG0005275	CAPO301557	MOUSE52516
OG0005277	CAPO302973, CAPO308033	MOUSE07675, MOUSE07676, MOUSE07674
OG0005278	CAPO306576, CAPO308328	MOUSE44577, MOUSE44572, MOUSE44576, MOUSE44571, MOUSE44574, MOUSE44569, MOUSE44570
OG0005279	CAPO304182	MOUSE49426, MOUSE49425
OG0005280	CAPO306635	MOUSE21456
OG0005285	CAPO302006	MOUSE02740
OG0005287	CAPO307607	MOUSE30697
OG0005289	CAPO304679	MOUSE42519, MOUSE42518, MOUSE42517
OG0005290	CAPO305632	MOUSE33153, MOUSE33150, MOUSE33154, MOUSE33151, MOUSE33152
OG0005292	CAPO300881	MOUSE22490, MOUSE22489, MOUSE22488
OG0005293	CAPO303402	MOUSE30001, MOUSE30002, MOUSE29999, MOUSE30000
OG0005294	CAPO306913	MOUSE13188
OG0005295	CAPO304907	MOUSE11813, MOUSE11812, MOUSE11814
OG0005298	CAPO307279	MOUSE19943, MOUSE19944
OG0005299	CAPO304069	MOUSE49600
OG0005300	CAPO304452	MOUSE35434, MOUSE35433
OG0005301	CAPO307444	MOUSE01070, MOUSE01069
OG0005303	CAPO304454	MOUSE01848, MOUSE01849, MOUSE01847, MOUSE01850, MOUSE01851
OG0005305	CAPO301003	MOUSE28834, MOUSE28835, MOUSE28836
OG0005309	CAPO306631	MOUSE40578, MOUSE40579, MOUSE40577
OG0005312	CAPO307454, CAPO303466	MOUSE40791
OG0005314	CAPO302074	MOUSE01281
OG0005315	CAPO302427	MOUSE31252, MOUSE31250, MOUSE31251
OG0005316	CAPO301704	MOUSE13898
OG0005317	CAPO307168	MOUSE53670, MOUSE53669
OG0005318	CAPO308249	MOUSE47296, MOUSE47294
OG0005319	CAPO302638	MOUSE21705
OG0005322	CAPO308079	MOUSE05344, MOUSE05345, MOUSE05343
OG0005323	CAPO307349	MOUSE09666, MOUSE09664, MOUSE09662, MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663
OG0005324	CAPO303901	MOUSE31770, MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766
OG0005325	CAPO301092	MOUSE38446, MOUSE38445, MOUSE18230
OG0005326	CAPO303331	MOUSE45049, MOUSE45050, MOUSE09274
OG0005359	CAPO300630	MOUSE35454, MOUSE35456
OG0005360	CAPO303782	MOUSE44905, MOUSE44906
OG0005364	CAPO300756	MOUSE43090
OG0005365	CAPO303866	MOUSE31433, MOUSE31434, MOUSE31435, MOUSE31436
OG0005366	CAPO300645	MOUSE20326
OG0005367	CAPO304113	MOUSE16691, MOUSE16683, MOUSE16689, MOUSE16690, MOUSE16681, MOUSE16682, MOUSE16688, MOUSE16684, MOUSE16687, MOUSE16685, MOUSE16686
OG0005370	CAPO303423	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201
OG0005371	CAPO306407	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176
OG0005373	CAPO302507	MOUSE46144
OG0005374	CAPO300609	MOUSE00584
OG0005375	CAPO305216	MOUSE05777, MOUSE05776
OG0005377	CAPO307926	MOUSE04976, MOUSE15208
OG0005378	CAPO301284	MOUSE37487
OG0005379	CAPO303714	MOUSE00599, MOUSE14983, MOUSE00600, MOUSE14982
OG0005380	CAPO306791	MOUSE06963, MOUSE06962, MOUSE06965, MOUSE06966, MOUSE06964, MOUSE06961, MOUSE06960
OG0005381	CAPO301325	MOUSE25865, MOUSE25867, MOUSE25866, MOUSE25864, MOUSE25862, MOUSE25863, MOUSE25860, MOUSE25861
OG0005384	CAPO300411	MOUSE21641, MOUSE21642, MOUSE21640
OG0005385	CAPO305502	MOUSE04467, MOUSE04465, MOUSE04464, MOUSE04466
OG0005386	CAPO307872	MOUSE48147
OG0005388	CAPO301274	MOUSE01450
OG0005389	CAPO300599	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473
OG0005390	CAPO301450	MOUSE33726, MOUSE33725
OG0005391	CAPO302409	MOUSE49083, MOUSE49081
OG0005393	CAPO302465	MOUSE53410, MOUSE53409, MOUSE53408, MOUSE53411
OG0005394	CAPO306444	MOUSE53404, MOUSE53403
OG0005395	CAPO302966	MOUSE15107, MOUSE15111, MOUSE15110, MOUSE15109, MOUSE15108
OG0005396	CAPO301185	MOUSE54498
OG0005398	CAPO301199	MOUSE26345
OG0005399	CAPO306277	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142
OG0005400	CAPO301149	MOUSE12575, MOUSE12573, MOUSE12576, MOUSE12574
OG0005402	CAPO307246	MOUSE29924
OG0005403	CAPO303785	MOUSE51966, MOUSE51969, MOUSE51967
OG0005404	CAPO306644	MOUSE09947, MOUSE09945
OG0005405	CAPO304677	MOUSE32501, MOUSE32502, MOUSE32498, MOUSE32500, MOUSE32499, MOUSE32497
OG0005406	CAPO301050	MOUSE51011
OG0005408	CAPO306656	MOUSE36081, MOUSE36083, MOUSE36082, MOUSE36079, MOUSE36084, MOUSE36080, MOUSE36078, MOUSE36077
OG0005409	CAPO304722	MOUSE49463
OG0005410	CAPO300140	MOUSE13942, MOUSE13940
OG0005412	CAPO300143	MOUSE22204, MOUSE22203, MOUSE22201, MOUSE22202
OG0005413	CAPO304093	MOUSE51736
OG0005414	CAPO301252, CAPO301167	MOUSE06397, MOUSE06398, MOUSE06394, MOUSE06396, MOUSE06395
OG0005417	CAPO302063	MOUSE16971
OG0005422	CAPO303205	MOUSE28074
OG0005424	CAPO305286	MOUSE02187, MOUSE02184, MOUSE02185, MOUSE02183, MOUSE02182, MOUSE02186
OG0005425	CAPO300175	MOUSE14448, MOUSE16731, MOUSE14445, MOUSE14446, MOUSE14447
OG0005427	CAPO301444	MOUSE05856, MOUSE05855, MOUSE05857, MOUSE05854
OG0005430	CAPO302295	MOUSE49705, MOUSE49703, MOUSE49704
OG0005431	CAPO304591	MOUSE13565
OG0005433	CAPO303786	MOUSE19851, MOUSE19850
OG0005434	CAPO302858	MOUSE39468, MOUSE39469
OG0005435	CAPO303045	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614
OG0005437	CAPO308137	MOUSE20089
OG0005438	CAPO302494	MOUSE24213, MOUSE24212
OG0005439	CAPO304206	MOUSE00421, MOUSE00420
OG0005440	CAPO303719	MOUSE48410
OG0005442	CAPO307582	MOUSE14655, MOUSE14656
OG0005443	CAPO305021	MOUSE49928, MOUSE49929
OG0005444	CAPO300488	MOUSE29378
OG0005446	CAPO300144	MOUSE16646
OG0005449	CAPO300543	MOUSE06113, MOUSE06112, MOUSE06111
OG0005450	CAPO302868	MOUSE54001, MOUSE54000
OG0005451	CAPO300480	MOUSE18945, MOUSE18944
OG0005454	CAPO307132	MOUSE44988
OG0005455	CAPO301855	MOUSE35506
OG0005457	CAPO307831	MOUSE43715, MOUSE43714, MOUSE43713
OG0005459	CAPO304164	MOUSE02028
OG0005461	CAPO307668	MOUSE05389, MOUSE05390, MOUSE05386, MOUSE05387, MOUSE05388
OG0005462	CAPO306835	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101
OG0005463	CAPO303989	MOUSE51679, MOUSE51680, MOUSE51677, MOUSE51678, MOUSE51676
OG0005464	CAPO307986	MOUSE12439, MOUSE12440
OG0005465	CAPO300347	MOUSE07328, MOUSE07326
OG0005466	CAPO300596	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830
OG0005467	CAPO305986	MOUSE08681, MOUSE08679, MOUSE08676, MOUSE08680
OG0005468	CAPO306414	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934
OG0005469	CAPO301614	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878
OG0005470	CAPO300654	MOUSE40247, MOUSE40245
OG0005471	CAPO300819	MOUSE38010, MOUSE38012, MOUSE38011
OG0005474	CAPO304412	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511
OG0005475	CAPO300271	MOUSE09122, MOUSE54371
OG0005476	CAPO305577, CAPO305762	MOUSE14381
OG0005478	CAPO305209	MOUSE28385, MOUSE28386
OG0005479	CAPO300550	MOUSE49275, MOUSE49276
OG0005480	CAPO307314	MOUSE47059
OG0005481	CAPO306697, CAPO301416	MOUSE54691
OG0005482	CAPO307925	MOUSE43262
OG0005483	CAPO304067	MOUSE44492
OG0005484	CAPO307524	MOUSE30087, MOUSE30085, MOUSE30086
OG0005486	CAPO300225	MOUSE13257
OG0005487	CAPO300444	MOUSE21952, MOUSE21953
OG0005488	CAPO301054	MOUSE37662, MOUSE37664
OG0005489	CAPO305322	MOUSE05307, MOUSE05308
OG0005490	CAPO300839	MOUSE23375, MOUSE23376
OG0005491	CAPO305898	MOUSE19804
OG0005493	CAPO304618	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220
OG0005494	CAPO308140	MOUSE42636, MOUSE42637
OG0005495	CAPO305673	MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253
OG0005497	CAPO305501	MOUSE21190, MOUSE21194, MOUSE21193, MOUSE21191, MOUSE21192, MOUSE21195, MOUSE21189
OG0005498	CAPO303826	MOUSE32600, MOUSE32601
OG0005499	CAPO306730	MOUSE27960, MOUSE20454
OG0005500	CAPO306535	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908
OG0005503	CAPO307437	MOUSE24292, MOUSE24291
OG0005504	CAPO300995	MOUSE43308, MOUSE43307
OG0005505	CAPO307588	MOUSE48206, MOUSE48207
OG0005506	CAPO307275	MOUSE20839, MOUSE20836, MOUSE20838, MOUSE20840, MOUSE20837
OG0005508	CAPO308142	MOUSE53116, MOUSE53117
OG0005509	CAPO300202	MOUSE13938
OG0005510	CAPO307083	MOUSE06251, MOUSE06248
OG0005511	CAPO304438	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549
OG0005514	CAPO305223	MOUSE25586
OG0005516	CAPO305610	MOUSE25274, MOUSE25272
OG0005517	CAPO303557	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167
OG0005518	CAPO300928	MOUSE20492
OG0005524	CAPO307077	MOUSE55181, MOUSE03806, MOUSE53499
OG0005525	CAPO305745	MOUSE21160, MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162
OG0005527	CAPO307337	MOUSE14339
OG0005528	CAPO302166	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012
OG0005529	CAPO303996	MOUSE14359, MOUSE14360
OG0005533	CAPO308156	MOUSE01776
OG0005534	CAPO300248	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285
OG0005535	CAPO306427	MOUSE38037, MOUSE38038, MOUSE38036
OG0005536	CAPO306899	MOUSE20739
OG0005537	CAPO305006	MOUSE33891
OG0005539	CAPO300487	MOUSE33970
OG0005541	CAPO302610	MOUSE33972
OG0005545	CAPO307853	MOUSE10209
OG0005550	CAPO303338	MOUSE12383, MOUSE12377
OG0005553	CAPO308016	MOUSE26003, MOUSE26002
OG0005554	CAPO307360	MOUSE49618, MOUSE49617, MOUSE49619
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	MOUSE01742, MOUSE01740, MOUSE11306
OG0005556	CAPO301726	MOUSE25868, MOUSE18602
OG0005558	CAPO301773	MOUSE07879, MOUSE07880, MOUSE20295
OG0005559	CAPO302392	MOUSE34043
OG0005560	CAPO302459	MOUSE28924, MOUSE28923
OG0005561	CAPO307649	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895, MOUSE28898
OG0005562	CAPO300157	MOUSE51157, MOUSE51155
OG0005563	CAPO300985	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	CAPO307593	MOUSE25644, MOUSE25645, MOUSE25642, MOUSE25641, MOUSE25643
OG0005566	CAPO308091	MOUSE37713, MOUSE37712
OG0005569	CAPO301394	MOUSE44375, MOUSE44374, MOUSE44376
OG0005572	CAPO300415	MOUSE20849, MOUSE13095
OG0005574	CAPO305418	MOUSE52203, MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	CAPO301354	MOUSE52074, MOUSE52073, MOUSE52075
OG0005578	CAPO300834	MOUSE43531, MOUSE43532
OG0005580	CAPO308283	MOUSE18394
OG0005581	CAPO303973	MOUSE19984
OG0005582	CAPO306123	MOUSE07215, MOUSE07214, MOUSE07213
OG0005583	CAPO303824	MOUSE19508, MOUSE51774
OG0005584	CAPO302871	MOUSE19860, MOUSE19802
OG0005586	CAPO303784	MOUSE09406, MOUSE30388, MOUSE30387, MOUSE48931
OG0005588	CAPO305990	MOUSE25039, MOUSE25040, MOUSE25041, MOUSE25038, MOUSE25037
OG0005589	CAPO305989	MOUSE26423, MOUSE26422
OG0005590	CAPO302905	MOUSE47493
OG0005592	CAPO305870	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005593	CAPO302759	MOUSE12515, MOUSE12514, MOUSE12513
OG0005594	CAPO306885	MOUSE13391, MOUSE13390
OG0005595	CAPO306737	MOUSE52151, MOUSE52150
OG0005597	CAPO301334	MOUSE22035
OG0005598	CAPO300035	MOUSE51444
OG0005599	CAPO302061	MOUSE52649, MOUSE52648
OG0005600	CAPO300445	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005603	CAPO303949	MOUSE36209, MOUSE36211
OG0005604	CAPO303855	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	CAPO300782	MOUSE36876, MOUSE36877
OG0005608	CAPO303058	MOUSE07552, MOUSE07551, MOUSE07553
OG0005611	CAPO304396	MOUSE03796, MOUSE03797, MOUSE03795
OG0005613	CAPO301790	MOUSE03014, MOUSE03012
OG0005614	CAPO306809	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	CAPO302186	MOUSE41852, MOUSE41850, MOUSE41851, MOUSE41847, MOUSE41849, MOUSE41848
OG0005616	CAPO302310	MOUSE19035, MOUSE19033, MOUSE19032, MOUSE19034
OG0005617	CAPO300131	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	CAPO307702	MOUSE09424
OG0005620	CAPO306094	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	CAPO308123	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	CAPO307903	MOUSE27983
OG0005623	CAPO300779	MOUSE24087
OG0005624	CAPO300652	MOUSE06893, MOUSE06892, MOUSE06891
OG0005625	CAPO302221	MOUSE36060, MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	CAPO308220	MOUSE38207, MOUSE38206
OG0005629	CAPO302575	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	CAPO301786, CAPO307219	MOUSE39943, MOUSE39942
OG0005631	CAPO300791	MOUSE53040, MOUSE53039, MOUSE53041
OG0005632	CAPO303472	MOUSE18683
OG0005633	CAPO302097	MOUSE27481, MOUSE27480
OG0005636	CAPO302060	MOUSE47057, MOUSE47058
OG0005637	CAPO305600	MOUSE26591, MOUSE26590, MOUSE45961
OG0005639	CAPO306397	MOUSE27352
OG0005641	CAPO302343	MOUSE49959, MOUSE49960
OG0005642	CAPO307460	MOUSE52645, MOUSE31207, MOUSE31206, MOUSE52646
OG0005643	CAPO307244	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005644	CAPO303605	MOUSE04463, MOUSE04462
OG0005645	CAPO300279	MOUSE35758
OG0005649	CAPO304011	MOUSE15810
OG0005651	CAPO301043	MOUSE15635, MOUSE15638, MOUSE15636, MOUSE15637, MOUSE15632, MOUSE15630, MOUSE15631, MOUSE15634, MOUSE15633
OG0005652	CAPO301437	MOUSE31214, MOUSE31213
OG0005654	CAPO306680	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622
OG0005655	CAPO300096, CAPO304440	MOUSE13552, MOUSE29239, MOUSE13553
OG0005656	CAPO306816	MOUSE40194
OG0005660	CAPO305277	MOUSE03876
OG0005665	CAPO306931	MOUSE01609, MOUSE20696
OG0005681	CAPO302618	MOUSE35050, MOUSE35049, MOUSE35048
OG0005690	CAPO303792	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005692	CAPO306503	MOUSE40981, MOUSE40980
OG0005694	CAPO302741	MOUSE51450, MOUSE51449
OG0005695	CAPO303401	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008
OG0005700	CAPO302108	MOUSE29679, MOUSE29676
OG0005701	CAPO304311	MOUSE11437, MOUSE11436
OG0005702	CAPO302394	MOUSE50035
OG0005703	CAPO307490	MOUSE25239
OG0005707	CAPO303751	MOUSE47467
OG0005708	CAPO306478	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002
OG0005710	CAPO307544	MOUSE48848, MOUSE48847, MOUSE48846, MOUSE48845
OG0005712	CAPO302811	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005714	CAPO302016	MOUSE26001, MOUSE25998
OG0005715	CAPO302774	MOUSE20698
OG0005717	CAPO303289	MOUSE52141, MOUSE52140
OG0005719	CAPO300934	MOUSE34481
OG0005721	CAPO302442	MOUSE38074
OG0005723	CAPO301560	MOUSE52812, MOUSE52818, MOUSE52822
OG0005724	CAPO305737	MOUSE19172, MOUSE19171
OG0005725	CAPO304382	MOUSE38671
OG0005726	CAPO306255	MOUSE13353
OG0005728	CAPO300070	MOUSE28822
OG0005729	CAPO306373	MOUSE00534
OG0005731	CAPO304326	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	CAPO306509	MOUSE16964
OG0005733	CAPO307250	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	CAPO307857	MOUSE34566
OG0005735	CAPO306353	MOUSE26088, MOUSE26087, MOUSE26089
OG0005738	CAPO304853	MOUSE52272, MOUSE52271
OG0005739	CAPO308247	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223
OG0005741	CAPO303042	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	CAPO300464, CAPO302075	MOUSE39835, MOUSE39836
OG0005744	CAPO302669	MOUSE32597
OG0005746	CAPO304136	MOUSE31574
OG0005747	CAPO300949	MOUSE34833, MOUSE34832
OG0005749	CAPO300768	MOUSE02162, MOUSE02161
OG0005750	CAPO304369	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	CAPO302377	MOUSE27382, MOUSE27381
OG0005758	CAPO304832	MOUSE29987, MOUSE29985, MOUSE55162, MOUSE29986
OG0005759	CAPO305998	MOUSE05135
OG0005762	CAPO307808	MOUSE29829, MOUSE29830
OG0005764	CAPO302285	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005766	CAPO307164	MOUSE29950
OG0005769	CAPO301036	MOUSE24029, MOUSE24027, MOUSE24028
OG0005770	CAPO306340	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	CAPO301571	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005774	CAPO303542	MOUSE14621, MOUSE14620
OG0005775	CAPO306153	MOUSE14235
OG0005776	CAPO303568, CAPO307316	MOUSE46891
OG0005777	CAPO300042	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612
OG0005779	CAPO306436	MOUSE02825, MOUSE02824
OG0005781	CAPO303884	MOUSE13114
OG0005782	CAPO300230	MOUSE35834, MOUSE35833
OG0005783	CAPO303474	MOUSE27843
OG0005784	CAPO302307	MOUSE21069
OG0005787	CAPO307830	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005788	CAPO300037	MOUSE29202, MOUSE29203
OG0005789	CAPO303327	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005790	CAPO304988	MOUSE03111, MOUSE03112, MOUSE03110
OG0005792	CAPO301624	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	CAPO300669	MOUSE03696
OG0005794	CAPO302027	MOUSE39910, MOUSE39908, MOUSE39909
OG0005795	CAPO305005	MOUSE21843, MOUSE21846, MOUSE21845, MOUSE21844
OG0005796	CAPO305004	MOUSE40257
OG0005797	CAPO301712	MOUSE09433
OG0005799	CAPO305503	MOUSE20188
OG0005800	CAPO306663, CAPO303116	MOUSE18364, MOUSE18363
OG0005801	CAPO305293	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514
OG0005803	CAPO307068	MOUSE55345, MOUSE55344
OG0005805	CAPO302538	MOUSE04358
OG0005807	CAPO304282	MOUSE16334, MOUSE16333
OG0005808	CAPO300610	MOUSE40760, MOUSE40759
OG0005810	CAPO305026	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910
OG0005811	CAPO304151	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	CAPO305500	MOUSE20449
OG0005814	CAPO301343	MOUSE20797
OG0005815	CAPO306106	MOUSE37926, MOUSE37929, MOUSE37928
OG0005817	CAPO300290	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	CAPO302009	MOUSE01762, MOUSE01763
OG0005819	CAPO301574	MOUSE50349, MOUSE50348
OG0005821	CAPO300824	MOUSE43001, MOUSE43000, MOUSE43002
OG0005823	CAPO300775	MOUSE04685
OG0005824	CAPO303629	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005825	CAPO302227	MOUSE40602, MOUSE40600, MOUSE40601
OG0005828	CAPO303954	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005831	CAPO302864	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	CAPO302018	MOUSE49608
