Orthogroup	CAPO3	APOSC_ok
OG0006096	CAPO305316	APOSC_23249
OG0006097	CAPO305425	APOSC_05185, APOSC_22353
OG0006098	CAPO300607	APOSC_25956
OG0006101	CAPO301377	APOSC_22145
OG0006103	CAPO308138	APOSC_08410
OG0006107	CAPO302627	APOSC_07294
OG0006108	CAPO302650	APOSC_15898
OG0006111	CAPO304724	APOSC_03391
OG0006113	CAPO307626	APOSC_26235
OG0006114	CAPO304178	APOSC_22417
OG0006115	CAPO306466	APOSC_09124
OG0006116	CAPO304187	APOSC_26592
OG0006117	CAPO302456	APOSC_07439
OG0006118	CAPO306890	APOSC_07828
OG0006119	CAPO305308	APOSC_11399
OG0006121	CAPO308090	APOSC_27870
OG0006122	CAPO302744	APOSC_16541
OG0006124	CAPO304805	APOSC_22257
OG0006125	CAPO306355	APOSC_04763
OG0006127	CAPO301362	APOSC_15621
OG0006128	CAPO301150	APOSC_06200
OG0006129	CAPO300938	APOSC_02978
OG0006131	CAPO303965	APOSC_09740
OG0006132	CAPO307591	APOSC_13478
OG0006133	CAPO304297	APOSC_18362
OG0006134	CAPO307652	APOSC_24225
OG0006135	CAPO307747	APOSC_10242
OG0006136	CAPO304577	APOSC_19976
OG0006137	CAPO303566	APOSC_12184
OG0006139	CAPO301488	APOSC_02031
OG0006140	CAPO301396	APOSC_23359
OG0006141	CAPO302378	APOSC_21752, APOSC_05712
OG0006144	CAPO307727	APOSC_11441
OG0006145	CAPO304370	APOSC_09691
OG0006148	CAPO302407	APOSC_19000
OG0006149	CAPO301175	APOSC_14242
OG0006151	CAPO304128	APOSC_09261, APOSC_09262
OG0006152	CAPO306493	APOSC_28211
OG0006153	CAPO305107	APOSC_25551
OG0006155	CAPO301956	APOSC_02722
OG0006156	CAPO304652	APOSC_24618
OG0006157	CAPO300095, CAPO303951	APOSC_17822
OG0006158	CAPO307937	APOSC_27578
OG0006159	CAPO307030	APOSC_15246
OG0006160	CAPO304978	APOSC_05551
OG0006161	CAPO301615	APOSC_05129
OG0006162	CAPO300392	APOSC_18054
OG0006164	CAPO307640	APOSC_18639
OG0006168	CAPO306154	APOSC_24765
OG0006169	CAPO305149	APOSC_09033
OG0006176	CAPO304797	APOSC_15825
OG0006177	CAPO306017	APOSC_12821
OG0006178	CAPO306742	APOSC_07148, APOSC_07147
OG0006178	CAPO304841	APOSC_17549
OG0006179	CAPO307840	APOSC_23268
OG0006180	CAPO308064	APOSC_03152
OG0006181	CAPO308207	APOSC_03481
OG0006182	CAPO300329	APOSC_28042
OG0006183	CAPO306749	APOSC_19486
OG0006185	CAPO301640	APOSC_09138
OG0006186	CAPO304672	APOSC_20197
OG0006187	CAPO303722	APOSC_02281
OG0006188	CAPO307979	APOSC_16452
OG0006190	CAPO304791	APOSC_03905
OG0006191	CAPO301907	APOSC_13840
OG0006192	CAPO308099	APOSC_15421
OG0006195	CAPO308346, CAPO305489	APOSC_15441
OG0006196	CAPO304854	APOSC_22172
OG0006198	CAPO306368	APOSC_19038
OG0006199	CAPO307861	APOSC_27250
OG0006200	CAPO306047	APOSC_15844
OG0006202	CAPO307311	APOSC_24490
OG0006204	CAPO307074	APOSC_17513
OG0006205	CAPO306928	APOSC_06222
OG0006206	CAPO308060	APOSC_07404
OG0006209	CAPO303208	APOSC_02034
OG0006210	CAPO301051	APOSC_24919
OG0006211	CAPO305755	APOSC_27330
OG0006213	CAPO301176	APOSC_21384
OG0006214	CAPO305313	APOSC_01407
OG0006216	CAPO304328	APOSC_06952
OG0006224	CAPO304007	APOSC_19657
OG0006225	CAPO307529	APOSC_24236
OG0006226	CAPO303955	APOSC_17729
OG0006227	CAPO304192	APOSC_13147, APOSC_13146
OG0006229	CAPO306729	APOSC_01024, APOSC_01023
OG0006230	CAPO303003	APOSC_07027, APOSC_19352
OG0006233	CAPO307263	APOSC_15042
OG0006234	CAPO305546	APOSC_21894
OG0006235	CAPO300217	APOSC_24879
OG0006237	CAPO302524	APOSC_24918
OG0006239	CAPO305262	APOSC_06762
OG0006243	CAPO301646	APOSC_01950, APOSC_01949
OG0006244	CAPO306900	APOSC_24967
OG0006245	CAPO307777	APOSC_00921
OG0006248	CAPO307601	APOSC_05903
OG0006249	CAPO304667	APOSC_25692
OG0006250	CAPO301165	APOSC_27267
OG0006251	CAPO302342	APOSC_15876
OG0006252	CAPO304131	APOSC_17057
OG0006253	CAPO307341	APOSC_15972, APOSC_15973, APOSC_15971
OG0006254	CAPO305073	APOSC_09754
OG0006257	CAPO305440	APOSC_22535
OG0006258	CAPO300398	APOSC_28143
OG0006260	CAPO300587	APOSC_09774
OG0006261	CAPO305676	APOSC_06934
OG0006262	CAPO307596	APOSC_16097
OG0006263	CAPO307994	APOSC_28291
OG0006264	CAPO304943	APOSC_09598
OG0006267	CAPO300629	APOSC_20000
OG0006268	CAPO305663	APOSC_23154
OG0006271	CAPO306714	APOSC_01767
OG0006275	CAPO304219	APOSC_03010
OG0006276	CAPO306041	APOSC_28046, APOSC_25253
OG0006277	CAPO307602	APOSC_18887
OG0006278	CAPO305153	APOSC_26547
OG0006279	CAPO307288	APOSC_21488
OG0006280	CAPO308182	APOSC_05701
OG0006281	CAPO302129	APOSC_16932
OG0006284	CAPO301681	APOSC_17077
OG0006285	CAPO301258	APOSC_26526
OG0006286	CAPO304212	APOSC_10357
OG0006287	CAPO302795	APOSC_17884
OG0006288	CAPO300129	APOSC_09696
OG0006289	CAPO306652	APOSC_23398
OG0006291	CAPO308081	APOSC_15695
OG0006293	CAPO307067	APOSC_21478
OG0006294	CAPO301151	APOSC_25798
OG0006295	CAPO307143	APOSC_27816
OG0006297	CAPO301937	APOSC_06137
OG0006298	CAPO306805	APOSC_23078, APOSC_21654
OG0006299	CAPO305899	APOSC_15235
OG0006301	CAPO306072	APOSC_14170
OG0006305	CAPO303850	APOSC_09305, APOSC_09304
OG0006306	CAPO303905	APOSC_16571
OG0006309	CAPO304441	APOSC_08275
OG0006311	CAPO300748	APOSC_19031, APOSC_19032
OG0006313	CAPO306539	APOSC_11157
OG0006314	CAPO308085, CAPO301326	APOSC_03446
OG0006319	CAPO306239	APOSC_13656
OG0006320	CAPO303864	APOSC_08286, APOSC_08287
OG0006322	CAPO305971	APOSC_03517
OG0006323	CAPO300361	APOSC_18189
OG0006324	CAPO307431	APOSC_27096, APOSC_27097
OG0006329	CAPO306283	APOSC_06676
OG0006330	CAPO301590	APOSC_11664, APOSC_11665
OG0006331	CAPO301721	APOSC_22141
OG0006332	CAPO306801	APOSC_06680
OG0006334	CAPO302140	APOSC_14348
OG0006335	CAPO305790	APOSC_16776
OG0006338	CAPO300367	APOSC_05885
OG0006339	CAPO306751	APOSC_27213, APOSC_03533
OG0006340	CAPO306725	APOSC_01676
OG0006341	CAPO303256	APOSC_00352
OG0006344	CAPO307345	APOSC_26452
OG0006346	CAPO305832	APOSC_01817
OG0006347	CAPO305184	APOSC_17743
OG0006349	CAPO304057	APOSC_09628
OG0006350	CAPO302433	APOSC_11362
OG0006352	CAPO301346	APOSC_28135
OG0006353	CAPO301517	APOSC_03902
OG0006355	CAPO307129	APOSC_09992
OG0006356	CAPO305164	APOSC_01236
OG0006358	CAPO303299	APOSC_14623
OG0006359	CAPO300583	APOSC_05942
OG0006360	CAPO304103	APOSC_03655
OG0006361	CAPO308070	APOSC_06699
OG0006362	CAPO308308	APOSC_25966
OG0006363	CAPO301002	APOSC_11350
OG0006365	CAPO300671	APOSC_17335
OG0006370	CAPO300348	APOSC_08924, APOSC_08925
OG0006371	CAPO302658	APOSC_18694, APOSC_15978
OG0006372	CAPO304608	APOSC_14360
OG0006375	CAPO306256	APOSC_05177
OG0006377	CAPO307494	APOSC_05358
OG0006378	CAPO304918	APOSC_20942
OG0006381	CAPO301472	APOSC_07173
OG0006382	CAPO307026	APOSC_07977
OG0006383	CAPO303174	APOSC_28852
OG0006384	CAPO305941	APOSC_00707
OG0006385	CAPO301074	APOSC_27944
OG0006386	CAPO303165	APOSC_07212
OG0006389	CAPO302170	APOSC_03797
OG0006390	CAPO308093	APOSC_03325
OG0006392	CAPO305806	APOSC_00974
OG0006394	CAPO302470	APOSC_10095
OG0006395	CAPO300149	APOSC_21447
OG0006399	CAPO307228	APOSC_08943
OG0006443	CAPO300234	APOSC_25767
OG0006447	CAPO302283	APOSC_15689
OG0006448	CAPO301094	APOSC_02936
OG0006449	CAPO305961	APOSC_19909, APOSC_19908, APOSC_27290
OG0006456	CAPO300992	APOSC_07276
OG0006457	CAPO306648	APOSC_22597
OG0006459	CAPO307843	APOSC_25637
OG0006460	CAPO308313	APOSC_21182
OG0006461	CAPO306350	APOSC_16902, APOSC_16903
OG0006464	CAPO307754	APOSC_09006
OG0006465	CAPO307052	APOSC_06897
OG0006467	CAPO301292	APOSC_24310, APOSC_24309
OG0006468	CAPO303390	APOSC_24678
OG0006469	CAPO302486	APOSC_18314, APOSC_18315
OG0006470	CAPO300984	APOSC_18031
OG0006471	CAPO303440	APOSC_08459, APOSC_06162
OG0006474	CAPO300155	APOSC_26113
OG0006475	CAPO301888	APOSC_05034
OG0006476	CAPO300216	APOSC_08315
OG0006479	CAPO304002	APOSC_10681
OG0006480	CAPO300197	APOSC_03945
OG0006481	CAPO307580	APOSC_03150
OG0006482	CAPO305654	APOSC_21043
OG0006485	CAPO307612	APOSC_08620
OG0006487	CAPO300649	APOSC_19270
OG0006488	CAPO301772	APOSC_12358
OG0006490	CAPO301539	APOSC_24017
OG0006491	CAPO300606	APOSC_25623, APOSC_01687, APOSC_01688
OG0006493	CAPO306548	APOSC_27613, APOSC_27614
OG0006496	CAPO304473	APOSC_20816
OG0006498	CAPO301440	APOSC_19797, APOSC_19796
OG0006501	CAPO307734	APOSC_00765
OG0006502	CAPO301087	APOSC_00883
OG0006503	CAPO304660	APOSC_27770
OG0006504	CAPO302154	APOSC_01156
OG0006505	CAPO301510	APOSC_20445
OG0006507	CAPO301032	APOSC_16527
OG0006508	CAPO301635	APOSC_20054
OG0006509	CAPO304681	APOSC_22187
OG0006510	CAPO300081	APOSC_01079
OG0006512	CAPO301701	APOSC_27881
OG0006514	CAPO304095	APOSC_05533
OG0006515	CAPO306459	APOSC_16228, APOSC_16229
OG0006516	CAPO305607	APOSC_03896
OG0006517	CAPO300477	APOSC_09680
OG0006519	CAPO308006	APOSC_12765
OG0006520	CAPO300668	APOSC_12169
OG0006523	CAPO302914	APOSC_06060, APOSC_05538
OG0006526	CAPO303623	APOSC_01306
OG0006532	CAPO304147	APOSC_03775
OG0006533	CAPO305463	APOSC_27947
OG0006534	CAPO305714	APOSC_20823
OG0006536	CAPO305735	APOSC_01707
OG0006538	CAPO305091	APOSC_00849
OG0006540	CAPO304760	APOSC_23072
OG0006541	CAPO302376, CAPO304688, CAPO300243	APOSC_13544
OG0006542	CAPO305168	APOSC_24422
OG0006543	CAPO305452	APOSC_13261
OG0006544	CAPO306101	APOSC_04216
OG0006545	CAPO307929	APOSC_13229
OG0006546	CAPO305234	APOSC_11101, APOSC_11100
OG0006547	CAPO301259	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569
OG0006549	CAPO306040	APOSC_12936
OG0006550	CAPO307487	APOSC_07594
OG0006552	CAPO301957	APOSC_20548, APOSC_11862
OG0006553	CAPO308128	APOSC_01403
OG0006554	CAPO306525	APOSC_03164
OG0006555	CAPO305951	APOSC_11232, APOSC_01108, APOSC_01891, APOSC_01892
OG0006556	CAPO304941	APOSC_06362
OG0006557	CAPO300124	APOSC_21049
OG0006561	CAPO300890	APOSC_07744
OG0006562	CAPO303607	APOSC_03887
OG0006566	CAPO303944	APOSC_05704
OG0006568	CAPO303043	APOSC_00682
OG0006569	CAPO300856	APOSC_17737
OG0006570	CAPO302571	APOSC_11820
OG0006571	CAPO306740	APOSC_10825
OG0006572	CAPO302175	APOSC_05321
OG0006573	CAPO306413	APOSC_11659
OG0006575	CAPO304950	APOSC_05762, APOSC_17215
OG0006577	CAPO300858	APOSC_18358
OG0006578	CAPO303393	APOSC_17434, APOSC_17435
OG0006580	CAPO306179	APOSC_02262
OG0006581	CAPO300223	APOSC_01334, APOSC_01333
OG0006582	CAPO305399	APOSC_16021
OG0006583	CAPO308147	APOSC_16840
OG0006584	CAPO304380	APOSC_01906
OG0006586	CAPO300241	APOSC_27380
OG0006590	CAPO304634	APOSC_02109
OG0006591	CAPO306654	APOSC_10735, APOSC_10736
OG0006592	CAPO302105	APOSC_26274
OG0006594	CAPO305352	APOSC_06372
OG0006595	CAPO306726	APOSC_28606, APOSC_03725
OG0006596	CAPO305496	APOSC_02900
OG0006597	CAPO306143	APOSC_00355
OG0006598	CAPO303505	APOSC_24420
OG0006600	CAPO300993	APOSC_03012
OG0006602	CAPO306545	APOSC_03273
OG0006603	CAPO305246	APOSC_23879, APOSC_23880
OG0006604	CAPO301632	APOSC_04100
OG0006606	CAPO300627, CAPO305047	APOSC_24910
OG0006607	CAPO302836	APOSC_27888
OG0006608	CAPO304829	APOSC_19691
OG0006609	CAPO304156	APOSC_21438
OG0006610	CAPO305635	APOSC_01833
OG0006611	CAPO303370	APOSC_10966
OG0006612	CAPO303674	APOSC_08295, APOSC_08294
OG0006613	CAPO305926	APOSC_04709
OG0006614	CAPO307923	APOSC_05907
OG0006615	CAPO300892	APOSC_14961
OG0006616	CAPO302496	APOSC_28056
OG0006617	CAPO302667	APOSC_10296
OG0006619	CAPO305225	APOSC_15031
OG0006622	CAPO307274	APOSC_23407
OG0006625	CAPO304287	APOSC_05965
OG0006627	CAPO300634	APOSC_03480
OG0006630	CAPO301318	APOSC_23460, APOSC_21363
OG0006631	CAPO302816	APOSC_15797
OG0006633	CAPO306794	APOSC_11289
OG0006636	CAPO304383	APOSC_04041, APOSC_04040
OG0006637	CAPO304312	APOSC_20385
OG0006638	CAPO302167	APOSC_01074
OG0006640	CAPO308241	APOSC_13996, APOSC_20915
OG0006642	CAPO303206	APOSC_12346
OG0006646	CAPO308061	APOSC_04284, APOSC_27020
OG0006648	CAPO300638	APOSC_16882
OG0006651	CAPO306376	APOSC_19150
OG0006655	CAPO306982	APOSC_27832, APOSC_27831
OG0006657	CAPO304665	APOSC_16689
OG0006658	CAPO301723	APOSC_17811
OG0006662	CAPO305585	APOSC_06587
OG0006663	CAPO301399	APOSC_11568, APOSC_04731
OG0006664	CAPO302941	APOSC_16959
OG0006666	CAPO301682	APOSC_28091
OG0006667	CAPO305573	APOSC_10610
OG0006668	CAPO301053	APOSC_04760
OG0006669	CAPO301280	APOSC_27486
OG0006670	CAPO306366	APOSC_28849, APOSC_09168, APOSC_28850
OG0006671	CAPO307485	APOSC_05278, APOSC_22046
OG0006673	CAPO302685	APOSC_13958
OG0006677	CAPO304250	APOSC_18451
OG0006678	CAPO300092	APOSC_25310, APOSC_13342
OG0006680	CAPO301748	APOSC_07702
OG0006681	CAPO305354	APOSC_24454
OG0006684	CAPO305512	APOSC_09053, APOSC_06226
OG0006686	CAPO307531	APOSC_03178
OG0006690	CAPO302172	APOSC_28918
OG0006691	CAPO305670	APOSC_16914
OG0006692	CAPO302647	APOSC_04233
OG0006693	CAPO302616	APOSC_28629
OG0006694	CAPO302438	APOSC_06064
OG0006695	CAPO302533	APOSC_25904
OG0006696	CAPO303681	APOSC_15077
OG0006698	CAPO305852	APOSC_28657
OG0006702	CAPO307269	APOSC_04633
OG0006703	CAPO302601	APOSC_12408, APOSC_20561
OG0006706	CAPO303773	APOSC_18731
OG0006707	CAPO304129	APOSC_25256
OG0006708	CAPO304327	APOSC_05756, APOSC_21947
OG0006709	CAPO302993	APOSC_14577
OG0006710	CAPO307958	APOSC_17610
OG0006712	CAPO307469	APOSC_01301
OG0006714	CAPO301000	APOSC_12262
OG0006716	CAPO302196	APOSC_28917
OG0006717	CAPO305633	APOSC_08108
OG0006718	CAPO306293	APOSC_20388, APOSC_20387
OG0006719	CAPO302454	APOSC_11596
OG0006721	CAPO307315	APOSC_11479
OG0006722	CAPO304555	APOSC_10310
OG0006723	CAPO300019	APOSC_03820, APOSC_03821
OG0006724	CAPO300231	APOSC_24700
OG0006725	CAPO301206	APOSC_19453
OG0006726	CAPO303375	APOSC_18316
OG0006727	CAPO306447	APOSC_26994
OG0006728	CAPO303411	APOSC_22576
OG0006729	CAPO302448	APOSC_06113
OG0006730	CAPO307696	APOSC_09155
OG0006732	CAPO301757	APOSC_23950
OG0006733	CAPO306420	APOSC_04981
OG0006735	CAPO307764	APOSC_21826
OG0006736	CAPO301670	APOSC_16368, APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501
OG0006737	CAPO302977	APOSC_01534
OG0006738	CAPO305285	APOSC_04135
OG0006740	CAPO304581	APOSC_17524
OG0006741	CAPO306132	APOSC_03216
OG0006745	CAPO304913	APOSC_10325
OG0006750	CAPO306076	APOSC_11672
OG0006751	CAPO305160	APOSC_16556
OG0006752	CAPO301753	APOSC_28200
OG0006753	CAPO304199	APOSC_20682, APOSC_20681
OG0006754	CAPO307231	APOSC_11821
OG0006755	CAPO304099	APOSC_14956
OG0006757	CAPO308250	APOSC_18094
OG0006758	CAPO303486	APOSC_29158, APOSC_15760, APOSC_03449
OG0006759	CAPO301178	APOSC_25234
OG0006760	CAPO300357	APOSC_19037, APOSC_19036
OG0006766	CAPO300327	APOSC_27131
OG0006769	CAPO304104	APOSC_22100
OG0006772	CAPO306103	APOSC_25051
OG0006775	CAPO303956	APOSC_28615
OG0006776	CAPO307354, CAPO307229	APOSC_16675
OG0006777	CAPO308320	APOSC_08802
OG0006826	CAPO306575	APOSC_05008
OG0006827	CAPO306579	APOSC_16610
OG0006830	CAPO304885	APOSC_00845
OG0006833	CAPO307011	APOSC_22162
OG0006838	CAPO304346	APOSC_16437
OG0006842	CAPO303033	APOSC_06507
OG0006843	CAPO301783	APOSC_14144
OG0006844	CAPO303858	APOSC_11535
OG0006845	CAPO304222	APOSC_12608
OG0006846	CAPO305985, CAPO301436	APOSC_05736, APOSC_05737
OG0006848	CAPO302750	APOSC_26271
OG0006849	CAPO306709	APOSC_20947
OG0006850	CAPO300307	APOSC_10380
OG0006853	CAPO305011	APOSC_07789, APOSC_07790, APOSC_07788
OG0006856	CAPO306926	APOSC_28793
OG0006857	CAPO304592	APOSC_12395
OG0006860	CAPO304880	APOSC_01094
OG0006862	CAPO306834	APOSC_00866
OG0006864	CAPO300266	APOSC_16067
OG0006865	CAPO300579	APOSC_09348
OG0006867	CAPO304561	APOSC_11115
OG0006868	CAPO304824	APOSC_01683
OG0006869	CAPO303718	APOSC_04651
OG0006870	CAPO305471	APOSC_12633
OG0006872	CAPO305763, CAPO306267	APOSC_08701
OG0006874	CAPO303002	APOSC_11485
OG0006875	CAPO300245	APOSC_10381
OG0006876	CAPO301384	APOSC_18254
OG0006877	CAPO303758	APOSC_18293
OG0006880	CAPO300637	APOSC_03709
OG0006881	CAPO307302	APOSC_09150
OG0006886	CAPO308008	APOSC_04387
OG0006887	CAPO303330	APOSC_00826, APOSC_11505
OG0006888	CAPO300481	APOSC_22590
OG0006889	CAPO305411	APOSC_17662, APOSC_23087, APOSC_03839, APOSC_09552
OG0006890	CAPO301774	APOSC_27999
OG0006892	CAPO306271	APOSC_26125
OG0006893	CAPO308281	APOSC_22113
OG0006894	CAPO305493	APOSC_04510
OG0006895	CAPO305321	APOSC_20287
OG0006897	CAPO305270	APOSC_06582
OG0006898	CAPO307616	APOSC_16657
OG0006901	CAPO301222	APOSC_25494
OG0006904	CAPO301235	APOSC_20807
OG0006906	CAPO307116	APOSC_00341
OG0006912	CAPO306387	APOSC_10167
OG0006914	CAPO302212	APOSC_17323
OG0006915	CAPO305363	APOSC_26464
OG0006916	CAPO306266	APOSC_04270
OG0006918	CAPO303362	APOSC_20144, APOSC_14855
OG0006920	CAPO306461	APOSC_14677
OG0006923	CAPO302381	APOSC_09975
OG0006924	CAPO304320	APOSC_17355
OG0006925	CAPO306734	APOSC_12360
OG0006926	CAPO303493	APOSC_23235
OG0006927	CAPO303700	APOSC_12997
OG0006931	CAPO300460	APOSC_23620, APOSC_23621, APOSC_23622
OG0006932	CAPO305813	APOSC_14195
OG0006934	CAPO304656	APOSC_15892
OG0006935	CAPO305404	APOSC_24367
OG0006936	CAPO301255	APOSC_23709
OG0006937	CAPO300724	APOSC_10533
OG0006938	CAPO307064	APOSC_02071
OG0006939	CAPO300423	APOSC_21829
OG0006940	CAPO308295	APOSC_26678
OG0006942	CAPO305131	APOSC_15674
OG0006943	CAPO300653	APOSC_02744
OG0006944	CAPO301423	APOSC_23707
OG0006945	CAPO304257	APOSC_28020
OG0006947	CAPO303778	APOSC_20071
OG0006948	CAPO307507	APOSC_06730
OG0006949	CAPO300866	APOSC_17697, APOSC_14331
OG0006951	CAPO302915	APOSC_23643
OG0006952	CAPO308002	APOSC_15791
OG0006953	CAPO302825	APOSC_08950
OG0006957	CAPO304410	APOSC_00100
OG0006959	CAPO305847	APOSC_20494
OG0006960	CAPO306688	APOSC_19583
OG0006962	CAPO307572	APOSC_03262, APOSC_03263
OG0006964	CAPO306352	APOSC_10222
OG0006966	CAPO304695	APOSC_26275
OG0006967	CAPO303820	APOSC_12955
OG0006968	CAPO301435	APOSC_00698
OG0006969	CAPO306618	APOSC_07170
OG0006970	CAPO304851	APOSC_09941
OG0006971	CAPO303658	APOSC_04252
OG0006973	CAPO306305	APOSC_26245
OG0006975	CAPO306893	APOSC_14478, APOSC_15520
OG0006977	CAPO305268	APOSC_15264
OG0006978	CAPO304336	APOSC_00042
OG0006979	CAPO300168	APOSC_22138
OG0006980	CAPO305562	APOSC_11757
OG0006982	CAPO305716	APOSC_10252, APOSC_10251, APOSC_10253
OG0006983	CAPO300916	APOSC_00534, APOSC_00533
OG0006989	CAPO302679	APOSC_01479
OG0006990	CAPO300763	APOSC_13593, APOSC_13594
OG0006991	CAPO303392	APOSC_01763
OG0006992	CAPO305740	APOSC_25456
OG0006993	CAPO305954	APOSC_04772
OG0006994	CAPO306564	APOSC_08742
OG0006995	CAPO306435	APOSC_00344
OG0006997	CAPO304873	APOSC_28149
OG0006998	CAPO301390	APOSC_22383, APOSC_27149
OG0006999	CAPO303913	APOSC_09100
OG0007001	CAPO305444	APOSC_08849
OG0007002	CAPO304225	APOSC_27671
OG0007003	CAPO302304	APOSC_26380
OG0007005	CAPO303654	APOSC_24636
OG0007007	CAPO302408	APOSC_10434, APOSC_10435
OG0007009	CAPO305960	APOSC_07119
OG0007010	CAPO301780	APOSC_12136
OG0007011	CAPO301128	APOSC_20429
OG0007012	CAPO304946	APOSC_15867
OG0007013	CAPO303300	APOSC_09730
OG0007015	CAPO305278	APOSC_28647
OG0007016	CAPO304972	APOSC_25603
OG0007017	CAPO301345	APOSC_01241, APOSC_01242
OG0007018	CAPO300889	APOSC_00713
OG0007019	CAPO304408	APOSC_01409, APOSC_01410
OG0007020	CAPO303562, CAPO308296	APOSC_18999
OG0007021	CAPO306622	APOSC_04328
OG0007022	CAPO303253	APOSC_24349
OG0007024	CAPO302054	APOSC_27246
OG0007025	CAPO302785	APOSC_12694
OG0007026	CAPO304159	APOSC_28712, APOSC_21089
OG0007029	CAPO302104	APOSC_18912, APOSC_04107
OG0007030	CAPO303845	APOSC_08778
OG0007032	CAPO304830	APOSC_12833, APOSC_09407
OG0007033	CAPO305180	APOSC_24322
OG0007034	CAPO306932	APOSC_19528
OG0007038	CAPO302068	APOSC_21427
OG0007040	CAPO306537	APOSC_28613, APOSC_25165, APOSC_25164
OG0007042	CAPO307996	APOSC_26574, APOSC_10292
OG0007043	CAPO305780	APOSC_28626
OG0007044	CAPO307221	APOSC_05977
OG0007045	CAPO305958	APOSC_16504
OG0007046	CAPO305591	APOSC_23056
OG0007047	CAPO305693	APOSC_10550
OG0007048	CAPO302164	APOSC_00169, APOSC_00168, APOSC_25307
OG0007049	CAPO305031	APOSC_08006
OG0007050	CAPO307898	APOSC_16824
OG0007055	CAPO304778	APOSC_28893
OG0007057	CAPO304630	APOSC_06628
OG0007058	CAPO301734, CAPO304572	APOSC_07588
OG0007059	CAPO303590, CAPO303318	APOSC_01188
OG0007061	CAPO305340	APOSC_14209
OG0007062	CAPO302545	APOSC_14304, APOSC_14306, APOSC_14305
OG0007063	CAPO308261	APOSC_13274
OG0007068	CAPO307887	APOSC_27141
OG0007069	CAPO307200	APOSC_05193
OG0007071	CAPO301761	APOSC_27041
OG0007072	CAPO306160	APOSC_14835
OG0007073	CAPO302936	APOSC_00327
OG0007074	CAPO306910	APOSC_19473
OG0007076	CAPO300474	APOSC_05680, APOSC_05681
OG0007081	CAPO305760	APOSC_19187
OG0007084	CAPO307673	APOSC_07815
OG0007086	CAPO306079	APOSC_01919
OG0007089	CAPO300706	APOSC_22753
OG0007090	CAPO300368	APOSC_18836
OG0007091	CAPO304945	APOSC_23447
OG0007092	CAPO304498, CAPO305528	APOSC_10609
OG0007093	CAPO308175	APOSC_27296
OG0007094	CAPO301835	APOSC_17231
OG0007095	CAPO304293	APOSC_23242, APOSC_12306
OG0007097	CAPO302515	APOSC_22424
OG0007098	CAPO301993	APOSC_27550
OG0007099	CAPO304218	APOSC_13497
OG0007100	CAPO302645	APOSC_06224
OG0007105	CAPO303780	APOSC_00982
OG0007106	CAPO302226	APOSC_15406
OG0007112	CAPO303793	APOSC_07955
OG0007114	CAPO305243	APOSC_24702
OG0007118	CAPO306502	APOSC_04848
OG0007119	CAPO303656	APOSC_26478
OG0007121	CAPO305337	APOSC_06429, APOSC_06430
OG0007122	CAPO302728	APOSC_21045
OG0007124	CAPO307876	APOSC_18196
OG0007127	CAPO305077	APOSC_05902
OG0007128	CAPO303539	APOSC_00622, APOSC_24957
OG0007130	CAPO302224	APOSC_03999
OG0007131	CAPO304315	APOSC_10588
OG0007132	CAPO301608	APOSC_16704
OG0007133	CAPO305338	APOSC_06050
OG0007134	CAPO302517	APOSC_24007
OG0007137	CAPO303287	APOSC_15395, APOSC_28875
OG0007138	CAPO307436	APOSC_25998
OG0007139	CAPO302325	APOSC_13534
OG0007141	CAPO306130	APOSC_12832
OG0007143	CAPO307276	APOSC_09027
OG0007144	CAPO301797	APOSC_18396
OG0007145	CAPO305008	APOSC_05978
OG0007146	CAPO306800	APOSC_01991
OG0007147	CAPO305032	APOSC_00758
OG0007150	CAPO304704	APOSC_13696
OG0007151	CAPO304299	APOSC_16201
OG0007154	CAPO302715	APOSC_09623
OG0007158	CAPO303011	APOSC_06197, APOSC_06198
OG0007160	CAPO301230	APOSC_27732
OG0007162	CAPO305815	APOSC_04745, APOSC_06296
OG0007163	CAPO306908	APOSC_06910
OG0007165	CAPO300764	APOSC_19324, APOSC_07907
OG0007166	CAPO301841	APOSC_23211
OG0007168	CAPO304836	APOSC_08582, APOSC_08583, APOSC_15837, APOSC_15836, APOSC_28706
OG0007173	CAPO305749, CAPO300679	APOSC_26787
OG0007174	CAPO304732	APOSC_10018
OG0007175	CAPO300929	APOSC_18003
OG0007176	CAPO305825	APOSC_24850
OG0007178	CAPO306843	APOSC_26910
OG0007180	CAPO300869	APOSC_09778
OG0007181	CAPO302549	APOSC_25559
OG0007182	CAPO302258	APOSC_09478
OG0007183	CAPO303453	APOSC_18541
OG0007184	CAPO304626	APOSC_00822, APOSC_17205
OG0007186	CAPO306272	APOSC_13894
OG0007191	CAPO307327	APOSC_12579
OG0007192	CAPO307148	APOSC_09506
OG0007194	CAPO304755	APOSC_28026, APOSC_28345, APOSC_00461, APOSC_00885, APOSC_27005
OG0007199	CAPO300510	APOSC_10274
OG0007201	CAPO305686	APOSC_14691
OG0007202	CAPO305939	APOSC_28739
OG0007248	CAPO305807	APOSC_03737, APOSC_03736
OG0007249	CAPO303771, CAPO304279	APOSC_16981
OG0007251	CAPO307515	APOSC_28896
