Orthogroup	CAPO3	CAEEL
OG0003564	CAPO300720	CAEEL18104
OG0003566	CAPO300164	CAEEL04246, CAEEL04245
OG0003567	CAPO307296	CAEEL15549
OG0003569	CAPO306390	CAEEL10722
OG0003570	CAPO305849	CAEEL08761
OG0003573	CAPO300904	CAEEL10174, CAEEL18886
OG0003577	CAPO306764	CAEEL07169
OG0003578	CAPO307426	CAEEL08037
OG0003579	CAPO300766	CAEEL10103
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	CAPO302819	CAEEL10165, CAEEL10958
OG0003599	CAPO301420	CAEEL01022
OG0003607	CAPO301867	CAEEL05764
OG0003611	CAPO306320	CAEEL15351
OG0003612	CAPO304993	CAEEL12107
OG0003613	CAPO305029	CAEEL10330
OG0003617	CAPO301490	CAEEL00622
OG0003618	CAPO302109	CAEEL10379
OG0003619	CAPO304837	CAEEL19948, CAEEL09130
OG0003620	CAPO306673	CAEEL05074
OG0003621	CAPO302199	CAEEL18738
OG0003624	CAPO303633	CAEEL11456
OG0003630	CAPO308012	CAEEL01945
OG0003632	CAPO300941	CAEEL04287
OG0003638	CAPO305555	CAEEL01092, CAEEL14206
OG0003640	CAPO301244	CAEEL01151
OG0003641	CAPO300746	CAEEL02290
OG0003644	CAPO304835	CAEEL07060
OG0003645	CAPO307108	CAEEL08952
OG0003646	CAPO304914	CAEEL04268
OG0003647	CAPO306638	CAEEL08061
OG0003649	CAPO301930	CAEEL02106
OG0003650	CAPO306633	CAEEL01596
OG0003652	CAPO300427	CAEEL00198, CAEEL00197
OG0003655	CAPO303553	CAEEL01543
OG0003656	CAPO301350	CAEEL00717
OG0003657	CAPO305783	CAEEL18724
OG0003658	CAPO303162	CAEEL17892
OG0003659	CAPO302655	CAEEL00820
OG0003661	CAPO300815	CAEEL11758
OG0003664	CAPO305504	CAEEL10164
OG0003666	CAPO300690	CAEEL12155
OG0003667	CAPO303859	CAEEL14775
OG0003668	CAPO300260	CAEEL09161, CAEEL09163
OG0003669	CAPO305883	CAEEL08786, CAEEL08784
OG0003672	CAPO300582	CAEEL12653
OG0003676	CAPO304948	CAEEL00672
OG0003677	CAPO300011	CAEEL08632
OG0003679	CAPO304696	CAEEL14380
OG0003680	CAPO300884	CAEEL10627
OG0003686	CAPO302144	CAEEL01983
OG0003688	CAPO307252	CAEEL03025
OG0003689	CAPO301215	CAEEL07514
OG0003690	CAPO307478	CAEEL08798
OG0003693	CAPO302269	CAEEL09517
OG0003694	CAPO307654	CAEEL08779
OG0003695	CAPO303363	CAEEL18980
OG0003696	CAPO304903	CAEEL15341
OG0003697	CAPO307718	CAEEL07546
OG0003698	CAPO306302	CAEEL05872
OG0003700	CAPO304411	CAEEL08489
OG0003703	CAPO305764	CAEEL05947
OG0003704	CAPO308213	CAEEL02747
OG0003710	CAPO301647	CAEEL05057
OG0003712	CAPO300556	CAEEL12274
OG0003716	CAPO303976	CAEEL00239
OG0003718	CAPO307310	CAEEL00456
OG0003719	CAPO300227	CAEEL01088
OG0003720	CAPO300371	CAEEL18727
OG0003721	CAPO300976, CAPO300975	CAEEL19092
OG0003724	CAPO308007	CAEEL04996
OG0003729	CAPO307394	CAEEL01397
OG0003731	CAPO304053	CAEEL14842
OG0003732	CAPO306498	CAEEL10948
OG0003733	CAPO305671	CAEEL05542
OG0003734	CAPO305564	CAEEL18003, CAEEL10089
OG0003735	CAPO308150	CAEEL04830, CAEEL04829
OG0003739	CAPO300467	CAEEL06789
OG0003740	CAPO307238	CAEEL07837
OG0003741	CAPO305770	CAEEL07870
OG0003743	CAPO302360	CAEEL12238
OG0003745	CAPO307585	CAEEL16018, CAEEL17606
OG0003749	CAPO306992	CAEEL20507
OG0003750	CAPO304840	CAEEL05076
OG0003752	CAPO306304	CAEEL04520
OG0003754	CAPO305643	CAEEL19668, CAEEL05669
OG0003755	CAPO300113	CAEEL09173
OG0003756	CAPO307901	CAEEL01606
OG0003758	CAPO308214	CAEEL05748
OG0003759	CAPO307476	CAEEL09625
OG0003761	CAPO301690	CAEEL19863
OG0003764	CAPO300879	CAEEL15954
OG0003767	CAPO301363	CAEEL07794
OG0003771	CAPO300755	CAEEL18560, CAEEL05367
OG0003776	CAPO306521	CAEEL14271
OG0003778	CAPO302558	CAEEL10576
OG0003779	CAPO304919	CAEEL12785
OG0003798	CAPO300229	CAEEL11938
OG0003803	CAPO307540	CAEEL19629
OG0003806	CAPO304817	CAEEL10842
OG0003807	CAPO308021	CAEEL06933
OG0003808	CAPO308095	CAEEL08177
OG0003811	CAPO302863	CAEEL07020
OG0003812	CAPO300349	CAEEL07296
OG0003813	CAPO305053	CAEEL10820
OG0003818	CAPO306945	CAEEL15512
OG0003824	CAPO300109	CAEEL17849
OG0003826	CAPO303948	CAEEL02634
OG0003827	CAPO302156	CAEEL04098
OG0003829	CAPO304825	CAEEL08428
OG0003831	CAPO301320	CAEEL08097
OG0003833	CAPO305448	CAEEL05813, CAEEL14180
OG0003834	CAPO307203	CAEEL00145
OG0003837	CAPO304430	CAEEL11909, CAEEL11910
OG0003838	CAPO304061, CAPO304064	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	CAPO300238, CAPO301543, CAPO307066	CAEEL11415
OG0003840	CAPO300299	CAEEL01767
OG0003843	CAPO301582	CAEEL14293
OG0003845	CAPO302000	CAEEL16327
OG0003846	CAPO300905	CAEEL00811, CAEEL18648
OG0003847	CAPO301495	CAEEL07371
OG0003847	CAPO300400	CAEEL06874
OG0003848	CAPO305229, CAPO305228	CAEEL08837
OG0003850	CAPO306458	CAEEL11705
OG0003851	CAPO301154	CAEEL08777
OG0003852	CAPO302241	CAEEL00155
OG0003853	CAPO308238	CAEEL13793
OG0003854	CAPO306385	CAEEL01789
OG0003855	CAPO304198	CAEEL18132
OG0003856	CAPO308004	CAEEL07428
OG0003857	CAPO302185	CAEEL19675
OG0003858	CAPO300728	CAEEL06932
OG0003863	CAPO300200	CAEEL18943
OG0003864	CAPO300087	CAEEL01846
OG0003865	CAPO304904	CAEEL02514
OG0003866	CAPO302683	CAEEL00295
OG0003867	CAPO301767	CAEEL15761
OG0003868	CAPO306848	CAEEL18485
OG0003869	CAPO307094	CAEEL00094
OG0003870	CAPO305132	CAEEL17745
OG0003871	CAPO304659	CAEEL20153
OG0003872	CAPO300319	CAEEL14869
OG0003873	CAPO305775	CAEEL07437
OG0003875	CAPO303382	CAEEL00868
OG0003876	CAPO307728	CAEEL04369
OG0003879	CAPO304906	CAEEL00338, CAEEL01399
OG0003881	CAPO303685	CAEEL12169
OG0003886	CAPO304109	CAEEL10383
OG0003887	CAPO307036	CAEEL09446
OG0003888	CAPO302763	CAEEL00249
OG0003892	CAPO307708	CAEEL11760
OG0003893	CAPO300022	CAEEL05797
OG0003894	CAPO302778	CAEEL01425
OG0003897	CAPO303759	CAEEL07613
OG0003898	CAPO307893, CAPO307749, CAPO306069	CAEEL05728
OG0003900	CAPO301714	CAEEL08813
OG0003901	CAPO301256	CAEEL00786, CAEEL18671
OG0003904	CAPO305947	CAEEL00419
OG0003906	CAPO301369	CAEEL00814
OG0003908	CAPO301425	CAEEL00218
OG0003908	CAPO308216	CAEEL08148
OG0003909	CAPO301220	CAEEL09488, CAEEL14422
OG0003910	CAPO302786	CAEEL08553
OG0003911	CAPO305312	CAEEL20590
OG0003912	CAPO307896	CAEEL02731
OG0003913	CAPO306587	CAEEL05199
OG0003914	CAPO301224	CAEEL19029
OG0003915	CAPO304633	CAEEL04887
OG0003917	CAPO306797	CAEEL07507
OG0003920	CAPO301554	CAEEL00358
OG0003921	CAPO300430	CAEEL14832, CAEEL18358
OG0003922	CAPO304241	CAEEL11421, CAEEL11420
OG0003924	CAPO302790	CAEEL01297
OG0003925	CAPO301662	CAEEL04108
OG0003926	CAPO303036	CAEEL10754, CAEEL19332
OG0003929	CAPO303872	CAEEL00949
OG0003930	CAPO301599	CAEEL05047
OG0003931	CAPO304399	CAEEL15548
OG0003932	CAPO300048, CAPO300047	CAEEL12182, CAEEL12183
OG0003934	CAPO301204	CAEEL10046
OG0003936	CAPO302163	CAEEL00465
OG0003938	CAPO305166	CAEEL07167
OG0003939	CAPO303853	CAEEL04128
OG0003942	CAPO300632	CAEEL11070
OG0003944	CAPO300493	CAEEL05219
OG0003945	CAPO300812	CAEEL17988
OG0003946	CAPO303843	CAEEL18782
OG0003947	CAPO306325	CAEEL16177
OG0003950	CAPO307097	CAEEL05823
OG0003954	CAPO304758	CAEEL11860
OG0003955	CAPO304097	CAEEL08204
OG0003959	CAPO304028	CAEEL18903
OG0003961	CAPO303890	CAEEL10706
OG0003965	CAPO302867	CAEEL09858, CAEEL18478
OG0003969	CAPO304197	CAEEL01428, CAEEL15342
OG0003971	CAPO301852	CAEEL03035
OG0003972	CAPO308018	CAEEL09414
OG0003973	CAPO307513	CAEEL17822
OG0003999	CAPO306327	CAEEL08414
OG0004000	CAPO302913	CAEEL02254
OG0004005	CAPO305860, CAPO302213	CAEEL09757
OG0004007	CAPO307105	CAEEL08380, CAEEL20738
OG0004009	CAPO305072	CAEEL10425
OG0004010	CAPO303524	CAEEL11606
OG0004012	CAPO308011	CAEEL08889
OG0004014	CAPO303473	CAEEL07353
OG0004015	CAPO305112	CAEEL03765
OG0004016	CAPO303609	CAEEL09802
OG0004017	CAPO308124	CAEEL08935
OG0004023	CAPO307204	CAEEL00807
OG0004027	CAPO301145	CAEEL07583
OG0004031	CAPO306218	CAEEL15887
OG0004032	CAPO300291	CAEEL15185
OG0004033	CAPO304862	CAEEL15848
OG0004035	CAPO301995	CAEEL06509
OG0004037	CAPO306482	CAEEL05545
OG0004038	CAPO307927	CAEEL04280
OG0004041	CAPO306646	CAEEL06388
OG0004042	CAPO302696	CAEEL00958
OG0004044	CAPO300275	CAEEL07379
OG0004047	CAPO304083	CAEEL19277, CAEEL00270
OG0004048	CAPO304654	CAEEL05729
OG0004053	CAPO301919	CAEEL01273
OG0004054	CAPO308277	CAEEL15244
OG0004056	CAPO306031	CAEEL01652
OG0004058	CAPO301904	CAEEL01468
OG0004059	CAPO301877	CAEEL14867
OG0004063	CAPO300628	CAEEL02350
OG0004064	CAPO304453	CAEEL00654
OG0004065	CAPO304029	CAEEL05056
OG0004067	CAPO301812	CAEEL02869
OG0004068	CAPO301030	CAEEL10640
OG0004069	CAPO307785	CAEEL01498
OG0004071	CAPO306388	CAEEL00928
OG0004072	CAPO305194	CAEEL09095, CAEEL07075
OG0004076	CAPO307967	CAEEL07566
OG0004080	CAPO305236	CAEEL12810
OG0004081	CAPO301069	CAEEL18163
OG0004084	CAPO300193	CAEEL14072
OG0004085	CAPO307782	CAEEL04587
OG0004090	CAPO304280	CAEEL02918
OG0004091	CAPO307795	CAEEL04573
OG0004092	CAPO301516	CAEEL07326
OG0004093	CAPO303612	CAEEL18523
OG0004095	CAPO302216	CAEEL02755
OG0004096	CAPO306070	CAEEL09363
OG0004097	CAPO300790	CAEEL05789
OG0004099	CAPO306437	CAEEL07071
OG0004100	CAPO306356	CAEEL19773
OG0004101	CAPO303749, CAPO302702	CAEEL10753
OG0004103	CAPO306700	CAEEL10626
OG0004104	CAPO303684	CAEEL04801
OG0004105	CAPO308098	CAEEL05115
OG0004106	CAPO303386	CAEEL04225
OG0004110	CAPO300855	CAEEL01260
OG0004112	CAPO304610	CAEEL00522
OG0004113	CAPO305835	CAEEL09663
OG0004114	CAPO301854	CAEEL13365
OG0004115	CAPO306386	CAEEL05975
OG0004116	CAPO303186	CAEEL17798
OG0004118	CAPO306139	CAEEL09754
OG0004119	CAPO303741	CAEEL00177
OG0004120	CAPO303757	CAEEL09396
OG0004123	CAPO304624	CAEEL05731
OG0004124	CAPO302738	CAEEL02724, CAEEL02723
OG0004127	CAPO306895	CAEEL19955, CAEEL18275, CAEEL06860
OG0004130	CAPO307075	CAEEL02356
OG0004133	CAPO305598	CAEEL05363
OG0004134	CAPO304433	CAEEL07495
OG0004136	CAPO307338	CAEEL04479
OG0004142	CAPO300440	CAEEL10168
OG0004144	CAPO302917	CAEEL00709
OG0004148	CAPO301152	CAEEL07951
OG0004151	CAPO307015	CAEEL01499
OG0004153	CAPO305022	CAEEL11562
OG0004156	CAPO307556	CAEEL05393
OG0004158	CAPO302219	CAEEL00394
OG0004160	CAPO302118	CAEEL08700
OG0004164	CAPO306879	CAEEL10119
OG0004166	CAPO300703	CAEEL04359
OG0004167	CAPO305574	CAEEL14218
OG0004168	CAPO303881	CAEEL08233
OG0004169	CAPO302967	CAEEL01556
OG0004170	CAPO305320	CAEEL10605
OG0004171	CAPO305810	CAEEL11852
OG0004176	CAPO304072	CAEEL01489
OG0004179	CAPO304392	CAEEL10656
OG0004181	CAPO304353	CAEEL13830
OG0004182	CAPO305817	CAEEL14269
OG0004184	CAPO302251	CAEEL15780, CAEEL15781
OG0004186	CAPO307615	CAEEL13926
OG0004187	CAPO301572	CAEEL02068
OG0004188	CAPO308209	CAEEL15410
OG0004198	CAPO302636	CAEEL12770
OG0004215	CAPO307025	CAEEL08870
OG0004216	CAPO304745	CAEEL02995
OG0004217	CAPO300553	CAEEL08020
OG0004219	CAPO302642	CAEEL00713
OG0004222	CAPO307934	CAEEL05571
OG0004223	CAPO308310	CAEEL05790
OG0004227	CAPO302252	CAEEL05233
OG0004228	CAPO303492	CAEEL13669
OG0004230	CAPO305821	CAEEL07897
OG0004231	CAPO300312	CAEEL00452
OG0004232	CAPO301443	CAEEL03690
OG0004235	CAPO306795	CAEEL09358
OG0004236	CAPO301760	CAEEL15188
OG0004237	CAPO301645	CAEEL07362
OG0004240	CAPO301736	CAEEL11686
OG0004241	CAPO304693	CAEEL20251
OG0004243	CAPO302349	CAEEL01439
OG0004245	CAPO301120	CAEEL11730
OG0004246	CAPO307710	CAEEL17853
OG0004248	CAPO306807	CAEEL11465
OG0004249	CAPO302316	CAEEL17634
OG0004250	CAPO305518	CAEEL16187
OG0004252	CAPO305536	CAEEL07003
OG0004254	CAPO304883	CAEEL05989
OG0004257	CAPO305171	CAEEL01608
OG0004258	CAPO301342	CAEEL00939
OG0004259	CAPO301048	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	CAPO305950	CAEEL04677
OG0004263	CAPO304844	CAEEL04092, CAEEL20329
OG0004269	CAPO308233	CAEEL07842
OG0004270	CAPO303791	CAEEL02066
OG0004271	CAPO303178	CAEEL10494
OG0004273	CAPO300380	CAEEL04799
OG0004278	CAPO303739	CAEEL07238
OG0004280	CAPO302169	CAEEL16211, CAEEL16212
OG0004282	CAPO306035	CAEEL18359, CAEEL13638
OG0004283	CAPO301216	CAEEL08314
OG0004284	CAPO303039	CAEEL08527
OG0004285	CAPO306621	CAEEL01238
OG0004287	CAPO305534	CAEEL00835
OG0004288	CAPO302203	CAEEL01059
OG0004289	CAPO307509	CAEEL02984
OG0004291	CAPO300943, CAPO306696	CAEEL04748
OG0004292	CAPO301407	CAEEL15301
OG0004295	CAPO300437	CAEEL03919
OG0004296	CAPO305828	CAEEL12316
OG0004297	CAPO306140	CAEEL19228
OG0004299	CAPO307863	CAEEL07283
OG0004301	CAPO305855	CAEEL07551
OG0004302	CAPO307149	CAEEL07295
OG0004303	CAPO306261	CAEEL12783
OG0004304	CAPO307407	CAEEL17137
OG0004305	CAPO306704	CAEEL02874
OG0004307	CAPO306787	CAEEL00090
OG0004308	CAPO302385	CAEEL00320
OG0004309	CAPO304021	CAEEL13877
OG0004310	CAPO306903	CAEEL02565
OG0004312	CAPO306752	CAEEL05846
OG0004314	CAPO301283	CAEEL00001
OG0004316	CAPO300656	CAEEL10340
OG0004321	CAPO306639	CAEEL11975
OG0004324	CAPO300240	CAEEL07830
OG0004328	CAPO305261	CAEEL00916
OG0004329	CAPO302035	CAEEL16040
OG0004330	CAPO305393	CAEEL15513
OG0004331	CAPO305384	CAEEL11038
OG0004333	CAPO303439	CAEEL19900
OG0004335	CAPO302791	CAEEL09206
OG0004337	CAPO300958	CAEEL11698, CAEEL01133
OG0004338	CAPO300828	CAEEL07793
OG0004344	CAPO307152	CAEEL16267
OG0004345	CAPO306847	CAEEL06934
OG0004347	CAPO307703	CAEEL07276
OG0004348	CAPO306158	CAEEL08518
OG0004349	CAPO308184	CAEEL06923, CAEEL06922
OG0004350	CAPO300994	CAEEL01588
OG0004351	CAPO307239	CAEEL08854
OG0004353	CAPO306055, CAPO306087	CAEEL03078
OG0004355	CAPO303478	CAEEL17139
OG0004356	CAPO300159	CAEEL10602
OG0004357	CAPO303880	CAEEL01908
OG0004358	CAPO301323	CAEEL10874
OG0004359	CAPO305703	CAEEL05118
OG0004360	CAPO301752	CAEEL08760
OG0004361	CAPO308302	CAEEL01764
OG0004364	CAPO305213	CAEEL05913
OG0004365	CAPO305948	CAEEL00507
OG0004368	CAPO306084	CAEEL20084
OG0004369	CAPO305592	CAEEL08210
OG0004370	CAPO302143	CAEEL03244, CAEEL09918
OG0004372	CAPO304892	CAEEL05609
OG0004373	CAPO308311	CAEEL05891
OG0004374	CAPO306983	CAEEL07100
OG0004376	CAPO303203	CAEEL08383
OG0004377	CAPO303614	CAEEL07838
OG0004378	CAPO303140	CAEEL08612
OG0004379	CAPO300162	CAEEL06174
OG0004380	CAPO307847	CAEEL04195
OG0004381	CAPO300684	CAEEL00194
OG0004382	CAPO308307	CAEEL06795
OG0004388	CAPO303742	CAEEL02922
OG0004389	CAPO302416	CAEEL16085, CAEEL05794
OG0004390	CAPO300046	CAEEL10569
OG0004391	CAPO305468	CAEEL09690
OG0004392	CAPO303282, CAPO306870	CAEEL11311, CAEEL11312
OG0004394	CAPO305886	CAEEL00556
OG0004396	CAPO300955	CAEEL05746
OG0004398	CAPO307605, CAPO306029	CAEEL09179
OG0004399	CAPO301536	CAEEL12106
OG0004401	CAPO307684	CAEEL08851
OG0004402	CAPO301470	CAEEL07455
OG0004404	CAPO300907	CAEEL00266
OG0004413	CAPO301518	CAEEL12414
OG0004417	CAPO302119	CAEEL04605
OG0004423	CAPO306935	CAEEL08323, CAEEL04481, CAEEL04480
OG0004425	CAPO302090	CAEEL04267
OG0004426	CAPO301784	CAEEL06644
OG0004459	CAPO300459	CAEEL09113
OG0004460	CAPO307206	CAEEL05618, CAEEL12160
OG0004462	CAPO302893	CAEEL07505
OG0004465	CAPO303487	CAEEL14659
OG0004467	CAPO307496	CAEEL18811, CAEEL08802
OG0004468	CAPO307854	CAEEL08068, CAEEL00974
OG0004472	CAPO303803	CAEEL02040
OG0004474	CAPO300829	CAEEL04978, CAEEL19704
OG0004476	CAPO307856	CAEEL09485
OG0004479	CAPO303963	CAEEL01982
OG0004481	CAPO306702	CAEEL01863
OG0004484	CAPO302152	CAEEL03718, CAEEL03716
OG0004486	CAPO307639	CAEEL02086
OG0004489	CAPO305447	CAEEL07471
OG0004492	CAPO307196	CAEEL12152, CAEEL01223
OG0004494	CAPO306570	CAEEL06691
OG0004495	CAPO306359	CAEEL00990
OG0004496	CAPO303733	CAEEL17616
OG0004498	CAPO305224	CAEEL07493
OG0004500	CAPO301850	CAEEL07302, CAEEL06408
OG0004501	CAPO301840	CAEEL02204
OG0004506	CAPO305016	CAEEL09652
OG0004507	CAPO301894	CAEEL02892
OG0004509	CAPO300500	CAEEL08073, CAEEL06714
OG0004511	CAPO303457	CAEEL00625
OG0004513	CAPO303104	CAEEL02074
OG0004516	CAPO306036, CAPO307859	CAEEL02959, CAEEL09798
OG0004517	CAPO305332	CAEEL19843
OG0004518	CAPO306412	CAEEL18955
OG0004519	CAPO307914	CAEEL09657
OG0004520	CAPO300090	CAEEL04837
OG0004523	CAPO304989	CAEEL05687
OG0004525	CAPO303518	CAEEL03911
OG0004526	CAPO302498	CAEEL07101
OG0004532	CAPO300005	CAEEL10922
OG0004533	CAPO306022	CAEEL01233
OG0004535	CAPO307124	CAEEL05920
OG0004542	CAPO306706	CAEEL08914
OG0004544	CAPO306563	CAEEL10954
OG0004545	CAPO307212	CAEEL06229
OG0004546	CAPO306808	CAEEL12390
OG0004548	CAPO305113	CAEEL05049
OG0004551	CAPO301498	CAEEL07605
OG0004552	CAPO301361, CAPO306759	CAEEL14818
OG0004553	CAPO302768	CAEEL01890
OG0004554	CAPO300747	CAEEL12132
OG0004555	CAPO301994	CAEEL01286
OG0004558	CAPO307355	CAEEL01825
OG0004559	CAPO303756	CAEEL01667
OG0004563	CAPO303030	CAEEL05628
OG0004564	CAPO301873	CAEEL15096
OG0004565	CAPO303409	CAEEL01480
OG0004566	CAPO302081	CAEEL08060
OG0004569	CAPO303601	CAEEL05747
OG0004572	CAPO302719	CAEEL15485
OG0004573	CAPO302070, CAPO305859	CAEEL03080
OG0004574	CAPO300276	CAEEL05144
OG0004577	CAPO307905	CAEEL02135, CAEEL02134
OG0004578	CAPO307713	CAEEL20390, CAEEL07197, CAEEL15445
OG0004579	CAPO308171	CAEEL12615
OG0004581	CAPO305629	CAEEL20357
OG0004582	CAPO304857	CAEEL14132
OG0004583	CAPO301319	CAEEL07667
OG0004584	CAPO307051	CAEEL07066
OG0004585	CAPO307959	CAEEL02092
OG0004587	CAPO303576	CAEEL08366
OG0004588	CAPO307046	CAEEL08586
OG0004590	CAPO307910	CAEEL07891
OG0004592	CAPO307767	CAEEL05824
OG0004595	CAPO305901	CAEEL08365
OG0004596	CAPO301763	CAEEL00832
OG0004599	CAPO306185	CAEEL18962
OG0004602	CAPO307709	CAEEL17403
OG0004609	CAPO305274	CAEEL01549, CAEEL18748
OG0004610	CAPO308217	CAEEL01077
OG0004611	CAPO305879, CAPO305850	CAEEL06872
OG0004612	CAPO307176	CAEEL17404
OG0004616	CAPO302661, CAPO307774	CAEEL02677
OG0004619	CAPO306976	CAEEL07756
OG0004621	CAPO301592	CAEEL01185
OG0004626	CAPO304074	CAEEL02718
OG0004627	CAPO302578	CAEEL03177, CAEEL14265
OG0004628	CAPO300844	CAEEL08879
OG0004629	CAPO300874	CAEEL06027
OG0004630	CAPO300032	CAEEL04593
OG0004633	CAPO306431	CAEEL05017, CAEEL04995, CAEEL07556
OG0004634	CAPO306443	CAEEL04100
OG0004635	CAPO305826	CAEEL00310
OG0004638	CAPO300328	CAEEL15951
OG0004639	CAPO304960	CAEEL10507
OG0004640	CAPO305391	CAEEL00547
OG0004641	CAPO301192	CAEEL19853
OG0004642	CAPO303810	CAEEL00483
OG0004643	CAPO303111	CAEEL14114
OG0004644	CAPO308177	CAEEL03030
OG0004648	CAPO306796	CAEEL08010
OG0004649	CAPO308035	CAEEL08731
OG0004652	CAPO307126	CAEEL00605
OG0004654	CAPO304098	CAEEL11750
OG0004655	CAPO300932	CAEEL08002
OG0004656	CAPO306315	CAEEL20024, CAEEL05907
OG0004657	CAPO300965	CAEEL03111
OG0004658	CAPO302853	CAEEL10598, CAEEL10597
OG0004663	CAPO307060	CAEEL07711
OG0004664	CAPO304024	CAEEL14781
OG0004668	CAPO307032	CAEEL08996
OG0004669	CAPO301719	CAEEL16538
OG0004670	CAPO301141	CAEEL02555
OG0004671	CAPO303199	CAEEL07417
OG0004672	CAPO300788	CAEEL13478, CAEEL04196
OG0004674	CAPO301298	CAEEL04819
OG0004675	CAPO300152	CAEEL00752
OG0004678	CAPO306062	CAEEL08038
OG0004682	CAPO302643	CAEEL05023
OG0004685	CAPO300514	CAEEL09080
OG0004687	CAPO300850	CAEEL14139
OG0004690	CAPO302294	CAEEL19211, CAEEL07164, CAEEL19526
OG0004691	CAPO301832	CAEEL06746
OG0004694	CAPO302831	CAEEL10169
OG0004697	CAPO308157	CAEEL08756
OG0004699	CAPO305801	CAEEL06377
OG0004700	CAPO305394	CAEEL14721
OG0004703	CAPO302281	CAEEL06877
OG0004704	CAPO306248	CAEEL18407
OG0004708	CAPO302589	CAEEL19872
OG0004711	CAPO307614	CAEEL00544
OG0004728	CAPO306092	CAEEL00538
OG0004733	CAPO303723	CAEEL14033
OG0004738	CAPO307391	CAEEL01347
OG0004739	CAPO305372	CAEEL11525, CAEEL11526
OG0004740	CAPO303587	CAEEL00607
OG0004743	CAPO305537	CAEEL09903
OG0004744	CAPO307377	CAEEL01018
OG0004747	CAPO305266	CAEEL05338
OG0004749	CAPO303738	CAEEL01493
OG0004752	CAPO300189	CAEEL01146
OG0004753	CAPO307970	CAEEL05745
OG0004755	CAPO304664	CAEEL05081
OG0004756	CAPO300650	CAEEL04839
OG0004758	CAPO307791	CAEEL07889
OG0004759	CAPO301731	CAEEL14427
OG0004760	CAPO302986	CAEEL04521
OG0004761	CAPO301372	CAEEL04717
OG0004762	CAPO306336	CAEEL04079
OG0004763	CAPO303189	CAEEL09072, CAEEL20382
OG0004764	CAPO306665	CAEEL08826
OG0004765	CAPO300145	CAEEL05458
OG0004766	CAPO300107	CAEEL11340
OG0004767	CAPO304258	CAEEL15300
OG0004768	CAPO302814	CAEEL15484
OG0004769	CAPO305909	CAEEL12780
OG0004770	CAPO306549	CAEEL01889
OG0004774	CAPO302467	CAEEL06238
OG0004775	CAPO308292	CAEEL13367, CAEEL13366
OG0004781	CAPO302855	CAEEL08433
OG0004784	CAPO300506	CAEEL12805
OG0004785	CAPO301223	CAEEL06884
OG0004786	CAPO306813	CAEEL08213
OG0004787	CAPO300677	CAEEL05444
OG0004792	CAPO304121, CAPO301355	CAEEL07537
OG0004793	CAPO303691	CAEEL04135, CAEEL04136
OG0004794	CAPO302268	CAEEL18384
OG0004795	CAPO306522	CAEEL08472
OG0004797	CAPO308248	CAEEL00938
OG0004798	CAPO303882	CAEEL13028, CAEEL13027
OG0004803	CAPO306090	CAEEL01421, CAEEL18833
OG0004805	CAPO301148	CAEEL12139
OG0004808	CAPO300921	CAEEL02473, CAEEL11207
OG0004811	CAPO304670	CAEEL01647
OG0004812	CAPO300913	CAEEL13048, CAEEL18140
OG0004813	CAPO302301	CAEEL00671
OG0004814	CAPO305193	CAEEL07145
OG0004815	CAPO306099	CAEEL20168
OG0004816	CAPO306093	CAEEL16537
OG0004817	CAPO300646	CAEEL06643
OG0004819	CAPO303489	CAEEL17427
OG0004820	CAPO301474	CAEEL02793
OG0004822	CAPO303272	CAEEL08056
OG0004825	CAPO303625	CAEEL11735
OG0004826	CAPO302318	CAEEL15579
OG0004828	CAPO300795	CAEEL10102
OG0004829	CAPO306677	CAEEL10445
OG0004830	CAPO304259, CAPO301109	CAEEL14471
OG0004832	CAPO300644	CAEEL07284
OG0004833	CAPO307386, CAPO307385	CAEEL01811, CAEEL01810, CAEEL17285, CAEEL17797, CAEEL16922
OG0004835	CAPO307142	CAEEL18124
OG0004836	CAPO300476	CAEEL07499
OG0004837	CAPO306341	CAEEL17416
OG0004838	CAPO300483	CAEEL14322
OG0004840	CAPO301303	CAEEL00561
OG0004841	CAPO301073	CAEEL02557
OG0004842	CAPO307208	CAEEL15435
OG0004843	CAPO302296	CAEEL04542
OG0004844	CAPO308225	CAEEL14096
OG0004845	CAPO300244	CAEEL00830
OG0004849	CAPO302897	CAEEL05685
OG0004850	CAPO302165	CAEEL08379
OG0004851	CAPO304052	CAEEL09166
OG0004852	CAPO305241	CAEEL08142
OG0004853	CAPO306818	CAEEL20498
OG0004854	CAPO307677	CAEEL02729
OG0004855	CAPO307136	CAEEL07990
OG0004856	CAPO307877	CAEEL19311
OG0004858	CAPO306514	CAEEL09152
OG0004859	CAPO305955	CAEEL09290
OG0004861	CAPO300721	CAEEL01470
OG0004863	CAPO300215	CAEEL15773
OG0004864	CAPO306175	CAEEL09721, CAEEL09722
OG0004869	CAPO301505	CAEEL07736
OG0004873	CAPO305056	CAEEL10496, CAEEL15348
OG0004874	CAPO302314	CAEEL06394
OG0004875	CAPO305599	CAEEL02867
OG0004880	CAPO307520	CAEEL10160
