Orthogroup	CAPO3	XENTR
OG0002747	CAPO308121	XENTR15530, XENTR12004
OG0002749	CAPO305516	XENTR10274
OG0002751	CAPO300590	XENTR00851
OG0002752	CAPO306571	XENTR04386
OG0002753	CAPO301419	XENTR11296, XENTR02867
OG0002755	CAPO303504	XENTR08690, XENTR08689
OG0002756	CAPO302206	XENTR02781
OG0002757	CAPO301022	XENTR12168
OG0002758	CAPO302892, CAPO307678	XENTR04566, XENTR03532
OG0002760	CAPO306120	XENTR00378
OG0002764	CAPO300451	XENTR15483
OG0002765	CAPO307679	XENTR17842, XENTR00480
OG0002766	CAPO300475	XENTR08503
OG0002767	CAPO302818	XENTR04364, XENTR04365, XENTR03484
OG0002770	CAPO300723	XENTR02195
OG0002771	CAPO307480	XENTR00192, XENTR03850
OG0002772	CAPO301657	XENTR11948, XENTR11949
OG0002773	CAPO300783	XENTR12292, XENTR12291
OG0002774	CAPO301900	XENTR11548, XENTR10278, XENTR18198
OG0002776	CAPO300785	XENTR09728
OG0002777	CAPO303340	XENTR11797, XENTR19160
OG0002779	CAPO306710	XENTR10031
OG0002780	CAPO306806	XENTR13725
OG0002782	CAPO301842	XENTR00623
OG0002785	CAPO300520	XENTR00059, XENTR05827
OG0002787	CAPO307667	XENTR00501
OG0002788	CAPO304831	XENTR09878, XENTR09877, XENTR04431
OG0002799	CAPO301814	XENTR17773, XENTR17772
OG0002814	CAPO300792	XENTR07560, XENTR05582
OG0002815	CAPO305247	XENTR11891, XENTR04234
OG0002816	CAPO300822	XENTR00002, XENTR00003
OG0002817	CAPO305631	XENTR12101
OG0002818	CAPO300344	XENTR13155, XENTR06391
OG0002821	CAPO300805, CAPO300806	XENTR05879
OG0002822	CAPO300505	XENTR00124, XENTR13843
OG0002824	CAPO304804	XENTR13061, XENTR06524
OG0002825	CAPO303958	XENTR11515, XENTR10143
OG0002826	CAPO305161	XENTR09079, XENTR12650
OG0002827	CAPO302357	XENTR09149
OG0002828	CAPO302033	XENTR06020
OG0002831	CAPO303454	XENTR16010
OG0002833	CAPO302961	XENTR11335
OG0002835	CAPO306542	XENTR11887, XENTR14253
OG0002836	CAPO301463	XENTR03259, XENTR09231, XENTR09230
OG0002837	CAPO304096	XENTR15959, XENTR00684
OG0002839	CAPO302420	XENTR15634
OG0002841	CAPO302293	XENTR00738
OG0002842	CAPO300353	XENTR14759, XENTR00342
OG0002843	CAPO300339	XENTR01142
OG0002844	CAPO306381, CAPO305443	XENTR02808, XENTR17210
OG0002845	CAPO305717	XENTR05284, XENTR19219
OG0002847	CAPO307024	XENTR01188
OG0002848	CAPO306888	XENTR02131
OG0002850	CAPO305439	XENTR03096, XENTR11615
OG0002851	CAPO304239	XENTR11403, XENTR00147
OG0002858	CAPO302020	XENTR10468, XENTR10467, XENTR03717
OG0002860	CAPO304305	XENTR01789
OG0002864	CAPO303007	XENTR13804, XENTR13234
OG0002865	CAPO302058	XENTR18512
OG0002866	CAPO307089	XENTR04723, XENTR13209
OG0002868	CAPO307730	XENTR02779
OG0002870	CAPO303935	XENTR04233
OG0002873	CAPO302439	XENTR12525
OG0002875	CAPO302434	XENTR07629
OG0002876	CAPO302622	XENTR10826, XENTR08160
OG0002877	CAPO303139	XENTR08111
OG0002878	CAPO304014	XENTR13568, XENTR15797
OG0002884	CAPO306804	XENTR16780
OG0002888	CAPO302979	XENTR01004
OG0002890	CAPO307147	XENTR02150
OG0002891	CAPO305115	XENTR06504, XENTR01216
OG0002894	CAPO307506	XENTR09951
OG0002895	CAPO306767, CAPO303745	XENTR10722, XENTR13295
OG0002896	CAPO301218	XENTR18124, XENTR10924
OG0002897	CAPO306671	XENTR08807
OG0002899	CAPO306014	XENTR15290, XENTR00294
OG0002900	CAPO303795	XENTR01428, XENTR17889
OG0002902	CAPO300125	XENTR00980, XENTR00979
OG0002907	CAPO303347	XENTR03427, XENTR03122
OG0002908	CAPO301293	XENTR07223
OG0002909	CAPO302801	XENTR07054, XENTR02377
OG0002911	CAPO306312	XENTR14212, XENTR02243, XENTR02244
OG0002913	CAPO307505	XENTR02916, XENTR02037, XENTR02036
OG0002914	CAPO304158	XENTR18481
OG0002915	CAPO307623	XENTR15678
OG0002916	CAPO307991	XENTR15380, XENTR04744
OG0002917	CAPO304597	XENTR03199
OG0002921	CAPO307445	XENTR14977
OG0002922	CAPO305731	XENTR10516, XENTR02242
OG0002923	CAPO307207	XENTR05145, XENTR02489
OG0002926	CAPO301908	XENTR05828, XENTR08104
OG0002931	CAPO300557	XENTR16292, XENTR06017, XENTR03066
OG0002944	CAPO306630	XENTR03625, XENTR09325
OG0002945	CAPO307786	XENTR16676
OG0002946	CAPO302209	XENTR15229
OG0002947	CAPO306510	XENTR10595
OG0002948	CAPO303072	XENTR19009
OG0002949	CAPO305527, CAPO304499	XENTR05420
OG0002950	CAPO302322	XENTR07333
OG0002952	CAPO304062, CAPO304063	XENTR14461, XENTR01620
OG0002953	CAPO305937	XENTR17933, XENTR17932
OG0002954	CAPO303510	XENTR04437, XENTR11796
OG0002955	CAPO305617	XENTR03055
OG0002957	CAPO303846	XENTR06187
OG0002959	CAPO305557	XENTR15400, XENTR12100
OG0002960	CAPO301301	XENTR12922
OG0002961	CAPO306313	XENTR11693
OG0002962	CAPO302937	XENTR07404, XENTR13997
OG0002965	CAPO304902	XENTR07283
OG0002968	CAPO306161	XENTR17755
OG0002969	CAPO301408	XENTR14194
OG0002973	CAPO301405	XENTR06006, XENTR12884
OG0002974	CAPO300358	XENTR15000, XENTR15123
OG0002976	CAPO304649	XENTR14081
OG0002977	CAPO306762	XENTR09457
OG0002979	CAPO300623	XENTR15507
OG0002981	CAPO305421	XENTR00095
OG0002982	CAPO306469	XENTR13101
OG0002983	CAPO302346	XENTR12350, XENTR13304
OG0002985	CAPO300589	XENTR01815
OG0002987	CAPO306603	XENTR01945, XENTR08978, XENTR09778
OG0002988	CAPO300003	XENTR05343, XENTR08422, XENTR08423
OG0002990	CAPO304869	XENTR01994, XENTR12466, XENTR08715
OG0002991	CAPO300778	XENTR07281
OG0002992	CAPO307180	XENTR01895, XENTR06222
OG0002994	CAPO307303	XENTR02151
OG0002997	CAPO307685	XENTR15357, XENTR00325
OG0002998	CAPO302958	XENTR10809, XENTR17352, XENTR06372
OG0003001	CAPO302423	XENTR01871, XENTR05403
OG0003002	CAPO304848	XENTR17080, XENTR05211
OG0003004	CAPO304489	XENTR07513, XENTR02073
OG0003005	CAPO302452, CAPO300516	XENTR18499
OG0003006	CAPO302605	XENTR11337
OG0003010	CAPO303642	XENTR14276
OG0003012	CAPO302272	XENTR02824
OG0003014	CAPO304419	XENTR03629
OG0003016	CAPO301025	XENTR11776, XENTR18402
OG0003017	CAPO303755	XENTR16354, XENTR16355, XENTR16352, XENTR16351
OG0003018	CAPO301697	XENTR16972
OG0003019	CAPO302687	XENTR10695, XENTR10694
OG0003022	CAPO308155	XENTR05917
OG0003024	CAPO300933	XENTR18532
OG0003025	CAPO306077	XENTR13995, XENTR00407
OG0003026	CAPO304742	XENTR17420
OG0003027	CAPO302145	XENTR04043, XENTR01453
OG0003028	CAPO307794	XENTR11464
OG0003029	CAPO301992	XENTR08351, XENTR05958
OG0003030	CAPO304737	XENTR04003, XENTR18856, XENTR16201
OG0003033	CAPO300181	XENTR01505
OG0003034	CAPO300214, CAPO307271	XENTR01021, XENTR05789
OG0003037	CAPO305626	XENTR06327
OG0003038	CAPO300861	XENTR15955, XENTR17309
OG0003041	CAPO306033	XENTR00227
OG0003042	CAPO301480	XENTR05407, XENTR05408
OG0003043	CAPO304921	XENTR13370
OG0003044	CAPO300082	XENTR08887
OG0003046	CAPO302851	XENTR00458, XENTR06271
OG0003048	CAPO300169	XENTR04971
OG0003049	CAPO300501, CAPO307086, CAPO305726	XENTR12371
OG0003053	CAPO305034	XENTR14155
OG0003054	CAPO305605	XENTR02710
OG0003055	CAPO307832	XENTR00054, XENTR12225
OG0003056	CAPO300334	XENTR12840, XENTR17467
OG0003058	CAPO305219	XENTR07986, XENTR10890, XENTR02463
OG0003059	CAPO307928	XENTR12777
OG0003060	CAPO300265	XENTR06510, XENTR13247, XENTR16776
OG0003063	CAPO306091	XENTR10800
OG0003064	CAPO303600	XENTR18991
OG0003065	CAPO305486	XENTR08230
OG0003067	CAPO301062	XENTR08052
OG0003071	CAPO303765	XENTR03967
OG0003072	CAPO300719	XENTR02567, XENTR00734
OG0003073	CAPO300571	XENTR04061
OG0003074	CAPO305232	XENTR02964, XENTR07675
OG0003079	CAPO303732	XENTR14327, XENTR13284
OG0003103	CAPO300058	XENTR07478, XENTR07479, XENTR02297
OG0003104	CAPO300208	XENTR06110, XENTR04678
OG0003106	CAPO300222	XENTR12128
OG0003107	CAPO305408	XENTR10986
OG0003108	CAPO307100	XENTR11504, XENTR11503
OG0003110	CAPO302380	XENTR02312
OG0003111	CAPO305398	XENTR12220
OG0003112	CAPO305044	XENTR07566
OG0003113	CAPO303380	XENTR16144
OG0003114	CAPO305811	XENTR18657, XENTR06619
OG0003115	CAPO305328	XENTR01484, XENTR05078, XENTR17555, XENTR11937
OG0003116	CAPO304220	XENTR03534
OG0003119	CAPO301756	XENTR16252, XENTR18505
OG0003120	CAPO301313	XENTR06695
OG0003121	CAPO300078	XENTR11254
OG0003122	CAPO305152	XENTR07201, XENTR16285
OG0003124	CAPO307110	XENTR00783
OG0003125	CAPO308199	XENTR09690
OG0003126	CAPO302418	XENTR04714
OG0003128	CAPO300639	XENTR14159, XENTR03521
OG0003130	CAPO308112	XENTR04051
OG0003131	CAPO301104	XENTR13920
OG0003135	CAPO304970	XENTR02084
OG0003136	CAPO303233	XENTR12656, XENTR02424, XENTR05090
OG0003138	CAPO307798	XENTR08591
OG0003141	CAPO300915	XENTR16911
OG0003144	CAPO304802	XENTR07607, XENTR11410
OG0003145	CAPO301669	XENTR04007
OG0003146	CAPO304953	XENTR18081, XENTR05117
OG0003147	CAPO305754	XENTR09759
OG0003150	CAPO304553	XENTR02043, XENTR08836
OG0003151	CAPO302311	XENTR08206, XENTR02485, XENTR02484
OG0003152	CAPO306395	XENTR07384, XENTR12708
OG0003153	CAPO305242	XENTR18452
OG0003154	CAPO308152	XENTR00073
OG0003157	CAPO300659	XENTR16641
OG0003158	CAPO304754	XENTR09421, XENTR06360
OG0003159	CAPO307514	XENTR04322, XENTR04257
OG0003160	CAPO305734	XENTR13384
OG0003161	CAPO307952, CAPO307190, CAPO305141	XENTR09600
OG0003162	CAPO303406	XENTR03824, XENTR08572
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	XENTR11544, XENTR05306
OG0003164	CAPO302879	XENTR00718, XENTR05518
OG0003165	CAPO302597	XENTR12396, XENTR12753
OG0003166	CAPO306562	XENTR07083
OG0003169	CAPO302137	XENTR00138
OG0003172	CAPO306984	XENTR14668
OG0003174	CAPO306817	XENTR07544, XENTR18836
OG0003175	CAPO306274	XENTR01126, XENTR01743, XENTR01744
OG0003176	CAPO307890	XENTR00495
OG0003177	CAPO305441	XENTR12635
OG0003178	CAPO303283	XENTR11667, XENTR09042
OG0003179	CAPO300801	XENTR11724
OG0003181	CAPO304354	XENTR18277
OG0003182	CAPO308003	XENTR13629
OG0003184	CAPO303123	XENTR12742
OG0003185	CAPO301951	XENTR17498, XENTR15967
OG0003187	CAPO303479	XENTR16789
OG0003189	CAPO303157	XENTR15950
OG0003190	CAPO303910	XENTR05661
OG0003191	CAPO306279	XENTR05225
OG0003192	CAPO301014	XENTR08220, XENTR12874
OG0003193	CAPO301211	XENTR09215
OG0003196	CAPO306231	XENTR16724
OG0003198	CAPO304417	XENTR08036
OG0003199	CAPO305890	XENTR13157
OG0003200	CAPO301026	XENTR05762
OG0003202	CAPO307016	XENTR06728
OG0003203	CAPO305085	XENTR15103
OG0003206	CAPO306250	XENTR01762
OG0003207	CAPO301521	XENTR17115, XENTR02861
OG0003210	CAPO303247	XENTR07740, XENTR03933
OG0003211	CAPO307771	XENTR01345
OG0003212	CAPO300076	XENTR07956, XENTR01342
OG0003214	CAPO305438	XENTR08605, XENTR08604, XENTR06201
OG0003215	CAPO305646	XENTR07497, XENTR09047
OG0003217	CAPO304366	XENTR05031, XENTR04303
OG0003218	CAPO308113	XENTR12593
OG0003219	CAPO306660	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	CAPO304799	XENTR11144, XENTR12866
OG0003221	CAPO300283	XENTR02159, XENTR04079
OG0003223	CAPO307650	XENTR06905
OG0003225	CAPO303179	XENTR02604
OG0003227	CAPO306597	XENTR01422
OG0003228	CAPO305495	XENTR13523
OG0003230	CAPO301507	XENTR10511, XENTR10510
OG0003231	CAPO301890	XENTR18302
OG0003235	CAPO301047	XENTR17209
OG0003238	CAPO305586	XENTR13238
OG0003240	CAPO303081	XENTR17311, XENTR17807
OG0003251	CAPO307251	XENTR09756
OG0003252	CAPO305303	XENTR09598, XENTR09597
OG0003254	CAPO307938	XENTR15784
OG0003257	CAPO303231	XENTR11651
OG0003263	CAPO303458	XENTR11183
OG0003264	CAPO306409	XENTR02125, XENTR05760
OG0003266	CAPO303168	XENTR12815, XENTR10446
OG0003267	CAPO300914	XENTR06701
OG0003268	CAPO301821	XENTR11858
OG0003269	CAPO304139	XENTR00981
OG0003272	CAPO300665	XENTR11923, XENTR13832
OG0003273	CAPO307851	XENTR14541, XENTR09949
OG0003277	CAPO306142	XENTR01225, XENTR05973
OG0003278	CAPO306634	XENTR12702
OG0003279	CAPO306251	XENTR06409, XENTR03464
OG0003282	CAPO305239	XENTR08973
OG0003283	CAPO304400	XENTR02862
OG0003284	CAPO302648	XENTR09406, XENTR09408, XENTR09407
OG0003287	CAPO306546	XENTR07598
OG0003288	CAPO307866	XENTR00671
OG0003290	CAPO307662, CAPO300441	XENTR07784
OG0003293	CAPO300956	XENTR05206
OG0003294	CAPO303988	XENTR05508
OG0003296	CAPO301282	XENTR00824
OG0003297	CAPO307941	XENTR07372
OG0003298	CAPO306456	XENTR15553
OG0003301	CAPO300201	XENTR10815, XENTR08929
OG0003302	CAPO303848	XENTR02111
OG0003303	CAPO304414	XENTR07483
OG0003306	CAPO303291	XENTR07978
OG0003309	CAPO301499	XENTR15002, XENTR18421
OG0003315	CAPO301649	XENTR05114
OG0003316	CAPO300235	XENTR08584
OG0003317	CAPO304285	XENTR09784
OG0003318	CAPO302830	XENTR17690, XENTR06814
OG0003320	CAPO303640	XENTR02217
OG0003324	CAPO308312	XENTR05271, XENTR05270
OG0003325	CAPO300972, CAPO304961	XENTR14438
OG0003326	CAPO308259	XENTR10496, XENTR05739
OG0003329	CAPO303336, CAPO300711	XENTR05841
OG0003331	CAPO303947	XENTR04048
OG0003332	CAPO307894	XENTR17058, XENTR17059
OG0003333	CAPO307836	XENTR04475, XENTR16496, XENTR16497
OG0003335	CAPO302255	XENTR09006
OG0003340	CAPO305389	XENTR05753, XENTR04075
OG0003341	CAPO301683	XENTR12776
OG0003348	CAPO308059, CAPO308052	XENTR12378, XENTR08608
OG0003349	CAPO300780	XENTR05563, XENTR07550
OG0003353	CAPO304897	XENTR00740
OG0003354	CAPO300396	XENTR14729
OG0003355	CAPO308186	XENTR08296, XENTR14300
OG0003356	CAPO306224	XENTR01788, XENTR19056
OG0003357	CAPO307953	XENTR08718
OG0003359	CAPO303262, CAPO304527	XENTR15397
OG0003360	CAPO301722	XENTR03049, XENTR03048
OG0003361	CAPO301802	XENTR13092
OG0003362	CAPO306572	XENTR04367
OG0003364	CAPO301569	XENTR14029, XENTR16714
OG0003365	CAPO301538	XENTR02850, XENTR01233
OG0003366	CAPO302011	XENTR04144
OG0003368	CAPO307793	XENTR08859
OG0003369	CAPO305084	XENTR02694, XENTR17149
OG0003373	CAPO301869	XENTR14268
OG0003374	CAPO305683	XENTR00231, XENTR13931
OG0003375	CAPO301633, CAPO305837	XENTR18878, XENTR00570
OG0003376	CAPO306560	XENTR08868
OG0003377	CAPO301205	XENTR09874
OG0003378	CAPO305510	XENTR05665, XENTR16000
OG0003379	CAPO301575	XENTR05021
OG0003380	CAPO301115	XENTR00830
OG0003382	CAPO302262	XENTR06748
OG0003383	CAPO305778	XENTR17067, XENTR06946, XENTR06945, XENTR14929
OG0003384	CAPO306617	XENTR01965
OG0003386	CAPO300917	XENTR15284
OG0003388	CAPO302657, CAPO304459, CAPO302957	XENTR06699
OG0003391	CAPO301846	XENTR13531
OG0003392	CAPO304278	XENTR09804, XENTR00995, XENTR07310
OG0003393	CAPO304102	XENTR04439
OG0003419	CAPO301040	XENTR16940
OG0003421	CAPO300028	XENTR04887
OG0003422	CAPO300121	XENTR08946, XENTR08947
OG0003424	CAPO307323	XENTR01798
OG0003425	CAPO304371	XENTR08256
OG0003426	CAPO301532	XENTR14116
OG0003428	CAPO300586	XENTR12198
OG0003429	CAPO307638	XENTR12279
OG0003430	CAPO305848	XENTR15234, XENTR15219
OG0003431	CAPO308284	XENTR08565, XENTR08564, XENTR09172
OG0003434	CAPO303572	XENTR01877
OG0003443	CAPO306901, CAPO306924	XENTR07991, XENTR13306
OG0003447	CAPO304621, CAPO305856	XENTR05985
OG0003448	CAPO305307	XENTR00217, XENTR05059
OG0003449	CAPO304421	XENTR04620
OG0003450	CAPO304313	XENTR11136
OG0003451	CAPO302760	XENTR03958
OG0003453	CAPO304718	XENTR12517
OG0003454	CAPO305798	XENTR06943, XENTR12431
OG0003455	CAPO300221	XENTR18377, XENTR19153
OG0003456	CAPO305023	XENTR10526
OG0003457	CAPO307022	XENTR04624, XENTR08027
OG0003458	CAPO301287	XENTR11788
OG0003459	CAPO304210	XENTR01653
OG0003461	CAPO304469	XENTR19131, XENTR15751
OG0003462	CAPO306452	XENTR16197
OG0003464	CAPO306136	XENTR00966
OG0003465	CAPO307530	XENTR06176
OG0003467	CAPO306150	XENTR17927
OG0003471	CAPO304216	XENTR06561
OG0003475	CAPO307501	XENTR16240
OG0003476	CAPO306987	XENTR00760
OG0003477	CAPO308122	XENTR08073
OG0003478	CAPO300139	XENTR12098
OG0003479	CAPO302288	XENTR02579, XENTR16286, XENTR11231
OG0003480	CAPO303582	XENTR09961, XENTR17800
OG0003483	CAPO305509	XENTR07509
OG0003486	CAPO304249	XENTR14251, XENTR14252
OG0003487	CAPO300925	XENTR18643
OG0003489	CAPO305291	XENTR05327, XENTR05749
OG0003491	CAPO304911	XENTR03228, XENTR07233
OG0003492	CAPO306303	XENTR01960, XENTR06706
OG0003493	CAPO306533	XENTR00341
OG0003497	CAPO305660	XENTR06024, XENTR18982
OG0003498	CAPO306898	XENTR03494
OG0003499	CAPO301160	XENTR09564
OG0003500	CAPO304927	XENTR14238, XENTR02385
OG0003501	CAPO303209	XENTR10636
OG0003502	CAPO306906	XENTR06321
OG0003503	CAPO307158	XENTR13845
OG0003504	CAPO304351	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	CAPO305207	XENTR00482
OG0003506	CAPO302826	XENTR11659, XENTR05517
OG0003507	CAPO303307	XENTR10640, XENTR00027
OG0003508	CAPO307911	XENTR17069, XENTR08767
OG0003509	CAPO305689	XENTR18947
OG0003511	CAPO307348, CAPO308352	XENTR05842
OG0003512	CAPO303631, CAPO302677, CAPO302168	XENTR01185
OG0003515	CAPO307211	XENTR10827, XENTR01032
OG0003518	CAPO307641	XENTR08349
OG0003519	CAPO307608	XENTR16950
OG0003522	CAPO306659	XENTR04224
OG0003523	CAPO304976	XENTR06238
OG0003525	CAPO305089	XENTR04572
OG0003528	CAPO306484	XENTR10782
OG0003531	CAPO300308	XENTR02395, XENTR17644
OG0003532	CAPO303744	XENTR10579
OG0003533	CAPO301327	XENTR06013
OG0003538	CAPO301093	XENTR16304
OG0003539	CAPO300449	XENTR17518
OG0003541	CAPO300603	XENTR10222
OG0003543	CAPO301989	XENTR16314, XENTR00214
OG0003544	CAPO300418	XENTR13004, XENTR07985
OG0003546	CAPO303583	XENTR06379, XENTR00109
OG0003547	CAPO308031	XENTR05429, XENTR12061
OG0003550	CAPO300137	XENTR11802, XENTR05398
OG0003551	CAPO308286	XENTR04301
OG0003552	CAPO307114	XENTR01989
OG0003554	CAPO301001	XENTR12448
OG0003557	CAPO306086	XENTR02226
OG0003561	CAPO301198	XENTR09143, XENTR09144, XENTR15956
OG0003562	CAPO303388	XENTR13770
OG0003563	CAPO300808, CAPO301102	XENTR00974
OG0003564	CAPO300720	XENTR01915, XENTR08979
OG0003566	CAPO300164	XENTR08703
OG0003567	CAPO307296	XENTR12992
OG0003568	CAPO303992	XENTR01200
OG0003569	CAPO306390	XENTR00379, XENTR02589, XENTR02786
OG0003570	CAPO305849	XENTR15222
OG0003573	CAPO300904	XENTR18024
OG0003577	CAPO306764	XENTR15366
OG0003578	CAPO307426	XENTR14689, XENTR00880
OG0003579	CAPO300766	XENTR01923, XENTR05581, XENTR05580
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	XENTR18268
OG0003582	CAPO302819	XENTR13303
OG0003599	CAPO301420	XENTR06077
OG0003607	CAPO301867	XENTR04132
OG0003610	CAPO302401	XENTR18364
OG0003611	CAPO306320	XENTR13792
OG0003612	CAPO304993	XENTR12924
OG0003613	CAPO305029	XENTR07063, XENTR18350
OG0003617	CAPO306844	XENTR18835
OG0003618	CAPO302109	XENTR06591
OG0003619	CAPO304837	XENTR14382
OG0003620	CAPO306673	XENTR11610
OG0003621	CAPO302199	XENTR08477, XENTR08478
OG0003622	CAPO305075	XENTR00588
OG0003624	CAPO303633	XENTR04842
OG0003630	CAPO308012	XENTR17948
OG0003631	CAPO303610	XENTR01597
OG0003635	CAPO308133	XENTR09260
OG0003638	CAPO305555	XENTR03036
OG0003640	CAPO301244	XENTR07366, XENTR07389, XENTR15717
OG0003641	CAPO300746	XENTR07679
OG0003644	CAPO304835	XENTR17108
OG0003645	CAPO307108	XENTR03915, XENTR07317
OG0003646	CAPO304914	XENTR17031, XENTR17030
OG0003648	CAPO302617	XENTR11369
OG0003649	CAPO301930	XENTR11535
OG0003650	CAPO306633	XENTR18719
OG0003651	CAPO305370	XENTR07797
OG0003652	CAPO300427	XENTR05790, XENTR01212
OG0003655	CAPO303553	XENTR16032, XENTR04379
OG0003656	CAPO301350	XENTR08122, XENTR09683
OG0003657	CAPO305783	XENTR07176
OG0003658	CAPO303162	XENTR03326
OG0003661	CAPO300815	XENTR03758
OG0003664	CAPO305504	XENTR01685
OG0003666	CAPO300690	XENTR15411, XENTR03926
OG0003667	CAPO303859	XENTR07700, XENTR00535
OG0003668	CAPO300260	XENTR02672
OG0003669	CAPO305883	XENTR08683
OG0003671	CAPO308173	XENTR13386, XENTR15446
OG0003672	CAPO300582	XENTR07314
OG0003676	CAPO304948	XENTR00677
OG0003677	CAPO300011	XENTR08610, XENTR17285, XENTR15109
OG0003679	CAPO304696	XENTR18397, XENTR12379
OG0003680	CAPO300884	XENTR05231
OG0003682	CAPO301860	XENTR13445
OG0003684	CAPO302734	XENTR04969
OG0003685	CAPO305996	XENTR15247, XENTR08131
OG0003686	CAPO302144	XENTR05887
OG0003687	CAPO301501	XENTR05213, XENTR00134
OG0003688	CAPO307252	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	CAPO301215	XENTR14093, XENTR05380
OG0003690	CAPO307478	XENTR02409
OG0003693	CAPO302269	XENTR10718, XENTR18258
OG0003694	CAPO307654	XENTR17179
OG0003695	CAPO303363	XENTR07743, XENTR03931
OG0003696	CAPO304903	XENTR02869
OG0003697	CAPO307718	XENTR07379
OG0003698	CAPO306302	XENTR09545, XENTR01970
OG0003700	CAPO304411	XENTR15169, XENTR07388
OG0003703	CAPO305764	XENTR16337, XENTR12841
OG0003704	CAPO308213	XENTR14777, XENTR00061
OG0003710	CAPO301647	XENTR06304
OG0003712	CAPO300556	XENTR01274, XENTR12990
OG0003713	CAPO306178	XENTR03924
OG0003716	CAPO303976	XENTR10549
OG0003717	CAPO306282	XENTR08367
OG0003718	CAPO307310	XENTR10379
OG0003720	CAPO300371	XENTR01280, XENTR11759
OG0003721	CAPO300976, CAPO300975	XENTR07713, XENTR09504
OG0003722	CAPO300031	XENTR13252, XENTR06780
OG0003724	CAPO308007	XENTR10087
OG0003729	CAPO307394	XENTR03157
OG0003730	CAPO305074	XENTR02013
OG0003731	CAPO304053	XENTR04923
OG0003732	CAPO306498	XENTR18126
OG0003733	CAPO305671	XENTR04294
OG0003734	CAPO305564	XENTR16422
OG0003735	CAPO308150	XENTR05792
OG0003738	CAPO304238	XENTR17869
OG0003739	CAPO300467	XENTR15714
OG0003740	CAPO307238	XENTR15199
OG0003741	CAPO305770	XENTR17057
OG0003742	CAPO303080	XENTR03179, XENTR03778
OG0003743	CAPO302360	XENTR12518
OG0003744	CAPO306491	XENTR06835, XENTR16465
OG0003745	CAPO307585	XENTR00802
OG0003749	CAPO306992	XENTR16748
OG0003750	CAPO304840	XENTR02453
OG0003752	CAPO306304	XENTR05303
OG0003754	CAPO305643	XENTR10153, XENTR11505
OG0003755	CAPO300113	XENTR04060
OG0003756	CAPO307901	XENTR06642
OG0003758	CAPO308214	XENTR10842, XENTR07110
OG0003759	CAPO307476	XENTR16557, XENTR14606
OG0003760	CAPO304944	XENTR04510, XENTR16728
OG0003761	CAPO301690	XENTR05309, XENTR05308, XENTR07160
OG0003762	CAPO303010	XENTR07403
OG0003764	CAPO300879	XENTR10248
OG0003769	CAPO305668	XENTR12425
OG0003770	CAPO300865, CAPO305387	XENTR14731
OG0003771	CAPO300755	XENTR13739, XENTR03911
OG0003773	CAPO301706	XENTR01780, XENTR13130
OG0003776	CAPO306521	XENTR07141
OG0003778	CAPO302558	XENTR10711
OG0003779	CAPO304919	XENTR17121
OG0003781	CAPO307368	XENTR11089, XENTR16719, XENTR16718
OG0003798	CAPO300229	XENTR01114, XENTR07104
OG0003803	CAPO307540	XENTR01279
OG0003806	CAPO304817	XENTR07356
OG0003807	CAPO308021	XENTR01368, XENTR01369, XENTR01367
OG0003808	CAPO308095	XENTR13676
OG0003809	CAPO306197	XENTR08847, XENTR04264
OG0003811	CAPO302863	XENTR05500
OG0003813	CAPO305053	XENTR10561, XENTR06474
OG0003818	CAPO306945	XENTR08826
OG0003820	CAPO302724	XENTR15816, XENTR15817
OG0003823	CAPO305304	XENTR12892, XENTR11791
OG0003824	CAPO300109	XENTR02218
OG0003826	CAPO303948	XENTR01516
OG0003827	CAPO302156	XENTR11304, XENTR18626
OG0003828	CAPO304442	XENTR14525
OG0003829	CAPO304825	XENTR04012
OG0003831	CAPO301320	XENTR03490
OG0003833	CAPO305448	XENTR15540
OG0003834	CAPO307203	XENTR04978, XENTR18533
OG0003835	CAPO300102	XENTR12732, XENTR12733
OG0003836	CAPO301610	XENTR11782, XENTR15896
OG0003837	CAPO304430	XENTR02506
OG0003838	CAPO304061, CAPO304064	XENTR00914, XENTR03476
OG0003839	CAPO300238, CAPO301543, CAPO307066	XENTR13884
OG0003840	CAPO300299	XENTR12159
OG0003843	CAPO301582	XENTR12778, XENTR12779
OG0003844	CAPO306235	XENTR07150
OG0003845	CAPO302000	XENTR04055
OG0003846	CAPO300905	XENTR02190, XENTR11317
OG0003847	CAPO301495	XENTR05448
OG0003848	CAPO305229, CAPO305228	XENTR09160
OG0003850	CAPO306458	XENTR05454
OG0003851	CAPO301154	XENTR02901
OG0003852	CAPO302241	XENTR01443, XENTR00580
OG0003853	CAPO308238	XENTR16563
OG0003854	CAPO306385	XENTR09846, XENTR03116
OG0003855	CAPO304198	XENTR18199
OG0003856	CAPO308004	XENTR05612
OG0003857	CAPO302185	XENTR10397
OG0003859	CAPO306990	XENTR18118
