Orthogroup	CAPO3	YEAST
OG0006313	CAPO306539	YEAST02392
OG0006315	CAPO305862	YEAST00489
OG0006317	CAPO301551	YEAST02082
OG0006319	CAPO306239	YEAST01135
OG0006320	CAPO303864	YEAST04478
OG0006322	CAPO305971	YEAST00815
OG0006329	CAPO306283	YEAST01245
OG0006332	CAPO306802, CAPO306801	YEAST06042
OG0006334	CAPO302140	YEAST00864
OG0006335	CAPO305790	YEAST02588
OG0006339	CAPO306751	YEAST06286
OG0006340	CAPO306725	YEAST00922, YEAST05387
OG0006341	CAPO303256	YEAST01452
OG0006344	CAPO307345	YEAST01465
OG0006347	CAPO305184	YEAST03436
OG0006349	CAPO304057	YEAST05233
OG0006350	CAPO302433	YEAST00452
OG0006360	CAPO304103	YEAST01556
OG0006362	CAPO308308	YEAST05722
OG0006370	CAPO300348	YEAST02350
OG0006372	CAPO304608	YEAST05423
OG0006375	CAPO306256	YEAST05198
OG0006377	CAPO307494	YEAST04974
OG0006378	CAPO304918	YEAST01924
OG0006381	CAPO301472	YEAST01058
OG0006382	CAPO307026	YEAST03313
OG0006385	CAPO301074	YEAST04806
OG0006387	CAPO306319	YEAST05324
OG0006389	CAPO302170	YEAST02409
OG0006390	CAPO308093	YEAST00339
OG0006392	CAPO305806	YEAST01246
OG0006395	CAPO300149	YEAST03605
OG0006447	CAPO302283	YEAST03459
OG0006448	CAPO301094	YEAST00505, YEAST04285
OG0006449	CAPO305961	YEAST02458
OG0006456	CAPO300992	YEAST06224
OG0006459	CAPO307843	YEAST00972, YEAST00245
OG0006461	CAPO306350	YEAST05346
OG0006462	CAPO300662	YEAST01838
OG0006464	CAPO307754	YEAST05965
OG0006465	CAPO307052	YEAST01875
OG0006467	CAPO301292	YEAST00027, YEAST02272
OG0006470	CAPO300984	YEAST01306
OG0006474	CAPO300155	YEAST03988
OG0006475	CAPO301888	YEAST06223, YEAST00349
OG0006476	CAPO300216	YEAST00315
OG0006479	CAPO304002	YEAST05669
OG0006481	CAPO307580	YEAST06165
OG0006488	CAPO301772	YEAST02614
OG0006498	CAPO301440	YEAST02291
OG0006503	CAPO304660	YEAST06053
OG0006504	CAPO302154	YEAST02866
OG0006507	CAPO301032	YEAST02914
OG0006509	CAPO304681	YEAST02252
OG0006512	CAPO301701	YEAST04169
OG0006514	CAPO304095	YEAST05820
OG0006515	CAPO306459	YEAST03195
OG0006516	CAPO305607	YEAST02248
OG0006520	CAPO300668	YEAST05914
OG0006523	CAPO302914	YEAST04170
OG0006532	CAPO304147	YEAST05019
OG0006533	CAPO305463	YEAST00790
OG0006536	CAPO305735	YEAST05130
OG0006538	CAPO305091	YEAST02168
OG0006543	CAPO305452	YEAST03219
OG0006544	CAPO306101	YEAST06160
OG0006550	CAPO307487	YEAST05541
OG0006552	CAPO301957	YEAST02016
OG0006553	CAPO308128	YEAST05825
OG0006554	CAPO306525	YEAST04136
OG0006561	CAPO300890	YEAST00874
OG0006568	CAPO303043	YEAST03560
OG0006569	CAPO300856	YEAST02940
OG0006571	CAPO306740	YEAST00795
OG0006577	CAPO300858	YEAST03945
OG0006578	CAPO303393	YEAST00813
OG0006580	CAPO306179	YEAST04957
OG0006582	CAPO305399	YEAST04615
OG0006584	CAPO304380	YEAST01846
OG0006594	CAPO305352	YEAST00464
OG0006595	CAPO306726	YEAST05577
OG0006596	CAPO305496	YEAST03312
OG0006597	CAPO306143	YEAST01876
OG0006598	CAPO303505	YEAST02580
OG0006602	CAPO306545	YEAST06259
OG0006603	CAPO305246	YEAST05721
OG0006604	CAPO301632	YEAST01597
OG0006607	CAPO302836	YEAST05258
OG0006609	CAPO304156	YEAST04231
OG0006610	CAPO305635	YEAST04593
OG0006611	CAPO303370	YEAST02395
OG0006613	CAPO305926	YEAST00490
OG0006615	CAPO300892	YEAST02695
OG0006617	CAPO302667	YEAST01373
OG0006617	CAPO304084, CAPO306322	YEAST02864, YEAST02189
OG0006619	CAPO305225	YEAST03691
OG0006622	CAPO307274	YEAST04382
OG0006625	CAPO304287	YEAST05905
OG0006627	CAPO300634	YEAST01553
OG0006630	CAPO301318	YEAST05584
OG0006631	CAPO302816	YEAST01419, YEAST04493
OG0006633	CAPO306794	YEAST05580
OG0006636	CAPO304383	YEAST06190
OG0006637	CAPO304312	YEAST06011
OG0006651	CAPO306376	YEAST03308
OG0006655	CAPO306982	YEAST04609
OG0006658	CAPO301723	YEAST03323
OG0006662	CAPO305585	YEAST02707
OG0006663	CAPO301399	YEAST04538
OG0006664	CAPO302941	YEAST04769
OG0006667	CAPO305573	YEAST03011
OG0006668	CAPO301053	YEAST00040
OG0006669	CAPO301280	YEAST05379
OG0006678	CAPO300092	YEAST03428
OG0006681	CAPO305354	YEAST02774
OG0006688	CAPO302794	YEAST02298
OG0006690	CAPO302172	YEAST00986
OG0006691	CAPO305670	YEAST06141
OG0006692	CAPO302647	YEAST04243
OG0006694	CAPO302438	YEAST04074
OG0006703	CAPO302601	YEAST04919
OG0006704	CAPO305136	YEAST02241
OG0006706	CAPO303773	YEAST01312
OG0006707	CAPO304129	YEAST04448
OG0006712	CAPO307469	YEAST01297
OG0006716	CAPO302196	YEAST01688
OG0006717	CAPO305633	YEAST03273, YEAST00511
OG0006722	CAPO304555	YEAST05928
OG0006725	CAPO301206	YEAST05141
OG0006726	CAPO303375	YEAST01310
OG0006728	CAPO303411	YEAST01819
OG0006730	CAPO307696	YEAST06066
OG0006732	CAPO301757	YEAST05092
OG0006736	CAPO301670	YEAST03708, YEAST02845
OG0006738	CAPO305285	YEAST03786
OG0006741	CAPO306132	YEAST00908
OG0006752	CAPO301753	YEAST01605
OG0006753	CAPO304199	YEAST06210
OG0006754	CAPO307852, CAPO307231	YEAST05223, YEAST00660
OG0006755	CAPO304099	YEAST03743
OG0006757	CAPO308250	YEAST02585
OG0006758	CAPO303486	YEAST00132
OG0006766	CAPO300327	YEAST01711
OG0006769	CAPO304104	YEAST04955
OG0006772	CAPO306103	YEAST05602
OG0006775	CAPO303956	YEAST01095
OG0006776	CAPO307354, CAPO307229	YEAST02455
OG0006777	CAPO308320	YEAST05242
OG0006826	CAPO306575	YEAST03748
OG0006830	CAPO304885	YEAST02320
OG0006838	CAPO304346	YEAST01244
OG0006843	CAPO301783	YEAST03855
OG0006846	CAPO305985, CAPO301436	YEAST04146
OG0006853	CAPO305011	YEAST03500
OG0006860	CAPO304880	YEAST03798
OG0006867	CAPO304561	YEAST03341
OG0006869	CAPO303718	YEAST01706
OG0006874	CAPO303002	YEAST03449
OG0006876	CAPO301384	YEAST00384
OG0006880	CAPO300637	YEAST04631
OG0006881	CAPO307302	YEAST01049
OG0006887	CAPO303330	YEAST01983
OG0006888	CAPO300481	YEAST00485
OG0006890	CAPO301774	YEAST02034
OG0006892	CAPO306271	YEAST04820
OG0006894	CAPO305493	YEAST01360
OG0006897	CAPO305270	YEAST00856
OG0006901	CAPO301222	YEAST05480
OG0006906	CAPO307116	YEAST00746
OG0006918	CAPO303362	YEAST05610
OG0006920	CAPO306461	YEAST02490
OG0006924	CAPO304320	YEAST04308
OG0006927	CAPO303700	YEAST00921
OG0006934	CAPO304656	YEAST02053
OG0006935	CAPO305404	YEAST02014
OG0006936	CAPO301255	YEAST06114
OG0006937	CAPO300724	YEAST05537
OG0006938	CAPO307064	YEAST02536
OG0006939	CAPO300423	YEAST01033
OG0006940	CAPO308295	YEAST05163
OG0006942	CAPO305131	YEAST00190
OG0006943	CAPO300653	YEAST02583
OG0006949	CAPO300866	YEAST00975, YEAST00256
OG0006952	CAPO308002	YEAST02831
OG0006953	CAPO302825	YEAST02903, YEAST04751, YEAST05739
OG0006959	CAPO305847	YEAST01865
OG0006964	CAPO306352	YEAST05995
OG0006966	CAPO304695	YEAST02544
OG0006967	CAPO303820	YEAST06235
OG0006968	CAPO301435	YEAST03972
OG0006969	CAPO306618	YEAST01604
OG0006971	CAPO303658	YEAST00044
OG0006973	CAPO306305	YEAST03793
OG0006975	CAPO306893	YEAST02322
OG0006977	CAPO305268	YEAST06248
OG0006978	CAPO304336	YEAST00696
OG0006980	CAPO305562	YEAST02173
OG0006989	CAPO302679	YEAST04914
OG0006991	CAPO303392	YEAST05066
OG0006992	CAPO305345, CAPO305740	YEAST04657
OG0006994	CAPO306564	YEAST05554
OG0006995	CAPO306435	YEAST06048
OG0006997	CAPO304873	YEAST00664
OG0006998	CAPO301390	YEAST02509
OG0006999	CAPO303913	YEAST03874
OG0007003	CAPO302304	YEAST01840
OG0007005	CAPO303654	YEAST03907
OG0007009	CAPO305960	YEAST05645
OG0007010	CAPO301780	YEAST01652
OG0007012	CAPO304946	YEAST05361
OG0007013	CAPO303300	YEAST05971
OG0007015	CAPO305278	YEAST03053
OG0007016	CAPO304972	YEAST05307
OG0007020	CAPO303562, CAPO308296	YEAST00663
OG0007024	CAPO302054	YEAST01864
OG0007029	CAPO302104	YEAST05619
OG0007030	CAPO303845	YEAST05712
OG0007033	CAPO305180	YEAST04002
OG0007043	CAPO305780	YEAST02072, YEAST01064
OG0007045	CAPO305958	YEAST01113
OG0007046	CAPO305591	YEAST04826
OG0007049	CAPO305031	YEAST05930
OG0007050	CAPO307898	YEAST05668
OG0007055	CAPO304778	YEAST02593
OG0007057	CAPO304630	YEAST05673
OG0007061	CAPO305340	YEAST03247
OG0007063	CAPO308261	YEAST04650
OG0007065	CAPO301537	YEAST01111
OG0007071	CAPO301761	YEAST02162
OG0007073	CAPO302936	YEAST03946
OG0007084	CAPO307673	YEAST05527
OG0007089	CAPO300706	YEAST04132
OG0007092	CAPO304498, CAPO305528	YEAST01811
OG0007093	CAPO308175	YEAST01923
OG0007095	CAPO304293	YEAST02581
OG0007097	CAPO302515	YEAST01699
OG0007098	CAPO301993	YEAST03783
OG0007106	CAPO302226	YEAST00202
OG0007112	CAPO303793	YEAST05597
OG0007114	CAPO305243	YEAST03493
OG0007118	CAPO306502	YEAST01120
OG0007119	CAPO303656	YEAST05459
OG0007121	CAPO305337	YEAST05746
OG0007124	CAPO307876	YEAST04818
OG0007127	CAPO305077	YEAST04415
OG0007130	CAPO302224	YEAST05158
OG0007131	CAPO304315	YEAST05874
OG0007132	CAPO301608	YEAST06078
OG0007137	CAPO303287	YEAST00797
OG0007138	CAPO307436	YEAST04319
OG0007139	CAPO302325	YEAST05259
OG0007143	CAPO307276	YEAST02636
OG0007144	CAPO301797	YEAST04135
OG0007150	CAPO304704	YEAST00900
OG0007154	CAPO302715	YEAST01439
OG0007165	CAPO300764	YEAST04228, YEAST02514
OG0007166	CAPO301841	YEAST05384
OG0007168	CAPO304836	YEAST02929
OG0007182	CAPO302258	YEAST00042
OG0007184	CAPO304626	YEAST01512
OG0007186	CAPO306272	YEAST00761
OG0007192	CAPO307148	YEAST00860
OG0007201	CAPO305686	YEAST01721
OG0007202	CAPO305939	YEAST03071, YEAST01550, YEAST03891
OG0007249	CAPO303771, CAPO304279	YEAST00344
OG0007254	CAPO300342	YEAST00328
OG0007258	CAPO301895	YEAST02867
OG0007269	CAPO305691	YEAST04522
OG0007276	CAPO301595	YEAST02007
OG0007279	CAPO302557	YEAST02363
OG0007282	CAPO300960	YEAST04912
OG0007292	CAPO302024	YEAST05159
OG0007303	CAPO302064	YEAST05207
OG0007307	CAPO304518, CAPO304185	YEAST05606
OG0007313	CAPO302761	YEAST02047
OG0007317	CAPO306655	YEAST04084
OG0007321	CAPO307651	YEAST05016
OG0007322	CAPO301300	YEAST01090
OG0007325	CAPO305675	YEAST03249
OG0007330	CAPO300366	YEAST00633
OG0007332	CAPO302800	YEAST02451
OG0007335	CAPO304929	YEAST06084
OG0007336	CAPO304895	YEAST03606
OG0007341	CAPO300898	YEAST00183
OG0007342	CAPO300397	YEAST03859
OG0007343	CAPO305744	YEAST00383
OG0007347	CAPO302872	YEAST02066
OG0007354	CAPO303485	YEAST03378
OG0007355	CAPO307111	YEAST02682
OG0007361	CAPO305039	YEAST02394
OG0007363	CAPO304834	YEAST05519
OG0007364	CAPO303075	YEAST01959
OG0007367	CAPO305088	YEAST01013
OG0007371	CAPO305453	YEAST04970
OG0007376	CAPO302556	YEAST02976
OG0007379	CAPO305130	YEAST00967
OG0007380	CAPO300141	YEAST00785, YEAST00666
OG0007382	CAPO305525	YEAST01108
OG0007387	CAPO304030	YEAST06326
OG0007393	CAPO301859	YEAST01116
OG0007395	CAPO302788	YEAST00603
OG0007397	CAPO300434	YEAST03512
OG0007399	CAPO306050	YEAST02279
OG0007401	CAPO302124	YEAST03451
OG0007408	CAPO303491	YEAST03401
OG0007409	CAPO305402	YEAST05329
OG0007411	CAPO300699	YEAST04399
OG0007412	CAPO302107	YEAST04822
OG0007414	CAPO300363	YEAST01970
OG0007415	CAPO307758, CAPO301270	YEAST01948
OG0007417	CAPO303652	YEAST04175
OG0007421	CAPO301566	YEAST00762
OG0007424	CAPO304349	YEAST05463
OG0007425	CAPO303896	YEAST06135
OG0007427	CAPO303220	YEAST00763
OG0007428	CAPO301768	YEAST01536
OG0007431	CAPO304150	YEAST00610
OG0007439	CAPO300813	YEAST01063
OG0007442	CAPO308291	YEAST03687
OG0007446	CAPO303088	YEAST04647
OG0007451	CAPO303173	YEAST02017
OG0007456	CAPO301020	YEAST00931
OG0007458	CAPO300350	YEAST02196
OG0007463	CAPO300212	YEAST00394
OG0007466	CAPO300471	YEAST00806
OG0007473	CAPO303433	YEAST03408
OG0007478	CAPO301266	YEAST02470
OG0007482	CAPO307266	YEAST05783
OG0007483	CAPO300503	YEAST01187
OG0007484	CAPO302421	YEAST00517
OG0007488	CAPO308146	YEAST04193
OG0007491	CAPO304949	YEAST05032
OG0007498	CAPO306301	YEAST00593
OG0007499	CAPO302974	YEAST03994
OG0007508	CAPO306367	YEAST05759
OG0007509	CAPO301428	YEAST03229
OG0007519	CAPO307472	YEAST04589
OG0007531	CAPO301562	YEAST05725
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	YEAST03311
OG0007591	CAPO302671	YEAST02623
OG0007597	CAPO302699	YEAST05244
OG0007615	CAPO302208	YEAST05127
OG0007619	CAPO307079	YEAST04342
OG0007622	CAPO304123	YEAST01282
OG0007624	CAPO306507	YEAST03901
OG0007646	CAPO303345	YEAST05572
OG0007648	CAPO303467	YEAST03775
OG0007656	CAPO306133	YEAST02935
OG0007657	CAPO302526	YEAST01213
OG0007663	CAPO303269	YEAST01133
OG0007673	CAPO306691	YEAST04892
OG0007676	CAPO301687	YEAST01965
OG0007685	CAPO307242	YEAST00976
OG0007690	CAPO306330	YEAST00054
OG0007692	CAPO304764	YEAST05386
OG0007698	CAPO302218	YEAST04526
OG0007704	CAPO307102	YEAST01687
OG0007712	CAPO301491	YEAST02916
OG0007722	CAPO300661	YEAST06130
OG0007727	CAPO301122	YEAST01129
OG0007739	CAPO306247	YEAST04408
OG0007744	CAPO302276	YEAST04303
OG0007749	CAPO303871	YEAST02144
OG0007751	CAPO306625	YEAST03046
OG0007754	CAPO307268	YEAST03550
OG0007758	CAPO302132	YEAST04336
OG0007760	CAPO305618, CAPO303194	YEAST02821
OG0007766	CAPO305894	YEAST03772, YEAST02908
OG0007767	CAPO304549	YEAST03177
OG0007769	CAPO301827	YEAST02589
OG0007772	CAPO304662	YEAST05211
OG0007773	CAPO302396	YEAST05609
OG0007783	CAPO302092	YEAST03579
OG0007784	CAPO307704	YEAST01170
OG0007786	CAPO302428	YEAST01347
OG0007787	CAPO307455	YEAST03458
OG0007801	CAPO304268	YEAST02556, YEAST00332
OG0007803	CAPO301792	YEAST00818
OG0007810	CAPO306480	YEAST06278
OG0007811	CAPO303448	YEAST05686
OG0007816	CAPO300570	YEAST00605
OG0007823	CAPO300300	YEAST03887
OG0007825	CAPO304573	YEAST05054
OG0007827	CAPO305582	YEAST01279
OG0007829	CAPO305400	YEAST02649
OG0007830	CAPO300733	YEAST03594
OG0007831	CAPO306309	YEAST03693
OG0007838	CAPO305759	YEAST04312
OG0007840	CAPO301709	YEAST02829
OG0007849	CAPO306245	YEAST01915
OG0007850	CAPO308200	YEAST01418
OG0007852	CAPO305092	YEAST02199
OG0007854	CAPO300573	YEAST01377
OG0007858	CAPO306180	YEAST03196
OG0007866	CAPO307919	YEAST06036
OG0007912	CAPO300094	YEAST04725
OG0007918	CAPO306768	YEAST04092
OG0007941	CAPO303397	YEAST03892
OG0007943	CAPO303432	YEAST03288
OG0007947	CAPO304390	YEAST02420
OG0007958	CAPO307613	YEAST01011
OG0007971	CAPO306113	YEAST03990
OG0007975	CAPO300899	YEAST01243
OG0007978	CAPO300419	YEAST01491
OG0007982	CAPO306558	YEAST03186
OG0007986	CAPO301210	YEAST01263
OG0007991	CAPO303503	YEAST02341
OG0007996	CAPO301705	YEAST04079
OG0008008	CAPO306044	YEAST02355
OG0008020	CAPO300340	YEAST05433
OG0008030	CAPO303940	YEAST00039
OG0008031	CAPO301663	YEAST04719
OG0008038	CAPO303434	YEAST05601
OG0008045	CAPO304124	YEAST01345
OG0008053	CAPO307475	YEAST05804
OG0008055	CAPO304973	YEAST05224
OG0008056	CAPO305715	YEAST04542
OG0008069	CAPO302773	YEAST00959
OG0008072	CAPO304116	YEAST00552
OG0008079	CAPO305873	YEAST03108
OG0008085	CAPO306772, CAPO306778	YEAST04107
OG0008091	CAPO301577	YEAST06200
OG0008100	CAPO303437	YEAST03959
OG0008103	CAPO302032	YEAST05352
OG0008104	CAPO303964	YEAST06240
OG0008105	CAPO301825	YEAST03324
OG0008110	CAPO307398	YEAST00121
OG0008111	CAPO300295	YEAST06004, YEAST05693
OG0008122	CAPO306853	YEAST01663
OG0008136	CAPO306527	YEAST02756
OG0008167	CAPO300083, CAPO306750	YEAST00909
OG0008196	CAPO305556	YEAST03623
OG0008201	CAPO303869	YEAST01163
OG0008202	CAPO303070	YEAST06186
OG0008208	CAPO301623	YEAST04341
OG0008219	CAPO303960	YEAST05754
OG0008244	CAPO305920	YEAST04999
OG0008251	CAPO306974	YEAST01472
OG0008254	CAPO307977	YEAST04740
OG0008267	CAPO305434	YEAST02722
OG0008273	CAPO300883	YEAST00628
OG0008281	CAPO304839	YEAST01387
OG0008307	CAPO301267	YEAST01285
OG0008323	CAPO307881	YEAST05718
OG0008332	CAPO307922	YEAST03366
OG0008339	CAPO307257	YEAST03286
OG0008346	CAPO307261	YEAST01382
OG0008348	CAPO303902	YEAST03383
OG0008351	CAPO307792	YEAST01276
OG0008401	CAPO304023	YEAST02115
OG0008403	CAPO300621	YEAST01318
OG0008404	CAPO307542	YEAST02842
OG0008416	CAPO300816	YEAST05168
OG0008432	CAPO301824	YEAST01317
OG0008524	CAPO305854	YEAST02216
OG0008533	CAPO306433	YEAST00770
OG0008540	CAPO306008	YEAST02219
OG0008542	CAPO303728	YEAST00506
OG0008546	CAPO306328	YEAST03499
OG0008601	CAPO308135	YEAST03150
OG0008620	CAPO301626	YEAST00843
OG0008626	CAPO305741	YEAST03306
OG0008645	CAPO307683	YEAST05803
OG0008654	CAPO302567	YEAST03590
OG0008685	CAPO305455	YEAST00164
OG0008689	CAPO306380	YEAST05237
OG0008794	CAPO303046	YEAST01976, YEAST00168, YEAST00957
OG0008799	CAPO304437	YEAST03377
OG0008816	CAPO305371	YEAST01954
OG0008818	CAPO306967	YEAST00271
OG0008823	CAPO306173	YEAST03936
OG0008824	CAPO307205	YEAST01698
OG0008872	CAPO300021	YEAST03799
OG0008873	CAPO304889	YEAST04429
OG0008879	CAPO302991	YEAST05579
OG0008903	CAPO303747	YEAST01637
OG0008913	CAPO300541	YEAST03181, YEAST03769
OG0008923	CAPO301602	YEAST01739
OG0008946	CAPO302886	YEAST00403
OG0008990	CAPO301078, CAPO301077	YEAST02040
OG0009013	CAPO306357	YEAST03778
OG0009066	CAPO303946	YEAST04511
OG0009078	CAPO306454	YEAST02676
OG0009105	CAPO300479, CAPO307554	YEAST02501
OG0009115	CAPO303581	YEAST05628, YEAST04158
OG0009118	CAPO306907	YEAST03618
OG0009165	CAPO303917	YEAST05085, YEAST01742
OG0009166	CAPO306637	YEAST03055
OG0009172	CAPO303130	YEAST02854
OG0009225	CAPO300867	YEAST01052
OG0009232	CAPO306362, CAPO300613	YEAST04731
OG0009311	CAPO300670	YEAST00623
OG0009344	CAPO305907	YEAST03868
OG0009361	CAPO301081	YEAST02727
OG0009394	CAPO306321, CAPO300765	YEAST04927
OG0009451	CAPO304190	YEAST05755, YEAST04763
OG0009472	CAPO304554	YEAST01737
OG0009483	CAPO301155	YEAST05877
OG0009486	CAPO304979	YEAST00324
OG0009492	CAPO308278, CAPO305357	YEAST00632
OG0009555	CAPO302201	YEAST03831
OG0009590	CAPO302279	YEAST02138
OG0009604	CAPO307674	YEAST04803
OG0009614	CAPO304376	YEAST00622
OG0009630	CAPO307063	YEAST02852
OG0009651	CAPO301716	YEAST04775
OG0009654	CAPO304675	YEAST04221
OG0009676	CAPO302100	YEAST05959
OG0009892	CAPO304276	YEAST01082
OG0009911	CAPO305191	YEAST03388
OG0009920	CAPO301007	YEAST05355
OG0009926	CAPO304251	YEAST03054
OG0009994	CAPO302402	YEAST06045
OG0010054	CAPO305041	YEAST01026
OG0010139	CAPO300252	YEAST01045
OG0010229	CAPO300233, CAPO300527	YEAST00880, YEAST04666, YEAST04383
OG0010284	CAPO304183	YEAST01922
OG0010323	CAPO305906	YEAST04943
OG0010346	CAPO300263	YEAST00902, YEAST04286
OG0010369	CAPO302233	YEAST01224
OG0010372	CAPO307603	YEAST02145
OG0010570	CAPO300504	YEAST03006
OG0010643	CAPO307317	YEAST00800
OG0010841	CAPO305667	YEAST05695
OG0010876	CAPO307416	YEAST02678
OG0010930	CAPO302013	YEAST02641
OG0011003	CAPO301580	YEAST03808
OG0011004	CAPO305245	YEAST05869
OG0011111	CAPO300518	YEAST00210
OG0011258	CAPO307634	YEAST02930
OG0011313	CAPO300455	YEAST03172
OG0011313	CAPO306276	YEAST04278
OG0011464	CAPO305492	YEAST01096
OG0011806	CAPO303870	YEAST04857, YEAST00710
OG0011806	CAPO306187	YEAST04598, YEAST05369, YEAST04837, YEAST00374
OG0011869	CAPO306174	YEAST04156
OG0011920	CAPO301446	YEAST05132
OG0011960	CAPO304036, CAPO306291, CAPO300530	YEAST01713
OG0012383	CAPO301195	YEAST02624
OG0012449	CAPO300937	YEAST06083, YEAST05798
OG0012571	CAPO302688	YEAST01509, YEAST03166, YEAST01253, YEAST00840
OG0012801	CAPO305045, CAPO304228	YEAST04938, YEAST04971
OG0013287	CAPO302629	YEAST01032
OG0013287	CAPO304519, CAPO304186, CAPO301397	YEAST05103
OG0013287	CAPO308226, CAPO300517	YEAST05171
OG0014103	CAPO300086, CAPO305135	YEAST04946
OG0016027	CAPO307184, CAPO300043	YEAST00487, YEAST01001
OG0016400	CAPO307508	YEAST06093, YEAST04389, YEAST01827
OG0016568	CAPO306487	YEAST04611, YEAST02099, YEAST04870
OG0016569	CAPO306887	YEAST04871, YEAST02100, YEAST04612
OG0017605	CAPO308129, CAPO303911	YEAST01334, YEAST02966
OG0017617	CAPO302324	YEAST05589
OG0017787	CAPO301671, CAPO308144	YEAST05167
OG0018258	CAPO307008	YEAST01934
OG0018359	CAPO303695	YEAST04849
OG0018359	CAPO301114, CAPO306108	YEAST05545, YEAST03801
OG0018360	CAPO301142, CAPO302902, CAPO308000, CAPO306616, CAPO301664	YEAST05381
OG0018366	CAPO308219, CAPO302087, CAPO302083, CAPO302085, CAPO302082	YEAST02816
OG0018368	CAPO304923, CAPO302520, CAPO303922	YEAST04656, YEAST01719, YEAST03898
OG0018371	CAPO303312	YEAST02927
OG0018371	CAPO306978	YEAST04913, YEAST00836, YEAST00783
OG0018372	CAPO303358	YEAST03881, YEAST04797, YEAST05372
OG0018377	CAPO305476	YEAST01977
OG0018378	CAPO305844	YEAST03228, YEAST05359
OG0018379	CAPO306184	YEAST02462
OG0019668	CAPO303620	YEAST00192, YEAST00382
OG0019905	CAPO301833, CAPO300262	YEAST04888
OG0020142	CAPO302810	YEAST03810
OG0020775	CAPO300393	YEAST03265
OG0020776	CAPO302984, CAPO300523	YEAST01651, YEAST01935, YEAST05457
OG0020778	CAPO300882, CAPO303265, CAPO301621	YEAST01861, YEAST03041
OG0020782	CAPO302028, CAPO303961, CAPO303288	YEAST03043, YEAST05972
OG0020789	CAPO306641	YEAST00406
OG0020791	CAPO307819, CAPO307801	YEAST02980
OG0024307	CAPO300485	YEAST01910, YEAST02267, YEAST01909
OG0024309	CAPO300519, CAPO306170	YEAST03692, YEAST01744
OG0024310	CAPO300685	YEAST05310
OG0024312	CAPO300738	YEAST04012
OG0024313	CAPO302964, CAPO301281, CAPO302963	YEAST01534
OG0024314	CAPO301393	YEAST02109, YEAST05323, YEAST03645
OG0024315	CAPO307319, CAPO301588, CAPO301589	YEAST04111
OG0024320	CAPO306117, CAPO305281, CAPO302466	YEAST03597
OG0024321	CAPO302491	YEAST00780, YEAST00831
OG0024322	CAPO302543	YEAST01978
OG0024331	CAPO303415, CAPO304202	YEAST03189, YEAST03762
OG0024334	CAPO307157, CAPO303906	YEAST00449, YEAST02432
OG0024335	CAPO303916	YEAST01942, YEAST06149
OG0024338	CAPO304604	YEAST02780
OG0024340	CAPO305333	YEAST00648, YEAST03120, YEAST05217
OG0024341	CAPO305475	YEAST01335, YEAST03494
OG0024342	CAPO305601	YEAST01004, YEAST01006, YEAST01005
OG0024343	CAPO305788	YEAST00580
OG0024344	CAPO307037	YEAST00398, YEAST04220, YEAST02493
OG0024346	CAPO307175	YEAST00995, YEAST00276, YEAST00611
OG0024347	CAPO307800, CAPO307823	YEAST04016, YEAST02237
OG0024348	CAPO308105	YEAST03455
OG0026769	CAPO305330	YEAST02664
OG0028134	CAPO303570	YEAST04577
OG0028380	CAPO303121	YEAST00748
OG0030057	CAPO300052	YEAST01466
OG0030059	CAPO300114	YEAST05910, YEAST03522
OG0030063	CAPO302390, CAPO300759	YEAST05268
OG0030068	CAPO301511	YEAST04461, YEAST00380
OG0030074	CAPO301914, CAPO307464	YEAST00917
OG0030081	CAPO302541	YEAST03217, YEAST00477
OG0030083	CAPO302775	YEAST00486
OG0030089	CAPO303101	YEAST03777
OG0030091	CAPO303158	YEAST03064, YEAST03063
OG0030094	CAPO303303, CAPO305867	YEAST01951
OG0030095	CAPO303449	YEAST05864, YEAST05855
OG0030096	CAPO303468	YEAST05651, YEAST04195
OG0030099	CAPO304286	YEAST01583
OG0030101	CAPO304424	YEAST00495
OG0030103	CAPO304655	YEAST02766
OG0030104	CAPO304924	YEAST05917, YEAST04702
OG0030107	CAPO305484	YEAST02343
OG0030110	CAPO306045	YEAST04425, YEAST03445
OG0030112	CAPO306216, CAPO306920	YEAST00525
OG0030117	CAPO306422	YEAST01126
OG0030120	CAPO306904	YEAST05598, YEAST04256
OG0030122	CAPO307092	YEAST01745
OG0030123	CAPO307195	YEAST00559, YEAST01513
OG0030125	CAPO307342	YEAST03905, YEAST03873
OG0030128	CAPO307448	YEAST06107, YEAST02480
OG0030129	CAPO307479	YEAST03710
OG0030133	CAPO307980	YEAST03572, YEAST04630
OG0030134	CAPO307998	YEAST01754
OG0041433	CAPO300055	YEAST01685
OG0041451	CAPO300811	YEAST04215
OG0041455	CAPO301116	YEAST05449
OG0041459	CAPO301208	YEAST03880
OG0041464	CAPO301302	YEAST01926
OG0041465	CAPO301368	YEAST06203
OG0041466	CAPO301370	YEAST00729
OG0041467	CAPO301373	YEAST04179
OG0041469	CAPO301426	YEAST04570
OG0041471	CAPO301568	YEAST01392
OG0041472	CAPO301603	YEAST00214
OG0041473	CAPO301607	YEAST00595
OG0041474	CAPO301612	YEAST01209
OG0041485	CAPO302067	YEAST00695
OG0041495	CAPO302398	YEAST02190
OG0041499	CAPO302490	YEAST01607
OG0041503	CAPO302569	YEAST00088
