Orthogroup	CAPO3	PFLAV
OG0006107	CAPO302627	TCONS_00036681.p1, TCONS_00036680.p1, TCONS_00036657.p1
OG0006108	CAPO302650	TCONS_00015674.p1
OG0006111	CAPO304724	TCONS_00042547.p1
OG0006113	CAPO307626	TCONS_00008491.p1
OG0006114	CAPO304178	TCONS_00027740.p1
OG0006115	CAPO306466	TCONS_00000342.p1
OG0006116	CAPO304187	TCONS_00009660.p1
OG0006117	CAPO302456	TCONS_00013524.p1
OG0006118	CAPO306890	TCONS_00008006.p1
OG0006119	CAPO305308	TCONS_00026618.p1
OG0006121	CAPO308090	TCONS_00026474.p1
OG0006122	CAPO302744	TCONS_00014372.p1
OG0006124	CAPO304805	TCONS_00000594.p1
OG0006125	CAPO306355	TCONS_00010849.p1
OG0006127	CAPO301362	TCONS_00020694.p1
OG0006128	CAPO301150	TCONS_00007601.p1
OG0006129	CAPO300938	TCONS_00028049.p1, TCONS_00028048.p1
OG0006131	CAPO303965	TCONS_00004751.p1
OG0006132	CAPO307591	TCONS_00027450.p1
OG0006133	CAPO304297	TCONS_00055498.p1
OG0006134	CAPO307652	TCONS_00008106.p1
OG0006135	CAPO307747	TCONS_00002593.p1
OG0006136	CAPO304577	TCONS_00016806.p1
OG0006137	CAPO303566	TCONS_00002033.p1
OG0006139	CAPO301488	TCONS_00048402.p1
OG0006140	CAPO301396	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	CAPO302378	TCONS_00028768.p1
OG0006144	CAPO307727	TCONS_00011254.p1
OG0006145	CAPO304370	TCONS_00050624.p1
OG0006148	CAPO302407	TCONS_00053637.p1
OG0006149	CAPO301175	TCONS_00010120.p1
OG0006151	CAPO304128	TCONS_00052257.p1, TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1, TCONS_00052255.p1
OG0006152	CAPO306493	TCONS_00045404.p1
OG0006153	CAPO305107	TCONS_00043806.p1
OG0006155	CAPO301956	TCONS_00020771.p1, TCONS_00020781.p1
OG0006156	CAPO304652	TCONS_00021882.p1
OG0006157	CAPO300095, CAPO303951	TCONS_00022400.p1
OG0006158	CAPO307937	TCONS_00011725.p1
OG0006159	CAPO307030	TCONS_00020378.p1
OG0006160	CAPO304978	TCONS_00047213.p1
OG0006161	CAPO301615	TCONS_00032540.p1
OG0006162	CAPO300392	TCONS_00053779.p1
OG0006164	CAPO307640	TCONS_00008174.p1, TCONS_00000033.p1
OG0006168	CAPO306154	TCONS_00016557.p1
OG0006169	CAPO305149	TCONS_00043660.p1
OG0006176	CAPO304797	TCONS_00010221.p1
OG0006178	CAPO306742	TCONS_00026898.p1
OG0006179	CAPO307840	TCONS_00001389.p1
OG0006180	CAPO308064	TCONS_00007442.p1
OG0006181	CAPO308207	TCONS_00010425.p1
OG0006182	CAPO300329	TCONS_00054078.p1
OG0006183	CAPO306749	TCONS_00013519.p1
OG0006185	CAPO301640	TCONS_00045754.p1
OG0006186	CAPO304672	TCONS_00001195.p1
OG0006187	CAPO303722	TCONS_00029731.p1
OG0006188	CAPO307979	TCONS_00053406.p1
OG0006190	CAPO304791	TCONS_00028354.p1
OG0006191	CAPO301907	TCONS_00029555.p1
OG0006192	CAPO308099	TCONS_00056391.p1, TCONS_00041424.p1
OG0006195	CAPO308346, CAPO305489	TCONS_00006119.p1
OG0006196	CAPO304854	TCONS_00021445.p1
OG0006198	CAPO306368	TCONS_00026916.p1, TCONS_00026915.p1
OG0006199	CAPO307861	TCONS_00052496.p1
OG0006200	CAPO306047	TCONS_00030705.p1
OG0006202	CAPO307311	TCONS_00007558.p1
OG0006205	CAPO306928	TCONS_00005581.p1
OG0006206	CAPO308060	TCONS_00011739.p1
OG0006209	CAPO303208	TCONS_00029727.p1
OG0006210	CAPO301051	TCONS_00009196.p1
OG0006211	CAPO305755	TCONS_00019295.p1
OG0006213	CAPO301176	TCONS_00019307.p1
OG0006214	CAPO305313	TCONS_00037981.p1
OG0006216	CAPO304328	TCONS_00014138.p1
OG0006225	CAPO307529	TCONS_00010489.p1
OG0006226	CAPO303955	TCONS_00053227.p1
OG0006227	CAPO304192	TCONS_00026982.p1
OG0006229	CAPO306729	TCONS_00043875.p1
OG0006230	CAPO303003	TCONS_00020731.p1
OG0006233	CAPO307263	TCONS_00033829.p1
OG0006234	CAPO305546	TCONS_00052906.p1
OG0006235	CAPO300217	TCONS_00036221.p1
OG0006237	CAPO302524	TCONS_00051480.p1
OG0006239	CAPO305262	TCONS_00008386.p1
OG0006243	CAPO301646	TCONS_00028966.p1
OG0006244	CAPO306900	TCONS_00004893.p1
OG0006245	CAPO307777	TCONS_00056805.p1
OG0006248	CAPO307601	TCONS_00022938.p1
OG0006249	CAPO304667	TCONS_00022323.p1
OG0006250	CAPO301165	TCONS_00027802.p1
OG0006252	CAPO304131	TCONS_00051116.p1
OG0006253	CAPO307341	TCONS_00000285.p1
OG0006254	CAPO305073	TCONS_00055925.p1
OG0006257	CAPO305440	TCONS_00010381.p1
OG0006258	CAPO300398	TCONS_00032875.p1, TCONS_00032874.p1
OG0006260	CAPO300587	TCONS_00047383.p1
OG0006261	CAPO305676	TCONS_00048563.p1
OG0006262	CAPO307596	TCONS_00018917.p1
OG0006263	CAPO307994	TCONS_00007047.p1
OG0006264	CAPO304943	TCONS_00055392.p1
OG0006267	CAPO300629	TCONS_00031273.p1
OG0006268	CAPO305663	TCONS_00048122.p1
OG0006271	CAPO306714	TCONS_00013879.p1
OG0006272	CAPO300074	TCONS_00054927.p1
OG0006275	CAPO304219	TCONS_00001487.p1
OG0006276	CAPO306041	TCONS_00030501.p1, TCONS_00010115.p1
OG0006277	CAPO307602	TCONS_00005076.p1
OG0006278	CAPO305153	TCONS_00005100.p1, TCONS_00006348.p1
OG0006279	CAPO307288	TCONS_00002188.p1
OG0006280	CAPO308182	TCONS_00009583.p1
OG0006281	CAPO302129	TCONS_00050422.p1
OG0006284	CAPO301681	TCONS_00004481.p1
OG0006285	CAPO301258	TCONS_00016197.p1
OG0006286	CAPO304212	TCONS_00029938.p1, TCONS_00030675.p1
OG0006287	CAPO302795	TCONS_00011059.p1
OG0006288	CAPO300129	TCONS_00005552.p1, TCONS_00005564.p1
OG0006289	CAPO306652	TCONS_00049653.p1
OG0006291	CAPO308081	TCONS_00016579.p1
OG0006293	CAPO307067	TCONS_00006350.p1
OG0006294	CAPO301151	TCONS_00010810.p1
OG0006295	CAPO307143	TCONS_00006928.p1, TCONS_00006902.p1
OG0006297	CAPO301937	TCONS_00048919.p1
OG0006298	CAPO306805	TCONS_00003571.p1
OG0006299	CAPO305899	TCONS_00022899.p1, TCONS_00022898.p1, TCONS_00002304.p1
OG0006301	CAPO306072	TCONS_00011055.p1
OG0006305	CAPO303850	TCONS_00027479.p1
OG0006306	CAPO303905	TCONS_00017205.p1
OG0006309	CAPO304441	TCONS_00036228.p1
OG0006311	CAPO300748	TCONS_00038156.p1
OG0006313	CAPO306539	TCONS_00046617.p1
OG0006314	CAPO308085, CAPO301326	TCONS_00020738.p1, TCONS_00001044.p1
OG0006317	CAPO301551	TCONS_00005040.p1, TCONS_00029813.p1
OG0006319	CAPO306239	TCONS_00049238.p1
OG0006320	CAPO303864	TCONS_00048271.p1
OG0006322	CAPO305971	TCONS_00048928.p1
OG0006323	CAPO300361	TCONS_00041748.p1
OG0006324	CAPO307431	TCONS_00009459.p1
OG0006329	CAPO306283	TCONS_00026255.p1
OG0006330	CAPO301590	TCONS_00028142.p1
OG0006331	CAPO301721	TCONS_00003546.p1
OG0006332	CAPO306802, CAPO306801	TCONS_00024586.p1
OG0006334	CAPO302140	TCONS_00053945.p1
OG0006335	CAPO305790	TCONS_00038727.p1
OG0006338	CAPO300367	TCONS_00053627.p1
OG0006339	CAPO306751	TCONS_00006224.p1
OG0006340	CAPO306725	TCONS_00030619.p1
OG0006341	CAPO303256	TCONS_00053211.p1
OG0006344	CAPO307345	TCONS_00032988.p1
OG0006346	CAPO305832	TCONS_00035271.p1
OG0006347	CAPO305184	TCONS_00056824.p1
OG0006349	CAPO304057	TCONS_00052515.p1
OG0006350	CAPO302433	TCONS_00012262.p1
OG0006352	CAPO301346	TCONS_00044098.p1
OG0006353	CAPO301517	TCONS_00009865.p1
OG0006355	CAPO307129	TCONS_00049625.p1
OG0006356	CAPO305164	TCONS_00005098.p1
OG0006358	CAPO303299	TCONS_00048101.p1
OG0006359	CAPO300583	TCONS_00014857.p1
OG0006360	CAPO304103	TCONS_00036149.p1
OG0006361	CAPO308070	TCONS_00004369.p1
OG0006362	CAPO308308	TCONS_00041980.p1, TCONS_00041972.p1
OG0006363	CAPO301002	TCONS_00026004.p1
OG0006365	CAPO300671	TCONS_00042541.p1
OG0006370	CAPO300348	TCONS_00053971.p1
OG0006371	CAPO302658	TCONS_00037333.p1, TCONS_00036204.p1, TCONS_00036202.p1, TCONS_00036205.p1, TCONS_00006582.p1, TCONS_00004945.p1, TCONS_00036194.p1
OG0006372	CAPO304608	TCONS_00055014.p1
OG0006375	CAPO306256	TCONS_00014183.p1
OG0006377	CAPO307494	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	CAPO304918	TCONS_00026085.p1
OG0006381	CAPO301472	TCONS_00047599.p1
OG0006382	CAPO307026	TCONS_00011902.p1
OG0006383	CAPO303174	TCONS_00035269.p1
OG0006384	CAPO305941	TCONS_00024420.p1, TCONS_00025857.p1
OG0006385	CAPO301074	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	CAPO303165	TCONS_00038091.p1
OG0006387	CAPO306319	TCONS_00001551.p1
OG0006389	CAPO302170	TCONS_00001248.p1
OG0006390	CAPO308093	TCONS_00047659.p1
OG0006392	CAPO305806	TCONS_00001939.p1
OG0006394	CAPO302470	TCONS_00013244.p1
OG0006395	CAPO300149	TCONS_00045081.p1
OG0006399	CAPO307228	TCONS_00005906.p1
OG0006443	CAPO300234	TCONS_00039555.p1
OG0006447	CAPO302283	TCONS_00014759.p1
OG0006448	CAPO301094	TCONS_00055605.p1
OG0006449	CAPO305961	TCONS_00018301.p1
OG0006456	CAPO300992	TCONS_00024071.p1
OG0006457	CAPO306648	TCONS_00053917.p1
OG0006459	CAPO307843	TCONS_00029344.p1
OG0006460	CAPO308313	TCONS_00010265.p1
OG0006461	CAPO306350	TCONS_00048350.p1
OG0006462	CAPO300662	TCONS_00014431.p1
OG0006464	CAPO307754	TCONS_00021066.p1
OG0006465	CAPO307052	TCONS_00009885.p1
OG0006468	CAPO303390	TCONS_00007890.p1
OG0006469	CAPO302486	TCONS_00012821.p1
OG0006470	CAPO300984	TCONS_00027786.p1
OG0006471	CAPO303440	TCONS_00053412.p1
OG0006474	CAPO300155	TCONS_00005145.p1
OG0006475	CAPO301888	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	CAPO300216	TCONS_00042228.p1
OG0006478	CAPO301079	TCONS_00054517.p1
OG0006479	CAPO304002	TCONS_00051879.p1
OG0006480	CAPO300197	TCONS_00057242.p1
OG0006481	CAPO307580	TCONS_00034795.p1
OG0006482	CAPO305654	TCONS_00009649.p1
OG0006485	CAPO307612	TCONS_00010701.p1
OG0006487	CAPO300649	TCONS_00049079.p1
OG0006488	CAPO301772	TCONS_00011528.p1
OG0006490	CAPO301539	TCONS_00049724.p1
OG0006491	CAPO300606	TCONS_00044639.p1
OG0006493	CAPO306548	TCONS_00022120.p1
OG0006496	CAPO304473	TCONS_00016568.p1
OG0006498	CAPO301440	TCONS_00043357.p1, TCONS_00043346.p1
OG0006501	CAPO307734	TCONS_00010106.p1
OG0006502	CAPO301087	TCONS_00012707.p1
OG0006503	CAPO304660	TCONS_00021845.p1
OG0006504	CAPO302154	TCONS_00006488.p1
OG0006505	CAPO301510	TCONS_00056089.p1
OG0006507	CAPO301032	TCONS_00049530.p1
OG0006508	CAPO301635	TCONS_00026619.p1
OG0006510	CAPO300081	TCONS_00009163.p1
OG0006512	CAPO301701	TCONS_00011733.p1
OG0006514	CAPO304095	TCONS_00043974.p1
OG0006515	CAPO306459	TCONS_00004438.p1
OG0006516	CAPO305607	TCONS_00010802.p1
OG0006517	CAPO300477	TCONS_00020570.p1
OG0006519	CAPO308006	TCONS_00009727.p1
OG0006520	CAPO300668	TCONS_00042468.p1, TCONS_00042416.p1
OG0006523	CAPO302914	TCONS_00011605.p1
OG0006526	CAPO303623	TCONS_00008656.p1
OG0006532	CAPO304147	TCONS_00053038.p1, TCONS_00053081.p1
OG0006533	CAPO305463	TCONS_00001339.p1
OG0006534	CAPO305714	TCONS_00027612.p1
OG0006536	CAPO305735	TCONS_00026188.p1
OG0006538	CAPO305091	TCONS_00018708.p1, TCONS_00018657.p1
OG0006540	CAPO304760	TCONS_00022206.p1, TCONS_00022205.p1
OG0006541	CAPO302376, CAPO304688, CAPO300243	TCONS_00027019.p1
OG0006542	CAPO305168	TCONS_00043741.p1, TCONS_00043757.p1
OG0006543	CAPO305452	TCONS_00017046.p1
OG0006544	CAPO306101	TCONS_00008190.p1, TCONS_00008179.p1
OG0006545	CAPO307929	TCONS_00056038.p1
OG0006546	CAPO305234	TCONS_00011832.p1
OG0006547	CAPO301259	TCONS_00015546.p1
OG0006549	CAPO306040	TCONS_00048349.p1
OG0006550	CAPO307487	TCONS_00049126.p1
OG0006552	CAPO301957	TCONS_00029062.p1
OG0006553	CAPO308128	TCONS_00014564.p1
OG0006554	CAPO306525	TCONS_00005063.p1
OG0006555	CAPO305951	TCONS_00044540.p1
OG0006556	CAPO304941	TCONS_00001090.p1
OG0006557	CAPO300124	TCONS_00005264.p1
OG0006561	CAPO300890	TCONS_00009958.p1
OG0006562	CAPO303607	TCONS_00022910.p1
OG0006566	CAPO303944	TCONS_00012618.p1
OG0006568	CAPO303043	TCONS_00045070.p1
OG0006569	CAPO300856	TCONS_00004482.p1
OG0006570	CAPO302571	TCONS_00016369.p1, TCONS_00015384.p1
OG0006571	CAPO306740	TCONS_00027928.p1
OG0006572	CAPO302175	TCONS_00053653.p1
OG0006573	CAPO306413	TCONS_00005210.p1
OG0006575	CAPO304950	TCONS_00009220.p1
OG0006577	CAPO300858	TCONS_00054554.p1
OG0006578	CAPO303393	TCONS_00026429.p1
OG0006580	CAPO306179	TCONS_00003702.p1
OG0006581	CAPO300223	TCONS_00055023.p1
OG0006582	CAPO305399	TCONS_00028748.p1
OG0006583	CAPO308147	TCONS_00002402.p1
OG0006584	CAPO304380	TCONS_00009190.p1
OG0006586	CAPO300241	TCONS_00056653.p1
OG0006590	CAPO304634	TCONS_00006410.p1, TCONS_00006411.p1
OG0006591	CAPO306654	TCONS_00046705.p1
OG0006592	CAPO302105	TCONS_00002772.p1
OG0006594	CAPO305352	TCONS_00005014.p1
OG0006595	CAPO306726	TCONS_00029764.p1
OG0006596	CAPO305496	TCONS_00007790.p1
OG0006597	CAPO306143	TCONS_00042667.p1
OG0006598	CAPO303505	TCONS_00029076.p1
OG0006600	CAPO300993	TCONS_00013731.p1
OG0006602	CAPO306545	TCONS_00056704.p1
OG0006603	CAPO305246	TCONS_00007117.p1
OG0006604	CAPO301632	TCONS_00006520.p1
OG0006606	CAPO300627, CAPO305047	TCONS_00001826.p1
OG0006607	CAPO302836	TCONS_00044660.p1
OG0006608	CAPO304829	TCONS_00021081.p1
OG0006609	CAPO304156	TCONS_00056679.p1
OG0006610	CAPO305635	TCONS_00012981.p1
OG0006611	CAPO303370	TCONS_00055553.p1
OG0006612	CAPO303674	TCONS_00053948.p1
OG0006613	CAPO305926	TCONS_00020318.p1
OG0006614	CAPO307923	TCONS_00036181.p1
OG0006615	CAPO300892	TCONS_00055565.p1
OG0006616	CAPO302496	TCONS_00022755.p1
OG0006617	CAPO304084	TCONS_00056205.p1
OG0006619	CAPO305225	TCONS_00045095.p1
OG0006622	CAPO307274	TCONS_00021887.p1
OG0006627	CAPO300634	TCONS_00000978.p1
OG0006630	CAPO301318	TCONS_00032852.p1
OG0006631	CAPO302816	TCONS_00003832.p1
OG0006633	CAPO306794	TCONS_00045550.p1
OG0006636	CAPO304383	TCONS_00012633.p1
OG0006637	CAPO304312	TCONS_00013489.p1
OG0006638	CAPO302167	TCONS_00008465.p1
OG0006640	CAPO308241	TCONS_00006552.p1
OG0006642	CAPO303206	TCONS_00014397.p1
OG0006646	CAPO308061	TCONS_00028509.p1
OG0006648	CAPO300638	TCONS_00000125.p1
OG0006651	CAPO306376	TCONS_00000270.p1
OG0006655	CAPO306982	TCONS_00028473.p1
OG0006657	CAPO304665	TCONS_00006349.p1
OG0006658	CAPO301723	TCONS_00045451.p1, TCONS_00045482.p1
OG0006662	CAPO305585	TCONS_00035039.p1
OG0006663	CAPO301399	TCONS_00006144.p1, TCONS_00006163.p1
OG0006664	CAPO302941	TCONS_00015932.p1
OG0006666	CAPO301682	TCONS_00048338.p1
OG0006667	CAPO305573	TCONS_00015836.p1
OG0006668	CAPO301053	TCONS_00042523.p1
OG0006669	CAPO301280	TCONS_00052745.p1
OG0006670	CAPO306366	TCONS_00016009.p1
OG0006671	CAPO307485	TCONS_00050456.p1
OG0006673	CAPO302685	TCONS_00025948.p1
OG0006677	CAPO304250	TCONS_00013225.p1
OG0006678	CAPO300092	TCONS_00013801.p1
OG0006680	CAPO301748	TCONS_00056961.p1
OG0006681	CAPO305354	TCONS_00056930.p1
OG0006684	CAPO305512	TCONS_00047879.p1
OG0006686	CAPO307531	TCONS_00044306.p1, TCONS_00016179.p1
OG0006690	CAPO302172	TCONS_00048041.p1
OG0006691	CAPO305670	TCONS_00053236.p1
OG0006692	CAPO302647	TCONS_00003067.p1
OG0006693	CAPO302616	TCONS_00030832.p1, TCONS_00030829.p1
OG0006694	CAPO302438	TCONS_00002311.p1
OG0006695	CAPO302533	TCONS_00010698.p1
OG0006696	CAPO303681	TCONS_00049680.p1
OG0006698	CAPO305852	TCONS_00008813.p1
OG0006702	CAPO307269	TCONS_00044891.p1
OG0006703	CAPO302601	TCONS_00045997.p1
OG0006704	CAPO305136	TCONS_00000539.p1
OG0006706	CAPO303773	TCONS_00014874.p1
OG0006707	CAPO304129	TCONS_00014958.p1
OG0006708	CAPO304327	TCONS_00029711.p1
OG0006709	CAPO302993	TCONS_00056346.p1
OG0006710	CAPO307958	TCONS_00028493.p1
OG0006712	CAPO307469	TCONS_00007395.p1
OG0006714	CAPO301000	TCONS_00026867.p1
OG0006716	CAPO302196	TCONS_00018192.p1
OG0006717	CAPO305633	TCONS_00012131.p1
OG0006718	CAPO306293	TCONS_00027315.p1
OG0006719	CAPO302454	TCONS_00014267.p1
OG0006721	CAPO307315	TCONS_00027927.p1
OG0006722	CAPO304555	TCONS_00053746.p1
OG0006723	CAPO300019	TCONS_00050670.p1
OG0006724	CAPO300231	TCONS_00050671.p1
OG0006725	CAPO301206	TCONS_00048951.p1
OG0006726	CAPO303375	TCONS_00044651.p1
OG0006727	CAPO306447	TCONS_00002233.p1, TCONS_00047000.p1
OG0006728	CAPO303411	TCONS_00055761.p1
OG0006729	CAPO302448	TCONS_00053241.p1
OG0006730	CAPO307696	TCONS_00044178.p1
OG0006732	CAPO301757	TCONS_00020263.p1
OG0006733	CAPO306420	TCONS_00010742.p1
OG0006735	CAPO307764	TCONS_00006698.p1, TCONS_00006692.p1
OG0006736	CAPO301670	TCONS_00008432.p1
OG0006737	CAPO302977	TCONS_00007118.p1
OG0006738	CAPO305285	TCONS_00057052.p1
OG0006740	CAPO304581	TCONS_00003536.p1
OG0006741	CAPO306132	TCONS_00047318.p1
OG0006745	CAPO304913	TCONS_00050410.p1
OG0006750	CAPO306076	TCONS_00018018.p1
OG0006752	CAPO301753	TCONS_00040754.p1
OG0006753	CAPO304199	TCONS_00011610.p1
OG0006754	CAPO307231	TCONS_00008287.p1
OG0006755	CAPO304099	TCONS_00042769.p1
OG0006757	CAPO308250	TCONS_00011154.p1
OG0006758	CAPO303486	TCONS_00057241.p1
OG0006759	CAPO301178	TCONS_00049458.p1
OG0006760	CAPO300357	TCONS_00052472.p1
OG0006766	CAPO300327	TCONS_00022745.p1
OG0006769	CAPO304104	TCONS_00023716.p1, TCONS_00029383.p1
OG0006772	CAPO306103	TCONS_00026780.p1
OG0006775	CAPO303956	TCONS_00012501.p1
OG0006776	CAPO307354, CAPO307229	TCONS_00055607.p1
OG0006777	CAPO308320	TCONS_00010464.p1
OG0006826	CAPO306575	TCONS_00041653.p1
OG0006827	CAPO306579	TCONS_00052486.p1
OG0006830	CAPO304885	TCONS_00010805.p1
OG0006833	CAPO307011	TCONS_00007887.p1
OG0006838	CAPO304346	TCONS_00012572.p1
OG0006842	CAPO303033	TCONS_00052911.p1
OG0006843	CAPO301783	TCONS_00029554.p1
OG0006844	CAPO303858	TCONS_00028350.p1
OG0006845	CAPO304222	TCONS_00010267.p1
OG0006846	CAPO305985, CAPO301436	TCONS_00010501.p1
OG0006848	CAPO302750	TCONS_00031133.p1
OG0006849	CAPO306709	TCONS_00011426.p1
OG0006850	CAPO300307	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006853	CAPO305011	TCONS_00049013.p1
OG0006856	CAPO306926	TCONS_00007016.p1
OG0006857	CAPO304592	TCONS_00021829.p1
OG0006860	CAPO304880	TCONS_00008747.p1
OG0006862	CAPO306834	TCONS_00011019.p1
OG0006864	CAPO300266	TCONS_00041648.p1
OG0006865	CAPO300579	TCONS_00022194.p1
OG0006867	CAPO304561	TCONS_00010725.p1
OG0006868	CAPO304824	TCONS_00010919.p1
OG0006869	CAPO303718	TCONS_00048793.p1
OG0006870	CAPO305471	TCONS_00021310.p1
OG0006872	CAPO305763, CAPO306267	TCONS_00019934.p1
OG0006874	CAPO303002	TCONS_00013010.p1
OG0006875	CAPO300245	TCONS_00057246.p1
OG0006876	CAPO301384	TCONS_00054383.p1
OG0006877	CAPO303758	TCONS_00042767.p1
OG0006880	CAPO300637	TCONS_00014869.p1
OG0006881	CAPO307302	TCONS_00043849.p1
OG0006886	CAPO308008	TCONS_00023776.p1
OG0006887	CAPO303330	TCONS_00055244.p1
OG0006888	CAPO300481	TCONS_00017203.p1
OG0006889	CAPO305411	TCONS_00007492.p1
OG0006890	CAPO301774	TCONS_00026380.p1
OG0006892	CAPO306271	TCONS_00055599.p1
OG0006893	CAPO308281	TCONS_00013269.p1
OG0006894	CAPO305493	TCONS_00013687.p1
OG0006895	CAPO305321	TCONS_00056044.p1
OG0006897	CAPO305270	TCONS_00028324.p1
OG0006898	CAPO307616	TCONS_00008723.p1
OG0006901	CAPO301222	TCONS_00056765.p1
OG0006904	CAPO301235	TCONS_00042496.p1
OG0006906	CAPO307116	TCONS_00006172.p1
OG0006912	CAPO306387	TCONS_00015868.p1
OG0006914	CAPO302212	TCONS_00028393.p1
OG0006915	CAPO305363	TCONS_00007143.p1
OG0006916	CAPO306266	TCONS_00029180.p1
OG0006918	CAPO303362	TCONS_00046489.p1
OG0006920	CAPO306461	TCONS_00001003.p1
OG0006923	CAPO302381, CAPO303076	TCONS_00002022.p1
OG0006924	CAPO304320	TCONS_00019814.p1
OG0006925	CAPO306734	TCONS_00056528.p1
OG0006926	CAPO303493	TCONS_00017933.p1
OG0006927	CAPO303700	TCONS_00056916.p1
OG0006930	CAPO301522	TCONS_00002013.p1
OG0006931	CAPO300460	TCONS_00016839.p1
OG0006932	CAPO305813	TCONS_00013192.p1
OG0006934	CAPO304656	TCONS_00021826.p1
OG0006935	CAPO305404	TCONS_00027216.p1
OG0006936	CAPO301255	TCONS_00026943.p1
OG0006937	CAPO300724	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006938	CAPO307064	TCONS_00048561.p1
OG0006939	CAPO300423	TCONS_00045731.p1, TCONS_00045732.p1
OG0006940	CAPO308295	TCONS_00020637.p1
OG0006942	CAPO305131	TCONS_00011962.p1
OG0006943	CAPO300653	TCONS_00016606.p1
OG0006944	CAPO301423	TCONS_00048959.p1, TCONS_00032488.p1
OG0006945	CAPO304257	TCONS_00057264.p1
OG0006947	CAPO303778	TCONS_00025232.p1
OG0006948	CAPO307507	TCONS_00012980.p1, TCONS_00012979.p1
OG0006949	CAPO300866	TCONS_00019352.p1
OG0006951	CAPO302915	TCONS_00004238.p1
OG0006952	CAPO308002	TCONS_00007043.p1
OG0006953	CAPO302825	TCONS_00057019.p1
OG0006957	CAPO304410	TCONS_00026693.p1
OG0006959	CAPO305847	TCONS_00017783.p1
OG0006960	CAPO306688	TCONS_00000655.p1
OG0006962	CAPO307572	TCONS_00051747.p1
OG0006964	CAPO306352	TCONS_00013322.p1
OG0006966	CAPO304695	TCONS_00021949.p1
OG0006967	CAPO303820	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	CAPO301435	TCONS_00008544.p1
OG0006969	CAPO306618	TCONS_00027604.p1
OG0006970	CAPO304851	TCONS_00006686.p1
OG0006971	CAPO303658	TCONS_00006676.p1
OG0006973	CAPO306305	TCONS_00001025.p1
OG0006975	CAPO306893	TCONS_00001197.p1
OG0006977	CAPO305268	TCONS_00047323.p1
OG0006978	CAPO304336	TCONS_00028090.p1
OG0006979	CAPO300168	TCONS_00057104.p1, TCONS_00057116.p1, TCONS_00057117.p1
OG0006980	CAPO305562	TCONS_00052008.p1
OG0006982	CAPO305716	TCONS_00027060.p1
OG0006983	CAPO300916	TCONS_00051148.p1
OG0006989	CAPO302679	TCONS_00055897.p1
OG0006990	CAPO300763	TCONS_00030941.p1
OG0006991	CAPO303392	TCONS_00045078.p1
OG0006992	CAPO305740	TCONS_00052895.p1
OG0006993	CAPO305954	TCONS_00022435.p1
OG0006994	CAPO306564	TCONS_00002645.p1
OG0006995	CAPO306435	TCONS_00001363.p1
OG0006997	CAPO304873	TCONS_00048268.p1
OG0006998	CAPO301390	TCONS_00056048.p1
OG0006999	CAPO303913	TCONS_00018389.p1
OG0007001	CAPO305444	TCONS_00035924.p1
OG0007002	CAPO304225	TCONS_00016683.p1
OG0007003	CAPO302304	TCONS_00007710.p1
OG0007005	CAPO303654	TCONS_00005914.p1
OG0007007	CAPO302408	TCONS_00047237.p1
OG0007009	CAPO305960	TCONS_00031874.p1
OG0007010	CAPO301780	TCONS_00042742.p1
OG0007011	CAPO301128	TCONS_00043983.p1
OG0007012	CAPO304946	TCONS_00030131.p1
OG0007013	CAPO303300	TCONS_00013691.p1
OG0007015	CAPO305278	TCONS_00009257.p1
OG0007016	CAPO304972	TCONS_00007491.p1
OG0007017	CAPO301345	TCONS_00021378.p1, TCONS_00021379.p1
OG0007018	CAPO300889	TCONS_00013158.p1
OG0007019	CAPO304408	TCONS_00014248.p1
OG0007020	CAPO303562, CAPO308296	TCONS_00025884.p1
OG0007021	CAPO306622	TCONS_00020938.p1
OG0007022	CAPO303253	TCONS_00056686.p1
OG0007024	CAPO302054	TCONS_00048088.p1
OG0007025	CAPO302785	TCONS_00055826.p1
OG0007026	CAPO304159	TCONS_00025829.p1, TCONS_00024459.p1
OG0007030	CAPO303845	TCONS_00030781.p1
OG0007032	CAPO304830	TCONS_00030058.p1, TCONS_00000637.p1
OG0007033	CAPO305180	TCONS_00011250.p1
OG0007034	CAPO306932	TCONS_00054961.p1
OG0007038	CAPO302068	TCONS_00048491.p1
OG0007040	CAPO306537	TCONS_00015577.p1
OG0007042	CAPO307996	TCONS_00003604.p1
OG0007043	CAPO305780	TCONS_00027745.p1
OG0007044	CAPO307221	TCONS_00043439.p1
OG0007045	CAPO305958	TCONS_00054903.p1
OG0007046	CAPO305591	TCONS_00001135.p1
OG0007047	CAPO305693	TCONS_00015352.p1
OG0007048	CAPO302164	TCONS_00013693.p1
OG0007049	CAPO305031	TCONS_00051136.p1
OG0007050	CAPO307898	TCONS_00027092.p1
OG0007055	CAPO304778	TCONS_00006739.p1
OG0007058	CAPO301734, CAPO304572	TCONS_00040470.p1
