Orthogroup	CAPO3	AMPFI_ok
OG0002752	CAPO306571	AMPFI_05334
OG0002753	CAPO301419	AMPFI_23417
OG0002755	CAPO303504	AMPFI_12496, AMPFI_21085, AMPFI_11934
OG0002756	CAPO302206	AMPFI_23739, AMPFI_12587
OG0002757	CAPO301022	AMPFI_21337
OG0002758	CAPO302892, CAPO307678	AMPFI_21608
OG0002760	CAPO306120	AMPFI_07524, AMPFI_18680
OG0002764	CAPO300451	AMPFI_02962
OG0002765	CAPO307679	AMPFI_23588
OG0002766	CAPO300475	AMPFI_07357
OG0002767	CAPO302818	AMPFI_06871
OG0002770	CAPO300723	AMPFI_09032
OG0002771	CAPO307480	AMPFI_13195
OG0002772	CAPO301657	AMPFI_05332
OG0002773	CAPO300783	AMPFI_13423
OG0002774	CAPO301900	AMPFI_13370
OG0002776	CAPO300785	AMPFI_10405
OG0002779	CAPO306710	AMPFI_16662, AMPFI_21456, AMPFI_00600, AMPFI_15169, AMPFI_22130, AMPFI_01416
OG0002780	CAPO306806	AMPFI_00723, AMPFI_15995, AMPFI_03828
OG0002782	CAPO301842	AMPFI_15604
OG0002785	CAPO300520	AMPFI_09225
OG0002787	CAPO307667	AMPFI_17072
OG0002788	CAPO304831	AMPFI_10049
OG0002790	CAPO302263	AMPFI_23203, AMPFI_21538, AMPFI_20060
OG0002799	CAPO301814	AMPFI_18480
OG0002814	CAPO300792	AMPFI_14721
OG0002815	CAPO305247	AMPFI_11656
OG0002816	CAPO300822	AMPFI_11963
OG0002817	CAPO305631	AMPFI_09538
OG0002818	CAPO300344	AMPFI_12743
OG0002822	CAPO300505	AMPFI_06239
OG0002824	CAPO304804	AMPFI_07617
OG0002825	CAPO303958	AMPFI_16668, AMPFI_07767, AMPFI_08434, AMPFI_16189
OG0002826	CAPO305161	AMPFI_24284
OG0002827	CAPO302357	AMPFI_12807, AMPFI_21359, AMPFI_18809
OG0002831	CAPO303454	AMPFI_07272
OG0002833	CAPO302961	AMPFI_18453
OG0002835	CAPO306542	AMPFI_09569
OG0002836	CAPO301463	AMPFI_22190
OG0002837	CAPO304096	AMPFI_19230
OG0002838	CAPO305478	AMPFI_01922, AMPFI_15899
OG0002839	CAPO302420	AMPFI_07109, AMPFI_07149
OG0002841	CAPO302293	AMPFI_07580, AMPFI_19028
OG0002842	CAPO300353	AMPFI_12776
OG0002844	CAPO306381, CAPO305443	AMPFI_20609, AMPFI_16356, AMPFI_16951
OG0002845	CAPO305717	AMPFI_21727
OG0002847	CAPO307024	AMPFI_22348
OG0002848	CAPO306888	AMPFI_19569, AMPFI_03140
OG0002850	CAPO305439	AMPFI_09530, AMPFI_05872
OG0002851	CAPO304239	AMPFI_20208
OG0002855	CAPO304752	AMPFI_20574, AMPFI_20480, AMPFI_17191
OG0002858	CAPO302020	AMPFI_10012
OG0002860	CAPO304305	AMPFI_04562, AMPFI_02972
OG0002864	CAPO303007	AMPFI_09894
OG0002865	CAPO302058	AMPFI_24394, AMPFI_14864, AMPFI_11679, AMPFI_19978, AMPFI_25465
OG0002866	CAPO307089	AMPFI_10220
OG0002868	CAPO307730	AMPFI_07069
OG0002870	CAPO303935	AMPFI_12342
OG0002873	CAPO302439	AMPFI_19048, AMPFI_00955, AMPFI_20732
OG0002875	CAPO302434	AMPFI_14586
OG0002876	CAPO302622	AMPFI_10499
OG0002877	CAPO303139	AMPFI_08793, AMPFI_00713
OG0002878	CAPO304014	AMPFI_25829
OG0002884	CAPO306804	AMPFI_23066, AMPFI_11571
OG0002891	CAPO305115	AMPFI_04475
OG0002894	CAPO307506	AMPFI_06382
OG0002895	CAPO306767, CAPO303745	AMPFI_06498
OG0002896	CAPO301218	AMPFI_16510
OG0002897	CAPO306671	AMPFI_09968
OG0002899	CAPO306014	AMPFI_14669
OG0002900	CAPO303795	AMPFI_20780
OG0002902	CAPO300125	AMPFI_12583, AMPFI_00827
OG0002907	CAPO303347	AMPFI_19275
OG0002908	CAPO301293	AMPFI_07872, AMPFI_24733
OG0002909	CAPO302801	AMPFI_05496
OG0002910	CAPO304697	AMPFI_08873
OG0002911	CAPO306312	AMPFI_10616
OG0002913	CAPO307505	AMPFI_19285
OG0002914	CAPO304158	AMPFI_12000, AMPFI_13546
OG0002915	CAPO307623	AMPFI_13472
OG0002916	CAPO307991	AMPFI_06848
OG0002917	CAPO304597	AMPFI_14499
OG0002921	CAPO307445	AMPFI_10790, AMPFI_19297
OG0002922	CAPO305731	AMPFI_12284
OG0002923	CAPO307207	AMPFI_15546
OG0002926	CAPO301908	AMPFI_22948
OG0002927	CAPO307647	AMPFI_24232
OG0002944	CAPO306630	AMPFI_19187
OG0002946	CAPO302209	AMPFI_17243, AMPFI_18378, AMPFI_02425, AMPFI_22170, AMPFI_16120, AMPFI_16928, AMPFI_18406
OG0002947	CAPO306510	AMPFI_12962
OG0002949	CAPO305527, CAPO304499	AMPFI_25632, AMPFI_13293, AMPFI_13294
OG0002950	CAPO302322	AMPFI_08818
OG0002952	CAPO304062, CAPO304063	AMPFI_03711
OG0002953	CAPO305937	AMPFI_18432
OG0002954	CAPO303510	AMPFI_05502
OG0002955	CAPO305617	AMPFI_14821
OG0002957	CAPO303846	AMPFI_00571
OG0002959	CAPO305557	AMPFI_18590, AMPFI_24087
OG0002960	CAPO301301	AMPFI_17548
OG0002961	CAPO306313	AMPFI_15797, AMPFI_04166, AMPFI_16664
OG0002962	CAPO302937	AMPFI_14869
OG0002965	CAPO304902	AMPFI_07076
OG0002973	CAPO301405	AMPFI_13787
OG0002974	CAPO300358	AMPFI_05909, AMPFI_12501
OG0002976	CAPO304649	AMPFI_15200
OG0002977	CAPO306762	AMPFI_23108, AMPFI_18550, AMPFI_22891
OG0002979	CAPO300623	AMPFI_09921
OG0002981	CAPO305421	AMPFI_19892
OG0002982	CAPO306469	AMPFI_02827
OG0002983	CAPO302346	AMPFI_14269
OG0002985	CAPO300589	AMPFI_17949
OG0002987	CAPO306603	AMPFI_13529
OG0002988	CAPO300003	AMPFI_12185
OG0002990	CAPO304869	AMPFI_16222, AMPFI_17712
OG0002992	CAPO307180	AMPFI_16943, AMPFI_01367, AMPFI_21162
OG0002994	CAPO307303	AMPFI_13126, AMPFI_24153
OG0002997	CAPO307685	AMPFI_05692
OG0002998	CAPO302958	AMPFI_15937
OG0003001	CAPO302423	AMPFI_06603
OG0003002	CAPO304848	AMPFI_16659
OG0003004	CAPO304489	AMPFI_06638
OG0003005	CAPO302452, CAPO300516	AMPFI_04141, AMPFI_25494
OG0003006	CAPO302605	AMPFI_24175
OG0003010	CAPO303642	AMPFI_05162
OG0003012	CAPO302272	AMPFI_19750
OG0003014	CAPO304419	AMPFI_03270
OG0003016	CAPO301025	AMPFI_01985, AMPFI_21862
OG0003017	CAPO303755	AMPFI_05503, AMPFI_14328
OG0003018	CAPO301697	AMPFI_00574
OG0003019	CAPO302687	AMPFI_03647
OG0003019	CAPO307689	AMPFI_01117, AMPFI_02968
OG0003020	CAPO306543, CAPO306821	AMPFI_20210, AMPFI_04178, AMPFI_21161, AMPFI_24069
OG0003022	CAPO308155	AMPFI_12554, AMPFI_05254
OG0003024	CAPO300933	AMPFI_06872
OG0003025	CAPO306077	AMPFI_18961
OG0003026	CAPO304742	AMPFI_09871
OG0003027	CAPO302145	AMPFI_03279
OG0003028	CAPO307794	AMPFI_20635
OG0003029	CAPO301992	AMPFI_10314
OG0003030	CAPO304737	AMPFI_09536
OG0003033	CAPO300181	AMPFI_17482
OG0003034	CAPO300214, CAPO307271	AMPFI_07400
OG0003037	CAPO305626	AMPFI_21315, AMPFI_14720, AMPFI_14719, AMPFI_19401, AMPFI_04015
OG0003038	CAPO300861	AMPFI_00219
OG0003041	CAPO306033	AMPFI_25734
OG0003042	CAPO301480	AMPFI_09274, AMPFI_08345
OG0003043	CAPO304921	AMPFI_19900, AMPFI_18996, AMPFI_18326, AMPFI_18940
OG0003044	CAPO300082	AMPFI_04020, AMPFI_18286, AMPFI_20130
OG0003046	CAPO302851	AMPFI_18791
OG0003048	CAPO300169	AMPFI_14896, AMPFI_24700, AMPFI_03382
OG0003049	CAPO300501, CAPO307086, CAPO305726	AMPFI_20646, AMPFI_19686
OG0003053	CAPO305034	AMPFI_19082, AMPFI_17366
OG0003054	CAPO305605	AMPFI_22668
OG0003055	CAPO307832	AMPFI_11766, AMPFI_11765
OG0003056	CAPO300334	AMPFI_09035
OG0003058	CAPO305219	AMPFI_06004
OG0003059	CAPO307928	AMPFI_15093
OG0003060	CAPO300265	AMPFI_01289
OG0003063	CAPO306091	AMPFI_19748
OG0003065	CAPO305486	AMPFI_15613
OG0003067	CAPO301062	AMPFI_00869
OG0003071	CAPO303765	AMPFI_04750
OG0003072	CAPO300719	AMPFI_06677
OG0003073	CAPO300571	AMPFI_22163, AMPFI_07918
OG0003074	CAPO305232	AMPFI_10857
OG0003079	CAPO303732	AMPFI_20005
OG0003104	CAPO300208	AMPFI_15625
OG0003105	CAPO307561	AMPFI_22515
OG0003107	CAPO305408	AMPFI_06817
OG0003108	CAPO307100	AMPFI_12830, AMPFI_07552
OG0003110	CAPO302380	AMPFI_05396
OG0003111	CAPO305398	AMPFI_13874
OG0003112	CAPO305044	AMPFI_09342, AMPFI_10797
OG0003113	CAPO303380	AMPFI_10115
OG0003114	CAPO305811	AMPFI_08644
OG0003115	CAPO305328	AMPFI_12376
OG0003116	CAPO304220	AMPFI_07231
OG0003119	CAPO301756	AMPFI_08478
OG0003120	CAPO301313	AMPFI_02893, AMPFI_16661, AMPFI_12893
OG0003121	CAPO300078	AMPFI_05935
OG0003122	CAPO305152	AMPFI_07060, AMPFI_18355
OG0003124	CAPO307110	AMPFI_09122
OG0003125	CAPO308199	AMPFI_24478, AMPFI_01474
OG0003126	CAPO302418	AMPFI_24434, AMPFI_01995
OG0003128	CAPO300639	AMPFI_03704
OG0003130	CAPO308112	AMPFI_14227
OG0003131	CAPO301104	AMPFI_20126, AMPFI_03461
OG0003135	CAPO304970	AMPFI_07186
OG0003136	CAPO303233	AMPFI_10904
OG0003138	CAPO307798	AMPFI_18700
OG0003141	CAPO300915	AMPFI_11907
OG0003144	CAPO304802	AMPFI_22743, AMPFI_06226
OG0003145	CAPO301669	AMPFI_23822, AMPFI_00786, AMPFI_00787
OG0003146	CAPO304953	AMPFI_23986
OG0003147	CAPO305754	AMPFI_17466
OG0003150	CAPO304553	AMPFI_11497
OG0003151	CAPO302311	AMPFI_17711
OG0003152	CAPO306395	AMPFI_08619, AMPFI_15609
OG0003153	CAPO305242	AMPFI_03883
OG0003154	CAPO308152	AMPFI_15942
OG0003157	CAPO300659	AMPFI_24828
OG0003158	CAPO304754	AMPFI_15277
OG0003159	CAPO307514	AMPFI_14863
OG0003160	CAPO305734	AMPFI_09161
OG0003161	CAPO307952, CAPO307190, CAPO305141	AMPFI_17564
OG0003162	CAPO303406	AMPFI_13113
OG0003163	CAPO304744	AMPFI_17038
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	AMPFI_17039
OG0003164	CAPO302879	AMPFI_11016
OG0003165	CAPO302597	AMPFI_06521
OG0003166	CAPO306562	AMPFI_19039
OG0003172	CAPO306984	AMPFI_08998
OG0003174	CAPO306817	AMPFI_17590
OG0003175	CAPO306274	AMPFI_09988
OG0003176	CAPO307890	AMPFI_23239, AMPFI_17575, AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821
OG0003177	CAPO305441	AMPFI_03106, AMPFI_14471, AMPFI_22174, AMPFI_02148, AMPFI_21240
OG0003178	CAPO303283	AMPFI_21542
OG0003179	CAPO300801	AMPFI_06154
OG0003181	CAPO304354	AMPFI_05848
OG0003182	CAPO308003	AMPFI_06707
OG0003184	CAPO303123	AMPFI_23894
OG0003185	CAPO301951	AMPFI_25795, AMPFI_16164
OG0003187	CAPO303479	AMPFI_15428, AMPFI_06981, AMPFI_19178
OG0003189	CAPO303157	AMPFI_11974
OG0003190	CAPO303910	AMPFI_13799
OG0003191	CAPO306279	AMPFI_23926
OG0003192	CAPO301014	AMPFI_04101
OG0003193	CAPO301211	AMPFI_08357
OG0003194	CAPO301882	AMPFI_11899
OG0003196	CAPO301946	AMPFI_18746
OG0003196	CAPO306231	AMPFI_23755
OG0003198	CAPO304417	AMPFI_22917, AMPFI_08235
OG0003199	CAPO305890	AMPFI_12162
OG0003200	CAPO301026	AMPFI_11226, AMPFI_08232
OG0003202	CAPO307016	AMPFI_12487
OG0003203	CAPO305085	AMPFI_08213
OG0003206	CAPO306250	AMPFI_16692, AMPFI_25733
OG0003207	CAPO301521	AMPFI_20327
OG0003210	CAPO303247	AMPFI_24764
OG0003212	CAPO300076	AMPFI_00027
OG0003214	CAPO305438	AMPFI_06762
OG0003215	CAPO305646	AMPFI_14832
OG0003217	CAPO304366	AMPFI_25160, AMPFI_23505
OG0003218	CAPO308113	AMPFI_26015
OG0003219	CAPO306660	AMPFI_06216
OG0003220	CAPO304799	AMPFI_12091
OG0003221	CAPO300283	AMPFI_11291
OG0003223	CAPO307650	AMPFI_04078, AMPFI_25143
OG0003225	CAPO303179	AMPFI_05427
OG0003227	CAPO306597	AMPFI_25820, AMPFI_24871, AMPFI_18598
OG0003228	CAPO305495	AMPFI_18339
OG0003230	CAPO301507	AMPFI_01229
OG0003231	CAPO301890	AMPFI_04564, AMPFI_02940, AMPFI_01350, AMPFI_19537, AMPFI_01710
OG0003235	CAPO301047	AMPFI_16999
OG0003238	CAPO305586	AMPFI_19473
OG0003251	CAPO307251	AMPFI_06867
OG0003252	CAPO305303	AMPFI_15271, AMPFI_08251
OG0003254	CAPO307938	AMPFI_09205
OG0003255	CAPO301338	AMPFI_01643
OG0003257	CAPO303231	AMPFI_11835
OG0003263	CAPO303458	AMPFI_13017
OG0003264	CAPO306409	AMPFI_17248
OG0003266	CAPO303168	AMPFI_04526
OG0003267	CAPO300914	AMPFI_05887
OG0003268	CAPO301821	AMPFI_11156
OG0003269	CAPO304139	AMPFI_21059
OG0003272	CAPO300665	AMPFI_03849, AMPFI_13345
OG0003273	CAPO307851	AMPFI_02700
OG0003277	CAPO306142	AMPFI_09116
OG0003278	CAPO306634	AMPFI_13483, AMPFI_01180, AMPFI_21317
OG0003279	CAPO306251	AMPFI_24970, AMPFI_04845, AMPFI_24182
OG0003282	CAPO305239	AMPFI_21088
OG0003283	CAPO304400	AMPFI_02177, AMPFI_00946
OG0003287	CAPO306546	AMPFI_05397
OG0003288	CAPO307866	AMPFI_21742, AMPFI_06784
OG0003290	CAPO307662, CAPO300441	AMPFI_06287
OG0003291	CAPO306657	AMPFI_05291
OG0003293	CAPO300956	AMPFI_18756, AMPFI_02819
OG0003294	CAPO303988	AMPFI_24752
OG0003296	CAPO301282	AMPFI_09028, AMPFI_24005
OG0003297	CAPO307941	AMPFI_15955
OG0003298	CAPO306456	AMPFI_11593
OG0003300	CAPO307904	AMPFI_19704, AMPFI_05469
OG0003301	CAPO300201	AMPFI_14530
OG0003302	CAPO303848	AMPFI_16898
OG0003303	CAPO304414	AMPFI_23138
OG0003306	CAPO303291	AMPFI_11119
OG0003309	CAPO301499	AMPFI_23599, AMPFI_24997
OG0003315	CAPO301649	AMPFI_24105, AMPFI_19632, AMPFI_12929, AMPFI_23992, AMPFI_00069
OG0003316	CAPO300235	AMPFI_14046
OG0003317	CAPO304285	AMPFI_09168
OG0003318	CAPO302830	AMPFI_08330
OG0003320	CAPO303640	AMPFI_13174
OG0003323	CAPO304122	AMPFI_21338
OG0003324	CAPO308312	AMPFI_13390
OG0003325	CAPO300972, CAPO304961	AMPFI_02628
OG0003326	CAPO308259	AMPFI_11658
OG0003329	CAPO303336	AMPFI_09316
OG0003331	CAPO303947	AMPFI_23261, AMPFI_17012
OG0003332	CAPO307894	AMPFI_08196
OG0003333	CAPO307836	AMPFI_04378
OG0003334	CAPO305710	AMPFI_10291, AMPFI_03979
OG0003335	CAPO302255	AMPFI_09229
OG0003340	CAPO305389	AMPFI_22094
OG0003341	CAPO301683	AMPFI_20951, AMPFI_16730, AMPFI_00777
OG0003343	CAPO308043	AMPFI_06750
OG0003345	CAPO302682	AMPFI_24924
OG0003348	CAPO308059, CAPO308052	AMPFI_05356
OG0003349	CAPO300780	AMPFI_05046
OG0003353	CAPO304897	AMPFI_06338
OG0003354	CAPO300396	AMPFI_18029, AMPFI_15770
OG0003355	CAPO308186	AMPFI_07833, AMPFI_15437
OG0003356	CAPO306224	AMPFI_21630
OG0003357	CAPO307953	AMPFI_11721
OG0003359	CAPO303262, CAPO304527	AMPFI_08504
OG0003360	CAPO301722	AMPFI_09135
OG0003361	CAPO301802	AMPFI_14228
OG0003362	CAPO306572	AMPFI_03047, AMPFI_03667, AMPFI_15450, AMPFI_07048
OG0003364	CAPO301569	AMPFI_22450
OG0003365	CAPO301538	AMPFI_11415
OG0003366	CAPO302011	AMPFI_25322
OG0003368	CAPO307793	AMPFI_10687
OG0003369	CAPO305084	AMPFI_06268
OG0003370	CAPO302725	AMPFI_12902
OG0003373	CAPO301869	AMPFI_06232
OG0003374	CAPO305683	AMPFI_21401
OG0003375	CAPO301633, CAPO305837	AMPFI_21891
OG0003376	CAPO306560	AMPFI_06810
OG0003378	CAPO305510	AMPFI_07027
OG0003379	CAPO301575	AMPFI_02577, AMPFI_13364, AMPFI_04494
OG0003380	CAPO301115	AMPFI_09994
OG0003383	CAPO305778	AMPFI_04764
OG0003384	CAPO306617	AMPFI_15736
OG0003386	CAPO300917	AMPFI_09487
OG0003388	CAPO302657, CAPO304459, CAPO302957	AMPFI_25627, AMPFI_00589, AMPFI_20188
OG0003391	CAPO301846	AMPFI_04451, AMPFI_18758, AMPFI_21784
OG0003392	CAPO304278	AMPFI_06246
OG0003393	CAPO304102	AMPFI_16770
OG0003419	CAPO301040	AMPFI_08900
OG0003421	CAPO300028	AMPFI_09669
OG0003422	CAPO300121	AMPFI_08920, AMPFI_12987
OG0003424	CAPO307323	AMPFI_16817, AMPFI_16374
OG0003425	CAPO304371	AMPFI_09816
OG0003426	CAPO301532	AMPFI_00436
OG0003428	CAPO300586	AMPFI_00454
OG0003429	CAPO307638	AMPFI_24807, AMPFI_20170
OG0003430	CAPO305848	AMPFI_06485
OG0003435	CAPO300552	AMPFI_19921, AMPFI_14379
OG0003438	CAPO304548, CAPO305602, CAPO302554	AMPFI_16270, AMPFI_19158
OG0003443	CAPO306901, CAPO306924	AMPFI_21912
OG0003447	CAPO304621, CAPO305856	AMPFI_18696, AMPFI_22475
OG0003448	CAPO305307	AMPFI_23029
OG0003449	CAPO304421	AMPFI_25451, AMPFI_19468
OG0003451	CAPO302760	AMPFI_03894
OG0003453	CAPO304718	AMPFI_10385
OG0003454	CAPO305798	AMPFI_07469
OG0003455	CAPO300221	AMPFI_09746
OG0003457	CAPO307022	AMPFI_19507, AMPFI_22980
OG0003458	CAPO301287	AMPFI_25375
OG0003459	CAPO304210	AMPFI_23502
OG0003461	CAPO304469	AMPFI_08837
OG0003462	CAPO306452	AMPFI_05379
OG0003465	CAPO307530	AMPFI_12228
OG0003467	CAPO306150	AMPFI_25477, AMPFI_05595
OG0003471	CAPO304216	AMPFI_24941, AMPFI_19969
OG0003475	CAPO307501	AMPFI_21852, AMPFI_24738
OG0003476	CAPO306987	AMPFI_08618, AMPFI_13173
OG0003477	CAPO308122	AMPFI_11760
OG0003478	CAPO300139	AMPFI_13018
OG0003479	CAPO302288	AMPFI_08938
OG0003480	CAPO303582	AMPFI_07447
OG0003483	CAPO305509	AMPFI_09299
OG0003486	CAPO304249	AMPFI_16158
OG0003487	CAPO300925	AMPFI_23106
OG0003489	CAPO305291	AMPFI_24006
OG0003491	CAPO304911	AMPFI_11101
OG0003492	CAPO306303	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	CAPO306533	AMPFI_16534, AMPFI_17852
OG0003497	CAPO305660	AMPFI_04681
OG0003498	CAPO306898	AMPFI_14554
OG0003499	CAPO301160	AMPFI_10057
OG0003500	CAPO304927	AMPFI_12019
OG0003501	CAPO303209	AMPFI_09583
OG0003502	CAPO306906	AMPFI_22051
OG0003503	CAPO307158	AMPFI_19098, AMPFI_05344
OG0003504	CAPO304351	AMPFI_15622, AMPFI_24432
OG0003505	CAPO305207	AMPFI_07475
OG0003506	CAPO302826	AMPFI_14856
OG0003507	CAPO303307	AMPFI_14147
OG0003508	CAPO307911	AMPFI_00704, AMPFI_22615
OG0003509	CAPO305689	AMPFI_07776
OG0003511	CAPO307348, CAPO308352	AMPFI_01623, AMPFI_18153, AMPFI_02048
OG0003512	CAPO303631, CAPO302677, CAPO302168	AMPFI_02821
OG0003515	CAPO307211	AMPFI_20138
OG0003518	CAPO307641	AMPFI_13631
OG0003519	CAPO307608	AMPFI_10068
OG0003522	CAPO306659	AMPFI_15136, AMPFI_01034
OG0003523	CAPO304976	AMPFI_07760
OG0003525	CAPO305089	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033
OG0003528	CAPO306484	AMPFI_08029
OG0003531	CAPO300308	AMPFI_10001
OG0003532	CAPO303744	AMPFI_24750
OG0003533	CAPO301327	AMPFI_02269, AMPFI_18447, AMPFI_02287
OG0003537	CAPO301555	AMPFI_09546, AMPFI_11095
OG0003538	CAPO301093	AMPFI_21724, AMPFI_23397
OG0003539	CAPO300449	AMPFI_00975
OG0003541	CAPO300603	AMPFI_21493, AMPFI_04066, AMPFI_25161
OG0003543	CAPO301989	AMPFI_24581
OG0003544	CAPO300418	AMPFI_19004
OG0003546	CAPO303583	AMPFI_21995, AMPFI_00349, AMPFI_01761
OG0003547	CAPO308031	AMPFI_04834
OG0003550	CAPO300137	AMPFI_22499, AMPFI_18741
OG0003551	CAPO308286	AMPFI_07598
OG0003552	CAPO307114	AMPFI_05955
OG0003554	CAPO301001	AMPFI_22132
OG0003556	CAPO302339	AMPFI_08098
OG0003557	CAPO306086	AMPFI_05440
OG0003560	CAPO300951	AMPFI_10029
OG0003561	CAPO301198	AMPFI_06137
OG0003562	CAPO303388	AMPFI_06538
OG0003563	CAPO300808, CAPO301102	AMPFI_05251, AMPFI_22795
OG0003564	CAPO300720	AMPFI_08755
OG0003566	CAPO300164	AMPFI_01090
OG0003567	CAPO307296	AMPFI_14197, AMPFI_22713
OG0003568	CAPO303992	AMPFI_06943
OG0003570	CAPO305849	AMPFI_06993
OG0003573	CAPO300904	AMPFI_10938
OG0003577	CAPO306764	AMPFI_25920, AMPFI_04085, AMPFI_19335
OG0003578	CAPO307426	AMPFI_08173
OG0003579	CAPO300766	AMPFI_22532
OG0003599	CAPO301420	AMPFI_03084
OG0003607	CAPO301867	AMPFI_01035, AMPFI_08981
OG0003610	CAPO302401	AMPFI_08064
OG0003611	CAPO306320	AMPFI_06217, AMPFI_03674
OG0003612	CAPO304993	AMPFI_22358, AMPFI_00951
OG0003613	CAPO305029	AMPFI_14181
OG0003617	CAPO306844	AMPFI_00387
OG0003618	CAPO302109	AMPFI_07271
OG0003619	CAPO304837	AMPFI_10351
OG0003620	CAPO306673	AMPFI_09860
OG0003622	CAPO305075	AMPFI_11239, AMPFI_21860, AMPFI_12437
OG0003624	CAPO303633	AMPFI_03514
OG0003630	CAPO308012	AMPFI_13915
OG0003631	CAPO303610	AMPFI_14459, AMPFI_20160, AMPFI_23733
OG0003633	CAPO300056	AMPFI_02327, AMPFI_20276
OG0003635	CAPO308133	AMPFI_14547, AMPFI_15181
OG0003638	CAPO305555	AMPFI_07537
OG0003640	CAPO301244	AMPFI_16498
OG0003641	CAPO300746	AMPFI_07323
OG0003644	CAPO304835	AMPFI_06306
OG0003645	CAPO307108	AMPFI_16881
OG0003646	CAPO304914	AMPFI_06564
OG0003648	CAPO302617	AMPFI_01550
OG0003649	CAPO301930	AMPFI_09951
OG0003650	CAPO306633	AMPFI_12108
OG0003651	CAPO305370	AMPFI_09243
OG0003652	CAPO300427	AMPFI_10927
OG0003655	CAPO303553	AMPFI_08590
OG0003656	CAPO301350	AMPFI_15780
OG0003658	CAPO303162	AMPFI_13106
OG0003661	CAPO300815	AMPFI_09102
OG0003664	CAPO305504	AMPFI_25223
OG0003666	CAPO300690	AMPFI_10136
OG0003667	CAPO303859	AMPFI_08073
OG0003668	CAPO300260	AMPFI_07166
OG0003668	CAPO301650	AMPFI_05843
OG0003669	CAPO305883	AMPFI_11157
OG0003671	CAPO308173	AMPFI_00179
OG0003672	CAPO300582	AMPFI_09980
OG0003676	CAPO304948	AMPFI_18881
OG0003677	CAPO300011	AMPFI_07661
OG0003679	CAPO304696	AMPFI_07845
OG0003680	CAPO300884	AMPFI_09842
OG0003682	CAPO301860	AMPFI_07578
OG0003684	CAPO302734	AMPFI_00490, AMPFI_16180, AMPFI_25038
OG0003685	CAPO305996	AMPFI_12477
OG0003686	CAPO302144	AMPFI_07985
OG0003687	CAPO301501	AMPFI_00830
OG0003688	CAPO307252	AMPFI_03029
OG0003689	CAPO301215	AMPFI_14009
OG0003690	CAPO307478	AMPFI_05747
OG0003693	CAPO302269	AMPFI_02553
OG0003694	CAPO307654	AMPFI_08303
OG0003695	CAPO303363	AMPFI_15699
OG0003696	CAPO304903	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	CAPO307718	AMPFI_11115
OG0003698	CAPO306302	AMPFI_19011
OG0003700	CAPO304411	AMPFI_09947
OG0003703	CAPO305764	AMPFI_10771
OG0003704	CAPO308213	AMPFI_14195, AMPFI_16035
OG0003710	CAPO301647	AMPFI_12106, AMPFI_01123
OG0003712	CAPO300556	AMPFI_04984
OG0003713	CAPO306178	AMPFI_04283
OG0003716	CAPO303976	AMPFI_04436, AMPFI_02826
OG0003717	CAPO306282	AMPFI_19633, AMPFI_00073
OG0003718	CAPO307310	AMPFI_18529
OG0003719	CAPO300227	AMPFI_04202, AMPFI_25426
OG0003720	CAPO300371	AMPFI_24923, AMPFI_22323
OG0003721	CAPO300976, CAPO300975	AMPFI_08300
OG0003722	CAPO300031	AMPFI_16876
OG0003724	CAPO308007	AMPFI_09411
OG0003729	CAPO307394	AMPFI_24000
OG0003730	CAPO305074	AMPFI_06364
OG0003731	CAPO304053	AMPFI_22155
OG0003732	CAPO306498	AMPFI_21718
OG0003733	CAPO305671	AMPFI_08970
OG0003734	CAPO305564	AMPFI_18672
OG0003735	CAPO308150	AMPFI_19574
OG0003738	CAPO304238	AMPFI_15996
OG0003739	CAPO300467	AMPFI_04457
OG0003740	CAPO307238	AMPFI_12630
OG0003741	CAPO305770	AMPFI_21028
OG0003742	CAPO303080	AMPFI_17579, AMPFI_21157
OG0003744	CAPO306491	AMPFI_11890
OG0003745	CAPO307585	AMPFI_06392
OG0003749	CAPO306992	AMPFI_09561
OG0003750	CAPO304840	AMPFI_19492
OG0003752	CAPO306304	AMPFI_09468
OG0003754	CAPO305643	AMPFI_09209
OG0003755	CAPO300113	AMPFI_19354
OG0003756	CAPO307901	AMPFI_17707
OG0003758	CAPO308214	AMPFI_19318
OG0003759	CAPO307476	AMPFI_06066
OG0003760	CAPO304944	AMPFI_08456
OG0003761	CAPO301690	AMPFI_18129
OG0003762	CAPO303010	AMPFI_16490
OG0003764	CAPO300879	AMPFI_00088
OG0003767	CAPO301363	AMPFI_01797
OG0003769	CAPO305668	AMPFI_03104, AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003770	CAPO300865, CAPO305387	AMPFI_04882
OG0003771	CAPO300755	AMPFI_07160
OG0003773	CAPO301706	AMPFI_10699
OG0003776	CAPO306521	AMPFI_18606
OG0003778	CAPO302558	AMPFI_24942
OG0003798	CAPO300229	AMPFI_02948
OG0003803	CAPO307540	AMPFI_12565
OG0003806	CAPO304817	AMPFI_05818
OG0003807	CAPO308021	AMPFI_03351
OG0003808	CAPO308095	AMPFI_14079
