Orthogroup	CAPO3	HELIO_ok
OG0003448	CAPO305307	HELIO_06243
OG0003449	CAPO304421	HELIO_10411, HELIO_09169
OG0003450	CAPO304313	HELIO_01298
OG0003451	CAPO302760	HELIO_02050, HELIO_02049, HELIO_04392
OG0003453	CAPO304718	HELIO_00524, HELIO_03721
OG0003454	CAPO305798	HELIO_07210
OG0003455	CAPO300221	HELIO_04761
OG0003456	CAPO305023	HELIO_11022
OG0003457	CAPO307022	HELIO_03135
OG0003458	CAPO301287	HELIO_01103
OG0003459	CAPO304210	HELIO_07845
OG0003461	CAPO304469	HELIO_00074
OG0003462	CAPO306452	HELIO_10720
OG0003464	CAPO306136	HELIO_08682, HELIO_08683
OG0003465	CAPO307530	HELIO_11762
OG0003467	CAPO306150	HELIO_09150, HELIO_09149
OG0003471	CAPO304216	HELIO_08909
OG0003475	CAPO307501	HELIO_09101, HELIO_09102
OG0003476	CAPO306987	HELIO_03292
OG0003477	CAPO308122	HELIO_08724
OG0003478	CAPO300139	HELIO_07187
OG0003479	CAPO302288	HELIO_04296
OG0003480	CAPO303582	HELIO_09170
OG0003483	CAPO305509	HELIO_09297
OG0003487	CAPO300925	HELIO_01481
OG0003489	CAPO305291	HELIO_11702
OG0003491	CAPO304911	HELIO_12169
OG0003492	CAPO306303	HELIO_04826
OG0003493	CAPO306533	HELIO_09058
OG0003497	CAPO305660	HELIO_01513
OG0003498	CAPO306898	HELIO_09734
OG0003499	CAPO301160	HELIO_04566, HELIO_04195
OG0003500	CAPO304927	HELIO_10237
OG0003501	CAPO303209	HELIO_00872
OG0003502	CAPO306906	HELIO_11773
OG0003503	CAPO307158	HELIO_07145
OG0003505	CAPO305207	HELIO_03524
OG0003506	CAPO302826	HELIO_08087
OG0003507	CAPO303307	HELIO_09678
OG0003508	CAPO307911	HELIO_02722
OG0003509	CAPO305689	HELIO_11968
OG0003511	CAPO307348, CAPO308352	HELIO_09304
OG0003512	CAPO303631, CAPO302677, CAPO302168	HELIO_03822
OG0003515	CAPO307211	HELIO_01150
OG0003518	CAPO307641	HELIO_01357
OG0003519	CAPO307608	HELIO_05466
OG0003522	CAPO306659	HELIO_08738
OG0003523	CAPO304976	HELIO_02927
OG0003525	CAPO305089	HELIO_08996, HELIO_04858
OG0003528	CAPO306484	HELIO_06120
OG0003531	CAPO300308	HELIO_05168
OG0003532	CAPO303744	HELIO_02994
OG0003533	CAPO301327	HELIO_04997
OG0003537	CAPO301555	HELIO_05338
OG0003538	CAPO301093	HELIO_07947
OG0003539	CAPO300449	HELIO_06853
OG0003541	CAPO300603	HELIO_02897
OG0003543	CAPO301989	HELIO_01891
OG0003544	CAPO300418	HELIO_03400
OG0003546	CAPO303583	HELIO_08740
OG0003547	CAPO308031	HELIO_11264
OG0003550	CAPO300137	HELIO_10135
OG0003551	CAPO308286	HELIO_11131
OG0003552	CAPO307114	HELIO_01828
OG0003554	CAPO301001	HELIO_04654
OG0003556	CAPO302339	HELIO_04836, HELIO_07224
OG0003560	CAPO300951	HELIO_11394
OG0003561	CAPO301198	HELIO_03510
OG0003562	CAPO303388	HELIO_07501
OG0003563	CAPO300808, CAPO301102	HELIO_02254
OG0003564	CAPO300720	HELIO_08585
OG0003566	CAPO300164	HELIO_03423
OG0003567	CAPO307296	HELIO_02904
OG0003568	CAPO303992	HELIO_09743, HELIO_09744
OG0003569	CAPO306390	HELIO_07355
OG0003570	CAPO305849	HELIO_06559
OG0003573	CAPO300904	HELIO_09111
OG0003577	CAPO306764	HELIO_10105
OG0003578	CAPO307426	HELIO_08279, HELIO_08278
OG0003579	CAPO300766	HELIO_05944
OG0003582	CAPO302819	HELIO_04947
OG0003599	CAPO301420	HELIO_08540
OG0003600	CAPO305414	HELIO_08008
OG0003607	CAPO301867	HELIO_09021
OG0003610	CAPO302401	HELIO_12163
OG0003611	CAPO306320	HELIO_01894
OG0003613	CAPO305029	HELIO_01893
OG0003617	CAPO306844	HELIO_03494
OG0003619	CAPO304837	HELIO_07057
OG0003620	CAPO306673	HELIO_09212
OG0003621	CAPO302199	HELIO_07026
OG0003622	CAPO305075	HELIO_11126
OG0003624	CAPO303633	HELIO_09617
OG0003630	CAPO308012	HELIO_01750
OG0003631	CAPO303610	HELIO_10254
OG0003633	CAPO300056	HELIO_08998, HELIO_07996
OG0003635	CAPO308133	HELIO_03898, HELIO_08551
OG0003638	CAPO305555	HELIO_00190
OG0003640	CAPO301244	HELIO_10891
OG0003641	CAPO300746	HELIO_07553
OG0003644	CAPO304835	HELIO_02002
OG0003645	CAPO307108	HELIO_02632
OG0003646	CAPO304914	HELIO_10542
OG0003648	CAPO302617	HELIO_08542
OG0003649	CAPO301930	HELIO_09186
OG0003650	CAPO306633	HELIO_02717, HELIO_11983, HELIO_06323
OG0003651	CAPO305370	HELIO_01012
OG0003652	CAPO300427	HELIO_05306
OG0003655	CAPO303553	HELIO_12535
OG0003656	CAPO301350	HELIO_01092
OG0003657	CAPO305783	HELIO_09755
OG0003658	CAPO303162	HELIO_10115
OG0003661	CAPO300815	HELIO_00776
OG0003664	CAPO305504	HELIO_10185
OG0003667	CAPO303859	HELIO_09584
OG0003668	CAPO300260	HELIO_12712
OG0003669	CAPO305883	HELIO_09100
OG0003671	CAPO308173	HELIO_01352
OG0003672	CAPO300582	HELIO_03464
OG0003677	CAPO300011	HELIO_12600
OG0003679	CAPO304696	HELIO_01849
OG0003680	CAPO300884	HELIO_06689
OG0003682	CAPO301860	HELIO_01433
OG0003684	CAPO302734	HELIO_08776
OG0003685	CAPO305996	HELIO_09044
OG0003686	CAPO302144	HELIO_08163
OG0003687	CAPO301501	HELIO_06361
OG0003688	CAPO307252	HELIO_05020
OG0003689	CAPO301215	HELIO_02422
OG0003690	CAPO307478	HELIO_12684
OG0003693	CAPO302269	HELIO_12474
OG0003694	CAPO307654	HELIO_05422
OG0003695	CAPO303363	HELIO_02593
OG0003696	CAPO304903	HELIO_11257
OG0003697	CAPO307718	HELIO_12071
OG0003698	CAPO306302	HELIO_09605
OG0003700	CAPO304411	HELIO_11457
OG0003703	CAPO305764	HELIO_02888
OG0003710	CAPO301647	HELIO_06500
OG0003712	CAPO300556	HELIO_03886, HELIO_08547
OG0003713	CAPO306178	HELIO_10395
OG0003716	CAPO303976	HELIO_05664, HELIO_06645
OG0003717	CAPO306282	HELIO_05515
OG0003719	CAPO300227	HELIO_06363
OG0003720	CAPO300371	HELIO_08336
OG0003721	CAPO300976, CAPO300975	HELIO_10032, HELIO_03702
OG0003722	CAPO300031	HELIO_03347
OG0003724	CAPO308007	HELIO_10508
OG0003729	CAPO307394	HELIO_11354
OG0003730	CAPO305074	HELIO_08006
OG0003731	CAPO304053	HELIO_04511, HELIO_05539
OG0003732	CAPO306498	HELIO_12303
OG0003733	CAPO305671	HELIO_03136
OG0003734	CAPO305564	HELIO_06093
OG0003735	CAPO308150	HELIO_01294
OG0003738	CAPO304238	HELIO_10176
OG0003739	CAPO300467	HELIO_08892
OG0003740	CAPO307238	HELIO_05574
OG0003741	CAPO305770	HELIO_02790
OG0003742	CAPO303080	HELIO_08883
OG0003743	CAPO302360	HELIO_02787
OG0003744	CAPO306491	HELIO_04674
OG0003745	CAPO307585	HELIO_09559
OG0003749	CAPO306992	HELIO_02988
OG0003750	CAPO304840	HELIO_02076
OG0003752	CAPO306304	HELIO_08739
OG0003754	CAPO305643	HELIO_09263
OG0003755	CAPO300113	HELIO_08454
OG0003758	CAPO308214	HELIO_04986
OG0003759	CAPO307476	HELIO_08276
OG0003760	CAPO304944	HELIO_10329
OG0003761	CAPO301690	HELIO_09527
OG0003762	CAPO303010	HELIO_00794
OG0003764	CAPO300879	HELIO_10540
OG0003767	CAPO301363	HELIO_03825
OG0003769	CAPO305668	HELIO_09666
OG0003770	CAPO300865, CAPO305387	HELIO_06598
OG0003771	CAPO300755	HELIO_09996
OG0003773	CAPO301706	HELIO_11994
OG0003776	CAPO306521	HELIO_02001
OG0003778	CAPO302558	HELIO_12734
OG0003779	CAPO304919	HELIO_09039
OG0003798	CAPO300229	HELIO_10316
OG0003803	CAPO307540	HELIO_02425
OG0003806	CAPO304817	HELIO_00384
OG0003807	CAPO308021	HELIO_07147
OG0003808	CAPO308095	HELIO_04304
OG0003809	CAPO306197	HELIO_07339
OG0003811	CAPO302863	HELIO_07404
OG0003812	CAPO300349	HELIO_07959
OG0003813	CAPO305053	HELIO_02391
OG0003818	CAPO306945	HELIO_04533
OG0003820	CAPO302724	HELIO_12732, HELIO_12713
OG0003823	CAPO305304	HELIO_12718
OG0003824	CAPO300109	HELIO_02077
OG0003826	CAPO305900	HELIO_03295
OG0003826	CAPO303948	HELIO_02592
OG0003827	CAPO302156	HELIO_10529
OG0003828	CAPO304442	HELIO_03989
OG0003829	CAPO304825	HELIO_04115
OG0003831	CAPO301320	HELIO_00414
OG0003833	CAPO305448	HELIO_00735, HELIO_08031, HELIO_06424
OG0003834	CAPO307203	HELIO_10627
OG0003835	CAPO300102	HELIO_00960
OG0003836	CAPO301610	HELIO_02274
OG0003837	CAPO304430	HELIO_01037
OG0003838	CAPO304061, CAPO304064	HELIO_09299
OG0003839	CAPO300238, CAPO301543, CAPO307066	HELIO_00548
OG0003840	CAPO300299	HELIO_07119
OG0003843	CAPO301582	HELIO_09017
OG0003844	CAPO306235	HELIO_00051
OG0003845	CAPO302000	HELIO_09710
OG0003846	CAPO300905	HELIO_07722
OG0003847	CAPO300400	HELIO_04738
OG0003848	CAPO305229, CAPO305228	HELIO_02520
OG0003850	CAPO306458	HELIO_01423
OG0003851	CAPO301154	HELIO_06451
OG0003852	CAPO302241	HELIO_11600
OG0003853	CAPO308238	HELIO_12441
OG0003854	CAPO306385	HELIO_03527
OG0003855	CAPO304198	HELIO_07181
OG0003856	CAPO308004	HELIO_05722
OG0003857	CAPO302185	HELIO_12190
OG0003858	CAPO300728	HELIO_08687
OG0003859	CAPO306990	HELIO_02262
OG0003860	CAPO303899	HELIO_03691
OG0003861	CAPO302754	HELIO_09460
OG0003863	CAPO300200	HELIO_09867
OG0003864	CAPO300087	HELIO_10875
OG0003865	CAPO304904	HELIO_11073
OG0003866	CAPO302683	HELIO_03099
OG0003867	CAPO301767	HELIO_01829
OG0003868	CAPO306848	HELIO_08898
OG0003869	CAPO307094	HELIO_08492
OG0003870	CAPO305132	HELIO_02612
OG0003871	CAPO304658	HELIO_02741
OG0003872	CAPO300319	HELIO_02970
OG0003873	CAPO305775	HELIO_09899
OG0003875	CAPO303382	HELIO_08274, HELIO_08273
OG0003876	CAPO307728	HELIO_02667
OG0003878	CAPO308329	HELIO_10989
OG0003881	CAPO303685	HELIO_07709
OG0003886	CAPO304109	HELIO_06325
OG0003887	CAPO307036	HELIO_07770
OG0003888	CAPO302764	HELIO_07431
OG0003890	CAPO304707	HELIO_12503
OG0003892	CAPO307708	HELIO_08263
OG0003893	CAPO300022	HELIO_05290
OG0003894	CAPO302778	HELIO_00555
OG0003897	CAPO303759	HELIO_07895
OG0003898	CAPO307893, CAPO307749, CAPO306069	HELIO_09951
OG0003899	CAPO300674	HELIO_00617
OG0003900	CAPO301714	HELIO_07367
OG0003901	CAPO301256	HELIO_12439
OG0003903	CAPO305736	HELIO_11262
OG0003904	CAPO305947	HELIO_03811
OG0003906	CAPO301369	HELIO_09388
OG0003909	CAPO301220	HELIO_12479
OG0003911	CAPO305312	HELIO_02034
OG0003912	CAPO307896	HELIO_00546
OG0003913	CAPO306587	HELIO_06151
OG0003914	CAPO301224	HELIO_10475
OG0003917	CAPO306797	HELIO_10729
OG0003920	CAPO301554	HELIO_09202
OG0003921	CAPO300430	HELIO_11518
OG0003922	CAPO304241	HELIO_04815
OG0003924	CAPO302790	HELIO_06255
OG0003925	CAPO301662	HELIO_11080
OG0003926	CAPO303036	HELIO_01471
OG0003927	CAPO304671	HELIO_07361
OG0003929	CAPO303872	HELIO_09096
OG0003930	CAPO301599	HELIO_03284
OG0003931	CAPO304399	HELIO_04058
OG0003932	CAPO300048, CAPO300047	HELIO_09810, HELIO_00419
OG0003934	CAPO301204	HELIO_00565
OG0003936	CAPO302163	HELIO_03090
OG0003938	CAPO305166	HELIO_03125
OG0003939	CAPO303853	HELIO_10160
OG0003942	CAPO300632	HELIO_02681
OG0003944	CAPO300493	HELIO_01693
OG0003945	CAPO300812	HELIO_03032
OG0003946	CAPO303843	HELIO_10205
OG0003947	CAPO306325	HELIO_08689
OG0003950	CAPO307097	HELIO_06986
OG0003954	CAPO304758	HELIO_06270
OG0003955	CAPO304097	HELIO_02651
OG0003959	CAPO304028	HELIO_12450
OG0003961	CAPO303890	HELIO_06293
OG0003965	CAPO302867	HELIO_04316
OG0003966	CAPO301181	HELIO_04189
OG0003969	CAPO304197	HELIO_08398
OG0003971	CAPO301852	HELIO_09511
OG0003972	CAPO308018	HELIO_01757
OG0003973	CAPO307513	HELIO_12484
OG0003998	CAPO305634	HELIO_03539, HELIO_03537, HELIO_03538
OG0003999	CAPO306327	HELIO_02420
OG0004000	CAPO302913	HELIO_09085
OG0004002	CAPO305544	HELIO_10165
OG0004005	CAPO302213	HELIO_02225
OG0004007	CAPO307105	HELIO_06360
OG0004009	CAPO305072	HELIO_08149
OG0004010	CAPO303524	HELIO_03872
OG0004014	CAPO303473	HELIO_02037
OG0004015	CAPO305112	HELIO_02952
OG0004016	CAPO303609	HELIO_08840
OG0004017	CAPO308124	HELIO_04459
OG0004023	CAPO307204	HELIO_00840
OG0004027	CAPO301145	HELIO_11552
OG0004031	CAPO306218	HELIO_01995
OG0004032	CAPO300291	HELIO_06753
OG0004035	CAPO301995	HELIO_09748
OG0004037	CAPO306482	HELIO_05087
OG0004038	CAPO307927	HELIO_07048
OG0004041	CAPO306646	HELIO_00736
OG0004042	CAPO302696	HELIO_09649
OG0004044	CAPO300275	HELIO_01126
OG0004047	CAPO304083	HELIO_11567
OG0004048	CAPO304654	HELIO_08523
OG0004050	CAPO308116	HELIO_07692
OG0004053	CAPO301919	HELIO_01246
OG0004054	CAPO308277	HELIO_06113
OG0004056	CAPO306031	HELIO_06474
OG0004058	CAPO301904	HELIO_09716
OG0004059	CAPO301877	HELIO_11889
OG0004063	CAPO300628	HELIO_06207
OG0004064	CAPO304453	HELIO_06868
OG0004065	CAPO304029	HELIO_02317
OG0004067	CAPO301812	HELIO_11851
OG0004068	CAPO301030	HELIO_04572
OG0004069	CAPO307785	HELIO_03583
OG0004070	CAPO302894	HELIO_11759
OG0004075	CAPO308024	HELIO_07242
OG0004079	CAPO300687	HELIO_11417
OG0004080	CAPO305236	HELIO_12370
OG0004081	CAPO301069	HELIO_02694
OG0004082	CAPO305460	HELIO_03318, HELIO_03319
OG0004083	CAPO304047	HELIO_08699, HELIO_03393
OG0004084	CAPO300193	HELIO_01688
OG0004085	CAPO307782	HELIO_05065
OG0004090	CAPO304280	HELIO_00003
OG0004091	CAPO307795	HELIO_07817
OG0004092	CAPO301516	HELIO_00826
OG0004093	CAPO303612	HELIO_09995
OG0004094	CAPO306112	HELIO_11334
OG0004095	CAPO302216	HELIO_09898
OG0004096	CAPO306070	HELIO_09267
OG0004097	CAPO300790	HELIO_00420
OG0004099	CAPO306437	HELIO_02315
OG0004100	CAPO306356	HELIO_02283
OG0004101	CAPO303749, CAPO302702	HELIO_10904
OG0004103	CAPO306700	HELIO_08288, HELIO_12649
OG0004104	CAPO303684	HELIO_10999
OG0004105	CAPO308098	HELIO_07467
OG0004108	CAPO307282	HELIO_07935, HELIO_07936
OG0004112	CAPO304610	HELIO_11079
OG0004113	CAPO305835	HELIO_04150, HELIO_08443
OG0004114	CAPO301854	HELIO_03462
OG0004115	CAPO306386	HELIO_08676
OG0004116	CAPO303186	HELIO_11516
OG0004118	CAPO306139	HELIO_03448
OG0004119	CAPO303741	HELIO_04014
OG0004120	CAPO303757	HELIO_04260
OG0004123	CAPO304624	HELIO_10333
OG0004124	CAPO302738	HELIO_09543
OG0004125	CAPO304359	HELIO_07953
OG0004127	CAPO306895	HELIO_08267
OG0004130	CAPO307075	HELIO_11752
OG0004131	CAPO301925	HELIO_02810
OG0004133	CAPO305598	HELIO_11815
OG0004134	CAPO304433	HELIO_03479
OG0004136	CAPO307338	HELIO_06715
OG0004140	CAPO307995	HELIO_12443
OG0004142	CAPO300440	HELIO_03819
OG0004144	CAPO302917	HELIO_03451
OG0004148	CAPO301152	HELIO_00788
OG0004150	CAPO303497	HELIO_10914
OG0004151	CAPO307015	HELIO_03120
OG0004153	CAPO305022	HELIO_03342
OG0004154	CAPO308154	HELIO_11120
OG0004156	CAPO307556	HELIO_02466
OG0004158	CAPO302219	HELIO_08947
OG0004160	CAPO302118	HELIO_00518
OG0004164	CAPO306879	HELIO_04076
OG0004166	CAPO300703	HELIO_06402
OG0004167	CAPO305574	HELIO_12312
OG0004168	CAPO303881	HELIO_10439, HELIO_10438
OG0004169	CAPO302967	HELIO_10123
OG0004170	CAPO305320	HELIO_02685
OG0004171	CAPO305810	HELIO_01888
OG0004174	CAPO303644	HELIO_06319, HELIO_02631
OG0004176	CAPO304072	HELIO_09733
OG0004179	CAPO304392	HELIO_02899
OG0004181	CAPO304353	HELIO_03220
OG0004182	CAPO305817	HELIO_10355, HELIO_10354
OG0004183	CAPO301817	HELIO_02349
OG0004184	CAPO302251	HELIO_02910
OG0004186	CAPO307615	HELIO_03712
OG0004187	CAPO301572	HELIO_05634
OG0004188	CAPO308209	HELIO_05848
OG0004215	CAPO307025	HELIO_12650
OG0004216	CAPO304745	HELIO_04339
OG0004217	CAPO300553	HELIO_12612
OG0004219	CAPO302642	HELIO_03890
OG0004222	CAPO307934	HELIO_01516
OG0004223	CAPO308310	HELIO_02208
OG0004227	CAPO302252	HELIO_04190
OG0004228	CAPO303492	HELIO_10279
OG0004230	CAPO305821	HELIO_03067
OG0004231	CAPO300312	HELIO_02803
OG0004232	CAPO301443	HELIO_08424
OG0004235	CAPO306795	HELIO_06406
OG0004236	CAPO301760	HELIO_09356
OG0004237	CAPO301645	HELIO_00276
OG0004239	CAPO304082	HELIO_10562
OG0004240	CAPO301736, CAPO306948	HELIO_07818
OG0004243	CAPO302349	HELIO_08298
OG0004245	CAPO301120	HELIO_07870
OG0004246	CAPO307710	HELIO_10928
OG0004247	CAPO306324	HELIO_02696
OG0004248	CAPO306807	HELIO_05247, HELIO_06414
OG0004249	CAPO302316	HELIO_00455, HELIO_00454
OG0004250	CAPO305518	HELIO_10569
OG0004252	CAPO305536	HELIO_01174
OG0004254	CAPO304883	HELIO_03429
OG0004257	CAPO305171	HELIO_08894, HELIO_08895
OG0004258	CAPO301342	HELIO_08732
OG0004259	CAPO301048	HELIO_07775
OG0004261	CAPO305950	HELIO_00002
OG0004263	CAPO304844	HELIO_12287
OG0004269	CAPO308233	HELIO_06762
OG0004270	CAPO303791	HELIO_06659
OG0004271	CAPO303178	HELIO_12035
OG0004272	CAPO303743	HELIO_09365
OG0004278	CAPO303739	HELIO_12691
OG0004280	CAPO302169	HELIO_01147
OG0004282	CAPO306035	HELIO_05309
OG0004283	CAPO301216	HELIO_02458, HELIO_02459
OG0004284	CAPO303039	HELIO_08102
OG0004285	CAPO306621	HELIO_09389
OG0004286	CAPO300246	HELIO_02729
OG0004287	CAPO305534	HELIO_08219, HELIO_08218
OG0004288	CAPO302203	HELIO_02021
OG0004289	CAPO307509	HELIO_05881
OG0004291	CAPO306696	HELIO_06310
OG0004292	CAPO301407	HELIO_01648
OG0004295	CAPO300437	HELIO_07746
OG0004296	CAPO307058	HELIO_11270
OG0004299	CAPO307863	HELIO_07815
OG0004300	CAPO308218	HELIO_03164, HELIO_05762, HELIO_03166
OG0004301	CAPO305855	HELIO_02301
OG0004302	CAPO307149	HELIO_11348
OG0004303	CAPO306261	HELIO_05977
OG0004304	CAPO307407	HELIO_10121
OG0004305	CAPO306704	HELIO_02999
OG0004307	CAPO306787	HELIO_06021
OG0004308	CAPO302385	HELIO_02621
OG0004309	CAPO304021	HELIO_02544, HELIO_11686
OG0004310	CAPO306903	HELIO_05755
OG0004312	CAPO306752	HELIO_09858
OG0004314	CAPO301283	HELIO_11288
OG0004315	CAPO307076	HELIO_06706, HELIO_01279
OG0004316	CAPO300656	HELIO_08782
OG0004319	CAPO308294	HELIO_02747
OG0004320	CAPO300174	HELIO_02657
OG0004321	CAPO306639	HELIO_05529
OG0004322	CAPO307895	HELIO_03250, HELIO_03251
OG0004323	CAPO307483	HELIO_07772
OG0004324	CAPO300240	HELIO_06380
OG0004328	CAPO305261	HELIO_03031
OG0004329	CAPO302035	HELIO_08973
OG0004331	CAPO305384	HELIO_04862
OG0004333	CAPO303439	HELIO_03394
OG0004335	CAPO302791	HELIO_10063
OG0004337	CAPO300958	HELIO_09677
OG0004338	CAPO300828	HELIO_02735
OG0004344	CAPO307152	HELIO_05104
OG0004345	CAPO306847	HELIO_11483
OG0004348	CAPO306158	HELIO_02969
OG0004349	CAPO308184	HELIO_12177
OG0004350	CAPO300994	HELIO_09167
OG0004351	CAPO307239	HELIO_03403
OG0004352	CAPO300873	HELIO_06106
OG0004353	CAPO306055, CAPO306087	HELIO_05842
OG0004354	CAPO307581	HELIO_08304
OG0004355	CAPO303478	HELIO_02311
OG0004356	CAPO300159	HELIO_08069
OG0004357	CAPO303880	HELIO_08001
OG0004359	CAPO305703	HELIO_12437
OG0004360	CAPO301752	HELIO_07589
OG0004361	CAPO308302	HELIO_01540, HELIO_04775
OG0004363	CAPO304580	HELIO_07648
OG0004364	CAPO305213	HELIO_04246
OG0004365	CAPO305948	HELIO_11208
OG0004368	CAPO306084	HELIO_10695
OG0004369	CAPO305592	HELIO_12496
OG0004370	CAPO302143	HELIO_03960
OG0004372	CAPO304892	HELIO_08067, HELIO_03183, HELIO_06703, HELIO_07476
OG0004373	CAPO308311	HELIO_08887
OG0004374	CAPO306983	HELIO_04430
OG0004375	CAPO305927	HELIO_10600
OG0004376	CAPO303203	HELIO_02742
OG0004377	CAPO303614	HELIO_08549
OG0004378	CAPO303140	HELIO_09047
OG0004379	CAPO300162	HELIO_02169
OG0004380	CAPO307847	HELIO_02081
OG0004381	CAPO300684	HELIO_09818
OG0004382	CAPO308307	HELIO_05962
OG0004383	CAPO301688	HELIO_09050
OG0004385	CAPO306534	HELIO_01485
OG0004388	CAPO303742	HELIO_09998, HELIO_09997
OG0004389	CAPO302416	HELIO_01623, HELIO_04466
OG0004390	CAPO300046	HELIO_11441, HELIO_02437
OG0004391	CAPO305468	HELIO_08588
OG0004392	CAPO303282	HELIO_00680
OG0004394	CAPO305886	HELIO_11388
OG0004396	CAPO300955	HELIO_05800
OG0004398	CAPO307605	HELIO_02807
OG0004399	CAPO301536	HELIO_04973
OG0004400	CAPO304368, CAPO302395	HELIO_06143
OG0004401	CAPO307684	HELIO_00357
OG0004404	CAPO300907	HELIO_00365
OG0004405	CAPO302866	HELIO_11201
OG0004406	CAPO305558	HELIO_01541
OG0004413	CAPO301518	HELIO_03374
OG0004417	CAPO302119	HELIO_12409
OG0004418	CAPO305208	HELIO_10340
OG0004421	CAPO303320	HELIO_04689
OG0004423	CAPO306935	HELIO_05314
OG0004459	CAPO300459	HELIO_06462
OG0004460	CAPO307206	HELIO_11544
OG0004461	CAPO305355	HELIO_08132
OG0004462	CAPO302893	HELIO_10916
OG0004465	CAPO303487, CAPO307912	HELIO_02805
OG0004467	CAPO307496	HELIO_02292
OG0004468	CAPO307854	HELIO_01285
OG0004472	CAPO303803	HELIO_06484
OG0004474	CAPO300829	HELIO_12721
OG0004476	CAPO307856	HELIO_02731
OG0004479	CAPO303963	HELIO_09869
OG0004481	CAPO306702	HELIO_11879
OG0004483	CAPO303122	HELIO_00784
OG0004486	CAPO307639	HELIO_09931
OG0004488	CAPO301849	HELIO_01349
OG0004489	CAPO305447	HELIO_04543
OG0004494	CAPO306570	HELIO_01937
OG0004495	CAPO306359	HELIO_05252
OG0004496	CAPO303733	HELIO_05528
OG0004497	CAPO307202	HELIO_02407
OG0004498	CAPO305224	HELIO_05086
OG0004500	CAPO301850	HELIO_00985
OG0004502	CAPO301779, CAPO300429	HELIO_04496
OG0004503	CAPO300332	HELIO_11512
OG0004506	CAPO305016	HELIO_06458
OG0004507	CAPO301894	HELIO_11682
OG0004509	CAPO300500	HELIO_01830, HELIO_01547
OG0004511	CAPO303457	HELIO_09430
OG0004512	CAPO302842	HELIO_09740, HELIO_09741
OG0004513	CAPO303104	HELIO_06065
OG0004515	CAPO305182	HELIO_07915
OG0004516	CAPO306036, CAPO307859	HELIO_08851, HELIO_08852
OG0004517	CAPO305332	HELIO_05747
OG0004518	CAPO306412	HELIO_02464
OG0004519	CAPO307914	HELIO_02070
OG0004520	CAPO300090	HELIO_02470
OG0004521	CAPO306692	HELIO_09243, HELIO_09242
OG0004525	CAPO303518	HELIO_11194
OG0004526	CAPO302498	HELIO_09082
OG0004527	CAPO302077	HELIO_00542
OG0004529	CAPO306628	HELIO_04437
OG0004530	CAPO304739	HELIO_06657
OG0004531	CAPO302345, CAPO307115	HELIO_07234
OG0004533	CAPO306022	HELIO_08527
OG0004537	CAPO306837	HELIO_11941
OG0004540	CAPO307351	HELIO_01984
OG0004541	CAPO307806	HELIO_11072, HELIO_07529, HELIO_10987
OG0004542	CAPO306706	HELIO_06841
OG0004545	CAPO307212	HELIO_12540
OG0004547	CAPO304852	HELIO_09117
OG0004548	CAPO305113	HELIO_08241
OG0004551	CAPO301498	HELIO_05424
OG0004552	CAPO301361, CAPO306759	HELIO_10506
OG0004553	CAPO302768	HELIO_12007
OG0004554	CAPO300747	HELIO_08526
OG0004555	CAPO301994	HELIO_01600
OG0004556	CAPO305616	HELIO_00978
OG0004558	CAPO307355	HELIO_11447
OG0004559	CAPO303756	HELIO_05624
OG0004561	CAPO304794	HELIO_05341
OG0004563	CAPO303030	HELIO_10963
OG0004564	CAPO301873	HELIO_01798
OG0004565	CAPO303409	HELIO_09408
OG0004569	CAPO303601	HELIO_01159
OG0004572	CAPO302719	HELIO_02556
OG0004573	CAPO305859	HELIO_11161
OG0004577	CAPO307905	HELIO_01659
OG0004578	CAPO307713	HELIO_01050
OG0004579	CAPO308171	HELIO_04280
OG0004581	CAPO305629	HELIO_05498
OG0004582	CAPO304857	HELIO_08565
OG0004583	CAPO301319	HELIO_00209
OG0004585	CAPO307959	HELIO_05321
OG0004587	CAPO303576	HELIO_01138
OG0004588	CAPO307046	HELIO_01642
OG0004590	CAPO307910	HELIO_05349
OG0004592	CAPO307767	HELIO_10984
OG0004593	CAPO306311	HELIO_00714
OG0004595	CAPO305901	HELIO_00583
OG0004596	CAPO301763	HELIO_10182
OG0004599	CAPO306185	HELIO_07655
OG0004600	CAPO306391	HELIO_10167
OG0004601	CAPO300529	HELIO_03704
OG0004602	CAPO307709	HELIO_01820
OG0004605	CAPO303013	HELIO_09439, HELIO_09440
OG0004609	CAPO305274	HELIO_00052
OG0004610	CAPO308217	HELIO_00082
OG0004611	CAPO305879, CAPO305850	HELIO_04196
OG0004612	CAPO307176	HELIO_01397
OG0004616	CAPO302661, CAPO307774	HELIO_01195
OG0004619	CAPO306976	HELIO_09992
OG0004621	CAPO301592	HELIO_04659
OG0004623	CAPO303271	HELIO_06434
OG0004626	CAPO304074	HELIO_09727
OG0004627	CAPO302578	HELIO_11945
OG0004628	CAPO300844	HELIO_07285
OG0004629	CAPO300874	HELIO_00929
OG0004630	CAPO300032	HELIO_07827
OG0004633	CAPO306431	HELIO_01232
OG0004634	CAPO306443	HELIO_03114
OG0004638	CAPO300328	HELIO_00200
OG0004639	CAPO304960	HELIO_02889
OG0004640	CAPO305391	HELIO_01802
OG0004641	CAPO301192	HELIO_09900
OG0004642	CAPO303810	HELIO_09909
OG0004643	CAPO303111	HELIO_11685
OG0004644	CAPO308177	HELIO_11529
