Orthogroup	CAPO3	SCHMD
OG0002543	CAPO306889, CAPO301493	SCHMD13140, SCHMD07926
OG0002548	CAPO303502	SCHMD18717
OG0002555	CAPO301095	SCHMD04674
OG0002557	CAPO302757	SCHMD13169, SCHMD21727
OG0002558	CAPO301820	SCHMD00920, SCHMD00921
OG0002559	CAPO306363	SCHMD08672
OG0002561	CAPO306761	SCHMD12128, SCHMD12125, SCHMD22644
OG0002563	CAPO307417	SCHMD17745, SCHMD18083, SCHMD10548, SCHMD04537, SCHMD06999
OG0002564	CAPO307297	SCHMD26255, SCHMD23486
OG0002565	CAPO302611	SCHMD17677
OG0002566	CAPO303827	SCHMD19922, SCHMD09243, SCHMD21685
OG0002567	CAPO304319	SCHMD26960, SCHMD21223, SCHMD26995
OG0002569	CAPO306658	SCHMD24099, SCHMD23873
OG0002570	CAPO307215	SCHMD28455, SCHMD10841, SCHMD28456
OG0002572	CAPO303863	SCHMD28212
OG0002574	CAPO307488	SCHMD02805
OG0002585	CAPO304733, CAPO306606, CAPO302856	SCHMD08509, SCHMD03928, SCHMD04668
OG0002587	CAPO300512	SCHMD02035
OG0002592	CAPO300278	SCHMD05523
OG0002594	CAPO304177	SCHMD01957, SCHMD01956, SCHMD08766
OG0002598	CAPO300566	SCHMD12969, SCHMD12968, SCHMD12920
OG0002599	CAPO303706	SCHMD16532, SCHMD16531, SCHMD18319
OG0002599	CAPO303705	SCHMD19523, SCHMD00508, SCHMD23867, SCHMD23909
OG0002600	CAPO305861	SCHMD24581, SCHMD08872
OG0002601	CAPO300675	SCHMD12244, SCHMD12242, SCHMD12243, SCHMD13456, SCHMD00930
OG0002602	CAPO303637	SCHMD11941, SCHMD17578
OG0002603	CAPO302609	SCHMD02231
OG0002605	CAPO303522	SCHMD16204, SCHMD16205
OG0002609	CAPO304999	SCHMD03135
OG0002610	CAPO307043	SCHMD10931, SCHMD09597, SCHMD07650
OG0002617	CAPO307606	SCHMD08533
OG0002618	CAPO307902	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269
OG0002620	CAPO300598	SCHMD00615
OG0002624	CAPO307642	SCHMD04482
OG0002629	CAPO306856	SCHMD29554
OG0002632	CAPO301605	SCHMD24299, SCHMD11524, SCHMD24298, SCHMD12144
OG0002633	CAPO301845	SCHMD04220
OG0002636	CAPO302443	SCHMD17101
OG0002638	CAPO302461	SCHMD17623
OG0002643	CAPO305403	SCHMD29396
OG0002645	CAPO302012	SCHMD14719
OG0002646	CAPO300302	SCHMD02368, SCHMD02370
OG0002652	CAPO305413	SCHMD02206
OG0002656	CAPO301386	SCHMD02018
OG0002659	CAPO302308	SCHMD16521
OG0002660	CAPO305892, CAPO302584, CAPO305891	SCHMD15941, SCHMD29087, SCHMD18277
OG0002661	CAPO300165	SCHMD00115, SCHMD00117, SCHMD00116
OG0002662	CAPO307949	SCHMD17949
OG0002663	CAPO308163	SCHMD27059
OG0002665	CAPO307055	SCHMD18177
OG0002666	CAPO308350	SCHMD26535, SCHMD26571, SCHMD26311
OG0002668	CAPO301754	SCHMD11689
OG0002669	CAPO301762	SCHMD09139, SCHMD09141, SCHMD24892, SCHMD27885, SCHMD09611, SCHMD23333
OG0002672	CAPO307527	SCHMD09334, SCHMD21945
OG0002677	CAPO303005	SCHMD15461, SCHMD08746
OG0002683	CAPO303156	SCHMD25713
OG0002683	CAPO305522	SCHMD17534
OG0002705	CAPO303959	SCHMD28463, SCHMD20331, SCHMD14987
OG0002706	CAPO306125	SCHMD17752, SCHMD18329
OG0002708	CAPO306708	SCHMD07512
OG0002710	CAPO301641	SCHMD13597
OG0002715	CAPO303783	SCHMD04683
OG0002716	CAPO302306	SCHMD16309
OG0002717	CAPO307873	SCHMD04660, SCHMD19761
OG0002718	CAPO306705	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002720	CAPO304077	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002726	CAPO303092	SCHMD29542
OG0002728	CAPO304582	SCHMD12425
OG0002731	CAPO304916	SCHMD12439, SCHMD19462
OG0002732	CAPO305751	SCHMD22707, SCHMD23253
OG0002739	CAPO303462	SCHMD21270, SCHMD28406
OG0002740	CAPO302187	SCHMD27419
OG0002740	CAPO303044	SCHMD03938, SCHMD03830
OG0002743	CAPO305659	SCHMD05725, SCHMD09090
OG0002745	CAPO302960	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002746	CAPO301404	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505
OG0002747	CAPO308121	SCHMD01124, SCHMD01122, SCHMD01123
OG0002749	CAPO305516	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271
OG0002750	CAPO305820	SCHMD19269, SCHMD20288
OG0002751	CAPO300590	SCHMD16908, SCHMD03819
OG0002755	CAPO303504	SCHMD05796
OG0002756	CAPO302206	SCHMD07641, SCHMD08625
OG0002757	CAPO301022	SCHMD00910
OG0002758	CAPO302892, CAPO307678	SCHMD01248, SCHMD01249
OG0002760	CAPO306120	SCHMD04520
OG0002763	CAPO301217	SCHMD28353
OG0002764	CAPO300451	SCHMD03065
OG0002765	CAPO307679	SCHMD03101, SCHMD01507
OG0002766	CAPO300475	SCHMD07474
OG0002770	CAPO300723	SCHMD03395, SCHMD03396
OG0002771	CAPO307480	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	CAPO301657	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	CAPO300783	SCHMD12006, SCHMD03314, SCHMD03038
OG0002773	CAPO303160	SCHMD29335, SCHMD29658
OG0002774	CAPO301900	SCHMD21194, SCHMD14518
OG0002776	CAPO300785	SCHMD19737, SCHMD20919
OG0002777	CAPO303340	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	CAPO306710	SCHMD06579, SCHMD06581, SCHMD06580
OG0002780	CAPO306806	SCHMD04448, SCHMD04449, SCHMD04450
OG0002782	CAPO301842	SCHMD04095, SCHMD10801, SCHMD12067, SCHMD08222
OG0002785	CAPO300520	SCHMD03564, SCHMD02646
OG0002787	CAPO307667	SCHMD04800
OG0002788	CAPO304831	SCHMD13555, SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002790	CAPO302263	SCHMD24450
OG0002793	CAPO305498	SCHMD23816, SCHMD22461
OG0002799	CAPO301814	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002814	CAPO300792	SCHMD17379, SCHMD14700
OG0002815	CAPO305247	SCHMD25079, SCHMD14403, SCHMD12858
OG0002817	CAPO305631	SCHMD08770
OG0002818	CAPO300344	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	CAPO300805, CAPO300806	SCHMD04704
OG0002822	CAPO300505	SCHMD08888, SCHMD21214, SCHMD14939
OG0002824	CAPO304804	SCHMD22484, SCHMD22922
OG0002825	CAPO303958	SCHMD04002
OG0002826	CAPO305161	SCHMD04456, SCHMD04455
OG0002827	CAPO302357	SCHMD08734, SCHMD08735, SCHMD08733
OG0002831	CAPO303454	SCHMD14362, SCHMD15514
OG0002833	CAPO302961	SCHMD16770
OG0002836	CAPO301463	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	CAPO304096	SCHMD08534
OG0002838	CAPO305478	SCHMD00590
OG0002839	CAPO302420	SCHMD02377
OG0002841	CAPO302293	SCHMD26941, SCHMD29004
OG0002842	CAPO300353	SCHMD00997, SCHMD05266
OG0002843	CAPO300339	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	CAPO306381, CAPO305443	SCHMD03897
OG0002845	CAPO305717	SCHMD02505
OG0002847	CAPO307024	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169
OG0002848	CAPO306888	SCHMD05152
OG0002850	CAPO305439	SCHMD05521
OG0002851	CAPO304239	SCHMD04077, SCHMD04076
OG0002855	CAPO304752	SCHMD09245
OG0002858	CAPO302020	SCHMD18586, SCHMD18130, SCHMD16715
OG0002860	CAPO304305	SCHMD07308, SCHMD18915
OG0002866	CAPO307089	SCHMD11278
OG0002868	CAPO307730	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124
OG0002870	CAPO303935	SCHMD16201, SCHMD23491
OG0002876	CAPO302622	SCHMD10099
OG0002883	CAPO300600	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473
OG0002884	CAPO306804	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002888	CAPO302979	SCHMD09489
OG0002891	CAPO305115	SCHMD13844
OG0002893	CAPO304576	SCHMD11607, SCHMD19499, SCHMD11608, SCHMD25224, SCHMD26062
OG0002894	CAPO307506	SCHMD25475
OG0002895	CAPO306767, CAPO303745	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	CAPO301218	SCHMD17000
OG0002897	CAPO306671	SCHMD13842
OG0002899	CAPO306014	SCHMD08092
OG0002900	CAPO303795	SCHMD25381
OG0002907	CAPO303347	SCHMD11864, SCHMD21839
OG0002908	CAPO301293	SCHMD03347
OG0002909	CAPO302801	SCHMD13692
OG0002911	CAPO306312	SCHMD08308
OG0002913	CAPO307505	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002914	CAPO304158	SCHMD23681, SCHMD27140
OG0002915	CAPO307623	SCHMD09665
OG0002916	CAPO307991	SCHMD27668, SCHMD21453, SCHMD23088
OG0002917	CAPO304597	SCHMD01851, SCHMD01850
OG0002921	CAPO307445	SCHMD09397
OG0002926	CAPO301908	SCHMD25907, SCHMD13775, SCHMD16726
OG0002927	CAPO307647	SCHMD02868
OG0002944	CAPO306630	SCHMD08008
OG0002947	CAPO306510	SCHMD01791, SCHMD28979
OG0002948	CAPO303072	SCHMD06278, SCHMD06277
OG0002949	CAPO305527, CAPO304499	SCHMD00986
OG0002950	CAPO302322	SCHMD12895, SCHMD16450
OG0002952	CAPO304062, CAPO304063	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	CAPO305937	SCHMD15127
OG0002955	CAPO305617	SCHMD15457, SCHMD12505
OG0002957	CAPO303846	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703
OG0002959	CAPO305557	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	CAPO301301	SCHMD03221
OG0002961	CAPO306313	SCHMD25347, SCHMD24832
OG0002962	CAPO302937	SCHMD02732
OG0002968	CAPO305040, CAPO306161	SCHMD17924
OG0002969	CAPO301408	SCHMD08827
OG0002973	CAPO301405	SCHMD02061, SCHMD03023, SCHMD02060
OG0002974	CAPO300358	SCHMD05224
OG0002976	CAPO304649	SCHMD01019, SCHMD04973
OG0002977	CAPO306762	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002979	CAPO300623	SCHMD01771, SCHMD00206, SCHMD00263
OG0002982	CAPO306469	SCHMD01104
OG0002983	CAPO302346	SCHMD13929, SCHMD10593, SCHMD18805
OG0002985	CAPO300589	SCHMD03398, SCHMD14369
OG0002987	CAPO306603	SCHMD01543, SCHMD13405
OG0002990	CAPO304869	SCHMD04639, SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	CAPO300778	SCHMD22608, SCHMD20729
OG0002992	CAPO307180	SCHMD05236
OG0002994	CAPO307303	SCHMD00361
OG0002997	CAPO307685	SCHMD16711
OG0002998	CAPO302958	SCHMD04878
OG0003001	CAPO302423	SCHMD16355, SCHMD17156
OG0003004	CAPO304489	SCHMD18300, SCHMD21092
OG0003005	CAPO302452, CAPO300516	SCHMD05203
OG0003006	CAPO302605	SCHMD08276, SCHMD27162
OG0003010	CAPO303642	SCHMD10225
OG0003012	CAPO302272	SCHMD08169, SCHMD01210
OG0003014	CAPO304419	SCHMD10015, SCHMD02414
OG0003016	CAPO301025	SCHMD10023, SCHMD10022
OG0003017	CAPO303755	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	CAPO302687, CAPO307689	SCHMD22688
OG0003020	CAPO306543, CAPO306821	SCHMD01885, SCHMD16858
OG0003022	CAPO308155	SCHMD11673
OG0003024	CAPO300933	SCHMD16962, SCHMD09220
OG0003025	CAPO306077	SCHMD12824
OG0003026	CAPO304742	SCHMD02853, SCHMD01047
OG0003027	CAPO302145	SCHMD26555, SCHMD23346
OG0003028	CAPO307794	SCHMD00803
OG0003029	CAPO301992	SCHMD17380
OG0003030	CAPO304737	SCHMD14026, SCHMD14334
OG0003033	CAPO300181	SCHMD17975
OG0003034	CAPO300214, CAPO307271	SCHMD06420
OG0003038	CAPO300861	SCHMD04323, SCHMD17801, SCHMD23638
OG0003041	CAPO306033	SCHMD13550, SCHMD13552, SCHMD05248, SCHMD13548, SCHMD13549
OG0003043	CAPO304921	SCHMD29558, SCHMD01920, SCHMD01921, SCHMD29559
OG0003044	CAPO300082	SCHMD18036
OG0003046	CAPO302851	SCHMD02191, SCHMD02192
OG0003048	CAPO300169	SCHMD04259
OG0003049	CAPO300501, CAPO307086, CAPO305726	SCHMD02944
OG0003054	CAPO305605	SCHMD07639
OG0003055	CAPO307832	SCHMD02492, SCHMD02453
OG0003056	CAPO300334	SCHMD17116, SCHMD23427, SCHMD16470, SCHMD23280
OG0003059	CAPO307928	SCHMD06641, SCHMD00780, SCHMD00957
OG0003060	CAPO300265	SCHMD03911
OG0003063	CAPO306091	SCHMD09452
OG0003065	CAPO305486	SCHMD16054, SCHMD23447, SCHMD19297
OG0003067	CAPO301062	SCHMD16524, SCHMD20520, SCHMD13476
OG0003072	CAPO300719	SCHMD06901
OG0003073	CAPO300571	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	CAPO305232	SCHMD05044
OG0003079	CAPO303732	SCHMD21039, SCHMD16217
OG0003104	CAPO300208	SCHMD24752, SCHMD28727
OG0003105	CAPO307561	SCHMD11114
OG0003106	CAPO300222	SCHMD02719, SCHMD29463
OG0003107	CAPO305408	SCHMD24066, SCHMD27003
OG0003108	CAPO307100	SCHMD07978
OG0003110	CAPO302380	SCHMD04241
OG0003111	CAPO305398	SCHMD13595
OG0003112	CAPO305044	SCHMD21475, SCHMD20475, SCHMD20838
OG0003113	CAPO300369	SCHMD29275
OG0003113	CAPO303380	SCHMD11799
OG0003114	CAPO305811	SCHMD14023, SCHMD11723, SCHMD15288
OG0003116	CAPO304220	SCHMD08507, SCHMD19155
OG0003119	CAPO301756	SCHMD29008, SCHMD21161
OG0003121	CAPO300078	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	CAPO305152	SCHMD20810, SCHMD20273
OG0003124	CAPO307110	SCHMD00285, SCHMD25581
OG0003125	CAPO308199	SCHMD07267
OG0003126	CAPO302418	SCHMD01239
OG0003128	CAPO300639	SCHMD19584
OG0003130	CAPO308112	SCHMD04681
OG0003131	CAPO301104	SCHMD00499, SCHMD13849, SCHMD12187
OG0003135	CAPO304970	SCHMD18912, SCHMD19428, SCHMD16137
OG0003136	CAPO303233	SCHMD12621, SCHMD24106, SCHMD11040
OG0003138	CAPO307798	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456
OG0003141	CAPO300915	SCHMD00202
OG0003144	CAPO304802	SCHMD02154
OG0003145	CAPO301669	SCHMD14673, SCHMD15337, SCHMD09407
OG0003146	CAPO304953	SCHMD08719, SCHMD06842
OG0003147	CAPO305754	SCHMD17526
OG0003150	CAPO304553	SCHMD20966
OG0003151	CAPO302311	SCHMD12480, SCHMD14456
OG0003152	CAPO306395	SCHMD15231, SCHMD19429
OG0003153	CAPO305242	SCHMD06720, SCHMD06721
OG0003157	CAPO300659	SCHMD06691
OG0003158	CAPO304754	SCHMD18825, SCHMD11523, SCHMD13092
OG0003160	CAPO305734	SCHMD15101, SCHMD28838, SCHMD27705
OG0003161	CAPO307952, CAPO307190, CAPO305141	SCHMD03472
OG0003162	CAPO303406	SCHMD16228, SCHMD15451
OG0003163	CAPO304744	SCHMD00903, SCHMD00907
OG0003164	CAPO302879	SCHMD01405
OG0003165	CAPO302597	SCHMD04066
OG0003169	CAPO302137	SCHMD10405
OG0003172	CAPO306984	SCHMD01375
OG0003174	CAPO306817	SCHMD28100, SCHMD04214, SCHMD15907
OG0003177	CAPO305441	SCHMD16728, SCHMD07591
OG0003178	CAPO303283	SCHMD14461
OG0003181	CAPO304354	SCHMD00970
OG0003182	CAPO308003	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	CAPO303123	SCHMD28841, SCHMD26100
OG0003185	CAPO301951	SCHMD24773, SCHMD28390, SCHMD16979, SCHMD16980
OG0003187	CAPO303479	SCHMD06732
OG0003189	CAPO303157	SCHMD02678
OG0003191	CAPO306279	SCHMD03926
OG0003193	CAPO301211	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003196	CAPO306231	SCHMD11447
OG0003197	CAPO307855	SCHMD11788
OG0003198	CAPO304417	SCHMD14276
OG0003199	CAPO305890	SCHMD21965, SCHMD20498, SCHMD26450
OG0003202	CAPO307016	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658
OG0003203	CAPO305085	SCHMD02943, SCHMD25430
OG0003206	CAPO306250	SCHMD29612
OG0003207	CAPO301521	SCHMD06863, SCHMD04604
OG0003210	CAPO303247	SCHMD23858, SCHMD23874
OG0003212	CAPO300076	SCHMD20324, SCHMD18634, SCHMD18389
OG0003214	CAPO305438	SCHMD18471
OG0003215	CAPO305646	SCHMD06939
OG0003217	CAPO304366	SCHMD03371, SCHMD00338
OG0003218	CAPO308113	SCHMD20285
OG0003219	CAPO306286	SCHMD23356
OG0003220	CAPO304799	SCHMD14282
OG0003221	CAPO300283	SCHMD16909, SCHMD22653
OG0003223	CAPO307650	SCHMD23089, SCHMD08068, SCHMD22959, SCHMD16759
OG0003228	CAPO305495	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003230	CAPO301507	SCHMD09623
OG0003231	CAPO301890	SCHMD04327, SCHMD04326, SCHMD04328
OG0003235	CAPO301047	SCHMD15802
OG0003238	CAPO305586	SCHMD09383
OG0003251	CAPO307251	SCHMD10064, SCHMD14392
OG0003252	CAPO305303	SCHMD29319
OG0003254	CAPO307938	SCHMD01611
OG0003255	CAPO301338	SCHMD16797
OG0003257	CAPO303231	SCHMD14887, SCHMD01601
OG0003263	CAPO303458	SCHMD17464
OG0003264	CAPO306409	SCHMD03771
OG0003267	CAPO300914	SCHMD03991
OG0003268	CAPO301821	SCHMD03635, SCHMD03636
OG0003269	CAPO304139	SCHMD04531
OG0003273	CAPO307851	SCHMD06523
OG0003277	CAPO306142	SCHMD27731, SCHMD11904
OG0003279	CAPO306251	SCHMD08045
OG0003283	CAPO304400	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	CAPO302648	SCHMD07514, SCHMD15662
OG0003287	CAPO306546	SCHMD14605
OG0003288	CAPO307866	SCHMD09311, SCHMD11762
OG0003290	CAPO307662, CAPO300441	SCHMD28476, SCHMD05994
OG0003291	CAPO306657	SCHMD09949
OG0003293	CAPO300956	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003294	CAPO303988	SCHMD27898
OG0003296	CAPO301282	SCHMD02838
OG0003297	CAPO307941	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003301	CAPO300201	SCHMD13976, SCHMD15564
OG0003302	CAPO303848	SCHMD01831
OG0003303	CAPO304414	SCHMD01441
OG0003306	CAPO303291	SCHMD20511, SCHMD03757, SCHMD03756
OG0003309	CAPO301499	SCHMD01407
OG0003315	CAPO301649	SCHMD25575, SCHMD08661
OG0003316	CAPO300235	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	CAPO302830	SCHMD12979, SCHMD12981, SCHMD18691
OG0003324	CAPO308312	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	CAPO300972, CAPO304961	SCHMD09735
OG0003329	CAPO303336	SCHMD18095
OG0003329	CAPO300711	SCHMD22699
OG0003331	CAPO303947	SCHMD09487, SCHMD19558, SCHMD09488
OG0003333	CAPO307836	SCHMD20159, SCHMD28070
OG0003335	CAPO302255	SCHMD19779
OG0003340	CAPO305389	SCHMD08266
OG0003341	CAPO301683	SCHMD00620, SCHMD00619, SCHMD00618, SCHMD00617
OG0003343	CAPO308043	SCHMD22696
OG0003345	CAPO302682	SCHMD29662
OG0003348	CAPO308059, CAPO308052	SCHMD11779
OG0003349	CAPO300780	SCHMD04642, SCHMD00847
OG0003353	CAPO304897	SCHMD09639
OG0003354	CAPO300396	SCHMD00933, SCHMD12950
OG0003356	CAPO306224	SCHMD07762
OG0003357	CAPO307953	SCHMD05234
OG0003358	CAPO307281	SCHMD00069
OG0003359	CAPO303262, CAPO304527	SCHMD28721, SCHMD10516, SCHMD28861, SCHMD11426
OG0003360	CAPO301722	SCHMD04932
OG0003361	CAPO301802	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	CAPO306572	SCHMD06273, SCHMD06272
OG0003364	CAPO301569	SCHMD15632, SCHMD28905, SCHMD18353
OG0003366	CAPO302011	SCHMD14890
OG0003368	CAPO307793	SCHMD18206
OG0003369	CAPO305084	SCHMD01240
OG0003370	CAPO302725	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876
OG0003373	CAPO301869	SCHMD21509, SCHMD21699
OG0003374	CAPO305683	SCHMD04840
OG0003375	CAPO301633, CAPO305837	SCHMD08102
OG0003378	CAPO305510	SCHMD07046, SCHMD07045
OG0003379	CAPO301575	SCHMD11579
OG0003380	CAPO301115	SCHMD05800
OG0003382	CAPO302262	SCHMD05894
OG0003384	CAPO306617	SCHMD08925
OG0003386	CAPO300917	SCHMD08232
OG0003388	CAPO302657, CAPO304459, CAPO302957	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	CAPO301846	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	CAPO304278	SCHMD20046
OG0003419	CAPO301040	SCHMD02792, SCHMD29735
OG0003421	CAPO300028	SCHMD25644, SCHMD14414
OG0003422	CAPO300121	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	CAPO304371	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	CAPO301532	SCHMD11714
OG0003429	CAPO307638	SCHMD06630, SCHMD03609
OG0003430	CAPO305848	SCHMD03690
OG0003431	CAPO308284	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	CAPO303572	SCHMD05639, SCHMD06055
OG0003435	CAPO300552	SCHMD22101, SCHMD18693, SCHMD16836
OG0003443	CAPO306901, CAPO306924	SCHMD25759, SCHMD22118, SCHMD05361
OG0003449	CAPO304421	SCHMD07944, SCHMD00547, SCHMD24945, SCHMD06404
OG0003450	CAPO304313	SCHMD01589
OG0003451	CAPO302760	SCHMD08838
OG0003453	CAPO304718	SCHMD09929
OG0003454	CAPO305798	SCHMD10872, SCHMD17895
OG0003455	CAPO300221	SCHMD27744, SCHMD09301
OG0003456	CAPO305023	SCHMD08769
OG0003458	CAPO301287	SCHMD20564
OG0003462	CAPO306452	SCHMD18652, SCHMD28411
OG0003464	CAPO306136	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	CAPO307530	SCHMD04832
OG0003467	CAPO306150	SCHMD08397, SCHMD08398
OG0003471	CAPO304216	SCHMD02073
OG0003475	CAPO307501	SCHMD11005
OG0003476	CAPO306987	SCHMD14696
OG0003477	CAPO308122	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	CAPO300139	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	CAPO302288	SCHMD07504, SCHMD03144
OG0003480	CAPO303582	SCHMD01806
OG0003483	CAPO305509	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003486	CAPO304249	SCHMD07957
OG0003487	CAPO300925	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003489	CAPO305291	SCHMD16345, SCHMD15586, SCHMD27620
OG0003491	CAPO304911	SCHMD07566
OG0003492	CAPO306303	SCHMD17580
OG0003497	CAPO305660	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	CAPO306898	SCHMD19260, SCHMD19261, SCHMD16893
OG0003501	CAPO303209	SCHMD02847, SCHMD02846
OG0003502	CAPO306906	SCHMD05683
OG0003503	CAPO307158	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	CAPO304351	SCHMD16696, SCHMD18314
OG0003505	CAPO305207	SCHMD08229, SCHMD08228
OG0003508	CAPO307911	SCHMD11739, SCHMD00810
OG0003509	CAPO305689	SCHMD12054
OG0003511	CAPO307348, CAPO308352	SCHMD10744, SCHMD10745
OG0003515	CAPO307211	SCHMD16232, SCHMD28533
OG0003518	CAPO307641	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856, SCHMD05084
OG0003519	CAPO307608	SCHMD04577
OG0003522	CAPO306659	SCHMD02972
OG0003523	CAPO304976	SCHMD11220, SCHMD11219
OG0003525	CAPO305089	SCHMD26818, SCHMD25303, SCHMD26816
OG0003528	CAPO306484	SCHMD21896, SCHMD26214
OG0003531	CAPO300308	SCHMD02486
OG0003532	CAPO303744	SCHMD04373
OG0003533	CAPO301327	SCHMD29432, SCHMD23787
OG0003539	CAPO300449	SCHMD18718, SCHMD20290
OG0003543	CAPO303672	SCHMD25625, SCHMD07979
OG0003543	CAPO301989	SCHMD01295, SCHMD04172
OG0003544	CAPO300418	SCHMD22197, SCHMD21841
OG0003550	CAPO300137	SCHMD01327
OG0003551	CAPO308286	SCHMD07949
OG0003552	CAPO307114	SCHMD10623, SCHMD08451
OG0003554	CAPO301001	SCHMD11710, SCHMD08877
OG0003556	CAPO302339	SCHMD03452
OG0003557	CAPO306086	SCHMD08732, SCHMD04421
OG0003561	CAPO301198	SCHMD07358
OG0003562	CAPO303388	SCHMD00923
OG0003563	CAPO300808, CAPO301102	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	CAPO300720	SCHMD19445, SCHMD14913
OG0003566	CAPO300164	SCHMD26756, SCHMD15301
OG0003567	CAPO307296	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442
OG0003568	CAPO303992	SCHMD15819
OG0003570	CAPO305849	SCHMD08962
OG0003573	CAPO300904	SCHMD03521
OG0003577	CAPO306764	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	CAPO307426	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
