Orthogroup	CAPO3	SACKO_ok
OG0006187	CAPO303722	SACKO_24252
OG0006188	CAPO307979	SACKO_07194
OG0006190	CAPO304791	SACKO_02444
OG0006191	CAPO301907	SACKO_21296
OG0006192	CAPO308099	SACKO_01391
OG0006195	CAPO308346, CAPO305489	SACKO_11101, SACKO_11093
OG0006196	CAPO304854	SACKO_30856
OG0006198	CAPO306368	SACKO_27166
OG0006199	CAPO307861	SACKO_06227
OG0006200	CAPO306047	SACKO_20572, SACKO_15696
OG0006202	CAPO307311	SACKO_15491, SACKO_16355
OG0006204	CAPO307074	SACKO_10202
OG0006205	CAPO306928	SACKO_31370
OG0006206	CAPO308060	SACKO_01243
OG0006209	CAPO303208	SACKO_24255
OG0006210	CAPO301051	SACKO_18778
OG0006211	CAPO305755	SACKO_04724
OG0006213	CAPO301176	SACKO_21335
OG0006214	CAPO305313	SACKO_05862
OG0006216	CAPO304328	SACKO_24474
OG0006225	CAPO307529	SACKO_03137
OG0006226	CAPO303955	SACKO_33531
OG0006227	CAPO304192	SACKO_00360
OG0006229	CAPO306729	SACKO_15856
OG0006230	CAPO303003	SACKO_09576
OG0006233	CAPO307263	SACKO_11025
OG0006234	CAPO305546	SACKO_00141
OG0006235	CAPO300217	SACKO_05415, SACKO_07827
OG0006237	CAPO302524	SACKO_20298
OG0006239	CAPO305262	SACKO_26765
OG0006243	CAPO301646	SACKO_32257
OG0006244	CAPO306900	SACKO_00718
OG0006245	CAPO307777	SACKO_13591, SACKO_13588
OG0006248	CAPO307601	SACKO_29941
OG0006249	CAPO304667	SACKO_12077, SACKO_06923
OG0006250	CAPO301165	SACKO_33637
OG0006251	CAPO302342	SACKO_13744
OG0006252	CAPO304131	SACKO_31106
OG0006253	CAPO307341	SACKO_22373
OG0006254	CAPO305073	SACKO_27243
OG0006257	CAPO305440	SACKO_04006
OG0006258	CAPO300398	SACKO_33663, SACKO_28085
OG0006260	CAPO300587	SACKO_01212
OG0006261	CAPO305676	SACKO_07532
OG0006262	CAPO307596	SACKO_19943, SACKO_19933
OG0006263	CAPO307994	SACKO_23315
OG0006264	CAPO304943	SACKO_27254
OG0006267	CAPO300629	SACKO_17470
OG0006268	CAPO305663	SACKO_21851
OG0006271	CAPO306714	SACKO_31553
OG0006272	CAPO300074	SACKO_14168
OG0006275	CAPO304219	SACKO_08975
OG0006276	CAPO306041	SACKO_01325, SACKO_33437
OG0006277	CAPO307602	SACKO_31185
OG0006278	CAPO305153	SACKO_30172
OG0006279	CAPO307288	SACKO_18919
OG0006280	CAPO308182	SACKO_03118
OG0006281	CAPO302129	SACKO_26666
OG0006284	CAPO301681	SACKO_01400
OG0006285	CAPO301258	SACKO_22768, SACKO_34081
OG0006286	CAPO304212	SACKO_27133
OG0006287	CAPO302795	SACKO_22159
OG0006288	CAPO300129	SACKO_01301
OG0006289	CAPO306652	SACKO_31445
OG0006291	CAPO308081	SACKO_23043
OG0006293	CAPO307067	SACKO_20678
OG0006294	CAPO301151	SACKO_33988
OG0006295	CAPO307143	SACKO_07537
OG0006297	CAPO301937	SACKO_02405
OG0006298	CAPO306805	SACKO_07970
OG0006299	CAPO305899	SACKO_26388, SACKO_12264
OG0006301	CAPO306072	SACKO_14640
OG0006305	CAPO303850	SACKO_24057
OG0006306	CAPO303905	SACKO_04334
OG0006309	CAPO304441	SACKO_13569
OG0006311	CAPO300748	SACKO_26809
OG0006313	CAPO306539	SACKO_20864
OG0006314	CAPO308085, CAPO301326	SACKO_06853, SACKO_28420, SACKO_05800, SACKO_16316, SACKO_33868, SACKO_33834
OG0006317	CAPO301551	SACKO_21312
OG0006319	CAPO306239	SACKO_09566
OG0006320	CAPO303864	SACKO_23414
OG0006322	CAPO305971	SACKO_08927
OG0006323	CAPO300361	SACKO_26923
OG0006324	CAPO307431	SACKO_01809
OG0006329	CAPO306283	SACKO_30287
OG0006330	CAPO301590	SACKO_08726
OG0006331	CAPO301721	SACKO_31398
OG0006332	CAPO306802, CAPO306801	SACKO_08811
OG0006334	CAPO302140	SACKO_00491
OG0006335	CAPO305790	SACKO_22904, SACKO_22906
OG0006338	CAPO300367	SACKO_17070
OG0006339	CAPO306751	SACKO_04371
OG0006340	CAPO306725	SACKO_06436
OG0006341	CAPO303256	SACKO_03883
OG0006344	CAPO307345	SACKO_19339
OG0006346	CAPO305832	SACKO_27643
OG0006347	CAPO305184	SACKO_06194
OG0006349	CAPO304057	SACKO_07506
OG0006350	CAPO302433	SACKO_16257
OG0006352	CAPO301346	SACKO_14534
OG0006353	CAPO301517	SACKO_28090
OG0006355	CAPO307129	SACKO_30829
OG0006356	CAPO305164	SACKO_26545
OG0006358	CAPO303299	SACKO_30824, SACKO_26082
OG0006359	CAPO300583	SACKO_08209
OG0006360	CAPO304103	SACKO_25975
OG0006361	CAPO308070	SACKO_16411
OG0006362	CAPO308308	SACKO_15563
OG0006363	CAPO301002	SACKO_19522, SACKO_21880
OG0006365	CAPO300671	SACKO_13003
OG0006370	CAPO300348	SACKO_29230
OG0006371	CAPO302658	SACKO_06929, SACKO_06927, SACKO_12621
OG0006372	CAPO304608	SACKO_18473, SACKO_17152
OG0006375	CAPO306256	SACKO_15548
OG0006377	CAPO307494	SACKO_19723
OG0006381	CAPO301472	SACKO_33730
OG0006382	CAPO307026	SACKO_05639
OG0006383	CAPO303174	SACKO_16569
OG0006384	CAPO305941	SACKO_08306
OG0006385	CAPO301074	SACKO_02312
OG0006386	CAPO303165	SACKO_01546
OG0006387	CAPO306319	SACKO_32566, SACKO_32560
OG0006389	CAPO302170	SACKO_22546
OG0006390	CAPO308093	SACKO_32036
OG0006392	CAPO305806	SACKO_04750
OG0006394	CAPO302470	SACKO_05702
OG0006399	CAPO307228	SACKO_18224
OG0006443	CAPO300234	SACKO_32632
OG0006447	CAPO302283	SACKO_23062, SACKO_23074
OG0006448	CAPO301094	SACKO_32439
OG0006449	CAPO305961	SACKO_08483
OG0006456	CAPO300992	SACKO_08294
OG0006457	CAPO306648	SACKO_20814, SACKO_07052
OG0006459	CAPO307843	SACKO_12069
OG0006460	CAPO308313	SACKO_13863
OG0006461	CAPO306350	SACKO_26093
OG0006462	CAPO300662	SACKO_19260
OG0006464	CAPO307754	SACKO_17838
OG0006465	CAPO307052	SACKO_05184
OG0006468	CAPO303390	SACKO_21041
OG0006469	CAPO302486	SACKO_01034
OG0006470	CAPO300984	SACKO_26991
OG0006471	CAPO303440	SACKO_25021
OG0006474	CAPO300155	SACKO_07123
OG0006475	CAPO301888	SACKO_09202
OG0006476	CAPO300216	SACKO_06810
OG0006478	CAPO301079	SACKO_19718
OG0006479	CAPO304002	SACKO_05515
OG0006480	CAPO300197	SACKO_32951
OG0006481	CAPO307580	SACKO_32596
OG0006482	CAPO305654	SACKO_25746
OG0006485	CAPO307612	SACKO_12497
OG0006487	CAPO300649	SACKO_26592
OG0006488	CAPO301772	SACKO_14602
OG0006490	CAPO301539	SACKO_01171
OG0006491	CAPO300606	SACKO_01653
OG0006493	CAPO306548	SACKO_10566
OG0006496	CAPO304473	SACKO_27963, SACKO_32312
OG0006498	CAPO301440	SACKO_30648
OG0006501	CAPO307734	SACKO_33438
OG0006502	CAPO301087	SACKO_18119
OG0006503	CAPO304660	SACKO_26135
OG0006504	CAPO302154	SACKO_03303, SACKO_09824
OG0006505	CAPO301510	SACKO_28225
OG0006507	CAPO301032	SACKO_14097
OG0006508	CAPO301635	SACKO_20542
OG0006509	CAPO304681	SACKO_24087
OG0006510	CAPO300081	SACKO_30732
OG0006512	CAPO301701	SACKO_22144
OG0006514	CAPO304095	SACKO_14410
OG0006515	CAPO306459	SACKO_02186
OG0006516	CAPO305607	SACKO_04666
OG0006517	CAPO300477	SACKO_31036
OG0006519	CAPO308006	SACKO_09142, SACKO_31680
OG0006520	CAPO300668	SACKO_30114
OG0006523	CAPO302914	SACKO_32390
OG0006526	CAPO303623	SACKO_29622
OG0006532	CAPO304147	SACKO_08016, SACKO_03819
OG0006533	CAPO305463	SACKO_33047
OG0006534	CAPO305714	SACKO_03373
OG0006536	CAPO305735	SACKO_33595
OG0006538	CAPO305091	SACKO_18227
OG0006542	CAPO305168	SACKO_30115
OG0006543	CAPO305452	SACKO_04274
OG0006544	CAPO306101	SACKO_23966
OG0006545	CAPO307929	SACKO_27776
OG0006546	CAPO305234	SACKO_31477
OG0006547	CAPO301259	SACKO_04980
OG0006549	CAPO306040	SACKO_26105
OG0006550	CAPO307487	SACKO_32798
OG0006552	CAPO301957	SACKO_18574, SACKO_07811
OG0006553	CAPO308128	SACKO_15568
OG0006554	CAPO306525	SACKO_31239
OG0006555	CAPO305951	SACKO_19125
OG0006556	CAPO304941	SACKO_06012
OG0006557	CAPO300124	SACKO_08582
OG0006561	CAPO300890	SACKO_09099
OG0006562	CAPO303607	SACKO_33810
OG0006566	CAPO303944	SACKO_22731
OG0006568	CAPO303043	SACKO_27965
OG0006569	CAPO300856	SACKO_27176
OG0006570	CAPO302571	SACKO_25827
OG0006571	CAPO306740	SACKO_32504
OG0006572	CAPO302175	SACKO_03212
OG0006573	CAPO306413	SACKO_24507
OG0006575	CAPO304950	SACKO_11306
OG0006577	CAPO300858	SACKO_14949
OG0006578	CAPO303393	SACKO_29301
OG0006580	CAPO306179	SACKO_05003
OG0006581	CAPO300223	SACKO_32446
OG0006582	CAPO305399	SACKO_02966, SACKO_33699
OG0006583	CAPO308147	SACKO_04792
OG0006584	CAPO304380	SACKO_23948
OG0006586	CAPO300241	SACKO_27236
OG0006590	CAPO304634	SACKO_19100
OG0006591	CAPO306654	SACKO_34029
OG0006592	CAPO302105	SACKO_26488
OG0006594	CAPO305352	SACKO_03277
OG0006595	CAPO306726	SACKO_12199, SACKO_00535
OG0006596	CAPO305496	SACKO_19957
OG0006597	CAPO306143	SACKO_30631, SACKO_30596
OG0006598	CAPO303505	SACKO_00853
OG0006602	CAPO306545	SACKO_02027
OG0006603	CAPO305246	SACKO_26785
OG0006604	CAPO301632	SACKO_07557
OG0006606	CAPO300627, CAPO305047	SACKO_14668
OG0006607	CAPO302836	SACKO_23822
OG0006608	CAPO304829	SACKO_05137
OG0006609	CAPO304156	SACKO_04167
OG0006610	CAPO305635	SACKO_06748
OG0006611	CAPO303370	SACKO_24593
OG0006612	CAPO303674	SACKO_20949
OG0006613	CAPO305926	SACKO_13925
OG0006614	CAPO307923	SACKO_03768
OG0006615	CAPO300892	SACKO_30383, SACKO_14275
OG0006617	CAPO304084	SACKO_03976
OG0006619	CAPO305225	SACKO_23817
OG0006622	CAPO307274	SACKO_18492
OG0006627	CAPO300634	SACKO_03660
OG0006630	CAPO301318	SACKO_04305, SACKO_09718, SACKO_07939
OG0006631	CAPO302816	SACKO_25124
OG0006633	CAPO306794	SACKO_13776
OG0006636	CAPO304383	SACKO_20362
OG0006637	CAPO304312	SACKO_18391
OG0006638	CAPO302167	SACKO_29604
OG0006640	CAPO308241	SACKO_04468
OG0006642	CAPO303206	SACKO_10000
OG0006646	CAPO308061	SACKO_16491
OG0006648	CAPO300638	SACKO_25199, SACKO_24105
OG0006651	CAPO306376	SACKO_18929
OG0006655	CAPO306982	SACKO_02434
OG0006657	CAPO304665	SACKO_19875
OG0006658	CAPO301723	SACKO_26976
OG0006662	CAPO305585	SACKO_17036
OG0006663	CAPO301399	SACKO_10196
OG0006664	CAPO302941	SACKO_17513
OG0006666	CAPO301682	SACKO_30813
OG0006667	CAPO305573	SACKO_22738, SACKO_25306, SACKO_25302
OG0006668	CAPO301053	SACKO_24222
OG0006669	CAPO301280	SACKO_27060
OG0006670	CAPO306366	SACKO_27428
OG0006671	CAPO307485	SACKO_26651
OG0006673	CAPO302685	SACKO_18714
OG0006677	CAPO304250	SACKO_22059
OG0006678	CAPO300092	SACKO_28613
OG0006680	CAPO301748	SACKO_12693
OG0006681	CAPO305354	SACKO_28467
OG0006684	CAPO305512	SACKO_22004, SACKO_16089
OG0006686	CAPO307531	SACKO_11003
OG0006690	CAPO302172	SACKO_25519
OG0006691	CAPO305670	SACKO_00524
OG0006692	CAPO302647	SACKO_09418, SACKO_25158
OG0006693	CAPO302616	SACKO_24875
OG0006694	CAPO302438	SACKO_31335
OG0006695	CAPO302533	SACKO_20651
OG0006696	CAPO303681	SACKO_06244
OG0006698	CAPO305852	SACKO_23873, SACKO_16414
OG0006702	CAPO307269	SACKO_34080
OG0006703	CAPO302601	SACKO_34078
OG0006704	CAPO305136	SACKO_15216, SACKO_01683
OG0006706	CAPO303773	SACKO_20095
OG0006707	CAPO304129	SACKO_28521
OG0006708	CAPO304327	SACKO_16483
OG0006709	CAPO302993	SACKO_22652
OG0006710	CAPO307958	SACKO_29286
OG0006712	CAPO307469	SACKO_04882
OG0006714	CAPO301000	SACKO_25679
OG0006717	CAPO305633	SACKO_31616
OG0006718	CAPO306293	SACKO_33608
OG0006719	CAPO302454	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662
OG0006721	CAPO307315	SACKO_12273
OG0006722	CAPO304555	SACKO_14697
OG0006723	CAPO300019	SACKO_11222
OG0006724	CAPO300231	SACKO_11219
OG0006725	CAPO301206	SACKO_01532
OG0006726	CAPO303375	SACKO_23805
OG0006727	CAPO306447	SACKO_33821
OG0006728	CAPO303411	SACKO_30037
OG0006729	CAPO302448	SACKO_27454
OG0006730	CAPO307696	SACKO_10591
OG0006732	CAPO301757	SACKO_10379
OG0006733	CAPO306420	SACKO_31600
OG0006735	CAPO307764	SACKO_20230
OG0006736	CAPO301670	SACKO_26749
OG0006737	CAPO302977	SACKO_26724
OG0006738	CAPO305285	SACKO_30322
OG0006740	CAPO304581	SACKO_14910, SACKO_14027
OG0006741	CAPO306132	SACKO_07967
OG0006745	CAPO304913	SACKO_22286
OG0006750	CAPO306076	SACKO_21365
OG0006751	CAPO305160	SACKO_29728
OG0006752	CAPO301753	SACKO_10442
OG0006753	CAPO304199	SACKO_32383
OG0006754	CAPO307231	SACKO_05330
OG0006755	CAPO304099	SACKO_14460
OG0006757	CAPO308250	SACKO_00223
OG0006758	CAPO303486	SACKO_32935
OG0006759	CAPO301178	SACKO_21854, SACKO_21858
OG0006760	CAPO300357	SACKO_27037
OG0006766	CAPO300327	SACKO_26404
OG0006769	CAPO304104	SACKO_08861
OG0006772	CAPO306103	SACKO_12476
OG0006775	CAPO303956	SACKO_06720
OG0006776	CAPO307354, CAPO307229	SACKO_32464
OG0006777	CAPO308320	SACKO_31484
OG0006791	CAPO302265	SACKO_12469
OG0006826	CAPO306575	SACKO_06213, SACKO_06211
OG0006827	CAPO306579	SACKO_07794, SACKO_00122
OG0006830	CAPO304885	SACKO_00725
OG0006833	CAPO307011	SACKO_21065
OG0006838	CAPO304346	SACKO_19296
OG0006842	CAPO303033	SACKO_25650
OG0006843	CAPO301783	SACKO_21301
OG0006844	CAPO303858	SACKO_23086
OG0006845	CAPO304222	SACKO_02323
OG0006846	CAPO305985, CAPO301436	SACKO_31599
OG0006848	CAPO302750	SACKO_16185
OG0006849	CAPO306709	SACKO_09945
OG0006853	CAPO305011	SACKO_07750
OG0006856	CAPO306926	SACKO_22741
OG0006857	CAPO304592	SACKO_21109
OG0006860	CAPO304880	SACKO_25058
OG0006862	CAPO306834	SACKO_11949
OG0006864	CAPO300266	SACKO_06208
OG0006865	CAPO300579	SACKO_19314
OG0006867	CAPO304561	SACKO_03131
OG0006868	CAPO304824	SACKO_03104
OG0006869	CAPO303718	SACKO_23624
OG0006870	CAPO305471	SACKO_26119, SACKO_26148
OG0006872	CAPO305763, CAPO306267	SACKO_04960
OG0006874	CAPO303002	SACKO_15547, SACKO_02225
OG0006875	CAPO300245	SACKO_22942
OG0006876	CAPO301384	SACKO_17712
OG0006877	CAPO303758	SACKO_14432
OG0006880	CAPO300637	SACKO_17519
OG0006881	CAPO307302	SACKO_20383
OG0006886	CAPO308008	SACKO_06965
OG0006887	CAPO303330	SACKO_27302
OG0006888	CAPO300481	SACKO_27706
OG0006889	CAPO305411	SACKO_32132
OG0006890	CAPO301774	SACKO_33625
OG0006892	CAPO306271	SACKO_00620
OG0006893	CAPO308281	SACKO_28747
OG0006894	CAPO305493	SACKO_16651
OG0006895	CAPO305321	SACKO_32185
OG0006897	CAPO305270	SACKO_12096
OG0006898	CAPO307616	SACKO_25156
OG0006901	CAPO301222	SACKO_00618, SACKO_06914
OG0006904	CAPO301235	SACKO_23273
OG0006906	CAPO307116	SACKO_29713
OG0006912	CAPO306387	SACKO_03250
OG0006914	CAPO302212	SACKO_08710
OG0006915	CAPO305363	SACKO_13525
OG0006916	CAPO306266	SACKO_05125
OG0006918	CAPO303362	SACKO_21493
OG0006923	CAPO302381, CAPO303076	SACKO_04201
OG0006924	CAPO304320	SACKO_17426
OG0006925	CAPO306734	SACKO_14274
OG0006926	CAPO303493	SACKO_18234
OG0006927	CAPO303700	SACKO_18408
OG0006930	CAPO301522	SACKO_25047, SACKO_00590, SACKO_14774
OG0006931	CAPO300460	SACKO_30476
OG0006932	CAPO305813	SACKO_05700
OG0006934	CAPO304656	SACKO_26364
OG0006935	CAPO305404	SACKO_30206
OG0006936	CAPO301255	SACKO_24103
OG0006937	CAPO300724	SACKO_16830
OG0006939	CAPO300423	SACKO_12961
OG0006940	CAPO308295	SACKO_27738
OG0006942	CAPO305131	SACKO_03113
OG0006943	CAPO300653	SACKO_27117
OG0006944	CAPO301423	SACKO_33729
OG0006945	CAPO304257	SACKO_12889
OG0006947	CAPO303778	SACKO_13229
OG0006948	CAPO307507	SACKO_15576
OG0006949	CAPO300866	SACKO_13058
OG0006951	CAPO302915	SACKO_21845
OG0006952	CAPO308002	SACKO_23323
OG0006953	CAPO302825	SACKO_27273
OG0006957	CAPO304410	SACKO_15008
OG0006959	CAPO305847	SACKO_10040
OG0006960	CAPO306688	SACKO_24309
OG0006962	CAPO307572	SACKO_28588
OG0006964	CAPO306352	SACKO_17635, SACKO_29390
OG0006966	CAPO304695	SACKO_26125
OG0006967	CAPO303820	SACKO_02771
OG0006968	CAPO301435	SACKO_17433
OG0006969	CAPO306618	SACKO_25282
OG0006970	CAPO304851	SACKO_29344
OG0006971	CAPO303658	SACKO_05441
OG0006973	CAPO306305	SACKO_24277
OG0006977	CAPO305268	SACKO_29829
OG0006978	CAPO304336	SACKO_05070
OG0006979	CAPO300168	SACKO_20315
OG0006980	CAPO305562	SACKO_19310
OG0006982	CAPO305716	SACKO_03394
OG0006983	CAPO300916	SACKO_01062
OG0006989	CAPO302679	SACKO_22945
OG0006991	CAPO303392	SACKO_18032
OG0006992	CAPO305740	SACKO_25684
OG0006993	CAPO305954	SACKO_10563
OG0006994	CAPO306564	SACKO_07891
OG0006995	CAPO306435	SACKO_20027
OG0006997	CAPO304873	SACKO_23615
OG0006998	CAPO301390	SACKO_08038
OG0006999	CAPO303913	SACKO_08484
OG0007001	CAPO305444	SACKO_30491
OG0007002	CAPO304225	SACKO_25761, SACKO_25783
OG0007003	CAPO302304	SACKO_04932
OG0007005	CAPO303654	SACKO_29350
OG0007007	CAPO302408	SACKO_10810
OG0007009	CAPO305960	SACKO_08522
OG0007010	CAPO301780	SACKO_15717
OG0007011	CAPO301128	SACKO_30640, SACKO_30612
OG0007012	CAPO304946	SACKO_31857
OG0007013	CAPO303300	SACKO_28712
OG0007015	CAPO305278	SACKO_30224
OG0007016	CAPO304972	SACKO_32125
OG0007017	CAPO301345	SACKO_26693
OG0007018	CAPO300889	SACKO_22032
OG0007019	CAPO304408	SACKO_00988
OG0007020	CAPO303562, CAPO308296	SACKO_02385, SACKO_06133
OG0007021	CAPO306622	SACKO_33492
OG0007022	CAPO303253	SACKO_04163
OG0007024	CAPO302054	SACKO_26052
OG0007025	CAPO302785	SACKO_10243
OG0007026	CAPO304159	SACKO_08329
OG0007029	CAPO302104	SACKO_32173
OG0007030	CAPO303845	SACKO_29671
OG0007032	CAPO304830	SACKO_30433
OG0007033	CAPO305180	SACKO_06084
OG0007034	CAPO306932	SACKO_14166
OG0007038	CAPO302068	SACKO_13342
OG0007040	CAPO306537	SACKO_25776
OG0007042	CAPO307996	SACKO_29304
OG0007043	CAPO305780	SACKO_16636
OG0007044	CAPO307221	SACKO_11609
OG0007045	CAPO305958	SACKO_06007
OG0007046	CAPO305591	SACKO_31329
OG0007047	CAPO305693	SACKO_28516
OG0007048	CAPO302164	SACKO_28782
OG0007049	CAPO305031	SACKO_12577
OG0007050	CAPO307898	SACKO_00112
OG0007055	CAPO304778	SACKO_25420, SACKO_30832
OG0007057	CAPO304630	SACKO_13231
OG0007058	CAPO301734, CAPO304572	SACKO_19922
OG0007059	CAPO303590, CAPO303318	SACKO_11009
OG0007061	CAPO305340	SACKO_33581
OG0007062	CAPO302545	SACKO_09547
OG0007063	CAPO308261	SACKO_33318
OG0007065	CAPO301537	SACKO_12649
OG0007068	CAPO307887	SACKO_05837
OG0007069	CAPO307200	SACKO_17925
OG0007072	CAPO306160	SACKO_32079, SACKO_32085
OG0007073	CAPO302936	SACKO_04610
OG0007074	CAPO306910	SACKO_29343
OG0007076	CAPO300474	SACKO_08115
OG0007081	CAPO305760	SACKO_11465
OG0007084	CAPO307673	SACKO_17427
OG0007086	CAPO306079	SACKO_10845
OG0007089	CAPO300706	SACKO_08418
OG0007090	CAPO300368	SACKO_33532
OG0007091	CAPO304945	SACKO_20838
OG0007092	CAPO304498, CAPO305528	SACKO_03845
OG0007093	CAPO308175	SACKO_22444
OG0007094	CAPO301835	SACKO_20466
OG0007095	CAPO304293	SACKO_23495
OG0007097	CAPO302515	SACKO_29405
OG0007098	CAPO301993	SACKO_16364
OG0007099	CAPO304218	SACKO_06122
OG0007100	CAPO302645	SACKO_14090
OG0007106	CAPO302226	SACKO_10813
OG0007112	CAPO303793	SACKO_08725
OG0007114	CAPO305243	SACKO_26820
OG0007118	CAPO306502	SACKO_25201
OG0007119	CAPO303656	SACKO_25634
OG0007121	CAPO305337	SACKO_15333
OG0007122	CAPO302728	SACKO_19303
OG0007124	CAPO307876	SACKO_01895
OG0007127	CAPO305077	SACKO_10394
OG0007128	CAPO303539	SACKO_24044
OG0007130	CAPO302224	SACKO_32058
OG0007131	CAPO304315	SACKO_20356
OG0007132	CAPO301608	SACKO_28911
OG0007133	CAPO305338	SACKO_04847
OG0007134	CAPO302517	SACKO_04090, SACKO_04099
OG0007137	CAPO303287	SACKO_25595, SACKO_25596
OG0007138	CAPO307436	SACKO_09225
OG0007139	CAPO302325	SACKO_05472
OG0007141	CAPO306130	SACKO_27200
OG0007143	CAPO307276	SACKO_00838
OG0007144	CAPO301797	SACKO_09057
OG0007145	CAPO305008	SACKO_10133, SACKO_30883
OG0007146	CAPO306800	SACKO_33294
OG0007147	CAPO305032	SACKO_04639
OG0007150	CAPO304704	SACKO_30213
OG0007151	CAPO304299	SACKO_10702, SACKO_10705
OG0007154	CAPO302715	SACKO_12031
OG0007158	CAPO303011	SACKO_10668
OG0007160	CAPO301230	SACKO_19931
OG0007162	CAPO305815	SACKO_13612, SACKO_12527
OG0007163	CAPO306908	SACKO_09049
OG0007165	CAPO300764	SACKO_23160
OG0007166	CAPO301841	SACKO_00991
OG0007168	CAPO304836	SACKO_22974
OG0007173	CAPO305749, CAPO300679	SACKO_33101
OG0007174	CAPO304732	SACKO_28329
OG0007175	CAPO300929	SACKO_33520
OG0007176	CAPO305825	SACKO_13690
OG0007178	CAPO306843	SACKO_09618, SACKO_14516
OG0007180	CAPO300869	SACKO_16530
OG0007181	CAPO302549	SACKO_31454
OG0007182	CAPO302258	SACKO_28417
OG0007183	CAPO303453	SACKO_20614
OG0007184	CAPO304626	SACKO_14227
OG0007186	CAPO306272	SACKO_09431
OG0007191	CAPO307327	SACKO_04254
OG0007192	CAPO307148	SACKO_32927
OG0007194	CAPO304755	SACKO_32096
OG0007199	CAPO300510	SACKO_11812
OG0007201	CAPO305686	SACKO_28668
OG0007204	CAPO305874, CAPO302078	SACKO_25673
OG0007213	CAPO300546	SACKO_28190
OG0007248	CAPO305807	SACKO_27874
OG0007249	CAPO303771, CAPO304279	SACKO_25077
OG0007251	CAPO307515	SACKO_12297
OG0007254	CAPO300342	SACKO_20296
OG0007258	CAPO301895	SACKO_02451
OG0007261	CAPO306348	SACKO_25008
OG0007266	CAPO305560	SACKO_05789
OG0007269	CAPO305691	SACKO_20712
OG0007272	CAPO303817, CAPO303673	SACKO_14207
OG0007273	CAPO305134	SACKO_19181, SACKO_24711
OG0007276	CAPO301595	SACKO_16517
OG0007279	CAPO302557	SACKO_11089
OG0007281	CAPO304423	SACKO_22381
OG0007282	CAPO300960	SACKO_29535
OG0007283	CAPO304757	SACKO_27350
OG0007291	CAPO307621	SACKO_04875
OG0007292	CAPO302024	SACKO_32636
OG0007293	CAPO301970	SACKO_21270
OG0007297	CAPO305876	SACKO_13440
OG0007299	CAPO308254	SACKO_21476
OG0007300	CAPO301046	SACKO_30319
OG0007301	CAPO301996	SACKO_17413
OG0007302	CAPO307174	SACKO_14579
OG0007303	CAPO302064	SACKO_09372
OG0007304	CAPO306505	SACKO_08660, SACKO_17525
OG0007305	CAPO303443	SACKO_26897
OG0007307	CAPO304518, CAPO304185	SACKO_04769
OG0007309	CAPO300726	SACKO_11958
OG0007313	CAPO302761	SACKO_05604
OG0007314	CAPO307151	SACKO_09098
OG0007315	CAPO300478	SACKO_24098
OG0007317	CAPO306655	SACKO_26981
OG0007319	CAPO300742	SACKO_25268
OG0007320	CAPO300324	SACKO_12083
OG0007321	CAPO307651	SACKO_15330
OG0007322	CAPO301300	SACKO_21358
OG0007325	CAPO305675	SACKO_13504
OG0007326	CAPO304342	SACKO_01111
OG0007329	CAPO306408	SACKO_22780
OG0007330	CAPO300366	SACKO_30586
OG0007335	CAPO304929	SACKO_12354
OG0007336	CAPO304895	SACKO_09463
OG0007339	CAPO300192	SACKO_24568
OG0007341	CAPO300898	SACKO_17570
OG0007342	CAPO300397	SACKO_14494
OG0007343	CAPO305744	SACKO_25659
OG0007347	CAPO302872	SACKO_30253
OG0007348	CAPO307161	SACKO_03593
OG0007350	CAPO306078	SACKO_19341
OG0007352	CAPO306052	SACKO_07748
OG0007353	CAPO302025	SACKO_16413
OG0007354	CAPO303485	SACKO_06474
OG0007355	CAPO307111	SACKO_03780
OG0007356	CAPO306331	SACKO_16209
OG0007357	CAPO304967	SACKO_11982
OG0007361	CAPO305039	SACKO_22476
OG0007363	CAPO304834	SACKO_14533
OG0007364	CAPO303075	SACKO_04078
OG0007365	CAPO306500	SACKO_20999
OG0007366	CAPO305485	SACKO_15845
OG0007367	CAPO305088	SACKO_27045
OG0007368	CAPO305250	SACKO_03601
OG0007369	CAPO300391	SACKO_30325
OG0007371	CAPO305453	SACKO_13724
OG0007372	CAPO307960	SACKO_04765
OG0007373	CAPO301099	SACKO_01409
OG0007376	CAPO302556	SACKO_30158
OG0007377	CAPO306927	SACKO_03931
OG0007378	CAPO307557	SACKO_28900
OG0007379	CAPO305130	SACKO_02167
OG0007381	CAPO303646	SACKO_28784
OG0007382	CAPO305525	SACKO_05172
OG0007385	CAPO304120	SACKO_04570
OG0007387	CAPO304030	SACKO_09468
OG0007388	CAPO306166	SACKO_14877
OG0007391	CAPO304827	SACKO_21964
OG0007392	CAPO303501	SACKO_27481
OG0007393	CAPO301859	SACKO_14611
OG0007395	CAPO302788	SACKO_31545
OG0007396	CAPO302581	SACKO_26791
OG0007397	CAPO300434	SACKO_15113
OG0007399	CAPO306050	SACKO_31407
OG0007401	CAPO302124	SACKO_08238
OG0007402	CAPO306401	SACKO_04236
OG0007405	CAPO303800	SACKO_04392
OG0007407	CAPO306953	SACKO_29878
OG0007408	CAPO303491	SACKO_14246
OG0007409	CAPO305402	SACKO_14248
OG0007411	CAPO300699	SACKO_17084
OG0007412	CAPO302107	SACKO_32563
