Orthogroup	CAPO3	ASTMX
OG0005781	CAPO303884	ASTMX00100
OG0005782	CAPO300230	ASTMX20740, ASTMX20741
OG0005783	CAPO303474	ASTMX03385
OG0005784	CAPO302307	ASTMX06658
OG0005787	CAPO307830	ASTMX21620
OG0005788	CAPO300037	ASTMX02885
OG0005790	CAPO304988	ASTMX01629
OG0005792	CAPO301624	ASTMX21053
OG0005793	CAPO300669	ASTMX15045
OG0005794	CAPO302027	ASTMX22973
OG0005795	CAPO305005	ASTMX19722
OG0005796	CAPO305004	ASTMX17980
OG0005797	CAPO301712	ASTMX18725, ASTMX04724
OG0005799	CAPO305503	ASTMX04694
OG0005800	CAPO306663, CAPO303116	ASTMX19939
OG0005801	CAPO305293	ASTMX09055
OG0005803	CAPO307068	ASTMX00035
OG0005805	CAPO302538	ASTMX19263
OG0005807	CAPO304282	ASTMX00062
OG0005808	CAPO300610	ASTMX09423
OG0005810	CAPO305026	ASTMX15134
OG0005811	CAPO304151	ASTMX20920
OG0005812	CAPO305500	ASTMX04748, ASTMX06754
OG0005814	CAPO301343	ASTMX10027
OG0005815	CAPO306106	ASTMX19022
OG0005817	CAPO300290	ASTMX04424
OG0005818	CAPO302009	ASTMX05192
OG0005819	CAPO301574	ASTMX17354
OG0005821	CAPO300824	ASTMX06716
OG0005823	CAPO300775	ASTMX12224
OG0005824	CAPO303629	ASTMX22745, ASTMX19708
OG0005825	CAPO302227	ASTMX04132
OG0005828	CAPO303954	ASTMX19688
OG0005831	CAPO302864	ASTMX11648
OG0005832	CAPO302018	ASTMX10891
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	ASTMX12604
OG0005835	CAPO306285	ASTMX06426
OG0005837	CAPO300250	ASTMX22792, ASTMX21697
OG0005838	CAPO302560	ASTMX05195
OG0005840	CAPO305424	ASTMX12287
OG0005842	CAPO304596	ASTMX11260
OG0005843	CAPO307528	ASTMX18756
OG0005845	CAPO307070	ASTMX04382
OG0005847	CAPO305680	ASTMX08949
OG0005848	CAPO307829	ASTMX19733
OG0005849	CAPO303230	ASTMX07876
OG0005850	CAPO307194	ASTMX15848
OG0005851	CAPO302674	ASTMX14047
OG0005852	CAPO306738	ASTMX08843
OG0005853	CAPO305397	ASTMX16546
OG0005856	CAPO308178	ASTMX11310
OG0005857	CAPO301639	ASTMX16007, ASTMX04410
OG0005859	CAPO307160	ASTMX13468, ASTMX13466
OG0005860	CAPO300029	ASTMX12500
OG0005864	CAPO301932	ASTMX05926
OG0005865	CAPO303346	ASTMX09430
OG0005866	CAPO302021	ASTMX18464
OG0005869	CAPO305217	ASTMX11468
OG0005870	CAPO305120	ASTMX07409
OG0005872	CAPO301101	ASTMX01886
OG0005874	CAPO301503	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	CAPO307256	ASTMX03020, ASTMX09190
OG0005876	CAPO301107	ASTMX09416
OG0005877	CAPO303218	ASTMX02902
OG0005878	CAPO307565	ASTMX01268
OG0005879	CAPO305924	ASTMX13909
OG0005880	CAPO303914	ASTMX14254
OG0005884	CAPO302326	ASTMX01288
OG0005886	CAPO302755	ASTMX01343
OG0005887	CAPO307435, CAPO303666	ASTMX03529
OG0005889	CAPO306476	ASTMX07012
OG0005890	CAPO303293	ASTMX17642
OG0005892	CAPO304793	ASTMX10888
OG0005893	CAPO302656	ASTMX04147, ASTMX20266, ASTMX04146
OG0005894	CAPO302802	ASTMX14500, ASTMX04093, ASTMX11487
OG0005897	CAPO306226	ASTMX21129
OG0005898	CAPO304352	ASTMX00076
OG0005899	CAPO306295	ASTMX14192
OG0005901	CAPO307343	ASTMX06245
OG0005902	CAPO305014, CAPO305124	ASTMX00896
OG0005903	CAPO306042	ASTMX23020, ASTMX09187
OG0005904	CAPO308290	ASTMX08292
OG0005907	CAPO306181	ASTMX19447
OG0005909	CAPO304980	ASTMX06496
OG0005914	CAPO304812	ASTMX13941
OG0005915	CAPO301830	ASTMX00008
OG0005918	CAPO304132	ASTMX03112
OG0005919	CAPO301677	ASTMX17322
OG0005921	CAPO301707	ASTMX02238
OG0005922	CAPO301561	ASTMX14273
OG0005923	CAPO302607	ASTMX06971
OG0005924	CAPO300900	ASTMX04587
OG0005926	CAPO306981	ASTMX16056
OG0005929	CAPO308208	ASTMX21522
OG0005931	CAPO306162	ASTMX04907
OG0005932	CAPO300797	ASTMX16557
OG0005933	CAPO301858	ASTMX09736
OG0005936	CAPO302424	ASTMX12418
OG0005937	CAPO304550	ASTMX07248
OG0005938	CAPO300395	ASTMX06092
OG0005940	CAPO300232	ASTMX15640
OG0005941	CAPO302544	ASTMX01249
OG0005942	CAPO305649	ASTMX12161
OG0005943	CAPO304448	ASTMX17665
OG0005944	CAPO302321	ASTMX17388
OG0005946	CAPO302043	ASTMX17105
OG0005947	CAPO308067, CAPO304545	ASTMX04158
OG0005949	CAPO305776	ASTMX01038
OG0005950	CAPO302730	ASTMX01327
OG0005951	CAPO305823	ASTMX02936
OG0005952	CAPO302748	ASTMX15940, ASTMX05925
OG0005953	CAPO300018	ASTMX12080
OG0005954	CAPO300472	ASTMX01107
OG0005955	CAPO308169	ASTMX17769
OG0005958	CAPO305231	ASTMX16538
OG0005959	CAPO303727	ASTMX22073
OG0005960	CAPO306619	ASTMX11608
OG0005961	CAPO301401	ASTMX09478
OG0005965	CAPO304971	ASTMX19565, ASTMX01612
OG0005966	CAPO303149	ASTMX21448
OG0005967	CAPO304145	ASTMX15403
OG0005968	CAPO307899	ASTMX17140, ASTMX16410
OG0005969	CAPO304815	ASTMX05797, ASTMX16905
OG0005970	CAPO300012	ASTMX02839
OG0005972	CAPO306254	ASTMX21731
OG0005973	CAPO301806	ASTMX04612
OG0005974	CAPO300269	ASTMX20049
OG0005975	CAPO301864	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	CAPO304330	ASTMX19859
OG0005977	CAPO302621	ASTMX03076
OG0005978	CAPO302579	ASTMX15362
OG0005981	CAPO305244	ASTMX18672
OG0005982	CAPO302153	ASTMX10015
OG0005983	CAPO305305	ASTMX06029
OG0005984	CAPO303854	ASTMX10388
OG0005986	CAPO306131	ASTMX08502, ASTMX01602
OG0005987	CAPO307262	ASTMX04120
OG0005988	CAPO306075	ASTMX05836
OG0005989	CAPO304449	ASTMX20821
OG0005991	CAPO304070	ASTMX02237
OG0005993	CAPO301813	ASTMX19846
OG0005996	CAPO304073	ASTMX01828
OG0005997	CAPO307298	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	CAPO304281	ASTMX16012
OG0006000	CAPO304784	ASTMX10236
OG0006001	CAPO300287	ASTMX00461
OG0006002	CAPO300104	ASTMX15878
OG0006003	CAPO307004	ASTMX15486
OG0006005	CAPO300498	ASTMX03888
OG0006006	CAPO303456	ASTMX06953
OG0006008	CAPO304325	ASTMX04872
OG0006011	CAPO305929	ASTMX09627
OG0006012	CAPO306003	ASTMX05158, ASTMX03554
OG0006013	CAPO306786	ASTMX00899
OG0006031	CAPO307805	ASTMX09024
OG0006059	CAPO306968	ASTMX20069
OG0006062	CAPO305933	ASTMX21362
OG0006063	CAPO300774	ASTMX19817
OG0006064	CAPO304870	ASTMX09308
OG0006065	CAPO301967	ASTMX05085
OG0006066	CAPO300852	ASTMX16436, ASTMX07300
OG0006069	CAPO305608	ASTMX04982
OG0006072	CAPO303438	ASTMX14707
OG0006073	CAPO303232	ASTMX04426
OG0006074	CAPO305192	ASTMX21669
OG0006075	CAPO300591	ASTMX04237
OG0006079	CAPO300122	ASTMX00383
OG0006081	CAPO304015	ASTMX03064
OG0006084	CAPO303975	ASTMX19893
OG0006085	CAPO306971	ASTMX01099
OG0006087	CAPO307633	ASTMX01650
OG0006090	CAPO303628	ASTMX08457
OG0006094	CAPO301083	ASTMX11703
OG0006095	CAPO308333, CAPO301147	ASTMX19132
OG0006096	CAPO305316	ASTMX05943
OG0006097	CAPO305425	ASTMX09114
OG0006098	CAPO300607	ASTMX02650
OG0006101	CAPO301377	ASTMX11023
OG0006103	CAPO308138	ASTMX01227
OG0006107	CAPO302627	ASTMX22003, ASTMX22002
OG0006108	CAPO302650	ASTMX06756
OG0006110	CAPO302693	ASTMX05269, ASTMX13689
OG0006111	CAPO304724	ASTMX03721
OG0006113	CAPO307626	ASTMX17162
OG0006114	CAPO304178	ASTMX23007, ASTMX17743
OG0006115	CAPO306466	ASTMX10240
OG0006116	CAPO304187	ASTMX03933
OG0006117	CAPO302456	ASTMX07833
OG0006118	CAPO306890	ASTMX12556, ASTMX07434, ASTMX12555
OG0006119	CAPO305308	ASTMX17889
OG0006121	CAPO308090	ASTMX03893
OG0006122	CAPO302744	ASTMX13828
OG0006124	CAPO304805	ASTMX13027
OG0006125	CAPO306355	ASTMX10686
OG0006127	CAPO301362	ASTMX06270
OG0006128	CAPO301150	ASTMX01066
OG0006129	CAPO300938	ASTMX01622
OG0006131	CAPO303965	ASTMX17497, ASTMX07320
OG0006132	CAPO307591	ASTMX02797
OG0006133	CAPO304297	ASTMX02903
OG0006134	CAPO307652	ASTMX16827
OG0006135	CAPO307747	ASTMX03245
OG0006136	CAPO304577	ASTMX16704
OG0006137	CAPO303566	ASTMX16809
OG0006139	CAPO301488	ASTMX02011, ASTMX17239, ASTMX09428
OG0006140	CAPO301396	ASTMX13985
OG0006141	CAPO302378	ASTMX02158, ASTMX02157
OG0006144	CAPO307727	ASTMX17865
OG0006145	CAPO304370	ASTMX05270
OG0006148	CAPO302407	ASTMX10011
OG0006149	CAPO301175	ASTMX17620
OG0006151	CAPO304128	ASTMX13690
OG0006152	CAPO306493	ASTMX11033
OG0006153	CAPO305107	ASTMX03761
OG0006155	CAPO301956	ASTMX06842
OG0006156	CAPO304652	ASTMX21711
OG0006158	CAPO307937	ASTMX11131, ASTMX08488
OG0006159	CAPO307030	ASTMX05463
OG0006160	CAPO304978	ASTMX16077
OG0006161	CAPO301615	ASTMX01910
OG0006162	CAPO300392	ASTMX02345
OG0006164	CAPO307640	ASTMX03574
OG0006169	CAPO305149	ASTMX09379
OG0006176	CAPO304797	ASTMX21334
OG0006177	CAPO306017	ASTMX17757
OG0006178	CAPO306742	ASTMX03903
OG0006179	CAPO307840	ASTMX20678
OG0006180	CAPO308064	ASTMX13102
OG0006181	CAPO308207	ASTMX06332
OG0006182	CAPO300329	ASTMX17800
OG0006183	CAPO306749	ASTMX21206
OG0006185	CAPO301640	ASTMX16064
OG0006186	CAPO304672	ASTMX16800
OG0006187	CAPO303722	ASTMX15380
OG0006188	CAPO307979	ASTMX15568
OG0006190	CAPO304791	ASTMX17587
OG0006191	CAPO301907	ASTMX13647
OG0006192	CAPO308099	ASTMX12101
OG0006195	CAPO308346, CAPO305489	ASTMX16392
OG0006196	CAPO304854	ASTMX11702
OG0006198	CAPO306368	ASTMX18414
OG0006199	CAPO307861	ASTMX07716
OG0006200	CAPO306047	ASTMX07126
OG0006202	CAPO307311	ASTMX10060
OG0006204	CAPO307074	ASTMX04464
OG0006205	CAPO306928	ASTMX20252
OG0006206	CAPO308060	ASTMX08099
OG0006209	CAPO303208	ASTMX06935, ASTMX12864
OG0006210	CAPO301051	ASTMX15807
OG0006211	CAPO305755	ASTMX17619
OG0006213	CAPO301176	ASTMX12993
OG0006214	CAPO305313	ASTMX14394
OG0006216	CAPO304328	ASTMX14522
OG0006225	CAPO307529	ASTMX16115
OG0006226	CAPO303955	ASTMX10013
OG0006227	CAPO304192	ASTMX18928
OG0006229	CAPO306729	ASTMX01633
OG0006230	CAPO303003	ASTMX15185
OG0006233	CAPO307263	ASTMX06021
OG0006234	CAPO305546	ASTMX12448
OG0006235	CAPO300217	ASTMX16631
OG0006237	CAPO302524	ASTMX05214
OG0006239	CAPO305262	ASTMX06263
OG0006243	CAPO301646	ASTMX03387
OG0006244	CAPO306900	ASTMX15329
OG0006245	CAPO307777	ASTMX05448
OG0006248	CAPO307601	ASTMX11835
OG0006249	CAPO304667	ASTMX13840
OG0006250	CAPO301165	ASTMX17884
OG0006251	CAPO302342	ASTMX02311
OG0006252	CAPO304131	ASTMX06888
OG0006253	CAPO307341	ASTMX06015
OG0006254	CAPO305073	ASTMX17345
OG0006257	CAPO305440	ASTMX02479
OG0006258	CAPO300398	ASTMX07763
OG0006260	CAPO300587	ASTMX00800
OG0006261	CAPO305676	ASTMX20674, ASTMX13944
OG0006262	CAPO307596	ASTMX07419
OG0006263	CAPO307994	ASTMX09582
OG0006264	CAPO304943	ASTMX18801
OG0006267	CAPO300629	ASTMX10007
OG0006268	CAPO305663	ASTMX22171, ASTMX17106
OG0006271	CAPO306714	ASTMX19101
OG0006272	CAPO300074	ASTMX03363, ASTMX07014
OG0006275	CAPO304219	ASTMX11336
OG0006277	CAPO307602	ASTMX04405
OG0006278	CAPO305153	ASTMX15116, ASTMX20655
OG0006279	CAPO307288	ASTMX00059
OG0006280	CAPO308182	ASTMX08931
OG0006281	CAPO302129	ASTMX09240
OG0006284	CAPO301681	ASTMX07872
OG0006285	CAPO301258	ASTMX03323
OG0006286	CAPO304212	ASTMX19660
OG0006287	CAPO302795	ASTMX08189
OG0006288	CAPO300129	ASTMX07795
OG0006289	CAPO306652	ASTMX06413
OG0006291	CAPO308081	ASTMX17063
OG0006293	CAPO307067	ASTMX05974
OG0006294	CAPO301151	ASTMX01270
OG0006295	CAPO307143	ASTMX09386
OG0006297	CAPO301937	ASTMX09427
OG0006298	CAPO306805	ASTMX05352
OG0006299	CAPO305899	ASTMX02534, ASTMX00914, ASTMX10805
OG0006301	CAPO306072	ASTMX01384
OG0006305	CAPO303850	ASTMX10505, ASTMX21775
OG0006306	CAPO303905	ASTMX07488
OG0006309	CAPO304441	ASTMX17488, ASTMX21821
OG0006311	CAPO300748	ASTMX15780
OG0006313	CAPO306539	ASTMX07483
OG0006314	CAPO308085, CAPO301326	ASTMX00057
OG0006317	CAPO301551	ASTMX06895
OG0006319	CAPO306239	ASTMX08869
OG0006320	CAPO303864	ASTMX08316
OG0006322	CAPO305971	ASTMX09225, ASTMX22209, ASTMX09224
OG0006323	CAPO300361	ASTMX00548
OG0006324	CAPO307431	ASTMX17164
OG0006329	CAPO306283	ASTMX05107
OG0006330	CAPO301590	ASTMX01722
OG0006331	CAPO301721	ASTMX13932
OG0006332	CAPO306801	ASTMX20059
OG0006334	CAPO302140	ASTMX04134
OG0006335	CAPO305790	ASTMX09406
OG0006338	CAPO300367	ASTMX02377
OG0006339	CAPO306751	ASTMX03417
OG0006340	CAPO306725	ASTMX02502
OG0006341	CAPO303256	ASTMX08564
OG0006344	CAPO307345	ASTMX22591, ASTMX22499, ASTMX11732
OG0006346	CAPO305832	ASTMX12353
OG0006347	CAPO305184	ASTMX02893
OG0006349	CAPO304057	ASTMX21417
OG0006350	CAPO302433	ASTMX10119
OG0006352	CAPO301346	ASTMX18568, ASTMX00324
OG0006353	CAPO301517	ASTMX20203
OG0006355	CAPO307129	ASTMX10746
OG0006356	CAPO305164	ASTMX13066
OG0006358	CAPO303299	ASTMX03055
OG0006359	CAPO300583	ASTMX06500
OG0006360	CAPO304103	ASTMX14422
OG0006361	CAPO308070	ASTMX06246
OG0006362	CAPO308308	ASTMX07490
OG0006363	CAPO301002	ASTMX18537
OG0006365	CAPO300671	ASTMX02702, ASTMX04108
OG0006370	CAPO300348	ASTMX17423
OG0006372	CAPO304608	ASTMX09546
OG0006375	CAPO306256	ASTMX07697
OG0006377	CAPO307494	ASTMX03390
OG0006378	CAPO304918	ASTMX20075
OG0006381	CAPO301472	ASTMX07268
OG0006382	CAPO307026	ASTMX04600
OG0006383	CAPO303174	ASTMX03733
OG0006384	CAPO305941	ASTMX17353
OG0006385	CAPO301074	ASTMX03955, ASTMX10459
OG0006386	CAPO303165	ASTMX12433
OG0006387	CAPO306319	ASTMX02531
OG0006390	CAPO308093	ASTMX12951
OG0006392	CAPO305806	ASTMX09822
OG0006394	CAPO302470	ASTMX13173
OG0006395	CAPO300149	ASTMX16987
OG0006399	CAPO307228	ASTMX16353, ASTMX16352
OG0006443	CAPO300234	ASTMX17383
OG0006447	CAPO302283	ASTMX03343
OG0006448	CAPO301094	ASTMX06552
OG0006449	CAPO305961	ASTMX00867
OG0006456	CAPO300992	ASTMX13571
OG0006459	CAPO307843	ASTMX05149
OG0006460	CAPO308313	ASTMX10934
OG0006461	CAPO306350	ASTMX20285
OG0006462	CAPO300662	ASTMX07745, ASTMX16027
OG0006464	CAPO307754	ASTMX07158
OG0006465	CAPO307052	ASTMX04889
OG0006467	CAPO301292	ASTMX08996
OG0006468	CAPO303390	ASTMX13923
OG0006469	CAPO302486	ASTMX04166
OG0006470	CAPO300984	ASTMX19812
OG0006471	CAPO303440	ASTMX10543
OG0006474	CAPO300155	ASTMX05105
OG0006475	CAPO301888	ASTMX06213
OG0006476	CAPO300216	ASTMX03680
OG0006478	CAPO301079	ASTMX19975
OG0006479	CAPO304002	ASTMX05244
OG0006480	CAPO300197	ASTMX10507
OG0006481	CAPO307580	ASTMX12810
OG0006482	CAPO305654	ASTMX15100
OG0006485	CAPO307612	ASTMX05625
OG0006487	CAPO300649	ASTMX19663
OG0006488	CAPO301772	ASTMX20556
OG0006490	CAPO301539	ASTMX07123
OG0006491	CAPO300606	ASTMX09131
OG0006493	CAPO306548	ASTMX06078
OG0006496	CAPO304473	ASTMX13132
OG0006498	CAPO301440	ASTMX09105
OG0006501	CAPO307734	ASTMX20489
OG0006502	CAPO301087	ASTMX03641
OG0006503	CAPO304660	ASTMX17879
OG0006504	CAPO302154	ASTMX09346
OG0006505	CAPO301510	ASTMX14118
OG0006507	CAPO301032	ASTMX06390
OG0006508	CAPO301635	ASTMX20868
OG0006509	CAPO304681	ASTMX17571
OG0006510	CAPO300081	ASTMX21327
OG0006512	CAPO301701	ASTMX17346
OG0006514	CAPO304095	ASTMX14865
OG0006515	CAPO306459	ASTMX02761
OG0006516	CAPO305607	ASTMX04546, ASTMX04545
OG0006517	CAPO300477	ASTMX11934
OG0006519	CAPO308006	ASTMX01289
OG0006520	CAPO300668	ASTMX13980
OG0006523	CAPO302914	ASTMX06331
OG0006526	CAPO303623	ASTMX12578
OG0006532	CAPO304147	ASTMX02900
OG0006534	CAPO305714	ASTMX18494
OG0006536	CAPO305735	ASTMX04129
OG0006538	CAPO305091	ASTMX18870
OG0006540	CAPO304760	ASTMX04121
OG0006541	CAPO302376, CAPO304688, CAPO300243	ASTMX10564
OG0006542	CAPO305168	ASTMX13981
OG0006543	CAPO305452	ASTMX20456
OG0006544	CAPO306101	ASTMX18699
OG0006545	CAPO307929	ASTMX12257
OG0006546	CAPO305234	ASTMX21843
OG0006547	CAPO301259	ASTMX12162
OG0006549	CAPO306040	ASTMX13289
OG0006550	CAPO307487	ASTMX02023
OG0006552	CAPO301957	ASTMX10359
OG0006553	CAPO308128	ASTMX04960
OG0006554	CAPO306525	ASTMX07799
OG0006555	CAPO305951	ASTMX00532
OG0006556	CAPO304941	ASTMX22485, ASTMX04835
OG0006557	CAPO300124	ASTMX00610
OG0006561	CAPO300890	ASTMX15649
OG0006562	CAPO303607	ASTMX04124
OG0006566	CAPO303944	ASTMX21272
OG0006568	CAPO303043	ASTMX11588
OG0006569	CAPO300856	ASTMX04216
OG0006570	CAPO302571	ASTMX00900
OG0006571	CAPO306740	ASTMX18330
OG0006573	CAPO306413	ASTMX15993
OG0006575	CAPO304950	ASTMX03347
OG0006577	CAPO300858	ASTMX02962
OG0006578	CAPO303393	ASTMX20623, ASTMX20624
OG0006581	CAPO300223	ASTMX05136
OG0006583	CAPO308147	ASTMX09907
OG0006584	CAPO304380	ASTMX01917
OG0006586	CAPO300241	ASTMX00582
OG0006590	CAPO304634	ASTMX01101
OG0006591	CAPO306654	ASTMX01816
OG0006592	CAPO302105	ASTMX19848
OG0006594	CAPO305352	ASTMX10490
OG0006595	CAPO306726	ASTMX17451
OG0006596	CAPO305496	ASTMX15703
OG0006597	CAPO306143	ASTMX08816
OG0006598	CAPO303505	ASTMX03337
OG0006600	CAPO300993	ASTMX01495
OG0006602	CAPO306545	ASTMX13176
OG0006603	CAPO305246	ASTMX16596
OG0006604	CAPO301632	ASTMX04380
OG0006606	CAPO300627, CAPO305047	ASTMX07238
OG0006607	CAPO302836	ASTMX07493
OG0006608	CAPO304829	ASTMX16691, ASTMX06296
OG0006609	CAPO304156	ASTMX17421
OG0006610	CAPO305635	ASTMX19699
OG0006611	CAPO303370	ASTMX17727
OG0006612	CAPO303674	ASTMX02924
OG0006613	CAPO305926	ASTMX21383
OG0006614	CAPO307923	ASTMX01993
OG0006615	CAPO300892	ASTMX12256
OG0006616	CAPO302496	ASTMX13105
OG0006617	CAPO304084	ASTMX19960
OG0006619	CAPO305225	ASTMX17174
OG0006622	CAPO307274	ASTMX01144
OG0006625	CAPO304287	ASTMX17003, ASTMX17004
OG0006627	CAPO300634	ASTMX01364
OG0006630	CAPO301318	ASTMX22622
OG0006631	CAPO302816	ASTMX13615
OG0006633	CAPO306794	ASTMX18345
OG0006636	CAPO304383	ASTMX06791
OG0006637	CAPO304312	ASTMX01565
OG0006638	CAPO302167	ASTMX05476
OG0006640	CAPO308241	ASTMX09650
OG0006642	CAPO303206	ASTMX03226
OG0006646	CAPO308061	ASTMX04908
OG0006648	CAPO300638	ASTMX11425
OG0006651	CAPO306376	ASTMX03710
OG0006655	CAPO306982	ASTMX02610
OG0006657	CAPO304665	ASTMX13430
OG0006658	CAPO301723	ASTMX01278
OG0006662	CAPO305585	ASTMX10852
OG0006663	CAPO301399	ASTMX20793
OG0006664	CAPO302941	ASTMX18894, ASTMX21626
OG0006666	CAPO301682	ASTMX14266
OG0006667	CAPO305573	ASTMX06457
OG0006668	CAPO301053	ASTMX08555
OG0006669	CAPO301280	ASTMX07762
OG0006670	CAPO306366	ASTMX08852
OG0006671	CAPO307485	ASTMX02120
OG0006673	CAPO302685	ASTMX18034, ASTMX05111
OG0006677	CAPO304250	ASTMX10112
OG0006678	CAPO300092	ASTMX21609
OG0006680	CAPO301748	ASTMX00952
OG0006681	CAPO305354	ASTMX10798
OG0006684	CAPO305512	ASTMX19788
OG0006686	CAPO307531	ASTMX07806
OG0006690	CAPO302172	ASTMX15458
OG0006691	CAPO305670	ASTMX01429
OG0006692	CAPO302647	ASTMX15358
OG0006693	CAPO302616	ASTMX13879
OG0006694	CAPO302438	ASTMX03870
OG0006695	CAPO302533	ASTMX21264
OG0006696	CAPO303681	ASTMX04210, ASTMX04552
OG0006698	CAPO305852	ASTMX14552
OG0006702	CAPO307269	ASTMX04300
OG0006703	CAPO302601	ASTMX15261
OG0006704	CAPO305136	ASTMX03144
OG0006706	CAPO303773	ASTMX06498
OG0006707	CAPO304129	ASTMX05711
OG0006708	CAPO304327	ASTMX11423
OG0006709	CAPO302993	ASTMX12695
OG0006710	CAPO307958	ASTMX16956
OG0006712	CAPO307469	ASTMX19601
OG0006714	CAPO301000	ASTMX07976
OG0006716	CAPO302196	ASTMX11731
OG0006717	CAPO305633	ASTMX04689
OG0006718	CAPO306293	ASTMX17392
OG0006719	CAPO302454	ASTMX11390
OG0006721	CAPO307315	ASTMX18174
OG0006722	CAPO304555	ASTMX12405
OG0006723	CAPO300019	ASTMX13335
OG0006724	CAPO300231	ASTMX17753
OG0006725	CAPO301206	ASTMX09476
OG0006726	CAPO303375	ASTMX03873
OG0006727	CAPO306447	ASTMX20841, ASTMX20842
OG0006728	CAPO303411	ASTMX14617
OG0006729	CAPO302448	ASTMX05077
OG0006732	CAPO301757	ASTMX22779
OG0006733	CAPO306420	ASTMX09373, ASTMX11811
OG0006735	CAPO307764	ASTMX05292
OG0006736	CAPO301670	ASTMX03650
OG0006737	CAPO302977	ASTMX11682
OG0006738	CAPO305285	ASTMX13600
OG0006741	CAPO306132	ASTMX00781
OG0006745	CAPO304913	ASTMX16122
OG0006750	CAPO306076	ASTMX03816
OG0006751	CAPO305160	ASTMX10960
OG0006752	CAPO301753	ASTMX03481
OG0006753	CAPO304199	ASTMX08486
OG0006754	CAPO307231	ASTMX06832
OG0006755	CAPO304099	ASTMX00482
OG0006757	CAPO308250	ASTMX13935
OG0006758	CAPO303486	ASTMX00799
OG0006759	CAPO301178	ASTMX17468
OG0006760	CAPO300357	ASTMX10010
OG0006766	CAPO300327	ASTMX03906
OG0006769	CAPO304104	ASTMX00239
OG0006772	CAPO306103	ASTMX17412
OG0006775	CAPO303956	ASTMX07700
OG0006776	CAPO307354, CAPO307229	ASTMX14097
OG0006777	CAPO308320	ASTMX09376
OG0006791	CAPO302265	ASTMX08046
OG0006796	CAPO306698, CAPO305329	ASTMX21342, ASTMX16205
OG0006827	CAPO306579	ASTMX03162
OG0006830	CAPO304885	ASTMX12230
OG0006833	CAPO307011	ASTMX16981
OG0006838	CAPO304346	ASTMX04988
OG0006842	CAPO303033	ASTMX18470
OG0006843	CAPO301783	ASTMX15344, ASTMX15343
OG0006844	CAPO303858	ASTMX05150
OG0006845	CAPO304222	ASTMX22497, ASTMX18536
OG0006846	CAPO305985, CAPO301436	ASTMX04852
OG0006848	CAPO302750	ASTMX02777, ASTMX15411
OG0006849	CAPO306709	ASTMX10597
OG0006850	CAPO300307	ASTMX17410
OG0006853	CAPO305011	ASTMX02147
OG0006856	CAPO306926	ASTMX15975
OG0006857	CAPO304592	ASTMX10533
OG0006860	CAPO304880	ASTMX08893
OG0006862	CAPO306834	ASTMX04586
OG0006864	CAPO300266	ASTMX14844
OG0006865	CAPO300579	ASTMX00544
OG0006867	CAPO304561	ASTMX17195
OG0006869	CAPO303718	ASTMX04037
OG0006870	CAPO305471	ASTMX19219
OG0006872	CAPO305763, CAPO306267	ASTMX07240
OG0006874	CAPO303002	ASTMX10745
OG0006875	CAPO300245	ASTMX06127
OG0006876	CAPO301384	ASTMX11416
OG0006877	CAPO303758	ASTMX13244
OG0006880	CAPO300637	ASTMX10742
OG0006881	CAPO307302	ASTMX18811
OG0006886	CAPO308008	ASTMX09095, ASTMX01120
OG0006887	CAPO303330	ASTMX11439
OG0006888	CAPO300481	ASTMX09251
OG0006889	CAPO305411	ASTMX07203
OG0006890	CAPO301774	ASTMX17391
OG0006892	CAPO306271	ASTMX00090
OG0006893	CAPO308281	ASTMX07824
OG0006894	CAPO305493	ASTMX19536
OG0006895	CAPO305321	ASTMX01494
OG0006897	CAPO305270	ASTMX03361
OG0006898	CAPO307616	ASTMX06272
OG0006901	CAPO301222	ASTMX00087
OG0006904	CAPO301235	ASTMX18096
OG0006906	CAPO307116	ASTMX11180
OG0006912	CAPO306387	ASTMX03849
OG0006914	CAPO302212	ASTMX15342
OG0006916	CAPO306266	ASTMX16770
OG0006918	CAPO303362	ASTMX16285
OG0006920	CAPO306461	ASTMX09808
OG0006923	CAPO302381	ASTMX08705
OG0006924	CAPO304320	ASTMX15741
OG0006925	CAPO306734	ASTMX08108
OG0006926	CAPO303493	ASTMX04276
OG0006930	CAPO301522	ASTMX18849
OG0006931	CAPO300460	ASTMX01266
OG0006932	CAPO305813	ASTMX01417
OG0006934	CAPO304656	ASTMX00025
OG0006935	CAPO305404	ASTMX18496
OG0006936	CAPO301255	ASTMX10953
OG0006937	CAPO300724	ASTMX14042
OG0006938	CAPO307064	ASTMX05289
OG0006939	CAPO300423	ASTMX13531
OG0006942	CAPO305131	ASTMX13442
OG0006943	CAPO300653	ASTMX16314
OG0006944	CAPO301423	ASTMX02091
OG0006945	CAPO304257	ASTMX00086, ASTMX21538
OG0006947	CAPO303778	ASTMX01422
OG0006948	CAPO307507	ASTMX02465
OG0006949	CAPO300866	ASTMX06229
OG0006951	CAPO302915	ASTMX12012
OG0006952	CAPO308002	ASTMX00883
OG0006953	CAPO302825	ASTMX13999
OG0006957	CAPO304410	ASTMX04737
OG0006959	CAPO305847	ASTMX03957, ASTMX19214
OG0006960	CAPO306688	ASTMX00079
