Orthogroup	CAPO3	BRALA
OG0006129	CAPO300938	BRALA07415
OG0006131	CAPO303965	BRALA32298
OG0006133	CAPO304297	BRALA14697
OG0006134	CAPO307652	BRALA19095
OG0006135	CAPO307747	BRALA16417
OG0006136	CAPO304577	BRALA13730
OG0006137	CAPO303566	BRALA15657
OG0006139	CAPO301488	BRALA18046
OG0006140	CAPO301396	BRALA12260
OG0006141	CAPO302378	BRALA08424
OG0006144	CAPO307727	BRALA13419
OG0006145	CAPO304370	BRALA05627
OG0006147	CAPO306222	BRALA15350
OG0006148	CAPO302407	BRALA02995
OG0006149	CAPO301175	BRALA23452
OG0006151	CAPO304128	BRALA13670
OG0006152	CAPO306493	BRALA01808
OG0006153	CAPO305107	BRALA08321, BRALA08319
OG0006155	CAPO301956	BRALA04202
OG0006156	CAPO304652	BRALA13633
OG0006157	CAPO300095, CAPO303951	BRALA05522
OG0006158	CAPO307937	BRALA17379, BRALA25331
OG0006159	CAPO307030	BRALA05824
OG0006161	CAPO301615	BRALA10731
OG0006164	CAPO307640	BRALA26593
OG0006168	CAPO306154	BRALA10032
OG0006169	CAPO305149	BRALA30756
OG0006176	CAPO304797	BRALA35451, BRALA34545
OG0006177	CAPO306017	BRALA11337, BRALA11340
OG0006178	CAPO306742	BRALA21683
OG0006179	CAPO307840	BRALA19293
OG0006180	CAPO308064	BRALA34420
OG0006181	CAPO308207	BRALA23439
OG0006182	CAPO300329	BRALA05121
OG0006183	CAPO306749	BRALA06437
OG0006185	CAPO301640	BRALA17091
OG0006186	CAPO304672	BRALA13463
OG0006187	CAPO303722	BRALA18223
OG0006188	CAPO307979	BRALA05015
OG0006190	CAPO304791	BRALA21760
OG0006191	CAPO301907	BRALA21722
OG0006192	CAPO308099	BRALA07356
OG0006195	CAPO308346, CAPO305489	BRALA07312
OG0006196	CAPO304854	BRALA13696
OG0006198	CAPO306368	BRALA16352
OG0006199	CAPO307861	BRALA15509, BRALA15507
OG0006200	CAPO306047	BRALA06667
OG0006202	CAPO307311	BRALA22394
OG0006204	CAPO307074	BRALA26638
OG0006205	CAPO306928	BRALA16511, BRALA16512
OG0006206	CAPO308060	BRALA26945
OG0006209	CAPO303208	BRALA18227
OG0006210	CAPO301051	BRALA20208
OG0006211	CAPO305755	BRALA00198
OG0006213	CAPO301176	BRALA04557
OG0006214	CAPO305313	BRALA03387
OG0006216	CAPO304328	BRALA06312
OG0006225	CAPO307529	BRALA26113
OG0006226	CAPO303955	BRALA01075
OG0006227	CAPO304192	BRALA22358
OG0006229	CAPO306729	BRALA22434
OG0006230	CAPO303003	BRALA00506
OG0006233	CAPO307263	BRALA10666
OG0006234	CAPO305546	BRALA05039
OG0006235	CAPO300217	BRALA02255
OG0006237	CAPO302524	BRALA19627
OG0006239	CAPO305262	BRALA12452
OG0006243	CAPO301646	BRALA08525
OG0006244	CAPO306900	BRALA27763, BRALA34129
OG0006245	CAPO307777	BRALA06871
OG0006248	CAPO307601	BRALA24689
OG0006250	CAPO301165	BRALA30686
OG0006251	CAPO302342	BRALA24626
OG0006252	CAPO304131	BRALA15784
OG0006253	CAPO307341	BRALA22989
OG0006254	CAPO305073	BRALA06528
OG0006257	CAPO305440	BRALA22284
OG0006258	CAPO300398	BRALA04326
OG0006260	CAPO300587	BRALA19733
OG0006261	CAPO305676	BRALA15304
OG0006262	CAPO307596	BRALA19086
OG0006263	CAPO307994	BRALA19960
OG0006264	CAPO307537	BRALA25885
OG0006264	CAPO304943	BRALA14988, BRALA27081
OG0006267	CAPO300629	BRALA27926
OG0006268	CAPO305663	BRALA05496
OG0006271	CAPO306714	BRALA30606
OG0006272	CAPO300074	BRALA14455
OG0006275	CAPO304219	BRALA22474
OG0006276	CAPO306041	BRALA03734
OG0006277	CAPO307602	BRALA28928
OG0006278	CAPO305153	BRALA22168
OG0006279	CAPO307288	BRALA23718
OG0006280	CAPO308182	BRALA11947
OG0006281	CAPO302129	BRALA05664
OG0006284	CAPO301681	BRALA24402
OG0006285	CAPO301258	BRALA02914
OG0006286	CAPO304212	BRALA20294
OG0006287	CAPO302795	BRALA24709, BRALA24708
OG0006288	CAPO300129	BRALA24258
OG0006289	CAPO306652	BRALA19745
OG0006291	CAPO308081	BRALA11851
OG0006293	CAPO307067	BRALA34618, BRALA34423
OG0006294	CAPO301151	BRALA15247
OG0006295	CAPO307143	BRALA22152
OG0006297	CAPO301937	BRALA25722
OG0006298	CAPO306805	BRALA29366
OG0006301	CAPO306072	BRALA22608
OG0006305	CAPO303850	BRALA11410
OG0006306	CAPO303905	BRALA28080
OG0006309	CAPO304441	BRALA08741
OG0006311	CAPO300748	BRALA04781
OG0006313	CAPO306539	BRALA04098
OG0006314	CAPO308085, CAPO301326	BRALA04224
OG0006317	CAPO301551	BRALA04048, BRALA23514
OG0006319	CAPO306239	BRALA18740
OG0006320	CAPO303864	BRALA08392
OG0006322	CAPO305971	BRALA15375
OG0006323	CAPO300361	BRALA22948
OG0006324	CAPO307431	BRALA34114, BRALA33979
OG0006329	CAPO306283	BRALA25075
OG0006330	CAPO301590	BRALA18518
OG0006331	CAPO301721	BRALA23061
OG0006332	CAPO306801	BRALA15040
OG0006334	CAPO302140	BRALA05128
OG0006335	CAPO305790	BRALA00520
OG0006338	CAPO300367	BRALA01557
OG0006339	CAPO306751	BRALA07229
OG0006340	CAPO306725	BRALA03730
OG0006341	CAPO303256	BRALA04141
OG0006344	CAPO307345	BRALA00595
OG0006346	CAPO305832	BRALA12899
OG0006347	CAPO305184	BRALA09118, BRALA09195
OG0006349	CAPO304057	BRALA01289
OG0006350	CAPO302433	BRALA04268
OG0006352	CAPO301346	BRALA04530
OG0006353	CAPO301517	BRALA13425
OG0006355	CAPO307129	BRALA19754, BRALA19757
OG0006356	CAPO305164	BRALA22173
OG0006358	CAPO303299	BRALA28059
OG0006359	CAPO300583	BRALA10059
OG0006360	CAPO304103	BRALA02301
OG0006361	CAPO308070	BRALA14582, BRALA35163
OG0006362	CAPO308308	BRALA22988
OG0006363	CAPO301002	BRALA27462
OG0006365	CAPO300671	BRALA11762
OG0006370	CAPO300348	BRALA01047
OG0006371	CAPO302658	BRALA30501, BRALA35210, BRALA27656
OG0006372	CAPO304608	BRALA03212
OG0006375	CAPO306256	BRALA35312, BRALA16704
OG0006377	CAPO307494	BRALA12745
OG0006378	CAPO304918	BRALA21690
OG0006381	CAPO301472	BRALA28145
OG0006382	CAPO307026	BRALA17399
OG0006383	CAPO303174	BRALA03662
OG0006384	CAPO305941	BRALA02373
OG0006385	CAPO301074	BRALA13372
OG0006386	CAPO303165	BRALA17118
OG0006387	CAPO306319	BRALA30260
OG0006389	CAPO302170	BRALA15656
OG0006390	CAPO308093	BRALA18000
OG0006392	CAPO305806	BRALA12289
OG0006394	CAPO302470	BRALA06374
OG0006395	CAPO300149	BRALA16655
OG0006399	CAPO307228	BRALA34381
OG0006443	CAPO300234	BRALA15942
OG0006447	CAPO302283	BRALA18461
OG0006448	CAPO301094	BRALA14481
OG0006449	CAPO305961	BRALA12969
OG0006456	CAPO300992	BRALA07627
OG0006457	CAPO306648	BRALA14722
OG0006459	CAPO307843	BRALA21741
OG0006460	CAPO308313	BRALA17443
OG0006461	CAPO306350	BRALA17215
OG0006462	CAPO300662	BRALA21972
OG0006464	CAPO307754	BRALA11660
OG0006465	CAPO307052	BRALA11934
OG0006467	CAPO301292	BRALA25621
OG0006468	CAPO303390	BRALA20024
OG0006469	CAPO302486	BRALA13138
OG0006470	CAPO300984	BRALA03878
OG0006471	CAPO303440	BRALA01351
OG0006474	CAPO300155	BRALA29415
OG0006475	CAPO301888	BRALA07446
OG0006476	CAPO300216	BRALA08067
OG0006478	CAPO301079	BRALA20796
OG0006479	CAPO304002	BRALA32335
OG0006480	CAPO300197	BRALA00269
OG0006481	CAPO307580	BRALA01853
OG0006482	CAPO305654	BRALA23441
OG0006485	CAPO307612	BRALA20858
OG0006487	CAPO300649	BRALA09409
OG0006488	CAPO301772	BRALA22110
OG0006490	CAPO301539	BRALA09290
OG0006491	CAPO300606	BRALA16671
OG0006493	CAPO306548	BRALA12232
OG0006496	CAPO304473	BRALA20624
OG0006498	CAPO301440	BRALA29822
OG0006501	CAPO307734	BRALA21471
OG0006502	CAPO301087	BRALA33701
OG0006503	CAPO304660	BRALA13583
OG0006504	CAPO302154	BRALA17735
OG0006505	CAPO301510	BRALA14552
OG0006507	CAPO301032	BRALA24795
OG0006508	CAPO301635	BRALA28414
OG0006509	CAPO304681	BRALA11787
OG0006510	CAPO300081	BRALA26585
OG0006512	CAPO301701	BRALA15201
OG0006514	CAPO304095	BRALA16975
OG0006516	CAPO305607	BRALA22526
OG0006517	CAPO300477	BRALA05623
OG0006519	CAPO308006	BRALA30968
OG0006520	CAPO300668	BRALA26806
OG0006523	CAPO302914	BRALA28068
OG0006526	CAPO303623	BRALA03451
OG0006532	CAPO304147	BRALA05058
OG0006533	CAPO305463	BRALA12416
OG0006534	CAPO305714	BRALA16302
OG0006536	CAPO305735	BRALA24028
OG0006538	CAPO305091	BRALA05308
OG0006540	CAPO304760	BRALA14264
OG0006541	CAPO302376, CAPO304688, CAPO300243	BRALA24036
OG0006542	CAPO305168	BRALA26807
OG0006543	CAPO305452	BRALA21134
OG0006544	CAPO306101	BRALA08406
OG0006545	CAPO307929	BRALA23681
OG0006546	CAPO305234	BRALA13326
OG0006547	CAPO301259	BRALA21713
OG0006549	CAPO306040	BRALA12819
OG0006550	CAPO307487	BRALA27195
OG0006552	CAPO301957	BRALA18527
OG0006553	CAPO308128	BRALA06295
OG0006554	CAPO306525	BRALA14992
OG0006555	CAPO305951	BRALA00368
OG0006556	CAPO304941	BRALA24801
OG0006557	CAPO300124	BRALA24618
OG0006561	CAPO300890	BRALA12061
OG0006562	CAPO303607	BRALA11584
OG0006566	CAPO303944	BRALA11134
OG0006568	CAPO303043	BRALA01715
OG0006569	CAPO300856	BRALA10919, BRALA10793
OG0006570	CAPO302571	BRALA10044
OG0006571	CAPO306740	BRALA01588
OG0006572	CAPO302175	BRALA01125
OG0006573	CAPO306413	BRALA25563
OG0006575	CAPO304950	BRALA03279
OG0006577	CAPO300858	BRALA10957
OG0006578	CAPO303393	BRALA24046
OG0006580	CAPO306179	BRALA07037
OG0006581	CAPO300223	BRALA07413
OG0006582	CAPO305399	BRALA20732
OG0006583	CAPO308147	BRALA12341
OG0006584	CAPO304380	BRALA19370
OG0006586	CAPO300241	BRALA34705, BRALA34026
OG0006590	CAPO304634	BRALA22902
OG0006591	CAPO306654	BRALA17121
OG0006592	CAPO302105	BRALA26584
OG0006594	CAPO305352	BRALA24225
OG0006595	CAPO306726	BRALA04703
OG0006596	CAPO305496	BRALA26574
OG0006597	CAPO306143	BRALA15919
OG0006598	CAPO303505	BRALA18182
OG0006600	CAPO300993	BRALA25769, BRALA23296
OG0006602	CAPO306545	BRALA19036
OG0006603	CAPO305246	BRALA03443
OG0006604	CAPO301632	BRALA33757
OG0006606	CAPO300627, CAPO305047	BRALA27981
OG0006607	CAPO302836	BRALA15151
OG0006608	CAPO304829	BRALA16177
OG0006609	CAPO304156	BRALA07455
OG0006610	CAPO305635	BRALA23008, BRALA25297
OG0006611	CAPO303370	BRALA14061
OG0006612	CAPO303674	BRALA01028
OG0006613	CAPO305926	BRALA04025
OG0006614	CAPO307923	BRALA01003
OG0006615	CAPO300892	BRALA13677
OG0006616	CAPO302496	BRALA12229, BRALA16162
OG0006617	CAPO304084	BRALA14572
OG0006619	CAPO305225	BRALA16699
OG0006622	CAPO307274	BRALA12099
OG0006625	CAPO304287	BRALA20997
OG0006627	CAPO300634	BRALA28820
OG0006630	CAPO301318	BRALA04522
OG0006631	CAPO302816	BRALA21370
OG0006633	CAPO306794	BRALA15776
OG0006636	CAPO304383	BRALA13097
OG0006637	CAPO304312	BRALA26648
OG0006638	CAPO302167	BRALA03532, BRALA03533
OG0006640	CAPO308241	BRALA03728
OG0006642	CAPO303206	BRALA23312
OG0006646	CAPO308061	BRALA13446
OG0006648	CAPO300638	BRALA24820
OG0006651	CAPO306376	BRALA18794
OG0006655	CAPO306982	BRALA00574
OG0006657	CAPO304665	BRALA07213
OG0006658	CAPO301723	BRALA16629
OG0006662	CAPO305585	BRALA14712
OG0006663	CAPO301399	BRALA16974
OG0006664	CAPO302941	BRALA24834
OG0006666	CAPO301682	BRALA34133
OG0006667	CAPO305573	BRALA05144
OG0006668	CAPO301053	BRALA08318
OG0006669	CAPO301280	BRALA00985
OG0006670	CAPO306366	BRALA02659
OG0006671	CAPO307485	BRALA18774
OG0006673	CAPO302685	BRALA29976
OG0006677	CAPO304250	BRALA06236
OG0006678	CAPO300092	BRALA06274
OG0006680	CAPO301748	BRALA25853
OG0006681	CAPO305354	BRALA20996
OG0006684	CAPO305512	BRALA12717
OG0006686	CAPO307531	BRALA03046
OG0006690	CAPO302172	BRALA17356
OG0006691	CAPO305670	BRALA14546
OG0006692	CAPO302647	BRALA17480
OG0006693	CAPO302616	BRALA06823
OG0006694	CAPO302438	BRALA16849
OG0006695	CAPO302533	BRALA18862
OG0006698	CAPO305852	BRALA19125
OG0006702	CAPO307269	BRALA01475
OG0006704	CAPO305136	BRALA15008
OG0006706	CAPO303773	BRALA02737
OG0006707	CAPO304129	BRALA23645
OG0006708	CAPO304327	BRALA20874
OG0006709	CAPO302993	BRALA09059
OG0006710	CAPO307958	BRALA14570
OG0006712	CAPO307469	BRALA20215, BRALA20214
OG0006716	CAPO302196	BRALA24459
OG0006717	CAPO305633	BRALA26122
OG0006718	CAPO306293	BRALA31418
OG0006719	CAPO302454	BRALA13038
OG0006721	CAPO307315	BRALA21743
OG0006722	CAPO304555	BRALA01042
OG0006723	CAPO300019	BRALA05735
OG0006724	CAPO300231	BRALA05734
OG0006725	CAPO301206	BRALA28234
OG0006726	CAPO303375	BRALA16670
OG0006727	CAPO306447	BRALA01476
OG0006728	CAPO303411	BRALA14826
OG0006729	CAPO302448	BRALA01063
OG0006730	CAPO307696	BRALA02164
OG0006732	CAPO301757	BRALA00142
OG0006733	CAPO306420	BRALA26251
OG0006735	CAPO307764	BRALA27074
OG0006737	CAPO302977	BRALA03436
OG0006738	CAPO305285	BRALA14041
OG0006740	CAPO304581	BRALA30973
OG0006741	CAPO306132	BRALA09365
OG0006745	CAPO304913	BRALA15185
OG0006750	CAPO306076	BRALA09668
OG0006751	CAPO305160	BRALA31855
OG0006752	CAPO301753	BRALA22950
OG0006753	CAPO304199	BRALA24992
OG0006754	CAPO307231	BRALA20552
OG0006755	CAPO304099	BRALA22940
OG0006758	CAPO303486	BRALA00417
OG0006759	CAPO301178	BRALA25850
OG0006760	CAPO300357	BRALA17052
OG0006766	CAPO300327	BRALA12385
OG0006769	CAPO304104	BRALA16226
OG0006772	CAPO306103	BRALA21416
OG0006776	CAPO307354, CAPO307229	BRALA14483
OG0006777	CAPO308320	BRALA21484
OG0006791	CAPO302265	BRALA16274
OG0006796	CAPO306698, CAPO305329	BRALA13885
OG0006826	CAPO306575	BRALA11906
OG0006830	CAPO304885	BRALA28939
OG0006833	CAPO307011	BRALA25618
OG0006838	CAPO304346	BRALA19458
OG0006842	CAPO303033	BRALA01039
OG0006843	CAPO301783	BRALA21641
OG0006844	CAPO303858	BRALA09600
OG0006845	CAPO304222	BRALA20898
OG0006846	CAPO305985, CAPO301436	BRALA29210
OG0006848	CAPO302750	BRALA20677
OG0006849	CAPO306709	BRALA22479
OG0006850	CAPO300307	BRALA31268
OG0006856	CAPO306926	BRALA24695
OG0006857	CAPO304592	BRALA06099
OG0006860	CAPO304880	BRALA03297
OG0006862	CAPO306834	BRALA29568
OG0006864	CAPO300266	BRALA31204
OG0006865	CAPO300579	BRALA11659
OG0006867	CAPO304561	BRALA30972
OG0006868	CAPO304824	BRALA31290, BRALA34596
OG0006869	CAPO303718	BRALA19766
OG0006870	CAPO305471	BRALA20395, BRALA20394
OG0006872	CAPO305763, CAPO306267	BRALA16487
OG0006874	CAPO303002	BRALA13013
OG0006875	CAPO300245	BRALA22498
OG0006876	CAPO301384	BRALA05364
OG0006877	CAPO303758	BRALA07858
OG0006880	CAPO300637	BRALA05805
OG0006881	CAPO307302	BRALA19408
OG0006886	CAPO308008	BRALA19017
OG0006887	CAPO303330	BRALA23687
OG0006888	CAPO300481	BRALA29964
OG0006889	CAPO305411	BRALA27317
OG0006890	CAPO301774	BRALA31419
OG0006892	CAPO306271	BRALA09163
OG0006893	CAPO308281	BRALA13970
OG0006894	CAPO305493	BRALA13030
OG0006895	CAPO305321	BRALA08907
OG0006897	CAPO305270	BRALA01574
OG0006898	CAPO307616	BRALA03096
OG0006901	CAPO301222	BRALA09160
OG0006904	CAPO301235	BRALA11508
OG0006906	CAPO307116	BRALA07226
OG0006914	CAPO302212	BRALA21731
OG0006915	CAPO305363	BRALA03155, BRALA15756
OG0006916	CAPO306266	BRALA16553
OG0006918	CAPO303362	BRALA16643
OG0006920	CAPO306461	BRALA32734
OG0006923	CAPO303076	BRALA19056
OG0006924	CAPO304320	BRALA11900
OG0006925	CAPO306734	BRALA18547
OG0006926	CAPO303493	BRALA29464
OG0006927	CAPO303700	BRALA05354, BRALA05352
OG0006930	CAPO301522	BRALA22987
OG0006931	CAPO300460	BRALA02116
OG0006932	CAPO305813	BRALA06550
OG0006934	CAPO304656	BRALA05992
OG0006935	CAPO305404	BRALA25077
OG0006936	CAPO301255	BRALA23621
OG0006937	CAPO300724	BRALA13456
OG0006938	CAPO307064	BRALA12778
OG0006939	CAPO300423	BRALA27730
OG0006940	CAPO308295	BRALA00085
OG0006942	CAPO305131	BRALA15259
OG0006943	CAPO300653	BRALA21727
OG0006944	CAPO301423	BRALA28146
OG0006945	CAPO304257	BRALA23683
OG0006947	CAPO303778	BRALA10407
OG0006948	CAPO307507	BRALA19464
OG0006949	CAPO300866	BRALA07772
OG0006951	CAPO302915	BRALA04665
OG0006952	CAPO308002	BRALA19947, BRALA34472
OG0006953	CAPO302825	BRALA06329
OG0006957	CAPO304410	BRALA24483
OG0006959	CAPO305847	BRALA24691
OG0006960	CAPO306688	BRALA13465
OG0006962	CAPO307572	BRALA15450
OG0006964	CAPO306352	BRALA27971
OG0006966	CAPO304695	BRALA16205
OG0006967	CAPO303820	BRALA23027
OG0006968	CAPO301435	BRALA12502
OG0006969	CAPO306618	BRALA29846
OG0006970	CAPO304851	BRALA28927
OG0006971	CAPO303658	BRALA23591
OG0006973	CAPO306305	BRALA33702
OG0006975	CAPO306893	BRALA33934
OG0006977	CAPO305268	BRALA12753
OG0006978	CAPO304336	BRALA30073
OG0006979	CAPO300168	BRALA04203
OG0006980	CAPO305562	BRALA19616
OG0006983	CAPO300916	BRALA05383
OG0006990	CAPO300763	BRALA24376
OG0006991	CAPO303392	BRALA01907
OG0006993	CAPO305954	BRALA23797
OG0006994	CAPO306564	BRALA04795
OG0006995	CAPO306435	BRALA04611
OG0006997	CAPO304873	BRALA25727
OG0006998	CAPO301390	BRALA22667
OG0006999	CAPO303913	BRALA12897
OG0007001	CAPO305444	BRALA02208
OG0007002	CAPO304225	BRALA10095
OG0007003	CAPO302304	BRALA21239
OG0007005	CAPO303654	BRALA23593
OG0007007	CAPO302408	BRALA31860
OG0007009	CAPO305960	BRALA30026
OG0007010	CAPO301780	BRALA31317
OG0007011	CAPO301128	BRALA15920
OG0007012	CAPO304946	BRALA25249
OG0007013	CAPO303300	BRALA13128
OG0007015	CAPO305278	BRALA34981
OG0007016	CAPO304972	BRALA22412
OG0007017	CAPO301345	BRALA06141
OG0007018	CAPO300889	BRALA27379
OG0007019	CAPO304408	BRALA06320
OG0007020	CAPO303562, CAPO308296	BRALA29840
OG0007021	CAPO306622	BRALA06075
OG0007022	CAPO303253	BRALA18137
OG0007024	CAPO302054	BRALA17168
OG0007025	CAPO302785	BRALA11867
OG0007026	CAPO304159	BRALA23387
OG0007029	CAPO302104	BRALA02101
OG0007032	CAPO304830	BRALA16865
OG0007033	CAPO305180	BRALA15267
OG0007034	CAPO306932	BRALA09189
OG0007038	CAPO302068	BRALA17300
OG0007040	CAPO306537	BRALA10094
OG0007042	CAPO307996	BRALA06916
OG0007043	CAPO305780	BRALA29990
OG0007044	CAPO307221	BRALA08279
OG0007045	CAPO305958	BRALA29234
OG0007046	CAPO305591	BRALA28196
OG0007047	CAPO305693	BRALA10122
OG0007048	CAPO302164	BRALA18662
OG0007049	CAPO305031	BRALA19591
OG0007050	CAPO307898	BRALA21668, BRALA21669
OG0007055	CAPO304778	BRALA27573
OG0007057	CAPO304630	BRALA29582
OG0007058	CAPO301734, CAPO304572	BRALA23895
OG0007059	CAPO303590, CAPO303318	BRALA27465
OG0007061	CAPO305340	BRALA21466
OG0007062	CAPO302545	BRALA05692
OG0007063	CAPO308261	BRALA16766
OG0007065	CAPO301537	BRALA16383
OG0007068	CAPO307887	BRALA03721
OG0007069	CAPO307200	BRALA31451, BRALA33696
OG0007071	CAPO301761	BRALA34937, BRALA13812
OG0007072	CAPO306160	BRALA16137
OG0007073	CAPO302936	BRALA15855
OG0007074	CAPO306910	BRALA01990
OG0007076	CAPO300474	BRALA20649
OG0007081	CAPO305760	BRALA22949
OG0007084	CAPO307673	BRALA12501
OG0007086	CAPO306079	BRALA15363
OG0007089	CAPO300706	BRALA04691
OG0007090	CAPO300368	BRALA00803
OG0007091	CAPO304945	BRALA23753
OG0007092	CAPO304498, CAPO305528	BRALA10801, BRALA10923
OG0007093	CAPO308175	BRALA16275
OG0007094	CAPO301835	BRALA21518, BRALA25900
OG0007095	CAPO304293	BRALA25279
OG0007097	CAPO302515	BRALA04240
OG0007098	CAPO301993	BRALA19999
OG0007099	CAPO304218	BRALA17437
OG0007100	CAPO302645	BRALA17146
OG0007105	CAPO303780	BRALA14961
OG0007106	CAPO302226	BRALA18050
OG0007112	CAPO303793	BRALA08342
OG0007114	CAPO305243	BRALA31771, BRALA16434
OG0007118	CAPO306502	BRALA23004
OG0007119	CAPO303656	BRALA00190, BRALA00189
OG0007121	CAPO305337	BRALA13421
OG0007122	CAPO302728	BRALA15769
OG0007124	CAPO307876	BRALA13189, BRALA13193
OG0007127	CAPO305077	BRALA00288
OG0007128	CAPO303539	BRALA04403
OG0007130	CAPO302224	BRALA15297
OG0007131	CAPO304315	BRALA20793
OG0007132	CAPO301608	BRALA01544
OG0007133	CAPO305338	BRALA09605
OG0007134	CAPO302517	BRALA13846
OG0007137	CAPO303287	BRALA16723
OG0007138	CAPO307436	BRALA10025
OG0007139	CAPO302325	BRALA14595
OG0007143	CAPO307276	BRALA18546
OG0007144	CAPO301797	BRALA14968
OG0007145	CAPO305008	BRALA18502
OG0007146	CAPO306800	BRALA14239
OG0007147	CAPO305032	BRALA14352
OG0007150	CAPO304704	BRALA28102, BRALA03555
OG0007151	CAPO304299	BRALA18700
OG0007154	CAPO302715	BRALA30790
OG0007158	CAPO303011	BRALA16495
OG0007160	CAPO301230	BRALA26571
OG0007163	CAPO306908	BRALA17109
OG0007165	CAPO300764	BRALA25940
OG0007166	CAPO301841	BRALA26413
OG0007168	CAPO304836	BRALA07437
OG0007173	CAPO305749, CAPO300679	BRALA35315
OG0007174	CAPO304732	BRALA34219
OG0007175	CAPO300929	BRALA09886
OG0007176	CAPO305825	BRALA32780
OG0007178	CAPO306843	BRALA02696
OG0007180	CAPO300869	BRALA13499
OG0007181	CAPO302549	BRALA28125
OG0007182	CAPO302258	BRALA14277
OG0007183	CAPO303453	BRALA00051
OG0007184	CAPO304626	BRALA16251, BRALA12218
OG0007186	CAPO306272	BRALA22761
OG0007191	CAPO307327	BRALA05241
OG0007192	CAPO307148	BRALA14056
OG0007194	CAPO304755	BRALA30305
OG0007199	CAPO300510	BRALA13738
OG0007201	CAPO305686	BRALA13129
OG0007204	CAPO305874	BRALA00866
OG0007248	CAPO305807	BRALA16141
OG0007249	CAPO304279	BRALA22910
OG0007251	CAPO307515	BRALA15601
OG0007254	CAPO300342	BRALA15786
OG0007258	CAPO301895	BRALA01613
OG0007261	CAPO306348	BRALA01249
OG0007266	CAPO305560	BRALA09231
OG0007269	CAPO305691	BRALA27876
OG0007272	CAPO303817, CAPO303673	BRALA05677
OG0007273	CAPO305134	BRALA08923
OG0007276	CAPO301595	BRALA15590
OG0007279	CAPO302557	BRALA33921
OG0007281	CAPO304423	BRALA06305, BRALA06306
OG0007282	CAPO300960	BRALA19380
OG0007283	CAPO304757	BRALA33333, BRALA33331, BRALA19278
OG0007291	CAPO307621	BRALA21233
OG0007292	CAPO302024	BRALA02935
OG0007293	CAPO301970	BRALA17074
OG0007297	CAPO305876	BRALA13069
OG0007299	CAPO308254	BRALA28383
OG0007300	CAPO301046	BRALA14038
OG0007301	CAPO301996	BRALA27287
OG0007302	CAPO307174	BRALA08130
OG0007303	CAPO302064	BRALA32134
OG0007304	CAPO306505	BRALA14327
OG0007305	CAPO303443	BRALA05988
OG0007307	CAPO304518, CAPO304185	BRALA35494, BRALA32131
OG0007309	CAPO300726	BRALA20888
OG0007313	CAPO302761	BRALA10093
OG0007314	CAPO307151	BRALA24702
OG0007315	CAPO300478	BRALA26846, BRALA26848, BRALA26847, BRALA34775
OG0007317	CAPO306655	BRALA16631
OG0007319	CAPO300742	BRALA18245
OG0007320	CAPO300324	BRALA13547
OG0007321	CAPO307651	BRALA13420
OG0007322	CAPO301300	BRALA16163
OG0007325	CAPO305675	BRALA03154
OG0007326	CAPO304342	BRALA06343
OG0007329	CAPO306408	BRALA02913
OG0007330	CAPO300366	BRALA18712
OG0007335	CAPO304929	BRALA25943
OG0007336	CAPO304895	BRALA30607
OG0007339	CAPO300192	BRALA23677
OG0007341	CAPO300898	BRALA10192
OG0007343	CAPO305744	BRALA17838
OG0007347	CAPO302872	BRALA07020
OG0007348	CAPO307161	BRALA05809
OG0007350	CAPO306078	BRALA06364
OG0007352	CAPO306052	BRALA35566
OG0007353	CAPO302025	BRALA19998
OG0007354	CAPO303485	BRALA00412
OG0007355	CAPO307111	BRALA02332
OG0007356	CAPO306331	BRALA25647
OG0007357	CAPO304967	BRALA17388
OG0007358	CAPO304741	BRALA08494
OG0007361	CAPO305039	BRALA13539
OG0007363	CAPO304834	BRALA08293
OG0007364	CAPO303075	BRALA08059
OG0007365	CAPO306500	BRALA05325
OG0007366	CAPO305485	BRALA31025
OG0007367	CAPO305088	BRALA00971
OG0007368	CAPO305250	BRALA07746
OG0007369	CAPO300391	BRALA09020
OG0007371	CAPO305453	BRALA11443
OG0007372	CAPO307960	BRALA20327
OG0007373	CAPO301099	BRALA16176
OG0007376	CAPO302556	BRALA21288
OG0007377	CAPO306927	BRALA03029
OG0007378	CAPO307557	BRALA13639
OG0007379	CAPO305130	BRALA24434
OG0007380	CAPO300141	BRALA28437
OG0007381	CAPO303646	BRALA13126
OG0007382	CAPO305525	BRALA16494
OG0007385	CAPO304120	BRALA25387
OG0007387	CAPO304030	BRALA24094
OG0007388	CAPO306166	BRALA05214
OG0007391	CAPO304827	BRALA28883
OG0007392	CAPO303501	BRALA00840
OG0007393	CAPO301859	BRALA13386
OG0007395	CAPO302788	BRALA06410
OG0007396	CAPO302581	BRALA03114
OG0007397	CAPO300434	BRALA01278
OG0007399	CAPO306050	BRALA14407
OG0007401	CAPO302124	BRALA12586, BRALA22765
OG0007402	CAPO306401	BRALA19511
OG0007405	CAPO303800	BRALA33876
OG0007407	CAPO306953	BRALA06603
OG0007408	CAPO303491	BRALA16019
OG0007409	CAPO305402	BRALA16018
OG0007411	CAPO300699	BRALA07828
OG0007412	CAPO302107	BRALA24506
OG0007413	CAPO305882	BRALA14117
OG0007414	CAPO300363	BRALA00794
OG0007415	CAPO307758, CAPO301270	BRALA11329
OG0007417	CAPO303652	BRALA28685
OG0007418	CAPO300947	BRALA07233
OG0007422	CAPO301771	BRALA31055
