Orthogroup	CAPO3	AENJA_ok
OG0003119	CAPO301756	AENJA_03324
OG0003120	CAPO301313	AENJA_03695, AENJA_06395, AENJA_06396
OG0003121	CAPO300078	AENJA_03733
OG0003122	CAPO305152	AENJA_03851, AENJA_13120
OG0003124	CAPO307110	AENJA_03987, AENJA_07377
OG0003125	CAPO308199	AENJA_04106
OG0003126	CAPO302418	AENJA_04114
OG0003126	CAPO300577	AENJA_20192
OG0003128	CAPO300639	AENJA_04333
OG0003130	CAPO308112	AENJA_04695
OG0003131	CAPO301104	AENJA_04699
OG0003135	CAPO304970	AENJA_05506
OG0003136	CAPO303233	AENJA_05594
OG0003138	CAPO307798	AENJA_05937
OG0003141	CAPO300915	AENJA_06698
OG0003144	CAPO304802	AENJA_06849
OG0003145	CAPO301669	AENJA_06906
OG0003146	CAPO304953	AENJA_06954
OG0003147	CAPO305754	AENJA_07167
OG0003149	CAPO303321	AENJA_07652
OG0003150	CAPO304553	AENJA_07665
OG0003151	CAPO302311	AENJA_07870
OG0003152	CAPO306395	AENJA_08082
OG0003153	CAPO305242	AENJA_08315
OG0003154	CAPO308152	AENJA_08755, AENJA_24160, AENJA_24621
OG0003157	CAPO300659	AENJA_09314
OG0003158	CAPO304754	AENJA_09855
OG0003159	CAPO307514	AENJA_09999
OG0003160	CAPO305734	AENJA_10130
OG0003161	CAPO307952, CAPO307190, CAPO305141	AENJA_10165
OG0003162	CAPO303406	AENJA_21344, AENJA_10169
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	AENJA_10333
OG0003164	CAPO302879	AENJA_13680, AENJA_10532
OG0003165	CAPO302597	AENJA_10534
OG0003166	CAPO306562	AENJA_10577
OG0003172	CAPO306984	AENJA_11593
OG0003174	CAPO306817	AENJA_12148, AENJA_18390
OG0003175	CAPO306274	AENJA_12200
OG0003176	CAPO307890	AENJA_12428, AENJA_19968, AENJA_24491, AENJA_24492
OG0003177	CAPO305441	AENJA_12445, AENJA_24067
OG0003178	CAPO303283	AENJA_12804
OG0003179	CAPO300801	AENJA_12977
OG0003181	CAPO304354	AENJA_13218, AENJA_13221
OG0003182	CAPO308003	AENJA_13237
OG0003184	CAPO303123	AENJA_13777
OG0003185	CAPO301951	AENJA_14384
OG0003187	CAPO303479	AENJA_14748, AENJA_14750
OG0003189	CAPO303157	AENJA_15393
OG0003190	CAPO303910	AENJA_16189, AENJA_16188
OG0003191	CAPO306279	AENJA_16289
OG0003192	CAPO301014	AENJA_16292
OG0003193	CAPO301211	AENJA_16359
OG0003194	CAPO301882	AENJA_16420
OG0003196	CAPO306231	AENJA_17155
OG0003198	CAPO304417	AENJA_17366
OG0003199	CAPO305890	AENJA_17478
OG0003200	CAPO301026	AENJA_17544
OG0003202	CAPO307016	AENJA_18388
OG0003203	CAPO305085	AENJA_18705
OG0003206	CAPO306250	AENJA_19670, AENJA_19671
OG0003207	CAPO301521	AENJA_19791
OG0003210	CAPO303247	AENJA_20699
OG0003211	CAPO307771	AENJA_20861
OG0003212	CAPO300076	AENJA_20864
OG0003214	CAPO305438	AENJA_21694
OG0003215	CAPO305646	AENJA_22196
OG0003217	CAPO304366	AENJA_23373
OG0003218	CAPO308113	AENJA_23390
OG0003219	CAPO306660	AENJA_23468
OG0003220	CAPO304799	AENJA_23504
OG0003221	CAPO300283	AENJA_23575
OG0003223	CAPO307650	AENJA_24204
OG0003225	CAPO303179	AENJA_24401
OG0003227	CAPO306597	AENJA_25755
OG0003228	CAPO305495	AENJA_25997
OG0003230	CAPO301507	AENJA_26243
OG0003251	CAPO307251	AENJA_00517
OG0003252	CAPO305303	AENJA_00890
OG0003254	CAPO307938	AENJA_01261
OG0003255	CAPO301338	AENJA_01447
OG0003257	CAPO303231	AENJA_01488, AENJA_01489
OG0003263	CAPO303458	AENJA_03032
OG0003264	CAPO306409	AENJA_03403
OG0003266	CAPO303168	AENJA_03526
OG0003267	CAPO300914	AENJA_03748
OG0003268	CAPO301821	AENJA_04034
OG0003269	CAPO304139	AENJA_04245
OG0003272	CAPO300665	AENJA_05460, AENJA_05459
OG0003273	CAPO307851	AENJA_19818, AENJA_19819, AENJA_05792
OG0003277	CAPO306142	AENJA_06595
OG0003278	CAPO306634	AENJA_07777, AENJA_07778
OG0003279	CAPO306251	AENJA_18910, AENJA_07963
OG0003282	CAPO305239	AENJA_18531, AENJA_08137
OG0003283	CAPO304400	AENJA_08388, AENJA_08386, AENJA_08389
OG0003284	CAPO302648	AENJA_08806
OG0003287	CAPO306546	AENJA_08945
OG0003288	CAPO307866	AENJA_08988
OG0003290	CAPO307662, CAPO300441	AENJA_09114
OG0003291	CAPO306657	AENJA_09544
OG0003293	CAPO300956	AENJA_10140
OG0003294	CAPO303988	AENJA_10229
OG0003296	CAPO301282	AENJA_10378
OG0003297	CAPO307941	AENJA_10455
OG0003298	CAPO306456	AENJA_10956
OG0003300	CAPO307904	AENJA_16801, AENJA_10987
OG0003301	CAPO300201	AENJA_11385
OG0003302	CAPO303848	AENJA_11409
OG0003303	CAPO304414	AENJA_23721
OG0003306	CAPO303291	AENJA_11750, AENJA_18100, AENJA_22075, AENJA_19854
OG0003309	CAPO301499	AENJA_11953
OG0003315	CAPO301649	AENJA_12794
OG0003316	CAPO300235	AENJA_13112
OG0003317	CAPO304285	AENJA_13550
OG0003318	CAPO302830	AENJA_13567
OG0003320	CAPO303640	AENJA_13907
OG0003323	CAPO304122	AENJA_14209
OG0003324	CAPO308312	AENJA_14269, AENJA_14267
OG0003325	CAPO300972, CAPO304961	AENJA_25947, AENJA_14432, AENJA_19471, AENJA_25949, AENJA_14435
OG0003326	CAPO308259	AENJA_14434
OG0003329	CAPO303336	AENJA_15213
OG0003331	CAPO303947	AENJA_23729, AENJA_15484
OG0003332	CAPO307894	AENJA_15526
OG0003333	CAPO307836	AENJA_15663
OG0003334	CAPO305710	AENJA_17375, AENJA_16235, AENJA_16233, AENJA_16232, AENJA_15732
OG0003335	CAPO302255	AENJA_15787
OG0003340	CAPO305389	AENJA_16463
OG0003341	CAPO301683	AENJA_17359
OG0003343	CAPO308043	AENJA_17465
OG0003345	CAPO302682	AENJA_22123
OG0003348	CAPO308059, CAPO308052	AENJA_18879
OG0003349	CAPO300780	AENJA_18916
OG0003353	CAPO304897	AENJA_20103
OG0003354	CAPO300396	AENJA_20119, AENJA_20120
OG0003355	CAPO308186	AENJA_20320
OG0003356	CAPO306224	AENJA_21005, AENJA_21006
OG0003357	CAPO307953	AENJA_21046
OG0003358	CAPO307281	AENJA_21116
OG0003359	CAPO303262, CAPO304527	AENJA_21290
OG0003360	CAPO301722	AENJA_21296
OG0003361	CAPO301802	AENJA_21382
OG0003362	CAPO306572	AENJA_21458
OG0003364	CAPO301569	AENJA_21855
OG0003365	CAPO301538	AENJA_21978
OG0003366	CAPO302011	AENJA_22253
OG0003368	CAPO307793	AENJA_23082
OG0003369	CAPO305084	AENJA_23134, AENJA_23133
OG0003370	CAPO302725	AENJA_23534
OG0003373	CAPO301869	AENJA_24423
OG0003374	CAPO305683	AENJA_24682, AENJA_24683
OG0003375	CAPO301633, CAPO305837	AENJA_24824
OG0003376	CAPO306560	AENJA_24827
OG0003377	CAPO301205	AENJA_24906
OG0003378	CAPO305510	AENJA_24909
OG0003379	CAPO301575	AENJA_25180
OG0003380	CAPO301115	AENJA_25323
OG0003382	CAPO302262	AENJA_25400
OG0003383	CAPO305778	AENJA_25690
OG0003384	CAPO306617	AENJA_25752
OG0003386	CAPO300917	AENJA_26435
OG0003419	CAPO301040	AENJA_00054
OG0003421	CAPO300028	AENJA_00119
OG0003422	CAPO300121	AENJA_00528
OG0003424	CAPO307323	AENJA_00838
OG0003425	CAPO304371	AENJA_01194
OG0003426	CAPO301532	AENJA_01257
OG0003428	CAPO300586	AENJA_01568
OG0003429	CAPO307638	AENJA_01963
OG0003430	CAPO305848	AENJA_02400
OG0003431	CAPO308284	AENJA_19425, AENJA_02555
OG0003434	CAPO303572	AENJA_02675
OG0003435	CAPO300552	AENJA_02757
OG0003438	CAPO304548, CAPO305602, CAPO302554	AENJA_03261, AENJA_10750
OG0003443	CAPO306901, CAPO306924	AENJA_03622
OG0003447	CAPO304621, CAPO305856	AENJA_03903
OG0003448	CAPO305307	AENJA_04038
OG0003449	CAPO304421	AENJA_04230
OG0003450	CAPO304313	AENJA_04269
OG0003451	CAPO302760	AENJA_04285
OG0003453	CAPO304718	AENJA_04592
OG0003454	CAPO305798	AENJA_04653
OG0003455	CAPO300221	AENJA_22892, AENJA_04759
OG0003456	CAPO305023	AENJA_04853
OG0003457	CAPO307022	AENJA_05123
OG0003458	CAPO301287	AENJA_05270
OG0003459	CAPO304210	AENJA_05414
OG0003461	CAPO304469	AENJA_05624
OG0003462	CAPO306452	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654
OG0003464	CAPO306136	AENJA_10817, AENJA_05778
OG0003465	CAPO307530	AENJA_06069
OG0003467	CAPO306150	AENJA_06433
OG0003471	CAPO304216	AENJA_07354
OG0003475	CAPO307501	AENJA_08250
OG0003476	CAPO306987	AENJA_08274
OG0003477	CAPO308122	AENJA_08292
OG0003478	CAPO300139	AENJA_08408
OG0003479	CAPO302288	AENJA_08477
OG0003480	CAPO303582	AENJA_08524, AENJA_08521
OG0003483	CAPO305509	AENJA_09252
OG0003486	CAPO304249	AENJA_09585
OG0003487	CAPO300925	AENJA_10277
OG0003489	CAPO305291	AENJA_11004
OG0003491	CAPO304911	AENJA_11118
OG0003492	CAPO306303	AENJA_11247
OG0003493	CAPO306533	AENJA_20319, AENJA_11275
OG0003497	CAPO305660	AENJA_12369
OG0003498	CAPO306898	AENJA_12653
OG0003499	CAPO301160	AENJA_12654
OG0003500	CAPO304927	AENJA_12709
OG0003501	CAPO303209	AENJA_13025
OG0003502	CAPO306906	AENJA_13200
OG0003503	CAPO307158	AENJA_13216
OG0003504	CAPO304351	AENJA_13617
OG0003505	CAPO305207	AENJA_13629
OG0003506	CAPO302826	AENJA_13681
OG0003507	CAPO303307	AENJA_13693
OG0003508	CAPO307911	AENJA_13894
OG0003509	CAPO305689	AENJA_14027
OG0003511	CAPO307348, CAPO308352	AENJA_15214
OG0003512	CAPO303631, CAPO302677, CAPO302168	AENJA_15313
OG0003515	CAPO307211	AENJA_16192
OG0003518	CAPO307641	AENJA_16797
OG0003519	CAPO307608	AENJA_16830
OG0003522	CAPO306659	AENJA_17840, AENJA_17839
OG0003523	CAPO304976	AENJA_17997
OG0003525	CAPO305089	AENJA_18452
OG0003528	CAPO306484	AENJA_18722
OG0003531	CAPO300308	AENJA_19107
OG0003532	CAPO303744	AENJA_19405
OG0003533	CAPO301327	AENJA_19980, AENJA_22646
OG0003537	CAPO301555	AENJA_20711, AENJA_20710
OG0003538	CAPO301093	AENJA_20720
OG0003539	CAPO300449	AENJA_20975
OG0003541	CAPO300603	AENJA_21308
OG0003543	CAPO301989	AENJA_21659
OG0003544	CAPO300418	AENJA_21703
OG0003546	CAPO303583	AENJA_21963
OG0003547	CAPO308031	AENJA_22029
OG0003550	CAPO300137	AENJA_22695
OG0003551	CAPO308286	AENJA_22715
OG0003552	CAPO307114	AENJA_22940
OG0003554	CAPO301001	AENJA_23083
OG0003556	CAPO302339	AENJA_23329
OG0003557	CAPO306086	AENJA_23658
OG0003561	CAPO301198	AENJA_24294
OG0003562	CAPO303388	AENJA_24391
OG0003563	CAPO300808, CAPO301102	AENJA_24776
OG0003564	CAPO300720	AENJA_24810
OG0003566	CAPO300164	AENJA_25138
OG0003567	CAPO307296	AENJA_25441
OG0003568	CAPO303992	AENJA_25542
OG0003569	CAPO306390	AENJA_25887
OG0003570	CAPO305849	AENJA_26158
OG0003573	CAPO300904	AENJA_26698
OG0003599	CAPO301420	AENJA_06205
OG0003600	CAPO305414	AENJA_00154
OG0003607	CAPO301867	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115
OG0003610	CAPO302401	AENJA_00983
OG0003611	CAPO306320	AENJA_01033, AENJA_04941
OG0003612	CAPO304993	AENJA_01169
OG0003613	CAPO305029	AENJA_01172
OG0003617	CAPO301490	AENJA_01515, AENJA_11306
OG0003618	CAPO302109	AENJA_01642
OG0003619	CAPO304837	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	CAPO306673	AENJA_01724
OG0003621	CAPO302199	AENJA_01959
OG0003622	CAPO305075	AENJA_02333, AENJA_02334
OG0003624	CAPO303633	AENJA_02868
OG0003630	CAPO308012	AENJA_03435
OG0003631	CAPO303610	AENJA_25153, AENJA_03572
OG0003633	CAPO300056	AENJA_03746
OG0003635	CAPO308133	AENJA_24258, AENJA_03933
OG0003638	CAPO305555	AENJA_04417
OG0003640	CAPO301244	AENJA_05057
OG0003641	CAPO300746	AENJA_05255
OG0003644	CAPO304835	AENJA_06076
OG0003645	CAPO307108	AENJA_06128
OG0003646	CAPO304914	AENJA_06203
OG0003648	CAPO302617	AENJA_06252
OG0003649	CAPO301930	AENJA_06343
OG0003650	CAPO306633	AENJA_06545
OG0003651	CAPO305370	AENJA_06546
OG0003652	CAPO300427	AENJA_07122
OG0003655	CAPO303553	AENJA_07748
OG0003656	CAPO301350	AENJA_08284
OG0003657	CAPO305783	AENJA_08341
OG0003658	CAPO303162	AENJA_08342
OG0003661	CAPO300815	AENJA_09036
OG0003664	CAPO305504	AENJA_09805
OG0003666	CAPO300690	AENJA_10364
OG0003667	CAPO303859	AENJA_10380
OG0003668	CAPO300260	AENJA_10387
OG0003669	CAPO305883	AENJA_10658
OG0003671	CAPO308173	AENJA_11068
OG0003672	CAPO300582	AENJA_11161, AENJA_24103
OG0003677	CAPO300011	AENJA_11975
OG0003679	CAPO304696	AENJA_12320
OG0003680	CAPO300884	AENJA_12855
OG0003682	CAPO301860	AENJA_12915
OG0003684	CAPO302734	AENJA_15964, AENJA_13277
OG0003685	CAPO305996	AENJA_13298
OG0003686	CAPO302144	AENJA_13621
OG0003687	CAPO301501	AENJA_13636
OG0003688	CAPO307252	AENJA_13670
OG0003689	CAPO301215	AENJA_14017
OG0003690	CAPO307478	AENJA_20908, AENJA_14230
OG0003693	CAPO302269	AENJA_14583
OG0003694	CAPO307654	AENJA_14806
OG0003695	CAPO303363	AENJA_14941
OG0003696	CAPO304903	AENJA_15025
OG0003697	CAPO307718	AENJA_15049
OG0003698	CAPO306302	AENJA_15085
OG0003700	CAPO304411	AENJA_15228
OG0003703	CAPO305764	AENJA_15505, AENJA_15513
OG0003704	CAPO308213	AENJA_15518
OG0003710	CAPO301647	AENJA_17579
OG0003712	CAPO300556	AENJA_17842
OG0003713	CAPO306178	AENJA_17988
OG0003716	CAPO303976	AENJA_18178
OG0003717	CAPO306282	AENJA_18567
OG0003718	CAPO307310	AENJA_18593, AENJA_23619
OG0003719	CAPO300227	AENJA_18681
OG0003720	CAPO300371	AENJA_18939
OG0003721	CAPO300976, CAPO300975	AENJA_19137
OG0003722	CAPO300031	AENJA_19232
OG0003724	CAPO308007	AENJA_19400
OG0003729	CAPO307394	AENJA_19798
OG0003730	CAPO305074	AENJA_19955
OG0003731	CAPO304053	AENJA_19989
OG0003732	CAPO306498	AENJA_20020
OG0003733	CAPO305671	AENJA_20334
OG0003734	CAPO305564	AENJA_20690
OG0003735	CAPO308150	AENJA_20826
OG0003738	CAPO304238	AENJA_21039
OG0003739	CAPO300467	AENJA_21483
OG0003740	CAPO307238	AENJA_21680
OG0003741	CAPO305770	AENJA_21770
OG0003742	CAPO303080	AENJA_22403
OG0003743	CAPO302360	AENJA_22572
OG0003744	CAPO306491	AENJA_22829
OG0003745	CAPO307585	AENJA_23235, AENJA_23237, AENJA_23234
OG0003749	CAPO306992	AENJA_23639
OG0003750	CAPO304840	AENJA_23963
OG0003752	CAPO306304	AENJA_24562
OG0003754	CAPO305643	AENJA_24910
OG0003755	CAPO300113	AENJA_24953, AENJA_24952
OG0003756	CAPO307901	AENJA_25172
OG0003758	CAPO308214	AENJA_25591
OG0003759	CAPO307476	AENJA_25619
OG0003760	CAPO304944	AENJA_26295
OG0003761	CAPO301690	AENJA_26423
OG0003762	CAPO303010	AENJA_26451
OG0003798	CAPO300229	AENJA_00181
OG0003803	CAPO307540	AENJA_00564
OG0003806	CAPO304817	AENJA_00944
OG0003807	CAPO308021	AENJA_00967
OG0003808	CAPO308095	AENJA_00978
OG0003809	CAPO306197	AENJA_01422
OG0003811	CAPO302863	AENJA_01571
OG0003812	CAPO300349	AENJA_01871
OG0003813	CAPO305053	AENJA_02053
OG0003818	CAPO306945	AENJA_02472, AENJA_02475
OG0003820	CAPO302724	AENJA_02870, AENJA_19572, AENJA_02872
OG0003823	CAPO305304	AENJA_02946
OG0003824	CAPO300109	AENJA_02975
OG0003826	CAPO303948	AENJA_03131
OG0003827	CAPO302156	AENJA_03548
OG0003828	CAPO304442	AENJA_03700
OG0003829	CAPO304825	AENJA_03792
OG0003831	CAPO301320	AENJA_03886
OG0003833	CAPO305448	AENJA_04439
OG0003834	CAPO307203	AENJA_04549, AENJA_04550
OG0003835	CAPO300102	AENJA_12493, AENJA_04664
OG0003836	CAPO301610	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	CAPO304430	AENJA_04856
OG0003838	CAPO304061, CAPO304064	AENJA_04967
OG0003839	CAPO300238, CAPO301543, CAPO307066	AENJA_05236, AENJA_06897
OG0003840	CAPO300299	AENJA_07883, AENJA_05492
OG0003843	CAPO301582	AENJA_06254
OG0003844	CAPO306235	AENJA_06372
OG0003845	CAPO302000	AENJA_06384, AENJA_18136
OG0003846	CAPO300905	AENJA_06476
OG0003847	CAPO300400	AENJA_06829
OG0003848	CAPO305229, CAPO305228	AENJA_06904
OG0003850	CAPO306458	AENJA_07117, AENJA_21595
OG0003851	CAPO301154	AENJA_07129
OG0003852	CAPO302241	AENJA_07216
OG0003853	CAPO308238	AENJA_07482, AENJA_19998
OG0003854	CAPO306385	AENJA_07506
OG0003855	CAPO304198	AENJA_07705
OG0003856	CAPO308004	AENJA_08084
OG0003857	CAPO302185	AENJA_08085
OG0003858	CAPO300728	AENJA_08566
OG0003859	CAPO306990	AENJA_08612
OG0003860	CAPO303899	AENJA_08805, AENJA_11742
OG0003861	CAPO302754	AENJA_08913
OG0003862	CAPO301787	AENJA_08964
OG0003863	CAPO300200	AENJA_09171
OG0003864	CAPO300087	AENJA_09391
OG0003865	CAPO304904	AENJA_09441
OG0003866	CAPO302683	AENJA_09527
OG0003867	CAPO301767	AENJA_09761
OG0003868	CAPO306848	AENJA_09827
OG0003869	CAPO307094	AENJA_17460, AENJA_09977
OG0003870	CAPO305132	AENJA_10263
OG0003871	CAPO304659, CAPO304658	AENJA_10643
OG0003872	CAPO300319	AENJA_10747
OG0003873	CAPO305775	AENJA_10784
OG0003875	CAPO303382	AENJA_10875
OG0003876	CAPO307728	AENJA_10876
OG0003878	CAPO308329	AENJA_11046
OG0003881	CAPO303685	AENJA_11372
OG0003886	CAPO304109	AENJA_12066
OG0003887	CAPO307036	AENJA_12157
OG0003888	CAPO302764	AENJA_12506
OG0003890	CAPO304707	AENJA_21991, AENJA_12959
OG0003892	CAPO307708	AENJA_13114, AENJA_22782
OG0003893	CAPO300022	AENJA_13141
OG0003894	CAPO302778	AENJA_13190
OG0003897	CAPO303759	AENJA_14064
OG0003898	CAPO307893, CAPO307749, CAPO306069	AENJA_14091
OG0003899	CAPO300674	AENJA_14656
OG0003900	CAPO301714	AENJA_15786
OG0003901	CAPO301256	AENJA_15961
OG0003903	CAPO305736	AENJA_16074
OG0003904	CAPO305947	AENJA_16228
OG0003906	CAPO301369	AENJA_16374
OG0003908	CAPO301425	AENJA_22677
OG0003908	CAPO308216	AENJA_17280
OG0003909	CAPO301220	AENJA_26467, AENJA_26469, AENJA_17530
OG0003910	CAPO302786	AENJA_17611
OG0003911	CAPO305312	AENJA_17893
OG0003912	CAPO307896	AENJA_18106
OG0003913	CAPO306587	AENJA_18124
OG0003914	CAPO301224	AENJA_20252, AENJA_18479
OG0003915	CAPO304633	AENJA_18759
OG0003917	CAPO306797	AENJA_18911
OG0003920	CAPO301554	AENJA_19805
OG0003921	CAPO300430	AENJA_19828
OG0003922	CAPO304241	AENJA_19834
OG0003924	CAPO302790	AENJA_19895
OG0003925	CAPO301662	AENJA_20055
OG0003926	CAPO303036	AENJA_20056
OG0003927	CAPO304671	AENJA_20528
OG0003929	CAPO303872	AENJA_20627
OG0003930	CAPO301599	AENJA_20961
OG0003931	CAPO304399	AENJA_21038
OG0003932	CAPO300048, CAPO300047	AENJA_21377
OG0003934	CAPO301204	AENJA_21817
OG0003936	CAPO302163	AENJA_22324
OG0003938	CAPO305166	AENJA_22573
OG0003939	CAPO303853	AENJA_22721
OG0003942	CAPO300632	AENJA_23165
OG0003944	CAPO300493	AENJA_23555
OG0003945	CAPO300812	AENJA_23594
OG0003946	CAPO303843	AENJA_24350
OG0003947	CAPO306325	AENJA_24809
OG0003950	CAPO307097	AENJA_25298
OG0003954	CAPO304758	AENJA_26001
OG0003955	CAPO304097	AENJA_26253
OG0003959	CAPO304028	AENJA_26551
OG0003961	CAPO303890	AENJA_26616
OG0003998	CAPO305634	AENJA_00732
OG0003999	CAPO306327	AENJA_00953
OG0004000	CAPO302913	AENJA_01025
OG0004002	CAPO305544	AENJA_01139, AENJA_01146
OG0004005	CAPO302213	AENJA_01410, AENJA_01411
OG0004007	CAPO307105	AENJA_01716
OG0004009	CAPO305072	AENJA_01997
OG0004010	CAPO303524	AENJA_02161
OG0004012	CAPO308011	AENJA_02300
OG0004014	CAPO303473	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	CAPO305112	AENJA_03648
OG0004016	CAPO303609	AENJA_03782, AENJA_25499
OG0004017	CAPO308124	AENJA_03846
OG0004023	CAPO307204	AENJA_04821
OG0004027	CAPO301145	AENJA_05469
OG0004031	CAPO306218	AENJA_06023
OG0004032	CAPO300291	AENJA_06151
OG0004033	CAPO304862	AENJA_07800, AENJA_06467
OG0004035	CAPO301995	AENJA_07045
OG0004037	CAPO306482	AENJA_07206
OG0004038	CAPO307927	AENJA_07209
OG0004041	CAPO306646	AENJA_07773, AENJA_07774
OG0004042	CAPO302696	AENJA_07854
OG0004044	CAPO300275	AENJA_07917
OG0004047	CAPO304083	AENJA_08079
OG0004048	CAPO304654	AENJA_08141
OG0004050	CAPO308116	AENJA_11152, AENJA_08476
OG0004053	CAPO301919	AENJA_09308
OG0004054	CAPO308277	AENJA_09386
OG0004056	CAPO306031	AENJA_09747
OG0004058	CAPO301904	AENJA_15238, AENJA_09878
OG0004059	CAPO301877	AENJA_10120
OG0004063	CAPO300628	AENJA_10560
OG0004064	CAPO304453	AENJA_10715
OG0004065	CAPO304029	AENJA_10915
OG0004067	CAPO301812	AENJA_11072, AENJA_11073
OG0004068	CAPO301030	AENJA_11291
OG0004069	CAPO307785	AENJA_11462
OG0004070	CAPO302894	AENJA_11512
OG0004071	CAPO306388	AENJA_11569
OG0004072	CAPO305194	AENJA_11674
OG0004075	CAPO308024	AENJA_11909, AENJA_25684
OG0004076	CAPO307967	AENJA_11962
OG0004079	CAPO300687	AENJA_12149
OG0004080	CAPO305236	AENJA_12559, AENJA_12560
OG0004081	CAPO301069	AENJA_12579
OG0004082	CAPO305460	AENJA_12648
OG0004083	CAPO304047	AENJA_12814
OG0004084	CAPO300193	AENJA_13049
OG0004085	CAPO307782	AENJA_13446
OG0004090	CAPO304280	AENJA_14113
OG0004091	CAPO307795	AENJA_14497, AENJA_14498
OG0004092	CAPO301516	AENJA_14629
OG0004093	CAPO303612	AENJA_14743
OG0004094	CAPO306112	AENJA_14786
OG0004095	CAPO302216	AENJA_14906
OG0004096	CAPO306070	AENJA_14942
OG0004097	CAPO300790	AENJA_15032
OG0004099	CAPO306437	AENJA_15456
OG0004100	CAPO306356	AENJA_16101, AENJA_16102
OG0004101	CAPO303749, CAPO302702	AENJA_16349
OG0004103	CAPO306700	AENJA_16652, AENJA_16649
OG0004104	CAPO303684	AENJA_17043
OG0004105	CAPO308098	AENJA_17274
OG0004106	CAPO303386	AENJA_17371
OG0004108	CAPO307282	AENJA_17850
OG0004110	CAPO300855	AENJA_17972
OG0004112	CAPO304610	AENJA_18049, AENJA_26008
OG0004113	CAPO305835	AENJA_18290
OG0004114	CAPO301854	AENJA_18362
OG0004115	CAPO306386	AENJA_18384
OG0004116	CAPO303186	AENJA_18624
OG0004118	CAPO306139	AENJA_19037
OG0004119	CAPO303741	AENJA_19319
OG0004120	CAPO303757	AENJA_19470
OG0004123	CAPO304624	AENJA_19882
OG0004124	CAPO302738	AENJA_20051
OG0004125	CAPO304359	AENJA_20094
OG0004127	CAPO306895	AENJA_20390
OG0004130	CAPO307075	AENJA_20514
OG0004131	CAPO301925	AENJA_20546
OG0004133	CAPO305598	AENJA_20684
OG0004134	CAPO304433	AENJA_20800
OG0004136	CAPO307338	AENJA_21121
OG0004140	CAPO307995	AENJA_22122
OG0004142	CAPO300440	AENJA_22247
OG0004144	CAPO302917	AENJA_22601
OG0004148	CAPO301152	AENJA_23349
OG0004150	CAPO303497	AENJA_23752
OG0004151	CAPO307015	AENJA_23954
OG0004153	CAPO305022	AENJA_24217, AENJA_24230
OG0004154	CAPO308154	AENJA_24263
OG0004156	CAPO307556	AENJA_24369, AENJA_24722
OG0004158	CAPO302219	AENJA_24429
OG0004160	CAPO302118	AENJA_25025
OG0004164	CAPO306879	AENJA_25479
OG0004166	CAPO300703	AENJA_25748
OG0004167	CAPO305574	AENJA_26097
OG0004168	CAPO303881	AENJA_26286
OG0004169	CAPO302967	AENJA_26454
OG0004170	CAPO305320	AENJA_26593
OG0004171	CAPO305810	AENJA_26685
OG0004215	CAPO307025	AENJA_00310
OG0004216	CAPO304745	AENJA_00516
OG0004217	CAPO300553	AENJA_00550
OG0004219	CAPO302642	AENJA_01020
OG0004222	CAPO307934	AENJA_01486
OG0004223	CAPO308310	AENJA_01506
OG0004226	CAPO301388	AENJA_01684
OG0004227	CAPO302252	AENJA_01705
OG0004228	CAPO303492	AENJA_01729
OG0004230	CAPO305821	AENJA_24753, AENJA_02152
OG0004231	CAPO300312	AENJA_02278
OG0004232	CAPO301443	AENJA_02302
OG0004235	CAPO306795	AENJA_02425
OG0004236	CAPO301760	AENJA_02429
OG0004237	CAPO301645	AENJA_02572, AENJA_07147
OG0004239	CAPO304082	AENJA_02668
OG0004240	CAPO306948	AENJA_03070
OG0004241	CAPO304693	AENJA_03118
OG0004243	CAPO302349	AENJA_03297
OG0004245	CAPO301120	AENJA_03416, AENJA_09928, AENJA_21565
OG0004246	CAPO307710	AENJA_08975, AENJA_03476
OG0004247	CAPO306324	AENJA_03521, AENJA_03518
OG0004248	CAPO306807	AENJA_03763
OG0004249	CAPO302316	AENJA_03888
OG0004250	CAPO305518	AENJA_04014
OG0004252	CAPO305536	AENJA_04057
OG0004254	CAPO304883	AENJA_04427, AENJA_09254
OG0004257	CAPO305171	AENJA_04594
OG0004258	CAPO301342	AENJA_15676, AENJA_04921, AENJA_24630
OG0004259	CAPO301048	AENJA_05091
OG0004261	CAPO305950	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004263	CAPO304844	AENJA_05819
OG0004269	CAPO308233	AENJA_06472
OG0004270	CAPO303791	AENJA_06731
OG0004271	CAPO303178	AENJA_06979
OG0004272	CAPO303743	AENJA_06984
OG0004278	CAPO303739	AENJA_07644, AENJA_08435
OG0004280	CAPO302169	AENJA_07853
OG0004282	CAPO306035	AENJA_07918
OG0004283	CAPO301216	AENJA_07931, AENJA_19675
OG0004284	CAPO303039	AENJA_07958
OG0004285	CAPO306621	AENJA_08157
OG0004286	CAPO300246	AENJA_08421
