Orthogroup	CAPO3	DROME
OG0002845	CAPO305717	DROME21934, DROME05525, DROME05526
OG0002847	CAPO307024	DROME12859, DROME12860
OG0002848	CAPO306888	DROME11797
OG0002850	CAPO305439	DROME18798
OG0002851	CAPO304239	DROME07485, DROME07488, DROME07486, DROME07487
OG0002855	CAPO304752	DROME15007
OG0002858	CAPO302020	DROME20172, DROME20171
OG0002860	CAPO304305	DROME21067
OG0002865	CAPO302058	DROME09974
OG0002866	CAPO307089	DROME08853
OG0002868	CAPO307730	DROME08895, DROME08893, DROME08894
OG0002870	CAPO303935	DROME05751
OG0002873	CAPO302439	DROME15273, DROME15275, DROME15274
OG0002876	CAPO302622	DROME02491
OG0002877	CAPO303139	DROME16795
OG0002883	CAPO300600	DROME19983, DROME19982
OG0002884	CAPO306804	DROME00136
OG0002888	CAPO302979	DROME08352, DROME08351
OG0002890	CAPO307147	DROME12018
OG0002891	CAPO305115	DROME12152
OG0002894	CAPO307506	DROME07096, DROME07097
OG0002895	CAPO306767, CAPO303745	DROME16391, DROME16390
OG0002896	CAPO301218	DROME00179, DROME00180
OG0002897	CAPO306671	DROME08372
OG0002899	CAPO306014	DROME09113
OG0002900	CAPO303795	DROME06374
OG0002902	CAPO300125	DROME12234, DROME12235
OG0002907	CAPO303347	DROME00536, DROME00537, DROME00535
OG0002908	CAPO301293	DROME10191, DROME10190
OG0002909	CAPO302801	DROME00512
OG0002910	CAPO304697	DROME07768
OG0002911	CAPO306312	DROME01531, DROME01532, DROME01530
OG0002914	CAPO304158	DROME16791, DROME16792, DROME16793
OG0002915	CAPO307623	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	CAPO307991	DROME03083
OG0002917	CAPO304597	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	CAPO307445	DROME20904, DROME20903
OG0002922	CAPO305731	DROME13161
OG0002926	CAPO301908	DROME01891
OG0002927	CAPO307647	DROME09412, DROME09413
OG0002944	CAPO306630	DROME18576
OG0002945	CAPO307786	DROME02620
OG0002947	CAPO306510	DROME17107
OG0002948	CAPO303072	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	CAPO305527, CAPO304499	DROME10410, DROME10411
OG0002950	CAPO302322	DROME21968
OG0002952	CAPO304062, CAPO304063	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	CAPO305937	DROME06983, DROME06984
OG0002954	CAPO303510	DROME12606, DROME12607
OG0002955	CAPO305617	DROME16794
OG0002957	CAPO303846	DROME15903, DROME15902
OG0002959	CAPO305557	DROME21736
OG0002960	CAPO301301	DROME08289, DROME07308, DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	CAPO302937	DROME20600
OG0002968	CAPO306161	DROME05214
OG0002969	CAPO301408	DROME04084, DROME04085
OG0002973	CAPO301405	DROME19229, DROME19228
OG0002974	CAPO300358	DROME01465
OG0002976	CAPO304649	DROME16320, DROME20322, DROME20323
OG0002977	CAPO306762	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002979	CAPO300623	DROME15607
OG0002982	CAPO306469	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	CAPO302346	DROME12376
OG0002985	CAPO300589	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063, DROME10078
OG0002987	CAPO306603	DROME13970, DROME13977
OG0002990	CAPO304869	DROME12949, DROME12950
OG0002991	CAPO300778	DROME05520, DROME05522, DROME05521
OG0002992	CAPO307180	DROME16899, DROME16900
OG0002994	CAPO307303	DROME07777, DROME07776
OG0002997	CAPO307685	DROME02903
OG0002998	CAPO302958	DROME04901, DROME04900, DROME04899
OG0003001	CAPO302423	DROME12222
OG0003002	CAPO304848	DROME21742
OG0003004	CAPO304489	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	CAPO302452, CAPO300516	DROME19774
OG0003006	CAPO302605	DROME00129
OG0003010	CAPO303642	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003012	CAPO302272	DROME16686
OG0003014	CAPO304419	DROME20620
OG0003016	CAPO301025	DROME06109, DROME04760
OG0003017	CAPO303755	DROME03993, DROME03994
OG0003018	CAPO301697	DROME01985
OG0003019	CAPO302687	DROME14436
OG0003022	CAPO308155	DROME12200, DROME12201
OG0003024	CAPO300933	DROME14540, DROME13066
OG0003025	CAPO306077	DROME16128
OG0003026	CAPO304742	DROME01191
OG0003027	CAPO302145	DROME13632
OG0003028	CAPO307794	DROME19503
OG0003029	CAPO301992	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	CAPO304737	DROME20783, DROME03164
OG0003033	CAPO300181	DROME02552
OG0003034	CAPO300214, CAPO307271	DROME13458
OG0003037	CAPO305626	DROME18126
OG0003038	CAPO300861	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	CAPO306033	DROME13990, DROME13989
OG0003042	CAPO301480	DROME19648, DROME19650, DROME19649
OG0003043	CAPO304921	DROME01115
OG0003044	CAPO300082	DROME07467
OG0003046	CAPO302851	DROME06986
OG0003048	CAPO300169	DROME03285
OG0003049	CAPO300501, CAPO307086, CAPO305726	DROME11842
OG0003053	CAPO305034	DROME05736
OG0003054	CAPO305605	DROME15214
OG0003055	CAPO307832	DROME13955
OG0003056	CAPO300334	DROME01323, DROME01324
OG0003058	CAPO305219	DROME03947
OG0003059	CAPO307928	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	CAPO300265	DROME04543
OG0003063	CAPO306091	DROME03416
OG0003064	CAPO303600	DROME05139, DROME16537, DROME16536
OG0003065	CAPO305486	DROME07296
OG0003072	CAPO300719	DROME09180, DROME09181
OG0003073	CAPO300571	DROME13385, DROME14642
OG0003074	CAPO305232	DROME08737, DROME08738, DROME08736, DROME08735
OG0003079	CAPO303732	DROME11418, DROME11417
OG0003103	CAPO300058	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	CAPO300208	DROME01186, DROME01187
OG0003105	CAPO307560, CAPO307561	DROME14362, DROME14361, DROME14360
OG0003106	CAPO300222	DROME07627
OG0003107	CAPO305408	DROME12506
OG0003108	CAPO307100	DROME13177, DROME13178, DROME02795, DROME10233
OG0003110	CAPO302380	DROME09020
OG0003112	CAPO305044	DROME16468, DROME01349, DROME01348
OG0003113	CAPO303380	DROME01816, DROME01817
OG0003114	CAPO305811	DROME04951, DROME04952
OG0003115	CAPO305328	DROME18331
OG0003116	CAPO304220	DROME20130
OG0003119	CAPO301756	DROME02450, DROME02453, DROME02451
OG0003120	CAPO301313	DROME17944
OG0003121	CAPO300078	DROME19886, DROME19887
OG0003124	CAPO307110	DROME18590, DROME18589, DROME18587, DROME18588, DROME18586, DROME18585
OG0003125	CAPO308199	DROME08841, DROME08840
OG0003126	CAPO302418	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	CAPO300639	DROME20310, DROME20309
OG0003130	CAPO308112	DROME20301, DROME20300
OG0003131	CAPO301104	DROME18130, DROME18131
OG0003135	CAPO304970	DROME07491
OG0003136	CAPO303233	DROME17171
OG0003138	CAPO307798	DROME18809
OG0003141	CAPO300915	DROME21226, DROME21227
OG0003144	CAPO304802	DROME13433
OG0003145	CAPO301669	DROME03862
OG0003146	CAPO304953	DROME01929
OG0003147	CAPO305754	DROME16290, DROME16289
OG0003149	CAPO303321	DROME16606, DROME16608
OG0003150	CAPO304553	DROME19300
OG0003151	CAPO302311	DROME04792
OG0003152	CAPO306395	DROME17760
OG0003153	CAPO305242	DROME21845
OG0003154	CAPO308152	DROME05761
OG0003157	CAPO300659	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	CAPO304754	DROME02271
OG0003159	CAPO307514	DROME05071
OG0003160	CAPO305734	DROME17382
OG0003161	CAPO307952, CAPO307190, CAPO305141	DROME12081
OG0003163	CAPO304744	DROME02661, DROME02659
OG0003164	CAPO302879	DROME01606
OG0003165	CAPO302597	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	CAPO302137	DROME03939
OG0003172	CAPO306984	DROME02195
OG0003174	CAPO306817	DROME21527, DROME21526, DROME21528
OG0003175	CAPO306274	DROME00251, DROME02106
OG0003176	CAPO307890	DROME19128
OG0003177	CAPO305441	DROME17587
OG0003178	CAPO303283	DROME10286, DROME10285
OG0003179	CAPO300801	DROME19635
OG0003181	CAPO304354	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	CAPO308003	DROME01632
OG0003184	CAPO303123	DROME11152
OG0003185	CAPO301951	DROME08767, DROME08766
OG0003187	CAPO303479	DROME11796, DROME11795, DROME11794
OG0003189	CAPO303157	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	CAPO306279	DROME09590
OG0003192	CAPO301014	DROME12610
OG0003193	CAPO301211	DROME14192
OG0003194	CAPO301882	DROME19483
OG0003198	CAPO304417	DROME07357
OG0003199	CAPO305890	DROME12668, DROME21725, DROME21726
OG0003202	CAPO307016	DROME05838, DROME05839
OG0003203	CAPO305085	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003206	CAPO306250	DROME21836, DROME21837
OG0003207	CAPO301521	DROME14952
OG0003210	CAPO303247	DROME16773, DROME16774
OG0003212	CAPO300076	DROME16100
OG0003214	CAPO305438	DROME00548
OG0003215	CAPO305646	DROME09352
OG0003217	CAPO304366	DROME21077
OG0003218	CAPO308113	DROME08231, DROME08230
OG0003219	CAPO306660	DROME09373
OG0003220	CAPO304799	DROME11342, DROME11341
OG0003221	CAPO300283	DROME00225, DROME00224
OG0003223	CAPO307650	DROME09209
OG0003225	CAPO303179	DROME18849
OG0003227	CAPO306597	DROME04709
OG0003228	CAPO305495	DROME21008
OG0003230	CAPO301507	DROME17741
OG0003231	CAPO301890	DROME19301
OG0003235	CAPO301047	DROME05661, DROME05663, DROME05662
OG0003238	CAPO305586	DROME10776
OG0003240	CAPO303081	DROME12807
OG0003251	CAPO307251	DROME19769, DROME19768, DROME16949
OG0003252	CAPO305303	DROME18445
OG0003254	CAPO307938	DROME02901
OG0003255	CAPO301338	DROME06336
OG0003257	CAPO303231	DROME15418
OG0003263	CAPO303458	DROME09851
OG0003264	CAPO306409	DROME08076
OG0003267	CAPO300914	DROME01973, DROME01974, DROME02727
OG0003268	CAPO301821	DROME20306
OG0003269	CAPO304139	DROME11682
OG0003272	CAPO300665	DROME19754, DROME19755, DROME00829
OG0003273	CAPO307851	DROME01509
OG0003277	CAPO306142	DROME07456
OG0003279	CAPO306251	DROME01016, DROME01017, DROME01018
OG0003282	CAPO305239	DROME17686
OG0003283	CAPO304400	DROME12472
OG0003284	CAPO302648	DROME06818
OG0003287	CAPO306546	DROME04328, DROME08276
OG0003288	CAPO307866	DROME00366, DROME00364, DROME00365
OG0003290	CAPO307662, CAPO300441	DROME00517
OG0003291	CAPO306657	DROME20523
OG0003293	CAPO300956	DROME14676
OG0003294	CAPO303988	DROME01659, DROME01660
OG0003296	CAPO301282	DROME06822, DROME13531, DROME09502
OG0003297	CAPO307941	DROME19465
OG0003298	CAPO306456	DROME08089, DROME08088
OG0003300	CAPO307904	DROME16959
OG0003301	CAPO300201	DROME18741
OG0003302	CAPO303848	DROME01479, DROME01480
OG0003303	CAPO304414	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003306	CAPO303291	DROME10136
OG0003309	CAPO301499	DROME19043, DROME19042
OG0003315	CAPO301649	DROME17830, DROME17831
OG0003316	CAPO300235	DROME13200
OG0003317	CAPO304285	DROME19362
OG0003318	CAPO302830	DROME16706
OG0003320	CAPO303640	DROME12326
OG0003323	CAPO304122	DROME03630
OG0003329	CAPO300711	DROME10094, DROME10095
OG0003331	CAPO303947	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	CAPO307894	DROME00791
OG0003333	CAPO307836	DROME10886, DROME10885, DROME10884
OG0003335	CAPO302255	DROME18113, DROME18112
OG0003340	CAPO305389	DROME16534, DROME16533
OG0003341	CAPO301683	DROME01797
OG0003345	CAPO302682	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003348	CAPO308059, CAPO308052	DROME02128
OG0003349	CAPO300780	DROME08306, DROME08305, DROME08304
OG0003353	CAPO304897	DROME11820, DROME11822, DROME11821
OG0003354	CAPO300396	DROME19858
OG0003356	CAPO306224	DROME15849
OG0003357	CAPO307953	DROME12029
OG0003358	CAPO307281	DROME16921
OG0003359	CAPO303262, CAPO304527	DROME18758, DROME09082
OG0003360	CAPO301722	DROME20878, DROME20879
OG0003361	CAPO301802	DROME13197
OG0003362	CAPO306572	DROME08296
OG0003364	CAPO301569	DROME00064
OG0003365	CAPO301538	DROME04108
OG0003366	CAPO302011	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003368	CAPO307793	DROME16106, DROME16107
OG0003370	CAPO302725	DROME12377, DROME12378
OG0003374	CAPO305683	DROME06476, DROME06475, DROME06474
OG0003375	CAPO301633, CAPO305837	DROME21029
OG0003376	CAPO306560	DROME16130, DROME16131, DROME16129
OG0003377	CAPO301205	DROME20606
OG0003378	CAPO305510	DROME18533
OG0003380	CAPO301115	DROME14333
OG0003384	CAPO306617	DROME17249, DROME17250
OG0003386	CAPO300917	DROME07039, DROME07040, DROME07041
OG0003388	CAPO302657, CAPO304459, CAPO302957	DROME11674, DROME19363
OG0003392	CAPO304278	DROME11355
OG0003419	CAPO301040	DROME18310, DROME17074
OG0003421	CAPO300028	DROME04908, DROME07137, DROME07651
OG0003422	CAPO300121	DROME04814
OG0003424	CAPO307323	DROME18480, DROME18479, DROME18478
OG0003425	CAPO304371	DROME11464, DROME11465, DROME11463
OG0003426	CAPO301532	DROME12495
OG0003429	CAPO307638	DROME10811, DROME14963, DROME10812
OG0003430	CAPO305848	DROME19610, DROME04057
OG0003431	CAPO308284	DROME13747
OG0003434	CAPO303572	DROME00166, DROME15353
OG0003443	CAPO306901, CAPO306924	DROME18500
OG0003448	CAPO305307	DROME02828, DROME02829, DROME02830
OG0003450	CAPO304313	DROME03280
OG0003453	CAPO304718	DROME19225
OG0003454	CAPO305798	DROME10067
OG0003455	CAPO300221	DROME04003
OG0003456	CAPO305023	DROME19556
OG0003457	CAPO307022	DROME06510, DROME06508, DROME06509
OG0003458	CAPO301287	DROME04148, DROME16139
OG0003459	CAPO304210	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	CAPO304469	DROME17474, DROME21694
OG0003462	CAPO306452	DROME00239
OG0003464	CAPO306136	DROME06231
OG0003465	CAPO307530	DROME04464
OG0003467	CAPO306150	DROME06043, DROME06042
OG0003471	CAPO304216	DROME16825
OG0003475	CAPO307501	DROME02190
OG0003477	CAPO308122	DROME12317
OG0003478	CAPO300139	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	CAPO302288	DROME13645
OG0003483	CAPO305509	DROME09876, DROME09877
OG0003487	CAPO300925	DROME12571
OG0003489	CAPO305291	DROME01312
OG0003491	CAPO304911	DROME11698
OG0003492	CAPO306303	DROME17943
OG0003493	CAPO306533	DROME09294
OG0003497	CAPO305660	DROME08732
OG0003498	CAPO306898	DROME13034, DROME13035
OG0003499	CAPO301160	DROME14561
OG0003500	CAPO304927	DROME04015, DROME00982
OG0003501	CAPO303209	DROME13347, DROME13346, DROME13348
OG0003502	CAPO306906	DROME19567, DROME14375
OG0003503	CAPO307158	DROME17101, DROME17102
OG0003504	CAPO304351	DROME06794
OG0003505	CAPO305207	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	CAPO302826	DROME18707
OG0003507	CAPO303307	DROME14387, DROME14388
OG0003508	CAPO307911	DROME15658
OG0003509	CAPO305689	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003515	CAPO307211	DROME21652
OG0003518	CAPO307641	DROME08309
OG0003519	CAPO307608	DROME06802
OG0003523	CAPO304976	DROME16368
OG0003528	CAPO306484	DROME21047, DROME06070
OG0003531	CAPO300308	DROME21993
OG0003532	CAPO303744	DROME08605
OG0003533	CAPO301327	DROME04480, DROME04479, DROME04481
OG0003538	CAPO301093	DROME20330
OG0003539	CAPO300449	DROME09387, DROME09386
OG0003541	CAPO300603	DROME10049, DROME10048
OG0003543	CAPO301989	DROME18669
OG0003544	CAPO300418	DROME05896
OG0003547	CAPO308031	DROME10735, DROME10734, DROME10733, DROME10732
OG0003550	CAPO300137	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	CAPO308286	DROME18271, DROME18270, DROME16713
OG0003552	CAPO307114	DROME18554, DROME18555
OG0003554	CAPO301001	DROME19011, DROME19012, DROME17407, DROME12945, DROME19695
OG0003556	CAPO302339	DROME06703, DROME06702
OG0003557	CAPO306086	DROME19532
OG0003561	CAPO301198	DROME10510
OG0003562	CAPO303388	DROME12847, DROME12848
OG0003564	CAPO300720	DROME16736
OG0003566	CAPO300164	DROME08493, DROME08492
OG0003567	CAPO307296	DROME20360, DROME20359
OG0003568	CAPO303992	DROME08773
OG0003569	CAPO306390	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	CAPO305849	DROME14267, DROME14246
OG0003573	CAPO300904	DROME07521
OG0003577	CAPO306764	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	CAPO307426	DROME16703
OG0003579	CAPO300766	DROME17312
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815	DROME17935, DROME17934
OG0003582	CAPO302819	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003599	CAPO301420	DROME08018
OG0003610	CAPO302401	DROME07982, DROME07983
OG0003611	CAPO306320	DROME17638
OG0003613	CAPO305029	DROME00856
OG0003617	CAPO306844, CAPO301490	DROME16095
OG0003618	CAPO302109	DROME15284, DROME15283
OG0003619	CAPO304837	DROME13589, DROME13590
OG0003620	CAPO306673	DROME17770
OG0003621	CAPO302199	DROME13714, DROME13715, DROME13713
OG0003624	CAPO303633	DROME12696
OG0003630	CAPO308012	DROME06784
OG0003631	CAPO303610	DROME07363
OG0003635	CAPO308133	DROME04946
OG0003638	CAPO305555	DROME16659
OG0003641	CAPO300746	DROME01116
OG0003644	CAPO304835	DROME00616
OG0003645	CAPO307108	DROME12178
OG0003646	CAPO304914	DROME09249, DROME09250
OG0003649	CAPO301930	DROME12148, DROME12149
OG0003650	CAPO306633	DROME10934, DROME10933
OG0003655	CAPO303553	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070
OG0003656	CAPO301350	DROME14867, DROME14868, DROME19174
OG0003657	CAPO305783	DROME04619
OG0003658	CAPO303162	DROME07032
OG0003661	CAPO300815	DROME07051
OG0003664	CAPO305504	DROME05104
OG0003666	CAPO300690	DROME11426
OG0003667	CAPO303859	DROME18793, DROME18792, DROME03291
OG0003668	CAPO300260	DROME15022, DROME15023
OG0003669	CAPO305883	DROME05487
OG0003671	CAPO308173	DROME13120
OG0003672	CAPO300582	DROME03649
OG0003676	CAPO304948	DROME14242, DROME00396, DROME05478
OG0003677	CAPO300011	DROME10098
OG0003679	CAPO304696	DROME02313
OG0003680	CAPO300884	DROME01384
OG0003682	CAPO301860	DROME12564
OG0003685	CAPO305996	DROME05381
OG0003686	CAPO302144	DROME06762
OG0003687	CAPO301501	DROME12601
OG0003690	CAPO307478	DROME00439
OG0003693	CAPO302269	DROME08115
OG0003694	CAPO307654	DROME12215, DROME12216
OG0003695	CAPO303363	DROME01947
OG0003696	CAPO304903	DROME10156
OG0003697	CAPO307718	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	CAPO306302	DROME17520
OG0003700	CAPO304411	DROME01181, DROME01182
OG0003703	CAPO305764	DROME15370
OG0003704	CAPO308213	DROME02181, DROME02180
OG0003710	CAPO301647	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	CAPO300556	DROME10970
OG0003713	CAPO306178	DROME05410
OG0003716	CAPO303976	DROME18657
OG0003717	CAPO306282	DROME10046
OG0003718	CAPO307310	DROME01297
OG0003719	CAPO300227	DROME14563
OG0003720	CAPO300371	DROME17484
OG0003721	CAPO300976, CAPO300975	DROME09052
OG0003722	CAPO300031	DROME05995
OG0003724	CAPO307589	DROME10712
OG0003729	CAPO307394	DROME04356, DROME06341
OG0003730	CAPO305074	DROME12908
OG0003731	CAPO304053	DROME02907
OG0003732	CAPO306498	DROME10070
OG0003733	CAPO305671	DROME00230
OG0003734	CAPO305564	DROME19430
OG0003735	CAPO308150	DROME19631
OG0003738	CAPO304238	DROME11561, DROME11562
OG0003740	CAPO307238	DROME01620
OG0003741	CAPO305770	DROME14002, DROME20156
OG0003742	CAPO303080	DROME17331, DROME17332
OG0003743	CAPO302360	DROME13785
OG0003744	CAPO306491	DROME08150
OG0003745	CAPO307585	DROME20574, DROME20575
OG0003749	CAPO306992	DROME18502, DROME18501
OG0003750	CAPO304840	DROME15590
OG0003754	CAPO305643	DROME08228, DROME08227
OG0003755	CAPO300113	DROME10789, DROME20093, DROME20094
OG0003756	CAPO307901	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	CAPO308214	DROME11710, DROME11712, DROME11711
OG0003759	CAPO307476	DROME06383
OG0003761	CAPO301690	DROME14154, DROME16436
OG0003764	CAPO300879	DROME21578
OG0003767	CAPO301363	DROME02791
OG0003769	CAPO305668	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	CAPO300755	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003773	CAPO301706	DROME05209
OG0003776	CAPO306521	DROME09504, DROME16551
OG0003778	CAPO302558	DROME13171
OG0003779	CAPO304919	DROME17898
OG0003798	CAPO300229	DROME12695
OG0003803	CAPO307540	DROME02481, DROME02482
OG0003806	CAPO304817	DROME01868
OG0003807	CAPO308021	DROME20522, DROME05215
OG0003808	CAPO308095	DROME08174
OG0003809	CAPO306197	DROME04169, DROME04168
OG0003811	CAPO302863	DROME14988, DROME14990, DROME14989
OG0003813	CAPO305053	DROME10056
OG0003818	CAPO306945	DROME11129
OG0003820	CAPO302724	DROME07987
OG0003823	CAPO305304	DROME12335
OG0003824	CAPO300109	DROME17215
OG0003826	CAPO303948	DROME12869, DROME12870, DROME12868
OG0003827	CAPO302156	DROME06883, DROME06884
OG0003828	CAPO304442	DROME10911
OG0003829	CAPO304825	DROME01864
OG0003834	CAPO307203	DROME21433
OG0003836	CAPO301610	DROME15123
OG0003837	CAPO304430	DROME14236, DROME08398
OG0003838	CAPO304061, CAPO304064	DROME00382, DROME00383
OG0003839	CAPO300238, CAPO301543, CAPO307066	DROME21710
OG0003840	CAPO300299	DROME00482
OG0003843	CAPO301582	DROME02011
OG0003844	CAPO306235	DROME19636, DROME19637
OG0003845	CAPO302000	DROME21374
OG0003846	CAPO300905	DROME14576
OG0003847	CAPO301495	DROME04113
OG0003848	CAPO305229, CAPO305228	DROME19059, DROME03440, DROME21451, DROME09630
OG0003850	CAPO306458	DROME19645
OG0003851	CAPO301154	DROME07873, DROME07872, DROME07874
OG0003852	CAPO302241	DROME08152
OG0003853	CAPO308238	DROME00889
OG0003854	CAPO306385	DROME11356
OG0003855	CAPO304198	DROME08550, DROME08549
OG0003856	CAPO308004	DROME18670
OG0003857	CAPO302185	DROME21963
OG0003858	CAPO300728	DROME12659
OG0003860	CAPO303899	DROME03956
OG0003861	CAPO302754	DROME13113
OG0003863	CAPO300200	DROME16970, DROME16972, DROME16971
OG0003864	CAPO300087	DROME16687, DROME16688
OG0003865	CAPO304904	DROME12154, DROME12155
OG0003866	CAPO302683	DROME15012, DROME15013
OG0003867	CAPO301767	DROME04382
OG0003868	CAPO306848	DROME05264, DROME05265, DROME05263
OG0003869	CAPO307094	DROME09592
OG0003870	CAPO305132	DROME12586, DROME12587
OG0003871	CAPO304658	DROME19904, DROME19903
OG0003872	CAPO300319	DROME05404
OG0003873	CAPO305775	DROME21721
OG0003875	CAPO303382	DROME19790, DROME19791
OG0003876	CAPO307728	DROME09112
OG0003881	CAPO303685	DROME06398
OG0003886	CAPO304109	DROME16702
OG0003887	CAPO307036	DROME16856
OG0003888	CAPO302764	DROME14996
OG0003892	CAPO307708	DROME03882, DROME03883, DROME03881
OG0003893	CAPO300022	DROME20864
OG0003894	CAPO302778	DROME08816
OG0003897	CAPO303759	DROME08504, DROME08505
OG0003898	CAPO307893, CAPO307749, CAPO306069	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	CAPO300674	DROME15608
OG0003903	CAPO305736	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	CAPO305947	DROME13386
OG0003906	CAPO301369	DROME10315
OG0003908	CAPO301425	DROME07423
OG0003908	CAPO308216	DROME05483
OG0003909	CAPO301220	DROME12680
OG0003910	CAPO302786	DROME10387
OG0003911	CAPO305312	DROME11361
OG0003912	CAPO307896	DROME03970, DROME03969, DROME03443
OG0003913	CAPO306587	DROME04350
OG0003914	CAPO301224	DROME09312
OG0003915	CAPO304633	DROME04519
OG0003917	CAPO306797	DROME06379
OG0003920	CAPO301554	DROME16629, DROME16630
OG0003921	CAPO300430	DROME02956, DROME02955, DROME02957
OG0003925	CAPO301662	DROME01564, DROME01563
OG0003926	CAPO303036	DROME01565, DROME01567, DROME01566
OG0003929	CAPO303872	DROME08880
OG0003930	CAPO301599	DROME20922
OG0003931	CAPO304399	DROME02384, DROME02385
OG0003934	CAPO301204	DROME11280
OG0003936	CAPO302163	DROME02177
OG0003938	CAPO305166	DROME13183
OG0003939	CAPO303853	DROME01287
OG0003942	CAPO300632	DROME15620
OG0003944	CAPO300493	DROME18760
OG0003945	CAPO300812	DROME01863
OG0003946	CAPO303843	DROME13159, DROME13158
OG0003947	CAPO306325	DROME08292
OG0003950	CAPO307097	DROME16615
OG0003955	CAPO304097	DROME16756
OG0003959	CAPO304028	DROME15055
OG0003961	CAPO303890	DROME17804
OG0003965	CAPO302867	DROME07977, DROME07971, DROME07972
OG0003969	CAPO304197	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003971	CAPO301852	DROME06198
OG0003972	CAPO308018	DROME03377
OG0003973	CAPO307513	DROME13196, DROME13195, DROME13194
OG0003998	CAPO305634	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	CAPO306327	DROME14381, DROME14380
OG0004000	CAPO302913	DROME11283
OG0004002	CAPO305544	DROME08892
OG0004005	CAPO305860, CAPO302213	DROME14778, DROME14779, DROME14780
OG0004007	CAPO307105	DROME18644
OG0004009	CAPO305072	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004012	CAPO308011	DROME11288
OG0004014	CAPO303473	DROME02886, DROME02837
OG0004015	CAPO305112	DROME07793
OG0004017	CAPO308124	DROME02036
OG0004023	CAPO307204	DROME16512, DROME19067
OG0004027	CAPO301145	DROME13967
OG0004031	CAPO306218	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	CAPO300291	DROME08117
OG0004033	CAPO304862	DROME14180, DROME12245
OG0004035	CAPO301995	DROME03941, DROME03943, DROME03942, DROME03940
OG0004037	CAPO306482	DROME06863
OG0004038	CAPO307927	DROME02888
OG0004041	CAPO306646	DROME05936
OG0004042	CAPO302696	DROME16619
OG0004044	CAPO300275	DROME05299, DROME05298
OG0004047	CAPO304083	DROME02487, DROME02484, DROME02486, DROME02485
