Orthogroup	CAPO3	OWEFU
OG0006584	CAPO304380	OFUSG03955.1.p1
OG0006586	CAPO300241	OFUSG07058.1.p1
OG0006590	CAPO304634	OFUSG10587.1.p1
OG0006591	CAPO306654	OFUSG13603.1.p1
OG0006592	CAPO302105	OFUSG01351.1.p1
OG0006594	CAPO305352	OFUSG22740.1.p1
OG0006595	CAPO306726	OFUSG10655.1.p1
OG0006596	CAPO305496	OFUSG22773.1.p1
OG0006597	CAPO306143	OFUSG02614.1.p1
OG0006598	CAPO303505	OFUSG19727.1.p1
OG0006600	CAPO300993	OFUSG18292.1.p1
OG0006602	CAPO306545	OFUSG12840.1.p1
OG0006603	CAPO305246	OFUSG20547.1.p1
OG0006604	CAPO301632	OFUSG14932.1.p1
OG0006606	CAPO300627, CAPO305047	OFUSG00454.1.p1
OG0006607	CAPO302836	OFUSG21232.1.p1
OG0006608	CAPO304829	OFUSG24911.1.p1
OG0006609	CAPO304156	OFUSG02001.1.p1
OG0006610	CAPO305635	OFUSG18091.1.p1
OG0006611	CAPO303370	OFUSG04528.1.p1
OG0006613	CAPO305926	OFUSG14105.1.p1
OG0006614	CAPO307923	OFUSG01350.1.p1
OG0006615	CAPO300892	OFUSG16559.1.p1
OG0006616	CAPO302496	OFUSG13783.1.p1
OG0006617	CAPO304084	OFUSG26038.1.p1
OG0006619	CAPO305225	OFUSG17331.1.p1
OG0006622	CAPO307274	OFUSG13902.1.p1
OG0006625	CAPO304287	OFUSG24278.1.p1
OG0006627	CAPO300634	OFUSG00423.1.p1
OG0006630	CAPO301318	OFUSG04586.1.p1
OG0006631	CAPO302816	OFUSG16224.1.p1
OG0006633	CAPO306794	OFUSG13007.1.p1
OG0006636	CAPO304383	OFUSG10617.1.p1
OG0006637	CAPO304312	OFUSG10278.1.p1
OG0006638	CAPO302167	OFUSG22935.1.p1, OFUSG22936.1.p1
OG0006640	CAPO308241	OFUSG26127.1.p1
OG0006642	CAPO303206	OFUSG11052.2.p1, OFUSG11052.1.p1
OG0006646	CAPO308061	OFUSG09025.1.p1
OG0006648	CAPO300638	OFUSG01878.1.p1
OG0006651	CAPO306376	OFUSG00046.1.p1
OG0006655	CAPO306982	OFUSG19958.1.p1
OG0006657	CAPO304665	OFUSG22199.1.p1
OG0006658	CAPO301723	OFUSG17172.1.p1
OG0006662	CAPO305585	OFUSG08824.1.p1
OG0006663	CAPO301399	OFUSG22165.1.p1
OG0006664	CAPO302941	OFUSG25665.1.p1
OG0006667	CAPO305573	OFUSG08145.1.p1
OG0006668	CAPO301053	OFUSG02998.1.p1
OG0006669	CAPO301280	OFUSG13077.1.p1
OG0006670	CAPO306366	OFUSG26654.1.p1
OG0006671	CAPO307485	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1
OG0006673	CAPO302685	OFUSG05657.1.p1
OG0006677	CAPO304250	OFUSG11057.1.p1
OG0006678	CAPO300092	OFUSG10168.1.p1
OG0006680	CAPO301748	OFUSG25575.1.p1
OG0006681	CAPO305354	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006684	CAPO305512	OFUSG18660.1.p1
OG0006686	CAPO307531	OFUSG07659.1.p1
OG0006690	CAPO302172	OFUSG06696.1.p1
OG0006691	CAPO305670	OFUSG16702.1.p1
OG0006692	CAPO302647	OFUSG24594.1.p1
OG0006693	CAPO302616	OFUSG10949.2.p1, OFUSG10949.1.p1
OG0006694	CAPO302438	OFUSG00920.1.p1
OG0006695	CAPO302533	OFUSG11942.2.p1, OFUSG11942.1.p1
OG0006698	CAPO305852	OFUSG23145.1.p1
OG0006702	CAPO307269	OFUSG17468.1.p1
OG0006703	CAPO302601	OFUSG17467.1.p1
OG0006704	CAPO305136	OFUSG24049.1.p1, OFUSG24049.2.p1
OG0006706	CAPO303773	OFUSG08397.1.p1
OG0006707	CAPO304129	OFUSG08099.1.p1
OG0006708	CAPO304327	OFUSG09261.1.p1
OG0006709	CAPO302993	OFUSG15942.1.p1
OG0006710	CAPO307958	OFUSG08433.1.p1
OG0006712	CAPO307469	OFUSG20365.1.p1
OG0006714	CAPO301000	OFUSG05991.1.p1
OG0006716	CAPO302196	OFUSG19704.1.p1
OG0006717	CAPO305633	OFUSG11275.1.p1
OG0006718	CAPO306293	OFUSG06334.1.p1
OG0006719	CAPO302454	OFUSG17863.1.p1, OFUSG17863.2.p1
OG0006721	CAPO307315	OFUSG19919.1.p1
OG0006722	CAPO304555	OFUSG21212.1.p1
OG0006723	CAPO300019	OFUSG26548.1.p1, OFUSG26548.2.p1
OG0006724	CAPO300231	OFUSG21328.1.p1
OG0006725	CAPO301206	OFUSG08266.1.p1, OFUSG08266.2.p1
OG0006726	CAPO303375	OFUSG13177.1.p1
OG0006727	CAPO306447	OFUSG00262.1.p1, OFUSG00260.1.p1
OG0006728	CAPO303411	OFUSG16443.1.p1
OG0006729	CAPO302448	OFUSG13327.1.p1
OG0006730	CAPO307696	OFUSG01430.1.p1
OG0006732	CAPO301757	OFUSG12612.1.p1
OG0006733	CAPO306420	OFUSG12388.1.p1
OG0006735	CAPO307764	OFUSG06383.1.p1
OG0006736	CAPO301670	OFUSG20663.1.p1
OG0006737	CAPO302977	OFUSG20388.1.p1
OG0006738	CAPO305285	OFUSG04512.1.p1, OFUSG04512.2.p1
OG0006740	CAPO304581	OFUSG26806.1.p1, OFUSG26806.2.p1
OG0006741	CAPO306132	OFUSG06701.1.p1
OG0006745	CAPO304913	OFUSG12641.1.p1
OG0006750	CAPO306076	OFUSG21225.1.p1
OG0006752	CAPO301753	OFUSG07006.1.p1
OG0006753	CAPO304199	OFUSG11357.1.p1
OG0006754	CAPO307231	OFUSG20799.2.p1, OFUSG20799.1.p1
OG0006755	CAPO304099	OFUSG03174.1.p1
OG0006757	CAPO308250	OFUSG10397.1.p1, OFUSG10397.2.p1
OG0006758	CAPO303486	OFUSG25525.1.p1
OG0006759	CAPO301178	OFUSG06758.4.p1, OFUSG06758.1.p1, OFUSG06758.2.p1, OFUSG06758.3.p1
OG0006760	CAPO300357	OFUSG21191.1.p1
OG0006766	CAPO300327	OFUSG14742.1.p1
OG0006769	CAPO304104	OFUSG26103.1.p1
OG0006772	CAPO306103	OFUSG05966.1.p1
OG0006775	CAPO303956	OFUSG11034.1.p1
OG0006776	CAPO307354, CAPO307229	OFUSG15876.1.p1
OG0006777	CAPO308320	OFUSG11705.1.p1
OG0006826	CAPO306575	OFUSG03216.1.p1
OG0006827	CAPO306579	OFUSG26518.1.p1
OG0006830	CAPO304885	OFUSG24087.1.p1
OG0006833	CAPO307011	OFUSG20872.1.p1
OG0006838	CAPO304346	OFUSG10401.1.p1
OG0006842	CAPO303033	OFUSG13281.1.p1
OG0006843	CAPO301783	OFUSG09822.1.p1
OG0006844	CAPO303858	OFUSG08788.1.p1
OG0006845	CAPO304222	OFUSG11239.2.p1, OFUSG11239.1.p1
OG0006846	CAPO305985, CAPO301436	OFUSG11488.1.p1
OG0006848	CAPO302750	OFUSG10911.1.p1
OG0006849	CAPO306709	OFUSG11537.1.p1
OG0006850	CAPO300307	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1
OG0006853	CAPO305011	OFUSG06439.1.p1
OG0006856	CAPO306926	OFUSG20694.1.p1
OG0006857	CAPO304592	OFUSG14086.1.p1
OG0006860	CAPO304880	OFUSG20553.1.p1
OG0006862	CAPO306834	OFUSG11640.1.p1
OG0006864	CAPO300266	OFUSG03675.2.p1, OFUSG03675.1.p1
OG0006865	CAPO300579	OFUSG13822.1.p1, OFUSG13831.1.p1
OG0006867	CAPO304561	OFUSG26803.1.p1
OG0006868	CAPO304824	OFUSG25217.1.p1
OG0006870	CAPO305471	OFUSG14003.1.p1
OG0006872	CAPO305763, CAPO306267	OFUSG05241.1.p1
OG0006874	CAPO303002	OFUSG17867.2.p1, OFUSG17867.1.p1
OG0006875	CAPO300245	OFUSG12528.1.p1
OG0006876	CAPO301384	OFUSG23465.1.p1
OG0006877	CAPO303758	OFUSG16387.1.p1
OG0006880	CAPO300637	OFUSG26215.1.p1
OG0006881	CAPO307302	OFUSG02889.1.p1
OG0006886	CAPO308008	OFUSG01889.1.p1
OG0006887	CAPO303330	OFUSG04466.1.p1
OG0006888	CAPO300481	OFUSG13161.1.p1
OG0006890	CAPO301774	OFUSG06585.1.p1
OG0006892	CAPO306271	OFUSG15808.1.p1
OG0006893	CAPO308281	OFUSG09968.1.p1
OG0006894	CAPO305493	OFUSG18389.1.p1
OG0006895	CAPO305321	OFUSG21761.1.p1
OG0006897	CAPO305270	OFUSG09082.1.p1
OG0006898	CAPO307616	OFUSG20735.1.p1
OG0006904	CAPO301235	OFUSG01695.1.p2
OG0006906	CAPO307116	OFUSG15448.1.p1
OG0006912	CAPO306387	OFUSG25692.1.p1
OG0006914	CAPO302212	OFUSG09464.1.p1
OG0006915	CAPO305363	OFUSG20354.1.p1
OG0006916	CAPO306266	OFUSG09124.1.p1
OG0006918	CAPO303362	OFUSG26318.1.p1
OG0006923	CAPO302381	OFUSG00467.1.p1
OG0006924	CAPO304320	OFUSG17158.1.p1
OG0006925	CAPO306734	OFUSG07572.1.p1, OFUSG07572.2.p1
OG0006926	CAPO303493	OFUSG17276.1.p1
OG0006927	CAPO303700	OFUSG07179.1.p1
OG0006930	CAPO301522	OFUSG00936.1.p1
OG0006931	CAPO300460	OFUSG23547.1.p1
OG0006932	CAPO305813	OFUSG10417.1.p1
OG0006934	CAPO304656	OFUSG14725.1.p1
OG0006935	CAPO305404	OFUSG15458.1.p1
OG0006936	CAPO301255	OFUSG06570.1.p1
OG0006937	CAPO300724	OFUSG26075.1.p1
OG0006938	CAPO307064	OFUSG12471.1.p1
OG0006939	CAPO300423	OFUSG17603.1.p1
OG0006940	CAPO308295	OFUSG13186.1.p1
OG0006942	CAPO305131	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	CAPO300653	OFUSG08404.1.p1
OG0006944	CAPO301423	OFUSG05635.1.p1
OG0006945	CAPO304257	OFUSG24270.1.p1
OG0006947	CAPO303778	OFUSG07408.1.p1
OG0006948	CAPO307507	OFUSG18459.1.p1
OG0006949	CAPO300866	OFUSG15878.1.p1
OG0006951	CAPO302915	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	CAPO308002	OFUSG20628.1.p1
OG0006953	CAPO302825	OFUSG00884.1.p1
OG0006957	CAPO304410	OFUSG05470.1.p1
OG0006959	CAPO305847	OFUSG09250.1.p1
OG0006960	CAPO306688	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006962	CAPO307572	OFUSG20929.1.p1
OG0006964	CAPO306352	OFUSG00362.1.p1
OG0006966	CAPO304695	OFUSG24778.1.p1
OG0006967	CAPO303820	OFUSG10677.1.p1
OG0006968	CAPO301435	OFUSG23129.1.p1
OG0006969	CAPO306618	OFUSG19497.1.p1
OG0006970	CAPO304851	OFUSG24014.1.p1
OG0006971	CAPO303658	OFUSG22447.1.p1
OG0006973	CAPO306305	OFUSG00129.1.p1
OG0006975	CAPO306893	OFUSG00620.1.p1
OG0006977	CAPO305268	OFUSG18645.1.p1
OG0006979	CAPO300168	OFUSG07394.1.p1
OG0006980	CAPO305562	OFUSG21476.1.p1
OG0006982	CAPO305716	OFUSG06527.1.p1
OG0006989	CAPO302679	OFUSG04394.1.p1
OG0006990	CAPO300763	OFUSG10161.1.p1
OG0006991	CAPO303392	OFUSG17185.1.p1
OG0006992	CAPO305345, CAPO305740	OFUSG19003.1.p1
OG0006993	CAPO305954	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	CAPO306564	OFUSG16405.1.p1
OG0006995	CAPO306435	OFUSG08451.1.p1
OG0006997	CAPO304873	OFUSG06281.1.p1
OG0006998	CAPO301390	OFUSG16627.1.p1
OG0006999	CAPO303913	OFUSG13743.1.p1
OG0007001	CAPO305444	OFUSG00420.1.p1
OG0007002	CAPO304225	OFUSG07702.1.p1
OG0007003	CAPO302304	OFUSG18628.1.p1
OG0007005	CAPO303654	OFUSG24056.1.p1
OG0007007	CAPO302408	OFUSG08895.1.p1
OG0007009	CAPO305960	OFUSG04231.1.p1
OG0007010	CAPO301780	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	CAPO301128	OFUSG02616.1.p1
OG0007012	CAPO304946	OFUSG18164.1.p1
OG0007013	CAPO303300	OFUSG17828.1.p1
OG0007015	CAPO305278	OFUSG20280.1.p1
OG0007016	CAPO304972	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	CAPO301345	OFUSG24635.1.p1
OG0007018	CAPO300889	OFUSG17974.1.p1
OG0007019	CAPO304408	OFUSG18149.1.p1
OG0007020	CAPO303562, CAPO308296	OFUSG18698.1.p1
OG0007021	CAPO306622	OFUSG14112.1.p1
OG0007022	CAPO303253	OFUSG16190.1.p1
OG0007024	CAPO302054	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	CAPO302785	OFUSG07910.1.p1
OG0007026	CAPO304159	OFUSG07544.1.p1
OG0007029	CAPO302104	OFUSG00068.1.p1
OG0007032	CAPO304830	OFUSG15967.1.p1
OG0007033	CAPO305180	OFUSG12337.1.p1
OG0007034	CAPO306932	OFUSG15969.1.p1
OG0007038	CAPO302068	OFUSG18813.1.p1
OG0007040	CAPO306537	OFUSG07700.1.p1
OG0007042	CAPO307996	OFUSG04668.1.p1
OG0007043	CAPO305780	OFUSG06723.1.p1
OG0007045	CAPO305958	OFUSG00867.1.p1
OG0007046	CAPO305591	OFUSG01801.1.p1
OG0007047	CAPO305693	OFUSG25608.1.p1
OG0007048	CAPO302164	OFUSG17875.1.p1
OG0007049	CAPO305031	OFUSG13313.1.p1
OG0007050	CAPO307898	OFUSG05674.1.p1
OG0007055	CAPO304778	OFUSG15353.1.p1
OG0007058	CAPO301734, CAPO304572	OFUSG08816.1.p1
OG0007059	CAPO303590, CAPO303318	OFUSG06271.1.p1
OG0007061	CAPO305340	OFUSG06485.1.p1
OG0007062	CAPO302545	OFUSG21319.1.p1
OG0007063	CAPO308261	OFUSG10493.1.p1
OG0007065	CAPO301537	OFUSG07963.1.p1
OG0007068	CAPO307887	OFUSG17951.1.p1
OG0007069	CAPO307200	OFUSG17864.1.p1
OG0007071	CAPO301761	OFUSG12865.1.p1
OG0007072	CAPO306160	OFUSG20497.1.p1
OG0007073	CAPO302936	OFUSG17728.1.p1
OG0007074	CAPO306910	OFUSG17382.1.p1
OG0007076	CAPO300474	OFUSG21424.1.p1
OG0007081	CAPO305760	OFUSG21477.1.p1
OG0007084	CAPO307673	OFUSG23130.1.p1
OG0007086	CAPO306079	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1
OG0007089	CAPO300706	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007090	CAPO300368	OFUSG13138.1.p1
OG0007091	CAPO304945	OFUSG13179.1.p1
OG0007092	CAPO304498, CAPO305528	OFUSG12355.1.p1
OG0007093	CAPO308175	OFUSG13021.1.p1
OG0007094	CAPO301835	OFUSG21965.1.p1
OG0007095	CAPO304293	OFUSG18269.1.p1
OG0007097	CAPO302515	OFUSG08779.1.p1
OG0007098	CAPO301993	OFUSG20568.1.p1
OG0007099	CAPO304218	OFUSG11706.1.p1
OG0007100	CAPO302645	OFUSG19539.1.p1
OG0007105	CAPO303780	OFUSG24155.1.p1
OG0007106	CAPO302226	OFUSG18964.1.p1
OG0007112	CAPO303793	OFUSG19617.1.p1
OG0007114	CAPO305243	OFUSG20430.1.p1
OG0007118	CAPO306502	OFUSG00366.1.p1
OG0007119	CAPO303656	OFUSG23664.1.p1
OG0007121	CAPO305337	OFUSG11479.1.p1
OG0007122	CAPO302728	OFUSG12932.1.p1
OG0007124	CAPO307876	OFUSG02914.1.p1
OG0007127	CAPO305077	OFUSG21273.1.p1
OG0007128	CAPO303539	OFUSG16640.1.p1
OG0007130	CAPO302224	OFUSG06200.1.p1
OG0007131	CAPO304315	OFUSG23463.1.p1
OG0007133	CAPO305338	OFUSG09267.1.p1
OG0007134	CAPO302517	OFUSG05978.1.p1
OG0007137	CAPO303287	OFUSG10871.1.p1
OG0007138	CAPO307436	OFUSG08302.1.p1
OG0007139	CAPO302325	OFUSG12636.1.p1
OG0007141	CAPO306130	OFUSG11137.1.p1
OG0007143	CAPO307276	OFUSG17545.1.p1
OG0007144	CAPO301797	OFUSG21801.1.p1
OG0007145	CAPO305008	OFUSG20934.1.p1
OG0007146	CAPO306800	OFUSG09570.1.p1
OG0007147	CAPO305032	OFUSG13469.1.p1
OG0007150	CAPO304704	OFUSG05344.1.p1
OG0007151	CAPO304299	OFUSG02774.1.p1
OG0007154	CAPO302715	OFUSG08565.1.p1
OG0007158	CAPO303011	OFUSG04790.1.p1
OG0007160	CAPO301230	OFUSG05249.1.p1
OG0007162	CAPO305815	OFUSG09344.2.p1, OFUSG09344.1.p1
OG0007163	CAPO306908	OFUSG19036.1.p1
OG0007173	CAPO305749, CAPO300679	OFUSG04330.1.p1
OG0007174	CAPO304732	OFUSG04748.2.p1, OFUSG04748.1.p1
OG0007175	CAPO300929	OFUSG07608.1.p1
OG0007176	CAPO305825	OFUSG26974.1.p1
OG0007178	CAPO306843	OFUSG08058.1.p1
OG0007180	CAPO300869	OFUSG23382.1.p1
OG0007181	CAPO302549	OFUSG05668.1.p1
OG0007182	CAPO302258	OFUSG13896.2.p1, OFUSG13896.1.p1
OG0007183	CAPO303453	OFUSG00271.1.p1
OG0007184	CAPO304626	OFUSG13288.1.p1
OG0007186	CAPO306272	OFUSG03968.1.p1
OG0007191	CAPO307327	OFUSG13466.1.p1
OG0007192	CAPO307148	OFUSG04047.1.p1
OG0007194	CAPO304755	OFUSG08001.1.p1, OFUSG23126.1.p1, OFUSG23126.2.p1, OFUSG01981.1.p1
OG0007201	CAPO305686	OFUSG17829.1.p1
OG0007204	CAPO305874	OFUSG17521.1.p1
OG0007213	CAPO300546	OFUSG18498.1.p1
OG0007226	CAPO306674	OFUSG26438.1.p1, OFUSG00414.1.p1, OFUSG03978.1.p1, OFUSG21088.1.p1, OFUSG01144.1.p1, OFUSG01147.1.p1, OFUSG08738.1.p1, OFUSG08697.1.p1, OFUSG19081.1.p1, OFUSG19082.1.p1, OFUSG19079.1.p1, OFUSG19080.1.p1, OFUSG25784.1.p1, OFUSG14133.1.p1, OFUSG01058.1.p1, OFUSG21646.1.p1, OFUSG21682.1.p1, OFUSG21681.1.p1, OFUSG22718.1.p1, OFUSG22717.1.p1, OFUSG25321.1.p1, OFUSG25928.1.p1, OFUSG25931.1.p1, OFUSG25932.1.p1, OFUSG05676.1.p1, OFUSG24819.1.p1
OG0007248	CAPO305807	OFUSG05380.1.p1
OG0007249	CAPO304279	OFUSG03803.1.p1
OG0007251	CAPO307515	OFUSG19641.1.p1
OG0007254	CAPO300342	OFUSG26478.1.p1
OG0007258	CAPO301895	OFUSG20033.1.p1
OG0007261	CAPO306348	OFUSG13481.1.p1
OG0007266	CAPO305560	OFUSG18654.1.p1, OFUSG18654.2.p1
OG0007269	CAPO305691	OFUSG17107.1.p1, OFUSG16940.1.p1
OG0007272	CAPO303817, CAPO303673	OFUSG17273.1.p1
OG0007273	CAPO305134	OFUSG01106.1.p1
OG0007276	CAPO301595	OFUSG09515.1.p1
OG0007281	CAPO304423	OFUSG10005.1.p1
OG0007282	CAPO300960	OFUSG14906.1.p1
OG0007283	CAPO304757	OFUSG00968.1.p1
OG0007291	CAPO307621	OFUSG20575.1.p1
OG0007292	CAPO302024	OFUSG09326.1.p1
OG0007293	CAPO301970	OFUSG16859.1.p1
OG0007297	CAPO305876	OFUSG17821.1.p1
OG0007299	CAPO308254	OFUSG09792.1.p1
OG0007300	CAPO301046	OFUSG15976.1.p1
OG0007301	CAPO301996	OFUSG04824.1.p1
OG0007302	CAPO307174	OFUSG02825.1.p1
OG0007303	CAPO302064	OFUSG11757.1.p1
OG0007304	CAPO306505	OFUSG04479.1.p1
OG0007305	CAPO303443	OFUSG08566.1.p1
OG0007307	CAPO304518, CAPO304185	OFUSG15381.1.p1
OG0007309	CAPO300726	OFUSG12546.1.p1, OFUSG12545.1.p1
OG0007313	CAPO302761	OFUSG08189.1.p1
OG0007314	CAPO307151	OFUSG11556.1.p1
OG0007317	CAPO306655	OFUSG23619.1.p1
OG0007319	CAPO300742	OFUSG21180.1.p1
OG0007320	CAPO300324	OFUSG09270.1.p1
OG0007321	CAPO307651	OFUSG11477.1.p1
OG0007322	CAPO301300	OFUSG09904.1.p1
OG0007325	CAPO305675	OFUSG20353.1.p1
OG0007326	CAPO304342	OFUSG16635.1.p1
OG0007329	CAPO306408	OFUSG25701.1.p1
OG0007330	CAPO300366	OFUSG03047.1.p1
OG0007332	CAPO302800	OFUSG25420.1.p1
OG0007335	CAPO304929	OFUSG12346.1.p1
OG0007336	CAPO304895	OFUSG01140.1.p1
OG0007339	CAPO300192	OFUSG16021.1.p1
OG0007341	CAPO300898	OFUSG08079.1.p1
OG0007342	CAPO300397	OFUSG21114.1.p1
OG0007343	CAPO305744	OFUSG23516.1.p1
OG0007347	CAPO302872	OFUSG12292.1.p1
OG0007348	CAPO307161	OFUSG24927.1.p1, OFUSG24927.2.p1
OG0007350	CAPO306078	OFUSG19210.1.p1, OFUSG00308.1.p1, OFUSG21271.1.p1, OFUSG25023.1.p1, OFUSG12319.1.p1, OFUSG11907.1.p1, OFUSG11906.1.p1, OFUSG11905.1.p1, OFUSG11904.1.p1, OFUSG11908.1.p1, OFUSG21940.1.p1
OG0007352	CAPO306052	OFUSG15050.1.p1, OFUSG15050.2.p1
OG0007353	CAPO302025	OFUSG23180.1.p1
OG0007354	CAPO303485	OFUSG17364.1.p1
OG0007355	CAPO307111	OFUSG14831.1.p1
OG0007356	CAPO306331	OFUSG25027.1.p1
OG0007357	CAPO304967	OFUSG12168.1.p1
OG0007358	CAPO304741	OFUSG09680.1.p1
OG0007361	CAPO305039	OFUSG09488.1.p1
OG0007363	CAPO304834	OFUSG02740.1.p1
OG0007364	CAPO303075	OFUSG01952.1.p1
OG0007365	CAPO306500	OFUSG13323.1.p1
OG0007366	CAPO305485	OFUSG08778.1.p1
OG0007367	CAPO305088	OFUSG17700.1.p1
OG0007368	CAPO305250	OFUSG07565.1.p1
OG0007369	CAPO300391	OFUSG16560.1.p1
OG0007371	CAPO305453	OFUSG05965.1.p1
OG0007372	CAPO307960	OFUSG02717.1.p1
OG0007373	CAPO301099	OFUSG16818.1.p1
OG0007377	CAPO306927	OFUSG25397.1.p1
OG0007378	CAPO307557	OFUSG24752.1.p1
OG0007379	CAPO305130	OFUSG25215.1.p1
OG0007380	CAPO300141	OFUSG02808.1.p1
OG0007381	CAPO303646	OFUSG11065.1.p1
OG0007382	CAPO305525	OFUSG12635.1.p1
OG0007385	CAPO304120	OFUSG26112.1.p1
OG0007387	CAPO304030	OFUSG08047.1.p1, OFUSG08047.2.p1
OG0007388	CAPO306166	OFUSG17284.1.p1
OG0007391	CAPO304827	OFUSG15504.1.p1
OG0007392	CAPO303501	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1
OG0007393	CAPO301859	OFUSG12565.1.p1
OG0007395	CAPO302788	OFUSG10757.1.p1
OG0007396	CAPO302581	OFUSG22886.1.p1
OG0007397	CAPO300434	OFUSG13056.1.p1
OG0007399	CAPO306050	OFUSG01818.1.p1
OG0007401	CAPO302124	OFUSG10106.1.p1
OG0007405	CAPO303800	OFUSG22414.1.p1
OG0007407	CAPO306953	OFUSG18627.1.p1
OG0007408	CAPO303491	OFUSG16878.1.p1
OG0007409	CAPO305402	OFUSG16872.1.p1
OG0007411	CAPO300699	OFUSG04653.1.p1
OG0007412	CAPO302107	OFUSG01834.1.p1
OG0007413	CAPO305882	OFUSG16703.1.p1
OG0007414	CAPO300363	OFUSG17401.1.p1
OG0007415	CAPO307758, CAPO301270	OFUSG04618.1.p1
OG0007417	CAPO303652	OFUSG22448.1.p1
OG0007418	CAPO300947	OFUSG15358.1.p1
OG0007421	CAPO301566	OFUSG07551.1.p1
OG0007424	CAPO304349	OFUSG18027.1.p1, OFUSG18027.2.p1
OG0007425	CAPO303896	OFUSG05643.1.p1
OG0007428	CAPO301768	OFUSG16303.1.p1, OFUSG04650.1.p1
OG0007431	CAPO304150	OFUSG17080.1.p1
OG0007432	CAPO307504	OFUSG12825.1.p1
OG0007433	CAPO307042	OFUSG00326.1.p1
OG0007437	CAPO302606	OFUSG05591.1.p1
OG0007439	CAPO300813	OFUSG12912.1.p1
OG0007440	CAPO302516	OFUSG06409.1.p1
OG0007441	CAPO304615	OFUSG21002.1.p1
OG0007442	CAPO308291	OFUSG26591.1.p1
OG0007446	CAPO303088	OFUSG15616.1.p1
OG0007447	CAPO301482	OFUSG03015.1.p1
OG0007451	CAPO303173	OFUSG04847.1.p1
OG0007455	CAPO303919	OFUSG01636.1.p1
OG0007456	CAPO301020	OFUSG13703.1.p1
OG0007457	CAPO302854	OFUSG09458.1.p1
OG0007458	CAPO300350	OFUSG12861.1.p1
OG0007459	CAPO304746	OFUSG11762.1.p1
OG0007462	CAPO300088	OFUSG24240.1.p1
OG0007463	CAPO300212	OFUSG07010.1.p1
OG0007471	CAPO307438	OFUSG05247.1.p1
OG0007472	CAPO302245	OFUSG09263.1.p1
OG0007476	CAPO303558	OFUSG13432.1.p1
OG0007478	CAPO301266	OFUSG13230.1.p1
OG0007480	CAPO306792	OFUSG19354.1.p1
OG0007482	CAPO307266	OFUSG17340.1.p1
OG0007483	CAPO300503	OFUSG23534.1.p1
OG0007484	CAPO302421	OFUSG11388.1.p1
OG0007488	CAPO308146	OFUSG07538.1.p1
OG0007490	CAPO303421	OFUSG16873.1.p1
OG0007494	CAPO300105	OFUSG22266.1.p1
OG0007496	CAPO306996	OFUSG16736.1.p1
OG0007498	CAPO306301	OFUSG17266.1.p1
OG0007499	CAPO302974	OFUSG11843.1.p1
OG0007503	CAPO308251	OFUSG14763.1.p1
OG0007506	CAPO305836	OFUSG12077.1.p1
OG0007508	CAPO306367	OFUSG26113.1.p1
OG0007509	CAPO301428	OFUSG13309.1.p1
OG0007510	CAPO303897	OFUSG13168.1.p1
OG0007513	CAPO308263	OFUSG18747.1.p1
OG0007515	CAPO300264	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1
OG0007518	CAPO304172	OFUSG06829.1.p1
OG0007519	CAPO307472	OFUSG20874.1.p1
OG0007524	CAPO306111	OFUSG14119.1.p1
OG0007525	CAPO300836	OFUSG21392.1.p1
OG0007527	CAPO306220	OFUSG05917.1.p1
OG0007529	CAPO307735	OFUSG18077.1.p1
OG0007541	CAPO301788	OFUSG11465.2.p1, OFUSG11465.1.p1
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	OFUSG04956.1.p1
OG0007582	CAPO305253	OFUSG16744.1.p1
OG0007586	CAPO305648	OFUSG06940.1.p1
OG0007588	CAPO306467	OFUSG08373.1.p1
OG0007591	CAPO302671	OFUSG04404.1.p1
OG0007594	CAPO307951	OFUSG09058.1.p1
OG0007597	CAPO302699	OFUSG07837.1.p1
OG0007602	CAPO307324	OFUSG18659.1.p1
OG0007603	CAPO301881	OFUSG05017.1.p1
OG0007604	CAPO302471	OFUSG20886.1.p1
OG0007606	CAPO303879	OFUSG11909.1.p1
OG0007607	CAPO304420	OFUSG16917.1.p1
OG0007611	CAPO300602	OFUSG25283.2.p1, OFUSG25283.1.p1
OG0007613	CAPO304725	OFUSG13039.1.p1
OG0007614	CAPO307463	OFUSG22780.1.p1
OG0007615	CAPO302208	OFUSG06032.1.p1
OG0007617	CAPO306965	OFUSG08967.1.p1
OG0007619	CAPO307079	OFUSG23637.1.p1
OG0007621	CAPO302700	OFUSG23418.1.p1
