Orthogroup	CAPO3	STRPU_ok
OG0006204	CAPO307074	STRPU_14341
OG0006205	CAPO306928	STRPU_14259
OG0006206	CAPO308060	STRPU_20862, STRPU_20898
OG0006209	CAPO303208	STRPU_27174, STRPU_04024
OG0006210	CAPO301051	STRPU_25590
OG0006211	CAPO305755	STRPU_23101
OG0006213	CAPO301176	STRPU_24169
OG0006214	CAPO305313	STRPU_01311, STRPU_11636
OG0006216	CAPO304328	STRPU_08291
OG0006225	CAPO307529	STRPU_20911, STRPU_20910
OG0006226	CAPO303955	STRPU_00415, STRPU_19272
OG0006227	CAPO304192	STRPU_09462
OG0006229	CAPO306729	STRPU_05866
OG0006230	CAPO303003	STRPU_23107, STRPU_23110
OG0006233	CAPO307263	STRPU_13467
OG0006234	CAPO305546	STRPU_01742, STRPU_16772
OG0006235	CAPO300217	STRPU_01370, STRPU_11572
OG0006237	CAPO302524	STRPU_10564
OG0006239	CAPO305262	STRPU_26094
OG0006243	CAPO301646	STRPU_27273, STRPU_27257, STRPU_27274
OG0006244	CAPO306900	STRPU_00436, STRPU_14193
OG0006245	CAPO307777	STRPU_13947
OG0006248	CAPO307601	STRPU_12984
OG0006249	CAPO304667	STRPU_06207, STRPU_06179
OG0006250	CAPO301165	STRPU_10406
OG0006251	CAPO302342	STRPU_14982, STRPU_14951
OG0006252	CAPO304131	STRPU_11094
OG0006253	CAPO307341	STRPU_06180, STRPU_06208
OG0006254	CAPO305073	STRPU_16653
OG0006257	CAPO305440	STRPU_21221
OG0006258	CAPO300398	STRPU_22243
OG0006260	CAPO300587	STRPU_23807, STRPU_23840
OG0006261	CAPO305676	STRPU_23637, STRPU_23663
OG0006262	CAPO307596	STRPU_26187, STRPU_26186
OG0006263	CAPO307994	STRPU_26005
OG0006264	CAPO304943	STRPU_16839
OG0006267	CAPO300629	STRPU_00713, STRPU_04421
OG0006268	CAPO305663	STRPU_22660
OG0006271	CAPO306714	STRPU_18098, STRPU_01786
OG0006272	CAPO300074	STRPU_13152, STRPU_13173
OG0006275	CAPO304219	STRPU_12142, STRPU_12107
OG0006276	CAPO306041	STRPU_04600, STRPU_21466
OG0006277	CAPO307602	STRPU_14370
OG0006278	CAPO305153	STRPU_14888
OG0006279	CAPO307288	STRPU_16950, STRPU_02016
OG0006280	CAPO308182	STRPU_20964
OG0006281	CAPO302129	STRPU_11014, STRPU_00353
OG0006284	CAPO301681	STRPU_21728, STRPU_21666
OG0006286	CAPO304212	STRPU_16014
OG0006287	CAPO302795	STRPU_21397
OG0006288	CAPO300129	STRPU_14900
OG0006289	CAPO306652	STRPU_22296
OG0006291	CAPO308081	STRPU_20014
OG0006293	CAPO307067	STRPU_14168
OG0006294	CAPO301151	STRPU_21748, STRPU_21683
OG0006295	CAPO307143	STRPU_14216
OG0006297	CAPO301937	STRPU_22310, STRPU_22329
OG0006298	CAPO306805	STRPU_25124
OG0006299	CAPO305899	STRPU_18039
OG0006301	CAPO306072	STRPU_21245
OG0006305	CAPO303850	STRPU_09519
OG0006306	CAPO303905	STRPU_15639
OG0006309	CAPO304441	STRPU_12063, STRPU_01235
OG0006311	CAPO300748	STRPU_11654
OG0006313	CAPO306539	STRPU_07370
OG0006314	CAPO308085, CAPO301326	STRPU_23080, STRPU_00665
OG0006317	CAPO301551	STRPU_10725
OG0006319	CAPO306239	STRPU_10938
OG0006320	CAPO303864	STRPU_22674
OG0006322	CAPO305971	STRPU_00885, STRPU_23011
OG0006323	CAPO300361	STRPU_05565, STRPU_05622
OG0006324	CAPO307431	STRPU_26127
OG0006329	CAPO306283	STRPU_10024
OG0006330	CAPO301590	STRPU_26973
OG0006331	CAPO301721	STRPU_20670
OG0006332	CAPO306801	STRPU_12324, STRPU_10717
OG0006334	CAPO302140	STRPU_19104
OG0006335	CAPO305790	STRPU_23723
OG0006338	CAPO300367	STRPU_18386
OG0006339	CAPO306751	STRPU_15481
OG0006340	CAPO306725	STRPU_04236, STRPU_04198
OG0006341	CAPO303256	STRPU_18283, STRPU_01173
OG0006344	CAPO307345	STRPU_22520
OG0006346	CAPO305832	STRPU_03986
OG0006347	CAPO305184	STRPU_13365, STRPU_13385
OG0006349	CAPO304057	STRPU_18761, STRPU_18762
OG0006350	CAPO302433	STRPU_08881, STRPU_00940
OG0006352	CAPO301346	STRPU_05719, STRPU_05712
OG0006353	CAPO301517	STRPU_21115
OG0006355	CAPO307129	STRPU_22379
OG0006356	CAPO305164	STRPU_14596
OG0006358	CAPO303299	STRPU_22374
OG0006359	CAPO300583	STRPU_19635, STRPU_19681
OG0006360	CAPO304103	STRPU_11561
OG0006361	CAPO308070	STRPU_26003
OG0006362	CAPO308308	STRPU_18132
OG0006363	CAPO301002	STRPU_09319
OG0006365	CAPO300671	STRPU_05270, STRPU_05254
OG0006370	CAPO300348	STRPU_19241
OG0006371	CAPO302658	STRPU_14922, STRPU_14920, STRPU_14917, STRPU_14918
OG0006372	CAPO304608	STRPU_17261
OG0006375	CAPO306256	STRPU_01472, STRPU_08700
OG0006377	CAPO307494	STRPU_26959
OG0006378	CAPO304918	STRPU_09953, STRPU_09976
OG0006381	CAPO301472	STRPU_22693
OG0006382	CAPO307026	STRPU_21384
OG0006383	CAPO303174	STRPU_03091
OG0006384	CAPO305941	STRPU_11959, STRPU_01620
OG0006385	CAPO301074	STRPU_21175
OG0006386	CAPO303165	STRPU_11720
OG0006387	CAPO306319	STRPU_17511
OG0006389	CAPO302170	STRPU_17172, STRPU_17167
OG0006390	CAPO308093	STRPU_21914
OG0006392	CAPO305806	STRPU_17229
OG0006394	CAPO302470	STRPU_09231, STRPU_02196
OG0006395	CAPO300149	STRPU_07573
OG0006399	CAPO307228	STRPU_14310
OG0006443	CAPO300234	STRPU_03428
OG0006447	CAPO302283	STRPU_19468
OG0006448	CAPO301094	STRPU_13247
OG0006449	CAPO305961	STRPU_24008
OG0006456	CAPO300992	STRPU_12981
OG0006457	CAPO306648	STRPU_18652
OG0006459	CAPO307843	STRPU_26656
OG0006460	CAPO308313	STRPU_20721
OG0006461	CAPO306350	STRPU_22710, STRPU_00693
OG0006462	CAPO300662	STRPU_09115, STRPU_02084
OG0006464	CAPO307754	STRPU_06886
OG0006465	CAPO307052	STRPU_21220
OG0006467	CAPO301292	STRPU_25722
OG0006468	CAPO303390	STRPU_25336, STRPU_25337, STRPU_25338
OG0006469	CAPO302486	STRPU_08991
OG0006470	CAPO300984	STRPU_09449, STRPU_01513
OG0006471	CAPO303440	STRPU_22946
OG0006474	CAPO300155	STRPU_14515
OG0006475	CAPO301888	STRPU_02451, STRPU_13611
OG0006476	CAPO300216	STRPU_05356
OG0006478	CAPO301079	STRPU_26958
OG0006479	CAPO304002	STRPU_10820
OG0006480	CAPO300197	STRPU_16289
OG0006481	CAPO307580	STRPU_03450
OG0006482	CAPO305654	STRPU_20632
OG0006485	CAPO307612	STRPU_21413
OG0006487	CAPO300649	STRPU_23585
OG0006488	CAPO301772	STRPU_21848
OG0006490	CAPO301539	STRPU_22719, STRPU_00703
OG0006491	CAPO300606	STRPU_07329
OG0006493	CAPO306548	STRPU_06811
OG0006496	CAPO304473	STRPU_19486
OG0006498	CAPO301440	STRPU_05287
OG0006501	CAPO307734	STRPU_20764
OG0006502	CAPO301087	STRPU_08339
OG0006503	CAPO304660	STRPU_06604
OG0006504	CAPO302154	STRPU_14410
OG0006505	CAPO301510	STRPU_13908
OG0006507	CAPO301032	STRPU_22570
OG0006508	CAPO301635	STRPU_09544
OG0006509	CAPO304681	STRPU_10367
OG0006510	CAPO300081	STRPU_25970, STRPU_00228
OG0006512	CAPO301701	STRPU_21460
OG0006514	CAPO304095	STRPU_05328
OG0006515	CAPO306459	STRPU_21616
OG0006516	CAPO305607	STRPU_21000
OG0006517	CAPO300477	STRPU_22079
OG0006519	CAPO308006	STRPU_20703
OG0006520	CAPO300668	STRPU_04978
OG0006523	CAPO302914	STRPU_21580
OG0006526	CAPO303623	STRPU_25532
OG0006532	CAPO304147	STRPU_18757
OG0006533	CAPO305463	STRPU_02314, STRPU_18116
OG0006534	CAPO305714	STRPU_10089, STRPU_10152
OG0006536	CAPO305735	STRPU_09828
OG0006538	CAPO305091	STRPU_25056
OG0006540	CAPO304760	STRPU_05939
OG0006541	CAPO302376, CAPO304688, CAPO300243	STRPU_10007
OG0006542	CAPO305168	STRPU_04977
OG0006543	CAPO305452	STRPU_24071
OG0006544	CAPO306101	STRPU_25609
OG0006545	CAPO307929	STRPU_01501, STRPU_13748
OG0006546	CAPO305234	STRPU_21327
OG0006547	CAPO301259	STRPU_16023
OG0006549	CAPO306040	STRPU_22378
OG0006550	CAPO307487	STRPU_23342
OG0006552	CAPO301957	STRPU_26952
OG0006553	CAPO308128	STRPU_08086
OG0006554	CAPO306525	STRPU_14643
OG0006555	CAPO305951	STRPU_22013
OG0006556	CAPO304941	STRPU_17934
OG0006557	CAPO300124	STRPU_15383
OG0006561	CAPO300890	STRPU_20587
OG0006562	CAPO303607	STRPU_06844
OG0006566	CAPO303944	STRPU_09269
OG0006568	CAPO303043	STRPU_08066
OG0006569	CAPO300856	STRPU_21109
OG0006570	CAPO302571	STRPU_20410
OG0006571	CAPO306740	STRPU_26805
OG0006572	CAPO302175	STRPU_18818
OG0006573	CAPO306413	STRPU_14878
OG0006575	CAPO304950	STRPU_26181, STRPU_26182
OG0006577	CAPO300858	STRPU_19110
OG0006578	CAPO303393	STRPU_09315
OG0006580	CAPO306179	STRPU_24020
OG0006581	CAPO300223	STRPU_01609, STRPU_13590, STRPU_01610
OG0006582	CAPO305399	STRPU_27033, STRPU_26817
OG0006583	CAPO308147	STRPU_17816, STRPU_17825
OG0006584	CAPO304380	STRPU_13851
OG0006586	CAPO300241	STRPU_16079
OG0006590	CAPO304634	STRPU_15244, STRPU_15188, STRPU_15243
OG0006591	CAPO306654	STRPU_07131
OG0006592	CAPO302105	STRPU_24085
OG0006594	CAPO305352	STRPU_14656
OG0006595	CAPO306726	STRPU_04349
OG0006596	CAPO305496	STRPU_26147
OG0006597	CAPO306143	STRPU_05370
OG0006598	CAPO303505	STRPU_27035
OG0006600	CAPO300993	STRPU_25880
OG0006602	CAPO306545	STRPU_16001, STRPU_15987
OG0006603	CAPO305246	STRPU_25457
OG0006604	CAPO301632	STRPU_15381
OG0006606	CAPO300627, CAPO305047	STRPU_11628, STRPU_17508
OG0006607	CAPO302836	STRPU_00854, STRPU_14066
OG0006608	CAPO304829	STRPU_06790
OG0006609	CAPO304156	STRPU_02383, STRPU_13693
OG0006610	CAPO305635	STRPU_08550
OG0006611	CAPO303370	STRPU_13531
OG0006612	CAPO303674	STRPU_16771, STRPU_01741
OG0006613	CAPO305926	STRPU_00899, STRPU_23025
OG0006614	CAPO307923	STRPU_17418
OG0006615	CAPO300892	STRPU_13873, STRPU_13881, STRPU_13874
OG0006616	CAPO302496	STRPU_06882
OG0006617	CAPO302667	STRPU_16066
OG0006619	CAPO305225	STRPU_07564, STRPU_07569, STRPU_00595
OG0006622	CAPO307274	STRPU_06660
OG0006625	CAPO304287	STRPU_00444, STRPU_02374
OG0006627	CAPO300634	STRPU_17425
OG0006630	CAPO301318	STRPU_23183
OG0006631	CAPO302816	STRPU_25117
OG0006633	CAPO306794	STRPU_07751
OG0006636	CAPO304383	STRPU_02074, STRPU_09103
OG0006637	CAPO304312	STRPU_09068, STRPU_02044
OG0006638	CAPO302167	STRPU_25844, STRPU_25845
OG0006640	CAPO308241	STRPU_15081
OG0006642	CAPO303206	STRPU_08420
OG0006646	CAPO308061	STRPU_26577, STRPU_26576
OG0006648	CAPO300638	STRPU_17476, STRPU_17460
OG0006651	CAPO306376	STRPU_17251
OG0006655	CAPO306982	STRPU_26342
OG0006657	CAPO304665	STRPU_15484
OG0006658	CAPO301723	STRPU_07917, STRPU_07946
OG0006662	CAPO305585	STRPU_03424
OG0006663	CAPO301399	STRPU_14390
OG0006664	CAPO302941	STRPU_20210
OG0006666	CAPO301682	STRPU_22001
OG0006667	CAPO305573	STRPU_23811, STRPU_03706, STRPU_23845
OG0006668	CAPO301053	STRPU_05689
OG0006669	CAPO301280	STRPU_18180
OG0006670	CAPO306366	STRPU_19873, STRPU_19899
OG0006671	CAPO307485	STRPU_10970, STRPU_11401, STRPU_11402
OG0006673	CAPO302685	STRPU_10186
OG0006677	CAPO304250	STRPU_06954, STRPU_08321
OG0006678	CAPO300092	STRPU_08345
OG0006680	CAPO301748	STRPU_15636
OG0006681	CAPO305354	STRPU_16624
OG0006684	CAPO305512	STRPU_23507
OG0006686	CAPO307531	STRPU_20136
OG0006690	CAPO302172	STRPU_23730
OG0006691	CAPO305670	STRPU_13569, STRPU_01588
OG0006692	CAPO302647	STRPU_24141
OG0006693	CAPO302616	STRPU_04135
OG0006694	CAPO302438	STRPU_17221
OG0006695	CAPO302533	STRPU_20663
OG0006696	CAPO303681	STRPU_22669
OG0006698	CAPO305852	STRPU_25630
OG0006702	CAPO307269	STRPU_08072
OG0006703	CAPO302601	STRPU_07739
OG0006704	CAPO305136	STRPU_14516
OG0006706	CAPO303773	STRPU_19558
OG0006707	CAPO304129	STRPU_00777, STRPU_19793
OG0006708	CAPO304327	STRPU_26392
OG0006709	CAPO302993	STRPU_13686, STRPU_02389
OG0006710	CAPO307958	STRPU_26369
OG0006712	CAPO307469	STRPU_25296
OG0006714	CAPO301000	STRPU_09756, STRPU_09712
OG0006716	CAPO302196	STRPU_12323, STRPU_10718
OG0006717	CAPO305633	STRPU_21004
OG0006718	CAPO306293	STRPU_09616
OG0006719	CAPO302454	STRPU_08647
OG0006721	CAPO307315	STRPU_26848
OG0006722	CAPO304555	STRPU_18749
OG0006723	CAPO300019	STRPU_25900
OG0006724	CAPO300231	STRPU_10675, STRPU_00564
OG0006725	CAPO301206	STRPU_23338
OG0006726	CAPO303375	STRPU_07687, STRPU_07700
OG0006727	CAPO306447	STRPU_17833
OG0006728	CAPO303411	STRPU_02468, STRPU_13597
OG0006729	CAPO302448	STRPU_18897
OG0006730	CAPO307696	STRPU_11531
OG0006732	CAPO301757	STRPU_22092
OG0006733	CAPO306420	STRPU_21005
OG0006735	CAPO307764	STRPU_22010
OG0006736	CAPO301670	STRPU_26075
OG0006737	CAPO302977	STRPU_26074
OG0006738	CAPO305285	STRPU_13647
OG0006740	CAPO304581	STRPU_20437
OG0006741	CAPO306132	STRPU_22289
OG0006745	CAPO304913	STRPU_11060
OG0006750	CAPO306076	STRPU_15988, STRPU_24309
OG0006751	CAPO305160	STRPU_15153, STRPU_02535
OG0006752	CAPO301753	STRPU_03141
OG0006753	CAPO304199	STRPU_21351
OG0006754	CAPO307231	STRPU_25256
OG0006755	CAPO304099	STRPU_05751
OG0006757	CAPO308250	STRPU_21092
OG0006758	CAPO303486	STRPU_16693, STRPU_16666
OG0006759	CAPO301178	STRPU_23476, STRPU_08369
OG0006760	CAPO300357	STRPU_19230
OG0006766	CAPO300327	STRPU_02986, STRPU_06955, STRPU_06937
OG0006769	CAPO304104	STRPU_12966
OG0006772	CAPO306103	STRPU_09775, STRPU_09732
OG0006775	CAPO303956	STRPU_08762, STRPU_01401
OG0006776	CAPO307354, CAPO307229	STRPU_02465, STRPU_13600
OG0006777	CAPO308320	STRPU_21177
OG0006791	CAPO302265	STRPU_09881
OG0006826	CAPO306575	STRPU_05449
OG0006827	CAPO306579	STRPU_19224
OG0006830	CAPO304885	STRPU_15278
OG0006833	CAPO307011	STRPU_26024
OG0006838	CAPO304346	STRPU_08275
OG0006842	CAPO303033	STRPU_18785
OG0006843	CAPO301783	STRPU_26234
OG0006844	CAPO303858	STRPU_26827, STRPU_26824
OG0006845	CAPO304222	STRPU_21842
OG0006846	CAPO305985, CAPO301436	STRPU_21562
OG0006848	CAPO302750	STRPU_04780
OG0006849	CAPO306709	STRPU_20584
OG0006850	CAPO300307	STRPU_17760
OG0006853	CAPO305011	STRPU_22284
OG0006856	CAPO306926	STRPU_06068
OG0006857	CAPO304592	STRPU_06069
OG0006860	CAPO304880	STRPU_25395
OG0006862	CAPO306834	STRPU_21836
OG0006864	CAPO300266	STRPU_05446
OG0006865	CAPO300579	STRPU_06290, STRPU_06335
OG0006867	CAPO304561	STRPU_20626
OG0006868	CAPO304824	STRPU_20963
OG0006869	CAPO303718	STRPU_23709
OG0006870	CAPO305471	STRPU_06981, STRPU_06997
OG0006872	CAPO305763, CAPO306267	STRPU_25634
OG0006874	CAPO303002	STRPU_00070, STRPU_08961
OG0006875	CAPO300245	STRPU_14351
OG0006876	CAPO301384	STRPU_18689
OG0006877	CAPO303758	STRPU_05713, STRPU_05720
OG0006880	CAPO300637	STRPU_20211
OG0006881	CAPO307302	STRPU_05245
OG0006886	CAPO308008	STRPU_18058
OG0006887	CAPO303330	STRPU_02379, STRPU_13697
OG0006888	CAPO300481	STRPU_24426
OG0006890	CAPO301774	STRPU_10389
OG0006892	CAPO306271	STRPU_13969
OG0006893	CAPO308281	STRPU_08081
OG0006894	CAPO305493	STRPU_08715, STRPU_01459
OG0006895	CAPO305321	STRPU_12876
OG0006897	CAPO305270	STRPU_27425
OG0006898	CAPO307616	STRPU_25382
OG0006901	CAPO301222	STRPU_13971
OG0006904	CAPO301235	STRPU_05387
OG0006906	CAPO307116	STRPU_15338
OG0006912	CAPO306387	STRPU_19507
OG0006914	CAPO302212	STRPU_27336
OG0006915	CAPO305363	STRPU_25657
OG0006916	CAPO306266	STRPU_26458
OG0006918	CAPO303362	STRPU_07106
OG0006923	CAPO302381	STRPU_16895
OG0006924	CAPO304320	STRPU_18317, STRPU_01130
OG0006925	CAPO306734	STRPU_26381
OG0006926	CAPO303493	STRPU_24428
OG0006927	CAPO303700	STRPU_16519
OG0006930	CAPO301522	STRPU_01800, STRPU_17035
OG0006931	CAPO300460	STRPU_24300
OG0006932	CAPO305813	STRPU_09106, STRPU_02077
OG0006934	CAPO304656	STRPU_06012
OG0006935	CAPO305404	STRPU_01515, STRPU_09444, STRPU_00104
OG0006936	CAPO301255	STRPU_09697, STRPU_09740
OG0006937	CAPO300724	STRPU_12967
OG0006938	CAPO307064	STRPU_22292
OG0006939	CAPO300423	STRPU_07451, STRPU_07443
OG0006940	CAPO308295	STRPU_22437
OG0006942	CAPO305131	STRPU_20945
OG0006943	CAPO300653	STRPU_22648
OG0006944	CAPO301423	STRPU_22694
OG0006945	CAPO304257	STRPU_01504
OG0006947	CAPO303778	STRPU_12615
OG0006948	CAPO307507	STRPU_08353
OG0006949	CAPO300866	STRPU_23783
OG0006951	CAPO302915	STRPU_24627
OG0006952	CAPO308002	STRPU_26196
OG0006953	CAPO302825	STRPU_13466
OG0006957	CAPO304410	STRPU_09536
OG0006959	CAPO305847	STRPU_02959, STRPU_02945
OG0006960	CAPO306688	STRPU_01808, STRPU_17043
OG0006962	CAPO307572	STRPU_11184
OG0006964	CAPO306352	STRPU_17888
OG0006966	CAPO304695	STRPU_05944
OG0006967	CAPO303820	STRPU_08109, STRPU_08122
OG0006968	CAPO301435	STRPU_10225
OG0006969	CAPO306618	STRPU_10221
OG0006970	CAPO304851	STRPU_15599, STRPU_02208
OG0006971	CAPO303658	STRPU_14388
OG0006973	CAPO306305	STRPU_17936
OG0006975	CAPO306893	STRPU_17207
OG0006977	CAPO305268	STRPU_22692
OG0006978	CAPO304336	STRPU_26927
OG0006979	CAPO300168	STRPU_16204, STRPU_16243
OG0006980	CAPO305562	STRPU_11247, STRPU_11286
OG0006982	CAPO305716	STRPU_10293
OG0006983	CAPO300916	STRPU_11349
OG0006989	CAPO302679	STRPU_01490, STRPU_13757
OG0006990	CAPO300763	STRPU_04188
OG0006991	CAPO303392	STRPU_07950, STRPU_07959
OG0006992	CAPO305740	STRPU_09753, STRPU_09709
OG0006993	CAPO305954	STRPU_06236
OG0006994	CAPO306564	STRPU_02630, STRPU_24034
OG0006995	CAPO306435	STRPU_25036
OG0006997	CAPO304873	STRPU_13193
OG0006998	CAPO301390	STRPU_14121
OG0006999	CAPO303913	STRPU_14022
OG0007001	CAPO305444	STRPU_11944, STRPU_11904
OG0007002	CAPO304225	STRPU_19686, STRPU_19629
OG0007003	CAPO302304	STRPU_26168
OG0007005	CAPO303654	STRPU_14730
OG0007007	CAPO302408	STRPU_02770
OG0007009	CAPO305960	STRPU_22226
OG0007010	CAPO301780	STRPU_05041, STRPU_05116
OG0007011	CAPO301128	STRPU_05236
OG0007012	CAPO304946	STRPU_04694
OG0007013	CAPO303300	STRPU_08358
OG0007015	CAPO305278	STRPU_25403
OG0007016	CAPO304972	STRPU_25267
OG0007017	CAPO301345	STRPU_06053
OG0007018	CAPO300889	STRPU_00625, STRPU_08925
OG0007019	CAPO304408	STRPU_08876
OG0007020	CAPO303562, CAPO308296	STRPU_09538
OG0007021	CAPO306622	STRPU_06352
OG0007022	CAPO303253	STRPU_13308
OG0007024	CAPO302054	STRPU_22752, STRPU_01907
OG0007025	CAPO302785	STRPU_16699, STRPU_16670
OG0007026	CAPO304159	STRPU_12581
OG0007029	CAPO302104	STRPU_01326, STRPU_11623
OG0007030	CAPO303845	STRPU_04457
OG0007032	CAPO304830	STRPU_17171
OG0007033	CAPO305180	STRPU_21131
OG0007034	CAPO306932	STRPU_13903
OG0007038	CAPO302068	STRPU_23533
OG0007040	CAPO306537	STRPU_19742
OG0007042	CAPO307996	STRPU_24074
OG0007043	CAPO305780	STRPU_09509
OG0007044	CAPO307221	STRPU_05851
OG0007045	CAPO305958	STRPU_16902
OG0007046	CAPO305591	STRPU_16899, STRPU_16897
OG0007047	CAPO305693	STRPU_20026
OG0007048	CAPO302164	STRPU_08769, STRPU_01389
OG0007049	CAPO305031	STRPU_10988, STRPU_00326
OG0007050	CAPO307898	STRPU_10271
OG0007055	CAPO304778	STRPU_15602, STRPU_02206
OG0007058	CAPO301734, CAPO304572	STRPU_03307
OG0007059	CAPO303590, CAPO303318	STRPU_10239
OG0007061	CAPO305340	STRPU_09653
OG0007062	CAPO302545	STRPU_10658
OG0007063	CAPO308261	STRPU_08411, STRPU_00013
OG0007068	CAPO307887	STRPU_04848
OG0007069	CAPO307200	STRPU_21711, STRPU_21647
OG0007071	CAPO301761	STRPU_23265
OG0007072	CAPO306160	STRPU_26238, STRPU_26239
OG0007073	CAPO302936	STRPU_10918
OG0007074	CAPO306910	STRPU_11819
OG0007076	CAPO300474	STRPU_06816
OG0007081	CAPO305760	STRPU_24476
OG0007084	CAPO307673	STRPU_25218
OG0007086	CAPO306079	STRPU_23268
OG0007089	CAPO300706	STRPU_06357
OG0007090	CAPO300368	STRPU_19228
OG0007091	CAPO304945	STRPU_07575
OG0007092	CAPO304498, CAPO305528	STRPU_21370
OG0007093	CAPO308175	STRPU_18560
OG0007094	CAPO301835	STRPU_21261
OG0007095	CAPO304293	STRPU_09292
OG0007097	CAPO302515	STRPU_02900
OG0007098	CAPO301993	STRPU_25857
OG0007099	CAPO304218	STRPU_20619
OG0007100	CAPO302645	STRPU_00913, STRPU_23037
OG0007105	CAPO303780	STRPU_15416
OG0007106	CAPO302226	STRPU_22698
OG0007112	CAPO303793	STRPU_27151
OG0007114	CAPO305243	STRPU_25483
OG0007118	CAPO306502	STRPU_18011
OG0007119	CAPO303656	STRPU_19183
OG0007121	CAPO305337	STRPU_21424
OG0007122	CAPO302728	STRPU_06853
OG0007124	CAPO307876	STRPU_05024
OG0007127	CAPO305077	STRPU_23141
OG0007128	CAPO303539	STRPU_22524
OG0007130	CAPO302224	STRPU_22007
OG0007131	CAPO304315	STRPU_18830
OG0007132	CAPO301608	STRPU_07611
OG0007133	CAPO305338	STRPU_27118
OG0007134	CAPO302517	STRPU_09504
OG0007137	CAPO303287	STRPU_09289
OG0007138	CAPO307436	STRPU_01187, STRPU_19956
OG0007139	CAPO302325	STRPU_24547
OG0007141	CAPO306130	STRPU_09001
OG0007143	CAPO307276	STRPU_07151
OG0007144	CAPO301797	STRPU_20757
OG0007145	CAPO305008	STRPU_07621
OG0007146	CAPO306800	STRPU_24754
OG0007147	CAPO305032	STRPU_10689, STRPU_00554
OG0007150	CAPO304704	STRPU_26019
OG0007151	CAPO304299	STRPU_05509
OG0007154	CAPO302715	STRPU_21145
OG0007158	CAPO303011	STRPU_24870
OG0007160	CAPO301230	STRPU_26136
OG0007162	CAPO305815	STRPU_03691
OG0007163	CAPO306908	STRPU_00062, STRPU_26355
OG0007165	CAPO300764	STRPU_02913
OG0007166	CAPO301841	STRPU_05956
OG0007168	CAPO304836	STRPU_00447, STRPU_13699
OG0007173	CAPO305749, CAPO300679	STRPU_11070
OG0007174	CAPO304732	STRPU_25426
OG0007175	CAPO300929	STRPU_12623
OG0007178	CAPO306843	STRPU_19759
OG0007180	CAPO300869	STRPU_27146
OG0007181	CAPO302549	STRPU_23088
OG0007182	CAPO302258	STRPU_06115
OG0007183	CAPO303453	STRPU_17656, STRPU_02265, STRPU_02264
OG0007184	CAPO304626	STRPU_24371
OG0007186	CAPO306272	STRPU_24966
OG0007191	CAPO307327	STRPU_19239
OG0007192	CAPO307148	STRPU_13230, STRPU_13214
OG0007199	CAPO300510	STRPU_24427
OG0007201	CAPO305686	STRPU_17619, STRPU_02302
OG0007248	CAPO305807	STRPU_25740
OG0007249	CAPO304279	STRPU_04960
OG0007251	CAPO307515	STRPU_27320
OG0007254	CAPO300342	STRPU_11452
OG0007258	CAPO301895	STRPU_27109
OG0007261	CAPO306348	STRPU_01834, STRPU_19307
OG0007266	CAPO305560	STRPU_23277
OG0007269	CAPO305691	STRPU_24818
OG0007272	CAPO303817, CAPO303673	STRPU_11339
OG0007273	CAPO305134	STRPU_11816
OG0007276	CAPO301595	STRPU_26763, STRPU_26749
OG0007279	CAPO302557	STRPU_15002
OG0007281	CAPO304423	STRPU_08257
OG0007282	CAPO300960	STRPU_02557, STRPU_14767
OG0007283	CAPO304757	STRPU_17745
OG0007291	CAPO307621	STRPU_25328
OG0007292	CAPO302024	STRPU_03997, STRPU_03991
OG0007293	CAPO301970	STRPU_07040
OG0007297	CAPO305876	STRPU_08492
OG0007299	CAPO308254	STRPU_10020
OG0007300	CAPO301046	STRPU_02386, STRPU_13690
OG0007301	CAPO301996	STRPU_25284
OG0007302	CAPO307174	STRPU_04986
OG0007303	CAPO302064	STRPU_21782
OG0007304	CAPO306505	STRPU_25058
OG0007305	CAPO303443	STRPU_03512, STRPU_03557
OG0007307	CAPO304518, CAPO304185	STRPU_21523
OG0007309	CAPO300726	STRPU_21324
OG0007313	CAPO302761	STRPU_20007
OG0007314	CAPO307151	STRPU_20759
OG0007315	CAPO300478	STRPU_03454, STRPU_03465, STRPU_25831, STRPU_25834
OG0007317	CAPO306655	STRPU_07547, STRPU_00579
OG0007319	CAPO300742	STRPU_08052
OG0007320	CAPO300324	STRPU_26603
OG0007321	CAPO307651	STRPU_21053
OG0007322	CAPO301300	STRPU_19439
OG0007325	CAPO305675	STRPU_25926
OG0007326	CAPO304342	STRPU_22222
OG0007329	CAPO306408	STRPU_19648, STRPU_19673
OG0007330	CAPO300366	STRPU_05861
OG0007335	CAPO304929	STRPU_20669
OG0007336	CAPO304895	STRPU_18133
OG0007339	CAPO300192	STRPU_07259, STRPU_07233
OG0007341	CAPO300898	STRPU_19846
OG0007342	CAPO300397	STRPU_20395
OG0007343	CAPO305744	STRPU_18619
OG0007347	CAPO302872	STRPU_10302
OG0007348	CAPO307161	STRPU_06881
OG0007350	CAPO306078	STRPU_22522
OG0007352	CAPO306052	STRPU_14587
OG0007353	CAPO302025	STRPU_25301
OG0007354	CAPO303485	STRPU_22260
OG0007355	CAPO307111	STRPU_15597, STRPU_02210
OG0007356	CAPO306331	STRPU_23252
OG0007357	CAPO304967	STRPU_13550, STRPU_13551, STRPU_21081
OG0007358	CAPO304741	STRPU_27057
OG0007361	CAPO305039	STRPU_27148
OG0007363	CAPO304834	STRPU_05741
