Orthogroup	CAPO3	DANRE
OG0005268	CAPO302457	DANRE38437, DANRE38439, DANRE38438
OG0005269	CAPO303868	DANRE01789, DANRE01790, DANRE01786, DANRE01788
OG0005271	CAPO303459	DANRE05156, DANRE05155
OG0005272	CAPO300142	DANRE36550, DANRE36551
OG0005273	CAPO302742	DANRE00867
OG0005275	CAPO301557	DANRE36697, DANRE36699, DANRE36698
OG0005277	CAPO302973, CAPO308033	DANRE18726, DANRE18727
OG0005278	CAPO306576, CAPO308328	DANRE12167
OG0005279	CAPO304182	DANRE26144, DANRE26142
OG0005280	CAPO306635	DANRE05020, DANRE05021
OG0005285	CAPO302006	DANRE40751, DANRE40750
OG0005287	CAPO307607	DANRE09921, DANRE09920, DANRE13538
OG0005289	CAPO304679	DANRE08757
OG0005290	CAPO305632	DANRE21512, DANRE21511, DANRE21510
OG0005292	CAPO300881	DANRE37125, DANRE37126
OG0005293	CAPO303402	DANRE07536
OG0005294	CAPO306913	DANRE19668, DANRE19667, DANRE33427, DANRE33428
OG0005295	CAPO304907	DANRE11854
OG0005298	CAPO307279	DANRE12766
OG0005299	CAPO304069	DANRE25389
OG0005300	CAPO304452	DANRE31485
OG0005301	CAPO307444	DANRE40592, DANRE40591
OG0005303	CAPO304454	DANRE31333
OG0005305	CAPO301003	DANRE22385, DANRE22384
OG0005309	CAPO306631	DANRE04988, DANRE04987, DANRE41130
OG0005312	CAPO307454, CAPO303466	DANRE02196, DANRE02195
OG0005314	CAPO302074	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592
OG0005315	CAPO302427	DANRE28056, DANRE28057
OG0005316	CAPO301704	DANRE26300, DANRE26301
OG0005317	CAPO307168	DANRE42290
OG0005318	CAPO308249	DANRE27185
OG0005319	CAPO302638	DANRE05294
OG0005322	CAPO308079	DANRE23798, DANRE23797, DANRE03472
OG0005323	CAPO307349	DANRE41154, DANRE41153
OG0005324	CAPO303901	DANRE23731
OG0005325	CAPO301092	DANRE37921, DANRE37920, DANRE15543
OG0005326	CAPO303331	DANRE19808, DANRE38806
OG0005359	CAPO300630	DANRE31365
OG0005360	CAPO303782	DANRE37597
OG0005364	CAPO300756	DANRE09792
OG0005365	CAPO303866	DANRE15803
OG0005366	CAPO300645	DANRE35231, DANRE35230
OG0005370	CAPO303423	DANRE37074, DANRE37075
OG0005371	CAPO306407	DANRE34774
OG0005373	CAPO302507	DANRE17209
OG0005374	CAPO300609	DANRE18198
OG0005375	CAPO305216	DANRE29932
OG0005377	CAPO307926	DANRE01020, DANRE33539
OG0005378	CAPO301284	DANRE36662, DANRE36661
OG0005379	CAPO303714	DANRE28814
OG0005380	CAPO306791	DANRE08592, DANRE08591
OG0005381	CAPO301325	DANRE34260
OG0005384	CAPO300411	DANRE24068, DANRE24067, DANRE27219
OG0005385	CAPO305502	DANRE08251
OG0005386	CAPO307872	DANRE15737, DANRE15735, DANRE15736
OG0005388	CAPO301274	DANRE01822, DANRE01821
OG0005389	CAPO300599	DANRE20198
OG0005390	CAPO301450	DANRE26690, DANRE26689
OG0005391	CAPO302409	DANRE12672, DANRE12673
OG0005393	CAPO302465	DANRE09013, DANRE09012
OG0005394	CAPO306444	DANRE13635
OG0005395	CAPO302966	DANRE03645
OG0005396	CAPO301185	DANRE24333, DANRE24335, DANRE24334
OG0005398	CAPO301199	DANRE42778
OG0005399	CAPO306277	DANRE39369
OG0005400	CAPO301149	DANRE24391, DANRE24390, DANRE24389, DANRE24392
OG0005402	CAPO307246	DANRE13107, DANRE13106
OG0005403	CAPO303785	DANRE24963
OG0005404	CAPO306644	DANRE24126, DANRE24125, DANRE24124, DANRE24127
OG0005405	CAPO304677	DANRE15838
OG0005406	CAPO301050	DANRE09765, DANRE13301
OG0005408	CAPO306656	DANRE05999
OG0005409	CAPO304722	DANRE12530, DANRE12531
OG0005410	CAPO300140	DANRE14131
OG0005412	CAPO300143	DANRE02989, DANRE02990, DANRE02992, DANRE02991
OG0005413	CAPO304093	DANRE39064
OG0005414	CAPO301252, CAPO301167	DANRE04083, DANRE04081, DANRE04082
OG0005417	CAPO302063	DANRE29997
OG0005422	CAPO303205	DANRE35580
OG0005424	CAPO305286	DANRE43037
OG0005425	CAPO300175	DANRE31361
OG0005427	CAPO301444	DANRE29565
OG0005430	CAPO302295	DANRE39357
OG0005431	CAPO304591	DANRE09200, DANRE09201
OG0005433	CAPO303786	DANRE19173
OG0005434	CAPO302858	DANRE12767
OG0005435	CAPO303045	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005437	CAPO308137	DANRE37484
OG0005438	CAPO302494	DANRE36447
OG0005439	CAPO304206	DANRE18501, DANRE18502
OG0005440	CAPO303719	DANRE28407, DANRE28408
OG0005442	CAPO307582	DANRE01762
OG0005443	CAPO305021	DANRE18748, DANRE17411
OG0005444	CAPO300488	DANRE24370, DANRE24371, DANRE23295, DANRE23296
OG0005446	CAPO300144	DANRE18147
OG0005449	CAPO300543	DANRE28666, DANRE28667
OG0005450	CAPO302868	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	CAPO300480	DANRE26347
OG0005454	CAPO307132	DANRE08856, DANRE08857
OG0005455	CAPO301855	DANRE27358, DANRE27359, DANRE38815
OG0005457	CAPO307831	DANRE38620, DANRE38621
OG0005459	CAPO304164	DANRE12592, DANRE12590, DANRE12591
OG0005461	CAPO307668	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	CAPO306835	DANRE29636, DANRE29637, DANRE29638
OG0005463	CAPO303989	DANRE12733
OG0005464	CAPO307986	DANRE22331
OG0005465	CAPO300347	DANRE05457
OG0005466	CAPO300596	DANRE36578
OG0005467	CAPO305986	DANRE05926, DANRE05927
OG0005468	CAPO306414	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	CAPO301614	DANRE30812
OG0005470	CAPO300654	DANRE06466, DANRE06467
OG0005471	CAPO300819	DANRE07422
OG0005474	CAPO304412	DANRE03400
OG0005475	CAPO300271	DANRE23370, DANRE23369
OG0005476	CAPO305577, CAPO305762	DANRE31627
OG0005478	CAPO305209	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	CAPO300550	DANRE38869, DANRE38870
OG0005480	CAPO307314	DANRE25077, DANRE25076
OG0005481	CAPO306697, CAPO301416	DANRE33798, DANRE33799
OG0005482	CAPO307925	DANRE08077
OG0005483	CAPO304067	DANRE36514, DANRE36513
OG0005484	CAPO307524	DANRE15956, DANRE15955, DANRE15954
OG0005486	CAPO300225	DANRE19600
OG0005487	CAPO300444	DANRE42927, DANRE42926
OG0005488	CAPO301054	DANRE00136, DANRE00135
OG0005489	CAPO305322	DANRE29709
OG0005490	CAPO300839	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	CAPO305898	DANRE19088, DANRE19089
OG0005493	CAPO304618	DANRE11814
OG0005494	CAPO308140	DANRE13317, DANRE13316
OG0005495	CAPO305673	DANRE34985, DANRE34986
OG0005497	CAPO305501	DANRE05300
OG0005498	CAPO303826	DANRE09835, DANRE09834
OG0005499	CAPO306730	DANRE01400, DANRE01401
OG0005500	CAPO306535	DANRE02835, DANRE02834
OG0005503	CAPO307437	DANRE10305
OG0005504	CAPO300995	DANRE07863, DANRE07864
OG0005505	CAPO307588	DANRE06243, DANRE06244
OG0005508	CAPO308142	DANRE14976, DANRE14977
OG0005509	CAPO300202	DANRE14408
OG0005510	CAPO307083	DANRE30486, DANRE43061
OG0005511	CAPO304438	DANRE21520
OG0005514	CAPO305223	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	CAPO305610	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	CAPO303557	DANRE24916, DANRE24915
OG0005518	CAPO300928	DANRE13478, DANRE13477, DANRE13476
OG0005524	CAPO307077	DANRE03090
OG0005525	CAPO305745	DANRE04356, DANRE04355
OG0005527	CAPO307337	DANRE25598, DANRE30947
OG0005528	CAPO302166	DANRE25797, DANRE25798
OG0005529	CAPO303996	DANRE33058
OG0005533	CAPO308156	DANRE12566
OG0005534	CAPO300248	DANRE13330, DANRE13329
OG0005535	CAPO306427	DANRE20126
OG0005536	CAPO306899	DANRE34862
OG0005537	CAPO305006	DANRE14245, DANRE14246
OG0005539	CAPO300487	DANRE15118, DANRE15119
OG0005540	CAPO307739	DANRE13556, DANRE13552, DANRE13553, DANRE13554
OG0005541	CAPO302610	DANRE15122
OG0005545	CAPO307853	DANRE02887
OG0005550	CAPO303338	DANRE24061
OG0005553	CAPO308016	DANRE00372
OG0005554	CAPO307360	DANRE39338, DANRE39339, DANRE39340
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	DANRE30999, DANRE01795, DANRE01794
OG0005556	CAPO301726	DANRE34261
OG0005558	CAPO301773	DANRE11734, DANRE35234, DANRE35233
OG0005559	CAPO302392	DANRE14663, DANRE14666, DANRE14664, DANRE14665, DANRE14662
OG0005560	CAPO302459	DANRE36070, DANRE36069
OG0005561	CAPO307649	DANRE23494
OG0005562	CAPO300157	DANRE19787
OG0005563	CAPO300985	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	CAPO307593	DANRE19104, DANRE19105
OG0005566	CAPO308091	DANRE39659, DANRE00333
OG0005569	CAPO301394	DANRE25030
OG0005572	CAPO300415	DANRE15331, DANRE15330
OG0005574	CAPO305418	DANRE37569, DANRE37570
OG0005575	CAPO301354	DANRE03463, DANRE03462
OG0005578	CAPO300834	DANRE10384
OG0005580	CAPO308283	DANRE28264
OG0005581	CAPO303973	DANRE16480, DANRE06576, DANRE06577
OG0005582	CAPO306123	DANRE43393
OG0005583	CAPO303824	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	CAPO302871	DANRE19587, DANRE19588
OG0005586	CAPO303784	DANRE21731, DANRE13942
OG0005588	CAPO305990	DANRE24588, DANRE24587
OG0005589	CAPO305989	DANRE41477
OG0005590	CAPO302905	DANRE16067
OG0005592	CAPO305870	DANRE30249
OG0005593	CAPO302759	DANRE41927, DANRE41929, DANRE41928
OG0005594	CAPO306885	DANRE10635
OG0005595	CAPO306737	DANRE30852
OG0005597	CAPO301334	DANRE15269, DANRE15270
OG0005598	CAPO300035	DANRE25018
OG0005599	CAPO302061	DANRE36072
OG0005600	CAPO300445	DANRE40275
OG0005603	CAPO303949	DANRE39411
OG0005604	CAPO303855	DANRE16557
OG0005605	CAPO300782	DANRE34529
OG0005608	CAPO303058	DANRE18051, DANRE09029, DANRE09028
OG0005611	CAPO304396	DANRE28958, DANRE28959
OG0005613	CAPO301790	DANRE11321, DANRE16822, DANRE16821
OG0005614	CAPO306809	DANRE04930
OG0005615	CAPO302186	DANRE31126
OG0005616	CAPO302310	DANRE17489
OG0005617	CAPO300131	DANRE36363, DANRE00407
OG0005618	CAPO307702	DANRE00178, DANRE00176, DANRE00177
OG0005620	CAPO306094	DANRE31254
OG0005621	CAPO308123	DANRE11716, DANRE11715
OG0005622	CAPO307903	DANRE18660
OG0005623	CAPO300779	DANRE05432, DANRE05431
OG0005624	CAPO300652	DANRE30720, DANRE30721
OG0005625	CAPO302221	DANRE06001
OG0005626	CAPO308220	DANRE01117, DANRE07553
OG0005629	CAPO302575	DANRE20590
OG0005630	CAPO301786, CAPO307219	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	CAPO300791	DANRE09424
OG0005632	CAPO303472	DANRE17405, DANRE17404
OG0005633	CAPO302097	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005636	CAPO302060	DANRE13481, DANRE13482
OG0005637	CAPO305600	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005639	CAPO306397	DANRE10666, DANRE18080, DANRE18081
OG0005641	CAPO302343	DANRE02949, DANRE02948, DANRE02947
OG0005642	CAPO307460	DANRE21297, DANRE02697
OG0005643	CAPO307244	DANRE36781
OG0005644	CAPO303605	DANRE20309, DANRE08252
OG0005645	CAPO300279	DANRE10983
OG0005649	CAPO304011	DANRE42185, DANRE42183, DANRE42184
OG0005651	CAPO301043	DANRE20915, DANRE20916
OG0005652	CAPO301437	DANRE02692, DANRE02690, DANRE02691
OG0005654	CAPO306680	DANRE24074, DANRE24075, DANRE33243
OG0005655	CAPO307743	DANRE15100
OG0005655	CAPO300096, CAPO304440	DANRE15099, DANRE15098, DANRE22619, DANRE40294
OG0005656	CAPO306816	DANRE04885, DANRE04886, DANRE04884
OG0005660	CAPO305277	DANRE34620
OG0005665	CAPO306931	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305, DANRE29818
OG0005681	CAPO302618	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005690	CAPO303792	DANRE10416
OG0005692	CAPO306503	DANRE21996, DANRE21995, DANRE42270
OG0005694	CAPO302741	DANRE12317, DANRE12318
OG0005695	CAPO303401	DANRE29499
OG0005700	CAPO302108	DANRE03723
OG0005701	CAPO304311	DANRE05393, DANRE05394
OG0005702	CAPO302394	DANRE08887
OG0005703	CAPO307490	DANRE33923
OG0005707	CAPO303751	DANRE20947
OG0005708	CAPO306478	DANRE10185, DANRE10184, DANRE10183
OG0005710	CAPO307544	DANRE21928, DANRE21925, DANRE21927, DANRE21926
OG0005712	CAPO302811	DANRE30485
OG0005714	CAPO302016	DANRE00374, DANRE00373
OG0005715	CAPO302774	DANRE43098
OG0005717	CAPO303289	DANRE09066, DANRE09067, DANRE09065
OG0005719	CAPO300934	DANRE22979
OG0005721	CAPO302442	DANRE35044
OG0005723	CAPO301560	DANRE41011, DANRE41012, DANRE41010
OG0005724	CAPO305737	DANRE20202
OG0005725	CAPO304382	DANRE03552, DANRE03553
OG0005726	CAPO306255	DANRE27236, DANRE27237, DANRE27238
OG0005728	CAPO300070	DANRE37055
OG0005731	CAPO304326	DANRE30002
OG0005732	CAPO306509	DANRE16848
OG0005733	CAPO307250	DANRE03975
OG0005734	CAPO307857	DANRE22995, DANRE20594
OG0005735	CAPO306353	DANRE34218
OG0005738	CAPO304853	DANRE26761
OG0005739	CAPO308247	DANRE23960
OG0005741	CAPO303042	DANRE03389
OG0005742	CAPO300464, CAPO302075	DANRE09529
OG0005744	CAPO302669	DANRE09821
OG0005746	CAPO304136	DANRE16685, DANRE16686
OG0005747	CAPO300949	DANRE23184, DANRE23183
OG0005749	CAPO300768	DANRE30710
OG0005750	CAPO304369	DANRE07024
OG0005751	CAPO302377	DANRE12107, DANRE12106
OG0005758	CAPO304832	DANRE07527, DANRE07528
OG0005759	CAPO305998	DANRE03860
OG0005762	CAPO307808	DANRE22206
OG0005764	CAPO302285	DANRE09780
OG0005766	CAPO307164	DANRE13270
OG0005769	CAPO301036	DANRE17644, DANRE17643, DANRE17645
OG0005770	CAPO306340	DANRE12661, DANRE12660
OG0005771	CAPO301571	DANRE14116, DANRE14114, DANRE14115
OG0005774	CAPO303542	DANRE22637
OG0005775	CAPO306153	DANRE03621
OG0005776	CAPO303568, CAPO307316	DANRE05180
OG0005777	CAPO300042	DANRE04533, DANRE04532
OG0005779	CAPO306436	DANRE40753, DANRE40752
OG0005781	CAPO303884	DANRE42324, DANRE42323
OG0005782	CAPO300230	DANRE06437
OG0005783	CAPO303474	DANRE19394, DANRE19393
OG0005784	CAPO302307	DANRE05427, DANRE05426, DANRE05425
OG0005787	CAPO307830	DANRE38319
OG0005788	CAPO300037	DANRE02080
OG0005789	CAPO303327	DANRE38286
OG0005790	CAPO304988	DANRE05586
OG0005792	CAPO301624	DANRE00903
OG0005793	CAPO300669	DANRE26367
OG0005794	CAPO302027	DANRE03459, DANRE03461, DANRE03460
OG0005795	CAPO305005	DANRE41201
OG0005796	CAPO305004	DANRE35301
OG0005797	CAPO301712	DANRE06686
OG0005799	CAPO305503	DANRE07255, DANRE07256
OG0005800	CAPO306663, CAPO303116	DANRE14375, DANRE14374
OG0005801	CAPO305293	DANRE10200
OG0005803	CAPO307068	DANRE42298
OG0005805	CAPO302538	DANRE33433, DANRE33434
OG0005807	CAPO304282	DANRE42401
OG0005808	CAPO300610	DANRE36615
OG0005810	CAPO305026	DANRE09119, DANRE09118
OG0005811	CAPO304151	DANRE30619
OG0005812	CAPO305500	DANRE06734, DANRE06736, DANRE06735
OG0005814	CAPO301343	DANRE00480, DANRE00481, DANRE00482
OG0005815	CAPO306106	DANRE35338, DANRE35339
OG0005817	CAPO300290	DANRE08196
OG0005818	CAPO302009	DANRE25883
OG0005819	CAPO301574	DANRE29106
OG0005821	CAPO300824	DANRE09701, DANRE09702
OG0005823	CAPO300775	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005824	CAPO303629	DANRE28405, DANRE28404, DANRE28406
OG0005825	CAPO302227	DANRE16741, DANRE16740, DANRE16743
OG0005828	CAPO303954	DANRE11026
OG0005831	CAPO302864	DANRE03042, DANRE03041
OG0005832	CAPO302018	DANRE12840
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	DANRE31116, DANRE31115, DANRE31117
OG0005835	CAPO306285	DANRE22723
OG0005837	CAPO300250	DANRE28876
OG0005838	CAPO302560	DANRE25892, DANRE25891
OG0005840	CAPO305424	DANRE11184
OG0005842	CAPO304596	DANRE01807
OG0005843	CAPO307528	DANRE27852, DANRE27853
OG0005845	CAPO307070	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005847	CAPO305680	DANRE18614
OG0005848	CAPO307829	DANRE29474
OG0005849	CAPO303230	DANRE42620
OG0005850	CAPO307194	DANRE02454
OG0005851	CAPO302674	DANRE39994, DANRE39993
OG0005852	CAPO306738	DANRE40523, DANRE40522
OG0005853	CAPO305397	DANRE11871, DANRE11872, DANRE11870
OG0005856	CAPO308178	DANRE11367, DANRE11368, DANRE11366
OG0005857	CAPO301639	DANRE08223, DANRE08222
OG0005858	CAPO305203	DANRE33663
OG0005859	CAPO307160	DANRE39604, DANRE43327
OG0005860	CAPO300029	DANRE40800
OG0005863	CAPO304301	DANRE29066
OG0005864	CAPO301932	DANRE00114
OG0005865	CAPO303346	DANRE36625, DANRE36626
OG0005866	CAPO302021	DANRE11579
OG0005869	CAPO305217	DANRE36892, DANRE36893
OG0005870	CAPO305120	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558
OG0005872	CAPO301101	DANRE10465, DANRE10464
OG0005874	CAPO301503	DANRE42750
OG0005875	CAPO307256	DANRE12228
OG0005876	CAPO301107	DANRE36601, DANRE36602, DANRE36600
OG0005877	CAPO303218	DANRE02122
OG0005878	CAPO307565	DANRE18819, DANRE18818
OG0005879	CAPO305924	DANRE10234
OG0005880	CAPO303914	DANRE21270, DANRE21271
OG0005884	CAPO302326	DANRE17605
OG0005886	CAPO302755	DANRE11989
OG0005887	CAPO307435, CAPO303666	DANRE35050
OG0005888	CAPO305237	DANRE30287
OG0005889	CAPO306476	DANRE38035
OG0005890	CAPO303293	DANRE23385, DANRE23386
OG0005892	CAPO304793	DANRE12851
OG0005893	CAPO302656	DANRE16112
OG0005894	CAPO302802	DANRE15347, DANRE20229, DANRE20228, DANRE06636
OG0005897	CAPO306226	DANRE15609
OG0005898	CAPO304352	DANRE42374
OG0005899	CAPO306295	DANRE30256
OG0005901	CAPO307343	DANRE12702
OG0005902	CAPO305014, CAPO305124	DANRE14687
OG0005903	CAPO306042	DANRE12234
OG0005904	CAPO308290	DANRE25660, DANRE25661
OG0005907	CAPO306181	DANRE25622, DANRE25623
OG0005909	CAPO304980	DANRE26562, DANRE26561
OG0005914	CAPO304812	DANRE02261
OG0005915	CAPO301830	DANRE42907, DANRE42908, DANRE42906
OG0005918	CAPO304132	DANRE26860, DANRE26859
OG0005919	CAPO301677	DANRE27437
OG0005921	CAPO301707	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	CAPO301561	DANRE01622
OG0005923	CAPO302607	DANRE37950
OG0005924	CAPO300900	DANRE26067, DANRE26068, DANRE26069
OG0005926	CAPO306981	DANRE27181
OG0005929	CAPO308208	DANRE28880, DANRE28882, DANRE28881, DANRE35644
OG0005931	CAPO306162	DANRE37655
OG0005932	CAPO300797	DANRE12427, DANRE12426
OG0005933	CAPO301858	DANRE33836, DANRE33835, DANRE35227
OG0005936	CAPO302424	DANRE39451, DANRE39450
OG0005937	CAPO304550	DANRE12548, DANRE12547, DANRE12549
OG0005938	CAPO300395	DANRE19752, DANRE19751, DANRE19753
OG0005940	CAPO300232	DANRE18047
OG0005941	CAPO302544	DANRE17403, DANRE17402
OG0005942	CAPO305649	DANRE01018, DANRE01019
OG0005943	CAPO304448	DANRE28508
OG0005944	CAPO302321	DANRE04523, DANRE04524
OG0005946	CAPO302043	DANRE40755, DANRE40756
OG0005947	CAPO308067, CAPO304545	DANRE16088
OG0005949	CAPO305776	DANRE36776
OG0005950	CAPO302730	DANRE12068
OG0005951	CAPO305823	DANRE01837, DANRE01838, DANRE01839, DANRE01836
OG0005952	CAPO302748	DANRE00112, DANRE00113
OG0005953	CAPO300018	DANRE34696, DANRE34697
OG0005954	CAPO300472	DANRE25527
OG0005955	CAPO308169	DANRE41176, DANRE41175
OG0005958	CAPO305231	DANRE17947, DANRE11895
OG0005959	CAPO303727	DANRE13565
OG0005960	CAPO306619	DANRE06005
OG0005961	CAPO301401	DANRE36709, DANRE36708
OG0005965	CAPO304971	DANRE07318, DANRE07317, DANRE15870
OG0005966	CAPO303149	DANRE30542, DANRE30541
OG0005967	CAPO304145	DANRE29460, DANRE29461
OG0005968	CAPO307899	DANRE17712
OG0005969	CAPO304815	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	CAPO300012	DANRE21493
OG0005972	CAPO306254	DANRE18881
OG0005973	CAPO301806	DANRE05641
OG0005974	CAPO300269	DANRE17648
OG0005975	CAPO301864	DANRE42437, DANRE42436, DANRE20525
OG0005976	CAPO304330	DANRE42119, DANRE42118
OG0005977	CAPO302621	DANRE31405, DANRE31403, DANRE31404
OG0005978	CAPO302579	DANRE15157
OG0005981	CAPO305244	DANRE18909
OG0005982	CAPO302153	DANRE00484, DANRE00483
OG0005983	CAPO305305	DANRE36502
OG0005984	CAPO303854	DANRE19178, DANRE19177
OG0005985	CAPO305361	DANRE33946
OG0005986	CAPO306131	DANRE11830, DANRE37149
OG0005987	CAPO307262	DANRE20527
OG0005988	CAPO306075	DANRE05183
OG0005989	CAPO304449	DANRE26234
OG0005991	CAPO304070	DANRE25006
OG0005993	CAPO301813	DANRE22273, DANRE22274
OG0005996	CAPO304073	DANRE13892, DANRE13893, DANRE10358
OG0005997	CAPO307298	DANRE17481, DANRE17483, DANRE17482, DANRE26191, DANRE12999, DANRE13000
OG0005998	CAPO304281	DANRE40594, DANRE19430
OG0006000	CAPO304784	DANRE18864
OG0006001	CAPO300287	DANRE25824
OG0006002	CAPO300104	DANRE31475, DANRE31474, DANRE31473
OG0006003	CAPO307004	DANRE35433, DANRE35432, DANRE35431
OG0006005	CAPO300498	DANRE20235
OG0006006	CAPO303456	DANRE34557
OG0006008	CAPO304325	DANRE02968, DANRE02967
OG0006009	CAPO302680	DANRE16038, DANRE16039
OG0006011	CAPO305929	DANRE33317
OG0006012	CAPO306003	DANRE25962, DANRE25963, DANRE25961, DANRE38412
OG0006013	CAPO306786	DANRE14651, DANRE14650
OG0006031	CAPO307805	DANRE12894, DANRE38362
OG0006059	CAPO306968	DANRE03446
OG0006062	CAPO305933	DANRE28758, DANRE28759
OG0006063	CAPO300774	DANRE20565, DANRE20567, DANRE20566
OG0006064	CAPO304870	DANRE20071
OG0006065	CAPO301967	DANRE40647, DANRE40645, DANRE40646, DANRE40648
OG0006066	CAPO300852	DANRE41650, DANRE16622
OG0006069	CAPO305608	DANRE30008
OG0006072	CAPO303438	DANRE38386
OG0006073	CAPO303232	DANRE08194
OG0006074	CAPO305192	DANRE17468, DANRE17467
OG0006075	CAPO300591	DANRE04543
OG0006079	CAPO300122	DANRE25248, DANRE25247
OG0006081	CAPO304015	DANRE31421
OG0006084	CAPO303975	DANRE15943, DANRE15942
OG0006085	CAPO306971	DANRE25506, DANRE25507, DANRE00323
OG0006087	CAPO307633	DANRE37182, DANRE43283, DANRE37181
OG0006090	CAPO303628	DANRE04442
OG0006094	CAPO301083	DANRE07517, DANRE07516
OG0006095	CAPO308333, CAPO301147	DANRE17173
OG0006096	CAPO305316	DANRE01527
OG0006097	CAPO305425	DANRE24039
OG0006098	CAPO300607	DANRE23818
OG0006101	CAPO301377	DANRE37585, DANRE37584, DANRE37582, DANRE37583
OG0006103	CAPO308138	DANRE18499, DANRE18498
OG0006108	CAPO302650	DANRE09233
OG0006110	CAPO302693	DANRE22911, DANRE02528, DANRE02529
OG0006111	CAPO304724	DANRE00805
OG0006113	CAPO307626	DANRE24651, DANRE24652, DANRE24653
OG0006114	CAPO304178	DANRE40471, DANRE40472
OG0006115	CAPO306466	DANRE18916
OG0006116	CAPO304187	DANRE19983
OG0006117	CAPO302456	DANRE35996
OG0006118	CAPO306890	DANRE13598
OG0006119	CAPO305308	DANRE06328, DANRE06329
OG0006121	CAPO308090	DANRE20242
OG0006122	CAPO302744	DANRE03702
OG0006124	CAPO304805	DANRE17897, DANRE17898
OG0006125	CAPO306355	DANRE34373
OG0006127	CAPO301362	DANRE12645, DANRE12644
OG0006128	CAPO301150	DANRE25427
OG0006129	CAPO300938	DANRE15890
OG0006131	CAPO303965	DANRE29539, DANRE29540, DANRE29541
OG0006132	CAPO307591	DANRE05752, DANRE05754, DANRE05753
OG0006133	CAPO304297	DANRE02123
OG0006134	CAPO307652	DANRE10582, DANRE10584, DANRE10583
OG0006135	CAPO307747	DANRE11159
OG0006136	CAPO304577	DANRE43216, DANRE43217
OG0006137	CAPO303566	DANRE13724, DANRE13723
OG0006139	CAPO301488	DANRE31584, DANRE31583, DANRE36623
OG0006140	CAPO301396	DANRE01106, DANRE01107
OG0006141	CAPO302378	DANRE25157
OG0006144	CAPO307727	DANRE37479
OG0006145	CAPO304370	DANRE22910
OG0006147	CAPO306222	DANRE01741
OG0006147	CAPO300242	DANRE01484, DANRE01486
OG0006148	CAPO302407	DANRE00422
OG0006149	CAPO301175	DANRE22999, DANRE22998
OG0006151	CAPO304128	DANRE02178, DANRE02179, DANRE02177
OG0006152	CAPO306493	DANRE23287, DANRE23286
OG0006153	CAPO305107	DANRE15824, DANRE07083
OG0006155	CAPO301956	DANRE09888, DANRE09887
OG0006156	CAPO304652	DANRE05993, DANRE05992
OG0006158	CAPO307937	DANRE18011, DANRE11810
OG0006159	CAPO307030	DANRE35670
OG0006160	CAPO304978	DANRE30910
OG0006161	CAPO301615	DANRE09532, DANRE14318
OG0006162	CAPO300392	DANRE01816, DANRE01817
OG0006164	CAPO307640	DANRE38641
OG0006168	CAPO306154	DANRE30290, DANRE30289
OG0006169	CAPO305149	DANRE19880, DANRE19879
OG0006177	CAPO306017	DANRE37713, DANRE37714
OG0006178	CAPO306742	DANRE20288
OG0006179	CAPO307840	DANRE07721
OG0006180	CAPO308064	DANRE26681, DANRE26680
OG0006181	CAPO308207	DANRE13257
OG0006182	CAPO300329	DANRE24692
OG0006183	CAPO306749	DANRE29713, DANRE29714
OG0006185	CAPO301640	DANRE27169, DANRE27168, DANRE27167
OG0006186	CAPO304672	DANRE40100, DANRE40101
OG0006187	CAPO303722	DANRE13904
OG0006188	CAPO307979	DANRE07386, DANRE43366
OG0006190	CAPO304791	DANRE06601
OG0006191	CAPO301907	DANRE39537
OG0006192	CAPO308099	DANRE05771, DANRE05775
OG0006195	CAPO308346, CAPO305489	DANRE29880
OG0006196	CAPO304854	DANRE07513
OG0006198	CAPO306368	DANRE04521, DANRE04520
