Orthogroup	CAPO3	ORYLA
OG0005792	CAPO301624	ORYLA18637
OG0005793	CAPO300669	ORYLA07054
OG0005794	CAPO302027	ORYLA09326
OG0005795	CAPO305005	ORYLA17869
OG0005796	CAPO305004	ORYLA17559
OG0005797	CAPO301712	ORYLA18216
OG0005799	CAPO305503	ORYLA01072
OG0005800	CAPO306663, CAPO303116	ORYLA01809
OG0005801	CAPO305293	ORYLA20361
OG0005803	CAPO307068	ORYLA09410
OG0005805	CAPO302538	ORYLA04527
OG0005807	CAPO304282	ORYLA01224
OG0005808	CAPO300610	ORYLA13733
OG0005810	CAPO305026	ORYLA20379
OG0005811	CAPO304151	ORYLA11574
OG0005812	CAPO305500	ORYLA01100
OG0005814	CAPO301343	ORYLA02975
OG0005815	CAPO306106	ORYLA02282
OG0005817	CAPO300290	ORYLA02525
OG0005818	CAPO302009	ORYLA15368
OG0005819	CAPO301574	ORYLA17070
OG0005821	CAPO300824	ORYLA05556
OG0005823	CAPO300775	ORYLA04103
OG0005824	CAPO303629	ORYLA12812
OG0005828	CAPO303954	ORYLA17775, ORYLA18417
OG0005831	CAPO302864	ORYLA19768
OG0005832	CAPO302018	ORYLA20295
OG0005835	CAPO306285	ORYLA15968
OG0005837	CAPO300250	ORYLA17100
OG0005838	CAPO302560	ORYLA15364
OG0005840	CAPO305424	ORYLA04946
OG0005842	CAPO304596	ORYLA13693
OG0005843	CAPO307528	ORYLA06467
OG0005845	CAPO307070	ORYLA03266
OG0005847	CAPO305680	ORYLA11529
OG0005848	CAPO307829	ORYLA16342
OG0005849	CAPO303230	ORYLA09685
OG0005850	CAPO307194	ORYLA13872
OG0005851	CAPO302674	ORYLA13639
OG0005852	CAPO306738	ORYLA15830
OG0005853	CAPO305397	ORYLA10472, ORYLA11336
OG0005857	CAPO301639	ORYLA03540
OG0005858	CAPO305203	ORYLA17612
OG0005859	CAPO307160	ORYLA17362
OG0005860	CAPO300029	ORYLA17529
OG0005863	CAPO304301	ORYLA16762
OG0005864	CAPO301932	ORYLA02335, ORYLA02336
OG0005865	CAPO303346	ORYLA18711
OG0005866	CAPO302021	ORYLA10406
OG0005869	CAPO305217	ORYLA14537
OG0005870	CAPO305120	ORYLA06800
OG0005872	CAPO301101	ORYLA06151
OG0005874	CAPO301503	ORYLA08436, ORYLA08808
OG0005875	CAPO307256	ORYLA03096
OG0005876	CAPO301107	ORYLA13721
OG0005877	CAPO303218	ORYLA12771
OG0005878	CAPO307565	ORYLA11425, ORYLA11426
OG0005879	CAPO305924	ORYLA06023
OG0005880	CAPO303914	ORYLA20156
OG0005884	CAPO302326	ORYLA11455
OG0005886	CAPO302755	ORYLA10508
OG0005887	CAPO307435, CAPO303666	ORYLA04540
OG0005888	CAPO305237	ORYLA16571
OG0005889	CAPO306476	ORYLA07548
OG0005890	CAPO303293	ORYLA11535
OG0005892	CAPO304793	ORYLA12431
OG0005893	CAPO302656	ORYLA04914
OG0005894	CAPO302802	ORYLA08719, ORYLA03910, ORYLA01239
OG0005897	CAPO306226	ORYLA19507
OG0005898	CAPO304352	ORYLA09769
OG0005899	CAPO306295	ORYLA16594
OG0005901	CAPO307343	ORYLA15179
OG0005902	CAPO305014, CAPO305124	ORYLA02177
OG0005903	CAPO306042	ORYLA03025
OG0005904	CAPO308290	ORYLA14733
OG0005907	CAPO306181	ORYLA10740, ORYLA15224
OG0005909	CAPO304980	ORYLA13661
OG0005914	CAPO304812	ORYLA14072
OG0005915	CAPO301830	ORYLA09945
OG0005918	CAPO304132	ORYLA06801
OG0005919	CAPO301677	ORYLA06790
OG0005921	CAPO301707	ORYLA03161
OG0005922	CAPO301561	ORYLA14270
OG0005923	CAPO302607	ORYLA07288, ORYLA07289
OG0005924	CAPO300900	ORYLA10431
OG0005926	CAPO306981	ORYLA06535
OG0005929	CAPO308208	ORYLA17102
OG0005931	CAPO306162	ORYLA12693
OG0005932	CAPO300797	ORYLA15050
OG0005933	CAPO301858	ORYLA04204
OG0005936	CAPO302424	ORYLA00036
OG0005937	CAPO304550	ORYLA15356
OG0005938	CAPO300395	ORYLA02948
OG0005940	CAPO300232	ORYLA11953
OG0005941	CAPO302544	ORYLA11974
OG0005942	CAPO305649	ORYLA20255
OG0005943	CAPO304448	ORYLA17027
OG0005944	CAPO302321	ORYLA05011
OG0005946	CAPO302043	ORYLA16047
OG0005947	CAPO308067, CAPO304545	ORYLA04618
OG0005949	CAPO305776	ORYLA17627
OG0005950	CAPO302730	ORYLA10694
OG0005951	CAPO305823	ORYLA13200
OG0005952	CAPO302748	ORYLA17339
OG0005953	CAPO300018	ORYLA17714
OG0005954	CAPO300472	ORYLA15255
OG0005955	CAPO308169	ORYLA17735
OG0005958	CAPO305231	ORYLA11466, ORYLA11465, ORYLA10767
OG0005959	CAPO303727	ORYLA01636
OG0005960	CAPO306619	ORYLA14080
OG0005961	CAPO301401	ORYLA13699
OG0005965	CAPO304971	ORYLA00501
OG0005966	CAPO303149	ORYLA16765
OG0005967	CAPO304145	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	CAPO307899	ORYLA06981
OG0005969	CAPO304815	ORYLA05253
OG0005970	CAPO300012	ORYLA12936
OG0005972	CAPO306254	ORYLA13344
OG0005973	CAPO301806	ORYLA10086
OG0005974	CAPO300269	ORYLA12871
OG0005975	CAPO301864	ORYLA09620
OG0005976	CAPO304330	ORYLA10048
OG0005977	CAPO302621	ORYLA11110
OG0005978	CAPO302579	ORYLA18813
OG0005981	CAPO305244	ORYLA13340
OG0005982	CAPO302153	ORYLA02398
OG0005983	CAPO305305	ORYLA13523
OG0005984	CAPO303854	ORYLA02487
OG0005985	CAPO305361	ORYLA17726
OG0005986	CAPO306131	ORYLA07662
OG0005987	CAPO307262	ORYLA04335
OG0005988	CAPO306075	ORYLA05096
OG0005989	CAPO304449	ORYLA14612, ORYLA14611
OG0005991	CAPO304070	ORYLA14694
OG0005993	CAPO301813	ORYLA15988
OG0005996	CAPO304073	ORYLA05372
OG0005997	CAPO307298	ORYLA14583, ORYLA12455
OG0005998	CAPO304281	ORYLA02760
OG0006000	CAPO304784	ORYLA11444
OG0006001	CAPO300287	ORYLA14912
OG0006002	CAPO300104	ORYLA11186
OG0006003	CAPO307004	ORYLA00268
OG0006005	CAPO300498	ORYLA04614
OG0006006	CAPO303456	ORYLA18043
OG0006008	CAPO304325	ORYLA00733
OG0006009	CAPO302680	ORYLA19597, ORYLA18623
OG0006011	CAPO305929	ORYLA04360
OG0006012	CAPO306003	ORYLA12331
OG0006013	CAPO306786	ORYLA02083, ORYLA02084
OG0006031	CAPO307805	ORYLA12601
OG0006059	CAPO306968	ORYLA09031
OG0006062	CAPO305933	ORYLA16708
OG0006063	CAPO300774	ORYLA03877
OG0006064	CAPO304870	ORYLA04445
OG0006065	CAPO301967	ORYLA17451
OG0006066	CAPO300852	ORYLA09975
OG0006069	CAPO305608	ORYLA16979
OG0006072	CAPO303438	ORYLA12315
OG0006073	CAPO303232	ORYLA03080
OG0006074	CAPO305192	ORYLA11388
OG0006075	CAPO300591	ORYLA04806
OG0006079	CAPO300122	ORYLA15110
OG0006084	CAPO303975	ORYLA00533
OG0006085	CAPO306971	ORYLA15317
OG0006087	CAPO307633	ORYLA07572
OG0006094	CAPO301083	ORYLA03339
OG0006095	CAPO308333, CAPO301147	ORYLA00577
OG0006096	CAPO305316	ORYLA02341
OG0006097	CAPO305425	ORYLA08979
OG0006098	CAPO300607	ORYLA08847
OG0006103	CAPO308138	ORYLA11324
OG0006107	CAPO302627	ORYLA14542
OG0006108	CAPO302650	ORYLA05895
OG0006110	CAPO302693	ORYLA14511, ORYLA14510
OG0006111	CAPO304724	ORYLA04074, ORYLA03212
OG0006113	CAPO307626	ORYLA07029
OG0006114	CAPO304178	ORYLA15533
OG0006115	CAPO306466	ORYLA11548
OG0006117	CAPO302456	ORYLA00077
OG0006118	CAPO306890	ORYLA18840, ORYLA05452
OG0006119	CAPO305308	ORYLA20488
OG0006121	CAPO308090	ORYLA19436
OG0006122	CAPO302744	ORYLA08367
OG0006124	CAPO304805	ORYLA11506
OG0006125	CAPO306355	ORYLA09691
OG0006127	CAPO301362	ORYLA15251
OG0006128	CAPO301150	ORYLA15261
OG0006129	CAPO300938	ORYLA00354
OG0006131	CAPO303965	ORYLA16375, ORYLA07912
OG0006132	CAPO307591	ORYLA05048
OG0006133	CAPO304297	ORYLA12772
OG0006134	CAPO307652	ORYLA05638
OG0006136	CAPO304577	ORYLA09430
OG0006137	CAPO303566	ORYLA02042
OG0006139	CAPO301488	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	CAPO301396	ORYLA15551
OG0006141	CAPO302378	ORYLA12129
OG0006144	CAPO307727	ORYLA07543
OG0006145	CAPO304370	ORYLA20229
OG0006148	CAPO302407	ORYLA02358
OG0006149	CAPO301175	ORYLA10488
OG0006151	CAPO304128	ORYLA14513
OG0006152	CAPO306493	ORYLA11733
OG0006153	CAPO305107	ORYLA20426
OG0006155	CAPO301956	ORYLA06089
OG0006156	CAPO304652	ORYLA00926
OG0006158	CAPO307937	ORYLA10442
OG0006159	CAPO307030	ORYLA19153
OG0006160	CAPO304978	ORYLA19637
OG0006161	CAPO301615	ORYLA01833, ORYLA05612
OG0006162	CAPO300392	ORYLA13159
OG0006164	CAPO307640	ORYLA19800
OG0006168	CAPO306154	ORYLA16569
OG0006169	CAPO305149	ORYLA04271
OG0006176	CAPO304797	ORYLA10315
OG0006177	CAPO306017	ORYLA12090
OG0006178	CAPO306742	ORYLA04504
OG0006179	CAPO307840	ORYLA03657
OG0006180	CAPO308064	ORYLA06973
OG0006181	CAPO308207	ORYLA03672
OG0006182	CAPO300329	ORYLA08344
OG0006183	CAPO306749	ORYLA16825
OG0006185	CAPO301640	ORYLA06316
OG0006186	CAPO304672	ORYLA13046
OG0006187	CAPO303722	ORYLA18889
OG0006188	CAPO307979	ORYLA20449
OG0006190	CAPO304791	ORYLA01121
OG0006191	CAPO301907	ORYLA17482
OG0006192	CAPO308099	ORYLA04658
OG0006195	CAPO308346, CAPO305489	ORYLA17204
OG0006196	CAPO304854	ORYLA03362
OG0006198	CAPO306368	ORYLA05262
OG0006199	CAPO307861	ORYLA07760
OG0006200	CAPO306047	ORYLA00176
OG0006202	CAPO307311	ORYLA06744
OG0006204	CAPO307074	ORYLA07934
OG0006205	CAPO306928	ORYLA19412
OG0006206	CAPO308060	ORYLA11658, ORYLA10666, ORYLA11666
OG0006209	CAPO303208	ORYLA18078
OG0006210	CAPO301051	ORYLA02264
OG0006211	CAPO305755	ORYLA16185
OG0006214	CAPO305313	ORYLA11041
OG0006216	CAPO304328	ORYLA19823
OG0006225	CAPO307529	ORYLA00226
OG0006226	CAPO303955	ORYLA02359
OG0006227	CAPO304192	ORYLA17980
OG0006229	CAPO306729	ORYLA00480
OG0006230	CAPO303003	ORYLA20084
OG0006233	CAPO307263	ORYLA13531
OG0006234	CAPO305546	ORYLA13453
OG0006235	CAPO300217	ORYLA14597
OG0006237	CAPO302524	ORYLA15408
OG0006243	CAPO301646	ORYLA14098
OG0006244	CAPO306900	ORYLA02710
OG0006245	CAPO307777	ORYLA08633
OG0006249	CAPO304667	ORYLA07428
OG0006250	CAPO301165	ORYLA01481
OG0006251	CAPO302342	ORYLA03699
OG0006252	CAPO304131	ORYLA05842
OG0006253	CAPO307341	ORYLA12949
OG0006254	CAPO305073	ORYLA01467
OG0006257	CAPO305440	ORYLA05204
OG0006258	CAPO300398	ORYLA02984
OG0006260	CAPO300587	ORYLA18938
OG0006261	CAPO305676	ORYLA11026, ORYLA14160
OG0006262	CAPO307596	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	CAPO307994	ORYLA09051
OG0006264	CAPO304943	ORYLA17584
OG0006267	CAPO300629	ORYLA02355
OG0006268	CAPO305663	ORYLA16048
OG0006271	CAPO306714	ORYLA08585
OG0006272	CAPO300074	ORYLA17653, ORYLA02479, ORYLA07311
OG0006275	CAPO304219	ORYLA10683
OG0006277	CAPO307602	ORYLA03972, ORYLA03476
OG0006278	CAPO305153	ORYLA06895, ORYLA16134
OG0006279	CAPO307288	ORYLA09965
OG0006280	CAPO308182	ORYLA11567
OG0006281	CAPO302129	ORYLA20123
OG0006284	CAPO301681	ORYLA09690
OG0006285	CAPO301258	ORYLA17251
OG0006286	CAPO304212	ORYLA07043
OG0006287	CAPO302795	ORYLA04687
OG0006288	CAPO300129	ORYLA10709
OG0006289	CAPO306652	ORYLA14057, ORYLA16007
OG0006291	CAPO308081	ORYLA13632
OG0006294	CAPO301151	ORYLA11427
OG0006295	CAPO307143	ORYLA20007
OG0006297	CAPO301937	ORYLA13740
OG0006298	CAPO306805	ORYLA16187
OG0006299	CAPO305899	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	CAPO306072	ORYLA10259
OG0006305	CAPO303850	ORYLA00895, ORYLA00418
OG0006306	CAPO303905	ORYLA05428
OG0006309	CAPO304441	ORYLA11286
OG0006311	CAPO300748	ORYLA14691
OG0006313	CAPO306539	ORYLA18940
OG0006314	CAPO308085, CAPO301326	ORYLA09968
OG0006317	CAPO301551	ORYLA05717
OG0006320	CAPO303864	ORYLA15063
OG0006322	CAPO305971	ORYLA20137
OG0006323	CAPO300361	ORYLA08641
OG0006324	CAPO307431	ORYLA07027
OG0006329	CAPO306283	ORYLA17793
OG0006330	CAPO301590	ORYLA12144
OG0006331	CAPO301721	ORYLA03044
OG0006332	CAPO306801	ORYLA12489
OG0006334	CAPO302140	ORYLA00853
OG0006335	CAPO305790	ORYLA13756
OG0006338	CAPO300367	ORYLA07080, ORYLA13064
OG0006339	CAPO306751	ORYLA02765
OG0006340	CAPO306725	ORYLA05277
OG0006341	CAPO303256	ORYLA17094
OG0006344	CAPO307345	ORYLA09235, ORYLA07107
OG0006346	CAPO305832	ORYLA03560
OG0006347	CAPO305184	ORYLA08655
OG0006350	CAPO302433	ORYLA05826
OG0006352	CAPO301346	ORYLA00408, ORYLA01498
OG0006353	CAPO301517	ORYLA03383
OG0006355	CAPO307129	ORYLA14059
OG0006356	CAPO305164	ORYLA04352
OG0006359	CAPO300583	ORYLA06276
OG0006360	CAPO304103	ORYLA11287
OG0006361	CAPO308070	ORYLA15180
OG0006362	CAPO308308	ORYLA05430
OG0006363	CAPO301002	ORYLA04345
OG0006365	CAPO300671	ORYLA07547
OG0006370	CAPO300348	ORYLA09199
OG0006372	CAPO304608	ORYLA10156
OG0006375	CAPO306256	ORYLA07773
OG0006377	CAPO307494	ORYLA02527
OG0006381	CAPO301472	ORYLA11043, ORYLA15094
OG0006382	CAPO307026	ORYLA10097, ORYLA10098
OG0006383	CAPO303174	ORYLA04517
OG0006384	CAPO305941	ORYLA17068
OG0006386	CAPO303165	ORYLA19015
OG0006387	CAPO306319	ORYLA10627
OG0006389	CAPO302170	ORYLA12499
OG0006390	CAPO308093	ORYLA19642
OG0006392	CAPO305806	ORYLA09388
OG0006394	CAPO302470	ORYLA00283
OG0006395	CAPO300149	ORYLA19863
OG0006399	CAPO307228	ORYLA17610
OG0006443	CAPO300234	ORYLA04866
OG0006447	CAPO302283	ORYLA18018
OG0006448	CAPO301094	ORYLA06428, ORYLA06429
OG0006449	CAPO305961	ORYLA02199
OG0006456	CAPO300992	ORYLA01861
OG0006457	CAPO306648	ORYLA14262
OG0006459	CAPO307843	ORYLA14803
OG0006460	CAPO308313	ORYLA04920
OG0006461	CAPO306350	ORYLA15523
OG0006462	CAPO300662	ORYLA07799
OG0006464	CAPO307754	ORYLA13278
OG0006465	CAPO307052	ORYLA00104
OG0006467	CAPO301292	ORYLA12385
OG0006468	CAPO303390	ORYLA19099
OG0006469	CAPO302486	ORYLA00255
OG0006470	CAPO300984	ORYLA00368
OG0006471	CAPO303440	ORYLA19660
OG0006474	CAPO300155	ORYLA17369
OG0006475	CAPO301888	ORYLA09150
OG0006476	CAPO300216	ORYLA04028
OG0006478	CAPO301079	ORYLA18550
OG0006479	CAPO304002	ORYLA15648
OG0006480	CAPO300197	ORYLA00896
OG0006481	CAPO307580	ORYLA04413
OG0006482	CAPO305654	ORYLA17211
OG0006485	CAPO307612	ORYLA07384, ORYLA07383
OG0006487	CAPO300649	ORYLA15532, ORYLA15531
OG0006488	CAPO301772	ORYLA03055
OG0006490	CAPO301539	ORYLA14766
OG0006491	CAPO300606	ORYLA08851
OG0006493	CAPO306548	ORYLA06218
OG0006496	CAPO304473	ORYLA06776
OG0006498	CAPO301440	ORYLA10742
OG0006501	CAPO307734	ORYLA03041
OG0006502	CAPO301087	ORYLA16801, ORYLA16800
OG0006503	CAPO304660	ORYLA00936
OG0006504	CAPO302154	ORYLA03965
OG0006505	CAPO301510	ORYLA08906, ORYLA06614
OG0006507	CAPO301032	ORYLA15791, ORYLA15790
OG0006508	CAPO301635	ORYLA14077
OG0006509	CAPO304681	ORYLA07227
OG0006510	CAPO300081	ORYLA14338
OG0006512	CAPO301701	ORYLA01466
OG0006514	CAPO304095	ORYLA20423
OG0006515	CAPO306459	ORYLA10705
OG0006516	CAPO305607	ORYLA10111, ORYLA10110
OG0006517	CAPO300477	ORYLA06301
OG0006519	CAPO308006	ORYLA11456
OG0006520	CAPO300668	ORYLA04037
OG0006523	CAPO302914	ORYLA03670
OG0006526	CAPO303623	ORYLA19079
OG0006532	CAPO304147	ORYLA12770
OG0006536	CAPO305735	ORYLA00277
OG0006538	CAPO305091	ORYLA12235
OG0006540	CAPO304760	ORYLA04334
OG0006542	CAPO305168	ORYLA04038
OG0006543	CAPO305452	ORYLA05121
OG0006544	CAPO306101	ORYLA13799
OG0006545	CAPO307929	ORYLA01750
OG0006547	CAPO301259	ORYLA04432
OG0006549	CAPO306040	ORYLA10840
OG0006550	CAPO307487	ORYLA11254
OG0006552	CAPO301957	ORYLA02423
OG0006553	CAPO308128	ORYLA00553
OG0006554	CAPO306525	ORYLA02770
OG0006555	CAPO305951	ORYLA08557
OG0006556	CAPO304941	ORYLA10590
OG0006557	CAPO300124	ORYLA17641
OG0006561	CAPO300890	ORYLA11401
OG0006562	CAPO303607	ORYLA02977
OG0006566	CAPO303944	ORYLA16816
OG0006568	CAPO303043	ORYLA00111
OG0006569	CAPO300856	ORYLA04751
OG0006570	CAPO302571	ORYLA02088
OG0006571	CAPO306740	ORYLA18093
OG0006573	CAPO306413	ORYLA04375
OG0006577	CAPO300858	ORYLA04095
OG0006578	CAPO303393	ORYLA02514
OG0006580	CAPO306179	ORYLA18562
OG0006581	CAPO300223	ORYLA14939
OG0006583	CAPO308147	ORYLA11606
OG0006584	CAPO304380	ORYLA05604
OG0006586	CAPO300241	ORYLA14580
OG0006590	CAPO304634	ORYLA15302
OG0006591	CAPO306654	ORYLA05510
OG0006592	CAPO302105	ORYLA15483
OG0006594	CAPO305352	ORYLA07714
OG0006595	CAPO306726	ORYLA08079
OG0006597	CAPO306143	ORYLA00971
OG0006598	CAPO303505	ORYLA17695
OG0006600	CAPO300993	ORYLA20055, ORYLA20054
OG0006602	CAPO306545	ORYLA00714
OG0006603	CAPO305246	ORYLA15058
OG0006604	CAPO301632	ORYLA03264
OG0006606	CAPO300627, CAPO305047	ORYLA15309
OG0006607	CAPO302836	ORYLA05978
OG0006609	CAPO304156	ORYLA09197
OG0006610	CAPO305635	ORYLA00548
OG0006611	CAPO303370	ORYLA16098
OG0006612	CAPO303674	ORYLA12921
OG0006613	CAPO305926	ORYLA12182
OG0006614	CAPO307923	ORYLA10829
OG0006615	CAPO300892	ORYLA01747
OG0006616	CAPO302496	ORYLA06592
OG0006617	CAPO304084	ORYLA08547
OG0006619	CAPO305225	ORYLA06288
OG0006622	CAPO307274	ORYLA04282
OG0006625	CAPO304287	ORYLA12231
OG0006627	CAPO300634	ORYLA17509
OG0006630	CAPO301318	ORYLA12196
OG0006631	CAPO302816	ORYLA09701
OG0006633	CAPO306794	ORYLA06549
OG0006636	CAPO304383	ORYLA05802
OG0006637	CAPO304312	ORYLA08373
OG0006640	CAPO308241	ORYLA07344
OG0006642	CAPO303206	ORYLA04894
OG0006646	CAPO308061	ORYLA12692, ORYLA12691
OG0006648	CAPO300638	ORYLA20356
OG0006651	CAPO306376	ORYLA04105
OG0006655	CAPO306982	ORYLA17342
OG0006657	CAPO304665	ORYLA17971
OG0006658	CAPO301723	ORYLA11434
OG0006662	CAPO305585	ORYLA14512
OG0006663	CAPO301399	ORYLA03621
OG0006664	CAPO302941	ORYLA09332
OG0006666	CAPO301682	ORYLA20165
OG0006667	CAPO305573	ORYLA06327
OG0006668	CAPO301053	ORYLA08545
OG0006669	CAPO301280	ORYLA02526
OG0006671	CAPO307485	ORYLA18969
OG0006673	CAPO302685	ORYLA17788
OG0006677	CAPO304250	ORYLA05809
OG0006678	CAPO300092	ORYLA16789
OG0006680	CAPO301748	ORYLA13976
OG0006681	CAPO305354	ORYLA11715
OG0006684	CAPO305512	ORYLA11012
OG0006686	CAPO307531	ORYLA18912
OG0006690	CAPO302172	ORYLA15449
OG0006691	CAPO305670	ORYLA08252
OG0006692	CAPO302647	ORYLA18541
OG0006693	CAPO302616	ORYLA00439
OG0006694	CAPO302438	ORYLA11331
OG0006695	CAPO302533	ORYLA03032
OG0006696	CAPO303681	ORYLA04969, ORYLA10116
OG0006698	CAPO305852	ORYLA05714
OG0006702	CAPO307269	ORYLA01940
OG0006703	CAPO302601	ORYLA09239
OG0006706	CAPO303773	ORYLA06274
OG0006707	CAPO304129	ORYLA15902
OG0006708	CAPO304327	ORYLA06046
OG0006709	CAPO302993	ORYLA09857
OG0006710	CAPO307958	ORYLA07507
OG0006712	CAPO307469	ORYLA16175
OG0006714	CAPO301000	ORYLA03957, ORYLA01323
OG0006716	CAPO302196	ORYLA07108
OG0006717	CAPO305633	ORYLA01078
OG0006718	CAPO306293	ORYLA05056
OG0006719	CAPO302454	ORYLA00231
OG0006721	CAPO307315	ORYLA06875
OG0006722	CAPO304555	ORYLA19383
OG0006723	CAPO300019	ORYLA15389
OG0006724	CAPO300231	ORYLA18498
OG0006725	CAPO301206	ORYLA13855
OG0006726	CAPO303375	ORYLA18866
OG0006727	CAPO306447	ORYLA11933
OG0006728	CAPO303411	ORYLA05670
OG0006729	CAPO302448	ORYLA17444
OG0006730	CAPO307696	ORYLA15663
OG0006732	CAPO301757	ORYLA18287
OG0006733	CAPO306420	ORYLA01038
OG0006735	CAPO307764	ORYLA14353
OG0006737	CAPO302977	ORYLA08275
OG0006738	CAPO305285	ORYLA19668
OG0006741	CAPO306132	ORYLA14536
OG0006745	CAPO304913	ORYLA13304
OG0006750	CAPO306076	ORYLA11676
OG0006752	CAPO301753	ORYLA04133
OG0006753	CAPO304199	ORYLA10479
OG0006754	CAPO307231	ORYLA05668, ORYLA19170
OG0006755	CAPO304099	ORYLA08778
OG0006757	CAPO308250	ORYLA05170
OG0006759	CAPO301178	ORYLA11258
OG0006760	CAPO300357	ORYLA13106, ORYLA13107
OG0006766	CAPO300327	ORYLA04462
OG0006769	CAPO304104	ORYLA19703
OG0006772	CAPO306103	ORYLA00394
OG0006775	CAPO303956	ORYLA07771
OG0006776	CAPO307354, CAPO307229	ORYLA16494
OG0006777	CAPO308320	ORYLA12364
OG0006791	CAPO302265	ORYLA01324
OG0006796	CAPO306698, CAPO305329	ORYLA14619, ORYLA12348
OG0006826	CAPO306575	ORYLA07190
OG0006827	CAPO306579	ORYLA19112
OG0006830	CAPO304885	ORYLA04099
OG0006833	CAPO307011	ORYLA12166
OG0006838	CAPO304346	ORYLA16929
OG0006842	CAPO303033	ORYLA00868
OG0006843	CAPO301783	ORYLA18591
OG0006844	CAPO303858	ORYLA12172
OG0006845	CAPO304222	ORYLA04346
OG0006846	CAPO305985, CAPO301436	ORYLA10163
OG0006848	CAPO302750	ORYLA03872
OG0006849	CAPO306709	ORYLA04862
OG0006850	CAPO300307	ORYLA00398, ORYLA00397
OG0006853	CAPO305011	ORYLA19226
OG0006856	CAPO306926	ORYLA07978
OG0006857	CAPO304592	ORYLA09522
OG0006860	CAPO304880	ORYLA12394
OG0006862	CAPO306834	ORYLA10430
OG0006864	CAPO300266	ORYLA16704, ORYLA00881
OG0006865	CAPO300579	ORYLA08635
OG0006869	CAPO303718	ORYLA15879
OG0006870	CAPO305471	ORYLA09718
OG0006872	CAPO305763, CAPO306267	ORYLA15278, ORYLA15279
OG0006874	CAPO303002	ORYLA14058
OG0006875	CAPO300245	ORYLA04531
OG0006876	CAPO301384	ORYLA13231
OG0006877	CAPO303758	ORYLA14665
OG0006880	CAPO300637	ORYLA14486
OG0006881	CAPO307302	ORYLA03213
OG0006886	CAPO308008	ORYLA01362
OG0006887	CAPO303330	ORYLA18327
OG0006888	CAPO300481	ORYLA13676
OG0006889	CAPO305411	ORYLA15285
OG0006890	CAPO301774	ORYLA05057
OG0006892	CAPO306271	ORYLA18584
OG0006893	CAPO308281	ORYLA00800
OG0006894	CAPO305493	ORYLA19918
OG0006895	CAPO305321	ORYLA08207
OG0006897	CAPO305270	ORYLA17654
OG0006898	CAPO307616	ORYLA15253
OG0006901	CAPO301222	ORYLA19363
OG0006904	CAPO301235	ORYLA10752
OG0006906	CAPO307116	ORYLA04358
OG0006912	CAPO306387	ORYLA13590
OG0006914	CAPO302212	ORYLA19783
OG0006918	CAPO303362	ORYLA05445
OG0006920	CAPO306461	ORYLA09599
OG0006923	CAPO302381	ORYLA02242
OG0006924	CAPO304320	ORYLA19320
OG0006925	CAPO306734	ORYLA10136
OG0006926	CAPO303493	ORYLA02117
OG0006927	CAPO303700	ORYLA06863
OG0006930	CAPO301522	ORYLA17500, ORYLA17499
OG0006931	CAPO300460	ORYLA11673
OG0006932	CAPO305813	ORYLA16938
OG0006934	CAPO304656	ORYLA09930
OG0006935	CAPO305404	ORYLA10774
OG0006936	CAPO301255	ORYLA12502
OG0006937	CAPO300724	ORYLA09224
OG0006938	CAPO307064	ORYLA13900
OG0006939	CAPO300423	ORYLA10635
OG0006940	CAPO308295	ORYLA07819
OG0006942	CAPO305131	ORYLA01085
OG0006943	CAPO300653	ORYLA11269
OG0006944	CAPO301423	ORYLA18190, ORYLA15875
OG0006945	CAPO304257	ORYLA19364
OG0006948	CAPO307507	ORYLA05268
OG0006949	CAPO300866	ORYLA14891
OG0006951	CAPO302915	ORYLA01790
OG0006952	CAPO308002	ORYLA02149
OG0006953	CAPO302825	ORYLA04011
OG0006957	CAPO304410	ORYLA01524
OG0006959	CAPO305847	ORYLA07529
OG0006960	CAPO306688	ORYLA20075
OG0006962	CAPO307572	ORYLA14243
OG0006964	CAPO306352	ORYLA06047
OG0006967	CAPO303820	ORYLA07736
OG0006968	CAPO301435	ORYLA07011
OG0006969	CAPO306618	ORYLA00904
OG0006970	CAPO304851	ORYLA01120
OG0006971	CAPO303658	ORYLA17898
OG0006973	CAPO306305	ORYLA11601
OG0006975	CAPO306893	ORYLA05959
OG0006977	CAPO305268	ORYLA14070
OG0006978	CAPO304336	ORYLA17389, ORYLA17388
OG0006979	CAPO300168	ORYLA18967
OG0006980	CAPO305562	ORYLA18420, ORYLA18419
OG0006982	CAPO305716	ORYLA08562, ORYLA08563
OG0006983	CAPO300916	ORYLA15643
OG0006989	CAPO302679	ORYLA09680
OG0006990	CAPO300763	ORYLA12859
OG0006991	CAPO303392	ORYLA19862
OG0006992	CAPO305740	ORYLA07859, ORYLA07860
OG0006993	CAPO305954	ORYLA03063
OG0006994	CAPO306564	ORYLA19038
OG0006995	CAPO306435	ORYLA01996
OG0006997	CAPO304873	ORYLA10925
OG0006998	CAPO301390	ORYLA07905
OG0006999	CAPO303913	ORYLA05329
OG0007001	CAPO305444	ORYLA10882
OG0007002	CAPO304225	ORYLA19238
OG0007003	CAPO302304	ORYLA15348, ORYLA12075
OG0007005	CAPO303654	ORYLA03067
