TCONS_00000001	XLOC_000001
TCONS_00050109	XLOC_036402
TCONS_00050112	XLOC_036405
TCONS_00050113	XLOC_036406
TCONS_00050114	XLOC_036407
TCONS_00050115	XLOC_036408
TCONS_00050116	XLOC_036409
TCONS_00050117	XLOC_036410
TCONS_00050118	XLOC_036411
TCONS_00050119	XLOC_036412
TCONS_00050120	XLOC_036412
TCONS_00050121	XLOC_036413
TCONS_00050122	XLOC_036414
TCONS_00050123	XLOC_036415
TCONS_00050124	XLOC_036416
TCONS_00050125	XLOC_036417
TCONS_00050127	XLOC_036419
TCONS_00050128	XLOC_036420
TCONS_00050129	XLOC_036421
TCONS_00050130	XLOC_036422
TCONS_00050131	XLOC_036423
TCONS_00050132	XLOC_036424
TCONS_00050133	XLOC_036425
TCONS_00050134	XLOC_036426
TCONS_00050136	XLOC_036428
TCONS_00050137	XLOC_036428
TCONS_00050140	XLOC_036431
TCONS_00050141	XLOC_036432
TCONS_00050144	XLOC_036435
TCONS_00050145	XLOC_036435
TCONS_00050146	XLOC_036435
TCONS_00050149	XLOC_036438
TCONS_00050150	XLOC_036439
TCONS_00050152	XLOC_036441
TCONS_00050154	XLOC_036443
TCONS_00050155	XLOC_036444
TCONS_00050156	XLOC_036445
TCONS_00050157	XLOC_036446
TCONS_00050158	XLOC_036447
TCONS_00050159	XLOC_036447
TCONS_00050160	XLOC_036448
TCONS_00050162	XLOC_036450
TCONS_00050163	XLOC_036451
TCONS_00050164	XLOC_036452
TCONS_00050166	XLOC_036454
TCONS_00050167	XLOC_036455
TCONS_00050168	XLOC_036455
TCONS_00050169	XLOC_036456
TCONS_00050170	XLOC_036456
TCONS_00050171	XLOC_036456
TCONS_00050172	XLOC_036456
TCONS_00050173	XLOC_036457
TCONS_00050175	XLOC_036459
TCONS_00050176	XLOC_036459
TCONS_00050177	XLOC_036459
TCONS_00050178	XLOC_036460
TCONS_00050179	XLOC_036461
TCONS_00050180	XLOC_036462
TCONS_00050181	XLOC_036463
TCONS_00050182	XLOC_036464
TCONS_00050183	XLOC_036465
TCONS_00050185	XLOC_036467
TCONS_00050187	XLOC_036469
TCONS_00050188	XLOC_036470
TCONS_00050189	XLOC_036471
TCONS_00050190	XLOC_036472
TCONS_00050191	XLOC_036473
TCONS_00050192	XLOC_036473
TCONS_00050193	XLOC_036473
TCONS_00050194	XLOC_036473
TCONS_00050195	XLOC_036473
TCONS_00050196	XLOC_036474
TCONS_00050197	XLOC_036474
TCONS_00050199	XLOC_036476
TCONS_00050200	XLOC_036477
TCONS_00050201	XLOC_036478
TCONS_00050202	XLOC_036478
TCONS_00050203	XLOC_036478
TCONS_00050204	XLOC_036478
TCONS_00050205	XLOC_036478
TCONS_00050206	XLOC_036479
TCONS_00050207	XLOC_036480
TCONS_00050208	XLOC_036481
TCONS_00050209	XLOC_036482
TCONS_00050210	XLOC_036483
TCONS_00050211	XLOC_036484
TCONS_00050212	XLOC_036485
TCONS_00050213	XLOC_036486
TCONS_00050215	XLOC_036488
TCONS_00050216	XLOC_036489
TCONS_00050217	XLOC_036490
TCONS_00050218	XLOC_036491
TCONS_00050219	XLOC_036492
TCONS_00050220	XLOC_036493
TCONS_00050221	XLOC_036494
TCONS_00050222	XLOC_036495
TCONS_00050223	XLOC_036496
TCONS_00050224	XLOC_036497
TCONS_00050225	XLOC_036497
TCONS_00050226	XLOC_036497
TCONS_00050227	XLOC_036498
TCONS_00050229	XLOC_036500
TCONS_00050230	XLOC_036501
TCONS_00050231	XLOC_036502
TCONS_00050233	XLOC_036504
TCONS_00050234	XLOC_036505
TCONS_00050235	XLOC_036506
TCONS_00050236	XLOC_036506
TCONS_00050237	XLOC_036507
TCONS_00050238	XLOC_036508
TCONS_00050239	XLOC_036509
TCONS_00050240	XLOC_036509
TCONS_00050241	XLOC_036510
TCONS_00050242	XLOC_036511
TCONS_00050243	XLOC_036512
TCONS_00050244	XLOC_036512
TCONS_00050245	XLOC_036512
TCONS_00050246	XLOC_036513
TCONS_00050247	XLOC_036514
TCONS_00050248	XLOC_036514
TCONS_00050249	XLOC_036514
TCONS_00050250	XLOC_036514
TCONS_00050251	XLOC_036515
TCONS_00050252	XLOC_036516
TCONS_00050253	XLOC_036517
TCONS_00050255	XLOC_036519
TCONS_00050256	XLOC_036520
TCONS_00050257	XLOC_036521
TCONS_00050258	XLOC_036522
TCONS_00050259	XLOC_036523
TCONS_00050260	XLOC_036523
TCONS_00050261	XLOC_036524
TCONS_00050262	XLOC_036525
TCONS_00050263	XLOC_036526
TCONS_00050264	XLOC_036526
TCONS_00050265	XLOC_036526
TCONS_00050266	XLOC_036527
TCONS_00050267	XLOC_036528
TCONS_00050268	XLOC_036528
TCONS_00050269	XLOC_036529
TCONS_00050270	XLOC_036530
TCONS_00050271	XLOC_036531
TCONS_00050272	XLOC_036531
TCONS_00050273	XLOC_036532
TCONS_00050274	XLOC_036533
TCONS_00050275	XLOC_036534
TCONS_00050276	XLOC_036535
TCONS_00050277	XLOC_036536
TCONS_00050278	XLOC_036536
TCONS_00050279	XLOC_036536
TCONS_00050280	XLOC_036536
TCONS_00050281	XLOC_036536
TCONS_00050282	XLOC_036536
TCONS_00050283	XLOC_036536
TCONS_00050284	XLOC_036536
TCONS_00050285	XLOC_036536
TCONS_00050286	XLOC_036536
TCONS_00050287	XLOC_036536
TCONS_00050288	XLOC_036536
TCONS_00050289	XLOC_036536
TCONS_00050290	XLOC_036536
TCONS_00050291	XLOC_036536
TCONS_00050292	XLOC_036536
TCONS_00050293	XLOC_036536
TCONS_00050294	XLOC_036536
TCONS_00050295	XLOC_036536
TCONS_00050296	XLOC_036536
TCONS_00050297	XLOC_036536
TCONS_00050298	XLOC_036536
TCONS_00050299	XLOC_036536
TCONS_00050300	XLOC_036537
TCONS_00050303	XLOC_036540
TCONS_00050305	XLOC_036542
TCONS_00050306	XLOC_036543
TCONS_00050309	XLOC_036546
TCONS_00050310	XLOC_036546
TCONS_00050311	XLOC_036547
TCONS_00050313	XLOC_036549
TCONS_00050314	XLOC_036549
TCONS_00050315	XLOC_036550
TCONS_00050316	XLOC_036550
TCONS_00050317	XLOC_036550
TCONS_00050318	XLOC_036551
TCONS_00050319	XLOC_036552
TCONS_00050320	XLOC_036553
TCONS_00050321	XLOC_036553
TCONS_00050322	XLOC_036553
TCONS_00050323	XLOC_036553
TCONS_00050324	XLOC_036553
TCONS_00050325	XLOC_036554
TCONS_00050326	XLOC_036555
TCONS_00050327	XLOC_036555
TCONS_00050328	XLOC_036555
TCONS_00050329	XLOC_036555
TCONS_00050330	XLOC_036555
TCONS_00050331	XLOC_036555
TCONS_00050332	XLOC_036555
TCONS_00050333	XLOC_036555
TCONS_00050334	XLOC_036555
TCONS_00050335	XLOC_036555
TCONS_00050336	XLOC_036555
TCONS_00050337	XLOC_036555
TCONS_00050338	XLOC_036556
TCONS_00050340	XLOC_036558
TCONS_00050341	XLOC_036559
TCONS_00050342	XLOC_036559
TCONS_00050344	XLOC_036561
TCONS_00050345	XLOC_036562
TCONS_00050346	XLOC_036562
TCONS_00050347	XLOC_036563
TCONS_00050348	XLOC_036563
TCONS_00050350	XLOC_036565
TCONS_00050351	XLOC_036566
TCONS_00050352	XLOC_036566
TCONS_00050353	XLOC_036567
TCONS_00050355	XLOC_036569
TCONS_00050356	XLOC_036570
TCONS_00050357	XLOC_036571
TCONS_00050359	XLOC_036573
TCONS_00050361	XLOC_036575
TCONS_00050362	XLOC_036576
TCONS_00050363	XLOC_036577
TCONS_00050364	XLOC_036578
TCONS_00050365	XLOC_036579
TCONS_00050366	XLOC_036580
TCONS_00050367	XLOC_036581
TCONS_00050368	XLOC_036582
TCONS_00050369	XLOC_036582
TCONS_00050370	XLOC_036583
TCONS_00050371	XLOC_036584
TCONS_00050372	XLOC_036585
TCONS_00050374	XLOC_036587
TCONS_00050376	XLOC_036589
TCONS_00050377	XLOC_036590
TCONS_00050378	XLOC_036591
TCONS_00050379	XLOC_036592
TCONS_00050380	XLOC_036593
TCONS_00050381	XLOC_036594
TCONS_00050382	XLOC_036595
TCONS_00050383	XLOC_036596
TCONS_00050384	XLOC_036597
TCONS_00050385	XLOC_036598
TCONS_00050386	XLOC_036599
TCONS_00050387	XLOC_036600
TCONS_00050388	XLOC_036601
TCONS_00050389	XLOC_036602
TCONS_00050390	XLOC_036603
TCONS_00050392	XLOC_036605
TCONS_00050393	XLOC_036605
TCONS_00050395	XLOC_036607
TCONS_00050398	XLOC_036610
TCONS_00050399	XLOC_036611
TCONS_00050400	XLOC_036612
TCONS_00050401	XLOC_036613
TCONS_00050402	XLOC_036614
TCONS_00050403	XLOC_036615
TCONS_00050404	XLOC_036615
TCONS_00050405	XLOC_036616
TCONS_00050406	XLOC_036616
TCONS_00050407	XLOC_036617
TCONS_00050408	XLOC_036618
TCONS_00050410	XLOC_036620
TCONS_00050411	XLOC_036621
TCONS_00050412	XLOC_036621
TCONS_00050413	XLOC_036622
TCONS_00050414	XLOC_036623
TCONS_00050415	XLOC_036624
TCONS_00050416	XLOC_036624
TCONS_00050417	XLOC_036625
TCONS_00050418	XLOC_036625
TCONS_00050419	XLOC_036626
TCONS_00050420	XLOC_036627
TCONS_00050421	XLOC_036628
TCONS_00050422	XLOC_036628
TCONS_00050423	XLOC_036629
TCONS_00050424	XLOC_036629
TCONS_00050425	XLOC_036629
TCONS_00050426	XLOC_036629
TCONS_00050427	XLOC_036630
TCONS_00050428	XLOC_036630
TCONS_00050429	XLOC_036631
TCONS_00050430	XLOC_036631
TCONS_00050431	XLOC_036631
TCONS_00050433	XLOC_036633
TCONS_00050434	XLOC_036634
TCONS_00050435	XLOC_036634
TCONS_00050436	XLOC_036634
TCONS_00050437	XLOC_036635
TCONS_00050438	XLOC_036635
TCONS_00050439	XLOC_036635
TCONS_00050440	XLOC_036635
TCONS_00050441	XLOC_036635
TCONS_00050442	XLOC_036636
TCONS_00050443	XLOC_036636
TCONS_00050444	XLOC_036637
TCONS_00050445	XLOC_036637
TCONS_00050446	XLOC_036637
TCONS_00050447	XLOC_036638
TCONS_00050448	XLOC_036639
TCONS_00050449	XLOC_036640
TCONS_00050450	XLOC_036641
TCONS_00050451	XLOC_036642
TCONS_00050452	XLOC_036642
TCONS_00050453	XLOC_036642
TCONS_00050454	XLOC_036643
TCONS_00050455	XLOC_036643
TCONS_00050456	XLOC_036644
TCONS_00050457	XLOC_036645
TCONS_00050458	XLOC_036646
TCONS_00050459	XLOC_036647
TCONS_00050460	XLOC_036647
TCONS_00050461	XLOC_036647
TCONS_00050462	XLOC_036647
TCONS_00050463	XLOC_036647
TCONS_00050468	XLOC_036652
TCONS_00050469	XLOC_036653
TCONS_00050470	XLOC_036654
TCONS_00050471	XLOC_036655
TCONS_00050472	XLOC_036655
TCONS_00050473	XLOC_036656
TCONS_00050474	XLOC_036656
TCONS_00050475	XLOC_036656
TCONS_00050476	XLOC_036656
TCONS_00050477	XLOC_036656
TCONS_00050478	XLOC_036656
TCONS_00050479	XLOC_036656
TCONS_00050480	XLOC_036656
TCONS_00050481	XLOC_036656
TCONS_00050482	XLOC_036656
TCONS_00050483	XLOC_036656
TCONS_00050484	XLOC_036656
TCONS_00050485	XLOC_036656
TCONS_00050486	XLOC_036656
TCONS_00050487	XLOC_036656
TCONS_00050488	XLOC_036656
TCONS_00050489	XLOC_036657
TCONS_00050490	XLOC_036658
TCONS_00050491	XLOC_036659
TCONS_00050492	XLOC_036660
TCONS_00050493	XLOC_036661
TCONS_00050495	XLOC_036663
TCONS_00050496	XLOC_036663
TCONS_00050497	XLOC_036664
TCONS_00050498	XLOC_036665
TCONS_00050499	XLOC_036666
TCONS_00050500	XLOC_036667
TCONS_00050501	XLOC_036668
TCONS_00050502	XLOC_036669
TCONS_00050503	XLOC_036670
TCONS_00050506	XLOC_036673
TCONS_00050507	XLOC_036674
TCONS_00050508	XLOC_036675
TCONS_00050509	XLOC_036676
TCONS_00050510	XLOC_036677
TCONS_00050511	XLOC_036678
TCONS_00050515	XLOC_036682
TCONS_00050516	XLOC_036683
TCONS_00050517	XLOC_036684
TCONS_00050518	XLOC_036685
TCONS_00050519	XLOC_036686
TCONS_00050520	XLOC_036687
TCONS_00050521	XLOC_036688
TCONS_00050524	XLOC_036691
TCONS_00050525	XLOC_036692
TCONS_00050526	XLOC_036693
TCONS_00050527	XLOC_036694
TCONS_00050528	XLOC_036695
TCONS_00050529	XLOC_036696
TCONS_00050530	XLOC_036697
TCONS_00050531	XLOC_036698
TCONS_00050532	XLOC_036698
TCONS_00050533	XLOC_036699
TCONS_00050534	XLOC_036700
TCONS_00050536	XLOC_036702
TCONS_00050537	XLOC_036703
TCONS_00050538	XLOC_036704
TCONS_00050539	XLOC_036705
TCONS_00050540	XLOC_036706
TCONS_00050541	XLOC_036707
TCONS_00050542	XLOC_036708
TCONS_00050543	XLOC_036709
TCONS_00050544	XLOC_036709
TCONS_00050545	XLOC_036710
TCONS_00050546	XLOC_036711
TCONS_00050547	XLOC_036711
TCONS_00050548	XLOC_036712
TCONS_00050549	XLOC_036713
TCONS_00050550	XLOC_036713
TCONS_00050551	XLOC_036714
TCONS_00050552	XLOC_036714
TCONS_00050553	XLOC_036715
TCONS_00050555	XLOC_036717
TCONS_00050556	XLOC_036717
TCONS_00050557	XLOC_036717
TCONS_00050558	XLOC_036718
TCONS_00050559	XLOC_036718
TCONS_00050560	XLOC_036718
TCONS_00050561	XLOC_036718
TCONS_00050562	XLOC_036719
TCONS_00050563	XLOC_036720
TCONS_00050564	XLOC_036721
TCONS_00050565	XLOC_036722
TCONS_00050566	XLOC_036722
TCONS_00050567	XLOC_036722
TCONS_00050568	XLOC_036723
TCONS_00050569	XLOC_036724
TCONS_00050570	XLOC_036725
TCONS_00050571	XLOC_036726
TCONS_00050572	XLOC_036727
TCONS_00050573	XLOC_036727
TCONS_00050574	XLOC_036727
TCONS_00050575	XLOC_036727
TCONS_00050576	XLOC_036727
TCONS_00050577	XLOC_036728
TCONS_00050578	XLOC_036729
TCONS_00050580	XLOC_036731
TCONS_00050581	XLOC_036731
TCONS_00050582	XLOC_036731
TCONS_00050583	XLOC_036732
TCONS_00050584	XLOC_036733
TCONS_00050585	XLOC_036734
TCONS_00050586	XLOC_036735
TCONS_00050587	XLOC_036735
TCONS_00050590	XLOC_036738
TCONS_00050591	XLOC_036739
TCONS_00050592	XLOC_036740
TCONS_00050593	XLOC_036741
TCONS_00050594	XLOC_036742
TCONS_00050595	XLOC_036742
TCONS_00050596	XLOC_036743
TCONS_00050597	XLOC_036744
TCONS_00050598	XLOC_036744
TCONS_00050599	XLOC_036745
TCONS_00050600	XLOC_036746
TCONS_00050601	XLOC_036746
TCONS_00050602	XLOC_036746
TCONS_00050603	XLOC_036747
TCONS_00050604	XLOC_036748
TCONS_00050605	XLOC_036749
TCONS_00050606	XLOC_036750
TCONS_00050607	XLOC_036751
TCONS_00050608	XLOC_036752
TCONS_00050609	XLOC_036753
TCONS_00050610	XLOC_036754
TCONS_00050611	XLOC_036754
TCONS_00050612	XLOC_036755
TCONS_00050613	XLOC_036756
TCONS_00050615	XLOC_036758
TCONS_00050616	XLOC_036759
TCONS_00050617	XLOC_036760
TCONS_00050618	XLOC_036761
TCONS_00050619	XLOC_036762
TCONS_00050621	XLOC_036764
TCONS_00050622	XLOC_036765
TCONS_00050623	XLOC_036766
TCONS_00050624	XLOC_036767
TCONS_00050625	XLOC_036768
TCONS_00050626	XLOC_036768
TCONS_00050627	XLOC_036769
TCONS_00050628	XLOC_036770
TCONS_00050629	XLOC_036770
TCONS_00050630	XLOC_036771
TCONS_00050631	XLOC_036772
TCONS_00050632	XLOC_036773
TCONS_00050633	XLOC_036774
TCONS_00050634	XLOC_036775
TCONS_00050635	XLOC_036776
TCONS_00050637	XLOC_036778
TCONS_00050638	XLOC_036779
TCONS_00050639	XLOC_036780
TCONS_00050640	XLOC_036781
TCONS_00050641	XLOC_036782
TCONS_00050642	XLOC_036783
TCONS_00050643	XLOC_036784
TCONS_00050644	XLOC_036784
TCONS_00050645	XLOC_036785
TCONS_00050646	XLOC_036786
TCONS_00050647	XLOC_036787
TCONS_00050648	XLOC_036787
TCONS_00050649	XLOC_036787
TCONS_00050650	XLOC_036787
TCONS_00050651	XLOC_036787
TCONS_00050652	XLOC_036788
TCONS_00050653	XLOC_036788
TCONS_00050654	XLOC_036789
TCONS_00050655	XLOC_036790
TCONS_00050656	XLOC_036791
TCONS_00050657	XLOC_036792
TCONS_00050659	XLOC_036794
TCONS_00050660	XLOC_036795
TCONS_00050662	XLOC_036797
TCONS_00050663	XLOC_036798
TCONS_00050664	XLOC_036799
TCONS_00050665	XLOC_036800
TCONS_00050666	XLOC_036801
TCONS_00050667	XLOC_036802
TCONS_00050668	XLOC_036803
TCONS_00050669	XLOC_036803
TCONS_00050670	XLOC_036803
TCONS_00050671	XLOC_036804
TCONS_00050672	XLOC_036805
TCONS_00050673	XLOC_036805
TCONS_00050674	XLOC_036806
TCONS_00050675	XLOC_036807
TCONS_00050676	XLOC_036808
TCONS_00050677	XLOC_036808
TCONS_00050678	XLOC_036809
TCONS_00050679	XLOC_036810
TCONS_00050680	XLOC_036811
TCONS_00050681	XLOC_036812
TCONS_00050682	XLOC_036813
TCONS_00050683	XLOC_036813
TCONS_00050684	XLOC_036814
TCONS_00050685	XLOC_036814
TCONS_00050686	XLOC_036814
TCONS_00050687	XLOC_036815
TCONS_00050688	XLOC_036815
TCONS_00050689	XLOC_036816
TCONS_00050690	XLOC_036817
TCONS_00050691	XLOC_036818
TCONS_00050692	XLOC_036819
TCONS_00050693	XLOC_036820
TCONS_00050694	XLOC_036821
TCONS_00050695	XLOC_036822
TCONS_00050696	XLOC_036823
TCONS_00050697	XLOC_036824
TCONS_00050698	XLOC_036824
TCONS_00050699	XLOC_036825
TCONS_00050700	XLOC_036825
TCONS_00050701	XLOC_036826
TCONS_00050702	XLOC_036827
TCONS_00050703	XLOC_036828
TCONS_00050704	XLOC_036829
TCONS_00050705	XLOC_036830
TCONS_00050706	XLOC_036831
TCONS_00050707	XLOC_036832
TCONS_00050708	XLOC_036833
TCONS_00050709	XLOC_036834
TCONS_00050710	XLOC_036835
TCONS_00050711	XLOC_036836
TCONS_00050712	XLOC_036837
TCONS_00050713	XLOC_036838
TCONS_00050715	XLOC_036840
TCONS_00050716	XLOC_036841
TCONS_00050717	XLOC_036842
TCONS_00050720	XLOC_036845
TCONS_00050721	XLOC_036846
TCONS_00050723	XLOC_036848
TCONS_00050724	XLOC_036849
TCONS_00050725	XLOC_036850
TCONS_00050726	XLOC_036851
TCONS_00050727	XLOC_036852
TCONS_00050728	XLOC_036852
TCONS_00050729	XLOC_036853
TCONS_00050730	XLOC_036853
TCONS_00050731	XLOC_036853
TCONS_00050732	XLOC_036854
TCONS_00050733	XLOC_036855
TCONS_00050734	XLOC_036856
TCONS_00050735	XLOC_036857
TCONS_00050736	XLOC_036858
TCONS_00050737	XLOC_036859
TCONS_00050738	XLOC_036859
TCONS_00050739	XLOC_036860
TCONS_00050740	XLOC_036861
TCONS_00050741	XLOC_036862
TCONS_00050742	XLOC_036863
TCONS_00050743	XLOC_036863
TCONS_00050744	XLOC_036864
TCONS_00050745	XLOC_036865
TCONS_00050746	XLOC_036866
TCONS_00050747	XLOC_036867
TCONS_00050748	XLOC_036868
TCONS_00050750	XLOC_036870
TCONS_00050751	XLOC_036871
TCONS_00050752	XLOC_036872
TCONS_00050753	XLOC_036873
TCONS_00050754	XLOC_036874
TCONS_00050755	XLOC_036874
TCONS_00050756	XLOC_036874
TCONS_00050757	XLOC_036875
TCONS_00050758	XLOC_036876
TCONS_00050759	XLOC_036877
TCONS_00050762	XLOC_036880
TCONS_00050763	XLOC_036881
TCONS_00050764	XLOC_036882
TCONS_00050765	XLOC_036883
TCONS_00050766	XLOC_036883
TCONS_00050767	XLOC_036883
TCONS_00050768	XLOC_036883
TCONS_00050769	XLOC_036883
TCONS_00050770	XLOC_036883
TCONS_00050771	XLOC_036884
TCONS_00050772	XLOC_036885
TCONS_00050773	XLOC_036886
TCONS_00050774	XLOC_036887
TCONS_00050775	XLOC_036888
TCONS_00050776	XLOC_036889
TCONS_00050777	XLOC_036890
TCONS_00050778	XLOC_036890
TCONS_00050779	XLOC_036890
TCONS_00050780	XLOC_036890
TCONS_00050781	XLOC_036891
TCONS_00050782	XLOC_036891
TCONS_00050783	XLOC_036891
TCONS_00050784	XLOC_036892
TCONS_00050785	XLOC_036893
TCONS_00050787	XLOC_036895
TCONS_00050788	XLOC_036896
TCONS_00050789	XLOC_036897
TCONS_00050790	XLOC_036897
TCONS_00050791	XLOC_036898
TCONS_00050792	XLOC_036899
TCONS_00050793	XLOC_036900
TCONS_00050794	XLOC_036901
TCONS_00050795	XLOC_036902
TCONS_00050796	XLOC_036903
TCONS_00050797	XLOC_036904
TCONS_00050798	XLOC_036904
TCONS_00050799	XLOC_036904
TCONS_00050800	XLOC_036904
TCONS_00050801	XLOC_036905
TCONS_00050802	XLOC_036906
TCONS_00050803	XLOC_036907
TCONS_00050804	XLOC_036908
TCONS_00050805	XLOC_036909
TCONS_00050806	XLOC_036910
TCONS_00050807	XLOC_036911
TCONS_00050808	XLOC_036912
TCONS_00050809	XLOC_036913
TCONS_00050810	XLOC_036914
TCONS_00050811	XLOC_036915
TCONS_00050812	XLOC_036916
TCONS_00050813	XLOC_036917
TCONS_00050814	XLOC_036918
TCONS_00050815	XLOC_036918
TCONS_00050816	XLOC_036919
TCONS_00050817	XLOC_036920
TCONS_00050818	XLOC_036920
TCONS_00050819	XLOC_036920
TCONS_00050820	XLOC_036920
TCONS_00050821	XLOC_036920
TCONS_00050822	XLOC_036920
TCONS_00050823	XLOC_036920
TCONS_00050824	XLOC_036920
TCONS_00050825	XLOC_036920
TCONS_00050826	XLOC_036921
TCONS_00050827	XLOC_036922
TCONS_00050828	XLOC_036923
TCONS_00050829	XLOC_036924
TCONS_00050830	XLOC_036924
TCONS_00050831	XLOC_036925
TCONS_00050832	XLOC_036925
TCONS_00050833	XLOC_036926
TCONS_00050834	XLOC_036926
TCONS_00050835	XLOC_036927
TCONS_00050836	XLOC_036927
TCONS_00050837	XLOC_036927
TCONS_00050838	XLOC_036927
TCONS_00050839	XLOC_036928
TCONS_00050840	XLOC_036929
TCONS_00050841	XLOC_036930
TCONS_00050843	XLOC_036932
TCONS_00050844	XLOC_036933
TCONS_00050845	XLOC_036934
TCONS_00050846	XLOC_036935
TCONS_00050847	XLOC_036935
TCONS_00050848	XLOC_036935
TCONS_00050849	XLOC_036935
TCONS_00050851	XLOC_036937
TCONS_00050852	XLOC_036937
TCONS_00050853	XLOC_036937
TCONS_00050854	XLOC_036937
TCONS_00050855	XLOC_036937
TCONS_00050856	XLOC_036938
TCONS_00050857	XLOC_036939
TCONS_00050858	XLOC_036940
TCONS_00050859	XLOC_036941
TCONS_00050860	XLOC_036941
TCONS_00050861	XLOC_036941
TCONS_00050862	XLOC_036941
TCONS_00050863	XLOC_036941
TCONS_00050864	XLOC_036941
TCONS_00050865	XLOC_036941
TCONS_00050867	XLOC_036943
TCONS_00050868	XLOC_036944
TCONS_00050869	XLOC_036945
TCONS_00050870	XLOC_036946
TCONS_00050871	XLOC_036946
TCONS_00050872	XLOC_036947
TCONS_00050873	XLOC_036948
TCONS_00050874	XLOC_036948
TCONS_00050875	XLOC_036948
TCONS_00050876	XLOC_036949
TCONS_00050877	XLOC_036950
TCONS_00050878	XLOC_036951
TCONS_00050879	XLOC_036952
TCONS_00050880	XLOC_036953
TCONS_00050883	XLOC_036956
TCONS_00050885	XLOC_036958
TCONS_00050886	XLOC_036958
TCONS_00050887	XLOC_036958
TCONS_00050888	XLOC_036959
TCONS_00050889	XLOC_036960
TCONS_00050890	XLOC_036961
TCONS_00050891	XLOC_036961
TCONS_00050892	XLOC_036962
TCONS_00050893	XLOC_036962
TCONS_00050894	XLOC_036962
TCONS_00050895	XLOC_036962
TCONS_00050896	XLOC_036963
TCONS_00050897	XLOC_036964
TCONS_00050898	XLOC_036965
TCONS_00050899	XLOC_036965
TCONS_00050900	XLOC_036966
TCONS_00050902	XLOC_036968
TCONS_00050903	XLOC_036969
TCONS_00050904	XLOC_036970
TCONS_00050905	XLOC_036971
TCONS_00050906	XLOC_036972
TCONS_00050907	XLOC_036973
TCONS_00050908	XLOC_036974
TCONS_00050909	XLOC_036975
TCONS_00050910	XLOC_036975
TCONS_00050911	XLOC_036975
TCONS_00050912	XLOC_036976
TCONS_00050913	XLOC_036977
TCONS_00050914	XLOC_036977
TCONS_00050915	XLOC_036978
TCONS_00050916	XLOC_036979
TCONS_00050917	XLOC_036980
TCONS_00050918	XLOC_036980
TCONS_00050919	XLOC_036981
TCONS_00050920	XLOC_036982
TCONS_00050921	XLOC_036982
TCONS_00050922	XLOC_036983
TCONS_00050923	XLOC_036984
TCONS_00050924	XLOC_036985
TCONS_00050925	XLOC_036985
TCONS_00050926	XLOC_036985
TCONS_00050927	XLOC_036986
TCONS_00050928	XLOC_036987
TCONS_00050929	XLOC_036988
TCONS_00050930	XLOC_036989
TCONS_00050931	XLOC_036990
TCONS_00050932	XLOC_036991
TCONS_00050933	XLOC_036992
TCONS_00050934	XLOC_036993
TCONS_00050935	XLOC_036994
TCONS_00050936	XLOC_036995
TCONS_00050937	XLOC_036996
TCONS_00050938	XLOC_036997
TCONS_00050939	XLOC_036998
TCONS_00050940	XLOC_036999
TCONS_00050941	XLOC_037000
TCONS_00050942	XLOC_037001
TCONS_00050943	XLOC_037001
TCONS_00050944	XLOC_037002
TCONS_00050945	XLOC_037002
TCONS_00050946	XLOC_037003
TCONS_00050947	XLOC_037004
TCONS_00050948	XLOC_037005
TCONS_00050949	XLOC_037006
TCONS_00050950	XLOC_037007
TCONS_00050951	XLOC_037008
TCONS_00050952	XLOC_037008
TCONS_00050953	XLOC_037009
TCONS_00050954	XLOC_037009
TCONS_00050955	XLOC_037010
TCONS_00050956	XLOC_037011
TCONS_00050960	XLOC_037015
TCONS_00050961	XLOC_037016
TCONS_00050962	XLOC_037017
TCONS_00050963	XLOC_037018
TCONS_00050964	XLOC_037019
TCONS_00050965	XLOC_037020
TCONS_00050966	XLOC_037021
TCONS_00050967	XLOC_037022
TCONS_00050968	XLOC_037022
TCONS_00050971	XLOC_037025
TCONS_00050972	XLOC_037026
TCONS_00050973	XLOC_037027
TCONS_00050974	XLOC_037028
TCONS_00050975	XLOC_037029
TCONS_00050976	XLOC_037029
TCONS_00050977	XLOC_037030
TCONS_00050978	XLOC_037031
TCONS_00050979	XLOC_037032
TCONS_00050980	XLOC_037033
TCONS_00050981	XLOC_037034
TCONS_00050982	XLOC_037035
TCONS_00050983	XLOC_037036
TCONS_00050985	XLOC_037038
TCONS_00050986	XLOC_037039
TCONS_00050987	XLOC_037040
TCONS_00050988	XLOC_037040
TCONS_00050989	XLOC_037040
TCONS_00050990	XLOC_037040
TCONS_00050991	XLOC_037041
TCONS_00050993	XLOC_037043
TCONS_00050994	XLOC_037043
TCONS_00050995	XLOC_037043
TCONS_00050996	XLOC_037043
TCONS_00050997	XLOC_037044
TCONS_00050998	XLOC_037045
TCONS_00050999	XLOC_037046
TCONS_00051000	XLOC_037047
TCONS_00051001	XLOC_037048
TCONS_00051002	XLOC_037049
TCONS_00051003	XLOC_037049
TCONS_00051004	XLOC_037049
TCONS_00051005	XLOC_037050
TCONS_00051006	XLOC_037050
TCONS_00051007	XLOC_037050
TCONS_00051008	XLOC_037050
TCONS_00051009	XLOC_037050
TCONS_00051010	XLOC_037050
TCONS_00051011	XLOC_037051
TCONS_00051012	XLOC_037052
TCONS_00051013	XLOC_037053
TCONS_00051017	XLOC_037057
TCONS_00051018	XLOC_037058
TCONS_00051019	XLOC_037059
