#query_name	COGcat
TCONS_00048321	Q
TCONS_00048322	Q
TCONS_00048323	Q
TCONS_00048325	Q
TCONS_00048328	Q
TCONS_00048330	S
TCONS_00048332	T
TCONS_00048335	M
TCONS_00048336	K
TCONS_00048338	T
TCONS_00048339	S
TCONS_00048341	Q
TCONS_00048343	L
TCONS_00048344	S
TCONS_00048345	U
TCONS_00048346	S
TCONS_00048348	L
TCONS_00048349	S
TCONS_00048350	S
TCONS_00048351	C
TCONS_00048354	S
TCONS_00048357	A
TCONS_00048359	S
TCONS_00048361	Z
TCONS_00048364	S
TCONS_00048366	S
TCONS_00048367	U
TCONS_00048368	U
TCONS_00048369	O
TCONS_00048371	L
TCONS_00048372	I
TCONS_00048377	U
TCONS_00048379	T
TCONS_00048380	T
TCONS_00048382	T
TCONS_00048383	T
TCONS_00048386	T
TCONS_00048390	Q
TCONS_00048395	O
TCONS_00048396	T
TCONS_00048396	Z
TCONS_00048397	T
TCONS_00048397	Z
TCONS_00048400	T
TCONS_00048400	Z
TCONS_00048401	T
TCONS_00048401	Z
TCONS_00048402	T
TCONS_00048407	C
TCONS_00048408	Z
TCONS_00048410	K
TCONS_00048413	Z
TCONS_00048414	Z
TCONS_00048415	Z
TCONS_00048416	T
TCONS_00048417	U
TCONS_00048418	T
TCONS_00048419	T
TCONS_00048422	T
TCONS_00048425	T
TCONS_00048426	I
TCONS_00048430	S
TCONS_00048431	S
TCONS_00048433	Z
TCONS_00048434	D
TCONS_00048438	A
TCONS_00048440	S
TCONS_00048443	S
TCONS_00048444	P
TCONS_00048445	P
TCONS_00048446	P
TCONS_00048447	P
TCONS_00048448	S
TCONS_00048452	C
TCONS_00048453	P
TCONS_00048454	P
TCONS_00048456	G
TCONS_00048459	T
TCONS_00048460	T
TCONS_00048461	P
TCONS_00048462	P
TCONS_00048464	S
TCONS_00048466	T
TCONS_00048467	T
TCONS_00048468	T
TCONS_00048470	T
TCONS_00048471	T
TCONS_00048472	T
TCONS_00048474	T
TCONS_00048475	T
TCONS_00048477	T
TCONS_00048478	T
TCONS_00048479	T
TCONS_00048481	T
TCONS_00048482	T
TCONS_00048483	T
TCONS_00048484	T
TCONS_00048485	T
TCONS_00048486	T
TCONS_00048487	T
TCONS_00048489	S
TCONS_00048491	L
TCONS_00048492	G
TCONS_00048493	G
TCONS_00048495	C
TCONS_00048496	W
TCONS_00048498	W
TCONS_00048499	W
TCONS_00048500	W
TCONS_00048502	S
TCONS_00048503	J
TCONS_00048509	S
TCONS_00048510	T
TCONS_00048514	C
TCONS_00048515	L
TCONS_00048523	T
TCONS_00048525	G
TCONS_00048528	T
TCONS_00048529	P
TCONS_00048530	P
TCONS_00048535	S
TCONS_00048538	S
TCONS_00048542	O
TCONS_00048543	O
TCONS_00048544	P
TCONS_00048545	A
TCONS_00048547	P
TCONS_00048548	S
TCONS_00048549	T
TCONS_00048553	S
TCONS_00048558	O
TCONS_00048559	S
TCONS_00048560	T
TCONS_00048561	U
TCONS_00048562	U
TCONS_00048563	H
TCONS_00048564	V
TCONS_00048565	T
TCONS_00048568	U
TCONS_00048572	T
TCONS_00048574	S
TCONS_00048577	K
TCONS_00048579	Z
TCONS_00048583	E
TCONS_00048587	T
TCONS_00048589	T
TCONS_00048590	T
TCONS_00048591	S
TCONS_00048592	O
TCONS_00048594	O
TCONS_00048595	D
TCONS_00048599	E
TCONS_00048599	O
TCONS_00048601	E
TCONS_00048601	O
TCONS_00048602	E
TCONS_00048602	O
TCONS_00048603	E
TCONS_00048603	O
TCONS_00048605	K
TCONS_00048607	W
TCONS_00048608	P
TCONS_00048609	S
TCONS_00048610	T
TCONS_00048611	T
TCONS_00048612	T
TCONS_00048615	T
TCONS_00048615	V
TCONS_00048617	T
TCONS_00048618	O
TCONS_00048621	S
TCONS_00048622	T
TCONS_00048623	S
TCONS_00048624	S
TCONS_00048625	I
TCONS_00048628	T
TCONS_00048629	G
TCONS_00048631	P
TCONS_00048633	U
TCONS_00048634	M
TCONS_00048634	W
TCONS_00048635	Q
TCONS_00048638	O
TCONS_00048639	K
TCONS_00048641	U
TCONS_00048643	S
TCONS_00048644	T
TCONS_00048647	O
TCONS_00048651	E
TCONS_00048651	O
TCONS_00048654	E
TCONS_00048654	O
TCONS_00048656	E
TCONS_00048656	O
TCONS_00048657	T
TCONS_00048658	E
TCONS_00048658	O
TCONS_00048659	E
TCONS_00048659	O
TCONS_00048660	U
TCONS_00048666	L
TCONS_00048667	A
TCONS_00048669	O
TCONS_00048673	O
TCONS_00048674	O
TCONS_00048676	S
TCONS_00048680	S
TCONS_00048685	O
TCONS_00048686	P
TCONS_00048686	T
TCONS_00048687	P
TCONS_00048689	S
TCONS_00048691	S
TCONS_00048693	S
TCONS_00048694	W
TCONS_00048697	W
TCONS_00048704	G
TCONS_00048705	G
TCONS_00048706	P
TCONS_00048707	O
TCONS_00048712	U
TCONS_00048715	S
TCONS_00048716	C
TCONS_00048717	O
TCONS_00048722	S
TCONS_00048728	C
TCONS_00048729	C
TCONS_00048730	S
TCONS_00048733	M
TCONS_00048734	S
TCONS_00048735	E
TCONS_00048755	T
TCONS_00048758	T
TCONS_00048759	P
TCONS_00048761	P
TCONS_00048764	T
TCONS_00048764	Z
TCONS_00048767	T
TCONS_00048768	T
TCONS_00048768	Z
TCONS_00048769	T
TCONS_00048769	Z
TCONS_00048770	T
TCONS_00048770	Z
TCONS_00048771	T
TCONS_00048771	Z
TCONS_00048772	T
TCONS_00048772	Z
TCONS_00048773	S
TCONS_00048775	W
TCONS_00048776	W
TCONS_00048777	S
TCONS_00048779	W
TCONS_00048780	W
TCONS_00048783	I
TCONS_00048787	S
TCONS_00048789	B
TCONS_00048790	U
TCONS_00048791	S
TCONS_00048792	A
TCONS_00048793	S
TCONS_00048795	D
TCONS_00048796	O
TCONS_00048800	T
TCONS_00048801	E
TCONS_00048803	S
TCONS_00048804	P
TCONS_00048807	H
TCONS_00048815	O
TCONS_00048817	K
TCONS_00048818	S
TCONS_00048820	S
TCONS_00048824	T
TCONS_00048826	I
TCONS_00048830	U
TCONS_00048832	S
TCONS_00048833	A
TCONS_00048834	T
TCONS_00048836	T
TCONS_00048837	T
TCONS_00048838	T
TCONS_00048838	V
TCONS_00048839	S
TCONS_00048840	T
TCONS_00048841	D
TCONS_00048841	Z
TCONS_00048844	T
TCONS_00048847	T
TCONS_00048848	F
TCONS_00048849	F
TCONS_00048851	F
TCONS_00048855	T
TCONS_00048857	S
TCONS_00048858	S
TCONS_00048859	K
TCONS_00048863	E
TCONS_00048864	T
TCONS_00048865	T
TCONS_00048866	T
TCONS_00048868	S
TCONS_00048869	S
TCONS_00048874	U
TCONS_00048875	T
TCONS_00048876	U
TCONS_00048878	W
TCONS_00048880	W
TCONS_00048881	W
TCONS_00048882	S
TCONS_00048883	S
TCONS_00048884	S
TCONS_00048886	S
TCONS_00048887	U
TCONS_00048890	S
TCONS_00048892	T
TCONS_00048894	Z
TCONS_00048898	K
TCONS_00048899	S
TCONS_00048900	K
TCONS_00048901	K
TCONS_00048902	K
TCONS_00048904	K
TCONS_00048906	T
TCONS_00048907	K
TCONS_00048910	K
TCONS_00048911	O
TCONS_00048912	T
TCONS_00048912	Z
TCONS_00048913	O
TCONS_00048914	Z
TCONS_00048915	S
TCONS_00048916	T
TCONS_00048919	O
TCONS_00048920	A
TCONS_00048921	S
TCONS_00048927	G
TCONS_00048928	T
TCONS_00048929	O
TCONS_00048930	T
TCONS_00048931	T
TCONS_00048933	T
TCONS_00048934	T
TCONS_00048935	S
TCONS_00048937	Q
TCONS_00048938	Q
TCONS_00048939	Q
TCONS_00048949	T
TCONS_00048951	J
TCONS_00048958	O
TCONS_00048959	D
TCONS_00048961	G
TCONS_00048963	G
TCONS_00048964	O
TCONS_00048965	G
TCONS_00048971	T
TCONS_00048972	T
TCONS_00048973	Q
TCONS_00048974	Q
TCONS_00048975	U
TCONS_00048976	S
TCONS_00048978	S
TCONS_00048980	S
TCONS_00048981	T
TCONS_00048983	W
TCONS_00048985	U
TCONS_00048987	T
TCONS_00048989	T
TCONS_00048994	L
TCONS_00048997	K
TCONS_00048998	T
TCONS_00048999	A
TCONS_00049000	P
TCONS_00049003	C
TCONS_00049009	S
TCONS_00049010	T
TCONS_00049013	U
TCONS_00049014	G
TCONS_00049015	S
TCONS_00049016	B
TCONS_00049018	S
TCONS_00049020	G
TCONS_00049025	G
TCONS_00049027	G
TCONS_00049029	G
TCONS_00049031	T
TCONS_00049032	T
TCONS_00049038	S
TCONS_00049039	G
TCONS_00049040	P
TCONS_00049041	G
TCONS_00049043	G
TCONS_00049044	G
TCONS_00049045	G
TCONS_00049046	G
TCONS_00049049	T
TCONS_00049050	T
TCONS_00049052	L
TCONS_00049053	L
TCONS_00049055	S
TCONS_00049056	G
TCONS_00049057	P
TCONS_00049058	G
TCONS_00049059	O
TCONS_00049070	G
TCONS_00049071	O
TCONS_00049073	O
TCONS_00049074	S
TCONS_00049075	K
TCONS_00049077	S
TCONS_00049079	J
TCONS_00049083	G
TCONS_00049084	O
TCONS_00049085	T
TCONS_00049086	S
TCONS_00049087	G
TCONS_00049090	G
TCONS_00049091	G
TCONS_00049093	T
TCONS_00049095	T
TCONS_00049096	V
TCONS_00049096	W
TCONS_00049097	G
TCONS_00049099	S
TCONS_00049100	S
TCONS_00049104	T
TCONS_00049106	T
TCONS_00049110	S
TCONS_00049112	S
TCONS_00049113	S
TCONS_00049114	S
TCONS_00049115	S
TCONS_00049116	S
TCONS_00049117	S
TCONS_00049118	S
TCONS_00049119	S
TCONS_00049120	S
TCONS_00049121	G
TCONS_00049122	G
TCONS_00049124	W
TCONS_00049126	A
TCONS_00049128	T
TCONS_00049131	K
TCONS_00049133	G
TCONS_00049134	G
TCONS_00049136	E
TCONS_00049138	Q
TCONS_00049139	J
TCONS_00049140	E
TCONS_00049141	Q
TCONS_00049142	J
TCONS_00049144	S
TCONS_00049145	H
TCONS_00049151	Z
TCONS_00049155	O
TCONS_00049160	S
TCONS_00049162	J
TCONS_00049163	J
TCONS_00049164	J
TCONS_00049165	J
TCONS_00049168	J
TCONS_00049176	O
TCONS_00049177	S
TCONS_00049178	J
TCONS_00049181	J
TCONS_00049190	J
TCONS_00049191	J
TCONS_00049192	J
TCONS_00049193	J
TCONS_00049202	O
TCONS_00049203	S
TCONS_00049204	S
TCONS_00049205	T
TCONS_00049206	S
TCONS_00049209	T
TCONS_00049210	Z
TCONS_00049212	J
TCONS_00049219	A
TCONS_00049222	U
TCONS_00049223	T
TCONS_00049223	U
TCONS_00049224	T
TCONS_00049224	U
TCONS_00049225	T
TCONS_00049228	V
TCONS_00049229	I
TCONS_00049231	I
TCONS_00049233	S
TCONS_00049234	T
TCONS_00049235	T
TCONS_00049237	M
TCONS_00049238	K
TCONS_00049239	S
TCONS_00049241	G
TCONS_00049243	Z
TCONS_00049245	T
TCONS_00049248	F
TCONS_00049249	O
TCONS_00049250	K
TCONS_00049252	S
TCONS_00049253	O
TCONS_00049254	S
TCONS_00049256	S
TCONS_00049262	B
TCONS_00049263	P
TCONS_00049265	E
TCONS_00049265	O
TCONS_00049267	E
TCONS_00049267	O
TCONS_00049268	E
TCONS_00049268	O
TCONS_00049269	S
TCONS_00049271	S
TCONS_00049273	K
TCONS_00049274	T
TCONS_00049275	S
TCONS_00049276	L
TCONS_00049277	T
TCONS_00049281	A
TCONS_00049281	B
TCONS_00049281	O
TCONS_00049283	E
TCONS_00049283	O
TCONS_00049284	E
TCONS_00049284	O
TCONS_00049285	L
TCONS_00049286	E
TCONS_00049286	O
TCONS_00049287	E
TCONS_00049287	O
TCONS_00049289	E
TCONS_00049289	O
TCONS_00049292	E
TCONS_00049292	O
TCONS_00049295	I
TCONS_00049296	P
TCONS_00049298	G
TCONS_00049299	C
TCONS_00049300	S
TCONS_00049301	E
TCONS_00049302	S
TCONS_00049303	C
TCONS_00049306	S
TCONS_00049308	P
TCONS_00049310	P
TCONS_00049311	S
TCONS_00049313	C
TCONS_00049315	T
TCONS_00049317	W
TCONS_00049321	S
TCONS_00049322	E
TCONS_00049323	E
TCONS_00049325	E
TCONS_00049326	E
TCONS_00049328	S
TCONS_00049329	O
TCONS_00049330	P
TCONS_00049332	L
TCONS_00049333	P
TCONS_00049335	G
TCONS_00049337	G
TCONS_00049340	P
TCONS_00049345	T
TCONS_00049345	W
TCONS_00049346	S
TCONS_00049347	S
TCONS_00049353	S
TCONS_00049356	T
TCONS_00049358	U
TCONS_00049360	P
TCONS_00049362	T
TCONS_00049364	T
TCONS_00049365	T
TCONS_00049367	L
TCONS_00049368	T
TCONS_00049371	W
TCONS_00049372	T
TCONS_00049373	S
TCONS_00049375	K
TCONS_00049376	S
TCONS_00049379	C
TCONS_00049380	I
TCONS_00049381	T
TCONS_00049382	T
TCONS_00049384	T
TCONS_00049385	S
TCONS_00049386	U
TCONS_00049388	S
TCONS_00049390	C
TCONS_00049391	I
TCONS_00049393	S
TCONS_00049401	T
TCONS_00049402	S
TCONS_00049403	E
TCONS_00049403	O
TCONS_00049407	W
TCONS_00049408	I
TCONS_00049409	T
TCONS_00049411	P
TCONS_00049414	P
TCONS_00049416	T
TCONS_00049421	Q
TCONS_00049423	E
TCONS_00049424	W
TCONS_00049426	P
TCONS_00049429	P
TCONS_00049430	P
TCONS_00049433	T
TCONS_00049435	S
TCONS_00049437	T
TCONS_00049437	U
TCONS_00049440	K
TCONS_00049443	S
TCONS_00049444	S
TCONS_00049445	T
TCONS_00049447	O
TCONS_00049449	T
TCONS_00049452	S
TCONS_00049453	F
TCONS_00049453	T
TCONS_00049454	S
TCONS_00049456	K
TCONS_00049458	G
TCONS_00049459	T
TCONS_00049462	G
TCONS_00049465	T
TCONS_00049466	T
TCONS_00049467	E
TCONS_00049468	S
TCONS_00049469	S
TCONS_00049471	S
TCONS_00049472	S
TCONS_00049475	O
TCONS_00049476	S
TCONS_00049477	S
TCONS_00049485	O
TCONS_00049486	O
TCONS_00049491	T
TCONS_00049491	V
TCONS_00049493	T
TCONS_00049494	T
TCONS_00049494	V
TCONS_00049496	T
TCONS_00049496	V
TCONS_00049497	S
TCONS_00049498	W
TCONS_00049499	E
TCONS_00049500	E
TCONS_00049502	U
TCONS_00049504	W
TCONS_00049508	T
TCONS_00049517	U
TCONS_00049518	B
TCONS_00049519	S
TCONS_00049523	M
TCONS_00049523	W
TCONS_00049524	O
TCONS_00049527	M
TCONS_00049527	W
TCONS_00049528	K
TCONS_00049529	F
TCONS_00049530	S
TCONS_00049531	T
TCONS_00049533	T
TCONS_00049535	M
TCONS_00049536	Q
TCONS_00049537	Q
TCONS_00049538	Q
TCONS_00049540	Q
TCONS_00049542	Q
TCONS_00049543	Q
TCONS_00049544	W
TCONS_00049545	W
TCONS_00049546	W
TCONS_00049547	K
TCONS_00049547	L
TCONS_00049547	O
TCONS_00049548	A
TCONS_00049551	S
TCONS_00049552	S
TCONS_00049553	J
TCONS_00049554	J
TCONS_00049556	K
TCONS_00049559	T
TCONS_00049560	S
TCONS_00049561	Q
TCONS_00049562	T
TCONS_00049564	T
TCONS_00049569	U
TCONS_00049573	S
TCONS_00049574	K
TCONS_00049575	S
TCONS_00049576	T
TCONS_00049579	S
TCONS_00049581	S
TCONS_00049587	T
TCONS_00049589	S
TCONS_00049591	S
TCONS_00049594	C
TCONS_00049597	J
TCONS_00049599	I
TCONS_00049601	S
TCONS_00049603	C
TCONS_00049604	P
TCONS_00049605	S
TCONS_00049606	S
TCONS_00049607	A
TCONS_00049609	P
TCONS_00049616	K
TCONS_00049621	G
TCONS_00049623	S
TCONS_00049625	O
TCONS_00049627	K
TCONS_00049628	W
TCONS_00049633	S
TCONS_00049634	O
TCONS_00049636	T
TCONS_00049637	S
TCONS_00049639	O
TCONS_00049642	A
TCONS_00049643	S
TCONS_00049647	Q
TCONS_00049648	Q
TCONS_00049651	O
TCONS_00049653	O
TCONS_00049655	O
TCONS_00049656	K
TCONS_00049657	T
TCONS_00049658	P
TCONS_00049659	O
TCONS_00049661	O
TCONS_00049664	S
TCONS_00049665	U
TCONS_00049666	S
TCONS_00049668	S
TCONS_00049669	P
TCONS_00049670	O
TCONS_00049671	O
TCONS_00049673	A
TCONS_00049674	O
TCONS_00049675	J
TCONS_00049676	S
TCONS_00049679	S
TCONS_00049680	T
TCONS_00049682	T
TCONS_00049682	W
TCONS_00049684	T
TCONS_00049685	V
TCONS_00049686	G
TCONS_00049689	M
TCONS_00049689	W
TCONS_00049691	S
TCONS_00049692	L
TCONS_00049697	T
TCONS_00049699	S
TCONS_00049702	K
TCONS_00049703	T
TCONS_00049704	T
TCONS_00049705	T
TCONS_00049706	S
TCONS_00049707	W
TCONS_00049708	T
TCONS_00049709	T
TCONS_00049711	T
TCONS_00049713	T
TCONS_00049715	T
TCONS_00049717	T
TCONS_00049721	I
TCONS_00049722	O
TCONS_00049724	O
TCONS_00049725	V
TCONS_00049726	Z
TCONS_00049727	J
TCONS_00049732	O
TCONS_00049733	L
TCONS_00049734	L
TCONS_00049735	Q
TCONS_00049736	P
TCONS_00049737	P
TCONS_00049738	P
TCONS_00049739	T
TCONS_00049740	K
TCONS_00049742	K
TCONS_00049753	S
TCONS_00049754	T
TCONS_00049755	J
TCONS_00049757	U
TCONS_00049758	T
TCONS_00049759	T
TCONS_00049760	T
TCONS_00049761	U
TCONS_00049763	T
TCONS_00049767	U
TCONS_00049770	U
TCONS_00049773	C
TCONS_00049776	T
TCONS_00049778	J
TCONS_00049779	T
TCONS_00049781	O
TCONS_00049781	T
TCONS_00049782	L
TCONS_00049783	P
TCONS_00049784	S
TCONS_00049786	S
TCONS_00049797	S
TCONS_00049803	T
TCONS_00049804	S
TCONS_00049810	T
TCONS_00049811	U
TCONS_00049813	A
TCONS_00049816	S
TCONS_00049818	L
TCONS_00049820	L
TCONS_00049822	S
TCONS_00049823	T
TCONS_00049824	E
TCONS_00049825	T
TCONS_00049830	S
TCONS_00049834	T
TCONS_00049835	S
TCONS_00049836	S
TCONS_00049837	S
TCONS_00049838	O
TCONS_00049839	T
TCONS_00049840	T
TCONS_00049843	S
TCONS_00049845	S
TCONS_00049847	S
TCONS_00049848	S
TCONS_00049849	G
TCONS_00049850	T
TCONS_00049851	E
TCONS_00049851	P
TCONS_00049851	T
TCONS_00049855	S
TCONS_00049859	S
TCONS_00049861	C
TCONS_00049872	C
TCONS_00049878	T
TCONS_00049881	U
TCONS_00049887	L
TCONS_00049888	S
TCONS_00049889	E
TCONS_00049891	S
TCONS_00049898	S
TCONS_00049901	T
TCONS_00049905	T
TCONS_00049907	O
TCONS_00049909	H
TCONS_00049911	O
TCONS_00049914	L
TCONS_00049915	L
TCONS_00049916	K
TCONS_00049917	T
TCONS_00049919	T
TCONS_00049926	L
TCONS_00049928	I
TCONS_00049929	T
TCONS_00049933	S
TCONS_00049935	G
TCONS_00049937	S
TCONS_00049938	S
TCONS_00049940	T
TCONS_00049942	S
TCONS_00049944	S
TCONS_00049945	E
TCONS_00049945	O
TCONS_00049946	S
TCONS_00049947	S
TCONS_00049949	S
TCONS_00049951	S
TCONS_00049953	L
TCONS_00049956	S
TCONS_00049957	S
TCONS_00049965	S
TCONS_00049967	S
TCONS_00049973	S
TCONS_00049980	T
TCONS_00049982	T
TCONS_00049983	S
TCONS_00049985	K
TCONS_00049990	K
TCONS_00049994	U
TCONS_00049996	K
TCONS_00050007	L
TCONS_00050009	S
TCONS_00050016	S
TCONS_00050017	T
TCONS_00050018	T
TCONS_00050019	T
TCONS_00050024	T
TCONS_00050026	S
TCONS_00050029	I
TCONS_00050030	I
TCONS_00050031	B
TCONS_00050031	D
TCONS_00050032	B
TCONS_00050032	D
TCONS_00050034	G
TCONS_00050036	S
TCONS_00050037	Z
TCONS_00050041	A
TCONS_00050047	W
TCONS_00050049	K
TCONS_00050050	K
TCONS_00050050	O
TCONS_00050056	T
TCONS_00050060	S
TCONS_00050061	T
TCONS_00050063	T
TCONS_00050068	K
TCONS_00050069	J
TCONS_00050074	T
TCONS_00050076	E
TCONS_00050077	S
TCONS_00050078	T
TCONS_00050079	S
TCONS_00050080	S
TCONS_00050081	Q
TCONS_00050085	T
TCONS_00050086	T
TCONS_00050089	L
TCONS_00050092	I
TCONS_00050093	U
TCONS_00050094	S
TCONS_00050096	S
TCONS_00050099	S
TCONS_00050100	S
TCONS_00050103	K
TCONS_00050105	O
TCONS_00050106	S
TCONS_00050107	S
TCONS_00050109	J
TCONS_00050112	T
TCONS_00050113	T
TCONS_00050114	T
TCONS_00050115	G
TCONS_00050116	O
TCONS_00050117	Q
TCONS_00050118	Q
TCONS_00050120	O
TCONS_00050121	S
TCONS_00050122	Q
TCONS_00050123	Q
TCONS_00050124	O
TCONS_00050127	S
TCONS_00050130	K
TCONS_00050131	O
TCONS_00050134	S
TCONS_00050137	P
TCONS_00050140	S
TCONS_00050149	T
TCONS_00050150	G
TCONS_00050152	S
TCONS_00050154	O
TCONS_00050156	K
TCONS_00050157	K
TCONS_00050160	S
TCONS_00050162	S
TCONS_00050163	S
TCONS_00050164	S
TCONS_00050166	S
TCONS_00050168	S
TCONS_00050169	S
TCONS_00050173	S
TCONS_00050176	G
TCONS_00050178	G
TCONS_00050179	G
TCONS_00050180	T
TCONS_00050181	T
TCONS_00050182	T
TCONS_00050183	T
TCONS_00050185	D
TCONS_00050190	P
TCONS_00050192	P
TCONS_00050196	E
TCONS_00050199	E
TCONS_00050200	E
TCONS_00050201	E
TCONS_00050206	E
TCONS_00050207	E
TCONS_00050208	E
TCONS_00050209	E
TCONS_00050210	E
TCONS_00050211	U
TCONS_00050213	E
TCONS_00050215	E
TCONS_00050216	E
TCONS_00050217	S
TCONS_00050218	E
TCONS_00050220	E
TCONS_00050221	E
TCONS_00050222	S
TCONS_00050223	T
TCONS_00050225	S
TCONS_00050227	L
TCONS_00050230	L
TCONS_00050231	L
TCONS_00050233	P
TCONS_00050234	P
TCONS_00050235	P
TCONS_00050237	P
TCONS_00050238	S
TCONS_00050240	P
TCONS_00050241	P
TCONS_00050242	P
TCONS_00050243	P
TCONS_00050246	P
TCONS_00050249	P
TCONS_00050252	C
TCONS_00050255	S
TCONS_00050257	G
TCONS_00050258	S
TCONS_00050259	S
TCONS_00050261	T
TCONS_00050262	T
TCONS_00050263	D
TCONS_00050266	S
TCONS_00050269	O
TCONS_00050270	U
TCONS_00050271	K
TCONS_00050273	K
TCONS_00050274	O
TCONS_00050275	U
TCONS_00050286	S
TCONS_00050303	S
TCONS_00050305	S
TCONS_00050309	S
TCONS_00050314	K
TCONS_00050318	S
TCONS_00050319	G
TCONS_00050321	S
TCONS_00050336	S
TCONS_00050340	S
TCONS_00050350	T
TCONS_00050351	G
TCONS_00050353	P
TCONS_00050355	M
TCONS_00050356	S
TCONS_00050357	S
TCONS_00050359	S
TCONS_00050362	G
TCONS_00050364	G
TCONS_00050365	L
TCONS_00050368	U
TCONS_00050370	S
TCONS_00050371	S
TCONS_00050372	S
TCONS_00050376	G
TCONS_00050376	M
TCONS_00050378	S
TCONS_00050379	S
TCONS_00050380	O
TCONS_00050381	G
TCONS_00050381	O
TCONS_00050382	K
TCONS_00050383	S
TCONS_00050384	O
TCONS_00050385	O
TCONS_00050386	O
TCONS_00050387	O
TCONS_00050388	O
TCONS_00050389	S
TCONS_00050395	L
TCONS_00050398	O
TCONS_00050400	S
TCONS_00050401	S
TCONS_00050402	S
TCONS_00050403	T
TCONS_00050405	E
TCONS_00050407	E
TCONS_00050408	E
TCONS_00050410	S
TCONS_00050413	L
TCONS_00050414	G
TCONS_00050415	G
TCONS_00050417	G
TCONS_00050420	C
TCONS_00050422	A
TCONS_00050423	S
TCONS_00050428	Q
TCONS_00050429	S
TCONS_00050433	O
TCONS_00050435	S
TCONS_00050441	G
TCONS_00050443	P
TCONS_00050444	G
TCONS_00050447	G
TCONS_00050448	P
TCONS_00050449	G
TCONS_00050450	G
TCONS_00050451	B
TCONS_00050451	T
TCONS_00050454	O
TCONS_00050457	S
TCONS_00050458	A
TCONS_00050460	W
TCONS_00050468	K
TCONS_00050469	B
TCONS_00050470	T
TCONS_00050471	T
TCONS_00050473	D
TCONS_00050473	Z
TCONS_00050489	S
TCONS_00050490	I
TCONS_00050491	E
TCONS_00050492	E
TCONS_00050495	S
TCONS_00050497	S
TCONS_00050498	S
TCONS_00050500	P
TCONS_00050500	T
TCONS_00050501	T
TCONS_00050506	G
TCONS_00050507	K
TCONS_00050509	Q
TCONS_00050510	S
TCONS_00050516	L
TCONS_00050519	T
TCONS_00050520	S
TCONS_00050521	S
TCONS_00050525	T
TCONS_00050526	S
TCONS_00050527	T
TCONS_00050528	T
TCONS_00050528	V
TCONS_00050529	T
TCONS_00050529	V
TCONS_00050530	O
TCONS_00050530	P
TCONS_00050531	S
TCONS_00050533	S
TCONS_00050534	S
TCONS_00050536	S
TCONS_00050537	S
TCONS_00050538	S
TCONS_00050539	T
TCONS_00050541	K
TCONS_00050542	S
TCONS_00050545	C
TCONS_00050546	A
TCONS_00050548	O
TCONS_00050549	J
TCONS_00050553	S
TCONS_00050555	A
TCONS_00050558	E
TCONS_00050562	S
TCONS_00050563	S
TCONS_00050564	S
TCONS_00050566	K
TCONS_00050568	E
TCONS_00050569	T
TCONS_00050571	S
TCONS_00050572	Q
TCONS_00050577	Q
TCONS_00050578	Q
TCONS_00050580	Q
TCONS_00050583	T
TCONS_00050584	T
TCONS_00050590	P
TCONS_00050591	S
TCONS_00050592	S
TCONS_00050593	O
TCONS_00050594	O
TCONS_00050596	S
TCONS_00050598	T
TCONS_00050599	D
TCONS_00050600	T
TCONS_00050603	T
TCONS_00050603	V
TCONS_00050604	O
TCONS_00050605	O
TCONS_00050607	H
TCONS_00050608	S
TCONS_00050610	T
TCONS_00050612	T
TCONS_00050613	O
TCONS_00050616	O
TCONS_00050617	O
TCONS_00050618	O
TCONS_00050619	O
TCONS_00050621	T
TCONS_00050622	O
TCONS_00050623	T
TCONS_00050624	O
TCONS_00050625	O
TCONS_00050627	T
TCONS_00050628	J
TCONS_00050632	A
TCONS_00050633	M
TCONS_00050634	A
TCONS_00050635	U
TCONS_00050637	O
TCONS_00050639	T
TCONS_00050641	D
TCONS_00050642	J
TCONS_00050643	T
TCONS_00050645	S
TCONS_00050647	P
TCONS_00050647	T
TCONS_00050652	P
TCONS_00050652	T
TCONS_00050654	O
TCONS_00050656	S
TCONS_00050657	S
TCONS_00050660	I
TCONS_00050662	U
TCONS_00050663	S
TCONS_00050667	T
TCONS_00050670	A
TCONS_00050671	D
TCONS_00050672	T
TCONS_00050675	S
TCONS_00050678	Q
TCONS_00050679	Q
TCONS_00050680	S
TCONS_00050681	S
TCONS_00050682	S
TCONS_00050684	S
TCONS_00050687	Q
TCONS_00050689	S
TCONS_00050690	S
TCONS_00050691	S
TCONS_00050694	S
TCONS_00050695	G
TCONS_00050696	G
TCONS_00050697	G
TCONS_00050699	T
TCONS_00050701	G
TCONS_00050701	O
TCONS_00050702	G
TCONS_00050702	O
TCONS_00050703	G
TCONS_00050703	O
TCONS_00050705	S
TCONS_00050708	S
TCONS_00050709	G
TCONS_00050710	G
TCONS_00050711	G
TCONS_00050712	S
TCONS_00050720	L
TCONS_00050721	L
TCONS_00050725	G
TCONS_00050725	O
TCONS_00050726	S
TCONS_00050727	S
TCONS_00050729	S
TCONS_00050732	S
TCONS_00050735	F
TCONS_00050738	S
TCONS_00050739	S
TCONS_00050741	S
TCONS_00050742	S
TCONS_00050745	M
TCONS_00050746	V
TCONS_00050746	W
TCONS_00050747	V
TCONS_00050747	W
TCONS_00050748	V
TCONS_00050748	W
TCONS_00050750	V
TCONS_00050751	V
TCONS_00050752	V
TCONS_00050753	V
TCONS_00050755	C
TCONS_00050757	K
TCONS_00050762	W
