AENJA_00004	OFUSG05380.1
AENJA_10456	OFUSG10028.1
AENJA_10464	OFUSG05619.1
AENJA_10472	OFUSG17701.1
AENJA_10478	OFUSG17183.1
AENJA_10488	OFUSG17295.1
AENJA_10489	OFUSG10725.1
AENJA_10490	OFUSG12327.1
AENJA_10491	OFUSG21283.1
AENJA_10493	OFUSG06617.1
AENJA_10494	OFUSG06619.1
AENJA_10506	OFUSG09237.1
AENJA_10508	OFUSG03414.1
AENJA_10512	OFUSG09680.1
AENJA_10515	OFUSG20960.1
AENJA_10515	OFUSG20961.1
AENJA_10515	OFUSG22355.1
AENJA_10515	OFUSG22356.1
AENJA_10515	OFUSG22357.1
AENJA_10532	OFUSG03455.1
AENJA_10536	OFUSG15921.1
AENJA_10537	OFUSG09903.1
AENJA_10542	OFUSG07794.1
AENJA_10561	OFUSG00965.1
AENJA_10564	OFUSG00619.1
AENJA_10576	OFUSG14848.1
AENJA_10577	OFUSG13956.1
AENJA_10578	OFUSG11512.1
AENJA_10578	OFUSG11513.1
AENJA_10578	OFUSG11514.1
AENJA_10578	OFUSG16688.1
AENJA_10588	OFUSG10536.1
AENJA_10589	OFUSG10537.1
AENJA_10594	OFUSG13457.1
AENJA_10606	OFUSG05124.1
AENJA_10609	OFUSG05029.1
AENJA_10616	OFUSG26257.1
AENJA_10620	OFUSG12933.1
AENJA_10622	OFUSG04960.1
AENJA_10643	OFUSG14206.1
AENJA_10647	OFUSG11416.1
AENJA_10651	OFUSG04755.1
AENJA_10652	OFUSG05437.1
AENJA_10658	OFUSG17201.1
AENJA_10671	OFUSG21306.1
AENJA_10687	OFUSG12587.1
AENJA_10689	OFUSG13447.1
AENJA_10707	OFUSG20082.1
AENJA_10707	OFUSG26509.1
AENJA_10712	OFUSG00108.1
AENJA_10713	OFUSG16600.1
AENJA_10716	OFUSG01248.1
AENJA_10717	OFUSG01349.1
AENJA_10726	OFUSG13921.1
AENJA_10728	OFUSG26453.1
AENJA_10735	OFUSG05233.1
AENJA_10735	OFUSG20760.1
AENJA_10744	OFUSG15217.1
AENJA_10746	OFUSG22242.1
AENJA_10748	OFUSG24148.1
AENJA_10750	OFUSG22452.1
AENJA_10752	OFUSG25743.1
AENJA_10753	OFUSG15741.1
AENJA_10766	OFUSG25473.1
AENJA_10767	OFUSG08159.1
AENJA_10770	OFUSG08307.1
AENJA_10771	OFUSG08308.1
AENJA_10775	OFUSG24402.1
AENJA_10787	OFUSG25122.1
AENJA_10793	OFUSG09488.1
AENJA_10794	OFUSG19904.1
AENJA_10797	OFUSG09289.1
AENJA_10798	OFUSG09048.1
AENJA_10800	OFUSG09288.1
AENJA_10809	OFUSG02909.1
AENJA_10810	OFUSG10419.1
AENJA_10811	OFUSG10009.1
AENJA_10813	OFUSG07216.1
AENJA_10813	OFUSG09774.1
AENJA_10813	OFUSG18314.1
AENJA_10813	OFUSG18750.1
AENJA_10813	OFUSG20706.1
AENJA_10813	OFUSG21793.1
AENJA_10813	OFUSG21795.1
AENJA_10813	OFUSG21830.1
AENJA_10813	OFUSG26037.1
AENJA_10816	OFUSG20952.1
AENJA_10824	OFUSG04886.1
AENJA_10827	OFUSG20788.1
AENJA_10828	OFUSG05085.1
AENJA_10830	OFUSG05086.1
AENJA_10855	OFUSG08880.1
AENJA_10856	OFUSG13229.1
AENJA_10861	OFUSG20562.1
AENJA_10864	OFUSG06866.1
AENJA_10866	OFUSG05455.1
AENJA_10878	OFUSG08158.1
AENJA_10882	OFUSG25520.1
AENJA_10884	OFUSG08340.1
AENJA_10896	OFUSG00660.1
AENJA_10898	OFUSG26367.1
AENJA_10903	OFUSG06124.1
AENJA_10914	OFUSG10951.1
AENJA_10915	OFUSG16929.1
AENJA_10919	OFUSG07845.1
AENJA_10919	OFUSG17221.1
AENJA_10927	OFUSG12072.1
AENJA_10930	OFUSG11626.1
AENJA_10934	OFUSG11336.1
AENJA_10936	OFUSG11337.1
AENJA_10944	OFUSG07959.1
AENJA_10948	OFUSG21600.1
AENJA_10949	OFUSG09556.1
AENJA_10949	OFUSG10896.1
AENJA_10956	OFUSG02626.1
AENJA_10958	OFUSG03508.1
AENJA_10959	OFUSG01952.1
AENJA_10964	OFUSG09743.1
AENJA_10965	OFUSG09740.1
AENJA_10967	OFUSG12429.1
AENJA_10969	OFUSG00272.1
AENJA_10969	OFUSG26560.1
AENJA_10970	OFUSG12394.1
AENJA_10977	OFUSG13323.1
AENJA_10978	OFUSG21117.1
AENJA_10979	OFUSG20216.1
AENJA_10980	OFUSG23570.1
AENJA_10981	OFUSG13754.1
AENJA_10983	OFUSG17720.1
AENJA_10984	OFUSG17708.1
AENJA_10986	OFUSG01576.1
AENJA_10987	OFUSG01780.1
AENJA_10989	OFUSG15949.1
AENJA_10990	OFUSG00208.1
AENJA_10991	OFUSG00598.1
AENJA_10992	OFUSG24011.1
AENJA_10994	OFUSG04430.1
AENJA_10995	OFUSG16624.1
AENJA_10997	OFUSG20891.1
AENJA_10998	OFUSG10968.1
AENJA_10999	OFUSG10917.1
AENJA_11007	OFUSG18840.1
AENJA_11012	OFUSG17155.1
AENJA_11020	OFUSG14257.1
AENJA_11021	OFUSG14404.1
AENJA_11024	OFUSG04538.1
AENJA_11026	OFUSG08607.1
AENJA_11026	OFUSG13107.1
AENJA_11026	OFUSG13344.1
AENJA_11026	OFUSG13368.1
AENJA_11026	OFUSG13369.1
AENJA_11026	OFUSG20048.1
AENJA_11027	OFUSG24760.1
AENJA_11029	OFUSG08607.1
AENJA_11029	OFUSG13107.1
AENJA_11029	OFUSG13344.1
AENJA_11029	OFUSG13368.1
AENJA_11029	OFUSG13369.1
AENJA_11029	OFUSG20048.1
AENJA_11031	OFUSG24917.1
AENJA_11036	OFUSG19122.1
AENJA_11037	OFUSG19121.1
AENJA_11040	OFUSG06481.2
AENJA_11046	OFUSG19403.1
AENJA_11049	OFUSG22154.1
AENJA_11054	OFUSG03342.1
AENJA_11069	OFUSG21317.1
AENJA_11070	OFUSG06494.1
AENJA_11081	OFUSG06541.1
AENJA_11083	OFUSG05979.1
AENJA_11101	OFUSG24743.1
AENJA_11102	OFUSG07494.1
AENJA_11108	OFUSG08023.1
AENJA_11111	OFUSG00620.1
AENJA_11113	OFUSG17442.1
AENJA_11123	OFUSG24698.1
AENJA_11131	OFUSG26855.1
AENJA_11132	OFUSG13933.1
AENJA_11144	OFUSG16945.1
AENJA_11144	OFUSG25614.1
AENJA_11144	OFUSG25616.1
AENJA_11147	OFUSG01099.1
AENJA_11148	OFUSG19591.1
AENJA_11151	OFUSG01366.1
AENJA_11157	OFUSG01197.1
AENJA_11158	OFUSG01468.1
AENJA_11158	OFUSG10735.1
AENJA_11158	OFUSG17727.1
AENJA_11158	OFUSG17729.1
AENJA_11158	OFUSG18275.1
AENJA_11158	OFUSG20360.1
AENJA_11158	OFUSG20362.1
AENJA_11161	OFUSG10902.1
AENJA_11169	OFUSG18645.1
AENJA_11174	OFUSG25115.1
AENJA_11178	OFUSG25009.1
AENJA_11179	OFUSG13025.1
AENJA_11181	OFUSG21896.1
AENJA_11189	OFUSG09452.1
AENJA_11191	OFUSG09097.1
AENJA_11194	OFUSG08879.1
AENJA_11200	OFUSG17597.1
AENJA_11204	OFUSG26684.1
AENJA_11205	OFUSG09441.1
AENJA_11206	OFUSG08778.1
AENJA_11207	OFUSG20056.1
AENJA_11212	OFUSG24363.1
AENJA_11213	OFUSG20315.1
AENJA_11215	OFUSG20264.1
AENJA_11219	OFUSG20320.1
AENJA_11223	OFUSG25768.1
AENJA_11226	OFUSG14182.1
AENJA_11227	OFUSG24988.1
AENJA_11228	OFUSG03281.1
AENJA_11230	OFUSG03548.1
AENJA_11230	OFUSG14121.1
AENJA_11235	OFUSG24657.1
AENJA_11246	OFUSG18256.1
AENJA_11247	OFUSG10309.1
AENJA_11250	OFUSG13714.1
AENJA_11254	OFUSG24083.1
AENJA_11255	OFUSG15157.1
AENJA_11256	OFUSG08324.1
AENJA_11256	OFUSG15017.1
AENJA_11256	OFUSG22760.1
AENJA_11261	OFUSG08573.1
AENJA_11263	OFUSG10975.1
AENJA_11264	OFUSG18955.1
AENJA_11267	OFUSG26574.1
AENJA_11272	OFUSG17700.1
AENJA_11273	OFUSG21112.1
AENJA_11276	OFUSG10895.1
AENJA_11277	OFUSG10014.1
AENJA_11278	OFUSG04977.1
AENJA_11291	OFUSG00723.1
AENJA_11295	OFUSG01336.1
AENJA_11301	OFUSG07565.1
AENJA_11306	OFUSG09939.1
AENJA_11307	OFUSG07064.1
AENJA_11309	OFUSG07019.1
AENJA_11310	OFUSG16412.1
AENJA_11312	OFUSG08224.1
AENJA_11314	OFUSG07025.1
AENJA_11317	OFUSG25375.1
AENJA_11321	OFUSG01632.1
AENJA_11322	OFUSG25313.1
AENJA_11323	OFUSG21664.1
AENJA_11329	OFUSG11305.1
AENJA_11333	OFUSG17473.1
AENJA_11334	OFUSG10831.1
AENJA_11336	OFUSG10743.1
AENJA_11336	OFUSG10744.1
AENJA_11338	OFUSG10185.1
AENJA_11339	OFUSG20334.1
AENJA_11340	OFUSG11570.1
AENJA_11342	OFUSG09668.1
AENJA_11345	OFUSG09739.1
AENJA_11346	OFUSG09803.1
AENJA_11347	OFUSG19662.1
AENJA_11349	OFUSG09553.1
AENJA_11350	OFUSG19672.2
AENJA_11361	OFUSG17305.1
AENJA_11361	OFUSG26660.1
AENJA_11362	OFUSG08255.1
AENJA_11377	OFUSG13383.1
AENJA_11379	OFUSG00061.1
AENJA_11385	OFUSG25751.1
AENJA_11386	OFUSG00112.1
AENJA_11395	OFUSG23427.1
AENJA_11402	OFUSG07046.1
AENJA_11409	OFUSG18361.1
AENJA_11412	OFUSG08815.1
AENJA_11417	OFUSG18362.1
AENJA_11421	OFUSG24300.1
AENJA_11425	OFUSG23988.1
AENJA_11434	OFUSG07017.1
AENJA_11435	OFUSG07394.1
AENJA_11438	OFUSG23665.1
AENJA_11441	OFUSG08616.1
AENJA_11447	OFUSG08997.1
AENJA_11448	OFUSG08767.1
AENJA_11453	OFUSG20033.1
AENJA_11455	OFUSG03600.1
AENJA_11457	OFUSG23348.1
AENJA_11459	OFUSG21177.1
AENJA_11466	OFUSG24455.1
AENJA_11475	OFUSG00461.1
AENJA_11475	OFUSG11524.1
AENJA_11495	OFUSG01363.1
AENJA_11496	OFUSG05228.1
AENJA_11498	OFUSG05304.1
AENJA_11499	OFUSG05113.1
AENJA_11512	OFUSG10593.1
AENJA_11513	OFUSG10402.1
AENJA_11516	OFUSG09573.1
AENJA_11517	OFUSG10012.1
AENJA_11522	OFUSG17622.1
AENJA_11554	OFUSG11820.1
AENJA_11555	OFUSG25545.1
AENJA_11557	OFUSG07971.1
AENJA_11558	OFUSG07970.1
AENJA_11559	OFUSG07249.1
AENJA_11569	OFUSG25471.1
AENJA_11580	OFUSG16794.1
AENJA_11585	OFUSG06635.1
AENJA_11591	OFUSG16696.1
AENJA_11592	OFUSG23161.1
AENJA_11593	OFUSG04307.1
AENJA_11596	OFUSG16733.1
AENJA_11619	OFUSG19541.1
AENJA_11622	OFUSG22558.1
AENJA_11625	OFUSG23956.1
AENJA_11626	OFUSG06637.1
AENJA_11626	OFUSG12844.1
AENJA_11631	OFUSG02717.1
AENJA_11632	OFUSG06703.1
AENJA_11633	OFUSG05604.1
AENJA_11662	OFUSG20592.1
AENJA_11664	OFUSG20421.1
AENJA_11670	OFUSG21107.1
AENJA_11671	OFUSG17634.1
AENJA_11674	OFUSG16756.1
AENJA_11676	OFUSG16819.1
AENJA_11677	OFUSG16119.1
AENJA_11680	OFUSG05061.1
AENJA_11680	OFUSG07687.1
AENJA_11681	OFUSG04495.1
AENJA_11688	OFUSG08783.1
AENJA_11692	OFUSG26445.1
AENJA_11693	OFUSG05888.1
AENJA_11697	OFUSG11209.1
AENJA_11701	OFUSG02448.1
AENJA_11702	OFUSG03426.1
AENJA_11703	OFUSG03071.1
AENJA_11707	OFUSG03808.1
AENJA_11708	OFUSG01983.1
AENJA_11713	OFUSG06865.1
AENJA_11715	OFUSG06864.1
AENJA_11716	OFUSG19262.1
AENJA_11717	OFUSG05564.1
AENJA_11724	OFUSG03925.1
AENJA_11725	OFUSG16361.1
AENJA_11737	OFUSG04368.1
AENJA_11741	OFUSG00233.1
AENJA_11744	OFUSG16158.1
AENJA_11751	OFUSG15196.1
AENJA_11756	OFUSG02475.1
AENJA_11756	OFUSG02898.1
AENJA_11756	OFUSG04785.1
AENJA_11756	OFUSG04809.1
AENJA_11756	OFUSG13913.1
AENJA_11756	OFUSG17691.1
AENJA_11757	OFUSG02475.1
AENJA_11757	OFUSG02898.1
AENJA_11757	OFUSG04785.1
AENJA_11757	OFUSG04809.1
AENJA_11757	OFUSG13913.1
AENJA_11757	OFUSG17691.1
AENJA_11759	OFUSG25561.1
AENJA_11761	OFUSG13092.1
AENJA_11775	OFUSG09614.1
AENJA_11780	OFUSG17060.1
AENJA_11782	OFUSG26370.1
AENJA_11787	OFUSG17394.1
AENJA_11789	OFUSG25223.1
AENJA_11798	OFUSG07908.1
AENJA_11799	OFUSG02915.1
AENJA_11806	OFUSG15608.1
AENJA_11808	OFUSG15607.1
AENJA_11831	OFUSG00301.1
AENJA_11832	OFUSG01804.1
AENJA_11836	OFUSG15947.1
AENJA_11845	OFUSG13192.1
AENJA_11857	OFUSG10722.1
AENJA_11858	OFUSG10367.1
AENJA_11860	OFUSG10721.1
AENJA_11864	OFUSG26332.1
AENJA_11868	OFUSG10081.1
AENJA_11869	OFUSG20952.1
AENJA_11871	OFUSG10080.1
AENJA_11880	OFUSG02343.1
AENJA_11894	OFUSG07216.1
AENJA_11894	OFUSG09774.1
AENJA_11894	OFUSG18314.1
AENJA_11894	OFUSG18750.1
AENJA_11894	OFUSG20706.1
AENJA_11894	OFUSG21793.1
AENJA_11894	OFUSG21795.1
AENJA_11894	OFUSG21830.1
AENJA_11894	OFUSG26037.1
AENJA_11895	OFUSG10240.1
AENJA_11897	OFUSG11079.1
AENJA_11901	OFUSG10043.1
AENJA_11902	OFUSG09948.1
AENJA_11906	OFUSG10756.1
AENJA_11909	OFUSG10667.1
AENJA_11913	OFUSG15696.1
AENJA_11917	OFUSG22190.1
AENJA_11918	OFUSG08188.1
AENJA_11923	OFUSG14687.1
AENJA_11925	OFUSG14797.1
AENJA_11927	OFUSG24752.1
AENJA_11935	OFUSG24933.1
AENJA_11939	OFUSG01300.1
AENJA_11953	OFUSG16198.1
AENJA_11956	OFUSG13962.1
AENJA_11959	OFUSG13446.1
AENJA_11962	OFUSG17470.1
AENJA_11975	OFUSG16450.1
AENJA_11980	OFUSG16160.1
AENJA_11990	OFUSG07216.1
AENJA_11990	OFUSG09774.1
AENJA_11990	OFUSG18314.1
AENJA_11990	OFUSG18750.1
AENJA_11990	OFUSG20706.1
AENJA_11990	OFUSG21793.1
AENJA_11990	OFUSG21795.1
AENJA_11990	OFUSG21830.1
AENJA_11990	OFUSG26037.1
AENJA_12006	OFUSG24229.1
AENJA_12011	OFUSG19309.1
AENJA_12040	OFUSG24022.1
AENJA_12041	OFUSG15846.1
AENJA_12042	OFUSG24596.1
AENJA_12047	OFUSG11779.1
AENJA_12047	OFUSG12413.1
AENJA_12047	OFUSG18381.1
AENJA_12047	OFUSG21233.1
AENJA_12047	OFUSG21764.1
AENJA_12054	OFUSG11779.1
AENJA_12054	OFUSG12413.1
AENJA_12054	OFUSG18381.1
AENJA_12054	OFUSG21233.1
AENJA_12054	OFUSG21764.1
AENJA_12057	OFUSG00943.1
AENJA_12057	OFUSG00944.1
AENJA_12057	OFUSG25549.1
AENJA_12058	OFUSG01252.1
AENJA_12062	OFUSG16795.1
AENJA_12066	OFUSG04059.1
AENJA_12067	OFUSG16664.1
AENJA_12070	OFUSG06795.1
AENJA_12071	OFUSG06713.1
AENJA_12074	OFUSG06015.1
AENJA_12075	OFUSG06016.1
AENJA_12078	OFUSG06002.1
AENJA_12084	OFUSG07107.1
AENJA_12095	OFUSG06023.1
AENJA_12096	OFUSG26386.1
AENJA_12102	OFUSG14302.1
AENJA_12105	OFUSG24912.1
AENJA_12106	OFUSG25215.1
AENJA_12111	OFUSG04699.1
AENJA_12114	OFUSG16120.1
AENJA_12119	OFUSG04265.1
AENJA_12119	OFUSG14340.1
AENJA_12119	OFUSG25789.1
AENJA_12135	OFUSG13245.1
AENJA_12138	OFUSG10780.1
AENJA_12138	OFUSG16035.1
AENJA_12138	OFUSG16518.1
AENJA_12139	OFUSG26580.1
AENJA_12144	OFUSG17983.1
AENJA_12149	OFUSG02739.1
AENJA_12155	OFUSG01531.1
AENJA_12157	OFUSG17832.1
AENJA_12163	OFUSG18865.1
AENJA_12164	OFUSG18865.1
AENJA_12166	OFUSG07881.1
AENJA_12177	OFUSG07532.1
AENJA_12177	OFUSG17609.1
AENJA_12181	OFUSG12039.1
AENJA_12182	OFUSG25182.1
AENJA_12188	OFUSG01421.1
AENJA_12189	OFUSG05212.1
AENJA_12192	OFUSG00120.1
AENJA_12195	OFUSG22562.1
AENJA_12198	OFUSG22299.1
AENJA_12200	OFUSG16466.1
AENJA_12201	OFUSG16465.1
AENJA_12203	OFUSG15111.1
AENJA_12215	OFUSG01035.1
AENJA_12225	OFUSG10229.1
AENJA_12235	OFUSG04659.1
AENJA_12236	OFUSG15801.1
AENJA_12271	OFUSG03855.1
AENJA_12271	OFUSG17876.1
AENJA_12272	OFUSG15426.1
AENJA_12278	OFUSG07212.1
AENJA_12280	OFUSG17268.1
AENJA_12291	OFUSG07011.1
AENJA_12296	OFUSG07147.1
AENJA_12297	OFUSG25160.1
AENJA_12309	OFUSG23768.1
AENJA_12312	OFUSG03367.1
AENJA_12316	OFUSG25345.1
AENJA_12317	OFUSG07216.1
AENJA_12317	OFUSG09774.1
AENJA_12317	OFUSG18314.1
AENJA_12317	OFUSG18750.1
AENJA_12317	OFUSG20706.1
AENJA_12317	OFUSG21793.1
AENJA_12317	OFUSG21795.1
AENJA_12317	OFUSG21830.1
AENJA_12317	OFUSG26037.1
AENJA_12318	OFUSG17134.1
AENJA_12320	OFUSG13359.1
AENJA_12321	OFUSG17219.1
AENJA_12322	OFUSG19405.1
AENJA_12330	OFUSG18912.1
AENJA_12332	OFUSG04232.1
AENJA_12332	OFUSG06851.1
AENJA_12332	OFUSG08098.1
AENJA_12333	OFUSG25536.1
AENJA_12348	OFUSG11183.1
AENJA_12349	OFUSG16004.1
AENJA_12355	OFUSG10479.1
AENJA_12365	OFUSG22930.1
AENJA_12366	OFUSG23081.1
AENJA_12367	OFUSG23082.1
AENJA_12368	OFUSG23083.1
AENJA_12371	OFUSG09273.1
AENJA_12372	OFUSG19961.1
AENJA_12374	OFUSG04767.1
AENJA_12375	OFUSG04456.1
AENJA_12375	OFUSG23658.1
AENJA_12392	OFUSG07498.1
AENJA_12408	OFUSG17014.1
AENJA_12424	OFUSG13231.1
AENJA_12444	OFUSG05967.1
AENJA_12445	OFUSG19290.1
AENJA_12451	OFUSG06801.1
AENJA_12452	OFUSG11791.1
AENJA_12457	OFUSG11065.1
AENJA_12462	OFUSG09158.1
AENJA_12465	OFUSG19662.1
AENJA_12472	OFUSG00295.1
AENJA_12473	OFUSG01514.1
AENJA_12486	OFUSG26362.1
AENJA_12490	OFUSG02135.1
AENJA_12490	OFUSG22686.1
AENJA_12494	OFUSG00761.1
AENJA_12498	OFUSG12635.1
AENJA_12500	OFUSG03955.1
AENJA_12505	OFUSG00895.1
AENJA_12506	OFUSG00031.1
AENJA_12507	OFUSG01633.1
AENJA_12509	OFUSG04141.1
AENJA_12511	OFUSG00748.1
AENJA_12525	OFUSG20952.1
AENJA_12535	OFUSG25246.1
AENJA_12538	OFUSG25142.1
AENJA_12551	OFUSG00782.1
AENJA_12556	OFUSG13733.2
AENJA_12557	OFUSG23537.1
AENJA_12558	OFUSG04394.1
AENJA_12565	OFUSG23825.1
AENJA_12570	OFUSG13858.1
AENJA_12573	OFUSG14479.1
AENJA_12577	OFUSG11422.1
AENJA_12579	OFUSG14219.1
AENJA_12588	OFUSG07849.1
AENJA_12596	OFUSG18623.1
AENJA_12599	OFUSG10860.1
AENJA_12600	OFUSG18597.1
AENJA_12604	OFUSG18340.1
AENJA_12612	OFUSG25214.1
AENJA_12613	OFUSG12367.1
AENJA_12648	OFUSG16877.1
AENJA_12650	OFUSG01022.1
AENJA_12653	OFUSG16874.1
AENJA_12662	OFUSG14314.1
AENJA_12664	OFUSG17446.1
AENJA_12668	OFUSG21116.1
AENJA_12678	OFUSG02135.1
AENJA_12678	OFUSG22686.1
AENJA_12686	OFUSG22319.1
AENJA_12704	OFUSG20345.1
AENJA_12705	OFUSG20438.1
AENJA_12707	OFUSG12015.1
AENJA_12709	OFUSG22059.1
AENJA_12713	OFUSG12018.1
AENJA_12715	OFUSG11765.1
AENJA_12716	OFUSG01634.1
AENJA_12717	OFUSG21019.1
AENJA_12731	OFUSG26097.1
AENJA_12732	OFUSG09470.1
AENJA_12733	OFUSG08244.1
AENJA_12734	OFUSG03358.1
AENJA_12739	OFUSG26112.1
AENJA_12752	OFUSG12774.1
AENJA_12758	OFUSG12507.1
AENJA_12759	OFUSG17752.1
AENJA_12792	OFUSG21031.1
AENJA_12794	OFUSG13575.1
AENJA_12798	OFUSG21216.1
AENJA_12804	OFUSG25106.1
AENJA_12814	OFUSG12099.1
AENJA_12821	OFUSG11331.1
AENJA_12834	OFUSG20359.1
AENJA_12834	OFUSG24665.1
AENJA_12852	OFUSG01437.1
AENJA_12854	OFUSG16405.1
AENJA_12856	OFUSG07407.1
AENJA_12858	OFUSG04370.1
AENJA_12859	OFUSG08451.1
AENJA_12860	OFUSG26844.1
AENJA_12868	OFUSG03805.1
AENJA_12890	OFUSG11671.1
AENJA_12892	OFUSG12261.1
AENJA_12895	OFUSG12364.1
AENJA_12897	OFUSG25256.1
AENJA_12898	OFUSG21256.1
AENJA_12906	OFUSG22436.1
AENJA_12909	OFUSG16775.1
AENJA_12912	OFUSG19522.1
AENJA_12913	OFUSG06281.1
AENJA_12914	OFUSG06964.1
AENJA_12915	OFUSG11924.1
AENJA_12916	OFUSG06855.1
AENJA_12918	OFUSG05709.1
AENJA_12919	OFUSG05710.1
AENJA_12923	OFUSG21573.1
AENJA_12936	OFUSG24277.1
AENJA_12940	OFUSG13743.1
AENJA_12948	OFUSG15756.1
AENJA_12952	OFUSG15762.1
AENJA_12953	OFUSG15462.1
AENJA_12957	OFUSG25555.1
AENJA_12959	OFUSG25556.1
AENJA_12963	OFUSG07852.1
AENJA_12964	OFUSG10587.1
AENJA_12968	OFUSG10063.1
AENJA_12976	OFUSG17887.1
AENJA_12977	OFUSG18054.1
AENJA_12987	OFUSG24616.1
AENJA_12988	OFUSG13675.1
AENJA_12991	OFUSG13683.1
AENJA_12993	OFUSG12817.1
AENJA_12993	OFUSG22994.1
AENJA_12993	OFUSG23016.1
AENJA_12993	OFUSG23017.1
AENJA_12996	OFUSG12817.1
AENJA_12996	OFUSG22994.1
AENJA_12996	OFUSG23016.1
AENJA_12996	OFUSG23017.1
AENJA_12998	OFUSG15142.1
AENJA_12999	OFUSG19556.1
AENJA_13005	OFUSG00766.1
AENJA_13005	OFUSG13209.1
AENJA_13005	OFUSG13210.1
AENJA_13009	OFUSG09617.1
AENJA_13011	OFUSG22258.1
AENJA_13015	OFUSG20483.2
AENJA_13018	OFUSG26551.1
AENJA_13019	OFUSG21372.1
AENJA_13020	OFUSG17159.1
AENJA_13022	OFUSG26495.1
AENJA_13024	OFUSG26569.1
AENJA_13027	OFUSG17284.1
AENJA_13028	OFUSG23546.1
AENJA_13029	OFUSG23545.1
AENJA_13043	OFUSG19204.1
AENJA_13044	OFUSG13603.1
AENJA_13048	OFUSG13006.1
AENJA_13078	OFUSG23457.1
AENJA_13104	OFUSG06444.1
AENJA_13113	OFUSG16902.1
AENJA_13115	OFUSG06930.1
AENJA_13118	OFUSG05819.1
AENJA_13120	OFUSG05488.1
AENJA_13122	OFUSG19153.1
AENJA_13129	OFUSG00097.1
AENJA_13134	OFUSG00420.1
AENJA_13141	OFUSG11743.1
AENJA_13142	OFUSG01351.1
AENJA_13156	OFUSG20952.1
AENJA_13160	OFUSG20952.1
AENJA_13161	OFUSG07216.1
AENJA_13161	OFUSG09774.1
AENJA_13161	OFUSG18314.1
AENJA_13161	OFUSG18750.1
AENJA_13161	OFUSG20706.1
AENJA_13161	OFUSG21793.1
AENJA_13161	OFUSG21795.1
AENJA_13161	OFUSG21830.1
AENJA_13161	OFUSG26037.1
AENJA_13163	OFUSG20952.1
AENJA_13164	OFUSG20952.1
AENJA_13187	OFUSG07228.1
AENJA_13189	OFUSG07702.1
AENJA_13190	OFUSG07444.1
AENJA_13192	OFUSG24006.1
AENJA_13193	OFUSG14984.1
AENJA_13194	OFUSG15647.1
AENJA_13195	OFUSG15000.1
AENJA_13199	OFUSG03771.1
AENJA_13200	OFUSG24055.1
AENJA_13201	OFUSG17637.1
AENJA_13202	OFUSG18344.1
AENJA_13207	OFUSG15504.1
AENJA_13208	OFUSG15052.1
AENJA_13211	OFUSG20319.1
AENJA_13216	OFUSG18080.1
AENJA_13217	OFUSG18082.1
AENJA_13222	OFUSG10787.1
AENJA_13227	OFUSG23024.1
AENJA_13234	OFUSG20224.1
AENJA_13236	OFUSG04859.1
AENJA_13242	OFUSG00731.1
AENJA_13242	OFUSG00733.1
AENJA_13242	OFUSG19038.1
AENJA_13242	OFUSG19039.1
AENJA_13242	OFUSG19040.1
AENJA_13245	OFUSG16467.1
AENJA_13254	OFUSG12469.1
AENJA_13257	OFUSG26690.1
AENJA_13291	OFUSG17362.1
AENJA_13294	OFUSG23395.1
AENJA_13295	OFUSG05825.1
AENJA_13297	OFUSG23715.1
AENJA_13298	OFUSG04005.1
AENJA_13300	OFUSG11804.1
AENJA_13307	OFUSG18397.1
AENJA_13331	OFUSG12334.1
AENJA_13337	OFUSG12071.1
AENJA_13338	OFUSG13494.1
AENJA_13339	OFUSG12383.1
AENJA_13349	OFUSG18628.1
AENJA_13351	OFUSG20579.1
AENJA_13352	OFUSG05431.1
AENJA_13354	OFUSG23524.1
AENJA_13356	OFUSG04753.1
AENJA_13376	OFUSG11606.1
AENJA_13405	OFUSG07680.1
AENJA_13408	OFUSG03170.1
AENJA_13408	OFUSG07678.1
AENJA_13412	OFUSG08089.1
AENJA_13414	OFUSG22740.1
AENJA_13416	OFUSG14867.1
AENJA_13417	OFUSG15537.1
AENJA_13420	OFUSG24114.1
AENJA_13421	OFUSG22537.1
AENJA_13423	OFUSG16219.1
AENJA_13446	OFUSG24648.1
AENJA_13452	OFUSG19723.1
AENJA_13461	OFUSG09512.1
AENJA_13463	OFUSG09843.1
AENJA_13466	OFUSG09840.1
AENJA_13484	OFUSG00097.1
AENJA_13485	OFUSG07854.1
AENJA_13513	OFUSG23435.1
AENJA_13514	OFUSG23755.1
AENJA_13515	OFUSG23890.1
AENJA_13517	OFUSG21354.1
AENJA_13518	OFUSG12738.1
AENJA_13521	OFUSG14975.1
AENJA_13525	OFUSG23810.1
AENJA_13526	OFUSG14975.1
AENJA_13527	OFUSG14975.1
AENJA_13533	OFUSG00798.1
AENJA_13535	OFUSG23074.1
AENJA_13536	OFUSG10655.1
AENJA_13548	OFUSG06637.1
AENJA_13548	OFUSG12844.1
AENJA_13549	OFUSG08327.1
AENJA_13550	OFUSG18101.1
AENJA_13552	OFUSG05176.1
AENJA_13554	OFUSG10433.2
AENJA_13555	OFUSG18542.1
AENJA_13567	OFUSG19315.1
AENJA_13577	OFUSG10654.1
AENJA_13578	OFUSG04278.1
AENJA_13579	OFUSG21187.1
AENJA_13613	OFUSG05545.1
AENJA_13613	OFUSG06949.1
AENJA_13613	OFUSG15283.1
