GENE.OFUSG00006.1~~OFUSG00006.1	OFUSG00006.1.p1
GENE.OFUSG20331.1~~OFUSG20331.1	OFUSG20331.1.p1
GENE.OFUSG20331.1~~OFUSG20331.1	OFUSG20331.1.p1
GENE.OFUSG20334.1~~OFUSG20334.1	OFUSG20334.1.p1
GENE.OFUSG20337.1~~OFUSG20337.1	OFUSG20337.1.p1
GENE.OFUSG20339.1~~OFUSG20339.1	OFUSG20339.1.p1
GENE.OFUSG20341.1~~OFUSG20341.1	OFUSG20341.1.p1
GENE.OFUSG20341.1~~OFUSG20341.1	OFUSG20341.1.p1
GENE.OFUSG20341.1~~OFUSG20341.1	OFUSG20341.1.p1
GENE.OFUSG20341.1~~OFUSG20341.1	OFUSG20341.1.p1
GENE.OFUSG20341.1~~OFUSG20341.1	OFUSG20341.1.p1
GENE.OFUSG20344.1~~OFUSG20344.1	OFUSG20344.1.p1
GENE.OFUSG20345.1~~OFUSG20345.1	OFUSG20345.1.p1
GENE.OFUSG20345.1~~OFUSG20345.1	OFUSG20345.1.p1
GENE.OFUSG20345.1~~OFUSG20345.1	OFUSG20345.1.p1
GENE.OFUSG20345.1~~OFUSG20345.1	OFUSG20345.1.p1
GENE.OFUSG20348.1~~OFUSG20348.1	OFUSG20348.1.p1
GENE.OFUSG20349.1~~OFUSG20349.1	OFUSG20349.1.p1
GENE.OFUSG20350.1~~OFUSG20350.1	OFUSG20350.1.p1
GENE.OFUSG20351.1~~OFUSG20351.1	OFUSG20351.1.p1
GENE.OFUSG20353.1~~OFUSG20353.1	OFUSG20353.1.p1
GENE.OFUSG20354.1~~OFUSG20354.1	OFUSG20354.1.p1
GENE.OFUSG20357.1~~OFUSG20357.1	OFUSG20357.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20360.1~~OFUSG20360.1	OFUSG20360.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20362.1~~OFUSG20362.1	OFUSG20362.1.p1
GENE.OFUSG20365.1~~OFUSG20365.1	OFUSG20365.1.p1
GENE.OFUSG20370.1~~OFUSG20370.1	OFUSG20370.1.p1
GENE.OFUSG20370.1~~OFUSG20370.1	OFUSG20370.1.p1
GENE.OFUSG20374.1~~OFUSG20374.1	OFUSG20374.1.p1
GENE.OFUSG20376.1~~OFUSG20376.1	OFUSG20376.1.p1
GENE.OFUSG20379.1~~OFUSG20379.1	OFUSG20379.1.p1
GENE.OFUSG20382.1~~OFUSG20382.1	OFUSG20382.1.p1
GENE.OFUSG20384.1~~OFUSG20384.1	OFUSG20384.1.p1
GENE.OFUSG20387.1~~OFUSG20387.1	OFUSG20387.1.p1
GENE.OFUSG20387.1~~OFUSG20387.1	OFUSG20387.1.p1
GENE.OFUSG20388.1~~OFUSG20388.1	OFUSG20388.1.p1
GENE.OFUSG20391.1~~OFUSG20391.1	OFUSG20391.1.p1
GENE.OFUSG20405.1~~OFUSG20405.1	OFUSG20405.1.p1
GENE.OFUSG20409.1~~OFUSG20409.1	OFUSG20409.1.p1
GENE.OFUSG20411.1~~OFUSG20411.1	OFUSG20411.1.p1
GENE.OFUSG20420.1~~OFUSG20420.1	OFUSG20420.1.p1
GENE.OFUSG20421.1~~OFUSG20421.1	OFUSG20421.1.p1
GENE.OFUSG20422.1~~OFUSG20422.1	OFUSG20422.1.p1
GENE.OFUSG20423.1~~OFUSG20423.1	OFUSG20423.1.p1
GENE.OFUSG20429.1~~OFUSG20429.1	OFUSG20429.1.p1
GENE.OFUSG20430.1~~OFUSG20430.1	OFUSG20430.1.p1
GENE.OFUSG20436.1~~OFUSG20436.1	OFUSG20436.1.p1
GENE.OFUSG20436.1~~OFUSG20436.1	OFUSG20436.1.p1
GENE.OFUSG20437.1~~OFUSG20437.1	OFUSG20437.1.p1
GENE.OFUSG20438.1~~OFUSG20438.1	OFUSG20438.1.p1
GENE.OFUSG20438.1~~OFUSG20438.1	OFUSG20438.1.p1
GENE.OFUSG20448.1~~OFUSG20448.1	OFUSG20448.1.p1
GENE.OFUSG20448.1~~OFUSG20448.1	OFUSG20448.1.p1
GENE.OFUSG20459.1~~OFUSG20459.1	OFUSG20459.1.p1
GENE.OFUSG20468.1~~OFUSG20468.1	OFUSG20468.1.p1
GENE.OFUSG20471.1~~OFUSG20471.1	OFUSG20471.1.p1
GENE.OFUSG20471.1~~OFUSG20471.1	OFUSG20471.1.p1
GENE.OFUSG20481.1~~OFUSG20481.1	OFUSG20481.1.p1
GENE.OFUSG20483.1~~OFUSG20483.1	OFUSG20483.1.p1
GENE.OFUSG20503.2~~OFUSG20503.2	OFUSG20503.2.p1
GENE.OFUSG20508.1~~OFUSG20508.1	OFUSG20508.1.p1
GENE.OFUSG20511.1~~OFUSG20511.1	OFUSG20511.1.p1
GENE.OFUSG20513.1~~OFUSG20513.1	OFUSG20513.1.p1
GENE.OFUSG20514.1~~OFUSG20514.1	OFUSG20514.1.p1
GENE.OFUSG20520.1~~OFUSG20520.1	OFUSG20520.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20525.1~~OFUSG20525.1	OFUSG20525.1.p1
GENE.OFUSG20527.1~~OFUSG20527.1	OFUSG20527.1.p1
GENE.OFUSG20527.1~~OFUSG20527.1	OFUSG20527.1.p1
GENE.OFUSG20527.1~~OFUSG20527.1	OFUSG20527.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20529.1~~OFUSG20529.1	OFUSG20529.1.p1
GENE.OFUSG20530.1~~OFUSG20530.1	OFUSG20530.1.p1
GENE.OFUSG20532.2~~OFUSG20532.2	OFUSG20532.2.p1
GENE.OFUSG20536.1~~OFUSG20536.1	OFUSG20536.1.p1
GENE.OFUSG20540.1~~OFUSG20540.1	OFUSG20540.1.p1
GENE.OFUSG20541.1~~OFUSG20541.1	OFUSG20541.1.p1
GENE.OFUSG20546.1~~OFUSG20546.1	OFUSG20546.1.p1
GENE.OFUSG20547.1~~OFUSG20547.1	OFUSG20547.1.p1
GENE.OFUSG20548.1~~OFUSG20548.1	OFUSG20548.1.p1
GENE.OFUSG20549.1~~OFUSG20549.1	OFUSG20549.1.p1
GENE.OFUSG20550.1~~OFUSG20550.1	OFUSG20550.1.p1
GENE.OFUSG20551.1~~OFUSG20551.1	OFUSG20551.1.p1
GENE.OFUSG20551.1~~OFUSG20551.1	OFUSG20551.1.p1
GENE.OFUSG20553.1~~OFUSG20553.1	OFUSG20553.1.p1
GENE.OFUSG20561.1~~OFUSG20561.1	OFUSG20561.1.p1
GENE.OFUSG20562.1~~OFUSG20562.1	OFUSG20562.1.p1
GENE.OFUSG20565.1~~OFUSG20565.1	OFUSG20565.1.p1
GENE.OFUSG20567.1~~OFUSG20567.1	OFUSG20567.1.p1
GENE.OFUSG20568.1~~OFUSG20568.1	OFUSG20568.1.p1
GENE.OFUSG20569.1~~OFUSG20569.1	OFUSG20569.1.p1
GENE.OFUSG20574.1~~OFUSG20574.1	OFUSG20574.1.p1
GENE.OFUSG20575.1~~OFUSG20575.1	OFUSG20575.1.p1
GENE.OFUSG20579.1~~OFUSG20579.1	OFUSG20579.1.p1
GENE.OFUSG20587.1~~OFUSG20587.1	OFUSG20587.1.p1
GENE.OFUSG20587.1~~OFUSG20587.1	OFUSG20587.1.p1
GENE.OFUSG20587.1~~OFUSG20587.1	OFUSG20587.1.p1
GENE.OFUSG20587.1~~OFUSG20587.1	OFUSG20587.1.p1
GENE.OFUSG20587.1~~OFUSG20587.1	OFUSG20587.1.p1
GENE.OFUSG20599.1~~OFUSG20599.1	OFUSG20599.1.p1
GENE.OFUSG20600.1~~OFUSG20600.1	OFUSG20600.1.p1
GENE.OFUSG20613.1~~OFUSG20613.1	OFUSG20613.1.p1
GENE.OFUSG20618.1~~OFUSG20618.1	OFUSG20618.1.p1
GENE.OFUSG20619.1~~OFUSG20619.1	OFUSG20619.1.p1
GENE.OFUSG20619.1~~OFUSG20619.1	OFUSG20619.1.p1
GENE.OFUSG20621.1~~OFUSG20621.1	OFUSG20621.1.p1
GENE.OFUSG20627.1~~OFUSG20627.1	OFUSG20627.1.p1
GENE.OFUSG20628.1~~OFUSG20628.1	OFUSG20628.1.p1
GENE.OFUSG20629.1~~OFUSG20629.1	OFUSG20629.1.p1
GENE.OFUSG20630.1~~OFUSG20630.1	OFUSG20630.1.p1
GENE.OFUSG20631.1~~OFUSG20631.1	OFUSG20631.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20645.1~~OFUSG20645.1	OFUSG20645.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20652.1~~OFUSG20652.1	OFUSG20652.1.p1
GENE.OFUSG20654.1~~OFUSG20654.1	OFUSG20654.1.p1
GENE.OFUSG20654.1~~OFUSG20654.1	OFUSG20654.1.p1
GENE.OFUSG20654.1~~OFUSG20654.1	OFUSG20654.1.p1
GENE.OFUSG20654.1~~OFUSG20654.1	OFUSG20654.1.p1
GENE.OFUSG20654.1~~OFUSG20654.1	OFUSG20654.1.p1
GENE.OFUSG20659.1~~OFUSG20659.1	OFUSG20659.1.p1
GENE.OFUSG20663.1~~OFUSG20663.1	OFUSG20663.1.p1
GENE.OFUSG20665.1~~OFUSG20665.1	OFUSG20665.1.p1
GENE.OFUSG20666.1~~OFUSG20666.1	OFUSG20666.1.p1
GENE.OFUSG20677.1~~OFUSG20677.1	OFUSG20677.1.p1
GENE.OFUSG20680.1~~OFUSG20680.1	OFUSG20680.1.p1
GENE.OFUSG20681.1~~OFUSG20681.1	OFUSG20681.1.p1
GENE.OFUSG20687.1~~OFUSG20687.1	OFUSG20687.1.p1
GENE.OFUSG20688.1~~OFUSG20688.1	OFUSG20688.1.p1
GENE.OFUSG20692.1~~OFUSG20692.1	OFUSG20692.1.p1
GENE.OFUSG20693.1~~OFUSG20693.1	OFUSG20693.1.p1
GENE.OFUSG20694.1~~OFUSG20694.1	OFUSG20694.1.p1
GENE.OFUSG20706.1~~OFUSG20706.1	OFUSG20706.1.p1
GENE.OFUSG20709.1~~OFUSG20709.1	OFUSG20709.1.p1
GENE.OFUSG20723.1~~OFUSG20723.1	OFUSG20723.1.p1
GENE.OFUSG20723.1~~OFUSG20723.1	OFUSG20723.1.p1
GENE.OFUSG20723.1~~OFUSG20723.1	OFUSG20723.1.p1
GENE.OFUSG20724.1~~OFUSG20724.1	OFUSG20724.1.p1
GENE.OFUSG20725.1~~OFUSG20725.1	OFUSG20725.1.p1
GENE.OFUSG20726.1~~OFUSG20726.1	OFUSG20726.1.p1
GENE.OFUSG20727.1~~OFUSG20727.1	OFUSG20727.1.p1
GENE.OFUSG20729.1~~OFUSG20729.1	OFUSG20729.1.p1
GENE.OFUSG20733.1~~OFUSG20733.1	OFUSG20733.1.p1
GENE.OFUSG20733.1~~OFUSG20733.1	OFUSG20733.1.p1
GENE.OFUSG20733.1~~OFUSG20733.1	OFUSG20733.1.p1
GENE.OFUSG20733.2~~OFUSG20733.2	OFUSG20733.2.p1
GENE.OFUSG20735.1~~OFUSG20735.1	OFUSG20735.1.p1
GENE.OFUSG20736.1~~OFUSG20736.1	OFUSG20736.1.p1
GENE.OFUSG20743.1~~OFUSG20743.1	OFUSG20743.1.p1
GENE.OFUSG20745.1~~OFUSG20745.1	OFUSG20745.1.p1
GENE.OFUSG20750.1~~OFUSG20750.1	OFUSG20750.1.p1
GENE.OFUSG20750.1~~OFUSG20750.1	OFUSG20750.1.p1
GENE.OFUSG20750.1~~OFUSG20750.1	OFUSG20750.1.p1
GENE.OFUSG20756.1~~OFUSG20756.1	OFUSG20756.1.p1
GENE.OFUSG20756.1~~OFUSG20756.1	OFUSG20756.1.p1
GENE.OFUSG20757.1~~OFUSG20757.1	OFUSG20757.1.p1
GENE.OFUSG20758.1~~OFUSG20758.1	OFUSG20758.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20760.1~~OFUSG20760.1	OFUSG20760.1.p1
GENE.OFUSG20770.1~~OFUSG20770.1	OFUSG20770.1.p1
GENE.OFUSG20771.1~~OFUSG20771.1	OFUSG20771.1.p1
GENE.OFUSG20774.1~~OFUSG20774.1	OFUSG20774.1.p1
GENE.OFUSG20777.1~~OFUSG20777.1	OFUSG20777.1.p1
GENE.OFUSG20778.1~~OFUSG20778.1	OFUSG20778.1.p1
GENE.OFUSG20779.1~~OFUSG20779.1	OFUSG20779.1.p1
GENE.OFUSG20787.1~~OFUSG20787.1	OFUSG20787.1.p1
GENE.OFUSG20788.1~~OFUSG20788.1	OFUSG20788.1.p1
GENE.OFUSG20794.1~~OFUSG20794.1	OFUSG20794.1.p1
GENE.OFUSG20795.1~~OFUSG20795.1	OFUSG20795.1.p1
GENE.OFUSG20796.1~~OFUSG20796.1	OFUSG20796.1.p1
GENE.OFUSG20799.1~~OFUSG20799.1	OFUSG20799.1.p1
GENE.OFUSG20800.1~~OFUSG20800.1	OFUSG20800.1.p1
GENE.OFUSG20800.1~~OFUSG20800.1	OFUSG20800.1.p1
GENE.OFUSG20800.1~~OFUSG20800.1	OFUSG20800.1.p1
GENE.OFUSG20805.1~~OFUSG20805.1	OFUSG20805.1.p1
GENE.OFUSG20806.1~~OFUSG20806.1	OFUSG20806.1.p1
GENE.OFUSG20808.1~~OFUSG20808.1	OFUSG20808.1.p1
GENE.OFUSG20808.1~~OFUSG20808.1	OFUSG20808.1.p1
GENE.OFUSG20808.1~~OFUSG20808.1	OFUSG20808.1.p1
GENE.OFUSG20808.1~~OFUSG20808.1	OFUSG20808.1.p1
GENE.OFUSG20812.1~~OFUSG20812.1	OFUSG20812.1.p1
GENE.OFUSG20821.1~~OFUSG20821.1	OFUSG20821.1.p1
GENE.OFUSG20821.1~~OFUSG20821.1	OFUSG20821.1.p1
GENE.OFUSG20822.1~~OFUSG20822.1	OFUSG20822.1.p1
GENE.OFUSG20832.1~~OFUSG20832.1	OFUSG20832.1.p1
GENE.OFUSG20846.1~~OFUSG20846.1	OFUSG20846.1.p1
GENE.OFUSG20848.1~~OFUSG20848.1	OFUSG20848.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20853.1~~OFUSG20853.1	OFUSG20853.1.p1
GENE.OFUSG20854.1~~OFUSG20854.1	OFUSG20854.1.p1
GENE.OFUSG20860.1~~OFUSG20860.1	OFUSG20860.1.p1
GENE.OFUSG20861.1~~OFUSG20861.1	OFUSG20861.1.p1
GENE.OFUSG20862.1~~OFUSG20862.1	OFUSG20862.1.p1
GENE.OFUSG20864.1~~OFUSG20864.1	OFUSG20864.1.p1
GENE.OFUSG20868.1~~OFUSG20868.1	OFUSG20868.1.p1
GENE.OFUSG20868.1~~OFUSG20868.1	OFUSG20868.1.p1
GENE.OFUSG20868.1~~OFUSG20868.1	OFUSG20868.1.p1
GENE.OFUSG20868.1~~OFUSG20868.1	OFUSG20868.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20869.1~~OFUSG20869.1	OFUSG20869.1.p1
GENE.OFUSG20871.1~~OFUSG20871.1	OFUSG20871.1.p1
GENE.OFUSG20872.1~~OFUSG20872.1	OFUSG20872.1.p1
GENE.OFUSG20873.1~~OFUSG20873.1	OFUSG20873.1.p1
GENE.OFUSG20874.1~~OFUSG20874.1	OFUSG20874.1.p1
GENE.OFUSG20875.1~~OFUSG20875.1	OFUSG20875.1.p1
GENE.OFUSG20877.1~~OFUSG20877.1	OFUSG20877.1.p1
GENE.OFUSG20878.1~~OFUSG20878.1	OFUSG20878.1.p1
GENE.OFUSG20879.1~~OFUSG20879.1	OFUSG20879.1.p1
GENE.OFUSG20881.1~~OFUSG20881.1	OFUSG20881.1.p1
GENE.OFUSG20882.1~~OFUSG20882.1	OFUSG20882.1.p1
GENE.OFUSG20884.1~~OFUSG20884.1	OFUSG20884.1.p1
GENE.OFUSG20886.1~~OFUSG20886.1	OFUSG20886.1.p1
GENE.OFUSG20889.1~~OFUSG20889.1	OFUSG20889.1.p1
GENE.OFUSG20891.1~~OFUSG20891.1	OFUSG20891.1.p1
GENE.OFUSG20891.1~~OFUSG20891.1	OFUSG20891.1.p1
GENE.OFUSG20891.1~~OFUSG20891.1	OFUSG20891.1.p1
GENE.OFUSG20892.2~~OFUSG20892.2	OFUSG20892.2.p1
GENE.OFUSG20906.2~~OFUSG20906.2	OFUSG20906.2.p1
GENE.OFUSG20908.1~~OFUSG20908.1	OFUSG20908.1.p1
GENE.OFUSG20913.1~~OFUSG20913.1	OFUSG20913.1.p1
GENE.OFUSG20928.1~~OFUSG20928.1	OFUSG20928.1.p1
GENE.OFUSG20929.1~~OFUSG20929.1	OFUSG20929.1.p1
GENE.OFUSG20931.1~~OFUSG20931.1	OFUSG20931.1.p1
GENE.OFUSG20933.1~~OFUSG20933.1	OFUSG20933.1.p1
GENE.OFUSG20934.1~~OFUSG20934.1	OFUSG20934.1.p1
GENE.OFUSG20942.1~~OFUSG20942.1	OFUSG20942.1.p1
GENE.OFUSG20942.1~~OFUSG20942.1	OFUSG20942.1.p1
GENE.OFUSG20942.1~~OFUSG20942.1	OFUSG20942.1.p1
GENE.OFUSG20946.1~~OFUSG20946.1	OFUSG20946.1.p1
GENE.OFUSG20947.1~~OFUSG20947.1	OFUSG20947.1.p1
GENE.OFUSG20951.1~~OFUSG20951.1	OFUSG20951.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20952.1~~OFUSG20952.1	OFUSG20952.1.p1
GENE.OFUSG20956.1~~OFUSG20956.1	OFUSG20956.1.p1
GENE.OFUSG20956.1~~OFUSG20956.1	OFUSG20956.1.p1
