AENJA_00004	bflo_12581
AENJA_15209	bflo_06187
AENJA_15213	bflo_06538
AENJA_15217	bflo_11577
AENJA_15219	bflo_25625
AENJA_15225	bflo_23776
AENJA_15227	bflo_10413
AENJA_15228	bflo_22951
AENJA_15232	bflo_05779
AENJA_15237	bflo_06014
AENJA_15240	bflo_05318
AENJA_15254	bflo_24773
AENJA_15257	bflo_07017
AENJA_15258	bflo_21991
AENJA_15259	bflo_21743
AENJA_15260	bflo_05821
AENJA_15262	bflo_11969
AENJA_15282	bflo_25548
AENJA_15288	bflo_01053
AENJA_15293	bflo_01336
AENJA_15313	bflo_21139
AENJA_15317	bflo_23114
AENJA_15322	bflo_09032
AENJA_15326	bflo_24106
AENJA_15345	bflo_13400
AENJA_15347	bflo_17912
AENJA_15350	bflo_06584
AENJA_15351	bflo_05658
AENJA_15360	bflo_06632
AENJA_15361	bflo_23311
AENJA_15363	bflo_14395
AENJA_15364	bflo_20021
AENJA_15366	bflo_20223
AENJA_15369	bflo_16792
AENJA_15377	bflo_08514
AENJA_15378	bflo_06892
AENJA_15385	bflo_25780
AENJA_15390	bflo_25487
AENJA_15391	bflo_25852
AENJA_15399	bflo_23098
AENJA_15416	bflo_08970
AENJA_15418	bflo_08960
AENJA_15421	bflo_08958
AENJA_15422	bflo_09225
AENJA_15433	bflo_17545
AENJA_15441	bflo_01493
AENJA_15443	bflo_22139
AENJA_15447	bflo_02031
AENJA_15449	bflo_23594
AENJA_15450	bflo_23859
AENJA_15451	bflo_23461
AENJA_15456	bflo_23751
AENJA_15468	bflo_06067
AENJA_15473	bflo_21487
AENJA_15474	bflo_10980
AENJA_15484	bflo_20334
AENJA_15504	bflo_03255
AENJA_15512	bflo_03354
AENJA_15515	bflo_08899
AENJA_15517	bflo_09298
AENJA_15519	bflo_05758
AENJA_15520	bflo_06530
AENJA_15525	bflo_05857
AENJA_15526	bflo_06531
AENJA_15534	bflo_00736
AENJA_15536	bflo_13114
AENJA_15537	bflo_13062
AENJA_15538	bflo_25633
AENJA_15541	bflo_13640
AENJA_15563	bflo_01115
AENJA_15564	bflo_14171
AENJA_15565	bflo_01429
AENJA_15570	bflo_01208
AENJA_15574	bflo_01416
AENJA_15575	bflo_01619
AENJA_15587	bflo_20267
AENJA_15588	bflo_20274
AENJA_15590	bflo_20270
AENJA_15591	bflo_20234
AENJA_15598	bflo_05641
AENJA_15613	bflo_14598
AENJA_15614	bflo_15353
AENJA_15615	bflo_14974
AENJA_15646	bflo_13546
AENJA_15652	bflo_22988
AENJA_15655	bflo_02270
AENJA_15656	bflo_02387
AENJA_15658	bflo_08016
AENJA_15680	bflo_25971
AENJA_15681	bflo_07704
AENJA_15683	bflo_00916
AENJA_15684	bflo_00871
AENJA_15686	bflo_20811
AENJA_15687	bflo_20201
AENJA_15690	bflo_20633
AENJA_15696	bflo_16531
AENJA_15701	bflo_08443
AENJA_15702	bflo_13413
AENJA_15703	bflo_07498
AENJA_15704	bflo_08395
AENJA_15705	bflo_07272
AENJA_15709	bflo_08558
AENJA_15716	bflo_25560
AENJA_15723	bflo_22484
AENJA_15726	bflo_21805
AENJA_15729	bflo_10029
AENJA_15732	bflo_07128
AENJA_15742	bflo_01481
AENJA_15743	bflo_01065
AENJA_15744	bflo_00982
AENJA_15746	bflo_01870
AENJA_15747	bflo_01722
AENJA_15753	bflo_10211
AENJA_15754	bflo_09191
AENJA_15756	bflo_10343
AENJA_15757	bflo_09130
AENJA_15760	bflo_23824
AENJA_15763	bflo_14305
AENJA_15767	bflo_09927
AENJA_15768	bflo_18346
AENJA_15769	bflo_17243
AENJA_15771	bflo_17518
AENJA_15786	bflo_22302
AENJA_15787	bflo_16036
AENJA_15788	bflo_21013
AENJA_15789	bflo_19666
AENJA_15790	bflo_17713
AENJA_15798	bflo_15815
AENJA_15802	bflo_18794
AENJA_15804	bflo_11139
AENJA_15805	bflo_16417
AENJA_15824	bflo_14931
AENJA_15825	bflo_14657
AENJA_15828	bflo_17411
AENJA_15829	bflo_23683
AENJA_15834	bflo_01496
AENJA_15866	bflo_17488
AENJA_15869	bflo_09861
AENJA_15870	bflo_09862
AENJA_15872	bflo_09847
AENJA_15880	bflo_01256
AENJA_15882	bflo_18831
AENJA_15883	bflo_18565
AENJA_15884	bflo_18845
AENJA_15886	bflo_19510
AENJA_15889	bflo_24428
AENJA_15890	bflo_24520
AENJA_15893	bflo_24672
AENJA_15896	bflo_24247
AENJA_15904	bflo_09279
AENJA_15910	bflo_18996
AENJA_15911	bflo_19181
AENJA_15914	bflo_19233
AENJA_15915	bflo_19250
AENJA_15918	bflo_25627
AENJA_15929	bflo_25218
AENJA_15931	bflo_25650
AENJA_15937	bflo_00909
AENJA_15944	bflo_12925
AENJA_15945	bflo_11817
AENJA_15946	bflo_00407
AENJA_15948	bflo_20620
AENJA_15949	bflo_20622
AENJA_15956	bflo_00910
AENJA_15958	bflo_08066
AENJA_15959	bflo_00274
AENJA_15960	bflo_00355
AENJA_15961	bflo_25007
AENJA_15963	bflo_07396
AENJA_15964	bflo_13833
AENJA_15970	bflo_20301
AENJA_15980	bflo_15936
AENJA_15986	bflo_15874
AENJA_15991	bflo_02636
AENJA_15992	bflo_02633
AENJA_15995	bflo_02826
AENJA_15998	bflo_19842
AENJA_16003	bflo_20783
AENJA_16010	bflo_26145
AENJA_16012	bflo_25178
AENJA_16013	bflo_25705
AENJA_16014	bflo_25813
AENJA_16016	bflo_26280
AENJA_16021	bflo_18640
AENJA_16026	bflo_18791
AENJA_16033	bflo_05034
AENJA_16040	bflo_12891
AENJA_16043	bflo_24890
AENJA_16044	bflo_19604
AENJA_16046	bflo_24613
AENJA_16057	bflo_24346
AENJA_16058	bflo_09801
AENJA_16060	bflo_24344
AENJA_16062	bflo_24363
AENJA_16063	bflo_25104
AENJA_16065	bflo_25464
AENJA_16071	bflo_10088
AENJA_16072	bflo_09897
AENJA_16073	bflo_09038
AENJA_16074	bflo_17448
AENJA_16077	bflo_10920
AENJA_16081	bflo_10973
AENJA_16099	bflo_17602
AENJA_16101	bflo_10859
AENJA_16110	bflo_12477
AENJA_16113	bflo_24656
AENJA_16124	bflo_16494
AENJA_16125	bflo_06475
AENJA_16127	bflo_12740
AENJA_16141	bflo_04738
AENJA_16143	bflo_12850
AENJA_16146	bflo_03426
AENJA_16156	bflo_15748
AENJA_16157	bflo_16083
AENJA_16160	bflo_15844
AENJA_16161	bflo_15987
AENJA_16162	bflo_16426
AENJA_16181	bflo_24042
AENJA_16184	bflo_00394
AENJA_16186	bflo_00523
AENJA_16190	bflo_06211
AENJA_16192	bflo_14188
AENJA_16210	bflo_05974
AENJA_16211	bflo_20718
AENJA_16212	bflo_20807
AENJA_16214	bflo_21259
AENJA_16215	bflo_12524
AENJA_16218	bflo_13426
AENJA_16219	bflo_09135
AENJA_16220	bflo_22676
AENJA_16221	bflo_04355
AENJA_16222	bflo_09921
AENJA_16228	bflo_08053
AENJA_16229	bflo_08331
AENJA_16247	bflo_06702
AENJA_16248	bflo_21720
AENJA_16259	bflo_20848
AENJA_16261	bflo_09424
AENJA_16263	bflo_00630
AENJA_16264	bflo_10086
AENJA_16289	bflo_02395
AENJA_16290	bflo_19385
AENJA_16296	bflo_16363
AENJA_16304	bflo_02583
AENJA_16308	bflo_12950
AENJA_16315	bflo_09059
AENJA_16316	bflo_21407
AENJA_16318	bflo_21727
AENJA_16344	bflo_10609
AENJA_16346	bflo_18599
AENJA_16356	bflo_02399
AENJA_16357	bflo_24785
AENJA_16359	bflo_22117
AENJA_16378	bflo_04854
AENJA_16390	bflo_20247
AENJA_16412	bflo_21193
AENJA_16413	bflo_20064
AENJA_16414	bflo_20724
AENJA_16415	bflo_20020
AENJA_16424	bflo_09244
AENJA_16425	bflo_10530
AENJA_16431	bflo_05807
AENJA_16434	bflo_21363
AENJA_16437	bflo_12516
AENJA_16438	bflo_13841
AENJA_16445	bflo_13958
AENJA_16451	bflo_15728
AENJA_16452	bflo_16957
AENJA_16453	bflo_26500
AENJA_16463	bflo_00966
AENJA_16465	bflo_14808
AENJA_16468	bflo_15762
AENJA_16470	bflo_12977
AENJA_16471	bflo_01491
AENJA_16479	bflo_12607
AENJA_16480	bflo_12631
AENJA_16485	bflo_12545
AENJA_16491	bflo_08517
AENJA_16492	bflo_17778
AENJA_16500	bflo_07661
AENJA_16505	bflo_13749
AENJA_16506	bflo_12709
AENJA_16512	bflo_09525
AENJA_16513	bflo_10428
AENJA_16515	bflo_10405
AENJA_16516	bflo_10409
AENJA_16517	bflo_08819
AENJA_16556	bflo_15125
AENJA_16591	bflo_08062
AENJA_16592	bflo_20171
AENJA_16593	bflo_12821
AENJA_16594	bflo_07482
AENJA_16597	bflo_21063
AENJA_16598	bflo_20345
AENJA_16599	bflo_20969
AENJA_16608	bflo_05629
AENJA_16612	bflo_16010
AENJA_16616	bflo_03379
AENJA_16618	bflo_04391
AENJA_16641	bflo_16121
AENJA_16648	bflo_15997
AENJA_16663	bflo_16661
AENJA_16664	bflo_20371
AENJA_16678	bflo_22744
AENJA_16681	bflo_23678
AENJA_16682	bflo_23597
AENJA_16683	bflo_23667
AENJA_16684	bflo_04353
AENJA_16688	bflo_23073
AENJA_16690	bflo_22225
AENJA_16691	bflo_23030
AENJA_16697	bflo_05998
AENJA_16698	bflo_01150
AENJA_16701	bflo_00643
AENJA_16703	bflo_23272
AENJA_16714	bflo_15967
AENJA_16715	bflo_18198
AENJA_16717	bflo_17394
AENJA_16734	bflo_20360
AENJA_16751	bflo_24666
AENJA_16752	bflo_07224
AENJA_16764	bflo_19075
AENJA_16771	bflo_03023
AENJA_16777	bflo_02094
AENJA_16795	bflo_20049
AENJA_16800	bflo_21350
AENJA_16803	bflo_21928
AENJA_16808	bflo_12778
AENJA_16817	bflo_08222
AENJA_16820	bflo_06386
AENJA_16826	bflo_01494
AENJA_16830	bflo_18795
AENJA_16833	bflo_11499
AENJA_16834	bflo_11565
AENJA_16835	bflo_12358
AENJA_16839	bflo_18398
AENJA_16840	bflo_17255
AENJA_16843	bflo_18740
AENJA_16846	bflo_17132
AENJA_16860	bflo_24731
AENJA_16863	bflo_17885
AENJA_16867	bflo_24757
AENJA_16892	bflo_16818
AENJA_16899	bflo_15778
AENJA_16901	bflo_23023
AENJA_16921	bflo_17069
AENJA_16925	bflo_16006
AENJA_16927	bflo_16686
AENJA_16928	bflo_16395
AENJA_16929	bflo_16368
AENJA_16933	bflo_23452
AENJA_16935	bflo_22990
AENJA_16937	bflo_23058
AENJA_16940	bflo_24918
AENJA_16973	bflo_12118
AENJA_16974	bflo_04254
AENJA_16976	bflo_11525
AENJA_16979	bflo_24683
AENJA_16980	bflo_24886
AENJA_16981	bflo_24497
AENJA_16982	bflo_24539
AENJA_16985	bflo_24046
AENJA_16988	bflo_24979
AENJA_16992	bflo_15581
AENJA_17013	bflo_24438
AENJA_17020	bflo_24506
AENJA_17022	bflo_14863
AENJA_17026	bflo_15177
AENJA_17029	bflo_07408
AENJA_17032	bflo_03213
AENJA_17036	bflo_03309
AENJA_17038	bflo_06165
AENJA_17039	bflo_25653
AENJA_17042	bflo_06765
AENJA_17043	bflo_06763
AENJA_17082	bflo_16617
AENJA_17084	bflo_17486
AENJA_17110	bflo_22603
AENJA_17123	bflo_23627
AENJA_17128	bflo_10085
AENJA_17129	bflo_11246
AENJA_17138	bflo_26460
AENJA_17142	bflo_07663
AENJA_17144	bflo_07184
AENJA_17146	bflo_06948
AENJA_17151	bflo_13910
AENJA_17152	bflo_13931
AENJA_17153	bflo_13917
AENJA_17155	bflo_13848
AENJA_17174	bflo_12794
AENJA_17176	bflo_12803
AENJA_17178	bflo_13789
AENJA_17179	bflo_18040
AENJA_17206	bflo_18078
AENJA_17227	bflo_01471
AENJA_17232	bflo_16043
AENJA_17233	bflo_01659
AENJA_17245	bflo_14799
AENJA_17248	bflo_21278
AENJA_17258	bflo_08570
AENJA_17259	bflo_10873
AENJA_17260	bflo_21718
AENJA_17261	bflo_21979
AENJA_17274	bflo_05301
AENJA_17276	bflo_01398
AENJA_17279	bflo_00177
AENJA_17283	bflo_05230
AENJA_17284	bflo_05809
AENJA_17309	bflo_00285
AENJA_17319	bflo_12217
AENJA_17320	bflo_23965
AENJA_17344	bflo_06860
AENJA_17346	bflo_18680
AENJA_17359	bflo_13784
AENJA_17367	bflo_06563
AENJA_17384	bflo_03867
AENJA_17385	bflo_10574
AENJA_17388	bflo_09178
AENJA_17394	bflo_20067
AENJA_17399	bflo_14327
AENJA_17400	bflo_20151
AENJA_17415	bflo_11997
AENJA_17422	bflo_16554
AENJA_17428	bflo_21262
AENJA_17430	bflo_21615
AENJA_17441	bflo_20251
AENJA_17442	bflo_20026
AENJA_17447	bflo_24544
AENJA_17461	bflo_10487
AENJA_17464	bflo_17138
AENJA_17468	bflo_07124
AENJA_17471	bflo_21197
AENJA_17474	bflo_21171
AENJA_17477	bflo_11641
AENJA_17478	bflo_11640
AENJA_17485	bflo_06351
AENJA_17497	bflo_24169
AENJA_17498	bflo_14560
AENJA_17522	bflo_25677
AENJA_17526	bflo_10561
AENJA_17527	bflo_25168
AENJA_17533	bflo_12224
AENJA_17538	bflo_17952
AENJA_17543	bflo_04073
AENJA_17544	bflo_05796
AENJA_17548	bflo_01823
AENJA_17551	bflo_25954
AENJA_17561	bflo_13685
AENJA_17565	bflo_01056
AENJA_17567	bflo_14611
AENJA_17578	bflo_18128
AENJA_17579	bflo_18086
AENJA_17581	bflo_18362
AENJA_17583	bflo_18454
AENJA_17591	bflo_16708
AENJA_17597	bflo_04971
AENJA_17599	bflo_18151
AENJA_17601	bflo_05887
AENJA_17607	bflo_17472
AENJA_17611	bflo_17784
AENJA_17626	bflo_21754
AENJA_17640	bflo_23376
AENJA_17650	bflo_20134
AENJA_17663	bflo_21258
AENJA_17669	bflo_11570
AENJA_17683	bflo_25542
AENJA_17686	bflo_05348
AENJA_17688	bflo_19034
AENJA_17697	bflo_00158
AENJA_17702	bflo_05904
AENJA_17712	bflo_22569
AENJA_17725	bflo_11802
AENJA_17726	bflo_11730
AENJA_17735	bflo_03350
AENJA_17736	bflo_12884
AENJA_17741	bflo_00873
AENJA_17746	bflo_25928
AENJA_17752	bflo_18827
AENJA_17758	bflo_19458
AENJA_17761	bflo_12433
AENJA_17766	bflo_23945
AENJA_17772	bflo_19655
AENJA_17773	bflo_19599
AENJA_17786	bflo_06496
AENJA_17801	bflo_24604
AENJA_17803	bflo_15640
AENJA_17805	bflo_15851
AENJA_17809	bflo_24502
AENJA_17812	bflo_02542
AENJA_17824	bflo_01434
AENJA_17825	bflo_01195
AENJA_17842	bflo_23878
AENJA_17845	bflo_23596
AENJA_17846	bflo_26437
AENJA_17847	bflo_23109
AENJA_17849	bflo_23127
AENJA_17850	bflo_14163
AENJA_17864	bflo_14507
AENJA_17867	bflo_15284
AENJA_17893	bflo_01450
AENJA_17894	bflo_00053
AENJA_17898	bflo_03743
AENJA_17912	bflo_10054
AENJA_17914	bflo_09246
AENJA_17918	bflo_10444
AENJA_17928	bflo_11056
AENJA_17929	bflo_11053
AENJA_17945	bflo_17065
AENJA_17946	bflo_07172
AENJA_17952	bflo_15909
AENJA_17957	bflo_22844
AENJA_17960	bflo_22702
AENJA_17964	bflo_23346
AENJA_17969	bflo_08012
AENJA_17973	bflo_18604
AENJA_17975	bflo_02580
AENJA_17978	bflo_18799
AENJA_17980	bflo_00754
AENJA_17982	bflo_05988
AENJA_17987	bflo_06133
AENJA_17988	bflo_17254
AENJA_17992	bflo_24358
AENJA_17994	bflo_24436
AENJA_17995	bflo_24413
AENJA_17996	bflo_24113
AENJA_17997	bflo_24396
AENJA_18000	bflo_24325
AENJA_18002	bflo_16910
AENJA_18012	bflo_03731
AENJA_18025	bflo_01572
AENJA_18030	bflo_18891
AENJA_18050	bflo_06320
AENJA_18053	bflo_23524
AENJA_18059	bflo_09965
AENJA_18067	bflo_27040
AENJA_18081	bflo_24060
AENJA_18083	bflo_10699
AENJA_18084	bflo_10598
AENJA_18085	bflo_09574
AENJA_18088	bflo_03999
AENJA_18091	bflo_10548
AENJA_18094	bflo_20964
AENJA_18102	bflo_13874
AENJA_18105	bflo_13102
AENJA_18106	bflo_13927
AENJA_18107	bflo_13857
AENJA_18111	bflo_23867
AENJA_18115	bflo_15965
AENJA_18117	bflo_25614
AENJA_18118	bflo_03317
AENJA_18119	bflo_25634
AENJA_18124	bflo_25822
AENJA_18128	bflo_12114
AENJA_18129	bflo_11688
AENJA_18132	bflo_12110
AENJA_18134	bflo_15102
AENJA_18153	bflo_02249
AENJA_18156	bflo_09871
AENJA_18167	bflo_06772
AENJA_18178	bflo_24004
AENJA_18179	bflo_24854
AENJA_18184	bflo_07605
AENJA_18189	bflo_23792
AENJA_18215	bflo_14262
AENJA_18220	bflo_14926
AENJA_18221	bflo_15467
AENJA_18224	bflo_14385
AENJA_18232	bflo_01184
AENJA_18235	bflo_14739
AENJA_18236	bflo_10221
AENJA_18237	bflo_02840
AENJA_18238	bflo_02154
AENJA_18241	bflo_13233
AENJA_18242	bflo_12629
AENJA_18243	bflo_12782
AENJA_18244	bflo_13775
AENJA_18246	bflo_12585
AENJA_18248	bflo_13998
AENJA_18251	bflo_13391
AENJA_18256	bflo_02490
AENJA_18261	bflo_02004
AENJA_18262	bflo_01465
AENJA_18267	bflo_20207
AENJA_18273	bflo_20430
AENJA_18295	bflo_17710
AENJA_18300	bflo_18227
AENJA_18303	bflo_09086
AENJA_18304	bflo_17547
AENJA_18308	bflo_16785
AENJA_18309	bflo_21818
AENJA_18310	bflo_21816
AENJA_18312	bflo_16609
AENJA_18325	bflo_13266
AENJA_18335	bflo_12671
AENJA_18339	bflo_00947
AENJA_18344	bflo_12779
AENJA_18354	bflo_18930
AENJA_18356	bflo_18875
AENJA_18358	bflo_17457
AENJA_18365	bflo_20078
AENJA_18368	bflo_06567
AENJA_18371	bflo_06783
AENJA_18375	bflo_08100
AENJA_18383	bflo_09297
AENJA_18384	bflo_24357
AENJA_18385	bflo_07439
AENJA_18388	bflo_08512
AENJA_18393	bflo_23893
AENJA_18416	bflo_23102
AENJA_18419	bflo_03271
AENJA_18424	bflo_25806
AENJA_18427	bflo_07595
AENJA_18431	bflo_06573
AENJA_18432	bflo_11190
AENJA_18447	bflo_07834
AENJA_18467	bflo_17194
AENJA_18480	bflo_14029
AENJA_18481	bflo_12857
AENJA_18495	bflo_07952
AENJA_18509	bflo_12260
AENJA_18513	bflo_11588
AENJA_18514	bflo_05713
AENJA_18516	bflo_20832
AENJA_18519	bflo_12057
AENJA_18523	bflo_07059
AENJA_18551	bflo_12590
AENJA_18554	bflo_04946
AENJA_18562	bflo_01008
AENJA_18566	bflo_01574
AENJA_18593	bflo_02164
AENJA_18604	bflo_04893
AENJA_18607	bflo_10314
AENJA_18617	bflo_21741
AENJA_18622	bflo_10383
AENJA_18624	bflo_14868
AENJA_18631	bflo_18782
AENJA_18632	bflo_18691
AENJA_18635	bflo_18369
AENJA_18653	bflo_14874
AENJA_18661	bflo_11284
AENJA_18662	bflo_11642
AENJA_18670	bflo_12107
AENJA_18676	bflo_01541
AENJA_18681	bflo_04239
AENJA_18683	bflo_06026
AENJA_18688	bflo_11846
AENJA_18689	bflo_15552
AENJA_18690	bflo_15957
AENJA_18692	bflo_16281
AENJA_18694	bflo_05040
AENJA_18696	bflo_15814
AENJA_18698	bflo_26508
AENJA_18699	bflo_06967
AENJA_18701	bflo_20411
AENJA_18702	bflo_07608
AENJA_18705	bflo_00895
AENJA_18722	bflo_17528
AENJA_18723	bflo_17532
AENJA_18736	bflo_17634
AENJA_18740	bflo_04493
AENJA_18749	bflo_20862
AENJA_18751	bflo_22328
AENJA_18752	bflo_26121
AENJA_18758	bflo_22599
AENJA_18767	bflo_16079
AENJA_18770	bflo_11709
AENJA_18771	bflo_08632
AENJA_18773	bflo_09175
AENJA_18798	bflo_06645
AENJA_18802	bflo_23814
AENJA_18804	bflo_12666
AENJA_18809	bflo_18748
AENJA_18812	bflo_11199
AENJA_18820	bflo_05059
AENJA_18825	bflo_12919
AENJA_18828	bflo_13704
AENJA_18829	bflo_13446
AENJA_18830	bflo_12921
AENJA_18832	bflo_12715
AENJA_18837	bflo_21903
AENJA_18844	bflo_26277
AENJA_18853	bflo_24840
AENJA_18857	bflo_24246
AENJA_18858	bflo_24663
AENJA_18861	bflo_24056
AENJA_18862	bflo_24597
AENJA_18869	bflo_00998
AENJA_18877	bflo_01528
AENJA_18878	bflo_01547
AENJA_18894	bflo_21605
AENJA_18908	bflo_14969
AENJA_18909	bflo_14724
AENJA_18911	bflo_14511
AENJA_18912	bflo_14512
AENJA_18913	bflo_14263
AENJA_18914	bflo_14264
AENJA_18917	bflo_16826
AENJA_18919	bflo_08458
AENJA_18933	bflo_12052
AENJA_18934	bflo_00862
AENJA_18937	bflo_06359
AENJA_18946	bflo_02146
AENJA_18947	bflo_02342
AENJA_18949	bflo_13394
AENJA_18956	bflo_07894
AENJA_18957	bflo_18925
AENJA_18965	bflo_00135
AENJA_18992	bflo_10970
AENJA_19000	bflo_11638
AENJA_19001	bflo_11662
AENJA_19004	bflo_11616
AENJA_19005	bflo_11389
AENJA_19006	bflo_11324
AENJA_19021	bflo_12485
AENJA_19022	bflo_05007
AENJA_19033	bflo_12300
AENJA_19035	bflo_19927
AENJA_19052	bflo_10486
AENJA_19054	bflo_10333
AENJA_19056	bflo_17621
AENJA_19058	bflo_21441
AENJA_19059	bflo_17955
AENJA_19060	bflo_04112
AENJA_19062	bflo_04119
AENJA_19063	bflo_03314
AENJA_19064	bflo_03315
AENJA_19065	bflo_16471
AENJA_19066	bflo_07659
AENJA_19068	bflo_07118
AENJA_19070	bflo_04037
AENJA_19075	bflo_04233
AENJA_19077	bflo_11818
AENJA_19096	bflo_14307
AENJA_19098	bflo_15094
AENJA_19099	bflo_04278
AENJA_19102	bflo_14745
AENJA_19107	bflo_24099
AENJA_19108	bflo_10599
AENJA_19137	bflo_09733
AENJA_19146	bflo_13993
AENJA_19166	bflo_20168
AENJA_19167	bflo_20167
AENJA_19171	bflo_20053
AENJA_19172	bflo_04947
AENJA_19176	bflo_20659
AENJA_19178	bflo_03248
AENJA_19183	bflo_26307
AENJA_19185	bflo_25715
AENJA_19195	bflo_24302
AENJA_19212	bflo_19418
AENJA_19213	bflo_09919
AENJA_19217	bflo_18081
AENJA_19220	bflo_00111
AENJA_19225	bflo_08294
AENJA_19227	bflo_16636
AENJA_19229	bflo_16638
AENJA_19232	bflo_16670
AENJA_19248	bflo_12606
AENJA_19252	bflo_02497
AENJA_19254	bflo_16941
AENJA_19255	bflo_03722
AENJA_19263	bflo_10955
AENJA_19275	bflo_09720
AENJA_19276	bflo_09082
AENJA_19277	bflo_08976
AENJA_19307	bflo_26303
AENJA_19317	bflo_12765
AENJA_19319	bflo_05817
AENJA_19334	bflo_21799
AENJA_19357	bflo_21669
AENJA_19359	bflo_21959
AENJA_19363	bflo_22394
AENJA_19364	bflo_24352
AENJA_19367	bflo_11353
AENJA_19374	bflo_21281
AENJA_19386	bflo_06081
AENJA_19396	bflo_24095
AENJA_19397	bflo_23980
AENJA_19400	bflo_24348
AENJA_19403	bflo_24342
AENJA_19404	bflo_25096
AENJA_19405	bflo_09668
AENJA_19406	bflo_15859
AENJA_19409	bflo_16618
AENJA_19414	bflo_21775
AENJA_19416	bflo_21723
AENJA_19418	bflo_01575
AENJA_19423	bflo_06088
AENJA_19424	bflo_12918
AENJA_19433	bflo_01088
AENJA_19447	bflo_14063
AENJA_19467	bflo_08539
AENJA_19470	bflo_06902
AENJA_19473	bflo_08670
AENJA_19474	bflo_07900
AENJA_19483	bflo_13653
AENJA_19485	bflo_12688
AENJA_19487	bflo_12513
AENJA_19488	bflo_12522
AENJA_19506	bflo_25902
AENJA_19507	bflo_07862
AENJA_19511	bflo_13853
AENJA_19513	bflo_12847
AENJA_19514	bflo_12574
AENJA_19528	bflo_22771
AENJA_19532	bflo_20469
AENJA_19533	bflo_20581
AENJA_19539	bflo_20702
AENJA_19580	bflo_11596
AENJA_19581	bflo_24415
AENJA_19584	bflo_24958
AENJA_19585	bflo_24414
AENJA_19586	bflo_12954
AENJA_19600	bflo_03553
AENJA_19604	bflo_07996
AENJA_19608	bflo_15892
AENJA_19612	bflo_24057
AENJA_19615	bflo_15733
AENJA_19625	bflo_14819
AENJA_19631	bflo_14861
AENJA_19633	bflo_15352
AENJA_19637	bflo_09901
AENJA_19654	bflo_03234
AENJA_19656	bflo_05411
AENJA_19657	bflo_00387
AENJA_19659	bflo_08060
AENJA_19676	bflo_14207
AENJA_19679	bflo_23424
AENJA_19687	bflo_23083
AENJA_19689	bflo_15536
AENJA_19694	bflo_15818
AENJA_19695	bflo_17068
AENJA_19697	bflo_17063
AENJA_19698	bflo_15757
AENJA_19701	bflo_17059
AENJA_19702	bflo_16051
AENJA_19708	bflo_13944
AENJA_19710	bflo_13805
AENJA_19712	bflo_18253
AENJA_19713	bflo_18235
AENJA_19715	bflo_15985
AENJA_19716	bflo_16366
AENJA_19720	bflo_15834
AENJA_19721	bflo_16299
AENJA_19724	bflo_24011
AENJA_19753	bflo_16942
AENJA_19754	bflo_16707
AENJA_19755	bflo_11601
AENJA_19766	bflo_24461
AENJA_19771	bflo_18971
AENJA_19773	bflo_02346
AENJA_19774	bflo_02465
AENJA_19775	bflo_02993
AENJA_19776	bflo_03223
AENJA_19777	bflo_02464
AENJA_19789	bflo_12045
AENJA_19790	bflo_07352
AENJA_19794	bflo_11590
AENJA_19795	bflo_12238
AENJA_19796	bflo_12235
AENJA_19798	bflo_02888
AENJA_19799	bflo_22510
AENJA_19800	bflo_02562
AENJA_19803	bflo_03296
AENJA_19805	bflo_17349
AENJA_19816	bflo_09950
AENJA_19821	bflo_14216
AENJA_19822	bflo_06288
AENJA_19825	bflo_01999
AENJA_19828	bflo_01051
AENJA_19829	bflo_14270
AENJA_19842	bflo_25416
AENJA_19866	bflo_20374
AENJA_19869	bflo_12435
AENJA_19875	bflo_20293
AENJA_19880	bflo_03031
AENJA_19881	bflo_01313
AENJA_19885	bflo_01505
AENJA_19898	bflo_00224
AENJA_19913	bflo_14425
AENJA_19932	bflo_11685
AENJA_19935	bflo_11911
AENJA_19936	bflo_11912
AENJA_19944	bflo_11896
AENJA_19948	bflo_21244
AENJA_19949	bflo_06096
AENJA_19955	bflo_09786
AENJA_19971	bflo_22791
AENJA_19972	bflo_22899
AENJA_19973	bflo_11136
AENJA_19974	bflo_11137
AENJA_19975	bflo_22874
AENJA_19979	bflo_11465
AENJA_19980	bflo_12390
AENJA_19989	bflo_09228
AENJA_19990	bflo_14013
AENJA_19992	bflo_12865
AENJA_20005	bflo_00296
AENJA_20023	bflo_22208
AENJA_20024	bflo_16842
AENJA_20025	bflo_16310
AENJA_20028	bflo_16219
AENJA_20029	bflo_09397
AENJA_20050	bflo_13020
AENJA_20051	bflo_01444
AENJA_20055	bflo_24965
AENJA_20056	bflo_24571
AENJA_20061	bflo_24409
AENJA_20063	bflo_24642
AENJA_20064	bflo_24923
AENJA_20070	bflo_15821
AENJA_20071	bflo_20034
AENJA_20072	bflo_22592
AENJA_20076	bflo_14924
AENJA_20080	bflo_05495
AENJA_20082	bflo_25517
AENJA_20088	bflo_23333
AENJA_20092	bflo_15824
AENJA_20094	bflo_02477
AENJA_20103	bflo_11091
AENJA_20107	bflo_25793
AENJA_20109	bflo_13049
AENJA_20112	bflo_13768
AENJA_20113	bflo_13894
AENJA_20114	bflo_02459
AENJA_20117	bflo_09074
AENJA_20118	bflo_00323
AENJA_20124	bflo_00547
AENJA_20143	bflo_20003
AENJA_20148	bflo_20315
AENJA_20205	bflo_19390
AENJA_20206	bflo_00397
AENJA_20207	bflo_12383
