Orthogroup	ORYLA	CAEEL
OG0005534	ORYLA03728	CAEEL09833
OG0005535	ORYLA03963	CAEEL05743
OG0005537	ORYLA01980	CAEEL05177
OG0005539	ORYLA02050	CAEEL00571
OG0005543	ORYLA13589, ORYLA02936	CAEEL01669
OG0005545	ORYLA14533	CAEEL11935
OG0005547	ORYLA08211, ORYLA05018	CAEEL05548
OG0005548	ORYLA05075, ORYLA19909, ORYLA18160	CAEEL11105
OG0005550	ORYLA08972	CAEEL01408
OG0005552	ORYLA01660	CAEEL20765
OG0005553	ORYLA02730	CAEEL00572
OG0005554	ORYLA12388	CAEEL04828
OG0005556	ORYLA12069	CAEEL12122
OG0005558	ORYLA10063	CAEEL01488
OG0005559	ORYLA02239	CAEEL02868
OG0005560	ORYLA14278	CAEEL01956
OG0005561	ORYLA19786	CAEEL11687
OG0005562	ORYLA04125	CAEEL08427
OG0005563	ORYLA09992	CAEEL08448
OG0005566	ORYLA17974, ORYLA02685	CAEEL08840
OG0005569	ORYLA14847	CAEEL09364
OG0005570	ORYLA09366, ORYLA08749	CAEEL08043
OG0005572	ORYLA08784	CAEEL00043
OG0005575	ORYLA07924	CAEEL05562
OG0005576	ORYLA09579	CAEEL13925
OG0005577	ORYLA13137, ORYLA16135	CAEEL19904
OG0005578	ORYLA05383, ORYLA05382	CAEEL07544
OG0005580	ORYLA10325	CAEEL08013
OG0005581	ORYLA00865	CAEEL08031
OG0005582	ORYLA10241	CAEEL06866
OG0005587	ORYLA14788	CAEEL04788
OG0005588	ORYLA18649	CAEEL07160
OG0005589	ORYLA09870	CAEEL08776
OG0005592	ORYLA16597	CAEEL12369
OG0005593	ORYLA09600	CAEEL09723
OG0005594	ORYLA05359	CAEEL07851
OG0005595	ORYLA11765	CAEEL11031
OG0005597	ORYLA12279	CAEEL01169
OG0005598	ORYLA14645	CAEEL08627, CAEEL14483
OG0005599	ORYLA13854	CAEEL10759
OG0005603	ORYLA07341	CAEEL15468
OG0005604	ORYLA08546	CAEEL01765
OG0005605	ORYLA19011	CAEEL10783
OG0005607	ORYLA13045, ORYLA04192, ORYLA04876	CAEEL05214
OG0005608	ORYLA11957	CAEEL07825
OG0005609	ORYLA12137	CAEEL08579
OG0005610	ORYLA01244, ORYLA04278	CAEEL00725
OG0005613	ORYLA04705, ORYLA00127	CAEEL14670
OG0005614	ORYLA10704	CAEEL17617
OG0005615	ORYLA10994	CAEEL04368
OG0005617	ORYLA13237, ORYLA02749	CAEEL05647
OG0005618	ORYLA02960	CAEEL02988
OG0005620	ORYLA11087	CAEEL11400
OG0005622	ORYLA11349	CAEEL01750
OG0005623	ORYLA05069	CAEEL07150, CAEEL08358
OG0005625	ORYLA14474	CAEEL14326
OG0005626	ORYLA03603	CAEEL07559
OG0005627	ORYLA00779	CAEEL12992
OG0005629	ORYLA20125	CAEEL06251
OG0005631	ORYLA05644	CAEEL09720
OG0005632	ORYLA11796	CAEEL16405
OG0005633	ORYLA10109	CAEEL16151
OG0005636	ORYLA12123	CAEEL10088
OG0005639	ORYLA11914	CAEEL07472
OG0005640	ORYLA10162	CAEEL16150
OG0005641	ORYLA00103	CAEEL11862
OG0005644	ORYLA03977, ORYLA03459	CAEEL09242
OG0005645	ORYLA19943	CAEEL07575
OG0005646	ORYLA10031, ORYLA10030	CAEEL08001
OG0005648	ORYLA16024, ORYLA13049	CAEEL04930
OG0005649	ORYLA20074	CAEEL12678
OG0005650	ORYLA14445	CAEEL18626
OG0005652	ORYLA14413	CAEEL02073
OG0005655	ORYLA15856	CAEEL06868
OG0005656	ORYLA10723	CAEEL07991
OG0005660	ORYLA04405	CAEEL02202
OG0005661	ORYLA13889, ORYLA06911, ORYLA03511	CAEEL05585
OG0005681	ORYLA04888	CAEEL18801
OG0005685	ORYLA10800	CAEEL18876
OG0005690	ORYLA06115	CAEEL07345
OG0005692	ORYLA08643, ORYLA09530	CAEEL02905
OG0005696	ORYLA12255	CAEEL12982
OG0005697	ORYLA18939	CAEEL02949
OG0005698	ORYLA02906	CAEEL01389
OG0005700	ORYLA19145	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	ORYLA05083	CAEEL20630, CAEEL20628
OG0005702	ORYLA03576	CAEEL15894, CAEEL18106
OG0005704	ORYLA09597	CAEEL18454
OG0005707	ORYLA06810, ORYLA13030	CAEEL01062
OG0005712	ORYLA18989	CAEEL10147
OG0005715	ORYLA17805	CAEEL06260
OG0005719	ORYLA19328	CAEEL05019
OG0005721	ORYLA04577	CAEEL02751
OG0005723	ORYLA15901	CAEEL12411
OG0005724	ORYLA04176	CAEEL06660
OG0005725	ORYLA07793	CAEEL16182
OG0005726	ORYLA06770, ORYLA09046	CAEEL02137
OG0005728	ORYLA14263	CAEEL00225
OG0005729	ORYLA11545	CAEEL01552
OG0005730	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644	CAEEL20471
OG0005731	ORYLA16981	CAEEL09042
OG0005732	ORYLA00704, ORYLA00703	CAEEL07314
OG0005733	ORYLA08056	CAEEL11874
OG0005734	ORYLA15387, ORYLA20126	CAEEL05372
OG0005737	ORYLA05474, ORYLA05475, ORYLA05473	CAEEL00178
OG0005738	ORYLA06339	CAEEL19157
OG0005744	ORYLA05679	CAEEL10825, CAEEL00882
OG0005746	ORYLA00433	CAEEL04218
OG0005747	ORYLA15631	CAEEL11656
OG0005749	ORYLA20160	CAEEL14477
OG0005750	ORYLA01346	CAEEL02930
OG0005758	ORYLA03344	CAEEL07383, CAEEL07219
OG0005759	ORYLA18537, ORYLA18536	CAEEL04976
OG0005761	ORYLA17928	CAEEL02084
OG0005764	ORYLA05922	CAEEL00440
OG0005766	ORYLA03635	CAEEL03004
OG0005771	ORYLA01975	CAEEL18103
OG0005774	ORYLA15970	CAEEL07710
OG0005775	ORYLA07737	CAEEL08185
OG0005776	ORYLA05092	CAEEL08611, CAEEL02852
OG0005777	ORYLA04808	CAEEL09325
OG0005779	ORYLA17816	CAEEL11742
OG0005781	ORYLA09496, ORYLA09495	CAEEL16564
OG0005783	ORYLA14100	CAEEL15350
OG0005784	ORYLA05072	CAEEL06573
OG0005786	ORYLA20339	CAEEL10727
OG0005787	ORYLA19947	CAEEL09127, CAEEL07672
OG0005788	ORYLA15415	CAEEL10819
OG0005789	ORYLA12435	CAEEL03291
OG0005790	ORYLA05159	CAEEL02850
OG0005792	ORYLA18637	CAEEL16683
OG0005793	ORYLA07054	CAEEL01631
OG0005794	ORYLA09326	CAEEL07859
OG0005796	ORYLA17559	CAEEL03619
OG0005797	ORYLA18216	CAEEL01710
OG0005798	ORYLA13859	CAEEL07896
OG0005799	ORYLA01072	CAEEL16039
OG0005800	ORYLA01809	CAEEL07429
OG0005802	ORYLA09753	CAEEL08747
OG0005803	ORYLA09410	CAEEL05218
OG0005804	ORYLA12290, ORYLA06566	CAEEL00293
OG0005805	ORYLA04527	CAEEL07935
OG0005807	ORYLA01224	CAEEL00886
OG0005811	ORYLA11574	CAEEL09170
OG0005812	ORYLA01100	CAEEL15514
OG0005813	ORYLA17924	CAEEL04957
OG0005814	ORYLA02975	CAEEL05572
OG0005815	ORYLA02282	CAEEL08558
OG0005816	ORYLA17256, ORYLA15374	CAEEL07974
OG0005817	ORYLA02525	CAEEL09003
OG0005818	ORYLA15368	CAEEL06548
OG0005819	ORYLA17070	CAEEL05194
OG0005821	ORYLA05556	CAEEL06500
OG0005822	ORYLA19296	CAEEL08544
OG0005823	ORYLA04103	CAEEL11398
OG0005824	ORYLA12812	CAEEL01511
OG0005826	ORYLA10997	CAEEL11564
OG0005827	ORYLA04867	CAEEL15915
OG0005829	ORYLA11889	CAEEL01850, CAEEL14048
OG0005831	ORYLA19768	CAEEL07627
OG0005832	ORYLA20295	CAEEL01641
OG0005833	ORYLA12552	CAEEL14838
OG0005835	ORYLA15968	CAEEL06739, CAEEL08580
OG0005836	ORYLA02705	CAEEL15554
OG0005837	ORYLA17100	CAEEL01073
OG0005838	ORYLA15364	CAEEL01222
OG0005840	ORYLA04946	CAEEL06791
OG0005843	ORYLA06467	CAEEL06200
OG0005845	ORYLA03266	CAEEL04187
OG0005846	ORYLA04854	CAEEL06779
OG0005847	ORYLA11529	CAEEL00400
OG0005848	ORYLA16342	CAEEL00240
OG0005849	ORYLA09685	CAEEL07640
OG0005850	ORYLA13872	CAEEL07059
OG0005851	ORYLA13639	CAEEL19454, CAEEL03023
OG0005853	ORYLA10472, ORYLA11336	CAEEL05937
OG0005854	ORYLA15268	CAEEL10962
OG0005857	ORYLA03540	CAEEL08143
OG0005858	ORYLA17612	CAEEL08865
OG0005859	ORYLA17362	CAEEL09237
OG0005860	ORYLA17529	CAEEL11464
OG0005861	ORYLA12932	CAEEL07847
OG0005863	ORYLA16762	CAEEL02059
OG0005864	ORYLA02335, ORYLA02336	CAEEL03066
OG0005865	ORYLA18711	CAEEL10526
OG0005866	ORYLA10406	CAEEL03116
OG0005869	ORYLA14537	CAEEL01472
OG0005870	ORYLA06800	CAEEL18863
OG0005871	ORYLA00937	CAEEL07046
OG0005874	ORYLA08436, ORYLA08808	CAEEL06734
OG0005875	ORYLA03096	CAEEL11121
OG0005876	ORYLA13721	CAEEL12583
OG0005877	ORYLA12771	CAEEL03535
OG0005878	ORYLA11425, ORYLA11426	CAEEL00506
OG0005879	ORYLA06023	CAEEL05884
OG0005880	ORYLA20156	CAEEL09863
OG0005883	ORYLA18088	CAEEL06255
OG0005884	ORYLA11455	CAEEL16531
OG0005886	ORYLA10508	CAEEL01824
OG0005888	ORYLA16571	CAEEL00435
OG0005889	ORYLA07548	CAEEL02553
OG0005890	ORYLA11535	CAEEL06540
OG0005892	ORYLA12431	CAEEL01618
OG0005893	ORYLA04914	CAEEL11380
OG0005895	ORYLA04519	CAEEL06441
OG0005897	ORYLA19507	CAEEL01303
OG0005898	ORYLA09769	CAEEL01957
OG0005899	ORYLA16594	CAEEL11728
OG0005901	ORYLA15179	CAEEL01230
OG0005903	ORYLA03025	CAEEL02733
OG0005909	ORYLA13661	CAEEL09260
OG0005914	ORYLA14072	CAEEL12252
OG0005918	ORYLA06801	CAEEL07911
OG0005919	ORYLA06790	CAEEL15775
OG0005921	ORYLA03161	CAEEL07408
OG0005922	ORYLA14270	CAEEL15520
OG0005923	ORYLA07288	CAEEL02858
OG0005924	ORYLA10431	CAEEL10631
OG0005928	ORYLA13174	CAEEL04878
OG0005929	ORYLA17102	CAEEL05898
OG0005931	ORYLA12693	CAEEL09476
OG0005932	ORYLA15050	CAEEL11316
OG0005933	ORYLA04204	CAEEL14434
OG0005936	ORYLA00036	CAEEL07303
OG0005937	ORYLA15356	CAEEL10539
OG0005938	ORYLA02948	CAEEL06000, CAEEL09583
OG0005940	ORYLA11953	CAEEL04134
OG0005941	ORYLA11974	CAEEL08713
OG0005943	ORYLA17027	CAEEL02014
OG0005946	ORYLA16047	CAEEL11452, CAEEL11968
OG0005947	ORYLA04618	CAEEL19240
OG0005949	ORYLA17627	CAEEL12005
OG0005950	ORYLA10694	CAEEL02721
OG0005952	ORYLA17339	CAEEL08042
OG0005953	ORYLA17714	CAEEL01826
OG0005957	ORYLA07508	CAEEL13678, CAEEL02860
OG0005960	ORYLA14080	CAEEL18529, CAEEL16584
OG0005963	ORYLA13333	CAEEL02429, CAEEL11102
OG0005965	ORYLA00501	CAEEL17925
OG0005966	ORYLA16765	CAEEL05490
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	CAEEL08429
OG0005968	ORYLA06981	CAEEL01646
OG0005969	ORYLA05253	CAEEL01577
OG0005970	ORYLA12936	CAEEL16383
OG0005973	ORYLA10086	CAEEL13364
OG0005974	ORYLA12871	CAEEL11184
OG0005975	ORYLA09620	CAEEL05822
OG0005976	ORYLA10048	CAEEL15581
OG0005977	ORYLA11110	CAEEL04186
OG0005978	ORYLA18813	CAEEL08320
OG0005980	ORYLA16160	CAEEL05471
OG0005982	ORYLA02398	CAEEL04709
OG0005984	ORYLA02487	CAEEL06514, CAEEL07173
OG0005985	ORYLA17726	CAEEL11206
OG0005987	ORYLA04335	CAEEL05677
OG0005989	ORYLA14612, ORYLA14611	CAEEL14108
OG0005991	ORYLA14694	CAEEL07604
OG0005993	ORYLA15988	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	ORYLA05250	CAEEL09469
OG0005997	ORYLA14583, ORYLA12455	CAEEL11505, CAEEL13118
OG0005998	ORYLA02760	CAEEL12651
OG0006000	ORYLA11444	CAEEL06731
OG0006003	ORYLA00268	CAEEL12475
OG0006004	ORYLA16105	CAEEL01451
OG0006005	ORYLA04614	CAEEL08818
OG0006008	ORYLA00733	CAEEL11432
OG0006009	ORYLA19597, ORYLA18623	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	ORYLA01122	CAEEL07462
OG0006011	ORYLA04360	CAEEL06588
OG0006013	ORYLA02084	CAEEL11082
OG0006022	ORYLA09959, ORYLA07563, ORYLA06724	CAEEL20451
OG0006025	ORYLA01585, ORYLA20387, ORYLA01586, ORYLA14299, ORYLA15844	CAEEL03361, CAEEL12698
OG0006031	ORYLA12601	CAEEL00264
OG0006059	ORYLA09031	CAEEL09710
OG0006062	ORYLA16708	CAEEL08027
OG0006063	ORYLA03877	CAEEL09563
OG0006064	ORYLA04445	CAEEL11646
OG0006066	ORYLA09975	CAEEL07776
OG0006069	ORYLA16979	CAEEL08597
OG0006072	ORYLA12315	CAEEL09063
OG0006073	ORYLA03080	CAEEL15279
OG0006074	ORYLA11388	CAEEL15694
OG0006075	ORYLA04806	CAEEL05481
OG0006079	ORYLA15110	CAEEL06022
OG0006083	ORYLA20342	CAEEL10880
OG0006085	ORYLA15317	CAEEL07121
OG0006086	ORYLA01922, ORYLA01921	CAEEL05357
OG0006087	ORYLA07572	CAEEL10339
OG0006095	ORYLA00577	CAEEL03714
OG0006096	ORYLA02341	CAEEL08930
OG0006098	ORYLA08847	CAEEL17792
OG0006102	ORYLA14108	CAEEL01860
OG0006104	ORYLA19385	CAEEL15552
OG0006106	ORYLA08883, ORYLA08882	CAEEL09939
OG0006108	ORYLA05895	CAEEL07908
OG0006110	ORYLA14511, ORYLA14510	CAEEL15606
OG0006111	ORYLA04074, ORYLA03212	CAEEL06592
OG0006113	ORYLA07029	CAEEL00297
OG0006117	ORYLA00077	CAEEL15839
OG0006118	ORYLA18840, ORYLA05452	CAEEL05175
OG0006120	ORYLA10724	CAEEL19875
OG0006121	ORYLA19436	CAEEL01535
OG0006122	ORYLA08367	CAEEL06423
OG0006124	ORYLA11506	CAEEL00683
OG0006125	ORYLA09691	CAEEL12098
OG0006127	ORYLA15251	CAEEL08699
OG0006128	ORYLA15261	CAEEL01734
OG0006129	ORYLA00354	CAEEL15436
OG0006130	ORYLA14031	CAEEL19047
OG0006131	ORYLA16375, ORYLA07912	CAEEL08997
OG0006134	ORYLA05638	CAEEL05080
OG0006137	ORYLA02042	CAEEL01021
OG0006140	ORYLA15551	CAEEL06530
OG0006141	ORYLA12129	CAEEL00813
OG0006144	ORYLA07543	CAEEL12775
OG0006145	ORYLA20229	CAEEL00765, CAEEL00923
OG0006152	ORYLA11733	CAEEL01636
OG0006153	ORYLA20426	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	ORYLA00926	CAEEL13825
OG0006160	ORYLA19637	CAEEL08936
OG0006163	ORYLA14800, ORYLA12332	CAEEL00653
OG0006164	ORYLA19800	CAEEL01158
OG0006165	ORYLA20003	CAEEL15774
OG0006168	ORYLA16569	CAEEL05152
OG0006169	ORYLA04271	CAEEL08537
OG0006171	ORYLA02054	CAEEL01756
OG0006172	ORYLA10481	CAEEL14351
OG0006176	ORYLA10315	CAEEL05930
OG0006177	ORYLA12090	CAEEL04212
OG0006180	ORYLA06973	CAEEL09925
OG0006181	ORYLA03672	CAEEL14722
OG0006182	ORYLA08344	CAEEL06387
OG0006183	ORYLA16825	CAEEL19366
OG0006185	ORYLA06316	CAEEL01692
OG0006187	ORYLA18889	CAEEL00902
OG0006188	ORYLA20449	CAEEL02058
OG0006191	ORYLA17482	CAEEL06280, CAEEL06279
OG0006195	ORYLA17204	CAEEL08079
OG0006196	ORYLA03362	CAEEL06224, CAEEL06189
OG0006198	ORYLA05262	CAEEL00819
OG0006200	ORYLA00176	CAEEL11329
OG0006202	ORYLA06744	CAEEL07568
OG0006208	ORYLA03811, ORYLA13086	CAEEL00204
OG0006209	ORYLA18078	CAEEL11287
OG0006210	ORYLA02264	CAEEL00160
OG0006214	ORYLA11041	CAEEL12120
OG0006215	ORYLA08889	CAEEL04734
OG0006216	ORYLA19823	CAEEL16326
OG0006217	ORYLA13873, ORYLA13874	CAEEL05235
OG0006220	ORYLA18843	CAEEL08309
OG0006224	ORYLA15635	CAEEL11548
OG0006226	ORYLA02359	CAEEL02716
OG0006229	ORYLA00480	CAEEL06963
OG0006230	ORYLA20084	CAEEL08542
OG0006231	ORYLA08845	CAEEL20582
OG0006234	ORYLA13453	CAEEL05918
OG0006235	ORYLA14597	CAEEL04462
OG0006237	ORYLA15408	CAEEL04160
OG0006240	ORYLA20183	CAEEL08852
OG0006245	ORYLA08633	CAEEL00941
OG0006247	ORYLA14475	CAEEL11988
OG0006249	ORYLA07428	CAEEL10060
OG0006254	ORYLA01467	CAEEL11539
OG0006257	ORYLA05204	CAEEL15240
OG0006259	ORYLA13353	CAEEL09792
OG0006260	ORYLA18938	CAEEL09587
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	CAEEL01377
OG0006263	ORYLA09051	CAEEL09474
OG0006264	ORYLA17584	CAEEL11589
OG0006267	ORYLA02355	CAEEL09521
OG0006268	ORYLA16048	CAEEL09373, CAEEL09395
OG0006269	ORYLA19375	CAEEL11344
OG0006270	ORYLA02562, ORYLA02561	CAEEL01876
OG0006271	ORYLA08585	CAEEL08264
OG0006275	ORYLA10683	CAEEL01989
OG0006277	ORYLA03972, ORYLA03476	CAEEL08057
OG0006279	ORYLA09965	CAEEL00237
OG0006280	ORYLA11567	CAEEL17987
OG0006281	ORYLA20123	CAEEL04765
OG0006283	ORYLA09291	CAEEL00881
OG0006284	ORYLA09690	CAEEL08923
OG0006285	ORYLA17251	CAEEL04794
OG0006286	ORYLA07043	CAEEL00158
OG0006288	ORYLA10709	CAEEL08712
OG0006289	ORYLA14057, ORYLA16007	CAEEL07964
OG0006290	ORYLA16144	CAEEL04712
OG0006291	ORYLA13632	CAEEL00609
OG0006294	ORYLA11427	CAEEL14462
OG0006295	ORYLA20007	CAEEL09568
OG0006297	ORYLA13740	CAEEL11872
OG0006301	ORYLA10259	CAEEL17598
OG0006306	ORYLA05428	CAEEL01065
OG0006307	ORYLA17332	CAEEL06264
OG0006309	ORYLA11286	CAEEL05232
OG0006311	ORYLA14691	CAEEL17612
OG0006313	ORYLA18940	CAEEL05123
OG0006315	ORYLA04829	CAEEL15905
OG0006322	ORYLA20137	CAEEL09507
OG0006323	ORYLA08641	CAEEL02251
OG0006326	ORYLA06678	CAEEL15323
OG0006329	ORYLA17793	CAEEL02571
OG0006331	ORYLA03044	CAEEL13794
OG0006332	ORYLA12489	CAEEL10865
OG0006334	ORYLA00853	CAEEL08411, CAEEL18378
OG0006339	ORYLA02765	CAEEL08069
OG0006340	ORYLA05277	CAEEL11454
OG0006341	ORYLA17094	CAEEL06023
OG0006343	ORYLA00514	CAEEL05583, CAEEL02498
OG0006344	ORYLA09235, ORYLA07107	CAEEL14876
OG0006345	ORYLA06394	CAEEL06549
OG0006346	ORYLA03560	CAEEL05783
OG0006347	ORYLA08655	CAEEL07567
OG0006350	ORYLA05826	CAEEL07674
OG0006352	ORYLA00408, ORYLA01498	CAEEL02603
OG0006353	ORYLA03383	CAEEL19140, CAEEL05676
OG0006354	ORYLA17693	CAEEL18116
OG0006356	ORYLA04352	CAEEL07675
OG0006360	ORYLA11287	CAEEL05277
OG0006361	ORYLA15180	CAEEL09060
OG0006362	ORYLA05430	CAEEL00998
OG0006363	ORYLA04345	CAEEL00971
OG0006365	ORYLA07547	CAEEL12631
OG0006370	ORYLA09199	CAEEL05220
OG0006372	ORYLA10156	CAEEL09848
OG0006375	ORYLA07773	CAEEL00741
OG0006376	ORYLA18136	CAEEL15051
OG0006377	ORYLA02527	CAEEL09247
OG0006381	ORYLA11043, ORYLA15094	CAEEL09800
OG0006386	ORYLA19015	CAEEL02065
OG0006387	ORYLA10627	CAEEL00319
OG0006389	ORYLA12499	CAEEL07348
OG0006390	ORYLA19642	CAEEL13360
OG0006391	ORYLA03666	CAEEL16380, CAEEL11908
OG0006392	ORYLA09388	CAEEL07571
OG0006393	ORYLA00411, ORYLA13211	CAEEL14337
OG0006395	ORYLA19863	CAEEL11636
OG0006405	ORYLA01525, ORYLA14866	CAEEL04608
OG0006407	ORYLA05579	CAEEL20555
OG0006408	ORYLA11884, ORYLA11885	CAEEL15120
OG0006414	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069	CAEEL18847
OG0006415	ORYLA00661, ORYLA01125, ORYLA04012, ORYLA03262	CAEEL20504
OG0006443	ORYLA04866	CAEEL07304
OG0006448	ORYLA06428, ORYLA06429	CAEEL07841
OG0006449	ORYLA02199	CAEEL02036
OG0006454	ORYLA04312	CAEEL06995
OG0006456	ORYLA01861	CAEEL09794
OG0006457	ORYLA14262	CAEEL05605
OG0006459	ORYLA14803	CAEEL00244
OG0006461	ORYLA15523	CAEEL11863
OG0006462	ORYLA07799	CAEEL05709
OG0006464	ORYLA13278	CAEEL01413
OG0006465	ORYLA00104	CAEEL10921
OG0006468	ORYLA19099	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	ORYLA07638	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	ORYLA17369	CAEEL07206
OG0006475	ORYLA09150	CAEEL07548
OG0006476	ORYLA04028	CAEEL12092
OG0006478	ORYLA18550	CAEEL06158
OG0006479	ORYLA15648	CAEEL05626
OG0006480	ORYLA00896	CAEEL10265, CAEEL10266
OG0006481	ORYLA04413	CAEEL19099, CAEEL01638
OG0006482	ORYLA17211	CAEEL10834
OG0006485	ORYLA07384, ORYLA07383	CAEEL14223
OG0006488	ORYLA03055	CAEEL17648
OG0006490	ORYLA14766	CAEEL11637
OG0006491	ORYLA08851	CAEEL13015
OG0006496	ORYLA06776	CAEEL08493
OG0006497	ORYLA04913	CAEEL06461
OG0006498	ORYLA10742	CAEEL02503
OG0006499	ORYLA13225	CAEEL20101
OG0006501	ORYLA03041	CAEEL16016
OG0006503	ORYLA00936	CAEEL07188
OG0006505	ORYLA08906, ORYLA06614	CAEEL06783
OG0006506	ORYLA08840	CAEEL03029
OG0006509	ORYLA07227	CAEEL00006, CAEEL15373
OG0006511	ORYLA14129, ORYLA14130	CAEEL02676
OG0006512	ORYLA01466	CAEEL07313
OG0006514	ORYLA20423	CAEEL07858
OG0006515	ORYLA10705	CAEEL02554
OG0006516	ORYLA10111, ORYLA10110	CAEEL15132
OG0006517	ORYLA06301	CAEEL01423
OG0006520	ORYLA04037	CAEEL13792
OG0006523	ORYLA03670	CAEEL15760
OG0006525	ORYLA16237	CAEEL11800
OG0006528	ORYLA08757	CAEEL14466
OG0006532	ORYLA12770	CAEEL05678
OG0006536	ORYLA00277	CAEEL05174
OG0006538	ORYLA12235	CAEEL07903, CAEEL04060
OG0006540	ORYLA04334	CAEEL19898
OG0006542	ORYLA04038	CAEEL04749
OG0006543	ORYLA05121	CAEEL05304
OG0006544	ORYLA13799	CAEEL02597
OG0006545	ORYLA01750	CAEEL08394
OG0006547	ORYLA04432	CAEEL09736
OG0006550	ORYLA11254	CAEEL02186
OG0006552	ORYLA02423	CAEEL02725
OG0006553	ORYLA00553	CAEEL06508
OG0006554	ORYLA02770	CAEEL09071
OG0006556	ORYLA10590	CAEEL00553
OG0006557	ORYLA17641	CAEEL07597
OG0006560	ORYLA11992	CAEEL14360
OG0006561	ORYLA11401	CAEEL16404
OG0006565	ORYLA19532, ORYLA14158	CAEEL12176
OG0006567	ORYLA14215	CAEEL15749
OG0006568	ORYLA00111	CAEEL01944
OG0006569	ORYLA04751	CAEEL03290
OG0006570	ORYLA02088	CAEEL15966
OG0006571	ORYLA18093	CAEEL05447
OG0006573	ORYLA04375	CAEEL05442
OG0006574	ORYLA13477	CAEEL01738
OG0006577	ORYLA04095	CAEEL15281
OG0006578	ORYLA02514	CAEEL00045
OG0006579	ORYLA07356	CAEEL07922
OG0006583	ORYLA11606	CAEEL01627
OG0006584	ORYLA05604	CAEEL05880
OG0006587	ORYLA03374	CAEEL17957
OG0006588	ORYLA16204	CAEEL11640
OG0006589	ORYLA19520	CAEEL10276
OG0006590	ORYLA15302	CAEEL15655
OG0006591	ORYLA05510	CAEEL01066
OG0006594	ORYLA07714	CAEEL00833
OG0006595	ORYLA08079	CAEEL10661
OG0006597	ORYLA00971	CAEEL10448
OG0006598	ORYLA17695	CAEEL03295
OG0006602	ORYLA00714	CAEEL16562
OG0006603	ORYLA15058	CAEEL00624
OG0006604	ORYLA03264	CAEEL07198
OG0006606	ORYLA15309	CAEEL07376
OG0006607	ORYLA05978	CAEEL01560
OG0006609	ORYLA09197	CAEEL02187
OG0006610	ORYLA00548	CAEEL11386
OG0006611	ORYLA16098	CAEEL07953
OG0006613	ORYLA12182	CAEEL01845
OG0006614	ORYLA10829	CAEEL05124
OG0006615	ORYLA01747	CAEEL09131
OG0006621	ORYLA04538	CAEEL07639
OG0006622	ORYLA04282	CAEEL05834
OG0006624	ORYLA06131, ORYLA06132	CAEEL07631
OG0006625	ORYLA12231	CAEEL08791
OG0006626	ORYLA17629	CAEEL07560
OG0006627	ORYLA17509	CAEEL11375
OG0006628	ORYLA12154	CAEEL07329
OG0006630	ORYLA12196	CAEEL11696
OG0006631	ORYLA09701	CAEEL00720
OG0006632	ORYLA01518, ORYLA01497	CAEEL20160, CAEEL00199
OG0006633	ORYLA06549	CAEEL00427
OG0006636	ORYLA05802	CAEEL07724
OG0006637	ORYLA08373	CAEEL12125
OG0006645	ORYLA05680	CAEEL17855
OG0006646	ORYLA12692, ORYLA12691	CAEEL15891
OG0006647	ORYLA06525	CAEEL07174
OG0006648	ORYLA20356	CAEEL01435
OG0006651	ORYLA04105	CAEEL09522
OG0006655	ORYLA17342	CAEEL00324
OG0006658	ORYLA11434	CAEEL00269
OG0006660	ORYLA13850	CAEEL09560, CAEEL09561
OG0006662	ORYLA14512	CAEEL12773
OG0006663	ORYLA03621	CAEEL08458
OG0006664	ORYLA09332	CAEEL01906
OG0006666	ORYLA20165	CAEEL05999
OG0006667	ORYLA06327	CAEEL01250
OG0006668	ORYLA08545	CAEEL06992
OG0006669	ORYLA02526	CAEEL08205
OG0006673	ORYLA17788	CAEEL00769
OG0006678	ORYLA16789	CAEEL12368
OG0006680	ORYLA13976	CAEEL09390
OG0006681	ORYLA11715	CAEEL05335
OG0006683	ORYLA15512	CAEEL00441
OG0006684	ORYLA11012	CAEEL11224
OG0006686	ORYLA18912	CAEEL20085
OG0006690	ORYLA15449	CAEEL11346
OG0006691	ORYLA08252	CAEEL07500
OG0006692	ORYLA18541	CAEEL00770
OG0006693	ORYLA00439	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	ORYLA11331	CAEEL01422
OG0006695	ORYLA03032	CAEEL17851
OG0006702	ORYLA01940	CAEEL08311
OG0006703	ORYLA09239	CAEEL00186
OG0006705	ORYLA13053	CAEEL04478
OG0006706	ORYLA06274	CAEEL11633
OG0006709	ORYLA09857	CAEEL07440
OG0006710	ORYLA07507	CAEEL07165
OG0006712	ORYLA16175	CAEEL01534
OG0006716	ORYLA07108	CAEEL01171
