Orthogroup	ORYLA	LYTVA_ok
OG0005976	ORYLA10048	LYTVA_02397
OG0005977	ORYLA11110	LYTVA_16782, LYTVA_12904
OG0005978	ORYLA18813	LYTVA_01508
OG0005979	ORYLA09195	LYTVA_26441
OG0005980	ORYLA16160	LYTVA_04977
OG0005981	ORYLA13340	LYTVA_14677, LYTVA_14675, LYTVA_27040
OG0005983	ORYLA13523	LYTVA_27200
OG0005984	ORYLA02487	LYTVA_11061
OG0005985	ORYLA17726	LYTVA_27703
OG0005987	ORYLA04335	LYTVA_11885
OG0005989	ORYLA14612, ORYLA14611	LYTVA_09025
OG0005991	ORYLA14694	LYTVA_03669
OG0005993	ORYLA15988	LYTVA_25557
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	LYTVA_23031
OG0005995	ORYLA05250	LYTVA_27679
OG0005996	ORYLA05372	LYTVA_05056, LYTVA_28237, LYTVA_28138, LYTVA_13646
OG0005998	ORYLA02760	LYTVA_09503
OG0006000	ORYLA11444	LYTVA_21933
OG0006001	ORYLA14912	LYTVA_08499
OG0006002	ORYLA11186	LYTVA_16676
OG0006004	ORYLA16105	LYTVA_01399, LYTVA_01461
OG0006005	ORYLA04614	LYTVA_19078
OG0006007	ORYLA13414	LYTVA_25754
OG0006008	ORYLA00733	LYTVA_27932
OG0006009	ORYLA19597, ORYLA18623	LYTVA_23186
OG0006010	ORYLA01122	LYTVA_15597
OG0006011	ORYLA04360	LYTVA_02858
OG0006012	ORYLA12331	LYTVA_19202
OG0006013	ORYLA02083	LYTVA_14566
OG0006014	ORYLA13553, ORYLA12220	LYTVA_22749
OG0006059	ORYLA09031	LYTVA_29231, LYTVA_24599
OG0006061	ORYLA19379	LYTVA_10608
OG0006062	ORYLA16708	LYTVA_21057
OG0006063	ORYLA03877	LYTVA_24714, LYTVA_04813
OG0006064	ORYLA04445	LYTVA_21245
OG0006065	ORYLA17451	LYTVA_02603, LYTVA_14093
OG0006066	ORYLA09975	LYTVA_05150, LYTVA_14949
OG0006067	ORYLA05884	LYTVA_25535
OG0006068	ORYLA01339, ORYLA01340, ORYLA04996	LYTVA_15772, LYTVA_12823
OG0006070	ORYLA00067	LYTVA_20031
OG0006071	ORYLA02579	LYTVA_06703
OG0006072	ORYLA12315	LYTVA_08125
OG0006074	ORYLA11388	LYTVA_06317
OG0006077	ORYLA19036, ORYLA19037	LYTVA_20621
OG0006078	ORYLA17648, ORYLA01729	LYTVA_27624
OG0006079	ORYLA15110	LYTVA_19299
OG0006082	ORYLA01781	LYTVA_17154
OG0006083	ORYLA20342	LYTVA_12610
OG0006084	ORYLA00533	LYTVA_03984, LYTVA_09057
OG0006085	ORYLA15317	LYTVA_20707
OG0006087	ORYLA07572	LYTVA_18008
OG0006092	ORYLA18231	LYTVA_10788
OG0006095	ORYLA00577	LYTVA_10853
OG0006097	ORYLA08979	LYTVA_23531
OG0006098	ORYLA08847	LYTVA_22365
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	LYTVA_13095
OG0006100	ORYLA15271	LYTVA_29248
OG0006102	ORYLA13664, ORYLA14108	LYTVA_22045
OG0006103	ORYLA11324	LYTVA_29588
OG0006104	ORYLA19385	LYTVA_10546
OG0006106	ORYLA08883, ORYLA08882	LYTVA_02926
OG0006107	ORYLA14542	LYTVA_24540
OG0006108	ORYLA05895	LYTVA_23964, LYTVA_08693
OG0006110	ORYLA14511, ORYLA14510	LYTVA_18814, LYTVA_24967, LYTVA_18813
OG0006113	ORYLA07029	LYTVA_05051
OG0006114	ORYLA15533	LYTVA_10473, LYTVA_25053
OG0006115	ORYLA11548	LYTVA_27463
OG0006117	ORYLA00077	LYTVA_27244
OG0006118	ORYLA05452	LYTVA_10793, LYTVA_23805
OG0006119	ORYLA20488	LYTVA_23602, LYTVA_19800
OG0006120	ORYLA10724	LYTVA_00995
OG0006122	ORYLA08367	LYTVA_04659, LYTVA_10846, LYTVA_27299
OG0006123	ORYLA20495	LYTVA_19340
OG0006124	ORYLA11506	LYTVA_06395
OG0006126	ORYLA16568	LYTVA_23370
OG0006127	ORYLA15251	LYTVA_18329
OG0006128	ORYLA15261	LYTVA_17239
OG0006129	ORYLA00354	LYTVA_06559
OG0006130	ORYLA14031	LYTVA_21243
OG0006131	ORYLA16375, ORYLA07912	LYTVA_26134
OG0006132	ORYLA05048	LYTVA_09437, LYTVA_13580
OG0006133	ORYLA12772	LYTVA_18256
OG0006134	ORYLA05638	LYTVA_15355
OG0006136	ORYLA09430	LYTVA_13009
OG0006137	ORYLA02042	LYTVA_10892
OG0006138	ORYLA04799	LYTVA_09415
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	LYTVA_09549
OG0006140	ORYLA15551	LYTVA_08265
OG0006144	ORYLA07543	LYTVA_24305
OG0006145	ORYLA20229	LYTVA_21368
OG0006146	ORYLA05029	LYTVA_11498
OG0006148	ORYLA02358	LYTVA_21331, LYTVA_11302
OG0006152	ORYLA11733	LYTVA_06919
OG0006153	ORYLA20426	LYTVA_10935
OG0006155	ORYLA06089	LYTVA_00694, LYTVA_03469
OG0006156	ORYLA00926	LYTVA_16773
OG0006158	ORYLA10442	LYTVA_20335
OG0006159	ORYLA19153	LYTVA_03345
OG0006160	ORYLA19637	LYTVA_03489
OG0006161	ORYLA01833, ORYLA05612	LYTVA_27508
OG0006162	ORYLA13159	LYTVA_24733
OG0006163	ORYLA14800, ORYLA12332	LYTVA_22611
OG0006164	ORYLA19800	LYTVA_27139, LYTVA_12217
OG0006165	ORYLA20003	LYTVA_20359
OG0006167	ORYLA07176, ORYLA00415	LYTVA_28551, LYTVA_26232
OG0006168	ORYLA16569	LYTVA_04359
OG0006170	ORYLA09909	LYTVA_29594
OG0006171	ORYLA02054	LYTVA_11983
OG0006172	ORYLA10481	LYTVA_28531
OG0006174	ORYLA17661, ORYLA02384, ORYLA12208	LYTVA_00162
OG0006176	ORYLA10315	LYTVA_16691, LYTVA_26008
OG0006177	ORYLA12090	LYTVA_27891
OG0006179	ORYLA03657	LYTVA_23608
OG0006180	ORYLA06973	LYTVA_23322
OG0006182	ORYLA08344	LYTVA_12535, LYTVA_06005
OG0006184	ORYLA00792	LYTVA_29900
OG0006185	ORYLA06316	LYTVA_06858
OG0006186	ORYLA13046	LYTVA_29152
OG0006187	ORYLA18889	LYTVA_26400
OG0006188	ORYLA20449	LYTVA_16418
OG0006189	ORYLA17086, ORYLA00060	LYTVA_29896
OG0006190	ORYLA01121	LYTVA_15219
OG0006191	ORYLA17482	LYTVA_01224
OG0006192	ORYLA04658	LYTVA_12518
OG0006193	ORYLA12955	LYTVA_00867
OG0006194	ORYLA00610	LYTVA_13643
OG0006195	ORYLA17204	LYTVA_22252
OG0006196	ORYLA03362	LYTVA_08398, LYTVA_07816, LYTVA_02015
OG0006198	ORYLA05262	LYTVA_08442
OG0006199	ORYLA07760	LYTVA_14501
OG0006200	ORYLA00176	LYTVA_11343, LYTVA_11344
OG0006201	ORYLA17887, ORYLA16831, ORYLA16832	LYTVA_12354, LYTVA_07705
OG0006202	ORYLA06744	LYTVA_22359
OG0006203	ORYLA04805	LYTVA_21249, LYTVA_03204, LYTVA_26087, LYTVA_26085, LYTVA_26086
OG0006204	ORYLA07934	LYTVA_08879, LYTVA_08880
OG0006205	ORYLA19412	LYTVA_03187, LYTVA_21645, LYTVA_07689
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	LYTVA_23264
OG0006207	ORYLA03254	LYTVA_12635
OG0006208	ORYLA03811, ORYLA13086	LYTVA_23992
OG0006209	ORYLA18078	LYTVA_24210
OG0006210	ORYLA02264	LYTVA_22429
OG0006211	ORYLA16185	LYTVA_24533
OG0006214	ORYLA11041	LYTVA_24527, LYTVA_03579
OG0006216	ORYLA19823	LYTVA_18233
OG0006217	ORYLA13873, ORYLA13874	LYTVA_00503
OG0006219	ORYLA13291	LYTVA_26279, LYTVA_25144
OG0006220	ORYLA18843	LYTVA_23174
OG0006221	ORYLA05707, ORYLA16392, ORYLA07903	LYTVA_20698
OG0006223	ORYLA10674	LYTVA_24320
OG0006224	ORYLA15635	LYTVA_01497
OG0006225	ORYLA00226	LYTVA_08304
OG0006226	ORYLA02359	LYTVA_20660
OG0006227	ORYLA17980	LYTVA_28417
OG0006228	ORYLA16946, ORYLA20325	LYTVA_15203
OG0006229	ORYLA00480	LYTVA_30192
OG0006230	ORYLA20084	LYTVA_00537
OG0006231	ORYLA08845	LYTVA_25016
OG0006232	ORYLA19680	LYTVA_07562, LYTVA_07559
OG0006233	ORYLA13531	LYTVA_28768, LYTVA_06160
OG0006234	ORYLA13453	LYTVA_10376
OG0006237	ORYLA15408	LYTVA_21082
OG0006240	ORYLA20183	LYTVA_24901
OG0006243	ORYLA14098	LYTVA_03083
OG0006244	ORYLA02710	LYTVA_08175
OG0006245	ORYLA08633	LYTVA_19353
OG0006246	ORYLA02819	LYTVA_07275
OG0006247	ORYLA14475	LYTVA_07282
OG0006249	ORYLA07428	LYTVA_20075
OG0006250	ORYLA01481	LYTVA_10575
OG0006251	ORYLA03699	LYTVA_22113
OG0006253	ORYLA12949	LYTVA_08763, LYTVA_25229
OG0006254	ORYLA01467	LYTVA_02629
OG0006255	ORYLA04827	LYTVA_18641
OG0006256	ORYLA09128	LYTVA_03646
OG0006257	ORYLA05204	LYTVA_08773
OG0006259	ORYLA13353	LYTVA_12249
OG0006260	ORYLA18938	LYTVA_24680
OG0006261	ORYLA11026, ORYLA14160	LYTVA_21905
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	LYTVA_05052
OG0006263	ORYLA09051	LYTVA_05073, LYTVA_30238
OG0006264	ORYLA17584	LYTVA_04976
OG0006266	ORYLA12795	LYTVA_00821, LYTVA_12092
OG0006267	ORYLA02355	LYTVA_03493
OG0006270	ORYLA02562, ORYLA02561	LYTVA_13231
OG0006271	ORYLA08585	LYTVA_00237, LYTVA_22321
OG0006272	ORYLA17653, ORYLA02479, ORYLA07311	LYTVA_21094
OG0006275	ORYLA10683	LYTVA_06690
OG0006279	ORYLA09965	LYTVA_00639
OG0006280	ORYLA11567	LYTVA_19738
OG0006281	ORYLA20123	LYTVA_10059
OG0006283	ORYLA09291	LYTVA_14837
OG0006284	ORYLA09690	LYTVA_13767
OG0006285	ORYLA17251	LYTVA_17560
OG0006286	ORYLA07043	LYTVA_20377, LYTVA_20379
OG0006287	ORYLA04687	LYTVA_30012
OG0006288	ORYLA10709	LYTVA_02481
OG0006289	ORYLA14057, ORYLA16007	LYTVA_24452
OG0006290	ORYLA16144	LYTVA_09893
OG0006291	ORYLA13632	LYTVA_29741
OG0006292	ORYLA19865	LYTVA_05869
OG0006294	ORYLA11427	LYTVA_29965
OG0006295	ORYLA20007	LYTVA_15601
OG0006296	ORYLA11079	LYTVA_05537
OG0006297	ORYLA13740	LYTVA_21669, LYTVA_11418
OG0006298	ORYLA16187	LYTVA_01860
OG0006301	ORYLA10259	LYTVA_26860
OG0006302	ORYLA12680, ORYLA14790	LYTVA_12764
OG0006304	ORYLA10170, ORYLA11894	LYTVA_01111
OG0006305	ORYLA00895, ORYLA00418	LYTVA_08171
OG0006307	ORYLA17332	LYTVA_15501
OG0006309	ORYLA11286	LYTVA_15703
OG0006311	ORYLA14691	LYTVA_02260
OG0006312	ORYLA19224	LYTVA_24684, LYTVA_10015
OG0006313	ORYLA18940	LYTVA_29847
OG0006314	ORYLA09968	LYTVA_01982
OG0006315	ORYLA04829	LYTVA_03118
OG0006317	ORYLA05717	LYTVA_18482
OG0006318	ORYLA08694	LYTVA_21680
OG0006320	ORYLA15063	LYTVA_01264
OG0006321	ORYLA12059	LYTVA_18675
OG0006322	ORYLA20137	LYTVA_00779
OG0006323	ORYLA08641	LYTVA_17375
OG0006324	ORYLA07027	LYTVA_20532
OG0006326	ORYLA06678	LYTVA_03655
OG0006327	ORYLA19841	LYTVA_12932
OG0006328	ORYLA02179, ORYLA02180	LYTVA_15537
OG0006329	ORYLA17793	LYTVA_23431
OG0006332	ORYLA12489	LYTVA_15890
OG0006333	ORYLA09732, ORYLA10226	LYTVA_27460, LYTVA_29669
OG0006334	ORYLA00853	LYTVA_14718
OG0006339	ORYLA02765	LYTVA_06468
OG0006340	ORYLA05277	LYTVA_15371
OG0006341	ORYLA17094	LYTVA_19336
OG0006343	ORYLA00514	LYTVA_02215
OG0006345	ORYLA06394	LYTVA_25563
OG0006347	ORYLA08655	LYTVA_08976
OG0006348	ORYLA17683	LYTVA_15174, LYTVA_20871
OG0006350	ORYLA05826	LYTVA_23710
OG0006351	ORYLA09454	LYTVA_19031
OG0006352	ORYLA00408, ORYLA01498	LYTVA_10172
OG0006353	ORYLA03383	LYTVA_27238
OG0006354	ORYLA17693	LYTVA_17039
OG0006356	ORYLA04352	LYTVA_26136
OG0006357	ORYLA06338	LYTVA_14657
OG0006357	ORYLA13109	LYTVA_13374, LYTVA_16608
OG0006359	ORYLA06276	LYTVA_13383
OG0006360	ORYLA11287	LYTVA_03777
OG0006361	ORYLA15180	LYTVA_28927, LYTVA_07811
OG0006362	ORYLA05430	LYTVA_26128
OG0006363	ORYLA04345	LYTVA_00665, LYTVA_07751, LYTVA_18871
OG0006364	ORYLA17402, ORYLA17403	LYTVA_28369
OG0006366	ORYLA03615	LYTVA_20716, LYTVA_20715
OG0006367	ORYLA10820	LYTVA_03176
OG0006368	ORYLA07849	LYTVA_10249, LYTVA_23334
OG0006370	ORYLA09199	LYTVA_04206
OG0006372	ORYLA10156	LYTVA_21306
OG0006375	ORYLA07773	LYTVA_06882
OG0006376	ORYLA18136	LYTVA_06064
OG0006377	ORYLA02527	LYTVA_15590
OG0006379	ORYLA02129	LYTVA_29271
OG0006380	ORYLA01349	LYTVA_25935
OG0006381	ORYLA11043, ORYLA15094	LYTVA_17000
OG0006382	ORYLA10097, ORYLA10098	LYTVA_18772
OG0006383	ORYLA04517	LYTVA_13675
OG0006384	ORYLA17068	LYTVA_24319, LYTVA_18270
OG0006386	ORYLA19015	LYTVA_22817
OG0006387	ORYLA10627	LYTVA_05267
OG0006391	ORYLA03666	LYTVA_14602
OG0006392	ORYLA09388	LYTVA_17324
OG0006393	ORYLA00411, ORYLA13211	LYTVA_25758
OG0006394	ORYLA00283	LYTVA_27935
OG0006395	ORYLA19863	LYTVA_00686
OG0006396	ORYLA17433	LYTVA_07105
OG0006399	ORYLA17610	LYTVA_10233
OG0006401	ORYLA08618, ORYLA18378	LYTVA_12517
OG0006402	ORYLA00429	LYTVA_25883, LYTVA_01268
OG0006405	ORYLA01525, ORYLA14866	LYTVA_12046
OG0006407	ORYLA05579	LYTVA_27289
OG0006408	ORYLA11884, ORYLA11885	LYTVA_16743
OG0006414	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069	LYTVA_20370
OG0006442	ORYLA13339	LYTVA_14699
OG0006443	ORYLA04866	LYTVA_11664
OG0006446	ORYLA18017	LYTVA_23069
OG0006447	ORYLA18018	LYTVA_19506
OG0006448	ORYLA06428, ORYLA06429	LYTVA_05233, LYTVA_18934
OG0006449	ORYLA02199	LYTVA_14385
OG0006452	ORYLA14233	LYTVA_23537
OG0006454	ORYLA04312	LYTVA_20253
OG0006456	ORYLA01861	LYTVA_06983
OG0006457	ORYLA14262	LYTVA_08914
OG0006459	ORYLA14803	LYTVA_17229
OG0006460	ORYLA04920	LYTVA_04378
OG0006461	ORYLA15523	LYTVA_16875
OG0006462	ORYLA07799	LYTVA_25038
OG0006464	ORYLA13278	LYTVA_09677
OG0006465	ORYLA00104	LYTVA_24854
OG0006468	ORYLA19099	LYTVA_16194
OG0006469	ORYLA00255	LYTVA_27245
OG0006470	ORYLA00368	LYTVA_17710
OG0006471	ORYLA19660	LYTVA_23270
OG0006472	ORYLA07638	LYTVA_03138
OG0006474	ORYLA17369	LYTVA_05368
OG0006475	ORYLA09150	LYTVA_25848
OG0006476	ORYLA04028	LYTVA_26882, LYTVA_25653
OG0006477	ORYLA12051	LYTVA_15688
OG0006478	ORYLA18550	LYTVA_15588
OG0006479	ORYLA15648	LYTVA_26821
OG0006480	ORYLA00896	LYTVA_02980
OG0006483	ORYLA10393	LYTVA_09398
OG0006485	ORYLA07384, ORYLA07383	LYTVA_11001
OG0006487	ORYLA15532, ORYLA15531	LYTVA_27373
OG0006488	ORYLA03055	LYTVA_20193
OG0006490	ORYLA14766	LYTVA_20284
OG0006491	ORYLA08851	LYTVA_20650, LYTVA_20929
OG0006492	ORYLA15208	LYTVA_05472
OG0006493	ORYLA06218	LYTVA_07017
OG0006494	ORYLA06580	LYTVA_02892
OG0006495	ORYLA07421	LYTVA_06046
OG0006496	ORYLA06776	LYTVA_17185
OG0006498	ORYLA10742	LYTVA_28147
OG0006499	ORYLA13225	LYTVA_05980
OG0006500	ORYLA10496	LYTVA_02691
OG0006501	ORYLA03041	LYTVA_26999
OG0006502	ORYLA16801, ORYLA16800	LYTVA_24260
OG0006503	ORYLA00936	LYTVA_26898, LYTVA_05750
OG0006505	ORYLA08906, ORYLA06614	LYTVA_11472
OG0006506	ORYLA08840	LYTVA_17435
OG0006508	ORYLA14077	LYTVA_07361
OG0006509	ORYLA07227	LYTVA_15412
OG0006510	ORYLA14338	LYTVA_08384
OG0006512	ORYLA01466	LYTVA_30128
OG0006513	ORYLA18476	LYTVA_28137
OG0006514	ORYLA20423	LYTVA_01073
OG0006516	ORYLA10111, ORYLA10110	LYTVA_11733
OG0006517	ORYLA06301	LYTVA_16158
OG0006518	ORYLA19034	LYTVA_28173
OG0006519	ORYLA11456	LYTVA_10465
OG0006520	ORYLA04037	LYTVA_21292
OG0006523	ORYLA03670	LYTVA_08627
OG0006524	ORYLA14673	LYTVA_04484
OG0006525	ORYLA16237	LYTVA_08087
OG0006527	ORYLA16408	LYTVA_21728
OG0006528	ORYLA08757	LYTVA_09484
OG0006530	ORYLA06110	LYTVA_15081, LYTVA_03086
OG0006532	ORYLA12770	LYTVA_17206, LYTVA_14261
OG0006536	ORYLA00277	LYTVA_00601
OG0006538	ORYLA12235	LYTVA_09279, LYTVA_09562
OG0006540	ORYLA04334	LYTVA_09467
OG0006542	ORYLA04038	LYTVA_21291
OG0006543	ORYLA05121	LYTVA_04135
OG0006544	ORYLA13799	LYTVA_14693
OG0006545	ORYLA01750	LYTVA_01760
OG0006547	ORYLA04432	LYTVA_14740
OG0006549	ORYLA10840	LYTVA_18867, LYTVA_12605
OG0006550	ORYLA11254	LYTVA_13032
OG0006551	ORYLA09374	LYTVA_13998
OG0006552	ORYLA02423	LYTVA_26407, LYTVA_24481
OG0006553	ORYLA00553	LYTVA_29930
OG0006554	ORYLA02770	LYTVA_12888
OG0006555	ORYLA08557	LYTVA_16831
OG0006556	ORYLA10590	LYTVA_26732
OG0006557	ORYLA17641	LYTVA_12631
OG0006559	ORYLA13088, ORYLA02615	LYTVA_03268
OG0006560	ORYLA11992	LYTVA_08974
OG0006561	ORYLA11401	LYTVA_24027
OG0006562	ORYLA02977	LYTVA_19964
OG0006563	ORYLA12120	LYTVA_18929
OG0006564	ORYLA03066	LYTVA_17098
OG0006565	ORYLA19532, ORYLA14158	LYTVA_13713
OG0006566	ORYLA16816	LYTVA_09754
OG0006567	ORYLA14215	LYTVA_28343
OG0006568	ORYLA00111	LYTVA_06190
OG0006569	ORYLA04751	LYTVA_03300
OG0006570	ORYLA02088	LYTVA_13429, LYTVA_29990
OG0006571	ORYLA18093	LYTVA_08745, LYTVA_10211
OG0006573	ORYLA04375	LYTVA_09033
OG0006574	ORYLA13477	LYTVA_00840
OG0006578	ORYLA02514	LYTVA_22950
OG0006579	ORYLA07356	LYTVA_08994
OG0006580	ORYLA18562	LYTVA_10761
OG0006581	ORYLA14939	LYTVA_23340
OG0006583	ORYLA11606	LYTVA_06366, LYTVA_06364
OG0006584	ORYLA05604	LYTVA_16648, LYTVA_29363
OG0006585	ORYLA04761	LYTVA_02487
OG0006586	ORYLA14580	LYTVA_28714
OG0006587	ORYLA03374	LYTVA_05539, LYTVA_05540
OG0006589	ORYLA19520	LYTVA_06627
OG0006590	ORYLA15302	LYTVA_05645
OG0006591	ORYLA05510	LYTVA_12165
OG0006592	ORYLA15483	LYTVA_26345, LYTVA_15825
OG0006593	ORYLA07057	LYTVA_06771
OG0006595	ORYLA08079	LYTVA_09564
OG0006598	ORYLA17695	LYTVA_06758
OG0006599	ORYLA17550, ORYLA17318	LYTVA_06203, LYTVA_14788
OG0006601	ORYLA10284	LYTVA_17737
OG0006602	ORYLA00714	LYTVA_05608
OG0006603	ORYLA15058	LYTVA_08641, LYTVA_04115
OG0006604	ORYLA03264	LYTVA_12633
OG0006605	ORYLA07521	LYTVA_28789
OG0006606	ORYLA15309	LYTVA_25434
OG0006607	ORYLA05978	LYTVA_15137
OG0006609	ORYLA09197	LYTVA_22539, LYTVA_17868
OG0006610	ORYLA00548	LYTVA_13093
OG0006611	ORYLA16098	LYTVA_27380
OG0006612	ORYLA12921	LYTVA_10377
OG0006613	ORYLA12182	LYTVA_10927
OG0006614	ORYLA10829	LYTVA_25195
OG0006615	ORYLA01747	LYTVA_28757
OG0006616	ORYLA06592	LYTVA_09876
OG0006619	ORYLA06288	LYTVA_15850
OG0006621	ORYLA04538	LYTVA_17213
OG0006622	ORYLA04282	LYTVA_03022
OG0006623	ORYLA14630	LYTVA_20399
OG0006624	ORYLA06131, ORYLA06132	LYTVA_18192
OG0006625	ORYLA12231	LYTVA_28210, LYTVA_28205
OG0006626	ORYLA17629	LYTVA_27488
OG0006627	ORYLA17509	LYTVA_27904, LYTVA_23869
OG0006628	ORYLA12154	LYTVA_28784
OG0006630	ORYLA12196	LYTVA_19052
OG0006631	ORYLA09701	LYTVA_04170
OG0006632	ORYLA01518, ORYLA01497	LYTVA_27328
OG0006633	ORYLA06549	LYTVA_27702
OG0006634	ORYLA05221	LYTVA_16289, LYTVA_15116
OG0006635	ORYLA17870	LYTVA_05243
OG0006636	ORYLA05802	LYTVA_25039
OG0006637	ORYLA08373	LYTVA_27827
OG0006640	ORYLA07344	LYTVA_26611
OG0006641	ORYLA10252	LYTVA_08574
OG0006642	ORYLA04894	LYTVA_06650
OG0006645	ORYLA05680	LYTVA_04436
OG0006646	ORYLA12692, ORYLA12691	LYTVA_02342
OG0006649	ORYLA16663	LYTVA_03225
OG0006650	ORYLA15299	LYTVA_09029, LYTVA_07472
OG0006651	ORYLA04105	LYTVA_15341
OG0006653	ORYLA06299	LYTVA_16261
OG0006654	ORYLA11524	LYTVA_16871, LYTVA_29076
OG0006655	ORYLA17342	LYTVA_26567
OG0006657	ORYLA17971	LYTVA_16841
OG0006658	ORYLA11434	LYTVA_06859
OG0006660	ORYLA13850	LYTVA_18491
OG0006661	ORYLA04185	LYTVA_19764
OG0006662	ORYLA14512	LYTVA_17398, LYTVA_22679
OG0006663	ORYLA03621	LYTVA_20322
OG0006664	ORYLA09332	LYTVA_14742, LYTVA_25776
OG0006666	ORYLA20165	LYTVA_29336
OG0006668	ORYLA08545	LYTVA_18468
OG0006669	ORYLA02526	LYTVA_22893, LYTVA_02320
OG0006671	ORYLA18969	LYTVA_19311, LYTVA_06238
OG0006672	ORYLA10362	LYTVA_10481
OG0006673	ORYLA17788	LYTVA_21845
OG0006675	ORYLA11228	LYTVA_17630
OG0006677	ORYLA05809	LYTVA_28901
OG0006678	ORYLA16789	LYTVA_15419, LYTVA_15428
OG0006679	ORYLA07862	LYTVA_11018
OG0006681	ORYLA11715	LYTVA_17496, LYTVA_30119
OG0006683	ORYLA15512	LYTVA_28355, LYTVA_25958
OG0006684	ORYLA11012	LYTVA_16659
OG0006686	ORYLA18912	LYTVA_23375
OG0006687	ORYLA05969	LYTVA_26198
OG0006688	ORYLA07474	LYTVA_14540
OG0006689	ORYLA14988	LYTVA_01418
OG0006692	ORYLA18541	LYTVA_23399
OG0006693	ORYLA00439	LYTVA_27909, LYTVA_00873
OG0006694	ORYLA11331	LYTVA_24646, LYTVA_15455
OG0006695	ORYLA03032	LYTVA_15983
OG0006696	ORYLA04969, ORYLA10116	LYTVA_15759, LYTVA_01261
OG0006697	ORYLA08123, ORYLA04932	LYTVA_29458
OG0006698	ORYLA05714	LYTVA_17453
OG0006702	ORYLA01940	LYTVA_16976
OG0006703	ORYLA09239	LYTVA_11046
OG0006705	ORYLA13053	LYTVA_05456
OG0006706	ORYLA06274	LYTVA_06256
OG0006707	ORYLA15902	LYTVA_21353, LYTVA_05353
OG0006709	ORYLA09857	LYTVA_04967
OG0006710	ORYLA07507	LYTVA_22943
OG0006711	ORYLA12230	LYTVA_06285
OG0006712	ORYLA16175	LYTVA_17236
OG0006713	ORYLA10516, ORYLA11956	LYTVA_11734
OG0006714	ORYLA03957, ORYLA01323	LYTVA_07448
OG0006715	ORYLA16203	LYTVA_21903
OG0006716	ORYLA07108	LYTVA_15879
OG0006718	ORYLA05056	LYTVA_10471
OG0006719	ORYLA00231	LYTVA_17998
OG0006720	ORYLA13526	LYTVA_18202, LYTVA_11727
OG0006721	ORYLA06875	LYTVA_23599, LYTVA_16518
OG0006722	ORYLA19383	LYTVA_11244
OG0006725	ORYLA13855	LYTVA_04515
OG0006726	ORYLA18866	LYTVA_14167
OG0006727	ORYLA11933	LYTVA_03217
OG0006728	ORYLA05670	LYTVA_22872
OG0006729	ORYLA17444	LYTVA_10174
OG0006730	ORYLA15663	LYTVA_26842, LYTVA_09573
OG0006731	ORYLA05562	LYTVA_14636, LYTVA_20696
OG0006732	ORYLA18287	LYTVA_27994
OG0006733	ORYLA01038	LYTVA_04666
OG0006734	ORYLA19310	LYTVA_09848, LYTVA_16010, LYTVA_10461
OG0006737	ORYLA08275	LYTVA_29487
OG0006739	ORYLA19509	LYTVA_17045
OG0006741	ORYLA14536	LYTVA_07167
OG0006742	ORYLA01030, ORYLA00302	LYTVA_12227
OG0006743	ORYLA15287	LYTVA_12900
OG0006744	ORYLA10819	LYTVA_25656
OG0006745	ORYLA13304	LYTVA_14746
OG0006748	ORYLA06901	LYTVA_27286
OG0006749	ORYLA16853	LYTVA_12229
OG0006752	ORYLA04133	LYTVA_28315
OG0006753	ORYLA10479	LYTVA_13933
OG0006757	ORYLA05170	LYTVA_23576
OG0006760	ORYLA13106, ORYLA13107	LYTVA_07257, LYTVA_20797
OG0006761	ORYLA00833	LYTVA_06182
OG0006762	ORYLA08143, ORYLA05165	LYTVA_02692
OG0006763	ORYLA02127, ORYLA05928, ORYLA16452	LYTVA_22010
OG0006764	ORYLA01520	LYTVA_25681
OG0006766	ORYLA04462	LYTVA_28194
OG0006769	ORYLA19703	LYTVA_29698
OG0006770	ORYLA12620	LYTVA_04844
OG0006772	ORYLA00394	LYTVA_12214, LYTVA_14428
OG0006775	ORYLA07771	LYTVA_15090
OG0006776	ORYLA16494	LYTVA_22877
OG0006777	ORYLA12364	LYTVA_13418
OG0006780	ORYLA10161	LYTVA_14471, LYTVA_01364
OG0006787	ORYLA05621, ORYLA05622, ORYLA08245	LYTVA_11265
OG0006826	ORYLA07190	LYTVA_11589
OG0006827	ORYLA19112	LYTVA_29607, LYTVA_23359
OG0006828	ORYLA19553	LYTVA_18128
OG0006829	ORYLA20486	LYTVA_26171, LYTVA_11011
OG0006830	ORYLA04099	LYTVA_03690
OG0006831	ORYLA05295	LYTVA_11012
OG0006832	ORYLA10081	LYTVA_03098
OG0006837	ORYLA03273	LYTVA_26125, LYTVA_14948
OG0006838	ORYLA16929	LYTVA_08816
OG0006842	ORYLA00868	LYTVA_10835, LYTVA_21530
OG0006844	ORYLA12172	LYTVA_10802
OG0006845	ORYLA04346	LYTVA_21346
OG0006846	ORYLA10163	LYTVA_05173
OG0006850	ORYLA00398, ORYLA00397	LYTVA_19496
OG0006851	ORYLA08359	LYTVA_05387, LYTVA_26308
