Orthogroup	ORYLA	BRALA
OG0007364	ORYLA16985	BRALA08059
OG0007365	ORYLA13386	BRALA05325
OG0007366	ORYLA12817	BRALA31025
OG0007367	ORYLA06765	BRALA00971
OG0007368	ORYLA19704	BRALA07746
OG0007369	ORYLA09751	BRALA09020
OG0007370	ORYLA03491	BRALA14953
OG0007371	ORYLA00696	BRALA11443
OG0007372	ORYLA03828	BRALA20327
OG0007373	ORYLA11366	BRALA16176
OG0007374	ORYLA02701	BRALA18990
OG0007377	ORYLA13383	BRALA03029
OG0007379	ORYLA11999	BRALA24434
OG0007380	ORYLA12839	BRALA28437
OG0007381	ORYLA16653, ORYLA16655, ORYLA16654	BRALA13126
OG0007382	ORYLA08742	BRALA16494
OG0007384	ORYLA11364	BRALA03269
OG0007385	ORYLA12485	BRALA25387
OG0007386	ORYLA11303	BRALA15131
OG0007387	ORYLA19178	BRALA24094
OG0007388	ORYLA07499	BRALA05214
OG0007389	ORYLA02496	BRALA20644
OG0007390	ORYLA16509	BRALA11138
OG0007391	ORYLA04353	BRALA28883
OG0007392	ORYLA10645	BRALA00840
OG0007393	ORYLA10500	BRALA13386
OG0007394	ORYLA03499	BRALA12036
OG0007395	ORYLA08169	BRALA06410
OG0007396	ORYLA12727	BRALA03114
OG0007397	ORYLA08942	BRALA01278
OG0007399	ORYLA17904	BRALA14407
OG0007400	ORYLA08958	BRALA06164
OG0007401	ORYLA03561	BRALA12586
OG0007402	ORYLA08019, ORYLA08020	BRALA19511
OG0007403	ORYLA01385	BRALA16422
OG0007405	ORYLA15003	BRALA33876
OG0007406	ORYLA02660	BRALA15019
OG0007407	ORYLA05302	BRALA06603
OG0007408	ORYLA20365	BRALA16019
OG0007409	ORYLA05521	BRALA16018
OG0007410	ORYLA17035, ORYLA08301, ORYLA16770	BRALA25283
OG0007411	ORYLA19807	BRALA07828
OG0007412	ORYLA09356	BRALA24506
OG0007413	ORYLA06066, ORYLA06065, ORYLA06064	BRALA14117
OG0007415	ORYLA19464	BRALA11329
OG0007416	ORYLA00938	BRALA22926
OG0007417	ORYLA17547	BRALA28685
OG0007418	ORYLA03744	BRALA07233
OG0007419	ORYLA16934	BRALA32702
OG0007420	ORYLA15610	BRALA05649
OG0007422	ORYLA10067	BRALA31055
OG0007423	ORYLA00567, ORYLA16921	BRALA06360
OG0007424	ORYLA08021	BRALA19512
OG0007425	ORYLA14998	BRALA18724
OG0007428	ORYLA02581	BRALA14474
OG0007429	ORYLA10854	BRALA17344
OG0007431	ORYLA05544, ORYLA05545	BRALA00289
OG0007432	ORYLA03130	BRALA05560
OG0007433	ORYLA12091	BRALA02285
OG0007436	ORYLA09770	BRALA04652
OG0007437	ORYLA00941	BRALA11467
OG0007438	ORYLA00047	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007440	ORYLA14401	BRALA15364
OG0007441	ORYLA08960	BRALA25793
OG0007442	ORYLA06331	BRALA00948
OG0007443	ORYLA18835	BRALA28425
OG0007444	ORYLA12333, ORYLA17506	BRALA08462
OG0007445	ORYLA09137	BRALA34871
OG0007446	ORYLA17366	BRALA24916
OG0007448	ORYLA12046	BRALA01881
OG0007449	ORYLA20219	BRALA03186
OG0007450	ORYLA10095	BRALA35694, BRALA30877
OG0007451	ORYLA08969	BRALA19075
OG0007452	ORYLA02553	BRALA30585
OG0007453	ORYLA16527	BRALA02538
OG0007454	ORYLA09677	BRALA11674, BRALA11657
OG0007455	ORYLA09348	BRALA23733
OG0007456	ORYLA02608	BRALA10347
OG0007457	ORYLA14661	BRALA01396
OG0007458	ORYLA00309	BRALA00936
OG0007459	ORYLA10805	BRALA25784
OG0007460	ORYLA20039	BRALA31050
OG0007462	ORYLA19843	BRALA04774
OG0007463	ORYLA10835	BRALA34987
OG0007465	ORYLA03646	BRALA29322
OG0007466	ORYLA12595	BRALA04313
OG0007467	ORYLA07191	BRALA26104, BRALA09490
OG0007468	ORYLA00530	BRALA29159
OG0007470	ORYLA06567	BRALA00749
OG0007471	ORYLA07475	BRALA03355
OG0007472	ORYLA13056	BRALA15060
OG0007473	ORYLA06701	BRALA14480
OG0007475	ORYLA08013, ORYLA08012	BRALA07629
OG0007476	ORYLA17195	BRALA05145
OG0007477	ORYLA16341	BRALA20995
OG0007478	ORYLA17253	BRALA07242
OG0007479	ORYLA00589	BRALA23042
OG0007481	ORYLA04396	BRALA28931
OG0007482	ORYLA01730	BRALA05483
OG0007483	ORYLA11513	BRALA14638
OG0007484	ORYLA03268	BRALA34970, BRALA25018
OG0007485	ORYLA12574	BRALA17403
OG0007488	ORYLA14033	BRALA07730
OG0007489	ORYLA10665	BRALA29818
OG0007490	ORYLA14538	BRALA09759
OG0007491	ORYLA16759	BRALA27933
OG0007492	ORYLA11759	BRALA34455
OG0007493	ORYLA01214, ORYLA00906	BRALA18995, BRALA33487, BRALA33486
OG0007494	ORYLA16845	BRALA27579
OG0007495	ORYLA10015	BRALA07064
OG0007496	ORYLA14535	BRALA04764
OG0007497	ORYLA09420	BRALA11633
OG0007498	ORYLA05446	BRALA18534
OG0007500	ORYLA09788	BRALA11287
OG0007501	ORYLA11099	BRALA02351
OG0007503	ORYLA08089	BRALA05826
OG0007504	ORYLA00574	BRALA06373
OG0007506	ORYLA04773	BRALA21570
OG0007507	ORYLA12533	BRALA10832
OG0007509	ORYLA04370	BRALA01191
OG0007510	ORYLA10564	BRALA26388
OG0007515	ORYLA16511	BRALA19434
OG0007516	ORYLA15899, ORYLA15898, ORYLA14717, ORYLA11020	BRALA09263
OG0007518	ORYLA11226	BRALA11045
OG0007519	ORYLA12456	BRALA16478
OG0007520	ORYLA02995	BRALA00804
OG0007521	ORYLA05039, ORYLA00692	BRALA26589, BRALA15415, BRALA15417
OG0007522	ORYLA10477	BRALA23421
OG0007524	ORYLA01439	BRALA12115
OG0007525	ORYLA13393	BRALA00802
OG0007527	ORYLA06523, ORYLA09269	BRALA03350
OG0007528	ORYLA06326	BRALA02975
OG0007529	ORYLA18862	BRALA16768
OG0007533	ORYLA00001, ORYLA07509	BRALA21270
OG0007539	ORYLA06018	BRALA02189
OG0007540	ORYLA13926, ORYLA09474	BRALA34575
OG0007541	ORYLA11457	BRALA24666, BRALA31281
OG0007543	ORYLA17239, ORYLA02488	BRALA17372, BRALA17373, BRALA03035
OG0007546	ORYLA00285	BRALA06575
OG0007548	ORYLA03026	BRALA29916
OG0007550	ORYLA06997, ORYLA12399	BRALA12482
OG0007551	ORYLA01436	BRALA16228
OG0007553	ORYLA11214	BRALA12789, BRALA26526, BRALA26523, BRALA26525, BRALA21226, BRALA21230, BRALA26363, BRALA21223, BRALA30307, BRALA10280
OG0007582	ORYLA00751	BRALA17102
OG0007583	ORYLA00014	BRALA23625
OG0007584	ORYLA16927	BRALA25296
OG0007586	ORYLA17497	BRALA09264
OG0007587	ORYLA05351	BRALA17088
OG0007588	ORYLA11210	BRALA22913
OG0007589	ORYLA00327	BRALA11876
OG0007591	ORYLA16433	BRALA06678
OG0007592	ORYLA10014, ORYLA10285	BRALA11294
OG0007593	ORYLA15589, ORYLA15588	BRALA12415
OG0007594	ORYLA17725	BRALA01388
OG0007597	ORYLA11901	BRALA14989
OG0007598	ORYLA19609	BRALA33645, BRALA16967
OG0007601	ORYLA16630	BRALA06275
OG0007602	ORYLA13457	BRALA01092
OG0007603	ORYLA15288	BRALA03223
OG0007604	ORYLA12471	BRALA03083
OG0007605	ORYLA12711	BRALA22620
OG0007606	ORYLA04737	BRALA22619
OG0007607	ORYLA15596	BRALA18781
OG0007608	ORYLA05477, ORYLA02256	BRALA17891, BRALA01779
OG0007609	ORYLA17969	BRALA13610
OG0007610	ORYLA13853	BRALA10955
OG0007613	ORYLA13617	BRALA26105, BRALA09491
OG0007614	ORYLA12458	BRALA19107
OG0007615	ORYLA18029	BRALA18987
OG0007616	ORYLA05381	BRALA21884
OG0007617	ORYLA07354	BRALA14633
OG0007619	ORYLA13054	BRALA15804
OG0007621	ORYLA13396	BRALA05330
OG0007624	ORYLA05976	BRALA09011
OG0007626	ORYLA01317	BRALA05808
OG0007630	ORYLA01205	BRALA05804
OG0007631	ORYLA11934	BRALA34085
OG0007632	ORYLA10408	BRALA28977
OG0007633	ORYLA05304	BRALA00395
OG0007634	ORYLA10749	BRALA03596
OG0007635	ORYLA13540	BRALA03646
OG0007637	ORYLA10427	BRALA13282
OG0007638	ORYLA15010	BRALA15707
OG0007640	ORYLA06572, ORYLA13195	BRALA13545
OG0007642	ORYLA20111	BRALA00230
OG0007643	ORYLA08582	BRALA21368
OG0007645	ORYLA00783	BRALA24158
OG0007646	ORYLA09484	BRALA28662
OG0007647	ORYLA09216	BRALA07390
OG0007648	ORYLA15478	BRALA16886
OG0007649	ORYLA08950	BRALA25057
OG0007650	ORYLA07962	BRALA08919
OG0007652	ORYLA17837, ORYLA02891	BRALA02699
OG0007653	ORYLA00212	BRALA01387
OG0007655	ORYLA14941, ORYLA06841, ORYLA13612	BRALA08398, BRALA08376
OG0007656	ORYLA11259	BRALA28227
OG0007657	ORYLA12352	BRALA02507
OG0007658	ORYLA01027	BRALA19665
OG0007659	ORYLA09035	BRALA00241
OG0007660	ORYLA06636	BRALA24102
OG0007662	ORYLA07565, ORYLA07566	BRALA33820
OG0007663	ORYLA19677	BRALA23722
OG0007664	ORYLA15115	BRALA16373
OG0007665	ORYLA02675	BRALA09676
OG0007666	ORYLA16689, ORYLA19032	BRALA33167
OG0007667	ORYLA13912	BRALA11935
OG0007669	ORYLA10867, ORYLA14768	BRALA15303
OG0007670	ORYLA05143	BRALA27732
OG0007671	ORYLA10047, ORYLA06144	BRALA11310
OG0007672	ORYLA09421	BRALA19316
OG0007676	ORYLA15905	BRALA24716
OG0007677	ORYLA02741	BRALA27552
OG0007680	ORYLA04680	BRALA00113
OG0007681	ORYLA12077	BRALA14645
OG0007684	ORYLA04277	BRALA03746
OG0007685	ORYLA04777	BRALA23469
OG0007686	ORYLA12300	BRALA03570
OG0007687	ORYLA17022	BRALA27367
OG0007689	ORYLA17604	BRALA07296
OG0007690	ORYLA19010	BRALA07457
OG0007692	ORYLA14149	BRALA06346
OG0007694	ORYLA05416	BRALA20549
OG0007695	ORYLA02065, ORYLA01646	BRALA26267
OG0007696	ORYLA11055, ORYLA15060	BRALA35435
OG0007701	ORYLA17283	BRALA24156
OG0007702	ORYLA19222	BRALA23855
OG0007703	ORYLA19369	BRALA06713
OG0007706	ORYLA16294	BRALA13007
OG0007707	ORYLA07279	BRALA07684
OG0007708	ORYLA15979	BRALA21010
OG0007709	ORYLA12564	BRALA04067
OG0007712	ORYLA19931	BRALA21710
OG0007713	ORYLA16096	BRALA14454
OG0007714	ORYLA01267	BRALA19211
OG0007715	ORYLA02645	BRALA24223
OG0007717	ORYLA04892	BRALA00050
OG0007718	ORYLA09021	BRALA07350
OG0007719	ORYLA06546	BRALA15824
OG0007721	ORYLA04955	BRALA22357
OG0007722	ORYLA18334	BRALA21943
OG0007723	ORYLA18893	BRALA06924
OG0007724	ORYLA12008	BRALA10331, BRALA24088, BRALA10326, BRALA10324, BRALA35284, BRALA10325
OG0007726	ORYLA14878	BRALA08687
OG0007727	ORYLA05656	BRALA21003
OG0007728	ORYLA09087	BRALA21819
OG0007729	ORYLA15147	BRALA03408
OG0007732	ORYLA04446	BRALA11518
OG0007734	ORYLA13593	BRALA05301
OG0007736	ORYLA03755	BRALA27663
OG0007738	ORYLA08765	BRALA13436, BRALA29831
OG0007739	ORYLA15510, ORYLA15465	BRALA18839
OG0007741	ORYLA12529	BRALA28913
OG0007743	ORYLA15748	BRALA11275
OG0007744	ORYLA03484	BRALA05195
OG0007745	ORYLA15106	BRALA16524
OG0007746	ORYLA11437	BRALA31450
OG0007748	ORYLA12523	BRALA31000, BRALA29527
OG0007749	ORYLA14559	BRALA18940
OG0007750	ORYLA00710	BRALA01225
OG0007751	ORYLA07513	BRALA33971
OG0007752	ORYLA04249	BRALA16189
OG0007753	ORYLA17820	BRALA23820
OG0007754	ORYLA03359	BRALA01279
OG0007755	ORYLA15303	BRALA22886
OG0007756	ORYLA04657	BRALA15251
OG0007757	ORYLA13243	BRALA05183
OG0007758	ORYLA20257	BRALA28225
OG0007759	ORYLA13401	BRALA10072
OG0007760	ORYLA15939	BRALA03356
OG0007761	ORYLA14432, ORYLA15518	BRALA05585
OG0007762	ORYLA08357	BRALA28379, BRALA10332, BRALA20693, BRALA11717
OG0007763	ORYLA13264	BRALA05304
OG0007766	ORYLA07757	BRALA25273
OG0007767	ORYLA08931	BRALA19625
OG0007768	ORYLA04186	BRALA19624
OG0007769	ORYLA07999	BRALA10426
OG0007770	ORYLA17632	BRALA26856
OG0007771	ORYLA11217	BRALA17154
OG0007774	ORYLA09883	BRALA09169, BRALA09172
OG0007775	ORYLA04522	BRALA29374
OG0007776	ORYLA04057	BRALA01389
OG0007779	ORYLA06689	BRALA18122
OG0007780	ORYLA11613	BRALA29571
OG0007782	ORYLA16300	BRALA03653
OG0007784	ORYLA08060	BRALA31814, BRALA33762
OG0007786	ORYLA18688	BRALA26160
OG0007787	ORYLA20215	BRALA12709
OG0007789	ORYLA07928	BRALA27109
OG0007790	ORYLA06620	BRALA09357
OG0007791	ORYLA13884	BRALA05718
OG0007793	ORYLA13274	BRALA05293
OG0007794	ORYLA17293	BRALA27571
OG0007796	ORYLA12206, ORYLA05781	BRALA09475
OG0007797	ORYLA07929	BRALA27108
OG0007798	ORYLA00492	BRALA28212
OG0007799	ORYLA05665	BRALA00336
OG0007800	ORYLA03145	BRALA18715
OG0007801	ORYLA16766, ORYLA07780	BRALA18634
OG0007802	ORYLA05806	BRALA13990
OG0007803	ORYLA00124	BRALA12041
OG0007804	ORYLA05116	BRALA17552
OG0007806	ORYLA01961, ORYLA20363, ORYLA14539	BRALA01784
OG0007807	ORYLA07875	BRALA11441
OG0007808	ORYLA13705	BRALA15358
OG0007809	ORYLA13691	BRALA02166
OG0007810	ORYLA13827	BRALA25717
OG0007811	ORYLA13112	BRALA27274
OG0007812	ORYLA09278	BRALA10744
OG0007813	ORYLA05391	BRALA13378
OG0007814	ORYLA08100	BRALA21286
OG0007817	ORYLA10554, ORYLA11650	BRALA13360, BRALA16623
OG0007818	ORYLA09109	BRALA15899
OG0007820	ORYLA04378	BRALA30054
OG0007823	ORYLA19067, ORYLA19068	BRALA17117
OG0007825	ORYLA13025	BRALA04064
OG0007826	ORYLA02663	BRALA33633
OG0007827	ORYLA18780, ORYLA18779	BRALA26239
OG0007830	ORYLA14956	BRALA07914
OG0007831	ORYLA01418	BRALA34154
OG0007832	ORYLA10104	BRALA02310, BRALA10819
OG0007833	ORYLA17891	BRALA14984
OG0007834	ORYLA01285	BRALA31696
OG0007835	ORYLA02635	BRALA00895
OG0007836	ORYLA01356	BRALA00326
OG0007837	ORYLA08812	BRALA32021
OG0007838	ORYLA17639	BRALA12878
OG0007840	ORYLA08937	BRALA15126
OG0007841	ORYLA04908	BRALA03622
OG0007842	ORYLA07052	BRALA23992
OG0007843	ORYLA04606	BRALA11887
OG0007845	ORYLA13896	BRALA22766, BRALA19874
OG0007847	ORYLA17455	BRALA10639
OG0007848	ORYLA05186	BRALA12256
OG0007849	ORYLA10492	BRALA31006
OG0007851	ORYLA19938	BRALA22411
OG0007852	ORYLA13909	BRALA22715
OG0007854	ORYLA18212	BRALA24517
OG0007858	ORYLA17809	BRALA11551
OG0007859	ORYLA09841	BRALA14553
OG0007860	ORYLA13702, ORYLA15670, ORYLA13687	BRALA24576, BRALA16292
OG0007862	ORYLA07051, ORYLA16499	BRALA07059
OG0007867	ORYLA09528	BRALA34854, BRALA19487, BRALA13665
OG0007870	ORYLA13609, ORYLA10321, ORYLA10320	BRALA33011
OG0007871	ORYLA17761, ORYLA04905	BRALA03579
OG0007908	ORYLA08961	BRALA26877
OG0007911	ORYLA05799	BRALA06532
OG0007913	ORYLA14886	BRALA17110
OG0007916	ORYLA09560	BRALA19669
OG0007917	ORYLA09503	BRALA35616
OG0007918	ORYLA01441	BRALA21791
OG0007925	ORYLA17431, ORYLA17426	BRALA11425
OG0007928	ORYLA19519	BRALA19732
OG0007931	ORYLA03575, ORYLA18548	BRALA16966
OG0007932	ORYLA02191	BRALA03325
OG0007934	ORYLA11006, ORYLA09764	BRALA00291
OG0007935	ORYLA11489, ORYLA11488, ORYLA10822	BRALA12313
OG0007936	ORYLA11783, ORYLA11782	BRALA09697
OG0007937	ORYLA12541	BRALA22264
OG0007938	ORYLA11267	BRALA12704
OG0007940	ORYLA11913, ORYLA11912	BRALA22638
OG0007942	ORYLA00254, ORYLA17113	BRALA01333
OG0007943	ORYLA12929	BRALA08955
OG0007945	ORYLA03545	BRALA02646
OG0007947	ORYLA16624	BRALA21953
OG0007948	ORYLA03116	BRALA23934
OG0007949	ORYLA12843	BRALA21915
OG0007951	ORYLA07777	BRALA27601
OG0007952	ORYLA09182	BRALA04663
OG0007953	ORYLA08727	BRALA00144
OG0007955	ORYLA10392	BRALA22277
OG0007956	ORYLA19095	BRALA16558
OG0007957	ORYLA07016	BRALA10642
OG0007958	ORYLA16538	BRALA21738
OG0007959	ORYLA06759	BRALA01197
OG0007961	ORYLA06588, ORYLA13113	BRALA14330
OG0007962	ORYLA04455	BRALA35335, BRALA26967
OG0007963	ORYLA18504	BRALA05382
OG0007964	ORYLA02311	BRALA06725
OG0007966	ORYLA17404	BRALA04442
OG0007968	ORYLA04990	BRALA21749
OG0007969	ORYLA13627	BRALA05303
OG0007970	ORYLA05743, ORYLA05744	BRALA05659
OG0007972	ORYLA06254	BRALA17622, BRALA17623
OG0007973	ORYLA20273	BRALA18923
OG0007974	ORYLA10212	BRALA05720
OG0007975	ORYLA16228	BRALA26783
OG0007976	ORYLA00600	BRALA06549
OG0007977	ORYLA16524	BRALA13131
OG0007978	ORYLA02070	BRALA01087
OG0007979	ORYLA01404	BRALA15926
OG0007980	ORYLA05197, ORYLA05196	BRALA10770, BRALA10935
OG0007981	ORYLA10350	BRALA29458
OG0007985	ORYLA19749	BRALA08299
OG0007987	ORYLA17624, ORYLA16882	BRALA07239
OG0007988	ORYLA07679	BRALA03214
OG0007990	ORYLA01553	BRALA12460
OG0007993	ORYLA11458	BRALA30161
OG0007994	ORYLA19701	BRALA25978
OG0007996	ORYLA05852	BRALA27572
OG0007997	ORYLA01173, ORYLA01172	BRALA22191
OG0007999	ORYLA16389	BRALA09129
OG0008000	ORYLA18400	BRALA16665
OG0008001	ORYLA17558	BRALA06623
OG0008004	ORYLA06256	BRALA19538
OG0008006	ORYLA00992	BRALA06060
OG0008007	ORYLA07323	BRALA05135
OG0008009	ORYLA18180	BRALA03592
OG0008011	ORYLA20138	BRALA20521
OG0008013	ORYLA09023	BRALA23684
OG0008016	ORYLA12316	BRALA15634
OG0008017	ORYLA15789	BRALA17211
OG0008018	ORYLA05042	BRALA28380
OG0008019	ORYLA17175	BRALA15822
OG0008020	ORYLA12517	BRALA27130
OG0008021	ORYLA08699, ORYLA16436, ORYLA07848	BRALA07357
OG0008023	ORYLA20131	BRALA05506
OG0008025	ORYLA16974	BRALA06316
OG0008026	ORYLA11205	BRALA01545
OG0008027	ORYLA10539	BRALA25111
OG0008028	ORYLA08852	BRALA21166
OG0008029	ORYLA04581	BRALA14999
OG0008030	ORYLA02706	BRALA07301
OG0008031	ORYLA03385	BRALA30757
OG0008036	ORYLA16709	BRALA11170
OG0008037	ORYLA12080	BRALA13459
OG0008038	ORYLA15545	BRALA00052
OG0008039	ORYLA17282	BRALA25573, BRALA25574
OG0008040	ORYLA11576	BRALA35286
OG0008045	ORYLA01796	BRALA00416
OG0008046	ORYLA13352	BRALA12449
OG0008049	ORYLA11671	BRALA28424
OG0008050	ORYLA06526	BRALA05347
OG0008051	ORYLA16920	BRALA06514
OG0008052	ORYLA10108	BRALA15223
OG0008053	ORYLA01774	BRALA27848
OG0008054	ORYLA01815	BRALA09180
OG0008055	ORYLA10841	BRALA18953
OG0008056	ORYLA20489	BRALA12095
OG0008057	ORYLA19411	BRALA09187
OG0008059	ORYLA05431	BRALA11716
OG0008060	ORYLA13995	BRALA11739, BRALA11738
OG0008062	ORYLA12174	BRALA29465
OG0008064	ORYLA02000	BRALA16954
OG0008065	ORYLA15002	BRALA26405
OG0008066	ORYLA14650	BRALA22865
OG0008067	ORYLA11729	BRALA15119
OG0008070	ORYLA09225	BRALA21954
OG0008071	ORYLA19110	BRALA07291
OG0008072	ORYLA13669	BRALA18765
OG0008075	ORYLA20225	BRALA16942
OG0008076	ORYLA15704	BRALA15878
OG0008077	ORYLA04461	BRALA25001
OG0008078	ORYLA16198, ORYLA14361	BRALA13669
OG0008079	ORYLA09004	BRALA08589
OG0008081	ORYLA05422	BRALA03257
OG0008083	ORYLA10670	BRALA28836
OG0008085	ORYLA19641	BRALA16435, BRALA31770
OG0008086	ORYLA08377	BRALA23988
OG0008087	ORYLA08630	BRALA29708
OG0008088	ORYLA11467	BRALA28845
OG0008089	ORYLA14779	BRALA20320
OG0008090	ORYLA02016	BRALA14829
OG0008091	ORYLA17534	BRALA30103
OG0008094	ORYLA15526	BRALA15291
OG0008098	ORYLA04714	BRALA30312
OG0008100	ORYLA10361	BRALA16672
OG0008104	ORYLA08205	BRALA06606
OG0008105	ORYLA05225	BRALA33680
OG0008106	ORYLA20140	BRALA26076
OG0008108	ORYLA18616	BRALA03352
OG0008109	ORYLA04494	BRALA30499
OG0008110	ORYLA06491	BRALA13888
OG0008111	ORYLA12163	BRALA15647
OG0008112	ORYLA10743	BRALA22113
OG0008113	ORYLA02535	BRALA07943
OG0008115	ORYLA10059	BRALA20867
OG0008116	ORYLA16815, ORYLA00767	BRALA10402
OG0008117	ORYLA02099	BRALA02820
OG0008119	ORYLA07084	BRALA28937
OG0008123	ORYLA05247, ORYLA01036	BRALA28917, BRALA28916
OG0008125	ORYLA01480	BRALA35372, BRALA34832
OG0008127	ORYLA01046	BRALA11884
OG0008136	ORYLA19591	BRALA20212
OG0008143	ORYLA03906	BRALA28781
OG0008149	ORYLA01987, ORYLA20403	BRALA10323
OG0008151	ORYLA05074, ORYLA18162	BRALA03631, BRALA03632
OG0008154	ORYLA19665, ORYLA04890	BRALA16049, BRALA25137
OG0008156	ORYLA10792	BRALA17414, BRALA35179
OG0008194	ORYLA07564	BRALA18858, BRALA18857
OG0008196	ORYLA14954	BRALA17122
OG0008202	ORYLA04116	BRALA16861
OG0008203	ORYLA03875	BRALA03991
OG0008204	ORYLA07901	BRALA19971
OG0008205	ORYLA18021	BRALA21784
OG0008206	ORYLA15802	BRALA17145
OG0008209	ORYLA04491	BRALA06023
OG0008211	ORYLA02921	BRALA18220
OG0008213	ORYLA08797	BRALA28821
OG0008215	ORYLA04043	BRALA22956
OG0008217	ORYLA00651	BRALA06238
OG0008218	ORYLA08279, ORYLA08289	BRALA13067, BRALA13066
OG0008219	ORYLA09090	BRALA06408
OG0008220	ORYLA06227	BRALA11793
OG0008222	ORYLA05041	BRALA16415
OG0008223	ORYLA01032	BRALA22730
OG0008224	ORYLA04620	BRALA19108
OG0008225	ORYLA01231	BRALA08069
OG0008227	ORYLA17495	BRALA14669
OG0008228	ORYLA16000, ORYLA14198	BRALA09327
OG0008229	ORYLA02924	BRALA02656
OG0008230	ORYLA07487	BRALA28895
OG0008232	ORYLA04395	BRALA31720
OG0008234	ORYLA19163	BRALA06578
OG0008235	ORYLA15608	BRALA05497
OG0008236	ORYLA05655	BRALA09019
OG0008238	ORYLA05797	BRALA15105
OG0008240	ORYLA16537	BRALA09089
OG0008241	ORYLA07374	BRALA09191
OG0008243	ORYLA18949	BRALA28205
OG0008244	ORYLA08001	BRALA10429
OG0008246	ORYLA16107	BRALA04540
OG0008247	ORYLA00189	BRALA34550
OG0008249	ORYLA18849	BRALA05292
OG0008250	ORYLA13196	BRALA22870
OG0008252	ORYLA02253	BRALA09548
OG0008254	ORYLA02035	BRALA18783
OG0008256	ORYLA11972	BRALA25076
OG0008257	ORYLA09315, ORYLA10211	BRALA06162
OG0008258	ORYLA18362	BRALA22506
OG0008259	ORYLA08517	BRALA13760
OG0008260	ORYLA08936	BRALA22417
OG0008261	ORYLA03146	BRALA08123
OG0008262	ORYLA19581	BRALA02776
OG0008263	ORYLA01421	BRALA30316
OG0008264	ORYLA02386	BRALA08405
OG0008267	ORYLA19521	BRALA28040
OG0008268	ORYLA02726	BRALA03654
OG0008269	ORYLA09441	BRALA18372
OG0008270	ORYLA02058	BRALA21257
OG0008271	ORYLA13476	BRALA13152
OG0008272	ORYLA15228	BRALA16559
OG0008273	ORYLA07469	BRALA05439
OG0008274	ORYLA14530	BRALA17358
OG0008277	ORYLA12357	BRALA23402
OG0008278	ORYLA17274	BRALA28148
OG0008281	ORYLA01101	BRALA11926
OG0008283	ORYLA17263	BRALA17761
OG0008286	ORYLA15420	BRALA21994
OG0008288	ORYLA16138	BRALA05446
OG0008290	ORYLA14606	BRALA32558
OG0008292	ORYLA12584	BRALA17573
OG0008294	ORYLA01419	BRALA16279
OG0008295	ORYLA18589	BRALA31051
OG0008297	ORYLA02603	BRALA03422
OG0008298	ORYLA15382	BRALA08665
OG0008299	ORYLA16278	BRALA00329
OG0008300	ORYLA00339	BRALA03675
OG0008301	ORYLA05278	BRALA16291
OG0008303	ORYLA10240	BRALA20895
OG0008304	ORYLA09646	BRALA31258
OG0008305	ORYLA09360	BRALA04867
OG0008306	ORYLA20098, ORYLA16443	BRALA25169
OG0008307	ORYLA10871	BRALA26874
OG0008308	ORYLA08667	BRALA22670
OG0008309	ORYLA13099	BRALA14664
OG0008312	ORYLA16747	BRALA16716
OG0008313	ORYLA19696	BRALA13109
OG0008315	ORYLA16373	BRALA26641, BRALA26640
OG0008316	ORYLA09810	BRALA31850, BRALA35094
OG0008317	ORYLA02596	BRALA19545
OG0008318	ORYLA10744	BRALA10037
OG0008319	ORYLA20233	BRALA25887, BRALA25888
OG0008320	ORYLA03952	BRALA29154
OG0008323	ORYLA00406	BRALA12203
OG0008325	ORYLA14545	BRALA19943
OG0008327	ORYLA07283	BRALA18892
OG0008331	ORYLA10769	BRALA15204
OG0008333	ORYLA03529	BRALA14313
OG0008334	ORYLA18014	BRALA10047
OG0008335	ORYLA13152	BRALA05150
OG0008336	ORYLA14585	BRALA15357
OG0008337	ORYLA18407	BRALA25417
OG0008338	ORYLA11730	BRALA01559
OG0008339	ORYLA18585	BRALA09633
OG0008341	ORYLA08675	BRALA24420
OG0008342	ORYLA15204, ORYLA05375	BRALA22028
OG0008343	ORYLA02190	BRALA10295
OG0008345	ORYLA18966	BRALA04347
OG0008346	ORYLA10815	BRALA10836
OG0008350	ORYLA16967	BRALA06366
OG0008351	ORYLA13395	BRALA02173
OG0008353	ORYLA14567	BRALA20086
OG0008355	ORYLA04748	BRALA31283
OG0008357	ORYLA14896	BRALA18497
OG0008358	ORYLA15281	BRALA33771
OG0008359	ORYLA13805	BRALA15128, BRALA15129
OG0008360	ORYLA02057	BRALA21258
OG0008364	ORYLA07390, ORYLA20459	BRALA09903
OG0008365	ORYLA18861	BRALA14255
OG0008368	ORYLA10011, ORYLA10010	BRALA11399
OG0008370	ORYLA16216	BRALA30620
OG0008371	ORYLA08122	BRALA24474
OG0008373	ORYLA14615	BRALA02447
OG0008374	ORYLA11018	BRALA09241
OG0008376	ORYLA09098	BRALA00681, BRALA22097
OG0008377	ORYLA09704	BRALA07328
OG0008378	ORYLA08754	BRALA00143
OG0008379	ORYLA13142, ORYLA06384	BRALA00924
OG0008382	ORYLA12739	BRALA03358
OG0008383	ORYLA20236	BRALA34425, BRALA34686
OG0008387	ORYLA03864	BRALA27580
OG0008388	ORYLA11439	BRALA22482
OG0008391	ORYLA13072	BRALA02821
OG0008392	ORYLA16975	BRALA06321
