Orthogroup	ORYLA	ASTMX
OG0008981	ORYLA03539	ASTMX04409
OG0008981	ORYLA02667	ASTMX09987
OG0008981	ORYLA17885	ASTMX05061
OG0008982	ORYLA17189, ORYLA07958	ASTMX04485, ASTMX07350
OG0008982	ORYLA12483	ASTMX09211
OG0008983	ORYLA20460	ASTMX04719, ASTMX04721
OG0008984	ORYLA00592	ASTMX04958
OG0008985	ORYLA13803	ASTMX21546
OG0008985	ORYLA01956	ASTMX13575
OG0008985	ORYLA20360	ASTMX07524
OG0008986	ORYLA11795	ASTMX12381
OG0008986	ORYLA06309	ASTMX18364, ASTMX11948
OG0008987	ORYLA11568	ASTMX08932
OG0008987	ORYLA10732, ORYLA11882	ASTMX14789
OG0008988	ORYLA20182	ASTMX09460
OG0008989	ORYLA10581	ASTMX11322
OG0008990	ORYLA09325	ASTMX12653
OG0008991	ORYLA13480	ASTMX16798
OG0008991	ORYLA16149	ASTMX13558
OG0008992	ORYLA04179	ASTMX20692, ASTMX16954
OG0008994	ORYLA00608	ASTMX19228, ASTMX20690, ASTMX21320, ASTMX19227, ASTMX20612, ASTMX20689, ASTMX20613, ASTMX21743, ASTMX21319, ASTMX20615
OG0009043	ORYLA17424	ASTMX05119
OG0009044	ORYLA17284	ASTMX14591
OG0009049	ORYLA00883	ASTMX21529
OG0009049	ORYLA16705	ASTMX14843
OG0009052	ORYLA18263	ASTMX03066
OG0009054	ORYLA12560	ASTMX06117
OG0009056	ORYLA18970	ASTMX02757
OG0009062	ORYLA17643	ASTMX19385
OG0009063	ORYLA09703	ASTMX19341
OG0009064	ORYLA08829	ASTMX07970
OG0009069	ORYLA02688	ASTMX12853
OG0009071	ORYLA11549	ASTMX10241
OG0009075	ORYLA17662	ASTMX13443
OG0009083	ORYLA05135	ASTMX04199
OG0009084	ORYLA15067	ASTMX08341
OG0009085	ORYLA13836	ASTMX09472
OG0009091	ORYLA00247	ASTMX11369
OG0009092	ORYLA06864	ASTMX21332
OG0009094	ORYLA00150	ASTMX17427
OG0009095	ORYLA15195	ASTMX07200
OG0009096	ORYLA13328	ASTMX00593
OG0009097	ORYLA06686	ASTMX07942, ASTMX10728, ASTMX01124
OG0009104	ORYLA13281	ASTMX16119
OG0009110	ORYLA09780	ASTMX14512, ASTMX14767
OG0009113	ORYLA04355	ASTMX13071
OG0009114	ORYLA01369	ASTMX01128
OG0009115	ORYLA06371	ASTMX16180
OG0009120	ORYLA17329	ASTMX06946, ASTMX13086
OG0009121	ORYLA11955	ASTMX15642
OG0009123	ORYLA18914	ASTMX01229
OG0009125	ORYLA10345	ASTMX04539
OG0009127	ORYLA20227	ASTMX02070
OG0009129	ORYLA02586	ASTMX06909
OG0009131	ORYLA20167, ORYLA20166	ASTMX14261
OG0009134	ORYLA03285	ASTMX11882
OG0009135	ORYLA15388	ASTMX05216
OG0009137	ORYLA00027	ASTMX18879
OG0009140	ORYLA16151	ASTMX11772
OG0009141	ORYLA09974	ASTMX07299, ASTMX16435
OG0009142	ORYLA15841	ASTMX22416, ASTMX22677
OG0009143	ORYLA16230	ASTMX17109
OG0009145	ORYLA18959	ASTMX00542
OG0009147	ORYLA07774	ASTMX07696
OG0009149	ORYLA12281	ASTMX19495
OG0009150	ORYLA00035	ASTMX18881
OG0009151	ORYLA04997	ASTMX06624
OG0009154	ORYLA16501	ASTMX14090
OG0009157	ORYLA17430	ASTMX09042
OG0009163	ORYLA16633	ASTMX14176
OG0009166	ORYLA11817	ASTMX18668
OG0009168	ORYLA11411	ASTMX01298
OG0009169	ORYLA08951	ASTMX22894
OG0009172	ORYLA18439	ASTMX20978
OG0009174	ORYLA00694	ASTMX13159
OG0009176	ORYLA06897	ASTMX18314
OG0009178	ORYLA01252, ORYLA01251	ASTMX01160
OG0009179	ORYLA12214	ASTMX02881
OG0009180	ORYLA04578	ASTMX03522
OG0009180	ORYLA17264	ASTMX21367
OG0009181	ORYLA15673	ASTMX15923
OG0009182	ORYLA16088	ASTMX14067
OG0009183	ORYLA04124	ASTMX05946
OG0009185	ORYLA02971	ASTMX05083, ASTMX09287
OG0009190	ORYLA06320	ASTMX06543
OG0009193	ORYLA20175	ASTMX09432
OG0009194	ORYLA03424	ASTMX18810
OG0009195	ORYLA04403	ASTMX13073
OG0009196	ORYLA05676	ASTMX14612
OG0009197	ORYLA18958	ASTMX00543
OG0009203	ORYLA11293	ASTMX07103
OG0009206	ORYLA14827	ASTMX00438
OG0009206	ORYLA12326	ASTMX00227
OG0009207	ORYLA14769	ASTMX00416
OG0009207	ORYLA13718, ORYLA14482	ASTMX00939
OG0009208	ORYLA08657	ASTMX00493
OG0009208	ORYLA09850	ASTMX12700
OG0009208	ORYLA06719	ASTMX18337
OG0009208	ORYLA09148	ASTMX06211
OG0009209	ORYLA14858	ASTMX02192
OG0009210	ORYLA05205	ASTMX02480
OG0009211	ORYLA05948	ASTMX05783
OG0009211	ORYLA01984	ASTMX21038
OG0009211	ORYLA07588	ASTMX02691
OG0009212	ORYLA04571	ASTMX02965
OG0009212	ORYLA03681	ASTMX21874, ASTMX11289, ASTMX07050, ASTMX07047, ASTMX07048, ASTMX07049
OG0009214	ORYLA19423	ASTMX03525
OG0009215	ORYLA10148	ASTMX05610
OG0009215	ORYLA07365	ASTMX03945
OG0009216	ORYLA05132	ASTMX04197
OG0009217	ORYLA03693	ASTMX04384
OG0009218	ORYLA13794	ASTMX09259
OG0009218	ORYLA19859	ASTMX08861
OG0009218	ORYLA14563	ASTMX05173
OG0009218	ORYLA11033	ASTMX19784
OG0009219	ORYLA09827	ASTMX13597
OG0009220	ORYLA16822	ASTMX05465, ASTMX19468, ASTMX12927
OG0009221	ORYLA16432	ASTMX10218
OG0009221	ORYLA09147	ASTMX06210
OG0009222	ORYLA07916, ORYLA07917	ASTMX07314, ASTMX17500
OG0009224	ORYLA02276	ASTMX21248
OG0009224	ORYLA17731	ASTMX17265
OG0009224	ORYLA01321	ASTMX07974
OG0009225	ORYLA09011	ASTMX08676
OG0009226	ORYLA01306	ASTMX10165
OG0009228	ORYLA05999	ASTMX18025
OG0009228	ORYLA02014	ASTMX11522, ASTMX11520
OG0009229	ORYLA17163	ASTMX16052
OG0009229	ORYLA01823	ASTMX20163
OG0009229	ORYLA09897	ASTMX12037
OG0009231	ORYLA20069	ASTMX12984
OG0009232	ORYLA02820	ASTMX13361
OG0009233	ORYLA20406	ASTMX16362
OG0009234	ORYLA00325	ASTMX14013
OG0009234	ORYLA01140	ASTMX16369
OG0009292	ORYLA07015	ASTMX08904
OG0009293	ORYLA12867	ASTMX12774
OG0009296	ORYLA01428	ASTMX07993
OG0009297	ORYLA03286	ASTMX11881
OG0009304	ORYLA12259, ORYLA19745, ORYLA00773, ORYLA20023, ORYLA18895, ORYLA10673, ORYLA00660, ORYLA19237, ORYLA18888, ORYLA18640, ORYLA11877, ORYLA19709, ORYLA18759	ASTMX22120, ASTMX21140, ASTMX05154
OG0009313	ORYLA19545	ASTMX12933
OG0009322	ORYLA02591	ASTMX09776
OG0009325	ORYLA11158	ASTMX10287
OG0009327	ORYLA14618	ASTMX22452
OG0009333	ORYLA14331	ASTMX09422
OG0009338	ORYLA00468	ASTMX14914
OG0009340	ORYLA09726	ASTMX07536
OG0009348	ORYLA17261	ASTMX10628
OG0009350	ORYLA15100	ASTMX07273
OG0009356	ORYLA07788	ASTMX07684
OG0009357	ORYLA17461	ASTMX21839
OG0009358	ORYLA07847, ORYLA16435	ASTMX20279
OG0009363	ORYLA17853	ASTMX05017
OG0009365	ORYLA17437	ASTMX09036
OG0009370	ORYLA12751	ASTMX17647
OG0009371	ORYLA01932	ASTMX12245
OG0009374	ORYLA15803	ASTMX20684
OG0009382	ORYLA06349	ASTMX03150
OG0009384	ORYLA09715	ASTMX19221
OG0009385	ORYLA18094	ASTMX13205
OG0009386	ORYLA01179, ORYLA01180	ASTMX04633
OG0009392	ORYLA00281	ASTMX18627
OG0009392	ORYLA17023	ASTMX17668
OG0009393	ORYLA17185	ASTMX16408
OG0009401	ORYLA08322	ASTMX13382
OG0009403	ORYLA01024	ASTMX08800
OG0009407	ORYLA00570	ASTMX12324
OG0009410	ORYLA14268	ASTMX00704, ASTMX15844
OG0009415	ORYLA04379	ASTMX15998
OG0009417	ORYLA09699	ASTMX07869
OG0009421	ORYLA06922	ASTMX06529
OG0009424	ORYLA05003	ASTMX06617
OG0009424	ORYLA08104	ASTMX13392
OG0009425	ORYLA08356	ASTMX10429
OG0009426	ORYLA10542	ASTMX13659
OG0009430	ORYLA01406	ASTMX15729
OG0009436	ORYLA14911	ASTMX00460
OG0009446	ORYLA13434	ASTMX11562
OG0009448	ORYLA04406	ASTMX16001
OG0009449	ORYLA12250	ASTMX00474, ASTMX00473
OG0009457	ORYLA02146	ASTMX22846, ASTMX03649
OG0009459	ORYLA12468	ASTMX00402, ASTMX02558
OG0009460	ORYLA14906, ORYLA12082, ORYLA14907	ASTMX00456
OG0009461	ORYLA15313	ASTMX07234
OG0009461	ORYLA12068	ASTMX01707
OG0009461	ORYLA16155	ASTMX11777
OG0009462	ORYLA14926, ORYLA09954, ORYLA09955, ORYLA09956, ORYLA09957	ASTMX01710, ASTMX01709
OG0009463	ORYLA20113	ASTMX06161
OG0009463	ORYLA04131	ASTMX03485
OG0009464	ORYLA02060	ASTMX03647
OG0009465	ORYLA11495	ASTMX03916
OG0009466	ORYLA05700	ASTMX05069
OG0009466	ORYLA12011, ORYLA19343, ORYLA19077	ASTMX05022
OG0009467	ORYLA09908	ASTMX12050
OG0009467	ORYLA20392, ORYLA05551, ORYLA20391	ASTMX06721
OG0009468	ORYLA12677	ASTMX07071
OG0009468	ORYLA02405	ASTMX11211
OG0009469	ORYLA08769	ASTMX07279
OG0009470	ORYLA09080	ASTMX08684
OG0009470	ORYLA15412	ASTMX08880
OG0009471	ORYLA01914	ASTMX08735
OG0009471	ORYLA05885	ASTMX09141
OG0009473	ORYLA14088, ORYLA14087	ASTMX08966
OG0009474	ORYLA04287	ASTMX10704
OG0009475	ORYLA04508	ASTMX12157
OG0009476	ORYLA02419	ASTMX12395
OG0009476	ORYLA13023	ASTMX18621
OG0009477	ORYLA03629, ORYLA03628	ASTMX19550
OG0009477	ORYLA04260	ASTMX12529
OG0009477	ORYLA03818	ASTMX13510
OG0009479	ORYLA11334	ASTMX15097
OG0009480	ORYLA05599	ASTMX18430
OG0009480	ORYLA08416	ASTMX19160
OG0009480	ORYLA09625	ASTMX15588
OG0009482	ORYLA17024	ASTMX17667
OG0009482	ORYLA08037	ASTMX19912
OG0009483	ORYLA15154	ASTMX18593
OG0009484	ORYLA03352	ASTMX19419, ASTMX19418
OG0009485	ORYLA16895	ASTMX21580
OG0009486	ORYLA07088, ORYLA07089	ASTMX23003
OG0009543	ORYLA17259	ASTMX10627
OG0009544	ORYLA17579	ASTMX13208
OG0009550	ORYLA07803, ORYLA05215, ORYLA19798, ORYLA18817, ORYLA18706, ORYLA08916, ORYLA14144	ASTMX02248
OG0009553	ORYLA03301	ASTMX12171, ASTMX11868
OG0009553	ORYLA04439	ASTMX12170
OG0009562	ORYLA00646	ASTMX15500
OG0009566	ORYLA06848	ASTMX20992
OG0009571	ORYLA07661	ASTMX01603
OG0009575	ORYLA14916	ASTMX00464
OG0009584	ORYLA08203	ASTMX01491
OG0009585	ORYLA07671	ASTMX05619
OG0009587	ORYLA16321	ASTMX21531
OG0009587	ORYLA08285	ASTMX11661
OG0009590	ORYLA16236	ASTMX04040
OG0009592	ORYLA07008	ASTMX14984
OG0009604	ORYLA15134	ASTMX18240
OG0009607	ORYLA05213	ASTMX02476
OG0009614	ORYLA08017	ASTMX09709
OG0009617	ORYLA06698	ASTMX16732
OG0009624	ORYLA02859	ASTMX08978
OG0009626	ORYLA17952	ASTMX11989
OG0009626	ORYLA02624	ASTMX05898
OG0009626	ORYLA19910	ASTMX16460
OG0009629	ORYLA15225	ASTMX19446, ASTMX08540
OG0009630	ORYLA00664	ASTMX10923
OG0009637	ORYLA06685	ASTMX09523
OG0009638	ORYLA10035	ASTMX17100
OG0009640	ORYLA09942	ASTMX00010
OG0009642	ORYLA05703	ASTMX01806
OG0009646	ORYLA17436	ASTMX09037
OG0009649	ORYLA02352	ASTMX21147
OG0009650	ORYLA08971	ASTMX12738
OG0009651	ORYLA12694	ASTMX18582
OG0009652	ORYLA10135	ASTMX08110
OG0009654	ORYLA08179	ASTMX14910
OG0009656	ORYLA20484	ASTMX17887
OG0009657	ORYLA04973	ASTMX02508
OG0009658	ORYLA17245	ASTMX03348
OG0009659	ORYLA20070	ASTMX12985
OG0009662	ORYLA14869	ASTMX02164
OG0009665	ORYLA20435	ASTMX03747
OG0009666	ORYLA04589	ASTMX03914
OG0009669	ORYLA04035	ASTMX13978
OG0009670	ORYLA11800	ASTMX01255
OG0009676	ORYLA02258	ASTMX00921
OG0009678	ORYLA00422	ASTMX21777
OG0009681	ORYLA08016	ASTMX09708
OG0009683	ORYLA12005	ASTMX11132
OG0009687	ORYLA11344	ASTMX16481
OG0009700	ORYLA15683	ASTMX01800
OG0009703	ORYLA11166	ASTMX15887
OG0009706	ORYLA00425	ASTMX22295
OG0009707	ORYLA02240, ORYLA02800	ASTMX10005
OG0009714	ORYLA05792	ASTMX09069
OG0009717	ORYLA20324, ORYLA12032	ASTMX02197
OG0009717	ORYLA18801	ASTMX03068
OG0009719	ORYLA17206	ASTMX10449, ASTMX15868
OG0009719	ORYLA05628	ASTMX01894
OG0009720	ORYLA03717	ASTMX02987, ASTMX13718
OG0009721	ORYLA02563	ASTMX17197
OG0009721	ORYLA18024	ASTMX03312
OG0009721	ORYLA16829	ASTMX14523, ASTMX19156
OG0009722	ORYLA13378	ASTMX22522
OG0009722	ORYLA13380	ASTMX18649
OG0009722	ORYLA06880	ASTMX03792
OG0009723	ORYLA04747	ASTMX11599, ASTMX04208
OG0009725	ORYLA14110	ASTMX05047
OG0009725	ORYLA03477	ASTMX04404
OG0009727	ORYLA07619	ASTMX05576
OG0009727	ORYLA01335	ASTMX14951
OG0009729	ORYLA07599, ORYLA06261	ASTMX08436
OG0009729	ORYLA06259	ASTMX08435, ASTMX13126
OG0009729	ORYLA16957	ASTMX15498, ASTMX15499
OG0009730	ORYLA12372	ASTMX09010
OG0009732	ORYLA06986	ASTMX11081
OG0009733	ORYLA00331	ASTMX15272
OG0009734	ORYLA18844	ASTMX15581
OG0009735	ORYLA04115	ASTMX15825
OG0009736	ORYLA06007	ASTMX17831, ASTMX19459, ASTMX20096, ASTMX16267
OG0009738	ORYLA17882	ASTMX17707
OG0009738	ORYLA02840	ASTMX16986
OG0009739	ORYLA08955, ORYLA06723	ASTMX18384
OG0009740	ORYLA07994	ASTMX19907
OG0009741	ORYLA01812	ASTMX19940
OG0009742	ORYLA12962	ASTMX20242
OG0009743	ORYLA06752, ORYLA12910	ASTMX22188
OG0009843	ORYLA14137	ASTMX00971
OG0009858	ORYLA07466	ASTMX05580
OG0009863	ORYLA08365, ORYLA08305	ASTMX11672
OG0009871	ORYLA10996	ASTMX08293, ASTMX12606
OG0009874	ORYLA14885	ASTMX06221
OG0009875	ORYLA12297	ASTMX17652
OG0009878	ORYLA08115	ASTMX13386
OG0009879	ORYLA19435	ASTMX03892
OG0009892	ORYLA06573	ASTMX15123
OG0009896	ORYLA18459	ASTMX16133
OG0009906	ORYLA18520	ASTMX03858
OG0009908	ORYLA08197	ASTMX04452
OG0009911	ORYLA12874	ASTMX22297
OG0009912	ORYLA09206	ASTMX13756
OG0009918	ORYLA17449	ASTMX05082
OG0009918	ORYLA02970	ASTMX09288
OG0009923	ORYLA04802	ASTMX04236
OG0009925	ORYLA01696	ASTMX14221
OG0009930	ORYLA03715	ASTMX13720
OG0009933	ORYLA06027	ASTMX06082
OG0009935	ORYLA10655	ASTMX20722
OG0009941	ORYLA15611, ORYLA13879	ASTMX20029, ASTMX00733
OG0009946	ORYLA09505	ASTMX07567
OG0009947	ORYLA03831	ASTMX10684
OG0009947	ORYLA03014	ASTMX02325
OG0009947	ORYLA19240	ASTMX13459
OG0009949	ORYLA12647	ASTMX00195
OG0009952	ORYLA09248	ASTMX11960
OG0009953	ORYLA08688	ASTMX05435
OG0009957	ORYLA17326	ASTMX06950
OG0009968	ORYLA10088	ASTMX04610
OG0009972	ORYLA17442	ASTMX05074
OG0009976	ORYLA14868	ASTMX02162
OG0009989	ORYLA19072	ASTMX07664
OG0009993	ORYLA08855	ASTMX02647
OG0009994	ORYLA18946	ASTMX11472
OG0009995	ORYLA17713	ASTMX08630
OG0009996	ORYLA04525	ASTMX03491
OG0010005	ORYLA14711	ASTMX00624
OG0010006	ORYLA14493	ASTMX00696
OG0010007	ORYLA15144	ASTMX01074
OG0010008	ORYLA06803	ASTMX03110
OG0010008	ORYLA13218, ORYLA13217	ASTMX03847
OG0010009	ORYLA10214	ASTMX03194
OG0010010	ORYLA12655	ASTMX03535
OG0010010	ORYLA05404	ASTMX20943
OG0010011	ORYLA10071	ASTMX08161
OG0010011	ORYLA11981	ASTMX03876
OG0010012	ORYLA14364	ASTMX05318
OG0010013	ORYLA18211	ASTMX05761
OG0010014	ORYLA03093	ASTMX06314
OG0010015	ORYLA05160	ASTMX06560
OG0010016	ORYLA06090, ORYLA06091	ASTMX06841
OG0010017	ORYLA17580	ASTMX13711, ASTMX06901
OG0010018	ORYLA10381	ASTMX07587
OG0010018	ORYLA05465	ASTMX09716
OG0010019	ORYLA10910	ASTMX08528
OG0010020	ORYLA09078, ORYLA09079	ASTMX08685
OG0010021	ORYLA00841	ASTMX18078
OG0010021	ORYLA07413	ASTMX09652
OG0010021	ORYLA04926	ASTMX13972
OG0010021	ORYLA08116	ASTMX13385
OG0010023	ORYLA01743	ASTMX12262
OG0010024	ORYLA10352	ASTMX12277
OG0010025	ORYLA06192	ASTMX13534, ASTMX13899
OG0010026	ORYLA00650	ASTMX22139, ASTMX15398
OG0010028	ORYLA07173, ORYLA00053	ASTMX15722, ASTMX15721
OG0010030	ORYLA15471	ASTMX20438
OG0010030	ORYLA05444	ASTMX16284
OG0010031	ORYLA07718	ASTMX17030
OG0010032	ORYLA11540	ASTMX20414
OG0010125	ORYLA00713	ASTMX13166
OG0010127	ORYLA20328	ASTMX19443
OG0010154	ORYLA05694, ORYLA11965	ASTMX12379
OG0010164	ORYLA14271	ASTMX14252
OG0010172	ORYLA11925	ASTMX09923
OG0010177	ORYLA15654	ASTMX05250
OG0010180	ORYLA01761	ASTMX12550
OG0010192	ORYLA01493	ASTMX00319
OG0010194	ORYLA02538	ASTMX03401
OG0010194	ORYLA12682	ASTMX07066
OG0010198	ORYLA08902	ASTMX12638
OG0010205	ORYLA09249	ASTMX20084, ASTMX11959
OG0010213	ORYLA11051	ASTMX03052, ASTMX08320
OG0010219	ORYLA02227	ASTMX00856
OG0010219	ORYLA10607	ASTMX11317
OG0010220	ORYLA07990	ASTMX21557
OG0010232	ORYLA12783	ASTMX11093
OG0010236	ORYLA11290	ASTMX02271
OG0010240	ORYLA01674	ASTMX20782
OG0010244	ORYLA11460	ASTMX01294
OG0010246	ORYLA05171	ASTMX18235
OG0010253	ORYLA06829	ASTMX04142
OG0010254	ORYLA14633	ASTMX00579
OG0010256	ORYLA19059	ASTMX07282
OG0010271	ORYLA03004	ASTMX05906
OG0010286	ORYLA13820	ASTMX11457
OG0010289	ORYLA15464	ASTMX06349
OG0010289	ORYLA15463	ASTMX06350
OG0010303	ORYLA02557	ASTMX18227
OG0010303	ORYLA19985	ASTMX01719, ASTMX00253
OG0010304	ORYLA08603	ASTMX00572
OG0010304	ORYLA09397	ASTMX14780
OG0010305	ORYLA02153	ASTMX00877
OG0010305	ORYLA05511	ASTMX06733
OG0010305	ORYLA11742	ASTMX16579
OG0010306	ORYLA14060	ASTMX10747
OG0010306	ORYLA13997	ASTMX00996
OG0010306	ORYLA10846	ASTMX19640
OG0010307	ORYLA14346	ASTMX17447
OG0010307	ORYLA16146	ASTMX17615
OG0010308	ORYLA01250	ASTMX01161
OG0010308	ORYLA09117	ASTMX06186
OG0010309	ORYLA11785, ORYLA11396	ASTMX01221
OG0010310	ORYLA16941	ASTMX22471
OG0010311	ORYLA07868	ASTMX01528
OG0010311	ORYLA12078	ASTMX12413
OG0010312	ORYLA19561, ORYLA06251	ASTMX01597
OG0010312	ORYLA19560	ASTMX01596
OG0010313	ORYLA13814	ASTMX22393
OG0010313	ORYLA15695	ASTMX17449, ASTMX01782
OG0010314	ORYLA15684	ASTMX01796
OG0010315	ORYLA12619	ASTMX17798
OG0010316	ORYLA09894	ASTMX12034
OG0010316	ORYLA01828	ASTMX20158
OG0010316	ORYLA05616	ASTMX01906
OG0010317	ORYLA17156	ASTMX16046
OG0010317	ORYLA01829	ASTMX20157
OG0010318	ORYLA13538	ASTMX01939
OG0010318	ORYLA01221	ASTMX14876
OG0010319	ORYLA10710	ASTMX10790, ASTMX10789, ASTMX02765
OG0010320	ORYLA06354	ASTMX03145
OG0010324	ORYLA03236	ASTMX05868
OG0010325	ORYLA04699	ASTMX17194, ASTMX17193, ASTMX17192, ASTMX17191
OG0010325	ORYLA19303	ASTMX05942
OG0010326	ORYLA05847	ASTMX06887
OG0010327	ORYLA09509	ASTMX07540
OG0010328	ORYLA18756	ASTMX07946, ASTMX13994
OG0010328	ORYLA04155	ASTMX13995
OG0010329	ORYLA14047	ASTMX09218
OG0010329	ORYLA14048	ASTMX09219
OG0010330	ORYLA18885	ASTMX17088
OG0010331	ORYLA06987	ASTMX20097
OG0010331	ORYLA12924, ORYLA12773	ASTMX11083, ASTMX11084
OG0010331	ORYLA12925	ASTMX11082
OG0010332	ORYLA07110	ASTMX11730
OG0010332	ORYLA09232	ASTMX20653
OG0010333	ORYLA13345, ORYLA06996	ASTMX11767
OG0010335	ORYLA04434	ASTMX12165
OG0010335	ORYLA03302	ASTMX11867
OG0010336	ORYLA09832	ASTMX12062
OG0010336	ORYLA15713	ASTMX13736
OG0010337	ORYLA04208	ASTMX12802
OG0010337	ORYLA04431	ASTMX12151
OG0010338	ORYLA01773	ASTMX12569, ASTMX18431
OG0010341	ORYLA08965	ASTMX16212
OG0010341	ORYLA08616, ORYLA10012	ASTMX12955
OG0010343	ORYLA04831	ASTMX14144
OG0010343	ORYLA04830	ASTMX14143
OG0010343	ORYLA00222	ASTMX14517
OG0010344	ORYLA19354	ASTMX14471
OG0010345	ORYLA00463	ASTMX14919
OG0010346	ORYLA11587	ASTMX15109
OG0010348	ORYLA03372, ORYLA03373	ASTMX17292
OG0010349	ORYLA16720	ASTMX22470
OG0010349	ORYLA08314	ASTMX17332
OG0010350	ORYLA19332	ASTMX17378, ASTMX17377, ASTMX17374, ASTMX17379
OG0010351	ORYLA14613	ASTMX19249, ASTMX21601
OG0010351	ORYLA14614	ASTMX21602
OG0010352	ORYLA17957	ASTMX19258
OG0010354	ORYLA17850	ASTMX20567, ASTMX22951, ASTMX20568
OG0010490	ORYLA02595	ASTMX09772
OG0010502	ORYLA17896	ASTMX05054
OG0010504	ORYLA08218	ASTMX17055
OG0010525	ORYLA05411	ASTMX05751
OG0010527	ORYLA10804	ASTMX04369
OG0010537	ORYLA13636	ASTMX17060
OG0010540	ORYLA06601	ASTMX13111
OG0010542	ORYLA10538	ASTMX13654
OG0010548	ORYLA18798	ASTMX07589
OG0010557	ORYLA14506	ASTMX14328
OG0010557	ORYLA16220	ASTMX05266
OG0010566	ORYLA00529	ASTMX14760
OG0010570	ORYLA01718	ASTMX15387
OG0010574	ORYLA01542	ASTMX14208
OG0010575	ORYLA04884	ASTMX10938
OG0010582	ORYLA10552	ASTMX13672
OG0010585	ORYLA17445	ASTMX05078
OG0010592	ORYLA13432, ORYLA06651	ASTMX06473
OG0010594	ORYLA05949	ASTMX10259
OG0010595	ORYLA18336, ORYLA04695	ASTMX14405, ASTMX10609
OG0010604	ORYLA00886	ASTMX22517
OG0010607	ORYLA01625	ASTMX21065
OG0010634	ORYLA19134	ASTMX15016
OG0010640	ORYLA16761, ORYLA07776	ASTMX07695
OG0010641	ORYLA04820	ASTMX20291
OG0010660	ORYLA06683	ASTMX00027, ASTMX09520
OG0010661	ORYLA18963	ASTMX00355
OG0010662	ORYLA05765	ASTMX09721
OG0010662	ORYLA01695	ASTMX22342, ASTMX14220
OG0010662	ORYLA14918	ASTMX00466
OG0010663	ORYLA11892	ASTMX01233
OG0010664	ORYLA12572	ASTMX01304, ASTMX02472
OG0010665	ORYLA06122	ASTMX09814
OG0010665	ORYLA06124	ASTMX01872
OG0010665	ORYLA06125, ORYLA06123	ASTMX01871, ASTMX01873
OG0010666	ORYLA02072	ASTMX18486
OG0010666	ORYLA06127	ASTMX01887
OG0010667	ORYLA04244, ORYLA03153	ASTMX02249
OG0010667	ORYLA13494	ASTMX08774
OG0010669	ORYLA18178, ORYLA05231, ORYLA05230	ASTMX02498
OG0010670	ORYLA10197	ASTMX03177
OG0010671	ORYLA12831	ASTMX08763
OG0010671	ORYLA06943	ASTMX03134
OG0010672	ORYLA14259, ORYLA15927	ASTMX14558, ASTMX03442
OG0010673	ORYLA12721	ASTMX15513, ASTMX03569
OG0010673	ORYLA14128	ASTMX07451
OG0010674	ORYLA07373	ASTMX03939, ASTMX05632
OG0010675	ORYLA13373	ASTMX11542
OG0010675	ORYLA00258, ORYLA00257	ASTMX04168, ASTMX04169
OG0010676	ORYLA17864	ASTMX14460
OG0010676	ORYLA03485	ASTMX04400
OG0010677	ORYLA10117	ASTMX04553
OG0010677	ORYLA04756	ASTMX05831
OG0010677	ORYLA00221	ASTMX13168
OG0010679	ORYLA05973, ORYLA05974	ASTMX05780
OG0010680	ORYLA03616	ASTMX06323
OG0010681	ORYLA01889	ASTMX11509
OG0010681	ORYLA05858	ASTMX06876
OG0010682	ORYLA05821	ASTMX06890
OG0010683	ORYLA05720	ASTMX06897
OG0010684	ORYLA12424	ASTMX07093, ASTMX22689
OG0010685	ORYLA14762	ASTMX07127
OG0010686	ORYLA14327, ORYLA14246	ASTMX08376
OG0010686	ORYLA15101	ASTMX07274
OG0010687	ORYLA03125	ASTMX11286
OG0010687	ORYLA09967	ASTMX07296
OG0010689	ORYLA04166	ASTMX23056
OG0010692	ORYLA08408	ASTMX10735
OG0010693	ORYLA11706	ASTMX10809
OG0010694	ORYLA12878	ASTMX12436
OG0010695	ORYLA05601	ASTMX12565, ASTMX16282
OG0010696	ORYLA11533	ASTMX19958, ASTMX13417
OG0010697	ORYLA02006	ASTMX13593, ASTMX15135
OG0010698	ORYLA09775	ASTMX16731, ASTMX14511
OG0010699	ORYLA03338	ASTMX23008, ASTMX14943
OG0010699	ORYLA03337	ASTMX14942
OG0010700	ORYLA00790	ASTMX15477
OG0010701	ORYLA20352	ASTMX16630
OG0010703	ORYLA16897	ASTMX21578
OG0010703	ORYLA00141	ASTMX17436
OG0010705	ORYLA10413	ASTMX18457
OG0010706	ORYLA09234	ASTMX20651
OG0010707	ORYLA14472	ASTMX20871
OG0010708	ORYLA16566, ORYLA16573	ASTMX20977
OG0010710	ORYLA19261	ASTMX21291
OG0010837	ORYLA11843	ASTMX11148
OG0010850	ORYLA19179	ASTMX15747
OG0010864	ORYLA15849	ASTMX19657
OG0010874	ORYLA13234	ASTMX05510
OG0010879	ORYLA09308	ASTMX07966
OG0010887	ORYLA07405	ASTMX09656
OG0010891	ORYLA04530	ASTMX13986
OG0010891	ORYLA04529	ASTMX22448
OG0010895	ORYLA05149	ASTMX22827
OG0010898	ORYLA09590	ASTMX09801
OG0010915	ORYLA15291	ASTMX17861
OG0010916	ORYLA02499	ASTMX12862
OG0010962	ORYLA02182	ASTMX00840
OG0010974	ORYLA05559	ASTMX16268
OG0010985	ORYLA11325	ASTMX01228
OG0010987	ORYLA19241	ASTMX09606
