Orthogroup	ORYLA	PFLAV
OG0007439	ORYLA05166	TCONS_00016765.p1
OG0007440	ORYLA14401	TCONS_00048153.p1
OG0007441	ORYLA08960	TCONS_00018310.p1
OG0007442	ORYLA06331	TCONS_00053552.p1
OG0007443	ORYLA18835	TCONS_00006361.p1, TCONS_00006360.p1
OG0007444	ORYLA12333, ORYLA17506	TCONS_00028927.p1
OG0007445	ORYLA09137	TCONS_00001021.p1
OG0007446	ORYLA17366	TCONS_00005993.p1
OG0007447	ORYLA00461	TCONS_00042554.p1
OG0007448	ORYLA12046	TCONS_00028344.p1
OG0007450	ORYLA10095	TCONS_00012170.p1
OG0007451	ORYLA08969	TCONS_00020489.p1
OG0007452	ORYLA02553	TCONS_00043752.p1
OG0007453	ORYLA16527	TCONS_00015079.p1
OG0007454	ORYLA09677	TCONS_00022466.p1
OG0007455	ORYLA09348	TCONS_00001304.p1
OG0007456	ORYLA02608	TCONS_00017386.p1
OG0007457	ORYLA14661	TCONS_00027985.p1
OG0007458	ORYLA00309	TCONS_00054268.p1
OG0007459	ORYLA10805	TCONS_00011184.p1
OG0007460	ORYLA20039	TCONS_00011173.p1
OG0007462	ORYLA19843	TCONS_00004455.p1
OG0007463	ORYLA10835	TCONS_00023049.p1
OG0007465	ORYLA03646	TCONS_00005089.p1
OG0007466	ORYLA12595	TCONS_00015307.p1
OG0007467	ORYLA07191	TCONS_00029316.p1
OG0007468	ORYLA00530	TCONS_00027148.p1
OG0007471	ORYLA07475	TCONS_00008793.p1
OG0007472	ORYLA13056	TCONS_00027881.p1
OG0007473	ORYLA06701	TCONS_00056776.p2
OG0007475	ORYLA08012	TCONS_00034483.p1
OG0007476	ORYLA17195	TCONS_00053493.p1
OG0007477	ORYLA16341	TCONS_00055325.p1
OG0007478	ORYLA17253	TCONS_00006303.p1
OG0007479	ORYLA00589	TCONS_00014340.p1
OG0007480	ORYLA05285	TCONS_00027117.p1
OG0007481	ORYLA04396	TCONS_00006126.p1
OG0007482	ORYLA01730	TCONS_00050546.p1
OG0007483	ORYLA11513	TCONS_00017917.p1
OG0007484	ORYLA03268	TCONS_00011058.p1
OG0007485	ORYLA12574	TCONS_00029182.p1
OG0007488	ORYLA14033	TCONS_00056102.p1
OG0007489	ORYLA10665	TCONS_00011180.p1
OG0007491	ORYLA16759	TCONS_00026008.p1, TCONS_00026018.p1
OG0007492	ORYLA11759	TCONS_00010188.p1
OG0007494	ORYLA16845	TCONS_00005244.p1
OG0007495	ORYLA10015	TCONS_00003309.p1
OG0007496	ORYLA14535	TCONS_00003618.p1
OG0007497	ORYLA09420	TCONS_00021497.p1
OG0007498	ORYLA05446	TCONS_00046777.p1
OG0007500	ORYLA09788	TCONS_00002909.p1
OG0007501	ORYLA11099	TCONS_00037490.p1
OG0007503	ORYLA08089	TCONS_00021620.p1
OG0007504	ORYLA00574	TCONS_00013281.p1, TCONS_00013301.p1
OG0007506	ORYLA04773	TCONS_00011706.p1
OG0007507	ORYLA12533	TCONS_00011576.p1
OG0007509	ORYLA04370	TCONS_00054447.p1
OG0007510	ORYLA10564	TCONS_00018393.p1
OG0007514	ORYLA06661	TCONS_00052992.p1
OG0007515	ORYLA16511	TCONS_00054371.p1
OG0007516	ORYLA15899, ORYLA15898, ORYLA14717, ORYLA11020	TCONS_00047818.p1
OG0007518	ORYLA11226	TCONS_00049603.p1
OG0007519	ORYLA12456	TCONS_00045536.p1
OG0007520	ORYLA02995	TCONS_00054334.p1
OG0007521	ORYLA05039, ORYLA00692	TCONS_00005602.p1, TCONS_00005599.p1, TCONS_00005598.p1, TCONS_00005594.p1
OG0007522	ORYLA10477	TCONS_00037019.p1
OG0007524	ORYLA01439	TCONS_00021553.p1
OG0007525	ORYLA13393	TCONS_00053226.p1
OG0007527	ORYLA06523, ORYLA09269	TCONS_00020697.p1
OG0007528	ORYLA06326	TCONS_00016340.p1
OG0007529	ORYLA18862	TCONS_00013712.p1
OG0007533	ORYLA00001, ORYLA07509	TCONS_00027040.p1
OG0007539	ORYLA06018	TCONS_00005577.p1, TCONS_00021897.p1
OG0007540	ORYLA13926, ORYLA09474	TCONS_00003007.p1
OG0007541	ORYLA11457	TCONS_00011720.p1
OG0007542	ORYLA08404, ORYLA05701, ORYLA08338	TCONS_00056860.p1
OG0007547	ORYLA05439, ORYLA12383, ORYLA01677	TCONS_00053767.p1
OG0007548	ORYLA03026	TCONS_00043034.p1
OG0007551	ORYLA01436	TCONS_00019238.p1
OG0007553	ORYLA11214	TCONS_00028137.p1
OG0007582	ORYLA00751	TCONS_00047301.p1
OG0007583	ORYLA00014	TCONS_00025889.p1
OG0007584	ORYLA16927	TCONS_00014181.p1
OG0007586	ORYLA17497	TCONS_00049145.p1
OG0007587	ORYLA05351	TCONS_00045363.p1
OG0007588	ORYLA11210	TCONS_00024021.p1
OG0007589	ORYLA00327	TCONS_00041793.p1
OG0007591	ORYLA16433	TCONS_00002544.p1
OG0007592	ORYLA10014, ORYLA10285	TCONS_00021740.p1, TCONS_00011070.p1, TCONS_00054888.p1, TCONS_00049407.p1
OG0007593	ORYLA15589, ORYLA15588	TCONS_00051391.p1
OG0007597	ORYLA11901	TCONS_00056560.p1
OG0007601	ORYLA16630	TCONS_00012592.p1
OG0007602	ORYLA13457	TCONS_00053897.p1
OG0007603	ORYLA15288	TCONS_00007849.p1
OG0007604	ORYLA12471	TCONS_00008215.p1
OG0007605	ORYLA12711	TCONS_00010403.p1
OG0007606	ORYLA04737	TCONS_00010402.p1
OG0007607	ORYLA15596	TCONS_00051718.p1
OG0007609	ORYLA17969	TCONS_00022589.p1
OG0007610	ORYLA13853	TCONS_00049691.p1
OG0007613	ORYLA13617	TCONS_00053626.p1
OG0007614	ORYLA12458	TCONS_00007077.p1
OG0007615	ORYLA18029	TCONS_00049219.p1
OG0007616	ORYLA05381	TCONS_00045337.p1
OG0007617	ORYLA07354	TCONS_00028755.p1
OG0007619	ORYLA13054	TCONS_00051121.p1
OG0007621	ORYLA13396	TCONS_00042782.p1
OG0007624	ORYLA05976	TCONS_00000852.p1
OG0007626	ORYLA01317	TCONS_00022439.p1
OG0007630	ORYLA01205	TCONS_00022042.p1
OG0007632	ORYLA10408	TCONS_00003461.p1
OG0007633	ORYLA05304	TCONS_00019502.p1
OG0007634	ORYLA10749	TCONS_00031483.p1
OG0007635	ORYLA13540	TCONS_00030629.p1
OG0007637	ORYLA10427	TCONS_00011139.p1
OG0007638	ORYLA15010	TCONS_00048910.p1
OG0007640	ORYLA06572, ORYLA13195	TCONS_00029159.p1
OG0007642	ORYLA20111	TCONS_00015833.p1, TCONS_00020704.p1
OG0007643	ORYLA08582	TCONS_00002995.p1
OG0007645	ORYLA00783	TCONS_00013025.p1
OG0007646	ORYLA09484	TCONS_00044005.p1
OG0007647	ORYLA09216	TCONS_00056859.p1
OG0007648	ORYLA15478	TCONS_00001270.p1
OG0007649	ORYLA08950	TCONS_00026433.p1
OG0007650	ORYLA07962	TCONS_00015610.p1
OG0007652	ORYLA17837, ORYLA02891	TCONS_00016043.p1
OG0007653	ORYLA00212	TCONS_00011069.p1
OG0007655	ORYLA14941, ORYLA06841, ORYLA13612	TCONS_00028825.p1
OG0007656	ORYLA11259	TCONS_00048545.p1
OG0007657	ORYLA12352	TCONS_00036175.p1
OG0007658	ORYLA01027	TCONS_00007816.p1, TCONS_00007835.p1, TCONS_00007815.p1
OG0007659	ORYLA09035	TCONS_00020526.p1
OG0007660	ORYLA06636	TCONS_00015904.p1
OG0007662	ORYLA07565, ORYLA07566	TCONS_00010765.p1
OG0007663	ORYLA19677	TCONS_00054988.p1
OG0007665	ORYLA02675	TCONS_00025915.p1
OG0007666	ORYLA16689, ORYLA19032	TCONS_00014134.p1
OG0007667	ORYLA13912	TCONS_00004476.p1
OG0007668	ORYLA17549	TCONS_00005532.p1
OG0007669	ORYLA10867, ORYLA14768	TCONS_00048639.p1
OG0007670	ORYLA05143	TCONS_00018865.p1
OG0007671	ORYLA10047, ORYLA06144	TCONS_00044650.p1
OG0007673	ORYLA05954	TCONS_00045388.p1
OG0007674	ORYLA10748	TCONS_00010380.p1
OG0007676	ORYLA15905	TCONS_00016320.p1
OG0007677	ORYLA02741	TCONS_00016523.p1
OG0007680	ORYLA04680	TCONS_00027847.p1
OG0007681	ORYLA12077	TCONS_00028523.p1
OG0007684	ORYLA04277	TCONS_00002541.p1
OG0007685	ORYLA04777	TCONS_00011974.p1
OG0007686	ORYLA12300	TCONS_00009166.p1
OG0007687	ORYLA17022	TCONS_00012619.p1
OG0007689	ORYLA17604	TCONS_00004752.p1
OG0007690	ORYLA19010	TCONS_00025906.p1
OG0007692	ORYLA14149	TCONS_00012253.p1
OG0007694	ORYLA05416	TCONS_00007559.p1
OG0007695	ORYLA02065, ORYLA01646	TCONS_00016848.p1
OG0007696	ORYLA11055, ORYLA15060	TCONS_00048269.p1
OG0007701	ORYLA17283	TCONS_00006365.p1
OG0007702	ORYLA19222	TCONS_00022997.p1
OG0007703	ORYLA19369	TCONS_00030277.p1
OG0007706	ORYLA16294	TCONS_00013018.p1
OG0007707	ORYLA07279	TCONS_00001553.p1
OG0007708	ORYLA15979	TCONS_00056281.p1
OG0007709	ORYLA12564	TCONS_00033233.p1
OG0007712	ORYLA19931	TCONS_00027070.p1
OG0007713	ORYLA16096	TCONS_00056171.p1
OG0007714	ORYLA01267	TCONS_00044242.p1
OG0007715	ORYLA02645	TCONS_00005015.p1
OG0007717	ORYLA04892	TCONS_00020795.p1
OG0007718	ORYLA09021	TCONS_00056410.p1
OG0007719	ORYLA06546	TCONS_00051886.p1
OG0007721	ORYLA04955	TCONS_00025937.p1
OG0007722	ORYLA18334	TCONS_00029664.p1
OG0007723	ORYLA18893	TCONS_00003218.p1
OG0007726	ORYLA14878	TCONS_00051035.p1
OG0007727	ORYLA05656	TCONS_00015528.p1
OG0007728	ORYLA09087	TCONS_00042990.p1
OG0007729	ORYLA15147	TCONS_00008094.p1
OG0007732	ORYLA04446	TCONS_00027259.p1
OG0007734	ORYLA13593	TCONS_00052703.p1
OG0007736	ORYLA03755	TCONS_00006108.p1
OG0007738	ORYLA08765	TCONS_00039489.p1
OG0007739	ORYLA15510, ORYLA15465	TCONS_00001041.p1
OG0007741	ORYLA12529	TCONS_00011823.p1
OG0007743	ORYLA15748	TCONS_00004286.p1
OG0007744	ORYLA03484	TCONS_00047303.p1
OG0007745	ORYLA15106	TCONS_00007839.p1, TCONS_00008596.p1
OG0007746	ORYLA11437	TCONS_00011182.p1
OG0007748	ORYLA12523	TCONS_00003490.p1
OG0007749	ORYLA14559	TCONS_00049303.p1
OG0007750	ORYLA00710	TCONS_00052600.p1
OG0007751	ORYLA07513	TCONS_00027679.p1
OG0007752	ORYLA04249	TCONS_00020869.p1
OG0007753	ORYLA17820	TCONS_00021657.p1
OG0007754	ORYLA03359	TCONS_00050991.p1
OG0007755	ORYLA15303	TCONS_00023536.p1, TCONS_00023573.p1
OG0007756	ORYLA04657	TCONS_00010764.p1
OG0007757	ORYLA13243	TCONS_00052660.p1
OG0007758	ORYLA20257	TCONS_00048344.p1
OG0007759	ORYLA13401	TCONS_00014965.p1
OG0007760	ORYLA15939	TCONS_00002867.p1
OG0007761	ORYLA14432, ORYLA15518	TCONS_00051649.p1
OG0007762	ORYLA08357	TCONS_00021925.p1
OG0007763	ORYLA13264	TCONS_00053736.p1
OG0007766	ORYLA07757	TCONS_00013847.p1
OG0007767	ORYLA08931	TCONS_00052065.p1, TCONS_00052071.p1
OG0007768	ORYLA04186	TCONS_00050962.p1, TCONS_00050973.p1
OG0007769	ORYLA07999	TCONS_00013347.p1
OG0007771	ORYLA11217	TCONS_00049529.p1
OG0007774	ORYLA09883	TCONS_00055592.p1
OG0007775	ORYLA04522	TCONS_00005585.p1
OG0007776	ORYLA04057	TCONS_00029043.p1
OG0007779	ORYLA06689	TCONS_00055791.p1
OG0007780	ORYLA11613	TCONS_00010777.p1
OG0007781	ORYLA14752	TCONS_00011085.p1
OG0007782	ORYLA16300	TCONS_00030973.p1
OG0007784	ORYLA08060	TCONS_00057050.p1
OG0007786	ORYLA18688	TCONS_00010304.p1
OG0007787	ORYLA20215	TCONS_00049248.p1
OG0007789	ORYLA07928	TCONS_00006466.p1
OG0007790	ORYLA06620	TCONS_00013913.p1
OG0007791	ORYLA13884	TCONS_00046054.p1
OG0007793	ORYLA13274	TCONS_00054253.p1
OG0007794	ORYLA17293	TCONS_00005639.p1
OG0007796	ORYLA12206, ORYLA05781	TCONS_00029847.p1
OG0007797	ORYLA07929	TCONS_00005266.p1
OG0007798	ORYLA00492	TCONS_00035284.p1
OG0007799	ORYLA05665	TCONS_00020335.p1
OG0007800	ORYLA03145	TCONS_00042611.p1
OG0007801	ORYLA16766, ORYLA07780	TCONS_00013160.p1
OG0007802	ORYLA05806	TCONS_00014260.p1
OG0007803	ORYLA00124	TCONS_00011075.p1
OG0007804	ORYLA05116	TCONS_00046880.p1, TCONS_00045601.p1
OG0007805	ORYLA03446	TCONS_00034468.p1
OG0007806	ORYLA01961, ORYLA20363, ORYLA14539	TCONS_00052149.p1, TCONS_00052161.p1
OG0007807	ORYLA07875	TCONS_00027474.p1
OG0007808	ORYLA13705	TCONS_00048621.p1
OG0007809	ORYLA13691	TCONS_00042854.p1
OG0007810	ORYLA13827	TCONS_00049548.p1
OG0007811	ORYLA13112	TCONS_00039538.p1
OG0007812	ORYLA09278	TCONS_00019011.p1
OG0007813	ORYLA05391	TCONS_00010597.p1
OG0007814	ORYLA08100	TCONS_00030696.p1
OG0007817	ORYLA10554, ORYLA11650	TCONS_00011643.p1
OG0007818	ORYLA09109	TCONS_00042428.p1
OG0007820	ORYLA04378	TCONS_00004697.p1
OG0007823	ORYLA19067, ORYLA19068	TCONS_00026099.p1
OG0007824	ORYLA03031	TCONS_00022913.p1
OG0007825	ORYLA13025	TCONS_00020063.p1
OG0007826	ORYLA02663	TCONS_00005832.p1, TCONS_00005866.p1
OG0007827	ORYLA18780, ORYLA18779	TCONS_00003607.p1
OG0007830	ORYLA14956	TCONS_00020303.p1
OG0007831	ORYLA01418	TCONS_00026164.p1
OG0007832	ORYLA10104	TCONS_00011370.p1
OG0007833	ORYLA17891	TCONS_00006612.p1, TCONS_00006644.p1
OG0007834	ORYLA01285	TCONS_00027363.p1
OG0007835	ORYLA02635	TCONS_00052777.p1, TCONS_00052821.p1
OG0007836	ORYLA01356	TCONS_00013500.p1
OG0007837	ORYLA08812	TCONS_00044166.p1
OG0007838	ORYLA17639	TCONS_00005286.p1
OG0007840	ORYLA08937	TCONS_00045842.p1
OG0007841	ORYLA04908	TCONS_00031020.p1
OG0007842	ORYLA07052	TCONS_00056322.p1, TCONS_00056383.p1
OG0007843	ORYLA04606	TCONS_00042751.p1
OG0007845	ORYLA13896	TCONS_00042237.p1, TCONS_00042291.p1
OG0007847	ORYLA17455	TCONS_00054384.p1
OG0007848	ORYLA05186	TCONS_00002380.p1, TCONS_00002373.p1
OG0007849	ORYLA10492	TCONS_00002911.p1
OG0007850	ORYLA07967	TCONS_00051270.p1, TCONS_00050100.p1
OG0007851	ORYLA19938	TCONS_00007485.p1
OG0007858	ORYLA17809	TCONS_00027054.p1
OG0007859	ORYLA09841	TCONS_00054876.p1
OG0007860	ORYLA13702, ORYLA15670, ORYLA13687	TCONS_00036778.p1
OG0007862	ORYLA07051, ORYLA16499	TCONS_00003659.p1
OG0007867	ORYLA09528	TCONS_00041222.p1, TCONS_00035912.p1, TCONS_00022558.p1, TCONS_00022559.p1
OG0007872	ORYLA03042, ORYLA04796, ORYLA10512	TCONS_00021634.p1
OG0007908	ORYLA08961	TCONS_00008952.p1
OG0007911	ORYLA05799	TCONS_00013377.p1
OG0007913	ORYLA14886	TCONS_00029441.p1
OG0007916	ORYLA09560	TCONS_00001800.p1
OG0007918	ORYLA01441	TCONS_00015815.p1
OG0007924	ORYLA10806	TCONS_00029623.p1
OG0007925	ORYLA17431, ORYLA17426	TCONS_00026279.p1
OG0007928	ORYLA19519	TCONS_00048735.p1
OG0007932	ORYLA02191	TCONS_00018383.p1
OG0007933	ORYLA15039	TCONS_00038185.p1
OG0007934	ORYLA11006, ORYLA09764	TCONS_00020622.p1
OG0007935	ORYLA11489, ORYLA11488, ORYLA10822	TCONS_00001797.p1
OG0007936	ORYLA11783, ORYLA11782	TCONS_00018789.p1
OG0007937	ORYLA12541	TCONS_00010772.p1
OG0007938	ORYLA11267	TCONS_00048548.p1
OG0007939	ORYLA09299	TCONS_00047821.p1
OG0007940	ORYLA11913, ORYLA11912	TCONS_00012035.p1
OG0007943	ORYLA12929	TCONS_00002346.p1
OG0007945	ORYLA03545	TCONS_00015421.p1, TCONS_00016510.p1
OG0007947	ORYLA16624	TCONS_00014143.p1
OG0007948	ORYLA03116	TCONS_00004989.p1
OG0007949	ORYLA12843	TCONS_00046532.p1
OG0007952	ORYLA09182	TCONS_00003580.p1
OG0007953	ORYLA08727	TCONS_00027159.p1
OG0007955	ORYLA10392	TCONS_00011220.p1
OG0007956	ORYLA19095	TCONS_00028826.p1
OG0007957	ORYLA07016	TCONS_00020530.p1
OG0007958	ORYLA16538	TCONS_00017230.p1
OG0007959	ORYLA06759	TCONS_00054449.p1
OG0007961	ORYLA06588, ORYLA13113	TCONS_00002148.p1, TCONS_00001323.p1
OG0007962	ORYLA04455	TCONS_00042128.p1
OG0007963	ORYLA18504	TCONS_00052236.p1
OG0007964	ORYLA02311	TCONS_00012968.p1
OG0007966	ORYLA17404	TCONS_00020648.p1
OG0007968	ORYLA04990	TCONS_00052542.p1
OG0007969	ORYLA13627	TCONS_00054636.p1
OG0007970	ORYLA05743, ORYLA05744	TCONS_00051156.p3
OG0007972	ORYLA06254	TCONS_00008711.p1
OG0007973	ORYLA20273	TCONS_00010771.p1
OG0007974	ORYLA10212	TCONS_00022218.p1
OG0007975	ORYLA16228	TCONS_00054492.p1
OG0007976	ORYLA00600	TCONS_00014019.p1
OG0007977	ORYLA16524	TCONS_00012824.p1
OG0007978	ORYLA02070	TCONS_00020830.p1
OG0007979	ORYLA01404	TCONS_00042723.p1
OG0007980	ORYLA05197, ORYLA05196	TCONS_00010113.p1
OG0007981	ORYLA10350	TCONS_00004494.p1
OG0007985	ORYLA19749	TCONS_00013490.p1
OG0007987	ORYLA16882	TCONS_00004972.p1
OG0007988	ORYLA07679	TCONS_00009433.p1
OG0007990	ORYLA01553	TCONS_00007374.p1
OG0007991	ORYLA11952	TCONS_00011604.p1
OG0007992	ORYLA08939, ORYLA12569	TCONS_00028829.p1
OG0007993	ORYLA11458	TCONS_00010046.p1
OG0007996	ORYLA05852	TCONS_00006814.p1
OG0007997	ORYLA01173, ORYLA01172	TCONS_00006382.p1
OG0007999	ORYLA16389	TCONS_00056652.p1
OG0008000	ORYLA18400	TCONS_00046590.p1, TCONS_00046561.p1
OG0008001	ORYLA17558	TCONS_00030050.p1
OG0008004	ORYLA06256	TCONS_00009004.p1
OG0008006	ORYLA00992	TCONS_00021725.p1
OG0008007	ORYLA07323	TCONS_00053190.p1
OG0008009	ORYLA18180	TCONS_00033031.p1, TCONS_00033501.p1
OG0008011	ORYLA20138	TCONS_00049252.p1
OG0008013	ORYLA09023	TCONS_00055292.p1
OG0008014	ORYLA03713	TCONS_00012288.p1
OG0008016	ORYLA12316	TCONS_00028821.p1
OG0008017	ORYLA15789	TCONS_00048018.p1
OG0008018	ORYLA05042	TCONS_00027214.p1
OG0008019	ORYLA17175	TCONS_00051028.p1
OG0008020	ORYLA12517	TCONS_00012138.p1
OG0008021	ORYLA08699, ORYLA16436, ORYLA07848	TCONS_00055128.p1
OG0008023	ORYLA20131	TCONS_00054781.p1, TCONS_00052132.p1, TCONS_00052133.p1
OG0008025	ORYLA16974	TCONS_00012859.p1
OG0008026	ORYLA11205	TCONS_00046692.p1
OG0008027	ORYLA10539	TCONS_00011108.p1
OG0008028	ORYLA08852	TCONS_00016871.p1
OG0008029	ORYLA04581	TCONS_00006381.p1
OG0008030	ORYLA02706	TCONS_00006069.p1
OG0008031	ORYLA03385	TCONS_00043800.p1
OG0008035	ORYLA14502, ORYLA20249, ORYLA13456, ORYLA06639	TCONS_00042261.p1
OG0008036	ORYLA16709	TCONS_00013040.p1
OG0008037	ORYLA12080	TCONS_00027944.p1
OG0008038	ORYLA15545	TCONS_00047578.p1
OG0008039	ORYLA17282	TCONS_00006399.p1
OG0008040	ORYLA11576	TCONS_00000188.p1
OG0008046	ORYLA13352	TCONS_00008381.p1
OG0008047	ORYLA11247	TCONS_00018836.p1
OG0008049	ORYLA11671	TCONS_00005114.p1
OG0008050	ORYLA06526	TCONS_00052721.p1
OG0008051	ORYLA16920	TCONS_00014584.p1
OG0008052	ORYLA10108	TCONS_00010498.p1
OG0008053	ORYLA01774	TCONS_00025511.p1
OG0008054	ORYLA01815	TCONS_00056761.p1
OG0008055	ORYLA10841	TCONS_00048233.p1
OG0008056	ORYLA20489	TCONS_00020391.p1
OG0008057	ORYLA19411	TCONS_00057067.p1
OG0008059	ORYLA05431	TCONS_00029458.p1
OG0008060	ORYLA13995	TCONS_00036833.p1
OG0008062	ORYLA12174	TCONS_00016900.p1
OG0008063	ORYLA14182, ORYLA14620, ORYLA14621	TCONS_00023124.p1
OG0008064	ORYLA02000	TCONS_00007128.p1
OG0008065	ORYLA15002	TCONS_00024829.p1
OG0008066	ORYLA14650	TCONS_00028104.p1, TCONS_00028116.p1, TCONS_00028103.p1
OG0008067	ORYLA11729	TCONS_00046780.p1
OG0008068	ORYLA00668, ORYLA04605	TCONS_00043977.p1
OG0008070	ORYLA09225	TCONS_00045673.p1, TCONS_00046759.p1
OG0008071	ORYLA19110	TCONS_00053525.p1
OG0008075	ORYLA20225	TCONS_00043488.p1
OG0008076	ORYLA15704	TCONS_00002976.p1
OG0008077	ORYLA04461	TCONS_00010823.p1, TCONS_00009553.p1
OG0008078	ORYLA16198, ORYLA14361	TCONS_00056338.p1, TCONS_00056307.p1
OG0008079	ORYLA09004	TCONS_00050833.p1
OG0008081	ORYLA05422	TCONS_00007371.p1
OG0008083	ORYLA10670	TCONS_00010524.p1
OG0008085	ORYLA19641	TCONS_00048120.p1
OG0008086	ORYLA08377	TCONS_00026144.p1
OG0008087	ORYLA08630	TCONS_00020564.p1
OG0008088	ORYLA11467	TCONS_00012111.p1
OG0008089	ORYLA14779	TCONS_00048989.p1
OG0008090	ORYLA02016	TCONS_00057221.p1, TCONS_00056055.p1
OG0008091	ORYLA17534	TCONS_00005043.p1
OG0008093	ORYLA18119	TCONS_00029770.p1
OG0008094	ORYLA15526	TCONS_00049074.p1
OG0008098	ORYLA04714	TCONS_00011027.p1
OG0008100	ORYLA10361	TCONS_00036085.p1
OG0008104	ORYLA08205	TCONS_00027076.p1
OG0008105	ORYLA05225	TCONS_00010922.p1
OG0008106	ORYLA20140	TCONS_00047563.p1
OG0008108	ORYLA18616	TCONS_00020693.p1, TCONS_00014257.p1
OG0008109	ORYLA04494	TCONS_00005350.p1
OG0008110	ORYLA06491	TCONS_00050270.p1
OG0008111	ORYLA12163	TCONS_00028948.p1
OG0008112	ORYLA10743	TCONS_00010436.p1
OG0008113	ORYLA02535	TCONS_00019862.p1
OG0008115	ORYLA10059	TCONS_00009612.p1
OG0008116	ORYLA16815, ORYLA00767	TCONS_00055400.p1
OG0008117	ORYLA02099	TCONS_00014749.p1
OG0008119	ORYLA07084	TCONS_00005382.p1
OG0008123	ORYLA05247, ORYLA01036	TCONS_00003468.p1
OG0008125	ORYLA01480	TCONS_00048579.p1
OG0008127	ORYLA01046	TCONS_00041696.p1
OG0008136	ORYLA19591	TCONS_00008390.p1
OG0008143	ORYLA03906	TCONS_00041732.p1
OG0008148	ORYLA10360, ORYLA10372, ORYLA10373, ORYLA11898, ORYLA11899	TCONS_00009932.p1
OG0008151	ORYLA05074, ORYLA18162	TCONS_00030691.p1
OG0008156	ORYLA10792	TCONS_00017252.p1, TCONS_00017251.p1
OG0008196	ORYLA14954	TCONS_00029450.p1
OG0008199	ORYLA00667	TCONS_00042666.p1
OG0008201	ORYLA13729	TCONS_00048104.p1
OG0008202	ORYLA04116	TCONS_00001733.p1
OG0008203	ORYLA03875	TCONS_00031107.p1
OG0008204	ORYLA07901	TCONS_00007987.p1
OG0008205	ORYLA18021	TCONS_00015366.p1
OG0008206	ORYLA15802	TCONS_00055789.p1
OG0008209	ORYLA04491	TCONS_00021163.p1
OG0008211	ORYLA02921	TCONS_00028638.p1
OG0008213	ORYLA08797	TCONS_00001410.p1
OG0008215	ORYLA04043	TCONS_00043300.p1
OG0008217	ORYLA00651	TCONS_00012970.p1
OG0008218	ORYLA08279, ORYLA08289	TCONS_00012331.p1
OG0008219	ORYLA09090	TCONS_00012416.p1
OG0008220	ORYLA06227	TCONS_00042670.p1
OG0008222	ORYLA05041	TCONS_00026415.p1
OG0008223	ORYLA01032	TCONS_00042111.p1
OG0008224	ORYLA04620	TCONS_00008388.p1
OG0008225	ORYLA01231	TCONS_00043601.p1, TCONS_00043628.p1
OG0008227	ORYLA17495	TCONS_00028062.p1
OG0008228	ORYLA16000, ORYLA14198	TCONS_00048004.p1
OG0008229	ORYLA02924	TCONS_00015422.p2
OG0008230	ORYLA07487	TCONS_00009368.p1
OG0008232	ORYLA04395	TCONS_00016605.p1
OG0008234	ORYLA19163	TCONS_00013274.p1
OG0008235	ORYLA15608	TCONS_00051131.p1
OG0008238	ORYLA05797	TCONS_00009342.p1
OG0008240	ORYLA16537	TCONS_00018259.p1
OG0008241	ORYLA07374	TCONS_00055234.p1
OG0008243	ORYLA18949	TCONS_00002384.p1
OG0008244	ORYLA08001	TCONS_00014030.p1
OG0008246	ORYLA16107	TCONS_00003451.p1
OG0008247	ORYLA00189	TCONS_00007378.p1
OG0008249	ORYLA18849	TCONS_00053524.p1
OG0008250	ORYLA13196	TCONS_00028157.p1
OG0008252	ORYLA02253	TCONS_00028021.p1
OG0008254	ORYLA02035	TCONS_00014505.p1
OG0008256	ORYLA11972	TCONS_00054220.p1
OG0008257	ORYLA09315, ORYLA10211	TCONS_00022342.p1, TCONS_00022343.p1
OG0008258	ORYLA18362	TCONS_00011309.p1, TCONS_00011285.p1
OG0008259	ORYLA08517	TCONS_00017570.p1
OG0008260	ORYLA08936	TCONS_00007412.p1
OG0008261	ORYLA03146	TCONS_00042941.p1
OG0008262	ORYLA19581	TCONS_00015720.p1
OG0008263	ORYLA01421	TCONS_00011021.p1
OG0008264	ORYLA02386	TCONS_00028692.p1
OG0008265	ORYLA15477, ORYLA15476	TCONS_00048315.p1
OG0008267	ORYLA19521	TCONS_00049070.p1
OG0008269	ORYLA09441	TCONS_00020161.p1
OG0008270	ORYLA02058	TCONS_00008816.p1
OG0008271	ORYLA13476	TCONS_00020657.p1
OG0008272	ORYLA15228	TCONS_00023969.p1
OG0008274	ORYLA14530	TCONS_00048272.p1
OG0008277	ORYLA12357	TCONS_00036027.p1
OG0008278	ORYLA17274	TCONS_00006465.p1
OG0008280	ORYLA19160	TCONS_00020934.p1
OG0008281	ORYLA01101	TCONS_00010339.p1
OG0008283	ORYLA17263	TCONS_00004633.p1, TCONS_00004645.p1
OG0008284	ORYLA03504	TCONS_00004973.p1
OG0008286	ORYLA15420	TCONS_00008166.p1
OG0008288	ORYLA16138	TCONS_00052177.p1
OG0008289	ORYLA02869	TCONS_00017809.p1
OG0008290	ORYLA14606	TCONS_00037289.p1
OG0008292	ORYLA12584	TCONS_00029849.p1
OG0008294	ORYLA01419	TCONS_00026493.p1
OG0008295	ORYLA18589	TCONS_00011707.p1
OG0008297	ORYLA02603	TCONS_00027597.p1
OG0008298	ORYLA15382	TCONS_00051471.p1
OG0008299	ORYLA16278	TCONS_00031799.p1, TCONS_00031817.p1
