Orthogroup	ORYLA	OWEFU
OG0006366	ORYLA03615	OFUSG25785.1.p1
OG0006367	ORYLA10820	OFUSG13408.1.p1
OG0006368	ORYLA07849	OFUSG24275.1.p1, OFUSG24275.2.p1
OG0006370	ORYLA09199	OFUSG21077.1.p1
OG0006372	ORYLA10156	OFUSG07198.1.p1
OG0006373	ORYLA00612	OFUSG26753.1.p1
OG0006375	ORYLA07773	OFUSG10211.1.p1
OG0006376	ORYLA18136	OFUSG26673.1.p1
OG0006377	ORYLA02527	OFUSG13142.1.p1
OG0006379	ORYLA02129	OFUSG11248.2.p1, OFUSG11248.1.p1
OG0006380	ORYLA01349	OFUSG17771.1.p1, OFUSG02849.1.p1
OG0006382	ORYLA10097, ORYLA10098	OFUSG11579.1.p1
OG0006383	ORYLA04517	OFUSG19592.1.p1
OG0006384	ORYLA17068	OFUSG10582.1.p1
OG0006386	ORYLA19015	OFUSG01436.1.p1
OG0006387	ORYLA10627	OFUSG00913.1.p1
OG0006388	ORYLA16292, ORYLA00766	OFUSG18462.1.p1
OG0006389	ORYLA12499	OFUSG01920.1.p1
OG0006390	ORYLA19642	OFUSG06648.1.p1
OG0006391	ORYLA03666	OFUSG08068.1.p1
OG0006392	ORYLA09388	OFUSG00142.1.p1
OG0006393	ORYLA00411, ORYLA13211	OFUSG08709.1.p1
OG0006394	ORYLA00283	OFUSG18375.1.p1
OG0006395	ORYLA19863	OFUSG13284.1.p1
OG0006396	ORYLA17433	OFUSG23581.1.p1
OG0006399	ORYLA17610	OFUSG22262.1.p1
OG0006401	ORYLA08618, ORYLA18378	OFUSG15978.1.p1
OG0006402	ORYLA00429	OFUSG07589.2.p1, OFUSG07589.1.p1
OG0006405	ORYLA01525, ORYLA14866	OFUSG10162.1.p1
OG0006407	ORYLA05579	OFUSG09787.1.p1
OG0006408	ORYLA11884, ORYLA11885	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1
OG0006412	ORYLA15509, ORYLA06551, ORYLA05994, ORYLA11538	OFUSG12652.1.p1
OG0006413	ORYLA16234, ORYLA14330, ORYLA14388, ORYLA10909	OFUSG19199.1.p1, OFUSG19199.2.p1, OFUSG05826.1.p1
OG0006414	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069	OFUSG08684.1.p1, OFUSG08946.1.p1
OG0006442	ORYLA13339	OFUSG05106.1.p1
OG0006443	ORYLA04866	OFUSG25627.1.p1
OG0006446	ORYLA18017	OFUSG07247.1.p1, OFUSG07247.2.p1
OG0006447	ORYLA18018	OFUSG07863.2.p1, OFUSG07863.1.p1
OG0006448	ORYLA06428, ORYLA06429	OFUSG04041.1.p1
OG0006449	ORYLA02199	OFUSG16963.1.p1
OG0006452	ORYLA14233	OFUSG06652.1.p1
OG0006454	ORYLA04312	OFUSG15262.1.p1
OG0006456	ORYLA01861	OFUSG07766.1.p1
OG0006457	ORYLA14262	OFUSG20987.2.p1, OFUSG20987.1.p1
OG0006459	ORYLA14803	OFUSG19921.1.p1
OG0006460	ORYLA04920	OFUSG12314.1.p1
OG0006461	ORYLA15523	OFUSG19155.1.p1
OG0006462	ORYLA07799	OFUSG17891.1.p1
OG0006463	ORYLA14103	OFUSG19852.1.p1
OG0006464	ORYLA13278	OFUSG14585.1.p1
OG0006465	ORYLA00104	OFUSG25347.1.p1
OG0006467	ORYLA12385	OFUSG18307.1.p1
OG0006468	ORYLA19099	OFUSG04866.1.p1
OG0006469	ORYLA00255	OFUSG10425.1.p1
OG0006470	ORYLA00368	OFUSG06000.1.p1
OG0006471	ORYLA19660	OFUSG26571.1.p1
OG0006472	ORYLA07638	OFUSG24781.1.p1
OG0006474	ORYLA17369	OFUSG22247.1.p1
OG0006475	ORYLA09150	OFUSG04046.1.p1
OG0006476	ORYLA04028	OFUSG03550.1.p1
OG0006477	ORYLA12051	OFUSG10191.1.p1
OG0006478	ORYLA18550	OFUSG17348.1.p1
OG0006479	ORYLA15648	OFUSG13673.1.p1
OG0006480	ORYLA00896	OFUSG25523.1.p1
OG0006481	ORYLA04413	OFUSG08691.1.p1
OG0006482	ORYLA17211	OFUSG12549.1.p1
OG0006483	ORYLA10393	OFUSG12008.1.p1
OG0006484	ORYLA17475	OFUSG19772.1.p1, OFUSG19926.1.p1
OG0006485	ORYLA07384, ORYLA07383	OFUSG21874.1.p1
OG0006486	ORYLA01412	OFUSG19374.1.p1
OG0006487	ORYLA15532, ORYLA15531	OFUSG05608.1.p1
OG0006488	ORYLA03055	OFUSG12523.1.p1
OG0006490	ORYLA14766	OFUSG06326.1.p1
OG0006491	ORYLA08851	OFUSG23711.2.p1, OFUSG23711.1.p1
OG0006492	ORYLA15208	OFUSG20574.1.p1
OG0006493	ORYLA06218	OFUSG03992.1.p1
OG0006494	ORYLA06580	OFUSG14669.1.p1
OG0006495	ORYLA07421	OFUSG04893.1.p1
OG0006496	ORYLA06776	OFUSG25735.1.p1
OG0006497	ORYLA04913	OFUSG26162.2.p1, OFUSG26162.1.p1
OG0006498	ORYLA10742	OFUSG02085.1.p1
OG0006499	ORYLA13225	OFUSG25431.1.p1
OG0006500	ORYLA10496	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1
OG0006501	ORYLA03041	OFUSG11467.1.p1
OG0006502	ORYLA16801, ORYLA16800	OFUSG10803.1.p1
OG0006503	ORYLA00936	OFUSG14469.2.p1, OFUSG14469.1.p1
OG0006504	ORYLA03965	OFUSG15072.1.p1
OG0006505	ORYLA08906, ORYLA06614	OFUSG16553.1.p1
OG0006506	ORYLA08840	OFUSG01137.1.p1
OG0006507	ORYLA15791, ORYLA15790	OFUSG12744.1.p1
OG0006508	ORYLA14077	OFUSG18945.1.p1
OG0006509	ORYLA07227	OFUSG03651.1.p1
OG0006510	ORYLA14338	OFUSG20796.1.p1
OG0006511	ORYLA14129, ORYLA14130	OFUSG05200.1.p1
OG0006512	ORYLA01466	OFUSG21542.1.p1
OG0006513	ORYLA18476	OFUSG03683.1.p1
OG0006514	ORYLA20423	OFUSG02146.1.p1
OG0006515	ORYLA10705	OFUSG21785.1.p1
OG0006516	ORYLA10111, ORYLA10110	OFUSG12180.1.p1
OG0006517	ORYLA06301	OFUSG04272.1.p1, OFUSG04272.2.p1
OG0006518	ORYLA19034	OFUSG00809.1.p1
OG0006519	ORYLA11456	OFUSG12108.1.p1
OG0006520	ORYLA04037	OFUSG02676.1.p1, OFUSG02676.2.p1
OG0006523	ORYLA03670	OFUSG25098.1.p1
OG0006524	ORYLA14673	OFUSG06601.1.p1
OG0006525	ORYLA16237	OFUSG05605.1.p1, OFUSG05605.2.p1
OG0006527	ORYLA16408	OFUSG10020.1.p1
OG0006528	ORYLA08757	OFUSG16333.1.p1
OG0006530	ORYLA06110	OFUSG08937.1.p1, OFUSG08937.2.p1, OFUSG08940.1.p1
OG0006532	ORYLA12770	OFUSG21209.1.p1, OFUSG21209.2.p1
OG0006536	ORYLA00277	OFUSG18668.1.p1, OFUSG18668.2.p1
OG0006537	ORYLA18614	OFUSG03143.1.p1
OG0006538	ORYLA12235	OFUSG13745.1.p1
OG0006540	ORYLA04334	OFUSG14726.1.p1
OG0006542	ORYLA04038	OFUSG09004.1.p1
OG0006543	ORYLA05121	OFUSG21011.1.p1
OG0006544	ORYLA13799	OFUSG18629.1.p1
OG0006545	ORYLA01750	OFUSG15934.2.p1, OFUSG15934.1.p1
OG0006547	ORYLA04432	OFUSG18962.1.p1
OG0006549	ORYLA10840	OFUSG05487.1.p1
OG0006550	ORYLA11254	OFUSG06119.1.p1
OG0006552	ORYLA02423	OFUSG08440.1.p1
OG0006553	ORYLA00553	OFUSG11130.1.p1
OG0006554	ORYLA02770	OFUSG24021.1.p1
OG0006555	ORYLA08557	OFUSG26489.2.p1, OFUSG26489.1.p1
OG0006556	ORYLA10590	OFUSG03445.1.p1
OG0006557	ORYLA17641	OFUSG14941.1.p1
OG0006560	ORYLA11992	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1
OG0006561	ORYLA11401	OFUSG12514.1.p1
OG0006562	ORYLA02977	OFUSG24816.1.p1
OG0006563	ORYLA12120	OFUSG11471.1.p1
OG0006564	ORYLA03066	OFUSG14858.1.p1, OFUSG14858.2.p1
OG0006565	ORYLA19532, ORYLA14158	OFUSG18814.1.p1
OG0006566	ORYLA16816	OFUSG10028.1.p1
OG0006567	ORYLA14215	OFUSG17173.1.p1
OG0006568	ORYLA00111	OFUSG17701.1.p1
OG0006569	ORYLA04751	OFUSG12406.1.p1
OG0006570	ORYLA02088	OFUSG08159.1.p1
OG0006571	ORYLA18093	OFUSG19904.1.p1
OG0006573	ORYLA04375	OFUSG14956.1.p1, OFUSG14956.2.p1
OG0006574	ORYLA13477	OFUSG08878.1.p1
OG0006577	ORYLA04095	OFUSG09702.1.p1
OG0006578	ORYLA02514	OFUSG18955.1.p1
OG0006579	ORYLA07356	OFUSG26574.1.p1, OFUSG26574.2.p1
OG0006580	ORYLA18562	OFUSG04090.1.p1
OG0006581	ORYLA14939	OFUSG15947.1.p1
OG0006583	ORYLA11606	OFUSG00932.1.p1
OG0006584	ORYLA05604	OFUSG03955.1.p1
OG0006585	ORYLA04761	OFUSG25142.1.p1
OG0006586	ORYLA14580	OFUSG07058.1.p1
OG0006587	ORYLA03374	OFUSG11331.1.p1
OG0006588	ORYLA16204	OFUSG19522.1.p1
OG0006589	ORYLA19520	OFUSG06855.1.p1
OG0006590	ORYLA15302	OFUSG10587.1.p1
OG0006591	ORYLA05510	OFUSG13603.1.p1
OG0006592	ORYLA15483	OFUSG01351.1.p1
OG0006593	ORYLA07057	OFUSG17362.1.p1
OG0006594	ORYLA07714	OFUSG22740.1.p1
OG0006595	ORYLA08079	OFUSG10655.1.p1
OG0006597	ORYLA00971	OFUSG02614.1.p1
OG0006598	ORYLA17695	OFUSG19727.1.p1
OG0006600	ORYLA20055, ORYLA20054	OFUSG18292.1.p1
OG0006602	ORYLA00714	OFUSG12840.1.p1
OG0006603	ORYLA15058	OFUSG20547.1.p1
OG0006604	ORYLA03264	OFUSG14932.1.p1
OG0006605	ORYLA07521	OFUSG07817.1.p1
OG0006606	ORYLA15309	OFUSG00454.1.p1
OG0006607	ORYLA05978	OFUSG21232.1.p1
OG0006609	ORYLA09197	OFUSG02001.1.p1
OG0006610	ORYLA00548	OFUSG18091.1.p1
OG0006611	ORYLA16098	OFUSG04528.1.p1
OG0006613	ORYLA12182	OFUSG14105.1.p1
OG0006614	ORYLA10829	OFUSG01350.1.p1
OG0006615	ORYLA01747	OFUSG16559.1.p1
OG0006616	ORYLA06592	OFUSG13783.1.p1
OG0006617	ORYLA08547	OFUSG26038.1.p1
OG0006619	ORYLA06288	OFUSG17331.1.p1
OG0006620	ORYLA10618, ORYLA11720	OFUSG09973.1.p1, OFUSG09973.2.p1
OG0006621	ORYLA04538	OFUSG22792.2.p1, OFUSG22792.1.p1
OG0006622	ORYLA04282	OFUSG13902.1.p1
OG0006623	ORYLA14630	OFUSG08341.1.p1
OG0006624	ORYLA06131, ORYLA06132	OFUSG24399.1.p1
OG0006625	ORYLA12231	OFUSG24278.1.p1
OG0006626	ORYLA17629	OFUSG23882.1.p1
OG0006627	ORYLA17509	OFUSG00423.1.p1
OG0006628	ORYLA12154	OFUSG13146.1.p1
OG0006630	ORYLA12196	OFUSG04586.1.p1
OG0006631	ORYLA09701	OFUSG16224.1.p1
OG0006633	ORYLA06549	OFUSG13007.1.p1
OG0006635	ORYLA17870	OFUSG06292.1.p1
OG0006636	ORYLA05802	OFUSG10617.1.p1
OG0006637	ORYLA08373	OFUSG10278.1.p1
OG0006639	ORYLA00861, ORYLA00862, ORYLA07297	OFUSG13101.1.p1, OFUSG13101.3.p1, OFUSG13101.2.p1
OG0006640	ORYLA07344	OFUSG26127.1.p1
OG0006641	ORYLA10252	OFUSG12386.1.p1
OG0006642	ORYLA04894	OFUSG11052.2.p1, OFUSG11052.1.p1
OG0006645	ORYLA05680	OFUSG03917.1.p1
OG0006646	ORYLA12692, ORYLA12691	OFUSG09025.1.p1
OG0006648	ORYLA20356	OFUSG01878.1.p1
OG0006649	ORYLA16663	OFUSG25221.1.p1
OG0006650	ORYLA15299	OFUSG20882.1.p1
OG0006651	ORYLA04105	OFUSG00046.1.p1
OG0006652	ORYLA10471	OFUSG11400.1.p1
OG0006653	ORYLA06299	OFUSG20540.1.p1
OG0006654	ORYLA11524	OFUSG00452.1.p1
OG0006655	ORYLA17342	OFUSG19958.1.p1
OG0006657	ORYLA17971	OFUSG22199.1.p1
OG0006658	ORYLA11434	OFUSG17172.1.p1
OG0006660	ORYLA13850	OFUSG19060.2.p1, OFUSG19060.1.p1
OG0006661	ORYLA04185	OFUSG14188.1.p1
OG0006662	ORYLA14512	OFUSG08824.1.p1
OG0006663	ORYLA03621	OFUSG22165.1.p1
OG0006664	ORYLA09332	OFUSG25665.1.p1
OG0006667	ORYLA06327	OFUSG08145.1.p1
OG0006668	ORYLA08545	OFUSG02998.1.p1
OG0006669	ORYLA02526	OFUSG13077.1.p1
OG0006671	ORYLA18969	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1
OG0006672	ORYLA10362	OFUSG21580.1.p1, OFUSG05280.1.p1
OG0006673	ORYLA17788	OFUSG05657.1.p1
OG0006675	ORYLA11228	OFUSG06567.1.p1
OG0006676	ORYLA19082	OFUSG18148.1.p1
OG0006677	ORYLA05809	OFUSG11057.1.p1
OG0006678	ORYLA16789	OFUSG10168.1.p1
OG0006679	ORYLA07862	OFUSG05521.1.p1
OG0006680	ORYLA13976	OFUSG25575.1.p1
OG0006681	ORYLA11715	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006683	ORYLA15512	OFUSG05321.1.p1
OG0006684	ORYLA11012	OFUSG18660.1.p1
OG0006686	ORYLA18912	OFUSG07659.1.p1
OG0006687	ORYLA05969	OFUSG00286.1.p1, OFUSG00286.2.p1, OFUSG00286.3.p1
OG0006688	ORYLA07474	OFUSG20459.1.p1
OG0006689	ORYLA14988	OFUSG08609.1.p1
OG0006690	ORYLA15449	OFUSG06696.1.p1
OG0006691	ORYLA08252	OFUSG16702.1.p1
OG0006692	ORYLA18541	OFUSG24594.1.p1
OG0006693	ORYLA00439	OFUSG10949.2.p1, OFUSG10949.1.p1
OG0006694	ORYLA11331	OFUSG00920.1.p1
OG0006695	ORYLA03032	OFUSG11942.2.p1, OFUSG11942.1.p1
OG0006697	ORYLA08123, ORYLA04932	OFUSG19206.1.p1
OG0006698	ORYLA05714	OFUSG23145.1.p1
OG0006702	ORYLA01940	OFUSG17468.1.p1
OG0006703	ORYLA09239	OFUSG17467.1.p1
OG0006705	ORYLA13053	OFUSG26369.1.p1
OG0006706	ORYLA06274	OFUSG08397.1.p1
OG0006707	ORYLA15902	OFUSG08099.1.p1
OG0006708	ORYLA06046	OFUSG09261.1.p1
OG0006709	ORYLA09857	OFUSG15942.1.p1
OG0006710	ORYLA07507	OFUSG08433.1.p1
OG0006711	ORYLA12230	OFUSG08216.2.p1, OFUSG08216.1.p1
OG0006712	ORYLA16175	OFUSG20365.1.p1
OG0006713	ORYLA10516, ORYLA11956	OFUSG12181.1.p1
OG0006714	ORYLA03957, ORYLA01323	OFUSG05991.1.p1
OG0006715	ORYLA16203	OFUSG05666.2.p1, OFUSG05666.1.p1
OG0006716	ORYLA07108	OFUSG19704.1.p1
OG0006717	ORYLA01078	OFUSG11275.1.p1
OG0006718	ORYLA05056	OFUSG06334.1.p1
OG0006719	ORYLA00231	OFUSG17863.1.p1, OFUSG17863.2.p1
OG0006720	ORYLA13526	OFUSG25754.1.p1
OG0006721	ORYLA06875	OFUSG19919.1.p1
OG0006722	ORYLA19383	OFUSG21212.1.p1
OG0006723	ORYLA15389	OFUSG26548.1.p1, OFUSG26548.2.p1
OG0006724	ORYLA18498	OFUSG21328.1.p1
OG0006725	ORYLA13855	OFUSG08266.1.p1, OFUSG08266.2.p1
OG0006726	ORYLA18866	OFUSG13177.1.p1
OG0006727	ORYLA11933	OFUSG00260.1.p1
OG0006728	ORYLA05670	OFUSG16443.1.p1
OG0006729	ORYLA17444	OFUSG13327.1.p1
OG0006730	ORYLA15663	OFUSG01430.1.p1
OG0006731	ORYLA05562	OFUSG06606.1.p1
OG0006732	ORYLA18287	OFUSG12612.1.p1
OG0006733	ORYLA01038	OFUSG12388.1.p1
OG0006734	ORYLA19310	OFUSG12554.2.p1, OFUSG12554.1.p1
OG0006735	ORYLA14353	OFUSG06383.1.p1
OG0006737	ORYLA08275	OFUSG20388.1.p1
OG0006738	ORYLA19668	OFUSG04512.1.p1, OFUSG04512.2.p1
OG0006741	ORYLA14536	OFUSG06701.1.p1
OG0006742	ORYLA01030, ORYLA00302	OFUSG03313.1.p1
OG0006743	ORYLA15287	OFUSG06349.1.p1
OG0006745	ORYLA13304	OFUSG12641.1.p1
OG0006748	ORYLA06901	OFUSG19703.1.p1
OG0006749	ORYLA16853	OFUSG03600.1.p1
OG0006750	ORYLA11676	OFUSG21225.1.p1
OG0006752	ORYLA04133	OFUSG07006.1.p1
OG0006753	ORYLA10479	OFUSG11357.1.p1
OG0006754	ORYLA05668, ORYLA19170	OFUSG20799.2.p1, OFUSG20799.1.p1
OG0006755	ORYLA08778	OFUSG03174.1.p1
OG0006756	ORYLA08007	OFUSG10391.1.p1
OG0006757	ORYLA05170	OFUSG10397.1.p1, OFUSG10397.2.p1
OG0006759	ORYLA11258	OFUSG06758.4.p1, OFUSG06758.1.p1, OFUSG06758.2.p1, OFUSG06758.3.p1
OG0006760	ORYLA13106, ORYLA13107	OFUSG21191.1.p1
OG0006761	ORYLA00833	OFUSG02527.1.p1
OG0006762	ORYLA08143, ORYLA05165	OFUSG25265.1.p1
OG0006763	ORYLA02127, ORYLA05928, ORYLA16452	OFUSG07768.2.p1
OG0006764	ORYLA01520	OFUSG03696.1.p1, OFUSG02469.1.p1, OFUSG01080.1.p1
OG0006765	ORYLA12661	OFUSG05142.1.p1
OG0006766	ORYLA04462	OFUSG14742.1.p1
OG0006768	ORYLA05533	OFUSG09331.1.p1
OG0006769	ORYLA19703	OFUSG26103.1.p1
OG0006770	ORYLA12620	OFUSG20130.1.p1
OG0006772	ORYLA00394	OFUSG05966.1.p1
OG0006775	ORYLA07771	OFUSG11034.1.p1
OG0006776	ORYLA16494	OFUSG15876.1.p1
OG0006777	ORYLA12364	OFUSG11705.1.p1
OG0006780	ORYLA10161	OFUSG26802.1.p1, OFUSG26802.2.p1
OG0006784	ORYLA05674	OFUSG04222.1.p1
OG0006787	ORYLA05621, ORYLA05622, ORYLA08245	OFUSG13124.1.p1
OG0006788	ORYLA09114, ORYLA07553, ORYLA11546, ORYLA02108	OFUSG03607.1.p1
OG0006792	ORYLA08830, ORYLA11646, ORYLA11566	OFUSG19580.1.p1
OG0006826	ORYLA07190	OFUSG03216.1.p1
OG0006827	ORYLA19112	OFUSG26518.1.p1
OG0006828	ORYLA19553	OFUSG08532.1.p1
OG0006830	ORYLA04099	OFUSG24087.1.p1
OG0006831	ORYLA05295	OFUSG05716.1.p1
OG0006832	ORYLA10081	OFUSG11995.1.p1
OG0006833	ORYLA12166	OFUSG20872.1.p1
OG0006837	ORYLA03273	OFUSG09601.1.p1, OFUSG09601.2.p1
OG0006838	ORYLA16929	OFUSG10401.1.p1
OG0006842	ORYLA00868	OFUSG13281.1.p1
OG0006843	ORYLA18591	OFUSG09822.1.p1
OG0006844	ORYLA12172	OFUSG08788.1.p1
OG0006845	ORYLA04346	OFUSG11239.2.p1, OFUSG11239.1.p1
OG0006846	ORYLA10163	OFUSG11488.1.p1
OG0006848	ORYLA03872	OFUSG10911.1.p1
OG0006849	ORYLA04862	OFUSG11537.1.p1
OG0006850	ORYLA00398, ORYLA00397	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1
OG0006852	ORYLA11028	OFUSG23389.1.p1
OG0006853	ORYLA19226	OFUSG06439.1.p1
OG0006856	ORYLA07978	OFUSG20694.1.p1
OG0006857	ORYLA09522	OFUSG14086.1.p1
OG0006860	ORYLA12394	OFUSG20553.1.p1
OG0006861	ORYLA10051	OFUSG04617.1.p1
OG0006862	ORYLA10430	OFUSG11640.1.p1
OG0006864	ORYLA16704, ORYLA00881	OFUSG03675.2.p1, OFUSG03675.1.p1
OG0006865	ORYLA08635	OFUSG13822.1.p1, OFUSG13831.1.p1
OG0006870	ORYLA09718	OFUSG14003.1.p1
OG0006871	ORYLA13504	OFUSG24981.1.p1
OG0006872	ORYLA15278, ORYLA15279	OFUSG05241.1.p1
OG0006873	ORYLA17413	OFUSG14822.1.p1
OG0006874	ORYLA14058	OFUSG17867.2.p1, OFUSG17867.1.p1
OG0006875	ORYLA04531	OFUSG12528.1.p1
OG0006876	ORYLA13231	OFUSG23465.1.p1
OG0006877	ORYLA14665	OFUSG16387.1.p1
OG0006878	ORYLA06366	OFUSG13546.1.p1
OG0006880	ORYLA14486	OFUSG26215.1.p1
OG0006881	ORYLA03213	OFUSG02889.1.p1
OG0006882	ORYLA12470	OFUSG05203.1.p1
OG0006886	ORYLA01362	OFUSG01889.1.p1
OG0006887	ORYLA18327	OFUSG04466.1.p1
OG0006888	ORYLA13676	OFUSG13161.1.p1
OG0006890	ORYLA05057	OFUSG06585.1.p1
OG0006891	ORYLA12282	OFUSG24176.1.p1
OG0006892	ORYLA18584	OFUSG15808.1.p1
OG0006893	ORYLA00800	OFUSG09968.1.p1
OG0006894	ORYLA19918	OFUSG18389.1.p1
OG0006895	ORYLA08207	OFUSG21761.1.p1
OG0006896	ORYLA07408	OFUSG17847.1.p1
OG0006897	ORYLA17654	OFUSG09082.1.p1
OG0006898	ORYLA15253	OFUSG20735.1.p1
OG0006899	ORYLA01888, ORYLA07590	OFUSG26219.2.p1, OFUSG26219.1.p1
OG0006900	ORYLA10711	OFUSG00348.1.p1
OG0006904	ORYLA10752	OFUSG01695.1.p2
OG0006905	ORYLA14337	OFUSG04975.1.p1
OG0006906	ORYLA04358	OFUSG15448.1.p1
OG0006907	ORYLA11869	OFUSG13562.1.p1
OG0006908	ORYLA04532	OFUSG15397.1.p1
OG0006909	ORYLA20226	OFUSG06834.1.p1
OG0006911	ORYLA01075	OFUSG26598.1.p1, OFUSG26593.1.p1
OG0006912	ORYLA13590	OFUSG25692.1.p1
OG0006913	ORYLA06363	OFUSG08028.1.p1
OG0006914	ORYLA19783	OFUSG09464.1.p1
OG0006918	ORYLA05445	OFUSG26318.1.p1
OG0006919	ORYLA19417	OFUSG19194.1.p1
OG0006923	ORYLA02242	OFUSG00467.1.p1
OG0006924	ORYLA19320	OFUSG17158.1.p1
OG0006925	ORYLA10136	OFUSG07572.1.p1, OFUSG07572.2.p1
OG0006926	ORYLA02117	OFUSG17276.1.p1
OG0006927	ORYLA06863	OFUSG07179.1.p1
OG0006930	ORYLA17500, ORYLA17499	OFUSG00936.1.p1
OG0006931	ORYLA11673	OFUSG23547.1.p1
OG0006932	ORYLA16938	OFUSG10417.1.p1
OG0006934	ORYLA09930	OFUSG14725.1.p1
OG0006935	ORYLA10774	OFUSG15458.1.p1
OG0006936	ORYLA12502	OFUSG06570.1.p1
OG0006937	ORYLA09224	OFUSG26075.1.p1
OG0006938	ORYLA13900	OFUSG12471.1.p1
OG0006939	ORYLA10635	OFUSG17603.1.p1
OG0006940	ORYLA07819	OFUSG13186.1.p1
OG0006942	ORYLA01085	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	ORYLA11269	OFUSG08404.1.p1
OG0006944	ORYLA15875	OFUSG05635.1.p1
OG0006945	ORYLA19364	OFUSG24270.1.p1
OG0006946	ORYLA02739	OFUSG07877.1.p1
OG0006948	ORYLA05268	OFUSG18459.1.p1
OG0006949	ORYLA14891	OFUSG15878.1.p1
OG0006951	ORYLA01790	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	ORYLA02149	OFUSG20628.1.p1
OG0006953	ORYLA04011	OFUSG00884.1.p1
OG0006954	ORYLA10656	OFUSG25075.1.p1
OG0006957	ORYLA01524	OFUSG05470.1.p1
OG0006959	ORYLA07529	OFUSG09250.1.p1
OG0006960	ORYLA20075	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006962	ORYLA14243	OFUSG20929.1.p1
OG0006964	ORYLA06047	OFUSG00362.1.p1
OG0006967	ORYLA07736	OFUSG10677.1.p1
OG0006968	ORYLA07011	OFUSG23129.1.p1
OG0006969	ORYLA00904	OFUSG19497.1.p1
OG0006970	ORYLA01120	OFUSG24014.1.p1
OG0006971	ORYLA17898	OFUSG22447.1.p1
OG0006972	ORYLA15222	OFUSG20620.2.p1, OFUSG20620.1.p1
OG0006973	ORYLA11601	OFUSG00129.1.p1
OG0006974	ORYLA03114	OFUSG07891.1.p1
OG0006975	ORYLA05959	OFUSG00620.1.p1
OG0006976	ORYLA11643	OFUSG00399.1.p1
OG0006977	ORYLA14070	OFUSG18645.1.p1
OG0006979	ORYLA18967	OFUSG07394.1.p1
OG0006980	ORYLA18420	OFUSG21476.1.p1
OG0006981	ORYLA15231	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1
OG0006982	ORYLA08562, ORYLA08563	OFUSG06527.1.p1
OG0006984	ORYLA15233, ORYLA12089, ORYLA14709	OFUSG07203.1.p1, OFUSG07204.1.p1
OG0006987	ORYLA18444	OFUSG25536.1.p1
OG0006988	ORYLA16944	OFUSG26800.1.p1
OG0006989	ORYLA09680	OFUSG04394.1.p1
OG0006990	ORYLA12859	OFUSG10161.1.p1
OG0006991	ORYLA19862	OFUSG17185.1.p1
OG0006992	ORYLA07859, ORYLA07860	OFUSG19003.1.p1
OG0006993	ORYLA03063	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	ORYLA19038	OFUSG16405.1.p1
OG0006995	ORYLA01996	OFUSG08451.1.p1
OG0006996	ORYLA04870	OFUSG25256.1.p1, OFUSG25256.2.p1
OG0006997	ORYLA10925	OFUSG06281.1.p1
OG0006998	ORYLA07905	OFUSG16627.1.p1
OG0006999	ORYLA05329	OFUSG13743.1.p1
OG0007000	ORYLA17381	OFUSG06445.1.p1, OFUSG06445.2.p1
OG0007001	ORYLA10882	OFUSG00420.1.p1
OG0007002	ORYLA19238	OFUSG07702.1.p1
OG0007003	ORYLA15348, ORYLA12075	OFUSG18628.1.p1
OG0007004	ORYLA09056	OFUSG05431.1.p1
OG0007005	ORYLA03067	OFUSG24056.1.p1
OG0007006	ORYLA09127, ORYLA04167	OFUSG09513.1.p1
OG0007007	ORYLA19143	OFUSG08895.1.p1
OG0007008	ORYLA20301	OFUSG09347.1.p1
OG0007009	ORYLA17311	OFUSG04231.1.p1
OG0007010	ORYLA12802	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	ORYLA03574	OFUSG02616.1.p1
OG0007012	ORYLA07702	OFUSG18164.1.p1
OG0007013	ORYLA08186	OFUSG17828.1.p1
OG0007015	ORYLA15619	OFUSG20280.1.p1
OG0007016	ORYLA20315	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	ORYLA00928	OFUSG24635.1.p1
OG0007018	ORYLA01330	OFUSG17974.1.p1
OG0007021	ORYLA09538	OFUSG14112.1.p1
OG0007022	ORYLA14380	OFUSG16190.1.p1
OG0007023	ORYLA13776	OFUSG06199.1.p1
OG0007024	ORYLA14743	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	ORYLA19770	OFUSG07910.1.p1
OG0007026	ORYLA15372	OFUSG07544.1.p1
OG0007027	ORYLA15909	OFUSG05641.1.p1, OFUSG05641.2.p1
OG0007028	ORYLA06937	OFUSG13370.1.p1
