Orthogroup	ORYLA	AMPFI_ok
OG0006279	ORYLA09965	AMPFI_12209
OG0006280	ORYLA11567	AMPFI_13354
OG0006281	ORYLA20123	AMPFI_08305
OG0006283	ORYLA09291	AMPFI_09857
OG0006284	ORYLA09690	AMPFI_15640
OG0006285	ORYLA17251	AMPFI_09442
OG0006286	ORYLA07043	AMPFI_00384
OG0006287	ORYLA04687	AMPFI_23322
OG0006289	ORYLA16007	AMPFI_07047
OG0006290	ORYLA16144	AMPFI_15621
OG0006291	ORYLA13632	AMPFI_03057
OG0006292	ORYLA19865	AMPFI_02156
OG0006294	ORYLA11427	AMPFI_08840
OG0006295	ORYLA20007	AMPFI_12168
OG0006296	ORYLA11079	AMPFI_00354
OG0006297	ORYLA13740	AMPFI_03538
OG0006298	ORYLA16187	AMPFI_22421
OG0006299	ORYLA10630, ORYLA02251, ORYLA11710	AMPFI_15652
OG0006301	ORYLA10259	AMPFI_05956
OG0006302	ORYLA12680, ORYLA14790	AMPFI_24529
OG0006304	ORYLA10170, ORYLA11894	AMPFI_12955
OG0006305	ORYLA00895, ORYLA00418	AMPFI_06288
OG0006307	ORYLA17332	AMPFI_07621
OG0006309	ORYLA11286	AMPFI_22246
OG0006311	ORYLA14691	AMPFI_05300
OG0006312	ORYLA19224	AMPFI_19065
OG0006313	ORYLA18940	AMPFI_08699
OG0006314	ORYLA09968	AMPFI_00274
OG0006315	ORYLA04829	AMPFI_12726
OG0006317	ORYLA05717	AMPFI_10347
OG0006320	ORYLA15063	AMPFI_02196
OG0006321	ORYLA12059	AMPFI_06467, AMPFI_03793
OG0006322	ORYLA20137	AMPFI_18871
OG0006323	ORYLA08641	AMPFI_09840
OG0006324	ORYLA07027	AMPFI_15910, AMPFI_03322, AMPFI_04965
OG0006326	ORYLA06678	AMPFI_18484
OG0006327	ORYLA19841	AMPFI_08527
OG0006328	ORYLA02179, ORYLA02180	AMPFI_12066
OG0006330	ORYLA12144	AMPFI_04855
OG0006331	ORYLA03044	AMPFI_14220
OG0006332	ORYLA12489	AMPFI_14914
OG0006334	ORYLA00853	AMPFI_25859
OG0006335	ORYLA13756	AMPFI_07444
OG0006339	ORYLA02765	AMPFI_08797
OG0006340	ORYLA05277	AMPFI_12532
OG0006341	ORYLA17094	AMPFI_15945
OG0006343	ORYLA00514	AMPFI_00277, AMPFI_00654, AMPFI_19184
OG0006344	ORYLA09235, ORYLA07107	AMPFI_17205
OG0006345	ORYLA06394	AMPFI_19089, AMPFI_21303
OG0006347	ORYLA08655	AMPFI_08973
OG0006348	ORYLA17683	AMPFI_23765
OG0006350	ORYLA05826	AMPFI_24714
OG0006351	ORYLA09454	AMPFI_03732
OG0006352	ORYLA00408, ORYLA01498	AMPFI_00995
OG0006353	ORYLA03383	AMPFI_06451
OG0006354	ORYLA17693	AMPFI_07811
OG0006355	ORYLA14059	AMPFI_04748
OG0006356	ORYLA04352	AMPFI_25376
OG0006357	ORYLA13109	AMPFI_23363
OG0006359	ORYLA06276	AMPFI_13107
OG0006360	ORYLA11287	AMPFI_21111
OG0006361	ORYLA15180	AMPFI_13719
OG0006362	ORYLA05430	AMPFI_21721
OG0006363	ORYLA04345	AMPFI_07540
OG0006364	ORYLA17402, ORYLA17403	AMPFI_05920
OG0006365	ORYLA07547	AMPFI_25333
OG0006367	ORYLA10820	AMPFI_00225
OG0006368	ORYLA07849	AMPFI_14390, AMPFI_00586
OG0006370	ORYLA09199	AMPFI_02001
OG0006372	ORYLA10156	AMPFI_02843
OG0006373	ORYLA00612	AMPFI_06235, AMPFI_12816, AMPFI_17779
OG0006375	ORYLA07773	AMPFI_05100
OG0006376	ORYLA18136	AMPFI_06042
OG0006377	ORYLA02527	AMPFI_06121
OG0006379	ORYLA02129	AMPFI_06346
OG0006380	ORYLA01349	AMPFI_14500
OG0006381	ORYLA11043, ORYLA15094	AMPFI_07193
OG0006382	ORYLA10097, ORYLA10098	AMPFI_08946
OG0006383	ORYLA04517	AMPFI_09418
OG0006384	ORYLA17068	AMPFI_10036
OG0006386	ORYLA19015	AMPFI_10106
OG0006387	ORYLA10627	AMPFI_10442
OG0006388	ORYLA16292, ORYLA00766	AMPFI_10875
OG0006389	ORYLA12499	AMPFI_10944
OG0006390	ORYLA19642	AMPFI_11153
OG0006391	ORYLA03666	AMPFI_19852
OG0006392	ORYLA09388	AMPFI_11646
OG0006393	ORYLA00411, ORYLA13211	AMPFI_13332
OG0006394	ORYLA00283	AMPFI_13378
OG0006395	ORYLA19863	AMPFI_13661
OG0006396	ORYLA17433	AMPFI_14971
OG0006399	ORYLA17610	AMPFI_19186
OG0006401	ORYLA08618, ORYLA18378	AMPFI_20278
OG0006402	ORYLA00429	AMPFI_21913
OG0006442	ORYLA13339	AMPFI_22897
OG0006443	ORYLA04866	AMPFI_07202
OG0006446	ORYLA18017	AMPFI_10817
OG0006447	ORYLA18018	AMPFI_11947
OG0006448	ORYLA06428, ORYLA06429	AMPFI_06560
OG0006452	ORYLA14233	AMPFI_16030
OG0006454	ORYLA04312	AMPFI_05834
OG0006457	ORYLA14262	AMPFI_21736
OG0006459	ORYLA14803	AMPFI_24708
OG0006460	ORYLA04920	AMPFI_05880
OG0006461	ORYLA15523	AMPFI_09416
OG0006462	ORYLA07799	AMPFI_25276
OG0006463	ORYLA14103	AMPFI_13065
OG0006464	ORYLA13278	AMPFI_20431
OG0006465	ORYLA00104	AMPFI_08854
OG0006467	ORYLA12385	AMPFI_07080
OG0006468	ORYLA19099	AMPFI_25686
OG0006469	ORYLA00255	AMPFI_03365
OG0006470	ORYLA00368	AMPFI_09779
OG0006471	ORYLA19660	AMPFI_12192
OG0006472	ORYLA07638	AMPFI_15114
OG0006474	ORYLA17369	AMPFI_10985
OG0006475	ORYLA09150	AMPFI_07654
OG0006476	ORYLA04028	AMPFI_06528
OG0006477	ORYLA12051	AMPFI_11262
OG0006478	ORYLA18550	AMPFI_19049
OG0006479	ORYLA15648	AMPFI_06142
OG0006480	ORYLA00896	AMPFI_11426
OG0006481	ORYLA04413	AMPFI_25723
OG0006482	ORYLA17211	AMPFI_24557
OG0006483	ORYLA10393	AMPFI_16128
OG0006485	ORYLA07384, ORYLA07383	AMPFI_08915
OG0006486	ORYLA01412	AMPFI_16684
OG0006487	ORYLA15532, ORYLA15531	AMPFI_17903
OG0006488	ORYLA03055	AMPFI_11034
OG0006490	ORYLA14766	AMPFI_17883
OG0006491	ORYLA08851	AMPFI_11842
OG0006492	ORYLA15208	AMPFI_23136
OG0006493	ORYLA06218	AMPFI_02164
OG0006494	ORYLA06580	AMPFI_05737
OG0006495	ORYLA07421	AMPFI_07176
OG0006496	ORYLA06776	AMPFI_10689
OG0006497	ORYLA04913	AMPFI_06696
OG0006498	ORYLA10742	AMPFI_12161
OG0006499	ORYLA13225	AMPFI_10067
OG0006500	ORYLA10496	AMPFI_10686
OG0006501	ORYLA03041	AMPFI_25980
OG0006502	ORYLA16801, ORYLA16800	AMPFI_01184
OG0006503	ORYLA00936	AMPFI_14175
OG0006505	ORYLA08906, ORYLA06614	AMPFI_09747
OG0006506	ORYLA08840	AMPFI_20331
OG0006507	ORYLA15791, ORYLA15790	AMPFI_10834
OG0006508	ORYLA14077	AMPFI_11788
OG0006509	ORYLA07227	AMPFI_18650
OG0006510	ORYLA14338	AMPFI_07648
OG0006511	ORYLA14129, ORYLA14130	AMPFI_09796
OG0006512	ORYLA01466	AMPFI_15002
OG0006513	ORYLA18476	AMPFI_10162
OG0006514	ORYLA20423	AMPFI_21552
OG0006515	ORYLA10705	AMPFI_23080
OG0006516	ORYLA10111, ORYLA10110	AMPFI_09518
OG0006517	ORYLA06301	AMPFI_09029
OG0006518	ORYLA19034	AMPFI_09733
OG0006519	ORYLA11456	AMPFI_09462
OG0006520	ORYLA04037	AMPFI_20008
OG0006523	ORYLA03670	AMPFI_01535
OG0006525	ORYLA16237	AMPFI_11251
OG0006526	ORYLA19079	AMPFI_14770
OG0006527	ORYLA16408	AMPFI_06100
OG0006528	ORYLA08757	AMPFI_10398
OG0006530	ORYLA06110	AMPFI_21867, AMPFI_16011
OG0006532	ORYLA12770	AMPFI_11984
OG0006536	ORYLA00277	AMPFI_12044
OG0006537	ORYLA18614	AMPFI_10341
OG0006538	ORYLA12235	AMPFI_02030
OG0006540	ORYLA04334	AMPFI_19290
OG0006542	ORYLA04038	AMPFI_14637
OG0006543	ORYLA05121	AMPFI_06101
OG0006544	ORYLA13799	AMPFI_06224
OG0006545	ORYLA01750	AMPFI_13489
OG0006547	ORYLA04432	AMPFI_12172
OG0006549	ORYLA10840	AMPFI_05684
OG0006550	ORYLA11254	AMPFI_17947
OG0006551	ORYLA09374	AMPFI_11025
OG0006552	ORYLA02423	AMPFI_07606
OG0006553	ORYLA00553	AMPFI_10454
OG0006554	ORYLA02770	AMPFI_04096
OG0006555	ORYLA08557	AMPFI_14579
OG0006556	ORYLA10590	AMPFI_03232
OG0006559	ORYLA13088, ORYLA02615	AMPFI_02145
OG0006560	ORYLA11992	AMPFI_19755
OG0006562	ORYLA02977	AMPFI_09623
OG0006563	ORYLA12120	AMPFI_21613
OG0006564	ORYLA03066	AMPFI_05981
OG0006565	ORYLA19532, ORYLA14158	AMPFI_11901
OG0006566	ORYLA16816	AMPFI_03736
OG0006567	ORYLA14215	AMPFI_03510, AMPFI_07892
OG0006568	ORYLA00111	AMPFI_09823
OG0006569	ORYLA04751	AMPFI_04736
OG0006571	ORYLA18093	AMPFI_23157
OG0006573	ORYLA04375	AMPFI_04218
OG0006574	ORYLA13477	AMPFI_19066
OG0006577	ORYLA04095	AMPFI_00642
OG0006578	ORYLA02514	AMPFI_06349
OG0006579	ORYLA07356	AMPFI_03149
OG0006580	ORYLA18562	AMPFI_23358
OG0006581	ORYLA14939	AMPFI_11462
OG0006583	ORYLA11606	AMPFI_07167
OG0006584	ORYLA05604	AMPFI_02572
OG0006585	ORYLA04761	AMPFI_01004
OG0006586	ORYLA14580	AMPFI_11910
OG0006587	ORYLA03374	AMPFI_08526
OG0006588	ORYLA16204	AMPFI_22279
OG0006589	ORYLA19520	AMPFI_07432
OG0006590	ORYLA15302	AMPFI_10661
OG0006591	ORYLA05510	AMPFI_09907, AMPFI_00838
OG0006592	ORYLA15483	AMPFI_11061
OG0006593	ORYLA07057	AMPFI_11869
OG0006594	ORYLA07714	AMPFI_22653
OG0006595	ORYLA08079	AMPFI_07066
OG0006597	ORYLA00971	AMPFI_14301
OG0006598	ORYLA17695	AMPFI_19501
OG0006600	ORYLA20055, ORYLA20054	AMPFI_22394
OG0006602	ORYLA00714	AMPFI_07168
OG0006603	ORYLA15058	AMPFI_06187
OG0006604	ORYLA03264	AMPFI_05937
OG0006606	ORYLA15309	AMPFI_17025, AMPFI_02730
OG0006607	ORYLA05978	AMPFI_08824
OG0006609	ORYLA09197	AMPFI_06978
OG0006610	ORYLA00548	AMPFI_09328
OG0006611	ORYLA16098	AMPFI_21041
OG0006612	ORYLA12921	AMPFI_15592
OG0006613	ORYLA12182	AMPFI_15015
OG0006614	ORYLA10829	AMPFI_10524
OG0006615	ORYLA01747	AMPFI_13199
OG0006616	ORYLA06592	AMPFI_05408
OG0006619	ORYLA06288	AMPFI_23367
OG0006620	ORYLA10618, ORYLA11720	AMPFI_11795
OG0006622	ORYLA04282	AMPFI_08817
OG0006623	ORYLA14630	AMPFI_15671
OG0006624	ORYLA06131, ORYLA06132	AMPFI_06811
OG0006626	ORYLA17629	AMPFI_23212
OG0006627	ORYLA17509	AMPFI_12667
OG0006628	ORYLA12154	AMPFI_17508, AMPFI_03133, AMPFI_00854
OG0006630	ORYLA12196	AMPFI_10137
OG0006631	ORYLA09701	AMPFI_11411
OG0006633	ORYLA06549	AMPFI_25785
OG0006634	ORYLA05221	AMPFI_08119, AMPFI_16357
OG0006635	ORYLA17870	AMPFI_03502
OG0006636	ORYLA05802	AMPFI_04565
OG0006637	ORYLA08373	AMPFI_14025
OG0006640	ORYLA07344	AMPFI_03675
OG0006641	ORYLA10252	AMPFI_04910
OG0006642	ORYLA04894	AMPFI_08414
OG0006645	ORYLA05680	AMPFI_10382
OG0006646	ORYLA12692, ORYLA12691	AMPFI_19853
OG0006647	ORYLA06525	AMPFI_05250
OG0006649	ORYLA16663	AMPFI_16709
OG0006650	ORYLA15299	AMPFI_21571
OG0006651	ORYLA04105	AMPFI_14545, AMPFI_14544
OG0006653	ORYLA06299	AMPFI_11904
OG0006654	ORYLA11524	AMPFI_10612
OG0006655	ORYLA17342	AMPFI_20781
OG0006657	ORYLA17971	AMPFI_05148
OG0006658	ORYLA11434	AMPFI_09511
OG0006660	ORYLA13850	AMPFI_18652
OG0006661	ORYLA04185	AMPFI_11353
OG0006662	ORYLA14512	AMPFI_03231
OG0006663	ORYLA03621	AMPFI_07743
OG0006664	ORYLA09332	AMPFI_18050
OG0006666	ORYLA20165	AMPFI_11045
OG0006667	ORYLA06327	AMPFI_18059
OG0006668	ORYLA08545	AMPFI_07313
OG0006669	ORYLA02526	AMPFI_09179
OG0006671	ORYLA18969	AMPFI_11968
OG0006672	ORYLA10362	AMPFI_14221
OG0006673	ORYLA17788	AMPFI_14877
OG0006675	ORYLA11228	AMPFI_15480
OG0006676	ORYLA19082, ORYLA20332, ORYLA20330	AMPFI_11139
OG0006677	ORYLA05809	AMPFI_13068
OG0006678	ORYLA16789	AMPFI_06249
OG0006679	ORYLA07862	AMPFI_05721
OG0006680	ORYLA13976	AMPFI_12617, AMPFI_10970
OG0006681	ORYLA11715	AMPFI_05590
OG0006683	ORYLA15512	AMPFI_03467
OG0006684	ORYLA11012	AMPFI_01015
OG0006685	ORYLA11878, ORYLA08944	AMPFI_00727, AMPFI_21410, AMPFI_19005
OG0006686	ORYLA18912	AMPFI_25558
OG0006687	ORYLA05969	AMPFI_08525
OG0006688	ORYLA07474	AMPFI_08024
OG0006689	ORYLA14988	AMPFI_09171
OG0006690	ORYLA15449	AMPFI_14968
OG0006692	ORYLA18541	AMPFI_02498
OG0006693	ORYLA00439	AMPFI_12142
OG0006694	ORYLA11331	AMPFI_03151
OG0006695	ORYLA03032	AMPFI_05886
OG0006696	ORYLA04969, ORYLA10116	AMPFI_05839
OG0006697	ORYLA08123, ORYLA04932	AMPFI_18729
OG0006702	ORYLA01940	AMPFI_17003
OG0006703	ORYLA09239	AMPFI_07514
OG0006705	ORYLA13053	AMPFI_16029
OG0006706	ORYLA06274	AMPFI_13283
OG0006708	ORYLA06046	AMPFI_10926
OG0006709	ORYLA09857	AMPFI_21329
OG0006710	ORYLA07507	AMPFI_20886
OG0006712	ORYLA16175	AMPFI_05255
OG0006713	ORYLA10516, ORYLA11956	AMPFI_08836
OG0006714	ORYLA03957, ORYLA01323	AMPFI_13991
OG0006715	ORYLA16203	AMPFI_23767
OG0006717	ORYLA01078	AMPFI_01802
OG0006718	ORYLA05056	AMPFI_07877
OG0006719	ORYLA00231	AMPFI_25280
OG0006720	ORYLA13526	AMPFI_03343
OG0006721	ORYLA06875	AMPFI_19440
OG0006722	ORYLA19383	AMPFI_10729
OG0006723	ORYLA15389	AMPFI_25498
OG0006725	ORYLA13855	AMPFI_20001
OG0006726	ORYLA18866	AMPFI_06499
OG0006727	ORYLA11933	AMPFI_01585
OG0006729	ORYLA17444	AMPFI_04655
OG0006730	ORYLA15663	AMPFI_06679
OG0006731	ORYLA05562	AMPFI_08772
OG0006732	ORYLA18287	AMPFI_18470
OG0006733	ORYLA01038	AMPFI_02251
OG0006734	ORYLA19310	AMPFI_20929, AMPFI_20928
OG0006737	ORYLA08275	AMPFI_01450
OG0006738	ORYLA19668	AMPFI_07984
OG0006739	ORYLA19509	AMPFI_08561
OG0006741	ORYLA14536	AMPFI_00461
OG0006742	ORYLA01030, ORYLA00302	AMPFI_07896
OG0006743	ORYLA15287	AMPFI_00788
OG0006744	ORYLA10819	AMPFI_01115
OG0006745	ORYLA13304	AMPFI_01220, AMPFI_16543
OG0006747	ORYLA10130, ORYLA03049	AMPFI_03041
OG0006748	ORYLA06901	AMPFI_03340
OG0006749	ORYLA16853	AMPFI_18893
OG0006750	ORYLA11676	AMPFI_04945
OG0006752	ORYLA04133	AMPFI_17541
OG0006753	ORYLA10479	AMPFI_06164
OG0006754	ORYLA05668, ORYLA19170	AMPFI_06462
OG0006755	ORYLA08778	AMPFI_06654
OG0006756	ORYLA08007	AMPFI_19520
OG0006757	ORYLA05170	AMPFI_07042
OG0006759	ORYLA11258	AMPFI_08740
OG0006760	ORYLA13106, ORYLA13107	AMPFI_09555
OG0006761	ORYLA00833	AMPFI_09705
OG0006762	ORYLA08143, ORYLA05165	AMPFI_10593
OG0006763	ORYLA02127, ORYLA05928, ORYLA16452	AMPFI_11719
OG0006764	ORYLA01520	AMPFI_11801
OG0006765	ORYLA12661	AMPFI_12141
OG0006766	ORYLA04462	AMPFI_12392
OG0006768	ORYLA05533	AMPFI_13299
OG0006769	ORYLA19703	AMPFI_14038
OG0006770	ORYLA12620	AMPFI_16289
OG0006771	ORYLA15857, ORYLA11311	AMPFI_20337
OG0006772	ORYLA00394	AMPFI_18299
OG0006775	ORYLA07771	AMPFI_20249
OG0006776	ORYLA16494	AMPFI_20448
OG0006777	ORYLA12364	AMPFI_20964
OG0006780	ORYLA10161	AMPFI_24381
OG0006826	ORYLA07190	AMPFI_21636
OG0006828	ORYLA19553	AMPFI_04049, AMPFI_19655, AMPFI_04309
OG0006829	ORYLA20486	AMPFI_10798
OG0006830	ORYLA04099	AMPFI_10183
OG0006831	ORYLA05295	AMPFI_22424
OG0006832	ORYLA10081	AMPFI_00483
OG0006833	ORYLA12166	AMPFI_09046
OG0006837	ORYLA03273	AMPFI_10070
OG0006838	ORYLA16929	AMPFI_03070
OG0006842	ORYLA00868	AMPFI_06417
OG0006843	ORYLA18591	AMPFI_16202, AMPFI_16995
OG0006844	ORYLA12172	AMPFI_10399
OG0006845	ORYLA04346	AMPFI_09743
OG0006846	ORYLA10163	AMPFI_03085
OG0006848	ORYLA03872	AMPFI_18769
OG0006849	ORYLA04862	AMPFI_06284
OG0006850	ORYLA00398, ORYLA00397	AMPFI_14881
OG0006851	ORYLA08359	AMPFI_17600
OG0006852	ORYLA11028	AMPFI_13582
OG0006853	ORYLA19226	AMPFI_20366
OG0006856	ORYLA07978	AMPFI_04448
OG0006857	ORYLA09522	AMPFI_22717
OG0006860	ORYLA12394	AMPFI_10618
OG0006861	ORYLA10051	AMPFI_09686
OG0006862	ORYLA10430	AMPFI_05349
OG0006863	ORYLA09121	AMPFI_14102, AMPFI_03794
OG0006864	ORYLA16704, ORYLA00881	AMPFI_14090
OG0006865	ORYLA08635	AMPFI_13506
OG0006870	ORYLA09718	AMPFI_05126
OG0006871	ORYLA13504	AMPFI_10294
OG0006872	ORYLA15278, ORYLA15279	AMPFI_13550
OG0006873	ORYLA17413	AMPFI_13615
OG0006874	ORYLA14058	AMPFI_05028
OG0006875	ORYLA04531	AMPFI_24435, AMPFI_14505
OG0006876	ORYLA13231	AMPFI_08220
OG0006877	ORYLA14665	AMPFI_19680
OG0006878	ORYLA06366	AMPFI_10223
OG0006879	ORYLA11007	AMPFI_25263
OG0006880	ORYLA14486	AMPFI_12811
OG0006881	ORYLA03213	AMPFI_12801
OG0006886	ORYLA01362	AMPFI_12366
OG0006887	ORYLA18327	AMPFI_10614
OG0006888	ORYLA13676	AMPFI_11798
OG0006889	ORYLA15285	AMPFI_10349
OG0006890	ORYLA05057	AMPFI_06179
OG0006891	ORYLA12282	AMPFI_10153
OG0006892	ORYLA18584	AMPFI_04975
OG0006893	ORYLA00800	AMPFI_01490
OG0006895	ORYLA08207	AMPFI_21480, AMPFI_17058
OG0006896	ORYLA07408	AMPFI_23895, AMPFI_02039
OG0006897	ORYLA17654	AMPFI_08177
OG0006898	ORYLA15253	AMPFI_13011
OG0006899	ORYLA01888, ORYLA07590	AMPFI_13416
OG0006900	ORYLA10711	AMPFI_19377
OG0006901	ORYLA19363	AMPFI_24896
OG0006903	ORYLA05646, ORYLA07893, ORYLA16398	AMPFI_22719
OG0006904	ORYLA10752	AMPFI_25492
OG0006905	ORYLA14337	AMPFI_15393
OG0006906	ORYLA04358	AMPFI_24996
OG0006907	ORYLA11869	AMPFI_08400
OG0006909	ORYLA20226	AMPFI_14481, AMPFI_00666
OG0006911	ORYLA01075	AMPFI_20108
OG0006912	ORYLA13590	AMPFI_14206, AMPFI_22688
OG0006913	ORYLA06363	AMPFI_24890
OG0006914	ORYLA19783	AMPFI_06074
OG0006917	ORYLA18342	AMPFI_06566
OG0006918	ORYLA05445	AMPFI_10696
OG0006919	ORYLA19417	AMPFI_02944
OG0006920	ORYLA09599	AMPFI_10884
OG0006923	ORYLA02242	AMPFI_08393
OG0006924	ORYLA19320	AMPFI_17424
OG0006925	ORYLA10136	AMPFI_14947
OG0006926	ORYLA02117	AMPFI_09334
OG0006927	ORYLA06863	AMPFI_22332
OG0006929	ORYLA05323	AMPFI_15906
OG0006931	ORYLA11673	AMPFI_14829, AMPFI_22093
OG0006932	ORYLA16938	AMPFI_06908
OG0006934	ORYLA09930	AMPFI_13627
OG0006935	ORYLA10774	AMPFI_06775
OG0006936	ORYLA12502	AMPFI_01142
OG0006937	ORYLA09224	AMPFI_14568
OG0006939	ORYLA10635	AMPFI_00736
OG0006940	ORYLA07819	AMPFI_16402
OG0006942	ORYLA01085	AMPFI_07605
OG0006943	ORYLA11269	AMPFI_06307
OG0006944	ORYLA15875	AMPFI_05110
OG0006945	ORYLA19364	AMPFI_01614
OG0006946	ORYLA02739	AMPFI_00482
OG0006949	ORYLA14891	AMPFI_13736
OG0006951	ORYLA01790	AMPFI_18733
OG0006952	ORYLA02149	AMPFI_09145
OG0006953	ORYLA04011	AMPFI_16258
OG0006954	ORYLA10656	AMPFI_10356
OG0006955	ORYLA11271	AMPFI_17685
OG0006957	ORYLA01524	AMPFI_21241
OG0006959	ORYLA07529	AMPFI_13745
OG0006960	ORYLA20075	AMPFI_10218
OG0006962	ORYLA14243	AMPFI_08199
OG0006964	ORYLA06047	AMPFI_13035
OG0006967	ORYLA07736	AMPFI_20325
OG0006968	ORYLA07011	AMPFI_08216
OG0006969	ORYLA00904	AMPFI_09726
OG0006970	ORYLA01120	AMPFI_06662
OG0006971	ORYLA17898	AMPFI_14130
OG0006972	ORYLA15222	AMPFI_11218
OG0006973	ORYLA11601	AMPFI_05114
OG0006974	ORYLA03114	AMPFI_19045
OG0006975	ORYLA05959	AMPFI_12753
OG0006976	ORYLA11643	AMPFI_11995
OG0006977	ORYLA14070	AMPFI_09374
OG0006978	ORYLA17389	AMPFI_11811, AMPFI_24207
OG0006979	ORYLA18967	AMPFI_14493
OG0006980	ORYLA18420	AMPFI_12230
OG0006981	ORYLA15231	AMPFI_00245
OG0006982	ORYLA08562, ORYLA08563	AMPFI_11090
OG0006983	ORYLA15643	AMPFI_14172
OG0006988	ORYLA16944	AMPFI_24904, AMPFI_02202
OG0006989	ORYLA09680	AMPFI_03226
OG0006990	ORYLA12859	AMPFI_11887
OG0006991	ORYLA19862	AMPFI_07612
OG0006992	ORYLA07859, ORYLA07860	AMPFI_21431
OG0006993	ORYLA03063	AMPFI_01326
OG0006994	ORYLA19038	AMPFI_02391
OG0006995	ORYLA01996	AMPFI_12939
OG0006997	ORYLA10925	AMPFI_06778
OG0006998	ORYLA07905	AMPFI_23858
OG0006999	ORYLA05329	AMPFI_03627
OG0007000	ORYLA17381	AMPFI_00549
OG0007001	ORYLA10882	AMPFI_09798
OG0007003	ORYLA15348, ORYLA12075	AMPFI_06800
OG0007004	ORYLA09056	AMPFI_01008
OG0007005	ORYLA03067	AMPFI_13442
OG0007006	ORYLA09127, ORYLA04167	AMPFI_19647
OG0007007	ORYLA19143	AMPFI_23823
OG0007008	ORYLA20301	AMPFI_13646
OG0007009	ORYLA17311	AMPFI_00275
OG0007010	ORYLA12802	AMPFI_17159
OG0007011	ORYLA03574	AMPFI_21944
OG0007012	ORYLA07702	AMPFI_17251
OG0007013	ORYLA08186	AMPFI_07544, AMPFI_03127
OG0007015	ORYLA15619	AMPFI_13502
OG0007016	ORYLA20315	AMPFI_09621
OG0007018	ORYLA01330	AMPFI_23594
OG0007021	ORYLA09538	AMPFI_10039
OG0007022	ORYLA14380	AMPFI_18990
OG0007023	ORYLA13776	AMPFI_09160
OG0007024	ORYLA14743	AMPFI_08761
OG0007025	ORYLA19770	AMPFI_15749
OG0007026	ORYLA15372	AMPFI_14789
OG0007027	ORYLA15909	AMPFI_21576
OG0007028	ORYLA06937	AMPFI_00486
OG0007030	ORYLA00487	AMPFI_10233
OG0007031	ORYLA12964	AMPFI_09873
OG0007032	ORYLA18196	AMPFI_19209
OG0007033	ORYLA11802	AMPFI_06964
OG0007034	ORYLA13978	AMPFI_03185
OG0007035	ORYLA03436	AMPFI_25418
OG0007036	ORYLA01654	AMPFI_06158
OG0007037	ORYLA09849	AMPFI_06018
OG0007038	ORYLA15687	AMPFI_15334
OG0007039	ORYLA10444	AMPFI_14288
OG0007040	ORYLA15293	AMPFI_05605
OG0007041	ORYLA12169, ORYLA14638	AMPFI_08097
OG0007042	ORYLA05629	AMPFI_23647
OG0007044	ORYLA19075	AMPFI_12621
OG0007046	ORYLA10686	AMPFI_22387
OG0007047	ORYLA02086	AMPFI_21115
OG0007048	ORYLA16978	AMPFI_11198
OG0007050	ORYLA20452	AMPFI_12891
OG0007052	ORYLA15339, ORYLA19989	AMPFI_08379
OG0007053	ORYLA16394	AMPFI_11530
OG0007055	ORYLA17619	AMPFI_18150
OG0007058	ORYLA03722	AMPFI_14253
OG0007059	ORYLA07836	AMPFI_06026
OG0007060	ORYLA05548	AMPFI_02194
OG0007061	ORYLA00894	AMPFI_25901
OG0007062	ORYLA03640	AMPFI_13658
OG0007063	ORYLA05804	AMPFI_08500
OG0007064	ORYLA20409	AMPFI_05178
OG0007065	ORYLA14600	AMPFI_15568
OG0007066	ORYLA02140	AMPFI_12944
OG0007068	ORYLA07348	AMPFI_09888
OG0007072	ORYLA12666	AMPFI_18252, AMPFI_16229
OG0007073	ORYLA03515	AMPFI_14976
OG0007074	ORYLA06899	AMPFI_09163
OG0007075	ORYLA17760	AMPFI_05630
OG0007076	ORYLA11263	AMPFI_19099
OG0007077	ORYLA12778	AMPFI_06540
OG0007078	ORYLA06143	AMPFI_09494
OG0007080	ORYLA11474	AMPFI_26007
OG0007081	ORYLA16483	AMPFI_03841
OG0007082	ORYLA19534	AMPFI_24447
OG0007083	ORYLA02087	AMPFI_02939
OG0007084	ORYLA18994	AMPFI_05390
OG0007086	ORYLA15347	AMPFI_12116
OG0007088	ORYLA06446	AMPFI_22367
OG0007090	ORYLA12938	AMPFI_05362
OG0007091	ORYLA10611	AMPFI_22286
OG0007092	ORYLA11433	AMPFI_07515
OG0007093	ORYLA12432	AMPFI_19322
OG0007094	ORYLA10462	AMPFI_10492
OG0007095	ORYLA05795	AMPFI_16541
OG0007096	ORYLA13346, ORYLA06995	AMPFI_20333
OG0007098	ORYLA15262	AMPFI_24023
OG0007099	ORYLA00040	AMPFI_04664
OG0007100	ORYLA13677	AMPFI_06660
OG0007102	ORYLA09553	AMPFI_14013
OG0007103	ORYLA08342	AMPFI_21498
OG0007104	ORYLA03154	AMPFI_00278
OG0007105	ORYLA07523	AMPFI_06051
OG0007106	ORYLA13818	AMPFI_22589
OG0007108	ORYLA04528	AMPFI_22334
OG0007111	ORYLA11279	AMPFI_09811
OG0007112	ORYLA19964	AMPFI_09312
OG0007113	ORYLA15522, ORYLA13775	AMPFI_08709
OG0007114	ORYLA05387, ORYLA02077	AMPFI_23838
OG0007117	ORYLA11159	AMPFI_14953
OG0007118	ORYLA18746	AMPFI_07879
OG0007119	ORYLA13244	AMPFI_10991
