Orthogroup	ORYLA	BRAFL
OG0006258	ORYLA02984	bflo_08012
OG0006259	ORYLA13353	bflo_01572
OG0006260	ORYLA18938	bflo_11688
OG0006261	ORYLA11026, ORYLA14160	bflo_11759
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	bflo_13775
OG0006263	ORYLA09051	bflo_13999
OG0006264	ORYLA17584	bflo_20207
OG0006266	ORYLA12795	bflo_16785
OG0006267	ORYLA02355	bflo_09297
OG0006268	ORYLA16048	bflo_24468
OG0006269	ORYLA19375	bflo_11642
OG0006270	ORYLA02562, ORYLA02561	bflo_05040
OG0006271	ORYLA08585	bflo_04493
OG0006272	ORYLA17653, ORYLA02479, ORYLA07311	bflo_18786
OG0006273	ORYLA06300	bflo_13704
OG0006275	ORYLA10683	bflo_16471
OG0006277	ORYLA03972, ORYLA03476	bflo_20538, bflo_20530
OG0006278	ORYLA06895, ORYLA16134	bflo_20053
OG0006279	ORYLA09965	bflo_17537
OG0006280	ORYLA11567	bflo_04839
OG0006281	ORYLA20123	bflo_24466
OG0006282	ORYLA13164	bflo_02122, bflo_02747, bflo_08061
OG0006283	ORYLA09291	bflo_00422
OG0006285	ORYLA17251	bflo_16122
OG0006286	ORYLA07043	bflo_18971
OG0006288	ORYLA10709	bflo_20374
OG0006289	ORYLA14057, ORYLA16007	bflo_11685
OG0006290	ORYLA16144	bflo_24409
OG0006291	ORYLA13632	bflo_14924
OG0006292	ORYLA19865	bflo_13894
OG0006294	ORYLA11427	bflo_16221
OG0006295	ORYLA20007	bflo_20106
OG0006296	ORYLA11079	bflo_12264
OG0006297	ORYLA13740	bflo_11455
OG0006298	ORYLA16187	bflo_02661
OG0006301	ORYLA10259	bflo_11595
OG0006302	ORYLA12680, ORYLA14790	bflo_01595
OG0006303	ORYLA19425, ORYLA05900	bflo_17565
OG0006304	ORYLA10170, ORYLA11894	bflo_14203
OG0006305	ORYLA00895, ORYLA00418	bflo_08977
OG0006306	ORYLA05428	bflo_17978
OG0006307	ORYLA17332	bflo_25286
OG0006309	ORYLA11286	bflo_03102
OG0006311	ORYLA14691	bflo_19318
OG0006312	ORYLA19224	bflo_07378
OG0006313	ORYLA18940	bflo_07043, bflo_10742
OG0006314	ORYLA09968	bflo_07683
OG0006315	ORYLA04829	bflo_22085
OG0006317	ORYLA05717	bflo_08654, bflo_04834
OG0006318	ORYLA08694	bflo_17785
OG0006320	ORYLA15063	bflo_05610
OG0006321	ORYLA12059	bflo_13034
OG0006322	ORYLA20137	bflo_12481
OG0006323	ORYLA08641	bflo_14271, bflo_14647
OG0006324	ORYLA07027	bflo_13519
OG0006326	ORYLA06678	bflo_16206
OG0006327	ORYLA19841	bflo_00309
OG0006328	ORYLA02179, ORYLA02180	bflo_05901
OG0006329	ORYLA17793	bflo_09310
OG0006330	ORYLA12144	bflo_06068
OG0006331	ORYLA03044	bflo_14428
OG0006332	ORYLA12489	bflo_01909
OG0006333	ORYLA09732, ORYLA10226	bflo_17612
OG0006334	ORYLA00853	bflo_25899
OG0006335	ORYLA13756	bflo_26558
OG0006338	ORYLA07080, ORYLA13064	bflo_06097
OG0006339	ORYLA02765	bflo_20035
OG0006340	ORYLA05277	bflo_07116
OG0006341	ORYLA17094	bflo_08361
OG0006343	ORYLA00514	bflo_15442
OG0006344	ORYLA09235, ORYLA07107	bflo_00813
OG0006345	ORYLA06394	bflo_01943
OG0006346	ORYLA03560	bflo_01146
OG0006347	ORYLA08655	bflo_19080
OG0006348	ORYLA17683	bflo_07405
OG0006350	ORYLA05826	bflo_08058
OG0006352	ORYLA00408, ORYLA01498	bflo_08289
OG0006353	ORYLA03383	bflo_24274
OG0006354	ORYLA17693	bflo_05295
OG0006355	ORYLA14059	bflo_12478
OG0006356	ORYLA04352	bflo_20389
OG0006357	ORYLA06338, ORYLA13109	bflo_24141
OG0006359	ORYLA06276	bflo_15575
OG0006360	ORYLA11287	bflo_03385, bflo_03153
OG0006361	ORYLA15180	bflo_05840
OG0006362	ORYLA05430	bflo_18189
OG0006363	ORYLA04345	bflo_09433
OG0006364	ORYLA17402	bflo_07999
OG0006365	ORYLA07547	bflo_14330
OG0006366	ORYLA03615	bflo_22239, bflo_22237
OG0006367	ORYLA10820	bflo_06248, bflo_06247
OG0006368	ORYLA07849	bflo_18515
OG0006370	ORYLA09199	bflo_26334
OG0006372	ORYLA10156	bflo_12563
OG0006373	ORYLA00612	bflo_04170
OG0006375	ORYLA07773	bflo_23851
OG0006376	ORYLA18136	bflo_16217
OG0006377	ORYLA02527	bflo_11135
OG0006379	ORYLA02129	bflo_05849
OG0006380	ORYLA01349	bflo_15110
OG0006381	ORYLA11043, ORYLA15094	bflo_11104
OG0006382	ORYLA10097, ORYLA10098	bflo_22436
OG0006383	ORYLA04517	bflo_07440
OG0006384	ORYLA17068	bflo_03084
OG0006386	ORYLA19015	bflo_01615
OG0006387	ORYLA10627	bflo_17863
OG0006388	ORYLA16292, ORYLA00766	bflo_22694
OG0006389	ORYLA12499	bflo_18130
OG0006390	ORYLA19642	bflo_11594
OG0006391	ORYLA03666	bflo_15883
OG0006392	ORYLA09388	bflo_17615
OG0006393	ORYLA00411, ORYLA13211	bflo_06225
OG0006394	ORYLA00283	bflo_23411
OG0006395	ORYLA19863	bflo_06376
OG0006396	ORYLA17433	bflo_16107
OG0006399	ORYLA17610	bflo_20644
OG0006401	ORYLA08618, ORYLA18378	bflo_14726
OG0006402	ORYLA00429	bflo_15109
OG0006404	ORYLA14845	bflo_09516
OG0006405	ORYLA01525, ORYLA14866	bflo_03370
OG0006407	ORYLA05579	bflo_18602
OG0006408	ORYLA11884, ORYLA11885	bflo_15259
OG0006410	ORYLA09527, ORYLA10379, ORYLA11808	bflo_04332
OG0006412	ORYLA15509, ORYLA06551, ORYLA05994, ORYLA11538	bflo_04438
OG0006413	ORYLA16234, ORYLA14330, ORYLA14388, ORYLA10909	bflo_11076
OG0006414	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069	bflo_01049
OG0006415	ORYLA00661, ORYLA01125, ORYLA04012, ORYLA03262	bflo_06352
OG0006416	ORYLA09047	bflo_20798, bflo_20796, bflo_15415
OG0006442	ORYLA13339	bflo_13908
OG0006443	ORYLA04866	bflo_14515
OG0006446	ORYLA18017	bflo_15544
OG0006447	ORYLA18018	bflo_16566
OG0006448	ORYLA06428, ORYLA06429	bflo_19539
OG0006449	ORYLA02199	bflo_01188
OG0006452	ORYLA14233	bflo_12103
OG0006454	ORYLA04312	bflo_20245
OG0006456	ORYLA01861	bflo_10513
OG0006457	ORYLA14262	bflo_01628
OG0006459	ORYLA14803	bflo_06293
OG0006460	ORYLA04920	bflo_21998
OG0006461	ORYLA15523	bflo_11702
OG0006462	ORYLA07799	bflo_23860
OG0006463	ORYLA14103	bflo_02802
OG0006464	ORYLA13278	bflo_21869
OG0006465	ORYLA00104	bflo_19143
OG0006467	ORYLA12385	bflo_13935
OG0006468	ORYLA19099	bflo_13078
OG0006469	ORYLA00255	bflo_23774
OG0006470	ORYLA00368	bflo_07907
OG0006471	ORYLA19660	bflo_26062
OG0006472	ORYLA07638	bflo_25166
OG0006474	ORYLA17369	bflo_20828
OG0006475	ORYLA09150	bflo_18753
OG0006476	ORYLA04028	bflo_15113
OG0006477	ORYLA12051	bflo_07560
OG0006478	ORYLA18550	bflo_25612
OG0006479	ORYLA15648	bflo_24039
OG0006480	ORYLA00896	bflo_00678
OG0006481	ORYLA04413	bflo_06049
OG0006482	ORYLA17211	bflo_20797
OG0006483	ORYLA10393	bflo_06037
OG0006485	ORYLA07384, ORYLA07383	bflo_07585
OG0006486	ORYLA01412	bflo_11432
OG0006487	ORYLA15532, ORYLA15531	bflo_11592
OG0006488	ORYLA03055	bflo_19816
OG0006490	ORYLA14766	bflo_10870, bflo_05896
OG0006491	ORYLA08851	bflo_06140
OG0006492	ORYLA15208	bflo_13531
OG0006493	ORYLA06218	bflo_21776
OG0006494	ORYLA06580	bflo_21293
OG0006496	ORYLA06776	bflo_17077
OG0006497	ORYLA04913	bflo_10177
OG0006498	ORYLA10742	bflo_04405
OG0006499	ORYLA13225	bflo_16614
OG0006500	ORYLA10496	bflo_20850
OG0006501	ORYLA03041	bflo_17311
OG0006502	ORYLA16801, ORYLA16800	bflo_17569
OG0006503	ORYLA00936	bflo_21277
OG0006505	ORYLA08906, ORYLA06614	bflo_19259
OG0006506	ORYLA08840	bflo_04731
OG0006507	ORYLA15791, ORYLA15790	bflo_11054
OG0006508	ORYLA14077	bflo_20287
OG0006509	ORYLA07227	bflo_14958
OG0006510	ORYLA14338	bflo_13854
OG0006511	ORYLA14129, ORYLA14130	bflo_13916
OG0006512	ORYLA01466	bflo_23985
OG0006513	ORYLA18476	bflo_12858
OG0006514	ORYLA20423	bflo_14347
OG0006515	ORYLA10705	bflo_11505
OG0006516	ORYLA10111, ORYLA10110	bflo_10198
OG0006517	ORYLA06301	bflo_24897
OG0006518	ORYLA19034	bflo_18085
OG0006519	ORYLA11456	bflo_22646
OG0006520	ORYLA04037	bflo_14783
OG0006523	ORYLA03670	bflo_18015
OG0006524	ORYLA14673	bflo_11060
OG0006525	ORYLA16237	bflo_11570
OG0006526	ORYLA19079	bflo_12926, bflo_12565
OG0006527	ORYLA16408	bflo_23012
OG0006528	ORYLA08757	bflo_02407
OG0006530	ORYLA06110	bflo_01033
OG0006532	ORYLA12770	bflo_25565
OG0006536	ORYLA00277	bflo_10319
OG0006537	ORYLA18614	bflo_14316
OG0006538	ORYLA12235	bflo_25710
OG0006540	ORYLA04334	bflo_21685
OG0006542	ORYLA04038	bflo_14786
OG0006543	ORYLA05121	bflo_01627, bflo_01968
OG0006544	ORYLA13799	bflo_05615
OG0006545	ORYLA01750	bflo_18669
OG0006549	ORYLA10840	bflo_11330
OG0006550	ORYLA11254	bflo_11678
OG0006551	ORYLA09374	bflo_16493
OG0006552	ORYLA02423	bflo_05852
OG0006553	ORYLA00553	bflo_05354
OG0006554	ORYLA02770	bflo_20165
OG0006555	ORYLA08557	bflo_00300
OG0006556	ORYLA10590	bflo_18303
OG0006557	ORYLA17641	bflo_20634
OG0006559	ORYLA13088, ORYLA02615	bflo_25601
OG0006560	ORYLA11992	bflo_19406
OG0006561	ORYLA11401	bflo_16142
OG0006562	ORYLA02977	bflo_22495
OG0006563	ORYLA12120	bflo_22541
OG0006564	ORYLA03066	bflo_20335
OG0006565	ORYLA19532, ORYLA14158	bflo_12076
OG0006566	ORYLA16816	bflo_23421
OG0006567	ORYLA14215	bflo_02287
OG0006568	ORYLA00111	bflo_05595
OG0006569	ORYLA04751	bflo_15213
OG0006570	ORYLA02088	bflo_15564
OG0006571	ORYLA18093	bflo_06463
OG0006573	ORYLA04375	bflo_20873
OG0006574	ORYLA13477	bflo_05538
OG0006577	ORYLA04095	bflo_11522
OG0006578	ORYLA02514	bflo_09529
OG0006579	ORYLA07356	bflo_25912
OG0006580	ORYLA18562	bflo_02508
OG0006581	ORYLA14939	bflo_18745
OG0006583	ORYLA11606	bflo_17843
OG0006584	ORYLA05604	bflo_03876
OG0006585	ORYLA04761	bflo_13346
OG0006586	ORYLA14580	bflo_14224
OG0006587	ORYLA03374	bflo_09439
OG0006588	ORYLA16204	bflo_11458
OG0006589	ORYLA19520	bflo_12455
OG0006590	ORYLA15302	bflo_10285
OG0006591	ORYLA05510	bflo_06635
OG0006592	ORYLA15483	bflo_13940
OG0006593	ORYLA07057	bflo_00243
OG0006594	ORYLA07714	bflo_20278
OG0006595	ORYLA08079	bflo_02350
OG0006597	ORYLA00971	bflo_15494
OG0006598	ORYLA17695	bflo_05586
OG0006599	ORYLA17550, ORYLA17318	bflo_08682
OG0006600	ORYLA20055, ORYLA20054	bflo_23846
OG0006601	ORYLA10284	bflo_19636
OG0006602	ORYLA00714	bflo_17654
OG0006603	ORYLA15058	bflo_14044
OG0006604	ORYLA03264	bflo_20173
OG0006605	ORYLA07521	bflo_16556
OG0006606	ORYLA15309	bflo_18082
OG0006607	ORYLA05978	bflo_05639
OG0006610	ORYLA00548	bflo_23392
OG0006611	ORYLA16098	bflo_19675
OG0006612	ORYLA12921	bflo_25815
OG0006613	ORYLA12182	bflo_08658
OG0006614	ORYLA10829	bflo_25283
OG0006615	ORYLA01747	bflo_21623
OG0006616	ORYLA06592	bflo_22437, bflo_21296
OG0006617	ORYLA08547	bflo_05821
OG0006619	ORYLA06288	bflo_06530
OG0006620	ORYLA10618, ORYLA11720	bflo_01619
OG0006621	ORYLA04538	bflo_20270
OG0006622	ORYLA04282	bflo_21805
OG0006623	ORYLA14630	bflo_23824
OG0006624	ORYLA06131, ORYLA06132	bflo_18996
OG0006625	ORYLA12231	bflo_19250
OG0006626	ORYLA17629	bflo_20620
OG0006627	ORYLA17509	bflo_17602
OG0006628	ORYLA12154	bflo_24042
OG0006630	ORYLA12196	bflo_08331
OG0006631	ORYLA09701	bflo_02399
OG0006633	ORYLA06549	bflo_24067, bflo_24065
OG0006635	ORYLA17870	bflo_24666
OG0006636	ORYLA05802	bflo_23809
OG0006637	ORYLA08373	bflo_00907
OG0006639	ORYLA00861, ORYLA00862, ORYLA07297	bflo_01275, bflo_01274, bflo_01273
OG0006640	ORYLA07344	bflo_07124
OG0006641	ORYLA10252	bflo_02883, bflo_20181, bflo_12582
OG0006642	ORYLA04894	bflo_22844
OG0006645	ORYLA05680	bflo_02249, bflo_02885
OG0006646	ORYLA12692, ORYLA12691	bflo_03757
OG0006647	ORYLA06525	bflo_13427
OG0006648	ORYLA20356	bflo_17710
OG0006649	ORYLA16663	bflo_17183, bflo_10439
OG0006650	ORYLA15299	bflo_26644, bflo_01837
OG0006651	ORYLA04105	bflo_17634
OG0006652	ORYLA10471	bflo_20329
OG0006653	ORYLA06299	bflo_12918
OG0006654	ORYLA11524	bflo_12052
OG0006655	ORYLA17342	bflo_00135
OG0006657	ORYLA17971	bflo_04947
OG0006658	ORYLA11434	bflo_06383
OG0006660	ORYLA13850	bflo_11529
OG0006661	ORYLA04185	bflo_21775
OG0006662	ORYLA14512	bflo_01575
OG0006663	ORYLA03621	bflo_14425
OG0006664	ORYLA09332	bflo_15928
OG0006666	ORYLA20165	bflo_09187
OG0006667	ORYLA06327	bflo_26184
OG0006668	ORYLA08545	bflo_14166
OG0006669	ORYLA02526	bflo_25294
OG0006671	ORYLA18969	bflo_24607
OG0006672	ORYLA10362	bflo_13866
OG0006673	ORYLA17788	bflo_02561
OG0006675	ORYLA11228	bflo_10555
OG0006677	ORYLA05809	bflo_23397
OG0006678	ORYLA16789	bflo_23848
OG0006680	ORYLA13976	bflo_09207
OG0006681	ORYLA11715	bflo_19242
OG0006683	ORYLA15512	bflo_24698
OG0006684	ORYLA11012	bflo_11878
OG0006685	ORYLA11878, ORYLA08944	bflo_06808
OG0006686	ORYLA18912	bflo_17040
OG0006687	ORYLA05969	bflo_17541
OG0006688	ORYLA07474	bflo_13298
OG0006689	ORYLA14988	bflo_02432
OG0006690	ORYLA15449	bflo_11580
OG0006691	ORYLA08252	bflo_19257
OG0006692	ORYLA18541	bflo_02897
OG0006693	ORYLA00439	bflo_07011
OG0006694	ORYLA11331	bflo_18353
OG0006695	ORYLA03032	bflo_14487
OG0006697	ORYLA08123, ORYLA04932	bflo_09979
OG0006698	ORYLA05714	bflo_12723
OG0006702	ORYLA01940	bflo_01001
OG0006703	ORYLA09239	bflo_01171
OG0006705	ORYLA13053	bflo_24434
OG0006706	ORYLA06274	bflo_16963
OG0006707	ORYLA15902	bflo_16382
OG0006708	ORYLA06046	bflo_15553
OG0006709	ORYLA09857	bflo_19084
OG0006710	ORYLA07507	bflo_05942
OG0006711	ORYLA12230	bflo_17546
OG0006712	ORYLA16175	bflo_12812, bflo_12813
OG0006713	ORYLA10516, ORYLA11956	bflo_15567
OG0006714	ORYLA03957, ORYLA01323	bflo_09041
OG0006715	ORYLA16203	bflo_11134
OG0006716	ORYLA07108	bflo_23946
OG0006717	ORYLA01078	bflo_18859
OG0006718	ORYLA05056	bflo_10197
OG0006719	ORYLA00231	bflo_22960
OG0006720	ORYLA13526	bflo_14691
OG0006721	ORYLA06875	bflo_06291
OG0006722	ORYLA19383	bflo_25547
OG0006723	ORYLA15389	bflo_24515
OG0006725	ORYLA13855	bflo_11101
OG0006726	ORYLA18866	bflo_05430
OG0006727	ORYLA11933	bflo_00991
OG0006728	ORYLA05670	bflo_04467
OG0006729	ORYLA17444	bflo_26172
OG0006730	ORYLA15663	bflo_03962
OG0006731	ORYLA05562	bflo_11375
OG0006732	ORYLA18287	bflo_00438
OG0006733	ORYLA01038	bflo_12538
OG0006734	ORYLA19310	bflo_16972
OG0006735	ORYLA14353	bflo_07008
OG0006737	ORYLA08275	bflo_14048
OG0006738	ORYLA19668	bflo_18621
OG0006739	ORYLA19509	bflo_08902
OG0006741	ORYLA14536	bflo_11667
OG0006742	ORYLA01030, ORYLA00302	bflo_14418
OG0006743	ORYLA15287	bflo_12443
OG0006744	ORYLA10819	bflo_16482
OG0006745	ORYLA13304	bflo_21271
OG0006747	ORYLA10130, ORYLA03049	bflo_10926
OG0006748	ORYLA06901	bflo_06822
OG0006749	ORYLA16853	bflo_14082
OG0006750	ORYLA11676	bflo_01070
OG0006752	ORYLA04133	bflo_14648
OG0006753	ORYLA10479	bflo_09892
OG0006754	ORYLA05668, ORYLA19170	bflo_13351
OG0006755	ORYLA08778	bflo_14829
OG0006756	ORYLA08007	bflo_22769
OG0006757	ORYLA05170	bflo_24956
OG0006759	ORYLA11258	bflo_09138
OG0006761	ORYLA00833	bflo_15513, bflo_27154
OG0006762	ORYLA08143, ORYLA05165	bflo_23253
OG0006763	ORYLA02127, ORYLA05928, ORYLA16452	bflo_18843
OG0006764	ORYLA01520	bflo_11734, bflo_11479
OG0006765	ORYLA12661	bflo_12543
OG0006766	ORYLA04462	bflo_18339
OG0006768	ORYLA05533	bflo_18488
OG0006769	ORYLA19703	bflo_21934
OG0006770	ORYLA12620	bflo_03014
OG0006772	ORYLA00394	bflo_10630
OG0006775	ORYLA07771	bflo_23577
OG0006776	ORYLA16494	bflo_18625
OG0006777	ORYLA12364	bflo_17793, bflo_19104
OG0006780	ORYLA10161	bflo_04849
OG0006784	ORYLA05674	bflo_27295
OG0006786	ORYLA07231, ORYLA00466, ORYLA06681, ORYLA09929, ORYLA01453	bflo_14516
OG0006787	ORYLA05621, ORYLA05622, ORYLA08245	bflo_00335, bflo_26553
OG0006791	ORYLA01324	bflo_10577
OG0006792	ORYLA08830, ORYLA11646, ORYLA11566	bflo_15974, bflo_15976
OG0006796	ORYLA14619, ORYLA12348	bflo_09118, bflo_09119
OG0006826	ORYLA07190	bflo_15514
OG0006827	ORYLA19112	bflo_26115
OG0006828	ORYLA19553	bflo_05590
OG0006829	ORYLA20486	bflo_10123
OG0006830	ORYLA04099	bflo_20502
OG0006831	ORYLA05295	bflo_11563
OG0006832	ORYLA10081	bflo_10679
OG0006833	ORYLA12166	bflo_13923
OG0006837	ORYLA03273	bflo_17582
OG0006838	ORYLA16929	bflo_22711
OG0006842	ORYLA00868	bflo_26032
OG0006843	ORYLA18591	bflo_05656
OG0006844	ORYLA12172	bflo_02086
OG0006845	ORYLA04346	bflo_16282
OG0006846	ORYLA10163	bflo_05424
OG0006848	ORYLA03872	bflo_07388
OG0006849	ORYLA04862	bflo_23476
OG0006850	ORYLA00398, ORYLA00397	bflo_18002
OG0006851	ORYLA08359	bflo_08893
OG0006852	ORYLA11028	bflo_07139
OG0006856	ORYLA07978	bflo_08265
OG0006857	ORYLA09522	bflo_22461
OG0006860	ORYLA12394	bflo_13831
OG0006862	ORYLA10430	bflo_07506
OG0006863	ORYLA09121	bflo_25340, bflo_26074
OG0006864	ORYLA16704, ORYLA00881	bflo_14254
OG0006865	ORYLA08635	bflo_21505, bflo_21504
OG0006866	ORYLA06893, ORYLA16133	bflo_24867, bflo_24869, bflo_25058
OG0006869	ORYLA15879	bflo_11211
OG0006870	ORYLA09718	bflo_14756
OG0006871	ORYLA13504	bflo_21815
OG0006872	ORYLA15278, ORYLA15279	bflo_13623
OG0006873	ORYLA17413	bflo_02792
OG0006874	ORYLA14058	bflo_23619
OG0006875	ORYLA04531	bflo_24959
OG0006876	ORYLA13231	bflo_25862
OG0006877	ORYLA14665	bflo_07384
OG0006878	ORYLA06366	bflo_25700, bflo_25466
OG0006880	ORYLA14486	bflo_22152
OG0006881	ORYLA03213	bflo_14289
OG0006882	ORYLA12470	bflo_13224
OG0006886	ORYLA01362	bflo_18390
OG0006887	ORYLA18327	bflo_19380
OG0006888	ORYLA13676	bflo_21809
OG0006889	ORYLA15285	bflo_13410
OG0006890	ORYLA05057	bflo_10189
OG0006891	ORYLA12282	bflo_20531
OG0006892	ORYLA18584	bflo_19210
OG0006893	ORYLA00800	bflo_22850
OG0006894	ORYLA19918	bflo_23771
OG0006895	ORYLA08207	bflo_03293
OG0006896	ORYLA07408	bflo_07051
OG0006897	ORYLA17654	bflo_06445
OG0006898	ORYLA15253	bflo_12617
OG0006899	ORYLA01888, ORYLA07590	bflo_10493
OG0006900	ORYLA10711	bflo_17774
OG0006901	ORYLA19363	bflo_19215
OG0006903	ORYLA05646, ORYLA07893, ORYLA16398	bflo_25124, bflo_24851, bflo_02392
OG0006904	ORYLA10752	bflo_08783
OG0006905	ORYLA14337	bflo_13409
OG0006907	ORYLA11869	bflo_05668
OG0006908	ORYLA04532	bflo_20369
OG0006909	ORYLA20226	bflo_11161
OG0006911	ORYLA01075	bflo_16763
OG0006912	ORYLA13590	bflo_16818
OG0006913	ORYLA06363	bflo_16845
OG0006914	ORYLA19783	bflo_06676
OG0006917	ORYLA18342	bflo_24966
OG0006918	ORYLA05445	bflo_06388
OG0006919	ORYLA19417	bflo_10781
OG0006920	ORYLA09599	bflo_18393
OG0006924	ORYLA19320	bflo_14841
OG0006925	ORYLA10136	bflo_01234
OG0006926	ORYLA02117	bflo_01326
OG0006927	ORYLA06863	bflo_25864
OG0006930	ORYLA17500, ORYLA17499	bflo_18159
OG0006931	ORYLA11673	bflo_03880
OG0006932	ORYLA16938	bflo_23118, bflo_22872
OG0006934	ORYLA09930	bflo_22320
OG0006935	ORYLA10774	bflo_10058
OG0006936	ORYLA12502	bflo_10276, bflo_09616
OG0006937	ORYLA09224	bflo_06019
OG0006938	ORYLA13900	bflo_11763
OG0006939	ORYLA10635	bflo_05623
OG0006940	ORYLA07819	bflo_00686
OG0006942	ORYLA01085	bflo_16437
OG0006943	ORYLA11269	bflo_06674
OG0006944	ORYLA15875	bflo_11099
OG0006945	ORYLA19364	bflo_18670
OG0006946	ORYLA02739	bflo_16430
OG0006948	ORYLA05268	bflo_23320
OG0006949	ORYLA14891	bflo_08640
OG0006951	ORYLA01790	bflo_02466
OG0006952	ORYLA02149	bflo_12669
OG0006953	ORYLA04011	bflo_23341
OG0006954	ORYLA10656	bflo_17503
OG0006955	ORYLA11271	bflo_10967
OG0006957	ORYLA01524	bflo_08841
OG0006960	ORYLA20075	bflo_06033
OG0006962	ORYLA14243	bflo_19179
OG0006964	ORYLA06047	bflo_18137
OG0006967	ORYLA07736	bflo_23381
OG0006968	ORYLA07011	bflo_12636
OG0006969	ORYLA00904	bflo_09435
OG0006970	ORYLA01120	bflo_20527
OG0006971	ORYLA17898	bflo_20344
OG0006972	ORYLA15222	bflo_13495
OG0006973	ORYLA11601	bflo_17571
OG0006975	ORYLA05959	bflo_18089
OG0006976	ORYLA11643	bflo_18136
OG0006977	ORYLA14070	bflo_11476
OG0006978	ORYLA17389, ORYLA17388	bflo_06276
OG0006979	ORYLA18967	bflo_08448
OG0006980	ORYLA18420	bflo_24447
OG0006981	ORYLA15231	bflo_09863
OG0006982	ORYLA08562, ORYLA08563	bflo_09169
OG0006983	ORYLA15643	bflo_24722
OG0006984	ORYLA14709	bflo_09857
OG0006987	ORYLA18444	bflo_15760
OG0006988	ORYLA16944	bflo_09353
OG0006989	ORYLA09680	bflo_04780
OG0006990	ORYLA12859	bflo_07372
OG0006991	ORYLA19862	bflo_06043
OG0006993	ORYLA03063	bflo_22403
OG0006994	ORYLA19038	bflo_02112
OG0006995	ORYLA01996	bflo_02848
OG0006996	ORYLA04870	bflo_10719
OG0006997	ORYLA10925	bflo_11454
OG0006998	ORYLA07905	bflo_23590
OG0006999	ORYLA05329	bflo_01138
OG0007000	ORYLA17381	bflo_10483
OG0007001	ORYLA10882	bflo_03475
OG0007002	ORYLA19238	bflo_15746
OG0007003	ORYLA15348, ORYLA12075	bflo_13387
OG0007004	ORYLA09056	bflo_05403, bflo_13198, bflo_13009
OG0007005	ORYLA03067	bflo_20341
OG0007006	ORYLA09127, ORYLA04167	bflo_15545
OG0007007	ORYLA19143	bflo_18247
OG0007009	ORYLA17311	bflo_07642
OG0007010	ORYLA12802	bflo_14446
OG0007011	ORYLA03574	bflo_15254
OG0007012	ORYLA07702	bflo_08408
OG0007013	ORYLA08186	bflo_22925
OG0007015	ORYLA15619	bflo_27330, bflo_20402
OG0007016	ORYLA20315	bflo_14032
OG0007017	ORYLA00928	bflo_21913
OG0007018	ORYLA01330	bflo_23908
OG0007021	ORYLA09538	bflo_21680
OG0007022	ORYLA14380	bflo_18552
OG0007023	ORYLA13776	bflo_11047
OG0007024	ORYLA14743	bflo_11367
OG0007025	ORYLA19770	bflo_14744
OG0007026	ORYLA15372	bflo_09805
OG0007027	ORYLA15909	bflo_20536
OG0007028	ORYLA06937	bflo_01442
OG0007031	ORYLA12964	bflo_01870
OG0007032	ORYLA18196	bflo_18346
OG0007033	ORYLA11802	bflo_16162
OG0007034	ORYLA13978	bflo_19304
OG0007035	ORYLA03436	bflo_11817
OG0007036	ORYLA01654	bflo_15936
OG0007037	ORYLA09849	bflo_18791
OG0007038	ORYLA15687	bflo_11762, bflo_11636
OG0007039	ORYLA10444	bflo_06475
OG0007040	ORYLA15293	bflo_15748
OG0007041	ORYLA12169, ORYLA14638	bflo_06211
OG0007042	ORYLA05629	bflo_02915
OG0007044	ORYLA19075	bflo_04989, bflo_15125
OG0007046	ORYLA10686	bflo_17255
OG0007047	ORYLA02086	bflo_15778
OG0007048	ORYLA16978	bflo_23058
OG0007049	ORYLA12565	bflo_24438
OG0007050	ORYLA20452	bflo_09428
OG0007053	ORYLA16394	bflo_24401
OG0007055	ORYLA17619	bflo_21171
OG0007058	ORYLA03722	bflo_17608
OG0007059	ORYLA07836	bflo_10444
OG0007060	ORYLA05548	bflo_06320
OG0007061	ORYLA00894	bflo_10696
OG0007062	ORYLA03640	bflo_24989
OG0007063	ORYLA05804	bflo_23792
OG0007064	ORYLA20409	bflo_14926
OG0007065	ORYLA14600	bflo_10221
OG0007066	ORYLA02140	bflo_21816
OG0007068	ORYLA07348	bflo_07102
OG0007069	ORYLA10663	bflo_06573
OG0007070	ORYLA06946	bflo_22328
OG0007071	ORYLA10456	bflo_09008
OG0007072	ORYLA12666	bflo_12921
OG0007073	ORYLA03515	bflo_24056
OG0007074	ORYLA06899	bflo_04122
OG0007075	ORYLA17760	bflo_07697
OG0007076	ORYLA11263	bflo_15859
OG0007077	ORYLA12778	bflo_14982
OG0007080	ORYLA11474	bflo_01418
OG0007081	ORYLA16483	bflo_14270
OG0007082	ORYLA19534	bflo_16401
OG0007083	ORYLA02087	bflo_15779
OG0007086	ORYLA15347	bflo_11245
OG0007090	ORYLA12938	bflo_25747
OG0007091	ORYLA10611	bflo_05854
OG0007092	ORYLA11433	bflo_15232
OG0007093	ORYLA12432	bflo_10575
OG0007094	ORYLA10462	bflo_18319
OG0007095	ORYLA05795	bflo_23010
OG0007096	ORYLA13346, ORYLA06995	bflo_12760
OG0007097	ORYLA17535	bflo_07989
OG0007098	ORYLA15262	bflo_13800
OG0007099	ORYLA00040	bflo_21945
