Orthogroup	ORYLA	CAPO3
OG0005758	ORYLA03344	CAPO304832
OG0005759	ORYLA18537, ORYLA18536	CAPO305998
OG0005762	ORYLA12918	CAPO307808
OG0005764	ORYLA05922	CAPO302285
OG0005766	ORYLA03635	CAPO307164
OG0005769	ORYLA12870, ORYLA06629	CAPO301036
OG0005770	ORYLA15198	CAPO306340
OG0005771	ORYLA01975	CAPO301571
OG0005774	ORYLA15970	CAPO303542
OG0005775	ORYLA07737	CAPO306153
OG0005776	ORYLA05092	CAPO303568, CAPO307316
OG0005777	ORYLA04808	CAPO300042
OG0005779	ORYLA17816	CAPO306436
OG0005781	ORYLA09496, ORYLA09495	CAPO303884
OG0005782	ORYLA01482	CAPO300230
OG0005783	ORYLA14100	CAPO303474
OG0005784	ORYLA05072	CAPO302307
OG0005787	ORYLA19947	CAPO307830
OG0005788	ORYLA15415	CAPO300037
OG0005789	ORYLA12435	CAPO303327
OG0005790	ORYLA05159	CAPO304988
OG0005792	ORYLA18637	CAPO301624
OG0005793	ORYLA07054	CAPO300669
OG0005794	ORYLA09326	CAPO302027
OG0005795	ORYLA17869	CAPO305005
OG0005796	ORYLA17559	CAPO305004
OG0005797	ORYLA18216	CAPO301712
OG0005799	ORYLA01072	CAPO305503
OG0005800	ORYLA01809	CAPO306663, CAPO303116
OG0005801	ORYLA20361	CAPO305293
OG0005803	ORYLA09410	CAPO307068
OG0005805	ORYLA04527	CAPO302538
OG0005807	ORYLA01224	CAPO304282
OG0005808	ORYLA13733	CAPO300610
OG0005810	ORYLA20379	CAPO305026
OG0005811	ORYLA11574	CAPO304151
OG0005812	ORYLA01100	CAPO305500
OG0005814	ORYLA02975	CAPO301343
OG0005815	ORYLA02282	CAPO306106
OG0005817	ORYLA02525	CAPO300290
OG0005818	ORYLA15368	CAPO302009
OG0005819	ORYLA17070	CAPO301574
OG0005821	ORYLA05556	CAPO300824
OG0005823	ORYLA04103	CAPO300775
OG0005824	ORYLA12812	CAPO303629
OG0005828	ORYLA17775, ORYLA18417	CAPO303954
OG0005831	ORYLA19768	CAPO302864
OG0005832	ORYLA20295	CAPO302018
OG0005835	ORYLA15968	CAPO306285
OG0005837	ORYLA17100	CAPO300250
OG0005838	ORYLA15364	CAPO302560
OG0005840	ORYLA04946	CAPO305424
OG0005842	ORYLA13693	CAPO304596
OG0005843	ORYLA06467	CAPO307528
OG0005845	ORYLA03266	CAPO307070
OG0005847	ORYLA11529	CAPO305680
OG0005848	ORYLA16342	CAPO307829
OG0005849	ORYLA09685	CAPO303230
OG0005850	ORYLA13872	CAPO307194
OG0005851	ORYLA13639	CAPO302674
OG0005852	ORYLA15830	CAPO306738
OG0005853	ORYLA10472, ORYLA11336	CAPO305397
OG0005857	ORYLA03540	CAPO301639
OG0005858	ORYLA17612	CAPO305203
OG0005859	ORYLA17362	CAPO307160
OG0005860	ORYLA17529	CAPO300029
OG0005863	ORYLA16762	CAPO304301
OG0005864	ORYLA02335, ORYLA02336	CAPO301932
OG0005865	ORYLA18711	CAPO303346
OG0005866	ORYLA10406	CAPO302021
OG0005869	ORYLA14537	CAPO305217
OG0005870	ORYLA06800	CAPO305120
OG0005872	ORYLA06151	CAPO301101
OG0005874	ORYLA08436, ORYLA08808	CAPO301503
OG0005875	ORYLA03096	CAPO307256
OG0005876	ORYLA13721	CAPO301107
OG0005877	ORYLA12771	CAPO303218
OG0005878	ORYLA11425, ORYLA11426	CAPO307565
OG0005879	ORYLA06023	CAPO305924
OG0005880	ORYLA20156	CAPO303914
OG0005884	ORYLA11455	CAPO302326
OG0005886	ORYLA10508	CAPO302755
OG0005887	ORYLA04540	CAPO307435, CAPO303666
OG0005888	ORYLA16571	CAPO305237
OG0005889	ORYLA07548	CAPO306476
OG0005890	ORYLA11535	CAPO303293
OG0005892	ORYLA12431	CAPO304793
OG0005893	ORYLA04914	CAPO302656
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	CAPO302802
OG0005897	ORYLA19507	CAPO306226
OG0005898	ORYLA09769	CAPO304352
OG0005899	ORYLA16594	CAPO306295
OG0005901	ORYLA15179	CAPO307343
OG0005902	ORYLA02177	CAPO305014, CAPO305124
OG0005903	ORYLA03025	CAPO306042
OG0005904	ORYLA14733	CAPO308290
OG0005907	ORYLA10740, ORYLA15224	CAPO306181
OG0005909	ORYLA13661	CAPO304980
OG0005914	ORYLA14072	CAPO304812
OG0005915	ORYLA09945	CAPO301830
OG0005918	ORYLA06801	CAPO304132
OG0005919	ORYLA06790	CAPO301677
OG0005921	ORYLA03161	CAPO301707
OG0005922	ORYLA14270	CAPO301561
OG0005923	ORYLA07288, ORYLA07289	CAPO302607
OG0005924	ORYLA10431	CAPO300900
OG0005926	ORYLA06535	CAPO306981
OG0005929	ORYLA17102	CAPO308208
OG0005931	ORYLA12693	CAPO306162
OG0005932	ORYLA15050	CAPO300797
OG0005933	ORYLA04204	CAPO301858
OG0005936	ORYLA00036	CAPO302424
OG0005937	ORYLA15356	CAPO304550
OG0005938	ORYLA02948	CAPO300395
OG0005940	ORYLA11953	CAPO300232
OG0005941	ORYLA11974	CAPO302544
OG0005942	ORYLA20255	CAPO305649
OG0005943	ORYLA17027	CAPO304448
OG0005944	ORYLA05011	CAPO302321
OG0005946	ORYLA16047	CAPO302043
OG0005947	ORYLA04618	CAPO308067, CAPO304545
OG0005949	ORYLA17627	CAPO305776
OG0005950	ORYLA10694	CAPO302730
OG0005951	ORYLA13200	CAPO305823
OG0005952	ORYLA17339	CAPO302748
OG0005953	ORYLA17714	CAPO300018
OG0005954	ORYLA15255	CAPO300472
OG0005955	ORYLA17735	CAPO308169
OG0005958	ORYLA11466, ORYLA11465, ORYLA10767	CAPO305231
OG0005959	ORYLA01636	CAPO303727
OG0005960	ORYLA14080	CAPO306619
OG0005961	ORYLA13699	CAPO301401
OG0005965	ORYLA00501	CAPO304971
OG0005966	ORYLA16765	CAPO303149
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	CAPO304145
OG0005968	ORYLA06981	CAPO307899
OG0005969	ORYLA05253	CAPO304815
OG0005970	ORYLA12936	CAPO300012
OG0005972	ORYLA13344	CAPO306254
OG0005973	ORYLA10086	CAPO301806
OG0005974	ORYLA12871	CAPO300269
OG0005975	ORYLA09620	CAPO301864
OG0005976	ORYLA10048	CAPO304330
OG0005977	ORYLA11110	CAPO302621
OG0005978	ORYLA18813	CAPO302579
OG0005981	ORYLA13340	CAPO305244
OG0005982	ORYLA02398	CAPO302153
OG0005983	ORYLA13523	CAPO305305
OG0005984	ORYLA02487	CAPO303854
OG0005985	ORYLA17726	CAPO305361
OG0005986	ORYLA07662	CAPO306131
OG0005987	ORYLA04335	CAPO307262
OG0005988	ORYLA05096	CAPO306075
OG0005989	ORYLA14612, ORYLA14611	CAPO304449
OG0005991	ORYLA14694	CAPO304070
OG0005993	ORYLA15988	CAPO301813
OG0005996	ORYLA05372	CAPO304073
OG0005997	ORYLA14583, ORYLA12455	CAPO307298
OG0005998	ORYLA02760	CAPO304281
OG0006000	ORYLA11444	CAPO304784
OG0006001	ORYLA14912	CAPO300287
OG0006002	ORYLA11186	CAPO300104
OG0006003	ORYLA00268	CAPO307004
OG0006005	ORYLA04614	CAPO300498
OG0006006	ORYLA18043	CAPO303456
OG0006008	ORYLA00733	CAPO304325
OG0006009	ORYLA19597, ORYLA18623	CAPO302680
OG0006011	ORYLA04360	CAPO305929
OG0006012	ORYLA12331	CAPO306003
OG0006013	ORYLA02083, ORYLA02084	CAPO306786
OG0006031	ORYLA12601	CAPO307805
OG0006059	ORYLA09031	CAPO306968
OG0006062	ORYLA16708	CAPO305933
OG0006063	ORYLA03877	CAPO300774
OG0006064	ORYLA04445	CAPO304870
OG0006065	ORYLA17451	CAPO301967
OG0006066	ORYLA09975	CAPO300852
OG0006069	ORYLA16979	CAPO305608
OG0006072	ORYLA12315	CAPO303438
OG0006073	ORYLA03080	CAPO303232
OG0006074	ORYLA11388	CAPO305192
OG0006075	ORYLA04806	CAPO300591
OG0006079	ORYLA15110	CAPO300122
OG0006084	ORYLA00533	CAPO303975
OG0006085	ORYLA15317	CAPO306971
OG0006087	ORYLA07572	CAPO307633
OG0006094	ORYLA03339	CAPO301083
OG0006095	ORYLA00577	CAPO308333, CAPO301147
OG0006096	ORYLA02341	CAPO305316
OG0006097	ORYLA08979	CAPO305425
OG0006098	ORYLA08847	CAPO300607
OG0006103	ORYLA11324	CAPO308138
OG0006107	ORYLA14542	CAPO302627
OG0006108	ORYLA05895	CAPO302650
OG0006110	ORYLA14511, ORYLA14510	CAPO302693
OG0006111	ORYLA04074, ORYLA03212	CAPO304724
OG0006113	ORYLA07029	CAPO307626
OG0006114	ORYLA15533	CAPO304178
OG0006115	ORYLA11548	CAPO306466
OG0006117	ORYLA00077	CAPO302456
OG0006118	ORYLA18840, ORYLA05452	CAPO306890
OG0006119	ORYLA20488	CAPO305308
OG0006121	ORYLA19436	CAPO308090
OG0006122	ORYLA08367	CAPO302744
OG0006124	ORYLA11506	CAPO304805
OG0006125	ORYLA09691	CAPO306355
OG0006127	ORYLA15251	CAPO301362
OG0006128	ORYLA15261	CAPO301150
OG0006129	ORYLA00354	CAPO300938
OG0006131	ORYLA16375, ORYLA07912	CAPO303965
OG0006132	ORYLA05048	CAPO307591
OG0006133	ORYLA12772	CAPO304297
OG0006134	ORYLA05638	CAPO307652
OG0006136	ORYLA09430	CAPO304577
OG0006137	ORYLA02042	CAPO303566
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	CAPO301488
OG0006140	ORYLA15551	CAPO301396
OG0006141	ORYLA12129	CAPO302378
OG0006144	ORYLA07543	CAPO307727
OG0006145	ORYLA20229	CAPO304370
OG0006148	ORYLA02358	CAPO302407
OG0006149	ORYLA10488	CAPO301175
OG0006151	ORYLA14513	CAPO304128
OG0006152	ORYLA11733	CAPO306493
OG0006153	ORYLA20426	CAPO305107
OG0006155	ORYLA06089	CAPO301956
OG0006156	ORYLA00926	CAPO304652
OG0006158	ORYLA10442	CAPO307937
OG0006159	ORYLA19153	CAPO307030
OG0006160	ORYLA19637	CAPO304978
OG0006161	ORYLA01833, ORYLA05612	CAPO301615
OG0006162	ORYLA13159	CAPO300392
OG0006164	ORYLA19800	CAPO307640
OG0006168	ORYLA16569	CAPO306154
OG0006169	ORYLA04271	CAPO305149
OG0006176	ORYLA10315	CAPO304797
OG0006177	ORYLA12090	CAPO306017
OG0006178	ORYLA04504	CAPO306742
OG0006179	ORYLA03657	CAPO307840
OG0006180	ORYLA06973	CAPO308064
OG0006181	ORYLA03672	CAPO308207
OG0006182	ORYLA08344	CAPO300329
OG0006183	ORYLA16825	CAPO306749
OG0006185	ORYLA06316	CAPO301640
OG0006186	ORYLA13046	CAPO304672
OG0006187	ORYLA18889	CAPO303722
OG0006188	ORYLA20449	CAPO307979
OG0006190	ORYLA01121	CAPO304791
OG0006191	ORYLA17482	CAPO301907
OG0006192	ORYLA04658	CAPO308099
OG0006195	ORYLA17204	CAPO308346, CAPO305489
OG0006196	ORYLA03362	CAPO304854
OG0006198	ORYLA05262	CAPO306368
OG0006199	ORYLA07760	CAPO307861
OG0006200	ORYLA00176	CAPO306047
OG0006202	ORYLA06744	CAPO307311
OG0006204	ORYLA07934	CAPO307074
OG0006205	ORYLA19412	CAPO306928
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	CAPO308060
OG0006209	ORYLA18078	CAPO303208
OG0006210	ORYLA02264	CAPO301051
OG0006211	ORYLA16185	CAPO305755
OG0006214	ORYLA11041	CAPO305313
OG0006216	ORYLA19823	CAPO304328
OG0006225	ORYLA00226	CAPO307529
OG0006226	ORYLA02359	CAPO303955
OG0006227	ORYLA17980	CAPO304192
OG0006229	ORYLA00480	CAPO306729
OG0006230	ORYLA20084	CAPO303003
OG0006233	ORYLA13531	CAPO307263
OG0006234	ORYLA13453	CAPO305546
OG0006235	ORYLA14597	CAPO300217
OG0006237	ORYLA15408	CAPO302524
OG0006243	ORYLA14098	CAPO301646
OG0006244	ORYLA02710	CAPO306900
OG0006245	ORYLA08633	CAPO307777
OG0006249	ORYLA07428	CAPO304667
OG0006250	ORYLA01481	CAPO301165
OG0006251	ORYLA03699	CAPO302342
OG0006252	ORYLA05842	CAPO304131
OG0006253	ORYLA12949	CAPO307341
OG0006254	ORYLA01467	CAPO305073
OG0006257	ORYLA05204	CAPO305440
OG0006258	ORYLA02984	CAPO300398
OG0006260	ORYLA18938	CAPO300587
OG0006261	ORYLA11026, ORYLA14160	CAPO305676
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	CAPO307596
OG0006263	ORYLA09051	CAPO307994
OG0006264	ORYLA17584	CAPO304943
OG0006267	ORYLA02355	CAPO300629
OG0006268	ORYLA16048	CAPO305663
OG0006271	ORYLA08585	CAPO306714
OG0006272	ORYLA17653, ORYLA02479, ORYLA07311	CAPO300074
OG0006275	ORYLA10683	CAPO304219
OG0006277	ORYLA03972, ORYLA03476	CAPO307602
OG0006278	ORYLA06895, ORYLA16134	CAPO305153
OG0006279	ORYLA09965	CAPO307288
OG0006280	ORYLA11567	CAPO308182
OG0006281	ORYLA20123	CAPO302129
OG0006284	ORYLA09690	CAPO301681
OG0006285	ORYLA17251	CAPO301258
OG0006286	ORYLA07043	CAPO304212
OG0006287	ORYLA04687	CAPO302795
OG0006288	ORYLA10709	CAPO300129
OG0006289	ORYLA14057, ORYLA16007	CAPO306652
OG0006291	ORYLA13632	CAPO308081
OG0006294	ORYLA11427	CAPO301151
OG0006295	ORYLA20007	CAPO307143
OG0006297	ORYLA13740	CAPO301937
OG0006298	ORYLA16187	CAPO306805
OG0006299	ORYLA10630, ORYLA02251, ORYLA11710	CAPO305899
OG0006301	ORYLA10259	CAPO306072
OG0006305	ORYLA00895, ORYLA00418	CAPO303850
OG0006306	ORYLA05428	CAPO303905
OG0006309	ORYLA11286	CAPO304441
OG0006311	ORYLA14691	CAPO300748
OG0006313	ORYLA18940	CAPO306539
OG0006314	ORYLA09968	CAPO308085, CAPO301326
OG0006317	ORYLA05717	CAPO301551
OG0006320	ORYLA15063	CAPO303864
OG0006322	ORYLA20137	CAPO305971
OG0006323	ORYLA08641	CAPO300361
OG0006324	ORYLA07027	CAPO307431
OG0006329	ORYLA17793	CAPO306283
OG0006330	ORYLA12144	CAPO301590
OG0006331	ORYLA03044	CAPO301721
OG0006332	ORYLA12489	CAPO306801
OG0006334	ORYLA00853	CAPO302140
OG0006335	ORYLA13756	CAPO305790
OG0006338	ORYLA07080, ORYLA13064	CAPO300367
OG0006339	ORYLA02765	CAPO306751
OG0006340	ORYLA05277	CAPO306725
OG0006341	ORYLA17094	CAPO303256
OG0006344	ORYLA09235, ORYLA07107	CAPO307345
OG0006346	ORYLA03560	CAPO305832
OG0006347	ORYLA08655	CAPO305184
OG0006350	ORYLA05826	CAPO302433
OG0006352	ORYLA00408, ORYLA01498	CAPO301346
OG0006353	ORYLA03383	CAPO301517
OG0006355	ORYLA14059	CAPO307129
OG0006356	ORYLA04352	CAPO305164
OG0006359	ORYLA06276	CAPO300583
OG0006360	ORYLA11287	CAPO304103
OG0006361	ORYLA15180	CAPO308070
OG0006362	ORYLA05430	CAPO308308
OG0006363	ORYLA04345	CAPO301002
OG0006365	ORYLA07547	CAPO300671
OG0006370	ORYLA09199	CAPO300348
OG0006372	ORYLA10156	CAPO304608
OG0006375	ORYLA07773	CAPO306256
OG0006377	ORYLA02527	CAPO307494
OG0006381	ORYLA11043, ORYLA15094	CAPO301472
OG0006382	ORYLA10097, ORYLA10098	CAPO307026
OG0006383	ORYLA04517	CAPO303174
OG0006384	ORYLA17068	CAPO305941
OG0006386	ORYLA19015	CAPO303165
OG0006387	ORYLA10627	CAPO306319
OG0006389	ORYLA12499	CAPO302170
OG0006390	ORYLA19642	CAPO308093
OG0006392	ORYLA09388	CAPO305806
OG0006394	ORYLA00283	CAPO302470
OG0006395	ORYLA19863	CAPO300149
OG0006399	ORYLA17610	CAPO307228
OG0006443	ORYLA04866	CAPO300234
OG0006447	ORYLA18018	CAPO302283
OG0006448	ORYLA06428, ORYLA06429	CAPO301094
OG0006449	ORYLA02199	CAPO305961
OG0006456	ORYLA01861	CAPO300992
OG0006457	ORYLA14262	CAPO306648
OG0006459	ORYLA14803	CAPO307843
OG0006460	ORYLA04920	CAPO308313
OG0006461	ORYLA15523	CAPO306350
OG0006462	ORYLA07799	CAPO300662
OG0006464	ORYLA13278	CAPO307754
OG0006465	ORYLA00104	CAPO307052
OG0006467	ORYLA12385	CAPO301292
OG0006468	ORYLA19099	CAPO303390
OG0006469	ORYLA00255	CAPO302486
OG0006470	ORYLA00368	CAPO300984
OG0006471	ORYLA19660	CAPO303440
OG0006474	ORYLA17369	CAPO300155
OG0006475	ORYLA09150	CAPO301888
OG0006476	ORYLA04028	CAPO300216
OG0006478	ORYLA18550	CAPO301079
OG0006479	ORYLA15648	CAPO304002
OG0006480	ORYLA00896	CAPO300197
OG0006481	ORYLA04413	CAPO307580
OG0006482	ORYLA17211	CAPO305654
OG0006485	ORYLA07384, ORYLA07383	CAPO307612
OG0006487	ORYLA15532, ORYLA15531	CAPO300649
OG0006488	ORYLA03055	CAPO301772
OG0006490	ORYLA14766	CAPO301539
OG0006491	ORYLA08851	CAPO300606
OG0006493	ORYLA06218	CAPO306548
OG0006496	ORYLA06776	CAPO304473
OG0006498	ORYLA10742	CAPO301440
OG0006501	ORYLA03041	CAPO307734
OG0006502	ORYLA16801, ORYLA16800	CAPO301087
OG0006503	ORYLA00936	CAPO304660
OG0006504	ORYLA03965	CAPO302154
OG0006505	ORYLA08906, ORYLA06614	CAPO301510
OG0006507	ORYLA15791, ORYLA15790	CAPO301032
OG0006508	ORYLA14077	CAPO301635
OG0006509	ORYLA07227	CAPO304681
OG0006510	ORYLA14338	CAPO300081
OG0006512	ORYLA01466	CAPO301701
OG0006514	ORYLA20423	CAPO304095
OG0006515	ORYLA10705	CAPO306459
OG0006516	ORYLA10111, ORYLA10110	CAPO305607
OG0006517	ORYLA06301	CAPO300477
OG0006519	ORYLA11456	CAPO308006
OG0006520	ORYLA04037	CAPO300668
OG0006523	ORYLA03670	CAPO302914
OG0006526	ORYLA19079	CAPO303623
OG0006532	ORYLA12770	CAPO304147
OG0006536	ORYLA00277	CAPO305735
OG0006538	ORYLA12235	CAPO305091
OG0006540	ORYLA04334	CAPO304760
OG0006542	ORYLA04038	CAPO305168
OG0006543	ORYLA05121	CAPO305452
OG0006544	ORYLA13799	CAPO306101
OG0006545	ORYLA01750	CAPO307929
OG0006547	ORYLA04432	CAPO301259
OG0006549	ORYLA10840	CAPO306040
OG0006550	ORYLA11254	CAPO307487
OG0006552	ORYLA02423	CAPO301957
OG0006553	ORYLA00553	CAPO308128
OG0006554	ORYLA02770	CAPO306525
OG0006555	ORYLA08557	CAPO305951
OG0006556	ORYLA10590	CAPO304941
OG0006557	ORYLA17641	CAPO300124
OG0006561	ORYLA11401	CAPO300890
OG0006562	ORYLA02977	CAPO303607
OG0006566	ORYLA16816	CAPO303944
OG0006568	ORYLA00111	CAPO303043
OG0006569	ORYLA04751	CAPO300856
OG0006570	ORYLA02088	CAPO302571
OG0006571	ORYLA18093	CAPO306740
OG0006573	ORYLA04375	CAPO306413
OG0006577	ORYLA04095	CAPO300858
OG0006578	ORYLA02514	CAPO303393
OG0006580	ORYLA18562	CAPO306179
OG0006581	ORYLA14939	CAPO300223
OG0006583	ORYLA11606	CAPO308147
OG0006584	ORYLA05604	CAPO304380
OG0006586	ORYLA14580	CAPO300241
OG0006590	ORYLA15302	CAPO304634
OG0006591	ORYLA05510	CAPO306654
OG0006592	ORYLA15483	CAPO302105
OG0006594	ORYLA07714	CAPO305352
OG0006595	ORYLA08079	CAPO306726
OG0006597	ORYLA00971	CAPO306143
OG0006598	ORYLA17695	CAPO303505
OG0006600	ORYLA20055, ORYLA20054	CAPO300993
OG0006602	ORYLA00714	CAPO306545
OG0006603	ORYLA15058	CAPO305246
OG0006604	ORYLA03264	CAPO301632
OG0006606	ORYLA15309	CAPO300627, CAPO305047
OG0006607	ORYLA05978	CAPO302836
OG0006609	ORYLA09197	CAPO304156
OG0006610	ORYLA00548	CAPO305635
OG0006611	ORYLA16098	CAPO303370
OG0006612	ORYLA12921	CAPO303674
OG0006613	ORYLA12182	CAPO305926
OG0006614	ORYLA10829	CAPO307923
OG0006615	ORYLA01747	CAPO300892
OG0006616	ORYLA06592	CAPO302496
OG0006617	ORYLA08547	CAPO304084
OG0006619	ORYLA06288	CAPO305225
OG0006622	ORYLA04282	CAPO307274
OG0006625	ORYLA12231	CAPO304287
OG0006627	ORYLA17509	CAPO300634
OG0006630	ORYLA12196	CAPO301318
OG0006631	ORYLA09701	CAPO302816
OG0006633	ORYLA06549	CAPO306794
OG0006636	ORYLA05802	CAPO304383
OG0006637	ORYLA08373	CAPO304312
OG0006640	ORYLA07344	CAPO308241
OG0006642	ORYLA04894	CAPO303206
OG0006646	ORYLA12692, ORYLA12691	CAPO308061
OG0006648	ORYLA20356	CAPO300638
OG0006651	ORYLA04105	CAPO306376
OG0006655	ORYLA17342	CAPO306982
OG0006657	ORYLA17971	CAPO304665
OG0006658	ORYLA11434	CAPO301723
OG0006662	ORYLA14512	CAPO305585
OG0006663	ORYLA03621	CAPO301399
OG0006664	ORYLA09332	CAPO302941
OG0006666	ORYLA20165	CAPO301682
OG0006667	ORYLA06327	CAPO305573
OG0006668	ORYLA08545	CAPO301053
OG0006669	ORYLA02526	CAPO301280
OG0006671	ORYLA18969	CAPO307485
OG0006673	ORYLA17788	CAPO302685
OG0006677	ORYLA05809	CAPO304250
OG0006678	ORYLA16789	CAPO300092
OG0006680	ORYLA13976	CAPO301748
OG0006681	ORYLA11715	CAPO305354
OG0006684	ORYLA11012	CAPO305512
OG0006686	ORYLA18912	CAPO307531
OG0006690	ORYLA15449	CAPO302172
OG0006691	ORYLA08252	CAPO305670
OG0006692	ORYLA18541	CAPO302647
OG0006693	ORYLA00439	CAPO302616
OG0006694	ORYLA11331	CAPO302438
OG0006695	ORYLA03032	CAPO302533
OG0006696	ORYLA04969, ORYLA10116	CAPO303681
OG0006698	ORYLA05714	CAPO305852
OG0006702	ORYLA01940	CAPO307269
OG0006703	ORYLA09239	CAPO302601
OG0006706	ORYLA06274	CAPO303773
OG0006707	ORYLA15902	CAPO304129
OG0006708	ORYLA06046	CAPO304327
OG0006709	ORYLA09857	CAPO302993
OG0006710	ORYLA07507	CAPO307958
OG0006712	ORYLA16175	CAPO307469
OG0006714	ORYLA03957, ORYLA01323	CAPO301000
OG0006716	ORYLA07108	CAPO302196
OG0006717	ORYLA01078	CAPO305633
OG0006718	ORYLA05056	CAPO306293
OG0006719	ORYLA00231	CAPO302454
OG0006721	ORYLA06875	CAPO307315
OG0006722	ORYLA19383	CAPO304555
OG0006723	ORYLA15389	CAPO300019
OG0006724	ORYLA18498	CAPO300231
OG0006725	ORYLA13855	CAPO301206
OG0006726	ORYLA18866	CAPO303375
OG0006727	ORYLA11933	CAPO306447
OG0006728	ORYLA05670	CAPO303411
OG0006729	ORYLA17444	CAPO302448
OG0006730	ORYLA15663	CAPO307696
OG0006732	ORYLA18287	CAPO301757
OG0006733	ORYLA01038	CAPO306420
OG0006735	ORYLA14353	CAPO307764
OG0006737	ORYLA08275	CAPO302977
OG0006738	ORYLA19668	CAPO305285
OG0006741	ORYLA14536	CAPO306132
OG0006745	ORYLA13304	CAPO304913
OG0006750	ORYLA11676	CAPO306076
OG0006752	ORYLA04133	CAPO301753
OG0006753	ORYLA10479	CAPO304199
OG0006754	ORYLA05668, ORYLA19170	CAPO307231
OG0006755	ORYLA08778	CAPO304099
OG0006757	ORYLA05170	CAPO308250
OG0006759	ORYLA11258	CAPO301178
OG0006760	ORYLA13106, ORYLA13107	CAPO300357
OG0006766	ORYLA04462	CAPO300327
OG0006769	ORYLA19703	CAPO304104
OG0006772	ORYLA00394	CAPO306103
OG0006775	ORYLA07771	CAPO303956
OG0006776	ORYLA16494	CAPO307354, CAPO307229
OG0006777	ORYLA12364	CAPO308320
OG0006791	ORYLA01324	CAPO302265
OG0006796	ORYLA14619, ORYLA12348	CAPO306698, CAPO305329
OG0006826	ORYLA07190	CAPO306575
OG0006827	ORYLA19112	CAPO306579
OG0006830	ORYLA04099	CAPO304885
OG0006833	ORYLA12166	CAPO307011
OG0006838	ORYLA16929	CAPO304346
OG0006842	ORYLA00868	CAPO303033
OG0006843	ORYLA18591	CAPO301783
OG0006844	ORYLA12172	CAPO303858
OG0006845	ORYLA04346	CAPO304222
OG0006846	ORYLA10163	CAPO305985, CAPO301436
OG0006848	ORYLA03872	CAPO302750
OG0006849	ORYLA04862	CAPO306709
OG0006850	ORYLA00398, ORYLA00397	CAPO300307
OG0006853	ORYLA19226	CAPO305011
OG0006856	ORYLA07978	CAPO306926
OG0006857	ORYLA09522	CAPO304592
OG0006860	ORYLA12394	CAPO304880
OG0006862	ORYLA10430	CAPO306834
OG0006864	ORYLA16704, ORYLA00881	CAPO300266
OG0006865	ORYLA08635	CAPO300579
OG0006869	ORYLA15879	CAPO303718
OG0006870	ORYLA09718	CAPO305471
OG0006872	ORYLA15278, ORYLA15279	CAPO305763, CAPO306267
OG0006874	ORYLA14058	CAPO303002
OG0006875	ORYLA04531	CAPO300245
OG0006876	ORYLA13231	CAPO301384
OG0006877	ORYLA14665	CAPO303758
OG0006880	ORYLA14486	CAPO300637
OG0006881	ORYLA03213	CAPO307302
OG0006886	ORYLA01362	CAPO308008
OG0006887	ORYLA18327	CAPO303330
OG0006888	ORYLA13676	CAPO300481
OG0006889	ORYLA15285	CAPO305411
OG0006890	ORYLA05057	CAPO301774
OG0006892	ORYLA18584	CAPO306271
OG0006893	ORYLA00800	CAPO308281
OG0006894	ORYLA19918	CAPO305493
OG0006895	ORYLA08207	CAPO305321
OG0006897	ORYLA17654	CAPO305270
OG0006898	ORYLA15253	CAPO307616
OG0006901	ORYLA19363	CAPO301222
OG0006904	ORYLA10752	CAPO301235
OG0006906	ORYLA04358	CAPO307116
OG0006912	ORYLA13590	CAPO306387
OG0006914	ORYLA19783	CAPO302212
OG0006918	ORYLA05445	CAPO303362
OG0006920	ORYLA09599	CAPO306461
OG0006923	ORYLA02242	CAPO302381
OG0006924	ORYLA19320	CAPO304320
OG0006925	ORYLA10136	CAPO306734
OG0006926	ORYLA02117	CAPO303493
OG0006927	ORYLA06863	CAPO303700
OG0006930	ORYLA17500, ORYLA17499	CAPO301522
OG0006931	ORYLA11673	CAPO300460
OG0006932	ORYLA16938	CAPO305813
OG0006934	ORYLA09930	CAPO304656
OG0006935	ORYLA10774	CAPO305404
OG0006936	ORYLA12502	CAPO301255
OG0006937	ORYLA09224	CAPO300724
OG0006938	ORYLA13900	CAPO307064
OG0006939	ORYLA10635	CAPO300423
OG0006940	ORYLA07819	CAPO308295
OG0006942	ORYLA01085	CAPO305131
OG0006943	ORYLA11269	CAPO300653
OG0006944	ORYLA18190, ORYLA15875	CAPO301423
OG0006945	ORYLA19364	CAPO304257
OG0006948	ORYLA05268	CAPO307507
OG0006949	ORYLA14891	CAPO300866
OG0006951	ORYLA01790	CAPO302915
OG0006952	ORYLA02149	CAPO308002
OG0006953	ORYLA04011	CAPO302825
OG0006957	ORYLA01524	CAPO304410
OG0006959	ORYLA07529	CAPO305847
OG0006960	ORYLA20075	CAPO306688
OG0006962	ORYLA14243	CAPO307572
OG0006964	ORYLA06047	CAPO306352
OG0006967	ORYLA07736	CAPO303820
OG0006968	ORYLA07011	CAPO301435
OG0006969	ORYLA00904	CAPO306618
OG0006970	ORYLA01120	CAPO304851
OG0006971	ORYLA17898	CAPO303658
OG0006973	ORYLA11601	CAPO306305
