Orthogroup	ORYLA	HELIO_ok
OG0005725	ORYLA07793	HELIO_01746
OG0005726	ORYLA06770, ORYLA09046	HELIO_09133
OG0005727	ORYLA17541	HELIO_10669
OG0005728	ORYLA14263	HELIO_08124
OG0005729	ORYLA11545	HELIO_01495
OG0005730	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644	HELIO_02996
OG0005731	ORYLA16981	HELIO_00579, HELIO_01200
OG0005732	ORYLA00704, ORYLA00703	HELIO_01353
OG0005733	ORYLA08056	HELIO_02700
OG0005734	ORYLA15387, ORYLA20126	HELIO_09780
OG0005735	ORYLA02863	HELIO_12165
OG0005736	ORYLA16039, ORYLA20245, ORYLA10904	HELIO_00899
OG0005738	ORYLA06339	HELIO_10585
OG0005740	ORYLA16267, ORYLA00248	HELIO_02179
OG0005741	ORYLA08044	HELIO_12267
OG0005742	ORYLA05610	HELIO_07527
OG0005744	ORYLA05679	HELIO_11935
OG0005746	ORYLA00433	HELIO_04588
OG0005748	ORYLA03792, ORYLA03791	HELIO_12092
OG0005749	ORYLA20160	HELIO_04648
OG0005750	ORYLA01346	HELIO_05593
OG0005752	ORYLA09924	HELIO_08777, HELIO_11023
OG0005753	ORYLA03557, ORYLA03556	HELIO_08714
OG0005755	ORYLA13999	HELIO_06702
OG0005756	ORYLA02098	HELIO_03209
OG0005757	ORYLA05641	HELIO_08858, HELIO_03870
OG0005758	ORYLA03344	HELIO_02931
OG0005761	ORYLA17928	HELIO_02584
OG0005762	ORYLA12918	HELIO_00886
OG0005763	ORYLA18058	HELIO_09742
OG0005764	ORYLA05922	HELIO_09831
OG0005765	ORYLA05068	HELIO_09886
OG0005766	ORYLA03635	HELIO_11454
OG0005767	ORYLA08905	HELIO_10919
OG0005768	ORYLA19835, ORYLA19834	HELIO_08455
OG0005769	ORYLA12870, ORYLA06629	HELIO_01669
OG0005770	ORYLA15198	HELIO_05210
OG0005771	ORYLA01975	HELIO_02570
OG0005773	ORYLA14006, ORYLA06306	HELIO_12532
OG0005774	ORYLA15970	HELIO_11617
OG0005775	ORYLA07737	HELIO_09395
OG0005777	ORYLA04808	HELIO_04937
OG0005779	ORYLA17816	HELIO_00910
OG0005781	ORYLA09496, ORYLA09495	HELIO_07995
OG0005782	ORYLA01482	HELIO_12700
OG0005784	ORYLA05072	HELIO_08693
OG0005785	ORYLA16543	HELIO_03719
OG0005786	ORYLA20339	HELIO_10731
OG0005788	ORYLA15415	HELIO_02485
OG0005789	ORYLA12435	HELIO_11720
OG0005790	ORYLA05159	HELIO_02506
OG0005793	ORYLA07054	HELIO_06902
OG0005794	ORYLA09326	HELIO_03328
OG0005795	ORYLA17869	HELIO_01529
OG0005796	ORYLA17559	HELIO_06502
OG0005797	ORYLA18216	HELIO_06182
OG0005798	ORYLA13859	HELIO_05666
OG0005799	ORYLA01072	HELIO_04889
OG0005800	ORYLA01809	HELIO_10961
OG0005802	ORYLA09753	HELIO_06888
OG0005803	ORYLA09410	HELIO_12301
OG0005804	ORYLA12290, ORYLA06566	HELIO_12765
OG0005805	ORYLA04527	HELIO_03131
OG0005806	ORYLA17922	HELIO_09787
OG0005807	ORYLA01224	HELIO_03647
OG0005808	ORYLA13733	HELIO_02539
OG0005810	ORYLA20379	HELIO_06001
OG0005811	ORYLA11574	HELIO_00291
OG0005814	ORYLA02975	HELIO_01064
OG0005816	ORYLA17256, ORYLA15374	HELIO_10894
OG0005817	ORYLA02525	HELIO_02390
OG0005818	ORYLA15368	HELIO_03468
OG0005819	ORYLA17070	HELIO_07713
OG0005819	ORYLA18329	HELIO_03081
OG0005820	ORYLA05689	HELIO_09452
OG0005821	ORYLA05556	HELIO_12595
OG0005822	ORYLA19296	HELIO_09903
OG0005823	ORYLA04103	HELIO_01957
OG0005824	ORYLA12812	HELIO_03469
OG0005826	ORYLA10997	HELIO_00966
OG0005827	ORYLA04867	HELIO_07701, HELIO_07700
OG0005828	ORYLA17775, ORYLA18417	HELIO_07094
OG0005829	ORYLA11889	HELIO_05165
OG0005830	ORYLA16729, ORYLA16928	HELIO_06729
OG0005831	ORYLA19768	HELIO_05610
OG0005832	ORYLA20295	HELIO_07710
OG0005833	ORYLA12552	HELIO_06759
OG0005835	ORYLA15968	HELIO_06665
OG0005836	ORYLA02705	HELIO_12625
OG0005837	ORYLA17100	HELIO_02604
OG0005838	ORYLA15364	HELIO_04463
OG0005839	ORYLA04968, ORYLA00436	HELIO_08787
OG0005840	ORYLA04946	HELIO_01446
OG0005841	ORYLA14469	HELIO_08354
OG0005842	ORYLA13693	HELIO_10018
OG0005843	ORYLA06467	HELIO_09916
OG0005844	ORYLA04807	HELIO_00626
OG0005845	ORYLA03266	HELIO_01881
OG0005846	ORYLA04854	HELIO_02198
OG0005847	ORYLA11529	HELIO_06346
OG0005848	ORYLA16342	HELIO_00072
OG0005849	ORYLA09685	HELIO_05794
OG0005850	ORYLA13872	HELIO_12393
OG0005851	ORYLA13639	HELIO_02591
OG0005852	ORYLA15830	HELIO_02791
OG0005853	ORYLA10472, ORYLA11336	HELIO_03426
OG0005854	ORYLA15268	HELIO_00521
OG0005855	ORYLA16421	HELIO_07423
OG0005857	ORYLA03540	HELIO_08175
OG0005858	ORYLA17612	HELIO_09711
OG0005860	ORYLA17529	HELIO_01705
OG0005861	ORYLA12932	HELIO_03174
OG0005863	ORYLA16762	HELIO_07574
OG0005864	ORYLA02335, ORYLA02336	HELIO_00995
OG0005865	ORYLA18711	HELIO_12295
OG0005866	ORYLA10406	HELIO_11279, HELIO_11280
OG0005867	ORYLA14750	HELIO_01644
OG0005869	ORYLA14537	HELIO_12207
OG0005871	ORYLA00937	HELIO_03511
OG0005872	ORYLA06151	HELIO_05790
OG0005874	ORYLA08436, ORYLA08808	HELIO_08275
OG0005875	ORYLA03096	HELIO_09385
OG0005876	ORYLA13721	HELIO_07615
OG0005877	ORYLA12771	HELIO_03600
OG0005878	ORYLA11425, ORYLA11426	HELIO_04210
OG0005879	ORYLA06023	HELIO_04107
OG0005880	ORYLA20156	HELIO_00646
OG0005885	ORYLA17740	HELIO_08518
OG0005886	ORYLA10508	HELIO_05390
OG0005887	ORYLA04540	HELIO_06315
OG0005888	ORYLA16571	HELIO_06386
OG0005889	ORYLA07548	HELIO_01483
OG0005890	ORYLA11535	HELIO_09731
OG0005891	ORYLA00807, ORYLA00806	HELIO_08277
OG0005892	ORYLA12431	HELIO_06081
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	HELIO_05665
OG0005895	ORYLA04519	HELIO_00588
OG0005897	ORYLA19507	HELIO_01641
OG0005898	ORYLA09769	HELIO_02135
OG0005899	ORYLA16594	HELIO_09792
OG0005900	ORYLA06266	HELIO_07976
OG0005901	ORYLA15179	HELIO_08741
OG0005903	ORYLA03025	HELIO_06437
OG0005906	ORYLA09828	HELIO_02934
OG0005907	ORYLA10740, ORYLA15224	HELIO_00302
OG0005909	ORYLA13661	HELIO_02854
OG0005911	ORYLA19782	HELIO_01858
OG0005912	ORYLA16145, ORYLA06495	HELIO_12550
OG0005913	ORYLA03195	HELIO_00322
OG0005914	ORYLA14072	HELIO_06247
OG0005916	ORYLA09681	HELIO_01878
OG0005918	ORYLA06801	HELIO_10555
OG0005919	ORYLA06790	HELIO_03998
OG0005920	ORYLA07096, ORYLA13575	HELIO_02707
OG0005921	ORYLA03161	HELIO_02652
OG0005923	ORYLA07288	HELIO_07917
OG0005923	ORYLA07289	HELIO_07918
OG0005924	ORYLA10431	HELIO_09463
OG0005926	ORYLA06535	HELIO_08901, HELIO_08900
OG0005927	ORYLA18549, ORYLA18257	HELIO_07794
OG0005928	ORYLA13174	HELIO_05155
OG0005929	ORYLA17102	HELIO_10781
OG0005931	ORYLA12693	HELIO_09374
OG0005933	ORYLA04204	HELIO_09168
OG0005936	ORYLA00036	HELIO_01257
OG0005937	ORYLA15356	HELIO_06991
OG0005938	ORYLA02948	HELIO_07813
OG0005939	ORYLA14676	HELIO_01056
OG0005940	ORYLA11953	HELIO_09380
OG0005941	ORYLA11974	HELIO_05882
OG0005942	ORYLA20255	HELIO_03899
OG0005943	ORYLA17027	HELIO_12094
OG0005944	ORYLA05011	HELIO_00275
OG0005945	ORYLA11391	HELIO_03484
OG0005946	ORYLA16047	HELIO_03144
OG0005947	ORYLA04618	HELIO_01190
OG0005948	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210	HELIO_09928
OG0005949	ORYLA17627	HELIO_07740
OG0005950	ORYLA10694	HELIO_02777
OG0005951	ORYLA13200	HELIO_10458
OG0005952	ORYLA17339	HELIO_03293
OG0005953	ORYLA17714	HELIO_12488
OG0005954	ORYLA15255	HELIO_10141
OG0005955	ORYLA17735	HELIO_01137
OG0005957	ORYLA07508	HELIO_08954
OG0005959	ORYLA01636	HELIO_10342
OG0005960	ORYLA14080	HELIO_08780
OG0005961	ORYLA13699	HELIO_01047
OG0005962	ORYLA15697	HELIO_11886
OG0005963	ORYLA13333	HELIO_05798
OG0005964	ORYLA11297	HELIO_10960
OG0005965	ORYLA00501	HELIO_01531
OG0005966	ORYLA16765	HELIO_10744
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	HELIO_10887
OG0005968	ORYLA06981	HELIO_12575
OG0005969	ORYLA05253	HELIO_02845
OG0005970	ORYLA12936	HELIO_06792
OG0005973	ORYLA10086	HELIO_11893
OG0005974	ORYLA12871	HELIO_12424
OG0005975	ORYLA09620	HELIO_01562
OG0005976	ORYLA10048	HELIO_08554
OG0005977	ORYLA11110	HELIO_12506
OG0005978	ORYLA18813	HELIO_06345
OG0005979	ORYLA09195	HELIO_12104
OG0005980	ORYLA16160	HELIO_12340
OG0005981	ORYLA13340	HELIO_04502
OG0005982	ORYLA02398	HELIO_12070
OG0005983	ORYLA13523	HELIO_02019
OG0005985	ORYLA17726	HELIO_06268
OG0005986	ORYLA07662	HELIO_00701
OG0005987	ORYLA04335	HELIO_01948
OG0005989	ORYLA14612, ORYLA14611	HELIO_12608
OG0005991	ORYLA14694	HELIO_07344
OG0005993	ORYLA15988	HELIO_05394
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	HELIO_12563
OG0005995	ORYLA05250	HELIO_07095
OG0005996	ORYLA05372	HELIO_06337
OG0005997	ORYLA14583, ORYLA12455	HELIO_12387
OG0005998	ORYLA02760	HELIO_10227
OG0006000	ORYLA11444	HELIO_10172
OG0006001	ORYLA14912	HELIO_08674
OG0006002	ORYLA11186	HELIO_10959
OG0006003	ORYLA00268	HELIO_11170
OG0006004	ORYLA16105	HELIO_03826
OG0006005	ORYLA04614	HELIO_07237
OG0006007	ORYLA13414	HELIO_03466
OG0006008	ORYLA00733	HELIO_03553
OG0006009	ORYLA19597, ORYLA18623	HELIO_12081
OG0006010	ORYLA01122	HELIO_07331
OG0006013	ORYLA02083	HELIO_01534
OG0006014	ORYLA13553, ORYLA12220	HELIO_09352
OG0006015	ORYLA00450	HELIO_01501
OG0006059	ORYLA09031	HELIO_12552
OG0006061	ORYLA19379	HELIO_09207
OG0006062	ORYLA16708	HELIO_08726
OG0006063	ORYLA03877	HELIO_11989
OG0006064	ORYLA04445	HELIO_02594
OG0006065	ORYLA17451	HELIO_08296
OG0006066	ORYLA09975	HELIO_00574
OG0006067	ORYLA05884	HELIO_03817
OG0006068	ORYLA01339, ORYLA01340, ORYLA04996	HELIO_01188
OG0006069	ORYLA16979	HELIO_07213
OG0006070	ORYLA00067	HELIO_02550
OG0006071	ORYLA02579	HELIO_02908
OG0006072	ORYLA12315	HELIO_04017, HELIO_01390
OG0006073	ORYLA03080	HELIO_02036
OG0006074	ORYLA11388	HELIO_00468
OG0006075	ORYLA04806	HELIO_11114
OG0006077	ORYLA19036, ORYLA19037	HELIO_06804
OG0006078	ORYLA17648, ORYLA01729	HELIO_02757
OG0006079	ORYLA15110	HELIO_05348
OG0006083	ORYLA20342	HELIO_09907
OG0006084	ORYLA00533	HELIO_04599
OG0006085	ORYLA15317	HELIO_06045
OG0006087	ORYLA07572	HELIO_02406
OG0006092	ORYLA18231	HELIO_06190
OG0006095	ORYLA00577	HELIO_05960
OG0006096	ORYLA02341	HELIO_00266
OG0006097	ORYLA08979	HELIO_00948
OG0006098	ORYLA08847	HELIO_12451
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	HELIO_02548
OG0006100	ORYLA15271	HELIO_06033
OG0006102	ORYLA13664, ORYLA14108	HELIO_02161
OG0006103	ORYLA11324	HELIO_10415
OG0006104	ORYLA19385	HELIO_11790
OG0006106	ORYLA08883, ORYLA08882	HELIO_01676
OG0006107	ORYLA14542	HELIO_04998
OG0006108	ORYLA05895	HELIO_02395
OG0006110	ORYLA14511, ORYLA14510	HELIO_02008
OG0006111	ORYLA04074, ORYLA03212	HELIO_09546
OG0006112	ORYLA15289	HELIO_00153
OG0006113	ORYLA07029	HELIO_01033, HELIO_06282
OG0006114	ORYLA15533	HELIO_08232
OG0006115	ORYLA11548	HELIO_09653
OG0006117	ORYLA00077	HELIO_11868
OG0006118	ORYLA05452	HELIO_11336
OG0006119	ORYLA20488	HELIO_01320
OG0006120	ORYLA10724	HELIO_01402
OG0006121	ORYLA19436	HELIO_03902
OG0006123	ORYLA20495	HELIO_05780
OG0006124	ORYLA11506	HELIO_04516
OG0006125	ORYLA09691	HELIO_04092
OG0006126	ORYLA16568	HELIO_10074
OG0006127	ORYLA15251	HELIO_09878
OG0006128	ORYLA15261	HELIO_05999
OG0006129	ORYLA00354	HELIO_10684
OG0006130	ORYLA14031	HELIO_09850
OG0006131	ORYLA16375, ORYLA07912	HELIO_03798
OG0006132	ORYLA05048	HELIO_12281
OG0006133	ORYLA12772	HELIO_12670
OG0006134	ORYLA05638	HELIO_11258
OG0006136	ORYLA09430	HELIO_01347
OG0006137	ORYLA02042	HELIO_11623
OG0006138	ORYLA04799	HELIO_12748
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	HELIO_11350
OG0006140	ORYLA15551	HELIO_02451
OG0006144	ORYLA07543	HELIO_01610
OG0006145	ORYLA20229	HELIO_02039
OG0006146	ORYLA05029	HELIO_11581
OG0006148	ORYLA02358	HELIO_03796
OG0006149	ORYLA10488	HELIO_09266
OG0006151	ORYLA14513	HELIO_12332
OG0006152	ORYLA11733	HELIO_02838, HELIO_02839
OG0006153	ORYLA20426	HELIO_10903
OG0006155	ORYLA06089	HELIO_09019
OG0006156	ORYLA00926	HELIO_01157
OG0006158	ORYLA10442	HELIO_03424
OG0006159	ORYLA19153	HELIO_01135
OG0006161	ORYLA01833, ORYLA05612	HELIO_01021
OG0006162	ORYLA13159	HELIO_06910
OG0006163	ORYLA14800, ORYLA12332	HELIO_10622
OG0006164	ORYLA19800	HELIO_00503
OG0006165	ORYLA20003	HELIO_10096
OG0006167	ORYLA07176, ORYLA00415	HELIO_09583
OG0006168	ORYLA16569	HELIO_04374
OG0006169	ORYLA04271	HELIO_01683
OG0006170	ORYLA09909	HELIO_00936
OG0006171	ORYLA02054	HELIO_08769
OG0006172	ORYLA10481	HELIO_09368
OG0006174	ORYLA17661, ORYLA02384, ORYLA12208	HELIO_09611
OG0006176	ORYLA10315	HELIO_06130
OG0006178	ORYLA04504	HELIO_06934
OG0006179	ORYLA03657	HELIO_02389
OG0006180	ORYLA06973	HELIO_05100
OG0006181	ORYLA03672	HELIO_02483
OG0006182	ORYLA08344	HELIO_05513
OG0006183	ORYLA16825	HELIO_10717
OG0006184	ORYLA00792	HELIO_07281
OG0006185	ORYLA06316	HELIO_10309
OG0006186	ORYLA13046	HELIO_07896
OG0006187	ORYLA18889	HELIO_10624
OG0006188	ORYLA20449	HELIO_02600
OG0006189	ORYLA17086, ORYLA00060	HELIO_09819
OG0006190	ORYLA01121	HELIO_09178
OG0006191	ORYLA17482	HELIO_05111
OG0006192	ORYLA04658	HELIO_02484
OG0006193	ORYLA12955	HELIO_02783
OG0006194	ORYLA00610	HELIO_01490
OG0006195	ORYLA17204	HELIO_11558
OG0006196	ORYLA03362	HELIO_07135
OG0006198	ORYLA05262	HELIO_03108
OG0006199	ORYLA07760	HELIO_07696
OG0006200	ORYLA00176	HELIO_01635
OG0006201	ORYLA17887, ORYLA16831, ORYLA16832	HELIO_12194
OG0006202	ORYLA06744	HELIO_07913
OG0006203	ORYLA04805	HELIO_08508
OG0006204	ORYLA07934	HELIO_06341
OG0006205	ORYLA19412	HELIO_06982
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	HELIO_02094
OG0006207	ORYLA03254	HELIO_04911
OG0006210	ORYLA02264	HELIO_09766
OG0006214	ORYLA11041	HELIO_05385
OG0006216	ORYLA19823	HELIO_01427
OG0006217	ORYLA13873, ORYLA13874	HELIO_08745
OG0006219	ORYLA13291	HELIO_11309
OG0006220	ORYLA18843	HELIO_03835
OG0006221	ORYLA05707, ORYLA16392, ORYLA07903	HELIO_08499
OG0006223	ORYLA10674	HELIO_10561
OG0006224	ORYLA15635	HELIO_11003
OG0006225	ORYLA00226	HELIO_07778
OG0006226	ORYLA02359	HELIO_08615, HELIO_07283
OG0006227	ORYLA17980	HELIO_02965
OG0006228	ORYLA16946, ORYLA20325	HELIO_01906
OG0006229	ORYLA00480	HELIO_08595
OG0006230	ORYLA20084	HELIO_04171
OG0006231	ORYLA08845	HELIO_09557
OG0006232	ORYLA19680	HELIO_02413
OG0006233	ORYLA13531	HELIO_12645
OG0006234	ORYLA13453	HELIO_02209
OG0006235	ORYLA14597	HELIO_04447
OG0006237	ORYLA15408	HELIO_09317
OG0006240	ORYLA20183	HELIO_10169
OG0006242	ORYLA00598, ORYLA00599	HELIO_04792
OG0006243	ORYLA14098	HELIO_03162
OG0006244	ORYLA02710	HELIO_09799
OG0006245	ORYLA08633	HELIO_01875
OG0006246	ORYLA02819	HELIO_03207
OG0006247	ORYLA14475	HELIO_12325
OG0006249	ORYLA07428	HELIO_03685
OG0006250	ORYLA01481	HELIO_04452
OG0006251	ORYLA03699	HELIO_03506
OG0006252	ORYLA05842	HELIO_07441
OG0006253	ORYLA12949	HELIO_09861, HELIO_09860
OG0006254	ORYLA01467	HELIO_03235
OG0006255	ORYLA04827	HELIO_01290
OG0006256	ORYLA09128	HELIO_09276
OG0006257	ORYLA05204	HELIO_05551
OG0006258	ORYLA02984	HELIO_02104
OG0006259	ORYLA13353	HELIO_08011
OG0006260	ORYLA18938	HELIO_02690
OG0006261	ORYLA11026, ORYLA14160	HELIO_01281
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	HELIO_03022
OG0006263	ORYLA09051	HELIO_01869
OG0006266	ORYLA12795	HELIO_09601
OG0006268	ORYLA16048	HELIO_11361
OG0006270	ORYLA02562, ORYLA02561	HELIO_03056
OG0006271	ORYLA08585	HELIO_08830
OG0006273	ORYLA06300	HELIO_08816
OG0006275	ORYLA10683	HELIO_03477
OG0006278	ORYLA06895, ORYLA16134	HELIO_12003
OG0006279	ORYLA09965	HELIO_03686
OG0006280	ORYLA11567	HELIO_04297
OG0006282	ORYLA13164	HELIO_02370
OG0006283	ORYLA09291	HELIO_12120
OG0006284	ORYLA09690	HELIO_12533
OG0006285	ORYLA17251	HELIO_00662
OG0006286	ORYLA07043	HELIO_12161
OG0006287	ORYLA04687	HELIO_11429
OG0006289	ORYLA14057, ORYLA16007	HELIO_05726
OG0006290	ORYLA16144	HELIO_11929
OG0006291	ORYLA13632	HELIO_02126
OG0006292	ORYLA19865	HELIO_00798
OG0006294	ORYLA11427	HELIO_01836
OG0006295	ORYLA20007	HELIO_06735
OG0006296	ORYLA11079	HELIO_06978
OG0006297	ORYLA13740	HELIO_03473
OG0006298	ORYLA16187	HELIO_07555
OG0006299	ORYLA10630, ORYLA02251, ORYLA11710	HELIO_03597
OG0006301	ORYLA10259	HELIO_02503
OG0006302	ORYLA12680, ORYLA14790	HELIO_07327
OG0006303	ORYLA19425, ORYLA05900	HELIO_05727
OG0006304	ORYLA10170, ORYLA11894	HELIO_02086
OG0006305	ORYLA00895, ORYLA00418	HELIO_00440
OG0006306	ORYLA05428	HELIO_02884
OG0006307	ORYLA17332	HELIO_06176
OG0006311	ORYLA14691	HELIO_07328
OG0006312	ORYLA19224	HELIO_09759, HELIO_09758
OG0006315	ORYLA04829	HELIO_08491
OG0006317	ORYLA05717	HELIO_02608
OG0006318	ORYLA08694	HELIO_04140
OG0006320	ORYLA15063	HELIO_01365
OG0006321	ORYLA12059	HELIO_02693
OG0006322	ORYLA20137	HELIO_05302
OG0006323	ORYLA08641	HELIO_03381
OG0006324	ORYLA07027	HELIO_03518
OG0006327	ORYLA19841	HELIO_04051
OG0006328	ORYLA02179, ORYLA02180	HELIO_10414
OG0006329	ORYLA17793	HELIO_06141
OG0006330	ORYLA12144	HELIO_02203
OG0006331	ORYLA03044	HELIO_06448
OG0006332	ORYLA12489	HELIO_10634
OG0006334	ORYLA00853	HELIO_03962
OG0006335	ORYLA13756	HELIO_08944
OG0006338	ORYLA07080, ORYLA13064	HELIO_02771, HELIO_07035
OG0006339	ORYLA02765	HELIO_05939
OG0006340	ORYLA05277	HELIO_10564
OG0006341	ORYLA17094	HELIO_02596
OG0006343	ORYLA00514	HELIO_10924, HELIO_03814
OG0006344	ORYLA09235, ORYLA07107	HELIO_02682
OG0006345	ORYLA06394	HELIO_06204
OG0006348	ORYLA17683	HELIO_04624
OG0006351	ORYLA09454	HELIO_01111
OG0006352	ORYLA00408, ORYLA01498	HELIO_12264
OG0006353	ORYLA03383	HELIO_08847
OG0006354	ORYLA17693	HELIO_06452
OG0006356	ORYLA04352	HELIO_12334
OG0006357	ORYLA13109	HELIO_04461, HELIO_05831
OG0006359	ORYLA06276	HELIO_05317
OG0006360	ORYLA11287	HELIO_03201
OG0006361	ORYLA15180	HELIO_08471
OG0006362	ORYLA05430	HELIO_00933
OG0006363	ORYLA04345	HELIO_03249
OG0006364	ORYLA17402, ORYLA17403	HELIO_11661
OG0006365	ORYLA07547	HELIO_02059
OG0006366	ORYLA03615	HELIO_09372
OG0006367	ORYLA10820	HELIO_01807
OG0006368	ORYLA07849	HELIO_11154, HELIO_06811
OG0006370	ORYLA09199	HELIO_08191
OG0006372	ORYLA10156	HELIO_12026
OG0006375	ORYLA07773	HELIO_08503
OG0006376	ORYLA18136	HELIO_08120
OG0006377	ORYLA02527	HELIO_08767
OG0006379	ORYLA02129	HELIO_11177
OG0006380	ORYLA01349	HELIO_09164
OG0006381	ORYLA11043, ORYLA15094	HELIO_05870
OG0006382	ORYLA10097, ORYLA10098	HELIO_08796
OG0006383	ORYLA04517	HELIO_00800
OG0006384	ORYLA17068	HELIO_05166
OG0006386	ORYLA19015	HELIO_08108
OG0006387	ORYLA10627	HELIO_04976
OG0006388	ORYLA16292, ORYLA00766	HELIO_03315
OG0006389	ORYLA12499	HELIO_10791
OG0006390	ORYLA19642	HELIO_00558
OG0006391	ORYLA03666	HELIO_08033
OG0006392	ORYLA09388	HELIO_11026
OG0006393	ORYLA00411, ORYLA13211	HELIO_00803
OG0006394	ORYLA00283	HELIO_07735
OG0006395	ORYLA19863	HELIO_02881
OG0006396	ORYLA17433	HELIO_07809
OG0006401	ORYLA08618, ORYLA18378	HELIO_05695
OG0006402	ORYLA00429	HELIO_12228, HELIO_12229
OG0006405	ORYLA01525, ORYLA14866	HELIO_06399
OG0006407	ORYLA05579	HELIO_02958
OG0006408	ORYLA11884, ORYLA11885	HELIO_00982
OG0006414	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069	HELIO_01013
OG0006442	ORYLA13339	HELIO_11335
OG0006443	ORYLA04866	HELIO_11958
OG0006446	ORYLA18017	HELIO_09199
OG0006447	ORYLA18018	HELIO_02401
OG0006448	ORYLA06428, ORYLA06429	HELIO_04101
OG0006452	ORYLA14233	HELIO_08481
OG0006454	ORYLA04312	HELIO_03255
OG0006456	ORYLA01861	HELIO_08853
OG0006457	ORYLA14262	HELIO_00878
OG0006459	ORYLA14803	HELIO_04320
OG0006460	ORYLA04920	HELIO_05276
OG0006461	ORYLA15523	HELIO_01776
OG0006462	ORYLA07799	HELIO_05402
OG0006463	ORYLA14103	HELIO_12258
OG0006464	ORYLA13278	HELIO_03458
OG0006465	ORYLA00104	HELIO_10993
OG0006467	ORYLA12385	HELIO_04066
OG0006468	ORYLA19099	HELIO_07270
OG0006469	ORYLA00255	HELIO_10978
OG0006470	ORYLA00368	HELIO_01090
OG0006471	ORYLA19660	HELIO_01265
OG0006472	ORYLA07638	HELIO_04238
OG0006474	ORYLA17369	HELIO_12383
OG0006475	ORYLA09150	HELIO_08214
OG0006476	ORYLA04028	HELIO_04991
OG0006477	ORYLA12051	HELIO_11915
OG0006478	ORYLA18550	HELIO_06607
OG0006479	ORYLA15648	HELIO_06008
OG0006480	ORYLA00896	HELIO_11368
OG0006481	ORYLA04413	HELIO_00988
OG0006482	ORYLA17211	HELIO_08203
OG0006483	ORYLA10393	HELIO_01587
OG0006485	ORYLA07384, ORYLA07383	HELIO_04753
OG0006486	ORYLA01412	HELIO_03923
OG0006487	ORYLA15532, ORYLA15531	HELIO_00559
OG0006488	ORYLA03055	HELIO_02453
OG0006490	ORYLA14766	HELIO_10388
OG0006491	ORYLA08851	HELIO_07075
OG0006492	ORYLA15208	HELIO_01792
OG0006493	ORYLA06218	HELIO_07266
OG0006494	ORYLA06580	HELIO_00627
OG0006495	ORYLA07421	HELIO_06646
OG0006496	ORYLA06776	HELIO_00474
OG0006497	ORYLA04913	HELIO_10804
OG0006498	ORYLA10742	HELIO_05645
OG0006499	ORYLA13225	HELIO_05894
OG0006500	ORYLA10496	HELIO_06567
OG0006501	ORYLA03041	HELIO_04534
OG0006502	ORYLA16801, ORYLA16800	HELIO_12184
OG0006503	ORYLA00936	HELIO_12395
OG0006505	ORYLA08906, ORYLA06614	HELIO_12638
OG0006506	ORYLA08840	HELIO_07885
OG0006507	ORYLA15791, ORYLA15790	HELIO_12124
OG0006508	ORYLA14077	HELIO_06377
OG0006509	ORYLA07227	HELIO_08979
OG0006512	ORYLA01466	HELIO_00915
OG0006513	ORYLA18476	HELIO_08808
OG0006514	ORYLA20423	HELIO_03646
OG0006515	ORYLA10705	HELIO_10337
OG0006516	ORYLA10111, ORYLA10110	HELIO_06603
OG0006517	ORYLA06301	HELIO_01010
OG0006518	ORYLA19034	HELIO_06694
OG0006519	ORYLA11456	HELIO_01604
OG0006520	ORYLA04037	HELIO_01054
OG0006523	ORYLA03670	HELIO_02795
OG0006524	ORYLA14673	HELIO_00304
OG0006525	ORYLA16237	HELIO_00865
OG0006527	ORYLA16408	HELIO_03298
OG0006528	ORYLA08757	HELIO_12157
OG0006530	ORYLA06110	HELIO_09378
OG0006532	ORYLA12770	HELIO_12414
OG0006536	ORYLA00277	HELIO_01245
OG0006537	ORYLA18614	HELIO_02770
OG0006538	ORYLA12235	HELIO_00835
OG0006540	ORYLA04334	HELIO_06514
OG0006543	ORYLA05121	HELIO_04460
OG0006544	ORYLA13799	HELIO_03354
OG0006545	ORYLA01750	HELIO_10212
OG0006547	ORYLA04432	HELIO_04168
OG0006549	ORYLA10840	HELIO_06344
OG0006550	ORYLA11254	HELIO_11646
OG0006551	ORYLA09374	HELIO_05948
OG0006552	ORYLA02423	HELIO_05537
OG0006553	ORYLA00553	HELIO_09294
OG0006554	ORYLA02770	HELIO_11137
OG0006555	ORYLA08557	HELIO_07289
OG0006556	ORYLA10590	HELIO_07036
OG0006559	ORYLA13088, ORYLA02615	HELIO_09362
OG0006560	ORYLA11992	HELIO_11821
OG0006561	ORYLA11401	HELIO_01583
OG0006562	ORYLA02977	HELIO_02270
OG0006563	ORYLA12120	HELIO_05170, HELIO_04601
OG0006564	ORYLA03066	HELIO_04895
OG0006565	ORYLA19532, ORYLA14158	HELIO_12038
