Orthogroup	ORYLA	MOUSE
OG0006904	ORYLA10752	MOUSE36413, MOUSE36412, MOUSE36414
OG0006905	ORYLA14337	MOUSE28950
OG0006906	ORYLA04358	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567
OG0006907	ORYLA11869	MOUSE35649, MOUSE35648
OG0006908	ORYLA04532	MOUSE05017
OG0006909	ORYLA20226	MOUSE53609, MOUSE53608, MOUSE53610
OG0006911	ORYLA01075	MOUSE20440
OG0006912	ORYLA13590	MOUSE24083, MOUSE24084
OG0006913	ORYLA06363	MOUSE37136, MOUSE37137
OG0006914	ORYLA19783	MOUSE32366, MOUSE32365, MOUSE32364, MOUSE32363
OG0006917	ORYLA18342	MOUSE23023, MOUSE23022, MOUSE23024
OG0006918	ORYLA05445	MOUSE13577, MOUSE13576, MOUSE13578
OG0006919	ORYLA19417	MOUSE36218, MOUSE36216, MOUSE36217
OG0006920	ORYLA09599	MOUSE12512
OG0006923	ORYLA02242	MOUSE34244
OG0006924	ORYLA19320	MOUSE19139, MOUSE19140
OG0006925	ORYLA10136	MOUSE27505, MOUSE27502, MOUSE27499
OG0006926	ORYLA02117	MOUSE34131
OG0006927	ORYLA06863	MOUSE01548, MOUSE01547
OG0006929	ORYLA05323	MOUSE32158, MOUSE32159, MOUSE32156, MOUSE32157, MOUSE32155, MOUSE32154
OG0006930	ORYLA17500, ORYLA17499	MOUSE09636
OG0006931	ORYLA11673	MOUSE12676
OG0006932	ORYLA16938	MOUSE14249, MOUSE14250
OG0006934	ORYLA09930	MOUSE12905, MOUSE12906
OG0006935	ORYLA10774	MOUSE32527, MOUSE32526
OG0006936	ORYLA12502	MOUSE00847, MOUSE00846
OG0006937	ORYLA09224	MOUSE35606
OG0006938	ORYLA13900	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041
OG0006939	ORYLA10635	MOUSE34061, MOUSE34060
OG0006940	ORYLA07819	MOUSE05605, MOUSE05603, MOUSE05604
OG0006942	ORYLA01085	MOUSE20201, MOUSE20202
OG0006943	ORYLA11269	MOUSE21146
OG0006944	ORYLA15875	MOUSE52613, MOUSE52615, MOUSE52614
OG0006945	ORYLA19364	MOUSE22142, MOUSE22143, MOUSE22141, MOUSE22145
OG0006946	ORYLA02739	MOUSE25480
OG0006948	ORYLA05268	MOUSE14082
OG0006949	ORYLA14891	MOUSE51685
OG0006951	ORYLA01790	MOUSE38916
OG0006952	ORYLA02149	MOUSE54586, MOUSE32099, MOUSE32100
OG0006953	ORYLA04011	MOUSE04485
OG0006954	ORYLA10656	MOUSE07137, MOUSE07136
OG0006955	ORYLA11271	MOUSE35292
OG0006957	ORYLA01524	MOUSE09556, MOUSE09555, MOUSE09557
OG0006959	ORYLA07529	MOUSE24311, MOUSE24310
OG0006960	ORYLA20075	MOUSE15811
OG0006962	ORYLA14243	MOUSE33764
OG0006964	ORYLA06047	MOUSE00609
OG0006967	ORYLA07736	MOUSE14234
OG0006968	ORYLA07011	MOUSE13899, MOUSE13901
OG0006969	ORYLA00904	MOUSE35829
OG0006970	ORYLA01120	MOUSE26650
OG0006971	ORYLA17898	MOUSE37465
OG0006972	ORYLA15222	MOUSE49561, MOUSE49562
OG0006973	ORYLA11601	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006974	ORYLA03114	MOUSE42622
OG0006975	ORYLA05959	MOUSE33904, MOUSE33903
OG0006976	ORYLA11643	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663
OG0006977	ORYLA14070	MOUSE10916, MOUSE10917
OG0006978	ORYLA17389, ORYLA17388	MOUSE10225, MOUSE10227
OG0006979	ORYLA18967	MOUSE27624, MOUSE27625
OG0006980	ORYLA18420	MOUSE15424
OG0006981	ORYLA15231	MOUSE27032, MOUSE27031, MOUSE27030
OG0006982	ORYLA08562, ORYLA08563	MOUSE27876, MOUSE27877
OG0006983	ORYLA15643	MOUSE34876, MOUSE34874, MOUSE34875
OG0006984	ORYLA15233, ORYLA12089	MOUSE44440
OG0006984	ORYLA14709	MOUSE14526
OG0006987	ORYLA18444	MOUSE23790, MOUSE23791
OG0006988	ORYLA16944	MOUSE43131, MOUSE43132
OG0006989	ORYLA09680	MOUSE22512
OG0006990	ORYLA12859	MOUSE21147
OG0006991	ORYLA19862	MOUSE29125
OG0006992	ORYLA07859, ORYLA07860	MOUSE21388
OG0006993	ORYLA03063	MOUSE22722
OG0006994	ORYLA19038	MOUSE26596
OG0006995	ORYLA01996	MOUSE10952, MOUSE10951, MOUSE10949
OG0006996	ORYLA04870	MOUSE18752
OG0006997	ORYLA10925	MOUSE14368
OG0006998	ORYLA07905	MOUSE05846
OG0006999	ORYLA05329	MOUSE13476
OG0007000	ORYLA17381	MOUSE27781
OG0007001	ORYLA10882	MOUSE41846
OG0007002	ORYLA19238	MOUSE25836, MOUSE25835
OG0007003	ORYLA15348, ORYLA12075	MOUSE09049
OG0007004	ORYLA09056	MOUSE19936
OG0007005	ORYLA03067	MOUSE38054, MOUSE38052
OG0007006	ORYLA09127, ORYLA04167	MOUSE15876, MOUSE15875
OG0007007	ORYLA19143	MOUSE50660, MOUSE50659, MOUSE50658
OG0007008	ORYLA20301	MOUSE19789
OG0007009	ORYLA17311	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	ORYLA12802	MOUSE36520, MOUSE36523, MOUSE36522
OG0007011	ORYLA03574	MOUSE50033
OG0007012	ORYLA07702	MOUSE31649
OG0007013	ORYLA08186	MOUSE03906
OG0007015	ORYLA15619	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	ORYLA20315	MOUSE49206, MOUSE49205
OG0007017	ORYLA00928	MOUSE38429, MOUSE38428, MOUSE38427
OG0007018	ORYLA01330	MOUSE03253
OG0007021	ORYLA09538	MOUSE12611, MOUSE12610
OG0007022	ORYLA14380	MOUSE22092
OG0007023	ORYLA13776	MOUSE11360, MOUSE11359, MOUSE11361
OG0007024	ORYLA14743	MOUSE39327
OG0007025	ORYLA19770	MOUSE06165
OG0007026	ORYLA15372	MOUSE26964
OG0007027	ORYLA15909	MOUSE40769
OG0007028	ORYLA06937	MOUSE23985, MOUSE23984
OG0007029	ORYLA14229	MOUSE23539, MOUSE23537, MOUSE23536, MOUSE23540
OG0007030	ORYLA00487	MOUSE48334
OG0007031	ORYLA12964	MOUSE31935, MOUSE31936
OG0007032	ORYLA18196	MOUSE16311, MOUSE16312, MOUSE16309, MOUSE16310
OG0007033	ORYLA11802	MOUSE28089
OG0007034	ORYLA13978	MOUSE02577, MOUSE02578, MOUSE02579
OG0007035	ORYLA03436	MOUSE50908, MOUSE50907
OG0007036	ORYLA01654	MOUSE17668, MOUSE17669
OG0007037	ORYLA09849	MOUSE26360, MOUSE26361, MOUSE26359
OG0007038	ORYLA15687	MOUSE31028, MOUSE31027, MOUSE31029, MOUSE31026, MOUSE31025
OG0007039	ORYLA10444	MOUSE07936
OG0007040	ORYLA15293	MOUSE53846, MOUSE53847
OG0007041	ORYLA12169, ORYLA14638	MOUSE44720
OG0007042	ORYLA05629	MOUSE39749
OG0007044	ORYLA19075	MOUSE45081, MOUSE48750
OG0007046	ORYLA10686	MOUSE00604
OG0007047	ORYLA02086	MOUSE17867
OG0007048	ORYLA16978	MOUSE38707
OG0007049	ORYLA12565	MOUSE49472, MOUSE49471
OG0007050	ORYLA20452	MOUSE36566
OG0007052	ORYLA15339	MOUSE41265
OG0007053	ORYLA16394	MOUSE05180, MOUSE05179, MOUSE05181
OG0007055	ORYLA17619	MOUSE02729, MOUSE02728
OG0007056	ORYLA03250	MOUSE04557
OG0007058	ORYLA03722	MOUSE50713, MOUSE50714
OG0007059	ORYLA07836	MOUSE21335
OG0007060	ORYLA05548	MOUSE13596, MOUSE13599, MOUSE13597, MOUSE13595, MOUSE13598
OG0007061	ORYLA00894	MOUSE21327
OG0007062	ORYLA03640	MOUSE29941
OG0007063	ORYLA05804	MOUSE44304
OG0007064	ORYLA20409	MOUSE29614, MOUSE29615, MOUSE29613
OG0007065	ORYLA14600	MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866
OG0007066	ORYLA02140	MOUSE50097, MOUSE50096
OG0007068	ORYLA07348	MOUSE31487, MOUSE31486, MOUSE33096
OG0007069	ORYLA10663	MOUSE07095, MOUSE07092, MOUSE07094, MOUSE07093
OG0007070	ORYLA06946	MOUSE23131, MOUSE23130, MOUSE23134
OG0007071	ORYLA10456	MOUSE31902, MOUSE31903, MOUSE31904
OG0007072	ORYLA12666	MOUSE43689, MOUSE43688, MOUSE43687
OG0007073	ORYLA03515	MOUSE22668
OG0007074	ORYLA06899	MOUSE15406, MOUSE15407
OG0007075	ORYLA17760	MOUSE12810
OG0007076	ORYLA11263	MOUSE02319, MOUSE02318
OG0007077	ORYLA12778	MOUSE36485, MOUSE36484, MOUSE36487, MOUSE36486
OG0007078	ORYLA06143	MOUSE18371
OG0007080	ORYLA11474	MOUSE06678, MOUSE06679, MOUSE06677
OG0007081	ORYLA16483	MOUSE05720, MOUSE05719
OG0007082	ORYLA19534	MOUSE41759, MOUSE41758
OG0007083	ORYLA02087	MOUSE17864, MOUSE17866, MOUSE17865, MOUSE17863, MOUSE17862
OG0007084	ORYLA18994	MOUSE13905
OG0007086	ORYLA15347	MOUSE02323
OG0007088	ORYLA06446	MOUSE13687
OG0007090	ORYLA12938	MOUSE31318
OG0007091	ORYLA10611	MOUSE33846
OG0007092	ORYLA11433	MOUSE07434
OG0007093	ORYLA12432	MOUSE49068, MOUSE49069, MOUSE49070
OG0007094	ORYLA10462	MOUSE11809, MOUSE11804, MOUSE11805
OG0007095	ORYLA05795	MOUSE42126, MOUSE42125
OG0007096	ORYLA13346, ORYLA06995	MOUSE09264, MOUSE09262, MOUSE09261, MOUSE09263, MOUSE09259, MOUSE09260
OG0007097	ORYLA17535	MOUSE37800, MOUSE37799
OG0007098	ORYLA15262	MOUSE49126, MOUSE49129, MOUSE49127
OG0007099	ORYLA00040	MOUSE49900
OG0007100	ORYLA13677	MOUSE18270, MOUSE18269
OG0007102	ORYLA09553	MOUSE21909
OG0007103	ORYLA08342	MOUSE01000, MOUSE00999, MOUSE00998, MOUSE01001
OG0007104	ORYLA03154	MOUSE29759
OG0007105	ORYLA07523	MOUSE40405, MOUSE40403
OG0007106	ORYLA13818	MOUSE40661
OG0007107	ORYLA00560	MOUSE17745, MOUSE17747, MOUSE17746
OG0007108	ORYLA04528	MOUSE38178, MOUSE38176, MOUSE38174
OG0007111	ORYLA11279	MOUSE19928, MOUSE19926, MOUSE19927, MOUSE19925
OG0007112	ORYLA19964	MOUSE51325, MOUSE51323
OG0007113	ORYLA15522, ORYLA13775	MOUSE52610
OG0007114	ORYLA05387, ORYLA02077	MOUSE53414
OG0007115	ORYLA05459	MOUSE13579, MOUSE13580, MOUSE13582
OG0007116	ORYLA17044	MOUSE41818, MOUSE41816
OG0007117	ORYLA11159	MOUSE02290, MOUSE02289
OG0007118	ORYLA18746	MOUSE00453
OG0007119	ORYLA13244	MOUSE33186
OG0007120	ORYLA02860	MOUSE13216, MOUSE13214, MOUSE13215
OG0007121	ORYLA00087	MOUSE18224
OG0007122	ORYLA15640	MOUSE34859, MOUSE34857, MOUSE34858
OG0007123	ORYLA07878	MOUSE20986, MOUSE20987
OG0007124	ORYLA09552	MOUSE21912, MOUSE21910
OG0007125	ORYLA13532	MOUSE16039, MOUSE16040
OG0007126	ORYLA11848	MOUSE49925
OG0007127	ORYLA05546	MOUSE08708, MOUSE08709
OG0007128	ORYLA02979	MOUSE19637
OG0007129	ORYLA01220	MOUSE03234
OG0007129	ORYLA04646	MOUSE21045, MOUSE21044
OG0007130	ORYLA18855	MOUSE01970
OG0007131	ORYLA17663	MOUSE10506, MOUSE10507
OG0007132	ORYLA02165	MOUSE13945
OG0007133	ORYLA18527	MOUSE10217, MOUSE10216
OG0007134	ORYLA00740	MOUSE21213
OG0007135	ORYLA12420	MOUSE51925, MOUSE51924, MOUSE51926
OG0007136	ORYLA14799	MOUSE51720, MOUSE51719
OG0007137	ORYLA06230	MOUSE42561
OG0007139	ORYLA20254	MOUSE08897
OG0007140	ORYLA00270	MOUSE50343, MOUSE50344
OG0007141	ORYLA17064	MOUSE14078, MOUSE14079, MOUSE14081, MOUSE14080, MOUSE14077
OG0007142	ORYLA17213	MOUSE47756, MOUSE27824
OG0007143	ORYLA10676	MOUSE06767
OG0007145	ORYLA07062	MOUSE18943
OG0007147	ORYLA14416	MOUSE11305, MOUSE11304, MOUSE11303, MOUSE11302
OG0007148	ORYLA17738	MOUSE31157, MOUSE54375, MOUSE54376
OG0007150	ORYLA12660	MOUSE48982, MOUSE48981
OG0007151	ORYLA03573	MOUSE50029, MOUSE50027
OG0007153	ORYLA04856	MOUSE03070, MOUSE03071
OG0007154	ORYLA10421	MOUSE07324, MOUSE07323, MOUSE07325
OG0007158	ORYLA02201	MOUSE36020
OG0007159	ORYLA13649	MOUSE23889, MOUSE23888, MOUSE23890
OG0007161	ORYLA15162	MOUSE49412
OG0007162	ORYLA13655	MOUSE43534, MOUSE43533
OG0007163	ORYLA19100	MOUSE30404, MOUSE30406, MOUSE30403, MOUSE30405
OG0007164	ORYLA09721, ORYLA12288	MOUSE16101, MOUSE16102, MOUSE16100
OG0007165	ORYLA03664	MOUSE50996, MOUSE50995
OG0007166	ORYLA12340, ORYLA12341	MOUSE20485
OG0007168	ORYLA09683	MOUSE01155
OG0007169	ORYLA06145	MOUSE18367, MOUSE18368
OG0007171	ORYLA05245	MOUSE49947, MOUSE49944, MOUSE49945, MOUSE49946
OG0007173	ORYLA00375	MOUSE50154, MOUSE50153
OG0007174	ORYLA15845	MOUSE28506
OG0007175	ORYLA12365	MOUSE45837, MOUSE45836
OG0007176	ORYLA05563	MOUSE43501, MOUSE43500, MOUSE43499, MOUSE43498
OG0007177	ORYLA10550	MOUSE27462, MOUSE27461
OG0007178	ORYLA13591	MOUSE24080, MOUSE24079
OG0007179	ORYLA09261, ORYLA09260	MOUSE52436, MOUSE52434, MOUSE52435, MOUSE52432, MOUSE52433, MOUSE52431
OG0007181	ORYLA15718	MOUSE54274, MOUSE54273
OG0007182	ORYLA12514	MOUSE04317
OG0007183	ORYLA05418	MOUSE52163, MOUSE52162
OG0007184	ORYLA02171	MOUSE09858
OG0007185	ORYLA16541, ORYLA17045, ORYLA00068	MOUSE06224, MOUSE06225
OG0007186	ORYLA08238	MOUSE05260, MOUSE05261
OG0007187	ORYLA14366	MOUSE14892
OG0007188	ORYLA19593	MOUSE26110, MOUSE26112, MOUSE26111, MOUSE26114, MOUSE26113, MOUSE26115
OG0007189	ORYLA00633	MOUSE14133, MOUSE14134
OG0007190	ORYLA02310	MOUSE02812
OG0007191	ORYLA17462	MOUSE10517, MOUSE10515, MOUSE10516, MOUSE10514
OG0007192	ORYLA09692	MOUSE22113, MOUSE22112, MOUSE22111
OG0007193	ORYLA07734, ORYLA16990	MOUSE14227
OG0007193	ORYLA16522	MOUSE15095, MOUSE15096, MOUSE15101, MOUSE15100, MOUSE15099, MOUSE15098, MOUSE15097, MOUSE15094
OG0007195	ORYLA17219	MOUSE02799
OG0007198	ORYLA18294	MOUSE17325
OG0007199	ORYLA05345, ORYLA01726	MOUSE13429
OG0007200	ORYLA08097	MOUSE21248
OG0007201	ORYLA12849, ORYLA12850	MOUSE17912
OG0007203	ORYLA12573	MOUSE07197, MOUSE17355, MOUSE17354, MOUSE17352, MOUSE17351
OG0007204	ORYLA13239	MOUSE33203, MOUSE33202
OG0007204	ORYLA16562, ORYLA16561	MOUSE50332, MOUSE50333
OG0007205	ORYLA13452, ORYLA06637	MOUSE23939, MOUSE23938
OG0007205	ORYLA17843	MOUSE25886
OG0007206	ORYLA06585, ORYLA13436	MOUSE29511, MOUSE29510
OG0007206	ORYLA11283	MOUSE29517, MOUSE02204
OG0007207	ORYLA18413, ORYLA16369, ORYLA16366, ORYLA16367, ORYLA16368	MOUSE00804
OG0007208	ORYLA02408	MOUSE20788, MOUSE20782, MOUSE20769, MOUSE20768, MOUSE20770, MOUSE20773, MOUSE20783, MOUSE20781, MOUSE20786, MOUSE20787, MOUSE20780, MOUSE20779, MOUSE20771, MOUSE20784, MOUSE20772, MOUSE20774, MOUSE20775, MOUSE20778, MOUSE20777
OG0007209	ORYLA00656, ORYLA00655	MOUSE17208, MOUSE17209
OG0007210	ORYLA05937, ORYLA02020, ORYLA05936, ORYLA02022, ORYLA05938	MOUSE51146
OG0007212	ORYLA06596	MOUSE29843, MOUSE29844, MOUSE29842
OG0007212	ORYLA13122, ORYLA13123	MOUSE04261, MOUSE04263, MOUSE04262, MOUSE54544, MOUSE09527
OG0007213	ORYLA16625, ORYLA00768	MOUSE17123, MOUSE17125, MOUSE17121, MOUSE17124, MOUSE17122
OG0007214	ORYLA14774	MOUSE41887, MOUSE41889, MOUSE41890, MOUSE41891, MOUSE41888, MOUSE41881, MOUSE41884, MOUSE41885, MOUSE41883, MOUSE41886
OG0007214	ORYLA14775	MOUSE41882
OG0007227	ORYLA20378	MOUSE19894, MOUSE19896, MOUSE19898, MOUSE19899, MOUSE19907, MOUSE19903, MOUSE19902, MOUSE19906, MOUSE19905, MOUSE19897, MOUSE19901, MOUSE19900, MOUSE19904, MOUSE19893, MOUSE19895
OG0007248	ORYLA06298	MOUSE18543, MOUSE18542
OG0007250	ORYLA08747	MOUSE12898, MOUSE12897
OG0007251	ORYLA06850	MOUSE01636
OG0007253	ORYLA08898	MOUSE09257
OG0007253	ORYLA12436	MOUSE49391
OG0007254	ORYLA11846	MOUSE49930
OG0007256	ORYLA18423	MOUSE39410
OG0007258	ORYLA02983	MOUSE19644
OG0007260	ORYLA07375	MOUSE20244
OG0007261	ORYLA00423	MOUSE32244
OG0007264	ORYLA15263	MOUSE49132, MOUSE49130, MOUSE49131
OG0007266	ORYLA19225	MOUSE01804
OG0007267	ORYLA14269	MOUSE33724
OG0007268	ORYLA09609	MOUSE15922, MOUSE15920, MOUSE15923, MOUSE15921, MOUSE15919
OG0007269	ORYLA10696	MOUSE06847
OG0007270	ORYLA04915, ORYLA04916	MOUSE13004
OG0007271	ORYLA06700	MOUSE06041, MOUSE06040
OG0007272	ORYLA19327	MOUSE34613, MOUSE34614
OG0007273	ORYLA17133	MOUSE44138, MOUSE44137, MOUSE44139
OG0007274	ORYLA01401	MOUSE50595, MOUSE50596, MOUSE50594
OG0007275	ORYLA10992	MOUSE02295, MOUSE02296
OG0007276	ORYLA17414	MOUSE20695
OG0007277	ORYLA05155, ORYLA05156	MOUSE16674
OG0007279	ORYLA04478	MOUSE04341
OG0007280	ORYLA06789	MOUSE32007
OG0007281	ORYLA16781	MOUSE38663, MOUSE38662
OG0007282	ORYLA17269	MOUSE37535
OG0007283	ORYLA16980	MOUSE03788, MOUSE03787
OG0007284	ORYLA05432	MOUSE34245
OG0007284	ORYLA09535	MOUSE54478
OG0007285	ORYLA05317	MOUSE32145, MOUSE32146, MOUSE32144
OG0007286	ORYLA19380	MOUSE44596, MOUSE44597
OG0007288	ORYLA20472	MOUSE31526, MOUSE31527, MOUSE31525
OG0007289	ORYLA03622	MOUSE49689
OG0007290	ORYLA20279	MOUSE43717
OG0007291	ORYLA15418	MOUSE28540
OG0007292	ORYLA05899	MOUSE43053, MOUSE43052
OG0007293	ORYLA02154	MOUSE13613
OG0007294	ORYLA09264	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428
OG0007295	ORYLA01411	MOUSE31498, MOUSE31497, MOUSE31496
OG0007296	ORYLA12441	MOUSE49540
OG0007297	ORYLA16040	MOUSE53604
OG0007298	ORYLA00430	MOUSE31581
OG0007299	ORYLA17998	MOUSE47838, MOUSE47840, MOUSE47839
OG0007300	ORYLA02105	MOUSE35183, MOUSE35181
OG0007302	ORYLA13509, ORYLA19833	MOUSE44506, MOUSE44507, MOUSE44510
OG0007303	ORYLA18273	MOUSE28066, MOUSE28065
OG0007304	ORYLA11541	MOUSE06867
OG0007306	ORYLA04055	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272
OG0007307	ORYLA04750	MOUSE02947
OG0007308	ORYLA01818, ORYLA05605	MOUSE11376, MOUSE11377
OG0007309	ORYLA00123	MOUSE03035
OG0007310	ORYLA09847	MOUSE45035
OG0007312	ORYLA16909	MOUSE03829, MOUSE03828
OG0007314	ORYLA11660	MOUSE24672
OG0007316	ORYLA07711	MOUSE48208, MOUSE48210, MOUSE48209
OG0007317	ORYLA04703	MOUSE03033
OG0007318	ORYLA14192	MOUSE52776
OG0007319	ORYLA13973	MOUSE28912
OG0007320	ORYLA19939	MOUSE51738, MOUSE51739, MOUSE51737
OG0007321	ORYLA01035	MOUSE20101
OG0007322	ORYLA12070	MOUSE32818
OG0007325	ORYLA12467	MOUSE49722
OG0007326	ORYLA14944	MOUSE51801, MOUSE51802
OG0007328	ORYLA04937	MOUSE46798, MOUSE46797, MOUSE46796, MOUSE46795
OG0007329	ORYLA05886	MOUSE17878
OG0007330	ORYLA03139	MOUSE45076, MOUSE45075
OG0007331	ORYLA11072	MOUSE39235
OG0007334	ORYLA02101	MOUSE30490
OG0007335	ORYLA11672	MOUSE08020, MOUSE08021
OG0007336	ORYLA05981	MOUSE33887
OG0007337	ORYLA11944	MOUSE00481, MOUSE00482
OG0007339	ORYLA08865	MOUSE08716
OG0007340	ORYLA01911	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533
OG0007341	ORYLA12520	MOUSE16696
OG0007342	ORYLA17313	MOUSE09679, MOUSE09680, MOUSE08805
OG0007343	ORYLA13486	MOUSE01417
OG0007344	ORYLA18957	MOUSE17358
OG0007345	ORYLA19599	MOUSE31648, MOUSE31647
OG0007347	ORYLA13816	MOUSE40881, MOUSE40884, MOUSE40882
OG0007348	ORYLA12246	MOUSE12913
OG0007349	ORYLA17364	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366
OG0007351	ORYLA06166	MOUSE06954
OG0007352	ORYLA18525, ORYLA00412	MOUSE20513
OG0007353	ORYLA12576	MOUSE49062
OG0007354	ORYLA09048	MOUSE13358
OG0007355	ORYLA20163	MOUSE13914
OG0007356	ORYLA13760	MOUSE17323
OG0007357	ORYLA12581	MOUSE49428
OG0007358	ORYLA17406	MOUSE19466
OG0007359	ORYLA08850	MOUSE09163, MOUSE09166, MOUSE09162
OG0007360	ORYLA06936	MOUSE23987, MOUSE23986
OG0007361	ORYLA01623	MOUSE30812
OG0007363	ORYLA06682	MOUSE12968
OG0007364	ORYLA16985	MOUSE14210, MOUSE14209
OG0007365	ORYLA13386	MOUSE33407
OG0007366	ORYLA12817	MOUSE48417, MOUSE48418
OG0007367	ORYLA06765	MOUSE33622
OG0007368	ORYLA19704	MOUSE27087
OG0007369	ORYLA09751	MOUSE22430
OG0007370	ORYLA03491	MOUSE04703, MOUSE04702
OG0007371	ORYLA00696	MOUSE21071, MOUSE21072
OG0007372	ORYLA03828	MOUSE42627
OG0007373	ORYLA11366	MOUSE18067
OG0007374	ORYLA02701	MOUSE40539, MOUSE40538
OG0007377	ORYLA13383	MOUSE24074, MOUSE24073
OG0007379	ORYLA11999	MOUSE08208, MOUSE08209
OG0007380	ORYLA12839	MOUSE18994
OG0007381	ORYLA16653, ORYLA16655, ORYLA16654	MOUSE06415, MOUSE06416, MOUSE06414
OG0007382	ORYLA08742	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186
OG0007384	ORYLA11364	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625
OG0007385	ORYLA12485	MOUSE27240, MOUSE27239, MOUSE27238
OG0007386	ORYLA11303	MOUSE35741, MOUSE35743, MOUSE35742
OG0007387	ORYLA19178	MOUSE32806
OG0007388	ORYLA07499	MOUSE35885, MOUSE35884
OG0007389	ORYLA02496	MOUSE25933
OG0007390	ORYLA16509	MOUSE38551, MOUSE38550, MOUSE38552
OG0007391	ORYLA04353	MOUSE50178, MOUSE50176, MOUSE50177
OG0007392	ORYLA10645	MOUSE32236, MOUSE32238, MOUSE32237
OG0007393	ORYLA10500	MOUSE07668
OG0007394	ORYLA03499	MOUSE42619
OG0007395	ORYLA08169	MOUSE06300, MOUSE06302, MOUSE06301
OG0007396	ORYLA12727	MOUSE48951
OG0007397	ORYLA08942	MOUSE33684
OG0007399	ORYLA17904	MOUSE43864
OG0007400	ORYLA08958	MOUSE15646
OG0007401	ORYLA03561	MOUSE51222
OG0007402	ORYLA08019, ORYLA08020	MOUSE17044, MOUSE17045
OG0007403	ORYLA01385	MOUSE40241, MOUSE40240
OG0007405	ORYLA15003	MOUSE14443, MOUSE14442
OG0007406	ORYLA02660	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288
OG0007407	ORYLA05302	MOUSE21054
OG0007408	ORYLA20365	MOUSE13504
OG0007409	ORYLA05521	MOUSE00404, MOUSE00402
OG0007410	ORYLA17035	MOUSE12955, MOUSE14285, MOUSE14286
OG0007411	ORYLA19807	MOUSE19154, MOUSE19155
OG0007412	ORYLA09356	MOUSE23326, MOUSE23325
OG0007413	ORYLA06066, ORYLA06065, ORYLA06064	MOUSE53007
OG0007415	ORYLA19464	MOUSE05666
OG0007416	ORYLA00938	MOUSE36386
OG0007417	ORYLA17547	MOUSE37895, MOUSE37894
OG0007418	ORYLA03744	MOUSE04928
OG0007419	ORYLA16934	MOUSE03772
OG0007421	ORYLA14356	MOUSE02352
OG0007422	ORYLA10067	MOUSE40322, MOUSE07287, MOUSE07288
OG0007423	ORYLA00567, ORYLA16921	MOUSE15054
OG0007424	ORYLA08021	MOUSE17046
OG0007425	ORYLA14998	MOUSE18550, MOUSE18548
OG0007426	ORYLA19382	MOUSE44588, MOUSE44585, MOUSE44586
OG0007428	ORYLA02581	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007429	ORYLA10854	MOUSE02008
OG0007431	ORYLA05544, ORYLA05545	MOUSE08705
OG0007432	ORYLA03130	MOUSE51045
OG0007433	ORYLA12091	MOUSE44443, MOUSE44444
OG0007436	ORYLA09770	MOUSE01136, MOUSE01138
OG0007437	ORYLA00941	MOUSE40494, MOUSE40495
OG0007438	ORYLA00047	MOUSE25113, MOUSE25112
OG0007439	ORYLA05166	MOUSE18803
OG0007440	ORYLA14401	MOUSE23442
OG0007441	ORYLA08960	MOUSE18962
OG0007442	ORYLA06331	MOUSE33512
OG0007443	ORYLA18835	MOUSE37706, MOUSE37709, MOUSE37707, MOUSE37708
OG0007444	ORYLA12333	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641
OG0007444	ORYLA17506	MOUSE09669
OG0007445	ORYLA09137	MOUSE15761, MOUSE15762, MOUSE15760
OG0007446	ORYLA17366	MOUSE37963, MOUSE37961
OG0007447	ORYLA00461	MOUSE48737, MOUSE48736
OG0007448	ORYLA12046	MOUSE01474, MOUSE01473
OG0007449	ORYLA20219	MOUSE28249
OG0007450	ORYLA10095	MOUSE07464
OG0007451	ORYLA08969	MOUSE12346
OG0007452	ORYLA02553	MOUSE36786
OG0007453	ORYLA16527	MOUSE46202, MOUSE46201
OG0007454	ORYLA09677	MOUSE22524
OG0007455	ORYLA09348	MOUSE55231, MOUSE55229, MOUSE55228
OG0007456	ORYLA02608	MOUSE37583
OG0007457	ORYLA14661	MOUSE51393
OG0007458	ORYLA00309	MOUSE32631, MOUSE32630
OG0007459	ORYLA10805	MOUSE35765, MOUSE35764, MOUSE35766
OG0007460	ORYLA20039	MOUSE18660
OG0007462	ORYLA19843	MOUSE01188, MOUSE01187
OG0007463	ORYLA10835	MOUSE01879, MOUSE01878
OG0007465	ORYLA03646	MOUSE04958, MOUSE04957, MOUSE04956
