Orthogroup	ORYLA	DROME
OG0005869	ORYLA14537	DROME01674
OG0005870	ORYLA06800	DROME19873
OG0005871	ORYLA00937	DROME05632, DROME05631
OG0005872	ORYLA06151	DROME00389
OG0005874	ORYLA08436, ORYLA08808	DROME03501
OG0005875	ORYLA03096	DROME06773
OG0005877	ORYLA12771	DROME06392
OG0005878	ORYLA11425, ORYLA11426	DROME19123
OG0005879	ORYLA06023	DROME20321
OG0005880	ORYLA20156	DROME17652, DROME17653
OG0005883	ORYLA18088	DROME19395
OG0005884	ORYLA11455	DROME08061
OG0005886	ORYLA10508	DROME01867
OG0005888	ORYLA16571	DROME16104
OG0005889	ORYLA07548	DROME14304, DROME07617
OG0005890	ORYLA11535	DROME19088
OG0005893	ORYLA04914	DROME16783
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	DROME11886
OG0005895	ORYLA04519	DROME02103
OG0005896	ORYLA11728, ORYLA09070	DROME06811
OG0005897	ORYLA19507	DROME19090
OG0005898	ORYLA09769	DROME06116
OG0005899	ORYLA16594	DROME02184
OG0005901	ORYLA15179	DROME08625, DROME08624
OG0005902	ORYLA02177	DROME12748
OG0005903	ORYLA03025	DROME19765
OG0005906	ORYLA09828	DROME04737, DROME04735, DROME04736
OG0005909	ORYLA13661	DROME01192
OG0005914	ORYLA14072	DROME08503, DROME08502
OG0005919	ORYLA06790	DROME03002
OG0005921	ORYLA03161	DROME05740
OG0005922	ORYLA14270	DROME13644, DROME13643
OG0005923	ORYLA07288, ORYLA07289	DROME01141, DROME01142
OG0005926	ORYLA06535	DROME12066, DROME12065
OG0005928	ORYLA13174	DROME02019
OG0005929	ORYLA17102	DROME01196
OG0005931	ORYLA12693	DROME08847
OG0005932	ORYLA15050	DROME15731
OG0005933	ORYLA04204	DROME19096, DROME19097
OG0005936	ORYLA00036	DROME12077
OG0005937	ORYLA15356	DROME14657
OG0005938	ORYLA02948	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	ORYLA11953	DROME18687
OG0005941	ORYLA11974	DROME14278
OG0005942	ORYLA20255	DROME17395
OG0005943	ORYLA17027	DROME01109
OG0005944	ORYLA05011	DROME21720
OG0005946	ORYLA16047	DROME15326
OG0005949	ORYLA17627	DROME10426
OG0005950	ORYLA10694	DROME10950
OG0005952	ORYLA17339	DROME19643
OG0005953	ORYLA17714	DROME11680
OG0005957	ORYLA07508	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	ORYLA14080	DROME11094, DROME11095
OG0005963	ORYLA13333	DROME00894
OG0005965	ORYLA00501	DROME15552
OG0005966	ORYLA16765	DROME04950
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	DROME16596, DROME14482
OG0005968	ORYLA06981	DROME21030, DROME16013, DROME08290
OG0005969	ORYLA05253	DROME08256, DROME08257
OG0005970	ORYLA12936	DROME13325
OG0005972	ORYLA13344	DROME16733
OG0005973	ORYLA10086	DROME03261
OG0005974	ORYLA12871	DROME09177
OG0005975	ORYLA09620	DROME01949
OG0005976	ORYLA10048	DROME19287
OG0005977	ORYLA11110	DROME08531
OG0005978	ORYLA18813	DROME03284
OG0005980	ORYLA16160	DROME21461
OG0005981	ORYLA13340	DROME05700
OG0005982	ORYLA02398	DROME01959
OG0005984	ORYLA02487	DROME20805
OG0005985	ORYLA17726	DROME12892
OG0005987	ORYLA04335	DROME16681
OG0005988	ORYLA05096	DROME04858
OG0005989	ORYLA14612, ORYLA14611	DROME01935, DROME02497
OG0005993	ORYLA15988	DROME01845
OG0005995	ORYLA05250	DROME10672
OG0005997	ORYLA14583, ORYLA12455	DROME05226
OG0005998	ORYLA02760	DROME05475
OG0006002	ORYLA11186	DROME16784
OG0006003	ORYLA00268	DROME10360
OG0006004	ORYLA16105	DROME09659
OG0006005	ORYLA04614	DROME21221
OG0006009	ORYLA19597, ORYLA18623	DROME04529, DROME04530
OG0006010	ORYLA01122	DROME07208
OG0006011	ORYLA04360	DROME05625
OG0006012	ORYLA12331	DROME04986
OG0006013	ORYLA02084	DROME08145
OG0006015	ORYLA00450	DROME04440, DROME04441
OG0006021	ORYLA10174, ORYLA11667, ORYLA04349, ORYLA01068	DROME09479
OG0006031	ORYLA12601	DROME15258
OG0006059	ORYLA09031	DROME07767
OG0006061	ORYLA19379	DROME04698
OG0006062	ORYLA16708	DROME04067
OG0006063	ORYLA03877	DROME20838
OG0006064	ORYLA04445	DROME01128
OG0006065	ORYLA17451	DROME06304
OG0006066	ORYLA09975	DROME20062
OG0006069	ORYLA16979	DROME20187
OG0006070	ORYLA00067	DROME16601, DROME16602
OG0006072	ORYLA12315	DROME01673
OG0006073	ORYLA03080	DROME14553
OG0006074	ORYLA11388	DROME19848
OG0006077	ORYLA19036, ORYLA19037	DROME09385
OG0006078	ORYLA17648, ORYLA01729	DROME02001
OG0006079	ORYLA15110	DROME02616
OG0006085	ORYLA15317	DROME12364
OG0006087	ORYLA07572	DROME12774
OG0006094	ORYLA03339	DROME09863, DROME00849, DROME00848
OG0006095	ORYLA00577	DROME21969
OG0006096	ORYLA02341	DROME21245
OG0006098	ORYLA08847	DROME05931
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	DROME11739
OG0006100	ORYLA15271	DROME05018
OG0006102	ORYLA14108	DROME01980
OG0006103	ORYLA11324	DROME10210
OG0006104	ORYLA19385	DROME06504, DROME15737
OG0006106	ORYLA08883, ORYLA08882	DROME20870
OG0006108	ORYLA05895	DROME09376
OG0006111	ORYLA04074, ORYLA03212	DROME12496
OG0006113	ORYLA07029	DROME04342
OG0006115	ORYLA11548	DROME16296
OG0006117	ORYLA00077	DROME10279
OG0006118	ORYLA18840, ORYLA05452	DROME20483
OG0006119	ORYLA20488	DROME12941
OG0006120	ORYLA10724	DROME13128, DROME13130, DROME13129
OG0006121	ORYLA19436	DROME18148
OG0006122	ORYLA08367	DROME00796
OG0006123	ORYLA20495	DROME16430
OG0006124	ORYLA11506	DROME13739
OG0006125	ORYLA09691	DROME02053
OG0006127	ORYLA15251	DROME03260
OG0006128	ORYLA15261	DROME07922
OG0006129	ORYLA00354	DROME09781
OG0006130	ORYLA14031	DROME17498, DROME17499
OG0006131	ORYLA16375, ORYLA07912	DROME15971
OG0006132	ORYLA05048	DROME06118
OG0006133	ORYLA12772	DROME07717
OG0006134	ORYLA05638	DROME13718
OG0006136	ORYLA09430	DROME10851
OG0006137	ORYLA02042	DROME09569
OG0006140	ORYLA15551	DROME15748
OG0006141	ORYLA12129	DROME18067, DROME07431
OG0006144	ORYLA07543	DROME00549
OG0006145	ORYLA20229	DROME11050
OG0006147	ORYLA17682	DROME21657
OG0006148	ORYLA02358	DROME10799
OG0006151	ORYLA14513	DROME20478
OG0006152	ORYLA11733	DROME08871
OG0006155	ORYLA06089	DROME18085
OG0006156	ORYLA00926	DROME10247
OG0006159	ORYLA19153	DROME13858
OG0006160	ORYLA19637	DROME03637
OG0006161	ORYLA01833, ORYLA05612	DROME18089, DROME18090, DROME18088
OG0006164	ORYLA19800	DROME09119
OG0006165	ORYLA20003	DROME18757, DROME18756
OG0006168	ORYLA16569	DROME15944, DROME18911
OG0006169	ORYLA04271	DROME10283
OG0006170	ORYLA09909	DROME14914
OG0006171	ORYLA02054	DROME09393
OG0006172	ORYLA10481	DROME00114
OG0006176	ORYLA10315	DROME04325
OG0006179	ORYLA03657	DROME10214
OG0006180	ORYLA06973	DROME17033
OG0006181	ORYLA03672	DROME14871
OG0006182	ORYLA08344	DROME01649
OG0006183	ORYLA16825	DROME14997
OG0006184	ORYLA00792	DROME06994, DROME06993
OG0006185	ORYLA06316	DROME15598
OG0006186	ORYLA13046	DROME01316
OG0006187	ORYLA18889	DROME00876
OG0006188	ORYLA20449	DROME00301
OG0006191	ORYLA17482	DROME00877, DROME00878
OG0006192	ORYLA04658	DROME00106
OG0006193	ORYLA12955	DROME02189
OG0006195	ORYLA17204	DROME11802, DROME11801
OG0006196	ORYLA03362	DROME01357
OG0006199	ORYLA07760	DROME19122
OG0006200	ORYLA00176	DROME03216, DROME03215
OG0006202	ORYLA06744	DROME06452, DROME06451
OG0006204	ORYLA07934	DROME02906
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	DROME19558
OG0006210	ORYLA02264	DROME19094
OG0006211	ORYLA16185	DROME17799, DROME17798, DROME17797
OG0006214	ORYLA11041	DROME05227
OG0006216	ORYLA19823	DROME02380
OG0006217	ORYLA13873, ORYLA13874	DROME19224
OG0006220	ORYLA18843	DROME10027
OG0006224	ORYLA15635	DROME18810
OG0006226	ORYLA02359	DROME08310
OG0006227	ORYLA17980	DROME03457
OG0006228	ORYLA16946, ORYLA20325	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	ORYLA00480	DROME16720
OG0006230	ORYLA20084	DROME05693
OG0006231	ORYLA08845	DROME06401, DROME06402, DROME06407
OG0006232	ORYLA19680	DROME06119
OG0006233	ORYLA13531	DROME13881
OG0006234	ORYLA13453	DROME22062, DROME22061
OG0006235	ORYLA14597	DROME20311
OG0006240	ORYLA20183	DROME19140, DROME08600
OG0006242	ORYLA00598, ORYLA00599	DROME07675, DROME07676
OG0006243	ORYLA14098	DROME14457
OG0006244	ORYLA02710	DROME17166, DROME17165
OG0006245	ORYLA08633	DROME02108, DROME02107
OG0006246	ORYLA02819	DROME19004
OG0006247	ORYLA14475	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006249	ORYLA07428	DROME20245
OG0006250	ORYLA01481	DROME17023
OG0006251	ORYLA03699	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	ORYLA01467	DROME10801
OG0006258	ORYLA02984	DROME18180, DROME18181, DROME18179
OG0006259	ORYLA13353	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	ORYLA18938	DROME16552
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	DROME05994
OG0006263	ORYLA09051	DROME01003
OG0006264	ORYLA17584	DROME01178
OG0006265	ORYLA09470	DROME08925, DROME08926
OG0006267	ORYLA02355	DROME04482
OG0006268	ORYLA16048	DROME16986
OG0006270	ORYLA02562, ORYLA02561	DROME07884
OG0006271	ORYLA08585	DROME13584
OG0006273	ORYLA06300	DROME19288, DROME09384, DROME20348
OG0006275	ORYLA10683	DROME11545
OG0006277	ORYLA03972, ORYLA03476	DROME15668
OG0006278	ORYLA06895, ORYLA16134	DROME09293
OG0006279	ORYLA09965	DROME05154
OG0006280	ORYLA11567	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	ORYLA20123	DROME21723, DROME21724
OG0006283	ORYLA09291	DROME18093
OG0006284	ORYLA09690	DROME06978
OG0006285	ORYLA17251	DROME05155
OG0006286	ORYLA07043	DROME20409
OG0006288	ORYLA10709	DROME00223
OG0006289	ORYLA14057, ORYLA16007	DROME05895
OG0006290	ORYLA16144	DROME15754
OG0006291	ORYLA13632	DROME16421
OG0006294	ORYLA11427	DROME17637
OG0006295	ORYLA20007	DROME09339
OG0006296	ORYLA11079	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	ORYLA13740	DROME14064
OG0006298	ORYLA16187	DROME10104, DROME10103
OG0006301	ORYLA10259	DROME14417, DROME14418
OG0006302	ORYLA12680, ORYLA14790	DROME11859
OG0006305	ORYLA00895, ORYLA00418	DROME20608
OG0006306	ORYLA05428	DROME06607
OG0006309	ORYLA11286	DROME22059, DROME22060
OG0006311	ORYLA14691	DROME09053
OG0006313	ORYLA18940	DROME09638
OG0006315	ORYLA04829	DROME12826
OG0006318	ORYLA08694	DROME09391
OG0006321	ORYLA12059	DROME00074
OG0006322	ORYLA20137	DROME19674
OG0006323	ORYLA08641	DROME00186
OG0006328	ORYLA02179, ORYLA02180	DROME04072
OG0006329	ORYLA17793	DROME06117
OG0006330	ORYLA12144	DROME21856, DROME21857
OG0006331	ORYLA03044	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	ORYLA12489	DROME01006
OG0006333	ORYLA09732, ORYLA10226	DROME05697
OG0006334	ORYLA00853	DROME04357
OG0006339	ORYLA02765	DROME19031, DROME19030
OG0006340	ORYLA05277	DROME02471
OG0006341	ORYLA17094	DROME06095
OG0006344	ORYLA09235, ORYLA07107	DROME11878
OG0006345	ORYLA06394	DROME01528
OG0006346	ORYLA03560	DROME16623
OG0006347	ORYLA08655	DROME18372, DROME18373
OG0006350	ORYLA05826	DROME10882
OG0006351	ORYLA09454	DROME17575
OG0006352	ORYLA00408, ORYLA01498	DROME15718
OG0006353	ORYLA03383	DROME00751
OG0006356	ORYLA04352	DROME02890
OG0006359	ORYLA06276	DROME01311
OG0006360	ORYLA11287	DROME19840
OG0006362	ORYLA05430	DROME11093
OG0006363	ORYLA04345	DROME07012
OG0006364	ORYLA17402	DROME14912
OG0006365	ORYLA07547	DROME21616, DROME21617
OG0006367	ORYLA10820	DROME09374
OG0006370	ORYLA09199	DROME08234
OG0006372	ORYLA10156	DROME08788
OG0006375	ORYLA07773	DROME19928
OG0006376	ORYLA18136	DROME13198
OG0006377	ORYLA02527	DROME08417
OG0006379	ORYLA02129	DROME02858, DROME04856
OG0006381	ORYLA11043, ORYLA15094	DROME02707, DROME20650
OG0006382	ORYLA10097, ORYLA10098	DROME15024
OG0006383	ORYLA04517	DROME12394
OG0006387	ORYLA10627	DROME09390
OG0006388	ORYLA16292, ORYLA00766	DROME20388, DROME20387
OG0006389	ORYLA12499	DROME15710
OG0006392	ORYLA09388	DROME11920
OG0006393	ORYLA00411, ORYLA13211	DROME03463, DROME03462
OG0006395	ORYLA19863	DROME00130
OG0006402	ORYLA00429	DROME17310
OG0006405	ORYLA01525, ORYLA14866	DROME13750, DROME13751
OG0006408	ORYLA11884, ORYLA11885	DROME17398, DROME17397
OG0006442	ORYLA13339	DROME16371
OG0006443	ORYLA04866	DROME16038
OG0006447	ORYLA18018	DROME10748
OG0006448	ORYLA06428, ORYLA06429	DROME21414
OG0006449	ORYLA02199	DROME03272
OG0006454	ORYLA04312	DROME19164
OG0006456	ORYLA01861	DROME00779
OG0006459	ORYLA14803	DROME10282
OG0006460	ORYLA04920	DROME15064
OG0006461	ORYLA15523	DROME01188
OG0006462	ORYLA07799	DROME01832
OG0006463	ORYLA14103	DROME10850
OG0006464	ORYLA13278	DROME15553
OG0006465	ORYLA00104	DROME04025
OG0006469	ORYLA00255	DROME02304
OG0006470	ORYLA00368	DROME05726, DROME05725
OG0006471	ORYLA19660	DROME03198
OG0006472	ORYLA07638	DROME01113
OG0006474	ORYLA17369	DROME18594
OG0006475	ORYLA09150	DROME11340, DROME11339
OG0006476	ORYLA04028	DROME02188
OG0006477	ORYLA12051	DROME16299
OG0006478	ORYLA18550	DROME10803
OG0006479	ORYLA15648	DROME03631
OG0006480	ORYLA00896	DROME15425, DROME15426
OG0006481	ORYLA04413	DROME02142, DROME01455
OG0006482	ORYLA17211	DROME21719
OG0006483	ORYLA10393	DROME04426
OG0006485	ORYLA07384, ORYLA07383	DROME17756
OG0006487	ORYLA15532, ORYLA15531	DROME20891
OG0006488	ORYLA03055	DROME14000
OG0006490	ORYLA14766	DROME17521
OG0006491	ORYLA08851	DROME09727
OG0006492	ORYLA15208	DROME19565, DROME19566
OG0006497	ORYLA04913	DROME11986
OG0006498	ORYLA10742	DROME00774
OG0006500	ORYLA10496	DROME02408
OG0006501	ORYLA03041	DROME07620
OG0006504	ORYLA03965	DROME01726
OG0006505	ORYLA08906, ORYLA06614	DROME19279
OG0006507	ORYLA15791, ORYLA15790	DROME11241, DROME13160
OG0006509	ORYLA07227	DROME06735
OG0006510	ORYLA14338	DROME21078
OG0006511	ORYLA14129, ORYLA14130	DROME02030
OG0006512	ORYLA01466	DROME14203
OG0006514	ORYLA20423	DROME04973
OG0006515	ORYLA10705	DROME17220
OG0006516	ORYLA10111, ORYLA10110	DROME07746
OG0006517	ORYLA06301	DROME16077, DROME16076
OG0006518	ORYLA19034	DROME12457
OG0006519	ORYLA11456	DROME10463
OG0006520	ORYLA04037	DROME01601
OG0006523	ORYLA03670	DROME13324
OG0006524	ORYLA14673	DROME08322
OG0006525	ORYLA16237	DROME16242
OG0006526	ORYLA19079	DROME10066
OG0006528	ORYLA08757	DROME03901, DROME03902, DROME03900
OG0006530	ORYLA06110	DROME02632
OG0006532	ORYLA12770	DROME18743
OG0006536	ORYLA00277	DROME00110
OG0006537	ORYLA18614	DROME17569
OG0006538	ORYLA12235	DROME00930
OG0006540	ORYLA04334	DROME04024
OG0006543	ORYLA05121	DROME19675
OG0006544	ORYLA13799	DROME08098
OG0006545	ORYLA01750	DROME14793
OG0006547	ORYLA04432	DROME21566
OG0006549	ORYLA10840	DROME08226
OG0006550	ORYLA11254	DROME12314
OG0006551	ORYLA09374	DROME01560
OG0006552	ORYLA02423	DROME02022
OG0006553	ORYLA00553	DROME06750
OG0006554	ORYLA02770	DROME13465
OG0006556	ORYLA10590	DROME10784
OG0006557	ORYLA17641	DROME08144
OG0006560	ORYLA11992	DROME17786
OG0006561	ORYLA11401	DROME15269
OG0006567	ORYLA14215	DROME01202
OG0006568	ORYLA00111	DROME05220
OG0006569	ORYLA04751	DROME20993
OG0006570	ORYLA02088	DROME20261
OG0006571	ORYLA18093	DROME05601
OG0006573	ORYLA04375	DROME14640
OG0006574	ORYLA13477	DROME19778
OG0006577	ORYLA04095	DROME16628
OG0006578	ORYLA02514	DROME15457
OG0006580	ORYLA18562	DROME00474
OG0006583	ORYLA11606	DROME16903
OG0006584	ORYLA05604	DROME07289
OG0006585	ORYLA04761	DROME00295, DROME00294
OG0006586	ORYLA14580	DROME11738, DROME02891
OG0006587	ORYLA03374	DROME02493
OG0006588	ORYLA16204	DROME21457
OG0006590	ORYLA15302	DROME17574
OG0006591	ORYLA05510	DROME11557, DROME11556
OG0006593	ORYLA07057	DROME11713
OG0006594	ORYLA07714	DROME12981
OG0006595	ORYLA08079	DROME20933
OG0006597	ORYLA00971	DROME19349
OG0006598	ORYLA17695	DROME15235
OG0006599	ORYLA17550, ORYLA17318	DROME13830, DROME13829
OG0006602	ORYLA00714	DROME18117
OG0006603	ORYLA15058	DROME08268, DROME08267
OG0006604	ORYLA03264	DROME10779
OG0006607	ORYLA05978	DROME06763
OG0006609	ORYLA09197	DROME08965
OG0006610	ORYLA00548	DROME00685
OG0006611	ORYLA16098	DROME04706, DROME04707
OG0006612	ORYLA12921	DROME07454
OG0006613	ORYLA12182	DROME02162, DROME02161
OG0006614	ORYLA10829	DROME03471
OG0006615	ORYLA01747	DROME05191
OG0006616	ORYLA06592	DROME04436, DROME04435
OG0006619	ORYLA06288	DROME20837, DROME20836
OG0006621	ORYLA04538	DROME01854
OG0006622	ORYLA04282	DROME13807
OG0006623	ORYLA14630	DROME03084
OG0006625	ORYLA12231	DROME13491
OG0006628	ORYLA12154	DROME04083, DROME04082
OG0006630	ORYLA12196	DROME13179
OG0006631	ORYLA09701	DROME06287
OG0006633	ORYLA06549	DROME10769
OG0006634	ORYLA05221	DROME05352
OG0006635	ORYLA17870	DROME12947
OG0006636	ORYLA05802	DROME02119
OG0006637	ORYLA08373	DROME01008
OG0006640	ORYLA07344	DROME00615
OG0006642	ORYLA04894	DROME08951
OG0006646	ORYLA12692, ORYLA12691	DROME15373
OG0006647	ORYLA06525	DROME02033
OG0006649	ORYLA16663	DROME00086
OG0006650	ORYLA15299	DROME04683, DROME04682
OG0006651	ORYLA04105	DROME04694
OG0006653	ORYLA06299	DROME10989, DROME10990
OG0006654	ORYLA11524	DROME20173
OG0006655	ORYLA17342	DROME18847
OG0006657	ORYLA17971	DROME19456, DROME19455
OG0006658	ORYLA11434	DROME21096
OG0006662	ORYLA14512	DROME19864
OG0006663	ORYLA03621	DROME13134
OG0006664	ORYLA09332	DROME04463
OG0006666	ORYLA20165	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	ORYLA06327	DROME06736
OG0006668	ORYLA08545	DROME09203, DROME09202, DROME09204
OG0006669	ORYLA02526	DROME09383
OG0006673	ORYLA17788	DROME03524
OG0006676	ORYLA19082, ORYLA20332, ORYLA20330	DROME04549
OG0006677	ORYLA05809	DROME21382
OG0006678	ORYLA16789	DROME02009
OG0006679	ORYLA07862	DROME03949, DROME03948
OG0006681	ORYLA11715	DROME07359, DROME07360
OG0006684	ORYLA11012	DROME10607
OG0006686	ORYLA18912	DROME10194
OG0006689	ORYLA14988	DROME16220, DROME06540
OG0006690	ORYLA15449	DROME00556
OG0006691	ORYLA08252	DROME16256
OG0006692	ORYLA18541	DROME03538
OG0006694	ORYLA11331	DROME08808
OG0006695	ORYLA03032	DROME15570
OG0006697	ORYLA08123, ORYLA04932	DROME13987
OG0006698	ORYLA05714	DROME10462, DROME10461
OG0006702	ORYLA01940	DROME02407
OG0006703	ORYLA09239	DROME12345
OG0006705	ORYLA13053	DROME10883
OG0006706	ORYLA06274	DROME18775
OG0006707	ORYLA15902	DROME19785
OG0006708	ORYLA06046	DROME07913
OG0006709	ORYLA09857	DROME12082
OG0006710	ORYLA07507	DROME13063, DROME13065, DROME13064
OG0006712	ORYLA16175	DROME09518, DROME09519
OG0006714	ORYLA03957, ORYLA01323	DROME13246
OG0006717	ORYLA01078	DROME10030
OG0006721	ORYLA06875	DROME06897
OG0006722	ORYLA19383	DROME04394
OG0006723	ORYLA15389	DROME17509
OG0006724	ORYLA18498	DROME13169
OG0006725	ORYLA13855	DROME01185
OG0006726	ORYLA18866	DROME11357
OG0006728	ORYLA05670	DROME19775
OG0006730	ORYLA15663	DROME10467
OG0006731	ORYLA05562	DROME07141
OG0006732	ORYLA18287	DROME16398
OG0006733	ORYLA01038	DROME12191, DROME12192
OG0006734	ORYLA19310	DROME14590
OG0006735	ORYLA14353	DROME21577
OG0006737	ORYLA08275	DROME08119
OG0006739	ORYLA19509	DROME14549
OG0006741	ORYLA14536	DROME13025
OG0006742	ORYLA01030, ORYLA00302	DROME17425
OG0006745	ORYLA13304	DROME12660
OG0006748	ORYLA06901	DROME00422
OG0006749	ORYLA16853	DROME18950
OG0006750	ORYLA11676	DROME09705
OG0006753	ORYLA10479	DROME16826
OG0006754	ORYLA05668, ORYLA19170	DROME03000
OG0006755	ORYLA08778	DROME13740
OG0006757	ORYLA05170	DROME14155
OG0006760	ORYLA13106, ORYLA13107	DROME19427
OG0006762	ORYLA08143, ORYLA05165	DROME14028
OG0006765	ORYLA12661	DROME10592, DROME10591
OG0006766	ORYLA04462	DROME03426
OG0006768	ORYLA05533	DROME02900
OG0006769	ORYLA19703	DROME06420
OG0006770	ORYLA12620	DROME13620
OG0006772	ORYLA00394	DROME15798, DROME09251
OG0006777	ORYLA12364	DROME18870, DROME18871
OG0006780	ORYLA10161	DROME20962
OG0006791	ORYLA01324	DROME09378, DROME09358, DROME12573
OG0006826	ORYLA07190	DROME14383
OG0006828	ORYLA19553	DROME08100, DROME08101, DROME21318
OG0006830	ORYLA04099	DROME11906
OG0006832	ORYLA10081	DROME16492, DROME16493
OG0006833	ORYLA12166	DROME06375
OG0006838	ORYLA16929	DROME08307
OG0006842	ORYLA00868	DROME20782
OG0006843	ORYLA18591	DROME06952
OG0006844	ORYLA12172	DROME01743
OG0006845	ORYLA04346	DROME17007
OG0006846	ORYLA10163	DROME08329
OG0006849	ORYLA04862	DROME03499
OG0006851	ORYLA08359	DROME10053
OG0006852	ORYLA11028	DROME13239
OG0006856	ORYLA07978	DROME17826
OG0006857	ORYLA09522	DROME13855
OG0006860	ORYLA12394	DROME20680, DROME20679
OG0006862	ORYLA10430	DROME15144
OG0006864	ORYLA16704, ORYLA00881	DROME02889
OG0006865	ORYLA08635	DROME12006
OG0006870	ORYLA09718	DROME14456
OG0006871	ORYLA13504	DROME13968
OG0006874	ORYLA14058	DROME19509
OG0006875	ORYLA04531	DROME18909
OG0006876	ORYLA13231	DROME04074
OG0006877	ORYLA14665	DROME14060
OG0006878	ORYLA06366	DROME10685, DROME10684
OG0006880	ORYLA14486	DROME13822
OG0006881	ORYLA03213	DROME07121
OG0006882	ORYLA12470	DROME09123
OG0006886	ORYLA01362	DROME21253
OG0006887	ORYLA18327	DROME13817
OG0006888	ORYLA13676	DROME19638
OG0006889	ORYLA15285	DROME21560, DROME21559
OG0006890	ORYLA05057	DROME08143
OG0006891	ORYLA12282	DROME18748
OG0006892	ORYLA18584	DROME00140
OG0006893	ORYLA00800	DROME12133
OG0006894	ORYLA19918	DROME05303
OG0006895	ORYLA08207	DROME01866
OG0006897	ORYLA17654	DROME19217
OG0006898	ORYLA15253	DROME10588, DROME10587
OG0006900	ORYLA10711	DROME09764, DROME09765
OG0006901	ORYLA19363	DROME11048, DROME14826
OG0006905	ORYLA14337	DROME14624, DROME14623
OG0006906	ORYLA04358	DROME15670
OG0006907	ORYLA11869	DROME02137, DROME02136
OG0006909	ORYLA20226	DROME06225
OG0006911	ORYLA01075	DROME14763
OG0006914	ORYLA19783	DROME08141
OG0006918	ORYLA05445	DROME03248
OG0006919	ORYLA19417	DROME06069
OG0006920	ORYLA09599	DROME01129
OG0006923	ORYLA02242	DROME11746
OG0006924	ORYLA19320	DROME14721
OG0006925	ORYLA10136	DROME11109
OG0006926	ORYLA02117	DROME00053
OG0006927	ORYLA06863	DROME11010
OG0006931	ORYLA11673	DROME11546
OG0006932	ORYLA16938	DROME16429
OG0006934	ORYLA09930	DROME00627
OG0006935	ORYLA10774	DROME17600
OG0006936	ORYLA12502	DROME12923
OG0006937	ORYLA09224	DROME00527
OG0006938	ORYLA13900	DROME14949
OG0006940	ORYLA07819	DROME19018, DROME19017
OG0006942	ORYLA01085	DROME17406
OG0006943	ORYLA11269	DROME05311, DROME05310, DROME05312
OG0006944	ORYLA18190, ORYLA15875	DROME07597
OG0006945	ORYLA19364	DROME04092, DROME04093
OG0006946	ORYLA02739	DROME06810
OG0006948	ORYLA05268	DROME10887
OG0006949	ORYLA14891	DROME17510
OG0006951	ORYLA01790	DROME19073
OG0006952	ORYLA02149	DROME11379
OG0006953	ORYLA04011	DROME15970
OG0006954	ORYLA10656	DROME13996, DROME13995
OG0006957	ORYLA01524	DROME16961
OG0006959	ORYLA07529	DROME10650
OG0006960	ORYLA20075	DROME21228
OG0006962	ORYLA14243	DROME03277
OG0006964	ORYLA06047	DROME19570
OG0006967	ORYLA07736	DROME01193
OG0006968	ORYLA07011	DROME19323
OG0006969	ORYLA00904	DROME16910
OG0006970	ORYLA01120	DROME11918
OG0006971	ORYLA17898	DROME11799, DROME11798
OG0006973	ORYLA11601	DROME15580
OG0006975	ORYLA05959	DROME07368
OG0006977	ORYLA14070	DROME16367
OG0006979	ORYLA18967	DROME08887
OG0006980	ORYLA18420	DROME12138
OG0006982	ORYLA08562, ORYLA08563	DROME16125
OG0006983	ORYLA15643	DROME07189
OG0006984	ORYLA14709	DROME08885
OG0006988	ORYLA16944	DROME01608
OG0006989	ORYLA09680	DROME21716, DROME21715, DROME01750
OG0006990	ORYLA12859	DROME10642
OG0006991	ORYLA19862	DROME04692
OG0006992	ORYLA07859, ORYLA07860	DROME13157
OG0006994	ORYLA19038	DROME04632
OG0006995	ORYLA01996	DROME04021
OG0006996	ORYLA04870	DROME01798
OG0006997	ORYLA10925	DROME06801
OG0006998	ORYLA07905	DROME01960
OG0006999	ORYLA05329	DROME11377
OG0007000	ORYLA17381	DROME11064, DROME16292
OG0007001	ORYLA10882	DROME08011
OG0007002	ORYLA19238	DROME07791
OG0007003	ORYLA15348, ORYLA12075	DROME00287
OG0007005	ORYLA03067	DROME09757
OG0007007	ORYLA19143	DROME00847
OG0007009	ORYLA17311	DROME17681
OG0007010	ORYLA12802	DROME01605
OG0007011	ORYLA03574	DROME20885
OG0007012	ORYLA07702	DROME22023
OG0007013	ORYLA08186	DROME01987
OG0007015	ORYLA15619	DROME19728
OG0007016	ORYLA20315	DROME20048
OG0007017	ORYLA00928	DROME16395
