Orthogroup	ORYLA	STRPU_ok
OG0005377	ORYLA04520, ORYLA18089	STRPU_14578
OG0005378	ORYLA20177	STRPU_14342
OG0005379	ORYLA16702	STRPU_05284
OG0005380	ORYLA06164	STRPU_22040
OG0005383	ORYLA09205	STRPU_22035
OG0005384	ORYLA09062	STRPU_07111
OG0005385	ORYLA03458	STRPU_14990, STRPU_14960
OG0005386	ORYLA18232	STRPU_05912
OG0005388	ORYLA13163	STRPU_26737
OG0005389	ORYLA04454	STRPU_23997
OG0005390	ORYLA13255	STRPU_18553
OG0005391	ORYLA15294	STRPU_25279
OG0005393	ORYLA05441	STRPU_25587
OG0005394	ORYLA01678	STRPU_25496
OG0005396	ORYLA09039	STRPU_06564, STRPU_06536
OG0005397	ORYLA01719, ORYLA14326, ORYLA05349	STRPU_24744
OG0005398	ORYLA09840	STRPU_13512
OG0005399	ORYLA07418	STRPU_10762
OG0005400	ORYLA09000	STRPU_05031
OG0005401	ORYLA04371	STRPU_14821
OG0005402	ORYLA03644	STRPU_00390, STRPU_11050
OG0005403	ORYLA14816	STRPU_27005
OG0005405	ORYLA00343	STRPU_04550
OG0005406	ORYLA02019, ORYLA03127	STRPU_03511, STRPU_03556
OG0005407	ORYLA00752	STRPU_09889
OG0005408	ORYLA14076	STRPU_09671
OG0005409	ORYLA15254	STRPU_25711, STRPU_25693, STRPU_25710
OG0005410	ORYLA02218	STRPU_26121
OG0005412	ORYLA06703	STRPU_14017
OG0005413	ORYLA18627	STRPU_22172, STRPU_22165
OG0005414	ORYLA07810, ORYLA07809	STRPU_08504
OG0005416	ORYLA11515	STRPU_17942
OG0005417	ORYLA16933	STRPU_08416
OG0005418	ORYLA09866	STRPU_11326
OG0005419	ORYLA13673	STRPU_23895
OG0005420	ORYLA17849, ORYLA19825, ORYLA16828	STRPU_19782, STRPU_00788
OG0005421	ORYLA15113	STRPU_20864, STRPU_20900
OG0005422	ORYLA00193	STRPU_21664
OG0005423	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397	STRPU_05850
OG0005424	ORYLA11262	STRPU_12037
OG0005425	ORYLA18483, ORYLA18482	STRPU_12685
OG0005426	ORYLA11106, ORYLA15022, ORYLA20428	STRPU_23009, STRPU_00883
OG0005427	ORYLA16384	STRPU_13715
OG0005430	ORYLA12398	STRPU_26211
OG0005432	ORYLA04013, ORYLA03261	STRPU_14995, STRPU_14965
OG0005433	ORYLA02482, ORYLA17419	STRPU_27302
OG0005434	ORYLA15326	STRPU_05663
OG0005435	ORYLA08560	STRPU_22855
OG0005436	ORYLA17711, ORYLA14980	STRPU_26954
OG0005437	ORYLA07537, ORYLA07536	STRPU_21555
OG0005438	ORYLA13473, ORYLA06670	STRPU_20419
OG0005439	ORYLA11780	STRPU_24295
OG0005440	ORYLA06870	STRPU_26598
OG0005441	ORYLA05390	STRPU_25470
OG0005442	ORYLA14354	STRPU_25160
OG0005443	ORYLA11746, ORYLA11844	STRPU_21789
OG0005444	ORYLA09095, ORYLA06498, ORYLA11737	STRPU_07952, STRPU_07961
OG0005445	ORYLA05469, ORYLA01554	STRPU_07170
OG0005446	ORYLA11516	STRPU_17943
OG0005447	ORYLA03274, ORYLA18582	STRPU_03853
OG0005448	ORYLA17477	STRPU_17912
OG0005449	ORYLA16791	STRPU_08610, STRPU_08616
OG0005450	ORYLA04299	STRPU_05383
OG0005451	ORYLA07063	STRPU_07609
OG0005452	ORYLA14801	STRPU_23116, STRPU_23115
OG0005453	ORYLA04485	STRPU_05023, STRPU_05022
OG0005454	ORYLA03583	STRPU_01941, STRPU_22783
OG0005455	ORYLA09253	STRPU_13490
OG0005456	ORYLA10253, ORYLA11580	STRPU_21024
OG0005457	ORYLA19960	STRPU_25940, STRPU_00206, STRPU_25939
OG0005458	ORYLA05504, ORYLA02161	STRPU_25211
OG0005459	ORYLA15096	STRPU_23361
OG0005460	ORYLA08999	STRPU_12506, STRPU_00631
OG0005461	ORYLA08254	STRPU_13808
OG0005462	ORYLA17192	STRPU_12801
OG0005463	ORYLA14890	STRPU_00645, STRPU_23059
OG0005464	ORYLA12835	STRPU_26048
OG0005465	ORYLA10420	STRPU_21146
OG0005466	ORYLA13757	STRPU_23396
OG0005467	ORYLA05236	STRPU_21457
OG0005468	ORYLA06255	STRPU_25503
OG0005469	ORYLA10970	STRPU_25633
OG0005470	ORYLA01384	STRPU_18165, STRPU_18149
OG0005471	ORYLA03452	STRPU_14864, STRPU_14846
OG0005472	ORYLA12827	STRPU_07011
OG0005474	ORYLA19917	STRPU_08208
OG0005475	ORYLA15452, ORYLA15451	STRPU_22288
OG0005476	ORYLA19518	STRPU_23644, STRPU_23669
OG0005478	ORYLA14294	STRPU_25870
OG0005479	ORYLA12294	STRPU_26167
OG0005480	ORYLA14871	STRPU_12455
OG0005481	ORYLA01247	STRPU_17876
OG0005482	ORYLA03008	STRPU_00281, STRPU_21573
OG0005483	ORYLA13515	STRPU_05249, STRPU_05264
OG0005484	ORYLA00526	STRPU_05527, STRPU_05589
OG0005486	ORYLA02555	STRPU_26850
OG0005487	ORYLA09657	STRPU_16421, STRPU_16434
OG0005488	ORYLA02291	STRPU_14659
OG0005489	ORYLA19540	STRPU_22568
OG0005490	ORYLA06693	STRPU_23431, STRPU_01005
OG0005491	ORYLA02523	STRPU_23428, STRPU_01009
OG0005492	ORYLA01955	STRPU_25476
OG0005493	ORYLA10439	STRPU_09612
OG0005494	ORYLA03120	STRPU_09929
OG0005495	ORYLA04132	STRPU_06752
OG0005497	ORYLA04659	STRPU_09932
OG0005498	ORYLA05681	STRPU_00441, STRPU_13704
OG0005499	ORYLA17379	STRPU_04311, STRPU_04338
OG0005500	ORYLA13890	STRPU_10754
OG0005501	ORYLA05543	STRPU_24407
OG0005502	ORYLA06930, ORYLA20469	STRPU_06831
OG0005503	ORYLA05386	STRPU_03008
OG0005504	ORYLA03502	STRPU_21558
OG0005505	ORYLA01479	STRPU_15073
OG0005506	ORYLA02612	STRPU_18343
OG0005507	ORYLA17091, ORYLA13411	STRPU_20287
OG0005508	ORYLA02123	STRPU_22224, STRPU_22223
OG0005509	ORYLA01964	STRPU_26846
OG0005511	ORYLA13361	STRPU_19315, STRPU_01824
OG0005512	ORYLA08518, ORYLA09555	STRPU_06959, STRPU_06940
OG0005514	ORYLA19582	STRPU_14577
OG0005516	ORYLA03743	STRPU_20373
OG0005517	ORYLA14384, ORYLA08842	STRPU_25419
OG0005518	ORYLA12121	STRPU_12637
OG0005519	ORYLA14876	STRPU_11911, STRPU_11910, STRPU_11873
OG0005521	ORYLA03370	STRPU_21311
OG0005522	ORYLA02434	STRPU_19656, STRPU_19662
OG0005523	ORYLA12911	STRPU_00416, STRPU_19271
OG0005524	ORYLA18393	STRPU_08209
OG0005525	ORYLA08095	STRPU_11817
OG0005527	ORYLA14629, ORYLA10945	STRPU_12817
OG0005529	ORYLA19223	STRPU_12709
OG0005530	ORYLA15580	STRPU_11095
OG0005532	ORYLA12556	STRPU_20641
OG0005533	ORYLA15088	STRPU_15926, STRPU_00495
OG0005534	ORYLA03728	STRPU_16482
OG0005535	ORYLA03963	STRPU_02515, STRPU_15133
OG0005536	ORYLA18564	STRPU_27271, STRPU_27255
OG0005537	ORYLA01980	STRPU_17419
OG0005539	ORYLA02050	STRPU_07949, STRPU_07958
OG0005540	ORYLA02237	STRPU_06611
OG0005541	ORYLA02049	STRPU_05903
OG0005543	ORYLA13589, ORYLA02936	STRPU_19600
OG0005544	ORYLA17208, ORYLA20065	STRPU_25110
OG0005546	ORYLA08323, ORYLA16662, ORYLA16728	STRPU_00971, STRPU_08849
OG0005547	ORYLA08211, ORYLA05018	STRPU_04331
OG0005548	ORYLA05075, ORYLA19909, ORYLA18160	STRPU_04102
OG0005550	ORYLA08972	STRPU_25387, STRPU_25386
OG0005552	ORYLA01660	STRPU_00793, STRPU_19776
OG0005553	ORYLA02730	STRPU_19353
OG0005554	ORYLA12388	STRPU_13732
OG0005556	ORYLA12069	STRPU_15806, STRPU_15854
OG0005557	ORYLA13530	STRPU_08135
OG0005558	ORYLA10063	STRPU_20661
OG0005559	ORYLA02239	STRPU_17542
OG0005560	ORYLA14278	STRPU_07947, STRPU_07918
OG0005561	ORYLA19786	STRPU_25548, STRPU_00814
OG0005562	ORYLA04125	STRPU_03200
OG0005563	ORYLA09992	STRPU_05366
OG0005564	ORYLA02457	STRPU_20064
OG0005565	ORYLA16458	STRPU_24998
OG0005566	ORYLA17974, ORYLA02685	STRPU_14898
OG0005568	ORYLA10905, ORYLA14674	STRPU_01943, STRPU_22785
OG0005569	ORYLA14847	STRPU_12945
OG0005570	ORYLA09366, ORYLA08749	STRPU_05004
OG0005572	ORYLA08784	STRPU_06637
OG0005573	ORYLA14840	STRPU_12870
OG0005575	ORYLA07924	STRPU_14790
OG0005576	ORYLA09579	STRPU_17740
OG0005577	ORYLA13137, ORYLA16135	STRPU_06682
OG0005578	ORYLA05383, ORYLA05382	STRPU_03449
OG0005580	ORYLA10325	STRPU_11629, STRPU_01321
OG0005581	ORYLA00865	STRPU_14238
OG0005582	ORYLA10241	STRPU_00296, STRPU_00285
OG0005583	ORYLA02698, ORYLA14651	STRPU_26929
OG0005584	ORYLA18545	STRPU_26637
OG0005585	ORYLA06430, ORYLA14357, ORYLA16191, ORYLA09783	STRPU_13519
OG0005587	ORYLA14788	STRPU_26933
OG0005588	ORYLA18649	STRPU_01033, STRPU_23406
OG0005589	ORYLA09870	STRPU_01034, STRPU_23405
OG0005590	ORYLA08684	STRPU_24090
OG0005592	ORYLA16597	STRPU_25992
OG0005593	ORYLA09600	STRPU_17438
OG0005594	ORYLA05359	STRPU_07081
OG0005595	ORYLA11765	STRPU_09782
OG0005596	ORYLA11964	STRPU_14333
OG0005597	ORYLA12279	STRPU_07006, STRPU_06987
OG0005598	ORYLA14645	STRPU_06717
OG0005599	ORYLA13854	STRPU_22924
OG0005600	ORYLA16033	STRPU_23162
OG0005602	ORYLA08679, ORYLA08680	STRPU_21557
OG0005603	ORYLA07341	STRPU_12908
OG0005604	ORYLA08546	STRPU_12907
OG0005605	ORYLA19011	STRPU_04602
OG0005606	ORYLA06761	STRPU_18298, STRPU_01158
OG0005607	ORYLA13045, ORYLA04192, ORYLA04876	STRPU_11370
OG0005608	ORYLA11957	STRPU_20805
OG0005609	ORYLA12137	STRPU_26226
OG0005610	ORYLA01244, ORYLA04278	STRPU_05351
OG0005611	ORYLA16851	STRPU_09092, STRPU_02065
OG0005612	ORYLA00126, ORYLA00125	STRPU_21763, STRPU_21698
OG0005613	ORYLA04705, ORYLA00127	STRPU_21112
OG0005614	ORYLA10704	STRPU_21473
OG0005615	ORYLA10994	STRPU_04811
OG0005616	ORYLA12774	STRPU_25331
OG0005617	ORYLA13237, ORYLA02749	STRPU_19268
OG0005618	ORYLA02960	STRPU_18370
OG0005619	ORYLA13138	STRPU_10842, STRPU_10862, STRPU_10865, STRPU_10845
OG0005620	ORYLA11087	STRPU_23571
OG0005621	ORYLA10189	STRPU_20803, STRPU_20699
OG0005622	ORYLA11349	STRPU_20686
OG0005623	ORYLA05069	STRPU_13131, STRPU_02575
OG0005624	ORYLA11010	STRPU_22621
OG0005625	ORYLA14474	STRPU_10019
OG0005626	ORYLA03603	STRPU_15356
OG0005627	ORYLA00779	STRPU_02838
OG0005628	ORYLA02379, ORYLA17397	STRPU_22452
OG0005629	ORYLA20125	STRPU_11037
OG0005630	ORYLA00441, ORYLA07220	STRPU_04173
OG0005631	ORYLA05644	STRPU_22108
OG0005632	ORYLA11796	STRPU_20886, STRPU_20849
OG0005633	ORYLA10109	STRPU_21354
OG0005634	ORYLA02889, ORYLA17840	STRPU_19963, STRPU_01194
OG0005636	ORYLA12123	STRPU_12024
OG0005637	ORYLA09613	STRPU_16870
OG0005639	ORYLA11914	STRPU_05338
OG0005640	ORYLA10162	STRPU_20543
OG0005641	ORYLA00103	STRPU_20526
OG0005642	ORYLA13774, ORYLA14167	STRPU_23878
OG0005643	ORYLA13841, ORYLA13840	STRPU_14537
OG0005644	ORYLA03977, ORYLA03459	STRPU_14959, STRPU_14989
OG0005645	ORYLA19943	STRPU_02698
OG0005646	ORYLA10031, ORYLA10030	STRPU_13745, STRPU_01505
OG0005648	ORYLA16024, ORYLA13049	STRPU_10749
OG0005649	ORYLA20074	STRPU_17152
OG0005650	ORYLA14445	STRPU_22875
OG0005652	ORYLA14413	STRPU_23662, STRPU_23636
OG0005654	ORYLA12567, ORYLA09067, ORYLA12566	STRPU_24497
OG0005655	ORYLA15856	STRPU_07452, STRPU_07444
OG0005656	ORYLA10723	STRPU_10339
OG0005659	ORYLA11022	STRPU_22336, STRPU_22317
OG0005660	ORYLA04405	STRPU_14412
OG0005685	ORYLA10800	STRPU_24007
OG0005690	ORYLA06115	STRPU_26783, STRPU_26777
OG0005692	ORYLA08643, ORYLA09530	STRPU_18031
OG0005694	ORYLA12676	STRPU_26440
OG0005695	ORYLA16353	STRPU_12777, STRPU_02367
OG0005696	ORYLA12255	STRPU_05247
OG0005698	ORYLA02906	STRPU_11071
OG0005699	ORYLA07691	STRPU_21527
OG0005701	ORYLA05083	STRPU_08625
OG0005702	ORYLA03576	STRPU_05872
OG0005704	ORYLA09597	STRPU_17375
OG0005707	ORYLA06810, ORYLA13030	STRPU_27228
OG0005708	ORYLA06067	STRPU_24004
OG0005709	ORYLA07376, ORYLA10734	STRPU_21241, STRPU_21239
OG0005710	ORYLA19829	STRPU_18862, STRPU_18935
OG0005711	ORYLA04019	STRPU_24461
OG0005712	ORYLA18989	STRPU_16543, STRPU_16563
OG0005713	ORYLA12382	STRPU_12015
OG0005714	ORYLA02729	STRPU_06726
OG0005715	ORYLA17805	STRPU_21975
OG0005717	ORYLA05307	STRPU_17984
OG0005719	ORYLA19328	STRPU_11077
OG0005721	ORYLA04577	STRPU_24247, STRPU_01058
OG0005723	ORYLA15901	STRPU_23964, STRPU_23939
OG0005724	ORYLA04176	STRPU_10013
OG0005725	ORYLA07793	STRPU_08791
OG0005726	ORYLA06770, ORYLA09046	STRPU_25363
OG0005727	ORYLA17541	STRPU_15497
OG0005728	ORYLA14263	STRPU_26034
OG0005729	ORYLA11545	STRPU_17722
OG0005730	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644	STRPU_09235
OG0005731	ORYLA16981	STRPU_08963
OG0005732	ORYLA00704, ORYLA00703	STRPU_08259
OG0005733	ORYLA08056	STRPU_04392
OG0005734	ORYLA15387, ORYLA20126	STRPU_00552, STRPU_10691
OG0005735	ORYLA02863	STRPU_20067
OG0005736	ORYLA16039, ORYLA20245, ORYLA10904	STRPU_23256
OG0005738	ORYLA06339	STRPU_06615
OG0005740	ORYLA16267, ORYLA00248	STRPU_09271
OG0005741	ORYLA08044	STRPU_02426, STRPU_13638
OG0005742	ORYLA05610	STRPU_02463, STRPU_13602
OG0005744	ORYLA05679	STRPU_24149
OG0005746	ORYLA00433	STRPU_05482
OG0005747	ORYLA15631	STRPU_00328, STRPU_10991
OG0005748	ORYLA03792, ORYLA03791	STRPU_10509
OG0005749	ORYLA20160	STRPU_12467
OG0005750	ORYLA01346	STRPU_09294
OG0005752	ORYLA09924	STRPU_27337, STRPU_26810
OG0005753	ORYLA03557, ORYLA03556	STRPU_03077
OG0005755	ORYLA13999	STRPU_25847
OG0005756	ORYLA02098	STRPU_22762, STRPU_01918
OG0005757	ORYLA05641	STRPU_26124, STRPU_26125
OG0005758	ORYLA03344	STRPU_06469
OG0005761	ORYLA17928	STRPU_14201, STRPU_00428
OG0005762	ORYLA12918	STRPU_06450
OG0005763	ORYLA18058	STRPU_27025
OG0005764	ORYLA05922	STRPU_13948
OG0005765	ORYLA05068	STRPU_10156, STRPU_10093
OG0005766	ORYLA03635	STRPU_10969
OG0005767	ORYLA08905	STRPU_24657
OG0005768	ORYLA19835, ORYLA19834	STRPU_25196, STRPU_01882, STRPU_01881
OG0005769	ORYLA12870, ORYLA06629	STRPU_20424
OG0005770	ORYLA15198	STRPU_26040
OG0005771	ORYLA01975	STRPU_27098, STRPU_27087
OG0005772	ORYLA17831	STRPU_16905
OG0005773	ORYLA14006, ORYLA06306	STRPU_25674
OG0005774	ORYLA15970	STRPU_13525, STRPU_13524
OG0005775	ORYLA07737	STRPU_08548
OG0005777	ORYLA04808	STRPU_17019
OG0005779	ORYLA17816	STRPU_08148
OG0005781	ORYLA09496, ORYLA09495	STRPU_17947
OG0005782	ORYLA01482	STRPU_09991
OG0005783	ORYLA14100	STRPU_01541, STRPU_09418
OG0005784	ORYLA05072	STRPU_10310
OG0005785	ORYLA16543	STRPU_09264
OG0005786	ORYLA20339	STRPU_23613
OG0005787	ORYLA19947	STRPU_22458, STRPU_22482
OG0005788	ORYLA15415	STRPU_20148
OG0005789	ORYLA12435	STRPU_25529
OG0005790	ORYLA05159	STRPU_20640
OG0005792	ORYLA18637	STRPU_21805
OG0005793	ORYLA07054	STRPU_11575, STRPU_01366
OG0005794	ORYLA09326	STRPU_13536
OG0005795	ORYLA17869	STRPU_06779, STRPU_06755
OG0005796	ORYLA17559	STRPU_04062
OG0005797	ORYLA18216	STRPU_09784
OG0005798	ORYLA13859	STRPU_22644
OG0005799	ORYLA01072	STRPU_21454
OG0005800	ORYLA01809	STRPU_23401, STRPU_01039
OG0005801	ORYLA20361	STRPU_00807, STRPU_25540
OG0005802	ORYLA09753	STRPU_23393
OG0005803	ORYLA09410	STRPU_01875, STRPU_25191
OG0005804	ORYLA12290, ORYLA06566	STRPU_17602
OG0005805	ORYLA04527	STRPU_14645
OG0005806	ORYLA17922	STRPU_14563
OG0005807	ORYLA01224	STRPU_16945, STRPU_02020
OG0005808	ORYLA13733	STRPU_17891
OG0005810	ORYLA20379	STRPU_25299
OG0005811	ORYLA11574	STRPU_21807
OG0005812	ORYLA01100	STRPU_20595
OG0005813	ORYLA17924	STRPU_15598, STRPU_02209
OG0005814	ORYLA02975	STRPU_19267
OG0005815	ORYLA02282	STRPU_00424, STRPU_14203
OG0005816	ORYLA17256, ORYLA15374	STRPU_14629, STRPU_14609
OG0005817	ORYLA02525	STRPU_14811
OG0005818	ORYLA15368	STRPU_01031, STRPU_23407
OG0005819	ORYLA17070	STRPU_18789
OG0005820	ORYLA05689	STRPU_25525
OG0005821	ORYLA05556	STRPU_02907
OG0005822	ORYLA19296	STRPU_20987
OG0005823	ORYLA04103	STRPU_24738
OG0005824	ORYLA12812	STRPU_27019
OG0005826	ORYLA10997	STRPU_20124, STRPU_22664
OG0005827	ORYLA04867	STRPU_20800
OG0005828	ORYLA17775, ORYLA18417	STRPU_15489
OG0005829	ORYLA11889	STRPU_17879
OG0005830	ORYLA16729, ORYLA16928	STRPU_08142
OG0005831	ORYLA19768	STRPU_00960, STRPU_08861
OG0005832	ORYLA20295	STRPU_25370
OG0005833	ORYLA12552	STRPU_20761
OG0005835	ORYLA15968	STRPU_25028
OG0005836	ORYLA02705	STRPU_09799
OG0005837	ORYLA17100	STRPU_19226
OG0005838	ORYLA15364	STRPU_14948, STRPU_14978, STRPU_00058
OG0005839	ORYLA04968, ORYLA00436	STRPU_04652, STRPU_04630
OG0005840	ORYLA04946	STRPU_24192, STRPU_01105
OG0005841	ORYLA14469	STRPU_10335
OG0005842	ORYLA13693	STRPU_07126
OG0005843	ORYLA06467	STRPU_24376
OG0005844	ORYLA04807	STRPU_04190
OG0005845	ORYLA03266	STRPU_23253
OG0005846	ORYLA04854	STRPU_21214
OG0005847	ORYLA11529	STRPU_21849
OG0005848	ORYLA16342	STRPU_13409
OG0005849	ORYLA09685	STRPU_22157
OG0005850	ORYLA13872	STRPU_22163, STRPU_22158
OG0005851	ORYLA13639	STRPU_18849
OG0005852	ORYLA15830	STRPU_23002, STRPU_00877
OG0005853	ORYLA10472, ORYLA11336	STRPU_21346
OG0005854	ORYLA15268	STRPU_25680
OG0005855	ORYLA16421	STRPU_23729
OG0005857	ORYLA03540	STRPU_15424
OG0005858	ORYLA17612	STRPU_15082
OG0005860	ORYLA17529	STRPU_22221
OG0005861	ORYLA12932	STRPU_19227
OG0005863	ORYLA16762	STRPU_08636
OG0005864	ORYLA02335, ORYLA02336	STRPU_10139, STRPU_10075
OG0005865	ORYLA18711	STRPU_00331, STRPU_10994
OG0005866	ORYLA10406	STRPU_25266
OG0005867	ORYLA14750	STRPU_22298
OG0005869	ORYLA14537	STRPU_25687, STRPU_25706
OG0005871	ORYLA00937	STRPU_05539, STRPU_05599
OG0005872	ORYLA06151	STRPU_13684, STRPU_02391
OG0005874	ORYLA08436, ORYLA08808	STRPU_13329
OG0005875	ORYLA03096	STRPU_06678
OG0005876	ORYLA13721	STRPU_23804
OG0005877	ORYLA12771	STRPU_19283, STRPU_00403
OG0005878	ORYLA11425, ORYLA11426	STRPU_21405
OG0005879	ORYLA06023	STRPU_25253
OG0005880	ORYLA20156	STRPU_23630
OG0005884	ORYLA11455	STRPU_20704
OG0005885	ORYLA17740	STRPU_11312, STRPU_11294
OG0005886	ORYLA10508	STRPU_20854, STRPU_20891
OG0005887	ORYLA04540	STRPU_14589
OG0005888	ORYLA16571	STRPU_20094, STRPU_20115
OG0005889	ORYLA07548	STRPU_17783
OG0005890	ORYLA11535	STRPU_20835, STRPU_20872
OG0005891	ORYLA00807, ORYLA00806	STRPU_09070, STRPU_02046
OG0005892	ORYLA12431	STRPU_25562, STRPU_00831
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	STRPU_05216
OG0005895	ORYLA04519	STRPU_10446
OG0005896	ORYLA11728, ORYLA09070	STRPU_08047
OG0005897	ORYLA19507	STRPU_27001
OG0005898	ORYLA09769	STRPU_08373
OG0005899	ORYLA16594	STRPU_19676, STRPU_19644
OG0005900	ORYLA06266	STRPU_01123, STRPU_18324
OG0005901	ORYLA15179	STRPU_26188
OG0005902	ORYLA02177	STRPU_00812, STRPU_25546
OG0005903	ORYLA03025	STRPU_06303, STRPU_06259
OG0005906	ORYLA09828	STRPU_13484
OG0005907	ORYLA10740, ORYLA15224	STRPU_23961, STRPU_23935
OG0005909	ORYLA13661	STRPU_27365
OG0005911	ORYLA19782	STRPU_19009
OG0005912	ORYLA16145, ORYLA06495	STRPU_10659
OG0005914	ORYLA14072	STRPU_23217, STRPU_23231
OG0005916	ORYLA09681	STRPU_24649
OG0005918	ORYLA06801	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802
OG0005919	ORYLA06790	STRPU_19746
OG0005920	ORYLA07096, ORYLA13575	STRPU_21992
OG0005921	ORYLA03161	STRPU_16843
OG0005922	ORYLA14270	STRPU_22840
OG0005923	ORYLA07289	STRPU_06716
OG0005924	ORYLA10431	STRPU_25748
OG0005926	ORYLA06535	STRPU_12477
OG0005927	ORYLA18549, ORYLA18257	STRPU_14214
OG0005928	ORYLA13174	STRPU_19012
OG0005929	ORYLA17102	STRPU_18302, STRPU_01154
OG0005931	ORYLA12693	STRPU_13894, STRPU_23211
OG0005932	ORYLA15050	STRPU_23574
OG0005933	ORYLA04204	STRPU_21783
OG0005936	ORYLA00036	STRPU_12095
OG0005937	ORYLA15356	STRPU_22592
OG0005938	ORYLA02948	STRPU_19018
OG0005939	ORYLA14676	STRPU_13033
OG0005940	ORYLA11953	STRPU_15031
OG0005941	ORYLA11974	STRPU_21037
OG0005942	ORYLA20255	STRPU_14403
OG0005943	ORYLA17027	STRPU_02138, STRPU_09176
OG0005944	ORYLA05011	STRPU_20638
OG0005945	ORYLA11391	STRPU_20559
OG0005946	ORYLA16047	STRPU_01024, STRPU_23413
OG0005947	ORYLA04618	STRPU_06048
OG0005948	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210	STRPU_10182
OG0005949	ORYLA17627	STRPU_14172, STRPU_14148
OG0005950	ORYLA10694	STRPU_07208
OG0005951	ORYLA13200	STRPU_19284, STRPU_00402
OG0005952	ORYLA17339	STRPU_09763, STRPU_09719
OG0005953	ORYLA17714	STRPU_26503
OG0005954	ORYLA15255	STRPU_14525
OG0005955	ORYLA17735	STRPU_09339
OG0005957	ORYLA07508	STRPU_27229
OG0005959	ORYLA01636	STRPU_26564
OG0005960	ORYLA14080	STRPU_10397
OG0005961	ORYLA13699	STRPU_23573
OG0005962	ORYLA15697	STRPU_12925
OG0005963	ORYLA13333	STRPU_25461
OG0005964	ORYLA11297	STRPU_22272, STRPU_22268
OG0005965	ORYLA00501	STRPU_09992
OG0005966	ORYLA16765	STRPU_08812
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	STRPU_09259
OG0005968	ORYLA06981	STRPU_25825
OG0005969	ORYLA05253	STRPU_20508
OG0005970	ORYLA12936	STRPU_18555
OG0005972	ORYLA13344	STRPU_15756
OG0005973	ORYLA10086	STRPU_20652
OG0005974	ORYLA12871	STRPU_19881, STRPU_19856
OG0005975	ORYLA09620	STRPU_06728
OG0005976	ORYLA10048	STRPU_08501
OG0005977	ORYLA11110	STRPU_01218, STRPU_12082
OG0005978	ORYLA18813	STRPU_22052
OG0005979	ORYLA09195	STRPU_22249
OG0005980	ORYLA16160	STRPU_16838
OG0005981	ORYLA13340	STRPU_00822
OG0005982	ORYLA02398	STRPU_19095
OG0005983	ORYLA13523	STRPU_24717
OG0005984	ORYLA02487	STRPU_19150
OG0005985	ORYLA17726	STRPU_23556
OG0005986	ORYLA07662	STRPU_20977
OG0005987	ORYLA04335	STRPU_06677
OG0005989	ORYLA14612, ORYLA14611	STRPU_11653
OG0005991	ORYLA14694	STRPU_05268, STRPU_05252
OG0005993	ORYLA15988	STRPU_12807
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	STRPU_18618
OG0005995	ORYLA05250	STRPU_06966
OG0005996	ORYLA05372	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006
OG0005997	ORYLA14583, ORYLA12455	STRPU_05852
OG0005998	ORYLA02760	STRPU_14411
OG0006000	ORYLA11444	STRPU_20827
OG0006001	ORYLA14912	STRPU_11854
OG0006002	ORYLA11186	STRPU_12697
OG0006003	ORYLA00268	STRPU_18482, STRPU_18440
OG0006004	ORYLA16105	STRPU_25153
OG0006005	ORYLA04614	STRPU_05718, STRPU_05711
OG0006007	ORYLA13414	STRPU_27290
OG0006008	ORYLA00733	STRPU_08688
OG0006009	ORYLA19597, ORYLA18623	STRPU_26718
OG0006010	ORYLA01122	STRPU_14211
OG0006011	ORYLA04360	STRPU_14553
OG0006012	ORYLA12331	STRPU_27231
OG0006013	ORYLA02083	STRPU_19904
OG0006014	ORYLA13553, ORYLA12220	STRPU_05679, STRPU_05678
OG0006015	ORYLA00450	STRPU_26391
OG0006059	ORYLA09031	STRPU_25899
OG0006061	ORYLA19379	STRPU_27321
OG0006062	ORYLA16708	STRPU_05736
OG0006063	ORYLA03877	STRPU_04770
OG0006064	ORYLA04445	STRPU_04263, STRPU_04227
OG0006065	ORYLA17451	STRPU_27214
OG0006066	ORYLA09975	STRPU_02919
OG0006067	ORYLA05884	STRPU_10735
OG0006068	ORYLA01339, ORYLA01340, ORYLA04996	STRPU_04111
OG0006069	ORYLA16979	STRPU_08343
OG0006070	ORYLA00067	STRPU_08633
OG0006071	ORYLA02579	STRPU_01540, STRPU_09419
OG0006072	ORYLA12315	STRPU_26992
OG0006073	ORYLA03080	STRPU_21503, STRPU_21493
OG0006074	ORYLA11388	STRPU_20544
OG0006075	ORYLA04806	STRPU_16094
OG0006076	ORYLA20453	STRPU_25408
OG0006077	ORYLA19036, ORYLA19037	STRPU_04795
OG0006078	ORYLA17648, ORYLA01729	STRPU_16412
OG0006079	ORYLA15110	STRPU_26784, STRPU_26778
OG0006082	ORYLA01781	STRPU_24930
OG0006083	ORYLA20342	STRPU_22371
OG0006084	ORYLA00533	STRPU_15313
OG0006085	ORYLA15317	STRPU_12466
OG0006087	ORYLA07572	STRPU_25843
