Orthogroup	ORYLA	APOSC_ok
OG0005617	ORYLA13237, ORYLA02749	APOSC_28064
OG0005618	ORYLA02960	APOSC_13510, APOSC_13509
OG0005619	ORYLA13138	APOSC_06500
OG0005620	ORYLA11087	APOSC_13245
OG0005621	ORYLA10189	APOSC_20480
OG0005622	ORYLA11349	APOSC_25982, APOSC_25983
OG0005623	ORYLA05069	APOSC_10313
OG0005624	ORYLA11010	APOSC_19457
OG0005625	ORYLA14474	APOSC_26327
OG0005626	ORYLA03603	APOSC_18946
OG0005627	ORYLA00779	APOSC_22205
OG0005628	ORYLA02379, ORYLA17397	APOSC_10168
OG0005629	ORYLA20125	APOSC_23153
OG0005630	ORYLA00441, ORYLA07220	APOSC_04512
OG0005631	ORYLA05644	APOSC_14983
OG0005632	ORYLA11796	APOSC_03653, APOSC_03652
OG0005633	ORYLA10109	APOSC_09079
OG0005634	ORYLA02889, ORYLA17840	APOSC_25657
OG0005636	ORYLA12123	APOSC_16065
OG0005637	ORYLA09613	APOSC_04197
OG0005639	ORYLA11914	APOSC_04226, APOSC_29003
OG0005640	ORYLA10162	APOSC_28133
OG0005641	ORYLA00103	APOSC_09084
OG0005642	ORYLA13774, ORYLA14167	APOSC_27637
OG0005643	ORYLA13841, ORYLA13840	APOSC_10799
OG0005644	ORYLA03977, ORYLA03459	APOSC_15900
OG0005645	ORYLA19943	APOSC_21057, APOSC_21058, APOSC_00031
OG0005646	ORYLA10031, ORYLA10030	APOSC_16215
OG0005648	ORYLA16024, ORYLA13049	APOSC_17174, APOSC_17173, APOSC_17175
OG0005649	ORYLA20074	APOSC_24376
OG0005650	ORYLA14445	APOSC_11309
OG0005652	ORYLA14413	APOSC_07517
OG0005655	ORYLA15856	APOSC_00469
OG0005656	ORYLA10723	APOSC_01197
OG0005659	ORYLA11022	APOSC_07396, APOSC_07395
OG0005660	ORYLA04405	APOSC_15651
OG0005685	ORYLA10800	APOSC_21208
OG0005690	ORYLA06115	APOSC_14449
OG0005692	ORYLA08643, ORYLA09530	APOSC_19561
OG0005694	ORYLA12676	APOSC_04885
OG0005695	ORYLA16353	APOSC_27641
OG0005696	ORYLA12255	APOSC_09323
OG0005697	ORYLA18939	APOSC_20324
OG0005698	ORYLA02906	APOSC_19673
OG0005699	ORYLA07691	APOSC_23745
OG0005701	ORYLA05083	APOSC_01491
OG0005702	ORYLA03576	APOSC_24974
OG0005704	ORYLA09597	APOSC_07076
OG0005707	ORYLA06810, ORYLA13030	APOSC_28310
OG0005708	ORYLA06067	APOSC_05297
OG0005709	ORYLA07376, ORYLA10734	APOSC_00831, APOSC_26449
OG0005710	ORYLA19829	APOSC_21123
OG0005711	ORYLA04019	APOSC_16560
OG0005712	ORYLA18989	APOSC_23304
OG0005713	ORYLA12382	APOSC_25239
OG0005714	ORYLA02729	APOSC_17478
OG0005715	ORYLA17805	APOSC_14522
OG0005717	ORYLA05307	APOSC_16010
OG0005719	ORYLA19328	APOSC_28924
OG0005721	ORYLA04577	APOSC_05124
OG0005723	ORYLA15901	APOSC_21586
OG0005724	ORYLA04176	APOSC_25400
OG0005725	ORYLA07793	APOSC_05326
OG0005726	ORYLA06770, ORYLA09046	APOSC_03386
OG0005727	ORYLA17541	APOSC_23323
OG0005728	ORYLA14263	APOSC_04529, APOSC_04530
OG0005729	ORYLA11545	APOSC_20673
OG0005730	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644	APOSC_20292
OG0005731	ORYLA16981	APOSC_26549
OG0005732	ORYLA00704, ORYLA00703	APOSC_25969
OG0005733	ORYLA08056	APOSC_22245
OG0005734	ORYLA15387, ORYLA20126	APOSC_05153
OG0005735	ORYLA02863	APOSC_21923
OG0005736	ORYLA16039, ORYLA20245, ORYLA10904	APOSC_22731
OG0005738	ORYLA06339	APOSC_15849
OG0005740	ORYLA16267, ORYLA00248	APOSC_01806
OG0005741	ORYLA08044	APOSC_22589
OG0005742	ORYLA05610	APOSC_07832, APOSC_07831, APOSC_09467, APOSC_07830
OG0005744	ORYLA05679	APOSC_13513
OG0005746	ORYLA00433	APOSC_07740
OG0005747	ORYLA15631	APOSC_22397, APOSC_22398, APOSC_22400
OG0005748	ORYLA03792, ORYLA03791	APOSC_27133
OG0005749	ORYLA20160	APOSC_24856
OG0005750	ORYLA01346	APOSC_14361
OG0005752	ORYLA09924	APOSC_18749, APOSC_27855
OG0005753	ORYLA03557, ORYLA03556	APOSC_04333
OG0005755	ORYLA13999	APOSC_25757, APOSC_25758, APOSC_25759
OG0005756	ORYLA02098	APOSC_07134, APOSC_07135
OG0005757	ORYLA05641	APOSC_02884
OG0005758	ORYLA03344	APOSC_26035
OG0005759	ORYLA18537, ORYLA18536	APOSC_09093
OG0005761	ORYLA17928	APOSC_23921
OG0005762	ORYLA12918	APOSC_10439
OG0005763	ORYLA18058	APOSC_02764
OG0005764	ORYLA05922	APOSC_01694
OG0005765	ORYLA05068	APOSC_20569
OG0005766	ORYLA03635	APOSC_20156
OG0005767	ORYLA08905	APOSC_14276
OG0005768	ORYLA19835, ORYLA19834	APOSC_09708
OG0005769	ORYLA12870, ORYLA06629	APOSC_24988
OG0005770	ORYLA15198	APOSC_19297
OG0005771	ORYLA01975	APOSC_25613
OG0005772	ORYLA17831	APOSC_20636
OG0005773	ORYLA14006, ORYLA06306	APOSC_00738
OG0005774	ORYLA15970	APOSC_02770, APOSC_02769, APOSC_02768
OG0005775	ORYLA07737	APOSC_10449
OG0005779	ORYLA17816	APOSC_01313, APOSC_01314
OG0005781	ORYLA09496, ORYLA09495	APOSC_22013
OG0005782	ORYLA01482	APOSC_00143
OG0005783	ORYLA14100	APOSC_28920
OG0005784	ORYLA05072	APOSC_12819
OG0005785	ORYLA16543	APOSC_08165, APOSC_06396
OG0005786	ORYLA20339	APOSC_08673
OG0005787	ORYLA19947	APOSC_26671
OG0005788	ORYLA15415	APOSC_09747, APOSC_20820
OG0005789	ORYLA12435	APOSC_27439
OG0005790	ORYLA05159	APOSC_00830
OG0005792	ORYLA18637	APOSC_18422
OG0005793	ORYLA07054	APOSC_16953, APOSC_01413
OG0005794	ORYLA09326	APOSC_03548
OG0005795	ORYLA17869	APOSC_07066
OG0005796	ORYLA17559	APOSC_04697, APOSC_04696
OG0005797	ORYLA18216	APOSC_22130
OG0005798	ORYLA13859	APOSC_08893
OG0005799	ORYLA01072	APOSC_09897
OG0005800	ORYLA01809	APOSC_19568
OG0005801	ORYLA20361	APOSC_28088
OG0005802	ORYLA09753	APOSC_14088
OG0005803	ORYLA09410	APOSC_02519
OG0005804	ORYLA12290, ORYLA06566	APOSC_19822
OG0005805	ORYLA04527	APOSC_13123, APOSC_13122
OG0005806	ORYLA17922	APOSC_05497
OG0005807	ORYLA01224	APOSC_05357, APOSC_26421, APOSC_02941
OG0005808	ORYLA13733	APOSC_11121, APOSC_11120
OG0005810	ORYLA20379	APOSC_27164
OG0005811	ORYLA11574	APOSC_08624
OG0005812	ORYLA01100	APOSC_05502, APOSC_05503, APOSC_07480
OG0005813	ORYLA17924	APOSC_25713
OG0005814	ORYLA02975	APOSC_00259
OG0005815	ORYLA02282	APOSC_24616
OG0005816	ORYLA17256, ORYLA15374	APOSC_06539
OG0005817	ORYLA02525	APOSC_01250
OG0005818	ORYLA15368	APOSC_20410
OG0005819	ORYLA17070	APOSC_11104, APOSC_11105
OG0005820	ORYLA05689	APOSC_03903
OG0005821	ORYLA05556	APOSC_01531, APOSC_01530
OG0005822	ORYLA19296	APOSC_13151
OG0005823	ORYLA04103	APOSC_08122
OG0005824	ORYLA12812	APOSC_18418
OG0005826	ORYLA10997	APOSC_18421, APOSC_14975, APOSC_19348
OG0005827	ORYLA04867	APOSC_16635
OG0005828	ORYLA17775, ORYLA18417	APOSC_20393
OG0005829	ORYLA11889	APOSC_10617
OG0005830	ORYLA16729, ORYLA16928	APOSC_08551
OG0005831	ORYLA19768	APOSC_06668
OG0005832	ORYLA20295	APOSC_09479
OG0005833	ORYLA12552	APOSC_11988
OG0005835	ORYLA15968	APOSC_24228
OG0005836	ORYLA02705	APOSC_21075
OG0005837	ORYLA17100	APOSC_10247
OG0005838	ORYLA15364	APOSC_07612
OG0005839	ORYLA04968, ORYLA00436	APOSC_22252
OG0005840	ORYLA04946	APOSC_14345
OG0005841	ORYLA14469	APOSC_01962
OG0005842	ORYLA13693	APOSC_03169
OG0005843	ORYLA06467	APOSC_09769
OG0005844	ORYLA04807	APOSC_24642
OG0005845	ORYLA03266	APOSC_23422
OG0005846	ORYLA04854	APOSC_22781
OG0005847	ORYLA11529	APOSC_18012, APOSC_18011
OG0005848	ORYLA16342	APOSC_01932
OG0005849	ORYLA09685	APOSC_08086
OG0005850	ORYLA13872	APOSC_23071
OG0005851	ORYLA13639	APOSC_09575, APOSC_09574
OG0005852	ORYLA15830	APOSC_16258
OG0005853	ORYLA10472, ORYLA11336	APOSC_03228
OG0005854	ORYLA15268	APOSC_22934
OG0005855	ORYLA16421	APOSC_21559
OG0005857	ORYLA03540	APOSC_07313
OG0005858	ORYLA17612	APOSC_24348
OG0005860	ORYLA17529	APOSC_08867
OG0005861	ORYLA12932	APOSC_19100
OG0005863	ORYLA16762	APOSC_27616, APOSC_14006
OG0005864	ORYLA02335, ORYLA02336	APOSC_18321
OG0005865	ORYLA18711	APOSC_08539
OG0005866	ORYLA10406	APOSC_21893
OG0005867	ORYLA14750	APOSC_15005
OG0005869	ORYLA14537	APOSC_16070
OG0005870	ORYLA06800	APOSC_07229
OG0005871	ORYLA00937	APOSC_00511
OG0005872	ORYLA06151	APOSC_13227
OG0005874	ORYLA08436, ORYLA08808	APOSC_08988
OG0005875	ORYLA03096	APOSC_02723
OG0005876	ORYLA13721	APOSC_28176
OG0005877	ORYLA12771	APOSC_01448
OG0005878	ORYLA11425, ORYLA11426	APOSC_15744
OG0005879	ORYLA06023	APOSC_17887, APOSC_17886
OG0005880	ORYLA20156	APOSC_00093
OG0005884	ORYLA11455	APOSC_15015
OG0005885	ORYLA17740	APOSC_03276
OG0005886	ORYLA10508	APOSC_21774
OG0005887	ORYLA04540	APOSC_17298
OG0005888	ORYLA16571	APOSC_07345
OG0005889	ORYLA07548	APOSC_01805
OG0005890	ORYLA11535	APOSC_19743
OG0005891	ORYLA00807, ORYLA00806	APOSC_16652
OG0005892	ORYLA12431	APOSC_05235
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	APOSC_02144
OG0005895	ORYLA04519	APOSC_06307
OG0005896	ORYLA11728, ORYLA09070	APOSC_25068
OG0005897	ORYLA19507	APOSC_27162
OG0005898	ORYLA09769	APOSC_20862
OG0005899	ORYLA16594	APOSC_03217
OG0005900	ORYLA06266	APOSC_04251
OG0005901	ORYLA15179	APOSC_24423
OG0005902	ORYLA02177	APOSC_11317
OG0005903	ORYLA03025	APOSC_11136, APOSC_11137
OG0005906	ORYLA09828	APOSC_12671
OG0005907	ORYLA10740, ORYLA15224	APOSC_18441
OG0005909	ORYLA13661	APOSC_04657
OG0005911	ORYLA19782	APOSC_29017
OG0005912	ORYLA16145, ORYLA06495	APOSC_18884
OG0005914	ORYLA14072	APOSC_24621
OG0005916	ORYLA09681	APOSC_03301
OG0005918	ORYLA06801	APOSC_11569
OG0005919	ORYLA06790	APOSC_22101
OG0005920	ORYLA07096, ORYLA13575	APOSC_20160, APOSC_01058
OG0005921	ORYLA03161	APOSC_28876, APOSC_28877
OG0005922	ORYLA14270	APOSC_21484
OG0005923	ORYLA07289	APOSC_12977
OG0005924	ORYLA10431	APOSC_21618
OG0005926	ORYLA06535	APOSC_10186
OG0005927	ORYLA18549, ORYLA18257	APOSC_03693, APOSC_03694
OG0005928	ORYLA13174	APOSC_09087
OG0005929	ORYLA17102	APOSC_04039
OG0005931	ORYLA12693	APOSC_25624
OG0005932	ORYLA15050	APOSC_11918
OG0005933	ORYLA04204	APOSC_05031
OG0005936	ORYLA00036	APOSC_16898
OG0005937	ORYLA15356	APOSC_28255
OG0005938	ORYLA02948	APOSC_22222
OG0005939	ORYLA14676	APOSC_10255
OG0005940	ORYLA11953	APOSC_18203
OG0005941	ORYLA11974	APOSC_23440
OG0005942	ORYLA20255	APOSC_14200
OG0005943	ORYLA17027	APOSC_12411
OG0005944	ORYLA05011	APOSC_10534
OG0005945	ORYLA11391	APOSC_08077
OG0005946	ORYLA16047	APOSC_07072
OG0005947	ORYLA04618	APOSC_24956
OG0005948	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210	APOSC_02754
OG0005950	ORYLA10694	APOSC_24602
OG0005951	ORYLA13200	APOSC_11340
OG0005952	ORYLA17339	APOSC_12678
OG0005953	ORYLA17714	APOSC_21471
OG0005954	ORYLA15255	APOSC_02694
OG0005955	ORYLA17735	APOSC_03332
OG0005957	ORYLA07508	APOSC_24812
OG0005959	ORYLA01636	APOSC_12990
OG0005960	ORYLA14080	APOSC_12544
OG0005961	ORYLA13699	APOSC_13234
OG0005962	ORYLA15697	APOSC_16780
OG0005963	ORYLA13333	APOSC_15197
OG0005964	ORYLA11297	APOSC_15963
OG0005965	ORYLA00501	APOSC_24080
OG0005966	ORYLA16765	APOSC_06823
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	APOSC_28428
OG0005968	ORYLA06981	APOSC_11947
OG0005969	ORYLA05253	APOSC_23668
OG0005970	ORYLA12936	APOSC_16656
OG0005972	ORYLA13344	APOSC_28791
OG0005973	ORYLA10086	APOSC_15072
OG0005974	ORYLA12871	APOSC_03829
OG0005975	ORYLA09620	APOSC_19763
OG0005976	ORYLA10048	APOSC_07723
OG0005977	ORYLA11110	APOSC_21684
OG0005978	ORYLA18813	APOSC_08116, APOSC_08115
OG0005979	ORYLA09195	APOSC_09892
OG0005980	ORYLA16160	APOSC_09705
OG0005981	ORYLA13340	APOSC_18066
OG0005982	ORYLA02398	APOSC_12060
OG0005983	ORYLA13523	APOSC_20935
OG0005984	ORYLA02487	APOSC_26001, APOSC_26002
OG0005986	ORYLA07662	APOSC_21852
OG0005987	ORYLA04335	APOSC_01066
OG0005988	ORYLA05096	APOSC_24144
OG0005989	ORYLA14612, ORYLA14611	APOSC_14635
OG0005991	ORYLA14694	APOSC_06633
OG0005993	ORYLA15988	APOSC_18888
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	APOSC_20937
OG0005995	ORYLA05250	APOSC_13878
OG0005996	ORYLA05372	APOSC_25879
OG0005998	ORYLA02760	APOSC_10776
OG0006000	ORYLA11444	APOSC_12077
OG0006001	ORYLA14912	APOSC_15895
OG0006002	ORYLA11186	APOSC_13869
OG0006003	ORYLA00268	APOSC_25976
OG0006004	ORYLA16105	APOSC_09562
OG0006005	ORYLA04614	APOSC_12391
OG0006007	ORYLA13414	APOSC_06185
OG0006008	ORYLA00733	APOSC_18804, APOSC_18805
OG0006009	ORYLA19597, ORYLA18623	APOSC_00850, APOSC_00851
OG0006010	ORYLA01122	APOSC_17125
OG0006011	ORYLA04360	APOSC_06335
OG0006012	ORYLA12331	APOSC_05086, APOSC_05087
OG0006013	ORYLA02083	APOSC_12859
OG0006014	ORYLA13553, ORYLA12220	APOSC_07289
OG0006015	ORYLA00450	APOSC_09564
OG0006059	ORYLA09031	APOSC_20657
OG0006061	ORYLA19379	APOSC_05103
OG0006062	ORYLA16708	APOSC_08657
OG0006063	ORYLA03877	APOSC_25055
OG0006064	ORYLA04445	APOSC_16645
OG0006065	ORYLA17451	APOSC_24770
OG0006066	ORYLA09975	APOSC_00456
OG0006067	ORYLA05884	APOSC_15510, APOSC_15511
OG0006068	ORYLA01339, ORYLA01340, ORYLA04996	APOSC_24631
OG0006069	ORYLA16979	APOSC_10043
OG0006070	ORYLA00067	APOSC_27385
OG0006071	ORYLA02579	APOSC_19417
OG0006072	ORYLA12315	APOSC_27063, APOSC_27064
OG0006073	ORYLA03080	APOSC_13294
OG0006074	ORYLA11388	APOSC_26778
OG0006075	ORYLA04806	APOSC_28510
OG0006076	ORYLA20453	APOSC_26527, APOSC_14196, APOSC_14197
OG0006077	ORYLA19036, ORYLA19037	APOSC_23531, APOSC_01276
OG0006078	ORYLA17648, ORYLA01729	APOSC_17814
OG0006079	ORYLA15110	APOSC_12851
OG0006082	ORYLA01781	APOSC_11170
OG0006083	ORYLA20342	APOSC_17176
OG0006084	ORYLA00533	APOSC_16434
OG0006085	ORYLA15317	APOSC_28275
OG0006087	ORYLA07572	APOSC_15292
OG0006089	ORYLA06648	APOSC_22809
OG0006092	ORYLA18231	APOSC_18412
OG0006095	ORYLA00577	APOSC_05048
OG0006096	ORYLA02341	APOSC_23249
OG0006097	ORYLA08979	APOSC_05185
OG0006098	ORYLA08847	APOSC_25956
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	APOSC_20927
OG0006100	ORYLA15271	APOSC_17808
OG0006102	ORYLA13664, ORYLA14108	APOSC_22067
OG0006103	ORYLA11324	APOSC_08410
OG0006104	ORYLA19385	APOSC_09268, APOSC_06210, APOSC_19494
OG0006106	ORYLA08883, ORYLA08882	APOSC_06595
OG0006107	ORYLA14542	APOSC_07294
OG0006108	ORYLA05895	APOSC_15898
OG0006111	ORYLA04074, ORYLA03212	APOSC_03391
OG0006112	ORYLA15289	APOSC_24403
OG0006113	ORYLA07029	APOSC_26235
OG0006114	ORYLA15533	APOSC_22417
OG0006115	ORYLA11548	APOSC_09124
OG0006117	ORYLA00077	APOSC_07439
OG0006118	ORYLA05452	APOSC_07828
OG0006119	ORYLA20488	APOSC_11399
OG0006120	ORYLA10724	APOSC_20718
OG0006121	ORYLA19436	APOSC_27870
OG0006122	ORYLA08367	APOSC_16541
OG0006123	ORYLA20495	APOSC_12556
OG0006124	ORYLA11506	APOSC_22257
OG0006125	ORYLA09691	APOSC_04763
OG0006126	ORYLA16568	APOSC_20086
OG0006127	ORYLA15251	APOSC_15621
OG0006128	ORYLA15261	APOSC_06200
OG0006129	ORYLA00354	APOSC_02978
OG0006130	ORYLA14031	APOSC_06548, APOSC_13669
OG0006131	ORYLA16375, ORYLA07912	APOSC_09740
OG0006132	ORYLA05048	APOSC_13478
OG0006133	ORYLA12772	APOSC_18362
OG0006134	ORYLA05638	APOSC_24225
OG0006136	ORYLA09430	APOSC_19976
OG0006137	ORYLA02042	APOSC_12184
OG0006138	ORYLA04799	APOSC_12176, APOSC_27850, APOSC_27851
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	APOSC_02031
OG0006140	ORYLA15551	APOSC_23359
OG0006141	ORYLA12129	APOSC_05712
OG0006144	ORYLA07543	APOSC_11441
OG0006145	ORYLA20229	APOSC_09691
OG0006146	ORYLA05029	APOSC_20265
OG0006148	ORYLA02358	APOSC_19000
OG0006149	ORYLA10488	APOSC_14242
OG0006150	ORYLA13302	APOSC_01714, APOSC_22351, APOSC_22352, APOSC_01713, APOSC_10278
OG0006151	ORYLA14513	APOSC_09261, APOSC_09262
OG0006152	ORYLA11733	APOSC_28211
OG0006153	ORYLA20426	APOSC_25551
OG0006155	ORYLA06089	APOSC_02722
OG0006156	ORYLA00926	APOSC_24618
OG0006158	ORYLA10442	APOSC_27578
OG0006159	ORYLA19153	APOSC_15246
OG0006160	ORYLA19637	APOSC_05551
OG0006161	ORYLA01833, ORYLA05612	APOSC_05129
OG0006162	ORYLA13159	APOSC_18054
OG0006163	ORYLA14800, ORYLA12332	APOSC_12748
OG0006164	ORYLA19800	APOSC_18639
OG0006165	ORYLA20003	APOSC_18182
OG0006167	ORYLA07176, ORYLA00415	APOSC_09956, APOSC_09955
OG0006168	ORYLA16569	APOSC_24765
OG0006169	ORYLA04271	APOSC_09033
OG0006170	ORYLA09909	APOSC_23360, APOSC_08104
OG0006171	ORYLA02054	APOSC_15964
OG0006172	ORYLA10481	APOSC_05391
OG0006174	ORYLA17661, ORYLA02384, ORYLA12208	APOSC_00455
OG0006176	ORYLA10315	APOSC_15825
OG0006177	ORYLA12090	APOSC_12821
OG0006178	ORYLA04504	APOSC_07148, APOSC_07147
OG0006179	ORYLA03657	APOSC_23268
OG0006180	ORYLA06973	APOSC_03152
OG0006181	ORYLA03672	APOSC_03481
OG0006182	ORYLA08344	APOSC_28042
OG0006183	ORYLA16825	APOSC_19486
OG0006184	ORYLA00792	APOSC_12695
OG0006185	ORYLA06316	APOSC_09138
OG0006186	ORYLA13046	APOSC_20197
OG0006187	ORYLA18889	APOSC_02281
OG0006188	ORYLA20449	APOSC_16452
OG0006189	ORYLA17086, ORYLA00060	APOSC_22882
OG0006190	ORYLA01121	APOSC_03905
OG0006191	ORYLA17482	APOSC_13840
OG0006192	ORYLA04658	APOSC_15421
OG0006193	ORYLA12955	APOSC_13831
OG0006194	ORYLA00610	APOSC_10741
OG0006195	ORYLA17204	APOSC_15441
OG0006196	ORYLA03362	APOSC_22172
OG0006198	ORYLA05262	APOSC_19038
OG0006199	ORYLA07760	APOSC_27250
OG0006200	ORYLA00176	APOSC_15844
OG0006201	ORYLA17887, ORYLA16831, ORYLA16832	APOSC_06891
OG0006202	ORYLA06744	APOSC_24490
OG0006203	ORYLA04805	APOSC_10963
OG0006204	ORYLA07934	APOSC_17513
OG0006205	ORYLA19412	APOSC_06222
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	APOSC_07404
OG0006207	ORYLA03254	APOSC_13200
OG0006208	ORYLA03811, ORYLA13086	APOSC_00172
OG0006209	ORYLA18078	APOSC_02034
OG0006210	ORYLA02264	APOSC_24919
OG0006211	ORYLA16185	APOSC_27330
OG0006214	ORYLA11041	APOSC_01407
OG0006216	ORYLA19823	APOSC_06952
OG0006217	ORYLA13873, ORYLA13874	APOSC_18136, APOSC_18135
OG0006219	ORYLA13291	APOSC_04015
OG0006220	ORYLA18843	APOSC_19990
OG0006223	ORYLA10674	APOSC_09113, APOSC_09114
OG0006224	ORYLA15635	APOSC_26870
OG0006225	ORYLA00226	APOSC_24236
OG0006226	ORYLA02359	APOSC_17729
OG0006227	ORYLA17980	APOSC_13147, APOSC_13146
OG0006228	ORYLA16946, ORYLA20325	APOSC_05084
OG0006229	ORYLA00480	APOSC_01024, APOSC_01023
OG0006230	ORYLA20084	APOSC_19352
OG0006231	ORYLA08845	APOSC_21161
OG0006232	ORYLA19680	APOSC_24357
OG0006233	ORYLA13531	APOSC_15042
OG0006234	ORYLA13453	APOSC_21894
OG0006235	ORYLA14597	APOSC_24879
OG0006237	ORYLA15408	APOSC_24918
OG0006240	ORYLA20183	APOSC_04652
OG0006242	ORYLA00598, ORYLA00599	APOSC_10594
OG0006243	ORYLA14098	APOSC_01950, APOSC_01949
OG0006244	ORYLA02710	APOSC_24967
OG0006245	ORYLA08633	APOSC_00921
OG0006246	ORYLA02819	APOSC_07736, APOSC_07735
OG0006247	ORYLA14475	APOSC_13444, APOSC_13445, APOSC_13443
OG0006249	ORYLA07428	APOSC_25692
OG0006250	ORYLA01481	APOSC_27267
OG0006251	ORYLA03699	APOSC_15876
OG0006252	ORYLA05842	APOSC_17057
OG0006253	ORYLA12949	APOSC_15972, APOSC_15973, APOSC_15971
OG0006254	ORYLA01467	APOSC_09754
OG0006255	ORYLA04827	APOSC_12367
OG0006256	ORYLA09128	APOSC_27700
OG0006257	ORYLA05204	APOSC_22535
OG0006258	ORYLA02984	APOSC_28143
OG0006259	ORYLA13353	APOSC_27968, APOSC_27967
OG0006260	ORYLA18938	APOSC_09774
OG0006261	ORYLA11026, ORYLA14160	APOSC_06934
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	APOSC_16097
OG0006263	ORYLA09051	APOSC_28291
OG0006264	ORYLA17584	APOSC_09598
OG0006265	ORYLA09470	APOSC_06482
OG0006266	ORYLA12795	APOSC_04471
OG0006267	ORYLA02355	APOSC_20000
OG0006268	ORYLA16048	APOSC_23154
OG0006270	ORYLA02562, ORYLA02561	APOSC_24411
OG0006271	ORYLA08585	APOSC_01767
OG0006273	ORYLA06300	APOSC_14698
OG0006275	ORYLA10683	APOSC_03010
OG0006277	ORYLA03972, ORYLA03476	APOSC_18887
OG0006278	ORYLA06895, ORYLA16134	APOSC_26547
OG0006279	ORYLA09965	APOSC_21488
OG0006280	ORYLA11567	APOSC_05701
OG0006281	ORYLA20123	APOSC_16932
OG0006282	ORYLA13164	APOSC_20699
OG0006283	ORYLA09291	APOSC_21898
OG0006284	ORYLA09690	APOSC_17077
OG0006285	ORYLA17251	APOSC_26526
OG0006286	ORYLA07043	APOSC_10357
OG0006287	ORYLA04687	APOSC_17884
OG0006288	ORYLA10709	APOSC_09696
OG0006289	ORYLA14057, ORYLA16007	APOSC_23398
OG0006290	ORYLA16144	APOSC_09719, APOSC_09720
OG0006291	ORYLA13632	APOSC_15695
OG0006292	ORYLA19865	APOSC_13130
OG0006294	ORYLA11427	APOSC_25798
OG0006295	ORYLA20007	APOSC_27816
OG0006296	ORYLA11079	APOSC_09402, APOSC_09403
OG0006297	ORYLA13740	APOSC_06137
OG0006298	ORYLA16187	APOSC_23078, APOSC_21654
OG0006299	ORYLA10630, ORYLA02251, ORYLA11710	APOSC_15235
OG0006301	ORYLA10259	APOSC_14170
OG0006302	ORYLA12680, ORYLA14790	APOSC_07364
OG0006304	ORYLA10170, ORYLA11894	APOSC_04870, APOSC_04871
OG0006305	ORYLA00895, ORYLA00418	APOSC_09305, APOSC_09304
OG0006306	ORYLA05428	APOSC_16571
OG0006307	ORYLA17332	APOSC_10245
OG0006309	ORYLA11286	APOSC_08275
OG0006311	ORYLA14691	APOSC_19031, APOSC_19032
OG0006312	ORYLA19224	APOSC_02920
OG0006313	ORYLA18940	APOSC_11157
OG0006314	ORYLA09968	APOSC_03446
OG0006315	ORYLA04829	APOSC_16530
OG0006318	ORYLA08694	APOSC_21042
OG0006320	ORYLA15063	APOSC_08286
OG0006321	ORYLA12059	APOSC_04793
OG0006322	ORYLA20137	APOSC_03517
OG0006323	ORYLA08641	APOSC_18189
OG0006324	ORYLA07027	APOSC_27096, APOSC_27097
OG0006326	ORYLA06678	APOSC_20354
OG0006327	ORYLA19841	APOSC_09302
OG0006328	ORYLA02179, ORYLA02180	APOSC_14875, APOSC_14876
OG0006329	ORYLA17793	APOSC_06676
OG0006330	ORYLA12144	APOSC_11664, APOSC_11665
OG0006331	ORYLA03044	APOSC_22141
OG0006332	ORYLA12489	APOSC_06680
OG0006333	ORYLA09732, ORYLA10226	APOSC_03450
OG0006334	ORYLA00853	APOSC_14348
OG0006335	ORYLA13756	APOSC_16776
OG0006338	ORYLA07080, ORYLA13064	APOSC_05885
OG0006339	ORYLA02765	APOSC_27213, APOSC_03533
OG0006340	ORYLA05277	APOSC_01676
OG0006341	ORYLA17094	APOSC_00352
OG0006343	ORYLA00514	APOSC_19586
OG0006344	ORYLA09235, ORYLA07107	APOSC_26452
OG0006345	ORYLA06394	APOSC_20819
OG0006346	ORYLA03560	APOSC_01817
OG0006347	ORYLA08655	APOSC_17743
OG0006348	ORYLA17683	APOSC_22289, APOSC_22288
OG0006350	ORYLA05826	APOSC_11362
OG0006351	ORYLA09454	APOSC_20662
OG0006352	ORYLA00408, ORYLA01498	APOSC_28135
OG0006353	ORYLA03383	APOSC_03902
OG0006354	ORYLA17693	APOSC_19593
OG0006355	ORYLA14059	APOSC_09992
OG0006356	ORYLA04352	APOSC_01236
OG0006359	ORYLA06276	APOSC_05942
OG0006360	ORYLA11287	APOSC_03655
OG0006361	ORYLA15180	APOSC_06699
OG0006362	ORYLA05430	APOSC_25966
OG0006363	ORYLA04345	APOSC_11350
OG0006364	ORYLA17402, ORYLA17403	APOSC_10348
OG0006365	ORYLA07547	APOSC_17335
OG0006366	ORYLA03615	APOSC_11800
OG0006367	ORYLA10820	APOSC_11043
OG0006370	ORYLA09199	APOSC_08924, APOSC_08925
OG0006372	ORYLA10156	APOSC_14360
