Orthogroup	ORYLA	APOSJ_ok
OG0005822	ORYLA19296	APOSJ_25065
OG0005823	ORYLA04103	APOSJ_01935
OG0005824	ORYLA12812	APOSJ_47994
OG0005826	ORYLA10997	APOSJ_32334, APOSJ_32333, APOSJ_10989, APOSJ_10990, APOSJ_10988, APOSJ_38987
OG0005827	ORYLA04867	APOSJ_22735, APOSJ_22737
OG0005828	ORYLA17775, ORYLA18417	APOSJ_06676
OG0005829	ORYLA11889	APOSJ_60389, APOSJ_06378
OG0005830	ORYLA16729, ORYLA16928	APOSJ_37441, APOSJ_49341, APOSJ_05892, APOSJ_05891, APOSJ_05893
OG0005831	ORYLA19768	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502
OG0005832	ORYLA20295	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496
OG0005833	ORYLA12552	APOSJ_05810, APOSJ_05811
OG0005835	ORYLA15968	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519
OG0005836	ORYLA02705	APOSJ_01508, APOSJ_01509
OG0005837	ORYLA17100	APOSJ_56243, APOSJ_56244
OG0005838	ORYLA15364	APOSJ_44512, APOSJ_44514
OG0005839	ORYLA04968, ORYLA00436	APOSJ_42634
OG0005840	ORYLA04946	APOSJ_28838, APOSJ_28839, APOSJ_28837, APOSJ_28840, APOSJ_28842, APOSJ_62353
OG0005841	ORYLA14469	APOSJ_39877, APOSJ_39876, APOSJ_51517, APOSJ_43490, APOSJ_35364, APOSJ_07580, APOSJ_17923
OG0005842	ORYLA13693	APOSJ_21443, APOSJ_21442
OG0005843	ORYLA06467	APOSJ_44508
OG0005844	ORYLA04807	APOSJ_47078, APOSJ_26408, APOSJ_47077, APOSJ_47076
OG0005845	ORYLA03266	APOSJ_17083
OG0005846	ORYLA04854	APOSJ_27961, APOSJ_27960
OG0005847	ORYLA11529	APOSJ_57030
OG0005848	ORYLA16342	APOSJ_09802
OG0005849	ORYLA09685	APOSJ_50009
OG0005850	ORYLA13872	APOSJ_12652, APOSJ_12651
OG0005851	ORYLA13639	APOSJ_65289, APOSJ_65290, APOSJ_19232
OG0005852	ORYLA15830	APOSJ_14120, APOSJ_14117, APOSJ_14121, APOSJ_14118, APOSJ_14115, APOSJ_14119, APOSJ_27506, APOSJ_14116
OG0005853	ORYLA10472, ORYLA11336	APOSJ_06630
OG0005854	ORYLA15268	APOSJ_53651, APOSJ_63563, APOSJ_63564
OG0005855	ORYLA16421	APOSJ_10243, APOSJ_31150, APOSJ_10244, APOSJ_10241, APOSJ_10242
OG0005857	ORYLA03540	APOSJ_08960, APOSJ_57146
OG0005858	ORYLA17612	APOSJ_17318, APOSJ_17316, APOSJ_17317, APOSJ_17320, APOSJ_17319
OG0005860	ORYLA17529	APOSJ_13206, APOSJ_17670, APOSJ_13207, APOSJ_17677
OG0005861	ORYLA12932	APOSJ_60214, APOSJ_25441, APOSJ_60215, APOSJ_25461
OG0005863	ORYLA16762	APOSJ_08970, APOSJ_08969, APOSJ_08971, APOSJ_08968, APOSJ_64478
OG0005864	ORYLA02335, ORYLA02336	APOSJ_35678, APOSJ_35677
OG0005865	ORYLA18711	APOSJ_61153, APOSJ_61151
OG0005866	ORYLA10406	APOSJ_00147
OG0005867	ORYLA14750	APOSJ_31457, APOSJ_31458
OG0005869	ORYLA14537	APOSJ_60086
OG0005870	ORYLA06800	APOSJ_55202, APOSJ_36769
OG0005871	ORYLA00937	APOSJ_44184, APOSJ_44186
OG0005872	ORYLA06151	APOSJ_40239
OG0005874	ORYLA08436, ORYLA08808	APOSJ_46412
OG0005875	ORYLA03096	APOSJ_61627, APOSJ_42044, APOSJ_61624, APOSJ_61626, APOSJ_61625, APOSJ_61623
OG0005876	ORYLA13721	APOSJ_32843, APOSJ_32842, APOSJ_32838, APOSJ_32837, APOSJ_32840
OG0005877	ORYLA12771	APOSJ_22102, APOSJ_22103
OG0005878	ORYLA11425, ORYLA11426	APOSJ_25403, APOSJ_25399, APOSJ_25401, APOSJ_25402, APOSJ_19184, APOSJ_25400
OG0005879	ORYLA06023	APOSJ_55723, APOSJ_55724, APOSJ_10197, APOSJ_10192, APOSJ_63136, APOSJ_55722
OG0005880	ORYLA20156	APOSJ_33168
OG0005884	ORYLA11455	APOSJ_13538, APOSJ_56250
OG0005885	ORYLA17740	APOSJ_44623, APOSJ_21182, APOSJ_63037
OG0005886	ORYLA10508	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124
OG0005887	ORYLA04540	APOSJ_23833
OG0005888	ORYLA16571	APOSJ_60925, APOSJ_30594
OG0005889	ORYLA07548	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085
OG0005890	ORYLA11535	APOSJ_45453
OG0005891	ORYLA00807, ORYLA00806	APOSJ_23613, APOSJ_09038
OG0005892	ORYLA12431	APOSJ_43478, APOSJ_43477
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	APOSJ_28992
OG0005895	ORYLA04519	APOSJ_01825, APOSJ_01827, APOSJ_01826, APOSJ_11252
OG0005897	ORYLA19507	APOSJ_36990, APOSJ_57802
OG0005898	ORYLA09769	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598
OG0005899	ORYLA16594	APOSJ_58569
OG0005900	ORYLA06266	APOSJ_04552, APOSJ_04555, APOSJ_04554, APOSJ_04553
OG0005901	ORYLA15179	APOSJ_02110
OG0005902	ORYLA02177	APOSJ_24484, APOSJ_24478, APOSJ_24482, APOSJ_24481, APOSJ_24479, APOSJ_24480, APOSJ_24483, APOSJ_24485
OG0005903	ORYLA03025	APOSJ_44290, APOSJ_44289
OG0005906	ORYLA09828	APOSJ_52878, APOSJ_60250
OG0005907	ORYLA10740, ORYLA15224	APOSJ_01971, APOSJ_01972, APOSJ_54652, APOSJ_01970
OG0005909	ORYLA13661	APOSJ_64923
OG0005912	ORYLA16145, ORYLA06495	APOSJ_61256, APOSJ_03371
OG0005914	ORYLA14072	APOSJ_31914, APOSJ_31915, APOSJ_31913, APOSJ_31912
OG0005916	ORYLA09681	APOSJ_42293, APOSJ_42291, APOSJ_42290, APOSJ_42292
OG0005918	ORYLA06801	APOSJ_34539
OG0005919	ORYLA06790	APOSJ_38000, APOSJ_38001
OG0005920	ORYLA07096, ORYLA13575	APOSJ_32568, APOSJ_32566, APOSJ_32564, APOSJ_32567
OG0005921	ORYLA03161	APOSJ_35499
OG0005922	ORYLA14270	APOSJ_38159
OG0005923	ORYLA07289	APOSJ_38408, APOSJ_60927
OG0005924	ORYLA10431	APOSJ_10793
OG0005926	ORYLA06535	APOSJ_11149, APOSJ_11150, APOSJ_11147, APOSJ_11148
OG0005927	ORYLA18549, ORYLA18257	APOSJ_46960, APOSJ_46958, APOSJ_46959, APOSJ_46961
OG0005928	ORYLA13174	APOSJ_24820
OG0005929	ORYLA17102	APOSJ_49015
OG0005931	ORYLA12693	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826
OG0005932	ORYLA15050	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250
OG0005933	ORYLA04204	APOSJ_61993, APOSJ_53206
OG0005936	ORYLA00036	APOSJ_59913
OG0005937	ORYLA15356	APOSJ_18008, APOSJ_19166
OG0005938	ORYLA02948	APOSJ_15691
OG0005939	ORYLA14676	APOSJ_20729, APOSJ_01162, APOSJ_12433, APOSJ_20730, APOSJ_20732, APOSJ_20731
OG0005940	ORYLA11953	APOSJ_61683, APOSJ_42446
OG0005941	ORYLA11974	APOSJ_54972, APOSJ_54969, APOSJ_54970, APOSJ_54966, APOSJ_54971, APOSJ_54967, APOSJ_54973, APOSJ_54968
OG0005942	ORYLA20255	APOSJ_54718, APOSJ_30050, APOSJ_54725
OG0005943	ORYLA17027	APOSJ_23878, APOSJ_45350
OG0005944	ORYLA05011	APOSJ_43317, APOSJ_43319, APOSJ_43316, APOSJ_43318
OG0005945	ORYLA11391	APOSJ_27340, APOSJ_21878, APOSJ_24304
OG0005946	ORYLA16047	APOSJ_09386, APOSJ_44027
OG0005947	ORYLA04618	APOSJ_23672, APOSJ_23670, APOSJ_23671
OG0005948	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210	APOSJ_32793
OG0005950	ORYLA10694	APOSJ_26616, APOSJ_33484, APOSJ_33486
OG0005951	ORYLA13200	APOSJ_46414, APOSJ_46413
OG0005952	ORYLA17339	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403
OG0005953	ORYLA17714	APOSJ_39284
OG0005954	ORYLA15255	APOSJ_48271, APOSJ_48274, APOSJ_48277, APOSJ_48275, APOSJ_48276, APOSJ_48273, APOSJ_50173, APOSJ_50064
OG0005955	ORYLA17735	APOSJ_41814, APOSJ_64243
OG0005957	ORYLA07508	APOSJ_63559, APOSJ_62892, APOSJ_63557
OG0005958	ORYLA11466, ORYLA11465, ORYLA10767	APOSJ_56986, APOSJ_52401
OG0005959	ORYLA01636	APOSJ_22602, APOSJ_22603
OG0005960	ORYLA14080	APOSJ_33847, APOSJ_33846
OG0005961	ORYLA13699	APOSJ_61218, APOSJ_61217
OG0005962	ORYLA15697	APOSJ_51749, APOSJ_51746, APOSJ_51747, APOSJ_53740
OG0005963	ORYLA13333	APOSJ_31516
OG0005964	ORYLA11297	APOSJ_30777, APOSJ_36869, APOSJ_65283
OG0005965	ORYLA00501	APOSJ_13674, APOSJ_12547
OG0005966	ORYLA16765	APOSJ_62810, APOSJ_41906
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	APOSJ_06057, APOSJ_06056
OG0005968	ORYLA06981	APOSJ_60390
OG0005969	ORYLA05253	APOSJ_34996
OG0005970	ORYLA12936	APOSJ_36943, APOSJ_43466
OG0005972	ORYLA13344	APOSJ_38108, APOSJ_38131, APOSJ_24398
OG0005973	ORYLA10086	APOSJ_57208, APOSJ_57209, APOSJ_57211, APOSJ_16652
OG0005974	ORYLA12871	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223
OG0005975	ORYLA09620	APOSJ_44778
OG0005976	ORYLA10048	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050
OG0005977	ORYLA11110	APOSJ_21509
OG0005978	ORYLA18813	APOSJ_42439, APOSJ_42438
OG0005979	ORYLA09195	APOSJ_22361, APOSJ_22360
OG0005980	ORYLA16160	APOSJ_46417
OG0005981	ORYLA13340	APOSJ_62909, APOSJ_32017, APOSJ_49950, APOSJ_32016, APOSJ_32015, APOSJ_32014
OG0005982	ORYLA02398	APOSJ_29056, APOSJ_29055
OG0005983	ORYLA13523	APOSJ_64770, APOSJ_61301
OG0005984	ORYLA02487	APOSJ_30462
OG0005986	ORYLA07662	APOSJ_47491
OG0005987	ORYLA04335	APOSJ_20158
OG0005988	ORYLA05096	APOSJ_17696, APOSJ_17694, APOSJ_17695, APOSJ_17697
OG0005989	ORYLA14612, ORYLA14611	APOSJ_53200, APOSJ_53201
OG0005991	ORYLA14694	APOSJ_12577, APOSJ_12576
OG0005993	ORYLA15988	APOSJ_24106, APOSJ_24105
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	APOSJ_15570
OG0005995	ORYLA05250	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959
OG0005996	ORYLA05372	APOSJ_11555
OG0005998	ORYLA02760	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873
OG0006000	ORYLA11444	APOSJ_01788, APOSJ_09278, APOSJ_59190, APOSJ_59194, APOSJ_28845, APOSJ_59192
OG0006001	ORYLA14912	APOSJ_52001, APOSJ_55028
OG0006002	ORYLA11186	APOSJ_08645, APOSJ_08644, APOSJ_55131, APOSJ_08646
OG0006003	ORYLA00268	APOSJ_50270, APOSJ_50272, APOSJ_50271
OG0006004	ORYLA16105	APOSJ_39661, APOSJ_39664, APOSJ_39662, APOSJ_39660
OG0006005	ORYLA04614	APOSJ_13961, APOSJ_13962, APOSJ_13960
OG0006007	ORYLA13414	APOSJ_06311, APOSJ_11317
OG0006008	ORYLA00733	APOSJ_11789, APOSJ_11793, APOSJ_11794, APOSJ_08941, APOSJ_11788, APOSJ_11791, APOSJ_34963, APOSJ_11792
OG0006010	ORYLA01122	APOSJ_00136, APOSJ_00137, APOSJ_13985, APOSJ_00844
OG0006011	ORYLA04360	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826
OG0006012	ORYLA12331	APOSJ_37795
OG0006013	ORYLA02083	APOSJ_24909, APOSJ_58462
OG0006014	ORYLA13553, ORYLA12220	APOSJ_34162, APOSJ_34163, APOSJ_34160
OG0006015	ORYLA00450	APOSJ_37168, APOSJ_37165, APOSJ_37166, APOSJ_37163, APOSJ_37164, APOSJ_37167
OG0006021	ORYLA10174, ORYLA11667, ORYLA04349, ORYLA01068	APOSJ_55856
OG0006059	ORYLA09031	APOSJ_43617, APOSJ_43616
OG0006061	ORYLA19379	APOSJ_64008
OG0006062	ORYLA16708	APOSJ_05442
OG0006063	ORYLA03877	APOSJ_12899, APOSJ_00777
OG0006064	ORYLA04445	APOSJ_56062, APOSJ_60724, APOSJ_56061
OG0006065	ORYLA17451	APOSJ_02297, APOSJ_02296
OG0006066	ORYLA09975	APOSJ_05451
OG0006067	ORYLA05884	APOSJ_22779, APOSJ_22778, APOSJ_22775, APOSJ_22777, APOSJ_22774, APOSJ_22773, APOSJ_22772, APOSJ_22776
OG0006069	ORYLA16979	APOSJ_40708
OG0006070	ORYLA00067	APOSJ_48605, APOSJ_48604, APOSJ_24321
OG0006071	ORYLA02579	APOSJ_36540
OG0006072	ORYLA12315	APOSJ_53132, APOSJ_33732
OG0006073	ORYLA03080	APOSJ_43312, APOSJ_28775
OG0006074	ORYLA11388	APOSJ_25151, APOSJ_25150
OG0006075	ORYLA04806	APOSJ_07678, APOSJ_52920, APOSJ_52921
OG0006076	ORYLA20453	APOSJ_55781, APOSJ_27549, APOSJ_27550, APOSJ_27551, APOSJ_41689
OG0006077	ORYLA19036, ORYLA19037	APOSJ_60639, APOSJ_60638, APOSJ_60640, APOSJ_60641
OG0006078	ORYLA17648, ORYLA01729	APOSJ_54658
OG0006079	ORYLA15110	APOSJ_46360, APOSJ_27614
OG0006082	ORYLA01781	APOSJ_64255, APOSJ_44148, APOSJ_16596, APOSJ_64226, APOSJ_16597, APOSJ_38836, APOSJ_09984, APOSJ_44149
OG0006083	ORYLA20342	APOSJ_56162
OG0006084	ORYLA00533	APOSJ_41691, APOSJ_61500, APOSJ_41693, APOSJ_41692
OG0006085	ORYLA15317	APOSJ_55006
OG0006087	ORYLA07572	APOSJ_06533, APOSJ_06532
OG0006089	ORYLA06648	APOSJ_02644, APOSJ_46501, APOSJ_02643, APOSJ_16312, APOSJ_54394, APOSJ_08345, APOSJ_02646, APOSJ_08348, APOSJ_04602, APOSJ_16299, APOSJ_08347, APOSJ_54395, APOSJ_08351, APOSJ_16300, APOSJ_08346, APOSJ_08350, APOSJ_54396, APOSJ_02645, APOSJ_54397, APOSJ_02642, APOSJ_02639, APOSJ_08349, APOSJ_62150, APOSJ_08352
OG0006092	ORYLA18231	APOSJ_43830, APOSJ_43831, APOSJ_43829
OG0006095	ORYLA00577	APOSJ_60289
OG0006096	ORYLA02341	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055
OG0006097	ORYLA08979	APOSJ_39208
OG0006098	ORYLA08847	APOSJ_54535, APOSJ_18896
OG0006099	ORYLA07739, ORYLA07738, ORYLA16995	APOSJ_03329
OG0006100	ORYLA15271	APOSJ_07555, APOSJ_07557, APOSJ_48443, APOSJ_07556
OG0006102	ORYLA13664, ORYLA14108	APOSJ_23284
OG0006103	ORYLA11324	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748
OG0006104	ORYLA19385	APOSJ_33402
OG0006106	ORYLA08883, ORYLA08882	APOSJ_48794
OG0006107	ORYLA14542	APOSJ_60954, APOSJ_60955
OG0006108	ORYLA05895	APOSJ_43335, APOSJ_43334
OG0006111	ORYLA04074, ORYLA03212	APOSJ_45645
OG0006112	ORYLA15289	APOSJ_18519, APOSJ_51585, APOSJ_18503, APOSJ_40805, APOSJ_18516, APOSJ_18506, APOSJ_60866, APOSJ_23725
OG0006113	ORYLA07029	APOSJ_43058
OG0006114	ORYLA15533	APOSJ_52790
OG0006115	ORYLA11548	APOSJ_49256
OG0006117	ORYLA00077	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368
OG0006118	ORYLA05452	APOSJ_28228, APOSJ_52478
OG0006119	ORYLA20488	APOSJ_05495, APOSJ_05494
OG0006120	ORYLA10724	APOSJ_03091
OG0006121	ORYLA19436	APOSJ_11872, APOSJ_02329, APOSJ_02094
OG0006122	ORYLA08367	APOSJ_48102, APOSJ_48101
OG0006123	ORYLA20495	APOSJ_50227, APOSJ_31379, APOSJ_64870
OG0006124	ORYLA11506	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037
OG0006125	ORYLA09691	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101
OG0006126	ORYLA16568	APOSJ_13664, APOSJ_02252
OG0006127	ORYLA15251	APOSJ_27402, APOSJ_27403
OG0006128	ORYLA15261	APOSJ_08247, APOSJ_08246
OG0006129	ORYLA00354	APOSJ_03899
OG0006130	ORYLA14031	APOSJ_15946, APOSJ_30828
OG0006131	ORYLA16375, ORYLA07912	APOSJ_41419
OG0006132	ORYLA05048	APOSJ_44770, APOSJ_44769
OG0006133	ORYLA12772	APOSJ_64690, APOSJ_64691
OG0006134	ORYLA05638	APOSJ_08298, APOSJ_08299
OG0006136	ORYLA09430	APOSJ_26737
OG0006137	ORYLA02042	APOSJ_47954
OG0006138	ORYLA04799	APOSJ_63734, APOSJ_20258, APOSJ_63736, APOSJ_20260, APOSJ_20259
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	APOSJ_40115
OG0006140	ORYLA15551	APOSJ_12439
OG0006141	ORYLA12129	APOSJ_31030, APOSJ_11443
OG0006144	ORYLA07543	APOSJ_19188
OG0006145	ORYLA20229	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422
OG0006146	ORYLA05029	APOSJ_13386, APOSJ_13387
OG0006148	ORYLA02358	APOSJ_56787
OG0006149	ORYLA10488	APOSJ_61290
OG0006150	ORYLA13302	APOSJ_46167, APOSJ_02491, APOSJ_02701, APOSJ_02707, APOSJ_26986, APOSJ_02703, APOSJ_02708, APOSJ_02705, APOSJ_44105, APOSJ_02704, APOSJ_02702, APOSJ_02706, APOSJ_22390
OG0006151	ORYLA14513	APOSJ_05270, APOSJ_05272
OG0006152	ORYLA11733	APOSJ_59116, APOSJ_28597
OG0006153	ORYLA20426	APOSJ_09105, APOSJ_09110
OG0006155	ORYLA06089	APOSJ_15782
OG0006156	ORYLA00926	APOSJ_43357
OG0006158	ORYLA10442	APOSJ_10238
OG0006159	ORYLA19153	APOSJ_09856
OG0006160	ORYLA19637	APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417
OG0006161	ORYLA01833, ORYLA05612	APOSJ_31942
OG0006162	ORYLA13159	APOSJ_27431, APOSJ_27434, APOSJ_27429, APOSJ_27430, APOSJ_27433
OG0006163	ORYLA14800, ORYLA12332	APOSJ_57927, APOSJ_11874, APOSJ_11873
OG0006164	ORYLA19800	APOSJ_41863, APOSJ_41862
OG0006165	ORYLA20003	APOSJ_37400
OG0006167	ORYLA07176, ORYLA00415	APOSJ_22236, APOSJ_22235, APOSJ_22233, APOSJ_22232
OG0006168	ORYLA16569	APOSJ_27091, APOSJ_27092
OG0006169	ORYLA04271	APOSJ_53638, APOSJ_63561
OG0006170	ORYLA09909	APOSJ_59715, APOSJ_52807
OG0006171	ORYLA02054	APOSJ_23591, APOSJ_23587, APOSJ_44869, APOSJ_47930, APOSJ_25217
OG0006172	ORYLA10481	APOSJ_10205, APOSJ_10204
OG0006174	ORYLA17661, ORYLA02384, ORYLA12208	APOSJ_56342, APOSJ_10097, APOSJ_10096, APOSJ_10095
OG0006176	ORYLA10315	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110
OG0006177	ORYLA12090	APOSJ_04030
OG0006178	ORYLA04504	APOSJ_25569, APOSJ_25568
OG0006179	ORYLA03657	APOSJ_12733, APOSJ_12735, APOSJ_12732, APOSJ_12736
OG0006180	ORYLA06973	APOSJ_18057, APOSJ_51355
OG0006181	ORYLA03672	APOSJ_42220, APOSJ_42221, APOSJ_64805
OG0006182	ORYLA08344	APOSJ_39398, APOSJ_39399, APOSJ_39401, APOSJ_39400
OG0006183	ORYLA16825	APOSJ_17533
OG0006184	ORYLA00792	APOSJ_22791
OG0006185	ORYLA06316	APOSJ_09104, APOSJ_09103
OG0006186	ORYLA13046	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630
OG0006187	ORYLA18889	APOSJ_37981, APOSJ_37982
OG0006188	ORYLA20449	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049
OG0006189	ORYLA17086, ORYLA00060	APOSJ_60379
OG0006190	ORYLA01121	APOSJ_29858, APOSJ_55890, APOSJ_55889
OG0006191	ORYLA17482	APOSJ_43076, APOSJ_43075, APOSJ_43074
OG0006192	ORYLA04658	APOSJ_28620
OG0006193	ORYLA12955	APOSJ_12640
OG0006194	ORYLA00610	APOSJ_43196, APOSJ_43195
OG0006195	ORYLA17204	APOSJ_38220, APOSJ_38219
OG0006196	ORYLA03362	APOSJ_28434, APOSJ_28433
OG0006198	ORYLA05262	APOSJ_10452, APOSJ_41858
OG0006199	ORYLA07760	APOSJ_32051
OG0006200	ORYLA00176	APOSJ_65040, APOSJ_65041
OG0006201	ORYLA17887, ORYLA16831, ORYLA16832	APOSJ_34184, APOSJ_48897
OG0006202	ORYLA06744	APOSJ_65343, APOSJ_65342
OG0006203	ORYLA04805	APOSJ_31767
OG0006204	ORYLA07934	APOSJ_02798, APOSJ_02799, APOSJ_17202
OG0006205	ORYLA19412	APOSJ_41078, APOSJ_41076, APOSJ_41075, APOSJ_41079
OG0006206	ORYLA11658, ORYLA10666, ORYLA11666	APOSJ_62383
OG0006207	ORYLA03254	APOSJ_18467, APOSJ_24349, APOSJ_51508, APOSJ_18469, APOSJ_28772
OG0006208	ORYLA03811, ORYLA13086	APOSJ_43954, APOSJ_43955, APOSJ_50084
OG0006209	ORYLA18078	APOSJ_01121
OG0006210	ORYLA02264	APOSJ_53672
OG0006211	ORYLA16185	APOSJ_50960
OG0006214	ORYLA11041	APOSJ_57399, APOSJ_30103, APOSJ_30102
OG0006216	ORYLA19823	APOSJ_26417, APOSJ_58741, APOSJ_26416
OG0006217	ORYLA13873, ORYLA13874	APOSJ_04976, APOSJ_04975
OG0006219	ORYLA13291	APOSJ_31627, APOSJ_31628
OG0006220	ORYLA18843	APOSJ_38846
OG0006223	ORYLA10674	APOSJ_59673, APOSJ_59679, APOSJ_59678, APOSJ_23372, APOSJ_59680, APOSJ_23373, APOSJ_59677, APOSJ_59676, APOSJ_59674, APOSJ_59675
OG0006224	ORYLA15635	APOSJ_07698
OG0006225	ORYLA00226	APOSJ_28584
OG0006226	ORYLA02359	APOSJ_57755, APOSJ_57756
OG0006227	ORYLA17980	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917
OG0006228	ORYLA16946, ORYLA20325	APOSJ_42285
OG0006229	ORYLA00480	APOSJ_44182, APOSJ_44183
OG0006230	ORYLA20084	APOSJ_52827, APOSJ_52829, APOSJ_52828
OG0006231	ORYLA08845	APOSJ_07158, APOSJ_31850
OG0006232	ORYLA19680	APOSJ_37789, APOSJ_37790
OG0006233	ORYLA13531	APOSJ_00373
OG0006234	ORYLA13453	APOSJ_30418, APOSJ_36835, APOSJ_36836
OG0006235	ORYLA14597	APOSJ_35101, APOSJ_05590
OG0006237	ORYLA15408	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391
OG0006240	ORYLA20183	APOSJ_15164, APOSJ_29795, APOSJ_15165
OG0006242	ORYLA00598, ORYLA00599	APOSJ_24932, APOSJ_24930, APOSJ_24931, APOSJ_24933
OG0006243	ORYLA14098	APOSJ_31029
OG0006244	ORYLA02710	APOSJ_61689, APOSJ_25593, APOSJ_61691
OG0006245	ORYLA08633	APOSJ_54611
OG0006246	ORYLA02819	APOSJ_52944, APOSJ_46449, APOSJ_52840
OG0006247	ORYLA14475	APOSJ_29164, APOSJ_29166
OG0006249	ORYLA07428	APOSJ_02249
OG0006250	ORYLA01481	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973
OG0006251	ORYLA03699	APOSJ_27203, APOSJ_10288, APOSJ_10287
OG0006252	ORYLA05842	APOSJ_56878, APOSJ_56877, APOSJ_41073, APOSJ_41071, APOSJ_41072
OG0006253	ORYLA12949	APOSJ_62342, APOSJ_62340, APOSJ_62341, APOSJ_62339, APOSJ_16314
OG0006254	ORYLA01467	APOSJ_39117, APOSJ_17334
OG0006255	ORYLA04827	APOSJ_55215
OG0006256	ORYLA09128	APOSJ_60600
OG0006257	ORYLA05204	APOSJ_14187, APOSJ_14185, APOSJ_14186, APOSJ_14188, APOSJ_06880, APOSJ_14189
OG0006258	ORYLA02984	APOSJ_32818, APOSJ_32820, APOSJ_32819
OG0006259	ORYLA13353	APOSJ_13586
OG0006260	ORYLA18938	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930
OG0006261	ORYLA11026, ORYLA14160	APOSJ_45150, APOSJ_17594
OG0006262	ORYLA15136, ORYLA05395, ORYLA01853	APOSJ_49154
OG0006263	ORYLA09051	APOSJ_15707, APOSJ_15708
OG0006264	ORYLA17584	APOSJ_15051
OG0006265	ORYLA09470	APOSJ_47685, APOSJ_47682, APOSJ_47683, APOSJ_47684
OG0006266	ORYLA12795	APOSJ_50067, APOSJ_50065
OG0006267	ORYLA02355	APOSJ_55811, APOSJ_55812
OG0006268	ORYLA16048	APOSJ_56524, APOSJ_32530, APOSJ_20020
OG0006270	ORYLA02562, ORYLA02561	APOSJ_37549
OG0006271	ORYLA08585	APOSJ_07222
OG0006273	ORYLA06300	APOSJ_26233, APOSJ_34161, APOSJ_26234, APOSJ_34165
OG0006275	ORYLA10683	APOSJ_11088
OG0006277	ORYLA03972, ORYLA03476	APOSJ_45461
OG0006278	ORYLA06895, ORYLA16134	APOSJ_55756, APOSJ_17631
OG0006279	ORYLA09965	APOSJ_64917, APOSJ_61543
OG0006280	ORYLA11567	APOSJ_02182, APOSJ_20935
OG0006281	ORYLA20123	APOSJ_54169
OG0006282	ORYLA13164	APOSJ_65191
OG0006283	ORYLA09291	APOSJ_02407, APOSJ_02408
OG0006284	ORYLA09690	APOSJ_59652
OG0006285	ORYLA17251	APOSJ_56222
OG0006286	ORYLA07043	APOSJ_60701, APOSJ_60699, APOSJ_60700
OG0006287	ORYLA04687	APOSJ_37934, APOSJ_58175
OG0006288	ORYLA10709	APOSJ_53588, APOSJ_63550
OG0006289	ORYLA14057, ORYLA16007	APOSJ_06892, APOSJ_06894, APOSJ_06893
OG0006290	ORYLA16144	APOSJ_09837, APOSJ_09836
OG0006291	ORYLA13632	APOSJ_57814, APOSJ_21575, APOSJ_33137, APOSJ_57815
OG0006292	ORYLA19865	APOSJ_27724, APOSJ_27723
OG0006294	ORYLA11427	APOSJ_48736, APOSJ_36731, APOSJ_48737
OG0006295	ORYLA20007	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873
