Orthogroup	ORYLA	YEAST
OG0004186	ORYLA10541, ORYLA04337, ORYLA04880	YEAST04981
OG0004188	ORYLA18782	YEAST02761
OG0004198	ORYLA05752, ORYLA01549	YEAST02869, YEAST03548
OG0004215	ORYLA03688	YEAST04590
OG0004217	ORYLA00162	YEAST01257
OG0004219	ORYLA09856	YEAST00912
OG0004222	ORYLA10143	YEAST05826
OG0004230	ORYLA03779	YEAST02220
OG0004232	ORYLA18836	YEAST05931
OG0004236	ORYLA18284	YEAST05432
OG0004237	ORYLA00477	YEAST04445, YEAST04344
OG0004239	ORYLA15565	YEAST05144
OG0004243	ORYLA08230, ORYLA19467	YEAST00306
OG0004245	ORYLA05193	YEAST00859
OG0004248	ORYLA15416	YEAST03678
OG0004249	ORYLA02545	YEAST02740
OG0004250	ORYLA10123, ORYLA05194	YEAST05543
OG0004252	ORYLA11763	YEAST05178
OG0004254	ORYLA02332	YEAST03900
OG0004258	ORYLA08400	YEAST00665
OG0004259	ORYLA14900, ORYLA14901	YEAST03730
OG0004261	ORYLA02160	YEAST02564
OG0004262	ORYLA11314	YEAST02368
OG0004268	ORYLA18618	YEAST00496
OG0004269	ORYLA00763, ORYLA00762	YEAST04758
OG0004273	ORYLA05805	YEAST02547
OG0004278	ORYLA02821	YEAST00243
OG0004280	ORYLA16385	YEAST05895
OG0004282	ORYLA01943	YEAST02575, YEAST06242
OG0004283	ORYLA01415	YEAST04184
OG0004287	ORYLA10346	YEAST01708
OG0004289	ORYLA11614	YEAST05719
OG0004291	ORYLA05148	YEAST00852
OG0004292	ORYLA04782	YEAST02537
OG0004295	ORYLA13614	YEAST05946
OG0004297	ORYLA01594	YEAST01463
OG0004300	ORYLA20173	YEAST05309
OG0004301	ORYLA01175	YEAST03850
OG0004302	ORYLA07918	YEAST05203
OG0004303	ORYLA06906, ORYLA03599	YEAST02492
OG0004304	ORYLA02764	YEAST02425, YEAST05929
OG0004305	ORYLA12983	YEAST02123
OG0004307	ORYLA19761, ORYLA16647	YEAST04592
OG0004308	ORYLA01248	YEAST04835
OG0004309	ORYLA08360	YEAST05924
OG0004310	ORYLA02009, ORYLA12810	YEAST05001
OG0004312	ORYLA08934	YEAST03330
OG0004314	ORYLA13384	YEAST00500
OG0004324	ORYLA16074, ORYLA20239	YEAST04322
OG0004330	ORYLA19620	YEAST06277
OG0004331	ORYLA10127, ORYLA10128	YEAST06230
OG0004333	ORYLA02208	YEAST01391
OG0004335	ORYLA07228	YEAST01057
OG0004337	ORYLA09589	YEAST05652
OG0004338	ORYLA03022	YEAST05023
OG0004345	ORYLA02462	YEAST04894
OG0004347	ORYLA03450, ORYLA03449	YEAST04515
OG0004348	ORYLA09480	YEAST03956
OG0004350	ORYLA19055	YEAST04742
OG0004351	ORYLA05855	YEAST04167
OG0004353	ORYLA05853	YEAST05143
OG0004356	ORYLA03524	YEAST02877
OG0004357	ORYLA05275, ORYLA18598	YEAST02304
OG0004358	ORYLA15910	YEAST01304
OG0004359	ORYLA14419, ORYLA14312	YEAST01873
OG0004364	ORYLA10803	YEAST00647
OG0004366	ORYLA19961	YEAST01097
OG0004369	ORYLA16298	YEAST04013
OG0004370	ORYLA04218	YEAST02378
OG0004374	ORYLA13060	YEAST00556
OG0004378	ORYLA03486	YEAST03291
OG0004379	ORYLA16844, ORYLA11000	YEAST02180, YEAST04152
OG0004380	ORYLA14741, ORYLA14742, ORYLA11001	YEAST04825
OG0004382	ORYLA02422	YEAST03218
OG0004394	ORYLA04507	YEAST00619
OG0004396	ORYLA13670, ORYLA13671	YEAST01668
OG0004400	ORYLA12834, ORYLA06976	YEAST03238, YEAST03731
OG0004401	ORYLA16391	YEAST04219
OG0004404	ORYLA18290, ORYLA18289	YEAST00833, YEAST00883
OG0004417	ORYLA06644	YEAST03358
OG0004425	ORYLA16312	YEAST04958
OG0004426	ORYLA03269	YEAST01028
OG0004460	ORYLA14340	YEAST06162
OG0004462	ORYLA08525	YEAST03397
OG0004468	ORYLA01117	YEAST04439
OG0004472	ORYLA11083	YEAST06199
OG0004479	ORYLA01642	YEAST00474
OG0004484	ORYLA14440	YEAST01989
OG0004486	ORYLA09214	YEAST00968
OG0004489	ORYLA13724, ORYLA14275	YEAST03700
OG0004490	ORYLA17142	YEAST02887
OG0004492	ORYLA12318, ORYLA13988	YEAST05415, YEAST01368
OG0004494	ORYLA08165	YEAST03738
OG0004495	ORYLA06356	YEAST00946
OG0004498	ORYLA01757	YEAST02716
OG0004500	ORYLA18253	YEAST04651
OG0004503	ORYLA00434, ORYLA00435	YEAST02385
OG0004505	ORYLA09612	YEAST01701
OG0004506	ORYLA16269	YEAST06061
OG0004507	ORYLA17649	YEAST04994
OG0004512	ORYLA10399	YEAST01510
OG0004513	ORYLA14120	YEAST04235
OG0004515	ORYLA08127	YEAST05737
OG0004519	ORYLA14200, ORYLA14199	YEAST01596
OG0004520	ORYLA18565	YEAST06001, YEAST05696
OG0004525	ORYLA13633	YEAST03937
OG0004526	ORYLA02450	YEAST02603
OG0004529	ORYLA05119	YEAST03981
OG0004535	ORYLA03117	YEAST02221
OG0004538	ORYLA10469	YEAST02750
OG0004542	ORYLA07728	YEAST04816, YEAST04623
OG0004545	ORYLA18092	YEAST02071
OG0004546	ORYLA01595	YEAST04485
OG0004551	ORYLA08011	YEAST00426
OG0004554	ORYLA18535	YEAST05640
OG0004554	ORYLA18534	YEAST04172
OG0004559	ORYLA17180	YEAST04428
OG0004563	ORYLA17640	YEAST04325
OG0004566	ORYLA09242	YEAST02192
OG0004567	ORYLA11483	YEAST05747
OG0004571	ORYLA09287	YEAST02127
OG0004573	ORYLA04092	YEAST00677
OG0004577	ORYLA07568	YEAST02283
OG0004579	ORYLA11222, ORYLA11221	YEAST00134
OG0004581	ORYLA04196	YEAST03583, YEAST04618
OG0004582	ORYLA02882	YEAST04377
OG0004583	ORYLA11726	YEAST05833
OG0004584	ORYLA05309	YEAST03457
OG0004585	ORYLA06291	YEAST01153
OG0004590	ORYLA05519	YEAST03622, YEAST00886
OG0004593	ORYLA01302	YEAST01231
OG0004606	ORYLA13802	YEAST05926
OG0004609	ORYLA04118	YEAST05326
OG0004610	ORYLA15229, ORYLA12132	YEAST04487, YEAST01427
OG0004611	ORYLA05090, ORYLA05091	YEAST04613
OG0004612	ORYLA02074	YEAST02359
OG0004616	ORYLA10301, ORYLA09881	YEAST00250, YEAST02830
OG0004619	ORYLA16430	YEAST03531
OG0004621	ORYLA14201, ORYLA15999	YEAST00178
OG0004626	ORYLA12665, ORYLA14546	YEAST00427
OG0004630	ORYLA11416	YEAST01322, YEAST02951
OG0004633	ORYLA06950	YEAST03510
OG0004634	ORYLA16289, ORYLA18481	YEAST00262, YEAST00249
OG0004635	ORYLA06004	YEAST02703
OG0004639	ORYLA02611	YEAST02924
OG0004642	ORYLA06343	YEAST01912
OG0004648	ORYLA12915	YEAST04721, YEAST05892
OG0004649	ORYLA04414, ORYLA03668, ORYLA17354	YEAST02284
OG0004651	ORYLA14276	YEAST01146
OG0004654	ORYLA16505	YEAST00988
OG0004655	ORYLA17173	YEAST01640
OG0004656	ORYLA18658, ORYLA11542	YEAST04281
OG0004657	ORYLA03530, ORYLA06957, ORYLA04226, ORYLA04225	YEAST00473
OG0004659	ORYLA13951	YEAST02251
OG0004660	ORYLA18953, ORYLA18952	YEAST06221, YEAST00721
OG0004663	ORYLA03983	YEAST01161
OG0004664	ORYLA03155	YEAST05162
OG0004668	ORYLA19057	YEAST01610
OG0004669	ORYLA05384	YEAST00949
OG0004670	ORYLA08201, ORYLA08200	YEAST03416
OG0004671	ORYLA04002	YEAST02606
OG0004674	ORYLA02750	YEAST05448
OG0004675	ORYLA11378	YEAST05072, YEAST02983
OG0004678	ORYLA02453	YEAST02777, YEAST04846
OG0004682	ORYLA07086	YEAST02876
OG0004683	ORYLA15475	YEAST00676
OG0004684	ORYLA11591	YEAST05643
OG0004685	ORYLA17349, ORYLA02295	YEAST04200
OG0004687	ORYLA15540	YEAST00982
OG0004691	ORYLA04688	YEAST00819
OG0004699	ORYLA14125	YEAST05453
OG0004703	ORYLA17592	YEAST00841
OG0004705	ORYLA04222, ORYLA03157	YEAST05591
OG0004708	ORYLA17151	YEAST04540
OG0004711	ORYLA09874	YEAST03281
OG0004728	ORYLA12390	YEAST04662, YEAST00882
OG0004733	ORYLA17707	YEAST06337
OG0004735	ORYLA00981	YEAST04508
OG0004739	ORYLA08167	YEAST01817
OG0004740	ORYLA10258	YEAST04029
OG0004747	ORYLA13336	YEAST01134
OG0004748	ORYLA04549	YEAST03942
OG0004749	ORYLA15557	YEAST05904
OG0004753	ORYLA03643	YEAST04746
OG0004755	ORYLA09487	YEAST03690
OG0004756	ORYLA13894	YEAST03704
OG0004759	ORYLA10102	YEAST02912
OG0004764	ORYLA13390	YEAST04443, YEAST04345
OG0004765	ORYLA06642, ORYLA06865	YEAST02487
OG0004766	ORYLA19679	YEAST01053
OG0004767	ORYLA16994	YEAST03559
OG0004768	ORYLA10159, ORYLA03915	YEAST02666
OG0004769	ORYLA06352	YEAST06228
OG0004770	ORYLA10359	YEAST03432
OG0004774	ORYLA04647	YEAST06062
OG0004785	ORYLA19362	YEAST04153
OG0004786	ORYLA09795	YEAST01015
OG0004787	ORYLA08059	YEAST02164
OG0004792	ORYLA17893, ORYLA16372	YEAST02299
OG0004795	ORYLA02283	YEAST02163
OG0004797	ORYLA08718	YEAST00371
OG0004805	ORYLA03659	YEAST03570
OG0004808	ORYLA03793, ORYLA06820	YEAST02354
OG0004811	ORYLA15264	YEAST01683
OG0004814	ORYLA01124	YEAST05710
OG0004816	ORYLA11190	YEAST04664
OG0004819	ORYLA15855	YEAST00279
OG0004820	ORYLA11602	YEAST05404
OG0004822	ORYLA09952	YEAST03199
OG0004833	ORYLA03885	YEAST01309
OG0004836	ORYLA03354	YEAST00658
OG0004840	ORYLA16583	YEAST01399
OG0004841	ORYLA15150	YEAST01375
OG0004843	ORYLA18629	YEAST03163
OG0004844	ORYLA19914	YEAST01571
OG0004848	ORYLA14607	YEAST02387
OG0004849	ORYLA17011	YEAST06335
OG0004850	ORYLA13533	YEAST05082, YEAST02977
OG0004851	ORYLA14792, ORYLA12705	YEAST02907
OG0004852	ORYLA18016	YEAST00825
OG0004854	ORYLA08746	YEAST00889, YEAST04304
OG0004855	ORYLA18312, ORYLA18291	YEAST03252
OG0004856	ORYLA10715, ORYLA04505	YEAST05973
OG0004858	ORYLA02769	YEAST04268
OG0004863	ORYLA16843	YEAST00862
OG0004864	ORYLA11253	YEAST00264
OG0004874	ORYLA01640	YEAST04564
OG0004875	ORYLA13032	YEAST02491
OG0004877	ORYLA17299	YEAST05247
OG0004879	ORYLA06951	YEAST01311
OG0004880	ORYLA14689	YEAST06046
OG0004881	ORYLA06894	YEAST00141
OG0004886	ORYLA08772	YEAST05077
OG0004887	ORYLA01863	YEAST05734
OG0004893	ORYLA02246	YEAST04667, YEAST00405
OG0004896	ORYLA18463	YEAST06193
OG0004897	ORYLA04453	YEAST03127, YEAST00642
OG0004898	ORYLA03730	YEAST01269
OG0004902	ORYLA07532, ORYLA04755	YEAST00933
OG0004903	ORYLA09008	YEAST03539
OG0004906	ORYLA00596, ORYLA00597	YEAST02770
OG0004911	ORYLA07733, ORYLA16989	YEAST04765
OG0004913	ORYLA07472	YEAST01636
OG0004914	ORYLA04368	YEAST03369
OG0004917	ORYLA10606	YEAST00244
OG0004922	ORYLA01635	YEAST03302
OG0004924	ORYLA05542	YEAST03555, YEAST03277
OG0004928	ORYLA08046, ORYLA16427	YEAST00311
OG0004932	ORYLA16065, ORYLA15866	YEAST04654
OG0004935	ORYLA02089	YEAST02167
OG0004940	ORYLA11977	YEAST05107, YEAST05559
OG0004941	ORYLA07528	YEAST03194
OG0004947	ORYLA02402	YEAST05164
OG0004948	ORYLA12320	YEAST02275
OG0004952	ORYLA03501, ORYLA11665	YEAST02477
OG0004954	ORYLA11697	YEAST06058
OG0004962	ORYLA01777	YEAST04400
OG0004963	ORYLA17617	YEAST04940
OG0004964	ORYLA16492	YEAST04104
OG0004968	ORYLA12313	YEAST03489
OG0004969	ORYLA06920, ORYLA18795, ORYLA18794	YEAST02591
OG0004970	ORYLA19671	YEAST04414
OG0004971	ORYLA08144	YEAST05364
OG0004972	ORYLA16919	YEAST03511
OG0004975	ORYLA02620	YEAST00144, YEAST01994
OG0004976	ORYLA03920	YEAST05983
OG0004977	ORYLA09696	YEAST06017
OG0004979	ORYLA08922	YEAST06027
OG0004981	ORYLA01978	YEAST03914, YEAST04639
OG0004982	ORYLA02451	YEAST03625
OG0004985	ORYLA20005, ORYLA13709	YEAST03498
OG0004988	ORYLA18683	YEAST05990
OG0004989	ORYLA12481	YEAST04576
OG0004990	ORYLA13536	YEAST04419
OG0004992	ORYLA13226	YEAST05627
OG0004996	ORYLA13735, ORYLA13734	YEAST04793
OG0004997	ORYLA08128	YEAST01342
OG0005002	ORYLA06386	YEAST05414
OG0005003	ORYLA00370	YEAST02467, YEAST00216
OG0005006	ORYLA16402, ORYLA07890	YEAST06096
OG0005007	ORYLA13299, ORYLA09469	YEAST03893
OG0005014	ORYLA17365	YEAST02538
OG0005015	ORYLA07343	YEAST01649, YEAST01932
OG0005038	ORYLA15716	YEAST02861
OG0005040	ORYLA04085	YEAST04778
OG0005047	ORYLA07987, ORYLA16877	YEAST01837
OG0005053	ORYLA12920	YEAST00680
OG0005055	ORYLA08138, ORYLA05157	YEAST02159
OG0005059	ORYLA18022	YEAST03737
OG0005067	ORYLA06411	YEAST06051
OG0005069	ORYLA07911	YEAST03130
OG0005073	ORYLA01316	YEAST00873
OG0005076	ORYLA19805	YEAST04563
OG0005081	ORYLA00039	YEAST03124
OG0005083	ORYLA05152	YEAST00678, YEAST05235
OG0005084	ORYLA15931, ORYLA14122, ORYLA15378	YEAST03782
OG0005085	ORYLA10978, ORYLA10979, ORYLA14773	YEAST06159
OG0005086	ORYLA13730	YEAST00205
OG0005087	ORYLA06247	YEAST00816
OG0005088	ORYLA13143	YEAST05769, YEAST03125
OG0005089	ORYLA01494	YEAST04644
OG0005090	ORYLA16259	YEAST00338
OG0005091	ORYLA01452	YEAST05089
OG0005093	ORYLA11522	YEAST01810
OG0005095	ORYLA19963	YEAST04437
OG0005096	ORYLA07995	YEAST00667
OG0005097	ORYLA07754	YEAST05071
OG0005099	ORYLA17020	YEAST01396
OG0005100	ORYLA05377	YEAST02389
OG0005104	ORYLA12457	YEAST05248
OG0005106	ORYLA09112	YEAST06065, YEAST00421
OG0005107	ORYLA15026	YEAST06099
OG0005109	ORYLA16110	YEAST05204, YEAST00612
OG0005111	ORYLA15628	YEAST06212, YEAST04032
OG0005114	ORYLA06945, ORYLA18260	YEAST02131
OG0005117	ORYLA07138	YEAST06050
OG0005121	ORYLA13922	YEAST02052
OG0005124	ORYLA11962	YEAST04099
OG0005130	ORYLA20408	YEAST03863
OG0005139	ORYLA09370	YEAST04015
OG0005142	ORYLA18083	YEAST03890
OG0005143	ORYLA13297	YEAST00443
OG0005144	ORYLA13423	YEAST04065
OG0005146	ORYLA10598, ORYLA10599	YEAST02971
OG0005149	ORYLA09581	YEAST03025, YEAST02738
OG0005151	ORYLA12766	YEAST03382
OG0005152	ORYLA11257	YEAST00847
OG0005157	ORYLA08193, ORYLA13971	YEAST02981
OG0005160	ORYLA07414	YEAST06113
OG0005164	ORYLA01913	YEAST06283
OG0005167	ORYLA08038, ORYLA01883, ORYLA11200	YEAST03924
OG0005168	ORYLA11803	YEAST06272
OG0005169	ORYLA12684	YEAST00459
OG0005175	ORYLA01409	YEAST05445
OG0005176	ORYLA18052	YEAST00218
OG0005178	ORYLA03190	YEAST04497
OG0005179	ORYLA00353	YEAST05659
OG0005183	ORYLA12373	YEAST05308
OG0005184	ORYLA09937	YEAST00492
OG0005187	ORYLA10935	YEAST05234
OG0005188	ORYLA12247	YEAST01554
OG0005191	ORYLA17463	YEAST00993
OG0005192	ORYLA06933	YEAST05720
OG0005194	ORYLA00421, ORYLA07172, ORYLA01288	YEAST04086
OG0005196	ORYLA19084	YEAST01388
OG0005198	ORYLA16847	YEAST00327
OG0005200	ORYLA01894, ORYLA05875	YEAST01016
OG0005201	ORYLA20164	YEAST00082
OG0005203	ORYLA04665	YEAST02207
OG0005204	ORYLA02593	YEAST01178
OG0005205	ORYLA09244	YEAST01046
OG0005208	ORYLA00249	YEAST01429
OG0005212	ORYLA14946	YEAST06147
OG0005220	ORYLA17205	YEAST04357
OG0005221	ORYLA07388	YEAST03209
OG0005222	ORYLA19962	YEAST05518
OG0005224	ORYLA10243	YEAST06324
OG0005225	ORYLA11064	YEAST05094
OG0005227	ORYLA04497	YEAST05529
OG0005228	ORYLA18242	YEAST05916
OG0005229	ORYLA04458	YEAST04766
OG0005231	ORYLA18551	YEAST02681
OG0005233	ORYLA15578	YEAST00564
OG0005237	ORYLA03938	YEAST05398
OG0005238	ORYLA02951	YEAST00351
OG0005239	ORYLA11829	YEAST04499
OG0005240	ORYLA05664, ORYLA15967	YEAST03058
OG0005244	ORYLA02093	YEAST06021
OG0005247	ORYLA02262	YEAST06314
OG0005249	ORYLA18148, ORYLA02930	YEAST03446
OG0005251	ORYLA20357	YEAST00934
OG0005254	ORYLA00808	YEAST00814
OG0005259	ORYLA14480, ORYLA13720	YEAST04276
OG0005261	ORYLA11692	YEAST01831
OG0005262	ORYLA15627	YEAST05458
OG0005264	ORYLA02104	YEAST03506
OG0005267	ORYLA04749	YEAST03513
OG0005269	ORYLA14049	YEAST03314
OG0005273	ORYLA03955	YEAST04916
OG0005275	ORYLA20144, ORYLA13858	YEAST03695
OG0005277	ORYLA11828	YEAST04186
OG0005279	ORYLA14589	YEAST05219
OG0005280	ORYLA05298	YEAST00305
OG0005281	ORYLA07644	YEAST05694
OG0005285	ORYLA17829	YEAST03115
OG0005289	ORYLA01671	YEAST03438
OG0005292	ORYLA19232	YEAST01718
OG0005293	ORYLA03348	YEAST03033
OG0005294	ORYLA17819	YEAST01981
OG0005298	ORYLA14873	YEAST03696
OG0005299	ORYLA20317	YEAST00788
OG0005300	ORYLA11163	YEAST04941
OG0005304	ORYLA02588	YEAST05397
OG0005309	ORYLA17745, ORYLA18323	YEAST03670
OG0005312	ORYLA14065	YEAST05201, YEAST04689
OG0005314	ORYLA20091	YEAST05231, YEAST01835
OG0005316	ORYLA07012	YEAST02690
OG0005317	ORYLA09419	YEAST03232
OG0005318	ORYLA18364, ORYLA18363	YEAST02932
OG0005319	ORYLA04663	YEAST00507
OG0005323	ORYLA17504	YEAST01809
OG0005324	ORYLA13260	YEAST02894
OG0005326	ORYLA04496, ORYLA08940, ORYLA08941	YEAST02113
OG0005360	ORYLA18657	YEAST05037
OG0005365	ORYLA00389	YEAST00555
OG0005366	ORYLA04350	YEAST05488
OG0005370	ORYLA14176	YEAST06092
OG0005371	ORYLA17689	YEAST06170
OG0005373	ORYLA00607	YEAST05422
OG0005374	ORYLA11740	YEAST05714
OG0005375	ORYLA16500	YEAST03962
OG0005379	ORYLA16702	YEAST03216
OG0005390	ORYLA13255	YEAST03532
OG0005391	ORYLA15294	YEAST02166
OG0005393	ORYLA05441	YEAST04280
OG0005394	ORYLA01678	YEAST00853
OG0005396	ORYLA09039	YEAST05100
OG0005399	ORYLA07418	YEAST03052
OG0005402	ORYLA03644	YEAST00454, YEAST00455
OG0005403	ORYLA14816	YEAST03894
OG0005406	ORYLA02019, ORYLA03127	YEAST00801
OG0005409	ORYLA15254	YEAST01305
OG0005412	ORYLA06703	YEAST00286
OG0005413	ORYLA18627, ORYLA18628	YEAST00212
OG0005417	ORYLA16933	YEAST02517
OG0005422	ORYLA00193	YEAST00744
OG0005430	ORYLA12398	YEAST02046
OG0005431	ORYLA05407	YEAST00653
OG0005432	ORYLA04013, ORYLA03261	YEAST00083
OG0005433	ORYLA02482, ORYLA17419	YEAST00126
OG0005435	ORYLA08560	YEAST02973
OG0005437	ORYLA07537, ORYLA07536	YEAST04554
OG0005438	ORYLA13473, ORYLA06670	YEAST03985
OG0005439	ORYLA11780	YEAST00480, YEAST02388
OG0005446	ORYLA11516	YEAST02856
OG0005448	ORYLA17477	YEAST00061
OG0005451	ORYLA07063	YEAST02174
OG0005455	ORYLA09253	YEAST01906
OG0005464	ORYLA12835	YEAST03289
OG0005465	ORYLA10420	YEAST02925
OG0005466	ORYLA13757	YEAST04413
OG0005468	ORYLA06255	YEAST03549
OG0005469	ORYLA10970	YEAST03750
OG0005470	ORYLA01384	YEAST05805
OG0005471	ORYLA03452	YEAST02704
OG0005474	ORYLA19917	YEAST05625
OG0005476	ORYLA19518	YEAST00929
OG0005479	ORYLA12294	YEAST06140
OG0005481	ORYLA01247	YEAST02988
OG0005482	ORYLA03008	YEAST06080
OG0005484	ORYLA00526	YEAST05993
OG0005488	ORYLA02291	YEAST02834
OG0005489	ORYLA19540	YEAST02006
OG0005490	ORYLA06693	YEAST02289
OG0005493	ORYLA10439	YEAST03669
OG0005495	ORYLA04132	YEAST04982
OG0005498	ORYLA05681	YEAST02944
OG0005499	ORYLA17379	YEAST00316
OG0005503	ORYLA05386	YEAST01883
OG0005504	ORYLA03502	YEAST02859
OG0005508	ORYLA02123	YEAST05735
OG0005511	ORYLA13361	YEAST04889
OG0005514	ORYLA19582	YEAST00756
OG0005524	ORYLA18393	YEAST04752
OG0005527	ORYLA14629, ORYLA10945	YEAST05177
OG0005531	ORYLA18240	YEAST02508
OG0005533	ORYLA15088	YEAST05670
OG0005535	ORYLA03963	YEAST03305
OG0005537	ORYLA01980	YEAST00932
OG0005539	ORYLA02050	YEAST01881
OG0005540	ORYLA02237	YEAST04214
OG0005545	ORYLA14533	YEAST06273
OG0005554	ORYLA12388	YEAST01003
OG0005556	ORYLA12069	YEAST01807
OG0005559	ORYLA02239	YEAST02680
OG0005560	ORYLA14278	YEAST01996
OG0005561	ORYLA19786	YEAST05048
OG0005562	ORYLA04125	YEAST02317
OG0005563	ORYLA09992	YEAST03552
OG0005564	ORYLA02457	YEAST02525
OG0005566	ORYLA17974, ORYLA02685	YEAST02934
OG0005569	ORYLA14847	YEAST01288
OG0005570	ORYLA09366, ORYLA08749	YEAST05155
OG0005572	ORYLA08784	YEAST04844
OG0005573	ORYLA14840	YEAST00059
OG0005575	ORYLA07924	YEAST02256
OG0005580	ORYLA10325	YEAST03612
OG0005582	ORYLA10241	YEAST06134
OG0005584	ORYLA18545	YEAST03140, YEAST03524
OG0005589	ORYLA09870	YEAST06142
OG0005590	ORYLA08684	YEAST05462
OG0005592	ORYLA16597	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	ORYLA05359	YEAST04980
OG0005595	ORYLA11765	YEAST01803
OG0005597	ORYLA12279	YEAST02753
OG0005598	ORYLA14645	YEAST01870
OG0005599	ORYLA13854	YEAST01798
OG0005600	ORYLA16033	YEAST00206
OG0005604	ORYLA08546	YEAST03276
OG0005605	ORYLA19011	YEAST01083
OG0005613	ORYLA04705, ORYLA00127	YEAST02714
OG0005617	ORYLA13237, ORYLA02749	YEAST02068
OG0005618	ORYLA02960	YEAST04830
OG0005620	ORYLA11087	YEAST04915
OG0005622	ORYLA11349	YEAST05142
OG0005623	ORYLA05069	YEAST01590
OG0005626	ORYLA03603	YEAST02896
OG0005632	ORYLA11796	YEAST01025
OG0005636	ORYLA12123	YEAST04250, YEAST02533
OG0005641	ORYLA00103	YEAST05413
OG0005643	ORYLA13841, ORYLA13840	YEAST05368
OG0005645	ORYLA19943	YEAST03386
OG0005649	ORYLA20074	YEAST03683
OG0005652	ORYLA14413	YEAST02748
OG0005656	ORYLA10723	YEAST05558
OG0005660	ORYLA04405	YEAST04813
OG0005665	ORYLA12180, ORYLA07150, ORYLA18281, ORYLA12179	YEAST05074
OG0005681	ORYLA04888	YEAST01514
OG0005694	ORYLA12676	YEAST02311
OG0005701	ORYLA05083	YEAST03349
OG0005702	ORYLA03576	YEAST02337
OG0005707	ORYLA06810, ORYLA13030	YEAST01682
OG0005715	ORYLA17805	YEAST05111
OG0005719	ORYLA19328	YEAST01866
OG0005723	ORYLA15901	YEAST05629
OG0005724	ORYLA04176	YEAST03029
OG0005728	ORYLA14263	YEAST03877
OG0005729	ORYLA11545	YEAST04879
OG0005731	ORYLA16981	YEAST04127
OG0005732	ORYLA00704, ORYLA00703	YEAST05411, YEAST00067
OG0005734	ORYLA15387, ORYLA20126	YEAST03845
OG0005747	ORYLA15631	YEAST02338
OG0005749	ORYLA20160	YEAST00550
OG0005750	ORYLA01346	YEAST05318
OG0005758	ORYLA03344	YEAST03970
OG0005764	ORYLA05922	YEAST03256
OG0005769	ORYLA12870, ORYLA06629	YEAST05614
OG0005774	ORYLA15970	YEAST01218
OG0005775	ORYLA07737	YEAST04199
OG0005779	ORYLA17816	YEAST03322
OG0005783	ORYLA14100	YEAST04090
OG0005784	ORYLA05072	YEAST06131
OG0005787	ORYLA19947	YEAST03651
OG0005789	ORYLA12435	YEAST06245
OG0005790	ORYLA05159	YEAST01022
OG0005792	ORYLA18637	YEAST02379
OG0005793	ORYLA07054	YEAST03437
OG0005794	ORYLA09326	YEAST03999
OG0005796	ORYLA17559	YEAST02169
OG0005797	ORYLA18216	YEAST04949
OG0005799	ORYLA01072	YEAST05573
OG0005800	ORYLA01809	YEAST03278
OG0005801	ORYLA20361	YEAST00340
OG0005803	ORYLA09410	YEAST05968
OG0005805	ORYLA04527	YEAST01806
OG0005807	ORYLA01224	YEAST01275
OG0005811	ORYLA11574	YEAST01007
OG0005812	ORYLA01100	YEAST06095, YEAST02696, YEAST03626
OG0005814	ORYLA02975	YEAST01475
OG0005815	ORYLA02282	YEAST03739
OG0005819	ORYLA17070, ORYLA18329, ORYLA17071	YEAST04896
OG0005823	ORYLA04103	YEAST01415
OG0005828	ORYLA17775, ORYLA18417	YEAST00547
OG0005831	ORYLA19768	YEAST05339
OG0005832	ORYLA20295	YEAST00468
OG0005835	ORYLA15968	YEAST01714
OG0005837	ORYLA17100	YEAST02139
OG0005842	ORYLA13693	YEAST02254
OG0005843	ORYLA06467	YEAST02236
OG0005845	ORYLA03266	YEAST00903
OG0005848	ORYLA16342	YEAST01451, YEAST02858
OG0005849	ORYLA09685	YEAST01002
OG0005850	ORYLA13872	YEAST01618
OG0005860	ORYLA17529	YEAST01211
OG0005864	ORYLA02335, ORYLA02336	YEAST04171
OG0005865	ORYLA18711	YEAST02036
OG0005866	ORYLA10406	YEAST02662, YEAST00926, YEAST05389
OG0005869	ORYLA14537	YEAST04361
OG0005872	ORYLA06151	YEAST00119
OG0005874	ORYLA08436, ORYLA08808	YEAST05241
OG0005880	ORYLA20156	YEAST00456
OG0005886	ORYLA10508	YEAST01320
OG0005887	ORYLA04540	YEAST02429, YEAST01660
OG0005888	ORYLA16571	YEAST01289, YEAST02921
OG0005889	ORYLA07548	YEAST02568
OG0005893	ORYLA04914	YEAST05434
OG0005897	ORYLA19507	YEAST04730
OG0005898	ORYLA09769	YEAST04411
OG0005899	ORYLA16594	YEAST01832
OG0005901	ORYLA15179	YEAST04462
OG0005902	ORYLA02177	YEAST03800
OG0005906	ORYLA09828	YEAST01796
OG0005909	ORYLA13661, ORYLA13662	YEAST01623
OG0005919	ORYLA06790	YEAST06039
OG0005921	ORYLA03161	YEAST01856
OG0005922	ORYLA14270	YEAST03364
OG0005928	ORYLA13174	YEAST02001
OG0005931	ORYLA12693	YEAST04950
OG0005932	ORYLA15050	YEAST02495
OG0005933	ORYLA04204	YEAST05705
OG0005936	ORYLA00036	YEAST03224
OG0005940	ORYLA11953	YEAST04035
OG0005943	ORYLA17027	YEAST00579
OG0005944	ORYLA05011	YEAST01316
OG0005946	ORYLA16047	YEAST05608
OG0005949	ORYLA17627	YEAST06253
