Orthogroup	ORYLA	NEMVE
OG0005404	ORYLA09049	NEMVE13711
OG0005405	ORYLA00343	NEMVE12916
OG0005406	ORYLA02019, ORYLA03127	NEMVE13726
OG0005407	ORYLA00752	NEMVE13556
OG0005408	ORYLA14076	NEMVE14356
OG0005410	ORYLA02218	NEMVE14431
OG0005412	ORYLA06703	NEMVE12334, NEMVE07116
OG0005413	ORYLA18627, ORYLA18628	NEMVE20329, NEMVE22607
OG0005414	ORYLA07810, ORYLA07809	NEMVE05119
OG0005415	ORYLA03105, ORYLA04564	NEMVE24698
OG0005416	ORYLA11515	NEMVE23355
OG0005417	ORYLA16933	NEMVE07985
OG0005418	ORYLA09866	NEMVE14357
OG0005419	ORYLA13673	NEMVE23752
OG0005421	ORYLA15113	NEMVE17578
OG0005422	ORYLA00193	NEMVE13144
OG0005423	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397	NEMVE02227
OG0005424	ORYLA11262	NEMVE14286
OG0005425	ORYLA18483, ORYLA18482	NEMVE22130
OG0005427	ORYLA16384	NEMVE16623
OG0005429	ORYLA11272	NEMVE05178
OG0005430	ORYLA12398	NEMVE17316
OG0005431	ORYLA05407	NEMVE21109, NEMVE00911
OG0005432	ORYLA04013, ORYLA03261	NEMVE13957
OG0005433	ORYLA02482, ORYLA17419	NEMVE01023
OG0005434	ORYLA15326	NEMVE24214
OG0005435	ORYLA08560	NEMVE22904
OG0005436	ORYLA17711, ORYLA14980	NEMVE23543
OG0005437	ORYLA07537, ORYLA07536	NEMVE21721
OG0005439	ORYLA11780	NEMVE13268
OG0005440	ORYLA06870	NEMVE26026, NEMVE23527
OG0005441	ORYLA05390	NEMVE23481
OG0005442	ORYLA14354	NEMVE06967
OG0005443	ORYLA11746, ORYLA11844	NEMVE14162
OG0005444	ORYLA09095, ORYLA06498, ORYLA11737	NEMVE22621
OG0005445	ORYLA05469, ORYLA01554	NEMVE05422
OG0005446	ORYLA11516	NEMVE22502
OG0005447	ORYLA03274, ORYLA18582	NEMVE08728
OG0005448	ORYLA17477	NEMVE07608
OG0005449	ORYLA16791	NEMVE01968
OG0005450	ORYLA04299	NEMVE04631, NEMVE22782
OG0005451	ORYLA07063	NEMVE14862
OG0005452	ORYLA14801	NEMVE13065, NEMVE00118
OG0005453	ORYLA04485	NEMVE21054
OG0005455	ORYLA09253	NEMVE24879
OG0005456	ORYLA10253, ORYLA11580	NEMVE14334
OG0005457	ORYLA19960	NEMVE20516, NEMVE17454
OG0005458	ORYLA05504, ORYLA02161	NEMVE00027, NEMVE01944
OG0005460	ORYLA08999	NEMVE13300
OG0005461	ORYLA08254	NEMVE23510
OG0005462	ORYLA17192	NEMVE24468
OG0005463	ORYLA14890	NEMVE25457
OG0005464	ORYLA12835	NEMVE18553
OG0005465	ORYLA10420	NEMVE09135
OG0005466	ORYLA13757	NEMVE13417
OG0005467	ORYLA05236	NEMVE09512
OG0005469	ORYLA10970	NEMVE15103
OG0005470	ORYLA01384	NEMVE08170
OG0005471	ORYLA03452	NEMVE17574
OG0005472	ORYLA12827	NEMVE00104
OG0005474	ORYLA19917	NEMVE22052
OG0005475	ORYLA15452, ORYLA15451	NEMVE00116
OG0005477	ORYLA02993	NEMVE18548, NEMVE06259
OG0005478	ORYLA14294	NEMVE02004
OG0005479	ORYLA12294	NEMVE14532
OG0005480	ORYLA14871	NEMVE01818
OG0005481	ORYLA01247	NEMVE12105, NEMVE16365
OG0005482	ORYLA03008	NEMVE09524
OG0005483	ORYLA13515	NEMVE09606
OG0005484	ORYLA00526	NEMVE25513
OG0005486	ORYLA02555	NEMVE08818
OG0005487	ORYLA09657	NEMVE13311
OG0005488	ORYLA02291	NEMVE10989
OG0005489	ORYLA19540	NEMVE06352
OG0005490	ORYLA06693	NEMVE15001
OG0005491	ORYLA02523	NEMVE15891
OG0005492	ORYLA01955	NEMVE20469
OG0005493	ORYLA10439	NEMVE03139
OG0005494	ORYLA03120	NEMVE20276, NEMVE23985
OG0005495	ORYLA04132	NEMVE14014
OG0005497	ORYLA04659	NEMVE19298
OG0005498	ORYLA05681	NEMVE24787
OG0005500	ORYLA13890	NEMVE14899
OG0005502	ORYLA06930, ORYLA20469	NEMVE11265
OG0005503	ORYLA05386	NEMVE17209
OG0005505	ORYLA01479	NEMVE19557
OG0005506	ORYLA02612	NEMVE01938
OG0005508	ORYLA02123	NEMVE14483
OG0005509	ORYLA01964	NEMVE23243
OG0005511	ORYLA13361	NEMVE06467
OG0005513	ORYLA11136	NEMVE05969
OG0005514	ORYLA19582	NEMVE20630
OG0005516	ORYLA03743	NEMVE15131
OG0005517	ORYLA14384, ORYLA08842	NEMVE05907
OG0005520	ORYLA10875	NEMVE02562
OG0005521	ORYLA03370	NEMVE16867
OG0005522	ORYLA02434	NEMVE13937
OG0005524	ORYLA18393	NEMVE21844
OG0005525	ORYLA08095	NEMVE24754
OG0005527	ORYLA14629, ORYLA10945	NEMVE12171
OG0005529	ORYLA19223	NEMVE05360
OG0005530	ORYLA15580	NEMVE21834
OG0005532	ORYLA12556	NEMVE20698, NEMVE09040
OG0005533	ORYLA15088	NEMVE01936
OG0005534	ORYLA03728	NEMVE10511
OG0005535	ORYLA03963	NEMVE23214
OG0005536	ORYLA18564	NEMVE25945
OG0005537	ORYLA01980	NEMVE11592
OG0005539	ORYLA02050	NEMVE15047
OG0005541	ORYLA02049	NEMVE07765
OG0005542	ORYLA17808, ORYLA05283	NEMVE22812
OG0005543	ORYLA13589, ORYLA02936	NEMVE09837
OG0005544	ORYLA17208, ORYLA20065	NEMVE24095
OG0005545	ORYLA14533	NEMVE14775
OG0005546	ORYLA08323, ORYLA16662, ORYLA16728	NEMVE13997
OG0005547	ORYLA08211, ORYLA05018	NEMVE24634
OG0005550	ORYLA08972	NEMVE05781
OG0005552	ORYLA01660	NEMVE06492
OG0005553	ORYLA02730	NEMVE07415
OG0005554	ORYLA12388	NEMVE19424, NEMVE21796
OG0005556	ORYLA12069	NEMVE21261, NEMVE14285
OG0005557	ORYLA13530	NEMVE15598
OG0005558	ORYLA10063	NEMVE08298
OG0005559	ORYLA02239	NEMVE19278
OG0005560	ORYLA14278	NEMVE21325, NEMVE15697
OG0005561	ORYLA19786	NEMVE14147
OG0005562	ORYLA04125	NEMVE13599
OG0005563	ORYLA09992	NEMVE13362, NEMVE12533
OG0005564	ORYLA02457	NEMVE14553, NEMVE14276
OG0005565	ORYLA16458	NEMVE06975
OG0005566	ORYLA17974, ORYLA02685	NEMVE21920, NEMVE12368
OG0005568	ORYLA10905, ORYLA14674	NEMVE21820
OG0005569	ORYLA14847	NEMVE22877
OG0005570	ORYLA09366, ORYLA08749	NEMVE09824
OG0005572	ORYLA08784	NEMVE22437
OG0005573	ORYLA14840	NEMVE10955
OG0005576	ORYLA09579	NEMVE17756
OG0005578	ORYLA05383, ORYLA05382	NEMVE07998
OG0005579	ORYLA04838, ORYLA05350	NEMVE25366
OG0005580	ORYLA10325	NEMVE22749
OG0005581	ORYLA00865	NEMVE08250
OG0005582	ORYLA10241	NEMVE00898, NEMVE12286
OG0005583	ORYLA02698, ORYLA14651	NEMVE13333
OG0005584	ORYLA18545	NEMVE13371
OG0005587	ORYLA14788	NEMVE18834
OG0005588	ORYLA18649	NEMVE14078
OG0005589	ORYLA09870	NEMVE09365
OG0005590	ORYLA08684	NEMVE21941
OG0005591	ORYLA11855	NEMVE09575
OG0005592	ORYLA16597	NEMVE13249
OG0005593	ORYLA09600	NEMVE10680, NEMVE15156
OG0005594	ORYLA05359	NEMVE13772, NEMVE17569
OG0005595	ORYLA11765	NEMVE24148
OG0005596	ORYLA11964	NEMVE22114
OG0005597	ORYLA12279	NEMVE11874, NEMVE06167
OG0005598	ORYLA14645	NEMVE00076, NEMVE13856
OG0005599	ORYLA13854	NEMVE06209, NEMVE12520
OG0005600	ORYLA16033	NEMVE13328
OG0005602	ORYLA08679, ORYLA08680	NEMVE20246
OG0005603	ORYLA07341	NEMVE15069
OG0005604	ORYLA08546	NEMVE04889
OG0005605	ORYLA19011	NEMVE19346
OG0005606	ORYLA06761	NEMVE23621
OG0005608	ORYLA11957	NEMVE16522
OG0005609	ORYLA12137	NEMVE02400
OG0005610	ORYLA01244, ORYLA04278	NEMVE06425
OG0005611	ORYLA16851	NEMVE24061
OG0005612	ORYLA00126, ORYLA00125	NEMVE24444
OG0005613	ORYLA04705, ORYLA00127	NEMVE14558
OG0005614	ORYLA10704	NEMVE03285
OG0005615	ORYLA10994	NEMVE22399
OG0005616	ORYLA12774	NEMVE05919
OG0005617	ORYLA13237, ORYLA02749	NEMVE14623
OG0005618	ORYLA02960	NEMVE09358
OG0005619	ORYLA13138	NEMVE08868
OG0005620	ORYLA11087	NEMVE14729
OG0005621	ORYLA10189	NEMVE05047
OG0005622	ORYLA11349	NEMVE09250
OG0005623	ORYLA05069	NEMVE09978
OG0005624	ORYLA11010	NEMVE06828
OG0005625	ORYLA14474	NEMVE12772, NEMVE13788
OG0005626	ORYLA03603	NEMVE02395, NEMVE14768
OG0005627	ORYLA00779	NEMVE01097, NEMVE10904, NEMVE21239, NEMVE12804
OG0005628	ORYLA02379, ORYLA17397	NEMVE15041, NEMVE12760
OG0005629	ORYLA20125	NEMVE13819
OG0005630	ORYLA00441, ORYLA07220	NEMVE02111
OG0005631	ORYLA05644	NEMVE22831
OG0005632	ORYLA11796	NEMVE11004
OG0005633	ORYLA10109	NEMVE13712
OG0005636	ORYLA12123	NEMVE14287
OG0005637	ORYLA09613	NEMVE10842
OG0005639	ORYLA11914	NEMVE12532, NEMVE21748
OG0005640	ORYLA10162	NEMVE25019
OG0005642	ORYLA13774, ORYLA14167	NEMVE06116
OG0005643	ORYLA13841, ORYLA13840	NEMVE23240
OG0005644	ORYLA03977, ORYLA03459	NEMVE24184, NEMVE06976
OG0005645	ORYLA19943	NEMVE21292, NEMVE13413, NEMVE00525
OG0005646	ORYLA10031, ORYLA10030	NEMVE07216
OG0005649	ORYLA20074	NEMVE08781
OG0005652	ORYLA14413	NEMVE13761
OG0005656	ORYLA10723	NEMVE25719
OG0005659	ORYLA11022	NEMVE10920
OG0005660	ORYLA04405	NEMVE13076, NEMVE12999
OG0005681	ORYLA04888	NEMVE01950, NEMVE12509
OG0005685	ORYLA10800	NEMVE15988
OG0005690	ORYLA06115	NEMVE05999, NEMVE02293
OG0005692	ORYLA08643, ORYLA09530	NEMVE25673
OG0005694	ORYLA12676	NEMVE07503
OG0005695	ORYLA16353	NEMVE24999
OG0005696	ORYLA12255	NEMVE19431, NEMVE00658
OG0005699	ORYLA07691	NEMVE05086
OG0005700	ORYLA19145	NEMVE23315
OG0005701	ORYLA05083	NEMVE05123
OG0005702	ORYLA03576	NEMVE21785
OG0005704	ORYLA09597	NEMVE00358, NEMVE00188, NEMVE02380
OG0005707	ORYLA06810, ORYLA13030	NEMVE02468
OG0005708	ORYLA06067	NEMVE18782
OG0005710	ORYLA19829	NEMVE11928, NEMVE07091
OG0005711	ORYLA04019	NEMVE22100
OG0005712	ORYLA18989	NEMVE14707
OG0005713	ORYLA12382	NEMVE01956, NEMVE20809
OG0005714	ORYLA02729	NEMVE16066
OG0005715	ORYLA17805	NEMVE09774
OG0005717	ORYLA05307	NEMVE10797
OG0005719	ORYLA19328	NEMVE14711
OG0005721	ORYLA04577	NEMVE20431, NEMVE15979
OG0005723	ORYLA15901	NEMVE13732
OG0005724	ORYLA04176	NEMVE16694
OG0005725	ORYLA07793	NEMVE23028, NEMVE20234, NEMVE11864
OG0005726	ORYLA06770, ORYLA09046	NEMVE13247
OG0005728	ORYLA14263	NEMVE13776
OG0005729	ORYLA11545	NEMVE19871
OG0005731	ORYLA16981	NEMVE07981
OG0005732	ORYLA00704, ORYLA00703	NEMVE11098
OG0005733	ORYLA08056	NEMVE13320
OG0005735	ORYLA02863	NEMVE22451
OG0005737	ORYLA05474, ORYLA05475, ORYLA05473	NEMVE14736, NEMVE12332
OG0005738	ORYLA06339	NEMVE22405
OG0005740	ORYLA16267, ORYLA00248	NEMVE07070
OG0005744	ORYLA05679	NEMVE22641
OG0005746	ORYLA00433	NEMVE21186, NEMVE14714
OG0005748	ORYLA03792, ORYLA03791	NEMVE07129
OG0005749	ORYLA20160	NEMVE04089
OG0005750	ORYLA01346	NEMVE09054
OG0005753	ORYLA03557, ORYLA03556	NEMVE21023, NEMVE23600, NEMVE23599
OG0005754	ORYLA16213	NEMVE01507
OG0005757	ORYLA05641	NEMVE09144
OG0005758	ORYLA03344	NEMVE07743
OG0005761	ORYLA17928	NEMVE06405
OG0005763	ORYLA18058	NEMVE08824
OG0005764	ORYLA05922	NEMVE01288, NEMVE24394
OG0005765	ORYLA05068	NEMVE25244
OG0005767	ORYLA08905	NEMVE02010, NEMVE02285, NEMVE06659
OG0005768	ORYLA19835, ORYLA19834	NEMVE24099
OG0005770	ORYLA15198	NEMVE22242
OG0005771	ORYLA01975	NEMVE25507
OG0005772	ORYLA17831	NEMVE05695
OG0005773	ORYLA14006, ORYLA06306	NEMVE09414
OG0005774	ORYLA15970	NEMVE21829
OG0005775	ORYLA07737	NEMVE14392
OG0005776	ORYLA05092	NEMVE07966
OG0005779	ORYLA17816	NEMVE20167, NEMVE24822
OG0005781	ORYLA09496, ORYLA09495	NEMVE14416
OG0005782	ORYLA01482	NEMVE01543
OG0005783	ORYLA14100	NEMVE13901
OG0005784	ORYLA05072	NEMVE04987, NEMVE20893
OG0005785	ORYLA16543	NEMVE05160, NEMVE05143
OG0005786	ORYLA20339	NEMVE13088
OG0005787	ORYLA19947	NEMVE03826
OG0005788	ORYLA15415	NEMVE24678
OG0005789	ORYLA12435	NEMVE13313
OG0005790	ORYLA05159	NEMVE06982
OG0005792	ORYLA18637	NEMVE15437
OG0005793	ORYLA07054	NEMVE16943
OG0005794	ORYLA09326	NEMVE08845
OG0005796	ORYLA17559	NEMVE06246
OG0005797	ORYLA18216	NEMVE14037
OG0005798	ORYLA13859	NEMVE14829
OG0005799	ORYLA01072	NEMVE10264
OG0005800	ORYLA01809	NEMVE13587
OG0005801	ORYLA20361	NEMVE24237
OG0005802	ORYLA09753	NEMVE06950, NEMVE03199
OG0005803	ORYLA09410	NEMVE13133
OG0005804	ORYLA12290, ORYLA06566	NEMVE07252
OG0005805	ORYLA04527	NEMVE16148, NEMVE23550
OG0005807	ORYLA01224	NEMVE06359
OG0005808	ORYLA13733	NEMVE01129
OG0005811	ORYLA11574	NEMVE17134, NEMVE11119
OG0005812	ORYLA01100	NEMVE14364
OG0005814	ORYLA02975	NEMVE14624
OG0005815	ORYLA02282	NEMVE25274
OG0005816	ORYLA17256, ORYLA15374	NEMVE08245
OG0005817	ORYLA02525	NEMVE20440, NEMVE15052
OG0005818	ORYLA15368	NEMVE14563
OG0005819	ORYLA17070	NEMVE21808
OG0005819	ORYLA17071	NEMVE17382
OG0005820	ORYLA05689	NEMVE16994
OG0005821	ORYLA05556	NEMVE23456
OG0005822	ORYLA19296	NEMVE25935
OG0005823	ORYLA04103	NEMVE05430, NEMVE20888
OG0005824	ORYLA12812	NEMVE14153
OG0005826	ORYLA10997	NEMVE18969, NEMVE25456, NEMVE16439
OG0005827	ORYLA04867	NEMVE04802
OG0005828	ORYLA17775, ORYLA18417	NEMVE23790
OG0005829	ORYLA11889	NEMVE17728, NEMVE24686
OG0005830	ORYLA16729, ORYLA16928	NEMVE08526
OG0005831	ORYLA19768	NEMVE05152
OG0005832	ORYLA20295	NEMVE22892
OG0005833	ORYLA12552	NEMVE13165
OG0005835	ORYLA15968	NEMVE13878
OG0005836	ORYLA02705	NEMVE20851, NEMVE02149
OG0005837	ORYLA17100	NEMVE14056
OG0005840	ORYLA04946	NEMVE13747
OG0005841	ORYLA14469	NEMVE19596
OG0005842	ORYLA13693	NEMVE14687
OG0005843	ORYLA06467	NEMVE02036, NEMVE22320
OG0005844	ORYLA04807	NEMVE23402
OG0005845	ORYLA03266	NEMVE13891
OG0005846	ORYLA04854	NEMVE01954
OG0005847	ORYLA11529	NEMVE05655
OG0005848	ORYLA16342	NEMVE22369
OG0005849	ORYLA09685	NEMVE13138
OG0005850	ORYLA13872	NEMVE13460
OG0005851	ORYLA13639	NEMVE09355
OG0005852	ORYLA15830	NEMVE01976
OG0005853	ORYLA10472, ORYLA11336	NEMVE14317
OG0005854	ORYLA15268	NEMVE14480
OG0005855	ORYLA16421	NEMVE16343
OG0005857	ORYLA03540	NEMVE24466, NEMVE14208
OG0005858	ORYLA17612	NEMVE13228
OG0005859	ORYLA17362	NEMVE14832
OG0005860	ORYLA17529	NEMVE13210
OG0005861	ORYLA12932	NEMVE14447, NEMVE11854
OG0005863	ORYLA16762	NEMVE22266
OG0005864	ORYLA02335, ORYLA02336	NEMVE04848
OG0005865	ORYLA18711	NEMVE07679
OG0005866	ORYLA10406	NEMVE05461
OG0005869	ORYLA14537	NEMVE13626
OG0005870	ORYLA06800	NEMVE14905
OG0005871	ORYLA00937	NEMVE17336
OG0005872	ORYLA06151	NEMVE06649
OG0005874	ORYLA08436	NEMVE23891
OG0005875	ORYLA03096	NEMVE23453
OG0005876	ORYLA13721	NEMVE23289
OG0005877	ORYLA12771	NEMVE02516, NEMVE05591
OG0005878	ORYLA11425, ORYLA11426	NEMVE14777
OG0005879	ORYLA06023	NEMVE09579
OG0005880	ORYLA20156	NEMVE22612
OG0005883	ORYLA18088	NEMVE14549
OG0005884	ORYLA11455	NEMVE00229, NEMVE06571
OG0005885	ORYLA17740	NEMVE00006
OG0005886	ORYLA10508	NEMVE17658
OG0005887	ORYLA04540	NEMVE21713
OG0005888	ORYLA16571	NEMVE03064
OG0005889	ORYLA07548	NEMVE14237
OG0005890	ORYLA11535	NEMVE01492
OG0005892	ORYLA12431	NEMVE05482
OG0005893	ORYLA04914	NEMVE00948
OG0005894	ORYLA08719, ORYLA03910, ORYLA01239	NEMVE01396
OG0005895	ORYLA04519	NEMVE17527, NEMVE20886
OG0005897	ORYLA19507	NEMVE18801
OG0005898	ORYLA09769	NEMVE02011
OG0005899	ORYLA16594	NEMVE06363, NEMVE06372, NEMVE16370
OG0005900	ORYLA06266	NEMVE07074, NEMVE09348, NEMVE05277
OG0005901	ORYLA15179	NEMVE22895
OG0005902	ORYLA02177	NEMVE24968
OG0005903	ORYLA03025	NEMVE14098
OG0005904	ORYLA14733	NEMVE20948, NEMVE20763
OG0005907	ORYLA10740, ORYLA15224	NEMVE07086
OG0005909	ORYLA13661	NEMVE21723
OG0005911	ORYLA19782	NEMVE15528
OG0005913	ORYLA03195	NEMVE11608
OG0005914	ORYLA14072	NEMVE13472
OG0005916	ORYLA09681	NEMVE22825
OG0005918	ORYLA06801	NEMVE23931
OG0005921	ORYLA03161	NEMVE13582
OG0005922	ORYLA14270	NEMVE13384
OG0005923	ORYLA07289	NEMVE07997
OG0005924	ORYLA10431	NEMVE05757
OG0005926	ORYLA06535	NEMVE09581
OG0005927	ORYLA18549, ORYLA18257	NEMVE11392
OG0005928	ORYLA13174	NEMVE21804
OG0005929	ORYLA17102	NEMVE13193
OG0005930	ORYLA02382	NEMVE24441
OG0005931	ORYLA12693	NEMVE24077
OG0005932	ORYLA15050	NEMVE21824
OG0005933	ORYLA04204	NEMVE09740
OG0005936	ORYLA00036	NEMVE20278, NEMVE22195
OG0005937	ORYLA15356	NEMVE03020
OG0005939	ORYLA14676	NEMVE13145
OG0005940	ORYLA11953	NEMVE05329
OG0005941	ORYLA11974	NEMVE18224
OG0005943	ORYLA17027	NEMVE14522
OG0005944	ORYLA05011	NEMVE11808, NEMVE01376
OG0005946	ORYLA16047	NEMVE23066
OG0005947	ORYLA04618	NEMVE14005
OG0005948	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210	NEMVE12170
OG0005949	ORYLA17627	NEMVE05450
OG0005950	ORYLA10694	NEMVE14694
OG0005951	ORYLA13200	NEMVE25097
OG0005952	ORYLA17339	NEMVE22482
OG0005954	ORYLA15255	NEMVE08788
OG0005955	ORYLA17735	NEMVE24056
OG0005957	ORYLA07508	NEMVE15091
OG0005958	ORYLA11466, ORYLA11465, ORYLA10767	NEMVE06979
OG0005959	ORYLA01636	NEMVE24867
OG0005960	ORYLA14080	NEMVE13523
OG0005961	ORYLA13699	NEMVE08178
OG0005962	ORYLA15697	NEMVE17258
OG0005963	ORYLA13333	NEMVE25861
OG0005964	ORYLA11297	NEMVE24196
OG0005965	ORYLA00501	NEMVE06899
OG0005966	ORYLA16765	NEMVE19178, NEMVE00025
OG0005967	ORYLA16334, ORYLA16335, ORYLA16336	NEMVE22443
OG0005968	ORYLA06981	NEMVE14434
OG0005969	ORYLA05253	NEMVE13532
OG0005970	ORYLA12936	NEMVE05887
OG0005972	ORYLA13344	NEMVE18774
OG0005973	ORYLA10086	NEMVE11820
OG0005974	ORYLA12871	NEMVE14137
OG0005975	ORYLA09620	NEMVE25600
OG0005976	ORYLA10048	NEMVE13353
OG0005977	ORYLA11110	NEMVE14569
OG0005978	ORYLA18813	NEMVE22252
OG0005979	ORYLA09195	NEMVE11720, NEMVE19106
OG0005980	ORYLA16160	NEMVE23640
OG0005981	ORYLA13340	NEMVE09022
OG0005982	ORYLA02398	NEMVE13477
OG0005984	ORYLA02487	NEMVE24779
OG0005985	ORYLA17726	NEMVE24699, NEMVE20199
OG0005986	ORYLA07662	NEMVE02799
OG0005987	ORYLA04335	NEMVE21795
OG0005989	ORYLA14612, ORYLA14611	NEMVE00971
OG0005993	ORYLA15988	NEMVE11171
OG0005994	ORYLA02349, ORYLA17460, ORYLA06764	NEMVE21776
OG0005995	ORYLA05250	NEMVE02185
OG0005998	ORYLA02760	NEMVE05440
OG0006000	ORYLA11444	NEMVE18781
OG0006001	ORYLA14912	NEMVE14112
OG0006002	ORYLA11186	NEMVE13122
OG0006003	ORYLA00268	NEMVE06610
OG0006004	ORYLA16105	NEMVE24131
OG0006005	ORYLA04614	NEMVE08968, NEMVE00870
OG0006006	ORYLA18043	NEMVE24709
OG0006007	ORYLA13414	NEMVE25524
OG0006008	ORYLA00733	NEMVE24474, NEMVE00275
OG0006009	ORYLA19597, ORYLA18623	NEMVE06073
OG0006010	ORYLA01122	NEMVE22570
OG0006011	ORYLA04360	NEMVE14656
OG0006012	ORYLA12331	NEMVE23549
OG0006013	ORYLA02083	NEMVE16371
OG0006014	ORYLA13553, ORYLA12220	NEMVE00388, NEMVE07350
OG0006022	ORYLA09959, ORYLA07563, ORYLA06724	NEMVE19560
OG0006024	ORYLA02223, ORYLA10573, ORYLA11422	NEMVE14551, NEMVE14550
OG0006026	ORYLA19895	NEMVE15230, NEMVE15382, NEMVE06724, NEMVE06714, NEMVE01875
OG0006031	ORYLA12601	NEMVE14413
OG0006059	ORYLA09031	NEMVE05469
OG0006061	ORYLA19379	NEMVE17553
OG0006062	ORYLA16708	NEMVE13363
OG0006063	ORYLA03877	NEMVE13540
OG0006064	ORYLA04445	NEMVE05721
OG0006065	ORYLA17451	NEMVE25805
OG0006066	ORYLA09975	NEMVE25661
OG0006067	ORYLA05884	NEMVE24894
OG0006068	ORYLA01339, ORYLA01340, ORYLA04996	NEMVE21799
OG0006069	ORYLA16979	NEMVE24988
OG0006070	ORYLA00067	NEMVE15570
OG0006071	ORYLA02579	NEMVE21756, NEMVE00491
OG0006072	ORYLA12315	NEMVE01149
OG0006073	ORYLA03080	NEMVE04741
OG0006074	ORYLA11388	NEMVE24416
OG0006075	ORYLA04806	NEMVE05322
OG0006076	ORYLA20453	NEMVE14720
OG0006077	ORYLA19036, ORYLA19037	NEMVE13486
OG0006078	ORYLA17648, ORYLA01729	NEMVE22623
OG0006079	ORYLA15110	NEMVE00907
OG0006083	ORYLA20342	NEMVE09309
OG0006084	ORYLA00533	NEMVE14424
OG0006085	ORYLA15317	NEMVE25339
OG0006086	ORYLA01922, ORYLA01921	NEMVE16210
OG0006087	ORYLA07572	NEMVE15939
OG0006092	ORYLA18231	NEMVE13186
OG0006095	ORYLA00577	NEMVE13885
OG0006096	ORYLA02341	NEMVE14691
OG0006097	ORYLA08979	NEMVE05832
OG0006098	ORYLA08847	NEMVE06004
OG0006100	ORYLA15271	NEMVE22711
OG0006102	ORYLA13664, ORYLA14108	NEMVE14968
OG0006103	ORYLA11324	NEMVE00283, NEMVE17723
OG0006104	ORYLA19385	NEMVE14961
OG0006106	ORYLA08883, ORYLA08882	NEMVE19009
OG0006107	ORYLA14542	NEMVE11460, NEMVE00688
OG0006108	ORYLA05895	NEMVE08391
OG0006111	ORYLA04074, ORYLA03212	NEMVE02016
OG0006112	ORYLA15289	NEMVE03287
OG0006113	ORYLA07029	NEMVE09892
OG0006117	ORYLA00077	NEMVE10567
OG0006118	ORYLA05452	NEMVE10454
OG0006119	ORYLA20488	NEMVE15295
OG0006120	ORYLA10724	NEMVE22945
OG0006121	ORYLA19436	NEMVE22058
OG0006122	ORYLA08367	NEMVE25204
OG0006123	ORYLA20495	NEMVE23157
OG0006124	ORYLA11506	NEMVE24761
OG0006125	ORYLA09691	NEMVE09196
OG0006127	ORYLA15251	NEMVE07015, NEMVE07020
OG0006128	ORYLA15261	NEMVE20876, NEMVE00022
OG0006129	ORYLA00354	NEMVE14942
OG0006130	ORYLA14031	NEMVE04868
OG0006131	ORYLA16375, ORYLA07912	NEMVE08917
OG0006132	ORYLA05048	NEMVE08985
OG0006133	ORYLA12772	NEMVE08114
OG0006134	ORYLA05638	NEMVE11232
OG0006136	ORYLA09430	NEMVE09172
OG0006137	ORYLA02042	NEMVE03361
OG0006139	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732	NEMVE05201
OG0006140	ORYLA15551	NEMVE12679, NEMVE23573, NEMVE12694
OG0006141	ORYLA12129	NEMVE16961, NEMVE12186
OG0006144	ORYLA07543	NEMVE14741
OG0006145	ORYLA20229	NEMVE22056
OG0006146	ORYLA05029	NEMVE13821
OG0006147	ORYLA17682	NEMVE14761, NEMVE12736
OG0006148	ORYLA02358	NEMVE05857
OG0006149	ORYLA10488	NEMVE15835, NEMVE05652
OG0006152	ORYLA11733	NEMVE05428
OG0006156	ORYLA00926	NEMVE22637
OG0006158	ORYLA10442	NEMVE13934
OG0006159	ORYLA19153	NEMVE21764
OG0006160	ORYLA19637	NEMVE10555
OG0006161	ORYLA01833, ORYLA05612	NEMVE14243
OG0006162	ORYLA13159	NEMVE22665
OG0006163	ORYLA14800, ORYLA12332	NEMVE21775
OG0006164	ORYLA19800	NEMVE10175, NEMVE01696
OG0006165	ORYLA20003	NEMVE00991
OG0006167	ORYLA07176, ORYLA00415	NEMVE16792
OG0006168	ORYLA16569	NEMVE13971, NEMVE20353
OG0006169	ORYLA04271	NEMVE14671
OG0006172	ORYLA10481	NEMVE13167, NEMVE05065
OG0006176	ORYLA10315	NEMVE21887
OG0006177	ORYLA12090	NEMVE24866
OG0006178	ORYLA04504	NEMVE22323
OG0006179	ORYLA03657	NEMVE19339
OG0006180	ORYLA06973	NEMVE18458
OG0006181	ORYLA03672	NEMVE25734
OG0006182	ORYLA08344	NEMVE05762
OG0006184	ORYLA00792	NEMVE17784
OG0006185	ORYLA06316	NEMVE24611
OG0006186	ORYLA13046	NEMVE21867
OG0006187	ORYLA18889	NEMVE05382
OG0006188	ORYLA20449	NEMVE09360
OG0006189	ORYLA17086, ORYLA00060	NEMVE13369
OG0006190	ORYLA01121	NEMVE22544
OG0006191	ORYLA17482	NEMVE14192
OG0006192	ORYLA04658	NEMVE19051
OG0006193	ORYLA12955	NEMVE01569
OG0006194	ORYLA00610	NEMVE17786
OG0006196	ORYLA03362	NEMVE22533
OG0006198	ORYLA05262	NEMVE13914
OG0006199	ORYLA07760	NEMVE13782
OG0006200	ORYLA00176	NEMVE24742
OG0006201	ORYLA17887, ORYLA16831, ORYLA16832	NEMVE09432
