Orthogroup	ORYLA	AENJA_ok
OG0006717	ORYLA01078	AENJA_24478
OG0006718	ORYLA05056	AENJA_24834
OG0006719	ORYLA00231	AENJA_24866
OG0006720	ORYLA13526	AENJA_24982
OG0006721	ORYLA06875	AENJA_25013
OG0006722	ORYLA19383	AENJA_25021
OG0006723	ORYLA15389	AENJA_25106
OG0006724	ORYLA18498	AENJA_25107
OG0006725	ORYLA13855	AENJA_25269
OG0006726	ORYLA18866	AENJA_25361
OG0006727	ORYLA11933	AENJA_25527
OG0006728	ORYLA05670	AENJA_25577
OG0006729	ORYLA17444	AENJA_25600
OG0006730	ORYLA15663	AENJA_25804
OG0006731	ORYLA05562	AENJA_25830
OG0006732	ORYLA18287	AENJA_25874, AENJA_25873
OG0006733	ORYLA01038	AENJA_25909
OG0006734	ORYLA19310	AENJA_25913
OG0006735	ORYLA14353	AENJA_25987
OG0006737	ORYLA08275	AENJA_26062
OG0006738	ORYLA19668	AENJA_26156
OG0006739	ORYLA19509	AENJA_26247
OG0006741	ORYLA14536	AENJA_26632
OG0006742	ORYLA01030, ORYLA00302	AENJA_26658
OG0006826	ORYLA07190	AENJA_00120
OG0006827	ORYLA19112	AENJA_00301, AENJA_11922
OG0006828	ORYLA19553	AENJA_00320
OG0006829	ORYLA20486	AENJA_26235, AENJA_00398
OG0006830	ORYLA04099	AENJA_00399
OG0006831	ORYLA05295	AENJA_00400
OG0006832	ORYLA10081	AENJA_00488
OG0006833	ORYLA12166	AENJA_00518
OG0006837	ORYLA03273	AENJA_00699
OG0006842	ORYLA00868	AENJA_01166
OG0006843	ORYLA18591	AENJA_01195
OG0006844	ORYLA12172	AENJA_01201
OG0006845	ORYLA04346	AENJA_01223
OG0006846	ORYLA10163	AENJA_01258
OG0006848	ORYLA03872	AENJA_01367
OG0006849	ORYLA04862	AENJA_01449
OG0006850	ORYLA00398, ORYLA00397	AENJA_01611, AENJA_09638
OG0006851	ORYLA08359	AENJA_01650
OG0006852	ORYLA11028	AENJA_01730
OG0006853	ORYLA19226	AENJA_01775, AENJA_26577
OG0006856	ORYLA07978	AENJA_02009
OG0006857	ORYLA09522	AENJA_02010
OG0006859	ORYLA10057, ORYLA18642, ORYLA18641, ORYLA18661, ORYLA19936, ORYLA18987, ORYLA18295	AENJA_02153
OG0006860	ORYLA12394	AENJA_02208
OG0006861	ORYLA10051	AENJA_02328
OG0006862	ORYLA10430	AENJA_02464, AENJA_02470
OG0006863	ORYLA09121	AENJA_17740, AENJA_02587
OG0006864	ORYLA16704, ORYLA00881	AENJA_02623
OG0006865	ORYLA08635	AENJA_02658
OG0006866	ORYLA06893, ORYLA16133	AENJA_02755
OG0006869	ORYLA15879	AENJA_02815
OG0006870	ORYLA09718	AENJA_03121
OG0006871	ORYLA13504	AENJA_23057, AENJA_10645, AENJA_03165
OG0006872	ORYLA15278, ORYLA15279	AENJA_03174
OG0006873	ORYLA17413	AENJA_03258
OG0006874	ORYLA14058	AENJA_03384
OG0006875	ORYLA04531	AENJA_03390
OG0006876	ORYLA13231	AENJA_23472
OG0006877	ORYLA14665	AENJA_03567
OG0006878	ORYLA06366	AENJA_03646
OG0006879	ORYLA11007	AENJA_03657
OG0006880	ORYLA14486	AENJA_03927
OG0006881	ORYLA03213	AENJA_03938
OG0006882	ORYLA12470	AENJA_03982
OG0006886	ORYLA01362	AENJA_04283
OG0006887	ORYLA18327	AENJA_04451
OG0006888	ORYLA13676	AENJA_04455
OG0006889	ORYLA15285	AENJA_04547
OG0006890	ORYLA05057	AENJA_04581
OG0006891	ORYLA12282	AENJA_04660
OG0006892	ORYLA18584	AENJA_04736
OG0006893	ORYLA00800	AENJA_04839
OG0006894	ORYLA19918	AENJA_04847
OG0006895	ORYLA08207	AENJA_05148
OG0006896	ORYLA07408	AENJA_05202
OG0006897	ORYLA17654	AENJA_05372
OG0006898	ORYLA15253	AENJA_05379
OG0006899	ORYLA01888, ORYLA07590	AENJA_05621
OG0006900	ORYLA10711	AENJA_05663
OG0006901	ORYLA19363	AENJA_05820
OG0006903	ORYLA05646, ORYLA07893, ORYLA16398	AENJA_06050
OG0006904	ORYLA10752	AENJA_06127
OG0006905	ORYLA14337	AENJA_06173
OG0006906	ORYLA04358	AENJA_06221
OG0006907	ORYLA11869	AENJA_06242
OG0006909	ORYLA20226	AENJA_06589
OG0006911	ORYLA01075	AENJA_06830
OG0006912	ORYLA13590	AENJA_16892
OG0006914	ORYLA19783	AENJA_06926
OG0006917	ORYLA18342	AENJA_07239
OG0006918	ORYLA05445	AENJA_07427
OG0006919	ORYLA19417	AENJA_07467
OG0006920	ORYLA09599	AENJA_07564
OG0006924	ORYLA19320	AENJA_07755
OG0006925	ORYLA10136	AENJA_07849
OG0006926	ORYLA02117	AENJA_07851
OG0006927	ORYLA06863	AENJA_07880
OG0006929	ORYLA05323	AENJA_08001
OG0006930	ORYLA17500, ORYLA17499	AENJA_08036, AENJA_25950
OG0006931	ORYLA11673	AENJA_08049
OG0006932	ORYLA16938	AENJA_08083
OG0006934	ORYLA09930	AENJA_08104
OG0006935	ORYLA10774	AENJA_08143
OG0006936	ORYLA12502	AENJA_08149
OG0006937	ORYLA09224	AENJA_08252
OG0006938	ORYLA13900	AENJA_25925, AENJA_08279
OG0006939	ORYLA10635	AENJA_08295
OG0006940	ORYLA07819	AENJA_08348
OG0006942	ORYLA01085	AENJA_08411
OG0006943	ORYLA11269	AENJA_08418
OG0006944	ORYLA15875	AENJA_08469
OG0006945	ORYLA19364	AENJA_08489
OG0006946	ORYLA02739	AENJA_08651
OG0006948	ORYLA05268	AENJA_08864
OG0006949	ORYLA14891	AENJA_08970
OG0006951	ORYLA01790	AENJA_09267
OG0006952	ORYLA02149	AENJA_09338
OG0006953	ORYLA04011	AENJA_09368
OG0006954	ORYLA10656	AENJA_09387
OG0006955	ORYLA11271	AENJA_09421
OG0006957	ORYLA01524	AENJA_09490
OG0006959	ORYLA07529	AENJA_09576
OG0006960	ORYLA20075	AENJA_09586
OG0006962	ORYLA14243	AENJA_09772
OG0006964	ORYLA06047	AENJA_09897
OG0006967	ORYLA07736	AENJA_10081
OG0006968	ORYLA07011	AENJA_10127
OG0006969	ORYLA00904	AENJA_10132
OG0006970	ORYLA01120	AENJA_10289
OG0006971	ORYLA17898	AENJA_10382
OG0006972	ORYLA15222	AENJA_10603
OG0006973	ORYLA11601	AENJA_10893
OG0006974	ORYLA03114	AENJA_11101
OG0006975	ORYLA05959	AENJA_11111
OG0006976	ORYLA11643	AENJA_11156
OG0006977	ORYLA14070	AENJA_11169
OG0006978	ORYLA17389	AENJA_11351
OG0006979	ORYLA18967	AENJA_11435
OG0006980	ORYLA18420	AENJA_11690
OG0006980	ORYLA18419	AENJA_11689
OG0006981	ORYLA15231	AENJA_11704
OG0006982	ORYLA08562, ORYLA08563	AENJA_11710
OG0006983	ORYLA15643	AENJA_11791
OG0006984	ORYLA15233, ORYLA12089, ORYLA14709	AENJA_11852
OG0006987	ORYLA18444	AENJA_12333
OG0006988	ORYLA16944	AENJA_12529
OG0006989	ORYLA09680	AENJA_12558
OG0006990	ORYLA12859	AENJA_12603
OG0006991	ORYLA19862	AENJA_12675
OG0006992	ORYLA07859, ORYLA07860	AENJA_16070
OG0006993	ORYLA03063	AENJA_12848
OG0006994	ORYLA19038	AENJA_12854
OG0006995	ORYLA01996	AENJA_12859
OG0006996	ORYLA04870	AENJA_12897
OG0006997	ORYLA10925	AENJA_12913
OG0006998	ORYLA07905	AENJA_12939
OG0006999	ORYLA05329	AENJA_12940
OG0007000	ORYLA17381	AENJA_13108
OG0007001	ORYLA10882	AENJA_13134
OG0007002	ORYLA19238	AENJA_13189
OG0007003	ORYLA15348, ORYLA12075	AENJA_13349
OG0007004	ORYLA09056	AENJA_13352
OG0007005	ORYLA03067	AENJA_13425
OG0007006	ORYLA09127, ORYLA04167	AENJA_13467
OG0007007	ORYLA19143	AENJA_13468
OG0007008	ORYLA20301	AENJA_25860, AENJA_13633
OG0007009	ORYLA17311	AENJA_13674
OG0007010	ORYLA12802	AENJA_13687
OG0007011	ORYLA03574	AENJA_13688
OG0007012	ORYLA07702	AENJA_13835
OG0007013	ORYLA08186	AENJA_13842
OG0007015	ORYLA15619	AENJA_13940
OG0007016	ORYLA20315	AENJA_14164
OG0007018	ORYLA01330	AENJA_14287
OG0007021	ORYLA09538	AENJA_14523
OG0007022	ORYLA14380	AENJA_14634
OG0007023	ORYLA13776	AENJA_14641
OG0007024	ORYLA14743	AENJA_14840
OG0007025	ORYLA19770	AENJA_14969
OG0007026	ORYLA15372	AENJA_15107
OG0007027	ORYLA15909	AENJA_15130
OG0007028	ORYLA06937	AENJA_15287
OG0007029	ORYLA14229	AENJA_15661
OG0007030	ORYLA00487	AENJA_15706
OG0007031	ORYLA12964	AENJA_15746
OG0007032	ORYLA18196	AENJA_15768
OG0007033	ORYLA11802	AENJA_15780
OG0007034	ORYLA13978	AENJA_15916
OG0007035	ORYLA03436	AENJA_15945
OG0007036	ORYLA01654	AENJA_15980
OG0007037	ORYLA09849	AENJA_16026
OG0007038	ORYLA15687	AENJA_16109
OG0007039	ORYLA10444	AENJA_16125
OG0007040	ORYLA15293	AENJA_16156
OG0007041	ORYLA12169, ORYLA14638	AENJA_16190
OG0007042	ORYLA05629	AENJA_16299
OG0007044	ORYLA19075	AENJA_16556
OG0007046	ORYLA10686	AENJA_16840
OG0007047	ORYLA02086	AENJA_16899
OG0007048	ORYLA16978	AENJA_16937
OG0007050	ORYLA20452	AENJA_17182
OG0007052	ORYLA15339, ORYLA19989	AENJA_17326
OG0007053	ORYLA16394	AENJA_17379
OG0007055	ORYLA17619	AENJA_17474
OG0007058	ORYLA03722	AENJA_17757
OG0007059	ORYLA07836	AENJA_17918
OG0007060	ORYLA05548	AENJA_18050
OG0007061	ORYLA00894	AENJA_18086
OG0007062	ORYLA03640	AENJA_18177
OG0007063	ORYLA05804	AENJA_18189
OG0007064	ORYLA20409	AENJA_18220
OG0007065	ORYLA14600	AENJA_18236
OG0007066	ORYLA02140	AENJA_18310
OG0007068	ORYLA07348	AENJA_18386
OG0007069	ORYLA10663	AENJA_18431
OG0007070	ORYLA06946	AENJA_18751
OG0007071	ORYLA10456	AENJA_20432
OG0007072	ORYLA12666	AENJA_18830
OG0007073	ORYLA03515	AENJA_18861
OG0007074	ORYLA06899	AENJA_19061
OG0007075	ORYLA17760	AENJA_19073
OG0007076	ORYLA11263	AENJA_19406
OG0007077	ORYLA12778	AENJA_19554
OG0007078	ORYLA06143	AENJA_19777
OG0007080	ORYLA11474	AENJA_19826
OG0007081	ORYLA16483	AENJA_19829
OG0007082	ORYLA19534	AENJA_19832
OG0007083	ORYLA02087	AENJA_20083
OG0007084	ORYLA18994	AENJA_20378
OG0007086	ORYLA15347	AENJA_20436
OG0007090	ORYLA12938	AENJA_20659
OG0007091	ORYLA10611	AENJA_23355, AENJA_20692
OG0007092	ORYLA11433	AENJA_20784
OG0007093	ORYLA12432	AENJA_20890
OG0007094	ORYLA10462	AENJA_20950
OG0007095	ORYLA05795	AENJA_21007
OG0007096	ORYLA13346, ORYLA06995	AENJA_21049
OG0007097	ORYLA17535	AENJA_21089
OG0007098	ORYLA15262	AENJA_21303
OG0007099	ORYLA00040	AENJA_21375
OG0007100	ORYLA13677	AENJA_21409
OG0007101	ORYLA16042	AENJA_21558
OG0007102	ORYLA09553	AENJA_21655, AENJA_26402
OG0007103	ORYLA08342	AENJA_21675, AENJA_25416
OG0007104	ORYLA03154	AENJA_21723
OG0007105	ORYLA07523	AENJA_21751
OG0007106	ORYLA13818	AENJA_21772
OG0007107	ORYLA00560	AENJA_21819
OG0007108	ORYLA04528	AENJA_21851
OG0007111	ORYLA11279	AENJA_22302
OG0007112	ORYLA19964	AENJA_22684
OG0007113	ORYLA15522, ORYLA13775	AENJA_22726
OG0007114	ORYLA05387, ORYLA02077	AENJA_22816
OG0007115	ORYLA05459, ORYLA05458	AENJA_22820
OG0007117	ORYLA11159	AENJA_23028
OG0007118	ORYLA18746	AENJA_23161
OG0007119	ORYLA13244	AENJA_23375
OG0007120	ORYLA02860	AENJA_23378
OG0007121	ORYLA00087	AENJA_23568
OG0007122	ORYLA15640	AENJA_23581
OG0007123	ORYLA07878	AENJA_23635
OG0007124	ORYLA09552	AENJA_23735
OG0007125	ORYLA13532	AENJA_23965
OG0007126	ORYLA11848	AENJA_24234
OG0007127	ORYLA05546	AENJA_24302
OG0007128	ORYLA02979	AENJA_24308
OG0007129	ORYLA01220, ORYLA04646	AENJA_24361
OG0007130	ORYLA18855	AENJA_24363
OG0007131	ORYLA17663	AENJA_24469
OG0007132	ORYLA02165	AENJA_24649
OG0007133	ORYLA18527	AENJA_24825
OG0007134	ORYLA00740	AENJA_24826
OG0007135	ORYLA12420	AENJA_25007
OG0007136	ORYLA14799	AENJA_25014
OG0007137	ORYLA06230	AENJA_25069
OG0007139	ORYLA20254	AENJA_25183
OG0007140	ORYLA10308, ORYLA00270	AENJA_25250
OG0007141	ORYLA17064	AENJA_25287
OG0007142	ORYLA17213	AENJA_25343
OG0007143	ORYLA10676	AENJA_25363
OG0007145	ORYLA07062	AENJA_25560
OG0007147	ORYLA14416	AENJA_25613
OG0007148	ORYLA17738	AENJA_25762
OG0007150	ORYLA12660	AENJA_26056
OG0007151	ORYLA03573	AENJA_26211
OG0007153	ORYLA04856	AENJA_26504
OG0007154	ORYLA10421	AENJA_26509
OG0007248	ORYLA06298	AENJA_00004
OG0007250	ORYLA08747	AENJA_00139
OG0007251	ORYLA06850	AENJA_00324
OG0007253	ORYLA08898, ORYLA12436	AENJA_00767
OG0007254	ORYLA11846	AENJA_00931
OG0007256	ORYLA18423	AENJA_01044
OG0007258	ORYLA02983	AENJA_01436, AENJA_11453
OG0007260	ORYLA07375	AENJA_01550
OG0007261	ORYLA00423	AENJA_01593
OG0007263	ORYLA03034	AENJA_01812
OG0007264	ORYLA15263	AENJA_02217
OG0007266	ORYLA19225	AENJA_08462, AENJA_02257
OG0007268	ORYLA09609	AENJA_02432
OG0007269	ORYLA10696	AENJA_02569
OG0007270	ORYLA04915, ORYLA04916	AENJA_02688, AENJA_06355
OG0007271	ORYLA06700	AENJA_02740
OG0007272	ORYLA19327	AENJA_02756
OG0007273	ORYLA17133	AENJA_02792
OG0007274	ORYLA01401	AENJA_02816
OG0007275	ORYLA10992	AENJA_02862
OG0007276	ORYLA17414	AENJA_02931
OG0007277	ORYLA05155, ORYLA05156	AENJA_03125, AENJA_24804
OG0007279	ORYLA04478	AENJA_03339
OG0007280	ORYLA06789	AENJA_03407
OG0007281	ORYLA16781	AENJA_03420
OG0007282	ORYLA17269	AENJA_03431
OG0007283	ORYLA16980, ORYLA00573	AENJA_03462
OG0007284	ORYLA05432, ORYLA09535	AENJA_03468
OG0007285	ORYLA05317	AENJA_03475
OG0007286	ORYLA19380	AENJA_18798, AENJA_10022, AENJA_03618
OG0007287	ORYLA18171	AENJA_03706
OG0007288	ORYLA20472	AENJA_03747
OG0007289	ORYLA03622	AENJA_03836
OG0007290	ORYLA20279	AENJA_03954
OG0007291	ORYLA15418	AENJA_03983
OG0007292	ORYLA05899	AENJA_04105
OG0007293	ORYLA02154	AENJA_04148
OG0007294	ORYLA09264	AENJA_04367
OG0007295	ORYLA01411	AENJA_04369
OG0007296	ORYLA12441	AENJA_04461
OG0007297	ORYLA16040	AENJA_04494
OG0007298	ORYLA00430	AENJA_04527
OG0007299	ORYLA17998	AENJA_04574
OG0007300	ORYLA02105	AENJA_04647
OG0007302	ORYLA13509, ORYLA19833	AENJA_04963
OG0007303	ORYLA18273	AENJA_05104
OG0007304	ORYLA11541	AENJA_05122
OG0007306	ORYLA04055	AENJA_05277
OG0007307	ORYLA04750	AENJA_05325
OG0007308	ORYLA01818, ORYLA05605	AENJA_07715, AENJA_05754
OG0007309	ORYLA00123	AENJA_05768
OG0007310	ORYLA09847	AENJA_19852
OG0007312	ORYLA16909	AENJA_05894
OG0007314	ORYLA11660	AENJA_06139
OG0007316	ORYLA07711	AENJA_06485, AENJA_20879
OG0007317	ORYLA04703	AENJA_06549
OG0007318	ORYLA14192	AENJA_06588
OG0007319	ORYLA13973	AENJA_06656
OG0007320	ORYLA19939	AENJA_06780
OG0007321	ORYLA01035	AENJA_06818
OG0007322	ORYLA12070	AENJA_06900
OG0007325	ORYLA12467	AENJA_07023
OG0007326	ORYLA14944	AENJA_07134
OG0007328	ORYLA04937	AENJA_07462
OG0007329	ORYLA05886	AENJA_07623
OG0007330	ORYLA03139	AENJA_07724
OG0007331	ORYLA11072	AENJA_07941, AENJA_07938
OG0007333	ORYLA13227, ORYLA09947	AENJA_08327
OG0007334	ORYLA02101	AENJA_08344, AENJA_10683
OG0007335	ORYLA11672	AENJA_08730
OG0007336	ORYLA05981	AENJA_08744
OG0007337	ORYLA11944	AENJA_08756
OG0007339	ORYLA08865	AENJA_08839
OG0007340	ORYLA01911	AENJA_08960
OG0007341	ORYLA12520	AENJA_08963
OG0007342	ORYLA17313	AENJA_09009
OG0007344	ORYLA18957	AENJA_18427, AENJA_09089
OG0007345	ORYLA19599	AENJA_09249
OG0007347	ORYLA13816	AENJA_09485
OG0007348	ORYLA12246	AENJA_09604
OG0007349	ORYLA17364	AENJA_09661
OG0007351	ORYLA06166	AENJA_09717
OG0007352	ORYLA18525, ORYLA00412	AENJA_09848
OG0007353	ORYLA12576	AENJA_10075
OG0007354	ORYLA09048	AENJA_10138
OG0007355	ORYLA20163	AENJA_10292, AENJA_10291
OG0007356	ORYLA13760	AENJA_10363
OG0007357	ORYLA12581	AENJA_10365
OG0007358	ORYLA17406	AENJA_10512
OG0007359	ORYLA08850	AENJA_10652
OG0007360	ORYLA06936	AENJA_10766
OG0007361	ORYLA01623	AENJA_10793
OG0007362	ORYLA18700	AENJA_20165
OG0007362	ORYLA09464, ORYLA19487, ORYLA19664	AENJA_12745
OG0007362	ORYLA19554, ORYLA12419, ORYLA02825, ORYLA09644, ORYLA05401, ORYLA18470, ORYLA18181	AENJA_24309, AENJA_25790, AENJA_17093
OG0007363	ORYLA06682	AENJA_10957
OG0007364	ORYLA16985	AENJA_10959
OG0007365	ORYLA13386	AENJA_10977
OG0007366	ORYLA12817	AENJA_11206
OG0007367	ORYLA06765	AENJA_11272
OG0007368	ORYLA19704	AENJA_11301
OG0007369	ORYLA09751	AENJA_11422
OG0007370	ORYLA03491	AENJA_11425
OG0007371	ORYLA00696	AENJA_11627
OG0007372	ORYLA03828	AENJA_11631
OG0007373	ORYLA11366	AENJA_11675
OG0007374	ORYLA02701	AENJA_11711
OG0007377	ORYLA13383	AENJA_11839
OG0007379	ORYLA11999	AENJA_12106
OG0007380	ORYLA12839	AENJA_12373
OG0007381	ORYLA16653, ORYLA16655, ORYLA16654	AENJA_12457
OG0007382	ORYLA08742	AENJA_12498
OG0007384	ORYLA11364	AENJA_12685, AENJA_24990
OG0007385	ORYLA12485	AENJA_12739
OG0007386	ORYLA11303	AENJA_12898
OG0007387	ORYLA19178	AENJA_12902
OG0007388	ORYLA07499	AENJA_13027
OG0007389	ORYLA02496	AENJA_13187
OG0007390	ORYLA16509	AENJA_13202
OG0007391	ORYLA04353	AENJA_13207
OG0007392	ORYLA10645	AENJA_13312
OG0007394	ORYLA03499	AENJA_13338
OG0007395	ORYLA08169	AENJA_13363
OG0007396	ORYLA12727	AENJA_13626
OG0007397	ORYLA08942	AENJA_13692
OG0007399	ORYLA17904	AENJA_14225
OG0007400	ORYLA08958	AENJA_14239
OG0007401	ORYLA03561	AENJA_14395
OG0007402	ORYLA08019, ORYLA08020	AENJA_14648
OG0007403	ORYLA01385	AENJA_14745
OG0007405	ORYLA15003	AENJA_15366
OG0007406	ORYLA02660	AENJA_15368
OG0007408	ORYLA20365	AENJA_15439
OG0007409	ORYLA05521	AENJA_15440
OG0007410	ORYLA17035, ORYLA08301, ORYLA16770	AENJA_15452
OG0007411	ORYLA19807	AENJA_15681
OG0007412	ORYLA09356	AENJA_15771
OG0007413	ORYLA06066, ORYLA06065, ORYLA06064	AENJA_15882
OG0007415	ORYLA19464	AENJA_16254
OG0007416	ORYLA00938	AENJA_16466
OG0007417	ORYLA17547	AENJA_16596
OG0007418	ORYLA03744	AENJA_20071
OG0007419	ORYLA16934	AENJA_16935
OG0007420	ORYLA15610	AENJA_16980
OG0007421	ORYLA14356	AENJA_17319
OG0007422	ORYLA10067	AENJA_17772
OG0007423	ORYLA00567, ORYLA16921	AENJA_17845
OG0007424	ORYLA08021	AENJA_17849
OG0007425	ORYLA14998	AENJA_17864
OG0007428	ORYLA02581	AENJA_18355
OG0007429	ORYLA10854	AENJA_19005
OG0007431	ORYLA05544, ORYLA05545	AENJA_19346
OG0007432	ORYLA03130	AENJA_19403, AENJA_19402
OG0007433	ORYLA12091	AENJA_19654
OG0007436	ORYLA09770	AENJA_19801
OG0007437	ORYLA00941	AENJA_19860
OG0007438	ORYLA00047	AENJA_20029
OG0007439	ORYLA05166	AENJA_20396
OG0007440	ORYLA14401	AENJA_20434
OG0007441	ORYLA08960	AENJA_20556
OG0007442	ORYLA06331	AENJA_20655
OG0007443	ORYLA18835	AENJA_20689
OG0007444	ORYLA12333, ORYLA17506	AENJA_20813
OG0007445	ORYLA09137	AENJA_20821
OG0007446	ORYLA17366	AENJA_20884
OG0007447	ORYLA00461	AENJA_20921
OG0007448	ORYLA12046	AENJA_20930
OG0007450	ORYLA10095	AENJA_21381
OG0007451	ORYLA08969	AENJA_21528
OG0007452	ORYLA02553	AENJA_21651
OG0007453	ORYLA16527	AENJA_21726
OG0007454	ORYLA09677	AENJA_21740
OG0007455	ORYLA09348	AENJA_21828
OG0007456	ORYLA02608	AENJA_21979
OG0007457	ORYLA14661	AENJA_22032
OG0007458	ORYLA00309	AENJA_22067
OG0007459	ORYLA10805	AENJA_22258
OG0007460	ORYLA20039	AENJA_22264
OG0007462	ORYLA19843	AENJA_22556
OG0007463	ORYLA10835	AENJA_22661
OG0007465	ORYLA03646	AENJA_22699
OG0007466	ORYLA12595	AENJA_22881
OG0007467	ORYLA07191	AENJA_23010
OG0007468	ORYLA00530	AENJA_23214
OG0007470	ORYLA06567	AENJA_23296
OG0007471	ORYLA07475	AENJA_23384
OG0007472	ORYLA13056	AENJA_23719
OG0007473	ORYLA06701	AENJA_23755
OG0007476	ORYLA17195	AENJA_24225
OG0007477	ORYLA16341	AENJA_24292
OG0007478	ORYLA17253	AENJA_24685
OG0007479	ORYLA00589	AENJA_24748
OG0007481	ORYLA04396	AENJA_24944
OG0007482	ORYLA01730	AENJA_25120
OG0007483	ORYLA11513	AENJA_25192
OG0007484	ORYLA03268	AENJA_25231
OG0007485	ORYLA12574	AENJA_25331
OG0007486	ORYLA17567, ORYLA02786, ORYLA08085	AENJA_25437
OG0007488	ORYLA14033	AENJA_26049
OG0007489	ORYLA10665	AENJA_26107
OG0007490	ORYLA14538	AENJA_26187
OG0007491	ORYLA16759	AENJA_26237
OG0007492	ORYLA11759	AENJA_26511
OG0007493	ORYLA01214, ORYLA00906	AENJA_26529
OG0007494	ORYLA16845	AENJA_26703
OG0007495	ORYLA10015	AENJA_26715
OG0007496	ORYLA14535	AENJA_26719
OG0007497	ORYLA09420	AENJA_26773
OG0007498	ORYLA05446	AENJA_26807
OG0007582	ORYLA00751	AENJA_00047
OG0007583	ORYLA00014	AENJA_00226
OG0007584	ORYLA16927	AENJA_25290, AENJA_00242
OG0007586	ORYLA17497	AENJA_00380
OG0007587	ORYLA05351	AENJA_00432
OG0007588	ORYLA11210	AENJA_00505
OG0007589	ORYLA00327	AENJA_00571
OG0007591	ORYLA16433	AENJA_01019
OG0007592	ORYLA10014, ORYLA10285	AENJA_01059
OG0007593	ORYLA15589, ORYLA15588	AENJA_01095
OG0007597	ORYLA11901	AENJA_01698
OG0007598	ORYLA19609	AENJA_01726
OG0007601	ORYLA16630	AENJA_02054
OG0007602	ORYLA13457	AENJA_02165
OG0007603	ORYLA15288	AENJA_02214
OG0007604	ORYLA12471	AENJA_02267
OG0007605	ORYLA12711	AENJA_02353
OG0007606	ORYLA04737	AENJA_02354
OG0007607	ORYLA15596	AENJA_02368
OG0007608	ORYLA05477, ORYLA02256	AENJA_02633
OG0007609	ORYLA17969	AENJA_02689
OG0007610	ORYLA13853	AENJA_02817
OG0007613	ORYLA13617	AENJA_03179
OG0007614	ORYLA12458	AENJA_03537, AENJA_03213
OG0007615	ORYLA18029	AENJA_03386
OG0007616	ORYLA05381	AENJA_03409
OG0007617	ORYLA07354	AENJA_03469, AENJA_22388
OG0007619	ORYLA13054	AENJA_03762
OG0007621	ORYLA13396	AENJA_03833
OG0007624	ORYLA05976	AENJA_04295
OG0007626	ORYLA01317	AENJA_04777
OG0007630	ORYLA01205	AENJA_05194
OG0007631	ORYLA11934	AENJA_05278
OG0007632	ORYLA10408	AENJA_05484
OG0007633	ORYLA05304	AENJA_05570
OG0007634	ORYLA10749	AENJA_05650
OG0007635	ORYLA13540	AENJA_05652
OG0007637	ORYLA10427	AENJA_05864
OG0007638	ORYLA15010	AENJA_06211
OG0007640	ORYLA06572, ORYLA13195	AENJA_06871
OG0007642	ORYLA20111	AENJA_07087
OG0007643	ORYLA08582	AENJA_07280
OG0007645	ORYLA00783	AENJA_07676
OG0007646	ORYLA09484	AENJA_07683
OG0007647	ORYLA09216	AENJA_07698
OG0007648	ORYLA15478	AENJA_07744
OG0007649	ORYLA08950	AENJA_08154
OG0007650	ORYLA07962	AENJA_08417
OG0007652	ORYLA17837, ORYLA02891	AENJA_08655
OG0007653	ORYLA00212	AENJA_08664
OG0007655	ORYLA14941, ORYLA06841, ORYLA13612	AENJA_08878
OG0007656	ORYLA11259	AENJA_08929
OG0007658	ORYLA01027	AENJA_15160, AENJA_09640
OG0007659	ORYLA09035	AENJA_09749
OG0007660	ORYLA06636	AENJA_10005
OG0007662	ORYLA07565, ORYLA07566	AENJA_10163
OG0007663	ORYLA19677	AENJA_10256
OG0007664	ORYLA15115	AENJA_10276
OG0007665	ORYLA02675	AENJA_10282
OG0007666	ORYLA16689, ORYLA19032	AENJA_10298
OG0007667	ORYLA13912	AENJA_10341
OG0007668	ORYLA17549	AENJA_10381
OG0007669	ORYLA10867, ORYLA14768	AENJA_10464
OG0007670	ORYLA05143	AENJA_10480
OG0007671	ORYLA10047, ORYLA06144	AENJA_12064
OG0007672	ORYLA09421	AENJA_10564
OG0007673	ORYLA05954	AENJA_10620
OG0007674	ORYLA10748	AENJA_10687
OG0007676	ORYLA15905	AENJA_10773
OG0007677	ORYLA02741	AENJA_10946
OG0007680	ORYLA04680	AENJA_11179
OG0007681	ORYLA12077	AENJA_11196
OG0007684	ORYLA04277	AENJA_11323
OG0007685	ORYLA04777	AENJA_11330
OG0007686	ORYLA12300	AENJA_11496
OG0007687	ORYLA17022	AENJA_11514
OG0007688	ORYLA09193	AENJA_11595
OG0007689	ORYLA17604	AENJA_11622
OG0007690	ORYLA19010	AENJA_11693
OG0007692	ORYLA14149	AENJA_11895
OG0007694	ORYLA05416	AENJA_12365
OG0007695	ORYLA02065, ORYLA01646	AENJA_12489
OG0007696	ORYLA11055, ORYLA15060	AENJA_12919
OG0007701	ORYLA17283	AENJA_13421
OG0007702	ORYLA19222	AENJA_13485
OG0007703	ORYLA19369	AENJA_13781, AENJA_13780
OG0007706	ORYLA16294	AENJA_13921
OG0007707	ORYLA07279	AENJA_18792, AENJA_20617, AENJA_13925
OG0007708	ORYLA15979	AENJA_14019
OG0007709	ORYLA12564	AENJA_14142
OG0007712	ORYLA19931	AENJA_14241
OG0007713	ORYLA16096	AENJA_14256
OG0007714	ORYLA01267	AENJA_14298
OG0007715	ORYLA02645	AENJA_14420
OG0007717	ORYLA04892	AENJA_14512
