PFL	SPU	BFL	ALG
XLOC_003814	LOC587829	LOC118426160	G
XLOC_004088	LOC590598	LOC118426081	G
XLOC_003892	LOC594474	LOC118425666	G
XLOC_004586	LOC575450	LOC118425283	G
XLOC_003946	LOC100888055	LOC118426329	G
XLOC_004400	LOC585956	LOC118426101	G
XLOC_003758	LOC592927	LOC118426376	G
XLOC_003439	LOC594665	LOC118426312	G
XLOC_004604	LOC755896	LOC118425439	G
XLOC_004829	LOC592196	LOC118426318	G
XLOC_003845	LOC593673	LOC118426133	G
XLOC_004025	LOC577163	LOC118425802	G
XLOC_004514	LOC115918835	LOC118426699	G
XLOC_004056	LOC755056	LOC118426607	G
XLOC_004291	LOC582905	LOC118426314	G
XLOC_004440	LOC576427	LOC118425851	G
XLOC_004608	LOC115918832	LOC118426729	G
XLOC_003465	LOC100888375	LOC118425367	G
XLOC_004660	LOC574783	LOC118425717	G
XLOC_004294	LOC582600	LOC118425837	G
XLOC_004020	LOC584206	LOC118426523	G
XLOC_004868	LOC586881	LOC118425550	G
XLOC_003790	LOC594014	LOC118426469	G
XLOC_004900	SERCA	LOC118426373	G
XLOC_003539	LOC100890264	LOC118425817	G
XLOC_004629	LOC591186	LOC118425597	G
XLOC_004171	LOC576964	LOC118426410	G
XLOC_004534	LOC575361	LOC118425436	G
XLOC_003544	LOC575184	LOC118426281	G
XLOC_004144	LOC579636	LOC118425853	G
XLOC_003687	LOC593440	LOC118426111	G
XLOC_004937	LOC574808	LOC118426241	G
XLOC_004684	LOC590633	LOC118425534	G
XLOC_004947	LOC105445967	LOC118425521	G
XLOC_003686	LOC583958	LOC118425772	G
XLOC_003455	LOC588060	LOC118426045	G
XLOC_003773	LOC585438	LOC118425641	G
XLOC_003685	LOC583942	LOC118426666	G
XLOC_004892	LOC548623	LOC118425659	G
XLOC_003491	LOC753339	LOC118425912	G
XLOC_004705	LOC574725	LOC118426332	G
XLOC_004160	LOC575764	LOC118425804	G
XLOC_004102	LOC574737	LOC118425510	G
XLOC_003797	LOC592389	LOC118426331	G
XLOC_003636	LOC584009	LOC118425896	G
XLOC_003939	LOC577474	LOC118426464	G
XLOC_004466	LOC373525	LOC118425949	G
XLOC_003663	LOC575654	LOC118425764	G
XLOC_004730	LOC590421	LOC118425627	G
XLOC_004544	LOC583094	LOC118426754	G
XLOC_004490	LOC585059	LOC118425815	G
XLOC_004609	LOC582932	LOC118425440	G
XLOC_003642	LOC591510	LOC118425495	G
XLOC_003774	LOC585468	LOC118425761	G
XLOC_004527	LOC591488	LOC118425476	G
XLOC_003749	LOC577305	LOC118426657	G
XLOC_003950	LOC578832	LOC118426001	G
XLOC_003563	LOC582497	LOC118426605	G
XLOC_004998	LOC756117	LOC118425645	G
XLOC_004968	LOC585985	LOC118425999	G
XLOC_004915	LOC574799	LOC118426751	G
XLOC_004895	LOC574672	LOC118426721	G
XLOC_004176	LOC100888618	LOC118425286	G
XLOC_004839	LOC594130	LOC118426065	G
XLOC_004720	LOC589619	LOC118425513	G
XLOC_004563	LOC115918810	LOC118425633	G
XLOC_004966	LOC590824	LOC118425950	G
XLOC_004764	LOC575710	LOC118426076	G
XLOC_004828	LOC755286	LOC118425925	G
XLOC_003759	LOC115918828	LOC118426728	G
XLOC_004642	LOC115926884	LOC118426548	G
XLOC_003752	LOC577244	LOC118425858	G
XLOC_004955	LOC576892	LOC118425891	G
XLOC_004627	LOC579272	LOC118426131	G
XLOC_004763	LOC594031	LOC118425680	G
XLOC_003589	LOC588956	LOC118425453	G
XLOC_003825	LOC580935	LOC118426384	G
XLOC_003891	LOC574604	LOC118425686	G
XLOC_004954	LOC583929	LOC118426273	G
XLOC_004035	LOC100891821	LOC118425753	G
XLOC_003848	LOC593241	LOC118425785	G
XLOC_003440	LOC586687	LOC118425946	G
XLOC_004948	LOC100894111	LOC118425713	G
XLOC_004899	LOC373476	LOC118426420	G
XLOC_003968	LOC594202	LOC118425572	G
XLOC_004174	LOC115926710	LOC118425703	G
XLOC_004822	LOC578834	LOC118425387	G
XLOC_003525	LOC577303	LOC118425417	G
XLOC_004229	LOC577234	LOC118425454	G
XLOC_003667	LOC100892324	LOC118425669	G
XLOC_004752	LOC593425	LOC118426479	G
XLOC_004074	LOC576476	LOC118425595	G
XLOC_003736	LOC593134	LOC118426009	G
XLOC_004320	LOC592413	LOC118426476	G
XLOC_004867	LOC115926805	LOC118426398	G
XLOC_004295	LOC588936	LOC118425808	G
XLOC_004164	LOC583657	LOC118426282	G
XLOC_004204	LOC756125	LOC118425986	G
XLOC_004856	LOC100891745	LOC118425840	G
XLOC_004214	LOC115926715	LOC118425982	G
XLOC_004095	LOC575712	LOC118426102	G
XLOC_004286	LOC100892867	LOC118426195	G
XLOC_004671	LOC585280	LOC118425988	G
XLOC_003533	LOC581711	LOC118425846	G
XLOC_004087	LOC581649	LOC118426421	G
XLOC_003789	LOC583048	LOC118425759	G
XLOC_004215	LOC591139	LOC118426562	G
XLOC_003728	LOC585140	LOC118425619	G
XLOC_003846	LOC581513	LOC118426671	G
XLOC_004622	LOC754340	LOC118426122	G
XLOC_004590	LOC105442119	LOC118426225	G
XLOC_004417	LOC587839	LOC118426277	G
XLOC_004429	LOC115926709	LOC118425462	G
XLOC_004844	LOC576981	LOC118425923	G
XLOC_004489	LOC585740	LOC118426638	G
XLOC_003682	LOC105443134	LOC118425969	G
XLOC_003460	LOC583093	LOC118425578	G
XLOC_003904	LOC579817	LOC118426086	G
XLOC_004853	LOC588405	LOC118426006	G
XLOC_004057	LOC594644	LOC118425625	G
XLOC_003472	LOC588157	LOC118426482	G
XLOC_004686	LOC593265	LOC118426646	G
XLOC_004689	LOC587821	LOC118425795	G
XLOC_003791	LOC581376	LOC118426481	G
XLOC_004044	LOC591745	LOC118425843	G
XLOC_003553	LOC587817	LOC118426119	G
XLOC_003823	LOC592420	LOC118425857	G
XLOC_003912	LOC585491	LOC118425935	G
XLOC_003464	LOC592673	LOC118426288	G
XLOC_004610	LOC115926750	LOC118425733	G
XLOC_004032	LOC588383	LOC118426760	G
XLOC_003696	LOC100892270	LOC118426519	G
XLOC_003438	LOC115918137	LOC118425287	G
XLOC_004969	LOC583396	LOC118426135	G
XLOC_004536	LOC583977	LOC118426074	G
XLOC_005009	LOC587798	LOC118426012	G
XLOC_004141	LOC585757	LOC118426473	G
XLOC_004510	LOC589067	LOC118426544	G
XLOC_004646	LOC105445410	LOC118425707	G
XLOC_004104	LOC575285	LOC118425456	G
XLOC_004526	LOC592882	LOC118426622	G
XLOC_004837	LOC578165	LOC118425767	G
XLOC_004497	LOC764728	LOC118425492	G
XLOC_004516	LOC583141	LOC118426306	G
XLOC_004368	LOC756222	LOC118426652	G
XLOC_004706	LOC578071	LOC118425990	G
XLOC_004746	LOC593465	LOC118426240	G
XLOC_004070	LOC593468	LOC118426353	G
XLOC_003562	LOC592467	LOC118426346	G
XLOC_004989	LOC100890892	LOC118425518	G
XLOC_003756	LOC584347	LOC118425620	G
XLOC_003441	LOC582559	LOC118425445	G
XLOC_003543	LOC753537	LOC118425258	G
XLOC_004290	LOC579282	LOC118426143	G
XLOC_004362	LOC589842	LOC118425799	G
XLOC_003994	LOC577755	LOC118425754	G
XLOC_003908	LOC105444154	LOC118426008	G
XLOC_003638	LOC584224	LOC118426496	G
XLOC_003928	LOC593478	LOC118425931	G
XLOC_004493	LOC580431	LOC118425952	G
XLOC_004491	LOC592058	LOC118425489	G
XLOC_004756	LOC584382	LOC118425721	G
XLOC_004492	LOC765026	LOC118425899	G
XLOC_003862	LOC574993	LOC118425796	G
XLOC_003699	LOC578194	LOC118425735	G
XLOC_004628	LOC589150	LOC118425760	G
XLOC_004693	LOC763407	LOC118426419	G
XLOC_004556	LOC591467	LOC118426023	G
XLOC_003559	LOC591727	LOC118425737	G
XLOC_003578	LOC100888436	LOC118425512	G
XLOC_003708	LOC586345	LOC118426029	G
XLOC_003739	LOC756370	LOC118426019	G
XLOC_004666	LOC590441	LOC118426163	G
XLOC_003430	LOC115918815	LOC118426177	G
XLOC_004026	LOC590954	LOC118425806	G
XLOC_003893	LOC115918242	LOC118425696	G
XLOC_004832	LOC583558	LOC118425811	G
XLOC_004532	LOC100893631	LOC118426691	G
XLOC_004623	LOC591926	LOC118425506	G
XLOC_003867	LOC582604	LOC118426028	G
XLOC_003765	LOC579436	LOC118425780	G
XLOC_003700	LOC574797	LOC118425743	G
XLOC_004605	LOC589835	LOC118425623	G
XLOC_003785	LOC586069	LOC118425763	G
XLOC_004495	LOC105447613	LOC118425910	G
XLOC_004545	LOC754498	LOC118426030	G
XLOC_004085	LOC763699	LOC118425571	G
XLOC_009143	LOC581088	LOC118428621	H
XLOC_009973	LOC586799	LOC118428664	H
XLOC_008908	LOC373225	LOC118429641	H
XLOC_010009	LOC586135	LOC118429076	H
XLOC_009891	LOC583702	LOC118429333	H
XLOC_009865	LOC585640	LOC118429694	H
XLOC_009588	LOC100889364	LOC118428750	H
XLOC_008699	LOC581770	LOC118428907	H
XLOC_008848	LOC578619	LOC118428735	H
XLOC_008920	LOC589151	LOC118428877	H
XLOC_009660	LOC100888883	LOC118429142	H
XLOC_009253	LOC584770	LOC118428625	H
XLOC_008816	LOC576526	LOC118429510	H
XLOC_008814	LOC577783	LOC118429131	H
XLOC_008950	LOC589522	LOC118429548	H
XLOC_009039	LOC576753	LOC118428947	H
XLOC_009439	LOC575935	LOC118428950	H
XLOC_008610	LOC578511	LOC118428724	H
XLOC_009302	LOC592163	LOC118429749	H
XLOC_009179	LOC590773	LOC118429186	H
XLOC_009956	LOC752989	LOC118428549	H
XLOC_009924	LOC578742	LOC118429255	H
XLOC_008818	LOC576611	LOC118429299	H
XLOC_009148	LOC100888087	LOC118428895	H
XLOC_009636	LOC592031	LOC118429220	H
XLOC_009946	LOC574887	LOC118428739	H
XLOC_010066	LOC575835	LOC118429095	H
XLOC_008868	LOC574569	LOC118429089	H
XLOC_009156	LOC100891641	LOC118429126	H
XLOC_009420	LOC586326	LOC118429176	H
XLOC_008570	LOC581205	LOC118429413	H
XLOC_008978	LOC100892611	LOC118428497	H
XLOC_009783	LOC576906	LOC118429112	H
XLOC_009350	LOC754681	LOC118428737	H
XLOC_009313	LOC753178	LOC118428709	H
XLOC_009247	LOC578315	LOC118428852	H
XLOC_008765	LOC583360	LOC118428630	H
XLOC_008975	LOC592346	LOC118428954	H
XLOC_009040	LOC580687	LOC118429439	H
XLOC_008768	LOC574554	LOC118429709	H
XLOC_009952	LOC586285	LOC118428509	H
XLOC_010003	LOC590169	LOC118429163	H
XLOC_009524	LOC575060	LOC118429681	H
XLOC_008808	LOC587599	LOC118428432	H
XLOC_009494	LOC590722	LOC118428790	H
XLOC_008696	LOC582913	LOC118429059	H
XLOC_009436	LOC577210	LOC118429067	H
XLOC_008979	LOC584532	LOC118429092	H
XLOC_009542	LOC581559	LOC118429640	H
XLOC_009105	LOC593806	LOC118428545	H
XLOC_008802	LOC580307	LOC118428850	H
XLOC_008784	LOC575901	LOC118428714	H
XLOC_009120	LOC590908	LOC118429627	H
XLOC_009206	LOC757176	LOC118428720	H
XLOC_010112	LOC755388	LOC118429123	H
XLOC_008993	LOC579526	LOC118428768	H
XLOC_009297	LOC583315	LOC118428859	H
XLOC_009205	LOC587424	LOC118428763	H
XLOC_009023	LOC575115	LOC118429195	H
XLOC_009785	LOC585741	LOC118429052	H
XLOC_009333	LOC105437080	LOC118429168	H
XLOC_009434	LOC586477	LOC118428797	H
XLOC_008906	LOC588846	LOC118428792	H
XLOC_009784	LOC581449	LOC118428779	H
XLOC_009869	LOC588569	LOC118428882	H
XLOC_009017	LOC100887846	LOC118429240	H
XLOC_010081	LOC588187	LOC118429463	H
XLOC_009572	LOC580516	LOC118428912	H
XLOC_009307	LOC574958	LOC118429200	H
XLOC_008762	LOC575902	LOC118429231	H
XLOC_009895	LOC115923567	LOC118429574	H
XLOC_008781	LOC592142	LOC118429136	H
XLOC_009983	LOC592564	LOC118428373	H
XLOC_009553	LOC100888575	LOC118429330	H
XLOC_008757	LOC585348	LOC118429174	H
XLOC_009646	LOC575570	LOC118429704	H
XLOC_009132	LOC575600	LOC118429275	H
XLOC_010011	LOC586575	LOC118429083	H
XLOC_008917	LOC755212	LOC118428489	H
XLOC_008936	LOC578611	LOC118429273	H
XLOC_008794	LOC588126	LOC118429074	H
XLOC_008584	LOC100889083	LOC118428555	H
XLOC_009774	LOC115923503	LOC118429072	H
XLOC_009188	LOC586403	LOC118429721	H
XLOC_008590	LOC585853	LOC118428770	H
XLOC_008766	LOC765072	LOC118428629	H
XLOC_009837	LOC584036	LOC118428952	H
XLOC_008883	LOC577531	LOC118429124	H
XLOC_009465	LOC100891330	LOC118429626	H
XLOC_009843	LOC581490	LOC118428892	H
XLOC_008800	LOC582393	LOC118429048	H
XLOC_009146	LOC588807	LOC118429097	H
XLOC_009525	LOC575192	LOC118428804	H
XLOC_008695	LOC576003	LOC118429070	H
XLOC_008583	LOC105437214	LOC118428436	H
XLOC_009820	LOC115918587	LOC118429712	H
XLOC_008866	FoxJ1	LOC118429079	H
XLOC_008643	LOC580646	LOC118428657	H
XLOC_009954	LOC586242	LOC118428710	H
XLOC_009700	LOC587464	LOC118428692	H
XLOC_008763	LOC105441227	LOC118429130	H
XLOC_008810	LOC577710	LOC118429161	H
XLOC_008974	LOC576157	LOC118428382	H
XLOC_009943	LOC577017	LOC118429771	H
XLOC_009970	LOC580090	LOC118429437	H
XLOC_009063	LOC586308	LOC118429417	H
XLOC_010092	LOC100892257	LOC118428806	H
XLOC_008761	LOC577336	LOC118428595	H
XLOC_009104	LOC115918608	LOC118429598	H
XLOC_008813	LOC587377	LOC118428827	H
XLOC_009138	LOC593089	LOC118429764	H
XLOC_009041	LOC576677	LOC118428462	H
XLOC_009189	LOC580472	LOC118428457	H
XLOC_009957	LOC578478	LOC118429192	H
XLOC_009599	LOC587808	LOC118428743	H
XLOC_009592	LOC581729	LOC118429080	H
XLOC_010025	LOC100891417	LOC118429171	H
XLOC_009080	LOC373183	LOC118429753	H
XLOC_009197	LOC593762	LOC118429549	H
XLOC_008542	LOC100893761	LOC118429209	H
XLOC_009089	LOC115923516	LOC118428730	H
XLOC_009145	LOC100891656	LOC118428548	H
XLOC_009753	LOC575190	LOC118429582	H
XLOC_009674	LOC580619	LOC118429114	H
XLOC_009786	LOC574697	LOC118429287	H
XLOC_008807	LOC588372	LOC118428444	H
XLOC_009133	LOC586361	LOC118429770	H
XLOC_009278	LOC115923569	LOC118429242	H
XLOC_009500	LOC580927	LOC118428691	H
XLOC_008971	LOC582823	LOC118428781	H
XLOC_009609	LOC575325	LOC118429547	H
XLOC_009501	LOC765046	LOC118429553	H
XLOC_009718	LOC581255	LOC118428385	H
XLOC_009751	LOC585107	LOC118428957	H
XLOC_009925	LOC115923536	LOC118428717	H
XLOC_009162	LOC578181	LOC118428905	H
XLOC_009712	LOC586721	LOC118428507	H
XLOC_009159	LOC593529	LOC118428911	H
XLOC_009940	LOC587231	LOC118429500	H
XLOC_008758	LOC583044	LOC118428476	H
XLOC_009136	LOC587280	LOC118428752	H
XLOC_008911	LOC578208	LOC118428695	H
XLOC_009497	LOC585224	LOC118429621	H
XLOC_009264	LOC588739	LOC118429344	H
XLOC_009139	LOC579150	LOC118429207	H
XLOC_009183	LOC577922	LOC118429199	H
XLOC_009709	LOC590477	LOC118429724	H
XLOC_008976	LOC115918220	LOC118429695	H
XLOC_009182	LOC577457	LOC118428903	H
XLOC_009621	LOC594473	LOC118428811	H
XLOC_009163	LOC100893368	LOC118428640	H
XLOC_008651	LOC575632	LOC118428973	H
XLOC_009166	LOC580005	LOC118429533	H
XLOC_008902	LOC115923659	LOC118429390	H
XLOC_008746	LOC588914	LOC118428807	H
XLOC_009802	LOC579588	LOC118428771	H
XLOC_009221	LOC590051	LOC118429212	H
XLOC_009191	LOC591319	LOC118429146	H
XLOC_008600	LOC581860	LOC118428499	H
XLOC_009781	LOC585553	LOC118429094	H
XLOC_009331	LOC579335	LOC118428769	H
XLOC_009340	LOC590107	LOC118428921	H
XLOC_009044	LOC578120	LOC118429588	H
XLOC_009844	LOC578481	LOC118429369	H
XLOC_009699	LOC753827	LOC118428789	H
XLOC_009526	LOC577320	LOC118428924	H
XLOC_009262	LOC579291	LOC118429230	H
XLOC_010005	LOC100892160	LOC118429719	H
XLOC_009149	LOC100889179	LOC118428853	H
XLOC_010096	LOC754151	LOC118429589	H
XLOC_008613	LOC763638	LOC118428682	H
XLOC_008558	rps15a	LOC118429527	H
XLOC_009612	LOC581930	LOC118429511	H
XLOC_009868	LOC753839	LOC118428849	H
XLOC_009557	LOC763471	LOC118428844	H
XLOC_008540	LOC579274	LOC118429689	H
XLOC_008798	LOC589828	LOC118429473	H
XLOC_009581	LOC590254	LOC118428713	H
XLOC_009344	LOC115923638	LOC118429526	H
XLOC_008581	LOC581506	LOC118428751	H
XLOC_009385	LOC582814	LOC118429729	H
XLOC_009141	LOC581340	LOC118428958	H
XLOC_009346	LOC581555	LOC118428746	H
XLOC_009806	LOC763573	LOC118428572	H
XLOC_009556	LOC576469	LOC118429708	H
XLOC_009338	LOC582960	LOC118429492	H
XLOC_008861	LOC580569	LOC118429706	H
XLOC_009789	LOC585458	LOC118428388	H
XLOC_009025	LOC590469	LOC118428547	H
XLOC_009109	LOC575828	LOC118428643	H
XLOC_008703	LOC590488	LOC118429590	H
XLOC_009788	LOC762829	LOC118428389	H
XLOC_009336	LOC115923534	LOC118429232	H
XLOC_009949	LOC100888559	LOC118429762	H
XLOC_009438	LOC373246	LOC118429534	H
XLOC_009029	LOC589737	LOC118428917	H
XLOC_009877	LOC577333	LOC118429687	H
XLOC_009502	LOC589475	LOC118428843	H
XLOC_009541	LOC753715	LOC118429084	H
XLOC_009818	LOC105446602	LOC118429268	H
XLOC_010108	LOC576198	LOC118428777	H
XLOC_010004	LOC587294	LOC118429722	H
XLOC_009720	LOC100888250	LOC118429164	H
XLOC_008629	LOC757265	LOC118429145	H
XLOC_008786	LOC587789	LOC118428747	H
XLOC_009219	LOC583422	LOC118428855	H
XLOC_008910	LOC580866	LOC118428698	H
XLOC_009645	LOC100892842	LOC118429321	H
XLOC_009140	LOC100889221	LOC118428997	H
XLOC_008652	LOC588721	LOC118429743	H
XLOC_008953	LOC105445067	LOC118429666	H
XLOC_009648	LOC579227	LOC118428836	H
XLOC_010109	LOC115918609	LOC118429269	H
XLOC_009839	LOC591328	LOC118428818	H
XLOC_008901	LOC115923860	LOC118429422	H
XLOC_009585	LOC100890147	LOC118428846	H
XLOC_019302	LOC586956	LOC118413376	I
XLOC_019415	LOC584422	LOC118413374	I
XLOC_018434	LOC594026	LOC118414893	I
XLOC_018244	LOC581937	LOC118413141	I
XLOC_018748	LOC580047	LOC118413224	I
XLOC_018510	LOC752867	LOC118413251	I
XLOC_018212	LOC580398	LOC118414781	I
XLOC_018955	LOC592945	LOC118413399	I
XLOC_019285	LOC587536	LOC118413858	I
XLOC_018693	LOC590682	LOC118413532	I
XLOC_018220	LOC579114	LOC118412799	I
XLOC_018236	LOC115918665	LOC118413275	I
XLOC_018127	LOC100887860	LOC118414115	I
XLOC_018233	LOC105440202	LOC118414286	I
XLOC_018274	LOC105439037	LOC118415007	I
XLOC_018188	LOC582737	LOC118413514	I
XLOC_019269	LOC594422	LOC118414527	I
XLOC_019069	LOC590170	LOC118413296	I
XLOC_018865	LOC579698	LOC118413511	I
XLOC_018565	LOC579409	LOC118414167	I
XLOC_019095	LOC580002	LOC118414094	I
XLOC_018724	LOC589728	LOC118414209	I
XLOC_018477	LOC756375	LOC118414302	I
XLOC_018799	LOC579422	LOC118414117	I
XLOC_019012	LOC105441784	LOC118414521	I
XLOC_018890	LOC578954	LOC118413023	I
XLOC_018646	LOC762621	LOC118415000	I
XLOC_018310	LOC575488	LOC118414208	I
XLOC_018650	LOC592674	LOC118414089	I
XLOC_018123	LOC586369	LOC118413847	I
XLOC_018551	LOC586279	LOC118412946	I
XLOC_019014	LOC591793	LOC118413731	I
XLOC_018779	LOC763813	LOC118413599	I
XLOC_019381	LOC577425	LOC118414017	I
XLOC_019407	LOC593357	LOC118412941	I
XLOC_018476	LOC584073	LOC118414264	I
XLOC_018924	LOC590539	LOC118413467	I
XLOC_018911	LOC577105	LOC118413803	I
XLOC_018454	LOC586560	LOC118414296	I
XLOC_019287	LOC583138	LOC118414729	I
XLOC_018298	LOC592455	LOC118414297	I
XLOC_018988	LOC587519	LOC118414798	I
XLOC_018621	LOC580770	LOC118413297	I
XLOC_019268	LOC582798	LOC118414153	I
XLOC_018226	LOC755555	LOC118414004	I
XLOC_018356	LOC579815	LOC118413285	I
XLOC_018295	LOC105442316	LOC118414987	I
XLOC_018818	LOC575558	LOC118413199	I
XLOC_019238	LOC583553	LOC118413516	I
XLOC_018287	LOC593395	LOC118412949	I
XLOC_019177	LOC752136	LOC118413258	I
XLOC_018534	LOC586678	LOC118414885	I
XLOC_018440	LOC100891278	LOC118413524	I
XLOC_018907	LOC584322	LOC118414793	I
XLOC_018327	LOC575737	LOC118414976	I
XLOC_018794	LOC588762	LOC118413820	I
XLOC_018723	LOC585537	LOC118413805	I
XLOC_018366	LOC762658	LOC118412890	I
XLOC_018937	LOC591275	LOC118413451	I
XLOC_018392	LOC579520	LOC118414914	I
XLOC_018820	LOC580357	LOC118413008	I
XLOC_018821	LOC578461	LOC118413364	I
XLOC_018201	LOC578480	LOC118414566	I
XLOC_018694	LOC115924034	LOC118414813	I
XLOC_018845	LOC115918622	LOC118413579	I
XLOC_018891	LOC100888421	LOC118413024	I
XLOC_018925	LOC577884	LOC118412952	I
XLOC_019170	LOC580054	LOC118412950	I
XLOC_018121	LOC581976	LOC118414134	I
XLOC_018906	LOC576629	LOC118413510	I
XLOC_018777	LOC592193	LOC118414021	I
XLOC_018242	LOC579091	LOC118414221	I
XLOC_018696	LOC590061	LOC118414442	I
XLOC_018214	LOC100887834	LOC118414563	I
XLOC_018759	LOC589279	LOC118413807	I
XLOC_019340	LOC585638	LOC118413518	I
XLOC_018241	LOC100894137	LOC118414262	I
XLOC_018931	LOC588281	LOC118414244	I
XLOC_018835	LOC115924090	LOC118414706	I
XLOC_018625	LOC576064	LOC118415003	I
XLOC_018987	LOC593139	LOC118414863	I
XLOC_018230	LOC577011	LOC118414108	I
XLOC_019293	LOC762451	LOC118414902	I
XLOC_018186	LOC752835	LOC118414122	I
XLOC_018997	LOC593129	LOC118413021	I
XLOC_019213	LOC584151	LOC118413815	I
XLOC_019194	LOC590069	LOC118414246	I
XLOC_019072	LOC581834	LOC118413884	I
XLOC_019158	LOC575596	LOC118413027	I
XLOC_019371	LOC575637	LOC118414149	I
XLOC_019096	LOC576348	LOC118412940	I
XLOC_019212	LOC577231	LOC118413411	I
XLOC_018124	LOC579934	LOC118414415	I
XLOC_019064	LOC585988	LOC118414609	I
XLOC_019218	LOC593053	LOC118414119	I
XLOC_018913	LOC115918215	LOC118414571	I
XLOC_018309	LOC763203	LOC118414461	I
XLOC_018433	LOC575210	LOC118414312	I
XLOC_018644	LOC576870	LOC118414186	I
XLOC_019037	LOC115917989	LOC118412776	I
XLOC_019389	LOC584943	LOC118414805	I
XLOC_018795	LOC586395	LOC118413822	I
XLOC_019066	LOC579644	LOC118413077	I
XLOC_019088	LOC754642	LOC118413078	I
XLOC_018159	LOC579119	LOC118413312	I
XLOC_018461	LOC578764	LOC118413614	I
XLOC_018255	LOC577778	LOC118414162	I
XLOC_018256	LOC585319	LOC118414958	I
XLOC_018725	LOC115918058	LOC118414300	I
XLOC_018229	LOC115923977	LOC118414213	I
XLOC_018291	LOC575893	LOC118412990	I
XLOC_018950	LOC763196	LOC118414207	I
XLOC_018286	LOC578890	LOC118412954	I
XLOC_018957	LOC105436457	LOC118413588	I
XLOC_018234	LOC585343	LOC118413112	I
XLOC_018929	LOC100892559	LOC118414112	I
XLOC_018374	LOC580579	LOC118414569	I
XLOC_018800	LOC579294	LOC118412774	I
XLOC_018570	LOC115924126	LOC118413788	I
XLOC_018919	LOC591146	LOC118413863	I
XLOC_018350	LOC594105	LOC118414727	I
XLOC_018853	FGFRL1	LOC118413298	I
XLOC_018642	LOC576800	LOC118412784	I
XLOC_018883	LOC592640	LOC118414332	I
XLOC_018507	LOC115923970	LOC118413523	I
XLOC_018768	LOC579608	LOC118414010	I
XLOC_019067	LOC575423	LOC118413620	I
XLOC_018131	LOC576851	LOC118414757	I
XLOC_019091	LOC578531	LOC118413429	I
XLOC_018647	LOC575803	LOC118413185	I
XLOC_018954	LOC580049	LOC118412921	I
XLOC_018675	LOC100891692	LOC118414730	I
XLOC_018187	LOC581481	LOC118413515	I
XLOC_019399	LOC577815	LOC118413172	I
XLOC_018717	LOC576178	LOC118413809	I
XLOC_018622	LOC585279	LOC118413450	I
XLOC_019227	LOC590165	LOC118413241	I
XLOC_018412	LOC582155	LOC118414214	I
XLOC_019017	LOC577171	LOC118412817	I
XLOC_018318	LOC115924096	LOC118414091	I
XLOC_018169	LOC582470	LOC118414444	I
XLOC_018488	LOC575826	LOC118414820	I
XLOC_019257	LOC591217	LOC118414242	I
XLOC_019301	LOC578525	LOC118413695	I
XLOC_018585	LOC755102	LOC118414261	I
XLOC_019104	LOC100890292	LOC118414536	I
XLOC_019137	LOC100892007	LOC118414440	I
XLOC_018218	LOC589494	LOC118414005	I
XLOC_018567	LOC584279	LOC118414812	I
XLOC_019405	LOC584262	LOC118412804	I
XLOC_018632	LOC105443131	LOC118412888	I
XLOC_018228	LOC581992	LOC118414331	I
XLOC_018283	LOC592209	LOC118413333	I
XLOC_018464	LOC577891	LOC118414128	I
XLOC_019125	LOC100892407	LOC118414991	I
XLOC_018353	LOC585872	LOC118414857	I
XLOC_019337	LOC581920	LOC118414743	I
XLOC_018438	LOC574869	LOC118413079	I
XLOC_019274	LOC763557	LOC118414814	I
XLOC_018849	LOC582142	LOC118414525	I
XLOC_019339	LOC582379	LOC118414169	I
XLOC_018200	LOC593718	LOC118414611	I
XLOC_018917	LOC586387	LOC118414963	I
XLOC_019303	LOC115924038	LOC118414114	I
XLOC_018494	LOC576479	LOC118414808	I
XLOC_019175	Msx	LOC118414822	I
XLOC_018130	LOC754043	LOC118413517	I
XLOC_018876	LOC100889424	LOC118413242	I
XLOC_018914	LOC100888099	LOC118414109	I
XLOC_019341	LOC584043	LOC118413892	I
XLOC_019084	LOC100888170	LOC118414338	I
XLOC_019370	LOC115923979	LOC118414013	I
XLOC_018564	LOC579532	LOC118414602	I
XLOC_018225	LOC577584	LOC118414708	I
XLOC_018202	LOC576916	LOC118414562	I
XLOC_018805	LOC586237	LOC118414837	I
XLOC_018492	LOC591483	LOC118414992	I
XLOC_018243	LOC577502	LOC118413026	I
XLOC_019006	LOC577044	LOC118414224	I
XLOC_019114	LOC577555	LOC118413476	I
XLOC_018378	LOC115924031	LOC118414971	I
XLOC_018472	LOC100888951	LOC118412885	I
XLOC_018718	LOC575425	LOC118413294	I
XLOC_018720	LOC581989	LOC118413289	I
XLOC_018562	LOC587009	LOC118413301	I
XLOC_018482	LOC574813	LOC118414829	I
XLOC_019397	LOC582264	LOC118414977	I
XLOC_018352	LOC587337	LOC118413186	I
XLOC_018749	LOC105438651	LOC118413091	I
XLOC_019230	LOC575094	LOC118414534	I
XLOC_018726	LOC115917868	LOC118412840	I
XLOC_012573	LOC594068	LOC118404514	J1
XLOC_011619	LOC100893899	LOC118404799	J1
XLOC_011635	LOC579887	LOC118404688	J1
XLOC_012301	ago1b	LOC118404592	J1
XLOC_013042	LOC548617	LOC118405158	J1
XLOC_012069	LOC115919803	LOC118404575	J1
XLOC_011744	LOC583320	LOC118404999	J1
XLOC_012202	LOC585810	LOC118404540	J1
XLOC_011880	LOC589897	LOC118404614	J1
