Orthogroup	AMPFI_ok	CAPO3
OG0002752	AMPFI_05334	CAPO306571
OG0002753	AMPFI_23417	CAPO301419
OG0002755	AMPFI_12496, AMPFI_21085, AMPFI_11934	CAPO303504
OG0002756	AMPFI_23739, AMPFI_12587	CAPO302206
OG0002757	AMPFI_21337	CAPO301022
OG0002758	AMPFI_21608	CAPO302892, CAPO307678
OG0002760	AMPFI_07524, AMPFI_18680	CAPO306120
OG0002764	AMPFI_02962	CAPO300451
OG0002765	AMPFI_23588	CAPO307679
OG0002766	AMPFI_07357	CAPO300475
OG0002767	AMPFI_06871	CAPO302818
OG0002770	AMPFI_09032	CAPO300723
OG0002771	AMPFI_13195	CAPO307480
OG0002772	AMPFI_05332	CAPO301657
OG0002773	AMPFI_13423	CAPO300783
OG0002774	AMPFI_13370	CAPO301900
OG0002776	AMPFI_10405	CAPO300785
OG0002779	AMPFI_16662, AMPFI_21456, AMPFI_00600, AMPFI_15169, AMPFI_22130, AMPFI_01416	CAPO306710
OG0002780	AMPFI_00723, AMPFI_15995, AMPFI_03828	CAPO306806
OG0002782	AMPFI_15604	CAPO301842
OG0002785	AMPFI_09225	CAPO300520
OG0002787	AMPFI_17072	CAPO307667
OG0002788	AMPFI_10049	CAPO304831
OG0002790	AMPFI_23203, AMPFI_21538, AMPFI_20060	CAPO302263
OG0002799	AMPFI_18480	CAPO301814
OG0002814	AMPFI_14721	CAPO300792
OG0002815	AMPFI_11656	CAPO305247
OG0002816	AMPFI_11963	CAPO300822
OG0002817	AMPFI_09538	CAPO305631
OG0002818	AMPFI_12743	CAPO300344
OG0002822	AMPFI_06239	CAPO300505
OG0002824	AMPFI_07617	CAPO304804
OG0002825	AMPFI_16668, AMPFI_07767, AMPFI_08434, AMPFI_16189	CAPO303958
OG0002826	AMPFI_24284	CAPO305161
OG0002827	AMPFI_12807, AMPFI_21359, AMPFI_18809	CAPO302357
OG0002831	AMPFI_07272	CAPO303454
OG0002833	AMPFI_18453	CAPO302961
OG0002835	AMPFI_09569	CAPO306542
OG0002836	AMPFI_22190	CAPO301463
OG0002837	AMPFI_19230	CAPO304096
OG0002838	AMPFI_01922, AMPFI_15899	CAPO305478
OG0002839	AMPFI_07109, AMPFI_07149	CAPO302420
OG0002841	AMPFI_07580, AMPFI_19028	CAPO302293
OG0002842	AMPFI_12776	CAPO300353
OG0002844	AMPFI_20609, AMPFI_16356, AMPFI_16951	CAPO306381, CAPO305443
OG0002845	AMPFI_21727	CAPO305717
OG0002847	AMPFI_22348	CAPO307024
OG0002848	AMPFI_19569, AMPFI_03140	CAPO306888
OG0002850	AMPFI_09530, AMPFI_05872	CAPO305439
OG0002851	AMPFI_20208	CAPO304239
OG0002855	AMPFI_20574, AMPFI_20480, AMPFI_17191	CAPO304752
OG0002858	AMPFI_10012	CAPO302020
OG0002860	AMPFI_04562, AMPFI_02972	CAPO304305
OG0002864	AMPFI_09894	CAPO303007
OG0002865	AMPFI_24394, AMPFI_14864, AMPFI_11679, AMPFI_19978, AMPFI_25465	CAPO302058
OG0002866	AMPFI_10220	CAPO307089
OG0002868	AMPFI_07069	CAPO307730
OG0002870	AMPFI_12342	CAPO303935
OG0002873	AMPFI_19048, AMPFI_00955, AMPFI_20732	CAPO302439
OG0002875	AMPFI_14586	CAPO302434
OG0002876	AMPFI_10499	CAPO302622
OG0002877	AMPFI_08793, AMPFI_00713	CAPO303139
OG0002878	AMPFI_25829	CAPO304014
OG0002884	AMPFI_23066, AMPFI_11571	CAPO306804
OG0002891	AMPFI_04475	CAPO305115
OG0002894	AMPFI_06382	CAPO307506
OG0002895	AMPFI_06498	CAPO306767, CAPO303745
OG0002896	AMPFI_16510	CAPO301218
OG0002897	AMPFI_09968	CAPO306671
OG0002899	AMPFI_14669	CAPO306014
OG0002900	AMPFI_20780	CAPO303795
OG0002902	AMPFI_12583, AMPFI_00827	CAPO300125
OG0002907	AMPFI_19275	CAPO303347
OG0002908	AMPFI_07872, AMPFI_24733	CAPO301293
OG0002909	AMPFI_05496	CAPO302801
OG0002910	AMPFI_08873	CAPO304697
OG0002911	AMPFI_10616	CAPO306312
OG0002913	AMPFI_19285	CAPO307505
OG0002914	AMPFI_12000, AMPFI_13546	CAPO304158
OG0002915	AMPFI_13472	CAPO307623
OG0002916	AMPFI_06848	CAPO307991
OG0002917	AMPFI_14499	CAPO304597
OG0002921	AMPFI_10790, AMPFI_19297	CAPO307445
OG0002922	AMPFI_12284	CAPO305731
OG0002923	AMPFI_15546	CAPO307207
OG0002926	AMPFI_22948	CAPO301908
OG0002927	AMPFI_24232	CAPO307647
OG0002944	AMPFI_19187	CAPO306630
OG0002946	AMPFI_17243, AMPFI_18378, AMPFI_02425, AMPFI_22170, AMPFI_16120, AMPFI_16928, AMPFI_18406	CAPO302209
OG0002947	AMPFI_12962	CAPO306510
OG0002949	AMPFI_25632, AMPFI_13293, AMPFI_13294	CAPO305527, CAPO304499
OG0002950	AMPFI_08818	CAPO302322
OG0002952	AMPFI_03711	CAPO304062, CAPO304063
OG0002953	AMPFI_18432	CAPO305937
OG0002954	AMPFI_05502	CAPO303510
OG0002955	AMPFI_14821	CAPO305617
OG0002957	AMPFI_00571	CAPO303846
OG0002959	AMPFI_18590, AMPFI_24087	CAPO305557
OG0002960	AMPFI_17548	CAPO301301
OG0002961	AMPFI_15797, AMPFI_04166, AMPFI_16664	CAPO306313
OG0002962	AMPFI_14869	CAPO302937
OG0002965	AMPFI_07076	CAPO304902
OG0002973	AMPFI_13787	CAPO301405
OG0002974	AMPFI_05909, AMPFI_12501	CAPO300358
OG0002976	AMPFI_15200	CAPO304649
OG0002977	AMPFI_23108, AMPFI_18550, AMPFI_22891	CAPO306762
OG0002979	AMPFI_09921	CAPO300623
OG0002981	AMPFI_19892	CAPO305421
OG0002982	AMPFI_02827	CAPO306469
OG0002983	AMPFI_14269	CAPO302346
OG0002985	AMPFI_17949	CAPO300589
OG0002987	AMPFI_13529	CAPO306603
OG0002988	AMPFI_12185	CAPO300003
OG0002990	AMPFI_16222, AMPFI_17712	CAPO304869
OG0002992	AMPFI_16943, AMPFI_01367, AMPFI_21162	CAPO307180
OG0002994	AMPFI_13126, AMPFI_24153	CAPO307303
OG0002997	AMPFI_05692	CAPO307685
OG0002998	AMPFI_15937	CAPO302958
OG0003001	AMPFI_06603	CAPO302423
OG0003002	AMPFI_16659	CAPO304848
OG0003004	AMPFI_06638	CAPO304489
OG0003005	AMPFI_04141, AMPFI_25494	CAPO302452, CAPO300516
OG0003006	AMPFI_24175	CAPO302605
OG0003010	AMPFI_05162	CAPO303642
OG0003012	AMPFI_19750	CAPO302272
OG0003014	AMPFI_03270	CAPO304419
OG0003016	AMPFI_01985, AMPFI_21862	CAPO301025
OG0003017	AMPFI_05503, AMPFI_14328	CAPO303755
OG0003018	AMPFI_00574	CAPO301697
OG0003019	AMPFI_03647	CAPO302687
OG0003019	AMPFI_01117, AMPFI_02968	CAPO307689
OG0003020	AMPFI_20210, AMPFI_04178, AMPFI_21161, AMPFI_24069	CAPO306543, CAPO306821
OG0003022	AMPFI_12554, AMPFI_05254	CAPO308155
OG0003024	AMPFI_06872	CAPO300933
OG0003025	AMPFI_18961	CAPO306077
OG0003026	AMPFI_09871	CAPO304742
OG0003027	AMPFI_03279	CAPO302145
OG0003028	AMPFI_20635	CAPO307794
OG0003029	AMPFI_10314	CAPO301992
OG0003030	AMPFI_09536	CAPO304737
OG0003033	AMPFI_17482	CAPO300181
OG0003034	AMPFI_07400	CAPO300214, CAPO307271
OG0003037	AMPFI_21315, AMPFI_14720, AMPFI_14719, AMPFI_19401, AMPFI_04015	CAPO305626
OG0003038	AMPFI_00219	CAPO300861
OG0003041	AMPFI_25734	CAPO306033
OG0003042	AMPFI_09274, AMPFI_08345	CAPO301480
OG0003043	AMPFI_19900, AMPFI_18996, AMPFI_18326, AMPFI_18940	CAPO304921
OG0003044	AMPFI_04020, AMPFI_18286, AMPFI_20130	CAPO300082
OG0003046	AMPFI_18791	CAPO302851
OG0003048	AMPFI_14896, AMPFI_24700, AMPFI_03382	CAPO300169
OG0003049	AMPFI_20646, AMPFI_19686	CAPO300501, CAPO307086, CAPO305726
OG0003053	AMPFI_19082, AMPFI_17366	CAPO305034
OG0003054	AMPFI_22668	CAPO305605
OG0003055	AMPFI_11766, AMPFI_11765	CAPO307832
OG0003056	AMPFI_09035	CAPO300334
OG0003058	AMPFI_06004	CAPO305219
OG0003059	AMPFI_15093	CAPO307928
OG0003060	AMPFI_01289	CAPO300265
OG0003063	AMPFI_19748	CAPO306091
OG0003065	AMPFI_15613	CAPO305486
OG0003067	AMPFI_00869	CAPO301062
OG0003071	AMPFI_04750	CAPO303765
OG0003072	AMPFI_06677	CAPO300719
OG0003073	AMPFI_22163, AMPFI_07918	CAPO300571
OG0003074	AMPFI_10857	CAPO305232
OG0003079	AMPFI_20005	CAPO303732
OG0003104	AMPFI_15625	CAPO300208
OG0003105	AMPFI_22515	CAPO307561
OG0003107	AMPFI_06817	CAPO305408
OG0003108	AMPFI_12830, AMPFI_07552	CAPO307100
OG0003110	AMPFI_05396	CAPO302380
OG0003111	AMPFI_13874	CAPO305398
OG0003112	AMPFI_09342, AMPFI_10797	CAPO305044
OG0003113	AMPFI_10115	CAPO303380
OG0003114	AMPFI_08644	CAPO305811
OG0003115	AMPFI_12376	CAPO305328
OG0003116	AMPFI_07231	CAPO304220
OG0003119	AMPFI_08478	CAPO301756
OG0003120	AMPFI_02893, AMPFI_16661, AMPFI_12893	CAPO301313
OG0003121	AMPFI_05935	CAPO300078
OG0003122	AMPFI_07060, AMPFI_18355	CAPO305152
OG0003124	AMPFI_09122	CAPO307110
OG0003125	AMPFI_24478, AMPFI_01474	CAPO308199
OG0003126	AMPFI_24434, AMPFI_01995	CAPO302418
OG0003128	AMPFI_03704	CAPO300639
OG0003130	AMPFI_14227	CAPO308112
OG0003131	AMPFI_20126, AMPFI_03461	CAPO301104
OG0003135	AMPFI_07186	CAPO304970
OG0003136	AMPFI_10904	CAPO303233
OG0003138	AMPFI_18700	CAPO307798
OG0003141	AMPFI_11907	CAPO300915
OG0003144	AMPFI_22743, AMPFI_06226	CAPO304802
OG0003145	AMPFI_23822, AMPFI_00786, AMPFI_00787	CAPO301669
OG0003146	AMPFI_23986	CAPO304953
OG0003147	AMPFI_17466	CAPO305754
OG0003150	AMPFI_11497	CAPO304553
OG0003151	AMPFI_17711	CAPO302311
OG0003152	AMPFI_08619, AMPFI_15609	CAPO306395
OG0003153	AMPFI_03883	CAPO305242
OG0003154	AMPFI_15942	CAPO308152
OG0003157	AMPFI_24828	CAPO300659
OG0003158	AMPFI_15277	CAPO304754
OG0003159	AMPFI_14863	CAPO307514
OG0003160	AMPFI_09161	CAPO305734
OG0003161	AMPFI_17564	CAPO307952, CAPO307190, CAPO305141
OG0003162	AMPFI_13113	CAPO303406
OG0003163	AMPFI_17038	CAPO304744
OG0003163	AMPFI_17039	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	AMPFI_11016	CAPO302879
OG0003165	AMPFI_06521	CAPO302597
OG0003166	AMPFI_19039	CAPO306562
OG0003172	AMPFI_08998	CAPO306984
OG0003174	AMPFI_17590	CAPO306817
OG0003175	AMPFI_09988	CAPO306274
OG0003176	AMPFI_23239, AMPFI_17575, AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821	CAPO307890
OG0003177	AMPFI_03106, AMPFI_14471, AMPFI_22174, AMPFI_02148, AMPFI_21240	CAPO305441
OG0003178	AMPFI_21542	CAPO303283
OG0003179	AMPFI_06154	CAPO300801
OG0003181	AMPFI_05848	CAPO304354
OG0003182	AMPFI_06707	CAPO308003
OG0003184	AMPFI_23894	CAPO303123
OG0003185	AMPFI_25795, AMPFI_16164	CAPO301951
OG0003187	AMPFI_15428, AMPFI_06981, AMPFI_19178	CAPO303479
OG0003189	AMPFI_11974	CAPO303157
OG0003190	AMPFI_13799	CAPO303910
OG0003191	AMPFI_23926	CAPO306279
OG0003192	AMPFI_04101	CAPO301014
OG0003193	AMPFI_08357	CAPO301211
OG0003194	AMPFI_11899	CAPO301882
OG0003196	AMPFI_18746	CAPO301946
OG0003196	AMPFI_23755	CAPO306231
OG0003198	AMPFI_22917, AMPFI_08235	CAPO304417
OG0003199	AMPFI_12162	CAPO305890
OG0003200	AMPFI_11226, AMPFI_08232	CAPO301026
OG0003202	AMPFI_12487	CAPO307016
OG0003203	AMPFI_08213	CAPO305085
OG0003206	AMPFI_16692, AMPFI_25733	CAPO306250
OG0003207	AMPFI_20327	CAPO301521
OG0003210	AMPFI_24764	CAPO303247
OG0003212	AMPFI_00027	CAPO300076
OG0003214	AMPFI_06762	CAPO305438
OG0003215	AMPFI_14832	CAPO305646
OG0003217	AMPFI_25160, AMPFI_23505	CAPO304366
OG0003218	AMPFI_26015	CAPO308113
OG0003219	AMPFI_06216	CAPO306660
OG0003220	AMPFI_12091	CAPO304799
OG0003221	AMPFI_11291	CAPO300283
OG0003223	AMPFI_04078, AMPFI_25143	CAPO307650
OG0003225	AMPFI_05427	CAPO303179
OG0003227	AMPFI_25820, AMPFI_24871, AMPFI_18598	CAPO306597
OG0003228	AMPFI_18339	CAPO305495
OG0003230	AMPFI_01229	CAPO301507
OG0003231	AMPFI_04564, AMPFI_02940, AMPFI_01350, AMPFI_19537, AMPFI_01710	CAPO301890
OG0003235	AMPFI_16999	CAPO301047
OG0003238	AMPFI_19473	CAPO305586
OG0003251	AMPFI_06867	CAPO307251
OG0003252	AMPFI_15271, AMPFI_08251	CAPO305303
OG0003254	AMPFI_09205	CAPO307938
OG0003255	AMPFI_01643	CAPO301338
OG0003257	AMPFI_11835	CAPO303231
OG0003263	AMPFI_13017	CAPO303458
OG0003264	AMPFI_17248	CAPO306409
OG0003266	AMPFI_04526	CAPO303168
OG0003267	AMPFI_05887	CAPO300914
OG0003268	AMPFI_11156	CAPO301821
OG0003269	AMPFI_21059	CAPO304139
OG0003272	AMPFI_03849, AMPFI_13345	CAPO300665
OG0003273	AMPFI_02700	CAPO307851
OG0003277	AMPFI_09116	CAPO306142
OG0003278	AMPFI_13483, AMPFI_01180, AMPFI_21317	CAPO306634
OG0003279	AMPFI_24970, AMPFI_04845, AMPFI_24182	CAPO306251
OG0003282	AMPFI_21088	CAPO305239
OG0003283	AMPFI_02177, AMPFI_00946	CAPO304400
OG0003287	AMPFI_05397	CAPO306546
OG0003288	AMPFI_21742, AMPFI_06784	CAPO307866
OG0003290	AMPFI_06287	CAPO307662, CAPO300441
OG0003291	AMPFI_05291	CAPO306657
OG0003293	AMPFI_18756, AMPFI_02819	CAPO300956
OG0003294	AMPFI_24752	CAPO303988
OG0003296	AMPFI_09028, AMPFI_24005	CAPO301282
OG0003297	AMPFI_15955	CAPO307941
OG0003298	AMPFI_11593	CAPO306456
OG0003300	AMPFI_19704, AMPFI_05469	CAPO307904
OG0003301	AMPFI_14530	CAPO300201
OG0003302	AMPFI_16898	CAPO303848
OG0003303	AMPFI_23138	CAPO304414
OG0003306	AMPFI_11119	CAPO303291
OG0003309	AMPFI_23599, AMPFI_24997	CAPO301499
OG0003315	AMPFI_24105, AMPFI_19632, AMPFI_12929, AMPFI_23992, AMPFI_00069	CAPO301649
OG0003316	AMPFI_14046	CAPO300235
OG0003317	AMPFI_09168	CAPO304285
OG0003318	AMPFI_08330	CAPO302830
OG0003320	AMPFI_13174	CAPO303640
OG0003323	AMPFI_21338	CAPO304122
OG0003324	AMPFI_13390	CAPO308312
OG0003325	AMPFI_02628	CAPO300972, CAPO304961
OG0003326	AMPFI_11658	CAPO308259
OG0003329	AMPFI_09316	CAPO303336
OG0003331	AMPFI_23261, AMPFI_17012	CAPO303947
OG0003332	AMPFI_08196	CAPO307894
OG0003333	AMPFI_04378	CAPO307836
OG0003334	AMPFI_10291, AMPFI_03979	CAPO305710
OG0003335	AMPFI_09229	CAPO302255
OG0003340	AMPFI_22094	CAPO305389
OG0003341	AMPFI_20951, AMPFI_16730, AMPFI_00777	CAPO301683
OG0003343	AMPFI_06750	CAPO308043
OG0003345	AMPFI_24924	CAPO302682
OG0003348	AMPFI_05356	CAPO308059, CAPO308052
OG0003349	AMPFI_05046	CAPO300780
OG0003353	AMPFI_06338	CAPO304897
OG0003354	AMPFI_18029, AMPFI_15770	CAPO300396
OG0003355	AMPFI_07833, AMPFI_15437	CAPO308186
OG0003356	AMPFI_21630	CAPO306224
OG0003357	AMPFI_11721	CAPO307953
OG0003359	AMPFI_08504	CAPO303262, CAPO304527
OG0003360	AMPFI_09135	CAPO301722
OG0003361	AMPFI_14228	CAPO301802
OG0003362	AMPFI_03047, AMPFI_03667, AMPFI_15450, AMPFI_07048	CAPO306572
OG0003364	AMPFI_22450	CAPO301569
OG0003365	AMPFI_11415	CAPO301538
OG0003366	AMPFI_25322	CAPO302011
OG0003368	AMPFI_10687	CAPO307793
OG0003369	AMPFI_06268	CAPO305084
OG0003370	AMPFI_12902	CAPO302725
OG0003373	AMPFI_06232	CAPO301869
OG0003374	AMPFI_21401	CAPO305683
OG0003375	AMPFI_21891	CAPO301633, CAPO305837
OG0003376	AMPFI_06810	CAPO306560
OG0003378	AMPFI_07027	CAPO305510
OG0003379	AMPFI_02577, AMPFI_13364, AMPFI_04494	CAPO301575
OG0003380	AMPFI_09994	CAPO301115
OG0003383	AMPFI_04764	CAPO305778
OG0003384	AMPFI_15736	CAPO306617
OG0003386	AMPFI_09487	CAPO300917
OG0003388	AMPFI_25627, AMPFI_00589, AMPFI_20188	CAPO302657, CAPO304459, CAPO302957
OG0003391	AMPFI_04451, AMPFI_18758, AMPFI_21784	CAPO301846
OG0003392	AMPFI_06246	CAPO304278
OG0003393	AMPFI_16770	CAPO304102
OG0003419	AMPFI_08900	CAPO301040
OG0003421	AMPFI_09669	CAPO300028
OG0003422	AMPFI_08920, AMPFI_12987	CAPO300121
OG0003424	AMPFI_16817, AMPFI_16374	CAPO307323
OG0003425	AMPFI_09816	CAPO304371
OG0003426	AMPFI_00436	CAPO301532
OG0003428	AMPFI_00454	CAPO300586
OG0003429	AMPFI_24807, AMPFI_20170	CAPO307638
OG0003430	AMPFI_06485	CAPO305848
OG0003435	AMPFI_19921, AMPFI_14379	CAPO300552
OG0003438	AMPFI_16270, AMPFI_19158	CAPO304548, CAPO305602, CAPO302554
OG0003443	AMPFI_21912	CAPO306901, CAPO306924
OG0003447	AMPFI_18696, AMPFI_22475	CAPO304621, CAPO305856
OG0003448	AMPFI_23029	CAPO305307
OG0003449	AMPFI_25451, AMPFI_19468	CAPO304421
OG0003451	AMPFI_03894	CAPO302760
OG0003453	AMPFI_10385	CAPO304718
OG0003454	AMPFI_07469	CAPO305798
OG0003455	AMPFI_09746	CAPO300221
OG0003457	AMPFI_19507, AMPFI_22980	CAPO307022
OG0003458	AMPFI_25375	CAPO301287
OG0003459	AMPFI_23502	CAPO304210
OG0003461	AMPFI_08837	CAPO304469
OG0003462	AMPFI_05379	CAPO306452
OG0003465	AMPFI_12228	CAPO307530
OG0003467	AMPFI_25477, AMPFI_05595	CAPO306150
OG0003471	AMPFI_24941, AMPFI_19969	CAPO304216
OG0003475	AMPFI_21852, AMPFI_24738	CAPO307501
OG0003476	AMPFI_08618, AMPFI_13173	CAPO306987
OG0003477	AMPFI_11760	CAPO308122
OG0003478	AMPFI_13018	CAPO300139
OG0003479	AMPFI_08938	CAPO302288
OG0003480	AMPFI_07447	CAPO303582
OG0003483	AMPFI_09299	CAPO305509
OG0003486	AMPFI_16158	CAPO304249
OG0003487	AMPFI_23106	CAPO300925
OG0003489	AMPFI_24006	CAPO305291
OG0003491	AMPFI_11101	CAPO304911
OG0003492	AMPFI_19481, AMPFI_18221, AMPFI_00099	CAPO306303
OG0003493	AMPFI_16534, AMPFI_17852	CAPO306533
OG0003497	AMPFI_04681	CAPO305660
OG0003498	AMPFI_14554	CAPO306898
OG0003499	AMPFI_10057	CAPO301160
OG0003500	AMPFI_12019	CAPO304927
OG0003501	AMPFI_09583	CAPO303209
OG0003502	AMPFI_22051	CAPO306906
OG0003503	AMPFI_19098, AMPFI_05344	CAPO307158
OG0003504	AMPFI_15622, AMPFI_24432	CAPO304351
OG0003505	AMPFI_07475	CAPO305207
OG0003506	AMPFI_14856	CAPO302826
OG0003507	AMPFI_14147	CAPO303307
OG0003508	AMPFI_00704, AMPFI_22615	CAPO307911
OG0003509	AMPFI_07776	CAPO305689
OG0003511	AMPFI_01623, AMPFI_18153, AMPFI_02048	CAPO307348, CAPO308352
OG0003512	AMPFI_02821	CAPO303631, CAPO302677, CAPO302168
OG0003515	AMPFI_20138	CAPO307211
OG0003518	AMPFI_13631	CAPO307641
OG0003519	AMPFI_10068	CAPO307608
OG0003522	AMPFI_15136, AMPFI_01034	CAPO306659
OG0003523	AMPFI_07760	CAPO304976
OG0003525	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033	CAPO305089
OG0003528	AMPFI_08029	CAPO306484
OG0003531	AMPFI_10001	CAPO300308
OG0003532	AMPFI_24750	CAPO303744
OG0003533	AMPFI_02269, AMPFI_18447, AMPFI_02287	CAPO301327
OG0003537	AMPFI_09546, AMPFI_11095	CAPO301555
OG0003538	AMPFI_21724, AMPFI_23397	CAPO301093
OG0003539	AMPFI_00975	CAPO300449
OG0003541	AMPFI_21493, AMPFI_04066, AMPFI_25161	CAPO300603
OG0003543	AMPFI_24581	CAPO301989
OG0003544	AMPFI_19004	CAPO300418
OG0003546	AMPFI_21995, AMPFI_00349, AMPFI_01761	CAPO303583
OG0003547	AMPFI_04834	CAPO308031
OG0003550	AMPFI_22499, AMPFI_18741	CAPO300137
OG0003551	AMPFI_07598	CAPO308286
OG0003552	AMPFI_05955	CAPO307114
OG0003554	AMPFI_22132	CAPO301001
OG0003556	AMPFI_08098	CAPO302339
OG0003557	AMPFI_05440	CAPO306086
OG0003560	AMPFI_10029	CAPO300951
OG0003561	AMPFI_06137	CAPO301198
OG0003562	AMPFI_06538	CAPO303388
OG0003563	AMPFI_05251, AMPFI_22795	CAPO300808, CAPO301102
OG0003564	AMPFI_08755	CAPO300720
OG0003566	AMPFI_01090	CAPO300164
OG0003567	AMPFI_14197, AMPFI_22713	CAPO307296
OG0003568	AMPFI_06943	CAPO303992
OG0003570	AMPFI_06993	CAPO305849
OG0003573	AMPFI_10938	CAPO300904
OG0003577	AMPFI_25920, AMPFI_04085, AMPFI_19335	CAPO306764
OG0003578	AMPFI_08173	CAPO307426
OG0003579	AMPFI_22532	CAPO300766
OG0003599	AMPFI_03084	CAPO301420
OG0003607	AMPFI_01035, AMPFI_08981	CAPO301867
OG0003610	AMPFI_08064	CAPO302401
OG0003611	AMPFI_06217, AMPFI_03674	CAPO306320
OG0003612	AMPFI_22358, AMPFI_00951	CAPO304993
OG0003613	AMPFI_14181	CAPO305029
OG0003617	AMPFI_00387	CAPO306844
OG0003618	AMPFI_07271	CAPO302109
OG0003619	AMPFI_10351	CAPO304837
OG0003620	AMPFI_09860	CAPO306673
OG0003622	AMPFI_11239, AMPFI_21860, AMPFI_12437	CAPO305075
OG0003624	AMPFI_03514	CAPO303633
OG0003630	AMPFI_13915	CAPO308012
OG0003631	AMPFI_14459, AMPFI_20160, AMPFI_23733	CAPO303610
OG0003633	AMPFI_02327, AMPFI_20276	CAPO300056
OG0003635	AMPFI_14547, AMPFI_15181	CAPO308133
OG0003638	AMPFI_07537	CAPO305555
OG0003640	AMPFI_16498	CAPO301244
OG0003641	AMPFI_07323	CAPO300746
OG0003644	AMPFI_06306	CAPO304835
OG0003645	AMPFI_16881	CAPO307108
OG0003646	AMPFI_06564	CAPO304914
OG0003648	AMPFI_01550	CAPO302617
OG0003649	AMPFI_09951	CAPO301930
OG0003650	AMPFI_12108	CAPO306633
OG0003651	AMPFI_09243	CAPO305370
OG0003652	AMPFI_10927	CAPO300427
OG0003655	AMPFI_08590	CAPO303553
OG0003656	AMPFI_15780	CAPO301350
OG0003658	AMPFI_13106	CAPO303162
OG0003661	AMPFI_09102	CAPO300815
OG0003664	AMPFI_25223	CAPO305504
OG0003666	AMPFI_10136	CAPO300690
OG0003667	AMPFI_08073	CAPO303859
OG0003668	AMPFI_07166	CAPO300260
OG0003668	AMPFI_05843	CAPO301650
OG0003669	AMPFI_11157	CAPO305883
OG0003671	AMPFI_00179	CAPO308173
OG0003672	AMPFI_09980	CAPO300582
OG0003676	AMPFI_18881	CAPO304948
OG0003677	AMPFI_07661	CAPO300011
OG0003679	AMPFI_07845	CAPO304696
OG0003680	AMPFI_09842	CAPO300884
OG0003682	AMPFI_07578	CAPO301860
OG0003684	AMPFI_00490, AMPFI_16180, AMPFI_25038	CAPO302734
OG0003685	AMPFI_12477	CAPO305996
OG0003686	AMPFI_07985	CAPO302144
OG0003687	AMPFI_00830	CAPO301501
OG0003688	AMPFI_03029	CAPO307252
OG0003689	AMPFI_14009	CAPO301215
OG0003690	AMPFI_05747	CAPO307478
OG0003693	AMPFI_02553	CAPO302269
OG0003694	AMPFI_08303	CAPO307654
OG0003695	AMPFI_15699	CAPO303363
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	CAPO304903
OG0003697	AMPFI_11115	CAPO307718
OG0003698	AMPFI_19011	CAPO306302
OG0003700	AMPFI_09947	CAPO304411
OG0003703	AMPFI_10771	CAPO305764
OG0003704	AMPFI_14195, AMPFI_16035	CAPO308213
OG0003710	AMPFI_12106, AMPFI_01123	CAPO301647
OG0003712	AMPFI_04984	CAPO300556
OG0003713	AMPFI_04283	CAPO306178
OG0003716	AMPFI_04436, AMPFI_02826	CAPO303976
OG0003717	AMPFI_19633, AMPFI_00073	CAPO306282
OG0003718	AMPFI_18529	CAPO307310
OG0003719	AMPFI_04202, AMPFI_25426	CAPO300227
OG0003720	AMPFI_24923, AMPFI_22323	CAPO300371
OG0003721	AMPFI_08300	CAPO300976, CAPO300975
OG0003722	AMPFI_16876	CAPO300031
OG0003724	AMPFI_09411	CAPO308007
OG0003729	AMPFI_24000	CAPO307394
OG0003730	AMPFI_06364	CAPO305074
OG0003731	AMPFI_22155	CAPO304053
OG0003732	AMPFI_21718	CAPO306498
OG0003733	AMPFI_08970	CAPO305671
OG0003734	AMPFI_18672	CAPO305564
OG0003735	AMPFI_19574	CAPO308150
OG0003738	AMPFI_15996	CAPO304238
OG0003739	AMPFI_04457	CAPO300467
OG0003740	AMPFI_12630	CAPO307238
OG0003741	AMPFI_21028	CAPO305770
OG0003742	AMPFI_17579, AMPFI_21157	CAPO303080
OG0003744	AMPFI_11890	CAPO306491
OG0003745	AMPFI_06392	CAPO307585
OG0003749	AMPFI_09561	CAPO306992
OG0003750	AMPFI_19492	CAPO304840
OG0003752	AMPFI_09468	CAPO306304
OG0003754	AMPFI_09209	CAPO305643
OG0003755	AMPFI_19354	CAPO300113
OG0003756	AMPFI_17707	CAPO307901
OG0003758	AMPFI_19318	CAPO308214
OG0003759	AMPFI_06066	CAPO307476
OG0003760	AMPFI_08456	CAPO304944
OG0003761	AMPFI_18129	CAPO301690
OG0003762	AMPFI_16490	CAPO303010
OG0003764	AMPFI_00088	CAPO300879
OG0003767	AMPFI_01797	CAPO301363
OG0003769	AMPFI_03104, AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825	CAPO305668
OG0003770	AMPFI_04882	CAPO300865, CAPO305387
OG0003771	AMPFI_07160	CAPO300755
OG0003773	AMPFI_10699	CAPO301706
OG0003776	AMPFI_18606	CAPO306521
OG0003778	AMPFI_24942	CAPO302558
OG0003798	AMPFI_02948	CAPO300229
OG0003803	AMPFI_12565	CAPO307540
OG0003806	AMPFI_05818	CAPO304817
OG0003807	AMPFI_03351	CAPO308021
OG0003808	AMPFI_14079	CAPO308095
