Orthogroup	AMPFI_ok	YEAST
OG0004760	AMPFI_18701, AMPFI_11919	YEAST01847
OG0004764	AMPFI_10963	YEAST04443, YEAST04345
OG0004765	AMPFI_16840	YEAST02487
OG0004766	AMPFI_09103, AMPFI_10947	YEAST01053
OG0004767	AMPFI_03725	YEAST03559
OG0004768	AMPFI_02297	YEAST02666
OG0004769	AMPFI_12928	YEAST06228
OG0004770	AMPFI_09864, AMPFI_14159	YEAST03432
OG0004774	AMPFI_08296, AMPFI_17254	YEAST06062
OG0004785	AMPFI_04729	YEAST04153
OG0004786	AMPFI_14608, AMPFI_14587, AMPFI_12282	YEAST01015
OG0004787	AMPFI_11451	YEAST02164
OG0004792	AMPFI_23180	YEAST02299
OG0004795	AMPFI_14570	YEAST02163
OG0004797	AMPFI_08354	YEAST00371
OG0004805	AMPFI_10996	YEAST03570
OG0004808	AMPFI_18270	YEAST02354
OG0004811	AMPFI_12149	YEAST01683
OG0004814	AMPFI_09238	YEAST05710
OG0004816	AMPFI_05512, AMPFI_23576	YEAST04664
OG0004819	AMPFI_18033, AMPFI_13369	YEAST00279
OG0004820	AMPFI_10350	YEAST05404
OG0004822	AMPFI_10239	YEAST03199
OG0004833	AMPFI_15371	YEAST01309
OG0004836	AMPFI_09314	YEAST00658
OG0004840	AMPFI_15455	YEAST01399
OG0004841	AMPFI_04987	YEAST01375
OG0004842	AMPFI_12464	YEAST05083
OG0004843	AMPFI_05999	YEAST03163
OG0004844	AMPFI_06737	YEAST01571
OG0004848	AMPFI_01262, AMPFI_04293	YEAST02387
OG0004849	AMPFI_05494	YEAST06335
OG0004850	AMPFI_12227	YEAST05082, YEAST02977
OG0004852	AMPFI_02203, AMPFI_02204	YEAST00825
OG0004854	AMPFI_09220	YEAST00889, YEAST04304
OG0004855	AMPFI_05138	YEAST03252
OG0004856	AMPFI_08133	YEAST05973
OG0004858	AMPFI_04485	YEAST04268
OG0004863	AMPFI_07510	YEAST00862
OG0004864	AMPFI_12101	YEAST00264
OG0004874	AMPFI_25899, AMPFI_06148	YEAST04564
OG0004875	AMPFI_08200, AMPFI_05988	YEAST02491
OG0004879	AMPFI_08418	YEAST01311
OG0004880	AMPFI_19336, AMPFI_20267	YEAST06046
OG0004881	AMPFI_17196	YEAST00141
OG0004886	AMPFI_08413	YEAST05077
OG0004887	AMPFI_11151	YEAST05734
OG0004893	AMPFI_07205	YEAST04667
OG0004896	AMPFI_11433, AMPFI_15316	YEAST06193
OG0004897	AMPFI_08573	YEAST03127, YEAST00642
OG0004898	AMPFI_17728, AMPFI_22671	YEAST01269
OG0004902	AMPFI_05534	YEAST00933
OG0004903	AMPFI_10441	YEAST03539
OG0004906	AMPFI_19154	YEAST02770
OG0004911	AMPFI_05698	YEAST04765
OG0004913	AMPFI_25699	YEAST01636
OG0004914	AMPFI_08609	YEAST03369
OG0004917	AMPFI_25966	YEAST00244
OG0004922	AMPFI_06579	YEAST03302
OG0004924	AMPFI_05959	YEAST03555, YEAST03277
OG0004928	AMPFI_10056	YEAST00311
OG0004932	AMPFI_09178	YEAST04654
OG0004935	AMPFI_10473	YEAST02167
OG0004940	AMPFI_07448	YEAST05107, YEAST05559
OG0004941	AMPFI_12210	YEAST03194
OG0004947	AMPFI_22715, AMPFI_02993	YEAST05164
OG0004948	AMPFI_23552	YEAST02275
OG0004949	AMPFI_07404	YEAST04201
OG0004952	AMPFI_18107	YEAST02477
OG0004954	AMPFI_11354	YEAST06058
OG0004962	AMPFI_21202, AMPFI_22234, AMPFI_24277	YEAST04400
OG0004963	AMPFI_10935	YEAST04940
OG0004964	AMPFI_02938	YEAST04104
OG0004968	AMPFI_11154	YEAST03489
OG0004969	AMPFI_00493	YEAST02591
OG0004970	AMPFI_03401, AMPFI_05471	YEAST04414
OG0004971	AMPFI_03928, AMPFI_23806	YEAST05364
OG0004972	AMPFI_03559	YEAST03511
OG0004975	AMPFI_21941, AMPFI_13767, AMPFI_21780	YEAST00144, YEAST01994
OG0004976	AMPFI_06405	YEAST05983
OG0004977	AMPFI_06223	YEAST06017
OG0004979	AMPFI_09688	YEAST06027
OG0004980	AMPFI_26053	YEAST05221
OG0004981	AMPFI_04964	YEAST03914, YEAST04639
OG0004982	AMPFI_14258	YEAST03625
OG0004985	AMPFI_20594, AMPFI_20593	YEAST03498
OG0004988	AMPFI_02907	YEAST05990
OG0004989	AMPFI_05553	YEAST04576
OG0004990	AMPFI_09427	YEAST04419
OG0004996	AMPFI_04670, AMPFI_01816	YEAST04793
OG0004997	AMPFI_02286	YEAST01342
OG0005002	AMPFI_06863	YEAST05414
OG0005003	AMPFI_08032	YEAST02467, YEAST00216
OG0005006	AMPFI_11080	YEAST06096
OG0005007	AMPFI_11408	YEAST03893
OG0005014	AMPFI_17363	YEAST02538
OG0005038	AMPFI_21027	YEAST02861
OG0005040	AMPFI_18494, AMPFI_23003, AMPFI_17337, AMPFI_25125, AMPFI_21488	YEAST04778
OG0005047	AMPFI_13077	YEAST01837
OG0005053	AMPFI_20121	YEAST00680
OG0005055	AMPFI_06342	YEAST02159
OG0005059	AMPFI_21914, AMPFI_02737, AMPFI_03187	YEAST03737
OG0005067	AMPFI_06227	YEAST06051
OG0005069	AMPFI_15704	YEAST03130
OG0005073	AMPFI_06476, AMPFI_05809	YEAST00873
OG0005076	AMPFI_13565	YEAST04563
OG0005081	AMPFI_11429	YEAST03124
OG0005083	AMPFI_17721, AMPFI_22401, AMPFI_14766	YEAST00678, YEAST05235
OG0005084	AMPFI_08022	YEAST03782
OG0005086	AMPFI_13597	YEAST00205
OG0005087	AMPFI_20564	YEAST00816
OG0005088	AMPFI_05930	YEAST05769, YEAST03125
OG0005089	AMPFI_24280	YEAST04644
OG0005090	AMPFI_25021	YEAST00338
OG0005091	AMPFI_11028	YEAST05089
OG0005093	AMPFI_19590, AMPFI_20055	YEAST01810
OG0005095	AMPFI_07916	YEAST04437
OG0005096	AMPFI_24183, AMPFI_03072	YEAST00667
OG0005097	AMPFI_05168	YEAST05071
OG0005099	AMPFI_05559	YEAST01396
OG0005100	AMPFI_06838	YEAST02389
OG0005104	AMPFI_13576	YEAST05248
OG0005106	AMPFI_08909	YEAST06065, YEAST00421
OG0005107	AMPFI_11855, AMPFI_01687, AMPFI_08427	YEAST06099
OG0005109	AMPFI_19425	YEAST05204, YEAST00612
OG0005111	AMPFI_16304, AMPFI_20253	YEAST06212, YEAST04032
OG0005114	AMPFI_17350	YEAST02131
OG0005117	AMPFI_05860, AMPFI_06331	YEAST06050
OG0005121	AMPFI_10900	YEAST02052
OG0005124	AMPFI_09718	YEAST04099
OG0005130	AMPFI_09648	YEAST03863
OG0005139	AMPFI_13761	YEAST04015
OG0005142	AMPFI_10677	YEAST03890
OG0005143	AMPFI_20935	YEAST00443
OG0005144	AMPFI_14298	YEAST04065
OG0005146	AMPFI_12023	YEAST02971
OG0005149	AMPFI_20136	YEAST03025, YEAST02738
OG0005152	AMPFI_05387	YEAST00847
OG0005157	AMPFI_18312	YEAST02981
OG0005160	AMPFI_10649	YEAST06113
OG0005164	AMPFI_14812	YEAST06283
OG0005169	AMPFI_12756	YEAST00459
OG0005175	AMPFI_07010	YEAST05445
OG0005176	AMPFI_05296, AMPFI_04056	YEAST00218
OG0005179	AMPFI_07671	YEAST05659
OG0005183	AMPFI_23269	YEAST05308
OG0005184	AMPFI_08319	YEAST00492
OG0005187	AMPFI_09348, AMPFI_03439, AMPFI_09349	YEAST05234
OG0005188	AMPFI_09298	YEAST01554
OG0005191	AMPFI_11789	YEAST00993
OG0005192	AMPFI_11586	YEAST05720
OG0005194	AMPFI_18040	YEAST04086
OG0005196	AMPFI_02731	YEAST01388
OG0005198	AMPFI_24470	YEAST00327
OG0005200	AMPFI_06657	YEAST01016
OG0005201	AMPFI_05268	YEAST00082
OG0005203	AMPFI_19345	YEAST02207
OG0005204	AMPFI_23698	YEAST01178
OG0005205	AMPFI_17395	YEAST01046
OG0005208	AMPFI_08993	YEAST01429
OG0005212	AMPFI_08569	YEAST06147
OG0005220	AMPFI_06412	YEAST04357
OG0005221	AMPFI_15509	YEAST03209
OG0005222	AMPFI_14140	YEAST05518
OG0005224	AMPFI_13439	YEAST06324
OG0005225	AMPFI_05077	YEAST05094
OG0005227	AMPFI_05617	YEAST05529
OG0005228	AMPFI_06081	YEAST05916
OG0005229	AMPFI_07754	YEAST04766
OG0005231	AMPFI_25198, AMPFI_04745	YEAST02681
OG0005233	AMPFI_05586, AMPFI_05585	YEAST00564
OG0005237	AMPFI_14040	YEAST05398
OG0005238	AMPFI_09877	YEAST00351
OG0005239	AMPFI_06170	YEAST04499
OG0005240	AMPFI_05432	YEAST03058
OG0005241	AMPFI_22600	YEAST03917, YEAST00343
OG0005244	AMPFI_15552	YEAST06021
OG0005249	AMPFI_09697	YEAST03446
OG0005251	AMPFI_20657	YEAST00934
OG0005254	AMPFI_21910	YEAST00814
OG0005259	AMPFI_23209	YEAST04276
OG0005261	AMPFI_08888, AMPFI_11038	YEAST01831
OG0005262	AMPFI_23071	YEAST05458
OG0005264	AMPFI_14178, AMPFI_22036	YEAST03506
OG0005267	AMPFI_08139	YEAST03513
OG0005269	AMPFI_05591	YEAST03314
OG0005273	AMPFI_09739	YEAST04916
OG0005275	AMPFI_07481	YEAST03695
OG0005277	AMPFI_10241	YEAST04186
OG0005279	AMPFI_08272	YEAST05219
OG0005280	AMPFI_09727	YEAST00305
OG0005281	AMPFI_20788	YEAST05694
OG0005285	AMPFI_05313, AMPFI_18514	YEAST03115
OG0005289	AMPFI_21224, AMPFI_25661	YEAST03438
OG0005292	AMPFI_10109	YEAST01718
OG0005293	AMPFI_20358	YEAST03033
OG0005294	AMPFI_02341	YEAST01981
OG0005298	AMPFI_16578, AMPFI_24565, AMPFI_14847	YEAST03696
OG0005299	AMPFI_20586, AMPFI_17119, AMPFI_09670, AMPFI_03833	YEAST00788
OG0005300	AMPFI_07358	YEAST04941
OG0005304	AMPFI_09475	YEAST05397
OG0005309	AMPFI_01388	YEAST03670
OG0005312	AMPFI_03986	YEAST05201, YEAST04689
OG0005314	AMPFI_05135	YEAST05231, YEAST01835
OG0005316	AMPFI_05537	YEAST02690
OG0005317	AMPFI_05644	YEAST03232
OG0005318	AMPFI_06606	YEAST02932
OG0005319	AMPFI_07019	YEAST00507
OG0005323	AMPFI_09846	YEAST01809
OG0005324	AMPFI_15226	YEAST02894
OG0005326	AMPFI_17268	YEAST02113
OG0005360	AMPFI_02359, AMPFI_21290, AMPFI_17428	YEAST05037
OG0005365	AMPFI_08423	YEAST00555
OG0005366	AMPFI_13735	YEAST05488
OG0005370	AMPFI_24661	YEAST06092
OG0005371	AMPFI_20149	YEAST06170
OG0005373	AMPFI_13526	YEAST05422
OG0005374	AMPFI_25660	YEAST05714
OG0005375	AMPFI_08123	YEAST03962
OG0005379	AMPFI_06858	YEAST03216
OG0005390	AMPFI_10607	YEAST03532
OG0005391	AMPFI_12680	YEAST02166
OG0005393	AMPFI_13353	YEAST04280
OG0005394	AMPFI_16942	YEAST00853
OG0005396	AMPFI_19177	YEAST05100
OG0005399	AMPFI_16827	YEAST03052
OG0005402	AMPFI_12671	YEAST00454, YEAST00455
OG0005403	AMPFI_04438	YEAST03894
OG0005406	AMPFI_20901	YEAST00801
OG0005409	AMPFI_24347	YEAST01305
OG0005412	AMPFI_00767	YEAST00286
OG0005413	AMPFI_01166	YEAST00212
OG0005417	AMPFI_04832	YEAST02517
OG0005422	AMPFI_22263	YEAST00744
OG0005430	AMPFI_09127	YEAST02046
OG0005431	AMPFI_12163, AMPFI_00732	YEAST00653
OG0005432	AMPFI_21376, AMPFI_03146	YEAST00083
OG0005433	AMPFI_01829	YEAST00126
OG0005435	AMPFI_11727	YEAST02973
OG0005437	AMPFI_21367	YEAST04554
OG0005438	AMPFI_17605	YEAST03985
OG0005439	AMPFI_03048	YEAST00480, YEAST02388
OG0005446	AMPFI_14333	YEAST02856
OG0005448	AMPFI_00627	YEAST00061
OG0005451	AMPFI_09655	YEAST02174
OG0005455	AMPFI_09066	YEAST01906
OG0005464	AMPFI_08154	YEAST03289
OG0005465	AMPFI_06029	YEAST02925
OG0005466	AMPFI_14263	YEAST04413
OG0005468	AMPFI_25757	YEAST03549
OG0005470	AMPFI_05311	YEAST05805
OG0005471	AMPFI_07192	YEAST02704
OG0005474	AMPFI_10881	YEAST05625
OG0005479	AMPFI_07297	YEAST06140
OG0005481	AMPFI_16448	YEAST02988
OG0005482	AMPFI_03171	YEAST06080
OG0005484	AMPFI_06687	YEAST05993
OG0005488	AMPFI_13895	YEAST02834
OG0005489	AMPFI_05272	YEAST02006
OG0005490	AMPFI_22840	YEAST02289
OG0005493	AMPFI_04777	YEAST03669
OG0005495	AMPFI_19547, AMPFI_01939	YEAST04982
OG0005498	AMPFI_06275, AMPFI_08703	YEAST02944
OG0005499	AMPFI_05385	YEAST00316
OG0005503	AMPFI_09752	YEAST01883
OG0005504	AMPFI_14316	YEAST02859
OG0005508	AMPFI_13592	YEAST05735
OG0005511	AMPFI_18166	YEAST04889
OG0005514	AMPFI_06273, AMPFI_06905, AMPFI_19883	YEAST00756
OG0005524	AMPFI_18619	YEAST04752
OG0005527	AMPFI_07187	YEAST05177
OG0005531	AMPFI_07834	YEAST02508
OG0005533	AMPFI_07431	YEAST05670
OG0005535	AMPFI_20792	YEAST03305
OG0005537	AMPFI_21731, AMPFI_15705	YEAST00932
OG0005539	AMPFI_17867	YEAST01881
OG0005540	AMPFI_01581, AMPFI_04856, AMPFI_03424, AMPFI_25533	YEAST04214
OG0005545	AMPFI_02918	YEAST06273
OG0005554	AMPFI_09650	YEAST01003
OG0005556	AMPFI_06697	YEAST01807
OG0005559	AMPFI_24875	YEAST02680
OG0005560	AMPFI_25591	YEAST01996
OG0005562	AMPFI_08855	YEAST02317
OG0005563	AMPFI_03034	YEAST03552
OG0005564	AMPFI_13520	YEAST02525
OG0005566	AMPFI_06475	YEAST02934
OG0005569	AMPFI_20507	YEAST01288
OG0005570	AMPFI_11973	YEAST05155
OG0005572	AMPFI_24950	YEAST04844
OG0005573	AMPFI_21915, AMPFI_19508	YEAST00059
OG0005574	AMPFI_22160	YEAST02083
OG0005575	AMPFI_00158	YEAST02256
OG0005580	AMPFI_07747	YEAST03612
OG0005582	AMPFI_07454, AMPFI_01101	YEAST06134
OG0005584	AMPFI_00049	YEAST03140, YEAST03524
OG0005592	AMPFI_00505	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	AMPFI_11982	YEAST04980
OG0005595	AMPFI_09486	YEAST01803
OG0005597	AMPFI_09644	YEAST02753
OG0005598	AMPFI_25028	YEAST01870
OG0005599	AMPFI_03358	YEAST01798
OG0005600	AMPFI_21973, AMPFI_20128	YEAST00206
OG0005604	AMPFI_08328	YEAST03276
OG0005605	AMPFI_05861	YEAST01083
OG0005613	AMPFI_05065	YEAST02714
OG0005617	AMPFI_19136	YEAST02068
OG0005618	AMPFI_14674	YEAST04830
OG0005620	AMPFI_06209	YEAST04915
OG0005622	AMPFI_12692	YEAST05142
OG0005623	AMPFI_17629	YEAST01590
OG0005626	AMPFI_23540	YEAST02896
OG0005632	AMPFI_19962	YEAST01025
OG0005636	AMPFI_04489	YEAST04250, YEAST02533
OG0005641	AMPFI_10495, AMPFI_09624	YEAST05413
OG0005643	AMPFI_10803	YEAST05368
OG0005645	AMPFI_12021	YEAST03386
OG0005649	AMPFI_14935	YEAST03683
OG0005652	AMPFI_22497	YEAST02748
OG0005701	AMPFI_09363	YEAST03349
OG0005702	AMPFI_22449	YEAST02337
OG0005703	AMPFI_19719	YEAST00484
OG0005707	AMPFI_01312	YEAST01682
OG0005715	AMPFI_24802	YEAST05111
OG0005719	AMPFI_09072	YEAST01866
OG0005723	AMPFI_12510	YEAST05629
OG0005728	AMPFI_22569, AMPFI_01425	YEAST03877
OG0005729	AMPFI_16465	YEAST04879
OG0005731	AMPFI_06208, AMPFI_05549	YEAST04127
OG0005732	AMPFI_10475	YEAST05411, YEAST00067
OG0005734	AMPFI_20477	YEAST03845
OG0005747	AMPFI_06608	YEAST02338
OG0005749	AMPFI_06019	YEAST00550
OG0005750	AMPFI_08396	YEAST05318
OG0005758	AMPFI_09198	YEAST03970
OG0005764	AMPFI_08279	YEAST03256
OG0005769	AMPFI_10907	YEAST05614
OG0005774	AMPFI_05603	YEAST01218
OG0005775	AMPFI_07449	YEAST04199
OG0005779	AMPFI_11915	YEAST03322
OG0005783	AMPFI_15287, AMPFI_15288	YEAST04090
OG0005784	AMPFI_12391	YEAST06131
OG0005789	AMPFI_10549	YEAST06245
OG0005790	AMPFI_05866	YEAST01022
OG0005792	AMPFI_01360	YEAST02379
OG0005793	AMPFI_00132, AMPFI_00669	YEAST03437
OG0005794	AMPFI_12426	YEAST03999
OG0005796	AMPFI_06497	YEAST02169
OG0005797	AMPFI_05925	YEAST04949
OG0005799	AMPFI_06285	YEAST05573
OG0005801	AMPFI_10438	YEAST00340
OG0005803	AMPFI_15963	YEAST05968
OG0005805	AMPFI_10030, AMPFI_05120	YEAST01806
OG0005807	AMPFI_06203	YEAST01275
OG0005811	AMPFI_11672	YEAST01007
OG0005812	AMPFI_07294	YEAST06095, YEAST02696, YEAST03626
OG0005814	AMPFI_10557	YEAST01475
OG0005815	AMPFI_08919	YEAST03739
OG0005819	AMPFI_11841, AMPFI_11483	YEAST04896
OG0005823	AMPFI_09872	YEAST01415
OG0005828	AMPFI_11110	YEAST00547
OG0005832	AMPFI_09133	YEAST00468
OG0005835	AMPFI_07548	YEAST01714
OG0005837	AMPFI_24762	YEAST02139
OG0005842	AMPFI_00596, AMPFI_14150	YEAST02254
OG0005843	AMPFI_14005	YEAST02236
OG0005845	AMPFI_17578	YEAST00903
OG0005848	AMPFI_06719	YEAST01451, YEAST02858
OG0005849	AMPFI_11348	YEAST01002
OG0005850	AMPFI_24439, AMPFI_20033	YEAST01618
OG0005860	AMPFI_25002	YEAST01211
OG0005864	AMPFI_07558	YEAST04171
OG0005865	AMPFI_18702	YEAST02036
OG0005866	AMPFI_06903	YEAST02662, YEAST00926, YEAST05389
OG0005869	AMPFI_12200	YEAST04361
OG0005872	AMPFI_23480, AMPFI_01540, AMPFI_13547, AMPFI_23922	YEAST00119
OG0005874	AMPFI_20641	YEAST05241
OG0005880	AMPFI_10332	YEAST00456
OG0005886	AMPFI_23551	YEAST01320
OG0005887	AMPFI_10470	YEAST02429, YEAST01660
OG0005888	AMPFI_02169	YEAST01289, YEAST02921
OG0005889	AMPFI_10713	YEAST02568
OG0005893	AMPFI_07366	YEAST05434
OG0005897	AMPFI_15099	YEAST04730
OG0005899	AMPFI_20021	YEAST01832
OG0005901	AMPFI_04784	YEAST04462
OG0005906	AMPFI_20490	YEAST01796
OG0005909	AMPFI_13997	YEAST01623
OG0005919	AMPFI_14223	YEAST06039
OG0005921	AMPFI_15068	YEAST01856
OG0005922	AMPFI_21840	YEAST03364
OG0005925	AMPFI_18037	YEAST05583
OG0005928	AMPFI_11498	YEAST02001
OG0005931	AMPFI_25311	YEAST04950
OG0005932	AMPFI_07308	YEAST02495
OG0005933	AMPFI_09258	YEAST05705
OG0005936	AMPFI_10646	YEAST03224
OG0005940	AMPFI_15882, AMPFI_20531	YEAST04035
OG0005943	AMPFI_06122	YEAST00579
OG0005944	AMPFI_09325	YEAST01316
OG0005946	AMPFI_02248	YEAST05608
OG0005949	AMPFI_00381	YEAST06253
OG0005952	AMPFI_08552	YEAST03507
OG0005954	AMPFI_00246	YEAST01233
OG0005955	AMPFI_10511	YEAST00616
OG0005960	AMPFI_21562	YEAST04608
OG0005961	AMPFI_06441	YEAST00672
OG0005965	AMPFI_16306, AMPFI_25841	YEAST02033
OG0005966	AMPFI_00202	YEAST04113
OG0005968	AMPFI_02265	YEAST05417
OG0005969	AMPFI_05971	YEAST04558, YEAST04559
OG0005970	AMPFI_08520	YEAST05328
OG0005974	AMPFI_23260	YEAST06068
OG0005976	AMPFI_12033, AMPFI_00199	YEAST02136
OG0005978	AMPFI_25985	YEAST01891
OG0005980	AMPFI_09676	YEAST06132
OG0005984	AMPFI_24385	YEAST04078, YEAST01479
OG0005985	AMPFI_02791	YEAST00726
OG0005986	AMPFI_14970	YEAST02056
OG0005987	AMPFI_21081	YEAST05748
OG0005989	AMPFI_00165	YEAST04850
OG0005991	AMPFI_01649, AMPFI_15124, AMPFI_01419	YEAST06034
OG0005993	AMPFI_06032	YEAST04496
OG0005995	AMPFI_08072	YEAST01813
OG0005996	AMPFI_25425, AMPFI_16927, AMPFI_09019	YEAST02670
OG0005998	AMPFI_10189	YEAST04034
OG0006001	AMPFI_13702, AMPFI_21077	YEAST02335
OG0006003	AMPFI_14194	YEAST05889
OG0006005	AMPFI_15191	YEAST05024
OG0006011	AMPFI_19165	YEAST02553
OG0006059	AMPFI_19289, AMPFI_07653	YEAST03490
OG0006063	AMPFI_10125	YEAST00475
OG0006064	AMPFI_10479	YEAST03138
OG0006065	AMPFI_00707	YEAST06018
OG0006069	AMPFI_24819	YEAST00670
OG0006071	AMPFI_06844	YEAST02732
OG0006072	AMPFI_25885	YEAST03317
OG0006073	AMPFI_18545	YEAST06328
OG0006074	AMPFI_10172, AMPFI_10171, AMPFI_01066	YEAST00045
OG0006084	AMPFI_21479	YEAST02308
OG0006087	AMPFI_17531	YEAST02260
OG0006090	AMPFI_09756	YEAST03852
OG0006095	AMPFI_05328	YEAST03334
OG0006096	AMPFI_15060	YEAST03331
OG0006098	AMPFI_22804, AMPFI_18314	YEAST06192
OG0006103	AMPFI_03153	YEAST01110
OG0006104	AMPFI_13805	YEAST03697
OG0006106	AMPFI_21458	YEAST00295
OG0006113	AMPFI_22280	YEAST06164
OG0006114	AMPFI_02697	YEAST05960
OG0006115	AMPFI_05027	YEAST01346
OG0006116	AMPFI_02378, AMPFI_12560	YEAST05770
OG0006117	AMPFI_07331	YEAST05899
OG0006127	AMPFI_02019	YEAST04711
OG0006134	AMPFI_06352	YEAST00416
OG0006136	AMPFI_11966	YEAST05740
OG0006140	AMPFI_08309	YEAST05182
OG0006141	AMPFI_05969	YEAST02626
OG0006144	AMPFI_07884, AMPFI_06238	YEAST04770
OG0006145	AMPFI_23447, AMPFI_19918	YEAST01394
OG0006147	AMPFI_23905	YEAST05179
OG0006149	AMPFI_00527, AMPFI_00771, AMPFI_19561	YEAST05979
OG0006152	AMPFI_08291, AMPFI_08292	YEAST03796
OG0006155	AMPFI_06316	YEAST04800
OG0006156	AMPFI_00402	YEAST00437
OG0006157	AMPFI_04730	YEAST02465
OG0006159	AMPFI_07707	YEAST06098
OG0006160	AMPFI_03617, AMPFI_14878	YEAST01548
OG0006161	AMPFI_20940, AMPFI_22307	YEAST04301
OG0006168	AMPFI_05556	YEAST01411
OG0006169	AMPFI_11768	YEAST02933
OG0006176	AMPFI_10520	YEAST03164
OG0006177	AMPFI_05594, AMPFI_04013	YEAST01871, YEAST01295
OG0006180	AMPFI_00899	YEAST00504
OG0006181	AMPFI_03759	YEAST02419
OG0006185	AMPFI_09297	YEAST05986
OG0006186	AMPFI_24925	YEAST01010
OG0006188	AMPFI_07880	YEAST05311
OG0006189	AMPFI_11168	YEAST00844, YEAST06269
OG0006191	AMPFI_21306	YEAST02336
OG0006192	AMPFI_12685	YEAST06153
OG0006196	AMPFI_02836	YEAST03954
OG0006199	AMPFI_09853	YEAST06121
OG0006200	AMPFI_25110	YEAST05079
OG0006202	AMPFI_12051	YEAST00362
OG0006204	AMPFI_01294	YEAST02271
OG0006209	AMPFI_16406, AMPFI_04793	YEAST04555
OG0006210	AMPFI_09052	YEAST00201
OG0006213	AMPFI_05568	YEAST03554
OG0006214	AMPFI_01488	YEAST04089
OG0006216	AMPFI_10203	YEAST01089
OG0006217	AMPFI_17673	YEAST00809
OG0006224	AMPFI_06836	YEAST02751, YEAST03048
OG0006225	AMPFI_17092, AMPFI_21632	YEAST04875
OG0006227	AMPFI_11009	YEAST00128
OG0006229	AMPFI_12998	YEAST00143
OG0006230	AMPFI_23278	YEAST03869
OG0006233	AMPFI_19163	YEAST04247
OG0006237	AMPFI_22763, AMPFI_25948	YEAST02126
OG0006240	AMPFI_03635	YEAST04649
OG0006245	AMPFI_05666	YEAST05732
OG0006249	AMPFI_02549	YEAST00821
OG0006250	AMPFI_08516, AMPFI_14204	YEAST05424
OG0006251	AMPFI_08696	YEAST04963
OG0006255	AMPFI_10712	YEAST03350
OG0006258	AMPFI_10117	YEAST05637
OG0006259	AMPFI_08846	YEAST05672
OG0006260	AMPFI_09166	YEAST04100
OG0006263	AMPFI_15958	YEAST02521
OG0006269	AMPFI_11603	YEAST03069
OG0006271	AMPFI_05497	YEAST00375
OG0006275	AMPFI_11056	YEAST06102
OG0006277	AMPFI_05401	YEAST02811
OG0006279	AMPFI_12209	YEAST04402
OG0006280	AMPFI_13354	YEAST04541
OG0006281	AMPFI_08305	YEAST04979
OG0006283	AMPFI_09857	YEAST00229
OG0006284	AMPFI_13248, AMPFI_15640	YEAST04213
OG0006288	AMPFI_21965	YEAST02860
OG0006289	AMPFI_07047	YEAST06209
OG0006293	AMPFI_20336	YEAST05380
OG0006294	AMPFI_08840	YEAST04000
OG0006295	AMPFI_12168	YEAST05360
OG0006302	AMPFI_24529, AMPFI_15854	YEAST01852
OG0006311	AMPFI_05300	YEAST01145
OG0006313	AMPFI_08699	YEAST02392
OG0006315	AMPFI_12726, AMPFI_10792	YEAST00489
OG0006317	AMPFI_10347	YEAST02082
OG0006319	AMPFI_18169	YEAST01135
OG0006320	AMPFI_02196	YEAST04478
OG0006322	AMPFI_18871	YEAST00815
OG0006332	AMPFI_14914	YEAST06042
OG0006334	AMPFI_25859	YEAST00864
OG0006335	AMPFI_07444	YEAST02588
OG0006339	AMPFI_08797	YEAST06286
OG0006340	AMPFI_12532	YEAST00922, YEAST05387
OG0006341	AMPFI_15945	YEAST01452
OG0006344	AMPFI_17205	YEAST01465
OG0006347	AMPFI_08973	YEAST03436
OG0006350	AMPFI_24714	YEAST00452
OG0006357	AMPFI_23363	YEAST02650
OG0006360	AMPFI_21111	YEAST01556
OG0006362	AMPFI_21721	YEAST05722
OG0006370	AMPFI_02001	YEAST02350
OG0006372	AMPFI_02843	YEAST05423
OG0006375	AMPFI_05100	YEAST05198
OG0006377	AMPFI_06121	YEAST04974
OG0006378	AMPFI_06173	YEAST01924
OG0006381	AMPFI_07193	YEAST01058
OG0006382	AMPFI_08946	YEAST03313
OG0006385	AMPFI_10081	YEAST04806
OG0006387	AMPFI_10442	YEAST05324
OG0006389	AMPFI_10944	YEAST02409
OG0006390	AMPFI_11153	YEAST00339
OG0006392	AMPFI_11646	YEAST01246
OG0006395	AMPFI_13661	YEAST03605
OG0006396	AMPFI_14971	YEAST02453
OG0006398	AMPFI_17211	YEAST04420, YEAST03553
OG0006447	AMPFI_11947	YEAST03459
OG0006448	AMPFI_06560	YEAST00505, YEAST04285
OG0006459	AMPFI_24708	YEAST00972, YEAST00245
OG0006461	AMPFI_09416	YEAST05346
OG0006462	AMPFI_25276	YEAST01838
OG0006464	AMPFI_20431	YEAST05965
OG0006465	AMPFI_08854	YEAST01875
OG0006467	AMPFI_07080	YEAST00027, YEAST02272
OG0006470	AMPFI_09779	YEAST01306
OG0006474	AMPFI_10985	YEAST03988
OG0006475	AMPFI_07654	YEAST06223, YEAST00349
OG0006476	AMPFI_06528	YEAST00315
OG0006479	AMPFI_06142	YEAST05669
OG0006481	AMPFI_25723	YEAST06165
OG0006488	AMPFI_11034	YEAST02614
OG0006498	AMPFI_12161	YEAST02291
OG0006503	AMPFI_14175	YEAST06053
OG0006507	AMPFI_10834	YEAST02914
OG0006509	AMPFI_18650	YEAST02252
OG0006511	AMPFI_09796	YEAST01899
