Orthogroup	AMPFI_ok	APOSJ_ok
OG0007943	AMPFI_06228	APOSJ_57289
OG0007944	AMPFI_05040	APOSJ_10423
OG0007946	AMPFI_05034	APOSJ_56691
OG0007947	AMPFI_18057	APOSJ_16372
OG0007948	AMPFI_10334	APOSJ_39830, APOSJ_39829
OG0007950	AMPFI_20478	APOSJ_02634, APOSJ_02635
OG0007951	AMPFI_03195	APOSJ_14441, APOSJ_14440
OG0007952	AMPFI_10147	APOSJ_38308, APOSJ_06069, APOSJ_38311
OG0007953	AMPFI_05678	APOSJ_12790, APOSJ_12789
OG0007954	AMPFI_05069	APOSJ_10113
OG0007955	AMPFI_16512	APOSJ_33148, APOSJ_33147, APOSJ_33145, APOSJ_33146
OG0007957	AMPFI_14623	APOSJ_64037, APOSJ_23115
OG0007959	AMPFI_21334	APOSJ_25135
OG0007962	AMPFI_12638	APOSJ_39048
OG0007963	AMPFI_01214	APOSJ_00379, APOSJ_00378, APOSJ_00376, APOSJ_00377
OG0007964	AMPFI_21832	APOSJ_22928, APOSJ_22927
OG0007965	AMPFI_07808	APOSJ_49631, APOSJ_49629, APOSJ_49628, APOSJ_49632
OG0007966	AMPFI_23170	APOSJ_58734
OG0007967	AMPFI_04334	APOSJ_45572, APOSJ_00043, APOSJ_20503, APOSJ_41543
OG0007968	AMPFI_11132	APOSJ_20718
OG0007969	AMPFI_01771	APOSJ_57633, APOSJ_57632
OG0007971	AMPFI_18074	APOSJ_63266
OG0007972	AMPFI_12030	APOSJ_60604
OG0007973	AMPFI_05823	APOSJ_14221, APOSJ_14220, APOSJ_54809, APOSJ_14219
OG0007974	AMPFI_09698	APOSJ_58356
OG0007976	AMPFI_06391	APOSJ_18713, APOSJ_18714
OG0007977	AMPFI_15112	APOSJ_00593
OG0007979	AMPFI_14503	APOSJ_62465, APOSJ_62470
OG0007980	AMPFI_19722	APOSJ_44921
OG0007983	AMPFI_09943	APOSJ_17742, APOSJ_17744
OG0007984	AMPFI_23898	APOSJ_62329
OG0007985	AMPFI_12399, AMPFI_04135	APOSJ_35488, APOSJ_35487, APOSJ_35489
OG0007986	AMPFI_01538	APOSJ_29320, APOSJ_16479, APOSJ_16483
OG0007987	AMPFI_23046	APOSJ_48844, APOSJ_28677, APOSJ_28678
OG0007988	AMPFI_17953	APOSJ_18859
OG0007990	AMPFI_22745	APOSJ_59354, APOSJ_51648
OG0007991	AMPFI_16707	APOSJ_50763
OG0007992	AMPFI_25247	APOSJ_57931
OG0007993	AMPFI_02776	APOSJ_39787
OG0007994	AMPFI_21393	APOSJ_20956, APOSJ_20955, APOSJ_12344
OG0007996	AMPFI_05966	APOSJ_39750
OG0007997	AMPFI_09115	APOSJ_27656
OG0007999	AMPFI_01805	APOSJ_41134
OG0008000	AMPFI_09007	APOSJ_36649
OG0008001	AMPFI_25367	APOSJ_63524, APOSJ_63522
OG0008002	AMPFI_21689	APOSJ_23489, APOSJ_23488
OG0008003	AMPFI_05104	APOSJ_25343
OG0008004	AMPFI_10822	APOSJ_03622
OG0008006	AMPFI_16469	APOSJ_44794, APOSJ_52835
OG0008007	AMPFI_13139	APOSJ_47402, APOSJ_47403
OG0008008	AMPFI_25912	APOSJ_07170, APOSJ_07169
OG0008009	AMPFI_08348	APOSJ_23860, APOSJ_23859
OG0008011	AMPFI_18612	APOSJ_62787
OG0008012	AMPFI_12612	APOSJ_16849
OG0008013	AMPFI_03278	APOSJ_50777
OG0008014	AMPFI_06861	APOSJ_51534
OG0008014	AMPFI_18679	APOSJ_55864
OG0008016	AMPFI_15729	APOSJ_00663
OG0008017	AMPFI_09425	APOSJ_26077, APOSJ_33191
OG0008018	AMPFI_11292	APOSJ_53485, APOSJ_63539, APOSJ_53486, APOSJ_63536
OG0008019	AMPFI_13609	APOSJ_58761, APOSJ_34454, APOSJ_26544, APOSJ_58759
OG0008020	AMPFI_14461	APOSJ_62404
OG0008022	AMPFI_09081	APOSJ_13413
OG0008024	AMPFI_02715	APOSJ_54996, APOSJ_54997, APOSJ_54998, APOSJ_55000, APOSJ_30814
OG0008026	AMPFI_00429	APOSJ_47677, APOSJ_47676
OG0008027	AMPFI_01486	APOSJ_42390, APOSJ_42391
OG0008028	AMPFI_11787	APOSJ_04704, APOSJ_04703
OG0008029	AMPFI_03797	APOSJ_13726, APOSJ_13725
OG0008030	AMPFI_23756	APOSJ_33665
OG0008031	AMPFI_08965	APOSJ_52849
OG0008036	AMPFI_05655	APOSJ_24380, APOSJ_24381, APOSJ_22386
OG0008037	AMPFI_10779	APOSJ_38586
OG0008038	AMPFI_12972	APOSJ_48027
OG0008039	AMPFI_12471	APOSJ_25048
OG0008040	AMPFI_13459	APOSJ_35075
OG0008041	AMPFI_09625	APOSJ_31007, APOSJ_31006
OG0008043	AMPFI_04310	APOSJ_04398
OG0008043	AMPFI_01067	APOSJ_27313, APOSJ_27315
OG0008044	AMPFI_00182	APOSJ_39018, APOSJ_39022, APOSJ_39021, APOSJ_39019, APOSJ_39020
OG0008047	AMPFI_19293	APOSJ_60798, APOSJ_60797, APOSJ_60795, APOSJ_60796
OG0008048	AMPFI_06090	APOSJ_46263, APOSJ_50492
OG0008049	AMPFI_09649	APOSJ_34603, APOSJ_34602
OG0008051	AMPFI_16348	APOSJ_11459, APOSJ_11458
OG0008052	AMPFI_13973	APOSJ_12275, APOSJ_12274
OG0008053	AMPFI_10245	APOSJ_38972
OG0008054	AMPFI_16895	APOSJ_59724, APOSJ_59725
OG0008056	AMPFI_08430	APOSJ_12453
OG0008057	AMPFI_14790	APOSJ_60111
OG0008059	AMPFI_15349	APOSJ_42741, APOSJ_42740
OG0008062	AMPFI_19832	APOSJ_63925, APOSJ_15341
OG0008063	AMPFI_00572	APOSJ_13976
OG0008064	AMPFI_23088, AMPFI_19393, AMPFI_22991	APOSJ_16454
OG0008065	AMPFI_12989	APOSJ_64793, APOSJ_64792
OG0008066	AMPFI_15863	APOSJ_58450, APOSJ_58445, APOSJ_58446
OG0008067	AMPFI_08934	APOSJ_30363
OG0008068	AMPFI_24343	APOSJ_64324
OG0008069	AMPFI_22884	APOSJ_22755, APOSJ_22757
OG0008071	AMPFI_09114	APOSJ_56025
OG0008072	AMPFI_24640	APOSJ_02517
OG0008073	AMPFI_05875	APOSJ_08083, APOSJ_08084, APOSJ_08085
OG0008075	AMPFI_18963	APOSJ_48856, APOSJ_48859
OG0008076	AMPFI_25537	APOSJ_54094
OG0008077	AMPFI_16858	APOSJ_37998, APOSJ_37999
OG0008078	AMPFI_03483	APOSJ_60439, APOSJ_49364
OG0008079	AMPFI_23704	APOSJ_32217
OG0008080	AMPFI_03395	APOSJ_52940, APOSJ_02539, APOSJ_29328, APOSJ_52945, APOSJ_24927, APOSJ_52947, APOSJ_18812, APOSJ_52949
OG0008081	AMPFI_08017	APOSJ_55476
OG0008082	AMPFI_06725	APOSJ_08262, APOSJ_08263
OG0008083	AMPFI_18304	APOSJ_51312
OG0008084	AMPFI_16208	APOSJ_37515, APOSJ_56247, APOSJ_10648, APOSJ_37510, APOSJ_13535, APOSJ_10642
OG0008086	AMPFI_07090	APOSJ_08305, APOSJ_08306
OG0008087	AMPFI_07407	APOSJ_09625
OG0008088	AMPFI_05351	APOSJ_33896
OG0008089	AMPFI_12190, AMPFI_00773	APOSJ_59941
OG0008091	AMPFI_07279	APOSJ_32247
OG0008092	AMPFI_12661	APOSJ_18575, APOSJ_16461, APOSJ_16459, APOSJ_16460
OG0008093	AMPFI_00760	APOSJ_06326, APOSJ_06324, APOSJ_06327
OG0008094	AMPFI_01509	APOSJ_05625
OG0008097	AMPFI_22296	APOSJ_59807, APOSJ_05583, APOSJ_57114, APOSJ_63795, APOSJ_05582, APOSJ_37532, APOSJ_20326
OG0008098	AMPFI_03002	APOSJ_48607
OG0008099	AMPFI_03591	APOSJ_53887, APOSJ_53886, APOSJ_00264, APOSJ_53885
OG0008100	AMPFI_06853	APOSJ_07191
OG0008102	AMPFI_07411	APOSJ_41826, APOSJ_41824, APOSJ_41828, APOSJ_41825, APOSJ_41823, APOSJ_41827
OG0008103	AMPFI_07817	APOSJ_62425
OG0008104	AMPFI_08107	APOSJ_62016
OG0008105	AMPFI_09929	APOSJ_38249, APOSJ_39455
OG0008106	AMPFI_10462	APOSJ_58604
OG0008107	AMPFI_11086	APOSJ_25957, APOSJ_20808, APOSJ_20809
OG0008108	AMPFI_11284	APOSJ_46545
OG0008109	AMPFI_11697	APOSJ_26570
OG0008110	AMPFI_12641	APOSJ_35676, APOSJ_53484
OG0008111	AMPFI_14617	APOSJ_16263, APOSJ_16185, APOSJ_16187
OG0008112	AMPFI_14723	APOSJ_60675, APOSJ_55246
OG0008113	AMPFI_14844	APOSJ_19781
OG0008116	AMPFI_16582	APOSJ_58851, APOSJ_45149
OG0008117	AMPFI_17449	APOSJ_15616
OG0008118	AMPFI_17809	APOSJ_46184, APOSJ_43025, APOSJ_43027, APOSJ_34371, APOSJ_46185, APOSJ_43028, APOSJ_46190, APOSJ_46187, APOSJ_03654, APOSJ_46188, APOSJ_43026
OG0008119	AMPFI_18841	APOSJ_03433
OG0008120	AMPFI_19253	APOSJ_22244, APOSJ_22243, APOSJ_22242
OG0008121	AMPFI_19315	APOSJ_63239, APOSJ_63237, APOSJ_63236, APOSJ_29533, APOSJ_19699, APOSJ_23937, APOSJ_63238, APOSJ_23939, APOSJ_15119, APOSJ_03740, APOSJ_29530, APOSJ_15117, APOSJ_23938, APOSJ_63241, APOSJ_15116, APOSJ_23941, APOSJ_63240, APOSJ_15118, APOSJ_19697, APOSJ_29541
OG0008122	AMPFI_19895	APOSJ_62606, APOSJ_47901, APOSJ_62607
OG0008125	AMPFI_23204	APOSJ_54076, APOSJ_54074, APOSJ_54075
OG0008126	AMPFI_23220	APOSJ_47109, APOSJ_47111
OG0008127	AMPFI_25473	APOSJ_62727
OG0008194	AMPFI_03668	APOSJ_09528, APOSJ_09527
OG0008196	AMPFI_11912	APOSJ_10141
OG0008198	AMPFI_13301	APOSJ_42526, APOSJ_09036
OG0008199	AMPFI_16813	APOSJ_19183
OG0008201	AMPFI_07031	APOSJ_45578
OG0008202	AMPFI_10244	APOSJ_17669
OG0008203	AMPFI_18647	APOSJ_19841
OG0008204	AMPFI_05833	APOSJ_31314, APOSJ_31315
OG0008205	AMPFI_14335	APOSJ_61503
OG0008206	AMPFI_14174	APOSJ_09377
OG0008208	AMPFI_09302	APOSJ_60973, APOSJ_60974
OG0008209	AMPFI_08788	APOSJ_48745
OG0008211	AMPFI_07315	APOSJ_63395
OG0008212	AMPFI_19889	APOSJ_21656
OG0008213	AMPFI_08549	APOSJ_22492
OG0008214	AMPFI_22755	APOSJ_26321
OG0008216	AMPFI_11177	APOSJ_20468, APOSJ_65242
OG0008217	AMPFI_22193	APOSJ_02132, APOSJ_42758
OG0008218	AMPFI_12318	APOSJ_44699, APOSJ_56369
OG0008219	AMPFI_07239	APOSJ_02829, APOSJ_02827
OG0008220	AMPFI_22814	APOSJ_42156
OG0008222	AMPFI_17463	APOSJ_46748, APOSJ_46749
OG0008223	AMPFI_07844	APOSJ_45810, APOSJ_17679
OG0008224	AMPFI_07716	APOSJ_32642, APOSJ_39790
OG0008227	AMPFI_07029	APOSJ_08223
OG0008228	AMPFI_10122	APOSJ_55579, APOSJ_19040
OG0008229	AMPFI_23911	APOSJ_31626, APOSJ_05104, APOSJ_05105, APOSJ_05102, APOSJ_05103, APOSJ_05107
OG0008230	AMPFI_05521	APOSJ_54532
OG0008231	AMPFI_05547	APOSJ_18852
OG0008232	AMPFI_23612	APOSJ_44947
OG0008234	AMPFI_06611	APOSJ_35029
OG0008235	AMPFI_18455	APOSJ_01187, APOSJ_01186, APOSJ_01185
OG0008236	AMPFI_09759	APOSJ_52995
OG0008237	AMPFI_23396	APOSJ_48308, APOSJ_48309, APOSJ_56235, APOSJ_56236
OG0008238	AMPFI_11368	APOSJ_34517
OG0008239	AMPFI_04110	APOSJ_59066
OG0008242	AMPFI_04282	APOSJ_64559
OG0008243	AMPFI_12012	APOSJ_40154, APOSJ_55322, APOSJ_40153
OG0008244	AMPFI_24527	APOSJ_07823
OG0008245	AMPFI_08268	APOSJ_08586, APOSJ_08587
OG0008246	AMPFI_11645	APOSJ_47543
OG0008247	AMPFI_24048	APOSJ_15285, APOSJ_15284
OG0008248	AMPFI_19513	APOSJ_56313
OG0008249	AMPFI_08214	APOSJ_36755
OG0008250	AMPFI_12283	APOSJ_06788, APOSJ_52714, APOSJ_52707, APOSJ_17508
OG0008251	AMPFI_19583	APOSJ_47958, APOSJ_46428
OG0008252	AMPFI_14543	APOSJ_27157
OG0008253	AMPFI_06261	APOSJ_01266, APOSJ_01265, APOSJ_52330, APOSJ_26064, APOSJ_01267
OG0008254	AMPFI_02591	APOSJ_62688
OG0008257	AMPFI_09890	APOSJ_51756
OG0008258	AMPFI_15951	APOSJ_01588
OG0008259	AMPFI_05338	APOSJ_29572
OG0008260	AMPFI_21089	APOSJ_64847, APOSJ_03876, APOSJ_03877
OG0008261	AMPFI_14114	APOSJ_25486, APOSJ_25487
OG0008262	AMPFI_21752	APOSJ_51443, APOSJ_03085
OG0008263	AMPFI_07599	APOSJ_61761, APOSJ_61764
OG0008265	AMPFI_06479	APOSJ_51433, APOSJ_07805, APOSJ_07804
OG0008266	AMPFI_06495	APOSJ_37134, APOSJ_37133
OG0008267	AMPFI_06823	APOSJ_56245
OG0008268	AMPFI_08036	APOSJ_10961, APOSJ_10959, APOSJ_10960
OG0008269	AMPFI_09119	APOSJ_56084, APOSJ_52201
OG0008270	AMPFI_05663	APOSJ_32693
OG0008271	AMPFI_24888	APOSJ_04137
OG0008272	AMPFI_01881	APOSJ_13484, APOSJ_13483
OG0008274	AMPFI_18471	APOSJ_28176, APOSJ_45214, APOSJ_28177
OG0008276	AMPFI_19108, AMPFI_18555	APOSJ_23898
OG0008277	AMPFI_10748	APOSJ_23521
OG0008279	AMPFI_17716	APOSJ_48103, APOSJ_07637, APOSJ_07635, APOSJ_07636, APOSJ_58275, APOSJ_07638
OG0008280	AMPFI_00105	APOSJ_10363
OG0008281	AMPFI_17351	APOSJ_09942
OG0008282	AMPFI_05485	APOSJ_27969, APOSJ_04483
OG0008284	AMPFI_10802	APOSJ_51454, APOSJ_51455
OG0008286	AMPFI_05241	APOSJ_47360, APOSJ_47361, APOSJ_47359
OG0008287	AMPFI_25328, AMPFI_00534, AMPFI_08641, AMPFI_23133	APOSJ_59121, APOSJ_59126
OG0008289	AMPFI_03301	APOSJ_64354
OG0008290	AMPFI_19833	APOSJ_56711
OG0008291	AMPFI_00655	APOSJ_47779, APOSJ_47782, APOSJ_47784, APOSJ_47781, APOSJ_47783, APOSJ_47780
OG0008292	AMPFI_25251	APOSJ_57321, APOSJ_30094
OG0008293	AMPFI_03423	APOSJ_39785
OG0008294	AMPFI_12035	APOSJ_49212, APOSJ_08225, APOSJ_49213
OG0008295	AMPFI_22240	APOSJ_01035
OG0008298	AMPFI_05163	APOSJ_58835, APOSJ_13781, APOSJ_13780, APOSJ_13782
OG0008300	AMPFI_26012	APOSJ_53660
OG0008301	AMPFI_21648	APOSJ_08995, APOSJ_08996
OG0008303	AMPFI_05000	APOSJ_36483
OG0008305	AMPFI_17893	APOSJ_42951
OG0008308	AMPFI_00448	APOSJ_54314, APOSJ_54313
OG0008309	AMPFI_03043	APOSJ_29528
OG0008311	AMPFI_14732	APOSJ_16989, APOSJ_29702, APOSJ_16987, APOSJ_29697, APOSJ_16988, APOSJ_29701, APOSJ_29694, APOSJ_29700, APOSJ_54885
OG0008312	AMPFI_18714	APOSJ_49078, APOSJ_49079
OG0008314	AMPFI_10374	APOSJ_63894, APOSJ_63895
OG0008315	AMPFI_14085, AMPFI_22484	APOSJ_41386, APOSJ_41389
OG0008316	AMPFI_25184	APOSJ_36561
OG0008317	AMPFI_18631	APOSJ_59216
OG0008318	AMPFI_24230	APOSJ_11925
OG0008319	AMPFI_08827	APOSJ_45233, APOSJ_45234
OG0008320	AMPFI_01703	APOSJ_65387
OG0008321	AMPFI_15689	APOSJ_21811
OG0008322	AMPFI_08266	APOSJ_06072
OG0008324	AMPFI_04805	APOSJ_09167, APOSJ_02405
OG0008326	AMPFI_21802	APOSJ_04312, APOSJ_04315, APOSJ_04317, APOSJ_04314, APOSJ_04313, APOSJ_04311
OG0008329	AMPFI_10670, AMPFI_00214	APOSJ_03024
OG0008330	AMPFI_07826	APOSJ_54261
OG0008330	AMPFI_05285	APOSJ_07946
OG0008332	AMPFI_17709	APOSJ_16003, APOSJ_16004
OG0008333	AMPFI_06113	APOSJ_00088
OG0008335	AMPFI_15830	APOSJ_04531
OG0008336	AMPFI_14233	APOSJ_23072, APOSJ_23073
OG0008339	AMPFI_14101	APOSJ_03577
OG0008341	AMPFI_09957	APOSJ_48711
OG0008343	AMPFI_06427	APOSJ_40121, APOSJ_40116, APOSJ_40120
OG0008344	AMPFI_14346	APOSJ_64123, APOSJ_20321, APOSJ_64122, APOSJ_20320, APOSJ_32985, APOSJ_20317, APOSJ_20322, APOSJ_32983, APOSJ_20319, APOSJ_06166, APOSJ_32984, APOSJ_20318
OG0008345	AMPFI_09026	APOSJ_19742, APOSJ_19744, APOSJ_19743, APOSJ_19741
OG0008346	AMPFI_22882	APOSJ_18773
OG0008347	AMPFI_11829	APOSJ_64120, APOSJ_50941, APOSJ_50940
OG0008348	AMPFI_24615	APOSJ_31793, APOSJ_31792
OG0008350	AMPFI_16249	APOSJ_42896
OG0008351	AMPFI_15483	APOSJ_08801
OG0008352	AMPFI_22301	APOSJ_54284, APOSJ_54286
OG0008353	AMPFI_00573	APOSJ_06826, APOSJ_06825
OG0008355	AMPFI_20782	APOSJ_63687, APOSJ_55816
OG0008357	AMPFI_10134	APOSJ_02816, APOSJ_02817
OG0008359	AMPFI_09448	APOSJ_38147, APOSJ_38148
OG0008360	AMPFI_16092	APOSJ_50584, APOSJ_40119, APOSJ_50590, APOSJ_40117, APOSJ_36933, APOSJ_50588
OG0008361	AMPFI_07243	APOSJ_35893
OG0008363	AMPFI_07869	APOSJ_38881, APOSJ_38882
OG0008368	AMPFI_03496	APOSJ_20046, APOSJ_62861
OG0008369	AMPFI_09845	APOSJ_44957
OG0008371	AMPFI_15403	APOSJ_56136
OG0008374	AMPFI_06576	APOSJ_11450, APOSJ_11451
OG0008377	AMPFI_03366	APOSJ_24776
OG0008378	AMPFI_06304	APOSJ_03147
OG0008379	AMPFI_00342	APOSJ_06738, APOSJ_06739
OG0008380	AMPFI_18189	APOSJ_09579
OG0008381	AMPFI_19133	APOSJ_29515
OG0008382	AMPFI_18986, AMPFI_01704	APOSJ_35901, APOSJ_35902
OG0008383	AMPFI_22561	APOSJ_34188
OG0008384	AMPFI_14189	APOSJ_44004
OG0008386	AMPFI_24674	APOSJ_59458, APOSJ_44574, APOSJ_44575
OG0008387	AMPFI_20902	APOSJ_26278, APOSJ_26279
OG0008388	AMPFI_22760	APOSJ_23597
OG0008389	AMPFI_23442	APOSJ_37189, APOSJ_55819, APOSJ_37190, APOSJ_62100, APOSJ_18977, APOSJ_55145, APOSJ_18979, APOSJ_55820
OG0008390	AMPFI_01510	APOSJ_01183, APOSJ_01182, APOSJ_01184, APOSJ_21700
OG0008395	AMPFI_04209, AMPFI_13495	APOSJ_16390, APOSJ_16392, APOSJ_16391
OG0008400	AMPFI_07415	APOSJ_04834
OG0008401	AMPFI_08099	APOSJ_47311
OG0008402	AMPFI_08293	APOSJ_51504, APOSJ_51938, APOSJ_00107, APOSJ_00105, APOSJ_00108, APOSJ_00106, APOSJ_51501, APOSJ_51502, APOSJ_51939
OG0008403	AMPFI_08891	APOSJ_19467
OG0008404	AMPFI_09139	APOSJ_03514
OG0008405	AMPFI_09315	APOSJ_36267, APOSJ_36269
OG0008405	AMPFI_09356	APOSJ_50193, APOSJ_64750, APOSJ_64749
OG0008406	AMPFI_09482	APOSJ_02790, APOSJ_02791
OG0008408	AMPFI_09914	APOSJ_25815
OG0008409	AMPFI_10092	APOSJ_05708, APOSJ_34066, APOSJ_34065, APOSJ_31917, APOSJ_31918, APOSJ_21553, APOSJ_31921, APOSJ_31922, APOSJ_21554, APOSJ_31919, APOSJ_05707, APOSJ_31916, APOSJ_15800, APOSJ_31920, APOSJ_21556, APOSJ_21555
OG0008410	AMPFI_10412	APOSJ_41449, APOSJ_41448
OG0008411	AMPFI_10476	APOSJ_12374, APOSJ_21426, APOSJ_64169, APOSJ_21429, APOSJ_21430, APOSJ_21428
OG0008412	AMPFI_10538	APOSJ_10698, APOSJ_19436
OG0008413	AMPFI_12009	APOSJ_48685
OG0008414	AMPFI_13879	APOSJ_26567, APOSJ_26445, APOSJ_26566
OG0008415	AMPFI_14254	APOSJ_58278, APOSJ_58276, APOSJ_48691
OG0008416	AMPFI_15364	APOSJ_03126, APOSJ_53722, APOSJ_53721, APOSJ_64881
OG0008417	AMPFI_25684, AMPFI_15417	APOSJ_26520
OG0008418	AMPFI_16332	APOSJ_62728
OG0008420	AMPFI_18997	APOSJ_08045, APOSJ_08044, APOSJ_08043, APOSJ_08041, APOSJ_08047, APOSJ_27421, APOSJ_08042, APOSJ_08046, APOSJ_27422
OG0008422	AMPFI_20618	APOSJ_04987
OG0008423	AMPFI_21149	APOSJ_60987, APOSJ_60989, APOSJ_60986, APOSJ_60988, APOSJ_61686, APOSJ_38652
OG0008424	AMPFI_23294	APOSJ_55088, APOSJ_55089
OG0008427	AMPFI_25943	APOSJ_53440
OG0008507	AMPFI_07938	APOSJ_42946, APOSJ_42945
OG0008509	AMPFI_25814	APOSJ_26498, APOSJ_04250
OG0008512	AMPFI_05748	APOSJ_06980, APOSJ_06978, APOSJ_54140, APOSJ_54137, APOSJ_06979
OG0008515	AMPFI_21455	APOSJ_64969, APOSJ_41114, APOSJ_41116, APOSJ_41113
OG0008522	AMPFI_04695	APOSJ_37806, APOSJ_08412
OG0008524	AMPFI_16681	APOSJ_56996
OG0008526	AMPFI_20730	APOSJ_24791
OG0008527	AMPFI_21830, AMPFI_22398	APOSJ_38261
OG0008528	AMPFI_26044	APOSJ_56185
OG0008529	AMPFI_22856	APOSJ_34795, APOSJ_34794, APOSJ_34793
OG0008530	AMPFI_14725	APOSJ_37731, APOSJ_37729
OG0008531	AMPFI_08746	APOSJ_11335, APOSJ_55282, APOSJ_52728, APOSJ_22011
OG0008532	AMPFI_23353	APOSJ_62331, APOSJ_62332
OG0008534	AMPFI_04061	APOSJ_63785, APOSJ_31185
OG0008535	AMPFI_16183	APOSJ_28298, APOSJ_64124
OG0008537	AMPFI_19999	APOSJ_64855, APOSJ_54072, APOSJ_05115, APOSJ_24226, APOSJ_51800, APOSJ_51804, APOSJ_51798, APOSJ_21423, APOSJ_61933, APOSJ_05112, APOSJ_64850, APOSJ_38020
OG0008539	AMPFI_22402	APOSJ_28461
OG0008540	AMPFI_22298	APOSJ_21686
OG0008541	AMPFI_21765, AMPFI_05661	APOSJ_58910, APOSJ_39462, APOSJ_39459, APOSJ_39461, APOSJ_39460
OG0008543	AMPFI_14385	APOSJ_10859, APOSJ_10857, APOSJ_10858, APOSJ_07347, APOSJ_13495, APOSJ_07350, APOSJ_07346
OG0008544	AMPFI_20363	APOSJ_58068, APOSJ_58069
OG0008546	AMPFI_23820	APOSJ_60678
OG0008547	AMPFI_04660	APOSJ_18536, APOSJ_18533, APOSJ_07385, APOSJ_07386, APOSJ_07387, APOSJ_18535, APOSJ_51912, APOSJ_63365
OG0008549	AMPFI_22925	APOSJ_31647
OG0008550	AMPFI_24742	APOSJ_06795
OG0008551	AMPFI_10931	APOSJ_12841
OG0008552	AMPFI_17621	APOSJ_63857, APOSJ_49043, APOSJ_63860, APOSJ_50981, APOSJ_63854, APOSJ_63855
OG0008553	AMPFI_06923	APOSJ_01006, APOSJ_37816, APOSJ_54239, APOSJ_54240, APOSJ_37820, APOSJ_54237, APOSJ_02234, APOSJ_37817, APOSJ_54236, APOSJ_14929, APOSJ_54235
OG0008555	AMPFI_08083	APOSJ_38213
OG0008558	AMPFI_01224	APOSJ_62848, APOSJ_32159
OG0008559	AMPFI_08904	APOSJ_35979, APOSJ_35981
OG0008560	AMPFI_17042	APOSJ_26524
OG0008561	AMPFI_20412, AMPFI_19708	APOSJ_13362
OG0008562	AMPFI_10135	APOSJ_58166
OG0008563	AMPFI_12165	APOSJ_08515, APOSJ_08516
OG0008564	AMPFI_08360	APOSJ_55286, APOSJ_51915
OG0008565	AMPFI_07501	APOSJ_32055, APOSJ_32056
OG0008569	AMPFI_19359	APOSJ_27128
OG0008570	AMPFI_15033	APOSJ_52673, APOSJ_63386, APOSJ_52672, APOSJ_63385
OG0008572	AMPFI_10782	APOSJ_32189
OG0008575	AMPFI_00619, AMPFI_15336	APOSJ_14684, APOSJ_44275
OG0008576	AMPFI_19249	APOSJ_16968
OG0008576	AMPFI_03110	APOSJ_45128, APOSJ_45129
OG0008578	AMPFI_08466	APOSJ_17338
OG0008579	AMPFI_05725	APOSJ_33967, APOSJ_33966
OG0008580	AMPFI_21671, AMPFI_18788	APOSJ_20948, APOSJ_02530, APOSJ_15537, APOSJ_15536, APOSJ_31952, APOSJ_15538, APOSJ_02534
OG0008582	AMPFI_15667, AMPFI_24125	APOSJ_11310
OG0008583	AMPFI_08422	APOSJ_26261
OG0008585	AMPFI_12839	APOSJ_42026, APOSJ_42002, APOSJ_41177, APOSJ_13075, APOSJ_13076, APOSJ_13071, APOSJ_27447, APOSJ_13073, APOSJ_13074, APOSJ_13072, APOSJ_13070, APOSJ_41181
OG0008586	AMPFI_18804	APOSJ_12938, APOSJ_12936, APOSJ_12935, APOSJ_12939, APOSJ_12937, APOSJ_12934
OG0008588	AMPFI_13970	APOSJ_42494, APOSJ_42495
OG0008589	AMPFI_01414, AMPFI_20644	APOSJ_60333, APOSJ_60334
OG0008591	AMPFI_07329	APOSJ_16605
OG0008592	AMPFI_15970	APOSJ_02717
OG0008594	AMPFI_08074, AMPFI_11109	APOSJ_64371, APOSJ_64356, APOSJ_41847
OG0008595	AMPFI_06634	APOSJ_12150
OG0008596	AMPFI_10302	APOSJ_21415, APOSJ_21413, APOSJ_21414
OG0008597	AMPFI_18374	APOSJ_19351
OG0008598	AMPFI_25018, AMPFI_11275	APOSJ_65025, APOSJ_65020, APOSJ_31104, APOSJ_65026, APOSJ_04803, APOSJ_36911, APOSJ_04854, APOSJ_65022, APOSJ_36914, APOSJ_36912, APOSJ_36913, APOSJ_56656
OG0008600	AMPFI_07876	APOSJ_15521
OG0008602	AMPFI_17272	APOSJ_28573
OG0008605	AMPFI_08352	APOSJ_38056, APOSJ_44088, APOSJ_44087
OG0008606	AMPFI_08075	APOSJ_40001, APOSJ_29213
OG0008607	AMPFI_05348	APOSJ_43499, APOSJ_43500
OG0008611	AMPFI_06471	APOSJ_18439
OG0008612	AMPFI_01091	APOSJ_03574
OG0008613	AMPFI_11480	APOSJ_25781
OG0008614	AMPFI_19080	APOSJ_30304, APOSJ_30305
OG0008617	AMPFI_06055	APOSJ_53039, APOSJ_60953, APOSJ_60945, APOSJ_53041, APOSJ_53035, APOSJ_44491, APOSJ_12070, APOSJ_44492, APOSJ_53036
OG0008619	AMPFI_00966	APOSJ_32213, APOSJ_32214, APOSJ_56701, APOSJ_32215
OG0008620	AMPFI_11595	APOSJ_09286
OG0008621	AMPFI_25551	APOSJ_41804, APOSJ_41799, APOSJ_26191, APOSJ_26188, APOSJ_26190, APOSJ_26189, APOSJ_26187
OG0008623	AMPFI_09955	APOSJ_21273, APOSJ_21272
OG0008624	AMPFI_05010	APOSJ_63015, APOSJ_63016
OG0008626	AMPFI_09203	APOSJ_62447, APOSJ_50761
OG0008627	AMPFI_12239	APOSJ_20602
