Orthogroup	AMPFI_ok	MOUSE
OG0006602	AMPFI_07168	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	AMPFI_06187	MOUSE49497
OG0006604	AMPFI_05937	MOUSE04487, MOUSE04486
OG0006606	AMPFI_17025, AMPFI_02730	MOUSE49675
OG0006607	AMPFI_08824	MOUSE33913, MOUSE33912
OG0006608	AMPFI_09810	MOUSE30020, MOUSE30018, MOUSE30019
OG0006609	AMPFI_06978	MOUSE35588
OG0006610	AMPFI_09328	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	AMPFI_21041	MOUSE02492, MOUSE02494, MOUSE02493
OG0006612	AMPFI_15592	MOUSE18460
OG0006613	AMPFI_15015	MOUSE27701, MOUSE27702
OG0006614	AMPFI_10524	MOUSE41919
OG0006615	AMPFI_13199	MOUSE19081
OG0006618	AMPFI_00492	MOUSE19920
OG0006618	AMPFI_03713	MOUSE19921
OG0006619	AMPFI_23367	MOUSE09213
OG0006620	AMPFI_11795	MOUSE34069, MOUSE12640
OG0006622	AMPFI_08817	MOUSE33010, MOUSE55184
OG0006623	AMPFI_15671	MOUSE27138
OG0006624	AMPFI_06811	MOUSE10945, MOUSE10944, MOUSE10946
OG0006626	AMPFI_23212	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964
OG0006627	AMPFI_12667	MOUSE18618
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	MOUSE51627
OG0006630	AMPFI_10137	MOUSE51996
OG0006631	AMPFI_11411	MOUSE23336, MOUSE23337, MOUSE23338
OG0006633	AMPFI_25785	MOUSE09178
OG0006635	AMPFI_03502	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747
OG0006636	AMPFI_04565	MOUSE42187, MOUSE42189
OG0006637	AMPFI_14025	MOUSE05078, MOUSE05077
OG0006638	AMPFI_10714	MOUSE13820
OG0006640	AMPFI_03675	MOUSE31547
OG0006641	AMPFI_04910	MOUSE07840, MOUSE07838, MOUSE07839
OG0006642	AMPFI_08414	MOUSE11001, MOUSE11000
OG0006645	AMPFI_10382	MOUSE32599, MOUSE32598
OG0006646	AMPFI_19853	MOUSE44699
OG0006647	AMPFI_05250	MOUSE49193, MOUSE49195, MOUSE49196
OG0006649	AMPFI_16709	MOUSE08158
OG0006650	AMPFI_21571	MOUSE49345, MOUSE49347, MOUSE49346
OG0006651	AMPFI_14545, AMPFI_14544	MOUSE16196, MOUSE16198
OG0006653	AMPFI_11904	MOUSE49822, MOUSE18541, MOUSE18540
OG0006654	AMPFI_10612	MOUSE00565
OG0006655	AMPFI_20781	MOUSE10356
OG0006656	AMPFI_07305	MOUSE41568, MOUSE41567
OG0006657	AMPFI_05148	MOUSE37737, MOUSE37736
OG0006658	AMPFI_09511	MOUSE07435
OG0006660	AMPFI_18652	MOUSE52656, MOUSE52657
OG0006661	AMPFI_11353	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209
OG0006662	AMPFI_03231	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	AMPFI_07743	MOUSE22698
OG0006664	AMPFI_18050	MOUSE13287
OG0006666	AMPFI_11045	MOUSE09374, MOUSE09372
OG0006668	AMPFI_07313	MOUSE21920
OG0006669	AMPFI_09179	MOUSE13244
OG0006670	AMPFI_14097	MOUSE24192, MOUSE24191
OG0006672	AMPFI_14221	MOUSE34328
OG0006673	AMPFI_14877	MOUSE27959
OG0006675	AMPFI_15480	MOUSE48029, MOUSE48028, MOUSE48027
OG0006676	AMPFI_11139	MOUSE39075, MOUSE39074
OG0006677	AMPFI_13068	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277
OG0006678	AMPFI_06249	MOUSE06118
OG0006679	AMPFI_05721	MOUSE21390
OG0006680	AMPFI_12617, AMPFI_10970	MOUSE28337
OG0006681	AMPFI_05590	MOUSE12651
OG0006683	AMPFI_03467	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998
OG0006684	AMPFI_01015	MOUSE39139, MOUSE39138
OG0006685	AMPFI_00727, AMPFI_21410, AMPFI_19005	MOUSE35612, MOUSE19040
OG0006686	AMPFI_25558	MOUSE25607
OG0006688	AMPFI_08024	MOUSE12007, MOUSE12001, MOUSE12000
OG0006689	AMPFI_09171	MOUSE44918, MOUSE44919, MOUSE44917
OG0006690	AMPFI_14968	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006692	AMPFI_02498	MOUSE05269
OG0006693	AMPFI_12142	MOUSE31556
OG0006694	AMPFI_03151	MOUSE00171, MOUSE00170, MOUSE00172
OG0006695	AMPFI_05886	MOUSE50174, MOUSE50175, MOUSE50173
OG0006696	AMPFI_05839	MOUSE02941, MOUSE02940, MOUSE02942, MOUSE07436
OG0006697	AMPFI_18729	MOUSE46752, MOUSE46753, MOUSE46751
OG0006699	AMPFI_24821	MOUSE37865, MOUSE37866
OG0006700	AMPFI_23654	MOUSE22788
OG0006702	AMPFI_17003	MOUSE34380, MOUSE34381, MOUSE34382
OG0006703	AMPFI_07514	MOUSE21490, MOUSE21491, MOUSE21488, MOUSE21489
OG0006705	AMPFI_16029	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541
OG0006706	AMPFI_13283	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006708	AMPFI_10926	MOUSE32301, MOUSE32300
OG0006709	AMPFI_21329	MOUSE26376, MOUSE26377
OG0006710	AMPFI_20886	MOUSE32429, MOUSE32428
OG0006712	AMPFI_05255	MOUSE28628
OG0006713	AMPFI_08836	MOUSE07554, MOUSE07555
OG0006714	AMPFI_13991	MOUSE17204, MOUSE17202, MOUSE17200, MOUSE17201
OG0006715	AMPFI_23767	MOUSE09346, MOUSE55145
OG0006717	AMPFI_01802	MOUSE20433
OG0006718	AMPFI_07877	MOUSE21129, MOUSE21128, MOUSE21127
OG0006719	AMPFI_25280	MOUSE03965, MOUSE03966, MOUSE03967
OG0006720	AMPFI_03343	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740
OG0006721	AMPFI_19440	MOUSE48435, MOUSE48434
OG0006722	AMPFI_10729	MOUSE44584, MOUSE44583
OG0006723	AMPFI_25498	MOUSE31003
OG0006725	AMPFI_20001	MOUSE52635, MOUSE52636
OG0006726	AMPFI_06499	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006727	AMPFI_01585	MOUSE32170, MOUSE32169
OG0006729	AMPFI_04655	MOUSE13150
OG0006730	AMPFI_06679	MOUSE31099, MOUSE31097
OG0006731	AMPFI_08772	MOUSE43497, MOUSE43495, MOUSE43496
OG0006732	AMPFI_18470	MOUSE23249, MOUSE23247, MOUSE23248
OG0006733	AMPFI_02251	MOUSE20140, MOUSE20141
OG0006734	AMPFI_20929, AMPFI_20928	MOUSE18229
OG0006736	AMPFI_11074	MOUSE53272, MOUSE53273
OG0006737	AMPFI_01450	MOUSE46126, MOUSE46125
OG0006738	AMPFI_07984	MOUSE23304, MOUSE23306, MOUSE23305
OG0006739	AMPFI_08561	MOUSE32563
OG0006740	AMPFI_14078	MOUSE07457, MOUSE07458
OG0006741	AMPFI_00461	MOUSE52752
OG0006742	AMPFI_07896	MOUSE54682, MOUSE36508
OG0006743	AMPFI_00788	MOUSE25506, MOUSE25507, MOUSE51950
OG0006744	AMPFI_01115	MOUSE23065, MOUSE23068, MOUSE23070, MOUSE23610, MOUSE23609
OG0006745	AMPFI_01220, AMPFI_16543	MOUSE29402, MOUSE29401
OG0006747	AMPFI_03041	MOUSE27492, MOUSE27491, MOUSE43136, MOUSE43138, MOUSE43137, MOUSE27808
OG0006748	AMPFI_03340	MOUSE23094, MOUSE23095, MOUSE23093
OG0006749	AMPFI_18893	MOUSE17020
OG0006750	AMPFI_04945	MOUSE06621, MOUSE06620
OG0006751	AMPFI_05310	MOUSE20034
OG0006752	AMPFI_17541	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	AMPFI_06164	MOUSE07646, MOUSE07644
OG0006754	AMPFI_06462	MOUSE13935, MOUSE13936
OG0006755	AMPFI_06654	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006756	AMPFI_19520	MOUSE17117, MOUSE17118
OG0006757	AMPFI_07042	MOUSE43120, MOUSE43121, MOUSE43119
OG0006758	AMPFI_07316	MOUSE41066
OG0006759	AMPFI_08740	MOUSE02243
OG0006760	AMPFI_09555	MOUSE10493, MOUSE10494
OG0006761	AMPFI_09705	MOUSE29704, MOUSE29701, MOUSE29703
OG0006762	AMPFI_10593	MOUSE18804, MOUSE18805
OG0006763	AMPFI_11719	MOUSE53131, MOUSE05491, MOUSE05490
OG0006764	AMPFI_11801	MOUSE03580
OG0006765	AMPFI_12141	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977
OG0006766	AMPFI_12392	MOUSE54011
OG0006768	AMPFI_13299	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540
OG0006769	AMPFI_14038	MOUSE47278, MOUSE47276
OG0006770	AMPFI_16289	MOUSE51480, MOUSE51483, MOUSE51482, MOUSE51481, MOUSE51478, MOUSE51479, MOUSE51477
OG0006771	AMPFI_20337	MOUSE29234, MOUSE29231, MOUSE29230, MOUSE29233, MOUSE29232, MOUSE35752, MOUSE35755, MOUSE35753, MOUSE35754, MOUSE35756
OG0006771	AMPFI_16669	MOUSE29235
OG0006772	AMPFI_18299	MOUSE40319
OG0006774	AMPFI_18778	MOUSE37175
OG0006775	AMPFI_20249	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638
OG0006776	AMPFI_20448	MOUSE05553, MOUSE05552
OG0006777	AMPFI_20964	MOUSE43306, MOUSE43305
OG0006780	AMPFI_24381	MOUSE07762, MOUSE07758
OG0006824	AMPFI_06069	MOUSE41067, MOUSE41069, MOUSE41068
OG0006826	AMPFI_21636	MOUSE19257
OG0006828	AMPFI_04049, AMPFI_19655, AMPFI_04309	MOUSE19446, MOUSE19445
OG0006829	AMPFI_10798	MOUSE40217, MOUSE40216
OG0006830	AMPFI_10183	MOUSE04883
OG0006831	AMPFI_22424	MOUSE21450
OG0006832	AMPFI_00483	MOUSE07236
OG0006833	AMPFI_09046	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348
OG0006835	AMPFI_05723	MOUSE45014, MOUSE45016
OG0006837	AMPFI_10070	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223
OG0006838	AMPFI_03070	MOUSE16969
OG0006842	AMPFI_06417	MOUSE48778
OG0006843	AMPFI_16202, AMPFI_16995	MOUSE32360, MOUSE32362, MOUSE32361
OG0006844	AMPFI_10399	MOUSE27711, MOUSE27712, MOUSE27713
OG0006845	AMPFI_09743	MOUSE20190, MOUSE20189
OG0006846	AMPFI_03085	MOUSE07807
OG0006847	AMPFI_12960	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043
OG0006848	AMPFI_18769	MOUSE00822, MOUSE09570, MOUSE09569
OG0006849	AMPFI_06284	MOUSE18767
OG0006850	AMPFI_14881	MOUSE31600, MOUSE31599
OG0006851	AMPFI_17600	MOUSE00928
OG0006852	AMPFI_13582	MOUSE39158, MOUSE39157, MOUSE39159
OG0006853	AMPFI_20366	MOUSE02313, MOUSE02310, MOUSE02311
OG0006856	AMPFI_04448	MOUSE46141, MOUSE46142
OG0006857	AMPFI_22717	MOUSE53691
OG0006858	AMPFI_25882, AMPFI_03585	MOUSE52288
OG0006860	AMPFI_10618	MOUSE49501
OG0006861	AMPFI_09686	MOUSE22554
OG0006862	AMPFI_05349	MOUSE08221, MOUSE08220, MOUSE08219
OG0006863	AMPFI_14102, AMPFI_03794	MOUSE15893
OG0006864	AMPFI_14090	MOUSE14979
OG0006865	AMPFI_13506	MOUSE12914
OG0006867	AMPFI_12490	MOUSE18748
OG0006868	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882	MOUSE52669, MOUSE52667, MOUSE52668
OG0006870	AMPFI_05126	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721
OG0006871	AMPFI_10294	MOUSE24103, MOUSE24102
OG0006872	AMPFI_13550	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856
OG0006873	AMPFI_13615	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645
OG0006874	AMPFI_05028	MOUSE40813, MOUSE40812
OG0006875	AMPFI_24435, AMPFI_14505	MOUSE51191
OG0006876	AMPFI_08220	MOUSE33297, MOUSE33298, MOUSE33299
OG0006877	AMPFI_19680	MOUSE51332, MOUSE51334
OG0006878	AMPFI_10223	MOUSE31982
OG0006879	AMPFI_25263	MOUSE14336
OG0006880	AMPFI_12811	MOUSE40621, MOUSE40622
OG0006881	AMPFI_12801	MOUSE45680, MOUSE45679
OG0006883	AMPFI_15730	MOUSE06617, MOUSE06618, MOUSE06619
OG0006884	AMPFI_15532	MOUSE06612, MOUSE06615, MOUSE06616, MOUSE06614, MOUSE06613
OG0006885	AMPFI_09233	MOUSE14091, MOUSE14092, MOUSE14088, MOUSE14089, MOUSE14087, MOUSE14084, MOUSE14085, MOUSE14086, MOUSE14090
OG0006886	AMPFI_12366	MOUSE54545, MOUSE54546, MOUSE54547
OG0006887	AMPFI_10614	MOUSE19492, MOUSE05301
OG0006888	AMPFI_11798	MOUSE18268
OG0006889	AMPFI_10349	MOUSE49701, MOUSE49700
OG0006890	AMPFI_06179	MOUSE21126
OG0006891	AMPFI_10153	MOUSE20564
OG0006892	AMPFI_04975	MOUSE22133
OG0006893	AMPFI_01490	MOUSE05930, MOUSE05929
OG0006895	AMPFI_21480, AMPFI_17058	MOUSE21170
OG0006896	AMPFI_23895, AMPFI_02039	MOUSE35953, MOUSE35951, MOUSE35954, MOUSE35952
OG0006897	AMPFI_08177	MOUSE10431, MOUSE10432
OG0006898	AMPFI_13011	MOUSE49458, MOUSE49461
OG0006899	AMPFI_13416	MOUSE54071, MOUSE54066, MOUSE54063, MOUSE01868, MOUSE01869, MOUSE01867
OG0006900	AMPFI_19377	MOUSE16574, MOUSE16558
OG0006901	AMPFI_24896	MOUSE22140
OG0006903	AMPFI_22719	MOUSE05186
OG0006904	AMPFI_25492	MOUSE36413, MOUSE36412, MOUSE36414
OG0006905	AMPFI_15393	MOUSE28950
OG0006906	AMPFI_24996	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567
OG0006907	AMPFI_08400	MOUSE35649, MOUSE35648
OG0006909	AMPFI_14481, AMPFI_00666	MOUSE53609, MOUSE53608, MOUSE53610
OG0006911	AMPFI_20108	MOUSE20440
OG0006912	AMPFI_14206, AMPFI_22688	MOUSE24083, MOUSE24084
OG0006912	AMPFI_17860	MOUSE24086
OG0006913	AMPFI_24890	MOUSE37136, MOUSE37137
OG0006914	AMPFI_06074	MOUSE32366, MOUSE32365, MOUSE32364, MOUSE32363
OG0006915	AMPFI_19156	MOUSE44315, MOUSE44316, MOUSE44314, MOUSE44317
OG0006916	AMPFI_00335	MOUSE49691, MOUSE49690
OG0006917	AMPFI_06566	MOUSE23023, MOUSE23022, MOUSE23024
OG0006918	AMPFI_10696	MOUSE13577, MOUSE13576, MOUSE13578
OG0006919	AMPFI_02944	MOUSE36218, MOUSE36216, MOUSE36217
OG0006920	AMPFI_10884	MOUSE12512
OG0006921	AMPFI_26080	MOUSE29807, MOUSE29808, MOUSE29804, MOUSE29805, MOUSE29806
OG0006923	AMPFI_08393	MOUSE34244
OG0006924	AMPFI_17424	MOUSE19139, MOUSE19140
OG0006925	AMPFI_14947	MOUSE27502, MOUSE27499
OG0006926	AMPFI_09334	MOUSE34131
OG0006927	AMPFI_22332	MOUSE01548, MOUSE01547
OG0006928	AMPFI_10468	MOUSE35623
OG0006929	AMPFI_15906	MOUSE32158, MOUSE32159, MOUSE32156, MOUSE32157, MOUSE32155, MOUSE32154
OG0006931	AMPFI_14829, AMPFI_22093	MOUSE12676
OG0006932	AMPFI_06908	MOUSE14249, MOUSE14250
OG0006934	AMPFI_13627	MOUSE12905, MOUSE12906
OG0006935	AMPFI_06775	MOUSE32527, MOUSE32526
OG0006936	AMPFI_01142	MOUSE00847, MOUSE00846
OG0006937	AMPFI_14568	MOUSE35606
OG0006939	AMPFI_00736	MOUSE34061, MOUSE34060
OG0006940	AMPFI_16402	MOUSE05605, MOUSE05603, MOUSE05604
OG0006942	AMPFI_07605	MOUSE20201, MOUSE20202
OG0006943	AMPFI_06307	MOUSE21146
OG0006944	AMPFI_05110	MOUSE52613, MOUSE52615, MOUSE52614
OG0006945	AMPFI_01614	MOUSE22142, MOUSE22143, MOUSE22141, MOUSE22145
OG0006946	AMPFI_00482	MOUSE25480
OG0006949	AMPFI_13736	MOUSE51685
OG0006951	AMPFI_18733	MOUSE38916
OG0006952	AMPFI_09145	MOUSE54586, MOUSE32099, MOUSE32100
OG0006953	AMPFI_16258	MOUSE04485
OG0006954	AMPFI_10356	MOUSE07137, MOUSE07136
OG0006955	AMPFI_17685	MOUSE35292
OG0006956	AMPFI_03113, AMPFI_25603, AMPFI_22936	MOUSE46848, MOUSE46846, MOUSE46847, MOUSE46845
OG0006957	AMPFI_21241	MOUSE09556, MOUSE09555, MOUSE09557
OG0006958	AMPFI_10322	MOUSE25854
OG0006959	AMPFI_13745	MOUSE24311, MOUSE24310
OG0006960	AMPFI_10218	MOUSE15811, MOUSE15812
OG0006962	AMPFI_08199	MOUSE33764
OG0006964	AMPFI_13035	MOUSE00609
OG0006965	AMPFI_15612	MOUSE36896, MOUSE36897
OG0006966	AMPFI_08312	MOUSE29849, MOUSE29852
OG0006967	AMPFI_20325	MOUSE14234
OG0006968	AMPFI_08216	MOUSE13899, MOUSE13901
OG0006969	AMPFI_09726	MOUSE35832, MOUSE35830, MOUSE35829
OG0006970	AMPFI_06662	MOUSE26650
OG0006971	AMPFI_14130	MOUSE37465
OG0006972	AMPFI_11218	MOUSE49561, MOUSE49562
OG0006973	AMPFI_05114	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006974	AMPFI_19045	MOUSE42622, MOUSE18236
OG0006975	AMPFI_12753	MOUSE33904, MOUSE33903
OG0006976	AMPFI_11995	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663
OG0006977	AMPFI_09374	MOUSE10916, MOUSE10917
OG0006978	AMPFI_11811, AMPFI_24207	MOUSE10225, MOUSE10227
OG0006979	AMPFI_14493	MOUSE27624, MOUSE27625
OG0006980	AMPFI_12230	MOUSE15424
OG0006981	AMPFI_00245	MOUSE27032, MOUSE27031, MOUSE27030
OG0006982	AMPFI_11090	MOUSE27876, MOUSE27877
OG0006983	AMPFI_14172	MOUSE34876, MOUSE34874, MOUSE34875
OG0006985	AMPFI_14367	MOUSE40889
OG0006988	AMPFI_24904, AMPFI_02202	MOUSE43131, MOUSE43132
OG0006989	AMPFI_03226	MOUSE22512
OG0006990	AMPFI_11887	MOUSE21147
OG0006991	AMPFI_07612	MOUSE29125
OG0006992	AMPFI_21431	MOUSE21388
OG0006993	AMPFI_01326	MOUSE22722
OG0006994	AMPFI_02391	MOUSE26596
OG0006995	AMPFI_12939	MOUSE10952, MOUSE10951, MOUSE10949
OG0006997	AMPFI_06778	MOUSE14368
OG0006998	AMPFI_23858	MOUSE05846
OG0006999	AMPFI_03627	MOUSE13476
OG0007000	AMPFI_00549	MOUSE27781
OG0007001	AMPFI_09798	MOUSE41846
OG0007003	AMPFI_06800	MOUSE09049
OG0007004	AMPFI_01008	MOUSE19936
OG0007005	AMPFI_13442	MOUSE38054, MOUSE38052
OG0007006	AMPFI_19647	MOUSE15876, MOUSE15875
OG0007007	AMPFI_23823	MOUSE50660, MOUSE50659, MOUSE50658
OG0007008	AMPFI_13646	MOUSE19789
OG0007009	AMPFI_00275	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	AMPFI_17159	MOUSE36520, MOUSE36523, MOUSE36522
OG0007011	AMPFI_21944	MOUSE50033
OG0007012	AMPFI_17251	MOUSE31649
OG0007013	AMPFI_07544, AMPFI_03127	MOUSE03906
OG0007014	AMPFI_10606	MOUSE21188
OG0007015	AMPFI_13502	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	AMPFI_09621	MOUSE49206, MOUSE49205
OG0007018	AMPFI_23594	MOUSE03253
OG0007021	AMPFI_10039	MOUSE12611, MOUSE12610
OG0007022	AMPFI_18990	MOUSE22093, MOUSE22095, MOUSE22094, MOUSE22092
OG0007023	AMPFI_09160	MOUSE11360, MOUSE11359, MOUSE11361
OG0007024	AMPFI_08761	MOUSE39327
OG0007025	AMPFI_15749	MOUSE06165
OG0007026	AMPFI_14789	MOUSE26964
OG0007027	AMPFI_21576	MOUSE40769
OG0007028	AMPFI_00486	MOUSE23985, MOUSE23984
OG0007030	AMPFI_10233	MOUSE48334
OG0007031	AMPFI_05582	MOUSE31937
OG0007031	AMPFI_09873	MOUSE31935, MOUSE31936
OG0007032	AMPFI_19209	MOUSE16311, MOUSE16312, MOUSE16309, MOUSE16310
OG0007033	AMPFI_06964	MOUSE28089
OG0007034	AMPFI_03185	MOUSE02577, MOUSE02578, MOUSE02579
OG0007035	AMPFI_25418	MOUSE50908, MOUSE50907
OG0007036	AMPFI_06158	MOUSE17668, MOUSE17669
OG0007037	AMPFI_06018	MOUSE26359
OG0007038	AMPFI_15334	MOUSE31027, MOUSE31029, MOUSE31026, MOUSE31025
OG0007039	AMPFI_14288	MOUSE07936
OG0007040	AMPFI_05605	MOUSE53846, MOUSE53847
OG0007041	AMPFI_08097	MOUSE44720
OG0007042	AMPFI_23647	MOUSE39749
OG0007043	AMPFI_14086	MOUSE46823, MOUSE46824
OG0007044	AMPFI_12621	MOUSE45081, MOUSE48750
OG0007045	AMPFI_05641	MOUSE34173, MOUSE34174
OG0007046	AMPFI_22387	MOUSE00604
OG0007047	AMPFI_21115	MOUSE17867
OG0007048	AMPFI_11198	MOUSE38707
OG0007050	AMPFI_12891	MOUSE36566
OG0007052	AMPFI_08379	MOUSE41265
OG0007053	AMPFI_11530	MOUSE05180, MOUSE05179, MOUSE05181
OG0007054	AMPFI_12728	MOUSE16840, MOUSE16839, MOUSE16837, MOUSE16838, MOUSE16841
OG0007055	AMPFI_18150	MOUSE02729, MOUSE02728
OG0007056	AMPFI_07442	MOUSE04556, MOUSE04558, MOUSE04555, MOUSE04553, MOUSE04552
OG0007058	AMPFI_14253	MOUSE50713, MOUSE50714
OG0007059	AMPFI_06026	MOUSE21335
OG0007060	AMPFI_02194	MOUSE13596, MOUSE13599, MOUSE13597, MOUSE13595, MOUSE13598
OG0007061	AMPFI_25901	MOUSE21327
OG0007062	AMPFI_13658	MOUSE29940, MOUSE29941
OG0007063	AMPFI_08500	MOUSE44304
OG0007064	AMPFI_05178	MOUSE29614, MOUSE29615, MOUSE29613
OG0007065	AMPFI_15568	MOUSE45863, MOUSE45865, MOUSE45867, MOUSE45864, MOUSE45869, MOUSE45870, MOUSE45866
OG0007066	AMPFI_12944	MOUSE50097, MOUSE50096
OG0007068	AMPFI_09888	MOUSE31487, MOUSE31486, MOUSE33096
OG0007072	AMPFI_18252, AMPFI_16229	MOUSE43689, MOUSE43688, MOUSE43687
OG0007073	AMPFI_14977	MOUSE22670
OG0007073	AMPFI_14976	MOUSE22668
OG0007074	AMPFI_09163	MOUSE15406, MOUSE15407
OG0007075	AMPFI_05630	MOUSE12810
OG0007076	AMPFI_19099	MOUSE02319, MOUSE02318
OG0007077	AMPFI_06540	MOUSE36485, MOUSE36484, MOUSE36487, MOUSE36486
OG0007078	AMPFI_09494	MOUSE18371
OG0007079	AMPFI_20822	MOUSE06753, MOUSE06755, MOUSE06754
OG0007080	AMPFI_26007	MOUSE06678, MOUSE06679, MOUSE06677
OG0007081	AMPFI_03841	MOUSE05720, MOUSE05719
OG0007082	AMPFI_24447	MOUSE41759, MOUSE41758
OG0007083	AMPFI_02939	MOUSE17864, MOUSE17866, MOUSE17865, MOUSE17863, MOUSE17862
OG0007084	AMPFI_05390	MOUSE13905
OG0007085	AMPFI_17499	MOUSE49274, MOUSE49273, MOUSE49272
OG0007086	AMPFI_12116	MOUSE02323
OG0007087	AMPFI_15665	MOUSE18083
OG0007088	AMPFI_22367	MOUSE13687
OG0007089	AMPFI_13513	MOUSE45217
OG0007090	AMPFI_05362	MOUSE31318
OG0007091	AMPFI_22286	MOUSE33846
OG0007092	AMPFI_07515	MOUSE07434
OG0007093	AMPFI_19322	MOUSE49068, MOUSE49069, MOUSE49070
OG0007094	AMPFI_10492	MOUSE11809, MOUSE11804, MOUSE11805
OG0007095	AMPFI_16541	MOUSE42126, MOUSE42125
OG0007096	AMPFI_20333	MOUSE09264, MOUSE09262, MOUSE09261, MOUSE09263, MOUSE09259, MOUSE09260
OG0007098	AMPFI_24023	MOUSE49126, MOUSE49129, MOUSE49127
OG0007099	AMPFI_04664	MOUSE49900
OG0007100	AMPFI_06660	MOUSE18270, MOUSE18269
OG0007102	AMPFI_14013	MOUSE21909
OG0007103	AMPFI_21498	MOUSE01000, MOUSE00999, MOUSE00998, MOUSE01001
OG0007104	AMPFI_00278	MOUSE29759, MOUSE55072, MOUSE55073
OG0007105	AMPFI_06051	MOUSE40405, MOUSE40403
OG0007106	AMPFI_22589	MOUSE40661
OG0007107	AMPFI_08605	MOUSE17744
OG0007108	AMPFI_22334	MOUSE38178, MOUSE38176, MOUSE38174
OG0007111	AMPFI_09811	MOUSE19928, MOUSE19926, MOUSE19927, MOUSE19925
OG0007112	AMPFI_09312	MOUSE51325, MOUSE51323
OG0007113	AMPFI_08709	MOUSE52610
OG0007114	AMPFI_23838	MOUSE53414
OG0007116	AMPFI_17993	MOUSE41819, MOUSE41817
OG0007117	AMPFI_14953	MOUSE02290, MOUSE02289
OG0007118	AMPFI_07879	MOUSE00453
OG0007119	AMPFI_10991	MOUSE33186
OG0007120	AMPFI_11091	MOUSE13216, MOUSE13214, MOUSE13215
OG0007121	AMPFI_08250	MOUSE18224
OG0007122	AMPFI_25128	MOUSE34859, MOUSE34857, MOUSE34858
OG0007124	AMPFI_04084	MOUSE21912, MOUSE21910
OG0007125	AMPFI_03320	MOUSE16039, MOUSE16040
OG0007126	AMPFI_13809	MOUSE49925, MOUSE20183, MOUSE20181, MOUSE20182
OG0007127	AMPFI_09006	MOUSE08708, MOUSE08709
OG0007128	AMPFI_01076	MOUSE19637
OG0007130	AMPFI_08690	MOUSE01970
OG0007131	AMPFI_14883	MOUSE10506, MOUSE10507
OG0007132	AMPFI_25506	MOUSE13945
OG0007133	AMPFI_06167	MOUSE10217, MOUSE10216
OG0007134	AMPFI_10320	MOUSE21213
OG0007135	AMPFI_02205	MOUSE51925, MOUSE51924, MOUSE51926
OG0007136	AMPFI_04222	MOUSE51720, MOUSE51719
OG0007137	AMPFI_10272	MOUSE42561
OG0007138	AMPFI_06496	MOUSE23725
OG0007139	AMPFI_14817	MOUSE08897
OG0007140	AMPFI_13145	MOUSE50343, MOUSE50344
OG0007141	AMPFI_14042	MOUSE14078, MOUSE14079, MOUSE14081, MOUSE14080, MOUSE14077
OG0007142	AMPFI_06263	MOUSE47756, MOUSE27824
OG0007143	AMPFI_09839	MOUSE06767
OG0007144	AMPFI_01668	MOUSE49923, MOUSE49924, MOUSE49922
OG0007145	AMPFI_08849	MOUSE18943
OG0007146	AMPFI_12949	MOUSE03366, MOUSE03367
OG0007147	AMPFI_22368	MOUSE11305, MOUSE11304, MOUSE11303, MOUSE11302
OG0007148	AMPFI_25183	MOUSE31157, MOUSE54375, MOUSE54376
OG0007150	AMPFI_10416	MOUSE48982, MOUSE48981
