Orthogroup	AMPFI_ok	SCHMD
OG0005991	AMPFI_01649	SCHMD29601
OG0005993	AMPFI_06032	SCHMD11427, SCHMD18715
OG0005994	AMPFI_07225	SCHMD29551, SCHMD27858
OG0005995	AMPFI_08072	SCHMD08037
OG0005998	AMPFI_10189	SCHMD02380, SCHMD09950
OG0006000	AMPFI_13395	SCHMD01538
OG0006001	AMPFI_13702	SCHMD09797
OG0006001	AMPFI_21077	SCHMD09796
OG0006002	AMPFI_13724	SCHMD03942
OG0006003	AMPFI_14194	SCHMD28801, SCHMD05202
OG0006005	AMPFI_15191	SCHMD22182, SCHMD08878
OG0006009	AMPFI_16082	SCHMD19529
OG0006010	AMPFI_16750	SCHMD15502
OG0006011	AMPFI_19165	SCHMD19974, SCHMD20066
OG0006012	AMPFI_20017	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	AMPFI_15800	SCHMD24107
OG0006063	AMPFI_10125	SCHMD23310, SCHMD03030
OG0006064	AMPFI_10479	SCHMD10442
OG0006065	AMPFI_00707	SCHMD02636
OG0006066	AMPFI_19701	SCHMD10156
OG0006069	AMPFI_24819	SCHMD05080
OG0006070	AMPFI_18117, AMPFI_13971, AMPFI_19027	SCHMD12482, SCHMD20456
OG0006074	AMPFI_10172, AMPFI_10171, AMPFI_01066	SCHMD10253
OG0006075	AMPFI_10508	SCHMD09391
OG0006081	AMPFI_06176	SCHMD03767, SCHMD03768
OG0006083	AMPFI_02840	SCHMD05588
OG0006084	AMPFI_21479	SCHMD04050
OG0006085	AMPFI_12724	SCHMD06820, SCHMD25134
OG0006087	AMPFI_17531	SCHMD02837
OG0006094	AMPFI_14580	SCHMD00777, SCHMD21575
OG0006095	AMPFI_05328	SCHMD01933
OG0006097	AMPFI_23191	SCHMD02082
OG0006098	AMPFI_22804, AMPFI_18314	SCHMD03761
OG0006099	AMPFI_24240	SCHMD01333, SCHMD00446
OG0006100	AMPFI_08247	SCHMD13497
OG0006101	AMPFI_24203	SCHMD20998, SCHMD13053
OG0006102	AMPFI_22372	SCHMD05671
OG0006104	AMPFI_13805	SCHMD02621
OG0006106	AMPFI_21458	SCHMD07924
OG0006108	AMPFI_05510	SCHMD01135
OG0006111	AMPFI_08928	SCHMD08002
OG0006112	AMPFI_06094	SCHMD08098
OG0006113	AMPFI_22280	SCHMD19939, SCHMD12223
OG0006115	AMPFI_05027	SCHMD11076, SCHMD17247
OG0006116	AMPFI_02378, AMPFI_12560	SCHMD23071, SCHMD20841
OG0006118	AMPFI_03921, AMPFI_01625	SCHMD01132
OG0006119	AMPFI_12632	SCHMD11970
OG0006120	AMPFI_09581	SCHMD01574
OG0006121	AMPFI_08623	SCHMD07418
OG0006123	AMPFI_20795	SCHMD01986
OG0006124	AMPFI_07050	SCHMD06412
OG0006125	AMPFI_03499	SCHMD18618
OG0006127	AMPFI_02019	SCHMD21305
OG0006128	AMPFI_13981	SCHMD10897
OG0006129	AMPFI_05212	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	AMPFI_06352	SCHMD03678
OG0006136	AMPFI_11966	SCHMD24287, SCHMD09864
OG0006137	AMPFI_23575	SCHMD12111, SCHMD06962
OG0006141	AMPFI_05969	SCHMD14525
OG0006144	AMPFI_07884, AMPFI_06238	SCHMD00428, SCHMD04861
OG0006145	AMPFI_23447, AMPFI_19918	SCHMD01605
OG0006146	AMPFI_16230	SCHMD09246
OG0006147	AMPFI_23905	SCHMD22070
OG0006148	AMPFI_08258	SCHMD13560, SCHMD22230
OG0006152	AMPFI_08291, AMPFI_08292	SCHMD06866
OG0006155	AMPFI_06316	SCHMD16795, SCHMD26962
OG0006156	AMPFI_00402	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	AMPFI_13685	SCHMD08900
OG0006159	AMPFI_07707	SCHMD22266
OG0006160	AMPFI_03617, AMPFI_14878	SCHMD05454
OG0006163	AMPFI_25469	SCHMD15384
OG0006164	AMPFI_12889	SCHMD06001
OG0006165	AMPFI_06300	SCHMD04333
OG0006168	AMPFI_05556	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	AMPFI_11768	SCHMD23567
OG0006171	AMPFI_19804, AMPFI_05636	SCHMD11398
OG0006177	AMPFI_05594, AMPFI_04013	SCHMD21293
OG0006180	AMPFI_00899	SCHMD14399, SCHMD04884
OG0006181	AMPFI_03759	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	AMPFI_24216	SCHMD11899
OG0006184	AMPFI_24315	SCHMD09309
OG0006185	AMPFI_09297	SCHMD16220, SCHMD19381
OG0006186	AMPFI_24925	SCHMD00394
OG0006187	AMPFI_06260	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	AMPFI_07880	SCHMD05423
OG0006189	AMPFI_11168	SCHMD01559
OG0006191	AMPFI_21306	SCHMD07313
OG0006192	AMPFI_12685	SCHMD08338, SCHMD08339
OG0006196	AMPFI_02836	SCHMD07676
OG0006199	AMPFI_09853	SCHMD04415, SCHMD04413
OG0006202	AMPFI_12051	SCHMD08868
OG0006204	AMPFI_01294	SCHMD16863
OG0006205	AMPFI_12052	SCHMD14314
OG0006208	AMPFI_00556	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	AMPFI_16406, AMPFI_04793	SCHMD08326, SCHMD23138
OG0006215	AMPFI_06321	SCHMD09656
OG0006216	AMPFI_10203	SCHMD09510
OG0006217	AMPFI_17673	SCHMD21927, SCHMD16840
OG0006219	AMPFI_07566	SCHMD06440
OG0006220	AMPFI_07819	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	AMPFI_00150, AMPFI_21215	SCHMD00700
OG0006222	AMPFI_25974	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	AMPFI_06836	SCHMD00469
OG0006225	AMPFI_21632	SCHMD06338
OG0006226	AMPFI_06544	SCHMD17067, SCHMD16763
OG0006227	AMPFI_11009	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	AMPFI_12998	SCHMD17318, SCHMD23866
OG0006230	AMPFI_23278	SCHMD02493
OG0006232	AMPFI_18260	SCHMD02032
OG0006233	AMPFI_19163	SCHMD06980
OG0006234	AMPFI_04221	SCHMD13683, SCHMD14118
OG0006235	AMPFI_04700	SCHMD04538
OG0006239	AMPFI_24438	SCHMD01406
OG0006240	AMPFI_03635	SCHMD29814
OG0006246	AMPFI_06509	SCHMD00484
OG0006248	AMPFI_12231	SCHMD12206, SCHMD10060
OG0006249	AMPFI_02549	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	AMPFI_08516	SCHMD16390
OG0006250	AMPFI_14204	SCHMD23921
OG0006252	AMPFI_07736	SCHMD16745, SCHMD16993
OG0006254	AMPFI_10561	SCHMD04705, SCHMD29411
OG0006258	AMPFI_10117	SCHMD05887
OG0006259	AMPFI_08846	SCHMD06837
OG0006260	AMPFI_09166	SCHMD09985, SCHMD17439
OG0006261	AMPFI_21809	SCHMD24384
OG0006263	AMPFI_15958	SCHMD00121
OG0006268	AMPFI_22965	SCHMD06847
OG0006269	AMPFI_11603	SCHMD04606, SCHMD04607
OG0006271	AMPFI_05497	SCHMD07857
OG0006274	AMPFI_18656	SCHMD00455
OG0006275	AMPFI_11056	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	AMPFI_05401	SCHMD24774
OG0006279	AMPFI_12209	SCHMD04231
OG0006280	AMPFI_13354	SCHMD15524, SCHMD19210
OG0006281	AMPFI_08305	SCHMD02340
OG0006283	AMPFI_09857	SCHMD06325
OG0006284	AMPFI_13248, AMPFI_15640	SCHMD20607, SCHMD19598
OG0006285	AMPFI_09442	SCHMD01607, SCHMD01606
OG0006286	AMPFI_00384	SCHMD01297, SCHMD01298
OG0006287	AMPFI_23322	SCHMD02772, SCHMD02771
OG0006289	AMPFI_07047	SCHMD08039
OG0006290	AMPFI_15621	SCHMD00955
OG0006291	AMPFI_03057	SCHMD09043
OG0006293	AMPFI_20336	SCHMD16297
OG0006294	AMPFI_08840	SCHMD15450, SCHMD16229
OG0006295	AMPFI_12168	SCHMD02966
OG0006297	AMPFI_13743, AMPFI_03538	SCHMD09759
OG0006298	AMPFI_22421	SCHMD01046, SCHMD24624
OG0006301	AMPFI_05956	SCHMD09923
OG0006304	AMPFI_12955	SCHMD06368
OG0006305	AMPFI_06288	SCHMD12627
OG0006309	AMPFI_22246	SCHMD24369, SCHMD08923
OG0006310	AMPFI_21010	SCHMD12354
OG0006311	AMPFI_05300	SCHMD23312
OG0006313	AMPFI_08699	SCHMD09169
OG0006314	AMPFI_00274	SCHMD08096
OG0006315	AMPFI_12726	SCHMD05407
OG0006315	AMPFI_10792	SCHMD29837
OG0006316	AMPFI_25657	SCHMD26139, SCHMD20052
OG0006319	AMPFI_18169	SCHMD10541, SCHMD13166
OG0006321	AMPFI_06467, AMPFI_03793	SCHMD08365
OG0006322	AMPFI_18871	SCHMD10221
OG0006323	AMPFI_09840	SCHMD04105
OG0006325	AMPFI_12380	SCHMD16004
OG0006327	AMPFI_08527	SCHMD15773
OG0006330	AMPFI_04855	SCHMD08411, SCHMD08412
OG0006331	AMPFI_14220	SCHMD09182, SCHMD12138
OG0006332	AMPFI_14914	SCHMD14581
OG0006334	AMPFI_25859	SCHMD05752, SCHMD05753
OG0006335	AMPFI_07444	SCHMD11650, SCHMD08469
OG0006340	AMPFI_12532	SCHMD19432
OG0006341	AMPFI_15945	SCHMD05125
OG0006344	AMPFI_17205	SCHMD21084, SCHMD09358
OG0006346	AMPFI_06366	SCHMD01626
OG0006347	AMPFI_08973	SCHMD07723
OG0006350	AMPFI_24714	SCHMD09296
OG0006351	AMPFI_03732	SCHMD06816
OG0006352	AMPFI_00995	SCHMD07373
OG0006353	AMPFI_06451	SCHMD10639
OG0006360	AMPFI_21111	SCHMD08060
OG0006362	AMPFI_21721	SCHMD03337
OG0006363	AMPFI_07540	SCHMD19238
OG0006364	AMPFI_05920	SCHMD06510, SCHMD06511
OG0006365	AMPFI_25333	SCHMD14860
OG0006370	AMPFI_02001	SCHMD28920
OG0006372	AMPFI_02843	SCHMD07447
OG0006373	AMPFI_04455, AMPFI_06235, AMPFI_12816, AMPFI_17779, AMPFI_24420	SCHMD11946
OG0006375	AMPFI_05100	SCHMD00652
OG0006376	AMPFI_06042	SCHMD06608
OG0006377	AMPFI_06121	SCHMD10116
OG0006378	AMPFI_06173	SCHMD10668, SCHMD11255
OG0006379	AMPFI_06346	SCHMD18267
OG0006381	AMPFI_07193	SCHMD24227, SCHMD16114
OG0006383	AMPFI_09418	SCHMD26033, SCHMD18774
OG0006386	AMPFI_10106	SCHMD13835, SCHMD19804
OG0006387	AMPFI_10442	SCHMD14692
OG0006392	AMPFI_11646	SCHMD15116, SCHMD12579
OG0006395	AMPFI_13661	SCHMD08199
OG0006397	AMPFI_16051	SCHMD03254
OG0006401	AMPFI_20278	SCHMD19581, SCHMD26470
OG0006402	AMPFI_21913	SCHMD13826, SCHMD09114
OG0006442	AMPFI_02612	SCHMD29787, SCHMD29760
OG0006443	AMPFI_07202	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	AMPFI_06560	SCHMD18654
OG0006452	AMPFI_16030	SCHMD23102, SCHMD15046
OG0006454	AMPFI_05834	SCHMD07698, SCHMD07699
OG0006457	AMPFI_21736	SCHMD16313
OG0006459	AMPFI_24708	SCHMD21368, SCHMD10905
OG0006460	AMPFI_05880	SCHMD24130, SCHMD18002
OG0006461	AMPFI_09416	SCHMD19693, SCHMD11861
OG0006462	AMPFI_25276	SCHMD07729
OG0006463	AMPFI_13065	SCHMD07130
OG0006464	AMPFI_20431	SCHMD12787, SCHMD19777
OG0006465	AMPFI_08854	SCHMD28077, SCHMD07507
OG0006467	AMPFI_07080	SCHMD04209
OG0006469	AMPFI_03365	SCHMD02780
OG0006470	AMPFI_09779	SCHMD16861
OG0006472	AMPFI_15114	SCHMD23852, SCHMD12162
OG0006474	AMPFI_10985	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	AMPFI_07654	SCHMD12763
OG0006476	AMPFI_06528	SCHMD29103, SCHMD25388
OG0006478	AMPFI_19049	SCHMD01744
OG0006479	AMPFI_06142	SCHMD20030
OG0006480	AMPFI_11426	SCHMD01088
OG0006481	AMPFI_25723	SCHMD02855
OG0006482	AMPFI_24557	SCHMD06492
OG0006486	AMPFI_16684	SCHMD12934, SCHMD02395
OG0006488	AMPFI_11034	SCHMD29514, SCHMD21588
OG0006490	AMPFI_17883	SCHMD00433
OG0006494	AMPFI_05737	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	AMPFI_25980	SCHMD05406
OG0006503	AMPFI_14175	SCHMD07908
OG0006505	AMPFI_09747	SCHMD08554, SCHMD08796
OG0006507	AMPFI_10834	SCHMD22063
OG0006509	AMPFI_18650	SCHMD13705
OG0006510	AMPFI_07648	SCHMD11921
OG0006511	AMPFI_09796	SCHMD03048
OG0006512	AMPFI_15002	SCHMD12217, SCHMD11205
OG0006514	AMPFI_21552	SCHMD08264
OG0006515	AMPFI_23080	SCHMD03249
OG0006517	AMPFI_09029	SCHMD00950
OG0006518	AMPFI_09733	SCHMD03959
OG0006519	AMPFI_09462	SCHMD25528
OG0006520	AMPFI_20008	SCHMD00155
OG0006523	AMPFI_01535	SCHMD12246, SCHMD13301
OG0006525	AMPFI_11251	SCHMD21904
OG0006526	AMPFI_22011, AMPFI_25268, AMPFI_14770	SCHMD14233
OG0006527	AMPFI_06100	SCHMD10447, SCHMD13054
OG0006528	AMPFI_10398	SCHMD09670
OG0006532	AMPFI_11984	SCHMD27245
OG0006533	AMPFI_06493	SCHMD14559, SCHMD18625
OG0006536	AMPFI_12044	SCHMD28548
OG0006537	AMPFI_10341	SCHMD07012
OG0006538	AMPFI_02030	SCHMD09434
OG0006540	AMPFI_19290	SCHMD24252, SCHMD19265
OG0006542	AMPFI_14637	SCHMD07956
OG0006543	AMPFI_06101	SCHMD05909
OG0006544	AMPFI_06224	SCHMD05488
OG0006545	AMPFI_13489	SCHMD08819
OG0006546	AMPFI_15044	SCHMD22666, SCHMD26503
OG0006547	AMPFI_12172	SCHMD01454
OG0006549	AMPFI_05684	SCHMD07432
OG0006550	AMPFI_17946, AMPFI_17947	SCHMD05608
OG0006552	AMPFI_07606	SCHMD16090
OG0006553	AMPFI_10454	SCHMD03817
OG0006554	AMPFI_04096	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	AMPFI_03232	SCHMD10898, SCHMD08118
OG0006557	AMPFI_04071	SCHMD15751
OG0006563	AMPFI_21613	SCHMD08352
OG0006564	AMPFI_05981	SCHMD15011
OG0006566	AMPFI_03736	SCHMD10136, SCHMD13813
OG0006567	AMPFI_03510	SCHMD25728, SCHMD21897
OG0006567	AMPFI_07892	SCHMD15731
OG0006571	AMPFI_23157	SCHMD00180, SCHMD27487
OG0006573	AMPFI_04218	SCHMD10554
OG0006574	AMPFI_19066	SCHMD18201
OG0006579	AMPFI_03149	SCHMD11335, SCHMD14843
OG0006583	AMPFI_07167	SCHMD08738
OG0006586	AMPFI_11910	SCHMD14590
OG0006588	AMPFI_22279	SCHMD29130
OG0006590	AMPFI_10661	SCHMD02740
OG0006591	AMPFI_00838	SCHMD02097
OG0006593	AMPFI_11869	SCHMD08560
OG0006594	AMPFI_22653	SCHMD00507
OG0006595	AMPFI_07066	SCHMD08252
OG0006596	AMPFI_14571	SCHMD05657
OG0006597	AMPFI_14301	SCHMD04098
OG0006598	AMPFI_19501	SCHMD23134
OG0006600	AMPFI_22394	SCHMD12543, SCHMD20580
OG0006603	AMPFI_06187	SCHMD13311, SCHMD24906
OG0006604	AMPFI_05937	SCHMD12610
OG0006606	AMPFI_17025, AMPFI_02730	SCHMD11990
OG0006607	AMPFI_08824	SCHMD00025
OG0006608	AMPFI_09810	SCHMD21063
OG0006610	AMPFI_09328	SCHMD10412
OG0006614	AMPFI_10524	SCHMD05476
OG0006615	AMPFI_13199	SCHMD02189
OG0006616	AMPFI_05408	SCHMD12397
OG0006619	AMPFI_23367	SCHMD14686
OG0006622	AMPFI_08817	SCHMD16418, SCHMD16456
OG0006623	AMPFI_15671	SCHMD00154
OG0006624	AMPFI_06811	SCHMD28658, SCHMD27359
OG0006626	AMPFI_23212	SCHMD05850
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	SCHMD10378
OG0006630	AMPFI_10137	SCHMD02436
OG0006631	AMPFI_11411	SCHMD24627, SCHMD24745
OG0006633	AMPFI_25785	SCHMD06460
OG0006636	AMPFI_04565	SCHMD09363
OG0006637	AMPFI_14025	SCHMD17064, SCHMD26047
OG0006640	AMPFI_03675	SCHMD09877
OG0006646	AMPFI_19853	SCHMD10329
OG0006647	AMPFI_05250	SCHMD12770, SCHMD12371
OG0006648	AMPFI_07706	SCHMD23341
OG0006651	AMPFI_14545, AMPFI_14544	SCHMD07289, SCHMD06082
OG0006653	AMPFI_11904	SCHMD04276, SCHMD04275
OG0006655	AMPFI_20781	SCHMD00645
OG0006656	AMPFI_07305	SCHMD15425
OG0006658	AMPFI_09511	SCHMD07703, SCHMD19832
OG0006659	AMPFI_18130	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006659	AMPFI_01708	SCHMD00917
OG0006662	AMPFI_03231	SCHMD11088, SCHMD02344
OG0006663	AMPFI_07743	SCHMD05461
OG0006664	AMPFI_18050	SCHMD01212
OG0006666	AMPFI_11045	SCHMD00843
OG0006667	AMPFI_18059	SCHMD02023
OG0006668	AMPFI_07313	SCHMD00035
OG0006669	AMPFI_09179	SCHMD15456
OG0006670	AMPFI_14097	SCHMD06283
OG0006671	AMPFI_11968	SCHMD02649
OG0006673	AMPFI_14877	SCHMD11139, SCHMD01947
OG0006675	AMPFI_15480	SCHMD10065, SCHMD21124
OG0006677	AMPFI_13068	SCHMD28844
OG0006678	AMPFI_06249	SCHMD02351
OG0006680	AMPFI_12617, AMPFI_10970	SCHMD07321, SCHMD04365
OG0006682	AMPFI_00238	SCHMD01820
OG0006683	AMPFI_03467	SCHMD12055
OG0006684	AMPFI_01015	SCHMD03196
OG0006686	AMPFI_25558	SCHMD05511
OG0006688	AMPFI_08024	SCHMD02782
OG0006689	AMPFI_09171	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	AMPFI_14968	SCHMD02600
OG0006691	AMPFI_12858	SCHMD14621
OG0006692	AMPFI_02498	SCHMD15336
OG0006693	AMPFI_12142	SCHMD00589
OG0006694	AMPFI_03151	SCHMD05629
OG0006695	AMPFI_05886	SCHMD06025
OG0006697	AMPFI_18729	SCHMD19994, SCHMD13817, SCHMD29045
OG0006700	AMPFI_23654	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	AMPFI_17003	SCHMD29672
OG0006703	AMPFI_07514	SCHMD00739
OG0006705	AMPFI_16029	SCHMD14770, SCHMD13114
OG0006706	AMPFI_13283	SCHMD12854
OG0006708	AMPFI_10926	SCHMD01518
OG0006709	AMPFI_21329	SCHMD06005
OG0006712	AMPFI_05255	SCHMD13757
OG0006713	AMPFI_08836	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	AMPFI_01802	SCHMD09869
OG0006718	AMPFI_07877	SCHMD28286
OG0006720	AMPFI_03343	SCHMD15330, SCHMD18737
OG0006721	AMPFI_19440	SCHMD06116
OG0006722	AMPFI_10729	SCHMD18971, SCHMD24284
OG0006723	AMPFI_25498	SCHMD12671
OG0006725	AMPFI_20001	SCHMD15226, SCHMD29785
OG0006726	AMPFI_06499	SCHMD22403
OG0006727	AMPFI_01585	SCHMD01781
OG0006729	AMPFI_04655	SCHMD09997, SCHMD07849
OG0006730	AMPFI_06679	SCHMD15242
OG0006733	AMPFI_02251	SCHMD02938
OG0006734	AMPFI_20929, AMPFI_20928	SCHMD13149, SCHMD15306
OG0006736	AMPFI_11074	SCHMD17556, SCHMD11091
OG0006737	AMPFI_01450	SCHMD05655
OG0006741	AMPFI_00461	SCHMD21104, SCHMD16448
OG0006742	AMPFI_07896	SCHMD14364
OG0006743	AMPFI_00788	SCHMD06609
OG0006749	AMPFI_18893	SCHMD17570, SCHMD17569
OG0006750	AMPFI_04945	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	AMPFI_05789, AMPFI_17541	SCHMD12442
OG0006753	AMPFI_06164	SCHMD08285
OG0006754	AMPFI_06462	SCHMD13342
OG0006755	AMPFI_06654	SCHMD10228
OG0006757	AMPFI_07042	SCHMD08426
OG0006758	AMPFI_07316	SCHMD05008, SCHMD10024
OG0006761	AMPFI_09705	SCHMD13526
OG0006764	AMPFI_11801	SCHMD22289
OG0006766	AMPFI_12392	SCHMD07248
OG0006768	AMPFI_13299	SCHMD03977
OG0006771	AMPFI_20337, AMPFI_16669	SCHMD07804, SCHMD15553
OG0006772	AMPFI_18299	SCHMD01476
OG0006776	AMPFI_20448	SCHMD10792
OG0006777	AMPFI_20964	SCHMD08214
OG0006780	AMPFI_24381	SCHMD13525, SCHMD14457
OG0006826	AMPFI_21636	SCHMD05426
OG0006829	AMPFI_10798	SCHMD18846
OG0006830	AMPFI_10183	SCHMD01740
OG0006833	AMPFI_09046	SCHMD25705, SCHMD22029
OG0006835	AMPFI_05723	SCHMD11727, SCHMD11726
OG0006838	AMPFI_10507	SCHMD01402
OG0006842	AMPFI_06417	SCHMD07853
OG0006843	AMPFI_16202, AMPFI_16995	SCHMD10166
OG0006844	AMPFI_10399	SCHMD10998
OG0006846	AMPFI_03085	SCHMD24471
OG0006847	AMPFI_12960	SCHMD10920
OG0006848	AMPFI_18769	SCHMD15273, SCHMD24879
OG0006851	AMPFI_17600	SCHMD13891, SCHMD10310
OG0006853	AMPFI_20366	SCHMD21179
OG0006856	AMPFI_04448	SCHMD03115
OG0006857	AMPFI_22717	SCHMD03719
OG0006858	AMPFI_25882, AMPFI_03585	SCHMD17672
OG0006860	AMPFI_10618	SCHMD14888, SCHMD01768
OG0006864	AMPFI_14090	SCHMD09900
OG0006867	AMPFI_12490	SCHMD19722
OG0006871	AMPFI_10294	SCHMD19715
OG0006874	AMPFI_05028	SCHMD00242
OG0006875	AMPFI_24435, AMPFI_14505	SCHMD14340
OG0006876	AMPFI_08220	SCHMD01180
OG0006877	AMPFI_19680	SCHMD28894, SCHMD14652
OG0006878	AMPFI_10223	SCHMD07673
OG0006881	AMPFI_12801	SCHMD13107
OG0006883	AMPFI_15730	SCHMD04789
OG0006886	AMPFI_12366	SCHMD04628
OG0006887	AMPFI_10614	SCHMD02004
OG0006889	AMPFI_10349	SCHMD19490
OG0006890	AMPFI_06179	SCHMD09977
OG0006891	AMPFI_10153	SCHMD16311
OG0006892	AMPFI_04975	SCHMD06736, SCHMD03941
OG0006895	AMPFI_21480, AMPFI_17058	SCHMD25533, SCHMD25532
OG0006897	AMPFI_08177	SCHMD14554
OG0006900	AMPFI_19377	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	AMPFI_24896	SCHMD00150
OG0006906	AMPFI_24996	SCHMD01345
OG0006908	AMPFI_05383	SCHMD13404
OG0006909	AMPFI_00666	SCHMD08896, SCHMD03475
OG0006914	AMPFI_06074	SCHMD02005
OG0006915	AMPFI_19156	SCHMD17740
OG0006917	AMPFI_06566	SCHMD15444, SCHMD23496
OG0006918	AMPFI_10696	SCHMD02128
OG0006919	AMPFI_02944	SCHMD04163
OG0006920	AMPFI_10884	SCHMD07640
OG0006921	AMPFI_26080	SCHMD00179
OG0006923	AMPFI_08393	SCHMD18989, SCHMD10987
OG0006924	AMPFI_17424	SCHMD07270
OG0006926	AMPFI_09334	SCHMD18025, SCHMD24077
OG0006927	AMPFI_22332	SCHMD05483
OG0006928	AMPFI_10468	SCHMD24085
OG0006931	AMPFI_14829, AMPFI_22093	SCHMD09823
OG0006934	AMPFI_13627	SCHMD02940
OG0006937	AMPFI_14568	SCHMD07394
OG0006939	AMPFI_00736	SCHMD19736, SCHMD17847
OG0006942	AMPFI_07605	SCHMD05106
OG0006945	AMPFI_01614	SCHMD20350, SCHMD21540
OG0006946	AMPFI_00482	SCHMD03034
OG0006948	AMPFI_07078	SCHMD10039
OG0006949	AMPFI_13736	SCHMD04433
OG0006951	AMPFI_03362, AMPFI_18733	SCHMD04285
OG0006952	AMPFI_09145	SCHMD00571
OG0006954	AMPFI_10356	SCHMD05444
OG0006955	AMPFI_17685	SCHMD01359
OG0006956	AMPFI_03113, AMPFI_25603, AMPFI_22936	SCHMD03205
OG0006957	AMPFI_21241	SCHMD21016, SCHMD16664
OG0006958	AMPFI_10322	SCHMD10483
OG0006959	AMPFI_13745	SCHMD14675, SCHMD12735
OG0006960	AMPFI_10218	SCHMD15792, SCHMD13924
OG0006962	AMPFI_08199	SCHMD02602
OG0006964	AMPFI_13035	SCHMD05582, SCHMD05580
OG0006965	AMPFI_15612	SCHMD16583, SCHMD28209
OG0006966	AMPFI_08312	SCHMD17179
OG0006967	AMPFI_20325	SCHMD06876
OG0006968	AMPFI_08216	SCHMD05918
OG0006973	AMPFI_05114	SCHMD01554
OG0006975	AMPFI_12753	SCHMD29017
OG0006977	AMPFI_09374	SCHMD21617, SCHMD19289
OG0006979	AMPFI_14493	SCHMD02713
OG0006980	AMPFI_12230	SCHMD03927
OG0006985	AMPFI_14367	SCHMD00305
OG0006989	AMPFI_03226	SCHMD08387
OG0006990	AMPFI_11887	SCHMD14019
OG0006991	AMPFI_07612	SCHMD09527
OG0006993	AMPFI_01326	SCHMD16078, SCHMD15851
OG0006995	AMPFI_12939	SCHMD08291
OG0006998	AMPFI_23858	SCHMD12467
OG0006999	AMPFI_03627	SCHMD09727, SCHMD09154
OG0007001	AMPFI_09798	SCHMD11191
OG0007003	AMPFI_06800	SCHMD03229
OG0007005	AMPFI_13442	SCHMD03780
OG0007009	AMPFI_00275	SCHMD28218, SCHMD00500
OG0007012	AMPFI_17251	SCHMD16864
OG0007013	AMPFI_07544, AMPFI_03127	SCHMD20292, SCHMD25075
OG0007015	AMPFI_13502	SCHMD09946
OG0007017	AMPFI_12056	SCHMD24290, SCHMD13895
OG0007022	AMPFI_18990	SCHMD06207
OG0007023	AMPFI_09160	SCHMD13414
OG0007024	AMPFI_08761	SCHMD18147
OG0007025	AMPFI_15749	SCHMD00852
OG0007027	AMPFI_21576	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	AMPFI_00486	SCHMD16323
OG0007030	AMPFI_10233	SCHMD11171
OG0007033	AMPFI_06964	SCHMD17177, SCHMD07596
OG0007037	AMPFI_06018	SCHMD08275
OG0007039	AMPFI_14288	SCHMD24759
OG0007040	AMPFI_05605	SCHMD17930
OG0007043	AMPFI_14086	SCHMD05387
OG0007045	AMPFI_05641	SCHMD01524
OG0007046	AMPFI_22387	SCHMD16357, SCHMD12630
OG0007047	AMPFI_21115	SCHMD10322
OG0007050	AMPFI_12891	SCHMD12036
OG0007053	AMPFI_11530	SCHMD05149
OG0007054	AMPFI_12728	SCHMD03628
OG0007055	AMPFI_18150	SCHMD11222
OG0007061	AMPFI_25901	SCHMD27956
OG0007062	AMPFI_13658	SCHMD05231
OG0007063	AMPFI_08500	SCHMD04487
OG0007064	AMPFI_05178	SCHMD12728
OG0007065	AMPFI_15568	SCHMD08144
OG0007066	AMPFI_12944	SCHMD15229, SCHMD16841
OG0007067	AMPFI_07752	SCHMD09674
OG0007068	AMPFI_09888	SCHMD10943
OG0007073	AMPFI_14977, AMPFI_14976	SCHMD06841
OG0007077	AMPFI_06540	SCHMD03291, SCHMD23670
OG0007078	AMPFI_09494	SCHMD12751, SCHMD12753
OG0007084	AMPFI_05390	SCHMD10181, SCHMD10179
OG0007088	AMPFI_22367	SCHMD06882
OG0007089	AMPFI_13513	SCHMD15126
