Orthogroup	AMPFI_ok	ASTMX
OG0006494	AMPFI_05737	ASTMX06517
OG0006495	AMPFI_07176	ASTMX10481, ASTMX20222, ASTMX20221
OG0006496	AMPFI_10689	ASTMX13132
OG0006497	AMPFI_06696	ASTMX04148
OG0006498	AMPFI_12161	ASTMX09105
OG0006499	AMPFI_10067	ASTMX03118, ASTMX19284
OG0006500	AMPFI_10686	ASTMX01354
OG0006501	AMPFI_25980	ASTMX20489
OG0006502	AMPFI_01184	ASTMX03641
OG0006503	AMPFI_14175	ASTMX17879
OG0006505	AMPFI_09747	ASTMX14118
OG0006506	AMPFI_20331	ASTMX07943, ASTMX07944
OG0006507	AMPFI_10834	ASTMX06390
OG0006508	AMPFI_11788	ASTMX20868
OG0006509	AMPFI_18650	ASTMX17571
OG0006510	AMPFI_07648	ASTMX21327
OG0006511	AMPFI_09796	ASTMX07468
OG0006512	AMPFI_15002	ASTMX17346
OG0006513	AMPFI_10162	ASTMX12836
OG0006514	AMPFI_21552	ASTMX14865
OG0006515	AMPFI_23080	ASTMX02761
OG0006516	AMPFI_09518	ASTMX04545
OG0006517	AMPFI_09029	ASTMX11934
OG0006518	AMPFI_09733	ASTMX04564
OG0006519	AMPFI_09462	ASTMX01289
OG0006520	AMPFI_20008	ASTMX13980
OG0006523	AMPFI_01535	ASTMX06331
OG0006525	AMPFI_11251	ASTMX04027
OG0006526	AMPFI_14770	ASTMX12578
OG0006527	AMPFI_06100	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	AMPFI_10398	ASTMX16747
OG0006530	AMPFI_21867, AMPFI_16011	ASTMX01859
OG0006532	AMPFI_11984	ASTMX02900
OG0006534	AMPFI_20504	ASTMX18494
OG0006536	AMPFI_12044	ASTMX04129
OG0006537	AMPFI_10341	ASTMX08262
OG0006538	AMPFI_02030	ASTMX18870
OG0006540	AMPFI_19290	ASTMX04121
OG0006541	AMPFI_18892	ASTMX10564
OG0006542	AMPFI_14637	ASTMX13981
OG0006543	AMPFI_06101	ASTMX20456
OG0006544	AMPFI_06224	ASTMX18699
OG0006545	AMPFI_13489	ASTMX12257
OG0006546	AMPFI_15044	ASTMX21843
OG0006547	AMPFI_12172	ASTMX12162
OG0006549	AMPFI_05684	ASTMX13289
OG0006550	AMPFI_17947	ASTMX02023
OG0006551	AMPFI_11025	ASTMX09829
OG0006552	AMPFI_07606	ASTMX10359
OG0006553	AMPFI_10454	ASTMX04960
OG0006554	AMPFI_04096	ASTMX07799
OG0006555	AMPFI_14579	ASTMX00532
OG0006556	AMPFI_03232	ASTMX04835
OG0006559	AMPFI_02145	ASTMX04929, ASTMX14718
OG0006560	AMPFI_19755	ASTMX10786
OG0006562	AMPFI_09623	ASTMX04124
OG0006563	AMPFI_21613	ASTMX14853
OG0006564	AMPFI_05981	ASTMX05891
OG0006565	AMPFI_11901	ASTMX05183, ASTMX13946
OG0006566	AMPFI_03736	ASTMX21272
OG0006567	AMPFI_03510, AMPFI_07892	ASTMX00688
OG0006568	AMPFI_09823	ASTMX11588
OG0006569	AMPFI_04736	ASTMX04216
OG0006571	AMPFI_23157	ASTMX18330
OG0006573	AMPFI_04218	ASTMX15993
OG0006574	AMPFI_19066	ASTMX02442
OG0006575	AMPFI_01666	ASTMX03347
OG0006576	AMPFI_06671	ASTMX19578
OG0006577	AMPFI_00642	ASTMX02962
OG0006578	AMPFI_06349	ASTMX20623, ASTMX20624
OG0006579	AMPFI_03149	ASTMX10487
OG0006581	AMPFI_11462	ASTMX05136
OG0006583	AMPFI_07167	ASTMX09907
OG0006584	AMPFI_02572	ASTMX01917
OG0006585	AMPFI_01004	ASTMX03264
OG0006586	AMPFI_11910	ASTMX00582
OG0006587	AMPFI_08526	ASTMX17293
OG0006588	AMPFI_22279	ASTMX22543
OG0006589	AMPFI_07432	ASTMX01982
OG0006590	AMPFI_10661	ASTMX01101
OG0006591	AMPFI_09907, AMPFI_00838	ASTMX01816
OG0006592	AMPFI_11061	ASTMX19848
OG0006593	AMPFI_11869	ASTMX13747
OG0006594	AMPFI_22653	ASTMX10490
OG0006595	AMPFI_07066	ASTMX17451
OG0006596	AMPFI_14571	ASTMX15703
OG0006597	AMPFI_14301	ASTMX08816
OG0006598	AMPFI_19501	ASTMX03337
OG0006600	AMPFI_22394	ASTMX01495
OG0006602	AMPFI_07168	ASTMX13176
OG0006603	AMPFI_06187	ASTMX16596
OG0006604	AMPFI_05937	ASTMX04380
OG0006606	AMPFI_17025, AMPFI_02730	ASTMX07238
OG0006607	AMPFI_08824	ASTMX07493
OG0006608	AMPFI_09810	ASTMX16691, ASTMX06296
OG0006609	AMPFI_06978	ASTMX17421
OG0006610	AMPFI_09328	ASTMX19699
OG0006611	AMPFI_21041	ASTMX17727
OG0006612	AMPFI_15592	ASTMX02924
OG0006613	AMPFI_15015	ASTMX21383
OG0006614	AMPFI_10524	ASTMX01993
OG0006615	AMPFI_13199	ASTMX12256
OG0006616	AMPFI_05408	ASTMX13105
OG0006618	AMPFI_03713	ASTMX02646
OG0006619	AMPFI_23367	ASTMX17174
OG0006620	AMPFI_11795	ASTMX10793, ASTMX08180
OG0006622	AMPFI_08817	ASTMX01144
OG0006623	AMPFI_15671	ASTMX00578
OG0006624	AMPFI_06811	ASTMX19460
OG0006626	AMPFI_23212	ASTMX00608
OG0006627	AMPFI_12667	ASTMX01364
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	ASTMX02213, ASTMX00249
OG0006630	AMPFI_10137	ASTMX22622
OG0006631	AMPFI_11411	ASTMX13615
OG0006633	AMPFI_25785	ASTMX18345
OG0006635	AMPFI_03502	ASTMX19723
OG0006636	AMPFI_04565	ASTMX06791
OG0006637	AMPFI_14025	ASTMX01565
OG0006638	AMPFI_10714	ASTMX05476
OG0006640	AMPFI_03675	ASTMX09650
OG0006641	AMPFI_04910	ASTMX01398
OG0006642	AMPFI_08414	ASTMX03226
OG0006645	AMPFI_10382	ASTMX14608
OG0006646	AMPFI_19853	ASTMX04908
OG0006649	AMPFI_16709	ASTMX22278
OG0006650	AMPFI_21571	ASTMX22454
OG0006651	AMPFI_14545, AMPFI_14544	ASTMX03710
OG0006653	AMPFI_11904	ASTMX11926
OG0006654	AMPFI_10612	ASTMX10252
OG0006655	AMPFI_20781	ASTMX02610
OG0006657	AMPFI_05148	ASTMX13430
OG0006658	AMPFI_09511	ASTMX01278
OG0006659	AMPFI_01708	ASTMX08325
OG0006660	AMPFI_18652	ASTMX16840, ASTMX15712
OG0006661	AMPFI_11353	ASTMX06079
OG0006662	AMPFI_03231	ASTMX10852
OG0006663	AMPFI_07743	ASTMX20793
OG0006664	AMPFI_18050	ASTMX18894
OG0006666	AMPFI_11045	ASTMX14266
OG0006667	AMPFI_18059	ASTMX06457
OG0006668	AMPFI_07313	ASTMX08555
OG0006669	AMPFI_09179	ASTMX07762
OG0006670	AMPFI_14097	ASTMX08852
OG0006671	AMPFI_11968	ASTMX02120
OG0006672	AMPFI_14221	ASTMX03220
OG0006673	AMPFI_14877	ASTMX18034, ASTMX05111
OG0006675	AMPFI_15480	ASTMX17949
OG0006676	AMPFI_11139	ASTMX10262
OG0006677	AMPFI_13068	ASTMX10112
OG0006678	AMPFI_06249	ASTMX21609
OG0006679	AMPFI_05721	ASTMX01521
OG0006680	AMPFI_12617, AMPFI_10970	ASTMX00952
OG0006681	AMPFI_05590	ASTMX10798
OG0006683	AMPFI_03467	ASTMX17752
OG0006684	AMPFI_01015	ASTMX19788
OG0006685	AMPFI_00727, AMPFI_21410, AMPFI_19005	ASTMX13015, ASTMX14032
OG0006686	AMPFI_25558	ASTMX07806
OG0006687	AMPFI_08525	ASTMX05776
OG0006688	AMPFI_08024	ASTMX02675
OG0006689	AMPFI_09171	ASTMX02612
OG0006690	AMPFI_14968	ASTMX15458
OG0006692	AMPFI_02498	ASTMX15358
OG0006693	AMPFI_12142	ASTMX13879
OG0006694	AMPFI_03151	ASTMX03870
OG0006695	AMPFI_05886	ASTMX21264
OG0006696	AMPFI_05839	ASTMX04210, ASTMX04552
OG0006697	AMPFI_18729	ASTMX19949, ASTMX09481
OG0006700	AMPFI_23654	ASTMX18394
OG0006702	AMPFI_17003	ASTMX04300
OG0006703	AMPFI_07514	ASTMX15261
OG0006705	AMPFI_16029	ASTMX18210
OG0006706	AMPFI_13283	ASTMX06498
OG0006708	AMPFI_10926	ASTMX11423
OG0006709	AMPFI_21329	ASTMX12695
OG0006710	AMPFI_20886	ASTMX16956
OG0006712	AMPFI_05255	ASTMX19601
OG0006713	AMPFI_08836	ASTMX15643, ASTMX17218
OG0006714	AMPFI_13991	ASTMX07976
OG0006715	AMPFI_23767	ASTMX14563, ASTMX06410
OG0006717	AMPFI_01802	ASTMX04689
OG0006718	AMPFI_07877	ASTMX17392
OG0006719	AMPFI_25280	ASTMX11390
OG0006720	AMPFI_03343	ASTMX06026
OG0006721	AMPFI_19440	ASTMX18174
OG0006722	AMPFI_10729	ASTMX12405
OG0006723	AMPFI_25498	ASTMX13335
OG0006725	AMPFI_20001	ASTMX09476
OG0006726	AMPFI_06499	ASTMX03873
OG0006727	AMPFI_01585	ASTMX20841, ASTMX20842
OG0006729	AMPFI_04655	ASTMX05077
OG0006731	AMPFI_08772	ASTMX19985
OG0006732	AMPFI_18470	ASTMX22779
OG0006733	AMPFI_02251	ASTMX09373, ASTMX11811
OG0006734	AMPFI_20929, AMPFI_20928	ASTMX04829
OG0006736	AMPFI_11074	ASTMX03650
OG0006737	AMPFI_01450	ASTMX11682
OG0006738	AMPFI_07984	ASTMX13600
OG0006739	AMPFI_08561	ASTMX02177
OG0006741	AMPFI_00461	ASTMX00781
OG0006742	AMPFI_07896	ASTMX08794, ASTMX20354
OG0006743	AMPFI_00788	ASTMX13436, ASTMX07092
OG0006744	AMPFI_01115	ASTMX09205, ASTMX05381
OG0006745	AMPFI_01220, AMPFI_16543	ASTMX16122
OG0006747	AMPFI_03041	ASTMX08104, ASTMX20126, ASTMX12937
OG0006748	AMPFI_03340	ASTMX18321
OG0006749	AMPFI_18893	ASTMX10213
OG0006750	AMPFI_04945	ASTMX03816
OG0006751	AMPFI_05310	ASTMX10960
OG0006752	AMPFI_17541	ASTMX03481
OG0006753	AMPFI_06164	ASTMX08486
OG0006754	AMPFI_06462	ASTMX06832
OG0006755	AMPFI_06654	ASTMX00482
OG0006756	AMPFI_19520	ASTMX09700
OG0006757	AMPFI_07042	ASTMX13935
OG0006758	AMPFI_07316	ASTMX00799
OG0006759	AMPFI_08740	ASTMX17468
OG0006760	AMPFI_09555	ASTMX10010
OG0006761	AMPFI_09705	ASTMX19006
OG0006762	AMPFI_10593	ASTMX19374, ASTMX06557
OG0006763	AMPFI_11719	ASTMX04265, ASTMX18089
OG0006764	AMPFI_11801	ASTMX04734
OG0006765	AMPFI_12141	ASTMX03547, ASTMX03548
OG0006766	AMPFI_12392	ASTMX03906
OG0006768	AMPFI_13299	ASTMX01848
OG0006769	AMPFI_14038	ASTMX00239
OG0006770	AMPFI_16289	ASTMX05163, ASTMX17797
OG0006771	AMPFI_20337	ASTMX13731, ASTMX19126
OG0006772	AMPFI_18299	ASTMX17412
OG0006775	AMPFI_20249	ASTMX07700
OG0006776	AMPFI_20448	ASTMX14097
OG0006777	AMPFI_20964	ASTMX09376
OG0006780	AMPFI_24381	ASTMX04854
OG0006828	AMPFI_04049, AMPFI_19655, AMPFI_04309	ASTMX06916
OG0006829	AMPFI_10798	ASTMX16614
OG0006830	AMPFI_10183	ASTMX12230
OG0006831	AMPFI_22424	ASTMX02537
OG0006832	AMPFI_00483	ASTMX05805
OG0006833	AMPFI_09046	ASTMX16981
OG0006835	AMPFI_05723	ASTMX09545
OG0006837	AMPFI_10070	ASTMX12356
OG0006838	AMPFI_03070	ASTMX04988
OG0006839	AMPFI_06689	ASTMX16275
OG0006842	AMPFI_06417	ASTMX18470
OG0006843	AMPFI_16202, AMPFI_16995	ASTMX15344, ASTMX15343
OG0006844	AMPFI_10399	ASTMX05150
OG0006845	AMPFI_09743	ASTMX22497, ASTMX18536
OG0006846	AMPFI_03085	ASTMX04852
OG0006847	AMPFI_12960	ASTMX05035
OG0006848	AMPFI_18769	ASTMX02777, ASTMX15411
OG0006849	AMPFI_06284	ASTMX10597
OG0006850	AMPFI_14881	ASTMX17410
OG0006851	AMPFI_17600	ASTMX10431
OG0006852	AMPFI_13582	ASTMX21034, ASTMX05169, ASTMX05168
OG0006853	AMPFI_20366	ASTMX02147
OG0006856	AMPFI_04448	ASTMX15975
OG0006857	AMPFI_22717	ASTMX10533
OG0006860	AMPFI_10618	ASTMX08893
OG0006861	AMPFI_09686	ASTMX12683
OG0006862	AMPFI_05349	ASTMX04586
OG0006863	AMPFI_14102, AMPFI_03794	ASTMX06189
OG0006864	AMPFI_14090	ASTMX14844
OG0006865	AMPFI_13506	ASTMX00544
OG0006867	AMPFI_12490	ASTMX17195
OG0006870	AMPFI_05126	ASTMX19219
OG0006871	AMPFI_10294	ASTMX18202
OG0006872	AMPFI_13550	ASTMX07240
OG0006873	AMPFI_13615	ASTMX19378
OG0006874	AMPFI_05028	ASTMX10745
OG0006875	AMPFI_24435, AMPFI_14505	ASTMX06127
OG0006876	AMPFI_08220	ASTMX11416
OG0006877	AMPFI_19680	ASTMX13244
OG0006878	AMPFI_10223	ASTMX16892
OG0006879	AMPFI_25263	ASTMX16173
OG0006880	AMPFI_12811	ASTMX10742
OG0006881	AMPFI_12801	ASTMX18811
OG0006885	AMPFI_09233	ASTMX15506
OG0006886	AMPFI_12366	ASTMX09095, ASTMX01120
OG0006887	AMPFI_10614	ASTMX11439
OG0006888	AMPFI_11798	ASTMX09251
OG0006889	AMPFI_10349	ASTMX07203
OG0006890	AMPFI_06179	ASTMX17391
OG0006891	AMPFI_10153	ASTMX19493
OG0006892	AMPFI_04975	ASTMX00090
OG0006893	AMPFI_01490	ASTMX07824
OG0006895	AMPFI_21480, AMPFI_17058	ASTMX01494
OG0006896	AMPFI_23895, AMPFI_02039	ASTMX21118, ASTMX01593
OG0006897	AMPFI_08177	ASTMX03361
OG0006898	AMPFI_13011	ASTMX06272
OG0006899	AMPFI_13416	ASTMX19445
OG0006901	AMPFI_24896	ASTMX00087
OG0006903	AMPFI_22719	ASTMX10135, ASTMX10443
OG0006904	AMPFI_25492	ASTMX18096
OG0006905	AMPFI_15393	ASTMX21329
OG0006906	AMPFI_24996	ASTMX11180
OG0006907	AMPFI_08400	ASTMX21343
OG0006909	AMPFI_14481, AMPFI_00666	ASTMX01775
OG0006911	AMPFI_20108	ASTMX04692
OG0006912	AMPFI_14206, AMPFI_22688	ASTMX03849
OG0006914	AMPFI_06074	ASTMX15342
OG0006916	AMPFI_00335	ASTMX16770
OG0006917	AMPFI_06566	ASTMX19078
OG0006918	AMPFI_10696	ASTMX16285
OG0006919	AMPFI_02944	ASTMX19164
OG0006920	AMPFI_10884	ASTMX09808
OG0006923	AMPFI_08393	ASTMX08705
OG0006924	AMPFI_17424	ASTMX15741
OG0006925	AMPFI_14947	ASTMX08108
OG0006926	AMPFI_09334	ASTMX04276
OG0006928	AMPFI_10468	ASTMX20820, ASTMX17417
OG0006929	AMPFI_15906	ASTMX14469
OG0006931	AMPFI_14829, AMPFI_22093	ASTMX01266
OG0006932	AMPFI_06908	ASTMX01417
OG0006934	AMPFI_13627	ASTMX00025
OG0006935	AMPFI_06775	ASTMX18496
OG0006936	AMPFI_01142	ASTMX10953
OG0006937	AMPFI_14568	ASTMX14042
OG0006939	AMPFI_00736	ASTMX13531
OG0006942	AMPFI_07605	ASTMX13442
OG0006943	AMPFI_06307	ASTMX16314
OG0006944	AMPFI_05110	ASTMX02091
OG0006945	AMPFI_01614	ASTMX00086, ASTMX21538
OG0006946	AMPFI_00482	ASTMX14240
OG0006949	AMPFI_13736	ASTMX06229
OG0006951	AMPFI_18733	ASTMX12012
OG0006952	AMPFI_09145	ASTMX00883
OG0006953	AMPFI_16258	ASTMX13999
OG0006954	AMPFI_10356	ASTMX20718
OG0006955	AMPFI_17685	ASTMX07198, ASTMX07110
OG0006956	AMPFI_03113, AMPFI_25603, AMPFI_22936	ASTMX05793
OG0006957	AMPFI_21241	ASTMX04737
OG0006958	AMPFI_10322	ASTMX14580
OG0006959	AMPFI_13745	ASTMX03957, ASTMX19214
OG0006960	AMPFI_10218	ASTMX00079
OG0006962	AMPFI_08199	ASTMX00716
OG0006964	AMPFI_13035	ASTMX21391
OG0006965	AMPFI_15612	ASTMX06957
OG0006966	AMPFI_08312	ASTMX09198
OG0006967	AMPFI_20325	ASTMX07737
OG0006968	AMPFI_08216	ASTMX20101
OG0006969	AMPFI_09726	ASTMX15725
OG0006970	AMPFI_06662	ASTMX10956, ASTMX17588
OG0006971	AMPFI_14130	ASTMX14444
OG0006972	AMPFI_11218	ASTMX02143
OG0006974	AMPFI_19045	ASTMX18253, ASTMX09496, ASTMX01542
OG0006975	AMPFI_12753	ASTMX05767
OG0006976	AMPFI_11995	ASTMX01198
OG0006977	AMPFI_09374	ASTMX13939
OG0006978	AMPFI_11811, AMPFI_24207	ASTMX03349
OG0006979	AMPFI_14493	ASTMX20387
OG0006980	AMPFI_12230	ASTMX08911
OG0006981	AMPFI_00245	ASTMX18249
OG0006982	AMPFI_11090	ASTMX06903
OG0006983	AMPFI_14172	ASTMX04803
OG0006985	AMPFI_14367	ASTMX08374
OG0006988	AMPFI_24904, AMPFI_02202	ASTMX04994
OG0006989	AMPFI_03226	ASTMX13258
OG0006990	AMPFI_11887	ASTMX12780
OG0006991	AMPFI_07612	ASTMX17290
OG0006992	AMPFI_21431	ASTMX01520
OG0006993	AMPFI_01326	ASTMX15549
OG0006994	AMPFI_02391	ASTMX16722
OG0006995	AMPFI_12939	ASTMX13568
OG0006997	AMPFI_06778	ASTMX16081
OG0006998	AMPFI_23858	ASTMX20511
OG0006999	AMPFI_03627	ASTMX01835
OG0007000	AMPFI_00549	ASTMX15934
OG0007001	AMPFI_09798	ASTMX14381
OG0007003	AMPFI_06800	ASTMX07209, ASTMX15526
OG0007004	AMPFI_01008	ASTMX09577
OG0007005	AMPFI_13442	ASTMX22123
OG0007006	AMPFI_19647	ASTMX06196
OG0007007	AMPFI_23823	ASTMX02970
OG0007008	AMPFI_13646	ASTMX15324
OG0007009	AMPFI_00275	ASTMX19873
OG0007010	AMPFI_17159	ASTMX11111
OG0007011	AMPFI_21944	ASTMX05849
OG0007012	AMPFI_17251	ASTMX09660
OG0007013	AMPFI_07544, AMPFI_03127	ASTMX04505
OG0007014	AMPFI_10606	ASTMX08585
OG0007015	AMPFI_13502	ASTMX17285
OG0007018	AMPFI_23594	ASTMX14959
OG0007021	AMPFI_10039	ASTMX12977
OG0007022	AMPFI_18990	ASTMX05294
OG0007023	AMPFI_09160	ASTMX16844
OG0007024	AMPFI_08761	ASTMX00414
OG0007025	AMPFI_15749	ASTMX02047
OG0007026	AMPFI_14789	ASTMX05189
OG0007027	AMPFI_21576	ASTMX19969
OG0007031	AMPFI_09873	ASTMX20247
OG0007032	AMPFI_19209	ASTMX00154
OG0007033	AMPFI_06964	ASTMX01258
OG0007034	AMPFI_03185	ASTMX14249
OG0007035	AMPFI_25418	ASTMX03494, ASTMX12369
OG0007036	AMPFI_06158	ASTMX13788
OG0007037	AMPFI_06018	ASTMX12701
OG0007038	AMPFI_15334	ASTMX01792
OG0007039	AMPFI_14288	ASTMX01368, ASTMX11134
OG0007040	AMPFI_05605	ASTMX09108
OG0007041	AMPFI_08097	ASTMX12415, ASTMX17229
OG0007042	AMPFI_23647	ASTMX10661
OG0007043	AMPFI_14086	ASTMX12586
OG0007044	AMPFI_12621	ASTMX08265
OG0007045	AMPFI_05641	ASTMX05785
OG0007046	AMPFI_22387	ASTMX11335
OG0007047	AMPFI_21115	ASTMX00903
OG0007048	AMPFI_11198	ASTMX04983, ASTMX07732
OG0007050	AMPFI_12891	ASTMX11641
OG0007053	AMPFI_11530	ASTMX17068
OG0007054	AMPFI_12728	ASTMX07334
OG0007055	AMPFI_18150	ASTMX13195
OG0007056	AMPFI_07442	ASTMX05882
OG0007058	AMPFI_14253	ASTMX07059
OG0007059	AMPFI_06026	ASTMX01512
OG0007060	AMPFI_02194	ASTMX01836
OG0007061	AMPFI_25901	ASTMX10503
OG0007062	AMPFI_13658	ASTMX15159
OG0007063	AMPFI_08500	ASTMX10117
OG0007064	AMPFI_05178	ASTMX19560
OG0007065	AMPFI_15568	ASTMX06285
OG0007066	AMPFI_12944	ASTMX22476
OG0007067	AMPFI_07752, AMPFI_17461, AMPFI_14923, AMPFI_03368	ASTMX08892
OG0007068	AMPFI_09888	ASTMX10090
OG0007072	AMPFI_18252, AMPFI_16229	ASTMX07084
OG0007073	AMPFI_14976	ASTMX19088
OG0007074	AMPFI_09163	ASTMX18317
OG0007075	AMPFI_05630	ASTMX15828, ASTMX07345
OG0007076	AMPFI_19099	ASTMX16160
OG0007077	AMPFI_06540	ASTMX11100
OG0007078	AMPFI_09494	ASTMX15143
OG0007079	AMPFI_20822	ASTMX04560
OG0007080	AMPFI_26007	ASTMX08945
OG0007081	AMPFI_03841	ASTMX07386
OG0007082	AMPFI_24447	ASTMX10303
OG0007083	AMPFI_02939	ASTMX00902
OG0007084	AMPFI_05390	ASTMX21153
OG0007085	AMPFI_17499	ASTMX02625
OG0007086	AMPFI_12116	ASTMX07211
OG0007087	AMPFI_15665	ASTMX08152
OG0007088	AMPFI_22367	ASTMX15682
OG0007089	AMPFI_13513	ASTMX02285
OG0007090	AMPFI_05362	ASTMX06534, ASTMX02841
OG0007091	AMPFI_22286	ASTMX11325
OG0007092	AMPFI_07515	ASTMX01277
OG0007093	AMPFI_19322	ASTMX22411, ASTMX21833
OG0007094	AMPFI_10492	ASTMX08477
OG0007095	AMPFI_16541	ASTMX09063
OG0007096	AMPFI_20333	ASTMX11766, ASTMX03776
OG0007098	AMPFI_24023	ASTMX01065
OG0007099	AMPFI_04664	ASTMX18631
OG0007100	AMPFI_06660	ASTMX09252
OG0007102	AMPFI_14013	ASTMX09794
OG0007103	AMPFI_21498	ASTMX15827
OG0007104	AMPFI_00278	ASTMX02246, ASTMX12173
OG0007105	AMPFI_06051	ASTMX19209
OG0007106	AMPFI_22589	ASTMX00806
OG0007108	AMPFI_22334	ASTMX12153
OG0007111	AMPFI_09811	ASTMX09580, ASTMX03137
OG0007112	AMPFI_09312	ASTMX05122
OG0007113	AMPFI_08709	ASTMX02092, ASTMX16843
OG0007114	AMPFI_23838	ASTMX13798
OG0007117	AMPFI_14953	ASTMX15880
OG0007118	AMPFI_07879	ASTMX14472
OG0007119	AMPFI_10991	ASTMX05484
OG0007120	AMPFI_11091	ASTMX06093
OG0007121	AMPFI_08250	ASTMX18720
OG0007122	AMPFI_25128	ASTMX04799
OG0007124	AMPFI_04084	ASTMX09795
OG0007125	AMPFI_03320	ASTMX16475
OG0007126	AMPFI_13809	ASTMX14075
OG0007127	AMPFI_09006	ASTMX12250, ASTMX01819
OG0007128	AMPFI_01076	ASTMX15167
OG0007130	AMPFI_08690	ASTMX16072
OG0007131	AMPFI_14883	ASTMX13441
OG0007132	AMPFI_25506	ASTMX04322
OG0007133	AMPFI_06167	ASTMX21250
OG0007134	AMPFI_10320	ASTMX16982
OG0007135	AMPFI_02205	ASTMX00245
OG0007136	AMPFI_04222	ASTMX05160
OG0007137	AMPFI_10272	ASTMX18044
OG0007138	AMPFI_06496	ASTMX13115
OG0007139	AMPFI_14817	ASTMX04012
OG0007140	AMPFI_13145	ASTMX06549, ASTMX15484
OG0007141	AMPFI_14042	ASTMX17349
OG0007143	AMPFI_09839	ASTMX01334
OG0007144	AMPFI_01668	ASTMX14074
OG0007145	AMPFI_08849	ASTMX08637
OG0007147	AMPFI_22368	ASTMX13962
OG0007148	AMPFI_25183	ASTMX17772
OG0007150	AMPFI_10416	ASTMX03541
OG0007152	AMPFI_12822	ASTMX14227, ASTMX14226
OG0007153	AMPFI_10515	ASTMX01581
OG0007154	AMPFI_08537	ASTMX04579
OG0007158	AMPFI_01386	ASTMX13778, ASTMX13779
OG0007159	AMPFI_12078, AMPFI_01720	ASTMX02076
OG0007160	AMPFI_02949	ASTMX19280
OG0007161	AMPFI_04059	ASTMX12648, ASTMX10902
OG0007163	AMPFI_04704	ASTMX14930
OG0007164	AMPFI_05277	ASTMX04180
OG0007165	AMPFI_05563	ASTMX02974
OG0007166	AMPFI_06034	ASTMX12427
OG0007168	AMPFI_07364	ASTMX12719
OG0007169	AMPFI_07655	ASTMX15144, ASTMX00082
OG0007171	AMPFI_09280	ASTMX19376
OG0007173	AMPFI_11286	ASTMX08040
OG0007174	AMPFI_12330	ASTMX15803
OG0007175	AMPFI_12406	ASTMX08991
OG0007176	AMPFI_12425	ASTMX19988
OG0007177	AMPFI_13268	ASTMX13669
OG0007178	AMPFI_13363, AMPFI_21866	ASTMX03848
OG0007179	AMPFI_13626	ASTMX11963
OG0007180	AMPFI_14122	ASTMX07909
OG0007181	AMPFI_14166	ASTMX06406, ASTMX09641
OG0007182	AMPFI_15692	ASTMX03504
OG0007183	AMPFI_16520	ASTMX05746
OG0007184	AMPFI_16722	ASTMX04306
OG0007185	AMPFI_19277	ASTMX18718, ASTMX07838
OG0007186	AMPFI_19328	ASTMX01462
OG0007187	AMPFI_19456	ASTMX05320
OG0007188	AMPFI_21843	ASTMX06664
OG0007189	AMPFI_22512	ASTMX20543
OG0007190	AMPFI_24195	ASTMX05931
OG0007191	AMPFI_24799	ASTMX21840
OG0007192	AMPFI_25475	ASTMX07871
OG0007193	AMPFI_25811	ASTMX07735, ASTMX14319, ASTMX14687
OG0007248	AMPFI_02393	ASTMX11925
OG0007250	AMPFI_10124	ASTMX04160
OG0007251	AMPFI_04951, AMPFI_04952	ASTMX21422
OG0007253	AMPFI_12580	ASTMX10666, ASTMX22135
OG0007254	AMPFI_03097	ASTMX14077
OG0007255	AMPFI_06254	ASTMX20514
OG0007256	AMPFI_04723	ASTMX11396
OG0007258	AMPFI_02300	ASTMX15166
OG0007261	AMPFI_01118	ASTMX18822, ASTMX21778
OG0007264	AMPFI_12650	ASTMX01064
OG0007266	AMPFI_02574	ASTMX02148
OG0007268	AMPFI_22023, AMPFI_24233	ASTMX21870
OG0007269	AMPFI_25179, AMPFI_02490	ASTMX01325
OG0007270	AMPFI_06380	ASTMX04175, ASTMX22945
OG0007271	AMPFI_25295	ASTMX06578
OG0007272	AMPFI_21889	ASTMX05229
OG0007273	AMPFI_24018	ASTMX07371
OG0007274	AMPFI_24727	ASTMX02966
OG0007275	AMPFI_14292	ASTMX12595
OG0007279	AMPFI_07724	ASTMX12215
OG0007280	AMPFI_17221	ASTMX21182
OG0007281	AMPFI_11311	ASTMX19835
OG0007282	AMPFI_07925	ASTMX13185
OG0007284	AMPFI_24786	ASTMX20942, ASTMX08706, ASTMX11857
OG0007285	AMPFI_09195	ASTMX14462
OG0007286	AMPFI_11812	ASTMX18425
OG0007288	AMPFI_04627	ASTMX03770
OG0007290	AMPFI_07769	ASTMX00594, ASTMX00595
OG0007291	AMPFI_04272	ASTMX18522
OG0007292	AMPFI_18565	ASTMX06760
OG0007293	AMPFI_17486	ASTMX00876
OG0007294	AMPFI_01601	ASTMX12341
OG0007295	AMPFI_18465, AMPFI_00420	ASTMX04656
OG0007296	AMPFI_21978, AMPFI_15132	ASTMX12421
OG0007297	AMPFI_11278	ASTMX03978
OG0007298	AMPFI_12849, AMPFI_14237	ASTMX13876
OG0007299	AMPFI_06986	ASTMX19667
OG0007300	AMPFI_02267	ASTMX11999
OG0007301	AMPFI_14618	ASTMX00922
OG0007302	AMPFI_13834	ASTMX06041
OG0007303	AMPFI_15376	ASTMX10541
OG0007304	AMPFI_07174	ASTMX20413
