Orthogroup	AMPFI_ok	XENTR
OG0005961	AMPFI_06441	XENTR07970
OG0005963	AMPFI_09480	XENTR04988
OG0005964	AMPFI_11507	XENTR11519
OG0005965	AMPFI_25841	XENTR11562
OG0005966	AMPFI_00202	XENTR07355
OG0005967	AMPFI_07645	XENTR04824
OG0005968	AMPFI_02265	XENTR13328
OG0005969	AMPFI_05971	XENTR16955
OG0005970	AMPFI_08520	XENTR04665
OG0005971	AMPFI_12097	XENTR00136
OG0005972	AMPFI_22709	XENTR02124
OG0005973	AMPFI_24156	XENTR10954
OG0005974	AMPFI_23260	XENTR04691
OG0005975	AMPFI_05524	XENTR02304
OG0005976	AMPFI_12033, AMPFI_00199	XENTR10013
OG0005977	AMPFI_22794	XENTR12877
OG0005978	AMPFI_25985	XENTR14183
OG0005979	AMPFI_08189	XENTR01894
OG0005980	AMPFI_09676	XENTR02536
OG0005982	AMPFI_06280	XENTR04745
OG0005983	AMPFI_09310	XENTR09070
OG0005984	AMPFI_24385	XENTR12144
OG0005985	AMPFI_02791	XENTR06983
OG0005986	AMPFI_14970	XENTR04122
OG0005987	AMPFI_21081	XENTR08582, XENTR11918
OG0005989	AMPFI_00165	XENTR16020
OG0005991	AMPFI_01419	XENTR15975
OG0005992	AMPFI_01888	XENTR07825
OG0005993	AMPFI_06032	XENTR12270
OG0005994	AMPFI_07225	XENTR04762, XENTR00302, XENTR15213
OG0005996	AMPFI_25425, AMPFI_16927, AMPFI_09019	XENTR13072
OG0005997	AMPFI_09215	XENTR04497
OG0005998	AMPFI_10189	XENTR00864
OG0006000	AMPFI_13395	XENTR14856
OG0006001	AMPFI_13702, AMPFI_21077	XENTR12132
OG0006002	AMPFI_13724	XENTR00392
OG0006003	AMPFI_14194	XENTR08305
OG0006004	AMPFI_14518	XENTR06199
OG0006005	AMPFI_15191	XENTR01598
OG0006007	AMPFI_15668	XENTR03430, XENTR09817
OG0006008	AMPFI_15988	XENTR10519
OG0006009	AMPFI_16082	XENTR12472
OG0006010	AMPFI_16750	XENTR14270
OG0006011	AMPFI_19165	XENTR06316
OG0006012	AMPFI_20017	XENTR02675
OG0006013	AMPFI_20123	XENTR12938
OG0006014	AMPFI_22379	XENTR03682, XENTR03683
OG0006015	AMPFI_23792	XENTR08679
OG0006059	AMPFI_19289, AMPFI_07653	XENTR17303
OG0006062	AMPFI_15800	XENTR01805
OG0006063	AMPFI_10125	XENTR07530
OG0006064	AMPFI_10479	XENTR10338
OG0006065	AMPFI_00707	XENTR04759
OG0006066	AMPFI_19701	XENTR15153
OG0006067	AMPFI_10411	XENTR16065
OG0006069	AMPFI_24819	XENTR12713
OG0006070	AMPFI_18117, AMPFI_13971, AMPFI_19027	XENTR07400
OG0006071	AMPFI_06844	XENTR16097
OG0006072	AMPFI_25885	XENTR09314, XENTR09315
OG0006073	AMPFI_18545	XENTR14776
OG0006074	AMPFI_01066	XENTR12108
OG0006076	AMPFI_00903	XENTR04310, XENTR04309
OG0006077	AMPFI_16056	XENTR07181
OG0006078	AMPFI_14356	XENTR03424
OG0006081	AMPFI_06176	XENTR12883
OG0006082	AMPFI_22608	XENTR05362
OG0006083	AMPFI_02840	XENTR00742
OG0006084	AMPFI_21479	XENTR03553, XENTR03554
OG0006085	AMPFI_12724	XENTR01611
OG0006086	AMPFI_20798	XENTR12930
OG0006087	AMPFI_17531	XENTR04594
OG0006090	AMPFI_09756	XENTR13443
OG0006092	AMPFI_00688, AMPFI_16416	XENTR01485
OG0006094	AMPFI_14580	XENTR03083
OG0006095	AMPFI_05328	XENTR14710
OG0006096	AMPFI_15060	XENTR06329
OG0006097	AMPFI_23191	XENTR12426
OG0006098	AMPFI_18314	XENTR08186
OG0006099	AMPFI_24240	XENTR01273, XENTR12991
OG0006100	AMPFI_08247	XENTR10987
OG0006101	AMPFI_24203	XENTR01439
OG0006102	AMPFI_22372	XENTR08091
OG0006103	AMPFI_03153	XENTR08008
OG0006104	AMPFI_13805	XENTR13714
OG0006107	AMPFI_09456	XENTR14034, XENTR14033
OG0006108	AMPFI_05510	XENTR12923
OG0006110	AMPFI_15361, AMPFI_22999	XENTR10136
OG0006111	AMPFI_08928	XENTR17823, XENTR17822
OG0006112	AMPFI_06094	XENTR05885
OG0006113	AMPFI_22280	XENTR04621
OG0006114	AMPFI_02697	XENTR02803
OG0006115	AMPFI_05027	XENTR09139
OG0006116	AMPFI_12560	XENTR14543
OG0006117	AMPFI_07331	XENTR13745
OG0006118	AMPFI_01625	XENTR03384
OG0006119	AMPFI_12632	XENTR08875
OG0006120	AMPFI_09581	XENTR00584, XENTR09766
OG0006121	AMPFI_08623	XENTR10914
OG0006123	AMPFI_20795	XENTR18981
OG0006124	AMPFI_07050	XENTR07608
OG0006125	AMPFI_03499	XENTR12664
OG0006127	AMPFI_02019	XENTR07638
OG0006128	AMPFI_13981	XENTR13569
OG0006129	AMPFI_05212	XENTR03488, XENTR13796
OG0006130	AMPFI_25932	XENTR12277
OG0006131	AMPFI_13673, AMPFI_13674	XENTR16174
OG0006132	AMPFI_06640	XENTR09551
OG0006133	AMPFI_04080	XENTR09837
OG0006134	AMPFI_06352	XENTR14999
OG0006136	AMPFI_11966	XENTR05198
OG0006137	AMPFI_23575	XENTR17758
OG0006139	AMPFI_04819	XENTR17331
OG0006140	AMPFI_08309	XENTR03667
OG0006141	AMPFI_05969	XENTR00345
OG0006144	AMPFI_07884, AMPFI_06238	XENTR06622, XENTR06621
OG0006145	AMPFI_23447, AMPFI_19918	XENTR04064
OG0006146	AMPFI_16230	XENTR07572, XENTR07573
OG0006147	AMPFI_23905	XENTR13313
OG0006148	AMPFI_08258	XENTR04750
OG0006149	AMPFI_00527, AMPFI_00771, AMPFI_19561	XENTR11705
OG0006151	AMPFI_07849	XENTR10086
OG0006152	AMPFI_08291, AMPFI_08292	XENTR07468
OG0006154	AMPFI_14183	XENTR11239
OG0006155	AMPFI_06316	XENTR12154
OG0006156	AMPFI_00402	XENTR16540
OG0006158	AMPFI_13685	XENTR14287, XENTR03057
OG0006159	AMPFI_07707	XENTR18552
OG0006160	AMPFI_14878	XENTR06388
OG0006161	AMPFI_22307	XENTR03324
OG0006162	AMPFI_01274	XENTR09836, XENTR09835
OG0006163	AMPFI_25469	XENTR02676
OG0006164	AMPFI_12889	XENTR18051
OG0006165	AMPFI_06300	XENTR02514
OG0006168	AMPFI_05556	XENTR04926
OG0006169	AMPFI_11768	XENTR17131
OG0006170	AMPFI_12994, AMPFI_22006	XENTR08214
OG0006171	AMPFI_19804, AMPFI_05636	XENTR12055
OG0006174	AMPFI_00422	XENTR14083, XENTR13225
OG0006175	AMPFI_24543	XENTR04518
OG0006176	AMPFI_10520	XENTR14826
OG0006177	AMPFI_05594, AMPFI_04013	XENTR13707
OG0006178	AMPFI_13097	XENTR08742
OG0006179	AMPFI_12364	XENTR11876
OG0006180	AMPFI_00899	XENTR04977
OG0006182	AMPFI_12280	XENTR17070
OG0006183	AMPFI_24216	XENTR04770
OG0006184	AMPFI_24315	XENTR10398
OG0006185	AMPFI_09297	XENTR04641
OG0006186	AMPFI_24925	XENTR02839
OG0006187	AMPFI_06260	XENTR12298, XENTR12297
OG0006188	AMPFI_07880	XENTR08108
OG0006189	AMPFI_11168	XENTR05613
OG0006190	AMPFI_06360	XENTR15217
OG0006191	AMPFI_21306	XENTR17542
OG0006192	AMPFI_12685	XENTR14355
OG0006193	AMPFI_06596	XENTR04349
OG0006194	AMPFI_15367	XENTR15322
OG0006195	AMPFI_22865	XENTR15174
OG0006196	AMPFI_02836	XENTR03085
OG0006198	AMPFI_07883	XENTR13099
OG0006199	AMPFI_09853	XENTR06761, XENTR06762
OG0006201	AMPFI_02013	XENTR01161
OG0006202	AMPFI_12051	XENTR15922
OG0006204	AMPFI_01294	XENTR13371
OG0006205	AMPFI_12052	XENTR08784, XENTR08783
OG0006206	AMPFI_09977	XENTR14852, XENTR06668
OG0006207	AMPFI_08531	XENTR03524
OG0006208	AMPFI_00556	XENTR05045
OG0006209	AMPFI_16406	XENTR08641
OG0006210	AMPFI_09052	XENTR02933
OG0006211	AMPFI_06849	XENTR06206, XENTR06205
OG0006213	AMPFI_05568	XENTR08416
OG0006214	AMPFI_01488	XENTR11798
OG0006216	AMPFI_10203	XENTR14792
OG0006217	AMPFI_17673	XENTR09237
OG0006219	AMPFI_07566	XENTR03243, XENTR03244
OG0006220	AMPFI_07819	XENTR04214
OG0006221	AMPFI_00150, AMPFI_21215	XENTR08012, XENTR06906
OG0006222	AMPFI_10422, AMPFI_25974	XENTR05345
OG0006223	AMPFI_07597	XENTR07943
OG0006224	AMPFI_06836	XENTR13017
OG0006226	AMPFI_06544	XENTR04747
OG0006227	AMPFI_11009	XENTR01910
OG0006228	AMPFI_06507	XENTR09481
OG0006229	AMPFI_12998	XENTR03562
OG0006230	AMPFI_23278	XENTR04159
OG0006231	AMPFI_07940	XENTR07806
OG0006232	AMPFI_18260	XENTR16162
OG0006233	AMPFI_19163	XENTR13560
OG0006234	AMPFI_04221	XENTR00067
OG0006235	AMPFI_04700	XENTR16645
OG0006237	AMPFI_22763, AMPFI_25948	XENTR16475
OG0006238	AMPFI_19131	XENTR10713
OG0006239	AMPFI_24438	XENTR09561
OG0006240	AMPFI_03635	XENTR14524
OG0006241	AMPFI_00986	XENTR09169, XENTR09168
OG0006242	AMPFI_24255	XENTR00993
OG0006243	AMPFI_09339	XENTR14329
OG0006244	AMPFI_12017	XENTR01206
OG0006245	AMPFI_05666	XENTR10382
OG0006246	AMPFI_06509	XENTR08317, XENTR08316
OG0006248	AMPFI_12231	XENTR02044
OG0006249	AMPFI_02549	XENTR18011
OG0006251	AMPFI_08696	XENTR17672, XENTR17673
OG0006252	AMPFI_07736	XENTR11356
OG0006254	AMPFI_10561	XENTR04794
OG0006255	AMPFI_10712	XENTR13581
OG0006256	AMPFI_07679	XENTR12974
OG0006257	AMPFI_16037	XENTR14368
OG0006258	AMPFI_10117	XENTR05063
OG0006259	AMPFI_08846	XENTR15431, XENTR15430
OG0006260	AMPFI_09166	XENTR07975
OG0006261	AMPFI_21809	XENTR02875
OG0006262	AMPFI_21311	XENTR10478
OG0006263	AMPFI_15958	XENTR16349
OG0006264	AMPFI_18486	XENTR12516
OG0006266	AMPFI_10633	XENTR05490
OG0006269	AMPFI_11603	XENTR11232
OG0006270	AMPFI_11518, AMPFI_11517	XENTR07745
OG0006271	AMPFI_05497	XENTR15420
OG0006273	AMPFI_12803	XENTR12414, XENTR09963
OG0006274	AMPFI_02692	XENTR10037
OG0006275	AMPFI_11056	XENTR07622
OG0006276	AMPFI_22661	XENTR13030
OG0006277	AMPFI_05401	XENTR12192
OG0006278	AMPFI_13328	XENTR17395
OG0006279	AMPFI_12209	XENTR16888
OG0006280	AMPFI_13354	XENTR01612
OG0006281	AMPFI_08305	XENTR12028
OG0006283	AMPFI_09857	XENTR02905
OG0006284	AMPFI_13248, AMPFI_15640	XENTR06698
OG0006285	AMPFI_09442	XENTR13372
OG0006286	AMPFI_00384	XENTR17703
OG0006287	AMPFI_23322	XENTR09075
OG0006290	AMPFI_15621	XENTR11599
OG0006291	AMPFI_03057	XENTR03996
OG0006292	AMPFI_02156	XENTR01719
OG0006293	AMPFI_20336	XENTR13916
OG0006294	AMPFI_08840	XENTR03051
OG0006295	AMPFI_12168	XENTR01520
OG0006296	AMPFI_00354	XENTR00735
OG0006297	AMPFI_03538	XENTR11225
OG0006298	AMPFI_22421	XENTR06203
OG0006299	AMPFI_15652	XENTR08448
OG0006300	AMPFI_04147, AMPFI_18641	XENTR07486, XENTR07487
OG0006301	AMPFI_05956	XENTR02417
OG0006302	AMPFI_24529	XENTR12112
OG0006304	AMPFI_12955	XENTR07711
OG0006305	AMPFI_06288	XENTR17559, XENTR18952
OG0006307	AMPFI_07621	XENTR02770
OG0006308	AMPFI_13919	XENTR08889
OG0006309	AMPFI_22246	XENTR14030
OG0006310	AMPFI_18263, AMPFI_21010	XENTR04453
OG0006311	AMPFI_05300	XENTR15701, XENTR15702
OG0006312	AMPFI_19065	XENTR14039
OG0006313	AMPFI_08699	XENTR12867
OG0006314	AMPFI_00274	XENTR14429
OG0006315	AMPFI_12726	XENTR14232
OG0006316	AMPFI_25657	XENTR13989, XENTR13988
OG0006319	AMPFI_18169	XENTR17260
OG0006320	AMPFI_02196	XENTR10726
OG0006321	AMPFI_06467, AMPFI_03793	XENTR09888
OG0006322	AMPFI_18871	XENTR02812
OG0006323	AMPFI_09840	XENTR10824
OG0006324	AMPFI_15910, AMPFI_03322, AMPFI_04965	XENTR04618
OG0006325	AMPFI_00434, AMPFI_12380	XENTR06243
OG0006326	AMPFI_18484	XENTR11955
OG0006327	AMPFI_08527	XENTR15639
OG0006328	AMPFI_12066	XENTR08357
OG0006330	AMPFI_04855	XENTR12116
OG0006331	AMPFI_14220	XENTR02078
OG0006332	AMPFI_14914	XENTR11820
OG0006334	AMPFI_25859	XENTR11454
OG0006335	AMPFI_07444	XENTR08558
OG0006336	AMPFI_10265	XENTR14065
OG0006339	AMPFI_08797	XENTR00791
OG0006340	AMPFI_12532	XENTR08910
OG0006341	AMPFI_15945	XENTR01670
OG0006343	AMPFI_00277, AMPFI_00654, AMPFI_19184	XENTR14450
OG0006344	AMPFI_17205	XENTR15368
OG0006345	AMPFI_19089, AMPFI_21303	XENTR09326
OG0006347	AMPFI_08973	XENTR05199
OG0006348	AMPFI_23765	XENTR06843
OG0006350	AMPFI_24714	XENTR13659
OG0006351	AMPFI_03732	XENTR17000, XENTR16531
OG0006352	AMPFI_00995	XENTR04339
OG0006353	AMPFI_06451	XENTR02093
OG0006355	AMPFI_04748	XENTR14554, XENTR14553
OG0006356	AMPFI_25376	XENTR11146
OG0006357	AMPFI_23363	XENTR09642
OG0006359	AMPFI_13107	XENTR13253
OG0006360	AMPFI_21111	XENTR11510
OG0006361	AMPFI_13719	XENTR00506
OG0006362	AMPFI_21721	XENTR05459
OG0006363	AMPFI_07540	XENTR09507
OG0006364	AMPFI_05920	XENTR09578
OG0006365	AMPFI_25333	XENTR05265
OG0006367	AMPFI_00225	XENTR16726
OG0006368	AMPFI_14390, AMPFI_00586	XENTR01724
OG0006370	AMPFI_02001	XENTR06294
OG0006372	AMPFI_02843	XENTR08472
OG0006373	AMPFI_04455, AMPFI_06235, AMPFI_12816, AMPFI_17779, AMPFI_24420	XENTR15038
OG0006375	AMPFI_05100	XENTR01833
OG0006376	AMPFI_06042	XENTR07738
OG0006377	AMPFI_06121	XENTR13700, XENTR18549, XENTR18550
OG0006378	AMPFI_06173	XENTR05710
OG0006379	AMPFI_06346	XENTR03826
OG0006380	AMPFI_14500	XENTR07519
OG0006381	AMPFI_07193	XENTR06606
OG0006382	AMPFI_08946	XENTR08999
OG0006383	AMPFI_09418	XENTR15954
OG0006384	AMPFI_10036	XENTR13211
OG0006385	AMPFI_10081	XENTR14544
OG0006386	AMPFI_10106	XENTR12059
OG0006387	AMPFI_10442	XENTR17469, XENTR08445
OG0006388	AMPFI_10875	XENTR16581
OG0006389	AMPFI_10944	XENTR16925
OG0006390	AMPFI_11153	XENTR00780
OG0006391	AMPFI_19852	XENTR02605
OG0006393	AMPFI_13332	XENTR07149, XENTR11546
OG0006394	AMPFI_13378	XENTR05625
OG0006395	AMPFI_13661	XENTR18848, XENTR18849
OG0006396	AMPFI_14971	XENTR05740
OG0006401	AMPFI_20278	XENTR17593, XENTR13636
OG0006402	AMPFI_21913	XENTR05561
OG0006442	AMPFI_22897	XENTR08173
OG0006443	AMPFI_07202	XENTR09473
OG0006446	AMPFI_10817	XENTR16098
OG0006447	AMPFI_11947	XENTR07741
OG0006448	AMPFI_06560	XENTR02943
OG0006452	AMPFI_16030	XENTR02590, XENTR02788
OG0006454	AMPFI_05834	XENTR04050
OG0006457	AMPFI_21736	XENTR11459, XENTR11458
OG0006458	AMPFI_20948	XENTR02651
OG0006459	AMPFI_24708	XENTR08528
OG0006460	AMPFI_05880	XENTR00159
OG0006461	AMPFI_09416	XENTR07035
OG0006462	AMPFI_25276	XENTR01277
OG0006463	AMPFI_13065	XENTR14323
OG0006464	AMPFI_20431	XENTR10541
OG0006465	AMPFI_08854	XENTR07508
OG0006467	AMPFI_07080	XENTR02705
OG0006468	AMPFI_25686	XENTR05148
OG0006469	AMPFI_03365	XENTR07325
OG0006470	AMPFI_09779	XENTR15042
OG0006471	AMPFI_12192	XENTR14365
OG0006474	AMPFI_10985	XENTR00813
OG0006475	AMPFI_07654	XENTR10608
OG0006476	AMPFI_06528	XENTR04361
OG0006477	AMPFI_11262	XENTR04447
OG0006478	AMPFI_19049	XENTR14784
OG0006479	AMPFI_06142	XENTR08062
OG0006480	AMPFI_11426	XENTR17557
OG0006481	AMPFI_25723	XENTR02608
OG0006482	AMPFI_24557	XENTR03862
OG0006483	AMPFI_16128	XENTR10963
OG0006485	AMPFI_08915	XENTR16219
OG0006486	AMPFI_16684	XENTR11132, XENTR15545
OG0006487	AMPFI_17903	XENTR02802
OG0006488	AMPFI_11034	XENTR02069
OG0006490	AMPFI_17883	XENTR10811
OG0006491	AMPFI_11842	XENTR07123
OG0006493	AMPFI_02164	XENTR17127, XENTR17126
OG0006494	AMPFI_05737	XENTR09027
OG0006495	AMPFI_07176	XENTR18761
OG0006496	AMPFI_10689	XENTR00108
OG0006497	AMPFI_06696	XENTR00921
OG0006498	AMPFI_12161	XENTR16311
OG0006499	AMPFI_10067	XENTR01284
OG0006500	AMPFI_10686	XENTR11715
OG0006501	AMPFI_25980	XENTR12662
OG0006502	AMPFI_01184	XENTR18276
OG0006503	AMPFI_14175	XENTR17521
OG0006505	AMPFI_09747	XENTR02899
OG0006506	AMPFI_20331	XENTR01492
OG0006508	AMPFI_11788	XENTR12459, XENTR11779
OG0006509	AMPFI_18650	XENTR13835
OG0006510	AMPFI_07648	XENTR16128
OG0006511	AMPFI_09796	XENTR06903
OG0006512	AMPFI_15002	XENTR05619
OG0006513	AMPFI_10162	XENTR00521
OG0006514	AMPFI_21552	XENTR05648
OG0006515	AMPFI_23080	XENTR13526
OG0006516	AMPFI_09518	XENTR13095
OG0006517	AMPFI_09029	XENTR09962
OG0006518	AMPFI_09733	XENTR09393
OG0006519	AMPFI_09462	XENTR05535
OG0006520	AMPFI_20008	XENTR13195
OG0006523	AMPFI_01535	XENTR02071
OG0006526	AMPFI_14770	XENTR18522
OG0006527	AMPFI_06100	XENTR17417
OG0006528	AMPFI_10398	XENTR04191
OG0006530	AMPFI_21867, AMPFI_16011	XENTR16908
OG0006532	AMPFI_11984	XENTR09832
OG0006534	AMPFI_20504	XENTR11837
OG0006535	AMPFI_14352	XENTR18789
OG0006536	AMPFI_12044	XENTR11449
OG0006537	AMPFI_10341	XENTR01017
OG0006538	AMPFI_02030	XENTR03139
OG0006540	AMPFI_19290	XENTR11917
OG0006541	AMPFI_18892	XENTR13987
OG0006542	AMPFI_14637	XENTR13194
OG0006543	AMPFI_06101	XENTR05755
OG0006544	AMPFI_06224	XENTR15901
OG0006545	AMPFI_13489	XENTR06549
OG0006546	AMPFI_15044	XENTR13406
OG0006549	AMPFI_05684	XENTR02344
OG0006550	AMPFI_17947	XENTR00769, XENTR00770
OG0006551	AMPFI_11025	XENTR18892
OG0006552	AMPFI_07606	XENTR05835
OG0006553	AMPFI_10454	XENTR01394
OG0006554	AMPFI_04096	XENTR10302
OG0006555	AMPFI_14579	XENTR04187
OG0006556	AMPFI_03232	XENTR16928
OG0006559	AMPFI_02145	XENTR13926, XENTR04712
OG0006560	AMPFI_19755	XENTR12102
OG0006562	AMPFI_09623	XENTR12591, XENTR12589
OG0006563	AMPFI_21613	XENTR14698
OG0006564	AMPFI_05981	XENTR07133
OG0006565	AMPFI_11901	XENTR05991, XENTR11310
OG0006566	AMPFI_03736	XENTR07371
OG0006568	AMPFI_09823	XENTR09608
OG0006569	AMPFI_04736	XENTR00615
OG0006571	AMPFI_23157	XENTR05803
OG0006572	AMPFI_16777	XENTR00004
OG0006573	AMPFI_04218	XENTR10805
OG0006574	AMPFI_19066	XENTR04351
OG0006575	AMPFI_01666	XENTR06177
OG0006577	AMPFI_00642	XENTR14469
OG0006578	AMPFI_06349	XENTR12631, XENTR12630
OG0006579	AMPFI_03149	XENTR13945
OG0006580	AMPFI_23358	XENTR13958, XENTR13959
OG0006581	AMPFI_11462	XENTR10059
OG0006583	AMPFI_07167	XENTR16033
OG0006584	AMPFI_02572	XENTR02296
OG0006585	AMPFI_01004	XENTR12780
OG0006586	AMPFI_11910	XENTR00497
OG0006587	AMPFI_08526	XENTR11980
OG0006588	AMPFI_22279	XENTR06817
OG0006589	AMPFI_07432	XENTR01351
OG0006590	AMPFI_10661	XENTR14263
OG0006591	AMPFI_00838	XENTR11790
OG0006592	AMPFI_11061	XENTR01236
OG0006593	AMPFI_11869	XENTR12622
OG0006594	AMPFI_22653	XENTR18025
OG0006595	AMPFI_07066	XENTR09437
OG0006596	AMPFI_14571	XENTR12773
OG0006597	AMPFI_14301	XENTR00700
OG0006598	AMPFI_19501	XENTR14326
OG0006600	AMPFI_22394	XENTR13734, XENTR13733
OG0006602	AMPFI_07168	XENTR15212
OG0006603	AMPFI_06187	XENTR10213
OG0006604	AMPFI_05937	XENTR09447, XENTR09446
OG0006606	AMPFI_17025, AMPFI_02730	XENTR05954
OG0006607	AMPFI_08824	XENTR13594
OG0006608	AMPFI_09810	XENTR00251
OG0006609	AMPFI_06978	XENTR06296
OG0006610	AMPFI_09328	XENTR07341
OG0006611	AMPFI_21041	XENTR05216
OG0006612	AMPFI_15592	XENTR11538
OG0006614	AMPFI_10524	XENTR18989
OG0006615	AMPFI_13199	XENTR06546
OG0006616	AMPFI_05408	XENTR09627
OG0006618	AMPFI_03713	XENTR16353
OG0006619	AMPFI_23367	XENTR02127, XENTR02126
OG0006620	AMPFI_11795	XENTR12760, XENTR03634
OG0006622	AMPFI_08817	XENTR12562
OG0006623	AMPFI_15671	XENTR09849
OG0006624	AMPFI_06811	XENTR01731
OG0006626	AMPFI_23212	XENTR04565, XENTR13907
OG0006627	AMPFI_12667	XENTR17718
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	XENTR02668
OG0006630	AMPFI_10137	XENTR08125
OG0006631	AMPFI_11411	XENTR19213
OG0006635	AMPFI_03502	XENTR01982
OG0006636	AMPFI_04565	XENTR11494
OG0006637	AMPFI_14025	XENTR05016
OG0006638	AMPFI_10714	XENTR15778
OG0006640	AMPFI_03675	XENTR12743
OG0006641	AMPFI_04910	XENTR03024
OG0006642	AMPFI_08414	XENTR08911
OG0006645	AMPFI_10382	XENTR13154
OG0006646	AMPFI_19853	XENTR01407
OG0006649	AMPFI_16709	XENTR10760
OG0006651	AMPFI_14545, AMPFI_14544	XENTR12537
OG0006653	AMPFI_11904	XENTR09964
OG0006654	AMPFI_10612	XENTR14617
OG0006655	AMPFI_20781	XENTR05829
OG0006656	AMPFI_07305	XENTR19261, XENTR19010
OG0006657	AMPFI_05148	XENTR10304
OG0006658	AMPFI_09511	XENTR09594
OG0006660	AMPFI_18652	XENTR07050
OG0006661	AMPFI_11353	XENTR11919
OG0006662	AMPFI_03231	XENTR02635
OG0006663	AMPFI_07743	XENTR03207
OG0006664	AMPFI_18050	XENTR06837
OG0006666	AMPFI_11045	XENTR04836
OG0006667	AMPFI_18059	XENTR11957
OG0006668	AMPFI_07313	XENTR10580
OG0006669	AMPFI_09179	XENTR13698
OG0006670	AMPFI_14097	XENTR03934
OG0006672	AMPFI_14221	XENTR10612
OG0006673	AMPFI_14877	XENTR06476
OG0006675	AMPFI_15480	XENTR11950
OG0006676	AMPFI_11139	XENTR05976
OG0006677	AMPFI_13068	XENTR13655, XENTR13654
OG0006678	AMPFI_06249	XENTR13719
OG0006680	AMPFI_12617, AMPFI_10970	XENTR02487
OG0006681	AMPFI_05590	XENTR03638
OG0006683	AMPFI_03467	XENTR10018
OG0006684	AMPFI_01015	XENTR16293
OG0006685	AMPFI_00727, AMPFI_21410, AMPFI_19005	XENTR18985, XENTR04488
OG0006686	AMPFI_25558	XENTR06782
OG0006687	AMPFI_08525	XENTR12769
OG0006688	AMPFI_08024	XENTR13607
OG0006689	AMPFI_09171	XENTR01441
OG0006690	AMPFI_14968	XENTR13317
OG0006692	AMPFI_02498	XENTR13963
OG0006693	AMPFI_12142	XENTR12746
OG0006694	AMPFI_03151	XENTR04108
OG0006695	AMPFI_05886	XENTR13948
OG0006696	AMPFI_05839	XENTR00610
OG0006697	AMPFI_18729	XENTR10497
OG0006699	AMPFI_24821	XENTR06331, XENTR06330
OG0006700	AMPFI_23654	XENTR03198
OG0006703	AMPFI_07514	XENTR04634
OG0006705	AMPFI_16029	XENTR00293
OG0006706	AMPFI_13283	XENTR07780
OG0006708	AMPFI_10926	XENTR18874
OG0006709	AMPFI_21329	XENTR05409
OG0006710	AMPFI_20886	XENTR18018
OG0006712	AMPFI_05255	XENTR03007
OG0006713	AMPFI_08836	XENTR08986, XENTR14768
OG0006714	AMPFI_13991	XENTR08721
OG0006715	AMPFI_23767	XENTR17785, XENTR13166
OG0006717	AMPFI_01802	XENTR17648
OG0006718	AMPFI_07877	XENTR09540
OG0006719	AMPFI_25280	XENTR09126
OG0006720	AMPFI_03343	XENTR09067
OG0006721	AMPFI_19440	XENTR08095
OG0006723	AMPFI_25498	XENTR16854
OG0006725	AMPFI_20001	XENTR07038
OG0006726	AMPFI_06499	XENTR09612
OG0006727	AMPFI_01585	XENTR05898
OG0006729	AMPFI_04655	XENTR02778
OG0006730	AMPFI_06679	XENTR07699
OG0006731	AMPFI_08772	XENTR14502
OG0006732	AMPFI_18470	XENTR17486
OG0006733	AMPFI_02251	XENTR12805
OG0006734	AMPFI_20929, AMPFI_20928	XENTR17831
OG0006736	AMPFI_11074	XENTR09191, XENTR10482
OG0006737	AMPFI_01450	XENTR00969
OG0006738	AMPFI_07984	XENTR19225, XENTR19226
OG0006739	AMPFI_08561	XENTR07449
OG0006741	AMPFI_00461	XENTR08382
OG0006742	AMPFI_07896	XENTR05493
OG0006744	AMPFI_01115	XENTR02584
OG0006745	AMPFI_01220, AMPFI_16543	XENTR09899
OG0006747	AMPFI_03041	XENTR03834, XENTR12326, XENTR14362
OG0006748	AMPFI_03340	XENTR03274
OG0006749	AMPFI_18893	XENTR01774
OG0006750	AMPFI_04945	XENTR07602
OG0006752	AMPFI_17541	XENTR02646
OG0006753	AMPFI_06164	XENTR11694
OG0006754	AMPFI_06462	XENTR18420
OG0006755	AMPFI_06654	XENTR10590
OG0006756	AMPFI_19520	XENTR18274
OG0006757	AMPFI_07042	XENTR12333
OG0006758	AMPFI_07316	XENTR19253
OG0006759	AMPFI_08740	XENTR11512
OG0006760	AMPFI_09555	XENTR04753, XENTR04751, XENTR04752
OG0006761	AMPFI_09705	XENTR01047
OG0006762	AMPFI_10593	XENTR06563
OG0006763	AMPFI_11719	XENTR16927, XENTR12254
OG0006764	AMPFI_11801	XENTR01594
OG0006765	AMPFI_12141	XENTR09754
OG0006766	AMPFI_12392	XENTR12590, XENTR12592
OG0006768	AMPFI_13299	XENTR17405
OG0006769	AMPFI_14038	XENTR18589
OG0006770	AMPFI_16289	XENTR10049
OG0006771	AMPFI_20337	XENTR13494, XENTR13493
OG0006772	AMPFI_18299	XENTR06880, XENTR06881
OG0006775	AMPFI_20249	XENTR01837
OG0006776	AMPFI_20448	XENTR07592
OG0006777	AMPFI_20964	XENTR14289
OG0006780	AMPFI_24381	XENTR12106
OG0006826	AMPFI_21636	XENTR13782
OG0006828	AMPFI_04049, AMPFI_19655, AMPFI_04309	XENTR08258
OG0006829	AMPFI_10798	XENTR09763
OG0006830	AMPFI_10183	XENTR13305
OG0006831	AMPFI_22424	XENTR14217
