Orthogroup	AMPFI_ok	ORYLA
OG0005533	AMPFI_07431	ORYLA15088
OG0005534	AMPFI_02904	ORYLA03728
OG0005535	AMPFI_20792	ORYLA03963
OG0005536	AMPFI_25659	ORYLA18564
OG0005537	AMPFI_21731, AMPFI_15705	ORYLA01980
OG0005539	AMPFI_17867	ORYLA02050
OG0005540	AMPFI_01581, AMPFI_04856	ORYLA02237
OG0005541	AMPFI_02274	ORYLA02049
OG0005542	AMPFI_23722	ORYLA05283
OG0005544	AMPFI_19791	ORYLA17208, ORYLA20065
OG0005545	AMPFI_02918	ORYLA14533
OG0005550	AMPFI_07614	ORYLA08972
OG0005552	AMPFI_23976, AMPFI_07150	ORYLA01660
OG0005553	AMPFI_08016	ORYLA02730
OG0005554	AMPFI_09650	ORYLA12388
OG0005555	AMPFI_15072	ORYLA10957, ORYLA14417, ORYLA14418
OG0005556	AMPFI_06697	ORYLA12069
OG0005558	AMPFI_11124	ORYLA10063
OG0005559	AMPFI_24875	ORYLA02239
OG0005560	AMPFI_25591	ORYLA14278
OG0005562	AMPFI_08855	ORYLA04125
OG0005563	AMPFI_03034	ORYLA09992
OG0005564	AMPFI_13520	ORYLA02457
OG0005565	AMPFI_06482	ORYLA16458
OG0005566	AMPFI_06475	ORYLA17974, ORYLA02685
OG0005568	AMPFI_20754	ORYLA10905, ORYLA14674
OG0005569	AMPFI_20507	ORYLA14847
OG0005570	AMPFI_11973	ORYLA09366, ORYLA08749
OG0005572	AMPFI_24950	ORYLA08784
OG0005573	AMPFI_21915	ORYLA14840
OG0005575	AMPFI_00158	ORYLA07924
OG0005576	AMPFI_04904, AMPFI_04487	ORYLA09579
OG0005578	AMPFI_06161	ORYLA05383, ORYLA05382
OG0005579	AMPFI_00039, AMPFI_09236	ORYLA04838, ORYLA05350
OG0005580	AMPFI_07747	ORYLA10325
OG0005581	AMPFI_18611	ORYLA00865
OG0005582	AMPFI_01101	ORYLA10241
OG0005583	AMPFI_04177	ORYLA02698, ORYLA14651
OG0005584	AMPFI_00049	ORYLA18545
OG0005587	AMPFI_10526, AMPFI_14980	ORYLA14788
OG0005588	AMPFI_09819	ORYLA18649
OG0005591	AMPFI_10726	ORYLA11855
OG0005592	AMPFI_00505	ORYLA16597
OG0005593	AMPFI_24491	ORYLA09600
OG0005594	AMPFI_11982	ORYLA05359
OG0005595	AMPFI_09486	ORYLA11765
OG0005596	AMPFI_05570	ORYLA11964
OG0005597	AMPFI_09644	ORYLA12279
OG0005598	AMPFI_25028	ORYLA14645
OG0005600	AMPFI_20128	ORYLA16033
OG0005602	AMPFI_09021	ORYLA08679, ORYLA08680
OG0005603	AMPFI_03859, AMPFI_09704	ORYLA07341
OG0005604	AMPFI_08328	ORYLA08546
OG0005605	AMPFI_05861	ORYLA19011
OG0005607	AMPFI_04444	ORYLA13045, ORYLA04192, ORYLA04876
OG0005608	AMPFI_18490	ORYLA11957
OG0005609	AMPFI_08731	ORYLA12137
OG0005610	AMPFI_02152	ORYLA01244, ORYLA04278
OG0005611	AMPFI_24172	ORYLA16851
OG0005612	AMPFI_04427	ORYLA00126, ORYLA00125
OG0005613	AMPFI_05065	ORYLA04705, ORYLA00127
OG0005614	AMPFI_08613	ORYLA10704
OG0005615	AMPFI_20265	ORYLA10994
OG0005616	AMPFI_08906	ORYLA12774
OG0005617	AMPFI_19136	ORYLA13237, ORYLA02749
OG0005618	AMPFI_14674	ORYLA02960
OG0005619	AMPFI_00435	ORYLA13138
OG0005620	AMPFI_06209	ORYLA11087
OG0005621	AMPFI_14064	ORYLA10189
OG0005622	AMPFI_12692	ORYLA11349
OG0005623	AMPFI_17629	ORYLA05069
OG0005624	AMPFI_06791	ORYLA11010
OG0005626	AMPFI_23540	ORYLA03603
OG0005627	AMPFI_22625	ORYLA00779
OG0005628	AMPFI_19241	ORYLA02379, ORYLA17397
OG0005629	AMPFI_05159	ORYLA20125
OG0005630	AMPFI_19116	ORYLA00441, ORYLA07220
OG0005631	AMPFI_12522	ORYLA05644
OG0005632	AMPFI_19962	ORYLA11796
OG0005633	AMPFI_11937	ORYLA10109
OG0005634	AMPFI_00071	ORYLA02889, ORYLA17840
OG0005636	AMPFI_04489	ORYLA12123
OG0005637	AMPFI_04626, AMPFI_04625	ORYLA09613
OG0005639	AMPFI_06980, AMPFI_14599	ORYLA11914
OG0005640	AMPFI_08596	ORYLA10162
OG0005641	AMPFI_10495	ORYLA00103
OG0005642	AMPFI_10380	ORYLA13774, ORYLA14167
OG0005643	AMPFI_10803	ORYLA13841, ORYLA13840
OG0005644	AMPFI_11347, AMPFI_16875	ORYLA03977, ORYLA03459
OG0005645	AMPFI_12021	ORYLA19943
OG0005646	AMPFI_13253	ORYLA10031, ORYLA10030
OG0005648	AMPFI_13701	ORYLA16024, ORYLA13049
OG0005649	AMPFI_14935	ORYLA20074
OG0005650	AMPFI_20294	ORYLA14445
OG0005652	AMPFI_22497	ORYLA14413
OG0005654	AMPFI_23799	ORYLA12567, ORYLA09067, ORYLA12566
OG0005685	AMPFI_10251	ORYLA10800
OG0005690	AMPFI_12489	ORYLA06115
OG0005692	AMPFI_24376	ORYLA08643, ORYLA09530
OG0005695	AMPFI_18860	ORYLA16353
OG0005696	AMPFI_09377	ORYLA12255
OG0005698	AMPFI_00397	ORYLA02906
OG0005699	AMPFI_07976	ORYLA07691
OG0005701	AMPFI_09363	ORYLA05083
OG0005702	AMPFI_22449	ORYLA03576
OG0005704	AMPFI_06960	ORYLA09597
OG0005707	AMPFI_01312	ORYLA06810, ORYLA13030
OG0005708	AMPFI_08122	ORYLA06067
OG0005711	AMPFI_09156	ORYLA04019
OG0005712	AMPFI_00923	ORYLA18989
OG0005713	AMPFI_06087, AMPFI_06088, AMPFI_06089	ORYLA12382
OG0005714	AMPFI_05921	ORYLA02729
OG0005715	AMPFI_24802	ORYLA17805
OG0005717	AMPFI_22047	ORYLA05307
OG0005719	AMPFI_09072	ORYLA19328
OG0005721	AMPFI_11307	ORYLA04577
OG0005723	AMPFI_12510	ORYLA15901
OG0005725	AMPFI_24254	ORYLA07793
OG0005726	AMPFI_01096	ORYLA06770, ORYLA09046
OG0005727	AMPFI_23005	ORYLA17541
OG0005728	AMPFI_22569, AMPFI_01425	ORYLA14263
OG0005729	AMPFI_16465	ORYLA11545
OG0005730	AMPFI_02417	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	AMPFI_06208, AMPFI_05549	ORYLA16981
OG0005732	AMPFI_10475	ORYLA00704, ORYLA00703
OG0005733	AMPFI_17309	ORYLA08056
OG0005735	AMPFI_00626	ORYLA02863
OG0005736	AMPFI_16422	ORYLA16039, ORYLA20245, ORYLA10904
OG0005738	AMPFI_15740	ORYLA06339
OG0005740	AMPFI_09963	ORYLA16267, ORYLA00248
OG0005741	AMPFI_25255	ORYLA08044
OG0005744	AMPFI_14891	ORYLA05679
OG0005746	AMPFI_01314, AMPFI_03522	ORYLA00433
OG0005747	AMPFI_06608	ORYLA15631
OG0005748	AMPFI_05048	ORYLA03792, ORYLA03791
OG0005749	AMPFI_06019	ORYLA20160
OG0005750	AMPFI_08396	ORYLA01346
OG0005752	AMPFI_08339	ORYLA09924
OG0005753	AMPFI_00379, AMPFI_19664, AMPFI_23541, AMPFI_25361, AMPFI_00074	ORYLA03557, ORYLA03556
OG0005755	AMPFI_20592	ORYLA13999
OG0005756	AMPFI_14179	ORYLA02098
OG0005757	AMPFI_07292	ORYLA05641
OG0005758	AMPFI_09198	ORYLA03344
OG0005759	AMPFI_12317	ORYLA18537, ORYLA18536
OG0005761	AMPFI_08071	ORYLA17928
OG0005762	AMPFI_06322	ORYLA12918
OG0005763	AMPFI_06899	ORYLA18058
OG0005764	AMPFI_08279	ORYLA05922
OG0005765	AMPFI_11908	ORYLA05068
OG0005766	AMPFI_17046	ORYLA03635
OG0005767	AMPFI_09881	ORYLA08905
OG0005768	AMPFI_09293	ORYLA19835, ORYLA19834
OG0005769	AMPFI_10907	ORYLA12870, ORYLA06629
OG0005770	AMPFI_22099, AMPFI_18049	ORYLA15198
OG0005771	AMPFI_01299	ORYLA01975
OG0005772	AMPFI_11305	ORYLA17831
OG0005773	AMPFI_16557	ORYLA14006, ORYLA06306
OG0005774	AMPFI_05603	ORYLA15970
OG0005775	AMPFI_07449	ORYLA07737
OG0005776	AMPFI_25608	ORYLA05092
OG0005779	AMPFI_11915	ORYLA17816
OG0005781	AMPFI_12686	ORYLA09496, ORYLA09495
OG0005782	AMPFI_03714	ORYLA01482
OG0005783	AMPFI_15287, AMPFI_15288	ORYLA14100
OG0005784	AMPFI_12391	ORYLA05072
OG0005785	AMPFI_03476	ORYLA16543
OG0005786	AMPFI_10439	ORYLA20339
OG0005788	AMPFI_12930	ORYLA15415
OG0005789	AMPFI_10549	ORYLA12435
OG0005790	AMPFI_05866	ORYLA05159
OG0005792	AMPFI_01360	ORYLA18637
OG0005793	AMPFI_00669	ORYLA07054
OG0005794	AMPFI_12426	ORYLA09326
OG0005795	AMPFI_22765	ORYLA17869
OG0005796	AMPFI_06497	ORYLA17559
OG0005797	AMPFI_05925	ORYLA18216
OG0005798	AMPFI_20521	ORYLA13859
OG0005799	AMPFI_06285	ORYLA01072
OG0005801	AMPFI_10438	ORYLA20361
OG0005802	AMPFI_06847	ORYLA09753
OG0005803	AMPFI_15963	ORYLA09410
OG0005804	AMPFI_18167	ORYLA12290, ORYLA06566
OG0005805	AMPFI_10030	ORYLA04527
OG0005806	AMPFI_23372	ORYLA17922
OG0005807	AMPFI_06203	ORYLA01224
OG0005808	AMPFI_11669	ORYLA13733
OG0005810	AMPFI_22032	ORYLA20379
OG0005811	AMPFI_11672	ORYLA11574
OG0005812	AMPFI_07294	ORYLA01100
OG0005813	AMPFI_11130	ORYLA17924
OG0005814	AMPFI_10557	ORYLA02975
OG0005815	AMPFI_08919	ORYLA02282
OG0005816	AMPFI_11791	ORYLA17256, ORYLA15374
OG0005817	AMPFI_13154	ORYLA02525
OG0005818	AMPFI_12530	ORYLA15368
OG0005819	AMPFI_11841	ORYLA17070
OG0005819	AMPFI_11483	ORYLA18329
OG0005820	AMPFI_22784	ORYLA05689
OG0005821	AMPFI_10420	ORYLA05556
OG0005822	AMPFI_19839	ORYLA19296
OG0005823	AMPFI_09872	ORYLA04103
OG0005824	AMPFI_21619	ORYLA12812
OG0005826	AMPFI_11203	ORYLA10997
OG0005827	AMPFI_07624	ORYLA04867
OG0005828	AMPFI_11110	ORYLA17775, ORYLA18417
OG0005830	AMPFI_11255	ORYLA16729, ORYLA16928
OG0005832	AMPFI_09133	ORYLA20295
OG0005833	AMPFI_15825	ORYLA12552
OG0005835	AMPFI_07548	ORYLA15968
OG0005836	AMPFI_04323	ORYLA02705
OG0005837	AMPFI_24762	ORYLA17100
OG0005839	AMPFI_00485	ORYLA04968, ORYLA00436
OG0005840	AMPFI_05520	ORYLA04946
OG0005841	AMPFI_15069	ORYLA14469
OG0005842	AMPFI_14150	ORYLA13693
OG0005843	AMPFI_14005	ORYLA06467
OG0005844	AMPFI_06355	ORYLA04807
OG0005845	AMPFI_17578	ORYLA03266
OG0005846	AMPFI_07676	ORYLA04854
OG0005847	AMPFI_23539, AMPFI_22660, AMPFI_00017	ORYLA11529
OG0005848	AMPFI_06719	ORYLA16342
OG0005849	AMPFI_11348	ORYLA09685
OG0005850	AMPFI_24439	ORYLA13872
OG0005851	AMPFI_25319	ORYLA13639
OG0005852	AMPFI_13042	ORYLA15830
OG0005853	AMPFI_08346	ORYLA10472, ORYLA11336
OG0005854	AMPFI_08661	ORYLA15268
OG0005855	AMPFI_11257	ORYLA16421
OG0005857	AMPFI_12043	ORYLA03540
OG0005858	AMPFI_25602	ORYLA17612
OG0005860	AMPFI_25002	ORYLA17529
OG0005861	AMPFI_12088	ORYLA12932
OG0005863	AMPFI_11911	ORYLA16762
OG0005864	AMPFI_07558	ORYLA02335, ORYLA02336
OG0005865	AMPFI_18702	ORYLA18711
OG0005866	AMPFI_06903	ORYLA10406
OG0005867	AMPFI_11525, AMPFI_01370	ORYLA14750
OG0005868	AMPFI_06547	ORYLA01009
OG0005869	AMPFI_12200	ORYLA14537
OG0005870	AMPFI_13611	ORYLA06800
OG0005871	AMPFI_06117	ORYLA00937
OG0005872	AMPFI_23922	ORYLA06151
OG0005874	AMPFI_20641	ORYLA08436
OG0005875	AMPFI_06350	ORYLA03096
OG0005876	AMPFI_24444	ORYLA13721
OG0005877	AMPFI_23009	ORYLA12771
OG0005878	AMPFI_08841	ORYLA11425, ORYLA11426
OG0005879	AMPFI_22803	ORYLA06023
OG0005880	AMPFI_10332	ORYLA20156
OG0005883	AMPFI_03130	ORYLA18088
OG0005884	AMPFI_03308, AMPFI_02965, AMPFI_15918	ORYLA11455
OG0005885	AMPFI_02527, AMPFI_23550, AMPFI_14992	ORYLA17740
OG0005886	AMPFI_23551	ORYLA10508
OG0005887	AMPFI_10470	ORYLA04540
OG0005888	AMPFI_02169	ORYLA16571
OG0005889	AMPFI_10713	ORYLA07548
OG0005890	AMPFI_10248	ORYLA11535
OG0005892	AMPFI_08156	ORYLA12431
OG0005895	AMPFI_16693	ORYLA04519
OG0005897	AMPFI_15099	ORYLA19507
OG0005899	AMPFI_20021	ORYLA16594
OG0005900	AMPFI_02500, AMPFI_00677	ORYLA06266
OG0005901	AMPFI_04784	ORYLA15179
OG0005903	AMPFI_10045	ORYLA03025
OG0005904	AMPFI_17106	ORYLA14733
OG0005906	AMPFI_20490	ORYLA09828
OG0005907	AMPFI_09778	ORYLA10740, ORYLA15224
OG0005909	AMPFI_13997	ORYLA13661
OG0005911	AMPFI_25366	ORYLA19782
OG0005912	AMPFI_13071	ORYLA16145, ORYLA06495
OG0005913	AMPFI_06678, AMPFI_00948	ORYLA03195
OG0005914	AMPFI_14453	ORYLA14072
OG0005916	AMPFI_08080, AMPFI_25194	ORYLA09681
OG0005918	AMPFI_06552, AMPFI_24827	ORYLA06801
OG0005919	AMPFI_14223	ORYLA06790
OG0005920	AMPFI_21030, AMPFI_22380, AMPFI_02872	ORYLA07096, ORYLA13575
OG0005921	AMPFI_15068	ORYLA03161
OG0005922	AMPFI_21840	ORYLA14270
OG0005923	AMPFI_16185	ORYLA07289
OG0005924	AMPFI_01732	ORYLA10431
OG0005926	AMPFI_08860	ORYLA06535
OG0005927	AMPFI_03560, AMPFI_02911	ORYLA18549, ORYLA18257
OG0005928	AMPFI_11498	ORYLA13174
OG0005929	AMPFI_10207	ORYLA17102
OG0005930	AMPFI_21713	ORYLA02382
OG0005931	AMPFI_25311	ORYLA12693
OG0005932	AMPFI_07308	ORYLA15050
OG0005933	AMPFI_09258	ORYLA04204
OG0005936	AMPFI_10646	ORYLA00036
OG0005937	AMPFI_18365	ORYLA15356
OG0005938	AMPFI_10894	ORYLA02948
OG0005939	AMPFI_23475	ORYLA14676
OG0005940	AMPFI_15882	ORYLA11953
OG0005941	AMPFI_19410	ORYLA11974
OG0005942	AMPFI_15391	ORYLA20255
OG0005943	AMPFI_06122	ORYLA17027
OG0005944	AMPFI_09325	ORYLA05011
OG0005945	AMPFI_05790	ORYLA11391
OG0005946	AMPFI_02248	ORYLA16047
OG0005947	AMPFI_07847	ORYLA04618
OG0005948	AMPFI_01836	ORYLA05016, ORYLA08210
OG0005949	AMPFI_00381	ORYLA17627
OG0005950	AMPFI_08191	ORYLA10694
OG0005951	AMPFI_24131	ORYLA13200
OG0005952	AMPFI_08552	ORYLA17339
OG0005953	AMPFI_23074	ORYLA17714
OG0005954	AMPFI_00246	ORYLA15255
OG0005955	AMPFI_10511	ORYLA17735
OG0005957	AMPFI_13292	ORYLA07508
OG0005959	AMPFI_17636, AMPFI_17188	ORYLA01636
OG0005960	AMPFI_21562	ORYLA14080
OG0005961	AMPFI_06441	ORYLA13699
OG0005962	AMPFI_22529	ORYLA15697
OG0005963	AMPFI_09480	ORYLA13333
OG0005964	AMPFI_11507	ORYLA11297
OG0005965	AMPFI_25841	ORYLA00501
OG0005966	AMPFI_00202	ORYLA16765
OG0005967	AMPFI_07645	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	AMPFI_02265	ORYLA06981
OG0005969	AMPFI_05971	ORYLA05253
OG0005970	AMPFI_08520	ORYLA12936
OG0005972	AMPFI_22709	ORYLA13344
OG0005973	AMPFI_24156	ORYLA10086
OG0005974	AMPFI_23260	ORYLA12871
OG0005975	AMPFI_05524	ORYLA09620
OG0005976	AMPFI_12033, AMPFI_00199	ORYLA10048
OG0005977	AMPFI_22794	ORYLA11110
OG0005978	AMPFI_25985	ORYLA18813
OG0005979	AMPFI_08189	ORYLA09195
OG0005980	AMPFI_09676	ORYLA16160
OG0005982	AMPFI_06280	ORYLA02398
OG0005983	AMPFI_09310	ORYLA13523
OG0005984	AMPFI_24385	ORYLA02487
OG0005985	AMPFI_02791	ORYLA17726
OG0005986	AMPFI_14970	ORYLA07662
OG0005987	AMPFI_21081	ORYLA04335
OG0005989	AMPFI_00165	ORYLA14612, ORYLA14611
OG0005991	AMPFI_01419	ORYLA14694
OG0005993	AMPFI_06032	ORYLA15988
OG0005994	AMPFI_07225	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	AMPFI_08072	ORYLA05250
OG0005996	AMPFI_25425, AMPFI_16927, AMPFI_09019	ORYLA05372
OG0005998	AMPFI_10189	ORYLA02760
OG0006000	AMPFI_13395	ORYLA11444
OG0006001	AMPFI_13702, AMPFI_21077	ORYLA14912
OG0006002	AMPFI_13724	ORYLA11186
OG0006003	AMPFI_14194	ORYLA00268
OG0006004	AMPFI_14518	ORYLA16105
OG0006005	AMPFI_15191	ORYLA04614
OG0006007	AMPFI_15668	ORYLA13414
OG0006008	AMPFI_15988	ORYLA00733
OG0006009	AMPFI_16082	ORYLA19597, ORYLA18623
OG0006010	AMPFI_16750	ORYLA01122
OG0006011	AMPFI_19165	ORYLA04360
OG0006012	AMPFI_20017	ORYLA12331
OG0006013	AMPFI_20123	ORYLA02083
OG0006013	AMPFI_23141	ORYLA02084
OG0006014	AMPFI_22379	ORYLA13553, ORYLA12220
OG0006015	AMPFI_23792	ORYLA00450
OG0006059	AMPFI_19289, AMPFI_07653	ORYLA09031
OG0006062	AMPFI_15800	ORYLA16708
OG0006063	AMPFI_10125	ORYLA03877
OG0006064	AMPFI_10479	ORYLA04445
OG0006065	AMPFI_00707	ORYLA17451
OG0006066	AMPFI_19701	ORYLA09975
OG0006067	AMPFI_10411	ORYLA05884
OG0006069	AMPFI_24819	ORYLA16979
OG0006070	AMPFI_18117, AMPFI_13971, AMPFI_19027	ORYLA00067
OG0006071	AMPFI_06844	ORYLA02579
OG0006072	AMPFI_25885	ORYLA12315
OG0006073	AMPFI_18545	ORYLA03080
OG0006074	AMPFI_01066	ORYLA11388
OG0006075	AMPFI_10508	ORYLA04806
OG0006076	AMPFI_00903	ORYLA20453
OG0006077	AMPFI_16056	ORYLA19036, ORYLA19037
OG0006078	AMPFI_14356	ORYLA17648
OG0006082	AMPFI_22608	ORYLA01781
OG0006083	AMPFI_02840	ORYLA20342
OG0006084	AMPFI_21479	ORYLA00533
OG0006085	AMPFI_12724	ORYLA15317
OG0006086	AMPFI_20798	ORYLA01922, ORYLA01921
OG0006087	AMPFI_17531	ORYLA07572
OG0006089	AMPFI_17099	ORYLA06648
OG0006092	AMPFI_00688, AMPFI_16416	ORYLA18231
OG0006094	AMPFI_14580	ORYLA03339
OG0006095	AMPFI_05328	ORYLA00577
OG0006096	AMPFI_15060	ORYLA02341
OG0006097	AMPFI_23191	ORYLA08979
OG0006098	AMPFI_18314	ORYLA08847
OG0006099	AMPFI_24240	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	AMPFI_08247	ORYLA15271
OG0006102	AMPFI_22372	ORYLA13664, ORYLA14108
OG0006103	AMPFI_03153	ORYLA11324
OG0006104	AMPFI_13805	ORYLA19385
OG0006106	AMPFI_21458	ORYLA08883, ORYLA08882
OG0006107	AMPFI_09456	ORYLA14542
OG0006108	AMPFI_05510	ORYLA05895
OG0006110	AMPFI_15361, AMPFI_22999	ORYLA14511, ORYLA14510
OG0006111	AMPFI_08928	ORYLA04074, ORYLA03212
OG0006112	AMPFI_06094	ORYLA15289
OG0006113	AMPFI_22280	ORYLA07029
OG0006114	AMPFI_02697	ORYLA15533
OG0006115	AMPFI_05027	ORYLA11548
OG0006117	AMPFI_07331	ORYLA00077
OG0006118	AMPFI_01625	ORYLA05452
OG0006119	AMPFI_12632	ORYLA20488
OG0006120	AMPFI_09581	ORYLA10724
OG0006121	AMPFI_08623	ORYLA19436
OG0006123	AMPFI_20795	ORYLA20495
OG0006124	AMPFI_07050	ORYLA11506
OG0006125	AMPFI_03499	ORYLA09691
OG0006127	AMPFI_02019	ORYLA15251
OG0006128	AMPFI_13981	ORYLA15261
OG0006129	AMPFI_05212	ORYLA00354
OG0006130	AMPFI_25932	ORYLA14031
OG0006131	AMPFI_13673, AMPFI_13674	ORYLA16375, ORYLA07912
OG0006132	AMPFI_06640	ORYLA05048
OG0006133	AMPFI_04080	ORYLA12772
OG0006134	AMPFI_06352	ORYLA05638
OG0006136	AMPFI_11966	ORYLA09430
OG0006137	AMPFI_23575	ORYLA02042
OG0006138	AMPFI_10915	ORYLA04799
OG0006139	AMPFI_04819	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	AMPFI_08309	ORYLA15551
OG0006141	AMPFI_05969	ORYLA12129
OG0006144	AMPFI_06238	ORYLA07543
OG0006145	AMPFI_23447, AMPFI_19918	ORYLA20229
OG0006146	AMPFI_16230	ORYLA05029
OG0006148	AMPFI_08258	ORYLA02358
OG0006149	AMPFI_00527, AMPFI_00771, AMPFI_19561	ORYLA10488
OG0006150	AMPFI_11342	ORYLA13302
OG0006151	AMPFI_07849	ORYLA14513
OG0006152	AMPFI_08291, AMPFI_08292	ORYLA11733
OG0006155	AMPFI_06316	ORYLA06089
OG0006156	AMPFI_00402	ORYLA00926
OG0006158	AMPFI_13685	ORYLA10442
OG0006159	AMPFI_07707	ORYLA19153
OG0006160	AMPFI_14878	ORYLA19637
OG0006161	AMPFI_22307	ORYLA01833, ORYLA05612
OG0006162	AMPFI_01274	ORYLA13159
OG0006163	AMPFI_25469	ORYLA14800, ORYLA12332
OG0006164	AMPFI_12889	ORYLA19800
OG0006165	AMPFI_06300	ORYLA20003
OG0006168	AMPFI_05556	ORYLA16569
OG0006169	AMPFI_11768	ORYLA04271
OG0006170	AMPFI_12994, AMPFI_22006	ORYLA09909
OG0006171	AMPFI_19804, AMPFI_05636	ORYLA02054
OG0006172	AMPFI_05671	ORYLA10481
OG0006174	AMPFI_00422	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	AMPFI_10520	ORYLA10315
OG0006177	AMPFI_05594, AMPFI_04013	ORYLA12090
OG0006178	AMPFI_13097	ORYLA04504
OG0006179	AMPFI_12364	ORYLA03657
OG0006180	AMPFI_00899	ORYLA06973
OG0006181	AMPFI_03759	ORYLA03672
OG0006182	AMPFI_12280	ORYLA08344
OG0006183	AMPFI_24216	ORYLA16825
OG0006184	AMPFI_24315	ORYLA00792
OG0006185	AMPFI_09297	ORYLA06316
OG0006186	AMPFI_24925	ORYLA13046
OG0006187	AMPFI_06260	ORYLA18889
OG0006188	AMPFI_07880	ORYLA20449
OG0006189	AMPFI_11168	ORYLA17086, ORYLA00060
OG0006190	AMPFI_06360	ORYLA01121
OG0006191	AMPFI_21306	ORYLA17482
OG0006192	AMPFI_12685	ORYLA04658
OG0006193	AMPFI_06596	ORYLA12955
OG0006194	AMPFI_15367	ORYLA00610
OG0006195	AMPFI_22865	ORYLA17204
OG0006196	AMPFI_02836	ORYLA03362
OG0006198	AMPFI_07883	ORYLA05262
OG0006199	AMPFI_09853	ORYLA07760
OG0006200	AMPFI_25110	ORYLA00176
OG0006201	AMPFI_02013	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	AMPFI_12051	ORYLA06744
OG0006203	AMPFI_13657, AMPFI_13218	ORYLA04805
OG0006204	AMPFI_01294	ORYLA07934
OG0006205	AMPFI_12052	ORYLA19412
OG0006206	AMPFI_09977	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	AMPFI_08531	ORYLA03254
OG0006208	AMPFI_00556	ORYLA03811, ORYLA13086
OG0006209	AMPFI_16406	ORYLA18078
OG0006210	AMPFI_09052	ORYLA02264
OG0006211	AMPFI_06849	ORYLA16185
OG0006214	AMPFI_01488	ORYLA11041
OG0006216	AMPFI_10203	ORYLA19823
OG0006217	AMPFI_17673	ORYLA13873, ORYLA13874
OG0006219	AMPFI_07566	ORYLA13291
OG0006220	AMPFI_07819	ORYLA18843
OG0006221	AMPFI_00150, AMPFI_21215	ORYLA05707, ORYLA16392, ORYLA07903
OG0006223	AMPFI_07597	ORYLA10674
OG0006224	AMPFI_06836	ORYLA15635
OG0006225	AMPFI_17092	ORYLA00226
OG0006226	AMPFI_06544	ORYLA02359
OG0006227	AMPFI_11009	ORYLA17980
OG0006228	AMPFI_06507	ORYLA16946, ORYLA20325
OG0006229	AMPFI_12998	ORYLA00480
OG0006230	AMPFI_23278	ORYLA20084
OG0006231	AMPFI_07940	ORYLA08845
OG0006232	AMPFI_18260	ORYLA19680
OG0006233	AMPFI_19163	ORYLA13531
OG0006234	AMPFI_04221	ORYLA13453
OG0006235	AMPFI_04700	ORYLA14597
OG0006237	AMPFI_22763, AMPFI_25948	ORYLA15408
OG0006240	AMPFI_03635	ORYLA20183
OG0006242	AMPFI_24255	ORYLA00598, ORYLA00599
OG0006243	AMPFI_09339	ORYLA14098
OG0006244	AMPFI_12017	ORYLA02710
OG0006245	AMPFI_05666	ORYLA08633
OG0006246	AMPFI_06509	ORYLA02819
OG0006249	AMPFI_02549	ORYLA07428
OG0006250	AMPFI_08516	ORYLA01481
OG0006251	AMPFI_08696	ORYLA03699
OG0006252	AMPFI_07736	ORYLA05842
OG0006254	AMPFI_10561	ORYLA01467
OG0006255	AMPFI_10712	ORYLA04827
OG0006256	AMPFI_07679	ORYLA09128
OG0006257	AMPFI_16037	ORYLA05204
OG0006258	AMPFI_10117	ORYLA02984
OG0006259	AMPFI_08846	ORYLA13353
OG0006260	AMPFI_09166	ORYLA18938
OG0006261	AMPFI_21809	ORYLA11026, ORYLA14160
OG0006262	AMPFI_21311	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	AMPFI_15958	ORYLA09051
OG0006264	AMPFI_18486	ORYLA17584
OG0006266	AMPFI_10633	ORYLA12795
OG0006268	AMPFI_22965	ORYLA16048
OG0006269	AMPFI_11603	ORYLA19375
OG0006270	AMPFI_11518, AMPFI_11517	ORYLA02562, ORYLA02561
OG0006271	AMPFI_05497	ORYLA08585
OG0006273	AMPFI_12803	ORYLA06300
OG0006275	AMPFI_11056	ORYLA10683
OG0006277	AMPFI_05401	ORYLA03972, ORYLA03476
OG0006278	AMPFI_13328	ORYLA06895, ORYLA16134
OG0006279	AMPFI_12209	ORYLA09965
OG0006280	AMPFI_13354	ORYLA11567
OG0006281	AMPFI_08305	ORYLA20123
OG0006283	AMPFI_09857	ORYLA09291
OG0006284	AMPFI_15640	ORYLA09690
OG0006285	AMPFI_09442	ORYLA17251
OG0006286	AMPFI_00384	ORYLA07043
OG0006287	AMPFI_23322	ORYLA04687
OG0006289	AMPFI_07047	ORYLA16007
OG0006290	AMPFI_15621	ORYLA16144
OG0006291	AMPFI_03057	ORYLA13632
OG0006292	AMPFI_02156	ORYLA19865
OG0006294	AMPFI_08840	ORYLA11427
OG0006295	AMPFI_12168	ORYLA20007
OG0006296	AMPFI_00354	ORYLA11079
OG0006297	AMPFI_03538	ORYLA13740
OG0006298	AMPFI_22421	ORYLA16187
