Orthogroup	AMPFI_ok	AENJA_ok
OG0006868	AMPFI_17882	AENJA_02779
OG0006870	AMPFI_05126	AENJA_03121
OG0006871	AMPFI_10294	AENJA_23057, AENJA_10645, AENJA_03165
OG0006872	AMPFI_13550	AENJA_03174
OG0006873	AMPFI_13615	AENJA_03258
OG0006874	AMPFI_05028	AENJA_03384
OG0006875	AMPFI_24435, AMPFI_14505	AENJA_03390
OG0006876	AMPFI_08220	AENJA_23472
OG0006877	AMPFI_19680	AENJA_03567
OG0006878	AMPFI_10223	AENJA_03646
OG0006879	AMPFI_25263	AENJA_03657
OG0006880	AMPFI_12811	AENJA_03927
OG0006881	AMPFI_12801	AENJA_03938
OG0006883	AMPFI_15730	AENJA_03999
OG0006884	AMPFI_15532	AENJA_04002
OG0006885	AMPFI_09233	AENJA_04224
OG0006886	AMPFI_12366	AENJA_04283
OG0006887	AMPFI_10614	AENJA_04451
OG0006888	AMPFI_11798	AENJA_04455
OG0006889	AMPFI_10349	AENJA_04547
OG0006890	AMPFI_06179	AENJA_04581
OG0006891	AMPFI_10153	AENJA_04660
OG0006892	AMPFI_04975	AENJA_04736
OG0006893	AMPFI_01490	AENJA_04839
OG0006895	AMPFI_21480	AENJA_05148
OG0006896	AMPFI_02039	AENJA_05202
OG0006897	AMPFI_08177	AENJA_05372
OG0006898	AMPFI_13011	AENJA_05379
OG0006899	AMPFI_13416	AENJA_05621
OG0006900	AMPFI_19377	AENJA_05663
OG0006901	AMPFI_24896	AENJA_05820
OG0006903	AMPFI_22719	AENJA_06050
OG0006904	AMPFI_25492	AENJA_06127
OG0006905	AMPFI_15393	AENJA_06173
OG0006906	AMPFI_24996	AENJA_06221
OG0006907	AMPFI_08400	AENJA_06242
OG0006908	AMPFI_05383	AENJA_06381
OG0006909	AMPFI_00666	AENJA_06589
OG0006910	AMPFI_15222, AMPFI_15772	AENJA_18471, AENJA_06615, AENJA_15184
OG0006911	AMPFI_20108	AENJA_06830
OG0006912	AMPFI_22688	AENJA_16892
OG0006912	AMPFI_17860	AENJA_06887
OG0006913	AMPFI_19785	AENJA_06905
OG0006914	AMPFI_06074	AENJA_06926
OG0006915	AMPFI_19156	AENJA_07017
OG0006916	AMPFI_00335	AENJA_07034
OG0006917	AMPFI_06566	AENJA_07239
OG0006918	AMPFI_10696	AENJA_07427
OG0006919	AMPFI_02944	AENJA_07467
OG0006920	AMPFI_10884	AENJA_07564
OG0006921	AMPFI_26080	AENJA_07572
OG0006924	AMPFI_17424	AENJA_07755
OG0006925	AMPFI_14947	AENJA_07849
OG0006926	AMPFI_09334	AENJA_07851
OG0006927	AMPFI_22332	AENJA_07880
OG0006928	AMPFI_10468	AENJA_07919
OG0006929	AMPFI_15906	AENJA_08001
OG0006931	AMPFI_14829, AMPFI_22093	AENJA_08049
OG0006932	AMPFI_06908	AENJA_08083
OG0006933	AMPFI_04844, AMPFI_09030, AMPFI_15842	AENJA_08100, AENJA_22723, AENJA_22727
OG0006934	AMPFI_13627	AENJA_08104
OG0006935	AMPFI_06775	AENJA_08143
OG0006936	AMPFI_01142	AENJA_08149
OG0006937	AMPFI_14568	AENJA_08252
OG0006939	AMPFI_00736	AENJA_08295
OG0006940	AMPFI_16402	AENJA_08348
OG0006942	AMPFI_07605	AENJA_08411
OG0006943	AMPFI_06307	AENJA_08418
OG0006944	AMPFI_05110	AENJA_08469
OG0006945	AMPFI_01614	AENJA_08489
OG0006946	AMPFI_00482	AENJA_08651
OG0006949	AMPFI_13736	AENJA_08970
OG0006950	AMPFI_20484, AMPFI_20854, AMPFI_20029, AMPFI_22072	AENJA_09183
OG0006951	AMPFI_18733	AENJA_09267
OG0006952	AMPFI_09145	AENJA_09338
OG0006953	AMPFI_16258	AENJA_09368
OG0006954	AMPFI_10356	AENJA_09387
OG0006955	AMPFI_17685	AENJA_09421
OG0006956	AMPFI_22936	AENJA_09488
OG0006957	AMPFI_21241	AENJA_09490
OG0006958	AMPFI_10322	AENJA_09561
OG0006959	AMPFI_13745	AENJA_09576
OG0006960	AMPFI_10218	AENJA_09586
OG0006961	AMPFI_02178	AENJA_14805, AENJA_09748
OG0006962	AMPFI_08199	AENJA_09772
OG0006963	AMPFI_18793	AENJA_17268, AENJA_09785, AENJA_17924
OG0006964	AMPFI_13035	AENJA_09897
OG0006965	AMPFI_15612	AENJA_09992
OG0006966	AMPFI_08312	AENJA_10045
OG0006967	AMPFI_20325	AENJA_10081
OG0006968	AMPFI_08216	AENJA_10127
OG0006969	AMPFI_09726	AENJA_10132
OG0006970	AMPFI_06662	AENJA_10289
OG0006971	AMPFI_14130	AENJA_10382
OG0006972	AMPFI_11218	AENJA_10603
OG0006973	AMPFI_05114	AENJA_10893
OG0006974	AMPFI_19045	AENJA_11101
OG0006975	AMPFI_12753	AENJA_11111
OG0006976	AMPFI_11995	AENJA_11156
OG0006977	AMPFI_09374	AENJA_11169
OG0006978	AMPFI_24207	AENJA_11351
OG0006979	AMPFI_14493	AENJA_11435
OG0006980	AMPFI_12230	AENJA_11690
OG0006981	AMPFI_00245	AENJA_11704
OG0006982	AMPFI_11090	AENJA_11710
OG0006983	AMPFI_14172	AENJA_11791
OG0006985	AMPFI_14367	AENJA_12194
OG0006988	AMPFI_24904, AMPFI_02202	AENJA_12529
OG0006989	AMPFI_03226	AENJA_12558
OG0006990	AMPFI_11887	AENJA_12603
OG0006991	AMPFI_07612	AENJA_12675
OG0006992	AMPFI_21431	AENJA_16070
OG0006993	AMPFI_01326	AENJA_12848
OG0006994	AMPFI_02391	AENJA_12854
OG0006995	AMPFI_12939	AENJA_12859
OG0006997	AMPFI_06778	AENJA_12913
OG0006998	AMPFI_23858	AENJA_12939
OG0006999	AMPFI_03627	AENJA_12940
OG0007000	AMPFI_00549	AENJA_13108
OG0007001	AMPFI_09798	AENJA_13134
OG0007003	AMPFI_06800	AENJA_13349
OG0007004	AMPFI_01008	AENJA_13352
OG0007005	AMPFI_13442	AENJA_13425
OG0007006	AMPFI_19647	AENJA_13467
OG0007007	AMPFI_23823	AENJA_13468
OG0007008	AMPFI_13646	AENJA_25860, AENJA_13633
OG0007009	AMPFI_00275	AENJA_13674
OG0007010	AMPFI_17159	AENJA_13687
OG0007011	AMPFI_21944	AENJA_13688
OG0007012	AMPFI_17251	AENJA_13835
OG0007013	AMPFI_07544	AENJA_13842
OG0007014	AMPFI_10606	AENJA_13912
OG0007015	AMPFI_13502	AENJA_13940
OG0007016	AMPFI_09621	AENJA_14164
OG0007017	AMPFI_12056	AENJA_14235
OG0007018	AMPFI_23594	AENJA_14287
OG0007021	AMPFI_10039	AENJA_14523
OG0007022	AMPFI_18990	AENJA_15952, AENJA_14634
OG0007023	AMPFI_09160	AENJA_14641
OG0007024	AMPFI_08761	AENJA_14840
OG0007025	AMPFI_15749	AENJA_14969
OG0007026	AMPFI_14789	AENJA_15107
OG0007027	AMPFI_21576	AENJA_15130
OG0007028	AMPFI_00486	AENJA_15287
OG0007030	AMPFI_10233	AENJA_15706
OG0007031	AMPFI_09873	AENJA_15746
OG0007032	AMPFI_19209	AENJA_15768
OG0007033	AMPFI_06964	AENJA_15780
OG0007034	AMPFI_03185	AENJA_15916
OG0007035	AMPFI_25418	AENJA_15945
OG0007036	AMPFI_06158	AENJA_15980
OG0007037	AMPFI_06018	AENJA_16026
OG0007038	AMPFI_15334	AENJA_16109
OG0007039	AMPFI_14288	AENJA_16125
OG0007040	AMPFI_05605	AENJA_16156
OG0007041	AMPFI_08097	AENJA_16190
OG0007042	AMPFI_23647	AENJA_16299
OG0007043	AMPFI_14086	AENJA_16342
OG0007044	AMPFI_12621	AENJA_16556
OG0007045	AMPFI_05641	AENJA_16721
OG0007047	AMPFI_21115	AENJA_16899
OG0007048	AMPFI_11198	AENJA_16937
OG0007050	AMPFI_12891	AENJA_17182
OG0007052	AMPFI_08379	AENJA_17326
OG0007053	AMPFI_11530	AENJA_17379
OG0007054	AMPFI_12728	AENJA_17391, AENJA_19911
OG0007055	AMPFI_18150	AENJA_17474
OG0007056	AMPFI_07442	AENJA_17650
OG0007058	AMPFI_14253	AENJA_17757
OG0007059	AMPFI_06026	AENJA_17918
OG0007060	AMPFI_13317, AMPFI_02194	AENJA_18050
OG0007061	AMPFI_25901	AENJA_18086
OG0007062	AMPFI_13658	AENJA_18177
OG0007063	AMPFI_08500	AENJA_18189
OG0007064	AMPFI_05178	AENJA_18220
OG0007065	AMPFI_15568	AENJA_18236
OG0007066	AMPFI_12944	AENJA_18310
OG0007067	AMPFI_03368	AENJA_18344
OG0007068	AMPFI_09888	AENJA_18386
OG0007072	AMPFI_16229	AENJA_18830
OG0007073	AMPFI_14976	AENJA_18861
OG0007074	AMPFI_09163	AENJA_19061
OG0007075	AMPFI_05630	AENJA_19073
OG0007076	AMPFI_19099	AENJA_19406
OG0007077	AMPFI_06540	AENJA_19554
OG0007078	AMPFI_09494	AENJA_19777
OG0007079	AMPFI_20822	AENJA_19825
OG0007080	AMPFI_26007	AENJA_19826
OG0007081	AMPFI_03841	AENJA_19829
OG0007082	AMPFI_24447	AENJA_19832
OG0007083	AMPFI_02939	AENJA_20083
OG0007084	AMPFI_05390	AENJA_20378
OG0007085	AMPFI_17499	AENJA_20429
OG0007086	AMPFI_12116	AENJA_20436
OG0007087	AMPFI_15665	AENJA_20498
OG0007089	AMPFI_13513	AENJA_20594
OG0007090	AMPFI_05362	AENJA_20659
OG0007091	AMPFI_22286	AENJA_23355, AENJA_20692
OG0007092	AMPFI_07515	AENJA_20784
OG0007093	AMPFI_19322	AENJA_20890
OG0007094	AMPFI_10492	AENJA_20950
OG0007095	AMPFI_16541	AENJA_21007
OG0007096	AMPFI_20333	AENJA_21049
OG0007098	AMPFI_24023	AENJA_21303
OG0007099	AMPFI_04664	AENJA_21375
OG0007100	AMPFI_06660	AENJA_21409
OG0007102	AMPFI_14013	AENJA_21655, AENJA_26402
OG0007103	AMPFI_21498	AENJA_21675, AENJA_25416
OG0007104	AMPFI_00278	AENJA_21723
OG0007105	AMPFI_06051	AENJA_21751
OG0007106	AMPFI_22589	AENJA_21772
OG0007107	AMPFI_08605	AENJA_21819
OG0007108	AMPFI_22334	AENJA_21851
OG0007109	AMPFI_09930	AENJA_22004
OG0007110	AMPFI_11417	AENJA_22165
OG0007111	AMPFI_09811	AENJA_22302
OG0007112	AMPFI_09312	AENJA_22684
OG0007113	AMPFI_08709	AENJA_22726
OG0007114	AMPFI_23838	AENJA_22816
OG0007116	AMPFI_17993	AENJA_22885
OG0007117	AMPFI_14953	AENJA_23028
OG0007118	AMPFI_07879	AENJA_23161
OG0007119	AMPFI_10991	AENJA_23375
OG0007120	AMPFI_11091	AENJA_23378
OG0007121	AMPFI_08250	AENJA_23568
OG0007122	AMPFI_25128	AENJA_23581
OG0007124	AMPFI_04084	AENJA_23735
OG0007125	AMPFI_03320	AENJA_23965
OG0007126	AMPFI_13809	AENJA_24234
OG0007127	AMPFI_09006	AENJA_24302
OG0007128	AMPFI_01076	AENJA_24308
OG0007130	AMPFI_08690	AENJA_24363
OG0007131	AMPFI_14883	AENJA_24469
OG0007132	AMPFI_25506	AENJA_24649
OG0007133	AMPFI_06167	AENJA_24825
OG0007134	AMPFI_10320	AENJA_24826
OG0007135	AMPFI_02205	AENJA_25007
OG0007136	AMPFI_04222	AENJA_25014
OG0007137	AMPFI_10272	AENJA_25069
OG0007138	AMPFI_06496	AENJA_25134
OG0007139	AMPFI_14817	AENJA_25183
OG0007140	AMPFI_13145	AENJA_25250
OG0007141	AMPFI_14042	AENJA_25287
OG0007142	AMPFI_06263	AENJA_25343
OG0007143	AMPFI_09839	AENJA_25363
OG0007144	AMPFI_01668	AENJA_25491
OG0007145	AMPFI_08849	AENJA_25560
OG0007146	AMPFI_12949	AENJA_25582
OG0007147	AMPFI_22368	AENJA_25613
OG0007148	AMPFI_25183	AENJA_25762
OG0007150	AMPFI_10416	AENJA_26056
OG0007151	AMPFI_12479	AENJA_26211
OG0007152	AMPFI_12822	AENJA_26373
OG0007153	AMPFI_10515	AENJA_26504
OG0007154	AMPFI_08537	AENJA_26509
OG0007155	AMPFI_04002, AMPFI_16821	AENJA_26726
OG0007248	AMPFI_02393	AENJA_00004
OG0007249	AMPFI_06403	AENJA_19637
OG0007249	AMPFI_25356	AENJA_00124
OG0007250	AMPFI_10124	AENJA_00139
OG0007251	AMPFI_04952	AENJA_00324
OG0007252	AMPFI_12202	AENJA_00397
OG0007253	AMPFI_12580	AENJA_00767
OG0007254	AMPFI_03097	AENJA_00931
OG0007255	AMPFI_06254	AENJA_00979
OG0007256	AMPFI_04723	AENJA_01044
OG0007257	AMPFI_18582	AENJA_01211
OG0007258	AMPFI_02300	AENJA_01436, AENJA_11453
OG0007261	AMPFI_01118	AENJA_01593
OG0007262	AMPFI_23490	AENJA_01612, AENJA_09874
OG0007262	AMPFI_16888	AENJA_11921, AENJA_14366
OG0007264	AMPFI_12650	AENJA_02217
OG0007265	AMPFI_18007, AMPFI_18722	AENJA_24607, AENJA_15494, AENJA_19190, AENJA_25338, AENJA_20140, AENJA_13490, AENJA_06858, AENJA_02451, AENJA_20142, AENJA_14115, AENJA_05062, AENJA_03244, AENJA_24038, AENJA_14533, AENJA_10357, AENJA_26282, AENJA_13325, AENJA_24618, AENJA_02236, AENJA_22098, AENJA_26374, AENJA_26222, AENJA_22230
OG0007266	AMPFI_02574	AENJA_08462, AENJA_02257
OG0007267	AMPFI_05350	AENJA_02284
OG0007268	AMPFI_24233	AENJA_02432
OG0007269	AMPFI_25179, AMPFI_02490	AENJA_02569
OG0007270	AMPFI_06380	AENJA_02688
OG0007271	AMPFI_25295	AENJA_02740
OG0007272	AMPFI_21889	AENJA_02756
OG0007273	AMPFI_24018	AENJA_02792
OG0007274	AMPFI_24727	AENJA_02816
OG0007275	AMPFI_14292	AENJA_02862
OG0007276	AMPFI_12494	AENJA_02931
OG0007277	AMPFI_06777	AENJA_03125, AENJA_24804
OG0007278	AMPFI_05435, AMPFI_06091	AENJA_03209
OG0007279	AMPFI_07724	AENJA_03339
OG0007280	AMPFI_17221	AENJA_03407
OG0007281	AMPFI_11311	AENJA_03420
OG0007282	AMPFI_07925	AENJA_03431
OG0007284	AMPFI_24786	AENJA_03468
OG0007285	AMPFI_09195	AENJA_03475
OG0007286	AMPFI_11812	AENJA_18798, AENJA_10022, AENJA_03618
OG0007288	AMPFI_04627	AENJA_03747
OG0007289	AMPFI_05664	AENJA_03836
OG0007290	AMPFI_07769	AENJA_03954
OG0007291	AMPFI_04272	AENJA_03983
OG0007292	AMPFI_18565	AENJA_04105
OG0007293	AMPFI_23712	AENJA_04149
OG0007293	AMPFI_17486	AENJA_04148
OG0007294	AMPFI_01601	AENJA_04367
OG0007295	AMPFI_18465, AMPFI_00420	AENJA_04369
OG0007296	AMPFI_21978, AMPFI_15132	AENJA_04461
OG0007297	AMPFI_11278	AENJA_04494
OG0007298	AMPFI_12849, AMPFI_14237	AENJA_04527
OG0007299	AMPFI_06986	AENJA_04574
OG0007300	AMPFI_02267	AENJA_04647
OG0007301	AMPFI_14618	AENJA_04686
OG0007302	AMPFI_13834	AENJA_04963
OG0007303	AMPFI_15376	AENJA_05104
OG0007304	AMPFI_07174	AENJA_05122
OG0007305	AMPFI_08996	AENJA_05241
OG0007306	AMPFI_19687	AENJA_05277
OG0007307	AMPFI_18569	AENJA_05325
OG0007308	AMPFI_04590	AENJA_07715
OG0007309	AMPFI_09734	AENJA_05768
OG0007310	AMPFI_09474	AENJA_05858
OG0007312	AMPFI_11642	AENJA_05894
OG0007313	AMPFI_13337	AENJA_10867, AENJA_06071
OG0007314	AMPFI_08563	AENJA_06139
OG0007316	AMPFI_21053	AENJA_06485, AENJA_20879
OG0007317	AMPFI_13235	AENJA_06549
OG0007318	AMPFI_05681	AENJA_06588
OG0007319	AMPFI_11125	AENJA_06656
OG0007320	AMPFI_19558	AENJA_06780
OG0007321	AMPFI_01984	AENJA_06818
OG0007322	AMPFI_04756	AENJA_06900
OG0007323	AMPFI_24238	AENJA_06960
OG0007324	AMPFI_02090	AENJA_07021
OG0007325	AMPFI_25190	AENJA_07023
OG0007326	AMPFI_19062	AENJA_07134
OG0007327	AMPFI_11971	AENJA_07205
OG0007328	AMPFI_20228, AMPFI_02514, AMPFI_01087	AENJA_07462
OG0007329	AMPFI_01020	AENJA_07623
OG0007330	AMPFI_01650	AENJA_07724
OG0007331	AMPFI_10290	AENJA_07938
OG0007333	AMPFI_02783	AENJA_08327
OG0007334	AMPFI_06086	AENJA_08344, AENJA_10683
OG0007335	AMPFI_05409	AENJA_08730
OG0007336	AMPFI_05851	AENJA_08744
OG0007338	AMPFI_07122	AENJA_08801
OG0007339	AMPFI_12449	AENJA_08839
OG0007340	AMPFI_03881	AENJA_08960
OG0007341	AMPFI_06512	AENJA_08963
OG0007342	AMPFI_08350	AENJA_09009
OG0007343	AMPFI_04790	AENJA_09011
OG0007344	AMPFI_06969	AENJA_18427
OG0007345	AMPFI_23299	AENJA_09249
OG0007347	AMPFI_11094	AENJA_09485
OG0007348	AMPFI_10154	AENJA_09604
OG0007349	AMPFI_19903	AENJA_09661
OG0007350	AMPFI_24881, AMPFI_06805, AMPFI_23125	AENJA_09700
OG0007351	AMPFI_21356	AENJA_09717
OG0007352	AMPFI_19904	AENJA_09848
OG0007353	AMPFI_14327	AENJA_10075
OG0007354	AMPFI_23026	AENJA_10138
OG0007355	AMPFI_06243	AENJA_10292, AENJA_10291
OG0007356	AMPFI_15329	AENJA_10363
OG0007357	AMPFI_23489	AENJA_10365
OG0007358	AMPFI_23864	AENJA_10512
OG0007359	AMPFI_14413	AENJA_10652
OG0007360	AMPFI_24219	AENJA_10766
OG0007361	AMPFI_08736	AENJA_10793
OG0007363	AMPFI_24644	AENJA_10957
OG0007364	AMPFI_00831	AENJA_10959
OG0007365	AMPFI_10820	AENJA_10977
OG0007366	AMPFI_01644	AENJA_11206
OG0007367	AMPFI_03186	AENJA_11272
OG0007368	AMPFI_05315	AENJA_11301
OG0007369	AMPFI_08810	AENJA_11422
OG0007370	AMPFI_20725	AENJA_11425
OG0007371	AMPFI_13954	AENJA_11627
OG0007372	AMPFI_01454	AENJA_11631
OG0007373	AMPFI_05783	AENJA_11675
OG0007374	AMPFI_07609	AENJA_11711
OG0007375	AMPFI_00793, AMPFI_22409	AENJA_12896, AENJA_17943
OG0007376	AMPFI_15486	AENJA_11779
OG0007377	AMPFI_08955	AENJA_11839
OG0007379	AMPFI_11533	AENJA_12106
OG0007381	AMPFI_10840	AENJA_12457
OG0007382	AMPFI_25953	AENJA_12498
OG0007383	AMPFI_16611, AMPFI_18717	AENJA_12505
OG0007384	AMPFI_08385	AENJA_12685, AENJA_24990
OG0007385	AMPFI_07229	AENJA_12739
OG0007386	AMPFI_25435	AENJA_12898
OG0007387	AMPFI_11442	AENJA_12902
OG0007388	AMPFI_16247	AENJA_13027
OG0007389	AMPFI_10459	AENJA_13187
OG0007390	AMPFI_01290	AENJA_13202
OG0007391	AMPFI_08550	AENJA_13207
OG0007392	AMPFI_24606	AENJA_13312
OG0007394	AMPFI_10682, AMPFI_09708, AMPFI_08528	AENJA_13338
OG0007395	AMPFI_12394	AENJA_13363
OG0007396	AMPFI_10617	AENJA_13626
OG0007397	AMPFI_10460	AENJA_13692
OG0007398	AMPFI_15074	AENJA_13960
OG0007402	AMPFI_14251	AENJA_14648
OG0007403	AMPFI_02383	AENJA_14745
OG0007404	AMPFI_11178	AENJA_15171
OG0007405	AMPFI_04156	AENJA_15366
OG0007406	AMPFI_09384	AENJA_15368
OG0007408	AMPFI_23579	AENJA_15439
OG0007409	AMPFI_17481	AENJA_15440
OG0007410	AMPFI_24029	AENJA_15452
OG0007411	AMPFI_00518	AENJA_15681
OG0007412	AMPFI_15596	AENJA_15771
OG0007413	AMPFI_14750	AENJA_15882
OG0007414	AMPFI_22105	AENJA_16065
OG0007415	AMPFI_18327	AENJA_16254
OG0007416	AMPFI_22034	AENJA_16466
OG0007417	AMPFI_08601	AENJA_16596
OG0007418	AMPFI_13366	AENJA_20071
OG0007419	AMPFI_12181	AENJA_16935
OG0007420	AMPFI_11651	AENJA_16980
OG0007421	AMPFI_19420	AENJA_17319
OG0007422	AMPFI_24325	AENJA_17772
OG0007423	AMPFI_08143, AMPFI_08142	AENJA_17845
OG0007424	AMPFI_10824	AENJA_17849
OG0007425	AMPFI_14232	AENJA_17864
OG0007426	AMPFI_25775	AENJA_17973
OG0007427	AMPFI_17613	AENJA_18085
OG0007428	AMPFI_18487	AENJA_18355
OG0007429	AMPFI_00300	AENJA_19005
OG0007430	AMPFI_02496	AENJA_19078
OG0007431	AMPFI_01452	AENJA_19346
OG0007432	AMPFI_09473	AENJA_19403, AENJA_19402
OG0007433	AMPFI_09338	AENJA_19654
OG0007434	AMPFI_07734	AENJA_19687
OG0007435	AMPFI_06149	AENJA_19773
OG0007436	AMPFI_21859	AENJA_19801
OG0007437	AMPFI_03238	AENJA_19860
OG0007438	AMPFI_02752	AENJA_20029
OG0007439	AMPFI_07825	AENJA_20396
OG0007440	AMPFI_17627	AENJA_20434
OG0007441	AMPFI_21710	AENJA_20556
OG0007442	AMPFI_22918	AENJA_20655
OG0007443	AMPFI_17572	AENJA_20689
OG0007444	AMPFI_09630	AENJA_20813
OG0007445	AMPFI_02455	AENJA_20821
OG0007446	AMPFI_14384	AENJA_20884
OG0007447	AMPFI_24495, AMPFI_24542	AENJA_20921
OG0007448	AMPFI_19138, AMPFI_11552	AENJA_20930
OG0007449	AMPFI_15241	AENJA_21306
OG0007450	AMPFI_03276	AENJA_21381
OG0007451	AMPFI_07930, AMPFI_04715	AENJA_21528
OG0007452	AMPFI_05136	AENJA_21651
OG0007454	AMPFI_23985	AENJA_21740
OG0007455	AMPFI_08081	AENJA_21828
OG0007456	AMPFI_18549	AENJA_21979
OG0007457	AMPFI_16421	AENJA_22032
OG0007458	AMPFI_12774	AENJA_22067
OG0007460	AMPFI_05013	AENJA_22264
OG0007461	AMPFI_16930	AENJA_22317
OG0007462	AMPFI_04972, AMPFI_04973	AENJA_22556
OG0007463	AMPFI_05572	AENJA_22661
OG0007464	AMPFI_06587	AENJA_22697
OG0007466	AMPFI_06016	AENJA_22881
OG0007467	AMPFI_20924	AENJA_23010
OG0007468	AMPFI_12069	AENJA_23214
OG0007469	AMPFI_21450, AMPFI_01078	AENJA_23278
OG0007471	AMPFI_06645	AENJA_23384
OG0007472	AMPFI_21193	AENJA_23719
OG0007474	AMPFI_11355	AENJA_23962
OG0007475	AMPFI_10402	AENJA_23966
OG0007476	AMPFI_06079	AENJA_24225
OG0007477	AMPFI_00594	AENJA_24292
OG0007479	AMPFI_08621	AENJA_24748
OG0007480	AMPFI_11100	AENJA_24812
OG0007481	AMPFI_08197	AENJA_24944
OG0007482	AMPFI_12660	AENJA_25120
OG0007483	AMPFI_06915	AENJA_25192
OG0007484	AMPFI_08380	AENJA_25231
OG0007485	AMPFI_03903	AENJA_25331
OG0007486	AMPFI_06410	AENJA_25437
OG0007487	AMPFI_00419	AENJA_25922
OG0007488	AMPFI_18912	AENJA_26049
OG0007489	AMPFI_14429	AENJA_26107
OG0007490	AMPFI_00198	AENJA_26187
OG0007491	AMPFI_00418	AENJA_26237
OG0007492	AMPFI_11698	AENJA_26511
OG0007494	AMPFI_08548	AENJA_26703
OG0007495	AMPFI_14548	AENJA_26715
OG0007496	AMPFI_15377	AENJA_26719
OG0007498	AMPFI_10772	AENJA_26807
OG0007582	AMPFI_07988	AENJA_00047
OG0007583	AMPFI_19749	AENJA_00226
OG0007584	AMPFI_16069	AENJA_25290, AENJA_00242
OG0007586	AMPFI_15087	AENJA_00380
OG0007587	AMPFI_00261	AENJA_00432
OG0007589	AMPFI_10679	AENJA_00571
OG0007591	AMPFI_24174	AENJA_01019
OG0007593	AMPFI_14751	AENJA_01095
OG0007594	AMPFI_04092	AENJA_01198
OG0007595	AMPFI_11668	AENJA_01322
OG0007596	AMPFI_07298	AENJA_01443
OG0007597	AMPFI_14347	AENJA_01698
OG0007600	AMPFI_18346	AENJA_01841
OG0007601	AMPFI_14517	AENJA_02054
OG0007602	AMPFI_15464, AMPFI_15463	AENJA_02165
OG0007603	AMPFI_04653	AENJA_02214
OG0007604	AMPFI_25405	AENJA_02267
OG0007605	AMPFI_17249, AMPFI_05461	AENJA_02353
OG0007606	AMPFI_06131	AENJA_02354
OG0007607	AMPFI_12626	AENJA_02368
OG0007609	AMPFI_08364	AENJA_02689
OG0007610	AMPFI_13414	AENJA_02817
OG0007611	AMPFI_22256	AENJA_03132
OG0007614	AMPFI_22950	AENJA_03537, AENJA_03213
OG0007615	AMPFI_05411	AENJA_03386
OG0007616	AMPFI_13986	AENJA_03409
OG0007617	AMPFI_24034	AENJA_03469, AENJA_22388
OG0007618	AMPFI_13803	AENJA_03470
OG0007619	AMPFI_16350	AENJA_03762
OG0007621	AMPFI_20447	AENJA_03833
OG0007622	AMPFI_09130	AENJA_03944
OG0007623	AMPFI_23186	AENJA_08941
OG0007624	AMPFI_07608	AENJA_04295
OG0007626	AMPFI_01785	AENJA_04777
OG0007627	AMPFI_26062	AENJA_04956
OG0007628	AMPFI_14690	AENJA_04962
OG0007629	AMPFI_19195	AENJA_05160
OG0007630	AMPFI_13927	AENJA_05194
OG0007633	AMPFI_03421, AMPFI_21919	AENJA_05570
OG0007634	AMPFI_24876	AENJA_05650
OG0007635	AMPFI_21933	AENJA_05652
OG0007636	AMPFI_08101	AENJA_12145
OG0007637	AMPFI_01310	AENJA_25958
OG0007637	AMPFI_14482	AENJA_05864
OG0007639	AMPFI_05197	AENJA_06285
OG0007640	AMPFI_07158	AENJA_06871
OG0007643	AMPFI_13773	AENJA_07280
OG0007645	AMPFI_12316	AENJA_07676
OG0007646	AMPFI_00470	AENJA_07683
OG0007647	AMPFI_15259	AENJA_07698
OG0007648	AMPFI_08367	AENJA_07744
OG0007649	AMPFI_10613	AENJA_08154
OG0007650	AMPFI_12826	AENJA_08417
OG0007653	AMPFI_03820	AENJA_08664
OG0007655	AMPFI_02330	AENJA_08878
OG0007656	AMPFI_11443	AENJA_08929
OG0007657	AMPFI_05533	AENJA_09241
OG0007659	AMPFI_14250	AENJA_09749
OG0007660	AMPFI_07720	AENJA_10005
OG0007661	AMPFI_01272	AENJA_10023
OG0007662	AMPFI_25411	AENJA_10163
OG0007663	AMPFI_17931	AENJA_10256
OG0007664	AMPFI_14515	AENJA_10276
OG0007665	AMPFI_17902, AMPFI_13287	AENJA_10282
OG0007666	AMPFI_04437	AENJA_10298
OG0007667	AMPFI_05812	AENJA_10341
OG0007668	AMPFI_10920	AENJA_10381
OG0007669	AMPFI_13323	AENJA_10464
OG0007670	AMPFI_09118, AMPFI_09117	AENJA_10480
OG0007671	AMPFI_11568	AENJA_10543, AENJA_10544, AENJA_12064
OG0007672	AMPFI_19180, AMPFI_24992, AMPFI_00350	AENJA_10564
OG0007673	AMPFI_07718	AENJA_10620
OG0007674	AMPFI_06402	AENJA_10687
OG0007675	AMPFI_08686	AENJA_10692, AENJA_10689
OG0007676	AMPFI_06266	AENJA_10773
OG0007679	AMPFI_08337	AENJA_11083
OG0007680	AMPFI_01145	AENJA_11179
OG0007681	AMPFI_12529	AENJA_11196
OG0007683	AMPFI_15620, AMPFI_16411, AMPFI_25023	AENJA_11263, AENJA_13110
OG0007684	AMPFI_09234	AENJA_11323
OG0007685	AMPFI_23757	AENJA_11330
OG0007686	AMPFI_01271	AENJA_11496
OG0007687	AMPFI_13078	AENJA_11514
OG0007688	AMPFI_14112	AENJA_11595
OG0007689	AMPFI_21023	AENJA_11622
OG0007690	AMPFI_08721	AENJA_11693
OG0007691	AMPFI_15919	AENJA_11787
