Orthogroup	AMPFI_ok	PFLAV
OG0006375	AMPFI_05100	TCONS_00014183.p1
OG0006376	AMPFI_06042	TCONS_00015180.p1
OG0006377	AMPFI_06121	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	AMPFI_06173	TCONS_00026085.p1
OG0006379	AMPFI_06346	TCONS_00046729.p1, TCONS_00010895.p1
OG0006380	AMPFI_07152	TCONS_00042063.p1
OG0006380	AMPFI_11745	TCONS_00042067.p1
OG0006381	AMPFI_07193	TCONS_00047599.p1
OG0006382	AMPFI_08946	TCONS_00011902.p1
OG0006383	AMPFI_09418	TCONS_00035269.p1
OG0006384	AMPFI_10036	TCONS_00024420.p1, TCONS_00025857.p1
OG0006385	AMPFI_10081	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	AMPFI_10106	TCONS_00038091.p1
OG0006387	AMPFI_10442	TCONS_00001551.p1
OG0006388	AMPFI_10875	TCONS_00013235.p1
OG0006389	AMPFI_10944	TCONS_00001248.p1
OG0006390	AMPFI_11153	TCONS_00047659.p1
OG0006391	AMPFI_19852, AMPFI_11392	TCONS_00055478.p1
OG0006392	AMPFI_11646	TCONS_00001939.p1
OG0006393	AMPFI_13332	TCONS_00027954.p1
OG0006394	AMPFI_13378	TCONS_00013244.p1
OG0006395	AMPFI_13661	TCONS_00045081.p1
OG0006396	AMPFI_14971	TCONS_00054358.p1
OG0006398	AMPFI_17211	TCONS_00020199.p1
OG0006399	AMPFI_19186	TCONS_00005906.p1
OG0006401	AMPFI_20278	TCONS_00056569.p1
OG0006402	AMPFI_21913	TCONS_00055131.p1
OG0006442	AMPFI_22897	TCONS_00001276.p1
OG0006443	AMPFI_07202	TCONS_00039555.p1
OG0006444	AMPFI_19071, AMPFI_08496, AMPFI_01225, AMPFI_22088, AMPFI_24579, AMPFI_21629, AMPFI_00911, AMPFI_24066	TCONS_00035026.p1
OG0006446	AMPFI_10817	TCONS_00016689.p1
OG0006447	AMPFI_11947	TCONS_00014759.p1
OG0006448	AMPFI_06560	TCONS_00055605.p1
OG0006452	AMPFI_16030	TCONS_00048196.p1
OG0006453	AMPFI_24833, AMPFI_17768, AMPFI_04976, AMPFI_01344, AMPFI_00320, AMPFI_03547, AMPFI_25151, AMPFI_24683	TCONS_00052401.p1, TCONS_00046219.p1
OG0006453	AMPFI_14527	TCONS_00030523.p1, TCONS_00036002.p1, TCONS_00055225.p1
OG0006454	AMPFI_05834	TCONS_00005752.p1
OG0006457	AMPFI_21736	TCONS_00053917.p1
OG0006458	AMPFI_20948	TCONS_00035428.p1
OG0006459	AMPFI_24708	TCONS_00029344.p1
OG0006460	AMPFI_05880	TCONS_00010265.p1
OG0006461	AMPFI_09416	TCONS_00048350.p1
OG0006462	AMPFI_25276	TCONS_00014431.p1
OG0006463	AMPFI_13065	TCONS_00028384.p1
OG0006464	AMPFI_20431	TCONS_00021066.p1
OG0006465	AMPFI_08854	TCONS_00009885.p1
OG0006468	AMPFI_25686	TCONS_00007890.p1
OG0006469	AMPFI_03365	TCONS_00012821.p1
OG0006470	AMPFI_09779	TCONS_00027786.p1
OG0006471	AMPFI_12192	TCONS_00053412.p1
OG0006472	AMPFI_15114	TCONS_00021911.p1
OG0006474	AMPFI_10985	TCONS_00005145.p1
OG0006475	AMPFI_07654	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	AMPFI_06528	TCONS_00042228.p1
OG0006477	AMPFI_11262	TCONS_00031480.p1
OG0006478	AMPFI_19049	TCONS_00054517.p1
OG0006479	AMPFI_06142	TCONS_00051879.p1
OG0006480	AMPFI_11426	TCONS_00057242.p1
OG0006481	AMPFI_25723	TCONS_00034795.p1
OG0006482	AMPFI_24557	TCONS_00009649.p1
OG0006483	AMPFI_16128	TCONS_00010956.p1
OG0006485	AMPFI_08915	TCONS_00010701.p1
OG0006486	AMPFI_16684	TCONS_00048186.p1
OG0006487	AMPFI_17903	TCONS_00049079.p1
OG0006488	AMPFI_11034	TCONS_00011528.p1
OG0006490	AMPFI_17883	TCONS_00049724.p1
OG0006491	AMPFI_11842	TCONS_00044639.p1
OG0006493	AMPFI_02164	TCONS_00022120.p1
OG0006494	AMPFI_05737	TCONS_00021999.p1
OG0006495	AMPFI_07176	TCONS_00050223.p1
OG0006496	AMPFI_10689	TCONS_00016568.p1
OG0006497	AMPFI_06696	TCONS_00054999.p1
OG0006498	AMPFI_12161	TCONS_00043357.p1, TCONS_00043346.p1
OG0006499	AMPFI_10067	TCONS_00015424.p1
OG0006500	AMPFI_10686	TCONS_00009974.p1
OG0006501	AMPFI_25980	TCONS_00010106.p1
OG0006502	AMPFI_01184	TCONS_00012707.p1
OG0006503	AMPFI_14175	TCONS_00021845.p1
OG0006505	AMPFI_09747	TCONS_00056089.p1
OG0006506	AMPFI_20331	TCONS_00036362.p1
OG0006507	AMPFI_10834	TCONS_00049530.p1
OG0006508	AMPFI_11788	TCONS_00026619.p1
OG0006510	AMPFI_07648	TCONS_00009163.p1
OG0006511	AMPFI_09796	TCONS_00007950.p1
OG0006512	AMPFI_15002	TCONS_00011733.p1
OG0006513	AMPFI_10162	TCONS_00007347.p1
OG0006514	AMPFI_21552	TCONS_00043974.p1
OG0006515	AMPFI_23080	TCONS_00004438.p1
OG0006516	AMPFI_09518	TCONS_00010802.p1
OG0006517	AMPFI_09029	TCONS_00020570.p1
OG0006518	AMPFI_09733	TCONS_00001085.p1
OG0006519	AMPFI_09462	TCONS_00009727.p1
OG0006520	AMPFI_20008	TCONS_00042468.p1, TCONS_00042416.p1
OG0006523	AMPFI_01535	TCONS_00011605.p1
OG0006525	AMPFI_11251	TCONS_00047745.p1
OG0006526	AMPFI_14770	TCONS_00008656.p1
OG0006527	AMPFI_06100	TCONS_00012766.p1
OG0006528	AMPFI_10398	TCONS_00004367.p1
OG0006530	AMPFI_16011	TCONS_00029282.p1
OG0006532	AMPFI_11984	TCONS_00053038.p1, TCONS_00053081.p1
OG0006533	AMPFI_06493	TCONS_00001339.p1
OG0006534	AMPFI_20504	TCONS_00027612.p1
OG0006535	AMPFI_14352	TCONS_00023337.p1, TCONS_00023207.p1
OG0006536	AMPFI_12044	TCONS_00026188.p1
OG0006537	AMPFI_10341	TCONS_00041692.p1
OG0006539	AMPFI_10082	TCONS_00005734.p1
OG0006540	AMPFI_19290	TCONS_00022206.p1, TCONS_00022205.p1
OG0006541	AMPFI_18892	TCONS_00027019.p1
OG0006542	AMPFI_14637	TCONS_00043741.p1, TCONS_00043757.p1
OG0006543	AMPFI_06101	TCONS_00017046.p1
OG0006544	AMPFI_06224	TCONS_00008190.p1, TCONS_00008179.p1
OG0006545	AMPFI_13489	TCONS_00056038.p1
OG0006546	AMPFI_15044	TCONS_00011832.p1
OG0006547	AMPFI_12172	TCONS_00015546.p1
OG0006549	AMPFI_05684	TCONS_00048349.p1
OG0006550	AMPFI_17947	TCONS_00049126.p1
OG0006551	AMPFI_11025	TCONS_00015875.p1
OG0006552	AMPFI_07606	TCONS_00029062.p1
OG0006553	AMPFI_10454	TCONS_00014564.p1
OG0006554	AMPFI_04096	TCONS_00005063.p1
OG0006555	AMPFI_14579	TCONS_00044540.p1
OG0006556	AMPFI_03232	TCONS_00001090.p1
OG0006558	AMPFI_19718	TCONS_00049649.p1
OG0006559	AMPFI_02145	TCONS_00054654.p1
OG0006560	AMPFI_19755	TCONS_00010738.p1
OG0006562	AMPFI_09623	TCONS_00022910.p1
OG0006563	AMPFI_21613	TCONS_00011237.p1
OG0006564	AMPFI_05981	TCONS_00005531.p1
OG0006565	AMPFI_11901	TCONS_00047631.p1
OG0006566	AMPFI_03736	TCONS_00012618.p1
OG0006567	AMPFI_03510	TCONS_00045499.p1
OG0006568	AMPFI_09823	TCONS_00045070.p1
OG0006569	AMPFI_04736	TCONS_00004482.p1
OG0006570	AMPFI_06506	TCONS_00015384.p1
OG0006571	AMPFI_23157	TCONS_00027928.p1
OG0006572	AMPFI_16777	TCONS_00053653.p1
OG0006573	AMPFI_04218	TCONS_00005210.p1
OG0006574	AMPFI_19066	TCONS_00029325.p1
OG0006575	AMPFI_01666	TCONS_00009220.p1
OG0006576	AMPFI_06671, AMPFI_06230, AMPFI_06231	TCONS_00031187.p1, TCONS_00031210.p1
OG0006577	AMPFI_00642	TCONS_00054554.p1
OG0006578	AMPFI_06349	TCONS_00026429.p1
OG0006579	AMPFI_03149	TCONS_00053710.p1
OG0006580	AMPFI_23358	TCONS_00003702.p1
OG0006581	AMPFI_11462	TCONS_00055023.p1
OG0006582	AMPFI_09311	TCONS_00028748.p1
OG0006583	AMPFI_07167	TCONS_00002402.p1
OG0006584	AMPFI_02572	TCONS_00009190.p1
OG0006585	AMPFI_01004	TCONS_00011678.p1
OG0006586	AMPFI_11910	TCONS_00056653.p1
OG0006587	AMPFI_08526	TCONS_00011724.p1
OG0006588	AMPFI_22279	TCONS_00049561.p1
OG0006589	AMPFI_07432	TCONS_00047690.p1
OG0006590	AMPFI_10661	TCONS_00006410.p1, TCONS_00006411.p1
OG0006591	AMPFI_09907	TCONS_00046705.p1
OG0006592	AMPFI_11061	TCONS_00002772.p1
OG0006593	AMPFI_11869	TCONS_00033505.p1
OG0006594	AMPFI_22653	TCONS_00005014.p1
OG0006595	AMPFI_07066	TCONS_00029764.p1
OG0006596	AMPFI_14571	TCONS_00007790.p1
OG0006597	AMPFI_14301	TCONS_00042667.p1
OG0006598	AMPFI_19501	TCONS_00029076.p1
OG0006600	AMPFI_22394	TCONS_00013731.p1
OG0006601	AMPFI_11850	TCONS_00054928.p1
OG0006602	AMPFI_07168	TCONS_00056704.p1
OG0006603	AMPFI_06187	TCONS_00007117.p1
OG0006604	AMPFI_05937	TCONS_00006520.p1
OG0006606	AMPFI_17025	TCONS_00001826.p1
OG0006607	AMPFI_08824	TCONS_00044660.p1
OG0006608	AMPFI_09810	TCONS_00021081.p1
OG0006609	AMPFI_06978	TCONS_00056679.p1
OG0006610	AMPFI_09328	TCONS_00012981.p1
OG0006611	AMPFI_21041	TCONS_00055553.p1
OG0006612	AMPFI_15592	TCONS_00053948.p1
OG0006613	AMPFI_15015	TCONS_00020318.p1
OG0006614	AMPFI_10524	TCONS_00036181.p1
OG0006615	AMPFI_13199	TCONS_00055565.p1
OG0006616	AMPFI_05408	TCONS_00022755.p1
OG0006618	AMPFI_03713	TCONS_00007076.p1
OG0006619	AMPFI_23367	TCONS_00045095.p1
OG0006620	AMPFI_11795	TCONS_00017309.p1
OG0006622	AMPFI_08817	TCONS_00021887.p1
OG0006623	AMPFI_15671	TCONS_00025757.p1, TCONS_00025795.p1
OG0006626	AMPFI_23212	TCONS_00006380.p1
OG0006627	AMPFI_12667	TCONS_00000978.p1
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	TCONS_00050775.p1
OG0006629	AMPFI_02308	TCONS_00053776.p1, TCONS_00053777.p1, TCONS_00009188.p1, TCONS_00009189.p1, TCONS_00009186.p1, TCONS_00009187.p1
OG0006630	AMPFI_10137	TCONS_00032852.p1
OG0006631	AMPFI_11411	TCONS_00003832.p1
OG0006633	AMPFI_25785	TCONS_00045550.p1
OG0006634	AMPFI_08119, AMPFI_16357	TCONS_00005070.p1
OG0006635	AMPFI_03502	TCONS_00027064.p1
OG0006636	AMPFI_04565	TCONS_00012633.p1
OG0006637	AMPFI_14025	TCONS_00013489.p1
OG0006638	AMPFI_10714	TCONS_00008465.p1
OG0006640	AMPFI_03675	TCONS_00006552.p1
OG0006641	AMPFI_04910	TCONS_00010089.p1
OG0006642	AMPFI_08414	TCONS_00014397.p1
OG0006643	AMPFI_24335	TCONS_00056347.p1, TCONS_00056312.p1, TCONS_00056313.p1, TCONS_00056354.p1
OG0006644	AMPFI_05498	TCONS_00008651.p1
OG0006645	AMPFI_10382	TCONS_00003989.p1
OG0006646	AMPFI_19853	TCONS_00028509.p1
OG0006647	AMPFI_05250	TCONS_00009340.p2
OG0006649	AMPFI_16709	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1
OG0006650	AMPFI_21571	TCONS_00042837.p1
OG0006651	AMPFI_14545, AMPFI_14544	TCONS_00000270.p1
OG0006652	AMPFI_06830	TCONS_00004473.p1
OG0006653	AMPFI_11904	TCONS_00007193.p1
OG0006654	AMPFI_10612	TCONS_00002127.p1
OG0006655	AMPFI_20781	TCONS_00028473.p1
OG0006656	AMPFI_07305	TCONS_00025652.p1
OG0006657	AMPFI_05148	TCONS_00006349.p1
OG0006658	AMPFI_09511	TCONS_00045482.p1
OG0006659	AMPFI_18130	TCONS_00050933.p1, TCONS_00050932.p1
OG0006660	AMPFI_18652	TCONS_00049634.p1
OG0006661	AMPFI_11353	TCONS_00021055.p1
OG0006662	AMPFI_03231	TCONS_00035039.p1
OG0006663	AMPFI_07743	TCONS_00006144.p1, TCONS_00006163.p1
OG0006664	AMPFI_18050	TCONS_00015932.p1
OG0006665	AMPFI_11401, AMPFI_20048	TCONS_00002816.p1
OG0006666	AMPFI_11045	TCONS_00048338.p1
OG0006667	AMPFI_18059	TCONS_00015836.p1
OG0006668	AMPFI_07313	TCONS_00042523.p1
OG0006669	AMPFI_09179	TCONS_00052745.p1
OG0006670	AMPFI_14097	TCONS_00016009.p1
OG0006671	AMPFI_11968	TCONS_00050456.p1
OG0006672	AMPFI_14221	TCONS_00010908.p1
OG0006673	AMPFI_14877	TCONS_00025948.p1
OG0006675	AMPFI_15480	TCONS_00027673.p1
OG0006676	AMPFI_11138	TCONS_00048311.p1
OG0006677	AMPFI_13068	TCONS_00013225.p1
OG0006678	AMPFI_06249	TCONS_00013801.p1
OG0006679	AMPFI_05721	TCONS_00026672.p1
OG0006679	AMPFI_09263	TCONS_00021349.p1
OG0006680	AMPFI_12617, AMPFI_10970	TCONS_00056961.p1
OG0006681	AMPFI_05590	TCONS_00056930.p1
OG0006682	AMPFI_20645	TCONS_00017798.p1
OG0006683	AMPFI_03467	TCONS_00051711.p1, TCONS_00051709.p1
OG0006684	AMPFI_01015	TCONS_00047879.p1
OG0006685	AMPFI_00727, AMPFI_21410, AMPFI_19005	TCONS_00045009.p1
OG0006686	AMPFI_25558	TCONS_00044306.p1, TCONS_00016179.p1
OG0006687	AMPFI_08525	TCONS_00001711.p1
OG0006688	AMPFI_08024	TCONS_00008729.p1
OG0006689	AMPFI_09171	TCONS_00028006.p1
OG0006690	AMPFI_14968	TCONS_00048041.p1
OG0006692	AMPFI_02498	TCONS_00003067.p1
OG0006693	AMPFI_12142	TCONS_00030832.p1, TCONS_00030829.p1
OG0006694	AMPFI_03151	TCONS_00002311.p1
OG0006695	AMPFI_05886	TCONS_00010698.p1
OG0006696	AMPFI_05839	TCONS_00049680.p1
OG0006697	AMPFI_18729	TCONS_00026718.p1
OG0006699	AMPFI_24821	TCONS_00005799.p1, TCONS_00005785.p1
OG0006700	AMPFI_23654	TCONS_00022105.p1
OG0006701	AMPFI_22063, AMPFI_02322, AMPFI_09793	TCONS_00010259.p1, TCONS_00000764.p1, TCONS_00010257.p1
OG0006702	AMPFI_17003	TCONS_00044891.p1
OG0006703	AMPFI_07514	TCONS_00045997.p1
OG0006705	AMPFI_16029	TCONS_00052193.p1
OG0006706	AMPFI_13283	TCONS_00014874.p1
OG0006708	AMPFI_10926	TCONS_00029711.p1
OG0006709	AMPFI_21329	TCONS_00056346.p1
OG0006710	AMPFI_20886	TCONS_00028493.p1
OG0006712	AMPFI_05255	TCONS_00007395.p1
OG0006713	AMPFI_08836	TCONS_00012197.p1
OG0006714	AMPFI_13991	TCONS_00026867.p1
OG0006715	AMPFI_23767	TCONS_00047509.p1, TCONS_00047508.p1
OG0006717	AMPFI_01802	TCONS_00012131.p1
OG0006718	AMPFI_07877	TCONS_00027315.p1
OG0006719	AMPFI_25280	TCONS_00014267.p1
OG0006720	AMPFI_03343	TCONS_00055157.p1, TCONS_00055188.p1
OG0006721	AMPFI_19440	TCONS_00027927.p1
OG0006722	AMPFI_10729	TCONS_00053746.p1
OG0006723	AMPFI_25498	TCONS_00050670.p1
OG0006725	AMPFI_20001	TCONS_00048951.p1
OG0006726	AMPFI_06499	TCONS_00044651.p1
OG0006727	AMPFI_01585	TCONS_00002233.p1, TCONS_00047000.p1
OG0006729	AMPFI_04655	TCONS_00053241.p1
OG0006730	AMPFI_06679	TCONS_00044178.p1
OG0006731	AMPFI_08772	TCONS_00048222.p1
OG0006732	AMPFI_18470	TCONS_00020263.p1
OG0006733	AMPFI_02251	TCONS_00010742.p1
OG0006734	AMPFI_20929, AMPFI_20928	TCONS_00010746.p1
OG0006736	AMPFI_11074	TCONS_00008432.p1
OG0006737	AMPFI_01450	TCONS_00007118.p1
OG0006738	AMPFI_07984	TCONS_00057052.p1
OG0006739	AMPFI_08561	TCONS_00027123.p1
OG0006740	AMPFI_14078	TCONS_00003536.p1
OG0006741	AMPFI_00461	TCONS_00047318.p1
OG0006742	AMPFI_07896	TCONS_00043768.p1
OG0006743	AMPFI_00788	TCONS_00047854.p1
OG0006744	AMPFI_01115	TCONS_00015329.p1, TCONS_00015326.p1
OG0006745	AMPFI_16543	TCONS_00050410.p1
OG0006747	AMPFI_03041	TCONS_00010637.p1
OG0006748	AMPFI_03340	TCONS_00018819.p1
OG0006749	AMPFI_18893, AMPFI_24046	TCONS_00042544.p1
OG0006750	AMPFI_04945	TCONS_00018018.p1
OG0006752	AMPFI_17541	TCONS_00040754.p1
OG0006753	AMPFI_06164	TCONS_00011610.p1
OG0006754	AMPFI_06462	TCONS_00008287.p1
OG0006755	AMPFI_06654	TCONS_00042769.p1
OG0006756	AMPFI_19520, AMPFI_07028	TCONS_00012561.p1
OG0006757	AMPFI_07042	TCONS_00011154.p1
OG0006758	AMPFI_07316	TCONS_00057241.p1
OG0006759	AMPFI_08740	TCONS_00049458.p1
OG0006760	AMPFI_09555	TCONS_00052472.p1
OG0006762	AMPFI_10593	TCONS_00009970.p1
OG0006763	AMPFI_11719	TCONS_00054857.p1
OG0006764	AMPFI_11801	TCONS_00042688.p1, TCONS_00042687.p1
OG0006765	AMPFI_12141	TCONS_00020825.p1
OG0006766	AMPFI_12392	TCONS_00022745.p1
OG0006767	AMPFI_12748	TCONS_00047211.p1, TCONS_00049797.p1
OG0006768	AMPFI_13299	TCONS_00040904.p1
OG0006769	AMPFI_14038	TCONS_00023716.p1, TCONS_00029383.p1
OG0006770	AMPFI_16289	TCONS_00029250.p1
OG0006772	AMPFI_18299	TCONS_00026780.p1
OG0006774	AMPFI_18778	TCONS_00007059.p1
OG0006775	AMPFI_20249	TCONS_00012501.p1
OG0006776	AMPFI_20448	TCONS_00055607.p1
OG0006777	AMPFI_20964	TCONS_00010464.p1
OG0006779	AMPFI_24021	TCONS_00035797.p1
OG0006780	AMPFI_24381	TCONS_00011880.p1
OG0006824	AMPFI_06069	TCONS_00049579.p1, TCONS_00048045.p1, TCONS_00048053.p1
OG0006826	AMPFI_21636	TCONS_00041653.p1
OG0006828	AMPFI_04049, AMPFI_19655, AMPFI_04309	TCONS_00028430.p1
OG0006829	AMPFI_10798	TCONS_00027627.p1
OG0006830	AMPFI_10183	TCONS_00010805.p1
OG0006832	AMPFI_00483	TCONS_00009744.p1
OG0006833	AMPFI_09046	TCONS_00007887.p1
OG0006834	AMPFI_12943, AMPFI_13339, AMPFI_15708	TCONS_00052196.p1
OG0006835	AMPFI_05723	TCONS_00000118.p1
OG0006837	AMPFI_10070	TCONS_00035178.p1
OG0006838	AMPFI_03070	TCONS_00012572.p1
OG0006839	AMPFI_06689	TCONS_00031378.p1
OG0006842	AMPFI_06417	TCONS_00052911.p1
OG0006843	AMPFI_16995	TCONS_00029554.p1
OG0006844	AMPFI_10399	TCONS_00028350.p1
OG0006845	AMPFI_09743	TCONS_00010267.p1
OG0006846	AMPFI_03085	TCONS_00010501.p1
OG0006847	AMPFI_12960	TCONS_00016701.p1
OG0006848	AMPFI_18769	TCONS_00031133.p1
OG0006849	AMPFI_06284	TCONS_00011426.p1
OG0006850	AMPFI_14881	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006851	AMPFI_17600	TCONS_00026166.p1
OG0006852	AMPFI_13582	TCONS_00017237.p1
OG0006853	AMPFI_20366	TCONS_00049013.p1
OG0006856	AMPFI_04448	TCONS_00007016.p1
OG0006857	AMPFI_22717	TCONS_00021829.p1
OG0006858	AMPFI_25882, AMPFI_03585	TCONS_00021389.p1
OG0006860	AMPFI_10618	TCONS_00008747.p1
OG0006861	AMPFI_09686	TCONS_00002762.p1
OG0006863	AMPFI_14102, AMPFI_03794	TCONS_00052861.p1
OG0006864	AMPFI_14090	TCONS_00041648.p1
OG0006865	AMPFI_13506	TCONS_00022194.p1
OG0006867	AMPFI_12490	TCONS_00010725.p1
OG0006868	AMPFI_17882	TCONS_00010919.p1
OG0006870	AMPFI_05126	TCONS_00021310.p1
OG0006871	AMPFI_10294	TCONS_00022851.p1
OG0006872	AMPFI_13550	TCONS_00019934.p1
OG0006873	AMPFI_13615	TCONS_00006389.p1
OG0006874	AMPFI_05028	TCONS_00013010.p1
OG0006875	AMPFI_24435, AMPFI_14505	TCONS_00057246.p1
OG0006876	AMPFI_08220	TCONS_00054383.p1
OG0006877	AMPFI_19680	TCONS_00042767.p1
OG0006878	AMPFI_10223	TCONS_00054061.p1
OG0006879	AMPFI_25263	TCONS_00037030.p1
OG0006880	AMPFI_12811	TCONS_00014869.p1
OG0006881	AMPFI_12801	TCONS_00043849.p1
OG0006883	AMPFI_15730	TCONS_00000173.p1
OG0006884	AMPFI_15532	TCONS_00001321.p1
OG0006885	AMPFI_09233	TCONS_00012966.p1
OG0006886	AMPFI_12366	TCONS_00023776.p1
OG0006887	AMPFI_10614	TCONS_00055244.p1
OG0006888	AMPFI_11798	TCONS_00017203.p1
OG0006889	AMPFI_10349	TCONS_00007492.p1
OG0006890	AMPFI_06179	TCONS_00026380.p1
OG0006891	AMPFI_10153	TCONS_00005459.p1
OG0006892	AMPFI_04975	TCONS_00055599.p1
OG0006893	AMPFI_01490	TCONS_00013269.p1
OG0006895	AMPFI_21480	TCONS_00056044.p1
OG0006896	AMPFI_23895, AMPFI_02039	TCONS_00030685.p1
OG0006897	AMPFI_08177	TCONS_00028324.p1
OG0006898	AMPFI_13011	TCONS_00008723.p1
OG0006899	AMPFI_13416	TCONS_00024262.p1
OG0006900	AMPFI_19377	TCONS_00000838.p1, TCONS_00000847.p1
OG0006901	AMPFI_24896	TCONS_00056765.p1
OG0006903	AMPFI_22719	TCONS_00004437.p1
OG0006904	AMPFI_25492	TCONS_00042496.p1
OG0006905	AMPFI_15393	TCONS_00008743.p1
OG0006906	AMPFI_24996	TCONS_00006172.p1
OG0006907	AMPFI_08400	TCONS_00045849.p1
OG0006909	AMPFI_14481, AMPFI_00666	TCONS_00049209.p1
OG0006911	AMPFI_20108	TCONS_00015301.p1
OG0006912	AMPFI_22688	TCONS_00015868.p1
OG0006913	AMPFI_22851, AMPFI_24890	TCONS_00016051.p1
OG0006914	AMPFI_06074	TCONS_00028393.p1
OG0006915	AMPFI_19156	TCONS_00007143.p1
OG0006916	AMPFI_00335	TCONS_00029180.p1
OG0006917	AMPFI_06566	TCONS_00050600.p1
OG0006918	AMPFI_10696	TCONS_00046489.p1
OG0006919	AMPFI_02944	TCONS_00026791.p1
OG0006920	AMPFI_10884	TCONS_00001003.p1
OG0006921	AMPFI_26080	TCONS_00042938.p1
OG0006923	AMPFI_08393	TCONS_00002022.p1
OG0006924	AMPFI_17424	TCONS_00019814.p1
OG0006925	AMPFI_14947	TCONS_00056528.p1
OG0006926	AMPFI_09334	TCONS_00017933.p1
OG0006927	AMPFI_22332	TCONS_00056916.p1
OG0006928	AMPFI_10468	TCONS_00017403.p1
OG0006929	AMPFI_15906	TCONS_00001534.p1
OG0006929	AMPFI_04107	TCONS_00001533.p1
OG0006931	AMPFI_14829	TCONS_00016839.p1
OG0006932	AMPFI_06908	TCONS_00013192.p1
OG0006933	AMPFI_15842	TCONS_00049249.p1, TCONS_00048369.p1
OG0006934	AMPFI_13627	TCONS_00021826.p1
OG0006935	AMPFI_06775	TCONS_00027216.p1
OG0006936	AMPFI_01142	TCONS_00026943.p1
OG0006937	AMPFI_14568	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006939	AMPFI_00736	TCONS_00045731.p1, TCONS_00045732.p1
OG0006940	AMPFI_16402	TCONS_00020637.p1
OG0006942	AMPFI_07605	TCONS_00011962.p1
OG0006943	AMPFI_06307	TCONS_00016606.p1
OG0006944	AMPFI_05110	TCONS_00032488.p1
OG0006945	AMPFI_01614	TCONS_00057264.p1
OG0006946	AMPFI_00482	TCONS_00015357.p1
OG0006948	AMPFI_07078	TCONS_00012979.p1
OG0006949	AMPFI_13736	TCONS_00019352.p1
OG0006950	AMPFI_20484, AMPFI_20854, AMPFI_20029, AMPFI_22072	TCONS_00048680.p1
OG0006951	AMPFI_18733	TCONS_00004238.p1
OG0006952	AMPFI_09145	TCONS_00007043.p1
OG0006953	AMPFI_16258	TCONS_00057019.p1
OG0006954	AMPFI_10356	TCONS_00010499.p1
OG0006955	AMPFI_17685	TCONS_00048448.p1
OG0006956	AMPFI_22936	TCONS_00026768.p1
OG0006957	AMPFI_21241	TCONS_00026693.p1
OG0006958	AMPFI_10322	TCONS_00016237.p1
OG0006959	AMPFI_13745	TCONS_00017783.p1
OG0006960	AMPFI_10218	TCONS_00000655.p1
OG0006961	AMPFI_02178	TCONS_00033077.p1, TCONS_00033508.p1, TCONS_00033079.p1, TCONS_00033507.p1
OG0006962	AMPFI_08199	TCONS_00051747.p1
OG0006964	AMPFI_13035	TCONS_00013322.p1
OG0006965	AMPFI_15612	TCONS_00030810.p1
OG0006966	AMPFI_08312	TCONS_00021949.p1
OG0006967	AMPFI_20325	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	AMPFI_08216	TCONS_00008544.p1
OG0006969	AMPFI_09726	TCONS_00027604.p1
OG0006970	AMPFI_06662	TCONS_00006686.p1
OG0006971	AMPFI_14130	TCONS_00006676.p1
OG0006972	AMPFI_11218	TCONS_00008627.p1
OG0006973	AMPFI_05114	TCONS_00001025.p1
OG0006974	AMPFI_19045	TCONS_00055278.p1
OG0006975	AMPFI_12753	TCONS_00001197.p1
OG0006976	AMPFI_11995	TCONS_00002169.p1, TCONS_00002172.p1
OG0006977	AMPFI_09374	TCONS_00047323.p1
OG0006978	AMPFI_11811, AMPFI_24207	TCONS_00028090.p1
OG0006979	AMPFI_14493	TCONS_00057104.p1, TCONS_00057116.p1
OG0006980	AMPFI_12230	TCONS_00052008.p1
OG0006981	AMPFI_00245	TCONS_00056032.p1
OG0006982	AMPFI_11090	TCONS_00027060.p1
OG0006983	AMPFI_14172	TCONS_00051148.p1
OG0006985	AMPFI_14367	TCONS_00049518.p1
OG0006988	AMPFI_24904, AMPFI_02202	TCONS_00010329.p1
OG0006989	AMPFI_03226	TCONS_00055897.p1
OG0006990	AMPFI_11887	TCONS_00030941.p1
OG0006991	AMPFI_07612	TCONS_00045078.p1
OG0006992	AMPFI_21431	TCONS_00052895.p1
OG0006993	AMPFI_01326	TCONS_00022435.p1
OG0006994	AMPFI_02391	TCONS_00002645.p1
OG0006995	AMPFI_12939	TCONS_00001363.p1
OG0006996	AMPFI_05652	TCONS_00010926.p1
OG0006997	AMPFI_06778	TCONS_00048268.p1
OG0006998	AMPFI_23858	TCONS_00056048.p1
OG0006999	AMPFI_03627	TCONS_00018389.p1
OG0007000	AMPFI_00549	TCONS_00026369.p1, TCONS_00026368.p1
OG0007001	AMPFI_09798	TCONS_00035924.p1
OG0007003	AMPFI_06800	TCONS_00007710.p1
OG0007004	AMPFI_01008	TCONS_00007966.p1
OG0007005	AMPFI_13442	TCONS_00005914.p1
