Orthogroup	AMPFI_ok	DROME
OG0006287	AMPFI_23322	DROME15138
OG0006289	AMPFI_07047	DROME05895
OG0006290	AMPFI_15621	DROME15754
OG0006291	AMPFI_03057	DROME16421
OG0006292	AMPFI_02156	DROME00480, DROME00481
OG0006293	AMPFI_20336	DROME15892
OG0006294	AMPFI_08840	DROME17637
OG0006295	AMPFI_12168	DROME09339
OG0006296	AMPFI_00354	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	AMPFI_13743, AMPFI_03538	DROME14064
OG0006298	AMPFI_22421	DROME10104, DROME10103
OG0006301	AMPFI_05956	DROME14417, DROME14418
OG0006302	AMPFI_24529	DROME11859
OG0006305	AMPFI_06288	DROME20608
OG0006308	AMPFI_13919	DROME01926
OG0006309	AMPFI_22246	DROME22059, DROME22060
OG0006311	AMPFI_05300	DROME09053
OG0006313	AMPFI_08699	DROME09638
OG0006315	AMPFI_12726	DROME12826
OG0006315	AMPFI_10792	DROME12827
OG0006319	AMPFI_18169	DROME00483, DROME00484
OG0006321	AMPFI_06467, AMPFI_03793	DROME00074
OG0006322	AMPFI_18871	DROME19674
OG0006323	AMPFI_09840	DROME00186
OG0006328	AMPFI_12066	DROME04072
OG0006330	AMPFI_04855	DROME21856, DROME21857
OG0006331	AMPFI_14220	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	AMPFI_14914	DROME01006
OG0006334	AMPFI_25859	DROME04357
OG0006335	AMPFI_07444	DROME09585
OG0006339	AMPFI_08797	DROME19031, DROME19030
OG0006340	AMPFI_12532	DROME02471
OG0006341	AMPFI_15945	DROME06095
OG0006344	AMPFI_17205	DROME11878
OG0006345	AMPFI_19089, AMPFI_21303	DROME01528
OG0006346	AMPFI_06366	DROME16623
OG0006347	AMPFI_08973	DROME18372, DROME18373
OG0006350	AMPFI_24714	DROME10882
OG0006351	AMPFI_03732	DROME17575
OG0006352	AMPFI_00995	DROME15718
OG0006353	AMPFI_06451	DROME00751
OG0006355	AMPFI_04748	DROME00424
OG0006356	AMPFI_22053, AMPFI_17402, AMPFI_25376	DROME02890
OG0006358	AMPFI_00524, AMPFI_03642	DROME03318, DROME03317
OG0006359	AMPFI_21575, AMPFI_13107	DROME01311
OG0006360	AMPFI_21111	DROME19840
OG0006362	AMPFI_21721	DROME11093
OG0006363	AMPFI_07540	DROME07012
OG0006364	AMPFI_05920	DROME14912
OG0006365	AMPFI_25333	DROME21616, DROME21617
OG0006367	AMPFI_00225	DROME09374
OG0006370	AMPFI_02001	DROME08234
OG0006372	AMPFI_02843	DROME08788
OG0006375	AMPFI_05100	DROME19928
OG0006376	AMPFI_06042	DROME13198
OG0006377	AMPFI_06121	DROME08417
OG0006378	AMPFI_06173	DROME17931
OG0006379	AMPFI_06346	DROME02858, DROME04856
OG0006381	AMPFI_07193	DROME02707, DROME20650
OG0006382	AMPFI_08946	DROME15024
OG0006383	AMPFI_09418	DROME12394
OG0006385	AMPFI_10081	DROME09556
OG0006387	AMPFI_10442	DROME09390
OG0006388	AMPFI_10875	DROME20388, DROME20387
OG0006389	AMPFI_10944	DROME15710
OG0006392	AMPFI_11646	DROME11920
OG0006393	AMPFI_13332	DROME03463, DROME03462
OG0006395	AMPFI_13661	DROME00130
OG0006398	AMPFI_17211	DROME21615
OG0006402	AMPFI_21913	DROME17310
OG0006442	AMPFI_22897	DROME16371
OG0006443	AMPFI_07202	DROME16038
OG0006447	AMPFI_11947	DROME10748
OG0006448	AMPFI_06560	DROME21414
OG0006454	AMPFI_05834	DROME19164
OG0006458	AMPFI_20948	DROME10373
OG0006459	AMPFI_24708	DROME10282
OG0006460	AMPFI_05880	DROME15064
OG0006461	AMPFI_09416	DROME01188
OG0006462	AMPFI_25276	DROME01832
OG0006463	AMPFI_13065	DROME10850
OG0006464	AMPFI_20431	DROME15553
OG0006465	AMPFI_08854	DROME04025
OG0006469	AMPFI_03365	DROME02304
OG0006470	AMPFI_09779	DROME05726, DROME05725
OG0006471	AMPFI_12192	DROME03198
OG0006472	AMPFI_15114	DROME01113
OG0006474	AMPFI_10985	DROME18594
OG0006475	AMPFI_07654	DROME11340, DROME11339
OG0006476	AMPFI_06528	DROME02188
OG0006477	AMPFI_11262	DROME16299
OG0006478	AMPFI_19049	DROME10803
OG0006479	AMPFI_06142	DROME03631
OG0006480	AMPFI_11426	DROME15425, DROME15426
OG0006481	AMPFI_25723	DROME02142, DROME01455
OG0006482	AMPFI_24557	DROME21719
OG0006483	AMPFI_16128	DROME04426
OG0006485	AMPFI_08915	DROME17756
OG0006487	AMPFI_17903	DROME20891
OG0006488	AMPFI_11034	DROME14000
OG0006490	AMPFI_17883	DROME17521
OG0006491	AMPFI_11842	DROME09727
OG0006492	AMPFI_23136	DROME19565, DROME19566
OG0006494	AMPFI_05737	DROME13014
OG0006497	AMPFI_06696	DROME11986
OG0006498	AMPFI_12161	DROME00774
OG0006500	AMPFI_10686	DROME02408
OG0006501	AMPFI_25980	DROME07620
OG0006505	AMPFI_09747	DROME19279
OG0006507	AMPFI_10834	DROME11241, DROME13160
OG0006509	AMPFI_18650	DROME06735
OG0006510	AMPFI_07648	DROME21078
OG0006511	AMPFI_09796	DROME02030
OG0006512	AMPFI_15002	DROME14203
OG0006514	AMPFI_21552	DROME04973
OG0006515	AMPFI_23080	DROME17220
OG0006516	AMPFI_09518	DROME07746
OG0006517	AMPFI_09029	DROME16077, DROME16076
OG0006518	AMPFI_09733	DROME12457
OG0006519	AMPFI_09462	DROME10463
OG0006520	AMPFI_20008	DROME01601
OG0006523	AMPFI_01535	DROME13324
OG0006525	AMPFI_11251	DROME16242
OG0006526	AMPFI_14770	DROME10066
OG0006528	AMPFI_10398	DROME03901, DROME03902, DROME03900
OG0006530	AMPFI_21867, AMPFI_16011	DROME02632
OG0006532	AMPFI_11984	DROME18743
OG0006533	AMPFI_06493	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	AMPFI_12044	DROME00110
OG0006537	AMPFI_10341	DROME17569
OG0006538	AMPFI_02030	DROME00930
OG0006540	AMPFI_19290	DROME04024
OG0006543	AMPFI_06101	DROME19675
OG0006544	AMPFI_06224	DROME08098
OG0006545	AMPFI_13489	DROME14793
OG0006546	AMPFI_15044	DROME03836
OG0006547	AMPFI_12172	DROME21566
OG0006549	AMPFI_05684	DROME08226
OG0006550	AMPFI_17946, AMPFI_17947	DROME12314
OG0006551	AMPFI_11025	DROME01560
OG0006552	AMPFI_07606	DROME02022
OG0006553	AMPFI_10454	DROME06750
OG0006554	AMPFI_04096	DROME13465
OG0006556	AMPFI_03232	DROME10784
OG0006557	AMPFI_04071	DROME08144
OG0006560	AMPFI_19755	DROME17786
OG0006567	AMPFI_03510, AMPFI_07892	DROME01202
OG0006568	AMPFI_09823	DROME05220
OG0006569	AMPFI_04736	DROME20993
OG0006570	AMPFI_06506	DROME20261
OG0006571	AMPFI_23157	DROME05601
OG0006573	AMPFI_04218	DROME14640
OG0006574	AMPFI_19066	DROME19778
OG0006577	AMPFI_00642	DROME16628
OG0006578	AMPFI_06349	DROME15457
OG0006580	AMPFI_04144, AMPFI_23358	DROME00474
OG0006582	AMPFI_09311	DROME02599, DROME02598, DROME02600
OG0006583	AMPFI_07167	DROME16903
OG0006584	AMPFI_02572	DROME07289
OG0006585	AMPFI_01004	DROME00295, DROME00294
OG0006586	AMPFI_11910	DROME11738, DROME02891
OG0006587	AMPFI_08526	DROME02493
OG0006588	AMPFI_22279	DROME21457
OG0006590	AMPFI_10661	DROME17574
OG0006591	AMPFI_00838	DROME11557, DROME11556
OG0006593	AMPFI_11869	DROME11713
OG0006594	AMPFI_22653	DROME12981
OG0006595	AMPFI_07066	DROME20933
OG0006596	AMPFI_14571	DROME13730, DROME13731
OG0006597	AMPFI_14301	DROME19349
OG0006598	AMPFI_19501	DROME15235
OG0006602	AMPFI_07168	DROME18117
OG0006603	AMPFI_06187	DROME08268, DROME08267
OG0006604	AMPFI_05937	DROME10779
OG0006607	AMPFI_08824	DROME06763
OG0006608	AMPFI_09810	DROME15074
OG0006609	AMPFI_06978	DROME08965
OG0006610	AMPFI_09328	DROME00685
OG0006611	AMPFI_21041	DROME04706, DROME04707
OG0006612	AMPFI_15592	DROME07454
OG0006613	AMPFI_15015	DROME02162, DROME02161
OG0006614	AMPFI_10524	DROME03471
OG0006615	AMPFI_13199	DROME05191
OG0006616	AMPFI_05408	DROME04436, DROME04435
OG0006618	AMPFI_00492	DROME08665
OG0006619	AMPFI_23367	DROME20837, DROME20836
OG0006622	AMPFI_08817	DROME13807
OG0006623	AMPFI_15671	DROME03084
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	DROME04083, DROME04082
OG0006630	AMPFI_10137	DROME13179
OG0006631	AMPFI_11411	DROME06287
OG0006633	AMPFI_25785	DROME10769
OG0006634	AMPFI_08119, AMPFI_16357	DROME05352
OG0006635	AMPFI_03502	DROME12947
OG0006636	AMPFI_04565	DROME02119
OG0006637	AMPFI_14025	DROME01008
OG0006638	AMPFI_10714	DROME10155
OG0006640	AMPFI_03675	DROME00615
OG0006642	AMPFI_18228, AMPFI_08414	DROME08951
OG0006646	AMPFI_19853	DROME15373
OG0006647	AMPFI_05250	DROME02033
OG0006648	AMPFI_07706	DROME03907, DROME03908
OG0006649	AMPFI_16709	DROME00086
OG0006650	AMPFI_21571	DROME04683, DROME04682
OG0006651	AMPFI_14545, AMPFI_14544	DROME04694
OG0006653	AMPFI_11904	DROME10989, DROME10990
OG0006655	AMPFI_20781	DROME18847
OG0006657	AMPFI_05148, AMPFI_15618	DROME19456, DROME19455
OG0006658	AMPFI_09511	DROME21096
OG0006662	AMPFI_03231	DROME19864
OG0006663	AMPFI_07743	DROME13134
OG0006664	AMPFI_18050	DROME04463
OG0006666	AMPFI_11045	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	AMPFI_18059	DROME06736
OG0006668	AMPFI_07313	DROME09203, DROME09202, DROME09204
OG0006669	AMPFI_09179	DROME09383
OG0006670	AMPFI_14097	DROME03282
OG0006673	AMPFI_14877	DROME03524
OG0006676	AMPFI_11139	DROME04549
OG0006677	AMPFI_13068	DROME21382
OG0006678	AMPFI_06249	DROME02009
OG0006679	AMPFI_05721	DROME03949, DROME03948
OG0006681	AMPFI_05590	DROME07359, DROME07360
OG0006684	AMPFI_01015	DROME10607
OG0006686	AMPFI_25558	DROME10194
OG0006689	AMPFI_09171	DROME16220, DROME06540
OG0006690	AMPFI_14968	DROME00556
OG0006691	AMPFI_12858	DROME16256
OG0006692	AMPFI_02498	DROME03538
OG0006694	AMPFI_03151	DROME08808
OG0006695	AMPFI_05886	DROME15570
OG0006697	AMPFI_18729	DROME13987
OG0006701	AMPFI_22063, AMPFI_02322, AMPFI_09793	DROME00992
OG0006702	AMPFI_17003	DROME02407
OG0006703	AMPFI_07514	DROME12345
OG0006705	AMPFI_16029	DROME10883
OG0006706	AMPFI_13283	DROME18775
OG0006708	AMPFI_10926	DROME07913
OG0006709	AMPFI_21329	DROME12082
OG0006710	AMPFI_20886	DROME13063, DROME13065, DROME13064
OG0006712	AMPFI_05255	DROME09518, DROME09519
OG0006714	AMPFI_13991	DROME13246
OG0006717	AMPFI_01802	DROME10030
OG0006719	AMPFI_25280	DROME11683
OG0006721	AMPFI_19440	DROME06897
OG0006722	AMPFI_10729	DROME04394
OG0006723	AMPFI_25498	DROME17509
OG0006725	AMPFI_20001	DROME01185
OG0006726	AMPFI_06499	DROME11357
OG0006727	AMPFI_01585	DROME13434
OG0006730	AMPFI_06679	DROME10467
OG0006731	AMPFI_08772	DROME07141
OG0006732	AMPFI_18470	DROME16398
OG0006733	AMPFI_02251	DROME12191, DROME12192
OG0006734	AMPFI_20929, AMPFI_20928	DROME14590
OG0006736	AMPFI_11074	DROME10186
OG0006737	AMPFI_01450	DROME08119
OG0006739	AMPFI_08561	DROME14549
OG0006741	AMPFI_00461	DROME13025
OG0006742	AMPFI_07896	DROME17425
OG0006743	AMPFI_00788	DROME14112
OG0006745	AMPFI_01220, AMPFI_16543, AMPFI_03853	DROME12660
OG0006748	AMPFI_03340	DROME00422
OG0006749	AMPFI_18893	DROME18950
OG0006750	AMPFI_04945	DROME09705
OG0006753	AMPFI_06164	DROME16826
OG0006754	AMPFI_06462	DROME03000
OG0006755	AMPFI_06654	DROME13740
OG0006757	AMPFI_07042	DROME14155
OG0006758	AMPFI_07316	DROME17868, DROME17867
OG0006760	AMPFI_09555	DROME19427
OG0006762	AMPFI_10593	DROME14028
OG0006765	AMPFI_12141	DROME10592, DROME10591
OG0006766	AMPFI_12392	DROME03426
OG0006768	AMPFI_13299	DROME02900
OG0006769	AMPFI_14038	DROME06420
OG0006770	AMPFI_16289	DROME13620
OG0006772	AMPFI_18299	DROME15798, DROME09251
OG0006777	AMPFI_20964	DROME18870, DROME18871
OG0006780	AMPFI_24381	DROME20962
OG0006826	AMPFI_21636	DROME14383
OG0006828	AMPFI_04049	DROME08100, DROME08101
OG0006828	AMPFI_19655	DROME21318
OG0006830	AMPFI_10183	DROME11906
OG0006832	AMPFI_00483	DROME16492, DROME16493
OG0006833	AMPFI_09046	DROME06375
OG0006835	AMPFI_05723	DROME02280, DROME02306
OG0006838	AMPFI_03070, AMPFI_10507	DROME08307
OG0006842	AMPFI_06417	DROME20782
OG0006843	AMPFI_16202, AMPFI_16995	DROME06952
OG0006844	AMPFI_10399	DROME01743
OG0006845	AMPFI_09743	DROME17007
OG0006846	AMPFI_03085	DROME08329
OG0006849	AMPFI_06284	DROME03499
OG0006851	AMPFI_17600	DROME10053
OG0006852	AMPFI_13582, AMPFI_19902	DROME13239
OG0006856	AMPFI_04448	DROME17826
OG0006857	AMPFI_22717	DROME13855
OG0006860	AMPFI_10618	DROME20680, DROME20679
OG0006862	AMPFI_05349	DROME15144
OG0006864	AMPFI_14090	DROME02889
OG0006865	AMPFI_13506	DROME12006
OG0006868	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882	DROME14011, DROME14010
OG0006870	AMPFI_05126	DROME14456
OG0006871	AMPFI_10294	DROME13968
OG0006874	AMPFI_05028	DROME19509
OG0006875	AMPFI_24435, AMPFI_14505	DROME18909
OG0006876	AMPFI_08220	DROME04074
OG0006877	AMPFI_19680	DROME14060
OG0006878	AMPFI_10223	DROME10685, DROME10684
OG0006880	AMPFI_12811	DROME13822
OG0006881	AMPFI_12801	DROME07121
OG0006885	AMPFI_09233	DROME10284
OG0006886	AMPFI_12366	DROME21253
OG0006887	AMPFI_10614	DROME13817
OG0006888	AMPFI_11798	DROME19638
OG0006889	AMPFI_10349	DROME21560, DROME21559
OG0006890	AMPFI_06179	DROME08143
OG0006891	AMPFI_10153	DROME18748
OG0006892	AMPFI_04975	DROME00140
OG0006893	AMPFI_01490	DROME12133
OG0006895	AMPFI_21480, AMPFI_17058	DROME01866
OG0006897	AMPFI_08177	DROME19217
OG0006898	AMPFI_13011	DROME10588, DROME10587
OG0006900	AMPFI_19377	DROME09764, DROME09765
OG0006901	AMPFI_24896	DROME11048, DROME14826
OG0006905	AMPFI_15393	DROME14624, DROME14623
OG0006906	AMPFI_24996	DROME15670
OG0006907	AMPFI_08400	DROME02137, DROME02136
OG0006908	AMPFI_05383	DROME20394
OG0006909	AMPFI_00666	DROME06225
OG0006914	AMPFI_06074	DROME08141
OG0006918	AMPFI_10696	DROME03248
OG0006919	AMPFI_02944	DROME06069
OG0006920	AMPFI_10884	DROME01129
OG0006923	AMPFI_08393	DROME11746
OG0006924	AMPFI_17424	DROME14721
OG0006925	AMPFI_14947	DROME11109
OG0006926	AMPFI_09334	DROME00053
OG0006927	AMPFI_22332	DROME11010
OG0006928	AMPFI_10468	DROME19681
OG0006931	AMPFI_14829, AMPFI_22093	DROME11546
OG0006932	AMPFI_06908	DROME16429
OG0006934	AMPFI_13627	DROME00627
OG0006935	AMPFI_06775	DROME17600
OG0006936	AMPFI_01142	DROME12923
OG0006937	AMPFI_14568	DROME00527
OG0006940	AMPFI_16402	DROME19018, DROME19017
OG0006942	AMPFI_07605	DROME17406
OG0006943	AMPFI_06307	DROME05311, DROME05310, DROME05312
OG0006944	AMPFI_05110	DROME07597
OG0006945	AMPFI_01614	DROME04092, DROME04093
OG0006946	AMPFI_00482	DROME06810
OG0006949	AMPFI_13736	DROME17510
OG0006951	AMPFI_18733	DROME19073
OG0006952	AMPFI_09145	DROME11379
OG0006953	AMPFI_16258	DROME15970
OG0006954	AMPFI_10356	DROME13996, DROME13995
OG0006957	AMPFI_21241	DROME16961
OG0006958	AMPFI_10322	DROME12297
OG0006959	AMPFI_13745	DROME10650
OG0006960	AMPFI_10218	DROME21228
OG0006962	AMPFI_08199	DROME03277
OG0006964	AMPFI_13035	DROME19570
OG0006965	AMPFI_15612	DROME01022, DROME14680, DROME01021
OG0006966	AMPFI_08312	DROME12638, DROME12639
OG0006967	AMPFI_20325	DROME01193
OG0006968	AMPFI_08216	DROME19323
OG0006969	AMPFI_09726	DROME16910
OG0006970	AMPFI_06662	DROME11918
OG0006971	AMPFI_14130	DROME11799, DROME11798
OG0006973	AMPFI_05114	DROME15580
OG0006975	AMPFI_12753	DROME07368
OG0006977	AMPFI_09374	DROME16367
OG0006979	AMPFI_14493	DROME08887
OG0006980	AMPFI_12230	DROME12138
OG0006982	AMPFI_11090	DROME16125
OG0006983	AMPFI_14172	DROME07189
OG0006985	AMPFI_14367	DROME14217
OG0006988	AMPFI_02202	DROME01608
OG0006989	AMPFI_03226	DROME21716, DROME21715, DROME01750
OG0006990	AMPFI_11887	DROME10642
OG0006991	AMPFI_07612	DROME04692
OG0006992	AMPFI_02683, AMPFI_21431	DROME13157
OG0006994	AMPFI_02391	DROME04632
OG0006995	AMPFI_12939	DROME04021
OG0006997	AMPFI_06778	DROME06801
OG0006998	AMPFI_23858	DROME01960
OG0006999	AMPFI_03627	DROME11377
OG0007000	AMPFI_00549	DROME11064, DROME16292
OG0007001	AMPFI_09798	DROME08011
OG0007003	AMPFI_06800	DROME00287
OG0007004	AMPFI_23377	DROME05528
OG0007005	AMPFI_13442	DROME09757
OG0007007	AMPFI_23823	DROME00847
OG0007009	AMPFI_00275	DROME17681
OG0007010	AMPFI_17159	DROME01605
OG0007011	AMPFI_21944	DROME20885
OG0007012	AMPFI_17251	DROME22023
OG0007013	AMPFI_07544, AMPFI_03127	DROME01987
OG0007014	AMPFI_10606	DROME08628
OG0007015	AMPFI_13502	DROME19728
OG0007016	AMPFI_09621	DROME20048
OG0007017	AMPFI_12056	DROME16395
OG0007018	AMPFI_23594	DROME04944
OG0007022	AMPFI_18990	DROME14811
OG0007023	AMPFI_09160	DROME06431
OG0007024	AMPFI_08761	DROME17667, DROME19376
OG0007025	AMPFI_15749	DROME04842
OG0007027	AMPFI_21576	DROME20714
OG0007028	AMPFI_00486	DROME21651
OG0007030	AMPFI_10233	DROME20793
OG0007032	AMPFI_19209	DROME01322
OG0007033	AMPFI_06964	DROME18841
OG0007034	AMPFI_03185	DROME06058
OG0007035	AMPFI_25418	DROME00441, DROME00440
OG0007036	AMPFI_06158	DROME10185
OG0007037	AMPFI_06018	DROME13026
OG0007039	AMPFI_14288	DROME20966, DROME20965
OG0007040	AMPFI_05605	DROME02611
OG0007041	AMPFI_08097	DROME00583, DROME00582
OG0007042	AMPFI_23647	DROME08739
OG0007043	AMPFI_14086	DROME02534
OG0007044	AMPFI_12621	DROME05564
OG0007045	AMPFI_05641	DROME00832, DROME14367, DROME14366
OG0007046	AMPFI_22387	DROME15728
OG0007047	AMPFI_21115	DROME00193, DROME00194
OG0007048	AMPFI_11198	DROME01791, DROME19143
OG0007050	AMPFI_12891	DROME06887
OG0007053	AMPFI_11530	DROME16115
OG0007054	AMPFI_12728	DROME10899
OG0007055	AMPFI_18150	DROME01836
OG0007056	AMPFI_07442	DROME21912
OG0007058	AMPFI_14253	DROME16980
OG0007059	AMPFI_06026	DROME17512, DROME17511, DROME17513
OG0007061	AMPFI_25901	DROME21168
OG0007062	AMPFI_13658	DROME01875
OG0007063	AMPFI_08500	DROME04000
OG0007068	AMPFI_09888	DROME19884
OG0007073	AMPFI_14977, AMPFI_14976	DROME16763
OG0007074	AMPFI_09163	DROME01655
OG0007075	AMPFI_05630	DROME11946
OG0007081	AMPFI_03841	DROME01767, DROME01766
OG0007082	AMPFI_24447	DROME01955, DROME01957, DROME01956, DROME01954
OG0007083	AMPFI_02939	DROME03474
OG0007084	AMPFI_05390	DROME17683, DROME09532
OG0007088	AMPFI_22367	DROME22014
OG0007089	AMPFI_13513	DROME12957
OG0007090	AMPFI_05362	DROME20794
OG0007091	AMPFI_22286	DROME06753
OG0007092	AMPFI_07515	DROME18902, DROME06271
OG0007093	AMPFI_19322	DROME16944
OG0007095	AMPFI_16541	DROME11360
OG0007098	AMPFI_24023	DROME02756
OG0007099	AMPFI_04664	DROME16425
OG0007100	AMPFI_06660	DROME01519, DROME01520
OG0007102	AMPFI_14013	DROME07635, DROME09291, DROME09290
OG0007103	AMPFI_21498	DROME15968, DROME15969
OG0007105	AMPFI_10480, AMPFI_06051	DROME03967
OG0007106	AMPFI_22589	DROME13665
OG0007107	AMPFI_08605	DROME06221
OG0007112	AMPFI_09312	DROME21664, DROME21665
OG0007113	AMPFI_08709	DROME08212
OG0007114	AMPFI_23838	DROME08700
OG0007116	AMPFI_17993	DROME18939
OG0007117	AMPFI_14953	DROME09414
OG0007118	AMPFI_07879	DROME16742
OG0007119	AMPFI_10991	DROME02006
OG0007120	AMPFI_11091	DROME12932
OG0007121	AMPFI_08250	DROME14887
OG0007124	AMPFI_04084	DROME19157
OG0007125	AMPFI_03320	DROME00216
OG0007126	AMPFI_13809	DROME01679
OG0007127	AMPFI_09006	DROME14552
OG0007128	AMPFI_01076	DROME09591
OG0007130	AMPFI_08690	DROME03247
OG0007131	AMPFI_14883	DROME17642
OG0007132	AMPFI_25506	DROME04510
OG0007134	AMPFI_10320	DROME13786, DROME13787
OG0007136	AMPFI_04222	DROME06497
OG0007137	AMPFI_10272	DROME08116
OG0007138	AMPFI_06496	DROME13828
OG0007139	AMPFI_14817	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	AMPFI_13145	DROME15375, DROME15374
OG0007143	AMPFI_09839	DROME02690
OG0007144	AMPFI_01668	DROME12565, DROME12567, DROME12566
OG0007145	AMPFI_08849	DROME13245
OG0007146	AMPFI_12949	DROME11547
OG0007147	AMPFI_22368	DROME17710
OG0007150	AMPFI_10416	DROME13333
OG0007151	AMPFI_12479	DROME07790
OG0007153	AMPFI_10515	DROME14766
OG0007154	AMPFI_08537	DROME05203
OG0007158	AMPFI_01386	DROME10619
OG0007160	AMPFI_02949	DROME04948
OG0007163	AMPFI_04704	DROME03396
OG0007164	AMPFI_05277	DROME07185, DROME07184
OG0007165	AMPFI_05563	DROME14270
OG0007166	AMPFI_06034	DROME05148, DROME04552
OG0007171	AMPFI_09280	DROME12461
OG0007173	AMPFI_11286	DROME02748
OG0007174	AMPFI_12330	DROME04393
OG0007175	AMPFI_12406	DROME21360
OG0007176	AMPFI_12425	DROME06904
OG0007177	AMPFI_13268	DROME20944
OG0007178	AMPFI_13363, AMPFI_21866	DROME03988
OG0007180	AMPFI_14122	DROME20745
OG0007181	AMPFI_14166	DROME05345
OG0007183	AMPFI_16520	DROME07166
OG0007184	AMPFI_16722	DROME21036, DROME17546
OG0007186	AMPFI_19328	DROME00062
OG0007187	AMPFI_19456	DROME15404
OG0007188	AMPFI_21843	DROME20960
OG0007189	AMPFI_22512	DROME05467
OG0007190	AMPFI_24195	DROME16734
OG0007191	AMPFI_24799	DROME03633
OG0007192	AMPFI_25475	DROME21735
OG0007248	AMPFI_02393	DROME21365
OG0007251	AMPFI_04951, AMPFI_04952	DROME21854
OG0007253	AMPFI_12580	DROME00305
OG0007254	AMPFI_03097	DROME17212, DROME17211
OG0007256	AMPFI_04723	DROME15121
OG0007258	AMPFI_02300	DROME03306
OG0007261	AMPFI_01118	DROME07070
OG0007264	AMPFI_12650	DROME04401
OG0007266	AMPFI_02574	DROME03348
OG0007269	AMPFI_25179, AMPFI_02490	DROME10599
OG0007271	AMPFI_25295	DROME10780, DROME10781
OG0007274	AMPFI_24727	DROME13219
OG0007275	AMPFI_14292	DROME08181
OG0007279	AMPFI_07724	DROME12978, DROME12980, DROME12979
OG0007280	AMPFI_17221	DROME20512
OG0007281	AMPFI_11311	DROME11415, DROME11416
OG0007282	AMPFI_07925	DROME02027
OG0007288	AMPFI_04627	DROME07470
OG0007291	AMPFI_04272	DROME13803
OG0007292	AMPFI_18565	DROME04984
OG0007293	AMPFI_23712	DROME10696
OG0007296	AMPFI_21978, AMPFI_15132	DROME06821
OG0007298	AMPFI_12849, AMPFI_14237	DROME03253
OG0007299	AMPFI_06986	DROME20621
OG0007300	AMPFI_02267	DROME05437
OG0007301	AMPFI_14618	DROME00949
OG0007302	AMPFI_13834	DROME10695
OG0007303	AMPFI_15376	DROME16338
OG0007304	AMPFI_07174	DROME05565
OG0007305	AMPFI_08996	DROME06380
OG0007306	AMPFI_19687	DROME09353
OG0007307	AMPFI_18569	DROME21844
OG0007309	AMPFI_09734	DROME00052
OG0007312	AMPFI_11642	DROME15097
OG0007313	AMPFI_13337	DROME10641
OG0007316	AMPFI_21053	DROME03218
OG0007317	AMPFI_13235	DROME05767
OG0007319	AMPFI_11125	DROME02096
OG0007321	AMPFI_01984	DROME14886
OG0007322	AMPFI_04756	DROME01656
OG0007323	AMPFI_24238	DROME06979
OG0007325	AMPFI_25190	DROME00772
OG0007327	AMPFI_11971	DROME08891
OG0007330	AMPFI_01650	DROME06616
OG0007331	AMPFI_10290	DROME00081
OG0007333	AMPFI_02783	DROME16724
OG0007334	AMPFI_06086	DROME14550
OG0007335	AMPFI_05409	DROME20744
OG0007336	AMPFI_05851	DROME19792
OG0007339	AMPFI_12449	DROME15967
OG0007340	AMPFI_03881	DROME01190
OG0007341	AMPFI_06512	DROME11695
OG0007342	AMPFI_08350	DROME20920, DROME20921
OG0007343	AMPFI_04790	DROME05240
OG0007344	AMPFI_06969	DROME20098
OG0007345	AMPFI_23299	DROME03586
OG0007347	AMPFI_11094	DROME13215
OG0007349	AMPFI_19903	DROME04078
OG0007351	AMPFI_21356	DROME10598
OG0007352	AMPFI_19904	DROME21703
OG0007354	AMPFI_23026	DROME05477, DROME05476
OG0007355	AMPFI_06243	DROME17231
OG0007356	AMPFI_15329	DROME08592
OG0007357	AMPFI_23489	DROME00169
OG0007358	AMPFI_23864	DROME20269, DROME20268
OG0007359	AMPFI_14413, AMPFI_12701	DROME19146
OG0007360	AMPFI_24219	DROME19459
OG0007361	AMPFI_08736	DROME13934
OG0007363	AMPFI_24644	DROME13676
OG0007364	AMPFI_00831	DROME21809
OG0007365	AMPFI_10820	DROME04793
OG0007366	AMPFI_01644	DROME08151
OG0007367	AMPFI_03186	DROME04903
OG0007368	AMPFI_05315	DROME12399
OG0007370	AMPFI_20725	DROME03968
OG0007371	AMPFI_13954	DROME02186
OG0007374	AMPFI_07609	DROME19817, DROME06981, DROME06980
OG0007375	AMPFI_00793, AMPFI_22409	DROME20148
OG0007376	AMPFI_15486	DROME12395
OG0007377	AMPFI_08955	DROME11841
OG0007379	AMPFI_11533	DROME14877
OG0007382	AMPFI_25953	DROME00478
OG0007383	AMPFI_16611, AMPFI_18717	DROME15992, DROME15994, DROME15993
OG0007385	AMPFI_07229	DROME05965
OG0007386	AMPFI_25435	DROME08936
OG0007387	AMPFI_11442	DROME11857
OG0007388	AMPFI_16247	DROME07430
OG0007389	AMPFI_10459	DROME20485
OG0007391	AMPFI_08550	DROME08685, DROME08686
OG0007393	AMPFI_14008	DROME14294
OG0007394	AMPFI_10682, AMPFI_09708, AMPFI_08528	DROME19789
