Orthogroup	AMPFI_ok	HUMAN
OG0006585	AMPFI_01004	HUMAN17034, HUMAN17035
OG0006586	AMPFI_11910	HUMAN11398
OG0006587	AMPFI_08526	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	AMPFI_22279	HUMAN29928
OG0006589	AMPFI_07432	HUMAN17150
OG0006590	AMPFI_10661	HUMAN05823
OG0006591	AMPFI_00838	HUMAN28224
OG0006592	AMPFI_11061	HUMAN01445
OG0006593	AMPFI_11869	HUMAN20736
OG0006594	AMPFI_22653	HUMAN10868, HUMAN10810
OG0006595	AMPFI_07066	HUMAN03332
OG0006596	AMPFI_14571	HUMAN19063, HUMAN19062
OG0006597	AMPFI_14301	HUMAN30289
OG0006598	AMPFI_19501	HUMAN28610
OG0006600	AMPFI_22394	HUMAN13359, HUMAN13358
OG0006601	AMPFI_11850	HUMAN18406
OG0006602	AMPFI_07168	HUMAN14818
OG0006603	AMPFI_06187	HUMAN11393
OG0006604	AMPFI_05937	HUMAN11730, HUMAN11731
OG0006606	AMPFI_17025, AMPFI_02730	HUMAN11489
OG0006607	AMPFI_08824	HUMAN00747, HUMAN00746
OG0006608	AMPFI_09810	HUMAN21771, HUMAN21770
OG0006609	AMPFI_06978	HUMAN27322
OG0006610	AMPFI_09328	HUMAN10217
OG0006611	AMPFI_21041	HUMAN06625
OG0006612	AMPFI_15592	HUMAN14429, HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	AMPFI_15015	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	AMPFI_10524	HUMAN06112, HUMAN06113
OG0006615	AMPFI_13199	HUMAN13872
OG0006618	AMPFI_03713	HUMAN14073
OG0006619	AMPFI_23367	HUMAN24501
OG0006620	AMPFI_11795	HUMAN00655, HUMAN27431
OG0006622	AMPFI_08817	HUMAN28527, HUMAN29955
OG0006623	AMPFI_15671	HUMAN04366
OG0006624	AMPFI_06811	HUMAN20606
OG0006626	AMPFI_23212	HUMAN20006, HUMAN21273
OG0006627	AMPFI_12667	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	AMPFI_17508, AMPFI_03133, AMPFI_00854	HUMAN09710
OG0006630	AMPFI_10137	HUMAN09502
OG0006631	AMPFI_11411	HUMAN17541
OG0006635	AMPFI_03502	HUMAN27593, HUMAN20098
OG0006636	AMPFI_04565	HUMAN16299
OG0006637	AMPFI_14025	HUMAN13012
OG0006638	AMPFI_10714	HUMAN28339
OG0006640	AMPFI_03675	HUMAN22776
OG0006641	AMPFI_04910	HUMAN08764, HUMAN08760
OG0006642	AMPFI_08414	HUMAN03282
OG0006645	AMPFI_10382	HUMAN28961, HUMAN28960
OG0006646	AMPFI_19853	HUMAN10004
OG0006649	AMPFI_16709	HUMAN08947
OG0006650	AMPFI_21571	HUMAN11219
OG0006651	AMPFI_14545, AMPFI_14544	HUMAN19384
OG0006653	AMPFI_11904	HUMAN13701
OG0006654	AMPFI_10612	HUMAN25444
OG0006655	AMPFI_20781	HUMAN23490
OG0006656	AMPFI_07305	HUMAN05804
OG0006657	AMPFI_05148	HUMAN07133
OG0006658	AMPFI_09511	HUMAN08547
OG0006660	AMPFI_18652	HUMAN20944, HUMAN20943
OG0006661	AMPFI_11353	HUMAN30226, HUMAN05192
OG0006662	AMPFI_03231	HUMAN05526
OG0006663	AMPFI_07743	HUMAN18303
OG0006664	AMPFI_18050	HUMAN23221
OG0006666	AMPFI_11045	HUMAN28875
OG0006668	AMPFI_07313	HUMAN17409
OG0006669	AMPFI_09179	HUMAN23253
OG0006670	AMPFI_14097	HUMAN02070, HUMAN02071
OG0006672	AMPFI_14221	HUMAN00506
OG0006673	AMPFI_14877	HUMAN18662, HUMAN18663
OG0006675	AMPFI_15480	HUMAN27406, HUMAN27405
OG0006676	AMPFI_11139	HUMAN26868
OG0006677	AMPFI_13068	HUMAN16360, HUMAN16361
OG0006678	AMPFI_06249	HUMAN13325, HUMAN13324
OG0006679	AMPFI_05721	HUMAN03663
OG0006680	AMPFI_12617, AMPFI_10970	HUMAN18867
OG0006681	AMPFI_05590	HUMAN27423, HUMAN27424
OG0006683	AMPFI_03467	HUMAN00125
OG0006684	AMPFI_01015	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	AMPFI_00727, AMPFI_21410, AMPFI_19005	HUMAN16707, HUMAN13839, HUMAN13838
OG0006686	AMPFI_25558	HUMAN29261
OG0006688	AMPFI_08024	HUMAN07994
OG0006689	AMPFI_09171	HUMAN09931
OG0006690	AMPFI_14968	HUMAN01353
OG0006692	AMPFI_02498	HUMAN12863, HUMAN12864
OG0006693	AMPFI_12142	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	AMPFI_03151	HUMAN25673
OG0006695	AMPFI_05886	HUMAN05347, HUMAN05346
OG0006696	AMPFI_05839	HUMAN17071, HUMAN08548
OG0006697	AMPFI_18729	HUMAN03758
OG0006699	AMPFI_24821	HUMAN07333
OG0006700	AMPFI_23654	HUMAN18335
OG0006702	AMPFI_17003	HUMAN00468
OG0006703	AMPFI_07514	HUMAN27810
OG0006705	AMPFI_16029	HUMAN21830, HUMAN21831
OG0006706	AMPFI_13283	HUMAN01180
OG0006708	AMPFI_10926	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	AMPFI_21329	HUMAN17844, HUMAN17845, HUMAN17846
OG0006710	AMPFI_20886	HUMAN28677
OG0006712	AMPFI_05255	HUMAN19027
OG0006713	AMPFI_08836	HUMAN08608
OG0006714	AMPFI_13991	HUMAN24242, HUMAN24241
OG0006715	AMPFI_23767	HUMAN28884, HUMAN28887, HUMAN29933
OG0006717	AMPFI_01802	HUMAN04735
OG0006718	AMPFI_07877	HUMAN03526
OG0006719	AMPFI_25280	HUMAN12021
OG0006720	AMPFI_03343	HUMAN29778
OG0006721	AMPFI_19440	HUMAN15069, HUMAN15065
OG0006722	AMPFI_10729	HUMAN10116
OG0006723	AMPFI_25498	HUMAN01452
OG0006725	AMPFI_20001	HUMAN20956
OG0006726	AMPFI_06499	HUMAN25679
OG0006727	AMPFI_01585	HUMAN25384
OG0006729	AMPFI_04655	HUMAN23307
OG0006730	AMPFI_06679	HUMAN01413
OG0006731	AMPFI_08772	HUMAN15325
OG0006732	AMPFI_18470	HUMAN17586
OG0006733	AMPFI_02251	HUMAN04919
OG0006734	AMPFI_20929, AMPFI_20928	HUMAN25074
OG0006736	AMPFI_11074	HUMAN20713
OG0006737	AMPFI_01450	HUMAN10669
OG0006738	AMPFI_07984	HUMAN17555, HUMAN17554
OG0006739	AMPFI_08561	HUMAN28943
OG0006740	AMPFI_14078	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	AMPFI_00461	HUMAN20918
OG0006742	AMPFI_07896	HUMAN30051, HUMAN22412
OG0006743	AMPFI_00788	HUMAN29392, HUMAN29393, HUMAN09528
OG0006744	AMPFI_01115	HUMAN18493, HUMAN02331
OG0006745	AMPFI_01220, AMPFI_16543	HUMAN21637
OG0006747	AMPFI_03041	HUMAN09322, HUMAN15592, HUMAN17504, HUMAN17503
OG0006748	AMPFI_03340	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505, HUMAN18506
OG0006749	AMPFI_18893	HUMAN10255, HUMAN10254
OG0006750	AMPFI_04945	HUMAN16679
OG0006751	AMPFI_05310	HUMAN04997, HUMAN04996
OG0006752	AMPFI_17541	HUMAN05470
OG0006753	AMPFI_06164	HUMAN08651
OG0006754	AMPFI_06462	HUMAN28391
OG0006755	AMPFI_06654	HUMAN17392
OG0006756	AMPFI_19520	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	AMPFI_07042	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	AMPFI_07316	HUMAN20524
OG0006759	AMPFI_08740	HUMAN06777
OG0006760	AMPFI_09555	HUMAN23407
OG0006761	AMPFI_09705	HUMAN22866, HUMAN22865
OG0006762	AMPFI_10593	HUMAN16948
OG0006763	AMPFI_11719	HUMAN20641, HUMAN12652
OG0006764	AMPFI_11801	HUMAN24101, HUMAN24102
OG0006765	AMPFI_12141	HUMAN11017
OG0006766	AMPFI_12392	HUMAN30336
OG0006768	AMPFI_13299	HUMAN15305
OG0006769	AMPFI_14038	HUMAN03966
OG0006770	AMPFI_16289	HUMAN09788
OG0006771	AMPFI_20337	HUMAN19313, HUMAN16774
OG0006772	AMPFI_18299	HUMAN17212
OG0006774	AMPFI_18778	HUMAN22081, HUMAN22082, HUMAN22083
OG0006775	AMPFI_20249	HUMAN25975
OG0006776	AMPFI_20448	HUMAN12695, HUMAN12694
OG0006777	AMPFI_20964	HUMAN15487
OG0006780	AMPFI_24381	HUMAN08729
OG0006824	AMPFI_06069	HUMAN21478
OG0006826	AMPFI_21636	HUMAN23918
OG0006828	AMPFI_04049, AMPFI_19655, AMPFI_04309	HUMAN23672
OG0006829	AMPFI_10798	HUMAN17262
OG0006830	AMPFI_10183	HUMAN12476
OG0006831	AMPFI_22424	HUMAN03695, HUMAN03694
OG0006832	AMPFI_00483	HUMAN08383
OG0006833	AMPFI_09046	HUMAN11220
OG0006835	AMPFI_05723	HUMAN05300
OG0006837	AMPFI_10070	HUMAN05482
OG0006838	AMPFI_03070	HUMAN10291
OG0006842	AMPFI_06417	HUMAN14862
OG0006843	AMPFI_16202, AMPFI_16995	HUMAN28655
OG0006844	AMPFI_10399	HUMAN09468
OG0006845	AMPFI_09743	HUMAN04886
OG0006846	AMPFI_03085	HUMAN08740, HUMAN08738
OG0006847	AMPFI_12960	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	AMPFI_18769	HUMAN03233, HUMAN23824
OG0006849	AMPFI_06284	HUMAN16918
OG0006850	AMPFI_14881	HUMAN22747
OG0006851	AMPFI_17600	HUMAN03180
OG0006852	AMPFI_13582	HUMAN26914
OG0006853	AMPFI_20366	HUMAN06735
OG0006856	AMPFI_04448	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	AMPFI_22717	HUMAN29744
OG0006860	AMPFI_10618	HUMAN11386
OG0006861	AMPFI_09686	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238
OG0006862	AMPFI_05349	HUMAN08983
OG0006863	AMPFI_14102, AMPFI_03794	HUMAN21315
OG0006864	AMPFI_14090	HUMAN10411
OG0006865	AMPFI_13506	HUMAN07621
OG0006867	AMPFI_12490	HUMAN16895
OG0006868	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882	HUMAN20940
OG0006870	AMPFI_05126	HUMAN17467, HUMAN17468
OG0006871	AMPFI_10294	HUMAN02101
OG0006872	AMPFI_13550	HUMAN11636
OG0006873	AMPFI_13615	HUMAN07171
OG0006874	AMPFI_05028	HUMAN21129
OG0006875	AMPFI_24435, AMPFI_14505	HUMAN05504
OG0006876	AMPFI_08220	HUMAN01056
OG0006877	AMPFI_19680	HUMAN09886
OG0006878	AMPFI_10223	HUMAN01136
OG0006879	AMPFI_25263	HUMAN20296
OG0006880	AMPFI_12811	HUMAN21476
OG0006881	AMPFI_12801	HUMAN04095
OG0006883	AMPFI_15730	HUMAN16684
OG0006884	AMPFI_15532	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	AMPFI_09233	HUMAN20135
OG0006886	AMPFI_12366	HUMAN29974
OG0006887	AMPFI_10614	HUMAN12500
OG0006888	AMPFI_11798	HUMAN25053
OG0006889	AMPFI_10349	HUMAN11509
OG0006890	AMPFI_06179	HUMAN03527
OG0006891	AMPFI_10153	HUMAN04608
OG0006892	AMPFI_04975	HUMAN18023
OG0006893	AMPFI_01490	HUMAN13212, HUMAN13211
OG0006895	AMPFI_21480, AMPFI_17058	HUMAN03555
OG0006896	AMPFI_23895, AMPFI_02039	HUMAN22142
OG0006897	AMPFI_08177	HUMAN23447
OG0006898	AMPFI_13011	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006899	AMPFI_13416	HUMAN07006
OG0006900	AMPFI_19377	HUMAN25793
OG0006901	AMPFI_24896	HUMAN18029, HUMAN18028
OG0006903	AMPFI_22719	HUMAN12933
OG0006904	AMPFI_25492	HUMAN22374
OG0006905	AMPFI_15393	HUMAN19217
OG0006906	AMPFI_24996	HUMAN11694
OG0006907	AMPFI_08400	HUMAN16729, HUMAN16728, HUMAN16727
OG0006909	AMPFI_14481, AMPFI_00666	HUMAN29823
OG0006911	AMPFI_20108	HUMAN04725
OG0006912	AMPFI_14206, AMPFI_22688	HUMAN02108, HUMAN02109
OG0006913	AMPFI_24890	HUMAN01275
OG0006914	AMPFI_06074	HUMAN28656
OG0006915	AMPFI_19156	HUMAN15921, HUMAN15920
OG0006916	AMPFI_00335	HUMAN11501
OG0006917	AMPFI_06566	HUMAN18466, HUMAN18467
OG0006918	AMPFI_10696	HUMAN28188
OG0006919	AMPFI_02944	HUMAN22288
OG0006920	AMPFI_10884	HUMAN07463
OG0006921	AMPFI_26080	HUMAN07563, HUMAN07564, HUMAN07562
OG0006923	AMPFI_08393	HUMAN00553, HUMAN00554
OG0006924	AMPFI_17424	HUMAN23650
OG0006925	AMPFI_14947	HUMAN09328
OG0006926	AMPFI_09334	HUMAN00625
OG0006927	AMPFI_22332	HUMAN14265
OG0006928	AMPFI_10468	HUMAN16715
OG0006929	AMPFI_15906	HUMAN25390
OG0006931	AMPFI_14829, AMPFI_22093	HUMAN27632, HUMAN27633
OG0006932	AMPFI_06908	HUMAN20250
OG0006934	AMPFI_13627	HUMAN07628
OG0006935	AMPFI_06775	HUMAN28718
OG0006936	AMPFI_01142	HUMAN03224
OG0006937	AMPFI_14568	HUMAN13657
OG0006939	AMPFI_00736	HUMAN00665
OG0006940	AMPFI_16402	HUMAN12719
OG0006942	AMPFI_07605	HUMAN04879, HUMAN04878
OG0006943	AMPFI_06307	HUMAN03534
OG0006944	AMPFI_05110	HUMAN20962
OG0006945	AMPFI_01614	HUMAN18030
OG0006946	AMPFI_00482	HUMAN29372
OG0006949	AMPFI_13736	HUMAN09677
OG0006951	AMPFI_18733	HUMAN26563
OG0006952	AMPFI_09145	HUMAN29995, HUMAN28013
OG0006953	AMPFI_16258	HUMAN11732
OG0006954	AMPFI_10356	HUMAN08336
OG0006955	AMPFI_17685	HUMAN26505, HUMAN26506
OG0006956	AMPFI_03113, AMPFI_25603, AMPFI_22936	HUMAN03801
OG0006957	AMPFI_21241	HUMAN24327
OG0006958	AMPFI_10322	HUMAN29194, HUMAN29193
OG0006959	AMPFI_13745	HUMAN02003
OG0006960	AMPFI_10218	HUMAN21367
OG0006962	AMPFI_08199	HUMAN00834
OG0006964	AMPFI_13035	HUMAN25417
OG0006965	AMPFI_15612	HUMAN22591, HUMAN22590
OG0006966	AMPFI_08312	HUMAN21659
OG0006967	AMPFI_20325	HUMAN20241
OG0006968	AMPFI_08216	HUMAN28378
OG0006969	AMPFI_09726	HUMAN22092, HUMAN22091
OG0006970	AMPFI_06662	HUMAN04563
OG0006971	AMPFI_14130	HUMAN07273
OG0006972	AMPFI_11218	HUMAN11350, HUMAN11349
OG0006973	AMPFI_05114	HUMAN25475
OG0006974	AMPFI_19045	HUMAN15890, HUMAN25069
OG0006975	AMPFI_12753	HUMAN00754
OG0006976	AMPFI_11995	HUMAN25513, HUMAN25515
OG0006977	AMPFI_09374	HUMAN21112
OG0006978	AMPFI_11811, AMPFI_24207	HUMAN23552
OG0006979	AMPFI_14493	HUMAN09404
OG0006980	AMPFI_12230	HUMAN21874
OG0006981	AMPFI_00245	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	AMPFI_11090	HUMAN18636, HUMAN18637
OG0006983	AMPFI_14172	HUMAN00205, HUMAN00204
OG0006985	AMPFI_14367	HUMAN20423
OG0006988	AMPFI_24904, AMPFI_02202	HUMAN15597, HUMAN15598
OG0006989	AMPFI_03226	HUMAN18220
OG0006990	AMPFI_11887	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	AMPFI_07612	HUMAN19260
OG0006992	AMPFI_21431	HUMAN03662
OG0006993	AMPFI_01326	HUMAN18314, HUMAN18313
OG0006994	AMPFI_02391	HUMAN17956
OG0006995	AMPFI_12939	HUMAN20603
OG0006997	AMPFI_06778	HUMAN20333, HUMAN20332
OG0006998	AMPFI_23858	HUMAN13149
OG0006999	AMPFI_03627	HUMAN28121
OG0007000	AMPFI_00549	HUMAN17347, HUMAN17373
OG0007001	AMPFI_09798	HUMAN06080
OG0007003	AMPFI_06800	HUMAN15197
OG0007004	AMPFI_01008	HUMAN14061
OG0007005	AMPFI_13442	HUMAN26374
OG0007006	AMPFI_19647	HUMAN21322
OG0007007	AMPFI_23823	HUMAN05696, HUMAN05695
OG0007008	AMPFI_13646	HUMAN13956
OG0007009	AMPFI_00275	HUMAN28810
OG0007010	AMPFI_17159	HUMAN22418
OG0007011	AMPFI_21944	HUMAN05430
OG0007012	AMPFI_17251	HUMAN22710
OG0007013	AMPFI_07544, AMPFI_03127	HUMAN12055
OG0007014	AMPFI_10606	HUMAN03563, HUMAN03564
OG0007015	AMPFI_13502	HUMAN19068
OG0007016	AMPFI_09621	HUMAN11135
OG0007018	AMPFI_23594	HUMAN24153
OG0007021	AMPFI_10039	HUMAN07675, HUMAN07676
OG0007022	AMPFI_18990	HUMAN17994
OG0007023	AMPFI_09160	HUMAN21002
OG0007024	AMPFI_08761	HUMAN26989
OG0007025	AMPFI_15749	HUMAN13355, HUMAN13354
OG0007026	AMPFI_14789	HUMAN04469
OG0007027	AMPFI_21576	HUMAN20548, HUMAN20547
OG0007028	AMPFI_00486	HUMAN02161
OG0007030	AMPFI_10233	HUMAN23013, HUMAN23012
OG0007031	AMPFI_09873	HUMAN01168, HUMAN01167
OG0007032	AMPFI_19209	HUMAN19463
OG0007033	AMPFI_06964	HUMAN18746
OG0007034	AMPFI_03185	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	AMPFI_25418	HUMAN05630
OG0007036	AMPFI_06158	HUMAN24835
OG0007037	AMPFI_06018	HUMAN17833
OG0007038	AMPFI_15334	HUMAN01446
OG0007039	AMPFI_14288	HUMAN08824, HUMAN08823
OG0007040	AMPFI_05605	HUMAN30265
OG0007041	AMPFI_08097	HUMAN10016
OG0007042	AMPFI_23647	HUMAN26067
OG0007043	AMPFI_14086	HUMAN03790
OG0007044	AMPFI_12621	HUMAN05262, HUMAN22902
OG0007045	AMPFI_05641	HUMAN00605
OG0007046	AMPFI_22387	HUMAN25422, HUMAN25421
OG0007047	AMPFI_21115	HUMAN24736
OG0007048	AMPFI_11198	HUMAN26613, HUMAN26612
OG0007050	AMPFI_12891	HUMAN22442
OG0007052	AMPFI_08379	HUMAN19695, HUMAN19693, HUMAN19694
OG0007053	AMPFI_11530	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	AMPFI_12728	HUMAN10365
OG0007055	AMPFI_18150	HUMAN19997
OG0007056	AMPFI_07442	HUMAN11685, HUMAN11684
OG0007058	AMPFI_14253	HUMAN05676
OG0007059	AMPFI_06026	HUMAN03647
OG0007060	AMPFI_02194	HUMAN28197
OG0007061	AMPFI_25901	HUMAN03639
OG0007062	AMPFI_13658	HUMAN21701
OG0007063	AMPFI_08500	HUMAN15926
OG0007064	AMPFI_05178	HUMAN22838
OG0007065	AMPFI_15568	HUMAN04174
OG0007066	AMPFI_12944	HUMAN05386
OG0007068	AMPFI_09888	HUMAN22802, HUMAN22803
OG0007072	AMPFI_18252, AMPFI_16229	HUMAN15242
OG0007073	AMPFI_14976	HUMAN18294
OG0007074	AMPFI_09163	HUMAN21855
OG0007075	AMPFI_05630	HUMAN27538
OG0007076	AMPFI_19099	HUMAN06733
OG0007077	AMPFI_06540	HUMAN22402
OG0007078	AMPFI_09494	HUMAN20580
OG0007079	AMPFI_20822	HUMAN16618
OG0007080	AMPFI_26007	HUMAN16649, HUMAN16648
OG0007081	AMPFI_03841	HUMAN12784, HUMAN12785
OG0007082	AMPFI_24447	HUMAN06040
OG0007083	AMPFI_02939	HUMAN24737
OG0007084	AMPFI_05390	HUMAN28379
OG0007085	AMPFI_17499	HUMAN11177, HUMAN11176
OG0007086	AMPFI_12116	HUMAN06730
OG0007087	AMPFI_15665	HUMAN25159
OG0007088	AMPFI_22367	HUMAN28245, HUMAN28246
OG0007089	AMPFI_13513	HUMAN05187
OG0007090	AMPFI_05362	HUMAN01309
OG0007091	AMPFI_22286	HUMAN00782
OG0007092	AMPFI_07515	HUMAN08546
OG0007093	AMPFI_19322	HUMAN11063
OG0007094	AMPFI_10492	HUMAN08444
OG0007095	AMPFI_16541	HUMAN16273
OG0007096	AMPFI_20333	HUMAN24538
OG0007098	AMPFI_24023	HUMAN11106
OG0007099	AMPFI_04664	HUMAN02624
OG0007100	AMPFI_06660	HUMAN25051
OG0007102	AMPFI_14013	HUMAN17403
OG0007103	AMPFI_21498	HUMAN03151, HUMAN03152
OG0007104	AMPFI_00278	HUMAN07585, HUMAN30241
OG0007105	AMPFI_06051	HUMAN17174
OG0007106	AMPFI_22589	HUMAN21445
OG0007108	AMPFI_22334	HUMAN26396
OG0007111	AMPFI_09811	HUMAN14065, HUMAN14067
OG0007112	AMPFI_09312	HUMAN09877
OG0007113	AMPFI_08709	HUMAN20963
OG0007114	AMPFI_23838	HUMAN20779
OG0007117	AMPFI_14953	HUMAN06756
OG0007118	AMPFI_07879	HUMAN25504
OG0007119	AMPFI_10991	HUMAN01099
OG0007120	AMPFI_11091	HUMAN23269, HUMAN23270
OG0007121	AMPFI_08250	HUMAN25079
OG0007122	AMPFI_25128	HUMAN00210, HUMAN00211
OG0007124	AMPFI_04084	HUMAN17402, HUMAN17399
OG0007125	AMPFI_03320	HUMAN21228
OG0007126	AMPFI_13809	HUMAN02640, HUMAN04895
OG0007127	AMPFI_09006	HUMAN26224
OG0007128	AMPFI_01076	HUMAN13992, HUMAN13994
OG0007130	AMPFI_08690	HUMAN06959
OG0007131	AMPFI_14883	HUMAN23398
OG0007132	AMPFI_25506	HUMAN28401, HUMAN28402
OG0007133	AMPFI_06167	HUMAN23555
OG0007134	AMPFI_10320	HUMAN03574
OG0007135	AMPFI_02205	HUMAN09538
OG0007136	AMPFI_04222	HUMAN09655
OG0007137	AMPFI_10272	HUMAN15907
OG0007138	AMPFI_06496	HUMAN02269
OG0007139	AMPFI_14817	HUMAN24643
OG0007140	AMPFI_13145	HUMAN14631
OG0007141	AMPFI_14042	HUMAN20130
OG0007142	AMPFI_06263	HUMAN07698, HUMAN17519
OG0007143	AMPFI_09839	HUMAN16614
OG0007144	AMPFI_01668	HUMAN02639
OG0007145	AMPFI_08849	HUMAN13652
OG0007146	AMPFI_12949	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	AMPFI_22368	HUMAN21018
OG0007148	AMPFI_25183	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007150	AMPFI_10416	HUMAN11018
OG0007151	AMPFI_12479	HUMAN05431
OG0007152	AMPFI_12822	HUMAN01901
OG0007153	AMPFI_10515	HUMAN16995, HUMAN16996
OG0007154	AMPFI_08537	HUMAN08481
OG0007158	AMPFI_01386	HUMAN19159, HUMAN19160, HUMAN22170
OG0007159	AMPFI_12078, AMPFI_01720	HUMAN02195
OG0007160	AMPFI_02949	HUMAN10993
OG0007161	AMPFI_04059	HUMAN27982, HUMAN11267
OG0007162	AMPFI_05976, AMPFI_04588	HUMAN15309
OG0007163	AMPFI_04704	HUMAN01780
OG0007164	AMPFI_05277	HUMAN21192
OG0007165	AMPFI_05563	HUMAN05595
OG0007166	AMPFI_06034	HUMAN04674, HUMAN04671, HUMAN04673
OG0007168	AMPFI_07364	HUMAN19655, HUMAN19656
OG0007169	AMPFI_07655	HUMAN20576, HUMAN18039, HUMAN20577, HUMAN20578
OG0007171	AMPFI_09280	HUMAN02655, HUMAN02654
OG0007172	AMPFI_18311, AMPFI_09666, AMPFI_09665	HUMAN23034, HUMAN23035, HUMAN23033
OG0007173	AMPFI_11286	HUMAN05355, HUMAN05354
OG0007174	AMPFI_12330	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	AMPFI_12406	HUMAN04157
OG0007176	AMPFI_12425	HUMAN15324, HUMAN15323
OG0007177	AMPFI_13268	HUMAN09300, HUMAN09299
OG0007178	AMPFI_13363, AMPFI_21866	HUMAN02113
OG0007179	AMPFI_13626	HUMAN21518
OG0007180	AMPFI_14122	HUMAN15073
OG0007181	AMPFI_14166	HUMAN30517
OG0007182	AMPFI_15692	HUMAN11844
OG0007183	AMPFI_16520	HUMAN25330
OG0007184	AMPFI_16722	HUMAN28058, HUMAN28057, HUMAN28055
OG0007185	AMPFI_19277	HUMAN13405, HUMAN13406
OG0007186	AMPFI_19328	HUMAN12868
OG0007187	AMPFI_19456	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	AMPFI_21843	HUMAN17704
OG0007189	AMPFI_22512	HUMAN20179, HUMAN20178
OG0007190	AMPFI_24195	HUMAN26235
OG0007191	AMPFI_24799	HUMAN23393, HUMAN23394
OG0007192	AMPFI_25475	HUMAN17983
OG0007193	AMPFI_25811	HUMAN20238, HUMAN10521
OG0007248	AMPFI_02393	HUMAN13700
OG0007250	AMPFI_10124	HUMAN07633
OG0007251	AMPFI_04951, AMPFI_04952	HUMAN14332
OG0007252	AMPFI_12202	HUMAN22688, HUMAN22689
OG0007253	AMPFI_12580	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	AMPFI_03097	HUMAN02644
OG0007255	AMPFI_06254	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	AMPFI_04723	HUMAN27031
OG0007258	AMPFI_02300	HUMAN14003
OG0007261	AMPFI_01118	HUMAN28587
OG0007264	AMPFI_12650	HUMAN11107
OG0007266	AMPFI_02574	HUMAN20046
OG0007268	AMPFI_22023, AMPFI_24233	HUMAN21302
OG0007269	AMPFI_25179, AMPFI_02490	HUMAN16581, HUMAN16580, HUMAN16579
OG0007270	AMPFI_06380	HUMAN07724
OG0007271	AMPFI_25295	HUMAN13263
OG0007272	AMPFI_21889	HUMAN00327
OG0007273	AMPFI_24018	HUMAN16012
OG0007274	AMPFI_24727	HUMAN05717
OG0007275	AMPFI_14292	HUMAN24919, HUMAN06744
OG0007276	AMPFI_12494	HUMAN28796
OG0007277	AMPFI_06777	HUMAN25865
OG0007279	AMPFI_07724	HUMAN11856
OG0007280	AMPFI_17221	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	AMPFI_11311	HUMAN25958
OG0007282	AMPFI_07925	HUMAN07231
OG0007284	AMPFI_24786	HUMAN00555, HUMAN29707, HUMAN29706
OG0007285	AMPFI_09195	HUMAN25396, HUMAN25395
OG0007286	AMPFI_11812	HUMAN10108
OG0007288	AMPFI_04627	HUMAN22785
OG0007289	AMPFI_05664	HUMAN11499
OG0007290	AMPFI_07769	HUMAN15228
OG0007291	AMPFI_04272	HUMAN18973
OG0007292	AMPFI_18565	HUMAN15636
OG0007293	AMPFI_17486	HUMAN28207
OG0007294	AMPFI_01601	HUMAN20782, HUMAN20781
OG0007295	AMPFI_18465, AMPFI_00420	HUMAN22795
OG0007296	AMPFI_21978, AMPFI_15132	HUMAN11360
OG0007297	AMPFI_11278	HUMAN29826, HUMAN29827
OG0007298	AMPFI_12849, AMPFI_14237	HUMAN22758
OG0007299	AMPFI_06986	HUMAN27718, HUMAN27719
OG0007300	AMPFI_02267	HUMAN26544
OG0007301	AMPFI_14618	HUMAN23169, HUMAN23170
OG0007302	AMPFI_13834	HUMAN09166
OG0007303	AMPFI_15376	HUMAN18735
OG0007304	AMPFI_07174	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	AMPFI_08996	HUMAN02006
