Orthogroup	AMPFI_ok	OWEFU
OG0008075	AMPFI_18963	OFUSG03661.1.p1
OG0008076	AMPFI_25537	OFUSG16290.1.p1
OG0008077	AMPFI_16858	OFUSG12356.1.p1
OG0008078	AMPFI_03483	OFUSG25752.1.p1, OFUSG25032.1.p1, OFUSG25032.2.p1
OG0008079	AMPFI_23704	OFUSG21485.1.p1
OG0008080	AMPFI_03395	OFUSG00053.1.p1
OG0008081	AMPFI_08017	OFUSG20771.1.p1
OG0008082	AMPFI_06725	OFUSG13504.2.p1, OFUSG13504.1.p1
OG0008083	AMPFI_18304	OFUSG17972.1.p1
OG0008084	AMPFI_16208	OFUSG12398.1.p1
OG0008085	AMPFI_01438	OFUSG06913.1.p1
OG0008087	AMPFI_07407	OFUSG26337.1.p1
OG0008088	AMPFI_05351	OFUSG11489.1.p1
OG0008089	AMPFI_12190, AMPFI_00773	OFUSG18780.1.p1
OG0008090	AMPFI_25052	OFUSG19720.1.p1, OFUSG09467.1.p1, OFUSG09467.2.p1
OG0008091	AMPFI_07279	OFUSG24010.1.p1
OG0008092	AMPFI_12661	OFUSG07718.1.p1
OG0008093	AMPFI_00760	OFUSG10745.1.p1, OFUSG06672.1.p1
OG0008094	AMPFI_01509	OFUSG05483.1.p1
OG0008096	AMPFI_22386, AMPFI_14764, AMPFI_15639, AMPFI_19429, AMPFI_02002, AMPFI_11012, AMPFI_14016	OFUSG00140.1.p1
OG0008097	AMPFI_02853, AMPFI_22296	OFUSG24891.1.p1, OFUSG20699.1.p1
OG0008098	AMPFI_03002	OFUSG25108.1.p1
OG0008099	AMPFI_03591	OFUSG17705.2.p1, OFUSG17705.1.p1
OG0008100	AMPFI_06853	OFUSG01562.1.p1
OG0008101	AMPFI_07301	OFUSG26244.1.p1, OFUSG02662.1.p1, OFUSG02202.1.p1, OFUSG04499.1.p1, OFUSG08368.1.p1
OG0008102	AMPFI_07411	OFUSG06272.1.p1
OG0008103	AMPFI_07817	OFUSG12555.1.p1
OG0008104	AMPFI_08107	OFUSG19032.1.p1
OG0008105	AMPFI_09929	OFUSG12576.1.p1
OG0008107	AMPFI_11086	OFUSG04089.1.p1
OG0008108	AMPFI_11284	OFUSG04761.1.p1
OG0008109	AMPFI_11697	OFUSG15368.1.p1
OG0008111	AMPFI_14617	OFUSG09040.1.p1
OG0008112	AMPFI_14723	OFUSG11684.1.p1
OG0008113	AMPFI_14844	OFUSG04242.1.p1
OG0008115	AMPFI_16460	OFUSG11236.1.p1
OG0008117	AMPFI_17449	OFUSG07978.1.p1
OG0008119	AMPFI_18841	OFUSG22463.1.p1
OG0008120	AMPFI_19253	OFUSG00079.1.p1
OG0008122	AMPFI_19895	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1
OG0008123	AMPFI_20399	OFUSG11243.1.p1
OG0008124	AMPFI_22339	OFUSG07399.1.p1, OFUSG07398.1.p1, OFUSG25118.1.p1, OFUSG22332.1.p1, OFUSG07400.1.p1, OFUSG01212.1.p1, OFUSG01214.1.p1, OFUSG19851.1.p1, OFUSG07402.1.p1
OG0008125	AMPFI_23204	OFUSG16587.1.p1
OG0008126	AMPFI_23220	OFUSG09108.1.p1
OG0008196	AMPFI_11912	OFUSG09768.1.p1
OG0008198	AMPFI_13301	OFUSG23150.1.p1, OFUSG23085.1.p1
OG0008199	AMPFI_16813	OFUSG02684.1.p1
OG0008201	AMPFI_07031	OFUSG06477.1.p1
OG0008202	AMPFI_10244	OFUSG01243.1.p1
OG0008203	AMPFI_18647	OFUSG18312.1.p1
OG0008204	AMPFI_05833	OFUSG22975.1.p1
OG0008205	AMPFI_14335	OFUSG07068.1.p1
OG0008206	AMPFI_14174	OFUSG08205.1.p1
OG0008211	AMPFI_07315	OFUSG08466.2.p1, OFUSG08466.1.p1
OG0008212	AMPFI_19889	OFUSG12733.1.p1
OG0008213	AMPFI_08549	OFUSG01815.1.p1
OG0008214	AMPFI_22755	OFUSG12655.1.p1
OG0008216	AMPFI_11177	OFUSG12125.1.p1, OFUSG17191.1.p1
OG0008217	AMPFI_22193	OFUSG10908.1.p1
OG0008218	AMPFI_12318	OFUSG10017.1.p1
OG0008219	AMPFI_07239, AMPFI_11495	OFUSG10555.1.p1
OG0008220	AMPFI_22814	OFUSG11032.1.p1
OG0008221	AMPFI_23513	OFUSG22813.1.p1
OG0008222	AMPFI_20984, AMPFI_17463	OFUSG19358.1.p1
OG0008223	AMPFI_07844	OFUSG14008.1.p1, OFUSG02822.1.p1
OG0008224	AMPFI_07716	OFUSG20468.1.p1
OG0008225	AMPFI_21476	OFUSG03680.1.p1
OG0008227	AMPFI_07029	OFUSG08560.1.p1
OG0008228	AMPFI_10122	OFUSG06885.1.p1
OG0008230	AMPFI_05521	OFUSG22790.1.p1
OG0008231	AMPFI_05547	OFUSG06642.4.p1, OFUSG06642.2.p1, OFUSG06642.1.p1, OFUSG06642.5.p1, OFUSG06642.3.p1
OG0008232	AMPFI_23612	OFUSG01401.1.p1
OG0008234	AMPFI_06611	OFUSG10395.1.p1
OG0008235	AMPFI_18455	OFUSG23626.1.p1
OG0008237	AMPFI_23396	OFUSG04433.1.p1
OG0008238	AMPFI_11368	OFUSG04754.1.p1
OG0008239	AMPFI_04110	OFUSG10345.1.p1
OG0008241	AMPFI_09428	OFUSG05556.2.p1, OFUSG05556.1.p1
OG0008242	AMPFI_04282	OFUSG02209.1.p1
OG0008243	AMPFI_12012	OFUSG01081.1.p1
OG0008244	AMPFI_24527	OFUSG17823.1.p1
OG0008245	AMPFI_08268	OFUSG14937.1.p1
OG0008246	AMPFI_11645	OFUSG24570.1.p1
OG0008247	AMPFI_24048	OFUSG24142.1.p1, OFUSG24142.2.p1
OG0008248	AMPFI_19513	OFUSG19184.1.p1
OG0008249	AMPFI_08214	OFUSG13252.1.p1
OG0008250	AMPFI_12283	OFUSG08787.1.p1
OG0008251	AMPFI_19583	OFUSG04432.1.p1
OG0008252	AMPFI_14543	OFUSG09417.1.p1
OG0008253	AMPFI_06261	OFUSG18707.1.p1
OG0008254	AMPFI_02591	OFUSG09022.1.p1
OG0008256	AMPFI_23356	OFUSG06863.1.p1
OG0008258	AMPFI_15951	OFUSG16139.1.p1
OG0008259	AMPFI_05338	OFUSG21447.1.p1
OG0008260	AMPFI_21089	OFUSG04814.1.p1
OG0008261	AMPFI_14114	OFUSG02443.1.p1
OG0008262	AMPFI_12856, AMPFI_21752	OFUSG08348.1.p1
OG0008263	AMPFI_07599	OFUSG11752.1.p1
OG0008265	AMPFI_06479	OFUSG18771.1.p1
OG0008266	AMPFI_06495	OFUSG04753.1.p1
OG0008267	AMPFI_06823	OFUSG05618.1.p1
OG0008268	AMPFI_08036	OFUSG12661.1.p1
OG0008269	AMPFI_09119	OFUSG23254.1.p1
OG0008270	AMPFI_05663	OFUSG20693.1.p1
OG0008271	AMPFI_24888	OFUSG06332.1.p1
OG0008272	AMPFI_01881	OFUSG26020.1.p1, OFUSG26020.2.p1
OG0008274	AMPFI_23779, AMPFI_18471	OFUSG05460.1.p1
OG0008276	AMPFI_19108, AMPFI_18555	OFUSG13271.1.p1, OFUSG17065.1.p1, OFUSG13270.1.p1, OFUSG23242.2.p1, OFUSG23242.1.p1
OG0008276	AMPFI_17766	OFUSG13537.1.p1
OG0008277	AMPFI_10748	OFUSG00036.1.p1, OFUSG00036.2.p1
OG0008279	AMPFI_17716	OFUSG13248.1.p1
OG0008280	AMPFI_00105	OFUSG14322.2.p1, OFUSG14322.1.p1
OG0008281	AMPFI_17351	OFUSG11718.1.p1
OG0008282	AMPFI_05485	OFUSG23558.1.p1
OG0008286	AMPFI_05241	OFUSG04755.1.p1
OG0008289	AMPFI_03301	OFUSG09255.1.p1
OG0008290	AMPFI_19833	OFUSG00598.1.p1
OG0008291	AMPFI_02542, AMPFI_00655	OFUSG10968.1.p1
OG0008292	AMPFI_25251	OFUSG09803.1.p1
OG0008293	AMPFI_03423	OFUSG08777.1.p1, OFUSG08777.2.p1
OG0008294	AMPFI_12035	OFUSG06865.1.p1
OG0008296	AMPFI_07998, AMPFI_22866	OFUSG15696.1.p1
OG0008297	AMPFI_15920	OFUSG15155.1.p1
OG0008298	AMPFI_05163	OFUSG23318.1.p1
OG0008300	AMPFI_26012	OFUSG17983.1.p1, OFUSG17983.2.p1
OG0008301	AMPFI_21648	OFUSG06711.2.p1, OFUSG06711.1.p1
OG0008303	AMPFI_05000	OFUSG25244.2.p1, OFUSG25244.1.p1
OG0008304	AMPFI_15827	OFUSG13858.1.p1
OG0008305	AMPFI_17893	OFUSG04370.1.p1
OG0008307	AMPFI_06534	OFUSG22258.1.p1
OG0008308	AMPFI_16107, AMPFI_00448	OFUSG19152.2.p1, OFUSG19152.1.p1, OFUSG19152.3.p1
OG0008312	AMPFI_18714	OFUSG10887.1.p1
OG0008313	AMPFI_21818	OFUSG17817.1.p1
OG0008314	AMPFI_10374	OFUSG03887.1.p1
OG0008315	AMPFI_14085, AMPFI_22484	OFUSG22162.1.p1
OG0008316	AMPFI_14769, AMPFI_14556, AMPFI_25184	OFUSG16757.1.p1
OG0008317	AMPFI_18631, AMPFI_00809	OFUSG24646.1.p1
OG0008318	AMPFI_24230	OFUSG07330.1.p1
OG0008319	AMPFI_08827	OFUSG12779.1.p1
OG0008320	AMPFI_01703	OFUSG19134.1.p1
OG0008321	AMPFI_15689	OFUSG23372.1.p1
OG0008322	AMPFI_08266	OFUSG12624.1.p1
OG0008323	AMPFI_24592	OFUSG01139.1.p1
OG0008324	AMPFI_04805	OFUSG14931.1.p1
OG0008325	AMPFI_10597	OFUSG05287.2.p1, OFUSG05287.1.p1
OG0008326	AMPFI_12024, AMPFI_21802	OFUSG21345.1.p1
OG0008329	AMPFI_00214	OFUSG16147.1.p1
OG0008330	AMPFI_07826, AMPFI_05285, AMPFI_16297	OFUSG25157.1.p1
OG0008331	AMPFI_10145	OFUSG12482.1.p1, OFUSG04136.1.p1
OG0008332	AMPFI_17709	OFUSG05493.1.p1
OG0008333	AMPFI_06113	OFUSG13105.1.p1
OG0008335	AMPFI_15830	OFUSG12985.1.p1
OG0008336	AMPFI_14233	OFUSG06945.1.p1
OG0008339	AMPFI_14101	OFUSG05573.1.p1
OG0008341	AMPFI_09957	OFUSG21961.1.p1
OG0008343	AMPFI_06427	OFUSG12909.1.p1
OG0008344	AMPFI_14346	OFUSG03931.1.p1
OG0008345	AMPFI_09026	OFUSG24454.1.p1
OG0008346	AMPFI_22882	OFUSG21846.1.p1
OG0008347	AMPFI_11829	OFUSG03582.1.p1
OG0008348	AMPFI_24615	OFUSG17668.1.p1
OG0008350	AMPFI_06684, AMPFI_16249	OFUSG10074.1.p1
OG0008351	AMPFI_15483	OFUSG02204.1.p1
OG0008352	AMPFI_22301	OFUSG08757.2.p1, OFUSG08757.1.p1
OG0008353	AMPFI_00573	OFUSG06739.1.p1
OG0008354	AMPFI_08004	OFUSG09737.1.p1
OG0008355	AMPFI_20782	OFUSG11463.1.p1
OG0008357	AMPFI_10134	OFUSG08444.1.p1
OG0008359	AMPFI_09448	OFUSG13310.1.p1
OG0008360	AMPFI_16092	OFUSG20692.1.p1
OG0008361	AMPFI_07243	OFUSG26486.1.p1
OG0008363	AMPFI_07869	OFUSG11369.1.p1
OG0008365	AMPFI_13699	OFUSG24687.1.p1
OG0008368	AMPFI_03496	OFUSG16157.1.p1
OG0008369	AMPFI_09845	OFUSG24194.1.p1
OG0008370	AMPFI_25780	OFUSG11168.1.p1, OFUSG07855.1.p1, OFUSG06072.1.p1
OG0008371	AMPFI_15403	OFUSG19350.1.p1
OG0008374	AMPFI_06576	OFUSG05656.1.p1
OG0008376	AMPFI_12223	OFUSG09275.1.p1
OG0008377	AMPFI_03366	OFUSG24359.1.p1
OG0008378	AMPFI_06304	OFUSG12613.1.p1
OG0008379	AMPFI_00342	OFUSG13239.1.p1
OG0008380	AMPFI_19814, AMPFI_18189	OFUSG01142.1.p1
OG0008381	AMPFI_19133	OFUSG06073.1.p1
OG0008382	AMPFI_18986, AMPFI_01704	OFUSG05285.1.p1
OG0008383	AMPFI_22561	OFUSG07990.1.p1
OG0008384	AMPFI_14189	OFUSG21555.1.p1
OG0008386	AMPFI_24674	OFUSG13130.1.p1
OG0008387	AMPFI_20902	OFUSG22265.1.p1
OG0008388	AMPFI_22760	OFUSG12444.1.p1
OG0008389	AMPFI_00051	OFUSG11411.1.p1
OG0008389	AMPFI_23442	OFUSG18310.1.p1
OG0008390	AMPFI_01510	OFUSG13468.1.p1
OG0008391	AMPFI_13992, AMPFI_01523	OFUSG07980.1.p1
OG0008392	AMPFI_01701	OFUSG18299.1.p1
OG0008395	AMPFI_04209, AMPFI_13495	OFUSG18153.1.p1
OG0008396	AMPFI_15873, AMPFI_04875	OFUSG23196.1.p1
OG0008397	AMPFI_25839	OFUSG26211.1.p1, OFUSG09894.1.p1
OG0008397	AMPFI_04905	OFUSG01528.1.p1, OFUSG15011.1.p1, OFUSG02531.1.p1
OG0008398	AMPFI_06357	OFUSG20956.1.p1, OFUSG20942.1.p1
OG0008399	AMPFI_06418	OFUSG15405.1.p1
OG0008400	AMPFI_07415	OFUSG23511.1.p1
OG0008401	AMPFI_08099	OFUSG06169.1.p1
OG0008402	AMPFI_08293	OFUSG23285.1.p1, OFUSG26294.1.p1
OG0008403	AMPFI_08891	OFUSG01568.1.p1
OG0008404	AMPFI_09139	OFUSG08101.1.p1
OG0008405	AMPFI_09315	OFUSG15985.1.p1
OG0008405	AMPFI_09356	OFUSG16679.1.p1
OG0008406	AMPFI_09482	OFUSG23529.1.p1
OG0008409	AMPFI_10092	OFUSG04681.1.p1, OFUSG26813.1.p1
OG0008410	AMPFI_10412	OFUSG04256.1.p1
OG0008411	AMPFI_10476	OFUSG23788.1.p1, OFUSG23788.2.p1
OG0008412	AMPFI_10538	OFUSG09784.1.p1
OG0008413	AMPFI_12009	OFUSG00987.1.p1, OFUSG00986.1.p1, OFUSG01159.1.p1, OFUSG01174.1.p1, OFUSG01172.1.p1, OFUSG01169.1.p1, OFUSG01164.2.p1, OFUSG01164.1.p1
OG0008414	AMPFI_13879	OFUSG00221.1.p1, OFUSG00221.2.p1
OG0008415	AMPFI_14254	OFUSG03075.1.p1
OG0008416	AMPFI_15364	OFUSG20930.1.p1
OG0008417	AMPFI_25684, AMPFI_15417	OFUSG01890.1.p1, OFUSG01890.2.p1
OG0008418	AMPFI_16332	OFUSG09885.1.p1
OG0008420	AMPFI_18997	OFUSG00969.1.p1
OG0008421	AMPFI_19404	OFUSG15921.1.p1, OFUSG15920.1.p1
OG0008422	AMPFI_20618	OFUSG11407.1.p1
OG0008423	AMPFI_21149, AMPFI_24635	OFUSG12956.1.p1
OG0008424	AMPFI_23294	OFUSG09806.1.p1
OG0008425	AMPFI_24298	OFUSG05264.1.p1
OG0008427	AMPFI_25943	OFUSG00470.1.p1
OG0008507	AMPFI_07938	OFUSG19633.1.p1
OG0008510	AMPFI_20682	OFUSG05481.1.p1
OG0008512	AMPFI_05748	OFUSG07711.1.p1
OG0008515	AMPFI_21455	OFUSG11494.1.p1
OG0008519	AMPFI_19307	OFUSG00689.1.p1
OG0008521	AMPFI_24604, AMPFI_19056, AMPFI_23382, AMPFI_01853	OFUSG12547.1.p1
OG0008522	AMPFI_04695	OFUSG04635.1.p1
OG0008524	AMPFI_16681	OFUSG24099.1.p1
OG0008526	AMPFI_20730	OFUSG26519.1.p1, OFUSG26519.2.p1
OG0008528	AMPFI_26044	OFUSG03376.1.p1
OG0008529	AMPFI_22856	OFUSG00911.1.p1
OG0008530	AMPFI_14725	OFUSG10522.2.p1, OFUSG10522.3.p1, OFUSG10522.1.p1
OG0008531	AMPFI_08746	OFUSG25783.1.p1, OFUSG25783.2.p1
OG0008532	AMPFI_23353	OFUSG19195.1.p1
OG0008533	AMPFI_13398	OFUSG00049.1.p1
OG0008534	AMPFI_04061	OFUSG26102.1.p1
OG0008535	AMPFI_16183	OFUSG25756.2.p1, OFUSG25756.1.p1
OG0008539	AMPFI_22402	OFUSG12177.1.p1
OG0008540	AMPFI_22298	OFUSG16024.1.p1
OG0008542	AMPFI_22209	OFUSG12183.1.p1
OG0008543	AMPFI_14385	OFUSG04712.3.p1, OFUSG04712.2.p1, OFUSG04712.1.p1
OG0008544	AMPFI_20363	OFUSG10671.1.p1
OG0008546	AMPFI_23820	OFUSG05395.1.p1
OG0008547	AMPFI_04660	OFUSG17508.1.p1
OG0008549	AMPFI_22925	OFUSG21691.1.p1, OFUSG21690.1.p1
OG0008550	AMPFI_24742	OFUSG25553.1.p1
OG0008551	AMPFI_10931, AMPFI_00601	OFUSG01921.1.p1
OG0008552	AMPFI_17621	OFUSG01982.1.p1, OFUSG09869.1.p1
OG0008555	AMPFI_08083	OFUSG21013.1.p1
OG0008558	AMPFI_01224	OFUSG00266.1.p1, OFUSG00266.2.p1
OG0008559	AMPFI_08904	OFUSG12805.1.p1
OG0008560	AMPFI_17042	OFUSG00772.1.p1
OG0008561	AMPFI_20412	OFUSG24153.2.p1, OFUSG24153.1.p1
OG0008562	AMPFI_10135	OFUSG01030.1.p1
OG0008563	AMPFI_12165	OFUSG14860.1.p1
OG0008564	AMPFI_08360	OFUSG06884.1.p1
OG0008565	AMPFI_07501	OFUSG09048.2.p1, OFUSG09048.1.p1
OG0008568	AMPFI_23610, AMPFI_07761	OFUSG16114.1.p1
OG0008569	AMPFI_19359	OFUSG25009.1.p1
OG0008570	AMPFI_15033	OFUSG26684.1.p1
OG0008572	AMPFI_10782	OFUSG01336.1.p1
OG0008574	AMPFI_10212	OFUSG07908.1.p1
OG0008575	AMPFI_00619, AMPFI_15336	OFUSG24662.1.p1
OG0008576	AMPFI_19249	OFUSG06713.1.p1
OG0008578	AMPFI_08466	OFUSG04767.1.p1
OG0008579	AMPFI_05725	OFUSG17327.1.p1
OG0008580	AMPFI_21671, AMPFI_18788	OFUSG13566.1.p1, OFUSG17835.1.p1
OG0008582	AMPFI_24125	OFUSG03358.1.p1
OG0008583	AMPFI_08422	OFUSG13580.1.p1
OG0008586	AMPFI_18804	OFUSG20145.1.p1, OFUSG20145.2.p1
OG0008587	AMPFI_10025	OFUSG04278.1.p1
OG0008588	AMPFI_13970	OFUSG18534.1.p1
OG0008589	AMPFI_01414, AMPFI_20644	OFUSG18658.1.p1, OFUSG18658.2.p1
OG0008591	AMPFI_07329	OFUSG10821.1.p1
OG0008592	AMPFI_15970	OFUSG07473.1.p1
OG0008594	AMPFI_08074, AMPFI_11109	OFUSG16693.1.p1, OFUSG24534.1.p1
OG0008595	AMPFI_06634	OFUSG01116.1.p1
OG0008596	AMPFI_10302	OFUSG03935.1.p1
OG0008597	AMPFI_18374	OFUSG02640.2.p1, OFUSG02640.1.p1
OG0008602	AMPFI_17272	OFUSG11976.1.p1
OG0008605	AMPFI_08352	OFUSG05768.1.p1
OG0008606	AMPFI_08075	OFUSG20253.1.p1
OG0008607	AMPFI_05348	OFUSG25699.1.p1
OG0008608	AMPFI_08894	OFUSG12929.1.p1
OG0008611	AMPFI_06471	OFUSG20251.1.p1, OFUSG20251.2.p1
OG0008612	AMPFI_01091	OFUSG15215.1.p1
OG0008613	AMPFI_11480	OFUSG18811.1.p1
OG0008614	AMPFI_19080	OFUSG03370.1.p1
OG0008616	AMPFI_01406	OFUSG08810.1.p1
OG0008617	AMPFI_06055	OFUSG06744.1.p1
OG0008619	AMPFI_00966, AMPFI_10588	OFUSG11788.1.p1
OG0008620	AMPFI_11595	OFUSG20037.1.p1
OG0008621	AMPFI_25551	OFUSG03559.2.p1, OFUSG03559.1.p1, OFUSG23309.1.p1
OG0008623	AMPFI_09955	OFUSG20180.1.p1
OG0008624	AMPFI_05010	OFUSG10175.1.p1
OG0008626	AMPFI_09203	OFUSG20255.1.p1
OG0008627	AMPFI_12239	OFUSG03819.1.p1
OG0008629	AMPFI_21655	OFUSG08674.1.p1
OG0008632	AMPFI_18628	OFUSG04645.1.p1, OFUSG04645.2.p1
OG0008633	AMPFI_09078	OFUSG12270.1.p1
OG0008634	AMPFI_15383	OFUSG12050.1.p1
OG0008635	AMPFI_23804	OFUSG25950.1.p1, OFUSG07843.1.p1
OG0008638	AMPFI_12468	OFUSG23488.1.p1
OG0008641	AMPFI_08170	OFUSG13148.1.p1, OFUSG13148.2.p1
OG0008642	AMPFI_16791	OFUSG05239.1.p1
OG0008643	AMPFI_24691	OFUSG03641.1.p1
OG0008645	AMPFI_08681	OFUSG20879.1.p1
OG0008646	AMPFI_17057	OFUSG18703.1.p1
OG0008647	AMPFI_06975	OFUSG17087.1.p1
OG0008648	AMPFI_24660	OFUSG25060.1.p1
OG0008649	AMPFI_18332	OFUSG25067.1.p1
OG0008650	AMPFI_00029, AMPFI_16049, AMPFI_22082	OFUSG23221.1.p1, OFUSG04022.1.p1, OFUSG24866.1.p1
OG0008650	AMPFI_07116	OFUSG06048.1.p1
OG0008651	AMPFI_00103	OFUSG20199.1.p1
OG0008653	AMPFI_01110	OFUSG04326.1.p1, OFUSG00614.1.p1
OG0008655	AMPFI_01978	OFUSG05614.1.p2
OG0008656	AMPFI_02017	OFUSG21893.1.p1
OG0008657	AMPFI_04045	OFUSG07868.1.p1
OG0008658	AMPFI_05410	OFUSG12898.1.p1
OG0008659	AMPFI_05618	OFUSG00907.1.p1
OG0008660	AMPFI_06112	OFUSG08505.1.p1
OG0008661	AMPFI_07440, AMPFI_07439	OFUSG19104.3.p1, OFUSG19104.2.p1, OFUSG19104.1.p1
OG0008662	AMPFI_07642	OFUSG09354.1.p1
OG0008663	AMPFI_07803	OFUSG21864.2.p1, OFUSG21864.3.p1, OFUSG21864.1.p1
OG0008664	AMPFI_08076	OFUSG21884.1.p1, OFUSG21886.1.p1
OG0008665	AMPFI_09151	OFUSG09981.1.p1, OFUSG09981.3.p1, OFUSG09981.2.p1
OG0008666	AMPFI_09211	OFUSG09341.1.p1
OG0008667	AMPFI_10635	OFUSG05615.1.p1
OG0008668	AMPFI_11147	OFUSG24932.1.p1
OG0008671	AMPFI_13458	OFUSG21525.1.p1
OG0008672	AMPFI_13577	OFUSG08718.1.p1
OG0008673	AMPFI_14219	OFUSG11240.1.p1
OG0008674	AMPFI_14838	OFUSG03229.1.p1
OG0008676	AMPFI_15821	OFUSG22426.1.p1
OG0008677	AMPFI_16579	OFUSG13748.1.p1
OG0008680	AMPFI_18920	OFUSG06610.1.p1
OG0008681	AMPFI_19306	OFUSG26283.1.p1
OG0008682	AMPFI_19560	OFUSG01221.1.p1
OG0008683	AMPFI_20428	OFUSG26285.1.p1
OG0008684	AMPFI_23581	OFUSG23694.1.p1
OG0008757	AMPFI_18894	OFUSG10910.1.p1
OG0008760	AMPFI_05301	OFUSG13091.1.p1
OG0008765	AMPFI_11558	OFUSG26039.1.p1
OG0008766	AMPFI_14027	OFUSG08452.1.p1
OG0008767	AMPFI_10177	OFUSG26781.1.p1
OG0008768	AMPFI_13602	OFUSG21326.1.p1
OG0008770	AMPFI_19040	OFUSG17786.1.p1, OFUSG02832.1.p1
OG0008772	AMPFI_23793	OFUSG25268.1.p1, OFUSG25268.2.p1
OG0008773	AMPFI_12657	OFUSG21915.1.p1
OG0008774	AMPFI_05487	OFUSG00279.1.p1, OFUSG00279.3.p1, OFUSG00279.2.p1
OG0008775	AMPFI_18547	OFUSG25581.1.p1
OG0008779	AMPFI_19711, AMPFI_14633	OFUSG21215.1.p1
OG0008780	AMPFI_06210	OFUSG07395.1.p1
OG0008781	AMPFI_23264	OFUSG06148.1.p1
OG0008782	AMPFI_11360	OFUSG16968.1.p1
OG0008784	AMPFI_20857	OFUSG26545.1.p1
OG0008785	AMPFI_17765	OFUSG07324.1.p1
OG0008786	AMPFI_18605	OFUSG06593.1.p1
OG0008788	AMPFI_24459	OFUSG04735.1.p1
OG0008789	AMPFI_05638	OFUSG07815.2.p1, OFUSG07815.1.p1
OG0008790	AMPFI_19974	OFUSG11354.1.p1
OG0008792	AMPFI_18038	OFUSG04204.1.p1
OG0008793	AMPFI_14791	OFUSG25376.1.p1
OG0008794	AMPFI_08498	OFUSG02206.1.p1
OG0008796	AMPFI_02564	OFUSG11677.1.p1
OG0008798	AMPFI_06237	OFUSG02414.1.p1
OG0008801	AMPFI_11427, AMPFI_08838	OFUSG00771.1.p1
OG0008802	AMPFI_15179	OFUSG10389.1.p1
OG0008804	AMPFI_02694	OFUSG12259.1.p1
OG0008806	AMPFI_06776	OFUSG16676.1.p1
OG0008809	AMPFI_11580	OFUSG17046.2.p1, OFUSG17046.1.p1
OG0008810	AMPFI_25568	OFUSG00409.1.p1
OG0008811	AMPFI_04169	OFUSG05266.1.p1
OG0008812	AMPFI_08751	OFUSG11289.1.p1
OG0008813	AMPFI_12717, AMPFI_17971	OFUSG00621.1.p1
OG0008814	AMPFI_25634	OFUSG10217.1.p1
OG0008818	AMPFI_12241	OFUSG09313.1.p1
OG0008820	AMPFI_00609	OFUSG07559.1.p1
OG0008821	AMPFI_24506	OFUSG00724.1.p1
OG0008822	AMPFI_12271	OFUSG10829.1.p1
OG0008823	AMPFI_14427	OFUSG15629.1.p1, OFUSG15314.1.p1
OG0008824	AMPFI_06952	OFUSG07974.1.p1, OFUSG07974.2.p1
OG0008825	AMPFI_13929	OFUSG24105.1.p1
OG0008827	AMPFI_20067	OFUSG17006.1.p1
OG0008828	AMPFI_06676	OFUSG16795.1.p1
OG0008830	AMPFI_16470	OFUSG21234.1.p1
OG0008831	AMPFI_02995	OFUSG06801.1.p1
OG0008832	AMPFI_10010	OFUSG26334.1.p1
OG0008833	AMPFI_09273	OFUSG12261.1.p1
OG0008834	AMPFI_08617	OFUSG17174.2.p1, OFUSG17174.1.p1
OG0008835	AMPFI_13642	OFUSG24616.1.p1
OG0008836	AMPFI_12691	OFUSG15142.1.p1
OG0008837	AMPFI_01382	OFUSG24114.1.p1
OG0008841	AMPFI_10691	OFUSG10001.1.p1
OG0008842	AMPFI_14625, AMPFI_16533, AMPFI_14626	OFUSG11669.1.p1
OG0008843	AMPFI_22213, AMPFI_00042	OFUSG06805.1.p1
OG0008844	AMPFI_08446	OFUSG20889.1.p1
OG0008845	AMPFI_00940	OFUSG00890.1.p1
OG0008846	AMPFI_13371, AMPFI_20443	OFUSG02745.1.p1, OFUSG02745.2.p1
OG0008847	AMPFI_06400	OFUSG11646.1.p1
OG0008851	AMPFI_20132	OFUSG07244.1.p1
OG0008853	AMPFI_07563	OFUSG13312.1.p1
OG0008855	AMPFI_16495	OFUSG05980.2.p1, OFUSG05980.1.p1
OG0008856	AMPFI_05513	OFUSG23400.1.p1
OG0008857	AMPFI_18994	OFUSG21153.1.p1
OG0008858	AMPFI_15581	OFUSG23821.1.p1
OG0008859	AMPFI_09471	OFUSG06523.1.p1
OG0008860	AMPFI_14297	OFUSG20680.1.p1, OFUSG20680.2.p1
OG0008861	AMPFI_21588	OFUSG20546.1.p1
OG0008862	AMPFI_13338, AMPFI_14755	OFUSG26448.1.p1
OG0008864	AMPFI_23422	OFUSG18768.1.p1
OG0008865	AMPFI_15939	OFUSG20193.1.p1
OG0008866	AMPFI_09774	OFUSG24700.1.p1, OFUSG14164.1.p1
OG0008867	AMPFI_12198	OFUSG24289.1.p1
OG0008868	AMPFI_20194	OFUSG10236.1.p1
OG0008871	AMPFI_19908	OFUSG11628.1.p1
OG0008875	AMPFI_25978, AMPFI_14244	OFUSG19683.1.p1
OG0008876	AMPFI_09415	OFUSG11003.1.p1
OG0008877	AMPFI_07763	OFUSG18234.1.p1
OG0008878	AMPFI_14975	OFUSG19410.1.p1
OG0008879	AMPFI_10466	OFUSG22573.1.p1
OG0008880	AMPFI_10446	OFUSG00128.2.p1, OFUSG00128.1.p1
