peak54432	promoter-TSS 
peak81827	intron 
peak70421	Intergenic
peak32804	intron 
peak65952	Intergenic
peak9801	intron 
peak4765	Intergenic
peak76196	intron 
peak22637	intron 
peak26901	Intergenic
peak19714	promoter-TSS 
peak45504	intron 
peak56560	exon 
peak55162	intron 
peak59933	Intergenic
peak16928	Intergenic
peak82624	Intergenic
peak65382	intron 
peak29933	intron 
peak70127	Intergenic
peak10880	Intergenic
peak17496	promoter-TSS 
peak13702	intron 
peak61769	intron 
peak63566	Intergenic
peak70459	intron 
peak18745	intron 
peak26922	Intergenic
peak26183	Intergenic
peak23347	intron 
peak15468	exon 
peak40805	Intergenic
peak37556	TTS 
peak37186	Intergenic
peak36840	exon 
peak68294	Intergenic
peak13124	intron 
peak65264	exon 
peak74995	Intergenic
peak26015	promoter-TSS 
peak20423	intron 
peak19859	intron 
peak10706	intron 
peak46632	Intergenic
peak73014	exon 
peak44128	intron 
peak81450	exon 
peak31482	intron 
peak60173	intron 
peak1164	intron 
peak15401	Intergenic
peak20022	exon 
peak45282	Intergenic
peak55037	intron 
peak75531	intron 
peak44008	TTS 
peak25609	Intergenic
peak6130	Intergenic
peak34801	Intergenic
peak41638	Intergenic
peak32351	Intergenic
peak10485	Intergenic
peak47900	Intergenic
peak54853	promoter-TSS 
peak66083	intron 
peak53964	promoter-TSS 
peak56039	Intergenic
peak61596	intron 
peak26504	Intergenic
peak23554	TTS 
peak41320	promoter-TSS 
peak51675	Intergenic
peak50554	Intergenic
peak81194	Intergenic
peak52738	exon 
peak78675	intron 
peak67349	Intergenic
peak66797	intron 
peak34652	intron 
peak72916	promoter-TSS 
peak30261	intron 
peak13709	promoter-TSS 
peak9185	exon 
peak36987	Intergenic
peak49512	Intergenic
peak76730	intron 
peak44110	exon 
peak3039	intron 
peak4718	Intergenic
peak1577	intron 
peak51264	promoter-TSS 
peak78141	Intergenic
peak16048	promoter-TSS 
peak72114	Intergenic
peak23579	Intergenic
peak47434	intron 
peak53749	Intergenic
peak41872	intron 
peak23192	promoter-TSS 
peak75789	intron 
peak75573	Intergenic
peak21669	Intergenic
peak2698	intron 
peak56220	exon 
peak65437	promoter-TSS 
peak71760	Intergenic
peak26586	exon 
peak44119	intron 
peak82646	exon 
peak48210	exon 
peak28816	Intergenic
peak26205	promoter-TSS 
peak57722	Intergenic
peak70004	Intergenic
peak23029	exon 
peak19327	promoter-TSS 
peak41199	Intergenic
peak765	intron 
peak9295	exon 
peak72195	intron 
peak22427	exon 
peak31676	Intergenic
peak59318	Intergenic
peak82014	intron 
peak69457	promoter-TSS 
peak1547	intron 
peak18003	TTS 
peak40113	intron 
peak76708	Intergenic
peak53900	Intergenic
peak62389	Intergenic
peak34161	Intergenic
peak47769	Intergenic
peak32536	Intergenic
peak35961	intron 
peak44528	intron 
peak39104	Intergenic
peak64807	Intergenic
peak41010	promoter-TSS 
peak56595	Intergenic
peak80666	promoter-TSS 
peak38819	Intergenic
peak60231	Intergenic
peak82697	intron 
peak42066	Intergenic
peak48005	Intergenic
peak13402	TTS 
peak19861	Intergenic
peak16721	exon 
peak37172	exon 
peak39934	intron 
peak4743	exon 
peak40317	Intergenic
peak15897	Intergenic
peak48247	promoter-TSS 
peak28748	intron 
peak56112	Intergenic
peak26566	promoter-TSS 
peak41939	Intergenic
peak41592	Intergenic
peak1814	Intergenic
peak75954	intron 
peak12457	Intergenic
peak57862	Intergenic
peak80885	intron 
peak70725	Intergenic
peak57909	Intergenic
peak31036	intron 
peak5212	exon 
peak43920	Intergenic
peak37951	intron 
peak42929	intron 
peak78741	Intergenic
peak31524	intron 
peak76259	Intergenic
peak75522	intron 
peak47634	intron 
peak12286	intron 
peak76072	intron 
peak49050	Intergenic
peak81105	intron 
peak72668	intron 
peak3795	Intergenic
peak73318	Intergenic
peak53222	Intergenic
peak74380	Intergenic
peak65299	Intergenic
peak4075	Intergenic
peak23341	intron 
peak43067	intron 
peak5369	promoter-TSS 
peak6196	intron 
peak40900	intron 
peak18268	intron 
peak2039	Intergenic
peak73991	Intergenic
peak70927	intron 
peak49626	promoter-TSS 
peak50100	Intergenic
peak79888	intron 
peak74166	Intergenic
peak58445	exon 
peak11944	Intergenic
peak80236	promoter-TSS 
peak39036	exon 
peak42146	intron 
peak66694	intron 
peak42634	Intergenic
peak3550	intron 
peak53514	intron 
peak13690	Intergenic
peak48656	promoter-TSS 
peak20780	intron 
peak45626	Intergenic
peak22771	TTS 
peak49022	Intergenic
peak2233	exon 
peak40601	Intergenic
peak60463	intron 
peak58328	Intergenic
peak66241	intron 
peak79275	intron 
peak63359	Intergenic
peak45803	Intergenic
peak26022	Intergenic
peak52986	intron 
peak63690	intron 
peak14773	Intergenic
peak43918	Intergenic
peak45555	intron 
peak55348	Intergenic
peak61983	Intergenic
peak12941	intron 
peak66891	intron 
peak47699	intron 
peak35322	Intergenic
peak60956	Intergenic
peak11815	Intergenic
peak49896	Intergenic
peak37060	exon 
peak6887	intron 
peak20638	promoter-TSS 
peak51175	Intergenic
peak56395	Intergenic
peak44721	promoter-TSS 
peak31402	intron 
peak17909	intron 
peak54349	promoter-TSS 
peak75400	intron 
peak72128	intron 
peak8654	Intergenic
peak37019	Intergenic
peak60915	intron 
peak78473	intron 
peak19548	exon 
peak13971	Intergenic
peak27707	Intergenic
peak32657	Intergenic
peak32749	Intergenic
peak19823	Intergenic
peak12643	intron 
peak31864	intron 
peak53972	Intergenic
peak22734	promoter-TSS 
peak70616	Intergenic
peak52741	promoter-TSS 
peak79824	promoter-TSS 
peak29582	promoter-TSS 
peak4627	promoter-TSS 
peak82796	promoter-TSS 
peak49444	Intergenic
peak73215	exon 
peak28714	Intergenic
peak54005	exon 
peak67436	Intergenic
peak30418	intron 
peak21979	TTS 
peak34548	intron 
peak969	intron 
peak75455	TTS 
peak33465	Intergenic
peak32419	intron 
peak42262	Intergenic
peak77031	intron 
peak50547	Intergenic
peak70269	TTS 
peak38725	exon 
peak75503	intron 
peak54772	Intergenic
peak37972	intron 
peak30574	intron 
peak52786	promoter-TSS 
peak9894	intron 
peak65069	intron 
peak12953	promoter-TSS 
peak35153	exon 
peak15546	intron 
peak20119	TTS 
peak53782	Intergenic
peak36799	exon 
peak16635	intron 
peak38341	Intergenic
peak22388	intron 
peak40308	exon 
peak53718	Intergenic
peak40572	Intergenic
peak81549	Intergenic
peak42191	promoter-TSS 
peak55171	Intergenic
peak34052	Intergenic
peak10080	Intergenic
peak33824	Intergenic
peak49379	Intergenic
peak77442	Intergenic
peak11770	intron 
peak78294	intron 
peak32971	intron 
peak68049	intron 
peak42378	exon 
peak62954	intron 
peak37506	exon 
peak79238	promoter-TSS 
peak79070	Intergenic
peak56357	Intergenic
peak22506	promoter-TSS 
peak1947	exon 
peak67539	Intergenic
peak35008	Intergenic
peak3409	Intergenic
peak35605	Intergenic
peak65087	intron 
peak32208	Intergenic
peak70850	intron 
peak69999	Intergenic
peak7002	promoter-TSS 
peak23635	Intergenic
peak72028	intron 
peak10505	intron 
peak80895	intron 
peak20467	Intergenic
peak31683	Intergenic
peak48807	Intergenic
peak70917	intron 
peak13879	intron 
peak24529	Intergenic
peak71429	Intergenic
peak4219	Intergenic
peak81271	Intergenic
peak71247	intron 
peak76413	promoter-TSS 
peak172	promoter-TSS 
peak80365	intron 
peak33176	intron 
peak25216	exon 
peak69752	intron 
peak57899	intron 
peak33796	Intergenic
peak34351	intron 
peak68569	exon 
peak41758	Intergenic
peak43905	intron 
peak11520	promoter-TSS 
peak37663	TTS 
peak12599	intron 
peak81237	Intergenic
peak22056	intron 
peak74623	Intergenic
peak33449	promoter-TSS 
peak13038	Intergenic
peak14627	promoter-TSS 
peak24572	promoter-TSS 
peak27425	intron 
peak24685	intron 
peak3722	Intergenic
peak79944	intron 
peak14262	exon 
peak34071	exon 
peak82751	promoter-TSS 
peak12500	promoter-TSS 
peak7015	Intergenic
peak48206	intron 
peak18337	Intergenic
peak35148	Intergenic
peak48567	intron 
peak20150	exon 
peak5539	Intergenic
peak19288	Intergenic
peak57206	Intergenic
peak62667	intron 
peak72789	Intergenic
peak81335	exon 
peak69507	intron 
peak40009	intron 
peak7112	Intergenic
peak21902	Intergenic
peak44490	Intergenic
peak13562	intron 
peak42891	intron 
peak67864	Intergenic
peak27464	Intergenic
peak14456	intron 
peak60719	promoter-TSS 
peak16066	exon 
peak48594	intron 
peak48911	intron 
peak57437	exon 
peak12236	Intergenic
peak63917	Intergenic
peak4375	TTS 
peak25968	intron 
peak32485	intron 
peak64461	Intergenic
peak47405	Intergenic
peak35775	intron 
peak55809	exon 
peak29066	Intergenic
peak8320	Intergenic
peak60246	exon 
peak68895	exon 
peak71772	intron 
peak35091	Intergenic
peak3847	Intergenic
peak24955	Intergenic
peak9000	intron 
peak7699	Intergenic
peak36684	intron 
peak38520	promoter-TSS 
peak29308	intron 
peak23357	intron 
peak41251	promoter-TSS 
peak58134	TTS 
peak72931	Intergenic
peak57765	Intergenic
peak71459	Intergenic
peak6520	intron 
peak37697	promoter-TSS 
peak10240	promoter-TSS 
peak16574	intron 
peak41134	intron 
peak29408	Intergenic
peak54577	intron 
peak82638	Intergenic
peak71284	intron 
peak62828	promoter-TSS 
peak21889	TTS 
peak21793	intron 
peak82075	Intergenic
peak35063	exon 
peak78219	exon 
peak6114	Intergenic
peak32513	intron 
peak56287	Intergenic
peak69569	promoter-TSS 
peak58762	TTS 
peak893	exon 
peak39872	Intergenic
peak63074	intron 
peak42237	intron 
peak8330	exon 
peak55351	promoter-TSS 
peak5443	intron 
peak14042	exon 
peak47116	promoter-TSS 
peak12183	intron 
peak34432	Intergenic
peak59288	Intergenic
peak80322	Intergenic
peak67294	exon 
peak79676	Intergenic
peak9124	Intergenic
peak23042	intron 
peak58891	promoter-TSS 
peak27108	Intergenic
peak23	Intergenic
peak5588	intron 
peak71447	promoter-TSS 
peak26379	promoter-TSS 
peak20731	exon 
peak81166	intron 
peak68540	Intergenic
peak55498	promoter-TSS 
peak43288	Intergenic
peak19082	promoter-TSS 
peak61013	Intergenic
peak10538	Intergenic
peak48493	intron 
peak60498	intron 
peak16823	promoter-TSS 
peak63310	TTS 
peak38519	TTS 
peak8628	Intergenic
peak57538	promoter-TSS 
peak65443	intron 
peak34689	intron 
peak75460	intron 
peak72871	promoter-TSS 
peak62227	intron 
peak57832	Intergenic
peak61645	intron 
peak63704	promoter-TSS 
peak51195	intron 
peak49036	Intergenic
peak73803	Intergenic
peak655	exon 
peak3041	Intergenic
peak61079	Intergenic
peak1976	TTS 
peak38720	intron 
peak65409	Intergenic
peak19542	intron 
peak62942	intron 
peak29173	Intergenic
peak82301	promoter-TSS 
peak16229	Intergenic
peak17641	promoter-TSS 
peak69091	intron 
peak68627	promoter-TSS 
peak34815	intron 
peak59436	Intergenic
peak60109	intron 
peak40552	Intergenic
peak62499	intron 
peak32091	Intergenic
peak50929	intron 
peak3495	Intergenic
peak62674	promoter-TSS 
peak70161	Intergenic
peak12930	TTS 
peak45700	Intergenic
peak69074	Intergenic
peak44409	intron 
peak4324	intron 
peak20661	intron 
peak40373	Intergenic
peak73878	Intergenic
peak352	Intergenic
peak2438	intron 
peak78800	intron 
peak75261	Intergenic
peak69879	intron 
peak21736	intron 
peak49651	intron 
peak71092	Intergenic
peak640	intron 
peak15081	exon 
peak62932	intron 
peak33773	Intergenic
peak9033	Intergenic
peak18965	Intergenic
peak38657	promoter-TSS 
peak8214	promoter-TSS 
peak80972	exon 
peak61661	intron 
peak54070	intron 
peak50945	Intergenic
peak55544	Intergenic
peak28163	Intergenic
peak47439	promoter-TSS 
peak51242	exon 
peak11497	Intergenic
peak21969	exon 
peak46024	promoter-TSS 
peak5399	promoter-TSS 
peak39306	Intergenic
peak23782	promoter-TSS 
peak29429	intron 
peak78305	intron 
peak9904	Intergenic
peak25225	intron 
peak72453	intron 
peak7461	Intergenic
peak41316	intron 
peak59871	exon 
peak70180	Intergenic
peak57198	promoter-TSS 
peak33560	intron 
peak69809	TTS 
peak24217	intron 
peak30319	exon 
peak81526	intron 
peak31919	Intergenic
peak12112	Intergenic
peak15210	Intergenic
peak40738	Intergenic
peak14802	Intergenic
peak41358	Intergenic
peak60939	Intergenic
peak8072	intron 
peak19122	Intergenic
peak32443	Intergenic
peak17080	intron 
peak17214	intron 
peak1390	promoter-TSS 
peak16167	Intergenic
peak19143	Intergenic
peak12216	intron 
peak63933	Intergenic
peak76775	intron 
peak40619	Intergenic
peak61808	exon 
peak59266	Intergenic
peak57574	TTS 
peak10459	intron 
peak25933	intron 
peak49333	promoter-TSS 
peak21104	intron 
peak3688	promoter-TSS 
peak20391	Intergenic
peak42705	Intergenic
peak488	Intergenic
peak39585	intron 
peak19510	promoter-TSS 
peak77999	exon 
peak70686	intron 
peak81888	Intergenic
peak20678	intron 
peak56108	Intergenic
peak15475	intron 
peak39406	intron 
peak54978	Intergenic
peak62889	promoter-TSS 
peak22717	intron 
peak53798	Intergenic
peak15385	exon 
peak11487	promoter-TSS 
peak57506	intron 
peak2272	Intergenic
peak81249	Intergenic
peak53691	intron 
peak45364	intron 
peak3345	intron 
peak75824	intron 
peak52283	Intergenic
peak41831	intron 
peak47177	intron 
peak73585	intron 
peak6561	intron 
peak63070	Intergenic
peak7290	Intergenic
peak48528	promoter-TSS 
peak79909	exon 
peak69287	intron 
peak11529	Intergenic
peak16717	promoter-TSS 
peak24185	Intergenic
peak40462	promoter-TSS 
peak78332	intron 
peak3832	Intergenic
peak19506	Intergenic
peak14971	promoter-TSS 
peak43244	exon 
peak46233	Intergenic
peak45071	Intergenic
peak71843	promoter-TSS 
peak78587	intron 
peak33389	Intergenic
peak52238	Intergenic
peak74053	intron 
peak36813	intron 
peak54262	Intergenic
peak57782	Intergenic
peak19282	intron 
peak16991	promoter-TSS 
peak35101	promoter-TSS 
peak49166	Intergenic
peak3917	intron 
peak24799	Intergenic
peak39913	Intergenic
peak30378	promoter-TSS 
peak77637	Intergenic
peak23087	Intergenic
peak17056	promoter-TSS 
peak46444	intron 
peak48383	intron 
peak71425	promoter-TSS 
peak23126	promoter-TSS 
peak74864	intron 
peak34420	TTS 
peak49633	Intergenic
peak44920	intron 
peak15598	exon 
peak75289	intron 
peak21984	Intergenic
peak11586	promoter-TSS 
peak1381	intron 
peak75916	Intergenic
peak44833	Intergenic
peak69471	Intergenic
peak78167	intron 
peak67880	intron 
peak72589	Intergenic
peak51942	Intergenic
peak29131	intron 
peak75219	Intergenic
peak598	intron 
peak82333	Intergenic
peak46097	intron 
peak66607	Intergenic
peak40159	intron 
peak80645	promoter-TSS 
peak30100	intron 
peak37421	TTS 
peak80086	Intergenic
peak36691	Intergenic
peak79900	Intergenic
peak27825	promoter-TSS 
peak62899	Intergenic
peak74572	Intergenic
peak48078	intron 
peak52610	intron 
peak53200	Intergenic
peak54381	intron 
peak34742	intron 
peak36452	promoter-TSS 
peak56681	intron 
peak16182	exon 
peak37414	intron 
peak66685	Intergenic
peak48260	exon 
peak80802	Intergenic
peak40767	Intergenic
peak78272	Intergenic
peak14823	promoter-TSS 
peak55450	promoter-TSS 
peak70699	Intergenic
peak32885	intron 
peak54163	Intergenic
peak15293	exon 
peak56532	Intergenic
peak22443	Intergenic
peak69863	intron 
peak58390	Intergenic
peak79532	intron 
peak34879	Intergenic
peak33518	Intergenic
peak1738	exon 
peak71544	Intergenic
peak50323	Intergenic
peak76489	intron 
peak49426	Intergenic
peak60446	Intergenic
peak2004	intron 
peak17137	Intergenic
peak35984	Intergenic
peak70383	Intergenic
peak47092	Intergenic
peak57372	Intergenic
peak40583	intron 
peak28085	exon 
peak50758	intron 
peak11290	Intergenic
peak75765	promoter-TSS 
peak27435	promoter-TSS 
peak52933	promoter-TSS 
peak62628	promoter-TSS 
peak73463	intron 
peak7445	promoter-TSS 
peak45618	intron 
peak62600	intron 
peak30398	intron 
peak6600	intron 
peak31569	Intergenic
peak32292	promoter-TSS 
peak78621	Intergenic
peak26456	promoter-TSS 
peak72291	Intergenic
peak66936	Intergenic
peak41161	intron 
peak61833	intron 
peak30712	intron 
peak53849	Intergenic
peak39563	exon 
peak75016	intron 
peak58202	exon 
peak64313	intron 
peak26348	TTS 
peak10907	intron 
peak68997	Intergenic
peak70769	promoter-TSS 
peak41374	TTS 
peak31302	Intergenic
peak80204	intron 
peak48759	Intergenic
peak68973	promoter-TSS 
peak33351	Intergenic
peak45757	intron 
peak57937	intron 
peak28700	intron 
peak27852	Intergenic
peak69719	exon 
peak18632	intron 
peak36725	Intergenic
peak56246	exon 
peak28920	promoter-TSS 
peak68336	promoter-TSS 
peak61203	Intergenic
peak7340	promoter-TSS 
peak54251	Intergenic
peak81925	Intergenic
peak41459	intron 
peak20623	intron 
peak80146	exon 
peak78464	intron 
peak10998	intron 
peak19591	promoter-TSS 
peak61299	intron 
peak5655	intron 
peak52694	intron 
peak23507	intron 
peak37284	promoter-TSS 
peak42075	exon 
peak72869	Intergenic
peak41436	intron 
peak42087	Intergenic
peak52517	promoter-TSS 
peak1221	Intergenic
peak41219	Intergenic
peak25154	Intergenic
peak71659	Intergenic
peak34267	Intergenic
peak55534	Intergenic
peak76796	Intergenic
peak51459	Intergenic
peak47827	intron 
peak68196	promoter-TSS 
peak33490	Intergenic
peak40231	Intergenic
peak54511	promoter-TSS 
peak49407	Intergenic
peak62078	Intergenic
peak19210	Intergenic
peak9979	Intergenic
peak15368	Intergenic
peak42503	promoter-TSS 
peak58207	Intergenic
peak80772	Intergenic
peak2744	exon 
peak71672	exon 
peak24744	exon 
peak23773	Intergenic
peak6648	Intergenic
peak68068	intron 
peak5841	promoter-TSS 
peak33197	Intergenic
peak8613	intron 
peak56777	intron 
peak51426	Intergenic
peak68947	Intergenic
peak39502	Intergenic
peak63153	intron 
peak75537	Intergenic
peak22452	exon 
peak45546	TTS 
peak45653	Intergenic
peak80475	Intergenic
peak10306	exon 
peak16739	Intergenic
peak37301	Intergenic
peak47731	Intergenic
peak34567	Intergenic
peak38762	intron 
peak18625	exon 
peak46989	Intergenic
peak48187	intron 
peak19582	Intergenic
peak11864	promoter-TSS 
peak54618	Intergenic
peak64697	Intergenic
peak60881	intron 
peak28099	intron 
peak58384	Intergenic
peak10500	TTS 
peak67479	Intergenic
peak55178	intron 
peak73480	intron 
peak8684	exon 
peak81136	Intergenic
peak80961	Intergenic
peak66529	TTS 
peak46138	intron 
peak13473	Intergenic
peak52578	intron 
peak82591	intron 
peak51967	intron 
peak48641	Intergenic
peak1219	Intergenic
peak77047	Intergenic
peak52242	intron 
peak81025	Intergenic
peak8504	intron 
peak33058	Intergenic
peak14273	promoter-TSS 
peak70035	exon 
peak44746	Intergenic
peak72591	Intergenic
peak69146	Intergenic
peak32333	TTS 
peak2186	Intergenic
peak78665	promoter-TSS 
peak3067	Intergenic
peak46857	exon 
peak47539	promoter-TSS 
peak67408	intron 
peak20287	Intergenic
peak39979	promoter-TSS 
peak49422	intron 
peak82737	intron 
peak9728	Intergenic
peak67198	intron 
peak24557	intron 
peak24019	intron 
peak36471	exon 
peak76394	Intergenic
peak78183	Intergenic
peak6700	promoter-TSS 
peak38664	Intergenic
peak29347	intron 
peak25563	intron 
peak76807	exon 
peak72267	Intergenic
peak20727	intron 
peak59454	intron 
peak76943	Intergenic
peak35140	Intergenic
peak16402	intron 
peak58785	Intergenic
peak11209	Intergenic
peak44426	Intergenic
peak20947	intron 
peak41058	promoter-TSS 
peak39770	Intergenic
peak36992	TTS 
peak27381	intron 
peak32919	exon 
peak46535	intron 
peak20231	promoter-TSS 
peak25329	intron 
peak72015	promoter-TSS 
peak15108	intron 
peak50977	intron 
peak55510	intron 
peak61864	exon 
peak45002	Intergenic
peak17234	promoter-TSS 
peak5828	exon 
peak27878	intron 
peak52271	Intergenic
peak79017	exon 
peak68074	exon 
peak58013	intron 
peak43432	Intergenic
peak54232	Intergenic
peak6009	exon 
peak28776	Intergenic
peak59519	Intergenic
peak42246	Intergenic
peak58908	intron 
peak53151	Intergenic
peak7121	Intergenic
peak53994	Intergenic
peak72273	intron 
peak18329	Intergenic
peak59776	intron 
peak34670	Intergenic
peak27090	intron 
peak2685	exon 
peak53773	intron 
peak4011	Intergenic
peak49256	Intergenic
peak505	promoter-TSS 
peak63521	intron 
peak81893	intron 
peak295	Intergenic
peak48935	exon 
peak26613	Intergenic
peak4733	Intergenic
peak49397	exon 
peak82228	intron 
peak17152	intron 
peak55846	intron 
peak29911	intron 
peak77514	intron 
peak18589	exon 
peak6387	Intergenic
peak47595	intron 
peak17333	intron 
peak43761	Intergenic
peak35555	Intergenic
peak59498	intron 
peak65470	Intergenic
peak17737	Intergenic
peak71817	intron 
peak29054	promoter-TSS 
peak26110	Intergenic
peak72821	intron 
peak59184	intron 
peak72461	Intergenic
peak23942	promoter-TSS 
peak73396	intron 
peak65624	intron 
peak47644	exon 
peak80274	intron 
peak10121	intron 
peak18534	exon 
peak37833	intron 
peak27417	exon 
peak44928	Intergenic
peak55292	exon 
peak41650	Intergenic
peak3183	Intergenic
peak41215	intron 
peak72529	Intergenic
peak23969	Intergenic
peak44466	Intergenic
peak5660	intron 
peak6703	intron 
peak12618	Intergenic
peak77083	exon 
peak29110	intron 
peak57440	exon 
peak59576	intron 
peak10720	intron 
peak46679	exon 
peak74413	exon 
peak9562	intron 
peak14545	TTS 
peak31786	promoter-TSS 
peak58104	Intergenic
peak2956	promoter-TSS 
peak57553	promoter-TSS 
peak28323	Intergenic
peak18951	intron 
peak70310	intron 
peak30328	Intergenic
peak53385	promoter-TSS 
peak45046	promoter-TSS 
peak70797	promoter-TSS 
peak48369	intron 
peak12379	intron 
peak13112	Intergenic
peak28324	intron 
peak65089	intron 
peak49642	Intergenic
peak11644	intron 
peak60551	Intergenic
peak63197	intron 
peak24389	intron 
peak52273	promoter-TSS 
peak48768	Intergenic
peak79986	TTS 
peak41405	intron 
peak73571	Intergenic
peak51507	intron 
peak77789	exon 
peak49866	intron 
peak74026	promoter-TSS 
peak30333	intron 
peak81094	Intergenic
peak72831	promoter-TSS 
peak78005	intron 
peak71676	TTS 
peak26653	intron 
peak33408	intron 
peak58223	Intergenic
peak44440	intron 
peak64032	intron 
peak70715	intron 
peak41810	Intergenic
peak75642	intron 
peak82048	Intergenic
peak56610	intron 
peak8950	promoter-TSS 
peak16240	intron 
peak52247	promoter-TSS 
peak18602	intron 
peak12977	intron 
peak33320	intron 
peak78087	intron 
peak6900	Intergenic
peak7856	Intergenic
peak52611	intron 
peak11359	intron 
peak48003	Intergenic
peak54759	Intergenic
peak42438	promoter-TSS 
peak16328	exon 
peak52040	exon 
peak42518	intron 
peak64894	exon 
peak66581	intron 
peak26714	Intergenic
peak15851	TTS 
peak26799	Intergenic
peak42782	Intergenic
peak80325	TTS 
peak35240	Intergenic
peak31513	intron 
peak580	Intergenic
peak50482	promoter-TSS 
peak69868	Intergenic
peak29339	promoter-TSS 
peak82724	Intergenic
peak27876	Intergenic
peak29151	Intergenic
peak30666	Intergenic
peak8601	exon 
peak71690	Intergenic
peak56067	intron 
peak42866	intron 
peak63824	Intergenic
peak78814	Intergenic
peak74479	Intergenic
peak79584	promoter-TSS 
peak9716	Intergenic
peak57740	intron 
peak31381	exon 
peak40432	Intergenic
peak45647	intron 
peak4780	intron 
peak17271	Intergenic
peak48019	promoter-TSS 
peak20831	Intergenic
peak66312	intron 
peak19738	promoter-TSS 
peak67241	Intergenic
peak9221	intron 
peak23118	TTS 
peak66329	intron 
peak11225	Intergenic
peak81269	exon 
peak63102	intron 
peak32031	Intergenic
peak29476	Intergenic
peak63972	Intergenic
peak80920	promoter-TSS 
peak10988	exon 
peak35155	Intergenic
peak16760	intron 
peak41178	intron 
peak18175	Intergenic
peak46880	Intergenic
peak58784	intron 
peak64265	promoter-TSS 
peak47630	exon 
peak59960	Intergenic
peak38933	intron 
peak81829	Intergenic
peak29705	intron 
peak58685	promoter-TSS 
peak25010	Intergenic
peak79610	promoter-TSS 
peak23739	Intergenic
peak23777	intron 
peak44180	intron 
peak70482	intron 
peak16527	Intergenic
peak28899	Intergenic
peak34413	Intergenic
peak18798	Intergenic
peak77254	Intergenic
peak32661	intron 
peak4105	Intergenic
peak63272	Intergenic
peak14187	intron 
peak44693	intron 
peak56626	intron 
peak57118	Intergenic
peak5818	intron 
peak8379	intron 
peak54576	intron 
peak56196	TTS 
peak10912	intron 
peak41567	Intergenic
peak10921	TTS 
peak19914	Intergenic
peak79396	intron 
peak37581	Intergenic
peak41432	intron 
peak25102	promoter-TSS 
peak39698	Intergenic
peak8574	Intergenic
peak73154	intron 
peak11649	Intergenic
peak62187	exon 
peak73421	intron 
peak32286	Intergenic
peak7954	TTS 
peak58408	Intergenic
peak37713	exon 
peak675	promoter-TSS 
peak82533	Intergenic
peak14199	exon 
peak47840	Intergenic
peak33844	exon 
peak77859	Intergenic
peak29802	Intergenic
peak39792	exon 
peak3375	Intergenic
peak67012	promoter-TSS 
peak71710	promoter-TSS 
peak51691	intron 
peak36487	intron 
peak39821	Intergenic
peak5509	intron 
peak51010	intron 
peak52837	Intergenic
peak29831	Intergenic
peak65114	intron 
peak2784	intron 
peak72991	Intergenic
peak76171	intron 
peak14522	Intergenic
peak44206	Intergenic
peak32337	promoter-TSS 
peak53466	Intergenic
peak9746	Intergenic
peak42017	Intergenic
peak7683	intron 
peak63712	intron 
peak20078	Intergenic
peak74460	promoter-TSS 
peak74258	exon 
peak56791	intron 
peak5610	intron 
peak21826	promoter-TSS 
peak36715	intron 
peak74543	Intergenic
peak30523	intron 
peak52138	intron 
peak27163	Intergenic
peak56353	intron 
peak2637	intron 
peak66076	intron 
peak36299	intron 
peak46736	exon 
peak61539	intron 
peak20415	promoter-TSS 
peak16668	intron 
peak17284	Intergenic
peak23369	Intergenic
peak6808	Intergenic
peak57577	Intergenic
peak54268	Intergenic
peak22523	intron 
peak64847	exon 
peak49599	Intergenic
peak17139	Intergenic
peak82648	intron 
peak26905	intron 
peak2952	intron 
peak59336	Intergenic
peak70264	Intergenic
peak10316	intron 
peak49130	intron 
peak56737	Intergenic
peak64539	Intergenic
peak68524	Intergenic
peak17196	Intergenic
peak27207	exon 
peak37448	intron 
peak31590	Intergenic
peak17321	intron 
peak26092	intron 
peak76017	exon 
peak30908	Intergenic
peak15268	Intergenic
peak29125	Intergenic
peak60672	Intergenic
peak68956	intron 
peak30381	exon 
peak7651	intron 
peak24708	intron 
peak12311	intron 
peak66967	intron 
peak14532	promoter-TSS 
peak41483	Intergenic
peak21199	promoter-TSS 
peak70983	promoter-TSS 
peak8302	Intergenic
peak15356	intron 
peak43605	exon 
peak55823	TTS 
peak43385	Intergenic
peak24883	promoter-TSS 
peak23897	exon 
peak40082	exon 
peak56401	Intergenic
peak81596	Intergenic
peak27356	Intergenic
peak1448	Intergenic
peak78541	intron 
peak7601	Intergenic
peak57007	Intergenic
peak32159	exon 
peak19675	intron 
peak45110	intron 
peak59852	Intergenic
peak53518	Intergenic
peak32528	promoter-TSS 
peak47248	exon 
peak10045	TTS 
peak62610	TTS 
peak26394	intron 
peak18408	Intergenic
peak52115	intron 
peak4616	Intergenic
peak33355	intron 
peak1635	intron 
peak12	Intergenic
peak13075	Intergenic
peak58250	Intergenic
peak6646	Intergenic
peak32124	Intergenic
peak13935	intron 
peak36914	exon 
peak18430	promoter-TSS 
peak47717	intron 
peak49111	promoter-TSS 
peak68066	intron 
peak11995	Intergenic
peak37696	promoter-TSS 
peak59269	Intergenic
peak12455	Intergenic
peak82278	intron 
peak64328	Intergenic
peak5501	intron 
peak31902	Intergenic
peak59906	promoter-TSS 
peak36121	Intergenic
peak55447	Intergenic
peak46651	intron 
peak68338	promoter-TSS 
peak33488	promoter-TSS 
peak57557	Intergenic
peak41079	intron 
peak56582	Intergenic
peak48171	promoter-TSS 
