Orthogroup	STRPU_ok	ORYLA
OG0005690	STRPU_26783, STRPU_26777	ORYLA06115
OG0005692	STRPU_18031	ORYLA08643, ORYLA09530
OG0005694	STRPU_26440	ORYLA12676
OG0005695	STRPU_12777, STRPU_02367	ORYLA16353
OG0005696	STRPU_05247	ORYLA12255
OG0005698	STRPU_11071	ORYLA02906
OG0005699	STRPU_21527	ORYLA07691
OG0005701	STRPU_08625	ORYLA05083
OG0005702	STRPU_05872	ORYLA03576
OG0005704	STRPU_17375	ORYLA09597
OG0005707	STRPU_27228	ORYLA06810, ORYLA13030
OG0005708	STRPU_24004	ORYLA06067
OG0005709	STRPU_21241, STRPU_21239	ORYLA07376, ORYLA10734
OG0005710	STRPU_18862, STRPU_18935	ORYLA19829
OG0005711	STRPU_24461	ORYLA04019
OG0005712	STRPU_16543, STRPU_16563	ORYLA18989
OG0005713	STRPU_12015	ORYLA12382
OG0005714	STRPU_06726	ORYLA02729
OG0005715	STRPU_21975	ORYLA17805
OG0005717	STRPU_17984	ORYLA05307
OG0005719	STRPU_11077	ORYLA19328
OG0005721	STRPU_24247, STRPU_01058	ORYLA04577
OG0005723	STRPU_23964, STRPU_23939	ORYLA15901
OG0005724	STRPU_10013	ORYLA04176
OG0005725	STRPU_08791	ORYLA07793
OG0005726	STRPU_25363	ORYLA06770, ORYLA09046
OG0005727	STRPU_15497	ORYLA17541
OG0005728	STRPU_26034	ORYLA14263
OG0005729	STRPU_17722	ORYLA11545
OG0005730	STRPU_09235	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	STRPU_08963	ORYLA16981
OG0005732	STRPU_08259	ORYLA00704, ORYLA00703
OG0005733	STRPU_04392	ORYLA08056
OG0005734	STRPU_00552, STRPU_10691	ORYLA15387, ORYLA20126
OG0005735	STRPU_20067	ORYLA02863
OG0005736	STRPU_23256	ORYLA16039, ORYLA20245, ORYLA10904
OG0005738	STRPU_06615	ORYLA06339
OG0005740	STRPU_09271	ORYLA16267, ORYLA00248
OG0005741	STRPU_02426, STRPU_13638	ORYLA08044
OG0005742	STRPU_02463, STRPU_13602	ORYLA05610
OG0005744	STRPU_24149	ORYLA05679
OG0005746	STRPU_05482	ORYLA00433
OG0005747	STRPU_00328, STRPU_10991	ORYLA15631
OG0005748	STRPU_10509	ORYLA03792, ORYLA03791
OG0005749	STRPU_12467	ORYLA20160
OG0005750	STRPU_09294	ORYLA01346
OG0005752	STRPU_27337, STRPU_26810	ORYLA09924
OG0005753	STRPU_03077	ORYLA03557, ORYLA03556
OG0005755	STRPU_25847	ORYLA13999
OG0005756	STRPU_22762, STRPU_01918	ORYLA02098
OG0005757	STRPU_26124, STRPU_26125	ORYLA05641
OG0005758	STRPU_06469	ORYLA03344
OG0005761	STRPU_14201, STRPU_00428	ORYLA17928
OG0005762	STRPU_06450	ORYLA12918
OG0005763	STRPU_27025	ORYLA18058
OG0005764	STRPU_13948	ORYLA05922
OG0005765	STRPU_10156, STRPU_10093	ORYLA05068
OG0005766	STRPU_10969	ORYLA03635
OG0005767	STRPU_24657	ORYLA08905
OG0005768	STRPU_25196, STRPU_01882, STRPU_01881	ORYLA19835, ORYLA19834
OG0005769	STRPU_20424	ORYLA12870, ORYLA06629
OG0005770	STRPU_26040	ORYLA15198
OG0005771	STRPU_27098, STRPU_27087	ORYLA01975
OG0005772	STRPU_16905	ORYLA17831
OG0005773	STRPU_25674	ORYLA14006, ORYLA06306
OG0005774	STRPU_13525, STRPU_13524	ORYLA15970
OG0005775	STRPU_08548	ORYLA07737
OG0005777	STRPU_17019	ORYLA04808
OG0005779	STRPU_08148	ORYLA17816
OG0005781	STRPU_17947	ORYLA09496, ORYLA09495
OG0005782	STRPU_09991	ORYLA01482
OG0005783	STRPU_01541, STRPU_09418	ORYLA14100
OG0005784	STRPU_10310	ORYLA05072
OG0005785	STRPU_09264	ORYLA16543
OG0005786	STRPU_23613	ORYLA20339
OG0005787	STRPU_22458, STRPU_22482	ORYLA19947
OG0005788	STRPU_20148	ORYLA15415
OG0005789	STRPU_25529	ORYLA12435
OG0005790	STRPU_20640	ORYLA05159
OG0005792	STRPU_21805	ORYLA18637
OG0005793	STRPU_11575, STRPU_01366	ORYLA07054
OG0005794	STRPU_13536	ORYLA09326
OG0005795	STRPU_06779, STRPU_06755	ORYLA17869
OG0005796	STRPU_04062	ORYLA17559
OG0005797	STRPU_09784	ORYLA18216
OG0005798	STRPU_22644	ORYLA13859
OG0005799	STRPU_21454	ORYLA01072
OG0005800	STRPU_23401, STRPU_01039	ORYLA01809
OG0005801	STRPU_00807, STRPU_25540	ORYLA20361
OG0005802	STRPU_23393	ORYLA09753
OG0005803	STRPU_01875, STRPU_25191	ORYLA09410
OG0005804	STRPU_17602	ORYLA12290, ORYLA06566
OG0005805	STRPU_14645	ORYLA04527
OG0005806	STRPU_14563	ORYLA17922
OG0005807	STRPU_16945, STRPU_02020	ORYLA01224
OG0005808	STRPU_17891	ORYLA13733
OG0005810	STRPU_25299	ORYLA20379
OG0005811	STRPU_21807	ORYLA11574
OG0005812	STRPU_20595	ORYLA01100
OG0005813	STRPU_15598, STRPU_02209	ORYLA17924
OG0005814	STRPU_19267	ORYLA02975
OG0005815	STRPU_00424, STRPU_14203	ORYLA02282
OG0005816	STRPU_14629, STRPU_14609	ORYLA17256, ORYLA15374
OG0005817	STRPU_14811	ORYLA02525
OG0005818	STRPU_01031, STRPU_23407	ORYLA15368
OG0005819	STRPU_18789	ORYLA17070
OG0005820	STRPU_25525	ORYLA05689
OG0005821	STRPU_02907	ORYLA05556
OG0005822	STRPU_20987	ORYLA19296
OG0005823	STRPU_24738	ORYLA04103
OG0005824	STRPU_27019	ORYLA12812
OG0005826	STRPU_20124, STRPU_22664	ORYLA10997
OG0005827	STRPU_20800	ORYLA04867
OG0005828	STRPU_15489	ORYLA17775, ORYLA18417
OG0005829	STRPU_17879	ORYLA11889
OG0005830	STRPU_08142	ORYLA16729, ORYLA16928
OG0005831	STRPU_00960, STRPU_08861	ORYLA19768
OG0005832	STRPU_25370	ORYLA20295
OG0005833	STRPU_20761	ORYLA12552
OG0005835	STRPU_25028	ORYLA15968
OG0005836	STRPU_09799	ORYLA02705
OG0005837	STRPU_19226	ORYLA17100
OG0005838	STRPU_14948, STRPU_14978, STRPU_00058	ORYLA15364
OG0005839	STRPU_04652, STRPU_04630	ORYLA04968, ORYLA00436
OG0005840	STRPU_24192, STRPU_01105	ORYLA04946
OG0005841	STRPU_10335	ORYLA14469
OG0005842	STRPU_07126	ORYLA13693
OG0005843	STRPU_24376	ORYLA06467
OG0005844	STRPU_04190	ORYLA04807
OG0005845	STRPU_23253	ORYLA03266
OG0005846	STRPU_21214	ORYLA04854
OG0005847	STRPU_21849	ORYLA11529
OG0005848	STRPU_13409	ORYLA16342
OG0005849	STRPU_22157	ORYLA09685
OG0005850	STRPU_22163, STRPU_22158	ORYLA13872
OG0005851	STRPU_18849	ORYLA13639
OG0005852	STRPU_23002, STRPU_00877	ORYLA15830
OG0005853	STRPU_21346	ORYLA10472, ORYLA11336
OG0005854	STRPU_25680	ORYLA15268
OG0005855	STRPU_23729	ORYLA16421
OG0005857	STRPU_15424	ORYLA03540
OG0005858	STRPU_15082	ORYLA17612
OG0005860	STRPU_22221	ORYLA17529
OG0005861	STRPU_19227	ORYLA12932
OG0005863	STRPU_08636	ORYLA16762
OG0005864	STRPU_10139, STRPU_10075	ORYLA02335, ORYLA02336
OG0005865	STRPU_00331, STRPU_10994	ORYLA18711
OG0005866	STRPU_25266	ORYLA10406
OG0005867	STRPU_22298	ORYLA14750
OG0005869	STRPU_25687, STRPU_25706	ORYLA14537
OG0005871	STRPU_05539, STRPU_05599	ORYLA00937
OG0005872	STRPU_13684, STRPU_02391	ORYLA06151
OG0005874	STRPU_13329	ORYLA08436, ORYLA08808
OG0005875	STRPU_06678	ORYLA03096
OG0005876	STRPU_23804	ORYLA13721
OG0005877	STRPU_19283, STRPU_00403	ORYLA12771
OG0005878	STRPU_21405	ORYLA11425, ORYLA11426
OG0005879	STRPU_25253	ORYLA06023
OG0005880	STRPU_23630	ORYLA20156
OG0005884	STRPU_20704	ORYLA11455
OG0005885	STRPU_11312, STRPU_11294	ORYLA17740
OG0005886	STRPU_20854, STRPU_20891	ORYLA10508
OG0005887	STRPU_14589	ORYLA04540
OG0005888	STRPU_20094, STRPU_20115	ORYLA16571
OG0005889	STRPU_17783	ORYLA07548
OG0005890	STRPU_20835, STRPU_20872	ORYLA11535
OG0005891	STRPU_09070, STRPU_02046	ORYLA00807, ORYLA00806
OG0005892	STRPU_25562, STRPU_00831	ORYLA12431
OG0005894	STRPU_05216	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	STRPU_10446	ORYLA04519
OG0005896	STRPU_08047	ORYLA11728, ORYLA09070
OG0005897	STRPU_27001	ORYLA19507
OG0005898	STRPU_08373	ORYLA09769
OG0005899	STRPU_19676, STRPU_19644	ORYLA16594
OG0005900	STRPU_01123, STRPU_18324	ORYLA06266
OG0005901	STRPU_26188	ORYLA15179
OG0005902	STRPU_00812, STRPU_25546	ORYLA02177
OG0005903	STRPU_06303, STRPU_06259	ORYLA03025
OG0005906	STRPU_13484	ORYLA09828
OG0005907	STRPU_23961, STRPU_23935	ORYLA10740, ORYLA15224
OG0005909	STRPU_27365	ORYLA13661
OG0005911	STRPU_19009	ORYLA19782
OG0005912	STRPU_10659	ORYLA16145, ORYLA06495
OG0005914	STRPU_23217, STRPU_23231	ORYLA14072
OG0005916	STRPU_24649	ORYLA09681
OG0005918	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802	ORYLA06801
OG0005919	STRPU_19746	ORYLA06790
OG0005920	STRPU_21992	ORYLA07096, ORYLA13575
OG0005921	STRPU_16843	ORYLA03161
OG0005922	STRPU_22840	ORYLA14270
OG0005923	STRPU_06716	ORYLA07289
OG0005924	STRPU_25748	ORYLA10431
OG0005926	STRPU_12477	ORYLA06535
OG0005927	STRPU_14214	ORYLA18549, ORYLA18257
OG0005928	STRPU_19012	ORYLA13174
OG0005929	STRPU_18302, STRPU_01154	ORYLA17102
OG0005931	STRPU_13894, STRPU_23211	ORYLA12693
OG0005932	STRPU_23574	ORYLA15050
OG0005933	STRPU_21783	ORYLA04204
OG0005936	STRPU_12095	ORYLA00036
OG0005937	STRPU_22592	ORYLA15356
OG0005938	STRPU_19018	ORYLA02948
OG0005939	STRPU_13033	ORYLA14676
OG0005940	STRPU_15031	ORYLA11953
OG0005941	STRPU_21037	ORYLA11974
OG0005942	STRPU_14403	ORYLA20255
OG0005943	STRPU_02138, STRPU_09176	ORYLA17027
OG0005944	STRPU_20638	ORYLA05011
OG0005945	STRPU_20559	ORYLA11391
OG0005946	STRPU_01024, STRPU_23413	ORYLA16047
OG0005947	STRPU_06048	ORYLA04618
OG0005948	STRPU_10182	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210
OG0005949	STRPU_14172, STRPU_14148	ORYLA17627
OG0005950	STRPU_07208	ORYLA10694
OG0005951	STRPU_19284, STRPU_00402	ORYLA13200
OG0005952	STRPU_09763, STRPU_09719	ORYLA17339
OG0005953	STRPU_26503	ORYLA17714
OG0005954	STRPU_14525	ORYLA15255
OG0005955	STRPU_09339	ORYLA17735
OG0005957	STRPU_27229	ORYLA07508
OG0005959	STRPU_26564	ORYLA01636
OG0005960	STRPU_10397	ORYLA14080
OG0005961	STRPU_23573	ORYLA13699
OG0005962	STRPU_12925	ORYLA15697
OG0005963	STRPU_25461	ORYLA13333
OG0005964	STRPU_22272, STRPU_22268	ORYLA11297
OG0005965	STRPU_09992	ORYLA00501
OG0005966	STRPU_08812	ORYLA16765
OG0005967	STRPU_09259	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	STRPU_25825	ORYLA06981
OG0005969	STRPU_20508	ORYLA05253
OG0005970	STRPU_18555	ORYLA12936
OG0005972	STRPU_15756	ORYLA13344
OG0005973	STRPU_20652	ORYLA10086
OG0005974	STRPU_19881, STRPU_19856	ORYLA12871
OG0005975	STRPU_06728	ORYLA09620
OG0005976	STRPU_08501	ORYLA10048
OG0005977	STRPU_01218, STRPU_12082	ORYLA11110
OG0005978	STRPU_22052	ORYLA18813
OG0005979	STRPU_22249	ORYLA09195
OG0005980	STRPU_16838	ORYLA16160
OG0005981	STRPU_00822	ORYLA13340
OG0005982	STRPU_19095	ORYLA02398
OG0005983	STRPU_24717	ORYLA13523
OG0005984	STRPU_19150	ORYLA02487
OG0005985	STRPU_23556	ORYLA17726
OG0005986	STRPU_20977	ORYLA07662
OG0005987	STRPU_06677	ORYLA04335
OG0005989	STRPU_11653	ORYLA14612, ORYLA14611
OG0005991	STRPU_05268, STRPU_05252	ORYLA14694
OG0005993	STRPU_12807	ORYLA15988
OG0005994	STRPU_18618	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	STRPU_06966	ORYLA05250
OG0005996	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006	ORYLA05372
OG0005997	STRPU_05852	ORYLA14583, ORYLA12455
OG0005998	STRPU_14411	ORYLA02760
OG0006000	STRPU_20827	ORYLA11444
OG0006001	STRPU_11854	ORYLA14912
OG0006002	STRPU_12697	ORYLA11186
OG0006003	STRPU_18482, STRPU_18440	ORYLA00268
OG0006004	STRPU_25153	ORYLA16105
OG0006005	STRPU_05718, STRPU_05711	ORYLA04614
OG0006007	STRPU_27290	ORYLA13414
OG0006008	STRPU_08688	ORYLA00733
OG0006009	STRPU_26718	ORYLA19597, ORYLA18623
OG0006010	STRPU_14211	ORYLA01122
OG0006011	STRPU_14553	ORYLA04360
OG0006012	STRPU_27231	ORYLA12331
OG0006013	STRPU_19904	ORYLA02083
OG0006014	STRPU_05679, STRPU_05678	ORYLA13553, ORYLA12220
OG0006015	STRPU_26391	ORYLA00450
OG0006059	STRPU_25899	ORYLA09031
OG0006061	STRPU_27321	ORYLA19379
OG0006062	STRPU_05736	ORYLA16708
OG0006063	STRPU_04770	ORYLA03877
OG0006064	STRPU_04263, STRPU_04227	ORYLA04445
OG0006065	STRPU_27214	ORYLA17451
OG0006066	STRPU_02919	ORYLA09975
OG0006067	STRPU_10735	ORYLA05884
OG0006068	STRPU_04111	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	STRPU_08343	ORYLA16979
OG0006070	STRPU_08633	ORYLA00067
OG0006071	STRPU_01540, STRPU_09419	ORYLA02579
OG0006072	STRPU_26992	ORYLA12315
OG0006073	STRPU_21503, STRPU_21493	ORYLA03080
OG0006074	STRPU_20544	ORYLA11388
OG0006075	STRPU_16094	ORYLA04806
OG0006076	STRPU_25408	ORYLA20453
OG0006077	STRPU_04795	ORYLA19036, ORYLA19037
OG0006078	STRPU_16412	ORYLA17648, ORYLA01729
OG0006079	STRPU_26784, STRPU_26778	ORYLA15110
OG0006082	STRPU_24930	ORYLA01781
OG0006083	STRPU_22371	ORYLA20342
OG0006084	STRPU_15313	ORYLA00533
OG0006085	STRPU_12466	ORYLA15317
OG0006087	STRPU_25843	ORYLA07572
OG0006092	STRPU_08624	ORYLA18231
OG0006095	STRPU_19701, STRPU_19615	ORYLA00577
OG0006096	STRPU_15273	ORYLA02341
OG0006097	STRPU_24842	ORYLA08979
OG0006098	STRPU_26067	ORYLA08847
OG0006100	STRPU_25855	ORYLA15271
OG0006102	STRPU_27044	ORYLA13664, ORYLA14108
OG0006103	STRPU_17544	ORYLA11324
OG0006104	STRPU_09062	ORYLA19385
OG0006106	STRPU_18581, STRPU_18628	ORYLA08883, ORYLA08882
OG0006107	STRPU_11721	ORYLA14542
OG0006108	STRPU_19962, STRPU_01193	ORYLA05895
OG0006110	STRPU_03981, STRPU_11061	ORYLA14511, ORYLA14510
OG0006111	STRPU_05034, STRPU_05107	ORYLA04074, ORYLA03212
OG0006112	STRPU_25281	ORYLA15289
OG0006113	STRPU_26203	ORYLA07029
OG0006114	STRPU_10300	ORYLA15533
OG0006115	STRPU_17330, STRPU_17321	ORYLA11548
OG0006117	STRPU_09000	ORYLA00077
OG0006118	STRPU_25479	ORYLA05452
OG0006119	STRPU_10196	ORYLA20488
OG0006120	STRPU_10344	ORYLA10724
OG0006121	STRPU_09824	ORYLA19436
OG0006122	STRPU_09227, STRPU_02191	ORYLA08367
OG0006123	STRPU_09425, STRPU_09424, STRPU_01535	ORYLA20495
OG0006124	STRPU_17749	ORYLA11506
OG0006125	STRPU_21202	ORYLA09691
OG0006126	STRPU_19506	ORYLA16568
OG0006127	STRPU_25576	ORYLA15251
OG0006128	STRPU_25302	ORYLA15261
OG0006129	STRPU_26715	ORYLA00354
OG0006130	STRPU_12586	ORYLA14031
OG0006131	STRPU_14598	ORYLA16375, ORYLA07912
OG0006132	STRPU_09840	ORYLA05048
OG0006133	STRPU_13783	ORYLA12772
OG0006134	STRPU_26266	ORYLA05638
OG0006136	STRPU_24568	ORYLA09430
OG0006137	STRPU_15050	ORYLA02042
OG0006138	STRPU_20639	ORYLA04799
OG0006139	STRPU_23346	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	STRPU_11468	ORYLA15551
OG0006141	STRPU_27062	ORYLA12129
OG0006144	STRPU_21054	ORYLA07543
OG0006145	STRPU_11062	ORYLA20229
OG0006146	STRPU_04626, STRPU_04648	ORYLA05029
OG0006148	STRPU_01124, STRPU_18323	ORYLA02358
OG0006149	STRPU_21724, STRPU_21659	ORYLA10488
OG0006151	STRPU_10777	ORYLA14513
OG0006152	STRPU_07362	ORYLA11733
OG0006153	STRPU_05160, STRPU_05081	ORYLA20426
OG0006155	STRPU_22606	ORYLA06089
OG0006156	STRPU_06250	ORYLA00926
OG0006158	STRPU_21452	ORYLA10442
OG0006159	STRPU_23270	ORYLA19153
OG0006160	STRPU_22733	ORYLA19637
OG0006161	STRPU_22151	ORYLA01833, ORYLA05612
OG0006162	STRPU_01133	ORYLA13159
OG0006163	STRPU_22105	ORYLA14800, ORYLA12332
OG0006164	STRPU_25715, STRPU_25697	ORYLA19800
OG0006165	STRPU_26156	ORYLA20003
OG0006167	STRPU_10405	ORYLA07176, ORYLA00415
OG0006168	STRPU_19350	ORYLA16569
OG0006169	STRPU_05382	ORYLA04271
OG0006170	STRPU_22480, STRPU_22456	ORYLA09909
OG0006171	STRPU_20534	ORYLA02054
OG0006172	STRPU_21502, STRPU_21492	ORYLA10481
OG0006174	STRPU_27051	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	STRPU_15757	ORYLA10315
OG0006177	STRPU_16507	ORYLA12090
OG0006178	STRPU_09695, STRPU_09738	ORYLA04504
OG0006179	STRPU_17636, STRPU_02283	ORYLA03657
OG0006180	STRPU_25318	ORYLA06973
OG0006181	STRPU_21607	ORYLA03672
OG0006182	STRPU_19244, STRPU_01947, STRPU_22788, STRPU_19243	ORYLA08344
OG0006183	STRPU_08323	ORYLA16825
OG0006184	STRPU_00980, STRPU_08837, STRPU_00979	ORYLA00792
OG0006185	STRPU_07916, STRPU_07945	ORYLA06316
OG0006186	STRPU_17796	ORYLA13046
OG0006187	STRPU_26431	ORYLA18889
OG0006188	STRPU_18817	ORYLA20449
OG0006189	STRPU_08831, STRPU_08835	ORYLA17086, ORYLA00060
OG0006190	STRPU_26861	ORYLA01121
OG0006191	STRPU_27211, STRPU_27195	ORYLA17482
OG0006192	STRPU_13558	ORYLA04658
OG0006193	STRPU_24910, STRPU_00135	ORYLA12955
OG0006194	STRPU_02057, STRPU_09084	ORYLA00610
OG0006195	STRPU_15506	ORYLA17204
OG0006196	STRPU_06766	ORYLA03362
OG0006198	STRPU_09299	ORYLA05262
OG0006199	STRPU_18385	ORYLA07760
OG0006200	STRPU_04371	ORYLA00176
OG0006201	STRPU_15491	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	STRPU_26076	ORYLA06744
OG0006203	STRPU_12445, STRPU_20773, STRPU_20771	ORYLA04805
OG0006204	STRPU_14341	ORYLA07934
OG0006205	STRPU_14259	ORYLA19412
OG0006206	STRPU_20862, STRPU_20898	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	STRPU_15420	ORYLA03254
OG0006208	STRPU_27004	ORYLA03811, ORYLA13086
OG0006209	STRPU_27174	ORYLA18078
OG0006210	STRPU_25590	ORYLA02264
OG0006211	STRPU_23101	ORYLA16185
OG0006214	STRPU_01311, STRPU_11636	ORYLA11041
OG0006216	STRPU_08291	ORYLA19823
OG0006217	STRPU_00330, STRPU_10993	ORYLA13873, ORYLA13874
OG0006219	STRPU_06868	ORYLA13291
OG0006220	STRPU_22264	ORYLA18843
OG0006221	STRPU_22085	ORYLA05707, ORYLA16392, ORYLA07903
OG0006223	STRPU_09883	ORYLA10674
OG0006224	STRPU_10868	ORYLA15635
OG0006225	STRPU_20911, STRPU_20910	ORYLA00226
OG0006226	STRPU_00415, STRPU_19272	ORYLA02359
OG0006227	STRPU_09462	ORYLA17980
OG0006228	STRPU_12262	ORYLA16946, ORYLA20325
OG0006229	STRPU_05866	ORYLA00480
OG0006230	STRPU_23107, STRPU_23110	ORYLA20084
OG0006231	STRPU_24403	ORYLA08845
OG0006232	STRPU_13820	ORYLA19680
OG0006233	STRPU_13467	ORYLA13531
OG0006234	STRPU_01742, STRPU_16772	ORYLA13453
OG0006235	STRPU_01370, STRPU_11572	ORYLA14597
OG0006237	STRPU_10564	ORYLA15408
OG0006240	STRPU_19611, STRPU_19704	ORYLA20183
OG0006242	STRPU_08446	ORYLA00598, ORYLA00599
OG0006243	STRPU_27273, STRPU_27257, STRPU_27274	ORYLA14098
OG0006244	STRPU_00436, STRPU_14193	ORYLA02710
OG0006245	STRPU_13947	ORYLA08633
OG0006246	STRPU_27021	ORYLA02819
OG0006247	STRPU_27023	ORYLA14475
OG0006249	STRPU_06207, STRPU_06179	ORYLA07428
OG0006250	STRPU_10406	ORYLA01481
OG0006251	STRPU_14982, STRPU_14951	ORYLA03699
OG0006252	STRPU_11094	ORYLA05842
OG0006253	STRPU_06180, STRPU_06208	ORYLA12949
OG0006254	STRPU_16653	ORYLA01467
OG0006255	STRPU_09306	ORYLA04827
OG0006256	STRPU_03708	ORYLA09128
OG0006257	STRPU_21221	ORYLA05204
OG0006258	STRPU_22243	ORYLA02984
OG0006259	STRPU_24286	ORYLA13353
OG0006260	STRPU_23807, STRPU_23840	ORYLA18938
OG0006261	STRPU_23637, STRPU_23663	ORYLA11026, ORYLA14160
OG0006262	STRPU_26187, STRPU_26186	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	STRPU_26005	ORYLA09051
OG0006264	STRPU_16839	ORYLA17584
OG0006265	STRPU_25030	ORYLA09470
OG0006266	STRPU_19599	ORYLA12795
OG0006267	STRPU_00713	ORYLA02355
OG0006268	STRPU_22660	ORYLA16048
OG0006270	STRPU_20068	ORYLA02562, ORYLA02561
OG0006271	STRPU_18098, STRPU_01786	ORYLA08585
OG0006272	STRPU_13152, STRPU_13173	ORYLA17653, ORYLA02479, ORYLA07311
OG0006273	STRPU_26237	ORYLA06300
OG0006275	STRPU_12142, STRPU_12107	ORYLA10683
OG0006277	STRPU_14370	ORYLA03972, ORYLA03476
OG0006278	STRPU_14888	ORYLA06895, ORYLA16134
OG0006279	STRPU_16950, STRPU_02016	ORYLA09965
OG0006280	STRPU_20964	ORYLA11567
OG0006281	STRPU_11014, STRPU_00353	ORYLA20123
OG0006282	STRPU_01932, STRPU_22773	ORYLA13164
OG0006283	STRPU_22252	ORYLA09291
OG0006284	STRPU_21728, STRPU_21666	ORYLA09690
OG0006286	STRPU_16014	ORYLA07043
OG0006287	STRPU_21397	ORYLA04687
OG0006288	STRPU_14900	ORYLA10709
OG0006289	STRPU_22296	ORYLA14057, ORYLA16007
OG0006290	STRPU_10553	ORYLA16144
OG0006291	STRPU_20014	ORYLA13632
OG0006292	STRPU_26178	ORYLA19865
OG0006294	STRPU_21748, STRPU_21683	ORYLA11427
OG0006295	STRPU_14216	ORYLA20007
OG0006296	STRPU_22009	ORYLA11079
OG0006297	STRPU_22310, STRPU_22329	ORYLA13740
OG0006298	STRPU_25124	ORYLA16187
OG0006299	STRPU_18039	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	STRPU_21245	ORYLA10259
OG0006302	STRPU_27009	ORYLA12680, ORYLA14790
OG0006303	STRPU_01681, STRPU_02684	ORYLA19425, ORYLA05900
OG0006304	STRPU_21283	ORYLA10170, ORYLA11894
OG0006305	STRPU_09519	ORYLA00895, ORYLA00418
OG0006306	STRPU_15639	ORYLA05428
OG0006307	STRPU_18934, STRPU_18863	ORYLA17332
OG0006309	STRPU_12063, STRPU_01235	ORYLA11286
OG0006311	STRPU_11654	ORYLA14691
OG0006312	STRPU_23848, STRPU_23814	ORYLA19224
OG0006313	STRPU_07370	ORYLA18940
OG0006314	STRPU_23080, STRPU_00665	ORYLA09968
OG0006315	STRPU_21474	ORYLA04829
OG0006317	STRPU_10725	ORYLA05717
OG0006318	STRPU_18034	ORYLA08694
OG0006320	STRPU_22674	ORYLA15063
OG0006321	STRPU_25993	ORYLA12059
OG0006322	STRPU_00885, STRPU_23011	ORYLA20137
OG0006323	STRPU_05565, STRPU_05622	ORYLA08641
OG0006324	STRPU_26127	ORYLA07027
OG0006326	STRPU_01188, STRPU_19957	ORYLA06678
OG0006327	STRPU_23568	ORYLA19841
OG0006328	STRPU_07872	ORYLA02179, ORYLA02180
OG0006329	STRPU_10024	ORYLA17793
OG0006330	STRPU_26973	ORYLA12144
OG0006331	STRPU_20670	ORYLA03044
OG0006332	STRPU_12324, STRPU_10717	ORYLA12489
OG0006333	STRPU_17334	ORYLA09732, ORYLA10226
OG0006334	STRPU_19104	ORYLA00853
OG0006335	STRPU_23723	ORYLA13756
OG0006338	STRPU_18386	ORYLA07080, ORYLA13064
OG0006339	STRPU_15481	ORYLA02765
OG0006340	STRPU_04236, STRPU_04198	ORYLA05277
OG0006341	STRPU_18283, STRPU_01173	ORYLA17094
OG0006343	STRPU_05776, STRPU_05315	ORYLA00514
OG0006344	STRPU_22520	ORYLA09235, ORYLA07107
OG0006345	STRPU_24011	ORYLA06394
OG0006346	STRPU_03986	ORYLA03560
OG0006347	STRPU_13365, STRPU_13385	ORYLA08655
OG0006348	STRPU_16050, STRPU_16039	ORYLA17683
OG0006350	STRPU_08881, STRPU_00940	ORYLA05826
OG0006351	STRPU_05847	ORYLA09454
OG0006352	STRPU_05719, STRPU_05712	ORYLA00408, ORYLA01498
OG0006353	STRPU_21115	ORYLA03383
OG0006354	STRPU_09765, STRPU_09721	ORYLA17693
OG0006355	STRPU_22379	ORYLA14059
OG0006356	STRPU_14596	ORYLA04352
OG0006357	STRPU_10912, STRPU_10702	ORYLA13109
OG0006359	STRPU_19635, STRPU_19681	ORYLA06276
OG0006360	STRPU_11561	ORYLA11287
OG0006361	STRPU_26003	ORYLA15180
OG0006362	STRPU_18132	ORYLA05430
OG0006363	STRPU_09319	ORYLA04345
OG0006364	STRPU_23794	ORYLA17402, ORYLA17403
OG0006365	STRPU_05270, STRPU_05254	ORYLA07547
OG0006366	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761	ORYLA03615
OG0006367	STRPU_07291, STRPU_07275	ORYLA10820
OG0006368	STRPU_13584, STRPU_01602	ORYLA07849
OG0006370	STRPU_19241	ORYLA09199
OG0006372	STRPU_17261	ORYLA10156
OG0006375	STRPU_01472, STRPU_08700	ORYLA07773
OG0006376	STRPU_19494	ORYLA18136
OG0006377	STRPU_26959	ORYLA02527
OG0006379	STRPU_21808	ORYLA02129
OG0006380	STRPU_05753	ORYLA01349
OG0006381	STRPU_22693	ORYLA11043, ORYLA15094
OG0006382	STRPU_21384	ORYLA10097, ORYLA10098
OG0006383	STRPU_03091	ORYLA04517
