Orthogroup	STRPU_ok	MOUSE
OG0006341	STRPU_18283, STRPU_01173	MOUSE47414
OG0006343	STRPU_05776, STRPU_05315	MOUSE48088
OG0006344	STRPU_22520	MOUSE32264
OG0006345	STRPU_24011	MOUSE21609
OG0006346	STRPU_03986	MOUSE51221
OG0006347	STRPU_13365, STRPU_13385	MOUSE02467
OG0006348	STRPU_16050, STRPU_16039	MOUSE10201, MOUSE10200, MOUSE10198, MOUSE10199
OG0006349	STRPU_18761, STRPU_18762	MOUSE20753
OG0006350	STRPU_08881, STRPU_00940	MOUSE19460
OG0006351	STRPU_05847	MOUSE29657, MOUSE29658, MOUSE29659
OG0006352	STRPU_05719, STRPU_05712	MOUSE32257
OG0006353	STRPU_21115	MOUSE42828
OG0006354	STRPU_09765, STRPU_09721	MOUSE40413, MOUSE40412
OG0006355	STRPU_22379	MOUSE40806
OG0006356	STRPU_14596	MOUSE03845, MOUSE03847, MOUSE03846
OG0006357	STRPU_10912, STRPU_10702	MOUSE22850
OG0006358	STRPU_22374	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401
OG0006359	STRPU_19635, STRPU_19681	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885
OG0006360	STRPU_11561	MOUSE02221
OG0006361	STRPU_26003	MOUSE48963, MOUSE48964
OG0006362	STRPU_18132	MOUSE34247, MOUSE34248
OG0006363	STRPU_09319	MOUSE20221
OG0006364	STRPU_23794	MOUSE20680
OG0006365	STRPU_05270, STRPU_05254	MOUSE23279, MOUSE54173, MOUSE54172
OG0006366	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761	MOUSE22776, MOUSE22775, MOUSE22774
OG0006367	STRPU_07291, STRPU_07275	MOUSE06752, MOUSE06748, MOUSE06749, MOUSE06750
OG0006368	STRPU_13584, STRPU_01602	MOUSE05618, MOUSE05617, MOUSE05620
OG0006370	STRPU_19241	MOUSE35591, MOUSE35592
OG0006372	STRPU_17261	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011
OG0006375	STRPU_01472, STRPU_08700	MOUSE16929
OG0006376	STRPU_19494	MOUSE25552, MOUSE25550, MOUSE25549, MOUSE25548, MOUSE25547
OG0006377	STRPU_26959	MOUSE13243
OG0006378	STRPU_09953, STRPU_09976	MOUSE36964, MOUSE36966, MOUSE36963
OG0006379	STRPU_21808	MOUSE07595, MOUSE07594, MOUSE07596, MOUSE07597
OG0006380	STRPU_05753	MOUSE03204
OG0006381	STRPU_22693	MOUSE02021, MOUSE02020
OG0006382	STRPU_21384	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503
OG0006383	STRPU_03091	MOUSE16422
OG0006384	STRPU_11959, STRPU_01620	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409
OG0006385	STRPU_21175	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068
OG0006386	STRPU_11720	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126
OG0006387	STRPU_17511	MOUSE16306, MOUSE34335
OG0006388	STRPU_08530	MOUSE17131, MOUSE17130, MOUSE17129, MOUSE06529
OG0006389	STRPU_17172, STRPU_17167	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583
OG0006390	STRPU_21914	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927
OG0006391	STRPU_16884	MOUSE50989, MOUSE50991, MOUSE50988
OG0006392	STRPU_17229	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925
OG0006393	STRPU_27287	MOUSE33021, MOUSE33020, MOUSE18469
OG0006394	STRPU_09231, STRPU_02196	MOUSE14264, MOUSE14265
OG0006395	STRPU_07573	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235
OG0006396	STRPU_19134	MOUSE09804, MOUSE09803
OG0006398	STRPU_18220, STRPU_01275	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321, MOUSE33325
OG0006399	STRPU_14310	MOUSE37406, MOUSE37404, MOUSE37405
OG0006401	STRPU_14011	MOUSE22412, MOUSE22413, MOUSE39948, MOUSE39947
OG0006402	STRPU_16542, STRPU_16564	MOUSE31582
OG0006405	STRPU_11573, STRPU_01369	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053
OG0006406	STRPU_05827	MOUSE05088, MOUSE05087, MOUSE44266, MOUSE05086, MOUSE05085
OG0006407	STRPU_03639, STRPU_03657	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473
OG0006408	STRPU_21447	MOUSE08267, MOUSE08266, MOUSE08265
OG0006414	STRPU_27415	MOUSE20902
OG0006442	STRPU_25425	MOUSE09109
OG0006443	STRPU_03428	MOUSE20211
OG0006446	STRPU_20195	MOUSE26085, MOUSE26086, MOUSE26084, MOUSE26083, MOUSE26082
OG0006447	STRPU_19468	MOUSE25747
OG0006448	STRPU_13247	MOUSE13317, MOUSE13318
OG0006449	STRPU_24008	MOUSE13387, MOUSE13386
OG0006452	STRPU_23318	MOUSE23482, MOUSE52797, MOUSE52796
OG0006454	STRPU_14766, STRPU_02558	MOUSE04930, MOUSE04929
OG0006456	STRPU_12981	MOUSE19867, MOUSE19868
OG0006457	STRPU_18652	MOUSE48917
OG0006458	STRPU_02922	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227
OG0006459	STRPU_26656	MOUSE27714, MOUSE27717
OG0006460	STRPU_20721	MOUSE49910
OG0006461	STRPU_22710, STRPU_00693	MOUSE52644
OG0006462	STRPU_09115, STRPU_02084	MOUSE14254, MOUSE14253
OG0006463	STRPU_26991	MOUSE19085, MOUSE19086
OG0006464	STRPU_06886	MOUSE15625, MOUSE15624
OG0006465	STRPU_21220	MOUSE08683, MOUSE08684
OG0006467	STRPU_25722	MOUSE40434, MOUSE40433, MOUSE40435
OG0006468	STRPU_25336, STRPU_25337, STRPU_25338	MOUSE32105
OG0006469	STRPU_08991	MOUSE03738
OG0006470	STRPU_09449, STRPU_01513	MOUSE36168
OG0006471	STRPU_22946	MOUSE28057, MOUSE28058
OG0006472	STRPU_06355	MOUSE38447
OG0006474	STRPU_14515	MOUSE15358, MOUSE15357, MOUSE15356
OG0006475	STRPU_02451, STRPU_13611	MOUSE39872
OG0006476	STRPU_05356	MOUSE38897
OG0006477	STRPU_04195, STRPU_04232	MOUSE47325
OG0006478	STRPU_26958	MOUSE18471, MOUSE18472
OG0006479	STRPU_10820	MOUSE35163, MOUSE35164
OG0006480	STRPU_16289	MOUSE21333
OG0006481	STRPU_03450	MOUSE02030, MOUSE51052
OG0006482	STRPU_20632	MOUSE07260, MOUSE07262
OG0006483	STRPU_21478, STRPU_21479	MOUSE07206, MOUSE07204
OG0006485	STRPU_21413	MOUSE20333
OG0006486	STRPU_23799	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975
OG0006487	STRPU_23585	MOUSE52846, MOUSE52845, MOUSE52844
OG0006488	STRPU_21848	MOUSE42690, MOUSE42689
OG0006490	STRPU_22719, STRPU_00703	MOUSE01816
OG0006491	STRPU_07329	MOUSE18971
OG0006492	STRPU_26169	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784, MOUSE49783
OG0006493	STRPU_06811	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213
OG0006494	STRPU_06616	MOUSE29560
OG0006495	STRPU_11323	MOUSE04122, MOUSE04123
OG0006496	STRPU_19486	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971
OG0006497	STRPU_00496, STRPU_15927	MOUSE12999, MOUSE12998, MOUSE13000
OG0006498	STRPU_05287	MOUSE54568, MOUSE54567
OG0006499	STRPU_19493	MOUSE23782, MOUSE23784, MOUSE23783
OG0006500	STRPU_21059	MOUSE07711, MOUSE07712, MOUSE07710
OG0006501	STRPU_20764	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337
OG0006502	STRPU_08339	MOUSE04763, MOUSE04764, MOUSE04765
OG0006503	STRPU_06604	MOUSE47999
OG0006505	STRPU_13908	MOUSE18917
OG0006506	STRPU_11643, STRPU_01307	MOUSE15973, MOUSE15972
OG0006507	STRPU_22570	MOUSE21775
OG0006508	STRPU_09544	MOUSE36086, MOUSE36085
OG0006509	STRPU_10367	MOUSE48743
OG0006510	STRPU_25970, STRPU_00228	MOUSE28964, MOUSE28965
OG0006511	STRPU_00229, STRPU_25971	MOUSE27840, MOUSE44519
OG0006512	STRPU_21460	MOUSE48697
OG0006513	STRPU_26297, STRPU_26271	MOUSE48943
OG0006514	STRPU_05328	MOUSE30039, MOUSE30040
OG0006515	STRPU_21616	MOUSE08195, MOUSE08193, MOUSE08194
OG0006516	STRPU_21000	MOUSE27482
OG0006517	STRPU_22079	MOUSE18538
OG0006518	STRPU_17445	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595
OG0006519	STRPU_20703	MOUSE24786
OG0006520	STRPU_04978	MOUSE29790, MOUSE29789
OG0006522	STRPU_00417, STRPU_14209	MOUSE04682
OG0006523	STRPU_21580	MOUSE42761
OG0006524	STRPU_23918	MOUSE39018, MOUSE39019
OG0006525	STRPU_23588	MOUSE09825, MOUSE09824, MOUSE09827, MOUSE09823, MOUSE09826
OG0006527	STRPU_08594, STRPU_00311	MOUSE06472, MOUSE06471, MOUSE06470
OG0006528	STRPU_25024	MOUSE22560, MOUSE22559, MOUSE22558
OG0006530	STRPU_26422	MOUSE30223, MOUSE30222
OG0006531	STRPU_01675, STRPU_02691	MOUSE41542
OG0006532	STRPU_18757	MOUSE01404
OG0006534	STRPU_10089, STRPU_10152	MOUSE21167
OG0006535	STRPU_12315	MOUSE41980, MOUSE41979, MOUSE41981
OG0006536	STRPU_09828	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006537	STRPU_05666	MOUSE48761
OG0006538	STRPU_25056	MOUSE26266
OG0006540	STRPU_05939	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044
OG0006541	STRPU_10007	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560
OG0006542	STRPU_04977	MOUSE29787, MOUSE29788, MOUSE29786
OG0006543	STRPU_24071	MOUSE52038
OG0006544	STRPU_25609	MOUSE28396, MOUSE28393
OG0006545	STRPU_01501, STRPU_13748	MOUSE32676, MOUSE32674
OG0006546	STRPU_21327	MOUSE08071
OG0006547	STRPU_16023	MOUSE14774
OG0006549	STRPU_22378	MOUSE14545
OG0006550	STRPU_23342	MOUSE24976
OG0006551	STRPU_19779, STRPU_00791	MOUSE30944, MOUSE30943, MOUSE30942
OG0006552	STRPU_26952	MOUSE10340, MOUSE10339
OG0006553	STRPU_08086	MOUSE38559, MOUSE38560
OG0006554	STRPU_14643	MOUSE37728, MOUSE37726, MOUSE37727
OG0006555	STRPU_22013	MOUSE22556
OG0006556	STRPU_17934	MOUSE16511
OG0006557	STRPU_15383	MOUSE02772, MOUSE02771, MOUSE02773
OG0006559	STRPU_19326	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856
OG0006560	STRPU_20993	MOUSE07751, MOUSE07752
OG0006561	STRPU_20587	MOUSE07407, MOUSE07406
OG0006562	STRPU_06844	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429
OG0006563	STRPU_20622	MOUSE11016, MOUSE11018, MOUSE11017
OG0006564	STRPU_14809	MOUSE38057
OG0006565	STRPU_22690	MOUSE39122, MOUSE10893, MOUSE10894
OG0006566	STRPU_09269	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118
OG0006568	STRPU_08066	MOUSE00150
OG0006569	STRPU_21109	MOUSE02949, MOUSE02948
OG0006570	STRPU_20410	MOUSE17869, MOUSE17870
OG0006571	STRPU_26805	MOUSE10425, MOUSE10423
OG0006572	STRPU_18818	MOUSE33656, MOUSE33655, MOUSE33654
OG0006573	STRPU_14878	MOUSE04658
OG0006574	STRPU_26558	MOUSE18407
OG0006575	STRPU_26182	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412
OG0006576	STRPU_22950	MOUSE30033
OG0006577	STRPU_19110	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	STRPU_09315	MOUSE35928, MOUSE35927
OG0006579	STRPU_19335	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955
OG0006580	STRPU_24020	MOUSE05305, MOUSE05304, MOUSE05303
OG0006581	STRPU_01609, STRPU_13590, STRPU_01610	MOUSE51836
OG0006583	STRPU_17816, STRPU_17825	MOUSE00099
OG0006584	STRPU_13851	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006585	STRPU_21817	MOUSE02985, MOUSE02986
OG0006586	STRPU_16079	MOUSE49584
OG0006587	STRPU_21289	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216
OG0006588	STRPU_23525	MOUSE55160, MOUSE55159
OG0006589	STRPU_23251	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524
OG0006590	STRPU_15244, STRPU_15188, STRPU_15243	MOUSE41529, MOUSE41530
OG0006591	STRPU_07131	MOUSE13632
OG0006592	STRPU_24085	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032
OG0006593	STRPU_23492	MOUSE53333, MOUSE53332, MOUSE53331
OG0006594	STRPU_14656	MOUSE46304, MOUSE46303
OG0006595	STRPU_04349	MOUSE11154
OG0006596	STRPU_26147	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679
OG0006597	STRPU_05370	MOUSE28239, MOUSE53941
OG0006598	STRPU_27035	MOUSE32270
OG0006599	STRPU_04862	MOUSE40426, MOUSE36734
OG0006600	STRPU_25880	MOUSE06170
OG0006601	STRPU_13192	MOUSE22934, MOUSE22935, MOUSE22936
OG0006602	STRPU_16001, STRPU_15987	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	STRPU_25457	MOUSE49497
OG0006604	STRPU_15381	MOUSE04487, MOUSE04486
OG0006605	STRPU_01316	MOUSE32522, MOUSE32521, MOUSE32523
OG0006606	STRPU_11628, STRPU_17508	MOUSE49675
OG0006607	STRPU_00854, STRPU_14066	MOUSE33913, MOUSE33912
OG0006608	STRPU_06790	MOUSE30020, MOUSE30018, MOUSE30019
OG0006609	STRPU_02383, STRPU_13693	MOUSE35588
OG0006610	STRPU_08550	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	STRPU_13531	MOUSE02492, MOUSE02494, MOUSE02493
OG0006612	STRPU_16771, STRPU_01741	MOUSE18460
OG0006613	STRPU_00899, STRPU_23025	MOUSE27701, MOUSE27702
OG0006614	STRPU_17418	MOUSE41919
OG0006615	STRPU_13873, STRPU_13881, STRPU_13874	MOUSE19081
OG0006618	STRPU_09575, STRPU_09582	MOUSE19921
OG0006619	STRPU_07564, STRPU_07569, STRPU_00595	MOUSE09213
OG0006620	STRPU_25068	MOUSE34069, MOUSE12640
OG0006621	STRPU_15128, STRPU_02508	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256
OG0006622	STRPU_06660	MOUSE33010, MOUSE55184
OG0006623	STRPU_13116, STRPU_13085	MOUSE27138
OG0006624	STRPU_13857	MOUSE10945, MOUSE10944, MOUSE10946
OG0006625	STRPU_00444, STRPU_02374	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590
OG0006626	STRPU_15047	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964
OG0006627	STRPU_17425	MOUSE18618
OG0006628	STRPU_10460	MOUSE51627
OG0006630	STRPU_23183	MOUSE51996
OG0006631	STRPU_25117	MOUSE23336, MOUSE23337, MOUSE23338
OG0006633	STRPU_07751	MOUSE09178, MOUSE09174
OG0006635	STRPU_09579, STRPU_09573	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747
OG0006636	STRPU_02074, STRPU_09103	MOUSE42187, MOUSE42189
OG0006637	STRPU_09068, STRPU_02044	MOUSE05078, MOUSE05077
OG0006638	STRPU_25845	MOUSE13820
OG0006640	STRPU_15081	MOUSE31547
OG0006641	STRPU_20953	MOUSE07840, MOUSE07838, MOUSE07839
OG0006642	STRPU_08420	MOUSE11001, MOUSE11000
OG0006645	STRPU_14446, STRPU_14429	MOUSE32599, MOUSE32598
OG0006646	STRPU_26576	MOUSE44699
OG0006647	STRPU_25982, STRPU_25981, STRPU_25980	MOUSE49193, MOUSE49195, MOUSE49196
OG0006648	STRPU_17476, STRPU_17460	MOUSE52136, MOUSE52135
OG0006649	STRPU_21293	MOUSE08158
OG0006650	STRPU_05409	MOUSE49345, MOUSE49347, MOUSE49346
OG0006651	STRPU_17251	MOUSE16196, MOUSE16198
OG0006653	STRPU_25531	MOUSE49822, MOUSE18541, MOUSE18540
OG0006654	STRPU_17381	MOUSE00565
OG0006655	STRPU_26342	MOUSE10356
OG0006656	STRPU_12656	MOUSE41568, MOUSE41567
OG0006657	STRPU_15484	MOUSE37737, MOUSE37736
OG0006658	STRPU_07917, STRPU_07946	MOUSE07435
OG0006660	STRPU_22389	MOUSE52656, MOUSE52657
OG0006661	STRPU_06601	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209
OG0006662	STRPU_03424	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	STRPU_14390	MOUSE22698
OG0006664	STRPU_20210	MOUSE13287
OG0006666	STRPU_22001	MOUSE09374, MOUSE09372
OG0006667	STRPU_23845	MOUSE51392
OG0006668	STRPU_05689	MOUSE21920
OG0006669	STRPU_18180	MOUSE13244
OG0006670	STRPU_19873, STRPU_19899	MOUSE24192, MOUSE24191
OG0006672	STRPU_21262	MOUSE34328
OG0006673	STRPU_10186	MOUSE27959
OG0006675	STRPU_09507	MOUSE48029, MOUSE48028, MOUSE48027
OG0006676	STRPU_23124, STRPU_23127	MOUSE39075, MOUSE39074
OG0006677	STRPU_06954, STRPU_08321	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277
OG0006678	STRPU_08345	MOUSE06118
OG0006679	STRPU_09874	MOUSE21390
OG0006680	STRPU_15636	MOUSE28337
OG0006681	STRPU_16624	MOUSE12651
OG0006683	STRPU_10523	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998
OG0006684	STRPU_23507	MOUSE39139, MOUSE39138
OG0006685	STRPU_07043, STRPU_08069	MOUSE35612, MOUSE19040
OG0006686	STRPU_20136	MOUSE25607
OG0006688	STRPU_25259	MOUSE12007, MOUSE12001, MOUSE12000
OG0006689	STRPU_26811	MOUSE44918, MOUSE44919, MOUSE44917
OG0006690	STRPU_23730	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006692	STRPU_24141	MOUSE05269
OG0006693	STRPU_04135	MOUSE31556
OG0006694	STRPU_17221	MOUSE00171, MOUSE00170, MOUSE00172
OG0006695	STRPU_20663	MOUSE50174, MOUSE50175, MOUSE50173
OG0006696	STRPU_22669	MOUSE02941, MOUSE02940, MOUSE02942, MOUSE07436
OG0006697	STRPU_10226	MOUSE46752, MOUSE46753, MOUSE46751
OG0006698	STRPU_25630	MOUSE32106, MOUSE32107
OG0006699	STRPU_15457	MOUSE37865, MOUSE37866
OG0006700	STRPU_09508	MOUSE22788
OG0006702	STRPU_08072	MOUSE34380, MOUSE34381, MOUSE34382
OG0006703	STRPU_07739	MOUSE21491, MOUSE21488, MOUSE21489
OG0006704	STRPU_14516	MOUSE37071, MOUSE37068, MOUSE37069
OG0006705	STRPU_10965	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541
OG0006706	STRPU_19558	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006707	STRPU_00777, STRPU_19793	MOUSE40954
OG0006708	STRPU_26392	MOUSE32301, MOUSE32300
OG0006709	STRPU_13686, STRPU_02389	MOUSE26376, MOUSE26377
OG0006710	STRPU_26369	MOUSE32429, MOUSE32428
OG0006711	STRPU_17666, STRPU_02255	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009
OG0006712	STRPU_25296	MOUSE28628
OG0006713	STRPU_21001	MOUSE07554, MOUSE07555
OG0006714	STRPU_09756, STRPU_09712	MOUSE17204, MOUSE17202, MOUSE17200, MOUSE17201
OG0006715	STRPU_22299	MOUSE09346, MOUSE55145
OG0006716	STRPU_12323, STRPU_10718	MOUSE32261, MOUSE32263, MOUSE32262
OG0006717	STRPU_21004	MOUSE20433
OG0006718	STRPU_09616	MOUSE21129, MOUSE21128, MOUSE21127
OG0006719	STRPU_08647	MOUSE03965, MOUSE03966, MOUSE03967
OG0006720	STRPU_16064	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740
OG0006721	STRPU_26848	MOUSE48435, MOUSE48434
OG0006722	STRPU_18749	MOUSE44584, MOUSE44583
OG0006723	STRPU_25900	MOUSE31003
OG0006724	STRPU_10675, STRPU_00564	MOUSE34776, MOUSE34778, MOUSE34777, MOUSE34779
OG0006725	STRPU_23338	MOUSE52635, MOUSE52636
OG0006726	STRPU_07687, STRPU_07700	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006727	STRPU_17833	MOUSE32170, MOUSE32169
OG0006728	STRPU_02468, STRPU_13597	MOUSE19069, MOUSE19071, MOUSE19070, MOUSE19068
OG0006729	STRPU_18897	MOUSE13150
OG0006730	STRPU_11531	MOUSE31099, MOUSE31097
OG0006731	STRPU_23901	MOUSE43497, MOUSE43495, MOUSE43496
OG0006732	STRPU_22092	MOUSE23249, MOUSE23247, MOUSE23248
OG0006733	STRPU_21005	MOUSE20140, MOUSE20141
OG0006734	STRPU_15759, STRPU_20707	MOUSE18229
OG0006735	STRPU_22010	MOUSE02545
OG0006736	STRPU_26075	MOUSE53272, MOUSE53273
OG0006737	STRPU_26074	MOUSE46126, MOUSE46125
OG0006738	STRPU_13647	MOUSE23304, MOUSE23306, MOUSE23305
OG0006739	STRPU_09891	MOUSE32563
OG0006740	STRPU_20437	MOUSE07457, MOUSE07458
OG0006741	STRPU_22289	MOUSE52752
OG0006742	STRPU_05005	MOUSE54682, MOUSE36508
OG0006743	STRPU_22847	MOUSE25506, MOUSE25507, MOUSE51950
OG0006744	STRPU_19434, STRPU_19428	MOUSE23065, MOUSE23068, MOUSE23070, MOUSE23610, MOUSE23609
OG0006745	STRPU_11060	MOUSE29402, MOUSE29401
OG0006748	STRPU_00148, STRPU_02912, STRPU_02911	MOUSE23094, MOUSE23095, MOUSE23093
OG0006749	STRPU_05015, STRPU_05016	MOUSE17020
OG0006750	STRPU_24309	MOUSE06621, MOUSE06620
OG0006751	STRPU_15153, STRPU_02535	MOUSE20034
OG0006752	STRPU_03141	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	STRPU_21351	MOUSE07646, MOUSE07644
OG0006754	STRPU_25256	MOUSE13935, MOUSE13936
OG0006755	STRPU_05751	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006757	STRPU_21092	MOUSE43120, MOUSE43121, MOUSE43119
OG0006758	STRPU_16693, STRPU_16666	MOUSE41066
OG0006759	STRPU_23476, STRPU_08369	MOUSE02243
OG0006760	STRPU_19230	MOUSE10493, MOUSE10494
OG0006761	STRPU_05907, STRPU_05908	MOUSE29704, MOUSE29701, MOUSE29703
OG0006762	STRPU_21058	MOUSE18804, MOUSE18805
OG0006764	STRPU_05646	MOUSE03580
OG0006765	STRPU_26318	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977
OG0006766	STRPU_06955, STRPU_06937	MOUSE54011
OG0006768	STRPU_02902	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540
OG0006769	STRPU_12966	MOUSE47278, MOUSE47276
OG0006770	STRPU_27293	MOUSE51480, MOUSE51483, MOUSE51482, MOUSE51481, MOUSE51478, MOUSE51479, MOUSE51477
OG0006772	STRPU_09775, STRPU_09732	MOUSE40319
OG0006774	STRPU_25262	MOUSE37175
OG0006775	STRPU_08762, STRPU_01401	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638
OG0006776	STRPU_02465, STRPU_13600	MOUSE05553, MOUSE05552
OG0006777	STRPU_21177	MOUSE43306, MOUSE43305
OG0006780	STRPU_20877, STRPU_20840	MOUSE07762, MOUSE07758
OG0006791	STRPU_09881	MOUSE39692, MOUSE39691, MOUSE17195
OG0006824	STRPU_22414	MOUSE41067, MOUSE41069, MOUSE41068
OG0006826	STRPU_05449	MOUSE19257
OG0006827	STRPU_19224	MOUSE33337, MOUSE33336, MOUSE33338
OG0006828	STRPU_27026	MOUSE19446, MOUSE19445
OG0006829	STRPU_09872	MOUSE40217, MOUSE40216
OG0006830	STRPU_15278	MOUSE04883
OG0006831	STRPU_09873	MOUSE21450
OG0006832	STRPU_20777	MOUSE07236
OG0006833	STRPU_26024	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348
OG0006837	STRPU_02920	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223
OG0006838	STRPU_08275	MOUSE16969
OG0006842	STRPU_18785	MOUSE48778
OG0006843	STRPU_26234	MOUSE32360, MOUSE32362, MOUSE32361
OG0006844	STRPU_26827, STRPU_26824	MOUSE27711, MOUSE27712, MOUSE27713
OG0006845	STRPU_21842	MOUSE20190, MOUSE20189
OG0006846	STRPU_21562	MOUSE07807
OG0006847	STRPU_22196	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043
OG0006848	STRPU_04780	MOUSE00822, MOUSE09570, MOUSE09569
OG0006849	STRPU_20584	MOUSE18767
OG0006850	STRPU_17760	MOUSE31600, MOUSE31599
OG0006851	STRPU_09338	MOUSE00928
OG0006852	STRPU_24270	MOUSE39158, MOUSE39157, MOUSE39159
OG0006853	STRPU_22284	MOUSE02313, MOUSE02310, MOUSE02311
OG0006856	STRPU_06068	MOUSE46141, MOUSE46142
OG0006857	STRPU_06069	MOUSE53691
OG0006858	STRPU_06698	MOUSE52288
OG0006860	STRPU_25395	MOUSE49501
OG0006861	STRPU_25033	MOUSE22554
OG0006862	STRPU_21836	MOUSE08221, MOUSE08220, MOUSE08219
OG0006863	STRPU_18218, STRPU_01273	MOUSE15893
OG0006864	STRPU_05446	MOUSE14979
OG0006865	STRPU_06290, STRPU_06335	MOUSE12914
OG0006866	STRPU_11341, STRPU_11342	MOUSE34492, MOUSE34491
OG0006867	STRPU_20626	MOUSE18748
OG0006868	STRPU_20963	MOUSE52669, MOUSE52667, MOUSE52668
OG0006869	STRPU_23709	MOUSE40651
OG0006870	STRPU_06981, STRPU_06997	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721
OG0006871	STRPU_06422	MOUSE24103, MOUSE24102
OG0006872	STRPU_25634	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856
OG0006873	STRPU_15075, STRPU_15074	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645
OG0006874	STRPU_00070, STRPU_08961	MOUSE40813, MOUSE40812
OG0006875	STRPU_14351	MOUSE51191
OG0006876	STRPU_18689	MOUSE33297, MOUSE33298, MOUSE33299
OG0006877	STRPU_05713, STRPU_05720	MOUSE51332, MOUSE51334
OG0006878	STRPU_18839	MOUSE31982
OG0006879	STRPU_00102, STRPU_11515	MOUSE14336
OG0006880	STRPU_20211	MOUSE40621, MOUSE40622
OG0006881	STRPU_05245	MOUSE45680, MOUSE45679
OG0006883	STRPU_01814	MOUSE06617, MOUSE06618, MOUSE06619
