Orthogroup	STRPU_ok	NEMVE
OG0005982	STRPU_19095	NEMVE13477
OG0005984	STRPU_19150	NEMVE24779
OG0005985	STRPU_23556	NEMVE20199
OG0005986	STRPU_20977	NEMVE02799
OG0005987	STRPU_06677	NEMVE21795
OG0005988	STRPU_03526, STRPU_03591	NEMVE12558
OG0005989	STRPU_11653	NEMVE00971
OG0005993	STRPU_12807	NEMVE11171
OG0005994	STRPU_18618	NEMVE21776
OG0005995	STRPU_06966	NEMVE02185
OG0005998	STRPU_14411	NEMVE05440
OG0006000	STRPU_20827	NEMVE18781
OG0006001	STRPU_11854	NEMVE14112
OG0006002	STRPU_12697	NEMVE13122
OG0006003	STRPU_18482, STRPU_18440	NEMVE06610
OG0006004	STRPU_25153	NEMVE24131
OG0006005	STRPU_05718, STRPU_05711	NEMVE08968, NEMVE00870
OG0006006	STRPU_04078	NEMVE24709
OG0006007	STRPU_27290	NEMVE25524
OG0006008	STRPU_08688	NEMVE24474, NEMVE00275
OG0006009	STRPU_26718	NEMVE06073
OG0006010	STRPU_14211	NEMVE22570
OG0006011	STRPU_14553	NEMVE14656
OG0006012	STRPU_27231	NEMVE23549
OG0006013	STRPU_19904	NEMVE16371
OG0006014	STRPU_05679	NEMVE00388
OG0006014	STRPU_05678	NEMVE07350
OG0006059	STRPU_25899	NEMVE05469
OG0006061	STRPU_27321	NEMVE17553
OG0006062	STRPU_05736	NEMVE13363
OG0006063	STRPU_04770	NEMVE13540
OG0006064	STRPU_04263, STRPU_04227	NEMVE05721
OG0006065	STRPU_27214	NEMVE25805
OG0006066	STRPU_02919	NEMVE25661
OG0006067	STRPU_10735	NEMVE24894
OG0006068	STRPU_04111	NEMVE21799
OG0006069	STRPU_08343	NEMVE24988
OG0006070	STRPU_08633	NEMVE15570
OG0006071	STRPU_01540, STRPU_09419	NEMVE21756, NEMVE00491
OG0006072	STRPU_26992	NEMVE01149
OG0006073	STRPU_21503, STRPU_21493	NEMVE04741
OG0006074	STRPU_20544	NEMVE24416
OG0006075	STRPU_16094	NEMVE05322
OG0006076	STRPU_25408	NEMVE14720
OG0006077	STRPU_04795	NEMVE13486
OG0006078	STRPU_16412	NEMVE22623
OG0006079	STRPU_26784, STRPU_26778	NEMVE00907
OG0006080	STRPU_11206, STRPU_11502, STRPU_05275, STRPU_05259	NEMVE16967, NEMVE16537
OG0006081	STRPU_12339	NEMVE06868, NEMVE06886
OG0006083	STRPU_22371	NEMVE09309
OG0006084	STRPU_15313	NEMVE14424
OG0006085	STRPU_12466	NEMVE25339
OG0006086	STRPU_11435	NEMVE15619
OG0006087	STRPU_25843	NEMVE15939
OG0006088	STRPU_27379	NEMVE25387
OG0006090	STRPU_20596	NEMVE19748, NEMVE13984
OG0006092	STRPU_08624	NEMVE13186
OG0006094	STRPU_06351	NEMVE09647, NEMVE00091
OG0006095	STRPU_19701, STRPU_19615	NEMVE13885
OG0006096	STRPU_15273	NEMVE14691
OG0006097	STRPU_24842	NEMVE05832
OG0006098	STRPU_26067	NEMVE06004
OG0006100	STRPU_25855	NEMVE22711
OG0006101	STRPU_22455, STRPU_22479	NEMVE15100
OG0006102	STRPU_27044	NEMVE14968
OG0006103	STRPU_17544	NEMVE00283, NEMVE17723
OG0006104	STRPU_09062	NEMVE14961
OG0006106	STRPU_18581, STRPU_18628	NEMVE19009
OG0006107	STRPU_11721	NEMVE11460, NEMVE00688
OG0006108	STRPU_19962, STRPU_01193	NEMVE08391
OG0006109	STRPU_25592	NEMVE08206, NEMVE05427
OG0006111	STRPU_05034, STRPU_05107	NEMVE02016
OG0006112	STRPU_25281	NEMVE03287
OG0006113	STRPU_26203	NEMVE09892
OG0006116	STRPU_21121	NEMVE24918
OG0006117	STRPU_09000	NEMVE10567
OG0006118	STRPU_25479	NEMVE10454
OG0006119	STRPU_10196	NEMVE15295
OG0006120	STRPU_10344, STRPU_00038	NEMVE22945
OG0006121	STRPU_09824	NEMVE22058
OG0006122	STRPU_09227, STRPU_02191	NEMVE25204
OG0006123	STRPU_09425, STRPU_09424, STRPU_01535	NEMVE23157
OG0006124	STRPU_17749	NEMVE24761
OG0006125	STRPU_21202	NEMVE09196
OG0006127	STRPU_25576	NEMVE07015, NEMVE07020
OG0006128	STRPU_25302	NEMVE20876, NEMVE00022
OG0006129	STRPU_26715	NEMVE14942
OG0006130	STRPU_12586	NEMVE04868
OG0006131	STRPU_14598	NEMVE08917
OG0006132	STRPU_09840	NEMVE08985
OG0006133	STRPU_13783	NEMVE08114
OG0006134	STRPU_26266	NEMVE11232
OG0006135	STRPU_10423	NEMVE22868
OG0006136	STRPU_24568	NEMVE09172
OG0006137	STRPU_15050	NEMVE03361
OG0006139	STRPU_23345	NEMVE20424
OG0006139	STRPU_23346	NEMVE05201
OG0006140	STRPU_11468	NEMVE12679, NEMVE23573, NEMVE12694
OG0006141	STRPU_27062	NEMVE16961, NEMVE12186
OG0006144	STRPU_21054	NEMVE14741
OG0006145	STRPU_11062	NEMVE22056
OG0006146	STRPU_04626, STRPU_04648	NEMVE13821
OG0006147	STRPU_23340	NEMVE04643
OG0006148	STRPU_01124, STRPU_18323	NEMVE05857
OG0006149	STRPU_21724, STRPU_21659	NEMVE05652
OG0006152	STRPU_07362	NEMVE05428
OG0006154	STRPU_21900	NEMVE04665
OG0006156	STRPU_06250	NEMVE22637
OG0006157	STRPU_05938, STRPU_06887	NEMVE22256
OG0006158	STRPU_21452	NEMVE13934
OG0006159	STRPU_23270	NEMVE21764
OG0006160	STRPU_22733	NEMVE10555
OG0006161	STRPU_22151	NEMVE14243
OG0006162	STRPU_01133	NEMVE22665
OG0006163	STRPU_22105	NEMVE21775
OG0006164	STRPU_25715, STRPU_25697	NEMVE10175
OG0006165	STRPU_26156	NEMVE00991
OG0006167	STRPU_10405	NEMVE16792
OG0006168	STRPU_19350	NEMVE13971, NEMVE20353
OG0006169	STRPU_05382	NEMVE14671
OG0006172	STRPU_21502, STRPU_21492	NEMVE13167, NEMVE05065
OG0006175	STRPU_24968	NEMVE18128
OG0006176	STRPU_15757	NEMVE21887
OG0006177	STRPU_16507	NEMVE24866
OG0006178	STRPU_09695, STRPU_09738	NEMVE22323
OG0006179	STRPU_17636, STRPU_02283	NEMVE19339
OG0006180	STRPU_25318	NEMVE18458
OG0006181	STRPU_21607	NEMVE25734
OG0006182	STRPU_19244, STRPU_01947, STRPU_22788, STRPU_19243	NEMVE05762
OG0006183	STRPU_08323	NEMVE14948, NEMVE03107
OG0006184	STRPU_00980, STRPU_08837, STRPU_00979	NEMVE17784
OG0006185	STRPU_07916, STRPU_07945	NEMVE24611
OG0006186	STRPU_17796	NEMVE21867
OG0006187	STRPU_26431	NEMVE05382
OG0006188	STRPU_18817	NEMVE09360
OG0006189	STRPU_08831, STRPU_08835	NEMVE13369
OG0006190	STRPU_26861	NEMVE22544
OG0006191	STRPU_27211, STRPU_27195	NEMVE14192
OG0006192	STRPU_13558	NEMVE19051
OG0006193	STRPU_24910, STRPU_00135	NEMVE01569
OG0006194	STRPU_02057, STRPU_09084	NEMVE17786
OG0006196	STRPU_06766	NEMVE22533
OG0006198	STRPU_09299	NEMVE13914
OG0006199	STRPU_18385	NEMVE13782
OG0006200	STRPU_04371	NEMVE24742
OG0006201	STRPU_15491	NEMVE09432
OG0006202	STRPU_26076	NEMVE13627
OG0006203	STRPU_12445, STRPU_20773, STRPU_20771	NEMVE13215
OG0006204	STRPU_14341	NEMVE14772
OG0006205	STRPU_14259	NEMVE24610, NEMVE08234
OG0006206	STRPU_20862, STRPU_20898	NEMVE22988
OG0006207	STRPU_15420	NEMVE19532
OG0006208	STRPU_27004	NEMVE00290, NEMVE16123
OG0006210	STRPU_25590	NEMVE01490
OG0006211	STRPU_23101	NEMVE02354, NEMVE06731
OG0006212	STRPU_09270	NEMVE18569
OG0006213	STRPU_24169	NEMVE01050
OG0006214	STRPU_01311, STRPU_11636	NEMVE08088
OG0006216	STRPU_08291	NEMVE22955
OG0006217	STRPU_00330, STRPU_10993	NEMVE07259
OG0006219	STRPU_06868	NEMVE09275
OG0006220	STRPU_22264	NEMVE07122
OG0006223	STRPU_09883	NEMVE21837
OG0006224	STRPU_10868	NEMVE12014, NEMVE21951
OG0006225	STRPU_20911, STRPU_20910	NEMVE12661
OG0006226	STRPU_00415, STRPU_19272	NEMVE09907, NEMVE06472
OG0006227	STRPU_09462	NEMVE15408
OG0006228	STRPU_12262	NEMVE25666
OG0006230	STRPU_23107, STRPU_23110	NEMVE16928
OG0006231	STRPU_24403	NEMVE14090
OG0006232	STRPU_13820	NEMVE15602, NEMVE23130
OG0006233	STRPU_13467	NEMVE12454, NEMVE11317
OG0006234	STRPU_01742, STRPU_16772	NEMVE25467
OG0006235	STRPU_01370, STRPU_11572	NEMVE24526
OG0006237	STRPU_10564	NEMVE00882
OG0006238	STRPU_12641	NEMVE04846
OG0006239	STRPU_26094	NEMVE18923
OG0006240	STRPU_19611, STRPU_19704	NEMVE05672
OG0006241	STRPU_20065	NEMVE16895
OG0006242	STRPU_08446	NEMVE09046, NEMVE01436
OG0006243	STRPU_27273, STRPU_27257, STRPU_27274	NEMVE08148
OG0006244	STRPU_00436, STRPU_14193	NEMVE14135
OG0006245	STRPU_13947	NEMVE04926
OG0006246	STRPU_27021	NEMVE09317
OG0006247	STRPU_27023	NEMVE13374
OG0006248	STRPU_12984	NEMVE22580
OG0006249	STRPU_06207, STRPU_06179	NEMVE21889
OG0006250	STRPU_10406	NEMVE01589
OG0006251	STRPU_14982, STRPU_14951	NEMVE05445
OG0006252	STRPU_11094	NEMVE23338, NEMVE21684
OG0006253	STRPU_06180, STRPU_06208	NEMVE10852
OG0006254	STRPU_16653	NEMVE08534, NEMVE22025
OG0006255	STRPU_09306	NEMVE14995
OG0006256	STRPU_03708	NEMVE13397
OG0006257	STRPU_21221	NEMVE06919, NEMVE09259
OG0006258	STRPU_22243	NEMVE12417, NEMVE14713
OG0006259	STRPU_24286	NEMVE05775
OG0006260	STRPU_23807, STRPU_23840	NEMVE24580
OG0006261	STRPU_23637, STRPU_23663	NEMVE10883, NEMVE12471
OG0006262	STRPU_26187, STRPU_26186	NEMVE09180
OG0006263	STRPU_26005	NEMVE25155
OG0006264	STRPU_16839	NEMVE15072
OG0006265	STRPU_25030	NEMVE00668
OG0006266	STRPU_19599	NEMVE08597
OG0006267	STRPU_00713, STRPU_04421	NEMVE00987
OG0006269	STRPU_23532	NEMVE15813
OG0006270	STRPU_20068	NEMVE20878, NEMVE00161
OG0006271	STRPU_18098, STRPU_01786	NEMVE12840
OG0006274	STRPU_19216, STRPU_18945, STRPU_11320, STRPU_18043, STRPU_26835, STRPU_18044, STRPU_26836, STRPU_20426, STRPU_20425, STRPU_19541, STRPU_19211	NEMVE22745
OG0006275	STRPU_12142, STRPU_12107	NEMVE12634
OG0006276	STRPU_04600, STRPU_21466	NEMVE24771
OG0006277	STRPU_14370	NEMVE22696
OG0006278	STRPU_14888	NEMVE13767
OG0006279	STRPU_16950, STRPU_02016	NEMVE08460, NEMVE03244
OG0006280	STRPU_20964	NEMVE13464
OG0006281	STRPU_11014, STRPU_00353	NEMVE17531
OG0006282	STRPU_01932, STRPU_22773	NEMVE05748
OG0006283	STRPU_22252	NEMVE22907
OG0006284	STRPU_21728, STRPU_21666	NEMVE09500
OG0006287	STRPU_21397	NEMVE20843, NEMVE02387
OG0006288	STRPU_14900	NEMVE14534
OG0006289	STRPU_22296	NEMVE07416
OG0006290	STRPU_10553	NEMVE07329
OG0006291	STRPU_20014	NEMVE06491
OG0006292	STRPU_26178	NEMVE11038
OG0006293	STRPU_14168	NEMVE01946
OG0006294	STRPU_21748, STRPU_21683	NEMVE05761
OG0006295	STRPU_14216	NEMVE17572
OG0006296	STRPU_22009	NEMVE15015
OG0006297	STRPU_22310, STRPU_22329	NEMVE12058
OG0006298	STRPU_25124	NEMVE23496
OG0006299	STRPU_18039	NEMVE16974
OG0006300	STRPU_21603	NEMVE17136
OG0006301	STRPU_21245	NEMVE14030, NEMVE10171
OG0006302	STRPU_27009	NEMVE14020
OG0006304	STRPU_21283	NEMVE13935
OG0006305	STRPU_09519	NEMVE22239
OG0006306	STRPU_15639	NEMVE07331
OG0006307	STRPU_18934, STRPU_18863	NEMVE23833
OG0006308	STRPU_15214, STRPU_15161	NEMVE14134
OG0006309	STRPU_12063, STRPU_01235	NEMVE14028
OG0006310	STRPU_11996, STRPU_01662	NEMVE09818
OG0006311	STRPU_11654	NEMVE19440, NEMVE17820, NEMVE19918
OG0006312	STRPU_23848, STRPU_23814	NEMVE18372
OG0006313	STRPU_07370	NEMVE22686
OG0006314	STRPU_23080, STRPU_00665	NEMVE24333, NEMVE21005
OG0006315	STRPU_21474	NEMVE15833
OG0006316	STRPU_19017	NEMVE09340, NEMVE20670, NEMVE03501
OG0006317	STRPU_10725	NEMVE22179, NEMVE24570
OG0006318	STRPU_18034	NEMVE07253
OG0006319	STRPU_10938	NEMVE06270
OG0006320	STRPU_22674	NEMVE02287
OG0006321	STRPU_25993	NEMVE11987
OG0006322	STRPU_00885, STRPU_23011	NEMVE11564, NEMVE20664
OG0006323	STRPU_05565, STRPU_05622	NEMVE24425
OG0006324	STRPU_26127	NEMVE23239
OG0006325	STRPU_19352	NEMVE12445, NEMVE02974
OG0006326	STRPU_01188, STRPU_19957	NEMVE15759
OG0006327	STRPU_23568	NEMVE24917
OG0006329	STRPU_10024	NEMVE21689
OG0006330	STRPU_26973	NEMVE14456
OG0006331	STRPU_20670	NEMVE13643
OG0006332	STRPU_12324, STRPU_10717	NEMVE08037
OG0006334	STRPU_19104	NEMVE13329
OG0006335	STRPU_23723	NEMVE23896
OG0006336	STRPU_18473, STRPU_18430	NEMVE24651
OG0006337	STRPU_27122	NEMVE14196
OG0006338	STRPU_18386	NEMVE24080
OG0006339	STRPU_15481	NEMVE23824
OG0006340	STRPU_04236, STRPU_04198	NEMVE10948
OG0006341	STRPU_18283, STRPU_01173	NEMVE12553, NEMVE14094
OG0006343	STRPU_05776, STRPU_05315	NEMVE25328
OG0006344	STRPU_22520	NEMVE22317
OG0006345	STRPU_24011	NEMVE21962
OG0006346	STRPU_03986	NEMVE05891
OG0006347	STRPU_13365, STRPU_13385	NEMVE21968
OG0006348	STRPU_16050, STRPU_16039	NEMVE23591, NEMVE26005, NEMVE16247
OG0006349	STRPU_18761, STRPU_18762	NEMVE06197
OG0006350	STRPU_08881, STRPU_00940	NEMVE14391
OG0006352	STRPU_05719, STRPU_05712	NEMVE14684
OG0006353	STRPU_21115	NEMVE13981, NEMVE21258
OG0006354	STRPU_09765, STRPU_09721	NEMVE13631
OG0006355	STRPU_22379	NEMVE20104, NEMVE11281, NEMVE04679
OG0006356	STRPU_14596	NEMVE09654
OG0006357	STRPU_10912, STRPU_10702	NEMVE24732
OG0006358	STRPU_22374	NEMVE22790
OG0006359	STRPU_19635, STRPU_19681	NEMVE21463, NEMVE10116
OG0006360	STRPU_11561	NEMVE11945, NEMVE14950, NEMVE09722
OG0006361	STRPU_26003	NEMVE24246
OG0006362	STRPU_18132	NEMVE15117
OG0006363	STRPU_09319	NEMVE09625
OG0006364	STRPU_23794	NEMVE05230, NEMVE00679
OG0006365	STRPU_05270, STRPU_05254	NEMVE21950
OG0006366	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761	NEMVE11264
OG0006368	STRPU_13584, STRPU_01602	NEMVE22823
OG0006370	STRPU_19241	NEMVE05218
OG0006371	STRPU_14922, STRPU_14920, STRPU_14917, STRPU_14918	NEMVE22625
OG0006372	STRPU_17261	NEMVE09290
OG0006375	STRPU_01472, STRPU_08700	NEMVE11513
OG0006376	STRPU_19494	NEMVE23782
OG0006377	STRPU_26959	NEMVE16226
OG0006378	STRPU_09953, STRPU_09976	NEMVE15636
OG0006379	STRPU_21808	NEMVE15844
OG0006381	STRPU_22693	NEMVE22611
OG0006383	STRPU_03091	NEMVE13729
OG0006384	STRPU_11959, STRPU_01620	NEMVE25542
OG0006385	STRPU_21175	NEMVE19329
OG0006386	STRPU_11720	NEMVE01150, NEMVE00239
OG0006387	STRPU_17511	NEMVE24021
OG0006389	STRPU_17172, STRPU_17167	NEMVE21903
OG0006391	STRPU_16884	NEMVE13206
OG0006392	STRPU_17229	NEMVE14704, NEMVE12102
OG0006393	STRPU_27287	NEMVE22326
OG0006394	STRPU_09231, STRPU_02196	NEMVE15490
OG0006395	STRPU_07573	NEMVE21779
OG0006396	STRPU_19134	NEMVE07776
OG0006398	STRPU_18220, STRPU_01275	NEMVE12068
OG0006399	STRPU_14310	NEMVE05412
OG0006401	STRPU_14011	NEMVE14644
OG0006402	STRPU_16542, STRPU_16564	NEMVE11176
OG0006405	STRPU_11573, STRPU_01369	NEMVE14193
OG0006408	STRPU_21447	NEMVE13922
OG0006442	STRPU_25425	NEMVE04542, NEMVE04555
OG0006443	STRPU_03428	NEMVE24139
OG0006447	STRPU_19468	NEMVE14227
OG0006448	STRPU_13247	NEMVE14631
OG0006449	STRPU_24008	NEMVE14465
OG0006452	STRPU_23318	NEMVE22045
OG0006454	STRPU_14766, STRPU_02558	NEMVE01525
OG0006456	STRPU_12981	NEMVE14689
OG0006457	STRPU_18652	NEMVE02219
OG0006458	STRPU_02922	NEMVE23830
OG0006459	STRPU_26656	NEMVE15405
OG0006460	STRPU_20721	NEMVE05063
OG0006461	STRPU_22710, STRPU_00693	NEMVE25171
OG0006462	STRPU_09115, STRPU_02084	NEMVE13915
OG0006463	STRPU_26991	NEMVE06047
OG0006464	STRPU_06886	NEMVE13731
OG0006468	STRPU_25336, STRPU_25337, STRPU_25338	NEMVE22441, NEMVE22470
OG0006469	STRPU_08991	NEMVE10571
OG0006470	STRPU_09449, STRPU_01513	NEMVE04834
OG0006472	STRPU_06355	NEMVE04638
OG0006474	STRPU_14515	NEMVE04607
OG0006475	STRPU_02451, STRPU_13611	NEMVE13355
OG0006476	STRPU_05356	NEMVE13672
OG0006478	STRPU_26958	NEMVE08604
OG0006479	STRPU_10820	NEMVE25506
OG0006480	STRPU_16289	NEMVE14859
OG0006481	STRPU_03450	NEMVE14750
OG0006482	STRPU_20632	NEMVE03006
OG0006483	STRPU_21478, STRPU_21479	NEMVE17969
OG0006485	STRPU_21413	NEMVE22268
OG0006486	STRPU_23799	NEMVE14560
OG0006487	STRPU_23585	NEMVE07085
OG0006488	STRPU_21848	NEMVE02068
OG0006490	STRPU_22719, STRPU_00703	NEMVE14501
OG0006491	STRPU_07329	NEMVE05407
OG0006493	STRPU_06811	NEMVE19349
OG0006494	STRPU_06616	NEMVE14035
OG0006496	STRPU_19486	NEMVE00019
OG0006497	STRPU_00496, STRPU_15927	NEMVE24844
OG0006498	STRPU_05287	NEMVE14543
OG0006500	STRPU_21059	NEMVE07205
OG0006501	STRPU_20764	NEMVE11638, NEMVE12339, NEMVE13908
OG0006502	STRPU_08339	NEMVE23114
OG0006503	STRPU_06604	NEMVE13506
OG0006504	STRPU_14410	NEMVE14016
OG0006505	STRPU_13908	NEMVE14629
OG0006506	STRPU_11643, STRPU_01307	NEMVE14719
OG0006507	STRPU_22570	NEMVE00425, NEMVE01835
OG0006508	STRPU_09544	NEMVE08993, NEMVE21341
OG0006509	STRPU_10367	NEMVE24726
OG0006510	STRPU_25970, STRPU_00228	NEMVE15703
OG0006511	STRPU_00229, STRPU_25971	NEMVE14251
OG0006512	STRPU_21460	NEMVE22978
OG0006513	STRPU_26297, STRPU_26271	NEMVE15730
OG0006514	STRPU_05328	NEMVE21783
OG0006515	STRPU_21616	NEMVE04937
OG0006516	STRPU_21000	NEMVE06592
OG0006517	STRPU_22079	NEMVE18893, NEMVE20520
OG0006518	STRPU_17445	NEMVE13789
OG0006519	STRPU_20703	NEMVE13465
OG0006520	STRPU_04978	NEMVE22333
OG0006522	STRPU_00417, STRPU_14209	NEMVE06557, NEMVE20051
OG0006523	STRPU_21580	NEMVE25529
OG0006524	STRPU_23918	NEMVE24587, NEMVE06481
OG0006525	STRPU_23588	NEMVE22491
OG0006527	STRPU_08594, STRPU_00311	NEMVE08764
OG0006528	STRPU_25024	NEMVE22210
OG0006530	STRPU_26422	NEMVE02091
OG0006532	STRPU_18757	NEMVE08321
OG0006533	STRPU_02314, STRPU_18116	NEMVE04409
OG0006534	STRPU_10089, STRPU_10152	NEMVE19297
OG0006535	STRPU_12315	NEMVE06896
OG0006536	STRPU_09828	NEMVE17923
OG0006537	STRPU_05666	NEMVE03134, NEMVE02559
OG0006538	STRPU_25056	NEMVE23417
OG0006540	STRPU_05939	NEMVE14709
OG0006541	STRPU_10007	NEMVE16807
OG0006542	STRPU_04977	NEMVE14992, NEMVE10018
OG0006543	STRPU_24071	NEMVE14466, NEMVE04354
OG0006544	STRPU_25609	NEMVE14328
OG0006545	STRPU_01501, STRPU_13748	NEMVE18966
OG0006546	STRPU_21327	NEMVE05077
OG0006547	STRPU_16023	NEMVE14179
OG0006548	STRPU_12868	NEMVE03418, NEMVE21513
OG0006549	STRPU_22378	NEMVE14235, NEMVE01817
OG0006550	STRPU_23342	NEMVE08614
OG0006551	STRPU_19779, STRPU_00791	NEMVE18896
OG0006552	STRPU_26952	NEMVE14982
OG0006553	STRPU_08086	NEMVE08520
OG0006554	STRPU_14643	NEMVE11077
OG0006555	STRPU_22013	NEMVE16609
OG0006556	STRPU_17934	NEMVE14156
OG0006557	STRPU_15383	NEMVE13737
OG0006559	STRPU_19326	NEMVE21703
OG0006560	STRPU_20993	NEMVE18516
OG0006561	STRPU_20587	NEMVE13352
OG0006562	STRPU_06844	NEMVE14938
OG0006563	STRPU_20622	NEMVE13142
OG0006564	STRPU_14809	NEMVE13427
OG0006565	STRPU_22690	NEMVE11088
OG0006566	STRPU_09269	NEMVE18626
OG0006567	STRPU_07104	NEMVE23190
OG0006568	STRPU_08066	NEMVE19392, NEMVE19291
OG0006569	STRPU_21109	NEMVE17890
OG0006570	STRPU_20410	NEMVE14036
OG0006571	STRPU_26805	NEMVE19259
OG0006572	STRPU_18818	NEMVE16268
OG0006573	STRPU_14878	NEMVE24473
OG0006574	STRPU_26558	NEMVE18114
OG0006575	STRPU_26181, STRPU_26182	NEMVE17612
OG0006576	STRPU_22950, STRPU_04618	NEMVE17507
OG0006577	STRPU_19110	NEMVE17589
OG0006578	STRPU_09315	NEMVE14360
OG0006580	STRPU_24020	NEMVE13359
OG0006581	STRPU_01609, STRPU_13590, STRPU_01610	NEMVE04969
OG0006582	STRPU_26817	NEMVE10731
OG0006583	STRPU_17816, STRPU_17825	NEMVE06578
OG0006584	STRPU_13851	NEMVE13873
OG0006585	STRPU_21817	NEMVE07777, NEMVE12311
OG0006586	STRPU_16079	NEMVE02913, NEMVE05314
OG0006587	STRPU_21289	NEMVE23322
OG0006588	STRPU_23525	NEMVE02714, NEMVE13440, NEMVE13441
OG0006589	STRPU_23251	NEMVE08161
OG0006590	STRPU_15244, STRPU_15188, STRPU_15243	NEMVE05361
OG0006591	STRPU_07131	NEMVE14253
OG0006592	STRPU_24085	NEMVE02392
OG0006593	STRPU_23492	NEMVE12550
OG0006594	STRPU_14656	NEMVE14133
OG0006595	STRPU_04349	NEMVE14900
OG0006596	STRPU_26147	NEMVE21882
OG0006597	STRPU_05370	NEMVE08474, NEMVE00517
OG0006598	STRPU_27035	NEMVE20869, NEMVE13702
OG0006600	STRPU_25880	NEMVE09809
OG0006601	STRPU_13192	NEMVE21238, NEMVE06630, NEMVE23851
OG0006602	STRPU_16001, STRPU_15987	NEMVE22737
OG0006603	STRPU_25457	NEMVE13346
OG0006604	STRPU_15381	NEMVE25234
OG0006605	STRPU_01316	NEMVE14469
OG0006606	STRPU_11628, STRPU_17508	NEMVE08978
OG0006607	STRPU_00854, STRPU_14066	NEMVE07507
OG0006608	STRPU_06790	NEMVE25300, NEMVE11908
OG0006610	STRPU_08550	NEMVE05164
OG0006611	STRPU_13531	NEMVE03049, NEMVE05376, NEMVE20908
OG0006612	STRPU_16771, STRPU_01741	NEMVE25494
OG0006613	STRPU_00899, STRPU_23025	NEMVE23363
OG0006614	STRPU_17418	NEMVE04847
OG0006615	STRPU_13873, STRPU_13881, STRPU_13874	NEMVE08793
OG0006616	STRPU_06882	NEMVE20547, NEMVE13459
OG0006618	STRPU_09575, STRPU_09582	NEMVE09184
OG0006619	STRPU_07564, STRPU_07569, STRPU_00595	NEMVE24711
OG0006621	STRPU_15128, STRPU_02508	NEMVE02138
OG0006622	STRPU_06660	NEMVE14827
OG0006623	STRPU_13116, STRPU_13085	NEMVE12206, NEMVE10717
OG0006624	STRPU_13857	NEMVE05837
OG0006625	STRPU_00444, STRPU_02374	NEMVE16423
OG0006626	STRPU_15047	NEMVE13430
OG0006627	STRPU_17425	NEMVE24706, NEMVE17757
OG0006628	STRPU_10460	NEMVE05340
OG0006630	STRPU_23183	NEMVE14529
OG0006631	STRPU_25117	NEMVE21598, NEMVE22840
OG0006633	STRPU_07751	NEMVE10562
OG0006636	STRPU_02074, STRPU_09103	NEMVE02023
OG0006637	STRPU_09068, STRPU_02044	NEMVE09116
OG0006638	STRPU_25844, STRPU_25845	NEMVE10130
OG0006640	STRPU_15081	NEMVE16586
OG0006641	STRPU_20953	NEMVE23007
OG0006642	STRPU_08420	NEMVE24819, NEMVE00921
OG0006644	STRPU_25597, STRPU_25595	NEMVE09006
OG0006645	STRPU_14446, STRPU_14429	NEMVE09395
OG0006646	STRPU_26576	NEMVE12960
OG0006647	STRPU_25982, STRPU_25981, STRPU_25980	NEMVE14917
OG0006648	STRPU_17476, STRPU_17460	NEMVE20212
OG0006649	STRPU_21293	NEMVE20949
OG0006651	STRPU_17251	NEMVE24687
OG0006652	STRPU_21444	NEMVE08952
OG0006654	STRPU_17381	NEMVE00967, NEMVE02443
OG0006655	STRPU_26342	NEMVE21990
OG0006656	STRPU_12656	NEMVE22874
OG0006657	STRPU_15484	NEMVE07568
OG0006658	STRPU_07917, STRPU_07946	NEMVE08447, NEMVE14700
OG0006659	STRPU_22398	NEMVE14197
OG0006660	STRPU_22389	NEMVE24206
OG0006661	STRPU_06601	NEMVE20209
OG0006662	STRPU_03424	NEMVE14723
OG0006663	STRPU_14390	NEMVE25118
OG0006664	STRPU_20210	NEMVE00897
OG0006666	STRPU_22001	NEMVE15097
OG0006667	STRPU_23811, STRPU_03706, STRPU_23845	NEMVE14509
OG0006668	STRPU_05689	NEMVE13784
OG0006669	STRPU_18180	NEMVE01621, NEMVE12149
OG0006670	STRPU_19873, STRPU_19899	NEMVE14438
OG0006671	STRPU_10970, STRPU_11401, STRPU_11402	NEMVE22584
OG0006672	STRPU_21262	NEMVE07938
OG0006673	STRPU_10186	NEMVE13899
OG0006674	STRPU_01780, STRPU_18092	NEMVE22962, NEMVE20781
OG0006675	STRPU_09507	NEMVE04979
OG0006676	STRPU_23124, STRPU_23127	NEMVE15782
OG0006677	STRPU_06954, STRPU_08321	NEMVE22635
OG0006678	STRPU_08345	NEMVE15058
OG0006679	STRPU_09874	NEMVE22315, NEMVE15890
OG0006681	STRPU_16624	NEMVE24851
OG0006682	STRPU_03469	NEMVE06762, NEMVE23914
OG0006683	STRPU_10523	NEMVE16605
OG0006684	STRPU_23507	NEMVE17767
OG0006686	STRPU_20136	NEMVE25052
OG0006687	STRPU_17488	NEMVE14655
OG0006688	STRPU_25259	NEMVE02085
OG0006689	STRPU_26811	NEMVE24146, NEMVE12853
OG0006690	STRPU_23730	NEMVE23260
OG0006691	STRPU_13569, STRPU_01588	NEMVE14331
OG0006692	STRPU_24141	NEMVE14555
OG0006693	STRPU_04135	NEMVE15971
OG0006694	STRPU_17221	NEMVE06376
OG0006695	STRPU_20663	NEMVE19387
OG0006696	STRPU_22669	NEMVE22693
OG0006697	STRPU_10226	NEMVE13214
