Orthogroup	STRPU_ok	DANRE
OG0005437	STRPU_21555	DANRE37484
OG0005438	STRPU_20419	DANRE36447
OG0005439	STRPU_24295	DANRE18501, DANRE18502
OG0005440	STRPU_26598	DANRE28407, DANRE28408
OG0005441	STRPU_25470	DANRE09160
OG0005442	STRPU_25160	DANRE01762
OG0005443	STRPU_21789	DANRE18748, DANRE17411
OG0005444	STRPU_07952, STRPU_07961	DANRE24370, DANRE24371, DANRE23295, DANRE23296
OG0005445	STRPU_07170	DANRE13527
OG0005446	STRPU_17943	DANRE18147
OG0005447	STRPU_03853	DANRE19850, DANRE07990, DANRE07991, DANRE19848, DANRE19849
OG0005448	STRPU_17912	DANRE40554, DANRE00566
OG0005449	STRPU_08610, STRPU_08616	DANRE28666, DANRE28667
OG0005450	STRPU_05383	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	STRPU_07609	DANRE26347
OG0005452	STRPU_23116, STRPU_23115	DANRE25984, DANRE25985, DANRE25983
OG0005453	STRPU_05023, STRPU_05022	DANRE20136, DANRE20135
OG0005454	STRPU_01941, STRPU_22783	DANRE08856, DANRE08857
OG0005455	STRPU_13490	DANRE27358, DANRE27359, DANRE38815
OG0005456	STRPU_21024	DANRE10714, DANRE10713
OG0005457	STRPU_25940, STRPU_00206, STRPU_25939	DANRE38620, DANRE38621
OG0005458	STRPU_25211	DANRE09409, DANRE15046, DANRE15047, DANRE15045
OG0005459	STRPU_23361	DANRE12592, DANRE12590, DANRE12591
OG0005460	STRPU_12506, STRPU_00631	DANRE24305, DANRE24304
OG0005461	STRPU_13808	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	STRPU_12801	DANRE29636, DANRE29637, DANRE29638
OG0005463	STRPU_00645, STRPU_23059	DANRE12733
OG0005464	STRPU_26048	DANRE22331
OG0005465	STRPU_21146	DANRE05457
OG0005466	STRPU_23396	DANRE36578
OG0005467	STRPU_21457	DANRE05926, DANRE05927
OG0005468	STRPU_25503	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	STRPU_25633	DANRE30812
OG0005470	STRPU_18165, STRPU_18149	DANRE06466, DANRE06467
OG0005471	STRPU_14864, STRPU_14846	DANRE07422
OG0005472	STRPU_07011	DANRE36260, DANRE36259
OG0005474	STRPU_08208	DANRE03400
OG0005475	STRPU_22288	DANRE23370, DANRE23369
OG0005476	STRPU_23644, STRPU_23669	DANRE31627
OG0005478	STRPU_25870	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	STRPU_26167	DANRE38869, DANRE38870
OG0005480	STRPU_12455	DANRE25077, DANRE25076
OG0005481	STRPU_17876	DANRE33798, DANRE33799
OG0005482	STRPU_00281, STRPU_21573	DANRE08077
OG0005483	STRPU_05249, STRPU_05264	DANRE36514, DANRE36513
OG0005484	STRPU_05527, STRPU_05589	DANRE15956, DANRE15955, DANRE15954
OG0005486	STRPU_26850	DANRE19600
OG0005487	STRPU_16421, STRPU_16434	DANRE42927, DANRE42926
OG0005488	STRPU_14659	DANRE00136, DANRE00135
OG0005489	STRPU_22568	DANRE29709
OG0005490	STRPU_23431, STRPU_01005	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	STRPU_23428, STRPU_01009	DANRE19088, DANRE19089
OG0005492	STRPU_25476	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268
OG0005493	STRPU_09612	DANRE11814
OG0005494	STRPU_09929	DANRE13317, DANRE13316
OG0005495	STRPU_06752	DANRE34985, DANRE34986
OG0005497	STRPU_09932	DANRE05300
OG0005498	STRPU_00441, STRPU_13704	DANRE09835, DANRE09834
OG0005499	STRPU_04311, STRPU_04338	DANRE01400, DANRE01401
OG0005500	STRPU_10754	DANRE02835, DANRE02834
OG0005501	STRPU_24407	DANRE13891, DANRE13890, DANRE10355
OG0005502	STRPU_06831	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	STRPU_03008	DANRE10305
OG0005504	STRPU_21558	DANRE07863, DANRE07864
OG0005505	STRPU_15073	DANRE06243, DANRE06244
OG0005507	STRPU_20287	DANRE28650, DANRE36200
OG0005508	STRPU_22224, STRPU_22223	DANRE14976, DANRE14977
OG0005509	STRPU_26846	DANRE14408
OG0005510	STRPU_08786	DANRE30486, DANRE43061
OG0005511	STRPU_19315, STRPU_01824	DANRE21520
OG0005512	STRPU_06959, STRPU_06940	DANRE43266, DANRE41560
OG0005514	STRPU_14577	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	STRPU_20373	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	STRPU_25419	DANRE24916, DANRE24915
OG0005518	STRPU_12637	DANRE13478
OG0005519	STRPU_11911, STRPU_11910, STRPU_11873	DANRE12764
OG0005521	STRPU_21311	DANRE13150, DANRE13151
OG0005522	STRPU_19656, STRPU_19662	DANRE34303, DANRE34304, DANRE34302
OG0005523	STRPU_00416, STRPU_19271	DANRE21306
OG0005524	STRPU_08209	DANRE03090
OG0005525	STRPU_11817	DANRE04356, DANRE04355
OG0005527	STRPU_12817	DANRE25598, DANRE30947
OG0005528	STRPU_13086, STRPU_13115	DANRE25797, DANRE25798
OG0005529	STRPU_12709	DANRE33058
OG0005530	STRPU_11095	DANRE22881
OG0005532	STRPU_20641	DANRE11541, DANRE11540
OG0005533	STRPU_15926, STRPU_00495	DANRE12566
OG0005534	STRPU_16482	DANRE13329
OG0005535	STRPU_02515, STRPU_15133	DANRE20126
OG0005536	STRPU_27271, STRPU_27255	DANRE34862
OG0005537	STRPU_17419	DANRE14245, DANRE14246
OG0005538	STRPU_24144	DANRE29221
OG0005539	STRPU_07949, STRPU_07958	DANRE15118, DANRE15119
OG0005540	STRPU_06611	DANRE13556, DANRE13552, DANRE13553, DANRE13554
OG0005541	STRPU_05903	DANRE15122
OG0005543	STRPU_19600	DANRE19467, DANRE18254, DANRE19468, DANRE19469
OG0005544	STRPU_25110	DANRE29689, DANRE03844, DANRE03845
OG0005546	STRPU_00971, STRPU_08849	DANRE04280, DANRE30373, DANRE30478, DANRE30477
OG0005547	STRPU_04331	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006
OG0005548	STRPU_04102	DANRE05420, DANRE05419, DANRE03109, DANRE34545
OG0005550	STRPU_25387, STRPU_25386	DANRE24061
OG0005551	STRPU_27419	DANRE03834
OG0005552	STRPU_00793, STRPU_19776	DANRE14554, DANRE14556, DANRE14555, DANRE14558, DANRE14557
OG0005553	STRPU_19353	DANRE00372
OG0005554	STRPU_13732	DANRE39338, DANRE39339, DANRE39340
OG0005556	STRPU_15806, STRPU_15854	DANRE34261
OG0005557	STRPU_08135	DANRE36491, DANRE36492
OG0005558	STRPU_20661	DANRE11734, DANRE35234, DANRE35233
OG0005559	STRPU_17542	DANRE14662
OG0005560	STRPU_07947, STRPU_07918	DANRE36070, DANRE36069
OG0005561	STRPU_25548, STRPU_00814	DANRE23494
OG0005562	STRPU_03200	DANRE19787
OG0005563	STRPU_05366	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	STRPU_20064	DANRE19104, DANRE19105
OG0005565	STRPU_24998	DANRE29042
OG0005566	STRPU_14898	DANRE39659, DANRE00333
OG0005568	STRPU_01943, STRPU_22785	DANRE30878, DANRE25717
OG0005569	STRPU_12945	DANRE25030
OG0005570	STRPU_05004	DANRE16077, DANRE16079, DANRE16078
OG0005572	STRPU_06637	DANRE15331, DANRE15330
OG0005573	STRPU_12870	DANRE25229
OG0005574	STRPU_27016	DANRE37569, DANRE37570
OG0005575	STRPU_14790	DANRE03463, DANRE03462
OG0005576	STRPU_17740	DANRE15201, DANRE15200, DANRE15202
OG0005577	STRPU_06682	DANRE02646, DANRE23480
OG0005578	STRPU_03449	DANRE10384
OG0005580	STRPU_11629, STRPU_01321	DANRE28264
OG0005581	STRPU_14238	DANRE16480, DANRE06576, DANRE06577
OG0005583	STRPU_26929	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	STRPU_26637	DANRE19587, DANRE19588
OG0005585	STRPU_13519	DANRE27900, DANRE23458, DANRE16091, DANRE16092, DANRE42837, DANRE42836
OG0005586	STRPU_26829, STRPU_26826	DANRE21731, DANRE13942
OG0005587	STRPU_26933	DANRE25681
OG0005588	STRPU_01033, STRPU_23406	DANRE24588, DANRE24587
OG0005589	STRPU_01034, STRPU_23405	DANRE41477
OG0005590	STRPU_24090	DANRE16067
OG0005592	STRPU_25992	DANRE30249
OG0005593	STRPU_17438	DANRE41927, DANRE41929, DANRE41928
OG0005594	STRPU_07081	DANRE10635
OG0005595	STRPU_09782	DANRE30852
OG0005596	STRPU_14333	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	STRPU_07006, STRPU_06987	DANRE15269, DANRE15270
OG0005598	STRPU_06717	DANRE25018
OG0005599	STRPU_22924	DANRE36072
OG0005600	STRPU_23162	DANRE40275
OG0005602	STRPU_21557	DANRE11049, DANRE11048
OG0005603	STRPU_12908	DANRE39411
OG0005604	STRPU_12907	DANRE16557
OG0005605	STRPU_04602	DANRE34529
OG0005606	STRPU_18298, STRPU_01158	DANRE40630, DANRE27161, DANRE27162
OG0005607	STRPU_11370	DANRE40098, DANRE04474
OG0005608	STRPU_20805	DANRE18051, DANRE09029, DANRE09028
OG0005609	STRPU_26226	DANRE25008, DANRE25007
OG0005610	STRPU_05351	DANRE06351, DANRE06350, DANRE33795
OG0005611	STRPU_09092, STRPU_02065	DANRE28958, DANRE28959
OG0005612	STRPU_21763, STRPU_21698	DANRE16824, DANRE16823, DANRE11866, DANRE11865
OG0005613	STRPU_21112	DANRE11321, DANRE16822, DANRE16821
OG0005614	STRPU_21473	DANRE04930
OG0005615	STRPU_04811	DANRE31126
OG0005616	STRPU_25331	DANRE17489
OG0005617	STRPU_19268	DANRE36363, DANRE00407
OG0005618	STRPU_18370	DANRE00178, DANRE00176, DANRE00177
OG0005619	STRPU_10842, STRPU_10862, STRPU_10865, STRPU_10845	DANRE02647
OG0005620	STRPU_23571	DANRE31254
OG0005621	STRPU_20803, STRPU_20699	DANRE11716, DANRE11715
OG0005622	STRPU_20686	DANRE18660
OG0005623	STRPU_13131, STRPU_02575	DANRE05432, DANRE05431
OG0005624	STRPU_22621	DANRE30720, DANRE30721
OG0005625	STRPU_10019	DANRE06001
OG0005626	STRPU_15356	DANRE01117, DANRE07553
OG0005627	STRPU_02838	DANRE35938
OG0005628	STRPU_22452	DANRE34835, DANRE19005, DANRE19006
OG0005629	STRPU_11037	DANRE20590
OG0005630	STRPU_04173	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	STRPU_22108	DANRE09424
OG0005632	STRPU_20886, STRPU_20849	DANRE17405
OG0005633	STRPU_21354	DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	STRPU_19963, STRPU_01194	DANRE33369, DANRE40678, DANRE33370
OG0005636	STRPU_12024	DANRE13481, DANRE13482
OG0005637	STRPU_16870	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	STRPU_00182, STRPU_17184, STRPU_17158, STRPU_17183, STRPU_17202, STRPU_17093	DANRE31127
OG0005639	STRPU_05338	DANRE10666, DANRE18080, DANRE18081
OG0005640	STRPU_20543	DANRE11136
OG0005641	STRPU_20526	DANRE02949, DANRE02948, DANRE02947
OG0005642	STRPU_23878	DANRE21297, DANRE02697
OG0005643	STRPU_14537	DANRE36781
OG0005644	STRPU_14959, STRPU_14989	DANRE20309, DANRE08252
OG0005645	STRPU_02698	DANRE10983
OG0005646	STRPU_13745, STRPU_01505	DANRE42080, DANRE42078, DANRE42079
OG0005648	STRPU_10749	DANRE23229, DANRE23227, DANRE23226, DANRE23228, DANRE21829, DANRE21830
OG0005649	STRPU_17152	DANRE42185, DANRE42183, DANRE42184
OG0005650	STRPU_22875	DANRE23343, DANRE36528, DANRE36529
OG0005652	STRPU_23662, STRPU_23636	DANRE02692, DANRE02690, DANRE02691
OG0005654	STRPU_24497	DANRE24074, DANRE24075, DANRE33243
OG0005655	STRPU_07452, STRPU_07444	DANRE15099, DANRE15098, DANRE22619, DANRE40294
OG0005656	STRPU_10339	DANRE04885, DANRE04886, DANRE04884
OG0005659	STRPU_22336, STRPU_22317	DANRE31196, DANRE31197, DANRE31194, DANRE31195, DANRE31192, DANRE31193
OG0005660	STRPU_14412	DANRE34620
OG0005685	STRPU_24007	DANRE05474
OG0005690	STRPU_26783, STRPU_26777	DANRE10416
OG0005691	STRPU_00012, STRPU_00001, STRPU_23314	DANRE25057, DANRE25059
OG0005692	STRPU_18031	DANRE21996, DANRE21995, DANRE42270
OG0005694	STRPU_26440	DANRE12317
OG0005695	STRPU_12777, STRPU_02367	DANRE29499
OG0005696	STRPU_05247	DANRE02901, DANRE02900
OG0005698	STRPU_11071	DANRE26205, DANRE26204
OG0005699	STRPU_21527	DANRE37803
OG0005701	STRPU_08625	DANRE05393, DANRE05394
OG0005702	STRPU_05872	DANRE08887
OG0005703	STRPU_08717, STRPU_01457	DANRE33923
OG0005704	STRPU_17375	DANRE41933, DANRE41932, DANRE41934
OG0005707	STRPU_27228	DANRE20947
OG0005708	STRPU_24004	DANRE10185, DANRE10184, DANRE10183
OG0005709	STRPU_21241, STRPU_21239	DANRE38135, DANRE05676, DANRE05677
OG0005710	STRPU_18862, STRPU_18935	DANRE21928, DANRE21925, DANRE21927, DANRE21926
OG0005711	STRPU_24461	DANRE01182
OG0005712	STRPU_16543, STRPU_16563	DANRE30485
OG0005713	STRPU_12015	DANRE39302, DANRE39301
OG0005714	STRPU_06726	DANRE00374, DANRE00373
OG0005715	STRPU_21975	DANRE43098
OG0005717	STRPU_17984	DANRE09066, DANRE09067, DANRE09065
OG0005718	STRPU_03727	DANRE08143, DANRE08142
OG0005719	STRPU_11077	DANRE22979
OG0005720	STRPU_09629	DANRE04877, DANRE04878
OG0005721	STRPU_24247, STRPU_01058	DANRE35044
OG0005722	STRPU_21390	DANRE24733
OG0005723	STRPU_23964, STRPU_23939	DANRE41011, DANRE41012, DANRE41010
OG0005724	STRPU_10013	DANRE20202
OG0005725	STRPU_08791	DANRE03552, DANRE03553
OG0005726	STRPU_25363	DANRE27236, DANRE27237
OG0005727	STRPU_15497	DANRE35244, DANRE35245
OG0005728	STRPU_26034	DANRE37055
OG0005730	STRPU_09235	DANRE29260, DANRE35444
OG0005731	STRPU_08963	DANRE30002
OG0005732	STRPU_08259	DANRE16848
OG0005733	STRPU_04392	DANRE03975
OG0005734	STRPU_00552, STRPU_10691	DANRE20594
OG0005735	STRPU_20067	DANRE34218
OG0005736	STRPU_23256	DANRE40325, DANRE36760, DANRE30877
OG0005738	STRPU_06615	DANRE26761
OG0005739	STRPU_18904, STRPU_07660, STRPU_00179, STRPU_00180	DANRE23960
OG0005740	STRPU_09271	DANRE29852, DANRE36136
OG0005741	STRPU_02426, STRPU_13638	DANRE03389
OG0005742	STRPU_02463, STRPU_13602	DANRE09529
OG0005744	STRPU_24149	DANRE09821
OG0005745	STRPU_08219	DANRE04124
OG0005746	STRPU_05482	DANRE16685, DANRE16686
OG0005747	STRPU_00328, STRPU_10991	DANRE23184, DANRE23183
OG0005748	STRPU_10509	DANRE07742, DANRE07743
OG0005749	STRPU_12467	DANRE30710
OG0005750	STRPU_09294	DANRE07024
OG0005751	STRPU_20950	DANRE12107, DANRE12106
OG0005752	STRPU_27337, STRPU_26810	DANRE33307
OG0005753	STRPU_03077	DANRE08124, DANRE08123
OG0005755	STRPU_25847	DANRE37037
OG0005756	STRPU_22762, STRPU_01918	DANRE09882, DANRE14479, DANRE14480
OG0005757	STRPU_26124, STRPU_26125	DANRE10576
OG0005758	STRPU_06469	DANRE07527, DANRE07528
OG0005759	STRPU_08895, STRPU_00922	DANRE03860
OG0005761	STRPU_14201, STRPU_00428	DANRE33898
OG0005762	STRPU_06450	DANRE22206
OG0005763	STRPU_27025	DANRE39518, DANRE39519, DANRE39517
OG0005764	STRPU_13948	DANRE09780
OG0005765	STRPU_10156, STRPU_10093	DANRE04820, DANRE04821, DANRE04819
OG0005766	STRPU_10969	DANRE13270
OG0005767	STRPU_24657	DANRE03737, DANRE03736
OG0005768	STRPU_25196, STRPU_01882, STRPU_01881	DANRE35685
OG0005769	STRPU_20424	DANRE17644, DANRE17643, DANRE17645
OG0005770	STRPU_26040	DANRE12661, DANRE12660
OG0005771	STRPU_27098, STRPU_27087	DANRE14116, DANRE14114, DANRE14115
OG0005772	STRPU_16905	DANRE39577, DANRE39576
OG0005773	STRPU_25674	DANRE36863, DANRE28398
OG0005774	STRPU_13525, STRPU_13524	DANRE22637
OG0005775	STRPU_08548	DANRE03621
OG0005777	STRPU_17019	DANRE04533, DANRE04532
OG0005778	STRPU_21132	DANRE18976, DANRE11584
OG0005779	STRPU_08148	DANRE40753, DANRE40752
OG0005781	STRPU_17947	DANRE42324, DANRE42323
OG0005782	STRPU_09991	DANRE06437
OG0005783	STRPU_01541, STRPU_09418	DANRE19394, DANRE19393
OG0005784	STRPU_10310	DANRE05427, DANRE05426, DANRE05425
OG0005785	STRPU_09264	DANRE30308
OG0005786	STRPU_23613	DANRE25576, DANRE25575, DANRE25574
OG0005787	STRPU_22458, STRPU_22482	DANRE38319
OG0005788	STRPU_20148	DANRE02080
OG0005789	STRPU_25529	DANRE38286
OG0005790	STRPU_20640	DANRE05586
OG0005792	STRPU_21805	DANRE00903
OG0005793	STRPU_11575, STRPU_01366	DANRE26367
OG0005794	STRPU_13536	DANRE03459, DANRE03461, DANRE03460
OG0005795	STRPU_06779, STRPU_06755	DANRE41201
OG0005796	STRPU_04062	DANRE35301
OG0005797	STRPU_09784	DANRE06686
OG0005798	STRPU_22644	DANRE36742, DANRE36741, DANRE36740, DANRE36739
OG0005799	STRPU_21454	DANRE07255, DANRE07256
OG0005800	STRPU_23401, STRPU_01039	DANRE14375, DANRE14374
OG0005801	STRPU_00807, STRPU_25540	DANRE10200
OG0005802	STRPU_23393	DANRE42619
OG0005803	STRPU_01875, STRPU_25191	DANRE42298
OG0005804	STRPU_17602	DANRE16177, DANRE26612
OG0005805	STRPU_14645	DANRE33433, DANRE33434
OG0005806	STRPU_14563	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643
OG0005807	STRPU_16945, STRPU_02020	DANRE42401
OG0005808	STRPU_17891	DANRE36615
OG0005810	STRPU_25299	DANRE09119, DANRE09118
OG0005811	STRPU_21807	DANRE30619
OG0005812	STRPU_20595	DANRE06734, DANRE06736, DANRE06735
OG0005813	STRPU_15598, STRPU_02209	DANRE33638
OG0005814	STRPU_19267	DANRE00480, DANRE00481, DANRE00482
OG0005815	STRPU_00424, STRPU_14203	DANRE35338, DANRE35339
OG0005816	STRPU_14629, STRPU_14609	DANRE33494, DANRE25870
OG0005817	STRPU_14811	DANRE08196
OG0005818	STRPU_01031, STRPU_23407	DANRE25883
OG0005819	STRPU_18789	DANRE29106
OG0005820	STRPU_25525	DANRE09807, DANRE09805, DANRE09806
OG0005821	STRPU_02907	DANRE09701, DANRE09702
OG0005822	STRPU_20987	DANRE11599, DANRE11598
OG0005823	STRPU_24738	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005824	STRPU_27019	DANRE28405, DANRE28404, DANRE28406
OG0005825	STRPU_21606	DANRE16741, DANRE16740, DANRE16743
OG0005826	STRPU_20124, STRPU_22664	DANRE31098
OG0005827	STRPU_20800	DANRE04786
OG0005828	STRPU_15489	DANRE11026
OG0005829	STRPU_17879	DANRE18381, DANRE18383, DANRE18382
OG0005830	STRPU_08142	DANRE30479, DANRE29292, DANRE29293, DANRE29294
OG0005831	STRPU_00960, STRPU_08861	DANRE03042, DANRE03041
OG0005832	STRPU_25370	DANRE12840
OG0005833	STRPU_20761	DANRE11533, DANRE13426
OG0005834	STRPU_12634	DANRE31116, DANRE31115, DANRE31117
OG0005835	STRPU_25028	DANRE22723
OG0005836	STRPU_09799	DANRE00571
OG0005837	STRPU_19226	DANRE28876
OG0005838	STRPU_14948, STRPU_14978, STRPU_00058	DANRE25892, DANRE25891
OG0005839	STRPU_04652, STRPU_04630	DANRE03272, DANRE03273, DANRE05764, DANRE16688
OG0005840	STRPU_24192, STRPU_01105	DANRE11184
OG0005842	STRPU_07126	DANRE01807
OG0005843	STRPU_24376	DANRE27852, DANRE27853
OG0005844	STRPU_04190	DANRE04542
OG0005845	STRPU_23253	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005847	STRPU_21849	DANRE18614
OG0005848	STRPU_13409	DANRE29474
OG0005849	STRPU_22157	DANRE42620
OG0005850	STRPU_22163, STRPU_22158	DANRE02454
OG0005851	STRPU_18849	DANRE39994, DANRE39993
OG0005852	STRPU_23002, STRPU_00877	DANRE40523, DANRE40522
OG0005853	STRPU_21346	DANRE11871, DANRE11872, DANRE11870
OG0005854	STRPU_25680	DANRE26034, DANRE26032, DANRE26031, DANRE26033
OG0005855	STRPU_23729	DANRE03475
OG0005856	STRPU_21085	DANRE11367, DANRE11368, DANRE11366
OG0005857	STRPU_15424	DANRE08223, DANRE08222
OG0005858	STRPU_15082	DANRE33663
OG0005860	STRPU_22221	DANRE40800
OG0005861	STRPU_19227	DANRE35512, DANRE35510, DANRE35511
OG0005863	STRPU_08636	DANRE29066
OG0005864	STRPU_10139, STRPU_10075	DANRE00114
OG0005865	STRPU_00331, STRPU_10994	DANRE36625, DANRE36626
OG0005866	STRPU_25266	DANRE11579
OG0005867	STRPU_22298	DANRE31525
OG0005869	STRPU_25687, STRPU_25706	DANRE36892, DANRE36893
OG0005870	STRPU_18687	DANRE24558
OG0005871	STRPU_05539, STRPU_05599	DANRE07208, DANRE07207, DANRE07206
OG0005872	STRPU_13684, STRPU_02391	DANRE10465, DANRE10464
OG0005874	STRPU_13329	DANRE42750
OG0005875	STRPU_06678	DANRE12228
OG0005876	STRPU_23804	DANRE36601, DANRE36602, DANRE36600
OG0005877	STRPU_19283, STRPU_00403	DANRE02122
OG0005878	STRPU_21405	DANRE18819, DANRE18818
OG0005879	STRPU_25253	DANRE10234
OG0005880	STRPU_23630	DANRE21270, DANRE21271
OG0005881	STRPU_07072, STRPU_07067, STRPU_07073	DANRE17358
OG0005884	STRPU_20704	DANRE17605
OG0005885	STRPU_11312, STRPU_11294	DANRE41185, DANRE41184, DANRE41186
OG0005886	STRPU_20854, STRPU_20891	DANRE11989
OG0005887	STRPU_14589	DANRE35050
OG0005888	STRPU_20094, STRPU_20115	DANRE30287
OG0005889	STRPU_17783	DANRE38035
OG0005890	STRPU_20835, STRPU_20872	DANRE23385, DANRE23386
OG0005891	STRPU_09070, STRPU_02046	DANRE30497, DANRE30496
OG0005892	STRPU_25562, STRPU_00831	DANRE12851
OG0005893	STRPU_05784	DANRE16112
OG0005894	STRPU_05216	DANRE15347, DANRE20229, DANRE20228, DANRE06636
OG0005895	STRPU_10446	DANRE01111
OG0005896	STRPU_08047	DANRE23277, DANRE24079
OG0005897	STRPU_27001	DANRE15609
OG0005898	STRPU_08373	DANRE42374
OG0005899	STRPU_19676, STRPU_19644	DANRE30256
OG0005900	STRPU_01123, STRPU_18324	DANRE27122, DANRE27121, DANRE27123
OG0005901	STRPU_26188	DANRE12702
OG0005902	STRPU_00812, STRPU_25546	DANRE14687
OG0005903	STRPU_06303, STRPU_06259	DANRE12234
OG0005904	STRPU_24067	DANRE25660, DANRE25661
OG0005906	STRPU_13484	DANRE42799
OG0005907	STRPU_23961, STRPU_23935	DANRE25622, DANRE25623
OG0005908	STRPU_26345	DANRE12740, DANRE12741
OG0005909	STRPU_27365	DANRE26562, DANRE26561
OG0005911	STRPU_19009	DANRE00577, DANRE00578
OG0005912	STRPU_10659	DANRE23007, DANRE26433, DANRE26434, DANRE26435
OG0005914	STRPU_23217, STRPU_23231	DANRE02261
OG0005916	STRPU_24649	DANRE41384, DANRE41385, DANRE41386
OG0005917	STRPU_24485	DANRE37251
OG0005918	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802	DANRE26860, DANRE26859
OG0005919	STRPU_19746	DANRE27437
OG0005920	STRPU_21992	DANRE23524, DANRE28192, DANRE23523
OG0005921	STRPU_16843	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	STRPU_22840	DANRE01622
OG0005923	STRPU_06716	DANRE37950
OG0005924	STRPU_25748	DANRE26067, DANRE26068, DANRE26069
OG0005926	STRPU_12477	DANRE27181
OG0005927	STRPU_14214	DANRE42189
OG0005928	STRPU_19012	DANRE01870, DANRE01871
OG0005929	STRPU_18302, STRPU_01154	DANRE28882, DANRE28881, DANRE35644
OG0005931	STRPU_13894, STRPU_23211	DANRE37655
OG0005932	STRPU_23574	DANRE12427, DANRE12426
OG0005933	STRPU_21783	DANRE33836, DANRE33835, DANRE35227
OG0005936	STRPU_12095	DANRE39451, DANRE39450
OG0005937	STRPU_22592	DANRE12548, DANRE12547, DANRE12549
OG0005938	STRPU_19018	DANRE19752, DANRE19751, DANRE19753
OG0005939	STRPU_13033	DANRE25188
OG0005940	STRPU_15031	DANRE18047
OG0005941	STRPU_21037	DANRE17403, DANRE17402
OG0005942	STRPU_14403	DANRE01018, DANRE01019
OG0005943	STRPU_02138, STRPU_09176	DANRE28508
OG0005944	STRPU_20638	DANRE04523, DANRE04524
OG0005946	STRPU_01024, STRPU_23413	DANRE40755, DANRE40756
OG0005947	STRPU_06048	DANRE16088
OG0005948	STRPU_10182	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012
OG0005949	STRPU_14172, STRPU_14148	DANRE36776
OG0005950	STRPU_07208	DANRE12068
OG0005951	STRPU_19284, STRPU_00402	DANRE01837, DANRE01838, DANRE01839, DANRE01836
OG0005952	STRPU_09763, STRPU_09719	DANRE00112, DANRE00113
OG0005953	STRPU_26503	DANRE34696, DANRE34697
OG0005954	STRPU_14525	DANRE25527
OG0005955	STRPU_09339	DANRE41176
OG0005956	STRPU_19454	DANRE19452
OG0005957	STRPU_27229	DANRE38099, DANRE38097
OG0005959	STRPU_26564	DANRE13565
OG0005960	STRPU_10397	DANRE06005
OG0005961	STRPU_23573	DANRE36709, DANRE36708
OG0005962	STRPU_12925	DANRE40347, DANRE40346
OG0005963	STRPU_25461	DANRE17985, DANRE17983, DANRE17984
OG0005964	STRPU_22272, STRPU_22268	DANRE31154, DANRE31155, DANRE31156
OG0005965	STRPU_09992	DANRE07318, DANRE07317, DANRE15870
OG0005966	STRPU_08812	DANRE30542, DANRE30541
OG0005967	STRPU_09259	DANRE29460, DANRE29461
OG0005968	STRPU_25825	DANRE17712
OG0005969	STRPU_20508	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	STRPU_18555	DANRE21493
OG0005971	STRPU_13215, STRPU_13216, STRPU_13231, STRPU_13218	DANRE42629
OG0005972	STRPU_15756	DANRE18881
OG0005973	STRPU_20652	DANRE05641
OG0005974	STRPU_19881, STRPU_19856	DANRE17648
OG0005975	STRPU_06728	DANRE42437, DANRE42436, DANRE20525
OG0005976	STRPU_08501	DANRE42119, DANRE42118
OG0005977	STRPU_01218, STRPU_12082	DANRE31405, DANRE31403, DANRE31404
OG0005978	STRPU_22052	DANRE15157
OG0005979	STRPU_22249	DANRE38778, DANRE38776, DANRE38777
OG0005980	STRPU_16838	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005981	STRPU_00822	DANRE18909
OG0005982	STRPU_19095	DANRE00484, DANRE00483
OG0005983	STRPU_24717	DANRE36502
OG0005984	STRPU_19150	DANRE19178, DANRE19177
OG0005985	STRPU_23556	DANRE33946
