Orthogroup	STRPU_ok	SCHMD
OG0005479	STRPU_26167	SCHMD12305
OG0005481	STRPU_17876	SCHMD02765
OG0005482	STRPU_00281, STRPU_21573	SCHMD03117
OG0005483	STRPU_05249, STRPU_05264	SCHMD19171
OG0005486	STRPU_26850	SCHMD06308, SCHMD07820
OG0005487	STRPU_16421, STRPU_16434	SCHMD07720, SCHMD07721
OG0005488	STRPU_14659	SCHMD00795
OG0005489	STRPU_22568	SCHMD03018
OG0005490	STRPU_23431, STRPU_01005	SCHMD06570
OG0005491	STRPU_23428, STRPU_01009	SCHMD02400, SCHMD01109
OG0005493	STRPU_09612	SCHMD12670
OG0005495	STRPU_06752	SCHMD07327
OG0005499	STRPU_04311, STRPU_04338	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	STRPU_10754	SCHMD03248, SCHMD03247
OG0005502	STRPU_06831	SCHMD02196
OG0005503	STRPU_03008	SCHMD18082, SCHMD10352
OG0005504	STRPU_21558	SCHMD22943, SCHMD16672, SCHMD20938
OG0005505	STRPU_15073	SCHMD07763, SCHMD07764
OG0005508	STRPU_22224, STRPU_22223	SCHMD24609
OG0005509	STRPU_26846	SCHMD18235
OG0005513	STRPU_12624	SCHMD03373
OG0005514	STRPU_14577	SCHMD07379
OG0005517	STRPU_25419	SCHMD04227
OG0005521	STRPU_21311	SCHMD18209, SCHMD20942
OG0005522	STRPU_19656, STRPU_19662	SCHMD10063
OG0005523	STRPU_00416, STRPU_19271	SCHMD26643, SCHMD21426
OG0005524	STRPU_08209	SCHMD06781
OG0005525	STRPU_11817	SCHMD03055
OG0005526	STRPU_24623	SCHMD06229
OG0005527	STRPU_12817	SCHMD04109
OG0005528	STRPU_13086, STRPU_13115	SCHMD02186
OG0005529	STRPU_12709	SCHMD00457
OG0005531	STRPU_22020	SCHMD03252
OG0005533	STRPU_15926, STRPU_00495	SCHMD00593
OG0005534	STRPU_16482	SCHMD12378
OG0005536	STRPU_27271, STRPU_27255	SCHMD08816
OG0005538	STRPU_24144	SCHMD07816
OG0005539	STRPU_07949, STRPU_07958	SCHMD05501, SCHMD05502
OG0005542	STRPU_24408	SCHMD12568
OG0005545	STRPU_22736	SCHMD09667
OG0005546	STRPU_00971, STRPU_08849	SCHMD22923
OG0005551	STRPU_27419	SCHMD03096
OG0005554	STRPU_13732	SCHMD05734
OG0005556	STRPU_15806, STRPU_15854	SCHMD10870, SCHMD18170
OG0005560	STRPU_07947, STRPU_07918	SCHMD09834, SCHMD09833
OG0005562	STRPU_03200	SCHMD14801, SCHMD19132
OG0005563	STRPU_05366	SCHMD12379
OG0005564	STRPU_20064	SCHMD20152, SCHMD14971
OG0005565	STRPU_24998	SCHMD16708, SCHMD23869
OG0005566	STRPU_14898	SCHMD17800
OG0005569	STRPU_12945	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	STRPU_05004	SCHMD09421, SCHMD03639
OG0005571	STRPU_22998	SCHMD05698
OG0005572	STRPU_06637	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	STRPU_12870	SCHMD02930
OG0005574	STRPU_27016	SCHMD12377
OG0005576	STRPU_17740	SCHMD07029, SCHMD07030
OG0005580	STRPU_11629, STRPU_01321	SCHMD13326
OG0005581	STRPU_14238	SCHMD04114
OG0005582	STRPU_00296, STRPU_00285	SCHMD14269
OG0005586	STRPU_02793	SCHMD06799
OG0005588	STRPU_01033, STRPU_23406	SCHMD14537
OG0005589	STRPU_01034, STRPU_23405	SCHMD00570
OG0005590	STRPU_24090	SCHMD15965
OG0005591	STRPU_25989	SCHMD02648, SCHMD02647
OG0005592	STRPU_25992	SCHMD29641, SCHMD06507
OG0005594	STRPU_07081	SCHMD01628
OG0005596	STRPU_14333	SCHMD05215
OG0005597	STRPU_07006, STRPU_06987	SCHMD15948
OG0005598	STRPU_06717	SCHMD28546, SCHMD03623
OG0005599	STRPU_22924	SCHMD02438
OG0005600	STRPU_23162	SCHMD16041
OG0005601	STRPU_27400	SCHMD00451
OG0005604	STRPU_12907	SCHMD13641, SCHMD16141
OG0005605	STRPU_04602	SCHMD17079
OG0005609	STRPU_26226	SCHMD10661, SCHMD10660
OG0005610	STRPU_05351	SCHMD05436, SCHMD09492
OG0005611	STRPU_09092, STRPU_02065	SCHMD22528, SCHMD19557
OG0005612	STRPU_21763, STRPU_21698	SCHMD03692
OG0005613	STRPU_21112	SCHMD01673
OG0005614	STRPU_21473	SCHMD23859
OG0005615	STRPU_04811	SCHMD24965, SCHMD20148
OG0005616	STRPU_25331	SCHMD20956
OG0005617	STRPU_19268	SCHMD04518
OG0005618	STRPU_18370	SCHMD19841
OG0005620	STRPU_23571	SCHMD00996
OG0005621	STRPU_20803, STRPU_20699	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	STRPU_20686	SCHMD09799
OG0005623	STRPU_13131, STRPU_02575	SCHMD04874
OG0005625	STRPU_10019	SCHMD01610
OG0005626	STRPU_15356	SCHMD07068
OG0005627	STRPU_02838	SCHMD08756
OG0005629	STRPU_11037	SCHMD09552
OG0005630	STRPU_04173	SCHMD01646
OG0005633	STRPU_21354	SCHMD07099
OG0005634	STRPU_19963, STRPU_01194	SCHMD20586
OG0005636	STRPU_12024	SCHMD19328, SCHMD18481
OG0005637	STRPU_16870	SCHMD23112
OG0005639	STRPU_05338	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005642	STRPU_23878	SCHMD13411
OG0005643	STRPU_14537	SCHMD13075
OG0005644	STRPU_14959, STRPU_14989	SCHMD04718
OG0005645	STRPU_02698	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	STRPU_17152	SCHMD08195, SCHMD22964
OG0005652	STRPU_23662, STRPU_23636	SCHMD16380, SCHMD06971
OG0005656	STRPU_10339	SCHMD27371
OG0005685	STRPU_24007	SCHMD11471
OG0005690	STRPU_26783, STRPU_26777	SCHMD02487
OG0005691	STRPU_00012, STRPU_00001, STRPU_23314	SCHMD26506
OG0005692	STRPU_18031	SCHMD02679
OG0005696	STRPU_05247	SCHMD00584
OG0005697	STRPU_22134	SCHMD05678
OG0005701	STRPU_08625	SCHMD02012
OG0005702	STRPU_05872	SCHMD14141
OG0005703	STRPU_08717, STRPU_01457	SCHMD17404
OG0005704	STRPU_17375	SCHMD11470
OG0005707	STRPU_27228	SCHMD05853
OG0005712	STRPU_16543, STRPU_16563	SCHMD07067
OG0005714	STRPU_06726	SCHMD01804
OG0005715	STRPU_21975	SCHMD12420, SCHMD17206
OG0005718	STRPU_03727	SCHMD10737
OG0005720	STRPU_09629	SCHMD22971
OG0005721	STRPU_24247, STRPU_01058	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	STRPU_23964, STRPU_23939	SCHMD06963
OG0005724	STRPU_10013	SCHMD16415, SCHMD22314
OG0005727	STRPU_15497	SCHMD10634, SCHMD08590
OG0005728	STRPU_26034	SCHMD03714
OG0005729	STRPU_17722	SCHMD24969
OG0005732	STRPU_08259	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	STRPU_04392	SCHMD03723
OG0005734	STRPU_00552, STRPU_10691	SCHMD02857
OG0005737	STRPU_21022	SCHMD03849
OG0005740	STRPU_09271	SCHMD24212, SCHMD05560
OG0005744	STRPU_24149	SCHMD03440, SCHMD17406
OG0005745	STRPU_08219	SCHMD00316, SCHMD12070
OG0005746	STRPU_05482	SCHMD18087
OG0005748	STRPU_10509	SCHMD10607
OG0005749	STRPU_12467	SCHMD01444, SCHMD00011
OG0005750	STRPU_09294	SCHMD13471, SCHMD16445
OG0005754	STRPU_09817	SCHMD05803
OG0005755	STRPU_25847	SCHMD12048
OG0005757	STRPU_26124, STRPU_26125	SCHMD07565
OG0005758	STRPU_06469	SCHMD02273
OG0005761	STRPU_14201, STRPU_00428	SCHMD17717
OG0005762	STRPU_06450	SCHMD02446
OG0005763	STRPU_27025	SCHMD07552
OG0005764	STRPU_13948	SCHMD24702
OG0005765	STRPU_10156, STRPU_10093	SCHMD18072, SCHMD07191
OG0005770	STRPU_26040	SCHMD08433, SCHMD15883
OG0005771	STRPU_27098, STRPU_27087	SCHMD04988
OG0005772	STRPU_16905	SCHMD05049
OG0005774	STRPU_13525, STRPU_13524	SCHMD08709
OG0005775	STRPU_08548	SCHMD29828
OG0005776	STRPU_08315	SCHMD03919
OG0005779	STRPU_08148	SCHMD09046
OG0005781	STRPU_17947	SCHMD12803, SCHMD19512, SCHMD12804
OG0005783	STRPU_01541, STRPU_09418	SCHMD10823
OG0005788	STRPU_20148	SCHMD17492
OG0005789	STRPU_25529	SCHMD07616, SCHMD07618
OG0005790	STRPU_20640	SCHMD05737, SCHMD05738
OG0005793	STRPU_11575, STRPU_01366	SCHMD01801
OG0005795	STRPU_06779, STRPU_06755	SCHMD13893
OG0005796	STRPU_04062	SCHMD07390
OG0005797	STRPU_09784	SCHMD07039
OG0005799	STRPU_21454	SCHMD10267
OG0005800	STRPU_23401, STRPU_01039	SCHMD00983
OG0005801	STRPU_00807, STRPU_25540	SCHMD02270
OG0005802	STRPU_23393	SCHMD00774
OG0005803	STRPU_01875, STRPU_25191	SCHMD20737
OG0005804	STRPU_17602	SCHMD08064, SCHMD11360
OG0005806	STRPU_14563	SCHMD15358
OG0005809	STRPU_25381	SCHMD00240
OG0005811	STRPU_21807	SCHMD09652
OG0005812	STRPU_20595	SCHMD11310
OG0005813	STRPU_15598, STRPU_02209	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	STRPU_19267	SCHMD01776
OG0005815	STRPU_00424, STRPU_14203	SCHMD14928, SCHMD17547
OG0005816	STRPU_14629, STRPU_14609	SCHMD28319
OG0005817	STRPU_14811	SCHMD05597, SCHMD01856
OG0005818	STRPU_01031, STRPU_23407	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	STRPU_24738	SCHMD08649
OG0005824	STRPU_27019	SCHMD01009
OG0005828	STRPU_15489	SCHMD21164, SCHMD18882
OG0005829	STRPU_17879	SCHMD10491
OG0005831	STRPU_00960, STRPU_08861	SCHMD04560
OG0005835	STRPU_25028	SCHMD06972
OG0005836	STRPU_09799	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	STRPU_19226	SCHMD28753
OG0005840	STRPU_24192, STRPU_01105	SCHMD07247
OG0005842	STRPU_07126	SCHMD15622
OG0005843	STRPU_24376	SCHMD06491
OG0005845	STRPU_23253	SCHMD05449
OG0005847	STRPU_21849	SCHMD14907
OG0005848	STRPU_13409	SCHMD10194, SCHMD07261
OG0005849	STRPU_22157	SCHMD07252
OG0005850	STRPU_22163, STRPU_22158	SCHMD04093
OG0005851	STRPU_18849	SCHMD25831, SCHMD26851
OG0005852	STRPU_23002, STRPU_00877	SCHMD02557
OG0005853	STRPU_21346	SCHMD29663, SCHMD04997
OG0005854	STRPU_25680	SCHMD19253, SCHMD17372
OG0005856	STRPU_21085	SCHMD06135
OG0005858	STRPU_15082	SCHMD20485
OG0005860	STRPU_22221	SCHMD03591
OG0005863	STRPU_08636	SCHMD02497
OG0005864	STRPU_10139, STRPU_10075	SCHMD10925
OG0005865	STRPU_00331, STRPU_10994	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	STRPU_25266	SCHMD03734
OG0005869	STRPU_25687, STRPU_25706	SCHMD26507, SCHMD23591
OG0005870	STRPU_18687	SCHMD09476
OG0005871	STRPU_05539, STRPU_05599	SCHMD00778
OG0005874	STRPU_13329	SCHMD05420
OG0005875	STRPU_06678	SCHMD00264
OG0005876	STRPU_23804	SCHMD17997, SCHMD16591
OG0005877	STRPU_19283, STRPU_00403	SCHMD25314
OG0005880	STRPU_23630	SCHMD29444, SCHMD13249, SCHMD04126
OG0005882	STRPU_12934	SCHMD00272, SCHMD00273
OG0005883	STRPU_12694	SCHMD01141
OG0005884	STRPU_20704	SCHMD11959, SCHMD17761
OG0005886	STRPU_20854, STRPU_20891	SCHMD18383
OG0005887	STRPU_14589	SCHMD01687
OG0005888	STRPU_20094, STRPU_20115	SCHMD13482
OG0005889	STRPU_17783	SCHMD11972
OG0005890	STRPU_20835, STRPU_20872	SCHMD09184, SCHMD12140
OG0005891	STRPU_09070, STRPU_02046	SCHMD26926
OG0005892	STRPU_25562, STRPU_00831	SCHMD08931, SCHMD12929
OG0005895	STRPU_10446	SCHMD12191
OG0005897	STRPU_27001	SCHMD08042
OG0005899	STRPU_19676, STRPU_19644	SCHMD12882, SCHMD12880
OG0005900	STRPU_01123, STRPU_18324	SCHMD03686
OG0005903	STRPU_06303, STRPU_06259	SCHMD00050
OG0005909	STRPU_27365	SCHMD20781
OG0005910	STRPU_06602	SCHMD09520, SCHMD06408
OG0005913	STRPU_05346	SCHMD08000
OG0005917	STRPU_24485	SCHMD29553, SCHMD28782
OG0005918	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802	SCHMD16076, SCHMD19461
OG0005919	STRPU_19746	SCHMD24140, SCHMD26763
OG0005921	STRPU_16843	SCHMD20283
OG0005922	STRPU_22840	SCHMD00392
OG0005923	STRPU_06716	SCHMD07170
OG0005924	STRPU_25748	SCHMD07545
OG0005926	STRPU_12477	SCHMD04836
OG0005927	STRPU_14214	SCHMD05874
OG0005928	STRPU_19012	SCHMD22733, SCHMD16359
OG0005929	STRPU_18302, STRPU_01154	SCHMD10353
OG0005930	STRPU_26884	SCHMD12780
OG0005932	STRPU_23574	SCHMD11131, SCHMD00511
OG0005933	STRPU_21783	SCHMD09471
OG0005935	STRPU_07710, STRPU_07711	SCHMD06109
OG0005936	STRPU_12095	SCHMD24148, SCHMD16917
OG0005937	STRPU_22592	SCHMD13453
OG0005939	STRPU_13033	SCHMD09857
OG0005940	STRPU_15031	SCHMD20079
OG0005942	STRPU_14403	SCHMD23166
OG0005946	STRPU_01024, STRPU_23413	SCHMD17764, SCHMD14112
OG0005947	STRPU_06048	SCHMD04554
OG0005948	STRPU_10182	SCHMD05630
OG0005949	STRPU_14172, STRPU_14148	SCHMD04688
OG0005950	STRPU_07208	SCHMD24842
OG0005952	STRPU_09763, STRPU_09719	SCHMD14057
OG0005955	STRPU_09339	SCHMD28997
OG0005956	STRPU_19454	SCHMD02817
OG0005959	STRPU_26564	SCHMD19013
OG0005963	STRPU_25461	SCHMD01826
OG0005965	STRPU_09992	SCHMD08437
OG0005966	STRPU_00119, STRPU_08812	SCHMD21323, SCHMD27755
OG0005967	STRPU_09259	SCHMD05472
OG0005969	STRPU_20508	SCHMD09557
OG0005970	STRPU_18555	SCHMD01213
OG0005971	STRPU_13215, STRPU_13216, STRPU_13231, STRPU_13218	SCHMD02682
OG0005973	STRPU_20652	SCHMD13962
OG0005974	STRPU_19881, STRPU_19856	SCHMD07776
OG0005977	STRPU_01218, STRPU_12082	SCHMD05711
OG0005978	STRPU_22052	SCHMD07295, SCHMD07297
OG0005979	STRPU_22249	SCHMD12835, SCHMD02124
OG0005982	STRPU_19095	SCHMD25871, SCHMD22233
OG0005984	STRPU_19150	SCHMD15039, SCHMD22394
OG0005986	STRPU_20977	SCHMD08044
OG0005987	STRPU_06677	SCHMD00944
OG0005989	STRPU_11653	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	STRPU_12807	SCHMD11427, SCHMD18715
OG0005994	STRPU_18618	SCHMD29551, SCHMD27858
OG0005995	STRPU_06966	SCHMD08037
OG0005998	STRPU_14411	SCHMD02380, SCHMD09950
OG0006000	STRPU_20827	SCHMD01538
OG0006001	STRPU_11854	SCHMD09796
OG0006002	STRPU_12697	SCHMD03942
OG0006003	STRPU_18482, STRPU_18440	SCHMD28801, SCHMD05202
OG0006005	STRPU_05718, STRPU_05711	SCHMD22182, SCHMD08878
OG0006009	STRPU_26718	SCHMD19529
OG0006010	STRPU_14211	SCHMD15502
OG0006011	STRPU_14553	SCHMD19974, SCHMD20066
OG0006012	STRPU_27231	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	STRPU_05736	SCHMD24107
OG0006063	STRPU_04770	SCHMD23310, SCHMD03030
OG0006064	STRPU_04263, STRPU_04227	SCHMD10442
OG0006065	STRPU_27214	SCHMD02636
OG0006066	STRPU_02919	SCHMD10156
OG0006069	STRPU_08343	SCHMD05080
OG0006070	STRPU_08633	SCHMD12482, SCHMD20456
OG0006074	STRPU_20544	SCHMD10253
OG0006075	STRPU_16094	SCHMD09391
OG0006079	STRPU_26784, STRPU_26778	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	STRPU_12339	SCHMD03767, SCHMD03768
OG0006083	STRPU_22371	SCHMD05588
OG0006084	STRPU_15313	SCHMD04050
OG0006085	STRPU_12466	SCHMD06820, SCHMD25134
OG0006087	STRPU_25843	SCHMD02837
OG0006094	STRPU_06351	SCHMD22247
OG0006095	STRPU_19701, STRPU_19615	SCHMD01933
OG0006097	STRPU_24842	SCHMD02082
OG0006098	STRPU_26067	SCHMD03761
OG0006100	STRPU_25855	SCHMD13497
OG0006101	STRPU_22455, STRPU_22479	SCHMD20998, SCHMD13053
OG0006102	STRPU_27044	SCHMD05671
OG0006104	STRPU_09062	SCHMD02621
OG0006106	STRPU_18581, STRPU_18628	SCHMD07924
OG0006108	STRPU_19962, STRPU_01193	SCHMD01135
OG0006111	STRPU_05034, STRPU_05107	SCHMD08002
OG0006112	STRPU_25281	SCHMD08098
OG0006113	STRPU_26203	SCHMD19939, SCHMD12223
OG0006115	STRPU_17330, STRPU_17321	SCHMD11076, SCHMD17247
OG0006116	STRPU_21121	SCHMD23071, SCHMD20841
OG0006118	STRPU_25479	SCHMD01132
OG0006119	STRPU_10196	SCHMD11970
OG0006120	STRPU_10344	SCHMD01574
OG0006121	STRPU_09824	SCHMD07418
OG0006122	STRPU_09227, STRPU_02191	SCHMD04954
OG0006123	STRPU_09425, STRPU_09424, STRPU_01535	SCHMD01986
OG0006124	STRPU_17749	SCHMD06412
OG0006125	STRPU_21202	SCHMD18618
OG0006127	STRPU_25576	SCHMD21305
OG0006128	STRPU_25302	SCHMD10897
OG0006129	STRPU_26715	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	STRPU_26266	SCHMD03678
OG0006136	STRPU_24568	SCHMD24287, SCHMD09864
OG0006137	STRPU_15050	SCHMD12111, SCHMD06962
OG0006141	STRPU_27062	SCHMD14525
OG0006144	STRPU_21054	SCHMD00428, SCHMD04861
OG0006145	STRPU_11062	SCHMD01605
OG0006146	STRPU_04626, STRPU_04648	SCHMD09246
OG0006147	STRPU_23340	SCHMD22070
OG0006148	STRPU_01124, STRPU_18323	SCHMD13560, SCHMD22230
OG0006152	STRPU_07362	SCHMD06866
OG0006153	STRPU_05160, STRPU_05081	SCHMD01641
OG0006155	STRPU_22606	SCHMD16795, SCHMD26962
OG0006156	STRPU_06250	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	STRPU_21452	SCHMD08900
OG0006159	STRPU_23270	SCHMD22266
OG0006160	STRPU_22733	SCHMD05454
OG0006163	STRPU_22105	SCHMD15384
OG0006164	STRPU_25715, STRPU_25697	SCHMD06001
OG0006165	STRPU_26156	SCHMD04333
OG0006167	STRPU_10405	SCHMD07995
OG0006168	STRPU_19350	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	STRPU_05382	SCHMD23567
OG0006171	STRPU_20534	SCHMD11398
OG0006172	STRPU_21502, STRPU_21492	SCHMD10620, SCHMD16388
OG0006177	STRPU_16507	SCHMD21293
OG0006180	STRPU_25318	SCHMD14399, SCHMD04884
OG0006181	STRPU_21607	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	STRPU_08323	SCHMD11899
OG0006184	STRPU_00980, STRPU_08837, STRPU_00979	SCHMD09309
OG0006185	STRPU_07916, STRPU_07945	SCHMD16220, SCHMD19381
OG0006186	STRPU_17796	SCHMD00394
OG0006187	STRPU_26431	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	STRPU_18817	SCHMD05423
OG0006189	STRPU_08831, STRPU_08835	SCHMD01559
OG0006191	STRPU_27211, STRPU_27195	SCHMD07313
OG0006192	STRPU_13558	SCHMD08338, SCHMD08339
OG0006199	STRPU_18385	SCHMD04415, SCHMD04413
OG0006202	STRPU_26076	SCHMD08868
OG0006204	STRPU_14341	SCHMD16863
OG0006205	STRPU_14259	SCHMD14314
OG0006208	STRPU_27004	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	STRPU_27174, STRPU_04024	SCHMD08326, SCHMD23138
OG0006216	STRPU_08291	SCHMD09510
OG0006217	STRPU_00330, STRPU_10993	SCHMD21927, SCHMD16840
OG0006219	STRPU_06868	SCHMD06440
OG0006220	STRPU_22264	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	STRPU_22085	SCHMD00700
OG0006224	STRPU_10868	SCHMD00469
OG0006226	STRPU_00415, STRPU_19272	SCHMD17067, SCHMD16763
OG0006227	STRPU_09462	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	STRPU_05866	SCHMD17318, SCHMD23866
OG0006230	STRPU_23107, STRPU_23110	SCHMD02493
OG0006232	STRPU_13820	SCHMD02032
OG0006233	STRPU_13467	SCHMD06980
OG0006234	STRPU_01742, STRPU_16772	SCHMD13683, SCHMD14118
OG0006235	STRPU_01370, STRPU_11572	SCHMD04538
OG0006239	STRPU_26094	SCHMD01406
OG0006240	STRPU_19611, STRPU_19704	SCHMD29814
OG0006246	STRPU_27021	SCHMD00484
OG0006247	STRPU_27023	SCHMD22174
OG0006248	STRPU_12984	SCHMD12206, SCHMD10060
OG0006249	STRPU_06207, STRPU_06179	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	STRPU_10406	SCHMD16390
OG0006252	STRPU_11094	SCHMD16745, SCHMD16993
OG0006253	STRPU_06180, STRPU_06208	SCHMD09135
OG0006254	STRPU_16653	SCHMD04705, SCHMD29411
OG0006258	STRPU_22243	SCHMD05887
OG0006259	STRPU_24286	SCHMD06837
OG0006260	STRPU_23807, STRPU_23840	SCHMD09985, SCHMD17439
OG0006261	STRPU_23637, STRPU_23663	SCHMD24384
OG0006263	STRPU_26005	SCHMD00121
OG0006267	STRPU_00713	SCHMD03685
OG0006268	STRPU_22660	SCHMD06847
OG0006269	STRPU_23532	SCHMD04607
OG0006271	STRPU_18098, STRPU_01786	SCHMD07857
OG0006274	STRPU_18945	SCHMD00455
OG0006275	STRPU_12142, STRPU_12107	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	STRPU_14370	SCHMD24774
OG0006279	STRPU_16950, STRPU_02016	SCHMD04231
OG0006280	STRPU_20964	SCHMD15524, SCHMD19210
OG0006281	STRPU_11014, STRPU_00353	SCHMD02340
OG0006282	STRPU_01932, STRPU_22773	SCHMD08230
OG0006283	STRPU_22252	SCHMD06325
OG0006284	STRPU_21728, STRPU_21666	SCHMD20607, SCHMD19598
OG0006286	STRPU_16014	SCHMD01297, SCHMD01298
OG0006287	STRPU_21397	SCHMD02772, SCHMD02771
OG0006289	STRPU_22296	SCHMD08039
OG0006290	STRPU_10553	SCHMD00955
OG0006291	STRPU_20014	SCHMD09043
OG0006293	STRPU_14168	SCHMD16297
OG0006294	STRPU_21748, STRPU_21683	SCHMD15450, SCHMD16229
OG0006295	STRPU_14216	SCHMD02966
OG0006297	STRPU_22310, STRPU_22329	SCHMD09759
OG0006298	STRPU_25124	SCHMD01046, SCHMD24624
OG0006301	STRPU_21245	SCHMD09923
OG0006304	STRPU_21283	SCHMD06368
OG0006305	STRPU_09519	SCHMD12627
OG0006306	STRPU_15639	SCHMD12510, SCHMD15396
OG0006309	STRPU_12063, STRPU_01235	SCHMD24369, SCHMD08923
OG0006310	STRPU_11996, STRPU_01662	SCHMD12354
OG0006311	STRPU_11654	SCHMD23312
OG0006313	STRPU_07370	SCHMD09169
OG0006314	STRPU_23080, STRPU_00665	SCHMD08096
OG0006315	STRPU_21474	SCHMD05407
OG0006316	STRPU_19017	SCHMD26139, SCHMD20052
OG0006319	STRPU_10938	SCHMD10541, SCHMD13166
OG0006321	STRPU_25993	SCHMD08365
OG0006322	STRPU_00885, STRPU_23011	SCHMD10221
OG0006323	STRPU_05565, STRPU_05622	SCHMD04105
OG0006325	STRPU_19352	SCHMD16004
OG0006327	STRPU_23568	SCHMD15773
OG0006329	STRPU_10024	SCHMD08342
OG0006330	STRPU_26973	SCHMD08411
OG0006331	STRPU_20670	SCHMD09182, SCHMD12138
OG0006332	STRPU_12324, STRPU_10717	SCHMD14581
OG0006334	STRPU_19104	SCHMD05752, SCHMD05753
OG0006335	STRPU_23723	SCHMD11650, SCHMD08469
OG0006337	STRPU_27122	SCHMD11989
OG0006340	STRPU_04236, STRPU_04198	SCHMD19432
OG0006341	STRPU_18283, STRPU_01173	SCHMD05125
OG0006344	STRPU_22520	SCHMD21084, SCHMD09358
OG0006347	STRPU_13365, STRPU_13385	SCHMD07723
OG0006349	STRPU_18761, STRPU_18762	SCHMD05182
OG0006350	STRPU_08881, STRPU_00940	SCHMD09296
OG0006351	STRPU_05847	SCHMD06816
OG0006352	STRPU_05719, STRPU_05712	SCHMD07373
OG0006353	STRPU_21115	SCHMD10639
OG0006360	STRPU_11561	SCHMD08060
OG0006362	STRPU_18132	SCHMD03337
OG0006363	STRPU_09319	SCHMD19238
OG0006364	STRPU_23794	SCHMD06510, SCHMD06511
OG0006365	STRPU_05270, STRPU_05254	SCHMD14860
OG0006370	STRPU_19241	SCHMD28920
OG0006372	STRPU_17261	SCHMD07447
OG0006375	STRPU_01472, STRPU_08700	SCHMD00652
OG0006376	STRPU_19494	SCHMD06608
OG0006377	STRPU_26959	SCHMD10116
OG0006378	STRPU_09953, STRPU_09976	SCHMD10668, SCHMD11255
OG0006379	STRPU_21808	SCHMD18267
OG0006381	STRPU_22693	SCHMD24227, SCHMD16114
OG0006383	STRPU_03091	SCHMD26033, SCHMD18774
OG0006386	STRPU_11720	SCHMD13835, SCHMD19804
OG0006387	STRPU_17511	SCHMD14692
OG0006392	STRPU_17229	SCHMD15116, SCHMD12579
OG0006395	STRPU_07573	SCHMD08199
OG0006401	STRPU_14011	SCHMD19581, SCHMD26470
OG0006402	STRPU_16542, STRPU_16564	SCHMD13826, SCHMD09114
OG0006406	STRPU_05827	SCHMD27566
OG0006408	STRPU_21447	SCHMD11225
OG0006414	STRPU_27415	SCHMD18742
OG0006442	STRPU_25425	SCHMD29787, SCHMD29760
OG0006443	STRPU_03428	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	STRPU_13247	SCHMD18654
OG0006449	STRPU_24008	SCHMD06362
OG0006452	STRPU_23318	SCHMD23102, SCHMD15046
OG0006454	STRPU_14766, STRPU_02558	SCHMD07698, SCHMD07699
OG0006456	STRPU_12981	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	STRPU_18652	SCHMD16313
OG0006459	STRPU_26656	SCHMD21368
OG0006461	STRPU_22710, STRPU_00693	SCHMD19693, SCHMD11861
OG0006462	STRPU_09115, STRPU_02084	SCHMD07729
OG0006463	STRPU_26991	SCHMD07130
OG0006464	STRPU_06886	SCHMD12787, SCHMD19777
OG0006465	STRPU_21220	SCHMD28077, SCHMD07507
OG0006469	STRPU_08991	SCHMD02780
OG0006470	STRPU_09449, STRPU_01513	SCHMD16861
OG0006472	STRPU_06355	SCHMD23852, SCHMD12162
OG0006474	STRPU_14515	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	STRPU_02451, STRPU_13611	SCHMD12763
OG0006476	STRPU_05356	SCHMD29103, SCHMD25388
OG0006478	STRPU_26958	SCHMD01744
OG0006479	STRPU_10820	SCHMD20030
OG0006480	STRPU_16289	SCHMD01088
OG0006481	STRPU_03450	SCHMD02855
OG0006482	STRPU_20632	SCHMD06492
