Orthogroup	STRPU_ok	XENTR
OG0006347	STRPU_13365, STRPU_13385	XENTR05199
OG0006348	STRPU_16050, STRPU_16039	XENTR06843
OG0006349	STRPU_18761, STRPU_18762	XENTR07004
OG0006350	STRPU_08881, STRPU_00940	XENTR13659
OG0006351	STRPU_05847	XENTR17000, XENTR16531
OG0006352	STRPU_05719, STRPU_05712	XENTR04339
OG0006353	STRPU_21115	XENTR02093
OG0006355	STRPU_22379	XENTR14554, XENTR14553
OG0006356	STRPU_14596	XENTR11146
OG0006357	STRPU_10912, STRPU_10702	XENTR09642
OG0006359	STRPU_19635, STRPU_19681	XENTR13253
OG0006360	STRPU_11561	XENTR11510
OG0006361	STRPU_26003	XENTR00506
OG0006362	STRPU_18132	XENTR05459
OG0006363	STRPU_09319	XENTR09507
OG0006364	STRPU_23794	XENTR09578
OG0006365	STRPU_05270, STRPU_05254	XENTR05265
OG0006366	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761	XENTR03200
OG0006367	STRPU_07291, STRPU_07275	XENTR16726
OG0006368	STRPU_13584, STRPU_01602	XENTR01724
OG0006370	STRPU_19241	XENTR06294
OG0006372	STRPU_17261	XENTR08472
OG0006375	STRPU_01472, STRPU_08700	XENTR01833
OG0006376	STRPU_19494	XENTR07738
OG0006377	STRPU_26959	XENTR13700, XENTR18549, XENTR18550
OG0006378	STRPU_09953, STRPU_09976	XENTR05710
OG0006379	STRPU_21808	XENTR03826
OG0006380	STRPU_05753	XENTR07519
OG0006381	STRPU_22693	XENTR06606
OG0006382	STRPU_21384	XENTR08999
OG0006383	STRPU_03091	XENTR15954
OG0006384	STRPU_11959, STRPU_01620	XENTR13211
OG0006385	STRPU_21175	XENTR14544
OG0006386	STRPU_11720	XENTR12059
OG0006387	STRPU_17511	XENTR17469, XENTR08445
OG0006388	STRPU_08530	XENTR16581
OG0006389	STRPU_17172, STRPU_17167	XENTR16925
OG0006390	STRPU_21914	XENTR00780
OG0006391	STRPU_16884	XENTR02605
OG0006393	STRPU_27287	XENTR07149, XENTR11546
OG0006394	STRPU_09231, STRPU_02196	XENTR05625
OG0006395	STRPU_07573	XENTR18848, XENTR18849
OG0006396	STRPU_19134	XENTR05740
OG0006401	STRPU_14011	XENTR17593, XENTR13636
OG0006402	STRPU_16542, STRPU_16564	XENTR05561
OG0006405	STRPU_11573, STRPU_01369	XENTR18434
OG0006406	STRPU_05827	XENTR01666, XENTR10929
OG0006407	STRPU_03639, STRPU_03657	XENTR01503, XENTR01502, XENTR14495
OG0006414	STRPU_27415	XENTR06709
OG0006442	STRPU_25425	XENTR08173
OG0006443	STRPU_03428	XENTR09473
OG0006446	STRPU_20195	XENTR16098
OG0006447	STRPU_19468	XENTR07741
OG0006448	STRPU_13247	XENTR02943
OG0006452	STRPU_23318	XENTR02590, XENTR02788
OG0006454	STRPU_14766, STRPU_02558	XENTR04050
OG0006456	STRPU_12981	XENTR08352
OG0006457	STRPU_18652	XENTR11459, XENTR11458
OG0006458	STRPU_02922	XENTR02651
OG0006459	STRPU_26656	XENTR08528
OG0006460	STRPU_20721	XENTR00159
OG0006461	STRPU_22710, STRPU_00693	XENTR07035
OG0006462	STRPU_09115, STRPU_02084	XENTR01277
OG0006463	STRPU_26991	XENTR14323
OG0006464	STRPU_06886	XENTR10541
OG0006465	STRPU_21220	XENTR07508
OG0006467	STRPU_25722	XENTR02705
OG0006468	STRPU_25336, STRPU_25337, STRPU_25338	XENTR05148
OG0006469	STRPU_08991	XENTR07325
OG0006470	STRPU_09449, STRPU_01513	XENTR15042
OG0006471	STRPU_22946	XENTR14365
OG0006474	STRPU_14515	XENTR00813
OG0006475	STRPU_02451, STRPU_13611	XENTR10608
OG0006476	STRPU_05356	XENTR04361
OG0006477	STRPU_04195, STRPU_04232	XENTR04447
OG0006478	STRPU_26958	XENTR14784
OG0006479	STRPU_10820	XENTR08062
OG0006480	STRPU_16289	XENTR17557
OG0006481	STRPU_03450	XENTR02608
OG0006482	STRPU_20632	XENTR03862
OG0006483	STRPU_21478, STRPU_21479	XENTR10963
OG0006485	STRPU_21413	XENTR16219
OG0006486	STRPU_23799	XENTR11132, XENTR15545
OG0006487	STRPU_23585	XENTR02802
OG0006488	STRPU_21848	XENTR02069
OG0006490	STRPU_22719, STRPU_00703	XENTR10811
OG0006491	STRPU_07329	XENTR07123
OG0006493	STRPU_06811	XENTR17127, XENTR17126
OG0006494	STRPU_06616	XENTR09027
OG0006495	STRPU_11323	XENTR18761
OG0006496	STRPU_19486	XENTR00108
OG0006497	STRPU_00496, STRPU_15927	XENTR00921
OG0006498	STRPU_05287	XENTR16311
OG0006499	STRPU_19493	XENTR01284
OG0006500	STRPU_21059	XENTR11715
OG0006501	STRPU_20764	XENTR12662
OG0006502	STRPU_08339	XENTR18276
OG0006503	STRPU_06604	XENTR17521
OG0006504	STRPU_14410	XENTR07120
OG0006505	STRPU_13908	XENTR02899
OG0006506	STRPU_11643, STRPU_01307	XENTR01492
OG0006508	STRPU_09544	XENTR12459, XENTR11779
OG0006509	STRPU_10367	XENTR13835
OG0006510	STRPU_25970, STRPU_00228	XENTR16128
OG0006511	STRPU_00229, STRPU_25971	XENTR06903
OG0006512	STRPU_21460	XENTR05619
OG0006513	STRPU_26297, STRPU_26271	XENTR00521
OG0006514	STRPU_05328	XENTR05648
OG0006515	STRPU_21616	XENTR13526
OG0006516	STRPU_21000	XENTR13095
OG0006517	STRPU_22079	XENTR09962
OG0006518	STRPU_17445	XENTR09393
OG0006519	STRPU_20703	XENTR05535
OG0006520	STRPU_04978	XENTR13195
OG0006522	STRPU_00417, STRPU_14209	XENTR10203
OG0006523	STRPU_21580	XENTR02071
OG0006524	STRPU_23918	XENTR02379
OG0006527	STRPU_08594, STRPU_00311	XENTR17417
OG0006528	STRPU_25024	XENTR04191
OG0006530	STRPU_26422	XENTR16908
OG0006532	STRPU_18757	XENTR09832
OG0006534	STRPU_10089, STRPU_10152	XENTR11837
OG0006535	STRPU_12315	XENTR18789
OG0006536	STRPU_09828	XENTR11449
OG0006537	STRPU_05666	XENTR01017
OG0006538	STRPU_25056	XENTR03139
OG0006540	STRPU_05939	XENTR11917
OG0006541	STRPU_10007	XENTR13987
OG0006542	STRPU_04977	XENTR13194
OG0006543	STRPU_24071	XENTR05755
OG0006544	STRPU_25609	XENTR15901
OG0006545	STRPU_01501, STRPU_13748	XENTR06549
OG0006546	STRPU_21327	XENTR13406
OG0006549	STRPU_22378	XENTR02344
OG0006550	STRPU_23342	XENTR00769, XENTR00770
OG0006551	STRPU_19779, STRPU_00791	XENTR18892
OG0006552	STRPU_26952	XENTR05835
OG0006553	STRPU_08086	XENTR01394
OG0006554	STRPU_14643	XENTR10302
OG0006555	STRPU_22013	XENTR04187
OG0006556	STRPU_17934	XENTR16928
OG0006557	STRPU_15383	XENTR04539
OG0006559	STRPU_19326	XENTR13926, XENTR04712
OG0006560	STRPU_20993	XENTR12102
OG0006561	STRPU_20587	XENTR09007
OG0006562	STRPU_06844	XENTR12591, XENTR12589
OG0006563	STRPU_20622	XENTR14698
OG0006564	STRPU_14809	XENTR07133
OG0006565	STRPU_22690	XENTR05991, XENTR11310
OG0006566	STRPU_09269	XENTR07371
OG0006568	STRPU_08066	XENTR09608
OG0006569	STRPU_21109	XENTR00615
OG0006570	STRPU_20410	XENTR12937
OG0006571	STRPU_26805	XENTR05803
OG0006572	STRPU_18818	XENTR00004
OG0006573	STRPU_14878	XENTR10805
OG0006574	STRPU_26558	XENTR04351
OG0006575	STRPU_26182	XENTR06177
OG0006577	STRPU_19110	XENTR14469
OG0006578	STRPU_09315	XENTR12631, XENTR12630
OG0006579	STRPU_19335	XENTR13945
OG0006580	STRPU_24020	XENTR13958, XENTR13959
OG0006581	STRPU_01609, STRPU_13590, STRPU_01610	XENTR10059
OG0006583	STRPU_17816, STRPU_17825	XENTR16033
OG0006584	STRPU_13851	XENTR02296
OG0006585	STRPU_21817	XENTR12780
OG0006586	STRPU_16079	XENTR00497
OG0006587	STRPU_21289	XENTR11980
OG0006588	STRPU_23525	XENTR06817
OG0006589	STRPU_23251	XENTR01351
OG0006590	STRPU_15244, STRPU_15188, STRPU_15243	XENTR14263
OG0006592	STRPU_24085	XENTR01236
OG0006593	STRPU_23492	XENTR12622
OG0006594	STRPU_14656	XENTR18025
OG0006595	STRPU_04349	XENTR09437
OG0006596	STRPU_26147	XENTR12773
OG0006597	STRPU_05370	XENTR00700
OG0006598	STRPU_27035	XENTR14326
OG0006599	STRPU_04862	XENTR02707, XENTR16196
OG0006600	STRPU_25880	XENTR13734, XENTR13733
OG0006601	STRPU_13192	XENTR18766, XENTR06297, XENTR01087
OG0006602	STRPU_16001, STRPU_15987	XENTR15212
OG0006603	STRPU_25457	XENTR10213
OG0006604	STRPU_15381	XENTR09447, XENTR09446
OG0006606	STRPU_11628, STRPU_17508	XENTR05954
OG0006607	STRPU_00854, STRPU_14066	XENTR13594
OG0006608	STRPU_06790	XENTR00251
OG0006609	STRPU_02383, STRPU_13693	XENTR06296
OG0006610	STRPU_08550	XENTR07341
OG0006611	STRPU_13531	XENTR05216
OG0006612	STRPU_16771, STRPU_01741	XENTR11538
OG0006614	STRPU_17418	XENTR18989
OG0006615	STRPU_13873, STRPU_13881, STRPU_13874	XENTR06546
OG0006616	STRPU_06882	XENTR09627
OG0006618	STRPU_09575, STRPU_09582	XENTR16353
OG0006619	STRPU_07564, STRPU_07569, STRPU_00595	XENTR02127, XENTR02126
OG0006620	STRPU_25068	XENTR12760, XENTR03634
OG0006621	STRPU_15128, STRPU_02508	XENTR16711
OG0006622	STRPU_06660	XENTR12562
OG0006623	STRPU_13116, STRPU_13085	XENTR09849
OG0006624	STRPU_13857	XENTR01731
OG0006625	STRPU_00444, STRPU_02374	XENTR04207
OG0006626	STRPU_15047	XENTR04565, XENTR13907
OG0006627	STRPU_17425	XENTR17718
OG0006628	STRPU_10460	XENTR02668
OG0006630	STRPU_23183	XENTR08125
OG0006631	STRPU_25117	XENTR19213
OG0006633	STRPU_07751	XENTR02142
OG0006635	STRPU_09579, STRPU_09573	XENTR01982
OG0006636	STRPU_02074, STRPU_09103	XENTR11494
OG0006637	STRPU_09068, STRPU_02044	XENTR05016
OG0006638	STRPU_25845	XENTR15778
OG0006640	STRPU_15081	XENTR12743
OG0006641	STRPU_20953	XENTR03024
OG0006642	STRPU_08420	XENTR08911
OG0006645	STRPU_14446, STRPU_14429	XENTR13154
OG0006646	STRPU_26576	XENTR01407
OG0006648	STRPU_17476, STRPU_17460	XENTR07885
OG0006649	STRPU_21293	XENTR10760
OG0006651	STRPU_17251	XENTR12537
OG0006653	STRPU_25531	XENTR09964
OG0006654	STRPU_17381	XENTR14617
OG0006655	STRPU_26342	XENTR05829
OG0006656	STRPU_12656	XENTR19261, XENTR19010
OG0006657	STRPU_15484	XENTR10304
OG0006658	STRPU_07917, STRPU_07946	XENTR09594
OG0006660	STRPU_22389	XENTR07050
OG0006661	STRPU_06601	XENTR11919
OG0006662	STRPU_03424	XENTR02635
OG0006663	STRPU_14390	XENTR03207
OG0006664	STRPU_20210	XENTR06837
OG0006666	STRPU_22001	XENTR04836
OG0006667	STRPU_23811, STRPU_03706	XENTR11957
OG0006668	STRPU_05689	XENTR10580
OG0006669	STRPU_18180	XENTR13698
OG0006670	STRPU_19873, STRPU_19899	XENTR03934
OG0006672	STRPU_21262	XENTR10612
OG0006673	STRPU_10186	XENTR06476
OG0006675	STRPU_09507	XENTR11950
OG0006676	STRPU_23124, STRPU_23127	XENTR05976
OG0006677	STRPU_06954, STRPU_08321	XENTR13655, XENTR13654
OG0006678	STRPU_08345	XENTR13719
OG0006680	STRPU_15636	XENTR02487
OG0006681	STRPU_16624	XENTR03638
OG0006683	STRPU_10523	XENTR10018
OG0006684	STRPU_23507	XENTR16293
OG0006685	STRPU_07043, STRPU_08069	XENTR18985, XENTR04488
OG0006686	STRPU_20136	XENTR06782
OG0006687	STRPU_17488	XENTR12769
OG0006688	STRPU_25259	XENTR13607
OG0006689	STRPU_26811	XENTR01441
OG0006690	STRPU_23730	XENTR13317
OG0006692	STRPU_24141	XENTR13963
OG0006693	STRPU_04135	XENTR12746
OG0006694	STRPU_17221	XENTR04108
OG0006695	STRPU_20663	XENTR13948
OG0006696	STRPU_22669	XENTR00610
OG0006697	STRPU_10226	XENTR10497
OG0006698	STRPU_25630	XENTR05149
OG0006699	STRPU_15457	XENTR06331, XENTR06330
OG0006700	STRPU_09508	XENTR03198
OG0006703	STRPU_07739	XENTR04634
OG0006704	STRPU_14516	XENTR13888, XENTR13889
OG0006705	STRPU_10965	XENTR00293
OG0006706	STRPU_19558	XENTR07780
OG0006707	STRPU_00777, STRPU_19793	XENTR16134
OG0006708	STRPU_26392	XENTR18874
OG0006709	STRPU_13686, STRPU_02389	XENTR05409
OG0006710	STRPU_26369	XENTR18018
OG0006711	STRPU_17666, STRPU_02255	XENTR08893
OG0006712	STRPU_25296	XENTR03007
OG0006713	STRPU_21001	XENTR08986, XENTR14768
OG0006714	STRPU_09756, STRPU_09712	XENTR08721
OG0006715	STRPU_22299	XENTR17785, XENTR13166
OG0006716	STRPU_12323, STRPU_10718	XENTR13038
OG0006717	STRPU_21004	XENTR17648
OG0006718	STRPU_09616	XENTR09540
OG0006719	STRPU_08647	XENTR09126
OG0006720	STRPU_16064	XENTR09067
OG0006721	STRPU_26848	XENTR08095
OG0006723	STRPU_25900	XENTR16854
OG0006724	STRPU_10675, STRPU_00564	XENTR10084
OG0006725	STRPU_23338	XENTR07038
OG0006726	STRPU_07687, STRPU_07700	XENTR09612
OG0006727	STRPU_17833	XENTR05898
OG0006729	STRPU_18897	XENTR02778
OG0006730	STRPU_11531	XENTR07699
OG0006731	STRPU_23901	XENTR14502
OG0006732	STRPU_22092	XENTR17486
OG0006733	STRPU_21005	XENTR12805
OG0006734	STRPU_15759, STRPU_20707	XENTR17831
OG0006735	STRPU_22010	XENTR05221
OG0006736	STRPU_26075	XENTR09191, XENTR10482
OG0006737	STRPU_26074	XENTR00969
OG0006738	STRPU_13647	XENTR19225, XENTR19226
OG0006739	STRPU_09891	XENTR07449
OG0006741	STRPU_22289	XENTR08382
OG0006742	STRPU_05005	XENTR05493
OG0006744	STRPU_19434, STRPU_19428	XENTR02584
OG0006745	STRPU_11060	XENTR09899
OG0006748	STRPU_00148, STRPU_02912, STRPU_02911	XENTR03274
OG0006749	STRPU_05015, STRPU_05016	XENTR01774
OG0006750	STRPU_24309	XENTR07602
OG0006752	STRPU_03141	XENTR02646
OG0006753	STRPU_21351	XENTR11694
OG0006754	STRPU_25256	XENTR18420
OG0006755	STRPU_05751	XENTR10590
OG0006757	STRPU_21092	XENTR12333
OG0006758	STRPU_16693, STRPU_16666	XENTR19253
OG0006759	STRPU_23476, STRPU_08369	XENTR11512
OG0006760	STRPU_19230	XENTR04753, XENTR04751, XENTR04752
OG0006761	STRPU_05907, STRPU_05908	XENTR01047
OG0006762	STRPU_21058	XENTR06563
OG0006764	STRPU_05646	XENTR01594
OG0006765	STRPU_26318	XENTR09754
OG0006766	STRPU_06955, STRPU_06937	XENTR12590, XENTR12592
OG0006768	STRPU_02902	XENTR17405
OG0006769	STRPU_12966	XENTR18589
OG0006770	STRPU_27293	XENTR10049
OG0006772	STRPU_09775, STRPU_09732	XENTR06880, XENTR06881
OG0006775	STRPU_08762, STRPU_01401	XENTR01837
OG0006776	STRPU_02465, STRPU_13600	XENTR07592
OG0006777	STRPU_21177	XENTR14289
OG0006780	STRPU_20877, STRPU_20840	XENTR12106
OG0006791	STRPU_09881	XENTR09543, XENTR08719
OG0006826	STRPU_05449	XENTR13782
OG0006827	STRPU_19224	XENTR00081
OG0006828	STRPU_27026	XENTR08258
OG0006829	STRPU_09872	XENTR09763
OG0006830	STRPU_15278	XENTR13305
OG0006831	STRPU_09873	XENTR14217
OG0006832	STRPU_20777	XENTR10958
OG0006833	STRPU_26024	XENTR00457
OG0006837	STRPU_02920	XENTR02650
OG0006838	STRPU_08275	XENTR01852
OG0006839	STRPU_04376	XENTR04909, XENTR17585
OG0006842	STRPU_18785	XENTR10401
OG0006843	STRPU_26234	XENTR17465
OG0006844	STRPU_26827, STRPU_26824	XENTR08527
OG0006845	STRPU_21842	XENTR11640
OG0006846	STRPU_21562	XENTR12109
OG0006847	STRPU_22196	XENTR00872
OG0006848	STRPU_04780	XENTR07299, XENTR07526
OG0006849	STRPU_20584	XENTR01645
OG0006850	STRPU_17760	XENTR05570
OG0006851	STRPU_09338	XENTR13145
OG0006852	STRPU_24270	XENTR01320
OG0006853	STRPU_22284	XENTR15554
OG0006856	STRPU_06068	XENTR01007
OG0006857	STRPU_06069	XENTR02316
OG0006860	STRPU_25395	XENTR10215
OG0006861	STRPU_25033	XENTR04183
OG0006862	STRPU_21836	XENTR13534
OG0006863	STRPU_18218, STRPU_01273	XENTR12976
OG0006864	STRPU_05446	XENTR01809
OG0006865	STRPU_06290, STRPU_06335	XENTR09213
OG0006866	STRPU_11341, STRPU_11342	XENTR17686
OG0006867	STRPU_20626	XENTR01657
OG0006868	STRPU_20963	XENTR07053
OG0006869	STRPU_23709	XENTR02833
OG0006870	STRPU_06981, STRPU_06997	XENTR10263
OG0006871	STRPU_06422	XENTR07430
OG0006872	STRPU_25634	XENTR03744
OG0006873	STRPU_15075, STRPU_15074	XENTR13913
OG0006874	STRPU_00070, STRPU_08961	XENTR14555
OG0006875	STRPU_14351	XENTR10450
OG0006876	STRPU_18689	XENTR00090
OG0006877	STRPU_05713, STRPU_05720	XENTR05237
OG0006878	STRPU_18839	XENTR12365
OG0006879	STRPU_00102, STRPU_11515	XENTR17009
OG0006880	STRPU_20211	XENTR02819
OG0006884	STRPU_17050, STRPU_01815	XENTR07604
OG0006885	STRPU_08329	XENTR04782
OG0006886	STRPU_18058	XENTR00696
OG0006887	STRPU_02379, STRPU_13697	XENTR13961
OG0006888	STRPU_24426	XENTR02537
OG0006890	STRPU_10389	XENTR09541
OG0006891	STRPU_02239, STRPU_15565	XENTR15690
OG0006892	STRPU_13969	XENTR00113
OG0006893	STRPU_08081	XENTR17439
OG0006894	STRPU_08715, STRPU_01459	XENTR13122
OG0006895	STRPU_12876	XENTR11833
OG0006896	STRPU_04551	XENTR12639
OG0006897	STRPU_27425	XENTR14076
OG0006898	STRPU_25382	XENTR07636
OG0006899	STRPU_12587	XENTR12237
OG0006900	STRPU_18033	XENTR09605
OG0006901	STRPU_13971	XENTR00120
OG0006902	STRPU_21923	XENTR02201
OG0006903	STRPU_25107	XENTR15633, XENTR06864
OG0006904	STRPU_05387	XENTR03460
OG0006905	STRPU_26050	XENTR19260
OG0006906	STRPU_15338	XENTR10195
OG0006907	STRPU_07420	XENTR18404
OG0006908	STRPU_14728	XENTR03672
OG0006909	STRPU_22846	XENTR18357
OG0006911	STRPU_19546, STRPU_19540	XENTR17645
OG0006912	STRPU_19507	XENTR03948
OG0006913	STRPU_19762	XENTR04002
OG0006914	STRPU_27336	XENTR15248
OG0006915	STRPU_25657	XENTR05683
OG0006916	STRPU_26458	XENTR18036
OG0006917	STRPU_11048, STRPU_00388	XENTR03266
OG0006918	STRPU_07106	XENTR10731, XENTR10730
OG0006919	STRPU_10127, STRPU_10054	XENTR12172
OG0006921	STRPU_05900	XENTR10556
OG0006923	STRPU_16895	XENTR05461
OG0006924	STRPU_18317, STRPU_01130	XENTR06768
OG0006925	STRPU_26381	XENTR03837
OG0006926	STRPU_24428	XENTR12859
OG0006927	STRPU_16519	XENTR10634
OG0006928	STRPU_24366	XENTR10691
OG0006929	STRPU_17960	XENTR05894
OG0006930	STRPU_01800, STRPU_17035	XENTR05716
OG0006931	STRPU_24300	XENTR12285
OG0006932	STRPU_09106, STRPU_02077	XENTR01275
OG0006934	STRPU_06012	XENTR15092
OG0006935	STRPU_01515, STRPU_09444, STRPU_00104	XENTR08699
OG0006936	STRPU_09697, STRPU_09740	XENTR08928
OG0006937	STRPU_12967	XENTR04504
OG0006938	STRPU_22292	XENTR16149
OG0006939	STRPU_07451, STRPU_07443	XENTR12765
OG0006940	STRPU_22437	XENTR01692
OG0006942	STRPU_20945	XENTR09478
OG0006943	STRPU_22648	XENTR15386
OG0006944	STRPU_22694	XENTR07046
OG0006945	STRPU_01504	XENTR00117
OG0006946	STRPU_19536	XENTR16824, XENTR16825
OG0006949	STRPU_23783	XENTR11256
OG0006951	STRPU_24627	XENTR14803
OG0006952	STRPU_26196	XENTR05143
OG0006953	STRPU_13466	XENTR09448
OG0006954	STRPU_21450	XENTR03844
OG0006955	STRPU_23524	XENTR06398
OG0006957	STRPU_09536	XENTR08977
OG0006958	STRPU_20194	XENTR07775
OG0006959	STRPU_02959, STRPU_02945	XENTR17553
OG0006960	STRPU_01808, STRPU_17043	XENTR16241
OG0006962	STRPU_11184	XENTR09246
OG0006964	STRPU_17888	XENTR09387
OG0006966	STRPU_05944	XENTR09367
OG0006967	STRPU_08109, STRPU_08122	XENTR03908
OG0006968	STRPU_10225	XENTR15434
OG0006969	STRPU_10221	XENTR16749, XENTR16750, XENTR16751
OG0006970	STRPU_15599, STRPU_02208	XENTR14271, XENTR14272
OG0006971	STRPU_14388	XENTR01201
OG0006972	STRPU_25333	XENTR19251
OG0006973	STRPU_17936	XENTR09146
OG0006975	STRPU_17207	XENTR12996
OG0006976	STRPU_17257	XENTR01210
OG0006977	STRPU_22692	XENTR11302
OG0006978	STRPU_26927	XENTR16961
OG0006979	STRPU_16204, STRPU_16243	XENTR01458
OG0006980	STRPU_11247, STRPU_11286	XENTR06239
OG0006981	STRPU_12995	XENTR16320
OG0006982	STRPU_10293	XENTR11312
OG0006984	STRPU_12602	XENTR13708, XENTR02353
OG0006985	STRPU_23875, STRPU_23837	XENTR11227
OG0006987	STRPU_19460	XENTR01282, XENTR01281
OG0006988	STRPU_20731, STRPU_00728	XENTR12330
OG0006989	STRPU_01490, STRPU_13757	XENTR04170
OG0006990	STRPU_04188	XENTR08922
OG0006991	STRPU_07950, STRPU_07959	XENTR17838
OG0006993	STRPU_06236	XENTR09372
OG0006994	STRPU_02630, STRPU_24034	XENTR00114
OG0006997	STRPU_13193	XENTR17546, XENTR17545
OG0006998	STRPU_14121	XENTR06955
OG0006999	STRPU_14022	XENTR00236
OG0007000	STRPU_09475	XENTR01902, XENTR01901
OG0007001	STRPU_11944, STRPU_11904	XENTR17344, XENTR17343
OG0007002	STRPU_19686, STRPU_19629	XENTR06832
OG0007003	STRPU_26168	XENTR16048
OG0007005	STRPU_14730	XENTR07132
OG0007006	STRPU_02883, STRPU_02841	XENTR12975
OG0007008	STRPU_27238	XENTR18543
OG0007009	STRPU_22226	XENTR09577
OG0007010	STRPU_05041, STRPU_05116	XENTR05499
OG0007011	STRPU_05236	XENTR05787
OG0007012	STRPU_04694	XENTR03267
OG0007013	STRPU_08358	XENTR09137
OG0007014	STRPU_01570, STRPU_00169, STRPU_09389	XENTR08855
OG0007015	STRPU_25403	XENTR02491
OG0007016	STRPU_25267	XENTR00478
OG0007018	STRPU_00625, STRPU_08925	XENTR13179
OG0007019	STRPU_08876	XENTR13839
OG0007020	STRPU_09538	XENTR09770
OG0007021	STRPU_06352	XENTR08839
OG0007022	STRPU_13308	XENTR16029
OG0007023	STRPU_00640, STRPU_23052	XENTR07024
OG0007025	STRPU_16699, STRPU_16670	XENTR13731
OG0007026	STRPU_12581	XENTR18056
OG0007027	STRPU_23916	XENTR19169, XENTR11118
OG0007028	STRPU_02611, STRPU_24049	XENTR00104
OG0007029	STRPU_01326, STRPU_11623	XENTR07776
OG0007030	STRPU_04457	XENTR05657
OG0007031	STRPU_24541	XENTR07790
OG0007032	STRPU_17171	XENTR17468
OG0007033	STRPU_21131	XENTR16190
OG0007034	STRPU_13903	XENTR05241
OG0007035	STRPU_03630	XENTR06046
OG0007036	STRPU_19860, STRPU_19887	XENTR17676, XENTR17677
OG0007037	STRPU_13546	XENTR05417
OG0007038	STRPU_23533	XENTR01237
OG0007039	STRPU_21207	XENTR03063
OG0007040	STRPU_19742	XENTR16157
OG0007041	STRPU_23561	XENTR01415
OG0007042	STRPU_24074	XENTR03360
OG0007043	STRPU_09509	XENTR02003
OG0007044	STRPU_05851	XENTR08465, XENTR13827
OG0007045	STRPU_16902	XENTR05481
OG0007046	STRPU_16899, STRPU_16897	XENTR09390
OG0007047	STRPU_20026	XENTR12940
OG0007048	STRPU_08769, STRPU_01389	XENTR12714
OG0007049	STRPU_10988, STRPU_00326	XENTR10205
OG0007050	STRPU_10271	XENTR10229
OG0007053	STRPU_22506	XENTR06867
OG0007054	STRPU_15032	XENTR17771
OG0007055	STRPU_15602, STRPU_02206	XENTR04557
OG0007056	STRPU_15531	XENTR04936
OG0007058	STRPU_03307	XENTR13895
OG0007059	STRPU_10239	XENTR01903
OG0007060	STRPU_07159	XENTR06697
OG0007061	STRPU_09653	XENTR12828
OG0007062	STRPU_10658	XENTR03101
OG0007063	STRPU_08411, STRPU_00013	XENTR05680
OG0007064	STRPU_05910	XENTR16371
OG0007066	STRPU_06260, STRPU_06304	XENTR18528, XENTR05764
OG0007068	STRPU_04848	XENTR04871
OG0007069	STRPU_21711, STRPU_21647	XENTR06666
OG0007070	STRPU_06610	XENTR08595
OG0007071	STRPU_23265	XENTR07783
OG0007072	STRPU_26238, STRPU_26239	XENTR07265
OG0007073	STRPU_10918	XENTR08573
OG0007074	STRPU_11819	XENTR03247
OG0007075	STRPU_23271	XENTR02206
OG0007076	STRPU_06816	XENTR15551
OG0007077	STRPU_04990	XENTR02860, XENTR01951
OG0007078	STRPU_25114	XENTR01751
OG0007079	STRPU_24500	XENTR16725
OG0007080	STRPU_24572	XENTR05164
OG0007081	STRPU_24476	XENTR06924
OG0007082	STRPU_24753	XENTR16647
OG0007083	STRPU_20027	XENTR12941
OG0007084	STRPU_25218	XENTR15425
OG0007085	STRPU_23264	XENTR03719
OG0007086	STRPU_23268	XENTR15548
OG0007087	STRPU_07610	XENTR10659
OG0007088	STRPU_04022, STRPU_08074	XENTR13069
OG0007090	STRPU_19228	XENTR04663
OG0007091	STRPU_07575	XENTR16106
OG0007092	STRPU_21370	XENTR09595
OG0007093	STRPU_18560	XENTR09556
OG0007094	STRPU_21261	XENTR03856
OG0007095	STRPU_09292	XENTR11185
OG0007096	STRPU_10187	XENTR15677
OG0007097	STRPU_02900	XENTR10319
OG0007098	STRPU_25857	XENTR00462
OG0007099	STRPU_20619	XENTR01909
OG0007100	STRPU_00913, STRPU_23037	XENTR02538
OG0007102	STRPU_00054, STRPU_04943	XENTR10584
OG0007103	STRPU_04046	XENTR09292
OG0007104	STRPU_06463	XENTR08818, XENTR11925
OG0007105	STRPU_15416	XENTR17989, XENTR17988
OG0007106	STRPU_22698	XENTR02834
OG0007107	STRPU_09066, STRPU_02042	XENTR15605
OG0007108	STRPU_14881	XENTR11156
OG0007111	STRPU_25883	XENTR16348
OG0007112	STRPU_27151	XENTR05305
OG0007113	STRPU_22766, STRPU_01922	XENTR07047
OG0007114	STRPU_25483	XENTR17139
OG0007115	STRPU_21097, STRPU_21102	XENTR10736
OG0007116	STRPU_09240	XENTR07013
OG0007117	STRPU_21924	XENTR15556
OG0007118	STRPU_18011	XENTR11167
OG0007119	STRPU_19183	XENTR00359
OG0007120	STRPU_19111	XENTR11017
OG0007122	STRPU_06853	XENTR13022
OG0007123	STRPU_10434	XENTR09569
OG0007124	STRPU_05024	XENTR10585
OG0007125	STRPU_03780	XENTR13558
OG0007126	STRPU_21875	XENTR05105
OG0007127	STRPU_23141	XENTR03372
OG0007128	STRPU_22524	XENTR05067
OG0007129	STRPU_10398	XENTR12454, XENTR12453
OG0007130	STRPU_22007	XENTR10790
OG0007131	STRPU_18830	XENTR04760
