Orthogroup	STRPU_ok	ASTMX
OG0005830	STRPU_08142	ASTMX16026, ASTMX20899
OG0005831	STRPU_00960, STRPU_08861	ASTMX11648
OG0005832	STRPU_25370	ASTMX10891
OG0005833	STRPU_20761	ASTMX13374, ASTMX06309
OG0005834	STRPU_12634	ASTMX12604
OG0005835	STRPU_25028	ASTMX06426
OG0005836	STRPU_09799	ASTMX10318
OG0005837	STRPU_19226	ASTMX21697
OG0005838	STRPU_14948, STRPU_14978, STRPU_00058	ASTMX05195
OG0005839	STRPU_04652, STRPU_04630	ASTMX15613, ASTMX02791, ASTMX17306
OG0005840	STRPU_24192, STRPU_01105	ASTMX12287
OG0005841	STRPU_10335	ASTMX22790
OG0005842	STRPU_07126	ASTMX11260
OG0005843	STRPU_24376	ASTMX18756
OG0005844	STRPU_04190	ASTMX04238
OG0005845	STRPU_23253	ASTMX04382
OG0005846	STRPU_21214	ASTMX01580
OG0005847	STRPU_21849	ASTMX08949
OG0005848	STRPU_13409	ASTMX19733
OG0005849	STRPU_22157	ASTMX07876
OG0005850	STRPU_22163, STRPU_22158	ASTMX15848
OG0005851	STRPU_18849	ASTMX14047
OG0005852	STRPU_23002, STRPU_00877	ASTMX08843
OG0005853	STRPU_21346	ASTMX16546
OG0005854	STRPU_25680	ASTMX21173
OG0005855	STRPU_23729	ASTMX17050
OG0005856	STRPU_21085	ASTMX11310
OG0005857	STRPU_15424	ASTMX16007, ASTMX04410
OG0005860	STRPU_22221	ASTMX12500
OG0005861	STRPU_19227	ASTMX00506
OG0005864	STRPU_10139, STRPU_10075	ASTMX05926
OG0005865	STRPU_00331, STRPU_10994	ASTMX09430
OG0005866	STRPU_25266	ASTMX18464
OG0005867	STRPU_22298	ASTMX02025
OG0005869	STRPU_25687, STRPU_25706	ASTMX11468
OG0005871	STRPU_05539, STRPU_05599	ASTMX17242
OG0005872	STRPU_13684, STRPU_02391	ASTMX01886
OG0005874	STRPU_13329	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	STRPU_06678	ASTMX03020, ASTMX09190
OG0005876	STRPU_23804	ASTMX09416
OG0005877	STRPU_19283, STRPU_00403	ASTMX02902
OG0005878	STRPU_21405	ASTMX01268
OG0005879	STRPU_25253	ASTMX13909
OG0005880	STRPU_23630	ASTMX14254
OG0005881	STRPU_07072, STRPU_07067, STRPU_07073	ASTMX12383
OG0005884	STRPU_20704	ASTMX01288
OG0005885	STRPU_11312, STRPU_11294	ASTMX17564
OG0005886	STRPU_20854, STRPU_20891	ASTMX01343
OG0005887	STRPU_14589	ASTMX03529
OG0005889	STRPU_17783	ASTMX07012
OG0005890	STRPU_20835, STRPU_20872	ASTMX17642
OG0005891	STRPU_09070, STRPU_02046	ASTMX19838
OG0005892	STRPU_25562, STRPU_00831	ASTMX10888
OG0005893	STRPU_05784	ASTMX04147, ASTMX20266
OG0005894	STRPU_05216	ASTMX14500, ASTMX04093, ASTMX11487
OG0005895	STRPU_10446	ASTMX13988
OG0005896	STRPU_08047	ASTMX11038, ASTMX12748
OG0005897	STRPU_27001	ASTMX21129
OG0005898	STRPU_08373	ASTMX00076
OG0005899	STRPU_19676, STRPU_19644	ASTMX14192
OG0005900	STRPU_01123, STRPU_18324	ASTMX03171
OG0005901	STRPU_26188	ASTMX06245
OG0005902	STRPU_00812, STRPU_25546	ASTMX00896
OG0005903	STRPU_06303, STRPU_06259	ASTMX09187
OG0005904	STRPU_24067	ASTMX08292
OG0005906	STRPU_13484	ASTMX12059
OG0005907	STRPU_23961, STRPU_23935	ASTMX19447
OG0005908	STRPU_26345	ASTMX06222
OG0005909	STRPU_27365	ASTMX06496
OG0005911	STRPU_19009	ASTMX15345
OG0005912	STRPU_10659	ASTMX17616, ASTMX15553
OG0005914	STRPU_23217, STRPU_23231	ASTMX13941
OG0005916	STRPU_24649	ASTMX12727
OG0005918	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802	ASTMX03112
OG0005919	STRPU_19746	ASTMX17322
OG0005920	STRPU_21992	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935
OG0005921	STRPU_16843	ASTMX02238
OG0005922	STRPU_22840	ASTMX14273
OG0005923	STRPU_06716	ASTMX06971
OG0005924	STRPU_25748	ASTMX04587
OG0005926	STRPU_12477	ASTMX16056
OG0005927	STRPU_14214	ASTMX12991
OG0005928	STRPU_19012	ASTMX02357
OG0005929	STRPU_18302, STRPU_01154	ASTMX21522
OG0005931	STRPU_13894, STRPU_23211	ASTMX04907
OG0005932	STRPU_23574	ASTMX16557
OG0005933	STRPU_21783	ASTMX09736
OG0005936	STRPU_12095	ASTMX12418
OG0005937	STRPU_22592	ASTMX07248
OG0005938	STRPU_19018	ASTMX06092
OG0005939	STRPU_13033	ASTMX02141
OG0005940	STRPU_15031	ASTMX15640
OG0005941	STRPU_21037	ASTMX01249
OG0005942	STRPU_14403	ASTMX12161
OG0005943	STRPU_02138, STRPU_09176	ASTMX17665
OG0005944	STRPU_20638	ASTMX17388
OG0005946	STRPU_01024, STRPU_23413	ASTMX17105
OG0005947	STRPU_06048	ASTMX04158
OG0005948	STRPU_10182	ASTMX18689, ASTMX19504
OG0005949	STRPU_14172, STRPU_14148	ASTMX01038
OG0005950	STRPU_07208	ASTMX01327
OG0005951	STRPU_19284, STRPU_00402	ASTMX02936
OG0005952	STRPU_09763, STRPU_09719	ASTMX15940, ASTMX05925
OG0005953	STRPU_26503	ASTMX12080
OG0005954	STRPU_14525	ASTMX01107
OG0005955	STRPU_09339	ASTMX17769
OG0005956	STRPU_19454	ASTMX15076
OG0005957	STRPU_27229	ASTMX16955
OG0005959	STRPU_26564	ASTMX22073
OG0005960	STRPU_10397	ASTMX11608
OG0005961	STRPU_23573	ASTMX09478
OG0005962	STRPU_12925	ASTMX01779
OG0005963	STRPU_25461	ASTMX11121
OG0005964	STRPU_22272, STRPU_22268	ASTMX16095
OG0005965	STRPU_09992	ASTMX19565, ASTMX01612
OG0005966	STRPU_08812	ASTMX21448
OG0005967	STRPU_09259	ASTMX15403
OG0005968	STRPU_25825	ASTMX16410
OG0005969	STRPU_20508	ASTMX05797, ASTMX16905
OG0005970	STRPU_18555	ASTMX02839
OG0005971	STRPU_13215, STRPU_13216, STRPU_13231, STRPU_13218	ASTMX07870
OG0005972	STRPU_15756	ASTMX21731
OG0005973	STRPU_20652	ASTMX04612
OG0005974	STRPU_19881, STRPU_19856	ASTMX20049
OG0005975	STRPU_06728	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	STRPU_08501	ASTMX19859
OG0005977	STRPU_01218, STRPU_12082	ASTMX03076
OG0005978	STRPU_22052	ASTMX15362
OG0005979	STRPU_22249	ASTMX22917
OG0005980	STRPU_16838	ASTMX11783
OG0005981	STRPU_00822	ASTMX18672
OG0005982	STRPU_19095	ASTMX10015
OG0005983	STRPU_24717	ASTMX06029
OG0005984	STRPU_19150	ASTMX10388
OG0005986	STRPU_20977	ASTMX08502, ASTMX01602
OG0005987	STRPU_06677	ASTMX04120
OG0005989	STRPU_11653	ASTMX20821
OG0005991	STRPU_05268, STRPU_05252	ASTMX02237
OG0005993	STRPU_12807	ASTMX19846
OG0005994	STRPU_18618	ASTMX05954, ASTMX16067
OG0005995	STRPU_06966	ASTMX04613
OG0005996	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006	ASTMX01828
OG0005997	STRPU_05852	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	STRPU_14411	ASTMX16012
OG0006000	STRPU_20827	ASTMX10236
OG0006001	STRPU_11854	ASTMX00461
OG0006002	STRPU_12697	ASTMX15878
OG0006003	STRPU_18482, STRPU_18440	ASTMX15486
OG0006004	STRPU_25153	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	STRPU_05718, STRPU_05711	ASTMX03888
OG0006007	STRPU_27290	ASTMX09016, ASTMX02907
OG0006008	STRPU_08688	ASTMX04872
OG0006010	STRPU_14211	ASTMX17586, ASTMX10955
OG0006011	STRPU_14553	ASTMX09627
OG0006012	STRPU_27231	ASTMX05158, ASTMX03554
OG0006013	STRPU_19904	ASTMX00899
OG0006014	STRPU_05679, STRPU_05678	ASTMX18686, ASTMX11839
OG0006059	STRPU_25899	ASTMX20069
OG0006061	STRPU_27321	ASTMX18424
OG0006062	STRPU_05736	ASTMX21362
OG0006063	STRPU_04770	ASTMX19817
OG0006064	STRPU_04263, STRPU_04227	ASTMX09308
OG0006065	STRPU_27214	ASTMX05085
OG0006066	STRPU_02919	ASTMX16436, ASTMX07300
OG0006067	STRPU_10735	ASTMX09142
OG0006068	STRPU_04111	ASTMX16575, ASTMX16576, ASTMX06625
OG0006069	STRPU_08343	ASTMX04982
OG0006070	STRPU_08633	ASTMX07840
OG0006071	STRPU_01540, STRPU_09419	ASTMX06918
OG0006072	STRPU_26992	ASTMX14707
OG0006073	STRPU_21503, STRPU_21493	ASTMX04426
OG0006074	STRPU_20544	ASTMX21669
OG0006075	STRPU_16094	ASTMX04237
OG0006076	STRPU_25408	ASTMX00330
OG0006077	STRPU_04795	ASTMX12045
OG0006078	STRPU_16412	ASTMX03321, ASTMX15383
OG0006079	STRPU_26784, STRPU_26778	ASTMX00383
OG0006081	STRPU_12339	ASTMX03064
OG0006083	STRPU_22371	ASTMX16624
OG0006084	STRPU_15313	ASTMX19893
OG0006085	STRPU_12466	ASTMX01099
OG0006087	STRPU_25843	ASTMX01650
OG0006088	STRPU_27379	ASTMX21983
OG0006090	STRPU_20596	ASTMX08457
OG0006092	STRPU_08624	ASTMX16137
OG0006095	STRPU_19701, STRPU_19615	ASTMX19132
OG0006096	STRPU_15273	ASTMX05943
OG0006097	STRPU_24842	ASTMX09114
OG0006098	STRPU_26067	ASTMX02650
OG0006100	STRPU_25855	ASTMX21678
OG0006101	STRPU_22455, STRPU_22479	ASTMX11023
OG0006102	STRPU_27044	ASTMX04950, ASTMX03409
OG0006103	STRPU_17544	ASTMX01227
OG0006104	STRPU_09062	ASTMX08557, ASTMX17341
OG0006106	STRPU_18581, STRPU_18628	ASTMX07404
OG0006107	STRPU_11721	ASTMX22003, ASTMX22002
OG0006108	STRPU_19962, STRPU_01193	ASTMX06756
OG0006110	STRPU_03981, STRPU_11061	ASTMX05269, ASTMX13689
OG0006111	STRPU_05034, STRPU_05107	ASTMX03721
OG0006112	STRPU_25281	ASTMX06240
OG0006113	STRPU_26203	ASTMX17162
OG0006114	STRPU_10300	ASTMX17743
OG0006115	STRPU_17330, STRPU_17321	ASTMX10240
OG0006116	STRPU_21121	ASTMX03933
OG0006117	STRPU_09000	ASTMX07833
OG0006118	STRPU_25479	ASTMX07434, ASTMX12555
OG0006119	STRPU_10196	ASTMX17889
OG0006120	STRPU_10344	ASTMX22300
OG0006121	STRPU_09824	ASTMX03893
OG0006122	STRPU_09227, STRPU_02191	ASTMX13828
OG0006123	STRPU_09425, STRPU_09424, STRPU_01535	ASTMX03174
OG0006124	STRPU_17749	ASTMX13027
OG0006125	STRPU_21202	ASTMX10686
OG0006126	STRPU_19506	ASTMX20861
OG0006127	STRPU_25576	ASTMX06270
OG0006128	STRPU_25302	ASTMX01066
OG0006129	STRPU_26715	ASTMX01622
OG0006130	STRPU_12586	ASTMX15707, ASTMX16989
OG0006131	STRPU_14598	ASTMX17497, ASTMX07320
OG0006132	STRPU_09840	ASTMX02797
OG0006133	STRPU_13783	ASTMX02903
OG0006134	STRPU_26266	ASTMX16827
OG0006135	STRPU_10423	ASTMX03245
OG0006136	STRPU_24568	ASTMX16704
OG0006137	STRPU_15050	ASTMX16809
OG0006138	STRPU_20639	ASTMX04230
OG0006139	STRPU_23346	ASTMX02011, ASTMX17239, ASTMX09428
OG0006140	STRPU_11468	ASTMX13985
OG0006141	STRPU_27062	ASTMX02157
OG0006144	STRPU_21054	ASTMX17865
OG0006145	STRPU_11062	ASTMX05270
OG0006146	STRPU_04626, STRPU_04648	ASTMX02740
OG0006148	STRPU_01124, STRPU_18323	ASTMX10011
OG0006149	STRPU_21724, STRPU_21659	ASTMX17620
OG0006151	STRPU_10777	ASTMX13690
OG0006152	STRPU_07362	ASTMX11033
OG0006153	STRPU_05160, STRPU_05081	ASTMX03761
OG0006154	STRPU_21900	ASTMX00230
OG0006155	STRPU_22606	ASTMX06842
OG0006156	STRPU_06250	ASTMX21711
OG0006158	STRPU_21452	ASTMX11131, ASTMX08488
OG0006159	STRPU_23270	ASTMX05463
OG0006160	STRPU_22733	ASTMX16077
OG0006161	STRPU_22151	ASTMX01910
OG0006162	STRPU_01133	ASTMX02345
OG0006163	STRPU_22105	ASTMX05146, ASTMX03552
OG0006164	STRPU_25715, STRPU_25697	ASTMX03574
OG0006165	STRPU_26156	ASTMX15294
OG0006167	STRPU_10405	ASTMX19188, ASTMX19828
OG0006169	STRPU_05382	ASTMX09379
OG0006170	STRPU_22480, STRPU_22456	ASTMX12052
OG0006171	STRPU_20534	ASTMX05008
OG0006172	STRPU_21502, STRPU_21492	ASTMX01366
OG0006174	STRPU_27051	ASTMX07778
OG0006175	STRPU_24968	ASTMX09118
OG0006176	STRPU_15757	ASTMX21334
OG0006177	STRPU_16507	ASTMX17757
OG0006178	STRPU_09695, STRPU_09738	ASTMX03903
OG0006179	STRPU_17636, STRPU_02283	ASTMX20678
OG0006180	STRPU_25318	ASTMX13102
OG0006181	STRPU_21607	ASTMX06332
OG0006182	STRPU_19244, STRPU_01947, STRPU_22788, STRPU_19243	ASTMX17800
OG0006183	STRPU_08323	ASTMX21206
OG0006184	STRPU_00980, STRPU_08837, STRPU_00979	ASTMX15502
OG0006185	STRPU_07916, STRPU_07945	ASTMX16064
OG0006186	STRPU_17796	ASTMX16800
OG0006187	STRPU_26431	ASTMX15380
OG0006188	STRPU_18817	ASTMX15568
OG0006189	STRPU_08831, STRPU_08835	ASTMX14317, ASTMX11398
OG0006190	STRPU_26861	ASTMX17587
OG0006191	STRPU_27211, STRPU_27195	ASTMX13647
OG0006192	STRPU_13558	ASTMX12101
OG0006193	STRPU_24910, STRPU_00135	ASTMX16796
OG0006194	STRPU_02057, STRPU_09084	ASTMX19230
OG0006195	STRPU_15506	ASTMX16392
OG0006196	STRPU_06766	ASTMX11702
OG0006198	STRPU_09299	ASTMX18414
OG0006199	STRPU_18385	ASTMX07716
OG0006200	STRPU_04371	ASTMX07126
OG0006201	STRPU_15491	ASTMX05058, ASTMX17080
OG0006202	STRPU_26076	ASTMX10060
OG0006203	STRPU_12445, STRPU_20773, STRPU_20771	ASTMX04233
OG0006204	STRPU_14341	ASTMX04464
OG0006205	STRPU_14259	ASTMX20252
OG0006206	STRPU_20862, STRPU_20898	ASTMX08099
OG0006207	STRPU_15420	ASTMX09894
OG0006208	STRPU_27004	ASTMX02052
OG0006209	STRPU_27174	ASTMX06935, ASTMX12864
OG0006210	STRPU_25590	ASTMX15807
OG0006211	STRPU_23101	ASTMX17619
OG0006212	STRPU_09270	ASTMX03615
OG0006213	STRPU_24169	ASTMX12993
OG0006214	STRPU_01311, STRPU_11636	ASTMX14394
OG0006216	STRPU_08291	ASTMX14522
OG0006217	STRPU_00330, STRPU_10993	ASTMX15849
OG0006219	STRPU_06868	ASTMX07894
OG0006220	STRPU_22264	ASTMX06670
OG0006221	STRPU_22085	ASTMX01810, ASTMX17070, ASTMX20512
OG0006223	STRPU_09883	ASTMX09676
OG0006224	STRPU_10868	ASTMX04794
OG0006225	STRPU_20911, STRPU_20910	ASTMX16115
OG0006226	STRPU_00415, STRPU_19272	ASTMX10013
OG0006227	STRPU_09462	ASTMX18928
OG0006228	STRPU_12262	ASTMX21289, ASTMX02196
OG0006229	STRPU_05866	ASTMX01633
OG0006230	STRPU_23107, STRPU_23110	ASTMX15185
OG0006231	STRPU_24403	ASTMX15248, ASTMX22936
OG0006232	STRPU_13820	ASTMX12958
OG0006233	STRPU_13467	ASTMX06021
OG0006234	STRPU_01742, STRPU_16772	ASTMX12448
OG0006235	STRPU_01370, STRPU_11572	ASTMX16631
OG0006237	STRPU_10564	ASTMX05214
OG0006238	STRPU_12641	ASTMX01095
OG0006239	STRPU_26094	ASTMX06263
OG0006240	STRPU_19611, STRPU_19704	ASTMX09461
OG0006241	STRPU_20065	ASTMX02817
OG0006242	STRPU_08446	ASTMX19236
OG0006243	STRPU_27273, STRPU_27257, STRPU_27274	ASTMX03387
OG0006244	STRPU_00436, STRPU_14193	ASTMX15329
OG0006245	STRPU_13947	ASTMX05448
OG0006246	STRPU_27021	ASTMX13362
OG0006247	STRPU_27023	ASTMX04057
OG0006248	STRPU_12984	ASTMX11835
OG0006249	STRPU_06207, STRPU_06179	ASTMX13840
OG0006250	STRPU_10406	ASTMX17884
OG0006251	STRPU_14982, STRPU_14951	ASTMX02311
OG0006252	STRPU_11094	ASTMX06888
OG0006253	STRPU_06180, STRPU_06208	ASTMX06015
OG0006254	STRPU_16653	ASTMX17345
OG0006256	STRPU_03708	ASTMX06197
OG0006257	STRPU_21221	ASTMX02479
OG0006258	STRPU_22243	ASTMX07763
OG0006259	STRPU_24286	ASTMX10232
OG0006260	STRPU_23807, STRPU_23840	ASTMX00800
OG0006261	STRPU_23637, STRPU_23663	ASTMX20674, ASTMX13944
OG0006262	STRPU_26187, STRPU_26186	ASTMX07419
OG0006263	STRPU_26005	ASTMX09582
OG0006264	STRPU_16839	ASTMX18801
OG0006265	STRPU_25030	ASTMX00661, ASTMX00660
OG0006266	STRPU_19599	ASTMX11103
OG0006267	STRPU_00713	ASTMX10007
OG0006268	STRPU_22660	ASTMX22171
OG0006270	STRPU_20068	ASTMX17198
OG0006271	STRPU_18098, STRPU_01786	ASTMX19101
OG0006272	STRPU_13152, STRPU_13173	ASTMX03363, ASTMX07014
OG0006273	STRPU_26237	ASTMX11927, ASTMX18357
OG0006274	STRPU_19216, STRPU_18945, STRPU_11320, STRPU_18043, STRPU_26835, STRPU_18044, STRPU_26836, STRPU_20426, STRPU_20425, STRPU_19541, STRPU_19211	ASTMX00599
OG0006275	STRPU_12142, STRPU_12107	ASTMX11336
OG0006277	STRPU_14370	ASTMX04405
OG0006278	STRPU_14888	ASTMX15116, ASTMX20655
OG0006279	STRPU_16950, STRPU_02016	ASTMX00059
OG0006280	STRPU_20964	ASTMX08931
OG0006281	STRPU_11014, STRPU_00353	ASTMX09240
OG0006282	STRPU_01932, STRPU_22773	ASTMX02944
OG0006283	STRPU_22252	ASTMX21521
OG0006284	STRPU_21728, STRPU_21666	ASTMX07872
OG0006286	STRPU_16014	ASTMX19660
OG0006287	STRPU_21397	ASTMX08189
OG0006288	STRPU_14900	ASTMX07795
OG0006289	STRPU_22296	ASTMX06413
OG0006290	STRPU_10553	ASTMX17617
OG0006291	STRPU_20014	ASTMX17063
OG0006292	STRPU_26178	ASTMX00426, ASTMX17287
OG0006293	STRPU_14168	ASTMX05974
OG0006294	STRPU_21748, STRPU_21683	ASTMX01270
OG0006295	STRPU_14216	ASTMX09386
OG0006296	STRPU_22009	ASTMX18579
OG0006297	STRPU_22310, STRPU_22329	ASTMX09427
OG0006298	STRPU_25124	ASTMX05352
OG0006299	STRPU_18039	ASTMX02534, ASTMX00914, ASTMX10805
OG0006300	STRPU_21603	ASTMX17712
OG0006301	STRPU_21245	ASTMX01384
OG0006302	STRPU_27009	ASTMX08308
OG0006303	STRPU_01681, STRPU_02684	ASTMX02065, ASTMX06761
OG0006304	STRPU_21283	ASTMX18842, ASTMX01237
OG0006305	STRPU_09519	ASTMX10505, ASTMX21775
OG0006306	STRPU_15639	ASTMX07488
OG0006307	STRPU_18934, STRPU_18863	ASTMX21749
OG0006308	STRPU_15214, STRPU_15161	ASTMX09635
OG0006309	STRPU_12063, STRPU_01235	ASTMX17488, ASTMX21821
OG0006310	STRPU_11996, STRPU_01662	ASTMX08982
OG0006311	STRPU_11654	ASTMX15780
OG0006312	STRPU_23848, STRPU_23814	ASTMX02149
OG0006313	STRPU_07370	ASTMX07483
OG0006314	STRPU_23080, STRPU_00665	ASTMX00057
OG0006315	STRPU_21474	ASTMX14142
OG0006316	STRPU_19017	ASTMX10565
OG0006317	STRPU_10725	ASTMX06895
OG0006318	STRPU_18034	ASTMX09099, ASTMX09535
OG0006319	STRPU_10938	ASTMX08869
OG0006320	STRPU_22674	ASTMX08316
OG0006321	STRPU_25993	ASTMX00205
OG0006322	STRPU_00885, STRPU_23011	ASTMX22209, ASTMX09224
OG0006323	STRPU_05565, STRPU_05622	ASTMX00548
OG0006324	STRPU_26127	ASTMX17164
OG0006325	STRPU_19352	ASTMX08604
OG0006326	STRPU_01188, STRPU_19957	ASTMX13124
OG0006327	STRPU_23568	ASTMX13254
OG0006328	STRPU_07872	ASTMX00841
OG0006329	STRPU_10024	ASTMX05107
OG0006330	STRPU_26973	ASTMX01722
OG0006331	STRPU_20670	ASTMX13932
OG0006332	STRPU_12324, STRPU_10717	ASTMX20059
OG0006333	STRPU_17334	ASTMX07559, ASTMX19920, ASTMX01196
OG0006334	STRPU_19104	ASTMX04134
OG0006335	STRPU_23723	ASTMX09406
OG0006336	STRPU_18473, STRPU_18430	ASTMX02422
OG0006337	STRPU_27122	ASTMX03335
OG0006338	STRPU_18386	ASTMX02377
OG0006339	STRPU_15481	ASTMX03417
OG0006340	STRPU_04236, STRPU_04198	ASTMX02502
OG0006341	STRPU_18283, STRPU_01173	ASTMX08564
OG0006343	STRPU_05776, STRPU_05315	ASTMX11794, ASTMX15900
OG0006344	STRPU_22520	ASTMX22591, ASTMX22499, ASTMX11732
OG0006345	STRPU_24011	ASTMX18765
OG0006346	STRPU_03986	ASTMX12353
OG0006347	STRPU_13365, STRPU_13385	ASTMX02893
OG0006348	STRPU_16050, STRPU_16039	ASTMX21253
OG0006349	STRPU_18761, STRPU_18762	ASTMX21417
OG0006350	STRPU_08881, STRPU_00940	ASTMX10119
OG0006351	STRPU_05847	ASTMX00069, ASTMX11619
OG0006352	STRPU_05719, STRPU_05712	ASTMX18568, ASTMX00324
OG0006353	STRPU_21115	ASTMX20203
OG0006354	STRPU_09765, STRPU_09721	ASTMX12076
OG0006355	STRPU_22379	ASTMX10746
OG0006356	STRPU_14596	ASTMX13066
OG0006357	STRPU_10912, STRPU_10702	ASTMX11161
OG0006358	STRPU_22374	ASTMX03055
OG0006359	STRPU_19635, STRPU_19681	ASTMX06500
OG0006360	STRPU_11561	ASTMX14422
OG0006361	STRPU_26003	ASTMX06246
OG0006362	STRPU_18132	ASTMX07490
OG0006363	STRPU_09319	ASTMX18537
OG0006364	STRPU_23794	ASTMX12481
OG0006365	STRPU_05270, STRPU_05254	ASTMX02702, ASTMX04108
OG0006366	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761	ASTMX06324
OG0006367	STRPU_07291, STRPU_07275	ASTMX20819, ASTMX04562
OG0006368	STRPU_13584, STRPU_01602	ASTMX18294
OG0006370	STRPU_19241	ASTMX17423
OG0006372	STRPU_17261	ASTMX09546
OG0006375	STRPU_01472, STRPU_08700	ASTMX07697
OG0006376	STRPU_19494	ASTMX13354, ASTMX13353
OG0006377	STRPU_26959	ASTMX03390
OG0006378	STRPU_09953, STRPU_09976	ASTMX20075
OG0006379	STRPU_21808	ASTMX03283
OG0006380	STRPU_05753	ASTMX04671
OG0006381	STRPU_22693	ASTMX07268
OG0006382	STRPU_21384	ASTMX04600
OG0006383	STRPU_03091	ASTMX03733
OG0006384	STRPU_11959, STRPU_01620	ASTMX17353
OG0006385	STRPU_21175	ASTMX03955, ASTMX10459
OG0006386	STRPU_11720	ASTMX12433
OG0006387	STRPU_17511	ASTMX02531
OG0006388	STRPU_08530	ASTMX03637, ASTMX01564
OG0006390	STRPU_21914	ASTMX12951
OG0006391	STRPU_16884	ASTMX13826, ASTMX02973
OG0006392	STRPU_17229	ASTMX09822
OG0006393	STRPU_27287	ASTMX10085, ASTMX03992, ASTMX03991
OG0006394	STRPU_09231, STRPU_02196	ASTMX13173
OG0006395	STRPU_07573	ASTMX16987
OG0006396	STRPU_19134	ASTMX09039
OG0006399	STRPU_14310	ASTMX16353, ASTMX16352
OG0006401	STRPU_14011	ASTMX17015, ASTMX01922
OG0006402	STRPU_16542, STRPU_16564	ASTMX21779
OG0006405	STRPU_11573, STRPU_01369	ASTMX04722, ASTMX02186
OG0006406	STRPU_05827	ASTMX21683, ASTMX16175
OG0006407	STRPU_03639, STRPU_03657	ASTMX09544, ASTMX06711
OG0006408	STRPU_21447	ASTMX14791
OG0006414	STRPU_27415	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659
OG0006443	STRPU_03428	ASTMX17383
OG0006446	STRPU_20195	ASTMX14441
OG0006447	STRPU_19468	ASTMX03343
OG0006448	STRPU_13247	ASTMX06552
OG0006449	STRPU_24008	ASTMX00867
OG0006452	STRPU_23318	ASTMX00706, ASTMX06385
OG0006454	STRPU_14766, STRPU_02558	ASTMX09892, ASTMX15753
OG0006456	STRPU_12981	ASTMX13571
OG0006458	STRPU_02922	ASTMX14899
OG0006459	STRPU_26656	ASTMX05149
OG0006460	STRPU_20721	ASTMX10934
OG0006461	STRPU_22710, STRPU_00693	ASTMX20285
OG0006462	STRPU_09115, STRPU_02084	ASTMX07745, ASTMX16027
OG0006463	STRPU_26991	ASTMX03382, ASTMX03381
OG0006464	STRPU_06886	ASTMX07158
OG0006465	STRPU_21220	ASTMX04889
OG0006467	STRPU_25722	ASTMX08996
OG0006468	STRPU_25336, STRPU_25337, STRPU_25338	ASTMX13923
OG0006469	STRPU_08991	ASTMX04166
OG0006470	STRPU_09449, STRPU_01513	ASTMX19812
OG0006471	STRPU_22946	ASTMX10543
OG0006472	STRPU_06355	ASTMX03121
OG0006473	STRPU_00308, STRPU_06015, STRPU_19293, STRPU_01925, STRPU_11311, STRPU_13679, STRPU_01998	ASTMX23049
OG0006474	STRPU_14515	ASTMX05105
OG0006475	STRPU_02451, STRPU_13611	ASTMX06213
OG0006476	STRPU_05356	ASTMX03680
OG0006477	STRPU_04195, STRPU_04232	ASTMX01733
OG0006478	STRPU_26958	ASTMX19975
OG0006479	STRPU_10820	ASTMX05244
OG0006480	STRPU_16289	ASTMX10507
OG0006481	STRPU_03450	ASTMX12810
OG0006482	STRPU_20632	ASTMX15100
OG0006483	STRPU_21478, STRPU_21479	ASTMX12268
OG0006485	STRPU_21413	ASTMX05625
OG0006486	STRPU_23799	ASTMX00970
OG0006487	STRPU_23585	ASTMX19663
OG0006488	STRPU_21848	ASTMX20556
OG0006490	STRPU_22719, STRPU_00703	ASTMX07123
OG0006491	STRPU_07329	ASTMX09131
OG0006492	STRPU_26169	ASTMX06268
OG0006493	STRPU_06811	ASTMX06078
OG0006494	STRPU_06616	ASTMX06517
OG0006495	STRPU_11323	ASTMX10481, ASTMX20222, ASTMX20221
OG0006496	STRPU_19486	ASTMX13132
OG0006497	STRPU_00496, STRPU_15927	ASTMX04148
OG0006498	STRPU_05287	ASTMX09105
OG0006499	STRPU_19493	ASTMX03118, ASTMX19284
OG0006500	STRPU_21059	ASTMX01354
OG0006501	STRPU_20764	ASTMX20489
OG0006502	STRPU_08339	ASTMX03641
OG0006503	STRPU_06604	ASTMX17879
OG0006505	STRPU_13908	ASTMX14118
OG0006506	STRPU_11643, STRPU_01307	ASTMX07943, ASTMX07944
OG0006507	STRPU_22570	ASTMX06390
OG0006508	STRPU_09544	ASTMX20868
OG0006509	STRPU_10367	ASTMX17571
OG0006510	STRPU_25970, STRPU_00228	ASTMX21327
OG0006511	STRPU_00229, STRPU_25971	ASTMX07468
OG0006512	STRPU_21460	ASTMX17346
OG0006513	STRPU_26297, STRPU_26271	ASTMX12836
OG0006514	STRPU_05328	ASTMX14865
OG0006515	STRPU_21616	ASTMX02761
OG0006516	STRPU_21000	ASTMX04545
OG0006517	STRPU_22079	ASTMX11934
OG0006518	STRPU_17445	ASTMX04564
